0.00050618+0.0007497i,0.00080333-0.00056732i,-0.00032266-0.00071976i,-0.0014858-0.0015729i,-0.0014534-0.0011808i,-5.8164e-05+9.8042e-05i,0.00081496+0.00078099i,0.00072789+0.0015462i,0.00051458+0.001833i,0.00048161+0.00053595i,0.00042466-0.00098913i,-0.00041274-0.0010026i,-0.0011553-0.00024638i,-0.00079693-0.0006251i,-0.00030894-0.00080876i,-4.4027e-05-0.00028299i,7.8787e-05-0.00083267i,-0.00017164-0.0014017i,-0.00046606-0.00085864i,-0.00067978-0.00045363i,-0.00039646+6.2683e-05i,0.00034315+0.00018705i,0.00027084+0.00050925i
0.28352+1.1248i,0.59461+1.129i,0.69486+0.65378i,0.40196+0.20159i,-0.031386+0.09825i,-0.26911+0.16803i,-0.27326+0.17478i,-0.17472+0.092695i,-0.10279+0.0045079i,-0.08054-0.023698i,-0.059228-0.02178i,-0.041613-0.033303i,-0.035997-0.026651i,-0.016692-0.0049297i,0.0026408-0.0029401i,0.002786-0.011502i,-0.0021967-0.0093318i,0.0021739-0.00050924i,0.0061908+0.0023074i,-0.0026693+0.0036722i,-0.016318+0.0089371i,-0.024163+0.016671i,-0.021642+0.020076i
-1.0091+0.041749i,-1.0697-0.1786i,-0.84708-0.48993i,-0.61169-0.50725i,-0.40564-0.25717i,-0.18415-0.06837i,-0.04598-0.056008i,-0.026269-0.10471i,-0.033766-0.097988i,0.019039-0.055779i,0.07813-0.062012i,0.072844-0.081109i,0.043558-0.058618i,0.02711-0.024045i,0.020912-0.0055793i,0.018789-0.0045393i,0.011365-0.0017827i,0.0027503+0.014575i,0.0031847+0.018754i,0.0063624+0.0014124i,0.0079803-0.012832i,0.012323-0.019217i,0.016263-0.021953i
-0.27931-0.7408i,-0.31622-0.43264i,-0.099417+0.023438i,0.075703+0.029608i,-0.0010594-0.26559i,-0.16869-0.41964i,-0.21875-0.33513i,-0.13349-0.15056i,-0.025931-0.038555i,0.002212-0.0022491i,0.01121+0.036611i,0.04663+0.056366i,0.053296+0.040998i,0.036954+0.022282i,0.033295+0.011857i,0.032364+0.0088493i,0.017324+0.0064i,-0.0066102+0.0031732i,-0.016885+0.0057183i,-0.011684+0.0048835i,-0.012171+7.8805e-05i,-0.017147+0.0053408i,-0.012019+0.014029i
0.9017-0.43434i,0.93932-0.69348i,0.6925-0.61114i,0.41895-0.32874i,0.24186-0.10394i,0.16282+0.064355i,0.16978+0.17105i,0.19382+0.16019i,0.15184+0.10062i,0.074939+0.086287i,0.032442+0.091487i,0.01083+0.066219i,-0.00962+0.02861i,-0.025431+0.0099982i,-0.029039+0.017345i,-0.017369+0.024213i,-0.011251+0.0081093i,-0.017464-0.010964i,-0.018329-0.010139i,-0.0040517-0.00022338i,0.0090151-0.00011395i,0.0095147-0.0018321i,0.0039209+0.0054911i
0.23474+0.82761i,0.28618+0.92265i,0.10519+0.76764i,0.033592+0.48388i,0.16509+0.14426i,0.2188-0.15236i,0.09138-0.26447i,-0.089117-0.18033i,-0.16065-0.050028i,-0.13762-0.012408i,-0.12266-0.0095441i,-0.092931+0.019971i,-0.041739+0.023296i,-0.018817+0.0063122i,-0.021513+0.0029602i,-0.029065-0.0014699i,-0.02339-0.010383i,-0.0029758-0.018615i,0.0052391-0.023662i,0.0018747-0.019703i,0.0011872-0.016509i,-0.0058077-0.017016i,-0.016327-0.01382i
-0.23391+0.34241i,0.012118+0.48637i,0.19495+0.24925i,0.12567-0.022292i,0.04785+0.0010767i,0.071653+0.096815i,0.017328+0.095879i,-0.066979+0.079746i,-0.063103+0.04782i,-0.041814-0.0031204i,-0.030166-0.024478i,-0.012671-0.019819i,0.0071311-0.0022438i,0.021691-0.00542i,0.013037-0.022942i,0.010499-0.017056i,0.03005-0.0016978i,0.036191+0.008927i,0.027899+0.014319i,0.01759+0.017245i,0.015314+0.026382i,0.025559+0.029153i,0.028251+0.012791i
-0.44677-0.1847i,-1.0173-0.12315i,-1.2112-0.013958i,-0.86121+0.11589i,-0.34749+0.22215i,0.047494+0.22808i,0.24946+0.10648i,0.22304-0.0744i,0.081384-0.14544i,0.019049-0.1142i,0.011348-0.10707i,-0.034721-0.095288i,-0.061812-0.03821i,-0.031307+0.004524i,0.00037315+0.0030094i,-0.0011088-0.0092741i,-0.024574-0.0058704i,-0.040694+0.0078672i,-0.037589+0.021394i,-0.030229+0.025502i,-0.030707+0.025578i,-0.030291+0.026276i,-0.012938+0.023795i
-0.058787+0.049863i,-0.01094-0.1744i,0.21181-0.3039i,0.30175-0.26654i,0.14728-0.11208i,0.038252+0.111i,0.051416+0.16251i,0.041861+0.074876i,0.031055+0.051828i,0.071453+0.051867i,0.097391+0.0272i,0.085647-0.00084996i,0.043591-0.017027i,0.0077267-0.0062165i,-0.0019463+0.0033102i,-0.011634+0.0055151i,-0.014846+0.010605i,-0.011468+0.0045603i,-0.01565-0.0069388i,-0.024652-0.013367i,-0.0399-0.014231i,-0.051389-0.004444i,-0.042414+0.013215i
-0.22668-0.35207i,0.026318-0.76467i,0.10972-0.98275i,-0.087867-0.74769i,-0.23795-0.2786i,-0.24333+0.093338i,-0.15736+0.28979i,-0.0044734+0.2817i,0.072562+0.13575i,0.050988+0.060073i,0.057063+0.064316i,0.087451+0.035601i,0.074039-0.018344i,0.027095-0.03088i,0.0076448-0.0083131i,0.021574-0.01343i,0.025329-0.044368i,0.013582-0.056402i,-0.0010515-0.043096i,-0.0080887-0.024291i,-0.0071039-0.024867i,-0.010774-0.037665i,-0.01921-0.027184i
0.27447-0.42916i,0.4261-0.00022611i,0.54911+0.45359i,0.51254+0.42241i,0.3527+0.19729i,0.18529+0.12323i,0.06297+0.098516i,-0.019053+0.069816i,-0.06131+0.068982i,-0.073016+0.071001i,-0.080317+0.062386i,-0.07704+0.059642i,-0.050227+0.054627i,-0.026894+0.024519i,-0.027004-0.010305i,-0.035258-0.021396i,-0.040716-0.0054077i,-0.032409+0.017633i,-0.0080739+0.021525i,0.0036682+0.0084163i,0.0029606-0.00045986i,0.0092179-0.0058677i,0.010826-0.017978i
0.62662+0.039755i,0.42818-0.19048i,0.022412-0.25793i,-0.23152-0.0406i,-0.30749+0.29525i,-0.28401+0.45485i,-0.23589+0.34404i,-0.22552+0.16808i,-0.19258+0.10168i,-0.11459+0.061832i,-0.068018+0.01294i,-0.051451+0.00742i,-0.022787+0.026586i,0.0078124+0.022059i,0.017337-0.012098i,0.019635-0.037426i,0.023065-0.042276i,0.010245-0.036021i,-0.013266-0.02418i,-0.023754-0.012771i,-0.016415-0.0046917i,0.0013351-0.00602i,0.012419-0.015691i
-0.14618+0.58011i,-0.079625+0.62572i,-0.19604+0.42511i,-0.4198+0.13882i,-0.63206-0.12678i,-0.74369-0.21784i,-0.60284-0.16451i,-0.36665-0.13897i,-0.24453-0.1148i,-0.15345-0.053737i,-0.059154-0.03157i,-0.023759-0.041124i,-0.033033-0.04276i,-0.036192-0.029534i,-0.0043754-0.013934i,0.028631-0.021049i,0.023254-0.041635i,-0.003576-0.050574i,-0.019358-0.036385i,-0.023547-0.013254i,-0.027313+0.0061546i,-0.023809+0.029856i,-0.0084824+0.049684i
-0.0085083-0.11715i,0.3203-0.12995i,0.63556-0.38036i,0.65156-0.62589i,0.58762-0.61578i,0.58892-0.52783i,0.44108-0.42961i,0.22495-0.23902i,0.14639-0.089459i,0.11673-0.050008i,0.073938-0.034428i,0.058247-0.01081i,0.069552+0.015584i,0.077147+0.040843i,0.069447+0.071072i,0.065327+0.09375i,0.067236+0.084465i,0.059204+0.05419i,0.044447+0.017731i,0.025915-0.016216i,-0.0032496-0.03293i,-0.027574-0.018632i,-0.024342+0.012151i
0.0084842-0.19258i,-0.35724-0.23469i,-0.71617-0.067343i,-0.70338+0.27103i,-0.39493+0.60428i,-0.032738+0.78342i,0.25442+0.61937i,0.27096+0.22143i,0.077448+0.0099203i,-0.012425+0.0077184i,0.0084688-0.018473i,-0.0012693-0.054855i,-0.028035-0.045746i,-0.040851-0.030436i,-0.040045-0.026301i,-0.021229-0.032657i,-0.0074157-0.052264i,-0.016082-0.053338i,-0.016243-0.024306i,-0.0032364-0.013555i,-0.0078536-0.024786i,-0.023511-0.038397i,-0.033394-0.046834i
-1.075+7.2876i,1.3291+6.4941i,4.0341+5.0692i,4.6972+1.8224i,3.5087-1.3748i,1.1014-2.9248i,-0.88022-2.0911i,-1.3144-0.45527i,-0.42366+0.46839i,0.65421+0.13329i,0.77967-0.65383i,0.23449-1.1184i,-0.55179-1.6633i,-1.498-2.3399i,-1.8507-2.3927i,-1.2636-1.4762i,-0.50111-0.47317i,-0.36611-0.00753i,-0.708+0.2692i,-0.69672+0.58089i,-0.15715+0.6909i,0.39512+0.4181i,0.51397-0.054832i
-0.3754+0.022009i,-0.2795+0.066574i,-0.38694-0.018722i,-0.55213-0.045261i,-0.39942+0.020381i,-0.069595-0.01367i,0.11029-0.11482i,0.085943-0.128i,0.0026908-0.073127i,-0.040874-0.04308i,-0.080586-0.032258i,-0.094299+0.014957i,-0.054233+0.060652i,-0.021466+0.083919i,-0.0047087+0.092627i,0.013087+0.065136i,0.017224+0.013924i,0.011126-0.021795i,0.0011405-0.029697i,-0.011125-0.017137i,-0.012036+0.0077637i,0.0019142+0.020817i,0.013708+0.012195i
-0.18321-0.06793i,-0.41978+0.27673i,-0.35176+0.54195i,-0.017204+0.44933i,0.2669+0.17219i,0.41777-0.0284i,0.35851-0.0914i,0.18296-0.03133i,0.11413+0.030409i,0.086546+0.024592i,0.05433+0.020726i,0.045184+0.01367i,0.011918+0.006615i,-0.042036+0.028459i,-0.086672+0.050701i,-0.11108+0.057953i,-0.10522+0.066186i,-0.063823+0.081223i,-0.015563+0.07515i,-0.0019984+0.053946i,-0.007973+0.055527i,-0.0038658+0.069343i,0.0093743+0.066629i
-0.3234-0.41612i,-0.90999-0.95798i,-1.2776-1.0058i,-1.0366-0.49885i,-0.48808-0.081036i,-0.11669+0.0262i,0.028215+0.033272i,0.040559+0.0134i,0.0048718+0.020187i,0.016438+0.011546i,0.015159-0.046254i,-0.023801-0.076317i,-0.035887-0.062716i,-0.010288-0.037437i,0.018086-0.028331i,0.010054-0.032017i,-0.016818-0.011243i,-0.020622+0.023818i,-0.0024523+0.032046i,0.019532+0.019567i,0.030101+0.008169i,0.015505-0.0078794i,-0.017838-0.01764i
0.066496-0.2348i,0.64663-0.21676i,0.95651-0.086366i,0.71266+0.0022382i,0.30231-0.13522i,-0.053542-0.39724i,-0.30378-0.44141i,-0.27481-0.21144i,-0.091931-0.032646i,-0.026167+0.034224i,-0.026154+0.11289i,0.011093+0.15091i,0.033245+0.12111i,0.029891+0.091681i,0.023376+0.076175i,0.013964+0.062031i,0.015566+0.041484i,0.024394+0.017756i,0.030324+0.00727i,0.036176+0.00033616i,0.034881-0.022683i,0.012046-0.04457i,-0.025789-0.038657i
0.43084+0.048638i,0.44087+0.38409i,0.30116+0.4842i,0.048001+0.3434i,-0.16709+0.30419i,-0.19162+0.34342i,-0.06534+0.31743i,0.064771+0.1795i,0.079976-0.00078441i,0.032523-0.079698i,0.031387-0.090907i,0.020824-0.09365i,-0.018566-0.053364i,-0.034726-0.0077122i,-0.035585+0.0046912i,-0.032231+0.0031167i,-0.027413+0.0011003i,-0.023857-0.0016061i,-0.02035-0.0040345i,-0.012068-0.000263i,0.010995+0.0070684i,0.044135+0.00044311i,0.061027-0.028582i
0.081078+0.42366i,-0.11536+0.469i,-0.1791+0.46516i,0.052812+0.35741i,0.32917+0.16365i,0.43849+0.0070802i,0.32816-0.11314i,0.114-0.10938i,0.018662+0.0011192i,0.022786+0.031473i,-0.0055552+0.0069602i,-0.027791-0.0045201i,-0.01941-0.026604i,-0.0017826-0.048823i,0.01685-0.060909i,0.016964-0.057257i,0.005226-0.041019i,-0.0017665-0.024266i,-0.0037616-0.012272i,-0.0035408-0.0056494i,-0.0031161+0.0076132i,-0.0061184+0.030359i,-0.0076804+0.052583i
-0.35004-0.32285i,-0.30973-0.71819i,-0.26378-0.92408i,-0.26996-0.72453i,-0.27175-0.45363i,-0.28336-0.32671i,-0.24459-0.17368i,-0.083659-0.030312i,0.045119-0.025756i,0.050687-0.054353i,0.028522-0.034716i,0.042088-0.01094i,0.05705-0.01325i,0.034349-0.0046377i,0.0084593+0.017572i,0.0082318+0.01248i,0.01119-0.011723i,0.0017802-0.01855i,-0.0082084-0.0016664i,-0.0080296+0.0099045i,-0.0072879-0.00019313i,-0.010364-0.010115i,-0.009137-0.0085094i
0.26581+0.078064i,0.46119+0.56308i,0.56645+0.83642i,0.39122+0.64512i,0.10855+0.42451i,0.015256+0.4098i,0.096982+0.33466i,0.12227+0.16431i,0.072391+0.057898i,0.030974+0.030243i,0.0071708+0.03263i,0.0033098+0.05166i,0.012465+0.064785i,0.018967+0.054139i,0.01971+0.03872i,0.01417+0.038018i,0.0082078+0.049053i,0.011562+0.046536i,0.015419+0.019669i,0.00587+0.00046753i,-0.0043878+0.0073643i,-0.0050931+0.014212i,-0.008603+0.0064764i
0.098413+0.21406i,-0.17184-0.010019i,-0.38136-0.22384i,-0.24579-0.27223i,0.021944-0.30596i,0.10088-0.37802i,-0.0027663-0.33045i,-0.088333-0.16478i,-0.073135-0.03092i,-0.014671+0.0017857i,0.01807-0.022855i,0.0080141-0.045235i,-0.014986-0.044557i,-0.031977-0.03073i,-0.043779-0.015652i,-0.044784-0.0071474i,-0.036263-0.013436i,-0.033921-0.021935i,-0.038612-0.012054i,-0.033654+0.0031976i,-0.022397-0.0025616i,-0.019355-0.020283i,-0.015342-0.021436i
-0.4668-0.015199i,-0.3955+0.0020382i,-0.24409-0.0056802i,-0.18271-0.032757i,-0.17909-0.02307i,-0.14483+0.028411i,-0.060497+0.054964i,0.00080777+0.031576i,0.015299+0.01998i,0.016076+0.022521i,0.0064068+0.021522i,-7.4361e-05+0.026512i,0.0071573+0.01249i,0.012615-0.016649i,0.017099-0.037633i,0.012038-0.046662i,0.0029137-0.03184i,0.012905-0.0046416i,0.030285+0.0036933i,0.029088-0.0058719i,0.013724-0.0081437i,0.0064171+0.0041254i,0.0061583+0.0084601i
0.11184-0.45849i,0.11025-0.4981i,0.10948-0.45202i,0.095267-0.33179i,0.10184-0.18468i,0.11795-0.12925i,0.054783-0.095806i,0.0054929-0.015089i,0.015979+0.011058i,0.01041+0.0010721i,-0.0042045+0.010414i,-0.01203+0.022037i,-0.0041597+0.042268i,0.021456+0.056838i,0.037725+0.059993i,0.046873+0.054733i,0.046621+0.030848i,0.027513+0.0013557i,0.006772-0.013548i,0.0050473-0.0075083i,0.024939+0.0049243i,0.043579+0.0051779i,0.041963+0.0008921i
0.24515+0.42457i,0.11819+0.55642i,0.027799+0.65691i,0.12858+0.55851i,0.18812+0.29002i,0.088738+0.12646i,0.0098992+0.078227i,-0.012483+0.030558i,-0.030004+0.029481i,-0.023058+0.051925i,-0.0085258+0.040827i,-0.011695+0.017402i,-0.019365+0.0072367i,-0.021087+0.0076002i,-0.02758+0.0060613i,-0.038319+0.0010481i,-0.040356+0.0011066i,-0.027566+0.011881i,-0.012482+0.024313i,-0.014771+0.023513i,-0.033313+0.016859i,-0.052798+0.01624i,-0.0598+0.019563i
-0.23479-0.15697i,0.025096-0.49906i,0.18258-0.7915i,0.092765-0.67867i,0.028792-0.34344i,0.088284-0.14374i,0.11912-0.102i,0.074459-0.099677i,0.021117-0.092658i,0.0087582-0.076287i,0.025186-0.067627i,0.034072-0.069678i,0.016577-0.062837i,-0.013266-0.042394i,-0.021688-0.030028i,-0.012894-0.026557i,-0.0087708-0.019031i,-0.01695-0.01326i,-0.025085-0.011847i,-0.014089-0.013838i,0.0088736-0.020414i,0.026726-0.026937i,0.031437-0.028361i
0.12194-0.16626i,0.12774+0.19378i,0.21404+0.46288i,0.2794+0.33739i,0.20633+0.098808i,0.067262-0.01438i,-0.020841-0.028193i,-0.022894+0.0070347i,0.0053837+0.031548i,-0.00942+0.032664i,-0.047496+0.046306i,-0.059247+0.065509i,-0.043592+0.067775i,-0.012062+0.05211i,0.0184+0.033856i,0.03005+0.023646i,0.030322+0.016585i,0.03901+0.0062118i,0.040767-0.0078895i,0.018528-0.0082819i,-0.0021585+0.011484i,-0.0038342+0.026447i,0.00041093+0.022064i
0.12126+0.12476i,-0.10196-0.10105i,-0.34234-0.22544i,-0.34376-0.079207i,-0.13507+0.1039i,0.046625+0.13077i,0.085783+0.087869i,0.057461+0.048153i,0.02908+0.011634i,0.018464-0.0060215i,0.037574-0.014864i,0.048881-0.042361i,0.019766-0.058747i,-0.015004-0.037653i,-0.02571-0.0030924i,-0.016284+0.012056i,-0.01126+0.004225i,-0.028249+0.0014551i,-0.040391+0.017005i,-0.028635+0.022442i,-0.019407+0.0077227i,-0.02227-0.0051917i,-0.022038-0.0057692i
-0.28042+0.17545i,-0.071015+0.3427i,0.1573+0.4568i,0.1763+0.41703i,0.042092+0.27648i,-0.054774+0.16692i,-0.0385+0.092459i,0.015493+0.026729i,0.025749-0.0089626i,0.010835-0.01041i,-0.004328-0.0048861i,-0.011873+0.0049109i,0.00060782+0.011916i,0.015965+0.0073945i,0.013534-0.0033338i,-0.0020296-0.0057756i,-0.0061209+0.0077934i,0.013547+0.015236i,0.029665+0.0019486i,0.027236-0.0067215i,0.027208+0.00049213i,0.03078+0.006228i,0.022501+0.002203i
0.23316-0.27293i,0.23495-0.18005i,0.25186-0.066822i,0.27631-0.060103i,0.24122-0.096784i,0.17446-0.12025i,0.084474-0.096982i,0.0079684-0.019525i,-0.0012603+0.03021i,0.0071248+0.025277i,0.0043914+0.016603i,0.0060705+0.01473i,0.0042428+0.0092175i,-0.0057258+0.00059969i,-0.011612+9.8729e-05i,-0.00089482+0.0035965i,0.0033981-0.0080927i,-0.011932-0.021215i,-0.024893-0.021256i,-0.02698-0.017886i,-0.025376-0.01442i,-0.020192-0.0085936i,-0.009053-0.00049756i
0.0077763+0.30328i,-0.18345+0.23517i,-0.36819+0.15558i,-0.34157+0.13914i,-0.20114+0.13672i,-0.12327+0.13078i,-0.08736+0.10026i,-0.058457+0.055081i,-0.03767+0.040315i,-0.023743+0.032739i,-0.022249+0.029381i,-0.012574+0.030524i,-0.0048518+0.01357i,-0.0085208+0.0037864i,-0.0099827+0.005985i,-0.015198+0.0076945i,-0.01764+0.010022i,-0.0099033+0.0082221i,-0.0005151+0.0026274i,0.00093069-0.0049295i,-0.0083295-0.0096793i,-0.01554-0.0050535i,-0.0159+0.0011857i
-0.29192-0.2681i,-0.19252-0.44742i,-0.11745-0.53045i,-0.16828-0.37422i,-0.15264-0.13928i,-0.035277-0.027252i,0.038605-0.00088722i,0.061412+0.0026254i,0.058154-0.021276i,0.041765-0.035975i,0.036323-0.040291i,0.030966-0.04692i,0.02188-0.039596i,0.011484-0.024378i,0.0015005-0.014307i,0.0019735-0.0094911i,0.0067074-0.0086778i,0.0025125-0.003631i,-0.002723+0.0061135i,0.00377+0.0087686i,0.016057+0.00012359i,0.020881-0.011065i,0.01599-0.013104i
0.24235+0.020192i,0.15195+0.33961i,0.083646+0.60801i,0.093302+0.51553i,0.041955+0.21961i,-0.072179+0.01934i,-0.12931-0.041047i,-0.11409-0.014628i,-0.07745+0.022921i,-0.065193+0.035504i,-0.066271+0.047526i,-0.057531+0.06086i,-0.03989+0.066621i,-0.017709+0.056128i,-0.0046866+0.036153i,-0.0064671+0.022656i,-0.0052423+0.016796i,0.0070814+0.0064979i,0.015068-0.0093143i,0.009638-0.011408i,-0.000658+0.00074217i,-0.0097841+0.0092134i,-0.013028+0.0070627i
-0.037986+0.19414i,-0.087411-0.093833i,-0.1664-0.34288i,-0.1497-0.23801i,0.0029466+0.020386i,0.16373+0.14879i,0.21349+0.11432i,0.13594+0.012192i,0.041342-0.029525i,0.023273-0.023834i,0.030275-0.033468i,0.02105-0.041598i,0.0083664-0.044996i,-0.012438-0.047424i,-0.030344-0.036995i,-0.033151-0.028231i,-0.031899-0.028154i,-0.035116-0.020435i,-0.031507-0.00133i,-0.014988+0.0086751i,-0.0026111+0.0030995i,-0.00022963-0.004113i,0.0015175-0.0043814i
-0.11487-0.23527i,0.11948-0.18771i,0.31961-0.15836i,0.22239-0.19569i,-0.034245-0.203i,-0.21306-0.16688i,-0.23874-0.10124i,-0.14377-0.012344i,-0.042824+0.024493i,-0.014571+0.012375i,-0.023972+0.0082582i,-0.026566+0.021346i,-0.0078955+0.038296i,0.02766+0.036613i,0.050889+0.010965i,0.052023-0.0099044i,0.049517-0.0076009i,0.050147-0.0039892i,0.041733-0.012413i,0.026694-0.014925i,0.022393-0.0050112i,0.02684+0.0039975i,0.022002+0.0037498i
0.26749-0.021858i,0.12301+0.044486i,-0.04109+0.12109i,-0.047951+0.12874i,0.049717+0.097588i,0.13922+0.063457i,0.14758+0.032918i,0.088831+0.014569i,0.041316+0.0051453i,0.015994-0.0041904i,0.0081483-0.0075565i,0.0097185-0.022282i,-0.012086-0.040697i,-0.042149-0.027819i,-0.046131+0.0093018i,-0.02616+0.031518i,-0.014404+0.022624i,-0.01749+0.0070247i,-0.018636+0.0018215i,-0.018784-0.0013905i,-0.024011-0.0077134i,-0.029479-0.011498i,-0.025238-0.0081566i
-0.24194+0.2733i,-0.27672+0.22272i,-0.25154+0.1238i,-0.20511+0.084687i,-0.19086+0.065223i,-0.19622+0.055123i,-0.14481+0.054887i,-0.063767+0.023718i,-0.039796-0.01192i,-0.039472-0.016146i,-0.020718-0.0082088i,-0.0051593+0.00031538i,0.00071364+0.010036i,0.0050533+0.0089197i,-0.0034579-0.0089158i,-0.023851-0.018036i,-0.029636-0.0066412i,-0.016593+0.0057551i,-0.0051123+0.0087151i,0.00071577+0.0061085i,0.005936+0.0038944i,0.0095499+0.0024054i,0.0091703-0.0016937i
0.050597-0.32676i,0.2057-0.3036i,0.32235-0.20699i,0.26222-0.13525i,0.14142-0.085019i,0.10222-0.059395i,0.079191-0.061328i,0.034562-0.057202i,0.021367-0.038517i,0.036958-0.022275i,0.041262-0.020592i,0.028403-0.024458i,0.014915-0.025551i,0.007608-0.024995i,0.015594-0.021189i,0.030588-0.02181i,0.030974-0.0261i,0.021426-0.020984i,0.01541-0.0087496i,0.012944+0.004504i,0.012251+0.012708i,0.012442+0.01285i,0.012024+0.0096229i
0.2234+0.27648i,0.10455+0.43705i,-0.035016+0.49711i,-0.043712+0.3578i,-0.028714+0.13134i,-0.073545-0.013554i,-0.10311-0.039484i,-0.084026+0.010122i,-0.04093+0.049902i,-0.023617+0.04195i,-0.037955+0.038811i,-0.03259+0.051107i,-0.0069179+0.049859i,0.010624+0.040791i,0.012737+0.037155i,0.007048+0.040463i,0.0078691+0.037112i,0.010111+0.021513i,0.0049788+0.0030686i,-0.0052832-0.011359i,-0.016511-0.016363i,-0.01845-0.012976i,-0.011491-0.010427i
-0.34014-0.078575i,-0.38595-0.31941i,-0.37472-0.47062i,-0.29368-0.32136i,-0.11145-0.07828i,0.049134+0.050675i,0.10367+0.067808i,0.096507+0.0083806i,0.055872-0.046159i,0.024216-0.052674i,0.019973-0.051533i,0.017725-0.056155i,0.0023078-0.054779i,-0.020977-0.0409i,-0.031772-0.025682i,-0.027392-0.023465i,-0.022859-0.024422i,-0.021451-0.015463i,-0.012044-0.00085778i,0.0068685+0.0080272i,0.019257+0.0097773i,0.016855+0.010942i,0.0085671+0.014834i
0.18182-0.16071i,0.28752+0.020533i,0.34972+0.17313i,0.25934+0.081516i,0.044567-0.088058i,-0.11506-0.1635i,-0.13995-0.13914i,-0.077617-0.054747i,-0.0114-0.0013812i,0.0026649+0.017377i,0.0047388+0.042327i,0.011289+0.059127i,0.014388+0.056788i,0.022594+0.033608i,0.026682+0.010405i,0.028761+0.011142i,0.031625+0.016328i,0.026897+0.0071109i,0.012434-0.0055643i,-0.0040216-0.0082591i,-0.0091676-0.0075287i,-0.0034949-0.0092687i,0.001023-0.0094758i
0.010561+0.22819i,-0.18899+0.15681i,-0.37905+0.076083i,-0.30505+0.10878i,-0.038793+0.1621i,0.1561+0.15884i,0.18302+0.10657i,0.089741+0.035921i,0.00042171+0.016313i,-0.010013+0.013394i,-0.011817-0.014313i,-0.028399-0.035401i,-0.031501-0.040776i,-0.031391-0.027859i,-0.034203-0.0079531i,-0.040134-0.00080104i,-0.040977-0.00035462i,-0.02806+0.0017915i,-0.012516+0.00391i,-0.001689+0.00076432i,0.0011005-0.0044697i,-0.001597-0.0053925i,-0.0011892-0.003754i
-0.19017-0.12765i,-0.016378-0.19988i,0.17052-0.27859i,0.11062-0.27681i,-0.089137-0.18936i,-0.20232-0.10328i,-0.17597-0.042186i,-0.065314-0.0021413i,0.016131-0.010256i,0.026572-0.025957i,0.025345-0.019093i,0.030263-0.00057704i,0.036607+0.021368i,0.045184+0.021056i,0.045356+0.00050935i,0.040392-0.01551i,0.03422-0.019062i,0.024172-0.012841i,0.013189-0.0038537i,0.0042827+0.0065288i,-0.00086915+0.015223i,-0.0024917+0.017533i,-0.0052753+0.015282i
0.26066-0.14769i,0.20738-0.092832i,0.11906+0.053578i,0.12727+0.12072i,0.16922+0.082552i,0.17373+0.028217i,0.12231+0.0018443i,0.050868+0.020312i,0.029259+0.050242i,0.026577+0.047576i,-0.0017829+0.03511i,-0.02865+0.022887i,-0.039333+0.0054538i,-0.03585+0.0042724i,-0.019355+0.015713i,-0.0065496+0.026112i,0.0021704+0.028805i,0.011699+0.016793i,0.015823+0.0010573i,0.013698-0.0076984i,0.012374-0.0088771i,0.011877-0.005892i,0.0095237-0.0052362i
-0.093796+0.33693i,-0.073439+0.31274i,-0.075917+0.13606i,-0.109+0.004297i,-0.11543-0.025978i,-0.11772-0.017568i,-0.10044+0.0066229i,-0.063248+0.0020235i,-0.066729-0.023256i,-0.075109-0.016476i,-0.041354-0.0060152i,-0.0013795-0.0081423i,0.013527-0.0038006i,0.0052558-0.0014606i,-0.010669-0.0057737i,-0.021418-0.011347i,-0.028876-0.011143i,-0.03162-0.0026671i,-0.026299+0.0051547i,-0.017537+0.0051922i,-0.012093+0.0004103i,-0.0096126-0.0029782i,-0.0064873-0.0015723i
-0.15807-0.37481i,-0.16332-0.39166i,-0.055602-0.2618i,0.03701-0.14004i,0.039073-0.090356i,0.018212-0.044931i,0.010715-0.0051128i,0.018464+0.015843i,0.048924+0.019903i,0.065606+0.0027815i,0.04916-0.0097326i,0.0159-0.012725i,-0.013856-0.012179i,-0.020954-0.0038457i,-0.0082582+0.0025162i,0.0063584-0.00080947i,0.015914-0.0073792i,0.019933-0.0065854i,0.019495-0.0010464i,0.016249+3.4815e-05i,0.011939-0.0010977i,0.0048874-0.00011396i,-0.0048629+0.0028648i
0.42947+0.24958i,0.52379+0.31938i,0.38456+0.2937i,0.1621+0.18993i,0.025557+0.059906i,-0.025657-0.058473i,-0.051769-0.10546i,-0.081835-0.064115i,-0.092274+0.0030738i,-0.067195+0.037369i,-0.034384+0.026083i,-0.010148+0.00086149i,0.0067101-0.0093578i,0.013866-0.0071987i,0.013988+0.00089312i,0.0082222+0.011171i,4.9402e-05+0.019402i,-0.0035047+0.018285i,-0.0044359+0.0073882i,-0.0078991+0.00051529i,-0.0080335+0.0010154i,-0.00086345+0.0018201i,0.0073051-0.0023268i
-0.53257+0.080372i,-0.69808+0.10938i,-0.60183+0.081432i,-0.33433+0.058024i,-0.086378+0.084933i,0.032212+0.10961i,0.05238+0.092494i,0.062184+0.034817i,0.06933-0.033055i,0.041668-0.064563i,0.01029-0.038971i,0.0071195-0.00088359i,0.0064149+0.0080025i,-0.0029212+0.0023265i,-0.0088199-0.0023897i,-0.0073554-0.0095688i,-0.0020581-0.018077i,-0.0017899-0.020143i,-0.0045938-0.011321i,-0.00279-0.0013035i,-0.0019632+0.0020806i,-0.006173+0.0038866i,-0.0088966+0.0073336i
