0.0016343+0.00079218i,0.0011897+0.0001883i,-0.00023921-0.00056571i,-0.0022712-0.00014506i,-0.0033952+8.3931e-05i,-0.0035287+0.00081262i,-0.0029507+0.0016336i,-0.00056755+0.0012073i,0.0012745+0.00049337i,0.0021117-0.00042779i,0.0020663-0.0010453i,0.0011844-0.00055823i,0.00053539-0.00029393i,-0.0001371-0.00042445i,-0.0010164-0.00061637i,-0.0011582-0.00036989i,-0.0013492+1.992e-05i,-0.0014938+0.00043179i,-0.0006577+0.00024986i,3.9386e-05-0.0003262i,0.00048492-0.0003681i,0.0010411-0.00044738i,0.00086658-0.00020795i
-0.00029538-0.00093759i,-0.00077118-0.00062313i,-0.0019177-0.00042826i,-0.0034487+0.00013784i,-0.0028362+0.00028583i,-0.0019522+0.00057027i,-0.0022016+0.00079475i,-0.00050231+0.00073138i,0.00064419+0.00074092i,0.00058381+0.00027299i,0.00057431-0.00046575i,0.00049596-0.00057983i,0.00040717-0.00012655i,-3.9739e-05-0.00048359i,-0.00013978-0.0012373i,-3.6425e-05-0.00084894i,-0.00035538+0.00033661i,-0.00043888+0.00046383i,-0.0001262+0.00028758i,-7.4139e-05+0.00037893i,-9.2667e-05+0.00034088i,0.00025648-3.2373e-05i,0.00079054+0.00012001i
-5.8025e-05+0.00036508i,0.0003191+0.00031131i,0.00070063+0.0006881i,0.00094443+0.00017431i,0.00060174-0.00071652i,-0.00081818-0.00021842i,-0.0021076+0.00048676i,-0.0015433+0.00047107i,-0.00057865+0.00034521i,-3.7154e-05+0.00013781i,0.00064391+0.00012896i,0.00081922+0.00022282i,0.00059368+0.00032618i,0.00042277-4.6367e-05i,0.00037683-0.00087696i,0.00057758-0.00061473i,0.00024912-0.00014173i,0.00012901+0.00019855i,-0.00015096+0.00040616i,-0.00015856-3.6455e-05i,-5.7643e-05-0.00039509i,3.8377e-05-1.3517e-05i,0.00036882+0.00038843i
9.8008e-06+0.00040593i,-0.0014499+0.00068596i,-0.0019794+3.3613e-05i,-0.0017461-0.00071756i,-0.0015266-0.00044998i,-0.0015602-0.00055243i,-0.001389-0.00048777i,-0.00090213-0.00032958i,-0.00053226+6.9691e-05i,8.9698e-06+0.00053209i,3.1425e-05+4.7561e-05i,-0.00061908-0.00065143i,-0.00052126-0.00035025i,0.00016789-0.0003372i,6.9454e-05-0.00018154i,9.8606e-05+0.00050345i,2.4427e-05+0.00059057i,-0.00019188+0.00027792i,-0.00018084-3.522e-05i,-0.00077092-0.00023688i,-0.00064111-0.00034971i,0.00026715-0.00053741i,0.0011082-0.0010222i
0.00015493-0.00051872i,4.3616e-05-0.00039357i,0.0004645-0.00062803i,0.00059291-0.0012952i,0.00015233-0.0017183i,-0.00067468-0.0012632i,-0.00079059+0.00059898i,-0.00083504+0.0017176i,-0.00047189+0.0012256i,0.00069264+0.00072739i,0.00076212+3.265e-05i,0.00026087-0.00026053i,0.00027318-0.00078078i,-0.00029969-0.00087704i,-0.00068231-0.0002859i,-0.00031472-0.00019i,-0.00062018-0.00060786i,-4.7152e-05-0.00032586i,0.00056232-0.00022615i,0.00025738-0.00053391i,0.00028725-0.0001913i,0.00013773-7.328e-05i,-6.9803e-06-0.00013643i
0.00058898-9.5495e-05i,3.921e-05+0.0004103i,0.00070524+0.00090652i,0.00024952+0.0002144i,-0.0011227-0.00087898i,-0.0011331-0.0013832i,-0.0011678-0.00081886i,-0.00033737+0.00015508i,0.00079031+0.0005546i,0.00012753-0.00013305i,-0.00075982-0.000872i,-0.00029498-0.0004947i,0.00067616-0.00025706i,0.0010841-0.00022777i,0.00039445-0.00015862i,-5.2448e-05-0.00016759i,0.00040658-5.9158e-05i,0.00013011+9.7395e-05i,-0.0004616+0.00017774i,-0.00046517+0.00021977i,9.496e-05+0.00019566i,0.0003442-0.00024431i,-0.00018772-0.00025496i
0.00045032+0.0010986i,0.00071857+0.002128i,0.00022536+0.0015587i,-0.0011068-0.00020907i,-0.0015886-0.00098037i,-0.00085178-0.00027877i,-0.00040877+0.00050616i,-0.00047091+0.0012284i,-0.00039733+0.0012248i,-0.00049049-0.00057575i,-0.00046208-0.00087644i,0.0001555-0.00017038i,0.00092045-0.00023388i,0.0013752-0.00039545i,0.00049388-9.6328e-05i,-0.00059284-0.00032001i,3.0089e-05-0.00093423i,0.00072797-0.00065944i,-9.4847e-06+0.00028988i,-0.00028459-7.6946e-05i,-0.00042638-0.00093962i,5.3498e-05-0.0006342i,0.00079934+0.0003734i
-0.00061319-0.0007789i,-0.00073313-0.00088243i,-0.0017234-0.00094374i,-0.0022105-5.1666e-05i,-0.0025326+0.001183i,-0.0026019+0.0010857i,-0.0022687+0.00083462i,-0.001176+0.00097367i,4.871e-05+0.00096333i,0.00065577+0.00044242i,0.00090452+0.00018372i,0.0011545+0.00019575i,0.0015163-0.00069316i,0.0013433-0.00082554i,0.00040547-0.00043522i,-0.00036189-0.00051446i,-0.00040955-0.00066839i,0.00011077-3.0941e-05i,0.00034705+0.00061082i,1.4305e-05+0.00013627i,0.00013896-0.00043291i,0.00023057-3.3604e-05i,1.3603e-05+0.00028578i
-0.00038113-0.00015012i,5.2092e-05-4.3003e-05i,0.00090637+0.00052955i,0.0005434+0.00011505i,-0.0010095-0.00045482i,-0.0013743-0.00070999i,-0.00073166-0.00077353i,7.0589e-06-0.00068836i,0.00049856+0.00045799i,0.00050333+0.0013117i,-6.3207e-06+0.00040503i,0.00016691-0.00013565i,0.00010072-0.00027891i,-3.2344e-05-0.00052191i,0.00026591-0.00049293i,4.0673e-05-0.00047217i,-0.00038054-0.00018655i,-0.00010389-0.00040906i,0.00010394-0.0007717i,0.00041067+0.00012855i,1.2744e-05+0.00064556i,-0.00037763-3.1965e-05i,0.00016479+0.00057942i
-0.0010451-0.00063354i,-0.0013702+0.00062511i,-0.0024505-0.00064401i,-0.0036539-0.0020471i,-0.0032868-0.0018258i,-0.0021218-0.0013879i,-0.0010597-0.0011247i,-0.00099809-0.00033286i,-0.00067535+0.00034519i,-0.000401+0.00085518i,-0.00018838+0.00094767i,-0.00019753+0.00018386i,-0.00032672-0.00037198i,-0.00040014-0.00014236i,-0.00036202+0.00031524i,-0.00019534+0.00020546i,0.00033793+0.00037078i,0.00085985+0.0011837i,0.00043343+0.00022558i,0.00014328-0.00070529i,0.00034223+0.0002648i,0.00038348+7.2602e-05i,0.00043858+8.8935e-05i
0.0010015-0.00052457i,0.00087218+0.00094044i,5.9959e-05+0.00083679i,-0.00065597+6.3364e-05i,-0.001264-0.00057743i,-0.0015084-0.00041287i,-0.0014946+0.00051496i,-0.0012673+0.00048783i,-0.00036617-0.00014853i,-0.00021438-0.00072075i,-0.0003841-0.0010024i,-0.00011549-0.00060739i,2.9761e-05-0.00037027i,-0.00019192-0.00037261i,-0.00088934-0.0010391i,-0.00078943-0.0010449i,-0.00072498+0.00034342i,-0.0011071+0.00077217i,-0.00080241+0.00086623i,-0.00011553+0.00079324i,0.00016981+0.00060752i,0.00036311+0.00072797i,0.00042599+0.00066869i
0.00013996+0.00025711i,0.00057401+0.00028467i,0.00042665+0.00026105i,-0.00068323-0.00026955i,-0.0013722-0.0010016i,-0.0014847-0.0016976i,-0.0012883-0.00050513i,-0.0010536+0.00095508i,-0.00084215+0.00057799i,-0.00036637+0.00015296i,-0.00036245+0.00019411i,-0.00045724-0.00035935i,-0.00015651-0.0007554i,-0.00025367-0.00077911i,-0.00011306-0.0013489i,-0.00020343-0.001823i,-0.0003991-0.00083193i,-0.00053204+0.00012243i,-0.00050039-9.5826e-05i,0.00012845+0.0001679i,0.00012544+0.00061946i,4.0694e-05+0.00034524i,0.0004556+0.0003384i
0.00048623-0.00024862i,0.00018422+0.00063958i,-0.00032762+0.00058292i,-0.0011944-4.7649e-05i,-0.0021124+0.00010873i,-0.0020448+0.00065446i,-0.0012338+0.00060614i,-0.00054264+0.00032681i,0.00045452+0.00064813i,0.00049555+0.00076829i,0.00018747+0.00037003i,0.00051991-0.00028528i,0.00037416-0.0010589i,-0.00010046-0.0016146i,-0.00027135-0.0020695i,-0.00015953-0.0011182i,0.0002041+0.00010829i,0.00035344+0.00026325i,-0.00014705-0.00020961i,-0.00066098-0.00025487i,-0.00039775-0.00048009i,-0.00013322-0.00014266i,-0.00067154+0.00037732i
0.00028293-0.00045097i,-0.00029933-0.0002015i,-0.00010095-0.00093746i,-0.00058256-0.0015538i,-0.0021141-0.0017135i,-0.0020122-0.00087106i,-0.0013572-0.00012263i,-0.00079736+0.00031299i,-0.00029722+0.00025544i,-0.00030466+0.000746i,-0.00029032+0.00065854i,0.00048804-4.0391e-05i,0.00078349+0.00012616i,0.00021285+0.00090449i,-0.0006212+0.00066831i,-0.00069774+1.1391e-05i,-7.3673e-05-0.00012667i,-0.0003427-0.00017207i,-0.00094568-0.00038056i,-0.00057521-0.00034867i,-0.00047633-0.00056968i,-0.00058866-0.00061012i,0.00017312-0.00020113i
0.0012398+2.4005e-05i,0.00078388+0.00063826i,0.00024982+6.8994e-05i,-0.0014295-0.00047732i,-0.0022229-0.00015514i,-0.0016754-6.3924e-05i,-0.0011612+0.0001151i,-0.00056963+0.00073216i,-0.00046093+0.00073174i,-0.00082885+1.1947e-05i,-0.0010097-0.00028311i,-3.0924e-06+0.00037661i,0.00084217+0.00036864i,0.00087332-0.00012096i,0.00079773+0.00021003i,0.00052565+0.00063699i,0.00015849+0.00012155i,0.00032548-0.00062938i,0.0008216-0.00055886i,0.0010457+6.6074e-05i,0.00046474+0.00064978i,0.00032923+0.00045809i,0.00049062+0.0001273i
-0.00017791-0.00013353i,-0.00056463+2.3679e-05i,-0.001668+0.00058857i,-0.0024718+0.00080013i,-0.0017658+3.2567e-05i,-0.0010573-0.00060715i,-0.0011318-0.00029062i,-0.0008703+0.00043163i,-9.4334e-05+0.00069407i,0.00067927-0.00012453i,0.00056195-0.00065692i,0.00040819-3.0791e-05i,0.00084061+0.00018839i,0.00097846-0.00045073i,0.00089634-0.00045856i,0.00027115-0.00026397i,-5.902e-05-5.3124e-05i,0.00032836+5.8696e-05i,0.00053815+0.00033279i,0.0006424+0.00085934i,9.6678e-05+0.00070229i,-0.0004811+0.00026651i,-0.00034316-2.518e-05i
-0.00015669-0.001175i,-3.4044e-05-0.00095051i,8.6141e-06-0.00022196i,-0.00010964+0.00054697i,-0.0013499+0.00053903i,-0.0021794+0.00056672i,-0.0012566+0.00079083i,-0.00049954+0.0010158i,8.5943e-05+0.0011554i,0.00065516+0.00055108i,0.00033169-0.0002541i,-0.00030255-0.00067138i,-2.1011e-05-0.00067275i,0.00030895-0.00063923i,-0.00010036-0.00067544i,0.00017351-0.00049965i,0.00023751+5.8963e-05i,-6.9323e-05+0.00022068i,-0.00018225+6.069e-05i,3.8595e-05-0.00036005i,0.00016415-0.00021511i,-0.00057652-0.00042267i,-0.00076663-0.00057594i
-0.001492-0.0005195i,-0.001092+0.00030892i,-0.00075901+0.0011038i,-0.00021775+0.00042742i,-0.00057066-8.9573e-05i,-0.001148-0.00061735i,-0.00050162-0.00019601i,-0.00064474+0.00052669i,-0.0015251+0.00066769i,-0.0011234+0.00071138i,-0.00058972+0.00038981i,-0.00038329+0.00019891i,9.9865e-05-1.3978e-06i,0.00040932-0.0010168i,1.5658e-05-0.0016412i,-0.00056159-0.0012113i,-9.8718e-07-0.00067693i,0.0014421-0.00026588i,0.0014877-0.00057883i,0.0009266-0.00092665i,8.4546e-09-0.0003089i,-0.00047189-0.00031277i,-0.00018169-0.00049529i
-0.00040643-0.00016169i,-0.0012096-0.0010475i,-0.0025831-0.0021235i,-0.0030505-0.0022427i,-0.0025582-0.00095127i,-0.0017487-0.0013568i,-0.00099654-0.0014274i,-0.0009589-0.00045617i,-0.0013345-0.0002653i,-0.00083737-2.84e-05i,-5.6387e-05+0.00034349i,0.00042363-0.00085925i,0.00080525-0.0011554i,0.00042437-0.00058985i,0.00012087-0.00068193i,0.00030717+8.4996e-06i,0.00013984+0.0010682i,-0.00010649+0.00090873i,-0.00051507+0.00058751i,-0.0006033-3.7909e-05i,-0.00055643-0.00051292i,-0.0011154-0.00052372i,-0.00065245-0.00071988i
0.0018032+0.00021829i,0.0012499+0.0009652i,0.0018569+0.00088762i,0.0006287+0.00091203i,-0.0015566+1.4397e-05i,-0.0026566-0.00022957i,-0.0023551+0.00030251i,-0.0020805+0.0011531i,-0.0012286+0.0017389i,0.00017082+0.00067199i,0.00051067-0.00054578i,-0.00028208-5.9753e-05i,-0.00081868+6.6765e-05i,-0.00019939-0.00022493i,-0.00021998-0.0011964i,-0.0008233-0.0018165i,-0.00023464-0.001397i,0.00081337+7.3408e-05i,0.00040197+0.00092287i,-0.00014258-2.1629e-06i,-0.00011186-0.00027957i,0.00011233-0.00035009i,0.00032688-0.00039819i
0.00043723-0.000736i,-8.1416e-05-0.00077697i,-0.00099447-0.00078842i,-0.0018941-0.00083009i,-0.0023433-0.00088702i,-0.0020818-0.00038755i,-0.0011259+0.00068512i,7.6349e-05+0.00094586i,0.00026879+0.00056808i,-0.00037346-0.00057224i,-0.00063396-0.0007062i,-0.00054627-0.0002252i,0.00017191-0.0002778i,0.0011713-0.00023441i,0.0016452-1.4848e-05i,0.00088693+0.00030569i,6.2106e-05+0.00021062i,0.00048069+0.00026792i,0.00068593+0.00083562i,4.7298e-05+0.00079583i,-0.00016628+0.00067409i,2.5798e-05+0.00052174i,8.4988e-05-0.00020398i
0.00010113+4.4317e-05i,0.00081801+0.00051214i,-6.8227e-05+0.0011605i,-0.0011405+0.0010893i,-0.0016395-0.00038873i,-0.0013659-0.00023696i,-0.00064666+0.00046556i,0.00025231+0.00058217i,0.00050694+0.00080279i,4.328e-05+0.00012654i,-0.00033792-0.00075129i,0.0003569-0.00056073i,0.00059185+0.00037893i,-0.00043524+0.00030277i,-0.00090374-0.0004158i,-0.00062645-0.00024183i,-0.00055115+5.5578e-05i,-0.00051756-0.00051836i,0.00015735-0.00070522i,0.00069076-0.00079755i,0.000542-0.00057867i,0.00050544-0.00065206i,0.00062766-0.00032274i
0.00023443+0.00090407i,8.9403e-05+0.0001443i,-0.00023256-0.0012471i,-0.0011986-0.0022758i,-0.0017837-0.0027949i,-0.0023078-0.0025159i,-0.0023103-0.00097064i,-0.001992+0.00068746i,-0.0015171+0.0010723i,-4.3179e-06+0.00036075i,0.00057713-0.00042441i,0.00091295-0.00049647i,0.00095097-0.00096182i,0.00080067-0.0012933i,0.00069087-0.0012358i,0.00032554-0.00080085i,-0.00010476-0.00017338i,-0.00049284-0.00036012i,-0.00051721-0.0009117i,0.00011431-0.00065336i,0.00020647-0.00024672i,-0.00032107+0.00037815i,-0.00033895+0.00023116i
0.0012799-0.00056965i,0.00092714+0.00024238i,0.00089068+0.00083459i,-0.0006309+0.00058411i,-0.0024399-0.00042281i,-0.0022394+5.1003e-05i,-0.00098874+0.00084726i,0.00010792+0.0002736i,0.00067655-0.00025814i,-2.9738e-05-0.00013961i,-0.00026062-0.00016052i,0.00043952-0.00062874i,0.0014946-0.00081092i,0.0018959-0.00032547i,0.0011407-4.9972e-05i,-6.4705e-05+0.0001734i,-0.00042736+0.0002461i,-0.00010826-0.00015906i,0.00025022-0.00047025i,0.00026981-0.00035728i,0.00030575+9.0118e-05i,0.00018831+0.00022862i,-0.00059096+0.0005468i
0.00088509+0.00015872i,-7.9593e-05+0.00039032i,-0.00097208-0.0019755i,-0.00081234-0.0030474i,-0.00087441-0.0020294i,-0.0015616-0.0013963i,-0.0014865-0.0011189i,-0.0012095-0.00067668i,-0.0008665-0.00010194i,-0.00037187+0.0007786i,-0.00032999+0.00063243i,5.2483e-05+0.00026684i,0.00018505+0.00071732i,-0.00011996+0.00092742i,0.00044044+6.7352e-05i,0.00084556-0.00075463i,6.7165e-05-0.00041696i,-0.00070068+0.00044856i,-0.00048207+0.001097i,-0.00031986+0.00087732i,-0.00044465+0.00038457i,-0.00053501+0.00042614i,-0.00036586+0.00071567i
0.0016147+0.0010052i,0.0017366+0.0018953i,0.00060715+0.0019196i,-0.00034558+0.0012233i,-0.0011406-0.00075275i,-0.0020059-0.0012239i,-0.0013073-0.00053504i,-0.00050666+0.00017656i,-0.00048743+0.00015065i,-0.00053906-0.00041684i,-2.8111e-05-0.00043975i,0.00018125+0.0004295i,0.000136-7.6355e-05i,0.00021853-0.0010997i,-8.2713e-05-0.00097102i,-8.7131e-05-0.00069268i,-0.00016906-0.00012523i,-0.00023327-0.00033831i,0.00015977-0.00091352i,0.0004545-0.00048197i,0.00038735+9.6627e-05i,0.00015346+0.00030118i,0.0001488+0.00059367i
-0.00055307+0.00041137i,-0.0003256+0.00028019i,-7.0045e-05+4.6606e-05i,-0.00039281-0.0013881i,-0.0017344-0.0026316i,-0.0022647-0.0026488i,-0.0017571-0.0011699i,-0.0012407+0.00043965i,-0.00057952+0.00082256i,-0.00016057+0.00026488i,0.00031347-0.00086662i,0.0011862-0.001154i,0.0014076-0.00074293i,0.0010638-0.00035548i,0.00042355+0.00019551i,0.00041237+0.00048697i,0.0011547+0.0014532i,0.00059232+0.0014303i,-3.2704e-05+0.0001945i,0.00057245-0.00044126i,0.00020951+2.916e-05i,-0.00059194-6.1359e-06i,-0.00054097-0.00073717i
-0.0010253-0.00076717i,-0.00018214-0.00051589i,-0.00044328+2.1527e-05i,-0.0017111+0.00018391i,-0.0020498+0.00042949i,-0.0014469+0.00026897i,-0.0014865+0.00012821i,-0.001645+0.00076917i,-0.0009514+0.00051544i,-0.00061919-0.00050298i,-0.00033055-0.00073561i,0.00046148-0.00069722i,0.00081599-0.0014267i,0.00035332-0.0015818i,0.00065743-0.00083703i,0.00090106-0.00076605i,-5.8211e-05-0.00097978i,-0.00046885-0.000389i,-0.00012209-0.00020018i,0.0004425-0.00074143i,-6.9629e-05-0.00020258i,-0.00083617+0.00021675i,-0.00041043-0.00028956i
0.00039379+0.00020853i,0.00027076+0.00014244i,-0.00097768+0.0011274i,-0.00084936+0.0013338i,-0.00090711+0.00046267i,-0.00092824-1.4078e-05i,-0.00045494+0.00045608i,-0.00087515+0.0009061i,-0.0012384+0.0010827i,-0.00075221+0.00050223i,0.00025242-0.00013683i,0.00024062-0.00055008i,1.8257e-05-0.0012219i,-0.00022212-0.00116i,-0.00083469-0.00077613i,-0.00082411-0.0007353i,-0.00051394-0.00051917i,-7.1649e-05-0.0008321i,0.00019806-0.0009048i,0.00071019-0.0010991i,0.0010785-0.0012378i,0.0010016-0.00024798i,0.0011389+0.00037606i
-0.002116-0.00084454i,-0.0013846-0.0014865i,-0.00028684-0.00091603i,0.00085281-0.0015442i,0.000203-0.0017406i,-0.00038893-0.00083122i,-0.00010461-9.982e-05i,-0.000757+0.0002281i,-0.00079515+0.00039258i,0.00074856+0.000497i,0.0011334-4.6659e-05i,0.00015486-7.4684e-05i,0.00010219+0.00033617i,7.5558e-05+0.00021321i,0.00043134+0.00043242i,0.0010815+0.000677i,7.1664e-05+0.00063818i,-0.0011749+0.00069937i,-0.00053969-6.5844e-06i,0.00079734-0.0007924i,0.001249-0.00095505i,0.00084698-0.00026106i,0.00020173-0.00011471i
0.00094566-0.00049674i,0.0011042-0.00035257i,0.0017334+9.212e-05i,0.0009374-0.00035388i,-0.00077498-0.00087571i,-0.001467-0.00089477i,-0.0013144+2.1734e-05i,-0.00094588+0.00062127i,-0.00029855+0.0013508i,0.00026372+0.0013735i,0.00018534+0.00051673i,-0.00036432-0.00019704i,-0.00076438-0.0006868i,-0.0008375-0.00050905i,-0.0009829-0.00044548i,-0.001016-0.000538i,-0.00031226-0.00063606i,-0.00021014-0.00071074i,-0.00031951-0.00038917i,2.604e-05-0.00020959i,7.5567e-05+0.00018052i,-8.795e-05+5.7145e-06i,-0.00021811-0.00071076i
-0.00064479+0.001834i,-0.00065954+0.0033522i,-0.00028171+0.0029652i,-0.00081531+0.0014802i,-0.0011484+0.00038826i,-0.001325-0.00027124i,-0.0025733-0.00024575i,-0.0016566-0.00020606i,0.00043995-0.00066537i,0.0003628-0.00082865i,-0.00074216-0.00058112i,-0.00082609-3.2038e-05i,-4.4394e-05+0.0006095i,0.00041148+0.00080439i,-0.00017042+0.0006453i,-0.00078872+0.00041086i,-0.00091071+5.8324e-05i,-0.0005221-0.00073107i,9.9518e-05-0.0013032i,0.00044883-0.0012195i,0.00062346-0.00055324i,-0.00014796+0.00041453i,-0.00059243+0.0009999i
-0.00086487-0.00088859i,-0.00045813-0.0011465i,-0.00082283-0.0012786i,-0.0010767-0.00080175i,-0.0011604-0.00038258i,-0.0010989+4.1954e-05i,-0.00097422+0.00026067i,-0.0011053+0.0003006i,-0.00019585+0.00032561i,0.000187+0.00022764i,-0.00027576-0.00056479i,-3.6555e-06-0.00057051i,0.00062158+8.2596e-06i,3.675e-05-0.00054887i,-0.00022026-0.00095986i,0.00025067-0.0001469i,0.00010429+0.00024081i,-9.0493e-05+0.00036824i,-0.00027511+0.00060818i,-0.00057653+0.00051677i,0.00015804-0.00018387i,0.00060111-0.00059461i,0.00063011-0.00050671i
-0.0008939-0.00065264i,6.0635e-05-0.0014999i,0.0001011-0.0015592i,-0.00086979-0.0020202i,-0.0015137-0.002335i,-0.00037276-0.0012244i,0.00034691-6.068e-05i,-0.0005347+0.00059933i,-0.00088865+0.00017557i,-8.6959e-05-0.00026716i,0.00048458-0.00043451i,0.00049952-0.00064691i,0.00059965-0.00039243i,0.00057201-0.00035288i,-6.6319e-06-0.00072988i,-0.00067668-0.00039648i,-6.7056e-05-0.00017538i,0.00052133-6.1798e-05i,0.00044119-0.00031935i,6.0358e-05-0.00087424i,-3.666e-05-0.00021435i,0.0002832+0.00060226i,-7.4367e-07+0.00035954i
-5.1812e-05+0.0014941i,0.0002152+0.0014822i,-0.00023109+0.003101i,-0.00081063+0.0023597i,-0.0015439-0.00036165i,-0.0020115-0.0014341i,-0.0021921-8.8723e-05i,-0.0019068+0.00088652i,-0.0010892+0.00067596i,-0.00014964+0.00023195i,0.00037681-0.00030454i,0.00043151-0.00069373i,0.0006282-0.00040385i,0.00052668-0.00028812i,0.00013459-0.00042069i,7.7668e-05-1.6515e-06i,3.3847e-05+0.00019191i,-0.00024219+0.0003328i,-0.000577+0.00054037i,-0.00065205-6.9681e-05i,-0.00010818-0.0010043i,0.00015609-0.00072818i,-0.00061768+0.0003778i
3.8658e-05+0.0012141i,-0.00016044-0.00034271i,0.00066702-0.00029462i,0.0010573+0.00043824i,-0.00012419+0.0002594i,-0.0014614-0.00034983i,-0.0016654-0.00044917i,-0.00092499+5.7107e-05i,-0.00021717+0.00037264i,7.2762e-05-8.425e-05i,-0.00025268-0.00059857i,-0.00085497-0.00016151i,-0.001086+0.00015829i,-0.0007956-7.8827e-05i,-8.831e-05-0.00044979i,-0.00042974-0.00023367i,-0.00069406-0.00039281i,-0.00019541-0.00074099i,-8.4528e-06-0.00096866i,-2.5816e-06-0.0008787i,7.2484e-05-0.00038953i,-0.00011742+0.00010689i,7.5368e-06+0.0004046i
0.0021982+0.0018045i,0.00096563+0.00017623i,0.0011809-0.00022117i,0.00075826-0.001245i,-0.0012497-0.0015827i,-0.002109-0.0010104i,-0.0011046-0.00073461i,0.00054265-3.2623e-05i,0.0014207+0.0006959i,0.0016033+0.00055617i,0.0010884+0.00013053i,0.00054045-0.00050242i,0.0010713-0.00077504i,0.00027963-0.00062822i,-0.00045325-0.00095608i,0.00013774-0.0010119i,0.00080572-0.00041675i,0.00025236+0.00062659i,-0.00032535+0.00060728i,-4.5315e-05-0.00010714i,0.0002542-0.00086312i,0.00050184-0.00046186i,0.00048128+0.00098545i
8.9385e-05-1.7001e-05i,-0.0015887+0.00011119i,-0.0024715-5.2453e-05i,-0.0020819-0.00097545i,-0.0014729-0.0013303i,-0.0007091-0.0014938i,-0.0001994-0.0012128i,-0.00040413+0.00012769i,4.5978e-05+0.0004499i,0.00082207+0.00023036i,0.00079252+2.1263e-05i,0.00082514-0.00016391i,0.00051342-0.00050185i,-0.00031049-0.00068228i,-0.00063141-0.00016146i,-0.00078059+0.001154i,-0.00091685+0.0013727i,-0.00041118+0.00071467i,0.00038901+0.00042356i,0.00074677+0.00036391i,-0.00010631-0.00045057i,-0.0008492-0.0004659i,-0.00069944+1.9099e-05i
0.001723-0.00016476i,0.0013174+0.00051278i,0.00077804-0.0001705i,-0.0012116-0.00088112i,-0.0031975-0.0016209i,-0.0030022-6.4318e-05i,-0.001667+0.0011584i,-0.00021987+0.00075548i,0.00062076+0.00064982i,0.00031386+0.00017213i,-0.00015076-0.00010091i,0.00015056-0.00020456i,0.00066047-0.00053504i,0.0010026-0.0012502i,0.0011273-0.0018511i,0.00048529-0.001426i,1.0502e-05-0.00081112i,-0.0004217-0.00034263i,4.5156e-05-8.8688e-05i,0.0004218+0.00011833i,0.00051095+0.00012812i,0.00080704+0.00038859i,0.0010184+0.00054181i
-0.0002725+0.0012184i,0.00023512+0.00057809i,0.0008027+0.00044105i,0.00095991-0.001198i,0.0013709-0.0024193i,0.00088421-0.0018967i,-0.00099673-0.001298i,-0.0016174-0.00043591i,-0.00044613+0.00023203i,0.00019158+0.0010089i,-0.00035212+0.00060799i,-0.00029057-0.00070342i,0.00067643-0.00064988i,0.00053125+0.00015916i,0.00043474+4.3004e-05i,0.00063098-0.00085794i,0.00095055-0.00066091i,0.0010514+0.00011624i,0.0003985-3.8738e-05i,-0.00021654-0.00053266i,-0.00019925-0.0002917i,-0.000402-0.00057155i,-0.00033993-0.0007149i
0.00036629+0.00056528i,0.00020119+0.0005398i,-0.0012474+0.0010253i,-0.0030399+0.001873i,-0.0033882+0.0011572i,-0.0027748-0.00027239i,-0.0017027-0.00025342i,-0.00074492+0.00040064i,-0.00012994+0.0005162i,0.00066282-1.5793e-05i,0.0012924-0.0005425i,0.0007772-0.00013307i,-0.00033014+0.00010695i,-0.00061478-0.00055014i,-0.00072837-0.00038295i,-0.00022155-0.00012173i,0.00029717-0.0002261i,-0.00041999+0.00032784i,-0.0008172+0.00083912i,-0.00068543+0.00043908i,-0.0010881+8.312e-05i,-0.00092278-0.00017466i,-0.00011165-0.00041005i
-0.00046859+0.00016743i,-7.7682e-05+6.676e-05i,0.00021289+0.00023561i,0.00018798-0.00020197i,5.6895e-05-0.0005875i,-9.1154e-05-0.00071922i,-0.00042519-0.00078203i,-0.00040812-0.00092857i,-0.00027391-4.7338e-05i,5.1402e-05+0.00045272i,-0.00013766-0.00035119i,0.00021316-0.00038778i,0.00075685-0.00085026i,0.0001659-0.0011564i,-0.00017473-0.00020679i,-0.00066314+0.00010016i,-0.00091402-0.0004681i,-0.00067151-0.0003163i,0.00021379+0.00015287i,0.00065028-0.00032953i,0.0010764-0.00094613i,0.00044316-0.00063303i,-0.00049146-7.7502e-05i
0.0016867-1.4806e-05i,0.002063+4.5683e-06i,0.0011868-0.00056061i,-0.00042398-0.0019185i,-0.0015722-0.0017191i,-0.0024193-0.00055981i,-0.0013481+0.00066819i,9.2162e-06+0.0011555i,-0.00030357+0.00065169i,-0.00059143-3.1512e-05i,-0.00016055-0.00018549i,2.7484e-05+0.00051227i,-0.00035685+0.00051252i,-0.00016101-1.6039e-05i,0.00020617+0.00058272i,4.8891e-05+0.00049171i,0.00029688-0.00027549i,0.00025266-0.00026027i,0.00051229-0.00024631i,0.00010013+0.00066453i,-0.00037067+0.001282i,0.00031542+0.00095299i,0.00025896+0.00025202i
