0.0016343+0.00079218i,0.0011897+0.0001883i,-0.00023921-0.00056571i,-0.0022712-0.00014506i,-0.0033952+8.3931e-05i,-0.0035287+0.00081262i,-0.0029507+0.0016336i,-0.00056755+0.0012073i,0.0012745+0.00049337i,0.0021117-0.00042779i,0.0020663-0.0010453i,0.0011844-0.00055823i,0.00053539-0.00029393i,-0.0001371-0.00042445i,-0.0010164-0.00061637i,-0.0011582-0.00036989i,-0.0013492+1.992e-05i,-0.0014938+0.00043179i,-0.0006577+0.00024986i,3.9386e-05-0.0003262i,0.00048492-0.0003681i,0.0010411-0.00044738i,0.00086658-0.00020795i
0.00064892-0.00062856i,0.001198+0.0003995i,0.00041169+0.00078243i,-0.00088015+0.00099169i,-0.00084075-0.00053386i,-0.00037065-0.001088i,0.00011589+0.00013609i,0.00063516+0.0012131i,0.00019328+0.00052103i,-0.00015253-0.00050796i,0.000144-0.00049903i,0.00024002+0.00013302i,0.00025922-7.8708e-05i,0.00050292-0.0007056i,0.00070256-0.00043925i,-7.8041e-05+2.7946e-05i,3.8629e-05-0.00052851i,0.00087212-0.00028862i,0.0013758+0.00045255i,0.0012959+0.00032244i,0.00071963-0.00022447i,0.00036267-0.00042287i,0.00022926+0.00016471i
-0.0013647-0.00034202i,-0.00032806-0.00098848i,0.000118-0.00016292i,0.00035505+5.9932e-06i,0.0006467-0.00068237i,-0.00026834-0.00034929i,-0.0016096+3.7274e-05i,-0.0013507-4.5396e-05i,-0.00050746+0.00032143i,-0.00028568+0.00070968i,4.7597e-05+0.00049895i,0.0001204-6.6525e-06i,0.00016063-0.00028445i,0.00096125-0.00042345i,0.00068639+0.00068852i,-0.00053513+0.00084399i,-0.00047891+3.3008e-05i,7.7791e-05-5.5874e-05i,0.00024817+0.00011116i,0.00039063-0.00012141i,0.00078652-0.00012629i,0.00036704+2.5365e-05i,4.7616e-05+0.00023064i
-0.00018647+0.0004508i,0.00054786+0.00039631i,0.00030827-0.0001619i,-0.0005556-0.0012315i,-0.0017154-0.0013465i,-0.0022101-0.00060741i,-0.0018241+9.0233e-05i,-0.00096132-0.00022125i,-3.1497e-05-0.00050292i,0.00050914-0.0001981i,0.0010416-1.9912e-05i,0.00077228+2.0203e-05i,0.00042722+0.00026394i,0.0001421-0.00052948i,-0.00049633-0.0013252i,-0.00017808-0.0010098i,-0.00023878-0.00021661i,-0.00037358-5.7122e-05i,-0.00046559-0.00029116i,-0.00068518-0.00042675i,-0.00015917-0.00017048i,0.00012749+5.3171e-05i,0.00024766+0.00022901i
-0.00027431-0.00092493i,-0.00088932-0.00034693i,-0.0022758-0.0006704i,-0.0027243+8.7714e-05i,-0.0025835+0.00088146i,-0.0017646+0.0010178i,-0.00072552+0.000318i,-0.00013611+5.8807e-05i,0.00010955+0.00038475i,0.00039479-7.1646e-05i,0.00022721-0.00056788i,0.00026662-3.3171e-05i,0.00026738-0.00042279i,0.00054838-0.0016053i,0.00029107-0.0014447i,-0.00050079-0.00014219i,-0.00040173+0.00024327i,0.00031562+0.000151i,0.00072306+0.00033778i,0.00059338-0.00020476i,-0.00039922-0.00072596i,-0.00095466-0.00070329i,0.00018873-0.00028782i
-0.00014641-0.00094532i,0.0004564-0.00066633i,0.00026408-0.00053264i,-0.0013465-0.0011858i,-0.0017297-0.001729i,-0.0005612-0.001299i,-0.00054439+8.6707e-05i,-0.0011607+0.00064493i,-0.00068761+0.00080682i,9.8008e-05+0.00093338i,-0.00014404+0.00028869i,0.00049795+9.124e-05i,0.00052908+0.00011594i,6.0765e-05+0.00017472i,-0.00035381+0.00026946i,-0.0005442+0.00034267i,-5.5124e-05+0.00045491i,0.00068349+0.00015639i,0.00058588-7.8408e-05i,-7.8205e-05+7.8438e-05i,-0.00033739-6.6622e-05i,-0.00026116+2.9887e-05i,-0.00072469-0.00025125i
0.0001441+0.0010068i,0.00054472+0.0016383i,0.00075587+0.00081577i,0.0010508+1.8783e-05i,-9.2468e-05-0.0010629i,-0.00083159-0.0007895i,-0.00012316+0.00013146i,0.00031271+0.00079567i,-0.0001568+0.00053245i,-0.0011046-0.00027624i,-0.00082863-0.00074405i,3.1174e-06-0.00069615i,0.00055805-0.00015943i,0.00088052-0.00028359i,0.001002-0.00046896i,0.00049455-0.00028407i,0.00032282+2.84e-05i,0.00030902+0.0002016i,-0.0001251-0.00046368i,0.00054517-0.00080772i,0.00029105-0.00061153i,-0.00057671-0.00058896i,-0.00020362-0.00041811i
-0.0019774+0.00029543i,-0.0022233+0.00094553i,-0.0011649+0.0017458i,-0.00068344+0.0013001i,-0.0011961+0.00065715i,-0.00083302+3.3927e-05i,-0.0010897+0.00014787i,-0.0017547+0.00062201i,-0.0016354+0.00080211i,-0.00094392+0.0007112i,-0.00040076-0.00022941i,1.8261e-05-0.000939i,0.00017035-0.00087305i,5.1059e-05-0.0015113i,-0.00012261-0.0014473i,-0.000277-0.00066621i,0.0001474+5.9283e-05i,0.0010686+0.00030599i,0.00101+0.00022215i,9.398e-05-0.00013141i,-0.00011374-0.0010353i,-5.4171e-05-0.00087752i,-4.4233e-05-0.00012795i
-5.2307e-05-0.0014975i,0.00040888-0.0024667i,-0.000241-0.0026586i,-0.0019187-0.0024038i,-0.0028853-0.0017313i,-0.0027654-0.0013277i,-0.0019966-0.0001357i,-0.00089829+0.0015083i,-0.0002254+0.0015529i,0.00045116+0.0017052i,0.00078459+0.0011336i,0.00013981-0.0001678i,0.0003456-0.00017827i,0.00070765-0.00027313i,0.00018552-0.00019944i,-0.00086976+0.00025149i,-0.00029301-3.2098e-05i,0.00018979-0.00045605i,-0.0001958-0.00054526i,0.00018354-0.00068138i,9.1803e-05-0.00047599i,3.2065e-08+5.7213e-05i,0.0006378+0.00029877i
0.00025661-0.00026115i,0.0015017+0.0016515i,0.0018299+0.0025352i,0.0016891+0.0013735i,0.00029715-0.00019359i,-0.00053817-0.00022146i,-0.00045317+2.1805e-05i,-0.00016116-0.00050055i,0.00011398-0.00027611i,0.00026204-0.00028607i,6.6148e-05-0.00068568i,0.00080928-0.00091117i,0.0018133-0.00085869i,0.00066459-0.00084449i,-0.00091206-0.0018632i,-0.00038493-0.0019122i,0.00060066-0.00066162i,6.69e-05-8.1434e-05i,-0.00018421-0.00034985i,0.00031348-0.0012133i,0.00015772-0.0017416i,0.00018324-0.00041569i,0.0005405+0.00015947i
-0.0020313-0.00094258i,-0.0020036-0.0013227i,-0.0022415-0.00070664i,-0.0017034-0.0010625i,-0.00082884-0.0017484i,-0.00037261-0.00094073i,-0.00034403+0.00013118i,-0.000507+0.00080941i,-0.00089367+0.0010838i,-0.0010116+0.00047954i,-0.00016396-0.00010309i,0.00048172-0.00020899i,0.0005578-0.00036789i,0.0001922-0.0009296i,4.6014e-05-0.0015155i,-0.00013013-0.0011024i,-0.00097655-0.00036995i,0.00021459-0.0005253i,0.0012769-0.00014069i,0.0002268-0.00015578i,-9.5832e-05-0.00039545i,0.00010263+0.00021855i,0.00027843+0.00024433i
0.0008587-0.0002405i,0.0010959-0.00071878i,0.00044532-0.0019519i,-0.0010122-0.0015374i,-0.001601-0.00080113i,-0.0019228-0.00031408i,-0.0023705+0.00031523i,-0.0025443+0.00052862i,-0.0023252+9.3588e-05i,-0.0012093-0.00045544i,0.00041331-0.00076325i,0.00070028-0.00079292i,0.00037476-0.00047019i,0.00034709-0.00034721i,0.00019076-0.00028635i,-0.00019152-0.00076579i,-0.00098486-0.00063361i,-0.00054238+0.00030586i,0.00026571+0.0010818i,6.6306e-05+0.00062499i,-0.00027353-0.00029058i,0.00038579-0.00069548i,0.00037191-0.00041517i
-0.00080288+0.00041527i,0.00016633+0.0023922i,0.00080316+0.0021758i,0.00055016+0.0010025i,-0.00035935-0.00042698i,-0.00098522-0.00076144i,-0.00053963-1.9702e-05i,-8.4154e-05+0.00071644i,-0.00045961+0.0011025i,-0.00025277+0.0009505i,0.00041165+0.00051865i,0.0007303-0.00050471i,0.00021327-0.00069698i,0.00043721-4.8783e-05i,0.00023896+0.00039946i,-0.00054732+0.00017845i,-0.00058633+0.00025222i,-0.00074433+0.00026339i,-0.00027989+0.00012465i,0.00025495-0.0010841i,-0.00028514-0.001318i,-0.00041829-0.00019947i,-0.00026781+0.00040873i
-0.000779+0.0008668i,-0.0017578-0.00035329i,-0.0026003-0.0014049i,-0.0020242-0.0021494i,-0.0015943-0.0025044i,-0.0021376-0.0016282i,-0.0025451+0.00029512i,-0.0021006+0.00091631i,-0.0012903+0.00042121i,-6.9648e-05+0.00030666i,0.00074082+0.00040992i,0.00062963+0.00018801i,0.00012515-6.514e-05i,-0.000243-0.00016451i,-0.00029321+0.00019365i,-0.00026717+0.00028624i,-0.00060241-0.00039062i,-0.00095917-0.00052646i,-0.00059202+0.00024063i,-0.00031696+0.00084148i,-0.00060314+0.00038076i,-0.00015469+0.0003269i,-8.8543e-05+0.00071724i
0.00054384-0.00058169i,0.00089998+0.00026005i,0.0014294-0.00040588i,0.00032864-0.00072412i,-0.0012661-0.00061725i,-0.0022611-0.00044461i,-0.001755-5.5435e-05i,-0.00069736+0.00045573i,-3.1314e-05+0.00085056i,2.3624e-06+0.00062661i,0.0007805-0.00044594i,0.00093915-0.00091903i,0.00036962-0.00072418i,0.00064296-0.00085889i,0.00027171-0.0013369i,6.3411e-05-0.0013657i,0.00049142-0.00085512i,0.00018369-0.0002728i,1.6064e-05-0.00045855i,0.00048859-0.00067257i,0.00083946-1.0096e-05i,0.00090813-0.00036812i,0.00043218-0.00031301i
0.0001659+0.00050462i,0.00083706+0.0011522i,0.0006103+0.0016476i,-0.00048007+0.00085198i,-0.0010273-0.0002906i,-0.001134+0.00021779i,-0.0010331-0.00026001i,-0.0002849-0.00027573i,-5.4905e-05+0.00075937i,8.1187e-05+0.00033728i,0.00010625-3.1237e-05i,0.00062065+5.8104e-05i,0.0014351-4.5907e-05i,0.0018006-0.0002308i,0.0011725-0.00035839i,0.00067146-0.0001407i,0.00035756+0.00036904i,-0.00019846+0.00012339i,-0.00072665-0.00010452i,-0.00043597+4.2578e-05i,-0.00017059+4.1261e-06i,-0.00090508-7.1223e-06i,-0.00091082+0.00012099i
-0.0012505-0.0016655i,-0.0016346-0.0021317i,-0.0025424-0.0017832i,-0.0028158-0.0022023i,-0.0022323-0.002245i,-0.0015074-0.0013375i,-0.001001-0.00020865i,-0.00069389+0.00021489i,-0.00059775-0.00030116i,-0.00034803-0.00044715i,-0.00055676+0.00012342i,-0.00032451-0.00034395i,-0.00010487-0.0014008i,-0.00013664-0.00090676i,-0.00017641-0.00038346i,-0.00011817-0.00010971i,0.00070265+0.0005082i,0.00014839+0.0005233i,-0.00020473+0.00014134i,0.00025466+0.00022778i,0.000209+0.0001826i,0.00029378+0.00038526i,-0.00033232+0.00035129i
0.0001556+4.0278e-05i,0.00081406+0.00011344i,0.00127-0.0014864i,0.00073826-0.0016262i,-0.00090713-0.00053916i,-0.0011673+0.00010751i,-0.00023113+0.0005808i,-0.00095828+0.00070209i,-0.0018455-3.3177e-05i,-0.00090403-0.00043988i,0.00021749-0.00027021i,0.00019611-0.00043095i,-0.00041032-0.00018129i,-4.216e-05+0.00017603i,0.00029423-0.00039521i,2.8248e-05-0.0006442i,0.00066757-0.00028245i,0.0014059+1.8307e-06i,0.0012879-0.00057205i,0.0012869-0.0011505i,0.0010217-0.0011956i,0.00028583-0.00013649i,-0.00038081+0.00019943i
-0.0018111+0.00058568i,-0.0029039+0.0016702i,-0.0021215+0.0035405i,-0.0010929+0.0022191i,-0.0007626+1.2104e-05i,-0.00080449-0.0016089i,-0.001114-0.0017741i,-0.0011495-0.00029414i,-0.0005451+0.00082807i,-2.7748e-05+0.0010134i,0.00061048+0.00050336i,0.00058657-0.0005327i,0.00012504-0.00073911i,0.00024041-0.00024927i,0.00034106-0.0003431i,0.00018391-0.00057019i,-0.00061634-0.00079372i,-0.00081947-0.00068058i,-0.00077952-0.00055612i,-0.00065959-0.00059515i,-0.00037131-0.00040119i,-0.00054978-0.00046471i,-0.00039434-0.00050467i
-0.00063029-0.0015502i,-0.0011086-0.0014742i,-0.0015514-0.0015882i,-0.0026118-0.00091157i,-0.0028889-0.0001921i,-0.0021825-0.00053209i,-0.0011003-0.00064238i,-0.00061735-0.0003697i,-0.0010742-0.00060678i,-0.00090555-0.001175i,-3.9749e-05-0.0010002i,0.00076208-5.1421e-05i,0.00083268+0.00070023i,7.6854e-05+0.00017374i,-0.00070842-0.00046656i,-0.00081691-0.00082445i,-0.00099222-0.0004546i,-0.0013811+0.00084364i,-0.00049255+0.00027212i,0.00022594-0.0011607i,-0.0003306-0.00113i,-0.00083931-0.00025206i,-0.00077413-0.0001535i
0.00074618-0.0002406i,0.0015891+0.0013239i,0.0016544+0.00098023i,0.00066622-0.00041242i,-0.00068997-0.0012455i,-0.0012219-0.0012931i,-0.00076535-0.00046615i,-0.00082017+0.00028542i,-0.00036598+0.00090665i,-0.00024161+0.00046179i,-0.00040441-0.00076652i,6.7005e-05-0.00090047i,0.00065565-3.835e-05i,0.00078868+0.00021352i,0.00043479+0.00014435i,0.00067407+0.00053504i,0.00070051+0.00047357i,4.7744e-05-0.00043858i,-0.00026427-0.00098701i,0.0002982-0.00054664i,0.00049277-0.0002774i,0.00065071-0.00050131i,0.00085875-0.00057007i
-7.4797e-06+0.0010027i,0.00029235+0.0012343i,0.00066182+0.0014606i,0.00099559+0.00033592i,0.00075934-0.0012746i,-0.00051244-0.0019099i,-0.001865-0.0014932i,-0.0022817-0.00036985i,-0.0012917+0.0001694i,-0.00044585-0.00026704i,-0.00061277-0.000883i,-0.00081911-0.00042117i,-0.00081202+0.00051212i,0.00018402+0.00045074i,0.00083669+0.00036529i,0.00049457+0.00073485i,0.00019693+0.00040149i,0.0001631-0.00064254i,0.00037189-0.00080528i,0.0010446-0.00027135i,0.00080463-0.00014496i,-0.0003813-9.5726e-05i,-0.00059743-0.00027977i
0.00092864+0.00030661i,7.0638e-05+9.7624e-05i,-0.00019012+0.00051868i,-0.0012775-0.00066351i,-0.002279-0.0026289i,-0.0022693-0.0027087i,-0.0015462-0.00049237i,-0.0009347+0.0011497i,0.00043096+0.0005578i,0.00097335-0.00085756i,0.00050442-0.0014846i,0.00037264-0.0015156i,0.00056794-0.0012714i,0.00051949-0.00041353i,0.00053562+0.00040162i,-0.00010244+0.0015361i,-0.0012417+0.0020996i,-0.0014267+0.00089965i,-0.00051066-0.00071102i,-1.4748e-05-0.00079181i,-0.00013897-0.0002956i,8.3655e-06-7.829e-05i,-0.00026601+6.7574e-07i
-0.00026793+0.0018555i,0.0001382+0.0013148i,8e-05-1.2626e-05i,-0.00045027-0.0018849i,-0.00021973-0.002476i,-0.0003397-0.0017582i,-0.00077029-0.00049244i,-0.00049065+0.00080819i,0.0006844+0.0014436i,0.00088874+0.00099754i,0.00035659+0.00061923i,6.3078e-05+0.00083043i,0.00042378+0.00014092i,0.00062582-0.00060666i,-5.5953e-05-0.00095099i,-0.00025529-0.00052007i,-0.00080006+0.00059397i,-0.0011894+0.00087674i,-0.0002832+1.1946e-05i,4.6573e-05-0.0003844i,0.00020029+6.0844e-05i,0.00021616-6.0322e-05i,-0.00075467-0.00042284i
-0.001828+0.0013432i,-0.0012825+0.0020545i,-0.00053143+0.0030387i,-0.00026069+0.0023036i,-0.00061877+0.00089054i,-0.0010137-0.00094099i,-0.0012957-0.00082378i,-0.001508+0.00069704i,-0.00099295+0.000648i,0.00020313+0.00018986i,0.00063197+0.00032234i,0.0001317+0.00043321i,-4.6017e-05+0.00036191i,0.00021666+6.2369e-05i,-4.1097e-06-0.00018561i,-4.1902e-05-0.0002625i,-0.00017956+6.5501e-05i,0.00029181+0.00036834i,0.00076144+4.288e-05i,0.00043529-0.00041234i,0.00053734-0.00042514i,-0.00032299-0.0002616i,-0.00084743-0.00023243i
-0.00014331+0.00076566i,-0.0010194+2.5876e-05i,-0.00048978+0.00046875i,-0.00055605-0.00023795i,-0.00074314-0.0020947i,-0.0018502-0.0027157i,-0.0023564-0.0010347i,-0.0013713+0.00057279i,-0.0010562-0.00017061i,-1.4202e-05-0.0012859i,0.00029601-0.00082758i,-0.00063418+0.00026404i,-0.00021956+0.00059363i,0.0007911-3.6559e-05i,0.0005915-0.00048594i,-0.00048699-0.00012785i,-0.00057034+0.00014294i,-9.1429e-05+0.00017361i,0.00040779-6.9558e-05i,0.00049285+0.00030725i,0.00029447+0.00015676i,0.00063444-0.00016427i,0.00015166+0.00050961i
0.0019599+0.0014366i,0.00088085+0.0017318i,-0.00016208+0.0012947i,-0.00094481+0.0005798i,-0.0024348-0.0012842i,-0.0025774-0.0015945i,-0.0020951+8.8723e-05i,-0.0016366+0.0011197i,-0.00051377+0.00089479i,0.00064866+0.00013322i,0.0004561-0.0008752i,9.6196e-05-0.0015077i,0.00063754-0.00066889i,9.5945e-05-0.00027376i,-0.00074747-0.00048916i,-0.00083058-0.00045412i,-6.8137e-05-0.00099087i,0.00085885-0.0009918i,0.00083986-0.00087942i,0.00032828-0.00075432i,1.0514e-05+0.00012378i,-0.00090504+0.00030166i,-0.00071046-0.00094907i
-0.0014348-0.0010203i,-0.00061012-0.00037805i,-0.00051083-0.00037427i,-0.00097245-0.00093658i,-0.0012885-0.00068613i,-0.00097143-0.0013787i,-0.0010039-0.0010395i,-0.00021103+0.00053053i,1.1403e-06+0.00083304i,0.00073704+8.3596e-05i,0.0016221-0.00036855i,0.0010905-0.00010294i,0.00085324+0.00031522i,0.00096048+0.00059194i,0.00094321+0.00024792i,0.00050364-0.00010352i,-7.3868e-05+0.00033505i,-0.00023754+0.00049136i,-9.3323e-05+5.6408e-05i,0.0002676-0.00021529i,5.6815e-05-0.00021666i,0.00011664-0.00034247i,0.00027425-0.00054338i
-0.00073018-5.2725e-07i,-0.00050932-0.000325i,-0.00077377+0.00059504i,-0.00029523+0.00056207i,-0.0006348+0.0001514i,-0.00086057-1.8518e-05i,-0.00035515-0.00015625i,0.00014984+0.00073143i,0.00050504+0.0014697i,-0.00011912+0.00065819i,-0.00045894-0.00024092i,0.00058035+0.00010718i,0.00077253+0.00017584i,-0.00032555-8.1404e-05i,-0.00068692-7.6301e-06i,-0.00055058+0.00017545i,-0.00043302+0.00025773i,-0.00028948+0.00021813i,-1.2091e-05+0.00015033i,0.00017462+7.4081e-05i,7.9067e-05-0.0003096i,0.00027421-0.00040837i,0.00071815-0.00037459i
-0.0009366+0.00063031i,-0.00025949+0.00095665i,0.00067582+0.00041034i,0.00053333-0.00060298i,-0.00050842-0.0017858i,-0.0014612-0.0016751i,-0.0012429-0.00059123i,-0.00046959-1.3495e-05i,-4.5777e-05+0.00047637i,-2.2071e-05+0.00025814i,-0.00014437+0.00032578i,-0.0003155+0.0012173i,7.4498e-05-0.00011494i,0.00085341-0.0012869i,0.00062886-0.00051975i,0.00039575-0.00025974i,0.00024333+0.00024072i,-0.00022703+9.36e-05i,5.7853e-06-0.00089875i,0.00088972-0.0012027i,0.00098683-0.00099659i,0.00048415-0.00060519i,-0.00021229-9.7766e-05i
-0.00141+1.3127e-06i,-0.0023545+0.000456i,-0.0024051+0.001111i,-0.002291+0.00076827i,-0.0026467-0.0002312i,-0.0028717-0.00058528i,-0.0020752-6.1156e-05i,-0.0011651+0.00097125i,-0.00097511+0.0010217i,-8.2081e-05+0.00034118i,0.0013426+5.5577e-05i,0.0016458-4.198e-05i,0.00055561-0.00012162i,-0.00038987-0.00030904i,-0.00062544+2.0635e-05i,-0.00051827+0.0006916i,-0.00072875+0.00056836i,-0.0004837-0.00015258i,7.5546e-05-0.00054914i,0.0006654-0.0005009i,0.00082983+4.9403e-05i,0.00051576+8.1709e-05i,0.00019657-7.1732e-05i
0.00030662+0.00039942i,0.0013471-0.0010895i,0.0014581-0.0014427i,0.00060515-0.00088704i,4.3576e-05-7.3756e-05i,-4.4591e-05-0.00062268i,-0.00090983-0.00087263i,-0.0016693+0.00034205i,-0.0013606+0.0014455i,-0.00016979+0.00089793i,0.00051099-0.00033409i,0.00027666-0.00030546i,0.00047017+0.00026673i,0.0009845+0.00012004i,0.0009144+7.7471e-05i,0.00027734-3.0971e-05i,2.116e-05+0.00040592i,0.00033479+0.0011087i,0.00088107+0.001098i,0.00083336+0.00056039i,-0.00038843-0.00016526i,-0.0011247-0.00011891i,-8.5473e-05+0.00032984i
0.0015489+0.00068117i,0.0013838+0.0016253i,0.0014995+0.0015612i,0.0015296-0.00079894i,0.00044316-0.002465i,-0.0013039-0.0017018i,-0.0013748+2.7845e-05i,-6.1326e-05+0.00065358i,0.0004036+0.0010201i,0.00026487+0.0010061i,0.00021452+0.00066884i,0.00047988+0.0003483i,0.0011646-0.00021488i,0.00039194-0.00072731i,-0.00050988-0.0011232i,-0.00047974-0.00083638i,-0.00067983-0.0005439i,-0.00068925-0.00095786i,-4.7773e-05-0.00082568i,0.00065717-0.00057233i,0.00068328-0.00047817i,0.00027428-0.00089487i,-0.00024923-0.0015161i
-0.00086411-0.00088076i,-0.0020408-0.00068487i,-0.0028072+0.00020259i,-0.0027466+0.00037582i,-0.0019263-0.00091065i,-0.00048135-0.0011963i,0.00060749-0.0003407i,0.00077137+0.00039685i,0.00074664+0.00043454i,0.00043748-0.00014207i,0.00013435-0.0010278i,0.00047708-0.00044824i,0.00043316+0.00021298i,-8.7457e-05-0.0004304i,-0.00033282-0.00090508i,-0.00025886-0.00085644i,0.00023611-0.00016617i,0.00033816-0.00024649i,-0.0003263-0.00085565i,-0.00077003-3.2151e-05i,-0.00056648+0.00049746i,-0.00039425-0.00021143i,-0.00041665-0.00078737i
0.0010144-0.00027198i,0.00084266-0.00076722i,0.0010625-0.0016027i,0.00067164-0.001328i,-0.0010922-0.00058621i,-0.0024662-0.0010863i,-0.0022826-0.0017724i,-0.0013067-0.0012569i,-0.00097984+2.547e-05i,-0.00052256+0.00060594i,0.00064805+0.00044296i,0.0011224+0.00035753i,0.0011493-0.00028639i,0.00098576-0.0010284i,0.00018811-0.00067856i,-0.00042584+6.5746e-05i,-0.00049964+0.0001162i,-0.00068748-0.0004367i,-0.00068973-0.00041951i,-0.00014565-0.00057887i,-0.00028872-0.00078262i,-0.00051707-0.00039115i,-0.00012599+0.000504i
0.0011509+0.00084552i,0.00096785+0.0018774i,0.0011606+0.0014827i,0.00087184+0.00023662i,-0.00044998-0.00073236i,-0.0011607-0.0010629i,-0.0012061-0.00078762i,-0.00089899-0.00028594i,-0.00036806+0.00043278i,-0.00024718+0.00069186i,-0.00015027+0.00035828i,0.00055442-0.00010023i,0.00070438-0.00024462i,0.00033606-0.00031536i,0.00079207-0.00027795i,0.0012887-0.00046943i,0.0010889-0.000188i,7.5671e-05+0.0003037i,-0.00031374-0.00013021i,-0.00022738-0.0008774i,0.0005714-0.0011838i,0.00017609-4.0607e-05i,-0.00039903+0.00073441i
-0.0007902-0.0011638i,-0.00093949-0.0011287i,-0.0026849-0.0013888i,-0.0035744-0.0019955i,-0.0029072-0.0022104i,-0.0010675-0.00045399i,-0.00034046+0.0013081i,-0.0009203+0.0014637i,-0.00078517+0.0011381i,-0.00019368+0.00061854i,-0.00021904+7.9393e-05i,-0.00027262-0.0005097i,0.00062653-0.00051573i,0.0010834-0.00045846i,0.0014126-0.00064457i,0.0015817-0.0006099i,0.0011146-0.0007414i,0.00041763-0.00057944i,0.00050231-0.00051615i,0.00040665-0.00074622i,0.00019093-0.00012916i,-0.00025298+0.00063473i,-0.0002976-0.00012117i
0.00044181+0.00021709i,0.00013835+0.0006121i,0.00014685+0.00063327i,-0.0013053+0.00045928i,-0.0028804-0.00089916i,-0.0025403-0.0014258i,-0.0020099-0.00046257i,-0.0018862+0.00041497i,-0.0011255+0.00066674i,0.00045985+0.00043324i,0.00097771+0.0002753i,0.00031033-6.1877e-05i,-0.000474-0.0013159i,-0.0010979-0.0013506i,-0.00063658-0.00080927i,-3.5839e-06-0.00045409i,9.9994e-05-0.00012831i,-0.00068062+7.7643e-05i,-0.00078717+6.8219e-05i,1.7047e-05-0.00013388i,0.00031762-9.8479e-05i,-1.3813e-05-0.00064582i,-0.00088097-0.0010116i
-0.0016321+0.0011311i,-0.00097271+0.0014949i,0.00065624+0.0012268i,0.0012503+0.00045788i,0.00034678-0.00085102i,-0.00081217-0.0014354i,-0.0011586-0.00052103i,-0.00053873+0.00021363i,-7.4532e-05+0.00030672i,0.0002717+0.00069218i,0.00055861+0.0010341i,-0.00012494+0.00051862i,-0.00082244-0.00018437i,-0.00070415-0.0012179i,-0.00070954-0.0012296i,-0.0014003-9.2935e-05i,-0.0014684+0.00071443i,-0.00079844+0.00061719i,0.00011449+0.00022815i,0.00013001+0.00025261i,1.4586e-05+1.2018e-05i,-0.00010431+0.00043824i,-9.4363e-05+0.00066775i
-0.0011801-0.0024054i,-0.0010821-0.0028535i,-0.0010602-0.0027031i,-0.0015466-0.0022521i,-0.0014768-0.002073i,-0.00049029-0.001795i,-4.4815e-05-0.0012194i,0.00020716-0.00077092i,-8.6507e-05-0.00054002i,-0.00015033-0.00030858i,0.00014365-0.00039181i,4.2096e-05+9.8437e-05i,-0.00084364+8.6462e-05i,-0.0004701-0.00015514i,0.00017582+0.00024667i,-2.4284e-05-0.00041181i,-0.00012583-0.00049956i,0.00056993+0.00043564i,0.00068442+0.00041124i,0.00052585+0.00039981i,0.00063423+0.00081169i,0.00030759+0.00062808i,0.00037904-0.00037897i
0.00055436-0.00012565i,0.0013548+0.00079492i,0.00060004+0.0006669i,0.0001432+0.00023627i,0.00074089-5.7716e-05i,8.9573e-05-0.0004712i,-0.00093436-3.4147e-05i,-0.00088913+0.000364i,-0.00098054+0.00040243i,-0.0014167-0.00016713i,-0.0013254-0.0010663i,-0.00042585-0.00059219i,0.0005569+7.6359e-05i,0.00058172-0.00037204i,0.000204-0.00029382i,-0.00075018-7.8687e-05i,-0.00094042+0.00016803i,0.00045284+0.00015279i,0.00029959-0.00023535i,-0.00031039-0.00085613i,-0.00017734-0.001211i,-0.0004326-0.00077491i,1.0552e-05-0.00035157i
-0.002368+0.00017241i,-0.0023073+0.0013795i,-0.0023975+0.002565i,-0.0015132+0.001845i,-0.00096463+0.00061046i,-0.00074929-0.00010779i,-0.00032762-0.00033692i,-0.00029406+0.0010676i,-0.00042169+0.0016566i,-0.00017603+0.00063449i,-5.266e-05-0.00018614i,0.00018693-9.0092e-05i,0.00062233-0.00050081i,0.0008715-0.0018747i,-4.7108e-05-0.0016458i,-0.00097574-0.0010006i,-0.00088243-0.00060885i,-0.0010508-0.00020332i,-0.00043487-0.00040419i,0.00042163-0.00032305i,0.00048444-0.00072949i,0.00041032-0.000531i,0.00073055+9.5222e-05i
-0.0024425-0.0006319i,-0.0014524-0.0034023i,0.00039009-0.0044101i,0.001188-0.0034809i,0.00099735-0.0018189i,0.00019171-0.0020151i,-0.0013506-0.0023538i,-0.0016195-0.001099i,-0.00056498+0.00013207i,-0.00011491+0.00044262i,0.00020346+6.7143e-05i,0.0008916-0.0007173i,0.00048434-0.0012957i,-0.00019336-0.0014152i,-0.00065496-0.00086831i,-0.00043993-0.00060719i,6.2121e-05-0.00070822i,6.1488e-05-0.00020986i,0.00019947+0.0003273i,0.00026287+0.00075446i,-0.00024876+0.00018808i,-0.00071019-0.0011533i,-0.0002989-0.0013237i
