-0.0055102+0.00059515i,-0.0048373-0.00015363i,-0.0054033+0.0021934i,-0.0045956+0.0047266i,-0.0019178+0.0049249i,-0.00030974+0.0031406i,0.00021283+0.0021593i,0.0013288+0.0021484i,0.0011716+0.0020873i,0.00050559+0.0017842i,0.0011753+0.0011874i,0.0011362+0.00065912i,0.0006458+0.00076907i,0.00094768+0.00056345i,0.00093341-0.00014888i,0.00045867-4.4361e-05i,0.00021909+0.000484i,8.5954e-05+0.0004231i,-0.00012065-0.00022252i,-0.00028641-0.00067078i,-0.00025207-0.00029909i,0.00048051+0.00016759i,0.00067696+1.2647e-05i
2.2743e-05+0.00022008i,-0.00013422+0.00067699i,0.00020737+0.00099081i,0.0005225+0.0014686i,0.00032739+0.0013592i,0.00017257+0.00029731i,-7.2396e-05-0.00026851i,-0.00050714+0.00055947i,-0.00028126+0.00090752i,-0.00050766+0.00026454i,-0.00095566+0.000474i,-0.0010415+0.0012668i,-0.0014021+0.0019234i,-0.0019765+0.0024087i,-0.0023561+0.0018964i,-0.0021452+0.0014984i,-0.0011331+0.00099033i,-0.00020955-0.00038639i,-0.00034658-0.00078898i,-0.0011531-0.00041512i,-0.0017442-0.0007079i,-0.0015901-0.0014539i,-0.0013637-0.00081857i
0.00069167+0.00049916i,0.00095437+2.1047e-07i,0.0014278+7.9914e-05i,0.00012366+0.00015916i,-0.0015424-0.00012358i,-0.0023892-9.2841e-05i,-0.0015955-0.00014654i,-0.00056766-0.00014924i,-0.00029785+0.00023401i,-0.00045715-7.6832e-05i,-0.00087215-0.00073142i,-0.0014934-0.00073369i,-0.0021756-0.00077585i,-0.0019569-0.00024154i,-0.0013689-7.8984e-05i,-0.00069589+0.00030148i,0.00018501+0.00077813i,0.00071284+0.00027439i,0.00077112+0.00034484i,0.00047454+0.00037764i,-0.00067924-0.00063633i,-0.00083508-0.0016582i,-9.5022e-05-0.0012323i
-0.0006149-0.00050102i,0.00014594-0.00019943i,-0.00015278+0.00051562i,-0.0013699+0.0013408i,-0.0012782+0.0015881i,-0.00065348+0.00052959i,0.00020648-0.00028542i,0.00031595+0.00040872i,-0.00020557+0.00048269i,-0.0011206-0.00064344i,-0.0019262-0.00068435i,-0.0017167+0.00014282i,-0.0018601-0.00020403i,-0.0021256-0.0015951i,-0.0016493-0.0016536i,-0.00045159-0.0012924i,0.00058693-0.00040852i,0.00056924+0.00058822i,0.00044875+0.00029839i,0.00058933+0.00045101i,-0.00050254+0.00064922i,-0.00073446+0.00024851i,-0.00030905-0.0001171i
-0.00092187+0.00039411i,-0.00090181+0.00037629i,-0.0014483+0.00083201i,-0.0015571+0.00047941i,-0.00097082+0.00094351i,-0.00082443+0.00097917i,-0.0012546+7.2537e-05i,-0.0014182+0.0002387i,-0.00034379-0.00041732i,-6.2912e-05-0.00094136i,-0.00039629+7.9851e-05i,3.3829e-05+0.0013942i,0.00043082+0.00077871i,0.00056376-0.00055706i,0.00025376-0.00083152i,0.00067274-0.00061526i,0.00218-0.00069592i,0.0024475-3.278e-05i,0.001622+0.00037177i,0.00069714-1.4655e-05i,0.00046333+0.00022491i,0.00041659-0.00018952i,0.00028416-0.00035298i
-0.00090121-0.00042329i,-0.0011202-0.0013993i,-0.0020466-0.0011176i,-0.001757-0.00050223i,-0.00038765-0.00081108i,-1.022e-05-0.0012102i,-0.00025479-0.00035463i,-9.4602e-05+0.0014101i,-7.4753e-05+0.0014246i,-0.00028024+0.0005242i,-7.7274e-05+0.00023305i,1.4558e-05+0.00016066i,1.0479e-05+0.00021772i,0.00075072+0.00038925i,0.00096771+0.00064976i,0.0010439+0.00072302i,0.0018882+0.0007563i,0.0020185+0.00086261i,0.00087954+0.0009674i,6.8029e-05+0.0010144i,-0.00035394+0.00041469i,0.00082195+0.00031709i,0.0021202+3.4699e-05i
0.00084292+0.00041307i,0.001654-0.0010562i,0.0018519-0.001012i,0.0015145-0.0019612i,0.0012704-0.00088152i,0.0010194+0.001052i,0.00031456+0.0010227i,-0.0010218+0.00095367i,-0.0016735+0.001745i,-0.00086275+0.0015239i,-3.2255e-06+0.00045234i,-0.00042091-4.7944e-05i,-0.001489+0.000485i,-0.0013317+0.0015511i,-0.00033402+0.0018902i,0.00015144+0.0016908i,-4.6053e-05+0.001551i,-0.00058803+0.0013187i,-0.00026064+0.000911i,-0.00023055+0.00077834i,-0.00034547+0.00034573i,-2.3378e-05-0.00040097i,-0.00058742-0.00029149i
-0.00019604+0.0028048i,0.00029849+0.0026026i,0.0013995+0.0023414i,0.0011013+0.0021942i,0.00037614+0.0020454i,-0.00066673+0.0018482i,-0.00076393+0.00044898i,-0.00023586-0.00062081i,-0.00027973-0.00045558i,-0.00079641+7.2801e-05i,-0.00083495+0.00029065i,-0.0011533-0.00017555i,-0.001988-0.00013926i,-0.0024532+0.0014224i,-0.0019051+0.002152i,-0.00098633+0.0015294i,-0.0012085+0.00077684i,-0.0010923+0.00015169i,0.00013342-0.00022586i,-0.0005195-0.00042508i,-0.0015154-0.00062712i,-0.00025663+9.8626e-05i,0.00036809+0.00052938i
-0.0025523-0.00055349i,-0.0032601-0.00089488i,-0.0021102-9.5748e-05i,-0.0020764+0.0010574i,-0.0023502+0.0015362i,-0.0014848+0.00068816i,-0.00084248-0.0002234i,-0.00095075-0.00072577i,-0.0014126-0.00059319i,-0.0019948-0.00010144i,-0.0013255+0.00042545i,-0.00047602+0.00058945i,-0.0012622+0.001153i,-0.0026553+0.0017426i,-0.0025859+0.0014021i,-0.0017742+0.00041131i,-0.0017483-0.00021761i,-0.0015069-0.00036201i,-0.00062551-0.0007049i,0.0001184-0.00052105i,-0.00025019+0.00039294i,-0.0015179+0.00089951i,-0.0014389+0.00079521i
-0.00079726-5.1894e-05i,-0.0019691-0.00046215i,-0.0030156+0.00051414i,-0.0027612+0.0016465i,-0.0030094+0.0017101i,-0.0020208+0.00058247i,-0.00048286-0.00031566i,6.0572e-05-0.00051133i,9.1193e-05-0.00069476i,0.00044331-0.00093748i,0.00049964-0.00067692i,-0.0012503-0.0003287i,-0.0024482-0.0001688i,-0.002939-0.00052552i,-0.0034879-0.000814i,-0.0027715-0.0010798i,-0.0015584-0.0017823i,-0.00046972-0.0014496i,0.00036229-0.00037275i,0.0002571-0.0010995i,-0.00019968-0.00088251i,-7.3923e-05+8.9277e-05i,0.00075882-0.00029171i
0.0012113+0.0013796i,0.00039861+0.00077059i,-0.0010658+1.3477e-05i,-0.0015283-0.00096519i,-0.00092781-0.00077229i,-0.00040297-0.00039897i,0.00012897+0.00019219i,-0.00022589+9.6999e-05i,-0.00017558-0.00021495i,3.4898e-05-0.00069031i,-0.00035062-0.00045365i,-0.00056299+2.1853e-05i,-0.0005709-0.0012138i,-0.00025473-0.0023176i,0.00023821-0.0020654i,0.00089457-0.0014469i,0.0012228-0.00057656i,0.00049686-0.00027567i,-0.0001781-0.00094085i,-0.00014486-0.0013982i,0.00051-0.0014196i,0.00024291-0.0012604i,-0.00027665-0.001186i
-0.00090356-0.0011914i,-0.00035401-0.0023744i,-0.00027466-0.0028536i,0.00026642-0.0018133i,0.00036597-0.00032234i,0.00015509+0.00049853i,8.0482e-05+0.001282i,-0.00015781+0.0010756i,0.00060108+0.00058674i,0.00073996+0.0010283i,-0.00067401+0.00052909i,-0.0018332-0.00029313i,-0.00043-0.00059081i,0.0022214-0.00076624i,0.0033215-0.00081156i,0.0034202-0.00071249i,0.0033931-0.00030898i,0.0025321+0.00014479i,0.001818+0.0005473i,0.0011153+0.00058272i,0.00061477+0.00063068i,0.00070766+0.00096174i,0.00033311+0.00037378i
0.00043725-0.0021853i,0.00040813-0.0015903i,-0.00049866-0.0025434i,-0.00080214-0.0021755i,-2.0358e-05+0.00028469i,-0.00069372+0.0020801i,-0.001706+0.0017859i,-0.0015958+0.00043004i,-0.0011667-0.00026986i,-0.0010941-9.067e-05i,-0.00099764+6.7244e-05i,-0.0013701+0.00050357i,-0.0014316+0.0011944i,-0.00014758+0.0025035i,0.0013824+0.0032691i,0.0012965+0.0024399i,0.0006515+0.0020804i,0.00065414+0.0013397i,0.00013915-0.0002037i,-0.00036294-0.00054474i,-0.00028672-0.00017042i,-0.00011026-0.0001029i,0.00026503-0.00067128i
0.00036601-0.000448i,0.00094613-0.0013664i,0.0013298-0.00072499i,0.00096016+0.0011369i,-0.00073865+0.0016553i,-0.0022465+0.00028578i,-0.0016443+2.6866e-05i,-0.00018143+0.000358i,-8.5355e-07+0.00019446i,0.00013077+0.0005637i,9.9625e-05+0.00051793i,5.1134e-05+0.00011244i,-0.00085459+0.0011812i,-0.0019745+0.0033583i,-0.0014255+0.0037361i,-0.00068623+0.0028546i,-0.0012269+0.0025204i,-0.0014933+0.0017603i,-0.00076136+0.00014751i,-0.00028751+0.00047182i,-0.00015507+0.00094553i,6.4602e-05-9.5787e-05i,-7.1698e-05-0.00081378i
0.0021812+0.0012419i,0.0026067+0.0021939i,0.0019496+0.0026499i,0.00062288+0.0013364i,0.00026389+0.00075955i,-0.0010959+9.4349e-05i,-0.0014238-0.0014117i,-9.5191e-05-0.0013614i,0.0003965-0.0013178i,0.00038935-0.0012468i,1.3903e-05-0.0010263i,-0.00060639-0.00068643i,-0.0022454+3.3726e-05i,-0.0036025+0.0011265i,-0.0037701+0.0020606i,-0.0028029+0.0016624i,-0.0018772+0.0013726i,-0.00085085+0.00081466i,-8.8437e-05+0.00028332i,-0.00024222+0.00035131i,-0.00093678+0.00067519i,-0.0015569+0.00055403i,-0.0010238+0.00079784i
0.00075888-0.00049824i,-7.1912e-05+0.00035688i,-0.00083728+0.00098302i,-0.0021862+0.0010786i,-0.0029217+4.2767e-05i,-0.0020456-0.0018448i,-0.00067689-0.0019269i,5.3548e-05-0.00029286i,-0.00019329-0.00026232i,-0.00025121-0.00071914i,-0.00080663-0.00014706i,-0.0014149+0.00074666i,-0.0021668+0.00016215i,-0.0032195-0.0010597i,-0.0031128-0.0012071i,-0.0020742-0.00087104i,-0.0019753-0.0016218i,-0.0014433-0.0023446i,0.00028129-0.001813i,0.00065064-0.0012175i,-4.607e-05-0.00092764i,0.00031713-0.00067215i,-7.6478e-05-0.00037047i
-0.00063951+0.00012082i,-0.0010275-0.00032454i,-0.00104-0.0016703i,-0.0013078-0.0017986i,-0.00074858-0.0013483i,0.00058581+0.00017825i,0.0014079+0.0014788i,0.00083119+0.0017309i,0.00038931+0.0012712i,0.00040276+0.0010452i,-0.00034637+0.00099139i,-0.0010256+0.00018848i,-0.0016722-0.0015067i,-0.0014011-0.0030245i,-0.00024405-0.0035676i,-1.3536e-05-0.0031417i,-0.00088518-0.0024518i,-0.0008845-0.0016458i,-0.0005591-0.0011483i,0.00015927-0.0011142i,0.00090533-0.0014346i,-0.0001846-0.0013492i,-0.00087815-0.00050996i
-0.00059677-0.00019099i,-5.2428e-05-0.0013485i,-0.0003958-0.0013255i,-0.00078216-0.00031246i,-0.00049714+0.00093308i,0.00048845+0.00093477i,0.00033434+0.00079475i,-0.00041868+0.001341i,-0.0010292+0.0019227i,-0.001018+0.0012944i,-0.00027293-0.00038614i,-0.00059706-0.00019138i,-0.00043317+0.00056231i,0.0020821-0.00013402i,0.0031825-0.00085032i,0.0022484-0.00056607i,0.0012615-0.00020795i,0.00086002+4.9234e-05i,0.00079645+0.00023222i,0.00031988-0.0001286i,-0.00011146+0.00030264i,-0.00031497+0.00049648i,-0.00082197-0.0002473i
0.00090128+0.002674i,0.0027239+0.0016565i,0.0039707+0.00084271i,0.0039141-0.0004978i,0.0023418-0.00044987i,-0.00085186+0.00090094i,-0.0026094+0.00076011i,-0.002572-0.00064959i,-0.001811-0.0012714i,-0.0009725-0.00082583i,-0.0011633-0.0006993i,-0.00074402-0.0013011i,0.00095593-0.00096305i,0.0020486+0.0012961i,0.0016318+0.0032696i,0.00083717+0.0029583i,0.00075436+0.0019966i,0.0013082+0.00087981i,0.0010774-0.00032172i,0.00048603-0.0011998i,0.00041587-0.0017786i,-0.00025201-0.0016988i,-0.00068257-0.00074692i
0.0018795+0.00033007i,0.0029191+0.00082202i,0.002905+0.0016932i,0.0014462+0.0018704i,-0.00084977+0.0018345i,-0.0021419+0.0011416i,-0.00198-0.00026863i,-0.0013923-0.0014157i,-0.00078314-0.0016654i,-0.00076121-0.0020986i,-0.0006171-0.0024886i,-6.9502e-05-0.0018075i,0.00013875-0.00041729i,-0.00061474+0.0018451i,-0.00083323+0.0037742i,2.034e-05+0.003658i,0.00088859+0.002088i,0.0010372+0.0006599i,0.0006921+0.0003785i,-0.00039523+2.1136e-05i,-0.00060288+1.0607e-05i,0.00068336+0.00052271i,0.0012386-0.00019733i
0.0012884+0.00090774i,0.0017182+0.0014654i,0.00043385+0.0018273i,-0.0015117+0.0019404i,-0.0013428+0.0015143i,-2.9875e-05-4.3759e-05i,0.0016518-0.0013764i,0.0019326-0.0010598i,0.00058227-0.0011343i,-0.00042722-0.0012477i,-0.00029307-0.00070578i,0.00037043+0.00020231i,-0.001448+0.00097672i,-0.0039709+0.00083185i,-0.00443+0.00070337i,-0.0026481+0.00031539i,-0.00068341+8.3777e-05i,0.00013293+0.00052311i,-4.9841e-05+0.00073225i,-0.00059324-2.4481e-05i,-0.00097746-0.0010072i,-0.00079118-0.001748i,0.00037858-0.0012147i
-0.0016539-0.0015931i,-0.0033894-0.001224i,-0.0044425-0.0012665i,-0.0048373+0.00015351i,-0.0034918+0.0006924i,-0.00040021-0.00060699i,0.00087081-0.00011526i,0.0003432+0.0013753i,0.00051704+0.0013583i,0.00071116+0.00066416i,0.00042612+0.0008473i,-0.0012844+0.0018057i,-0.0031839+0.001645i,-0.0035657+9.9034e-06i,-0.0028845-0.0011352i,-0.0017491-0.00018119i,-0.00094749+0.00067609i,-0.00013004-3.2236e-06i,0.00024933-0.00012477i,-0.00029155+0.00071454i,-0.00044373+0.00072523i,0.00018228+0.00041025i,0.00048292+0.0010369i
-4.1227e-05-0.0014557i,-0.0006624-0.0019072i,-0.0011059-0.0019361i,-0.0010844-0.0015741i,-0.00035556-0.00095636i,-1.688e-05+0.000877i,0.00023837+0.0024518i,-0.00043748+0.0021571i,-0.00033718+0.0014254i,9.751e-07+0.0011124i,-0.00070552+0.00091374i,-0.00097841+0.00037046i,-0.0011566-0.00053946i,-0.00095945-0.0017515i,6.1978e-05-0.0025026i,0.00065495-0.0012363i,0.00087549+0.00037617i,0.001534+0.0015513i,0.0011134+0.0016618i,0.00039741+0.00069584i,0.00015842-0.00013781i,-0.00012403-0.00055525i,-0.00058376-0.0016446i
0.0012567-4.5634e-05i,0.0019968-0.00067943i,0.001916-0.00070172i,0.0002124-0.00085423i,-1.7069e-05+0.00040533i,-0.00044777+0.0031128i,-0.0024487+0.0036834i,-0.0020439+0.0028605i,-0.00083291+0.0027956i,-0.00083188+0.0022961i,-0.0012895+0.0010072i,-0.0013822-0.00049675i,0.00066674-0.00072595i,0.0031652-0.00047887i,0.0039739+0.00058291i,0.0024517+0.0011101i,0.00039177+0.00058715i,-0.00071845+0.00027723i,-0.00076248+0.00023024i,-0.0002592+0.00080414i,-0.00029035+0.0015003i,-0.0012206+0.00082305i,-0.0019702-0.00046564i
-0.001002+3.0544e-05i,-0.00045049+0.00044297i,0.00016004+0.00037475i,-0.00011056-0.00030671i,-0.0013005-0.0001473i,-0.0027147+0.00040487i,-0.0030156+0.00030471i,-0.0023286-0.00014273i,-0.0026284-0.00016159i,-0.003215-7.7316e-05i,-0.0025236-0.00077804i,-0.0014302-0.0015713i,-0.00051596-0.00055001i,0.00027946+0.0017711i,0.00026432+0.0028106i,-0.00065403+0.0023954i,-0.0020978+0.0012137i,-0.0024864+0.00011143i,-0.0013374+8.2826e-06i,-0.00039777+2.4276e-05i,-0.00057676+0.00022058i,-0.0012892+0.00054257i,-0.0012716+0.00046005i
-0.00024706+0.0011988i,4.4692e-05+0.0019082i,8.6509e-05+0.0020332i,3.6271e-06+0.0010563i,-0.0015243-0.00044774i,-0.0030153-0.0020561i,-0.0026178-0.0038083i,-0.0017182-0.0042484i,-0.0017424-0.0033625i,-0.0018939-0.0020349i,-0.001434-0.00069554i,-0.00058207-0.00061531i,-0.0012869+9.6995e-05i,-0.0030177+0.0025863i,-0.0032493+0.0036107i,-0.0013722+0.0022938i,-0.00013479-2.8638e-05i,-0.00089075-0.00071225i,-0.00068633-0.00088776i,-0.00025348-0.0013257i,-0.0003997-0.0010696i,0.0001031-0.0013062i,0.00072233-0.0015535i
-2.8842e-05-0.0021013i,-0.00077363-0.0023031i,-0.0010562-0.0024147i,-0.00032942-0.0012517i,0.00034884-0.001548i,0.00084497-0.0022685i,0.0014881-0.0020896i,0.001818-0.0016037i,0.0013164-0.0018599i,0.00069908-0.0018558i,0.00045467-0.00071308i,-0.00017102+0.00044628i,-0.001235+0.0007999i,-0.0029386+0.00066219i,-0.0036147+0.00033948i,-0.0021589-0.00084342i,0.00065344-0.0018287i,0.0026552-0.0023333i,0.0020444-0.002515i,-7.2761e-05-0.0022689i,-0.00073106-0.001598i,-0.0002162-0.0011125i,-0.00041228-0.00074555i
0.0013252-0.00023243i,0.0012299-0.00040947i,3.3905e-05-0.00044666i,-0.0013593-0.00030625i,-0.00037463+0.00064403i,0.0022524+0.0012831i,0.0034774+0.0025633i,0.0020949+0.00295i,0.001837+0.0014142i,0.0021766+0.00016646i,0.00090562+0.00063663i,-0.00048124+0.0011083i,-0.0015917+1.734e-05i,-0.0024064-0.0013407i,-0.0017555-0.0021013i,0.00045642-0.0015562i,0.0016849-0.001412i,0.001567-0.0015586i,0.0016571-0.0010178i,0.0014109-0.00040214i,0.0011286-0.00013734i,0.00060693+0.00051192i,0.00057112+0.0013528i
-0.00035863+0.00098886i,-7.1202e-05+0.00059669i,5.3295e-05+0.0011031i,-0.00038026+0.00095739i,0.00023478+0.0011587i,0.00081426+0.0027171i,-0.00064356+0.0035749i,-0.001929+0.0032497i,-0.0016526+0.002913i,-0.00054365+0.0018468i,-0.00061993+0.0007342i,-0.0015357+0.0003185i,-0.0017475-0.0010316i,-0.0010541-0.0030615i,0.00015453-0.003205i,0.00097208-0.0010602i,0.00072517+0.001136i,0.0012284+0.0015241i,0.0019178+0.0015952i,0.001072+0.0012672i,6.9971e-05+9.5101e-05i,-0.00021344+0.00017241i,-0.00041713-3.4845e-05i
0.00037892-0.0003093i,0.00023861+0.00043879i,-0.0011093+0.00066994i,-0.0031896+0.00077398i,-0.0041296+0.0014637i,-0.0038683+0.0032178i,-0.0038146+0.0026904i,-0.0035979+0.00032843i,-0.0025837-0.00031241i,-0.0021259+9.1514e-05i,-0.0025764+0.00030688i,-0.0020321-0.00015074i,-0.00095274-0.00058998i,0.00039956+0.00037761i,0.0016617+0.0016177i,0.0015171+0.0021326i,-5.1064e-05+0.0025421i,-0.00069438+0.0027898i,-0.00055014+0.002223i,-0.00070936+0.00097081i,-0.0011977+0.0013489i,-0.0023946+0.0021258i,-0.0026619+0.0015041i
0.00086115-0.0025093i,0.00056802-0.001239i,-0.0016271-0.0017706i,-0.0036573-0.0023296i,-0.0044617-0.0014832i,-0.0051944-0.0010536i,-0.0037567-0.0022431i,-0.001618-0.0029306i,-0.0020854-0.0023603i,-0.0030381-0.0018134i,-0.0028721-0.0014243i,-0.0025537-0.00072529i,-0.0011753+0.00083005i,0.0009421+0.0029326i,0.0015522+0.0039778i,0.0011641+0.0032105i,0.0003365+0.0020141i,-0.0004175+0.00041837i,-0.00080831-0.00096037i,-0.0015128-0.00081464i,-0.00183-0.00019531i,-0.0021551-0.00017736i,-0.0018567-1.0506e-05i
-0.00028407+0.0033289i,-0.0001741+0.0032278i,0.0017005+0.0031009i,0.0021333-0.00015918i,0.0015633-0.0025055i,0.0014287-0.0043315i,0.0021034-0.0050053i,0.0028994-0.0032805i,0.00202-0.0018051i,0.00065035-0.0018396i,0.00017892-0.0020705i,0.0010105-0.0016697i,0.00094151-0.00014336i,-0.00077695+0.0013686i,-0.0025836+0.0019968i,-0.0027392+0.0017229i,-0.0017035-6.3864e-05i,-0.001158-0.001919i,-0.0017996-0.001987i,-0.0019655-0.0023389i,-0.0017207-0.0030086i,-0.0014952-0.0031087i,-0.00018897-0.0024526i
-0.0028418+0.0015144i,-0.0029785-3.2351e-05i,-0.0011023-0.0011742i,0.0017301-0.0010894i,0.0025927-0.00043622i,0.0030717-0.00050692i,0.0036644-7.0369e-05i,0.0026633+0.00086035i,0.0014451+0.00023764i,0.0009489-0.00053316i,0.00038762-0.00074526i,-0.00057265-0.00055807i,-0.002328-0.00026727i,-0.0036248-0.00051411i,-0.003891-0.0013915i,-0.0034621-0.0014642i,-0.002236-0.00062972i,-0.00039492-0.0011068i,0.00078888-0.0019939i,-0.00028413-0.0015311i,-0.00076594-0.0015393i,0.0003293-0.0018218i,0.00080117-0.00084747i
-0.0020598-0.0013703i,-0.0022498-0.0016161i,-0.00038456-0.00056648i,0.00093337+0.0032012i,0.0012258+0.0048589i,0.0021456+0.0050392i,0.0017957+0.005506i,-3.608e-05+0.0042532i,8.8165e-05+0.0022929i,0.00043281+0.00076891i,-0.00039151-0.00011111i,-0.00057252+2.3509e-07i,-0.0015525+6.2546e-05i,-0.0027764-0.00065181i,-0.0027183-0.0013272i,-0.00090364-0.0012613i,0.0014151-0.00036789i,0.0025929+0.00030283i,0.0027616+0.00053206i,0.0024297-0.00021834i,0.0028878-0.00065297i,0.0024611+0.00049896i,0.0015511+0.00098634i
0.0030207-0.0011474i,0.0030884+0.00034651i,0.0034652+0.0020183i,0.00094849+0.0042857i,-0.0029068+0.0050798i,-0.0038482+0.005257i,-0.0038804+0.0044086i,-0.0047681+0.0028775i,-0.0041155+0.0016129i,-0.0021163+0.00098181i,-0.0018092+0.00073763i,-0.0022158+0.00082919i,-0.0017679+0.0010337i,-0.00097777-0.00015371i,0.00103-0.00083429i,0.0020922-0.00074346i,0.002271-0.0007925i,0.0023683-0.00060776i,0.0022077-0.00019147i,0.0013829+7.502e-05i,0.00060757-0.00053232i,0.00070444-0.00079328i,0.0011082-0.00012047i
0.0024751+0.0038292i,0.0026811+0.0044672i,0.00020367+0.0036451i,-0.0039126+0.0011979i,-0.0068175-0.00089587i,-0.0072111-0.0014268i,-0.0063382-0.002283i,-0.0053234-0.0033788i,-0.0037225-0.0029132i,-0.0026436-0.002295i,-0.0011371-0.0014552i,-7.1897e-06-0.00067372i,-0.00011677-0.00113i,0.0001039-0.0019306i,0.0014057-0.0014776i,0.0019486-0.00046899i,0.0011664-0.00014614i,0.00015583+0.00011224i,-0.00088975+0.00079023i,-0.0016569+0.00066141i,-0.0018951+0.00067954i,-0.0018971+0.0016223i,-0.0013415+0.0018434i
-0.0021064+0.0013014i,-0.002651+0.00079433i,-0.0053699+0.00051886i,-0.0056094-0.002664i,-0.0035257-0.0055585i,-0.0020652-0.0067486i,-0.00093666-0.0072201i,0.00053687-0.006036i,0.0011231-0.0042093i,0.00079352-0.0022883i,0.00076159-0.00050994i,0.00045509-0.00034945i,-0.00042542-0.0010866i,4.7551e-05+1.6946e-05i,0.001917+0.0010932i,0.0021713+0.0018995i,0.0014961+0.0017604i,0.00037311-7.7014e-05i,-0.0014628-0.0014461i,-0.0021982-0.0010026i,-0.00078194-0.00012459i,-0.00025596-0.00030761i,-0.0010321+8.4992e-05i
-0.0032776-0.0015166i,-0.0049693-0.0033474i,-0.005936-0.0051992i,-0.0029421-0.0065434i,0.0024072-0.0049865i,0.005103-0.0028237i,0.0057265-0.0025294i,0.0059868-0.0020298i,0.0047183-0.0014051i,0.0020123+0.00011163i,-0.00027937+0.00082561i,-0.00066819+0.00021227i,-0.0010119+0.00066775i,-0.0018518+0.0014667i,-0.0016041+0.0026281i,-8.136e-05+0.0034991i,0.0010082+0.0033899i,0.0015728+0.0014988i,0.001662-0.0018389i,0.00042015-0.0029026i,-0.0013122-0.0014932i,-0.00081434-0.0020725i,0.00078884-0.0035278i
-0.00016831+0.00048978i,0.00083778-0.0021904i,0.0041864-0.0044327i,0.0084967-0.0017775i,0.0084363+0.0032725i,0.0055636+0.0049523i,0.0043449+0.0065215i,0.0031919+0.0071974i,0.002123+0.0045466i,0.00045859+0.0013196i,-0.0015322-0.00044491i,-0.0017225+9.2679e-05i,-0.0019995+0.0011123i,-0.0029451+0.0012269i,-0.0024067+0.0019152i,-0.001867+0.0027524i,-0.0013098+0.0020951i,0.00078806+0.0009265i,0.0022373-0.00050655i,0.0012903-0.0012381i,0.00040311-0.0012389i,0.00035148-0.0017282i,-0.00056221-0.0018957i
0.0014356+0.00085753i,0.0038205+0.00047494i,0.0078273+0.0029842i,0.0073119+0.0077446i,0.0023142+0.010112i,-0.0014081+0.0092383i,-0.0038459+0.0081544i,-0.0047182+0.0069534i,-0.0033575+0.0051551i,-0.0019324+0.0024373i,-0.0012741+0.00049112i,-0.0017824-0.00020942i,-0.0019688-0.00061579i,-0.0020683-0.00083688i,-0.0025694-0.0011261i,-0.0030588-0.00033698i,-0.0027558+0.00066784i,-0.0012359+0.0011474i,0.00083677+0.0012166i,0.0018467-0.00061388i,0.001558-0.0010567i,0.001891+5.9627e-05i,0.0020096+0.00020492i
0.001172+0.0029619i,0.0022948+0.004909i,0.0018852+0.0094958i,-0.002682+0.012189i,-0.0083854+0.0089536i,-0.0096351+0.0035027i,-0.0090271+0.0004467i,-0.0085969-0.0005033i,-0.0067716-0.0012742i,-0.0034105-0.0013417i,-0.00069803-0.00099186i,-0.0005645-0.00087617i,-0.00081363-0.0013677i,-0.00081345-0.0024948i,-0.0012909-0.0027351i,-0.0011249-0.0020702i,-0.0011777-0.00035288i,-0.0018615+0.0023716i,-0.002597+0.0035014i,-0.0022685+0.002797i,-0.0012654+0.0010604i,-0.00057409+1.9893e-05i,0.00087082+0.00034491i
0.00060136+0.00071559i,-0.00080927+0.0035916i,-0.006874+0.0058917i,-0.014159+0.0018863i,-0.013615-0.0056425i,-0.0083868-0.0081115i,-0.0051982-0.0074113i,-0.0037729-0.0074016i,-0.0035024-0.0059297i,-0.0026755-0.003658i,-0.0012184-0.0023485i,-0.00013483-0.0018756i,-0.00064037-0.00078138i,-0.00084673+0.0007161i,0.000618+0.00052643i,0.0020972-0.00083012i,0.0015576-0.0011807i,-0.00029591-0.0003424i,-0.001714+0.00096782i,-0.0018655+0.0013866i,-0.0014826+0.0012254i,-0.0019148+0.0017847i,-0.0025548+0.0024196i
0.00065603+0.0030806i,-0.0038166+0.0031302i,-0.0086628-0.00067291i,-0.0080866-0.009725i,-0.001647-0.014196i,0.0039566-0.011615i,0.0058126-0.010103i,0.0053071-0.0083759i,0.003708-0.0052286i,0.002626-0.0025885i,0.0013393-0.0010246i,-0.00075385+3.7604e-05i,-0.0020607+0.0012514i,-0.0004535+0.0019796i,0.0012547+0.0013113i,0.0011606-7.0793e-05i,0.0017194-0.0016398i,0.0010485-0.0027353i,-0.0011657-0.0037022i,-0.0011079-0.0034026i,-0.0001237-0.003011i,-0.0010434-0.0029848i,-0.0021217-0.00099487i
-0.0044514-0.00060188i,-0.0065122-0.0051565i,-0.0053625-0.011394i,0.0029793-0.014643i,0.012358-0.0086646i,0.013257-0.0006553i,0.010738+0.0022431i,0.0090549+0.0015389i,0.0063287+0.00057038i,0.0032758+0.0006949i,0.00059082+0.0017663i,-0.00030048+0.0020255i,-0.00031895+0.0014033i,0.00017537+0.0017937i,0.0012419+0.0025601i,0.0021706+0.0021321i,0.0025267+0.00015155i,0.0023822-0.0024284i,0.001221-0.0042076i,-0.0010027-0.004194i,-0.0017596-0.0029238i,-0.0011737-0.0025777i,-0.0012484-0.0036868i
