-0.0055102+0.00059515i,-0.0048373-0.00015363i,-0.0054033+0.0021934i,-0.0045956+0.0047266i,-0.0019178+0.0049249i,-0.00030974+0.0031406i,0.00021283+0.0021593i,0.0013288+0.0021484i,0.0011716+0.0020873i,0.00050559+0.0017842i,0.0011753+0.0011874i,0.0011362+0.00065912i,0.0006458+0.00076907i,0.00094768+0.00056345i,0.00093341-0.00014888i,0.00045867-4.4361e-05i,0.00021909+0.000484i,8.5954e-05+0.0004231i,-0.00012065-0.00022252i,-0.00028641-0.00067078i,-0.00025207-0.00029909i,0.00048051+0.00016759i,0.00067696+1.2647e-05i
0.00039472-0.002259i,0.00030546-0.0023527i,0.00048522-0.0028832i,-0.00014166-0.0012474i,-0.00093292+0.0007584i,-0.0010537+0.001162i,-0.00033278+0.00021803i,0.00015997+0.00027106i,-0.00025297+0.0010231i,-0.00079087+0.0005359i,-0.00084841+0.0001891i,-0.00039021+0.0006771i,-4.8136e-05+0.0013203i,0.00052565+0.0017102i,0.00082962+0.0013777i,0.00048252+0.00055114i,-0.00014463-0.00053368i,-0.00056528-0.00094481i,-0.00073802-0.00055412i,-0.0011094+0.00048118i,-0.00088183+0.00071946i,-0.00028613+0.00078885i,-2.4467e-06+0.0013441i
-0.00012881+0.0003298i,-0.00022761-0.00014851i,-0.00086259-0.0015347i,-0.00066367-0.0015607i,-0.00042128-0.00098844i,-0.0012808-0.00091998i,-0.0012739-0.00088037i,-0.00061599-0.00032446i,-0.00065541+0.00023127i,-0.0011217+0.00015793i,-0.0011913+9.4333e-05i,-0.0005677+0.00065874i,-0.00045924+0.0017284i,-4.0265e-05+0.0015727i,0.00047055+0.00083055i,0.00037413+0.00078402i,0.00050248+0.00053912i,0.00024193+0.00043442i,-0.00020554+0.0012262i,-0.0005747+0.0012739i,-0.00046017+0.00071579i,-0.00043375+0.00014736i,-0.00082631+0.00051757i
4.1803e-05+0.00025739i,-2.2261e-05+7.7895e-05i,-0.00074835+0.0015452i,-0.00034205+0.0016196i,0.0005138+0.00099334i,0.0012179+5.9638e-05i,0.0013128+0.00010429i,0.00089828+0.00045502i,0.00016742+0.00012735i,-0.00012573+0.0005108i,0.00013511+0.0012224i,0.00069722+0.0010006i,0.0013449-3.9678e-06i,0.0021573+0.00036941i,0.002398+0.0013628i,0.0013104+0.00063655i,0.00028297-0.0001443i,0.000148-0.00011805i,0.0005173-9.2378e-05i,0.00029227-6.2761e-05i,-0.00068344-0.00020582i,-0.0009806-0.00027365i,-0.00094452+0.00030359i
-1.6712e-06+0.0027048i,-0.00073656+0.0029585i,-9.0525e-05+0.0034465i,0.0011936+0.0024799i,0.002215+0.00088262i,0.0014434-0.0003634i,-0.00014231-0.00042958i,-0.00062001+0.00018143i,-0.00014855+0.00065655i,-4.9267e-06+0.0005826i,0.00055084-0.00013801i,0.00097202-0.00066664i,0.00029944+1.5336e-05i,-0.00041128+0.00054884i,-0.00058839+0.00045844i,-0.00081863-7.2539e-05i,0.00019885-0.00081909i,0.00095121-0.0010797i,9.3214e-05-0.0009036i,-0.00051732-3.1768e-05i,-0.00010419+0.00039029i,0.00018478-3.7711e-05i,0.00045665-0.00064115i
0.0013878+0.0014923i,0.00092665+0.00014833i,0.0011029-0.00028107i,0.00063201-0.0015339i,0.00079776-0.0015317i,0.00094206-0.00087803i,0.00036908-0.00063562i,0.00051576+0.00036992i,0.00069198+0.0010071i,0.00044697+0.00083446i,0.00042987+0.00031644i,6.6415e-05+0.00032461i,0.00044352+0.0003275i,0.0010554+0.00017574i,0.00038532-8.2465e-05i,0.00051402-0.00066715i,0.0010096-0.0011966i,0.00020125-0.0011815i,-0.00013062-0.00059298i,-0.00013442-0.00022284i,-2.8813e-05-0.00019006i,0.00055131-3.5802e-07i,0.00044534-6.0493e-06i
-9.32e-05-0.0002073i,-9.0741e-05+0.00055316i,0.00027169+0.00091921i,0.0013049+0.00093451i,0.0011761+0.0016586i,0.00082334+0.0015008i,0.00045852+0.00062145i,-0.00012489+8.488e-05i,-0.00031479-0.00010545i,-0.00023804+0.0010235i,9.9317e-06+0.00090322i,0.00011592-0.00025117i,0.00020849-7.6893e-05i,0.00017129+0.00014007i,0.00029258+0.00033233i,0.00018443+0.00025592i,-0.00023771-0.00055307i,-1.5182e-05-0.00024199i,-1.4851e-05-7.5721e-05i,0.00040998-0.0003593i,0.00078689+5.0139e-05i,0.00021791-7.8401e-05i,-0.00013408-0.00017554i
-0.0024768+0.0020422i,-0.003009+0.0026169i,-0.0023435+0.0037045i,-6.8241e-05+0.003378i,0.00069916+0.0023257i,0.00083296+0.00053771i,0.00094879-0.00034425i,0.00061462+0.00018884i,0.00055122+0.00059246i,0.00084234+0.00066421i,0.0005283+0.00079026i,-9.6008e-05+0.0010779i,0.00017222+0.0013223i,0.00038973+0.0013906i,-0.00012167-1.1897e-05i,-0.00056027-0.0015433i,-0.00029703-0.0012553i,-6.3496e-05-0.00041158i,-0.00033694-0.00015639i,-0.00050798+0.0004042i,-0.00032897+0.00047807i,0.00035726+0.00027176i,1.3513e-05+0.00091064i
5.6282e-05+0.0011999i,0.00092557+0.0012505i,0.00066511+0.0015268i,0.00077569+0.0012995i,0.00041776+0.00045098i,-0.00024239+0.00022418i,-0.00047523+0.0010749i,-0.00038345+0.00067191i,0.00015946-5.0807e-05i,0.00028521+0.00019458i,-0.0003711+3.1375e-05i,-0.00069088+0.00016656i,-3.0197e-05+0.00060919i,0.00025457+0.00078736i,-0.00014231+0.00026976i,-0.00010657-7.3758e-06i,-3.276e-05+0.00018506i,-0.00019462+0.0003014i,-0.00083946-9.126e-05i,-0.0011412-0.00034833i,-0.00070332-2.4926e-05i,1.3123e-05-4.3443e-05i,6.573e-05-0.00035578i
-0.00073362+5.0349e-05i,-0.0010844-7.3508e-05i,-0.00078869+4.8877e-05i,-0.00083661+0.00067079i,-0.00058797+0.00056633i,0.00035441-1.5358e-05i,0.00078319-5.3462e-05i,0.00053731+0.00034409i,0.00041857+0.0007927i,0.00084751+0.000743i,0.00091056+0.00049794i,0.000749+0.0010142i,0.00094069+0.0014814i,0.0015482+0.0011101i,0.0012449+0.00042791i,0.00024918-3.4598e-05i,-0.000665+0.00014253i,-0.00097526+0.00010563i,-0.00026684-0.00026155i,0.00048456-7.0577e-05i,0.00034603+0.00035476i,0.00018168+0.00031981i,0.00044696+0.00044065i
-0.0016467-0.00068336i,-0.0013252-0.00067405i,-0.00040309-0.00029586i,-7.6256e-05+0.00061069i,0.00068762+0.0016898i,0.0010289+0.0019191i,0.0010176+0.0015362i,0.00077598+0.00086248i,0.0004769-0.00010237i,-0.00018118+0.00025527i,-0.00041333+0.0010088i,9.1528e-05+0.00073079i,0.00072435+0.00043884i,0.00083385-0.00013211i,0.00022265-0.00078849i,0.0004557-0.0009331i,0.00066778-0.00042369i,0.00031226-0.00011418i,-0.00029936-6.815e-05i,5.2991e-05-4.7109e-05i,0.00069627+3.1992e-05i,0.0003965+3.786e-05i,-3.5508e-05-0.0005617i
-0.0019585-0.0012367i,-0.0013736-0.0010332i,-0.0018739-0.00045005i,-0.0021487+2.6689e-05i,-0.00078511-5.0697e-05i,0.00015912+0.00017962i,0.00037138+0.0006178i,0.00056807+6.5362e-05i,0.00061926-0.00014253i,0.00011083+0.00075934i,-6.9593e-05+0.00068088i,0.0005582+0.00038376i,0.0009797+0.00097191i,0.00069012+0.0013652i,0.00016724+0.0010652i,0.00028986+0.00061726i,0.00040537+0.00042944i,0.00066425+0.00064439i,0.00058884+0.00072449i,8.4522e-05+0.00085833i,-0.00030807+0.00074775i,-0.00098519+0.00089848i,-0.0010213+0.00064781i
-0.00025071+0.00051173i,0.00044441+0.00074051i,0.00081641+0.001075i,0.0010595+0.00068786i,0.00061959+8.3976e-05i,-0.0001816+8.5981e-05i,-0.00063662+0.00025677i,-0.00041218+0.00075886i,2.1946e-05+0.0011476i,-0.00038684+0.00097789i,-0.00029494+0.00087943i,0.00024591+0.00098215i,0.00024825+0.00093508i,2.3018e-05+0.0011198i,0.00043879+0.001017i,0.00026392+0.0002321i,-0.00033882-0.00063935i,-0.00036106-0.00099693i,-0.00021917-0.00063183i,-0.00011102+6.7945e-05i,-2.6733e-05-0.00026904i,0.00028924-0.00068975i,0.00051449-1.3894e-05i
0.0005266-4.6563e-05i,0.00025018-0.00051899i,0.00053373-0.00068689i,0.00032155-0.00035266i,-0.00033347+0.00021263i,-0.0011317+0.00097024i,-0.0011194+0.00069249i,-0.0011041+0.00022055i,-0.0012329+0.00039512i,-0.00044397+4.2563e-05i,0.00043098+0.00027515i,0.00012943+0.0017944i,-0.00014411+0.0020577i,-0.00024531+0.0020533i,-0.00011104+0.0013298i,0.00013282+0.00040799i,6.9419e-05+0.00032491i,0.00011244+0.00045997i,-0.0001462+0.00067131i,-0.00051556+0.00080041i,-0.00060255+0.00078424i,-0.00024235+0.0003707i,-0.0003586-0.00075637i
0.0009752+0.001689i,-9.0455e-05+0.0015695i,0.00068226+0.00095952i,0.0022991+0.00015526i,0.002752-0.00040329i,0.0017986-0.00021088i,0.00083771+0.00046366i,0.00034247+0.00056181i,0.00022858+0.00045172i,-0.00018754+0.00049836i,-0.00015849+0.0002688i,0.00023432-2.1517e-05i,-5.0866e-05+7.5981e-05i,0.00029048+9.9775e-05i,0.00068821+0.00066187i,0.00028119+0.00015302i,4.715e-05-0.00091782i,0.0003497-0.00098046i,0.00013894-0.0010115i,-0.000115-0.00073778i,1.5213e-05-0.00011571i,7.372e-05-0.00078197i,-0.0004514-0.00083082i
0.00063882-0.00061809i,0.0014685-0.0018079i,0.00090357-0.0029036i,0.00027048-0.0021833i,0.00076748-0.001371i,0.0011661-5.2847e-05i,0.00069441+0.0012365i,-0.00021762+0.0014913i,-0.00067351+0.00039852i,-0.00014515+0.00020351i,0.00017423+0.00078776i,-0.00042162+0.00067382i,-0.00061456+0.00085613i,-0.0001644+0.00093714i,-0.00013996+0.00076034i,-0.00035293+0.00020179i,-7.7412e-05-0.00039252i,0.00010881-0.0011537i,-0.00020582-0.0011755i,-0.00088153-0.00098251i,-0.0016472-0.00090171i,-0.0019662-0.00094782i,-0.0013171-0.0010796i
-0.00034899+0.00024345i,0.001725+0.0014756i,0.0017611+0.0017063i,0.00099629+0.00095278i,0.0010878+0.00049831i,0.00063776-0.00020552i,0.000517-0.00049818i,0.00074779-0.00016426i,0.00061102+0.0003875i,0.0002885+0.00066146i,-8.1384e-05+0.0010507i,-0.00057523+0.00083898i,-0.00041124+0.00038716i,0.00054768+0.00070101i,0.00060058+0.00026627i,0.00043984-0.0010395i,0.00053808-0.001531i,0.00083379-0.00064236i,0.00065169+0.00060109i,-0.00045241+7.4165e-05i,-0.00094039-0.0012256i,-0.00023905-0.00098559i,0.00013131-0.00032867i
-4.0826e-06-0.00028142i,-0.00062689+0.00031921i,-0.00034328+0.00016295i,-0.00022117-0.00044961i,3.348e-05-0.0003891i,-0.00052566+0.00021719i,-0.00098994+0.00050326i,-0.00086882+0.00028329i,-0.00075427+0.00053027i,-0.00041809+0.00038922i,0.00012016-3.3489e-05i,-0.00020089-0.00022205i,-0.00049179+0.00024429i,-0.00071644-0.00010809i,-0.00019156-0.00011461i,0.00093281+0.00059959i,0.00089637+0.00037644i,-0.00013985-0.00018659i,-0.00060527-0.0012454i,-0.00021429-0.0016428i,-8.86e-05-0.00089202i,-4.7273e-05-0.00046666i,3.9985e-05+0.00014396i
-0.0028868-4.9704e-05i,-0.002774-0.00027572i,-0.0028048+0.0011163i,-0.0014781+0.0016732i,-0.00010647+0.0015682i,0.0010849+0.00099855i,0.0012138+0.00055026i,0.0003209+0.00034486i,0.00025799+6.1925e-05i,0.00052937+0.00038203i,0.0006849+0.0010676i,0.0010419+0.00099939i,0.0013975+0.00074712i,0.0011689+0.00091967i,0.0012411+0.0012079i,0.0013323+0.00095589i,0.00044571+6.6436e-05i,-0.00027052-0.00033717i,-0.00021257-0.00015747i,-0.00022646-0.00034223i,-0.00026094-0.00032533i,0.00045287-0.00019562i,0.0011882-0.00035438i
0.00068297-0.00040595i,-1.5319e-05+0.00089409i,-0.00017378+0.0017642i,0.00064448+0.00062375i,0.00071143+0.00019228i,0.00042936+0.00025024i,0.00052384-0.00053005i,0.00040282-0.00053443i,0.00032573+0.00036165i,0.00039245+0.00073134i,0.00080489+0.00058192i,0.00064866+0.00049643i,-0.00010541+0.00044518i,-0.00033792-0.00035314i,9.4248e-06-0.00075339i,0.00021236-0.0012527i,-0.00031638-0.0015932i,-0.00016941-0.00052093i,0.00016747+0.00077095i,6.0714e-05+0.0014223i,-0.00020564+0.0013231i,-0.00034109+0.00060728i,-0.00045741-7.8517e-05i
0.0010077+0.0012191i,0.0017647+0.00051494i,0.0022642-4.6638e-05i,0.0020477-0.00050435i,0.0019878-0.00022756i,0.0012394+0.00020239i,0.00072464-0.00016848i,0.00063401-0.0002154i,0.00023111-0.0002134i,-0.00030142+0.00058655i,0.0001272+0.0014461i,0.00062927+0.0016365i,0.00040984+0.0014662i,1.8303e-05+0.0009953i,1.4876e-06+0.00057111i,-0.00018192+0.00030293i,-0.00055401+0.00010296i,-0.00025309-0.00022325i,0.00018714-9.5415e-05i,0.00017951+0.00031887i,0.00031317+0.00028139i,-0.00029548+0.00013833i,-0.0011103-0.00039235i
-0.00045841-0.0028397i,-0.0010503-0.0024018i,-0.0022356-0.0020142i,-0.0019769-0.0019445i,-0.00059262-0.0011519i,-0.00062351-0.00015671i,-0.00048615+0.00062108i,-0.00021248+0.00094729i,-0.00043497+0.00048029i,-0.00060424+0.00028849i,2.9432e-05+0.00083239i,0.001002+0.00071521i,0.00070481-0.00030221i,0.00045141+0.00014513i,0.00044504+0.00031989i,0.00044465+0.00010308i,0.00020887+0.00045512i,0.00014838+0.0009804i,-3.2505e-05+0.00097088i,-0.00034793+0.00021076i,-0.00062817-0.00047735i,-0.00082419+0.00033405i,-0.0011626+0.0012716i
-0.0014376-0.00025052i,-0.0010148+0.00027501i,-0.00049175+0.0010144i,-2.2628e-05+0.0011688i,-0.00047836+0.00068517i,-0.00051679+0.00013234i,-0.00011265+0.0002201i,0.00035936+0.00039348i,-6.5847e-05+0.00025995i,-0.00016293+0.0002355i,0.00049563-0.00015304i,0.0012097-0.00025668i,0.00095354+5.3209e-05i,2.6364e-05+0.0014344i,0.0010023+0.0013615i,0.0012717+0.000693i,-0.00018565+0.00088789i,-0.00068811+0.00067499i,-0.00056231+0.00061964i,-0.00018051+0.00057037i,5.947e-05-5.1106e-05i,0.00014675-0.00017604i,0.00030057-0.00027344i
0.0013008+0.00016413i,0.0011154+0.00014248i,0.00057176-1.9934e-05i,0.00034379+0.00028741i,0.00011907+0.00051i,-0.00035703+0.00051648i,-0.00035793+0.00070585i,0.00015784+0.00093549i,0.00036921+0.00062374i,0.00031856+0.00093345i,0.00020092+0.00095162i,9.1872e-06+0.00031443i,0.0002559+0.00047208i,0.0004286+0.00071186i,0.0008222+0.0011037i,0.0012621+0.00069964i,0.0012877+0.00025652i,0.00061612+0.00053675i,-3.072e-05+0.00080867i,-0.00046617+0.0010016i,-0.00066304+0.00056722i,-0.00068641+1.6278e-05i,-0.00042386-0.00020092i
0.00076504+0.0014473i,0.0017485+0.0014677i,0.0019214+0.0021852i,0.0022921+0.0012052i,0.0025969+8.0205e-05i,0.0019649+0.00016699i,0.00037187+0.00090318i,-0.00046223+0.0011936i,-0.00017939+0.00097855i,-0.00014967+0.00069313i,-0.00048102+0.00021242i,-8.5628e-05-0.0004321i,5.2651e-05-0.00066704i,2.1695e-05+0.00038836i,-0.00039582+0.00074313i,-0.00059741+0.00033494i,-0.00032853+0.00015651i,0.00027233-0.00012636i,0.00030442-0.00033644i,-0.00045218-0.00047708i,-0.00031099+6.0691e-05i,-0.00019272+0.00040968i,-0.00061968+0.00024118i
-0.0017494-0.00095129i,-0.0025318+0.00049448i,-0.0026515+0.001467i,-0.0021928+0.0014655i,-0.0010532+0.0012434i,0.00040855+0.0013351i,0.00052241+0.0010889i,2.5364e-05+0.00044451i,-3.1079e-06+9.5216e-05i,-0.0003927+0.00047115i,-0.00059162+0.0011383i,-0.00033662+0.00086066i,-0.00020331+0.00050863i,-0.0002659+3.169e-05i,-7.3984e-05-0.00071291i,0.00029612-0.00078808i,0.00072777-6.2378e-05i,0.00042452+0.00015894i,0.00046983+7.703e-05i,0.00053743+0.00084437i,-0.00015706+0.00041118i,-0.00053877-0.00011824i,-0.00036639-0.00012625i
-0.00064273-0.0012561i,-0.00097539-0.0021676i,-0.00070098-0.0018695i,-0.00019252-0.00033695i,0.00025624+0.0014558i,0.00021628+0.0015623i,0.00055393+0.0007071i,0.0014727+0.00092601i,0.00064117+0.00065215i,-0.00036455+4.6857e-05i,-0.00016064+8.542e-06i,0.00068458-1.6874e-05i,0.0010941+0.00038281i,0.00037658+0.00067087i,-2.8551e-05+0.00022452i,0.00011505+1.0389e-05i,0.00013153-1.1067e-05i,0.00011952+0.00056628i,-3.4489e-05+0.00055958i,-7.4051e-05+0.00028644i,9.6299e-05+0.00069228i,-0.00027275+0.00070143i,-0.00030946+0.00036667i
-0.00069945+0.00010342i,-0.00028339+0.00083456i,-0.00041085+0.00081646i,-0.00026538+0.00080425i,0.00045598+0.0015672i,0.00097092+0.0012849i,0.00031525-0.00013817i,-0.00057451-9.272e-05i,-0.00011904+0.00065946i,1.9335e-05+0.0013907i,-7.676e-05+0.0015057i,0.00056026+0.0012314i,0.00035123+0.0017849i,-0.00035319+0.0018643i,-0.0004884+0.0011449i,-0.00035028-0.00018516i,-0.00015541-0.0011425i,-0.00024326-0.0012356i,-3.6036e-05-0.00059824i,0.00014538+0.00025855i,0.00011835+0.00038174i,0.0004635+0.00082041i,0.00076107+0.0011614i
0.00026017+0.00047711i,-0.00015648+0.00029704i,0.00024726-0.00061802i,0.0017963-0.00063454i,0.0024413-0.00055137i,0.0014436-0.00040203i,0.00019917+0.00022618i,-0.0002323+0.00043963i,-0.00034111-0.00020094i,-0.00041584-5.6595e-05i,6.5238e-05+0.00047857i,0.00074+0.00040617i,0.00072747+0.00048926i,0.00065581+0.0008331i,0.00023273+0.00031749i,0.00037281-1.0169e-05i,0.00068707+0.00025221i,0.00029623-0.00021571i,0.00028338-0.00018371i,9.7574e-05-0.00038893i,-0.00030818-0.00091652i,-0.00021134-0.00042468i,-0.00033586+9.5101e-06i
-0.0021656-0.0011718i,-0.0017685-0.001066i,-0.0016839+0.0003621i,-0.0010818+0.001359i,-0.00031146+0.0012936i,0.00067337+0.0011549i,0.00069743+0.0010067i,0.00044304+0.00011008i,-1.4785e-05-0.0004376i,0.00011233-7.6507e-05i,0.00068841+0.0004473i,0.00091405+0.0005459i,0.0010122+0.00056775i,0.0015433+0.00088852i,0.0022194+0.00040034i,0.0018951-3.0408e-06i,0.00099138+2.2176e-05i,-0.00031478+0.00015655i,-0.0011242-0.0001545i,-0.00087031-0.00024381i,-0.00024835+0.00014413i,-4.9757e-06+0.0001002i,-0.00041758+4.0419e-05i
0.00028284+0.0006417i,6.5254e-05+0.00070889i,-0.00058969+0.00038895i,-0.00019096+0.00011746i,0.00049812+0.0011311i,0.00046704+0.001275i,0.0009132+4.3646e-05i,0.00063199-0.00094773i,-3.7061e-05-0.00099812i,0.00035382-4.6602e-05i,0.00012127+0.00048004i,-0.00041706+0.00041601i,0.00016024+0.00081151i,0.00019171+0.00092958i,7.4357e-05+9.9e-05i,0.0005688-0.00028064i,-2.5044e-05-6.2631e-05i,-0.0010726-0.00025741i,-0.0010544-0.00039601i,-3.0612e-05+0.00013888i,0.00033081+0.0011289i,0.00014502+0.00052258i,0.00049036+9.8117e-05i
0.00017681-0.00062271i,0.00044125-0.00021362i,0.0013686+0.0007923i,0.0010266+0.00033646i,0.000988-0.00090172i,0.00071256-0.00085151i,0.0003259+7.8975e-05i,0.00033538+0.00063697i,0.00053271+5.4452e-06i,0.00015436-0.00054601i,-0.00034268+0.00037602i,-0.00062139+0.0009715i,-0.00061306+0.00056969i,-3.2033e-05+0.00032583i,-3.1336e-05+3.1721e-05i,-0.00025659-0.00048761i,-0.00036928-0.00079152i,-0.00022892-0.00036129i,-0.00034133-0.00032214i,-0.00021939-0.00094403i,7.3381e-05-0.0008039i,0.00019973-0.00022878i,4.4008e-05+0.00011665i
-0.00021901-0.001393i,0.00012653-0.0016343i,-2.7665e-05-0.002177i,0.00021675-0.0017498i,4.919e-05+0.00014954i,-0.00015948+0.00068036i,2.4612e-05+0.00060537i,0.00013911+0.00041638i,0.00040242+0.00046557i,0.00015582+0.000661i,-0.00030075+0.00018691i,-0.00016579-2.353e-05i,0.00042934+0.0004234i,0.00036351+0.00068907i,9.8585e-05+0.00080701i,0.00072109+0.00086105i,0.00089758+0.00015315i,0.00028662-0.00034601i,-0.00087109-0.00021792i,-0.00061587+0.00024008i,-7.0309e-05+0.00065869i,4.5985e-05+0.00078554i,0.00018048+0.0014498i
-0.00053463-0.00021105i,-0.00046797+0.00034018i,-0.0015315+0.0008502i,-0.0010796+0.0018098i,0.00010516+0.0018142i,0.0011167+0.00088294i,0.0010441+0.00056133i,0.00028739+0.00061471i,-0.00031748+0.00017487i,-0.00022779-0.00020579i,0.00012558-0.00022833i,0.00016871+0.00044083i,9.0202e-05+0.00091125i,0.00028923+0.001344i,0.00022921+0.0013419i,0.00040493+0.00083579i,0.00053827-0.00022686i,0.00044775-0.00086596i,0.00039279-0.00017563i,0.0007862+0.0014125i,0.00053536+0.0013015i,-0.00014354+0.00057823i,-0.00037573+0.00039221i
0.00030622+0.00024267i,0.00082398+0.00088144i,0.001082+0.0019032i,0.0012524+0.00088012i,0.0012667-0.00040042i,0.00037808-0.00051172i,-0.00032762-7.4505e-05i,-0.00012014+0.00016011i,1.7805e-05+0.00063127i,-0.00037434+0.00080995i,-0.0007902+0.0006077i,-0.0005767+9.8217e-05i,-0.00033395+0.00034966i,-6.102e-05+0.00092847i,-0.00022396+0.0010859i,-0.00053835+0.0006565i,-0.00095527-0.00034491i,-0.00090591-0.00025807i,-0.00024036-2.1587e-05i,0.00032115-0.00050932i,0.00077062-0.00034577i,0.0010077+0.00037923i,0.00038481+0.00062236i
0.0020013+0.0028166i,0.0021261+0.0019427i,0.0022563+0.0021508i,0.0014481+0.0023532i,0.00054083+0.001849i,-7.3372e-05+0.0015226i,-0.00092578+0.00068057i,-0.0012079+0.000185i,-0.00083508+0.00024718i,-0.00017278+0.0006602i,0.00043778-0.00014652i,0.00023569-0.0009474i,-0.00061493-0.00097763i,-0.00072669-0.00078197i,-0.00038184-0.00027103i,-0.00051194-0.0001081i,0.00042345+3.6446e-05i,0.00082746+0.00023116i,-0.00019262+0.00037331i,-0.00037937+0.00055566i,-2.8618e-05+0.00075609i,-0.00043744+0.00061525i,-0.00069699+0.000657i
0.0011108-0.00024259i,0.00086931-0.00037587i,0.00083065-0.0003033i,0.00059673+0.00013324i,0.00013253+0.00059928i,0.00054791+0.00055805i,0.00032227-7.1449e-05i,-0.00016053-0.0010796i,-0.00040615-0.00069962i,-3.9172e-05-5.5845e-05i,0.00098137-0.00022525i,6.9501e-05-0.0001159i,-0.00095117+0.00038734i,-0.00019042+0.0012499i,-0.00057372+0.0013757i,-0.00072399+0.00051478i,0.00019349-0.00031673i,0.00031359-0.00067722i,0.0002073-0.0004947i,-0.00016321-2.4837e-07i,6.0602e-05+0.00024598i,0.00010166-0.00042031i,-0.00049525-0.00059413i
0.0010171-0.0011072i,-0.00013031-0.001938i,-0.0009555-0.0031548i,-0.00054436-0.0029941i,-7.044e-05-0.001073i,0.00020669+6.4865e-05i,-0.00047785-0.00028806i,-0.0009123-0.0004153i,-0.00094236-0.00010626i,-0.00025253+0.00029523i,-3.8449e-05+0.00027887i,-0.00050686+0.00028344i,-0.00047672+0.0010509i,-0.00077888+0.0010181i,-0.00051329+0.00024609i,0.00041188+0.0006833i,0.00062664+0.00013056i,0.00076939-0.00044137i,0.00053419-9.7339e-05i,-0.00042532+0.00020883i,-0.00068953+0.00047754i,-0.00045272+0.00027922i,-0.00036141+0.00034284i
0.00015269+0.00042229i,0.00034583-0.00030477i,0.0009567-0.00027982i,-0.00019903+0.00051048i,-0.00096694+0.00067336i,-0.0001625+0.00043611i,0.0012389-0.00017926i,0.0015034-9.0569e-05i,0.0013611+0.00012545i,0.0013869+0.00041344i,0.00066571+0.00068521i,0.00039816+0.00050728i,0.00087362+0.00059054i,0.0010748+0.00092632i,0.0013337+0.00054375i,0.0014655-0.0001822i,0.0017093-0.00040837i,0.0016372-0.00069193i,0.00080791-0.00029939i,-6.7166e-05+0.00010997i,-6.4938e-05-0.00023407i,5.4825e-05+0.00016409i,0.00030098+0.00052816i
-0.00054534+0.00015317i,-4.7259e-05+0.00028142i,-0.0003547+0.00094085i,-0.0003849+0.0017456i,-0.0003488+0.0013861i,-0.00037974+0.00027916i,-1.6715e-05+0.00022352i,0.00061908+0.00047611i,0.00054164+0.0011895i,0.00053994+0.001071i,0.00034021+0.0010048i,5.5262e-05+0.0011235i,0.00027377+0.0012245i,0.00073763+0.0010369i,0.00039567+0.0001694i,-0.00023427-0.00013431i,-0.00084429-0.00064856i,-0.00043714-0.00098895i,0.00031995+0.00014717i,6.2521e-05+0.0010688i,-0.00041144+0.00038167i,-0.00015384+8.8918e-05i,-0.00016489+0.00047109i
0.00071043-0.0027351i,0.0005287-0.0018918i,-0.00041856-0.0027356i,-0.00094134-0.0016375i,-0.00064867-0.00053853i,0.00054329-0.00062226i,0.00060774-0.00027969i,0.00038718+0.00013058i,-0.00022638+0.00076232i,-0.0015561+0.00048932i,-0.00093925+0.00023518i,-2.5913e-05+0.00036144i,-0.000355+0.0011448i,-0.00027658+0.0017785i,1.0005e-05+0.0014954i,5.4199e-05+0.00049949i,0.0004166-0.00039775i,0.0003394-0.00051513i,-0.00023468-0.00041398i,-0.00015483+5.8763e-05i,-0.00046989+9.228e-05i,-0.001098-0.00037174i,-0.00089792-0.00071814i
-0.0017816-0.00072548i,-0.0010716-0.00033322i,-0.0017067+0.00030086i,-0.0012728+9.6596e-05i,-0.00011886+0.00037391i,-9.7152e-06+0.0013684i,4.9604e-06+0.00057628i,0.00043493+0.00014383i,0.00033415+0.0004807i,-0.00010937+0.0007642i,-0.00017245+0.00069086i,0.00011616+0.00063688i,9.1852e-05+0.001546i,0.00019719+0.001698i,0.00039534+0.00085112i,0.00035195+0.00070529i,0.00015473+0.00051866i,-0.00047467-0.00053383i,-0.00032192-0.00060565i,-5.9423e-05+0.00018238i,0.00015064-7.8475e-05i,0.00012339-0.00035034i,-9.8462e-05-0.00013838i
-1.6566e-05-0.0015145i,0.00035838-9.2993e-07i,-0.00029835+0.00020196i,-0.0018502-0.00028137i,-0.0023145-4.7047e-05i,-0.0013563+0.00034014i,-0.00010446+0.00072928i,0.00031549+0.0010433i,0.00085846+0.0012588i,0.0011401+0.0013266i,0.00028297+0.0007879i,-0.00037164+5.1372e-05i,4.7153e-05-0.00031296i,6.2964e-05+0.00056244i,-0.00019051+0.00030017i,0.00037743-0.00057293i,0.0002263-0.00059931i,-0.00084273-0.00070723i,-0.00097042-0.00033029i,-0.00083119+0.0003406i,-0.0013221+0.00059554i,-0.0012412+0.0002808i,-0.00056209+0.00045379i
