-0.0019339-0.00016513i,-0.0027939+3.399e-05i,-0.0030533-0.00071113i,-0.0023667-0.0010855i,-0.0021364-0.00086896i,-0.0024155-0.00047351i,-0.0011096+0.00014334i,-0.00018216+0.00051615i,-7.3521e-05-4.9505e-05i,0.00054642-0.00041191i,0.00035412-0.0011366i,0.00032499-0.0019832i,0.00089606-0.0018342i,0.00076303-0.001475i,0.00023701-0.0011771i,0.00014368-0.00049711i,0.00017773+0.00033051i,-0.00026312-2.7685e-05i,-0.00012879-0.00057771i,9.4345e-05-0.00046344i,0.00028327+0.00024579i,0.00033137+0.00027627i,-7.9678e-05-0.00014569i
-0.023354-0.018339i,-0.056146-0.062163i,-0.070252-0.093352i,-0.032791-0.037108i,0.02617+0.10968i,0.06899+0.22574i,0.08853+0.21191i,0.074028+0.13866i,0.053966+0.10452i,0.05756+0.073769i,0.041464+0.013873i,0.0066513-0.019823i,0.00077869-0.013864i,0.010844-0.010059i,0.013661-0.023903i,0.008649-0.042756i,-0.0049566-0.048928i,-0.019018-0.035452i,-0.02122-0.011584i,-0.013609+0.0092655i,-0.0056856+0.021459i,0.0018284+0.022828i,0.0097914+0.013621i
0.017495+0.031019i,0.03996+0.08452i,0.049249+0.13398i,0.044924+0.10103i,0.065452-0.027763i,0.082167-0.15376i,0.041223-0.18309i,-0.0034656-0.13581i,-0.0019572-0.096848i,0.0012211-0.078135i,-0.0065572-0.038157i,-0.0032522+0.00045272i,-0.0019897+0.0091119i,-0.011717+0.0091798i,-0.026661+0.013866i,-0.037463+0.02133i,-0.035274+0.026613i,-0.022763+0.02507i,-0.0050102+0.017993i,0.012639+0.0074885i,0.020872-0.0042323i,0.017663-0.012681i,0.0070962-0.011392i
-0.014895-0.030163i,-0.021959-0.08157i,-0.013163-0.12755i,-0.0071344-0.10838i,-0.058619-0.030283i,-0.12803+0.044918i,-0.11515+0.087511i,-0.054064+0.078884i,-0.032511+0.046694i,-0.023124+0.028909i,0.001187+0.0020905i,0.011322-0.02404i,0.010688-0.025302i,0.014234-0.015703i,0.021217-0.0037165i,0.029325+0.0054696i,0.029334+0.0083415i,0.019213+0.0077682i,0.0080788-0.00015856i,-0.00069713-0.013005i,-0.0091348-0.019806i,-0.013627-0.015224i,-0.0063041-0.0058457i
0.00067462+0.030962i,-0.0017592+0.080208i,-0.012695+0.12034i,-0.010807+0.10878i,0.041181+0.083226i,0.1123+0.067037i,0.12318+0.019106i,0.074954-0.02253i,0.040013-0.030093i,0.016861-0.042706i,-0.023963-0.03703i,-0.045247-0.0042195i,-0.036379+0.010369i,-0.025614+0.0036407i,-0.018317-0.0018643i,-0.015759-0.0020344i,-0.011312+0.0036501i,-0.0011895+0.010706i,0.0025519+0.011559i,-0.00042473+0.0081164i,-0.0015719+0.0052524i,0.00027597+0.0011219i,-0.0022865-0.0064196i
0.0060292-0.025247i,0.028517-0.069305i,0.068415-0.10277i,0.10115-0.099234i,0.08887-0.10281i,0.02478-0.11032i,-0.04469-0.049753i,-0.060081+0.027307i,-0.049825+0.043585i,-0.051751+0.03693i,-0.03236+0.033845i,-0.0010402+0.02068i,0.0081064+0.012817i,0.0072044+0.016661i,0.011829+0.017712i,0.018762+0.013446i,0.022991+0.0025411i,0.019423-0.011273i,0.0085693-0.015037i,-0.0015121-0.0099923i,-0.0076124-0.0058763i,-0.010692-0.0025041i,-0.008848+0.0034804i
-0.019717+0.027494i,-0.050511+0.059864i,-0.098374+0.067678i,-0.13944+0.021428i,-0.14809-0.0070947i,-0.094959+0.024578i,0.012958+0.031233i,0.071426-0.0051968i,0.053397-0.01273i,0.032759+0.0028226i,0.016944+0.0024051i,-0.00097438+0.00055092i,-0.0026562+0.0037182i,0.0020658-0.0010698i,0.0016524-0.014651i,-0.0023214-0.027684i,-0.0084164-0.028586i,-0.012213-0.016414i,-0.011577+0.0003536i,-0.0094417+0.013725i,-0.0068157+0.020248i,-0.001985+0.018447i,0.0013803+0.0081071i
0.016036-0.021278i,0.047305-0.042131i,0.076664-0.031438i,0.087331+0.039951i,0.099394+0.095254i,0.098537+0.054452i,0.034089-0.021731i,-0.026795-0.043721i,-0.032152-0.033317i,-0.029687-0.02049i,-0.018873+0.0047376i,0.008183+0.013664i,0.019019-0.00071757i,0.011379-0.0096163i,-0.0022395-0.0061489i,-0.013378+0.0042033i,-0.012145+0.011516i,-0.0018282+0.0081181i,0.008828+0.00098867i,0.017124-0.0020132i,0.020644-0.0041645i,0.014121-0.0044437i,0.0014705+0.002647i
-0.022238+0.01646i,-0.054563+0.029843i,-0.074236+0.011958i,-0.048285-0.072415i,-0.023985-0.16275i,-0.031831-0.14834i,-0.012839-0.041367i,0.023734+0.021971i,0.028464+0.018539i,0.024197+0.013834i,0.025077+0.0013497i,0.011015-0.019018i,-0.0039633-0.020866i,-0.0047732-0.012231i,-0.0013441-0.003001i,0.0010837+0.0018912i,-0.00038916-0.001486i,-0.0072634-0.0055495i,-0.0097851-0.0077914i,-0.0065754-0.011718i,-0.0055671-0.013742i,-0.0042724-0.0097939i,0.0040817-0.0037575i
0.020922-0.0065004i,0.053103-0.0054901i,0.054294+0.023527i,-0.020291+0.095895i,-0.10123+0.16137i,-0.099155+0.12522i,-0.066223+0.0020018i,-0.065184-0.059696i,-0.058547-0.033755i,-0.032418-0.01753i,-0.019766-0.021714i,-0.017573-0.014509i,-0.014632-0.0056927i,-0.013562-0.0029405i,-0.010702+0.0010584i,-0.0080735+0.0055168i,-0.0088151+0.0073168i,-0.0079656+0.0087492i,-0.0048143+0.0075801i,-0.0022751+0.0049537i,0.00030173+0.0037404i,0.0024821+0.0012059i,0.0018625-0.00429i
-0.018983+0.00014972i,-0.047028-0.0069125i,-0.031314-0.017018i,0.08046-0.036171i,0.18894-0.061149i,0.14921-0.044126i,0.02892+0.031892i,-0.019188+0.075675i,-0.0069677+0.056585i,-0.00011285+0.034826i,0.0011547+0.022564i,-0.0033694+0.011008i,-0.012714+0.009446i,-0.015689+0.010085i,-0.01047+0.0073841i,0.000562+0.0059936i,0.0083263+0.0048637i,0.0051405+0.0025276i,-0.0021933+0.0019044i,-0.0050119+0.00056443i,-0.0039794-0.003004i,-0.0043783-0.0033133i,-0.0041232-0.00078965i
0.018174+0.0077993i,0.046427+0.016812i,0.037448+0.0084247i,-0.064588-0.035491i,-0.18049-0.066395i,-0.15034-0.04244i,-0.0064548-0.015522i,0.065836-0.015029i,0.043889-0.017015i,0.018568-0.018806i,0.0047753-0.017361i,-0.0023906-0.0035006i,0.0034681+0.0054865i,0.010335+0.0044911i,0.011441+0.00063606i,0.0069563-0.0043561i,-0.00012237-0.0028927i,-0.0039504+0.0047966i,-0.0045123+0.0097175i,-0.0063077+0.0091138i,-0.0085676+0.0063532i,-0.007202+0.0039897i,-0.0051474+0.000755i
-0.015857-0.013149i,-0.037102-0.028052i,-0.035653-0.012658i,0.03033+0.074473i,0.10918+0.16209i,0.083286+0.14129i,-0.02119+0.066949i,-0.05651+0.037752i,-0.017301+0.029005i,0.00071172+0.010761i,-0.0072096+0.0041841i,-0.005583+0.0058005i,-0.00023223+0.004818i,0.00025263+0.0042654i,-0.0013081+0.0034226i,-0.0026973+0.0033598i,0.00034009+0.0045224i,0.0067351+0.0029826i,0.010181+0.00063968i,0.011096+0.00060042i,0.0095947-0.00010505i,0.0048897-0.0017348i,-0.0012137+0.00012953i
0.010502+0.01314i,0.026024+0.033218i,0.040028+0.011764i,0.026818-0.097961i,0.00059743-0.19796i,0.013989-0.143i,0.060688-0.016264i,0.066764+0.017675i,0.026833-0.012936i,0.0022975-0.024224i,0.0040135-0.018872i,0.0083567-0.013851i,0.010874-0.0078134i,0.010789-0.0015295i,0.0072674+0.0028501i,0.0039363+0.0026365i,0.0017594-0.0019486i,0.00060699-0.0032335i,0.003187-0.0023862i,0.0060443-0.0043724i,0.0030642-0.0055567i,0.00029465-0.0019189i,0.0040564+0.0031855i
-0.0086079-0.016407i,-0.021857-0.041271i,-0.056173-0.034284i,-0.099311+0.056945i,-0.1065+0.14409i,-0.054204+0.082074i,-0.0042595-0.057871i,0.00065704-0.099935i,-0.010962-0.053127i,-0.018511-0.01679i,-0.017861-0.006666i,-0.0133-0.0075004i,-0.013857-0.011689i,-0.011973-0.013021i,-0.0056126-0.011643i,-0.0018188-0.0060033i,-0.00080804+0.00065559i,0.0011232+0.0033879i,0.0025129+0.0026935i,0.0020137+0.0023212i,0.0014447+0.0036013i,-0.00023415+0.0026461i,-0.00088516-0.0015585i
0.00054447+0.015735i,0.005657+0.046526i,0.041322+0.064021i,0.11826+0.016691i,0.16088-0.053423i,0.090675-0.035329i,-0.0047796+0.042336i,-0.021764+0.057119i,-0.0058041+0.015389i,-0.005409-0.003458i,-0.0063961+0.0027783i,-0.0029487+0.006561i,0.0018873+0.0074433i,0.0040653+0.0041123i,0.0018518-0.0016503i,0.0011113-0.0035848i,0.0018373-0.0044981i,-0.0014575-0.0069992i,-0.0054702-0.0084415i,-0.0054233-0.0086309i,-0.0039511-0.0082113i,-0.0028889-0.0035547i,-0.0028393+0.0021845i
0.0053037-0.012462i,0.010509-0.042945i,-0.015288-0.076395i,-0.096301-0.06992i,-0.14825-0.030357i,-0.072135-0.012457i,0.030465-0.021369i,0.032752-0.009594i,-0.0078152+0.021164i,-0.019277+0.028331i,-0.017156+0.014495i,-0.015043+0.0038477i,-0.0108-0.0021077i,-0.0082216-0.0045021i,-0.0066533-0.0029589i,-0.0032852-0.0013401i,-0.0011411+4.2869e-05i,-0.00083462+0.0016069i,-0.0017487+0.00050487i,-0.0044168-0.00057135i,-0.0054796+0.001084i,-0.0024716-0.0014627i,0.0011664-0.0079949i
-0.0084425+0.010139i,-0.021927+0.038719i,-0.013004+0.085254i,0.052956+0.11585i,0.10062+0.086468i,0.026736+0.0064973i,-0.07995-0.044793i,-0.087236-0.036349i,-0.031271-0.013775i,0.0030276-0.0014233i,0.0078037+0.0031639i,0.0024021+0.0059174i,-0.0027862+0.011114i,-0.0053144+0.014129i,-0.0078374+0.011315i,-0.0080241+0.0052797i,-0.0053407-0.00052108i,-0.003578-0.0041511i,-0.0019577-0.0027284i,0.0011672+0.001721i,0.0028939+0.0042815i,-0.00089783+0.0049694i,-0.0067711+0.0046732i
0.012822-0.005283i,0.039566-0.028299i,0.061746-0.07787i,0.030024-0.13379i,-0.027848-0.12369i,-0.023948-0.01551i,0.02328+0.074246i,0.031918+0.061574i,0.0038174+0.017371i,-0.0087867-0.0010846i,-0.002483-0.005696i,0.003535-0.010535i,0.0046659-0.014876i,0.0042493-0.012901i,0.0047345-0.0049869i,0.0041358+0.001125i,0.00067504+0.0046713i,-0.0039918+0.008252i,-0.00408+0.01129i,-0.00023263+0.012153i,0.0015299+0.0093913i,0.0034891+0.0057727i,0.0046895+0.004787i
-0.013807+0.0025933i,-0.046797+0.013211i,-0.087108+0.045399i,-0.081287+0.09635i,-0.019937+0.098541i,0.036055+0.012996i,0.04919-0.055632i,0.047322-0.035639i,0.050839+0.0018795i,0.041037+0.0066654i,0.021523+0.0039763i,0.0076934+0.0053735i,-0.0008118+0.0068147i,-0.0027965+0.0076236i,0.00018592+0.0042352i,0.00095017-0.00063165i,-0.00056713-0.0041345i,-0.0012385-0.0059596i,0.00023094-0.005195i,0.0051458-0.0050803i,0.0073586-0.0069193i,0.0024345-0.0064657i,-0.0023783-0.0017575i
0.015852+0.0026724i,0.04896+0.0020556i,0.097274-0.014982i,0.10845-0.063031i,0.042559-0.086266i,-0.057034-0.024064i,-0.095946+0.048947i,-0.067059+0.046298i,-0.03543+0.0046865i,-0.019225-0.017892i,-0.010002-0.020291i,-0.0037928-0.013017i,0.0046063-0.0031066i,0.008536-0.00019131i,0.0055541+4.4655e-05i,0.0033017+0.0035757i,0.00085511+0.0076984i,-0.0032498+0.0098195i,-0.0046591+0.0066047i,-0.0044253-0.0020334i,-0.0036752-0.0072536i,0.0003629-0.004953i,0.0069418-0.0016638i
-0.012754-0.0071255i,-0.043393-0.019101i,-0.096873-0.027103i,-0.13122+0.0042843i,-0.082463+0.05569i,0.035047+0.058407i,0.098069+0.017795i,0.060799-0.0025268i,0.0072474+0.0096146i,-0.014598+0.015965i,-0.018837+0.0067875i,-0.020089-0.0013068i,-0.020178-0.0034515i,-0.017079-0.0054997i,-0.012045-0.008262i,-0.0053002-0.0083173i,0.0016166-0.0054421i,0.0077714-0.0024404i,0.010871-0.0017321i,0.0088647-0.0022769i,0.0047152-0.0035976i,0.00042523-0.0065211i,-0.0016407-0.0087949i
0.0091405+0.011507i,0.031356+0.035868i,0.071782+0.069658i,0.11081+0.060998i,0.090694-0.012752i,0.0051769-0.088445i,-0.048005-0.10161i,-0.02515-0.075707i,0.0065096-0.055739i,0.010331-0.037323i,0.0081888-0.017392i,0.0081585-0.0041084i,0.0078071+0.0025582i,0.0060536+0.0049037i,0.0011505+0.0048169i,-0.0044746+0.0043784i,-0.0081059+0.0041237i,-0.0099146+0.0032735i,-0.011241+0.0019175i,-0.012419+0.0013164i,-0.013174+0.0020584i,-0.011319+0.0039613i,-0.006833+0.0029314i
-0.004641-0.011325i,-0.013462-0.039326i,-0.034984-0.081853i,-0.069772-0.086043i,-0.082062-0.012631i,-0.042858+0.085064i,6.7915e-05+0.11414i,0.0010362+0.077395i,-0.015147+0.039631i,-0.019171+0.018525i,-0.015548+0.0066125i,-0.0069044-0.0011458i,0.00038505-0.0076998i,0.00139-0.0090552i,0.0024338-0.0042045i,0.0062995-0.00054654i,0.010127+0.00044608i,0.01085+0.0022615i,0.0087036+0.0052559i,0.0058249+0.008829i,0.004392+0.0096932i,0.0030047+0.00482i,-0.0021542+3.3776e-05i
2.6702e-05+0.01256i,-0.0013925+0.039861i,0.0032305+0.086883i,0.035717+0.1104i,0.083971+0.05577i,0.093889-0.040557i,0.055419-0.073971i,0.021535-0.034503i,0.019379+0.0032018i,0.021756+0.013845i,0.012453+0.015758i,0.00091686+0.014898i,-0.0066196+0.014149i,-0.0098145+0.012679i,-0.0099781+0.0089806i,-0.0074984+0.0054361i,-0.0043354+0.0010194i,-0.0033039-0.0041476i,-0.0021544-0.0083166i,0.0015534-0.010412i,0.0028847-0.0098464i,-0.0008421-0.0049327i,-0.0021447+0.0028474i
0.0030735-0.0074965i,0.018064-0.030114i,0.040835-0.071793i,0.031647-0.10975i,-0.031983-0.096061i,-0.09599-0.02874i,-0.099349+0.016894i,-0.067113+0.0051648i,-0.04618-0.016863i,-0.031338-0.020917i,-0.013567-0.020552i,-0.0025146-0.019238i,0.0013696-0.014833i,0.0042455-0.0083688i,0.0062218-0.0026072i,0.0065571+0.00029753i,0.0052257+0.0020558i,0.0036787+0.0044998i,0.0034912+0.0062706i,0.0030421+0.0047774i,0.0019439+0.0039957i,0.0032354+0.0045131i,0.0056295+0.002821i
-0.0060007+0.0061172i,-0.027314+0.020805i,-0.061807+0.04875i,-0.067208+0.082284i,-0.0053169+0.093564i,0.076442+0.064712i,0.096899+0.026495i,0.062918+0.014399i,0.028426+0.016655i,0.0062107+0.013925i,-0.0073661+0.0084501i,-0.01335+0.0024711i,-0.016045-0.00065383i,-0.01327-0.0004321i,-0.0071243-0.0023813i,-0.00407-0.0064008i,-0.0029521-0.0084387i,-0.0016907-0.0093746i,9.3009e-05-0.0091666i,0.0020489-0.0074579i,0.0028956-0.007968i,0.0013674-0.0088549i,0.00096377-0.0063698i
0.0089686-0.0023803i,0.03117-0.010141i,0.073784-0.024729i,0.098546-0.057868i,0.059527-0.10037i,-0.013845-0.10935i,-0.041058-0.070428i,-0.01445-0.029428i,0.009167-0.016839i,0.013734-0.014915i,0.014499-0.0073965i,0.014167+0.0035251i,0.015162+0.011968i,0.015075+0.013516i,0.011115+0.010075i,0.0056997+0.0054116i,0.00036017+0.0003995i,-0.0048682-0.0012951i,-0.0085205+0.00019527i,-0.010809+0.00093832i,-0.012522+0.0018745i,-0.0093888+0.0021354i,-0.0046336-0.00033295i
-0.0044519+0.0013974i,-0.026835-0.0062575i,-0.070408-0.017661i,-0.11414-0.0087139i,-0.10972+0.036612i,-0.056024+0.078778i,-0.012613+0.074414i,-0.0089194+0.045115i,-0.017319+0.028878i,-0.018514+0.019206i,-0.018881+0.0047892i,-0.017827-0.0043164i,-0.011326-0.0069385i,-0.0059482-0.0096245i,-0.0050803-0.010691i,-0.0057352-0.0066206i,-0.0060156-0.0010655i,-0.0054405+0.0020096i,-0.0028092+0.0027029i,0.0020132+0.0035911i,0.006592+0.002808i,0.006043-0.00056228i,0.00092946-0.0010375i
0.0065771+0.00094692i,0.020942+0.015761i,0.051507+0.044271i,0.088156+0.057722i,0.098001+0.021298i,0.068269-0.036717i,0.02961-0.056434i,0.013139-0.03934i,0.013076-0.020529i,0.014347-0.0066695i,0.012344+0.0044137i,0.0076419+0.0094852i,0.0038705+0.0094984i,0.0023391+0.0062779i,-0.00071819+0.0039482i,-0.0028843+0.0044482i,-0.0020594+0.0042305i,-0.0013943+0.0031736i,2.0188e-05+0.002648i,0.0013675+0.00034084i,-0.0015497-0.002232i,-0.0060176-0.00048627i,-0.0050594+0.0029787i
-0.0036967-0.00092304i,-0.010527-0.020993i,-0.026162-0.060045i,-0.055277-0.090091i,-0.08522-0.0721i,-0.087978-0.014193i,-0.058037+0.021132i,-0.027173+0.013081i,-0.01491-0.005133i,-0.0099964-0.016547i,-0.0019826-0.021589i,0.0067698-0.02217i,0.0092791-0.022618i,0.0056193-0.019097i,0.0011944-0.011347i,-0.0010801-0.0053606i,-0.0027846-0.00084287i,-0.0027322+0.0027935i,-0.00056749+0.0039928i,0.00048954+0.0040782i,0.0020553+0.0053689i,0.0055033+0.0055623i,0.0082694+0.0029282i
0.0050587+0.0037225i,0.0022792+0.021851i,-0.001624+0.063016i,0.0054333+0.10668i,0.031243+0.10942i,0.053933+0.065495i,0.046327+0.021583i,0.02357+0.010328i,0.012809+0.012445i,0.0059374+0.010517i,-0.0059713+0.0098406i,-0.012953+0.0094588i,-0.014855+0.0082681i,-0.015342+0.0096205i,-0.01116+0.011431i,-0.0022758+0.010585i,0.0043071+0.0077702i,0.0068834+0.0057496i,0.0066588+0.0038266i,0.005128-0.00035998i,0.0023439-0.0062008i,-0.0017178-0.0096232i,-0.0039131-0.0095788i
0.00229-0.0015014i,0.012866-0.01683i,0.037434-0.049174i,0.05921-0.086172i,0.049147-0.09618i,0.0106-0.067605i,-0.016723-0.027423i,-0.016996-0.008004i,-0.01148-0.0084895i,-0.0073019-0.011662i,-0.0017579-0.011244i,0.00086433-0.0080115i,0.0011026-0.003282i,0.0013158+4.5172e-05i,0.002369-0.00022094i,0.0031544-0.0015053i,0.0023915-0.0025198i,0.0015071-0.003755i,0.00030779-0.0044628i,-0.0022258-0.0045757i,-0.0046659-0.0010183i,-0.0049685+0.0032646i,-0.0043362+0.0032013i
-0.0024806+0.0031088i,-0.016872+0.012142i,-0.048601+0.028395i,-0.080946+0.048126i,-0.073981+0.059573i,-0.024817+0.052673i,0.016708+0.03463i,0.021987+0.019057i,0.0063252+0.0098016i,-0.01006+0.0047234i,-0.017261-0.00033008i,-0.018223-0.0050879i,-0.017934-0.0037355i,-0.013398+0.0010541i,-0.0079069+0.0023669i,-0.0048235+0.0016386i,-0.00053701+0.0021144i,0.0022339+0.0015945i,0.0011149+0.00093112i,0.00027957+0.00084021i,0.0018752-0.0011078i,0.00087511-0.0038171i,-0.0036254-0.0030537i
0.0009897-0.0028959i,0.018481-0.0043543i,0.056806-0.0049152i,0.10022-0.0086488i,0.10433-0.019066i,0.059888-0.030178i,0.015078-0.027849i,0.0023649-0.013255i,0.0046554-0.0029391i,0.0055599+0.0024575i,0.0074801+0.0086659i,0.010535+0.012813i,0.012933+0.01292i,0.014041+0.0080692i,0.01237+0.0014299i,0.0077832-0.0032824i,0.0024782-0.0064588i,0.00065317-0.0076585i,0.001259-0.0068443i,-0.0007913-0.0042387i,-0.005216-0.0010914i,-0.0069411+0.0033785i,-0.0028972+0.0090808i
-0.0049366-0.0012275i,-0.021508-0.0068735i,-0.052533-0.025756i,-0.085244-0.052755i,-0.089441-0.060316i,-0.059429-0.033255i,-0.027167-0.0028126i,-0.015785+0.0043465i,-0.014368+0.0038652i,-0.010865+0.002996i,-0.0067406-0.0012234i,-0.0040787-0.0035114i,-0.0012121-0.0027695i,-0.00071351-0.0020891i,-0.0039065-0.0028144i,-0.0049779-0.002796i,-0.0034798-0.0016271i,-0.0037235+0.00050534i,-0.005725+0.0029144i,-0.0046809+0.0045978i,0.00093817+0.0051449i,0.0068836+0.0036291i,0.0095795+0.00027553i
0.0041297+0.0022119i,0.013355+0.011399i,0.028081+0.038705i,0.038131+0.072328i,0.032616+0.073707i,0.018932+0.031512i,0.010947-0.013238i,0.0056324-0.025703i,0.00084571-0.015275i,-8.3278e-05-0.0023208i,-0.00023978+0.0031349i,-0.0018217+0.0045965i,-0.00079746+0.0049336i,0.002793+0.0022016i,0.0042577+0.0012989i,0.0027082+0.0028302i,-0.00030807+0.0018192i,-0.0026438+0.00014935i,-0.0014244+0.00097394i,0.0017606+0.00077493i,0.0025709-0.0033825i,0.00084564-0.0066468i,-0.00088459-0.0067716i
-0.0026125-0.0014502i,-0.0059331-0.013702i,-0.0086396-0.043574i,-0.0069976-0.077134i,-0.0033328-0.076115i,-0.0052324-0.034024i,-0.0094174+0.0034838i,-0.0042728+0.0096247i,0.0036938+0.00016092i,0.0065146-0.0076284i,0.0073849-0.011987i,0.0079289-0.013965i,0.0048562-0.015347i,-0.0015566-0.014522i,-0.0057604-0.01078i,-0.0061212-0.0061148i,-0.0053045-0.0001783i,-0.0039298+0.0036756i,-0.0025367+0.0030532i,-0.00086593+0.0019832i,0.0001573+0.0020725i,0.00039994+0.0013958i,-0.00020712-0.00080747i
0.0016324+0.0042418i,-0.0011691+0.015218i,-0.015016+0.041611i,-0.038593+0.06992i,-0.050658+0.071758i,-0.031044+0.045877i,-0.0037531+0.027266i,0.0051398+0.025645i,0.0059858+0.020154i,0.0029201+0.0081356i,-0.0036397+0.001918i,-0.0057837+0.00077056i,-0.004646-0.0004034i,-0.0036971-0.00084661i,-0.0028843+0.0010595i,-0.002745+0.0015811i,-0.0017333+0.00043783i,0.00050866+0.00011786i,0.0025984+0.00083296i,0.0040871-0.00097346i,0.0042093-0.0058381i,0.0018019-0.0071645i,-0.0011293-0.0025664i
0.00065538+0.00084465i,0.0094231-0.0081849i,0.033721-0.019943i,0.067349-0.025244i,0.076369-0.016374i,0.038297-0.0062181i,-0.0080031-0.0051824i,-0.022955-0.0030622i,-0.016538+0.00080615i,-0.0087824+8.0674e-05i,-0.0056976-0.0010321i,-0.005875-0.00040682i,-0.0066895-0.00034835i,-0.0071871-0.000457i,-0.0057707-0.00077081i,-0.0024137-7.6394e-05i,-0.0010682+0.0035633i,-0.0014779+0.0068355i,-0.00035791+0.0048285i,-0.0011077+0.00090451i,-0.0054765-0.00034736i,-0.0086769-0.00013564i,-0.0063445+0.00071696i
5.6488e-05+0.0058691i,-0.0079999+0.0096672i,-0.029178+0.0093497i,-0.052153-0.0021243i,-0.047378-0.018376i,-0.013368-0.019074i,0.01253-0.0075763i,0.012474-0.007279i,0.001266-0.012376i,-0.0063776-0.01139i,-0.0089458-0.0086909i,-0.011097-0.0073047i,-0.012948-0.0016734i,-0.011065+0.0067902i,-0.007104+0.010074i,-0.0037011+0.008104i,0.0005877+0.0038564i,0.0033162-0.00014058i,0.0024921-0.0016902i,0.0018879-0.00051049i,0.0028739+0.0025919i,0.0033305+0.0037654i,0.002167+0.0022481i
0.0060414+0.0018222i,0.015726+0.00022375i,0.037913+0.0072131i,0.057826+0.023296i,0.052618+0.030479i,0.030173+0.014641i,0.021602-0.0047225i,0.024638-0.0095009i,0.019127-0.0070613i,0.0080621-0.0031397i,0.0034224+0.00221i,0.0032408+0.0046019i,0.003648+0.0044457i,0.0046343+0.0036798i,0.0048115+0.0030118i,0.0044431+0.0035076i,0.0029715+0.002555i,0.00070833-0.00023128i,-0.00075753-0.0020172i,-0.001602-0.0027703i,-0.0029424-0.0035929i,-0.0046131-0.0044828i,-0.0035974-0.0047919i
-0.00040709+7.7712e-05i,-0.0079346-0.0050217i,-0.017089-0.024973i,-0.020599-0.056355i,-0.010723-0.067258i,-0.0021437-0.035714i,-0.0067385+0.0035288i,-0.0085997+0.016863i,-0.0030887+0.013424i,-0.00040801+0.0083565i,-0.0012084+0.005529i,-0.00084389+0.0049806i,0.0020122+0.0063506i,0.0048252+0.005605i,0.0054038+0.0021018i,0.0046783-0.0019526i,0.0053027-0.003319i,0.0052293-0.0021929i,0.0022642-0.0013411i,-5.3381e-05+0.00038509i,-0.00097598+0.0042354i,-0.0014326+0.0081928i,-0.0018864+0.0085027i
0.0026097+0.0033488i,0.0053266+0.0083849i,0.0044681+0.024564i,-0.0084584+0.040689i,-0.027358+0.033966i,-0.028762+0.0058293i,-0.018341-0.01112i,-0.017273-0.0076717i,-0.017724+0.00014404i,-0.012359+0.0025361i,-0.008284+0.00076863i,-0.0055786+0.0011157i,-0.00084501+0.0025197i,0.0040148+0.00087051i,0.0061484-0.0021347i,0.0050655-0.0038835i,0.0021512-0.0041391i,-0.0015-0.0023807i,-0.0028404+0.0012712i,-4.5293e-05+0.0027534i,0.0043278-0.001089i,0.0065187-0.0056848i,0.0074933-0.0050824i
-0.00038791-0.0011454i,-0.00017163-0.0074887i,0.004456-0.020037i,0.016758-0.030138i,0.024485-0.022398i,0.013455-0.0083939i,-0.0032047-0.0098021i,-0.0071149-0.015764i,-0.0037958-0.013416i,-0.00025452-0.0096884i,0.00183-0.010112i,0.0026213-0.011525i,0.001282-0.011906i,-0.001975-0.011042i,-0.0038551-0.0094332i,-0.0039369-0.00903i,-0.0036301-0.0071081i,-0.0029418-0.0026007i,-0.0015286+0.0012399i,-0.0010791+0.0025871i,-0.0033883+0.0029229i,-0.0059576+0.0019964i,-0.0063918-0.00036286i
0.00098509+0.0027101i,-0.0019563+0.007505i,-0.015045+0.016449i,-0.034252+0.020493i,-0.036938+0.010509i,-0.012433+0.0030256i,0.012324+0.010095i,0.018856+0.014871i,0.014981+0.0080731i,0.0087832-0.00040774i,0.0054274-0.0033247i,0.004829-0.0037366i,0.0030267-0.0051263i,-0.0015428-0.0054948i,-0.0062793-0.0028456i,-0.0090625+0.00045118i,-0.0094995+0.00059252i,-0.0084209-0.00037111i,-0.0057107+0.00018547i,-0.00077208+0.00085414i,0.0037154+0.00029524i,0.0063693-0.0007566i,0.0065173-0.00084504i
-0.00019698+0.0016511i,0.0041752+0.00029265i,0.017079+0.0022265i,0.034653+0.012102i,0.033485+0.025221i,0.011633+0.023493i,-0.0030495+0.013971i,-0.0042117+0.014543i,-0.0034708+0.015989i,-0.004135+0.010893i,-0.0043893+0.0054033i,-0.0035599+0.0029013i,-0.0023939+0.0015967i,-0.0026409+0.0017568i,-0.0032628+0.0022445i,-0.0015838+0.0021171i,0.00041807+0.0025953i,0.0016264+0.0029169i,0.0037222+0.00084134i,0.0038595-0.0037828i,-0.00044687-0.0078287i,-0.0051947-0.0090344i,-0.0065376-0.0075484i
-0.00026073-0.0027532i,-0.004771-0.0023355i,-0.013138-0.0064679i,-0.016334-0.019005i,-0.0076474-0.027581i,0.00012313-0.018658i,-0.0057016-0.0065192i,-0.012413-0.0049599i,-0.011895-0.0065477i,-0.01001-0.0064103i,-0.0099914-0.0060305i,-0.011988-0.0041208i,-0.01197-0.00032597i,-0.008514+0.0037749i,-0.0056577+0.0059829i,-0.0044588+0.0073913i,-0.003619+0.0080002i,-0.0036941+0.0053162i,-0.0025881+0.0013943i,-4.794e-06+0.0017575i,0.001432+0.0051013i,0.0012401+0.007521i,-0.00090822+0.0089059i
