-0.0019339-0.00016513i,-0.0027939+3.399e-05i,-0.0030533-0.00071113i,-0.0023667-0.0010855i,-0.0021364-0.00086896i,-0.0024155-0.00047351i,-0.0011096+0.00014334i,-0.00018216+0.00051615i,-7.3521e-05-4.9505e-05i,0.00054642-0.00041191i,0.00035412-0.0011366i,0.00032499-0.0019832i,0.00089606-0.0018342i,0.00076303-0.001475i,0.00023701-0.0011771i,0.00014368-0.00049711i,0.00017773+0.00033051i,-0.00026312-2.7685e-05i,-0.00012879-0.00057771i,9.4345e-05-0.00046344i,0.00028327+0.00024579i,0.00033137+0.00027627i,-7.9678e-05-0.00014569i
0.00040397+0.00089096i,-1.6844e-05-0.00055412i,-0.00011198-0.00089123i,-0.00011529-0.00063384i,0.00079609-0.00063553i,0.0010649-0.00011975i,0.00028784-0.00010505i,-0.00033909-0.00031197i,0.00019105-0.0013859i,0.00071755-0.001966i,7.8072e-05-0.0015517i,0.00013134-0.0014906i,0.00058356-0.00063365i,0.00043588+0.00042052i,6.5765e-05-4.2856e-05i,0.00032981-0.0006629i,0.00045814-0.00072283i,0.00048172-0.0010083i,0.00019234-0.0005248i,-0.00068178+4.93e-05i,-0.00050072-0.00023841i,0.00047978-0.0002505i,3.1887e-05-0.00015267i
-0.0020213-0.0011637i,-0.0018654-1.0298e-05i,-0.0015242+0.001404i,-0.00064311+0.0013283i,2.8901e-06+0.0013841i,4.5551e-05+0.0013803i,-0.000227+0.0011005i,-0.00024906+0.0006575i,-0.00096455-0.00033073i,-0.0011468-0.00099201i,-0.00020697-0.00081106i,0.00028401-0.00014745i,0.00057485-0.00020802i,0.00048687-0.00066774i,-0.00033654-0.00030371i,-0.00050634+6.8757e-05i,0.00043728+0.00028959i,0.0012618+0.00063944i,0.00054261-0.00013106i,-0.00020255-0.00066955i,9.313e-05-0.00011554i,0.00061194-0.00035915i,0.00023888-0.00094922i
0.0014653+0.00028704i,0.00098336+3.6183e-06i,0.00052847-0.0020683i,5.5514e-05-0.003307i,5.2311e-06-0.0023712i,-3.3853e-06-0.00078273i,-0.00076537-0.00016807i,-0.00071767-0.00053206i,-0.00011621-0.00059092i,0.00021555-0.00030118i,-6.5019e-05-0.00040182i,2.8132e-05-7.9733e-07i,0.001001+0.00064148i,0.0010408+0.00059388i,0.00032213+0.0005088i,0.00041159+0.00068796i,-0.00019061+0.00028375i,-0.00054402+3.6116e-05i,-0.00018683+0.0001103i,-0.00026617+3.413e-05i,0.00019173+0.00026743i,0.00019051-2.7157e-05i,-0.00024347-0.00044387i
-0.00070926-0.00097807i,0.0004799+0.00086475i,-4.0399e-05+0.0020743i,-0.0010531+0.0014579i,-0.00022641+0.00052639i,0.0010013-4.6957e-05i,0.00080371-4.0496e-05i,7.6655e-05-0.00059963i,-0.00067027-0.0010719i,-0.00019302-0.000601i,0.00051077-0.0011159i,0.0004972-0.0020374i,0.00044536-0.0017843i,0.00041632-0.00085869i,-0.00015205-0.00046814i,-0.00051077-0.00063604i,-0.00025066-0.00079388i,0.00010461-0.00038847i,0.00027945-0.00026309i,-0.00058459-0.00041725i,-0.0008198-7.0541e-05i,0.00046677-0.00014518i,0.00097295-0.00072805i
-0.0011183+0.00013671i,-0.00059913+0.0011582i,-0.00060515+0.0017134i,0.00089055+0.0012763i,0.0025195-0.00011251i,0.0025035-0.00068983i,0.00060043-0.00024452i,-0.00072123+0.00047121i,-0.00019969+2.9695e-05i,0.00049426-0.00056504i,0.00022424-0.00060781i,2.0488e-05-0.00036252i,0.00023248-0.00069034i,0.00032961-0.0008038i,0.00066115-0.00011923i,0.00018924+0.00024286i,-0.00088855-0.00022752i,-0.00067195-0.00068978i,0.00040743-0.0001393i,-0.00036989+0.00018931i,-0.0011116-9.766e-05i,-0.00057003-0.00042333i,-0.00045287-0.00021059i
0.0012875-0.00062413i,0.0021923-0.0017614i,0.0028512-0.00070091i,0.00038854-0.00022814i,-0.00117-0.0011666i,-0.00098819-0.00021608i,-0.00023596+0.00066076i,0.00022227+0.00063081i,0.00021908+0.00022307i,0.001253-0.00036584i,0.002048-0.00072749i,0.0016197-0.00089612i,0.00063183-0.00087194i,0.00052741-0.00031045i,0.00071193-0.00021186i,0.00052195+1.8333e-05i,6.3672e-05+0.00025608i,0.00017673+0.001108i,0.00063178+0.0015954i,0.00065579+0.00069248i,0.0010185-0.00053665i,0.00077297-0.00082482i,9.9946e-05-0.00027577i
-0.00086231+0.00025451i,-0.00085064-0.00057738i,-0.00054543-0.0010757i,0.00030663-0.000515i,0.00035147-0.00035358i,0.00038717+0.00065188i,0.0004617+0.0011482i,0.00064086+0.00058625i,0.0012819-8.075e-06i,0.00090229-0.00048948i,-5.1858e-05-0.00028501i,0.00029654+5.3982e-05i,0.00052938-9.8266e-05i,0.00027065-0.00046857i,0.0002527-0.0007751i,-9.365e-05-0.00078329i,-0.00054837-0.00020398i,-0.00049998-1.8279e-05i,-0.0011725-0.00060997i,-0.00068536-0.00042929i,0.00053332-0.00014969i,0.00078324-0.00018585i,0.00047032-1.5125e-05i
-0.0016586+0.0011145i,-0.0010267+0.001038i,-0.0010869+0.00088813i,-0.00056171+0.00066357i,0.00087088+0.00051995i,0.00097766+0.00049451i,0.00020415-6.2995e-05i,0.00011396-0.00055602i,0.00042223-0.00038831i,0.0004682+6.5663e-05i,-6.9591e-05-0.0001034i,-0.00036004-0.00071166i,-0.00052535-0.0012197i,-0.00051973-0.00085182i,-0.00030821-0.00035548i,-0.00057169+4.8612e-05i,-0.00056071+0.00061568i,-2.3179e-05-1.8249e-05i,0.00028699-0.00026346i,0.00043884+0.00025327i,0.00055626-0.0003164i,0.00052259-0.0010933i,0.00032234-0.00087453i
-0.0013269-0.0015223i,-0.0017605-0.0014316i,-0.0012144+5.3249e-05i,-0.00044092+0.0013464i,0.00037894+0.00073221i,0.00084709-0.00033513i,0.00060855-0.00021926i,0.00011776+0.00037628i,0.00011525+0.00035068i,0.00018645+0.000198i,-7.0471e-05-0.00039876i,0.00032336-0.0010335i,-3.5167e-06-0.00063803i,-0.00062831+0.00042957i,-3.6706e-05+0.0011576i,-8.3497e-05+0.0011544i,-0.00054556+0.00066362i,-0.00077558+0.00026636i,-0.00082552-8.6384e-05i,-0.00053177+6.4228e-05i,-0.00034396+0.00013244i,-0.00033239+0.00018622i,-0.00027239+0.00052008i
-0.0022977+0.00076605i,-0.0014805+0.0017066i,-0.00088103+0.002519i,-3.4115e-05+0.0026161i,0.00058723+0.0023981i,0.00073555+0.0012694i,0.00025307+0.00042505i,0.00022046+0.00010787i,-0.00011769-0.00024225i,-0.00058403-0.00022326i,-0.00014176-7.8243e-05i,0.00050754-0.00073427i,0.00059855-0.0016037i,-0.00049124-0.0012748i,-0.0010469-0.0009572i,-0.0010595-0.0010582i,-0.0010199-0.00091275i,-0.00084599-0.00059208i,7.9603e-05-0.00075501i,0.00078605-0.00062404i,0.00048215+0.000224i,0.00039218+0.00026437i,-1.4709e-05-0.00025407i
0.00017963-0.0012541i,-0.00019434-0.0022181i,-0.00042385-0.0017451i,-0.00046519-0.0021436i,0.00094225-0.0018973i,0.0019316-0.00044365i,0.0014281+0.00061918i,0.00078633+0.0010897i,0.00078128+0.00037362i,0.0012997-0.0004431i,0.000754-0.0011582i,0.00038054-0.0012801i,0.00029873-0.00048079i,0.00010683+0.0002346i,0.00032236+0.00037516i,0.00072408+0.00013373i,0.00073694-9.1886e-05i,-0.00021853-0.00018096i,-0.00037666+0.00021659i,0.00041571+5.5506e-05i,0.0012054+9.0912e-05i,0.00085052+0.00039i,0.00021942+0.00017679i
-0.00016885+0.0011957i,0.00071991+0.00063145i,0.0014902-0.00032836i,0.0015383+0.00020916i,0.00049046+0.0012126i,-0.00064342+0.00011668i,-0.00036043-0.0011476i,0.00037506-0.00078388i,1.4297e-05-0.00082817i,-0.00041518-0.00062613i,4.473e-05+0.00022921i,8.8658e-05-4.4397e-05i,0.00038237-0.0010875i,0.00013173-0.00073225i,-0.00042785+0.00028346i,-0.00036339+0.00076456i,-0.0002911+0.00051752i,-0.00050712+0.00012017i,-6.5884e-05+0.00030905i,0.00053703+0.0010747i,0.00028267+0.0010227i,-0.00017607+0.00041831i,-2.1731e-05+9.6207e-06i
-0.0007512-0.00083513i,-8.8595e-05-0.000548i,6.7743e-05-0.00041926i,-0.00095561+0.0004721i,-0.00045225+0.0010926i,0.00042179+0.00064203i,0.00010855+0.00062987i,1.9448e-05+0.00065256i,0.00053399-0.00057464i,8.3799e-05-0.0012452i,-0.00047497-0.00088077i,-0.00010029-8.5248e-05i,-0.00049834+5.4614e-05i,-0.00082284-0.00070707i,-0.00029959-0.00067514i,-0.00021978+1.8404e-05i,-0.00051951+0.00017493i,-0.00064377-4.8659e-05i,-0.00088749+4.0522e-05i,-0.00034+8.0817e-05i,0.00036021+0.00012472i,0.00034671+0.00033687i,-0.00011507-9.9681e-05i
0.0012677+0.0012762i,0.0002281+0.0022013i,0.00056201+0.002197i,0.0015171+0.0017342i,0.0015533+0.00056647i,0.00025385-0.0005133i,-0.00022157-0.00084401i,0.0002256-0.00026962i,-0.00022832+0.00034992i,-0.00024829-0.0006285i,1.7074e-05-0.0014004i,-0.00014791-0.0014142i,0.00015336-0.0015309i,0.00083354-0.0010707i,0.0006208-0.00025162i,-0.00033917-0.00024765i,-0.00046712-0.00065188i,1.5697e-05-0.0010241i,-0.00058392+0.00029345i,-0.0012818+0.00098524i,-0.00091951+0.00013241i,-0.00014469-0.00048594i,0.00034852-0.00036648i
-0.0010022-0.0016371i,-7.0398e-05-0.0010503i,0.00016261-0.00043636i,-0.00023867-0.00015175i,-4.3056e-05-0.0001947i,9.9502e-05+0.00027667i,-0.0003642+0.00094662i,-0.00044986+0.0007386i,0.0002033-0.00066379i,0.00032431-0.0010098i,0.00018554+8.9818e-06i,0.00014669-0.00026048i,0.00043652-0.00098627i,9.4252e-05-0.0009237i,-0.00092166-0.00079428i,-0.0010337-0.00029634i,0.0004501-0.00028687i,0.00057321-0.00017016i,8.5753e-05+0.00030868i,0.00015717+0.00050308i,0.00029198+0.00022071i,0.00032903-0.00040854i,0.0004709-0.00076718i
-3.6916e-05+0.0015843i,0.00099749+0.0012606i,0.0011728+0.0006937i,0.00086267-8.7187e-05i,0.00057901-0.00073403i,0.00097582-0.0013397i,0.0011295-0.00080423i,0.00037755+8.202e-05i,-0.00010455+0.00026938i,0.00047959-6.2869e-05i,0.001234-0.00052662i,0.00088936-0.00082205i,-0.00012944-0.00036675i,0.00012232+9.7176e-05i,0.00061937+4.1036e-05i,0.00043349-0.00026729i,-0.00033012-0.001055i,-0.00098703-0.0015442i,-0.0011955-0.0012109i,-0.0010114-0.00079313i,-0.00030447-0.00053406i,0.00077085-0.00023303i,0.0005995-5.5926e-05i
-0.00040784+0.00014923i,-0.0012451+0.0007327i,-0.0011924+0.0014246i,-0.001111+0.0020454i,-0.0010911+0.001364i,-0.00083-8.068e-05i,3.3283e-05-0.00081838i,0.00059893-0.00025496i,-0.00036472+0.00017741i,-0.00074087-0.00096339i,0.0006797-0.001412i,0.00077982-0.0010254i,4.3456e-05-0.00023375i,-0.00010883-7.6477e-07i,-5.52e-05-0.00036601i,0.00058192-0.00036737i,0.00044142-0.0004409i,0.00033231-0.00064515i,0.00031055-0.00031005i,4.2182e-05+0.00026584i,-5.0963e-05-0.00020612i,-1.8043e-05-0.0003621i,-0.00034596-3.7589e-06i
0.0026267-0.001229i,0.0013627-0.0013916i,0.00077702-0.0022832i,0.0017169-0.0027682i,0.0010467-0.0014965i,-0.00057499-0.00027794i,-0.00093612+0.00021665i,-0.00040914+0.00028012i,-0.00010122-0.00057744i,-0.00022099-0.001576i,-8.7257e-05-0.0015571i,0.00043003-0.00077974i,-8.9646e-05+0.00046902i,-0.00045201+0.00085086i,0.00032638+0.00054187i,0.00029532+0.00064499i,0.00023516+0.0011295i,0.000122+0.0012135i,-0.0007233+0.00052961i,-0.00062741-0.00032159i,-0.00054933-0.00089809i,-0.00044724-0.00049242i,-0.00078828-9.9623e-06i
-0.00038862+0.00034801i,0.00021819+0.00051464i,0.00062613+0.0012455i,0.00065802+0.0017251i,0.00053903+0.00077088i,0.0011203-0.00051136i,0.0015279-0.00051995i,0.0011703-0.00049252i,0.00052721-0.00071315i,0.00069331-0.00095602i,0.001461-0.00079571i,0.0014039-0.00024152i,0.0010917-0.00052162i,0.00091654-0.00075689i,0.00032748-0.00038512i,0.00081661-0.00015699i,0.0013364-0.00033617i,0.00043446-0.00048806i,-0.00029869-0.00036805i,-0.00019715-3.1243e-05i,0.0007109+0.0002596i,0.00069667-0.0002547i,-0.00035547-0.00059927i
-5.2102e-05+7.34e-05i,0.00060222-2.9114e-05i,0.00077005+3.2526e-05i,0.00054541+0.0001382i,0.00066624-0.00090636i,-9.7714e-05-0.0018224i,-0.0014862-0.0011895i,-0.0016839-0.0003447i,-0.0011074-0.00056535i,-0.00084534-0.0017957i,-0.00041384-0.002022i,0.00013351-0.0011211i,0.0004423-0.00051863i,0.00057941-0.00046554i,0.00113-0.00088136i,0.00053202-0.0008584i,0.00054911+3.5419e-05i,0.0013487+0.0014856i,0.00034875+0.00118i,-0.0011053+0.00045233i,-0.0011088+0.00078465i,-0.00037281+0.00023964i,0.00023494-0.00051406i
-0.00079875-0.00087656i,-2.9432e-05-0.00021557i,8.5086e-05+0.00067459i,-7.1151e-05+0.0012371i,1.6152e-05+0.0012533i,-0.00012525+0.0012126i,-0.00062454+0.00078532i,-0.00036317+0.0005579i,-6.0479e-05+0.00045687i,4.2665e-05+8.3879e-05i,0.00032789-0.00022385i,9.8455e-05-6.8105e-05i,-0.00022716-0.00026012i,-0.00085388-0.00088991i,-0.0012031-0.00020224i,-0.00050682+4.9183e-05i,-0.00017284-0.00021937i,-8.0117e-05+5.7706e-05i,-0.00013065-5.3468e-05i,-0.00014925-0.00046434i,0.00041327-3.2983e-05i,0.00030344+0.00029766i,0.00013297+0.00034098i
-0.0026681+0.00024939i,-0.0027518+0.0013358i,-0.0027492+0.00099886i,-0.0018516+0.00048078i,-0.00023726-6.8556e-05i,0.0012084-0.00057975i,0.0013045-0.00056968i,0.00045314-0.00046335i,-5.2574e-05-0.00054273i,0.00061892-0.00096625i,0.00096775-0.0010371i,0.00079865-0.00082943i,0.00080078-0.0011019i,0.00020722-0.0011169i,7.6139e-06-8.0187e-05i,0.00026561+8.6048e-05i,0.00068242-0.00054661i,0.00076282-0.00023337i,-9.8276e-05-0.00019712i,-0.00053673-0.00050763i,-6.4941e-05-0.0004435i,0.00033375+0.00034896i,0.0005857+0.00039083i
0.00058426+0.00067666i,0.0016338+0.00022984i,0.002906+0.0005656i,0.0024669+9.3323e-05i,0.0014252-0.0015254i,1.6124e-05-0.0022496i,-0.00098937-0.0020769i,-0.00066275-0.0012271i,-0.00029612-0.00016089i,-8.9466e-06+0.00018121i,0.00051546+0.00019131i,0.00055007+8.5218e-05i,-0.00026278+5.3694e-05i,-0.00068093+0.00071622i,-0.00060309+0.00071012i,-0.0005532+2.1058e-05i,-0.00088315-0.00012881i,-0.00087976+0.00047006i,-0.0010425-6.1502e-07i,-0.00029423-0.0003432i,0.00087199-0.00015476i,0.00092143-0.00083505i,0.00055811-0.0013497i
-0.00023062+0.0016237i,0.00022232+0.0016899i,0.0014737+0.001977i,0.0021029+0.001058i,0.0011406-0.00047712i,-0.00056597-0.0010147i,-0.00060783-0.00084183i,-0.00011147-0.00034523i,0.00042075-5.9756e-05i,0.00096818-0.00027987i,0.00094032-0.0011383i,0.00050993-0.0010826i,-0.00012907-0.00010826i,-0.00046568+0.00070591i,0.00017088+0.00096857i,0.0003976+0.00015372i,0.00014092-0.00015215i,-0.00027947+0.0006861i,-0.0011677+0.00063141i,-0.00068507-5.2915e-05i,-5.0533e-05-9.3714e-06i,-0.00054336-0.00036695i,-0.0007824-0.0009721i
-0.00098426-0.00051494i,-0.00069457-0.0010581i,2.569e-05+0.00047458i,-7.5857e-05+0.00081203i,0.000429-0.00018998i,0.0010422-0.00023194i,0.00040837-0.00030831i,0.00016667-0.00021502i,0.00053589-0.0006755i,0.00075732-0.0011275i,0.00069159-0.0014939i,0.00062074-0.0019672i,0.00017428-0.000902i,-0.00019494+0.00014137i,0.00046109+0.00036997i,0.00075727+0.00054794i,5.6327e-06-9.2442e-05i,-0.00044226-0.00047361i,-0.00039535-0.00059176i,-0.0006328-8.7481e-05i,-0.00040179+0.00096694i,-0.00073845+0.00091411i,-0.00048016-0.00034534i
0.0005114-0.0013063i,3.1882e-05-0.00054645i,-0.00054385-0.00044338i,0.00026965-0.00057682i,0.00054785-1.5726e-05i,0.00012371-7.0944e-05i,-0.00017539-0.00064047i,-0.00062583-0.00066025i,-0.00012658-0.001026i,0.00091834-0.0011973i,0.0015335-0.00048202i,0.0010663+1.7597e-05i,0.0001524-0.00023369i,0.00030611-0.00018896i,0.00042677-6.6769e-05i,-0.00010663+4.9341e-06i,-0.00019327+0.00035466i,-0.00012736+0.00039717i,-0.00093525-2.5388e-05i,-0.0010788-0.00032682i,-0.0001382-0.0002532i,1.8907e-05-0.00030121i,-0.00050627-0.00016881i
0.00012141-0.00072834i,-0.00077657-0.0013745i,-0.00059834-0.0020653i,-0.00013358-0.00153i,-0.00046908-0.00070566i,-0.00030239+0.00064473i,2.5682e-05+0.000872i,-0.00012703+0.00072536i,0.00018138+0.00076532i,0.00038787+0.00065715i,0.00017245+0.00027212i,0.00030027-0.00050142i,0.00032296-0.00060013i,0.00025003-0.00051996i,-6.4513e-05-0.00028291i,-0.00081139-2.2321e-05i,-0.00058369-0.00042122i,0.00031402-0.00017512i,0.00010409+0.00013517i,-0.0010685-0.00012824i,-0.0017027-0.00076313i,-0.0012489-0.00098281i,-0.00048982-0.00036485i
0.00076173-0.00074557i,0.00092778-0.00058921i,0.0017515-0.0002886i,0.0023861-0.00023318i,0.0020028+0.00054738i,0.0017109+0.00051697i,0.0008409-0.0002696i,-0.00062482-0.00035579i,-0.00035162-9.3321e-05i,0.00054931-0.00085535i,0.00073115-0.0014688i,0.0010418-0.0016944i,0.00092331-0.0010511i,-0.00013447-0.00038749i,-0.0005849-0.00066867i,-0.00035733-0.0007528i,-7.2251e-05-0.00035888i,0.00016837+5.7012e-05i,0.00017952+5.0253e-05i,0.00035356-0.00031937i,0.00076276-0.00010613i,0.00094476+5.6326e-05i,0.00053672+0.00025856i
0.00095929-0.00036862i,-0.00019462-0.00065552i,-0.00045745-0.0020911i,-0.00038381-0.0017835i,-0.00036498-0.00057429i,-0.0013019-3.4593e-05i,-0.0010224+0.00017577i,0.00052021+3.0829e-05i,0.0010227-0.00038698i,7.9543e-05-0.0012432i,-0.0005446-0.001422i,-0.00060825-0.00088921i,-0.00024203-0.00073586i,0.00022317-0.00030704i,0.00060609-0.00011237i,0.0009875-0.000322i,0.00038946+5.1873e-05i,-8.4518e-05+0.00016639i,3.7157e-05-0.00013026i,0.00035574-0.00093764i,-1.3132e-07-0.00066535i,-6.1164e-05-0.0007155i,0.00053956-0.0010949i
-0.00043913+0.0010972i,-9.5033e-05+0.00087587i,0.0011068+0.00043201i,0.0020937+4.9387e-05i,0.0025861-0.00065952i,0.0016267-0.0011265i,0.00020998-0.00084495i,1.9141e-05-0.00034254i,0.0001409-1.4344e-05i,0.00092682-0.0001319i,0.0010907-2.4089e-06i,0.00014579-0.00041346i,-0.00031568-0.00056725i,0.0001033+0.00014205i,0.00024338-0.00062078i,-4.4769e-05-0.0012627i,-2.6508e-05-0.00085449i,2.873e-05-0.00061614i,-0.00039089-0.00045736i,0.00010482-0.00054452i,0.0003173-0.00039296i,-0.00052484-7.0618e-05i,-0.0010352-0.00027748i
-0.00043924+0.00021215i,4.8107e-05-0.00028846i,-0.00072689-0.00032395i,-0.0017004-0.00056129i,-0.0011175-0.00054736i,-0.00059059+0.00038773i,-0.00048541-0.00047778i,2.6958e-05-0.000617i,0.00067743+6.3648e-05i,0.00054521-0.00014429i,-9.5484e-05-0.00054761i,-0.00034818-0.00094017i,-0.0003425-0.00046225i,-0.00049754-0.000394i,-0.0002051-0.00043213i,0.00016272+4.8751e-05i,0.00015557+0.00018298i,0.00022818+4.3521e-05i,-0.00047479+0.00017865i,-0.00012839+4.477e-05i,0.00094478+4.97e-05i,0.00043118+0.00035666i,-0.00014576+6.5608e-05i
0.002372-0.00082886i,0.0021116-0.0011623i,0.0023911-0.0021698i,0.001905-0.0022085i,0.0009977-0.00087875i,-0.0005216+0.00023776i,-0.0012524+0.00011488i,-0.00028011-0.0002136i,0.00082617-0.00093055i,0.0002194-0.00095507i,-0.00030112-0.00023424i,-0.00014154+0.00015135i,-0.00052871+0.00094307i,-0.000662+0.0009077i,0.00018756+0.00073493i,0.0003028+0.0010821i,-4.395e-05+0.00077654i,-0.0002146+0.00066876i,-0.00050319+0.00071262i,-0.00038519+0.00056817i,0.00074395-0.00016788i,0.00093558-0.00084064i,0.00074761-0.00033211i
0.0003251-0.00019439i,-0.00078247-2.5337e-05i,-0.0018894-0.00022178i,-0.0012727-0.00075523i,-0.00070442-0.00092334i,-0.00046208-9.4254e-05i,0.00030666+0.00044591i,0.00064382+0.00060037i,0.00076688-4.7239e-05i,0.0007835-0.00076773i,0.00077728-0.00027445i,0.0012388+0.00017356i,0.0012133-0.00035757i,0.00070909+0.00015565i,0.00013142+0.00087762i,-0.00011806+5.2237e-05i,-0.00010269-0.00078354i,-0.00064608-0.00073858i,-0.00089531-0.00034866i,-0.00023151+7.7144e-05i,-0.00011948+7.8101e-06i,1.4539e-05-0.00056839i,0.00077854-0.0010897i
0.00049223-4.1438e-05i,0.00023389-0.00090835i,0.0015853-0.000807i,0.0026378-0.00062075i,0.001688+0.00016921i,0.0011424+0.0004592i,-6.054e-06+0.00013069i,-0.00077059+0.00016461i,-0.00051198+0.00026044i,-0.00034528+0.00023187i,-0.00012933-0.00011146i,0.0001589-0.00045477i,0.00030175-0.00080098i,-0.00011951-0.0006548i,3.9822e-05-2.5793e-05i,0.00015162+0.00037377i,8.5094e-05+0.00023742i,0.00056039-0.00031596i,0.00032406-0.00050341i,0.0001645-0.00042758i,0.00055101+0.00044627i,-0.00021613+0.00063383i,-0.00093183-0.00011334i
-0.00053416-0.00094889i,-0.0016917-0.00075157i,-0.002538+0.00021414i,-0.0020115+0.00021116i,4.0232e-05-0.00055423i,0.0011098+0.000143i,0.00074177+0.0012084i,-0.00034091+0.0008387i,-0.00084839-0.00070415i,-0.00055583-0.0017132i,-0.00012859-0.0012246i,0.00028707-0.00011515i,-1.9645e-05+0.0007035i,-0.00044702+0.00044534i,-0.00053668-9.708e-05i,-0.00059696+0.00047103i,-0.0005926+0.00056795i,-0.00034046+0.00024649i,0.00025246-0.00016281i,0.00080025-0.0010186i,0.0011864-0.00075326i,0.00073708-0.00093858i,3.6991e-05-0.00058801i
-0.00063103-0.00032878i,-0.00052766-0.00060388i,0.00046275-0.00094983i,0.00094607-0.00016212i,0.00018885+0.0014107i,0.00095963+0.0024371i,0.0014196+0.0016652i,-0.00017882+0.00077883i,-0.001195+0.001061i,-0.0004619+0.00070308i,0.00045739-7.0165e-05i,0.00021402-0.00057399i,0.00031648-0.0010119i,0.00071667-0.00084905i,0.00080981-0.00086517i,0.00078126-0.0012714i,0.00023803-0.00080983i,-0.00027901-0.00051385i,-0.00071428-0.00063385i,-0.00018098-4.4504e-05i,0.0010421+0.00014553i,0.00079774-1.8997e-05i,-0.00046026-0.0001351i
-0.00028136+0.00063534i,-0.00011863+0.0008146i,-0.00082554+0.00068191i,-0.00028163+0.00088972i,0.00042222+0.00059074i,-0.00067399-0.00043759i,-0.0013662-0.00039163i,-0.00098606+1.8267e-05i,-0.00022692-4.36e-05i,0.00058041-0.00025028i,0.00043083-0.00056908i,-0.00014696-0.00059527i,2.5838e-05-0.00072582i,0.00054435-0.0014517i,0.0003726-0.001575i,-0.00069712-0.00064545i,-0.00066248+0.00056613i,-0.00020617+0.00099837i,-0.00089811-0.00011987i,-0.0009468-0.00051089i,-0.0009668-0.00034416i,-0.00074766-0.00069588i,7.3418e-05-0.00020245i
-0.00014783-0.00083118i,-0.00024473-0.0013822i,-0.00057725-0.0015875i,-0.00068248-8.9712e-05i,-0.0013543+0.00021737i,-0.0013251-0.00023061i,-0.00013883+0.0002126i,0.0006406-1.7423e-05i,0.00064892-0.00031478i,0.00058478-0.000434i,0.00096421-0.00048152i,0.001341+0.00034645i,0.0009193+0.00070413i,1.8714e-05+5.5154e-05i,-0.00041832-0.0002655i,-0.00071038-0.00082344i,-0.00062043-0.0012168i,-0.00044215-0.00095247i,-0.00082147-0.00043957i,-0.00068996+7.5667e-05i,0.00018893+0.0004349i,0.00023869+0.00013109i,6.5022e-05-0.00022915i
0.00063013-0.0013661i,-0.00075417-0.00043871i,-0.0013548-0.00080518i,-0.0011858-0.0013428i,-0.0004209-0.0009496i,0.0010157-0.00022968i,0.0014311-3.4678e-05i,0.00087059-0.00065736i,0.00039631-0.0019371i,0.00036139-0.0018725i,0.0013012-0.00105i,0.00083148-0.00060642i,-0.00012145-0.00058454i,0.00039845-0.00019726i,0.00051248-0.00012635i,-0.00019059-0.00022466i,-0.00046697-0.00017465i,-0.00064532-0.00046093i,-0.0015472-0.00013327i,-0.00066982+0.00064831i,0.0010242+0.00075623i,0.00054254+0.00038816i,-0.00025967+0.00031418i
-0.00032575+8.9667e-05i,0.00059582-0.00022175i,0.0010039-0.00062249i,-0.00041845-0.00063093i,-0.00090761+4.3438e-05i,-0.00041538+0.00046745i,-0.00066197+0.00032881i,-0.0006983-0.00063219i,-0.00078808-0.0017981i,-0.0012931-0.0018722i,-0.00093124-0.0010108i,-0.00051912-0.00058471i,-0.00049786-0.00075742i,-0.00023778-0.00047925i,0.00021908-0.00022601i,-8.9195e-05-0.00020209i,-0.00026658+0.00017883i,0.00022455+0.00026977i,9.7644e-05+3.8761e-05i,0.00045802-0.00030007i,0.00068065-0.00019377i,0.00037054-0.00030496i,0.00069869-0.00064399i
-0.0024412+0.001827i,-0.0011942+0.0021815i,0.00044848+0.0030963i,0.00071849+0.00275i,0.00094894+0.0017473i,0.0016511+0.0006042i,0.0011134-0.00019114i,-0.00019156-0.00018203i,-0.0011773+0.00064047i,-0.00042871+0.00099406i,0.0010454+0.00040566i,0.00059312-0.00052563i,-0.00072791-0.00040598i,-0.00079467+6.6872e-05i,-0.00029338-0.00010304i,6.7255e-05+0.00010035i,0.00028462+0.00048738i,0.00038025+0.00031612i,0.00042805+0.00080878i,0.00095996+0.00053241i,0.001888-0.00025561i,0.0013882+6.438e-05i,0.000195-0.00028125i
-0.0010026-0.0018202i,-0.00043802-0.00077186i,-0.00042924-0.00038726i,9.5187e-05+0.00014823i,0.00061397+0.0010396i,0.0003835+0.00087489i,1.7873e-05+0.00063655i,-0.00027122+0.00054409i,-4.91e-05-0.00025144i,-0.00028682-0.00030329i,-0.00058835-0.00060672i,-0.00044656-0.00081623i,-0.00012283-0.00055506i,0.00035143-0.00042297i,0.0001662-0.00017087i,-3.5934e-05-0.00059393i,0.00050477-0.0013715i,9.3552e-05-0.0013985i,-0.0005373-0.00069122i,-0.00062142+0.00040795i,-0.00065476+0.00076455i,-3.5677e-05-9.2243e-05i,-9.5757e-05-0.00071688i
