-0.002521+0.000468i,-0.00079968+0.00015757i,-0.00065816+0.00082539i,-0.00025334+0.0020607i,0.00010704+0.0030749i,0.00063902+0.002881i,0.00038593+0.002282i,-0.00013812+0.001977i,0.00063332+0.0014514i,0.0018926+0.00061305i,0.0015332-0.00064062i,0.00088934-0.00078941i,0.00059079-0.0009417i,0.00068861-0.0014866i,0.001182-0.001262i,0.00056596-0.00076829i,-0.00019635-0.00023527i,-4.1355e-05+0.00010426i,9.6259e-05+0.00011924i,-7.7896e-05-0.00021715i,5.2232e-05-0.00028539i,-0.00010103-0.0011046i,-0.00072718-0.0011416i
-0.00036708+0.00072007i,0.0011928+0.0017286i,0.0012174+0.001092i,0.00031055+0.0003247i,9.6332e-05+0.0014608i,0.0013648+0.002153i,0.0016165+0.0013222i,0.00056049+0.00046401i,0.00025941+0.00012995i,0.00033892+1.2773e-05i,-4.7846e-05+0.00018029i,0.0004247+0.00061034i,0.00072819+0.00045206i,0.0008751-4.0655e-05i,0.0010486+0.00016241i,0.00011724+0.00024076i,-0.000632-0.00013787i,-0.00098536-0.00037757i,-0.0009643-0.00068993i,-0.00018769-0.00050738i,0.0010524-0.00010949i,0.0011927-0.00047835i,0.00017297-0.0009757i
-0.00057236-0.0018604i,0.00028853-0.00158i,-0.00019315-0.0009485i,-0.0011331+0.00054856i,-0.0012689+0.0017074i,-0.00046531+0.0016564i,0.00037818+0.0010324i,0.00045363+0.00064026i,0.00013414+0.00034683i,0.00010495+3.4181e-05i,-0.00017133+0.00011926i,-0.00079745-0.00010974i,-0.00029305-7.1128e-05i,0.00064723-0.00036155i,0.00033164-0.00079404i,-0.00035718-0.00036054i,-9.5267e-05-0.0003964i,-0.00019196-0.00066258i,-0.00026858-0.00057553i,0.00017397-0.00022532i,0.00027895+0.0002754i,9.8853e-05+0.00026883i,0.00024576+6.8604e-05i
0.00073068-0.0006979i,0.00088248-0.00043375i,0.0010145-0.0010743i,8.7819e-05-0.00060862i,-0.0003255+0.00074613i,0.00026933+0.001651i,0.0014786+0.0022913i,0.00058516+0.0019978i,-0.00036948+0.00093358i,0.00032865+0.0010883i,8.7526e-05+0.0011144i,-0.00034409+0.0001605i,0.00017178-0.00014565i,0.00058314+2.4554e-05i,0.00061746-0.00035919i,0.00069625-0.0005267i,0.00041021-0.00043816i,0.00036683+0.00051622i,0.00021268+0.00097962i,4.0316e-05+0.00022705i,6.7079e-05-0.00029648i,0.00030729-1.6235e-05i,0.00067989+0.00028023i
0.0013732-0.0018139i,0.00072849-0.0014926i,0.00074905-0.00017359i,0.0018722+0.00039459i,0.0021634+0.0005548i,0.0010356+0.0012416i,-0.00032693+0.001238i,-0.00050498+0.00060053i,-0.00059036-0.00027833i,-0.00059237-0.00027049i,-0.00017131+0.00020166i,0.00010604+9.5604e-05i,-0.00039721+0.00017156i,-0.00094437-0.0005939i,0.00016315-0.00082226i,0.0010113+0.00011593i,0.00048905+2.0867e-05i,-0.00012673-0.00068427i,-0.00076452-0.00093351i,-0.00041513-0.00089936i,0.00041975-0.00044784i,0.0001469-0.00021444i,-5.4755e-05+1.0227e-05i
0.00071154-0.0015008i,0.00038805-0.0015168i,-0.00055553-0.0017408i,-0.0012746-0.00041347i,-0.0015524+0.00096998i,-0.00071818+0.0021035i,0.00059586+0.0020705i,0.00028135+0.00051689i,-0.00052256-0.00045454i,-0.00069241-0.00022217i,-0.00070206+0.00014601i,-0.00091024-0.00019805i,-0.00063678-4.0018e-06i,0.00050982+0.00020286i,0.00082704+0.00054506i,0.00024333+0.00038782i,-0.00010734-0.00075355i,-0.00017917-0.00097995i,-0.00055176-0.00018692i,-0.00057543+0.00014282i,-5.3088e-05-0.00040311i,4.2648e-05-0.00067816i,-0.00027795-0.00040531i
-0.0014196-0.00093507i,-0.00080241-0.00095269i,-0.0011923+2.918e-05i,-0.00091827+0.00078444i,0.00018442+0.0018254i,0.00080002+0.0023102i,0.00088769+0.00080246i,0.00045031-0.00020132i,-9.4609e-05+3.7972e-05i,-3.7033e-06+0.00028678i,0.0005084+0.00031767i,0.00053876-0.0003644i,0.00092394-0.00053196i,0.00042677-0.00023554i,0.00037866-0.0002242i,0.0010063-0.00055235i,0.00084543-0.00048233i,0.00055896+0.00062303i,0.00040561+0.00075313i,0.00015473+0.00052345i,0.00019908+0.0016584i,0.000559+0.0012173i,0.00059037+0.0002281i
0.0021778+0.0012279i,0.0015765-0.00027774i,0.00019201-0.00084427i,-0.00050529-0.00079228i,7.678e-05+0.00017867i,0.00024668+0.0014456i,0.0004761+0.0017234i,0.00039486+0.00094983i,-0.00037203-0.00022938i,-0.00035246-0.00060899i,-0.00054066-0.00034062i,-0.00068422-0.00013926i,-0.00072677+0.00020079i,-0.00067764+0.0001117i,-0.00053067-0.00049916i,-0.00048142-0.00013267i,0.00012991+0.00030296i,0.00029285+0.00040385i,0.00053516+0.00043266i,0.00045338+0.00010462i,-7.2045e-05+0.00061251i,-0.00056703+0.00089249i,-0.00015115+0.00018243i
-0.00033621-0.0020902i,0.00023241-0.0020144i,-0.00088303-0.0014594i,-0.0014023+0.00011342i,-0.00066811+0.0014166i,0.00096886+0.0022053i,0.0010092+0.0018279i,0.00060637+0.0006346i,0.00061607+0.0002256i,3.3603e-05+0.00027677i,1.8191e-05-0.0001236i,0.00049056-0.00070512i,0.0012286-0.00085897i,0.00061797-0.00096018i,7.1014e-06-0.001071i,0.00052183-0.00071882i,0.00043462-0.00032429i,-0.00016854-0.00052834i,-0.0011576-0.00054843i,-0.0012641-0.00069452i,-0.00058094-0.00046176i,-0.00052652+8.9492e-05i,-0.0010662-0.00011987i
0.0016037+0.00055874i,0.0017322+0.00011785i,0.00031415-0.00051921i,-0.00055667-0.00022878i,0.00075459+0.00081634i,0.0013663+0.0010921i,0.00076717+0.0011934i,0.00011858+0.00057804i,0.00022254-0.00042338i,-1.856e-05-0.00013721i,-0.00018751-0.00027134i,2.1224e-05-0.0008499i,0.0005947-0.00042554i,0.00057263+0.00051103i,0.00019277+0.0012735i,0.00024447+0.00085288i,0.00087472+0.00034052i,0.00080859+7.6482e-05i,-0.00010005+0.00014114i,-0.00073124+0.00013891i,-0.00062648-7.781e-05i,-0.00031383-0.00052382i,0.0002787-0.00074176i
-0.00014506-0.0013575i,-0.00026554-0.0012929i,0.00046738-0.0013243i,0.00067385-0.00075199i,0.00010127+0.00091318i,-0.00015104+0.0016575i,-0.00050852+0.0013418i,-0.00067944+0.00086918i,-0.00026932+0.00046482i,0.00079313-2.9835e-05i,0.0012721-0.00064325i,0.00053139-0.00057867i,4.9237e-05+0.00027501i,-9.9591e-07+0.0002642i,6.9958e-05-0.00028205i,1.3732e-05-0.00039734i,0.00012163-5.7529e-05i,0.00020504+0.00094117i,0.00048493+0.0011358i,0.00035954+0.00058376i,0.00057315+5.0985e-05i,0.0012322-0.00029962i,0.00077115-0.00066053i
0.0020386-0.00029725i,0.002947-0.0010529i,0.0031088-0.0011553i,0.0014105-0.00046467i,-0.00016911+0.00064252i,2.936e-05+0.0017397i,0.0007928+0.0016001i,0.00094496+0.001077i,0.00021361+0.00047553i,-0.00022802-0.00072298i,0.00029409-0.00068647i,0.00026304+0.00043498i,7.1176e-06-0.00010666i,-0.0002246-0.00053704i,-0.00055035+2.445e-05i,-0.0011096+9.4396e-05i,-0.00075687-0.00047351i,-0.00043162+2.3444e-05i,-0.00025833+0.00051659i,0.00042391+0.00071095i,0.00039983+0.0010018i,-0.00053463+0.00036213i,-0.00034215-0.00053886i
0.0025115-0.0011082i,0.001722-0.0013214i,0.00086433-0.0019763i,0.00037718-0.0016907i,-1.8633e-05-0.00046441i,-0.00068287+0.00069264i,-0.00048987+0.0010894i,0.00032566+0.00046029i,0.00079203+0.00052972i,0.00061118+0.0008622i,2.8e-05+0.00017691i,0.00021411+7.2324e-06i,0.00035255+0.00059374i,0.0001634-0.00018623i,-0.00070929-0.00083052i,-0.00088857-0.00041353i,-0.00046462+8.118e-05i,-2.0774e-05+0.00010239i,0.00087856-0.00050937i,0.00053517-0.00028051i,-1.8241e-05+0.00017406i,-0.00061391-5.0861e-05i,-0.00039548-0.00015485i
0.00027659-0.0022134i,0.00055407-0.00087399i,-0.00015699+0.00024202i,-0.00054368+0.00046503i,-0.00059991+0.00088956i,-0.00056368+0.00095023i,-3.9533e-06+0.00012466i,0.0012918-0.0004515i,0.00097231-0.000402i,-0.00020613-1.6403e-05i,0.00031422+0.00031084i,0.00042328+0.00050868i,5.4941e-05-4.0207e-05i,0.00033235-0.00036316i,0.00055306+0.00022391i,0.00048466+0.00035845i,-0.00024349-2.7585e-05i,-0.0011904-0.00037697i,-0.00083569-0.00080029i,-0.00012106-0.00097543i,-0.00075938-0.00052067i,-0.001022-7.344e-06i,-0.00074082-5.6131e-05i
-0.001152-0.00067983i,0.00038008+0.00014805i,0.001422+3.473e-05i,0.001054+2.5171e-05i,0.0012164+0.0003796i,0.0019563+0.00051996i,0.001788+0.00050123i,0.00055294-0.00019638i,-7.7532e-05-0.0013888i,-0.00020469-0.0010826i,-5.877e-05-0.00062396i,0.00023468-0.0013898i,0.00035695-0.0011203i,0.00035219+2.086e-05i,0.00055723+9.0128e-05i,0.00098437-0.00042206i,0.00077655-0.00047779i,0.00021101+2.659e-05i,0.00040224+3.9472e-05i,0.00072125-0.00044003i,0.00033078-0.0011083i,0.00071686-0.0012464i,0.0006224-0.00010378i
-0.00081206-0.0018722i,-0.0014339-0.0014924i,-0.0022144-0.00029173i,-0.0016949+0.00068509i,0.00021197+0.0016701i,0.0014218+0.0013189i,0.0016528+0.00060022i,0.0018574+0.0002573i,0.0013506+0.00035491i,0.00052831+0.00071842i,0.00082857+0.00049159i,0.0011005-0.00033411i,0.0011913-0.00039701i,0.0011227-2.3022e-05i,0.00070925-0.00015796i,0.0001672+8.6637e-05i,-0.00024435+0.00021329i,-0.00027791-0.00027197i,5.3651e-05-0.00065676i,0.00010203-0.00047686i,2.3236e-05-0.00044954i,-6.7724e-05-0.00025755i,-0.00019941+0.00033215i
0.0019541-0.0012127i,0.0026037-0.0011691i,0.0022217-0.0014113i,0.00089045-0.0012973i,-0.0003614-0.00016456i,-0.00059089+0.0017109i,0.00022052+0.0017549i,0.00058216+0.0008544i,0.00035103+0.00059758i,0.00020766-0.0002738i,0.00057113-0.00080105i,0.00049506-0.00017455i,0.00046426+4.43e-05i,0.0007774+0.00019265i,0.00023058+0.00026302i,-0.0003982-0.00031862i,-0.00026164-0.0002586i,-0.0002145+0.00024545i,-0.00023342+0.0001107i,0.00038197-5.1349e-05i,7.8199e-05-0.00016064i,-0.00069808-0.00048017i,-0.00029763-0.00029131i
0.0021069+0.0010307i,0.0022681+0.00081596i,0.0022529-0.0004121i,0.0010845-0.0012622i,-0.00019734-0.001024i,-0.00075429+3.8204e-05i,-0.00025502+0.0010179i,0.00049385+0.00065438i,0.00049154-0.00045156i,0.00038589-0.00061252i,0.00038096-0.001233i,0.0003915-0.0012798i,-0.00013711-0.00073574i,-0.000696+2.1056e-05i,-0.00079328+0.00052836i,4.0933e-05-0.000546i,0.0001095-0.00068903i,-0.00035914-0.00023324i,-0.0002752-0.00027181i,-0.00035621-0.00018114i,-0.00040285-0.0010043i,0.00011871-0.0013105i,0.00073054-0.0004673i
0.001957-0.00052316i,0.0022247-0.0005168i,0.0017938-0.0004631i,0.00063305-0.00076322i,0.00029237-0.00057363i,0.00016851+0.001355i,-9.31e-05+0.0019242i,0.0003496+0.00048192i,0.0001983-0.00034643i,7.5313e-05-0.00077223i,0.00067155-0.0010865i,0.0013-0.0010255i,0.0013251-0.00064099i,0.00058807+0.00013585i,-0.000135+0.00039173i,-0.00098414+0.00045381i,-0.0011725+0.00087688i,1.9827e-05+0.00076942i,0.0006817-1.0998e-05i,0.00051606-0.00023013i,0.00039375-0.00049635i,0.00053284-0.00020587i,0.00052405+0.00050652i
0.00070764+0.00072102i,0.001418+0.0010412i,0.0014839+0.00060394i,0.00027618+9.19e-05i,0.00061072+0.00065553i,0.00097228+0.0007577i,0.000554+0.00053901i,-0.000425+0.00034663i,-0.0001493-0.0001545i,0.00080931+0.00018879i,0.0012321+0.0002791i,0.00065879-0.00042743i,4.9182e-05-0.00036298i,0.00013506-0.0001955i,-0.00032382-0.00055957i,-0.00072271-0.0010789i,-0.00028982-0.00047378i,7.2303e-05+0.00046186i,3.7367e-05+0.00093575i,0.00015828+0.00058514i,0.00041869-0.00043153i,0.00085678-0.0004058i,0.001565-7.3548e-05i
0.0019515-2.4286e-07i,0.0028134+0.00018936i,0.0015257-7.4301e-05i,0.00065784-0.00047974i,8.1527e-05-0.00012183i,-0.00024417+0.00027489i,-0.00024198+0.00096587i,0.00013373+0.0013957i,0.00030386+0.00069044i,-0.00034516+6.3428e-05i,-0.00053847-6.1559e-05i,-4.6241e-05-2.6384e-05i,-0.00012284+0.00023986i,-0.00090992+0.00031837i,-0.0004908+9.5986e-05i,0.00034029-0.00032536i,0.00023388-0.00057646i,-0.00019295-6.4756e-05i,-0.00027356-0.00017157i,-0.00028091-0.00052471i,-8.5778e-05-8.2236e-05i,-0.00067165+0.00056001i,-0.0014311+0.00018702i
0.00099333+0.00097439i,0.00086292+0.0010867i,0.00085869+0.0010216i,0.00055831-0.00010814i,-0.00034749-0.00011546i,-0.00067636+0.00075887i,-0.00021535+0.00086314i,7.9984e-05+0.0011963i,0.00030154+0.0012i,0.0003874+0.00024058i,-0.00024972-0.00050395i,-0.00058953-0.0013413i,0.00010696-0.0018157i,0.00087805-0.0009807i,0.00041615-0.00013529i,-0.00076614+1.9782e-05i,-0.0011588-0.00043766i,-0.00085588-0.00074799i,-0.00042951+5.0059e-05i,0.00088618+0.00083404i,0.0010999+0.0010062i,0.00030196+0.00030829i,-8.3297e-05-7.3922e-05i
-0.00017357+0.0002446i,0.00019111+0.0001527i,0.00029935-0.0005956i,0.00097614-0.00078117i,0.0011799-0.00012845i,0.00081166+0.00088257i,9.2577e-05+0.0011761i,-0.00020113+0.00091579i,-0.00049261+0.00063271i,-0.00040312-0.00055485i,5.9924e-05-0.0010512i,0.00038541-0.0005306i,4.6846e-05-0.00033253i,-0.0011888-0.0010921i,-0.0017195-0.0013245i,-0.00079312-0.00069134i,0.00019826-0.00041553i,0.00012299-0.00034281i,-0.00076089+0.00043543i,-0.00099157+0.00043778i,-0.00079311-2.163e-05i,-0.00025272-0.0004081i,5.1736e-05-0.0009271i
0.0025215-0.0014665i,0.0027493-0.00042452i,0.0021934-0.00086536i,0.00089644-0.0011519i,0.00013609-0.00059224i,-0.0002253+0.00034647i,0.00023109+0.0011821i,7.1823e-05+0.0014766i,-0.00064342+0.0011113i,-0.00039393+0.00018577i,-0.00034099-0.00033646i,-0.00015109-0.00073476i,4.2888e-05-0.00089309i,-0.00031437-0.00040588i,-0.00041073+0.00025457i,-0.00027234+0.00049655i,0.00033009-0.00038978i,0.0003361-0.00070474i,-7.3593e-05-0.00046941i,-0.00013795-0.00058913i,0.00060886-0.00017972i,0.00019867+7.9753e-05i,0.00015806-0.00052177i
-0.0014902+0.00057137i,-0.0016998+0.00039545i,-0.001733-0.00014294i,-0.00061278+0.00048643i,0.001089+0.0017278i,0.0015467+0.0017459i,0.0010669+0.00079537i,0.00020161-0.00052257i,-0.00067032-0.00071209i,-0.0008573+1.8299e-05i,-0.0007025-0.00044643i,-0.00039883-0.0011491i,-7.2441e-05-0.00072292i,2.7718e-05-0.00047017i,0.00010965-0.0013318i,-0.00013041-0.0017427i,-0.00060669-0.0011796i,-0.00065163+0.00037894i,-0.0010736+0.00099068i,-0.00095781+0.00043004i,6.9821e-08+0.00050386i,0.0003313-0.00010457i,0.00031506-0.00050855i
2.7465e-05+0.001057i,0.00077409+0.0016219i,0.0017934+0.001182i,0.001601+0.00080295i,0.0011746+0.00058957i,0.0013255+8.0449e-05i,0.0014101+0.0002441i,0.00071044+0.00050034i,-0.00044491-9.3817e-05i,-0.00064093-0.0011087i,-0.00014698-0.0008698i,-0.00037703+0.00075809i,-0.00085801+0.00075898i,-0.00027836-0.00037737i,0.00042645-0.0004338i,0.00052898+0.00034789i,-0.00011402+0.00024161i,-0.00033336-0.00015296i,-0.00033772+4.2046e-05i,-0.00042086+0.00049143i,0.00021909+0.00078372i,0.0008373+0.00088005i,0.0013188+0.00055847i
0.00015086-0.0013028i,0.00097501-0.00035259i,0.001098+0.0011217i,0.0013422+0.0010144i,0.0011217+0.0012717i,0.00071101+0.0025266i,-0.0003383+0.0020146i,-0.00052123+0.0010255i,-0.00034971+0.0006263i,-0.00033029+0.00044251i,-3.4828e-05-0.00024533i,-6.5926e-05-0.00051152i,-5.4798e-05-0.00018909i,-7.4599e-05-0.0001454i,2.3544e-05-0.00025173i,-6.9516e-05-0.00031941i,-5.1299e-05-0.00025652i,-7.3727e-05-0.00044296i,-0.0004405-0.00069013i,-0.0010695-1.1208e-05i,-0.00074065+0.00056285i,-0.00027396+7.1571e-05i,-0.00085808+1.5878e-05i
0.00051683+0.00071903i,0.0012985+0.00025067i,0.00065154-0.00081237i,-2.2536e-05-0.00052758i,0.00013686+0.0013354i,0.0012603+0.0014362i,0.001567+0.0010009i,0.00061219+0.0010976i,-0.00023017+0.00068194i,-0.00028478+0.00027589i,0.00016105-0.00063671i,0.00081619-0.0013629i,6.4089e-05-0.0015559i,-0.00089034-0.0011377i,-0.00061289-0.00061029i,-2.1753e-05-0.00069424i,-0.00023729-0.0004058i,-0.0010378+0.000323i,-0.0010452+0.00076501i,-0.00025243+0.00042142i,-0.00038237+0.00027994i,-0.0010118+0.00045445i,-0.00018366+0.0002448i
-0.00059984-0.00042332i,-0.00051062-0.00022264i,0.00024576-0.00069649i,0.00059296-0.00078558i,0.00026654-0.00015462i,7.0133e-06+0.00081289i,0.001125+0.0011406i,0.0016676+0.0010322i,0.00047563+0.00085565i,-0.00062892+0.00085808i,-0.00088527-0.00015343i,-0.00077424-0.00092253i,-0.00096262-0.00062647i,-0.00049915-0.00060553i,0.00027098-0.00046438i,0.00023038-0.00022836i,-0.00027258-0.00040129i,0.00035786-0.00070252i,0.00065795-0.00021819i,0.00013422+0.00034189i,-0.00047528+4.3493e-05i,-0.00041459-0.0008237i,3.5292e-05-0.00091504i
0.0016189+0.00023038i,0.0013361+9.6239e-05i,0.0013322-0.0010095i,0.0010046-0.00042997i,0.0006477+0.0006205i,0.00079449+0.00091319i,0.00088696+0.001067i,0.00058788+0.00048032i,0.00014351-0.0002442i,-0.00018647-0.00024146i,-0.0005991-0.00022495i,-0.00049843-0.00065684i,3.5652e-05-0.00071159i,0.00048308-0.00057546i,0.00013951+9.6816e-05i,-0.00057571+0.00012784i,-0.00077422-0.00047045i,-0.0013134-9.3945e-06i,-0.0012772-0.00014311i,-0.00015123-0.00027763i,0.00067074-0.00011098i,0.0015393-0.00056779i,0.0017367-0.00024111i
0.0021284+0.00049968i,0.0016587-0.00080583i,0.0011821-0.0010251i,0.00046558+0.00060066i,-0.0002222+0.0010443i,8.8638e-05+0.0010002i,0.00053593+0.0011658i,0.0012205+0.0012702i,0.00085643+0.00086378i,4.4154e-05+0.00063136i,-0.0003749+0.00077316i,-0.00057372-0.00014215i,-0.00011189-0.00080869i,0.00052456-0.00052117i,0.00067035+0.00028028i,0.00021535+0.00044846i,9.375e-05+0.00012139i,0.00064169+0.00052475i,0.00028036+0.00073351i,-0.00047786+0.00037732i,-0.00078457-0.00030245i,-8.1419e-05+4.1341e-05i,0.0002131+0.00022929i
-0.00074153-0.0010901i,-0.0011687-0.00070686i,-0.0018262-0.00042166i,-0.0010161-6.7218e-05i,0.00019675+0.00055542i,0.00022683+0.0010618i,0.00021367+0.0010497i,-7.4669e-06+0.00072467i,-0.00012089+0.00047469i,0.00015127+7.5281e-05i,0.00030259+4.0053e-05i,0.00051906+0.00012739i,0.0015039-0.00016428i,0.0019722-0.00043307i,0.0012526-0.00035419i,0.00071475-0.00047547i,0.0013247-0.00058954i,0.001335-0.00020262i,0.0011684-0.00055713i,0.00073398-0.0007608i,-0.0002553+0.00010767i,-0.00051319+0.00042243i,-8.0983e-05-0.00019912i
0.0005025-0.0015456i,0.00080036-0.0015052i,0.0005461+7.7165e-05i,-0.00021257+0.00011418i,0.00031933-0.00056539i,0.0016039-0.0007057i,0.0013522+0.0002575i,-4.1451e-05+0.0010507i,-0.00095404+0.00060485i,-0.00079279+0.00034094i,7.8062e-05+0.00034511i,0.00034868-0.00064476i,-0.00025081-0.00045557i,-0.00074359-0.00051978i,-0.00053471-0.0013332i,-8.4788e-05-0.00089377i,0.00039022-0.00098848i,8.3615e-05-0.001148i,2.4576e-05-0.0012015i,-8.5135e-05-0.0014017i,6.3171e-05-0.00075836i,0.00061612+2.3226e-05i,-5.397e-07+8.9721e-05i
0.0021555+0.00020881i,0.0016798-0.0004865i,0.0019493-0.00043649i,0.0015985-0.00071489i,0.0010858-0.00057442i,0.00071793-0.00015329i,-5.9617e-06+0.00049851i,-0.00018846+0.00078588i,0.00058135+0.00048066i,0.0010803-0.00041702i,0.0011659-0.0010256i,0.00089639-0.00082483i,8.262e-05-8.8964e-05i,-7.2232e-05+1.6347e-05i,0.00020902-0.0005517i,-0.00029198-0.00061797i,-0.00022336-0.00064706i,0.00032502-0.0004056i,-0.00013979+8.6735e-06i,-0.0003075+0.00010537i,0.00039722+0.00032969i,0.00081459-0.00068926i,0.00012333-0.0011084i
0.0011005-0.0023565i,0.0014346-0.0016867i,0.0015788+3.1165e-05i,0.0010916+0.0012086i,0.0010512+0.0018034i,0.001107+0.0027652i,0.000898+0.0020179i,0.00065033+0.00056533i,0.0003052-8.9382e-05i,0.00049044-5.3372e-05i,0.00013207+0.00021374i,-0.0011628-2.5636e-05i,-0.00064538-0.00015511i,0.00064374-0.00020905i,0.00081027-0.00014408i,0.00049335+3.5128e-05i,0.00041774-9.1126e-05i,0.00016003-0.0011626i,-0.00058902-0.0011451i,-0.00048836+0.00014561i,-0.00031056+0.00049533i,-4.655e-05+0.00025364i,6.9847e-05+0.00064007i
0.00027836+0.0017105i,0.00082317+0.0015817i,0.0012587+0.00045813i,0.0014555-0.00031338i,0.0011086-0.00019104i,0.00013092-0.00045146i,0.00017486-0.00030183i,0.00049832+9.1153e-05i,0.00051925+0.00040978i,0.00014732+2.7872e-05i,-2.7759e-05-0.00071711i,-7.1776e-06-0.0013538i,-0.00021428-0.0012142i,-0.00035426-0.0010951i,-2.228e-05-0.0017919i,0.00017986-0.0012525i,-5.826e-05-0.00034709i,-0.00031254-0.00025609i,-0.00031994-0.00034714i,2.8548e-05+9.1117e-05i,6.5773e-05+0.0006736i,-2.4384e-05-1.0306e-05i,0.00052865-0.00067887i
0.00075007+0.00045944i,0.0017376-0.00024421i,0.0012963-0.00086163i,0.00014958-0.00057571i,0.00077202+0.00034044i,0.0012222+0.0012657i,0.00074251+0.0010834i,0.00045419+0.00019921i,0.00059832+0.00047648i,0.00070383+0.0011998i,0.00045076+0.00073051i,3.0069e-05+0.00019463i,0.00013535-0.00013865i,0.00029868-3.8573e-05i,0.00094221-0.0006375i,0.00080953-0.00091186i,-0.00034167-0.0008912i,-0.00035689-0.0010977i,0.00024883-0.00138i,0.00047619-0.00093784i,-5.1089e-05-0.00055454i,-0.00041905-0.0004759i,0.0002523-0.00015212i
0.0010076-0.00064833i,0.0015315-0.00043923i,0.0030464-0.00038967i,0.0024616-0.00090022i,0.00058287-0.00035503i,0.00028764+0.00080368i,0.00015302+0.00073018i,8.2046e-05+0.00077901i,9.8647e-05+0.0005929i,-0.00026871+0.00065969i,0.00022184+0.00046645i,0.0011027-0.00065001i,0.00048417-0.0011403i,-0.00023358+5.745e-05i,-0.00039431-2.6701e-05i,-0.00056612-0.00020862i,-0.00027156+0.00065946i,0.00038972+0.00059907i,0.00021297+0.00030198i,-0.00040271+0.00042389i,-0.00065138+0.0006935i,-0.00033313+0.0010988i,0.00020309+0.00088037i
0.0018833-0.0011944i,0.00084976-0.0010829i,-0.00013637-0.0013059i,0.00027447-9.8661e-05i,0.00060216+0.0012159i,0.00058454+0.0010245i,0.00045688+0.00068338i,0.00099392+0.0004782i,0.00084875+0.000124i,0.00022891-0.00026739i,0.00016398-0.00047598i,0.00021019-0.00040844i,0.00034345-0.0002843i,0.00041035-0.00056401i,0.00019689-0.00024276i,-0.00046568+0.00066311i,-0.00042855+0.0010332i,0.00029399+0.00038233i,0.00041088+0.00041676i,-0.00036388+0.00054473i,-0.00061825+0.00086949i,-0.00067663+0.0002868i,-0.000361-0.0005126i
0.0010589+0.0001298i,0.0010966+1.7415e-05i,0.001067-3.6057e-05i,0.0016011-0.00036886i,0.00091194-0.00063984i,0.00021605+0.00012657i,-0.00029454+0.00090079i,-0.00047394+0.00084781i,-0.00024413+0.0011744i,-0.00030519+0.00063138i,0.00030752+0.00014939i,0.00026506+0.00040118i,0.0004191+3.8094e-05i,0.00072839-0.00051262i,0.00044788-0.00084392i,0.00028592-0.00099962i,0.00034377-0.00080083i,0.00034338-0.00016057i,0.00094275+7.975e-05i,0.0011828-5.1716e-05i,0.001136+0.00029835i,0.00053918+0.0001291i,2.9541e-05+0.0001941i
-0.00051896-0.0015592i,-0.0001694-0.0017262i,-0.00075467-0.00080544i,-0.00086843+0.0017873i,-0.00016141+0.0031961i,0.00036129+0.0030123i,0.00058889+0.0021931i,0.00094378+0.0010037i,0.00043584+0.00025248i,-0.00052741+0.00043271i,-0.00084045+0.00054909i,-0.0006321-2.8134e-05i,0.00079741-0.0008268i,0.0017227-0.00059515i,0.0017203-0.00022306i,0.0013768-0.00020204i,0.00031517-0.00032348i,-0.00083049-7.2709e-05i,-0.0003933+8.9291e-05i,0.00039106-0.00035194i,-1.9538e-06-0.00028111i,-0.00053568+0.00015978i,-0.00011774+7.0826e-05i
0.0001838+0.0023308i,0.0004238+0.0023348i,0.0011659+0.0021827i,0.0017536+0.0016656i,0.0020154-0.00023931i,0.0014909-0.00045035i,0.0010565-3.793e-05i,0.00067185+7.6746e-05i,0.00093592-0.00026026i,0.0010803-0.00093284i,-3.0254e-05-0.0013155i,-0.00012714-0.0013814i,0.00029678-0.00085676i,0.00063858-0.00073415i,0.00062997-0.00082313i,0.00038693-0.0003006i,0.0002434-0.00039309i,-3.2834e-05-0.00084829i,-0.00014293-0.00013072i,-8.5958e-05+0.00075187i,8.4762e-05+0.00050544i,0.00029148+0.0002145i,0.00075316-5.2811e-05i
0.0026246+0.0017395i,0.0018479+0.0014i,0.0016523-5.8035e-05i,0.00093097-0.00054691i,-0.00040048-0.00059591i,-0.00067825+0.00016831i,-0.00029696+0.0011243i,3.1634e-05+0.0015307i,7.2153e-05+0.0010038i,-0.00015853-0.00017975i,-0.00017491-3.9547e-05i,-8.3803e-05-0.00048713i,8.1392e-05-0.00075726i,-6.7241e-05+0.00012894i,-0.00022336+5.8913e-05i,0.00030742-0.00020296i,0.00053382+0.00092393i,0.00020806+0.0010972i,-5.6626e-05+0.00065549i,-0.00069192+0.00031686i,-0.00055282-0.00014544i,0.00050487+0.00016509i,0.00049277-0.0001146i
0.0012137-0.0010555i,0.0022577-0.0015699i,0.0019042-0.0027527i,0.0010822-0.0023655i,0.00085994-0.0003378i,0.00038726+0.0010111i,9.5846e-05+0.00082038i,0.00088659+0.00046683i,0.000847-3.0987e-05i,0.00014804-0.00045389i,0.00015129-0.00026797i,0.00027858-0.00074376i,-9.8528e-05-0.00053054i,-0.00019602+0.00031242i,0.00047213+0.00013941i,0.00073941-0.00019592i,0.00033946+7.137e-05i,-4.0728e-05+3.2854e-06i,-0.00019002+0.00019585i,-0.00022439+0.00082918i,-0.0003331+0.0003784i,-0.000284-0.0004235i,-0.00063563-0.00035414i
