-0.002521+0.000468i,-0.00079968+0.00015757i,-0.00065816+0.00082539i,-0.00025334+0.0020607i,0.00010704+0.0030749i,0.00063902+0.002881i,0.00038593+0.002282i,-0.00013812+0.001977i,0.00063332+0.0014514i,0.0018926+0.00061305i,0.0015332-0.00064062i,0.00088934-0.00078941i,0.00059079-0.0009417i,0.00068861-0.0014866i,0.001182-0.001262i,0.00056596-0.00076829i,-0.00019635-0.00023527i,-4.1355e-05+0.00010426i,9.6259e-05+0.00011924i,-7.7896e-05-0.00021715i,5.2232e-05-0.00028539i,-0.00010103-0.0011046i,-0.00072718-0.0011416i
0.00015792+0.000113i,0.00039877-0.000317i,0.00055306+0.00088793i,2.7889e-05+0.0018255i,0.0007337+0.0018179i,0.0010609+0.001712i,0.0011272+0.001532i,0.0011331+0.0010177i,0.00084559+0.00024966i,0.00063566-1.2016e-05i,-8.1173e-05-8.5625e-05i,-0.00025732-0.00085657i,-0.00013888-6.2237e-05i,0.00058047-0.00010975i,0.001085-0.00076988i,0.00048653-0.00053186i,0.0001853-0.00037748i,0.00060972+0.00028542i,0.00038495+0.0002181i,0.00031525-0.00058405i,0.0008816-0.00078779i,5.1647e-05-0.0010435i,-0.00079537-0.00048941i
-6.4298e-05+0.0015438i,8.2454e-05+0.001166i,-2.0324e-05+0.00094695i,-0.00034611+0.00038921i,-0.00030685-7.0013e-05i,-0.00066036+0.00061458i,1.329e-05+0.0012209i,0.00020385+0.00030815i,-4.4206e-05-0.0010442i,-7.9163e-05-0.00064492i,-0.00093007+0.00039921i,-0.00083709+0.00011549i,0.00027856+2.6669e-05i,0.00039125+0.00025217i,-0.00013502-0.00024697i,7.1712e-05+9.2475e-05i,0.00063773+0.00020966i,0.0003739-0.00088749i,0.0001436-0.0018843i,0.00032521-0.0014759i,0.00078238-0.00020389i,0.00046202-0.00012777i,-0.00035041-0.00044226i
0.00077993+0.00027309i,0.0018866+0.00071946i,0.0030589+0.0012581i,0.0027403+0.0013681i,0.0016025+0.00091011i,0.0019303+0.00075626i,0.0007648+0.0014309i,-0.00026317+0.0012438i,-2.6914e-05+0.00091438i,0.00030196+0.00065026i,0.00058831-0.00014741i,0.00018131-0.00095818i,-0.00011067-0.0012884i,-9.6929e-05-0.0014391i,-0.00025317-0.0010388i,-0.0001386-0.00030939i,-0.00092153+0.00025338i,-0.00098612+0.00063566i,-3.2229e-05+0.00030291i,-2.7218e-05-0.00043294i,0.00010505-0.00070771i,0.00022979-0.00015723i,0.00028248-0.00010994i
0.0011363+0.00097267i,0.001274+0.0009077i,6.252e-05-0.00023733i,0.00049424-0.00042403i,0.00071669+0.00029332i,-0.00035646+0.00089908i,-0.00042639+0.0017514i,0.00019507+0.0016434i,2.4441e-05+0.00093174i,4.7087e-05+0.0003062i,0.00074825-0.00047548i,0.00079049-0.00043482i,-3.5675e-05-0.00016614i,-0.00022276-0.00042104i,0.0001367+0.00029424i,0.00021103+0.00036042i,0.00014086-0.0003181i,7.427e-05-7.795e-05i,0.00013118+0.00024046i,0.00062861+0.00032431i,0.00020889+0.00061457i,-3.0333e-05+0.00064838i,0.000276-9.1994e-05i
-0.00056836-0.00024492i,-0.00013274-0.00024261i,-0.00078681-8.1144e-05i,-0.0010559+0.00097815i,-0.00088147+0.0024025i,-0.00064589+0.0021605i,0.00029672+0.00078412i,0.00098065+0.00013982i,0.00053959-0.00026781i,-0.00024173-0.00063599i,-0.00028785-0.00056822i,9.0616e-05-0.00037436i,3.0292e-05-0.00050886i,0.00038418-0.00059316i,0.00064867-0.00090711i,0.00066233-0.0013644i,0.00068501-0.00040464i,0.00040351+0.00017684i,0.00036254+0.00022721i,0.00035722-2.5192e-05i,0.00018981-0.00065167i,0.00025683-0.0005799i,-0.00023404-0.00037386i
-0.00067909+0.00053324i,-0.00069177+6.9768e-05i,0.00037415+0.00074442i,0.0005623+0.00082819i,0.0007792+0.00056026i,0.00055693+0.00082514i,-0.00015813+0.0012432i,-0.00043838-8.3504e-05i,-0.00036964-0.00046465i,5.9451e-05-6.9519e-05i,0.00054978-0.0008242i,0.00074521-0.00080279i,7.2822e-05-0.0004831i,-0.00039175-0.00085168i,0.00055901-0.0017326i,0.00081676-0.0018093i,7.3061e-05-0.00044579i,4.1134e-05+0.00091072i,0.00035919+0.0004673i,7.1497e-05-0.00023892i,-0.00067268+0.00012491i,-6.8164e-06+0.00051351i,0.0008686+0.00048772i
0.0011297-0.00047369i,0.0018646+0.00011267i,0.0020329+0.00036672i,0.0015114+0.00079436i,0.001139+0.0017027i,0.00053789+0.0022883i,3.3052e-05+0.0018426i,0.00016736+0.0011479i,7.1906e-05+0.00074999i,0.0002315+0.00069574i,0.0002589+1.5943e-05i,0.00042756-0.00076049i,0.00026726-0.0012709i,8.7588e-05-0.00083851i,0.00055401+0.00028282i,0.00054381+0.00070348i,-0.00032464+0.00037226i,-0.00065609-0.00056404i,-0.00068431-0.00080563i,-0.00064886-0.00051676i,-0.00037743-0.00040706i,-0.0003871-0.00010635i,-0.00043221+0.00011647i
-8.052e-06+3.3297e-05i,0.00075312+0.00012648i,-1.0054e-05+0.00086224i,-0.0011071+0.00098464i,-0.00085778+0.0013142i,-9.9876e-05+0.00098415i,0.00021627+0.00025665i,-1.2449e-05-0.00017318i,3.2945e-06-7.5738e-05i,0.00062059+0.00070703i,0.00084768+0.00014401i,0.00080901-0.00055002i,0.00054047-0.00011015i,0.00033493-0.00020528i,0.00022641-0.0005335i,-0.00041432-0.0003857i,-0.00059206-7.4364e-05i,-0.00024705-0.0005374i,-1.542e-05-0.0011692i,0.00014203-0.00050255i,-0.0003217+8.7297e-05i,-0.00088202+0.00015415i,-0.00060917+0.00026159i
0.00033146-8.3624e-05i,0.00055931+0.00093845i,0.0009833+0.0009903i,0.0013093+0.00088394i,0.001535+0.0011779i,0.0020021+0.00086802i,0.0015964+0.00035467i,0.0010532+6.973e-05i,0.0011251+0.00017124i,0.0014405-0.00029993i,0.0014484-0.00022337i,0.00098311+0.00019603i,0.00034109-0.00036246i,0.00013037-0.00063683i,0.00037848-0.00016921i,0.00061211+0.00024492i,0.00050866-2.9357e-05i,0.00063395-0.00056423i,0.00045626-0.00033227i,0.00039289+0.00027817i,-0.00012048+0.00064335i,-0.00088+0.00085275i,-0.00032013+8.1631e-05i
-0.0012497-0.00029476i,-0.00076868-0.00085043i,-3.1734e-05-0.00085133i,0.0003147+0.00040687i,0.0002697+0.0012869i,0.00028242+0.00041469i,-0.00018365+8.3512e-05i,1.0723e-05+0.000324i,-1.0327e-05-0.00048679i,-0.00013161-0.0016104i,-0.00014662-0.001464i,0.00010939-0.00052705i,5.873e-05-0.00056784i,4.3351e-05-0.0010627i,0.00039122-0.0006287i,-0.00060806-4.5903e-05i,-0.0012787-0.00012575i,-0.00068953-0.000347i,-0.00037535+5.9112e-05i,-0.00025385+9.7255e-05i,0.00030152-2.8965e-06i,0.0002569+0.00055977i,-0.00027714+0.00072134i
0.003709+0.00029001i,0.0034752+0.00013068i,0.0022813-0.00066805i,0.0010854-0.00023268i,0.000954+0.0011445i,0.00088352+0.0019911i,0.00036809+0.0018881i,0.00073853+0.0014201i,0.0012643+0.00095507i,0.00050691+0.00089562i,0.00016638+0.00044819i,0.00021568+0.00021904i,-7.8919e-05+0.00045629i,-0.00070071+0.00092159i,-0.00096662+0.00099154i,-0.00046744+0.0006825i,-0.00018917+0.00016182i,-6.0709e-05-0.00010564i,9.8068e-05+0.00035736i,0.00027898+0.000256i,0.00027192+2.5838e-05i,-9.9837e-05+0.00020746i,-0.00019168-5.2205e-05i
-0.0022844+0.0019865i,-0.0021564+0.0031965i,-0.00073709+0.0026524i,0.00067053+0.0012822i,0.00081496+0.00095874i,0.00071075+0.0012716i,0.0012292+0.001328i,0.0013577+0.00098291i,0.00085125+0.00022258i,0.0002514-0.00010698i,0.00021419+0.00011316i,0.00032546+0.00023573i,0.00032067+7.76e-05i,0.00049019-0.00098593i,0.00088352-0.0014788i,0.00065791-0.0006498i,-0.00013336-0.00019889i,-0.00040578+0.00014922i,-0.00091196+0.00036013i,-0.0012242+0.00078231i,-0.0006935+0.0008911i,-0.0008884+0.00063464i,-0.00055435+0.0003363i
0.0006106-0.0016868i,0.00060659-0.0012525i,0.00032373-0.00036516i,0.00055417+0.00010714i,0.00031469-0.00047057i,-2.6899e-05-0.00086023i,0.00050575-0.00046399i,0.00036002+0.0003808i,-0.000896-0.00024511i,-0.00022804-0.00087794i,0.00058164-0.00011733i,0.00036148+0.00014403i,0.00028495+0.00011695i,-1.2764e-05-0.0004978i,8.8928e-05-0.00027188i,0.0005524+0.00067661i,0.00032275-9.1605e-05i,-0.00057865-0.00049512i,-0.0003577-0.00016622i,-0.00039562-8.6832e-05i,-0.00076388-1.2002e-05i,-0.00066015+0.00034203i,-0.00037489-6.6522e-05i
-0.0011664-1.7427e-05i,-0.00096913+0.00076595i,-0.0010027+0.0010055i,-0.0003555+0.00064159i,7.3734e-05+0.0012679i,0.00024006+0.0012097i,0.00042549+0.00097748i,0.00030896+0.00078496i,-2.951e-05+0.00037474i,0.00062331+0.00058765i,0.00090319+0.00054779i,8.101e-05+0.0002319i,1.8326e-05+0.00055862i,0.00059387+0.00015677i,0.00064051-0.00059042i,0.00050661-0.0004486i,0.00026042+0.00018807i,0.0002025+0.00055158i,-0.00074648-3.2309e-05i,-0.0010261-0.00081989i,-0.00049334-2.3565e-05i,0.00028102+0.00081114i,0.00089202-7.8134e-05i
0.00036392-0.0012918i,0.00071903-0.0015067i,0.00093076-0.00023118i,0.0010718+0.0015541i,0.0012426+0.0014863i,0.00088045+0.00099183i,6.1992e-05+0.0013429i,-5.6729e-05+0.00092322i,-0.00032984-0.0001627i,-9.1943e-05-0.00088792i,0.00049339-0.00031052i,0.00021639-0.00015776i,0.00023706-0.00056958i,0.00037773-0.00032348i,0.00046128-0.00028132i,-0.00019477-0.00021898i,-0.00090666+0.00064534i,-0.00036841+0.0011566i,-0.00045787+0.00066106i,-0.00064948+0.00014671i,-4.0374e-05+2.781e-05i,0.00053239-0.0004758i,0.00047221-0.00034699i
0.0010273+0.0014039i,0.00071176+0.00083673i,0.00044976+0.00070934i,-0.00021586+6.3578e-05i,-0.00054629-0.00048162i,-0.00054227-6.5415e-05i,-2.8362e-05+0.00066216i,0.00051408+0.0006067i,0.00092525-4.4883e-05i,0.00068711-0.00019806i,-6.3962e-06-0.00057105i,-0.00080353-0.00078096i,-0.00061025-0.00019811i,-0.00010821+0.00049869i,-0.00010879+0.00017809i,0.00012622-1.2453e-05i,0.00022086-0.00030569i,0.00012582-0.00044343i,-0.00014674-0.00031782i,-0.00017951-0.00050217i,0.00059168-0.00029232i,0.00051675-0.00053531i,-0.00043053-0.00081325i
0.00011015-0.0013504i,0.00021156-0.0011513i,-0.00075512-0.00089154i,-0.0009412-0.0004864i,0.0011209+0.00080857i,0.0015083+0.0020016i,0.00084222+0.0022014i,0.00041764+0.0015336i,-0.00021-0.00016731i,-0.00043923-0.00049332i,-0.0011425-0.00053102i,-0.0014156-0.00075294i,0.00035323-5.9154e-06i,0.0012324+0.0004677i,0.00064496+0.00044624i,0.0003522+0.00031859i,-0.00057301+0.00041263i,-0.00079757+0.00012153i,-0.00014696-0.00036143i,-0.0007253-0.00013765i,-0.0017402-0.00020343i,-0.0011694-2.3544e-06i,-0.00019373+1.3795e-06i
0.0010103-0.00052308i,0.00077291-0.00029091i,0.00083587+0.00085483i,0.00078507+0.0017327i,0.00035456+0.0020901i,0.0010818+0.0020896i,0.001324+0.0013791i,0.0011699+0.00020391i,0.0011193-0.00041215i,0.0006211-0.00038629i,0.00048659-0.0006878i,0.00089446-0.00066308i,0.0013553-0.00069659i,0.00089719-0.00089313i,0.00068985-0.00063501i,0.00084884-0.00029253i,0.0005103+5.0306e-05i,0.00011856+0.00076774i,-0.00020386+0.00081619i,-9.1979e-05+0.00037006i,0.00039446+0.00055238i,0.00072619+0.00090527i,0.00026242+0.00064776i
0.00035008+0.00042765i,0.000666-3.0571e-06i,0.00059721-0.00065304i,-0.0004311-0.00019368i,-0.0005623+0.0007332i,-0.00062393+0.0019256i,-3.288e-05+0.002539i,0.00030388+0.0016625i,0.00019419+0.00031422i,0.00010214+2.1759e-05i,-0.00015017+0.00019018i,0.00018432-0.00018223i,0.0002999+0.00011203i,0.00072097+0.0012366i,0.00054592+0.00088079i,-4.3981e-05+0.00023223i,-0.0002139-0.00014015i,0.00064533-0.00052027i,0.0007702-0.00086885i,0.00043189-0.00081352i,0.00081458+0.00022351i,0.00062286+5.9714e-05i,0.00045317-0.00056423i
-0.00021086+0.00076306i,0.00036162+0.00049219i,0.00073763-8.571e-06i,0.00094246-0.00037823i,0.00069442-7.8467e-05i,0.00013435+0.00051633i,-0.00050114+0.00038982i,-0.00046575+0.0012804i,-8.0679e-05+0.00092039i,0.00015062+1.5876e-06i,0.00068848-5.1194e-06i,0.00040357-0.00023615i,0.00017006-0.00061475i,0.00047992-0.00085147i,0.00058611-0.0010721i,0.00055077-0.0012182i,-0.00011203-0.00082153i,-0.00011626+9.3715e-05i,0.00067817+0.001318i,4.8537e-06+0.0015832i,-0.00050205+0.00081944i,0.00042122+0.00047713i,0.001067+0.00018692i
0.0013021+0.00050536i,0.0003562+0.00025928i,-4.3673e-05+0.00061999i,0.00049077+0.0011235i,0.00077774+0.001059i,0.00010936+0.0016476i,0.00011599+0.0018459i,6.0224e-05+0.00032962i,-0.00026412-0.00070182i,-8.4166e-05-0.00053388i,0.00013631-0.00032757i,-5.0354e-05-8.3962e-05i,-0.00019151-0.00014636i,0.00011747-0.00055332i,-3.2779e-05-0.0008146i,-0.00031406-0.00089218i,-0.00067684-0.00013049i,-0.0006201+0.00058907i,0.00020717-7.8013e-05i,-1.9817e-06-0.00048191i,-0.00058842-0.00039929i,9.7217e-05-0.00043734i,0.00040534-0.00040249i
-0.0018207-0.00075554i,0.00030418+0.00027392i,0.00098496+0.0010092i,-1.017e-05+0.00092138i,7.7065e-05+0.0018634i,0.00098798+0.0022606i,0.0013257+0.0013492i,0.00098338+0.00024961i,0.00085321-0.00044158i,0.00077313+0.00052751i,0.00057159+0.00066376i,0.0007378-0.00021633i,0.0018432-0.0008653i,0.0017204-0.00055846i,0.0011527-0.00013211i,0.0010889-2.8129e-05i,-6.1215e-05-0.00037363i,-0.00027342-0.00078136i,-9.8714e-05+9.563e-05i,-0.00011306+0.00091051i,-0.00019404+0.0003945i,0.00032248+0.0005589i,0.00064353+0.0011402i
0.0020221+0.0011743i,0.0016496+0.00012119i,0.0013492+9.7127e-05i,-0.00018383-5.0837e-05i,-0.00092122+0.00011165i,-0.00040469+0.0014087i,0.00013247+0.0021874i,0.00041668+0.0017091i,0.00067056+0.00082143i,9.288e-05+0.00074144i,-0.00032199+0.00023843i,0.00028326-0.00040902i,1.4517e-05-0.00096985i,-0.0006443-0.0011821i,-0.00065803-0.00056389i,-0.00061629-3.2533e-05i,0.00015731+7.1345e-05i,0.00078784-0.00015344i,0.00057455+3.2099e-05i,-0.00023954+0.00029538i,7.7619e-05+0.00019123i,0.00079021-0.00025853i,0.00067492-0.00050456i
-0.00022377-0.001043i,0.00083662-0.0017969i,0.00083348-0.00072184i,0.0008496+0.00021761i,0.0013614+0.0010452i,0.0017707+0.0023362i,0.0010474+0.0022229i,5.327e-05+0.0013871i,0.00081783+0.00030603i,0.0013848+6.3114e-05i,-5.4477e-05+1.2796e-05i,-0.0015659-0.00084097i,-0.00031254-0.00065697i,0.00070041-0.00018741i,0.00058174-0.00068442i,0.00099051-0.00062677i,0.00073752-0.00018541i,0.0005075-0.00010398i,8.1846e-05-0.00011628i,-0.00029359+2.6968e-05i,8.4245e-06+0.00029519i,-0.00076651+0.00034764i,-0.0008508-0.00036344i
1.387e-05-0.00042398i,0.00096767+0.0001815i,0.0013192+0.0003324i,0.00053994+0.00057142i,-7.5069e-05+0.0014581i,3.5806e-05+0.0014727i,0.00022045+0.0010802i,9.8576e-05+0.0010743i,0.000109+0.00047801i,0.00058955-0.00039149i,0.00034592-0.00019361i,0.00019387+0.00036422i,0.00046667-0.00010956i,0.00041257-2.2269e-05i,0.00058672+0.00062585i,0.00082011+0.00039785i,0.00049634-0.00048466i,-0.00025545-0.0011431i,-4.009e-05-0.00090323i,0.00044974+3.085e-05i,-0.00015052+0.0013933i,-0.00043171+0.0010724i,8.1299e-05-0.00019387i
0.0011576+0.00022797i,0.0011294+0.001844i,0.00038912+0.0014344i,0.00010969+0.0004857i,0.00019821+0.00047909i,0.00043412+0.0018373i,0.00031985+0.001976i,-0.00015912+0.0010768i,6.355e-05+0.00049981i,-0.00025475-0.00011249i,-0.00094863-0.00012383i,-0.00054655-5.9745e-05i,-3.5556e-05-0.00039723i,0.00069128-0.00014839i,0.00061472+0.00093171i,0.00019909+0.0013033i,0.00058843+0.00095972i,0.00057606+0.00091918i,0.00082937+0.00034102i,0.0014302-0.00041223i,0.00080683-0.00050949i,0.0001675-0.00020048i,-0.00024648+0.00013131i
-0.0001803+0.00079418i,0.00020344+0.00013964i,5.6076e-05-0.00045481i,-0.00012554-0.0006454i,0.00023611-0.00027893i,0.00025628+0.0006874i,-0.00045192+0.0015888i,-0.0005255+0.0012409i,2.1286e-05-4.5807e-05i,0.00079687-4.7497e-05i,0.00064131+0.0003711i,-0.00032862-0.00074512i,-0.001233-0.00088018i,-0.0005222-0.00068838i,1.1478e-05-0.0014001i,-0.00054939-0.0011771i,-0.00028933-0.00054013i,0.00017388-0.00036701i,4.7041e-05-0.00016093i,-0.00011073+1.5306e-05i,-0.00022033+0.00062322i,5.9507e-05+0.00078362i,-0.00012423+0.00011315i
0.0030683+0.0030148i,0.0035667+0.001647i,0.0044419-0.00024659i,0.0045755-0.00080879i,0.0026866-0.00043021i,0.00041726-0.00036313i,-0.00030622+0.00036882i,0.00010404+0.0012636i,0.00041611+0.00055308i,0.00036902-0.00037749i,0.00036868-9.4442e-05i,6.776e-05+9.4585e-05i,-0.00050207-0.00076551i,-0.00069202-0.0014282i,9.2348e-05-0.00077138i,0.00055748+0.00047819i,0.00054123+0.00028488i,-4.5298e-05-0.00012416i,-0.00056677-0.00016436i,1.1127e-05+9.706e-05i,0.00091646+0.00037821i,0.00083705-4.2749e-05i,-0.00011271-0.00073004i
0.00013361+0.00022044i,-0.00020807+0.00013353i,-6.6521e-05+0.00069392i,0.00090392+0.0009097i,0.0013754+0.0004951i,0.0007621+0.000301i,-3.586e-05+0.00090355i,0.00028544+0.00061192i,0.00052428-0.00038286i,-0.00021217-0.0003093i,-0.00025407-0.00013438i,-0.00024948-0.00050139i,-0.001115-0.00076287i,-0.001174-0.0011196i,-0.00052441-0.00096066i,0.00038834-0.00069248i,0.00092514-0.00049976i,0.00068945-0.00011592i,0.0001204-0.00020694i,-0.00041894-0.00061562i,-0.00025318-0.00071563i,-5.8542e-06-0.00075693i,0.00012996-0.001288i
-0.00047271-0.0018421i,-0.00019444-0.0010413i,-5.6105e-05+0.0002951i,0.00045719+0.0012665i,0.00047203+0.0017354i,0.00034673+0.0024031i,0.00036397+0.0020943i,-0.00020113+0.00055878i,0.00036354+8.2997e-05i,0.00063449+0.00038189i,0.00035267+0.00023381i,0.00024033-0.00045072i,0.00030595-0.00090937i,0.00093092-0.00054392i,0.0010728-0.00028105i,0.00098662+0.00010695i,0.0010853+0.00024076i,0.0011319-0.00035628i,0.00030961-0.0006401i,-4.3197e-05-0.00061693i,0.000198-0.00050806i,0.00071333-0.00012588i,0.0006458-0.00048705i
0.0016691-0.00018286i,0.001821+8.1503e-05i,0.00069801+0.00072208i,-0.00022575+0.00065931i,-0.00028718+0.00033024i,0.00013896+0.00072973i,0.00032765+0.0013299i,-0.0003841+0.00058969i,-0.00071396+0.00030069i,-0.00044408+0.00036015i,-0.00031176-0.00036079i,-0.0010122-0.0011431i,-0.0013941-0.00072653i,-0.000183-0.00055333i,0.00038538-0.00070439i,-0.00021934-0.00058413i,-0.00011198-0.00075297i,2.4631e-05-0.00026983i,-7.6991e-05+0.00055313i,0.00029461+0.00042964i,0.00058452+0.00018037i,0.00022801+0.00057772i,0.00011126+0.00031972i
0.00088986+0.0010249i,0.0016175+0.0016402i,0.0016447+0.00088328i,0.001521+0.00071207i,0.0013817+0.00091272i,0.00051496+0.0010243i,-0.00020989+0.00096875i,4.0674e-05+0.00063049i,0.00049153+0.00027939i,0.00093314-2.4609e-07i,0.0014914-4.5582e-05i,0.0010739-0.00059718i,0.000404-0.0011054i,0.00067615-0.00041354i,0.0005431-0.00041836i,0.00019233-0.0012978i,-6.3245e-05-0.0019496i,0.000368-0.0015016i,0.00065786-0.00045095i,0.0001375-0.00045875i,0.00033898-0.00047773i,0.00091733-0.00017352i,0.00060878-2.2899e-05i
0.0022287-0.001501i,0.0016275-0.00080089i,0.00061463-0.0004326i,0.00057723+0.00029414i,0.00045507+0.0010574i,0.0005572+0.0014705i,0.00042574+0.0012121i,-0.00022358+0.00077476i,-0.00059787+0.00045664i,-0.00026983+0.00022701i,-0.00011911-0.00016089i,-0.0010525-0.0012172i,-0.00077172-0.0013268i,9.4637e-05-0.00020957i,0.00055943+0.00028423i,0.00045129+0.00013651i,-0.00050864-1.4461e-05i,-0.00045844-0.00055398i,2.063e-05-0.00033214i,-0.0007146+0.00015194i,-0.0007401+0.0003934i,-0.0006879+0.00070606i,-0.00063306-0.00012974i
-0.0013696-0.00083481i,-0.0009914+0.00020542i,-0.00036044-0.00017955i,0.00039122+0.00025248i,0.00083807+0.0016724i,0.0011798+0.0020716i,0.00090487+0.0014904i,0.00016901+0.00044799i,-0.0010642+1.6101e-05i,-0.0010667-0.00030601i,-0.00028927-0.0003575i,-0.00030834-0.00059571i,8.606e-05-0.0007603i,0.00051343-0.00033345i,0.00034062-1.8172e-05i,-0.00026429+4.8575e-06i,-8.5979e-05-0.00031858i,0.00054194-0.00051877i,0.00046332-0.00055279i,0.00055324-0.00071546i,0.0002155-0.0010257i,-3.0403e-05-0.00067353i,-7.4755e-06-0.00038553i
0.0010487-0.0011687i,-4.6638e-05+0.00060347i,-0.00054013+0.00075486i,-0.0011351+0.00032334i,-0.00091982+0.00059524i,-0.00070005+0.0013456i,-0.00096757+0.0013682i,-0.00029248+0.00066659i,6.4839e-05+0.00040149i,-0.00017377+0.00022042i,0.00029164+0.00016396i,0.0004244+0.00012689i,0.00017126+0.00010297i,0.00020995+0.00035582i,0.00041381+0.00060645i,0.00037852+0.00030651i,0.00025301+0.00031146i,0.00038833+5.0325e-05i,0.00050127-0.00023721i,0.00033984-3.7272e-05i,0.0010295+9.3772e-05i,0.0011236-0.00013147i,0.00012445-0.00040766i
-0.00046232+0.0019738i,0.00046904+0.0019872i,0.0010066+0.0028485i,0.001074+0.0019778i,0.0010706+0.00030446i,0.00056187+0.00046882i,-0.00020631+0.0011507i,-3.4521e-05+0.00068133i,0.0010671+0.00040548i,0.0012468+0.00038713i,0.0011316-0.00026093i,0.0010982-0.0006358i,0.00079708-0.0004849i,0.0012233-0.0011517i,0.0011488-0.0015683i,0.00035742-0.00035299i,-0.0001043+0.00044393i,-0.00069533+0.0003412i,-0.0010811+1.2337e-06i,-0.00031024-0.00028872i,0.00080623-0.0003177i,0.0007952+0.00027744i,0.00022946-0.00028021i
0.0028837+0.0013i,0.0030676+0.00085341i,0.0029306-0.00065814i,0.0014631-0.0013366i,-0.00016187-0.00011981i,-0.00060507+0.0014717i,-0.00061233+0.0022989i,-0.00071596+0.0014894i,-0.00051895+0.0008025i,-0.00099941+0.00066141i,-0.0013932+0.00018885i,-0.00038339-0.00017589i,4.0878e-05-0.00033486i,-0.00058576-0.00025787i,-0.00034381-0.00054363i,0.00041577-0.00060877i,0.0005186-0.00022959i,0.00039128+5.9456e-05i,0.00010097+0.00081642i,-0.00042064+0.00083484i,-0.00044703+2.6524e-06i,-0.00025937-0.0011581i,0.00024879-0.0010881i
0.0012498+0.001707i,0.00099409+0.0012943i,0.00082489-0.00017414i,0.0006877-0.00048886i,0.00047847-1.9449e-05i,0.00046078+0.00078453i,5.8093e-05+0.0014956i,-8.675e-06+0.00083588i,-0.00022632-8.9641e-05i,-0.00085444-0.0002729i,-0.00044467-0.0002205i,1.1612e-05-0.00040334i,-0.00072642-0.00078828i,-0.00079196-0.0010178i,-0.00024711-0.00048819i,-0.00024999+0.00038227i,-0.00042276+0.00037283i,-0.00017829+0.00013465i,2.9337e-05+0.00025478i,0.00021573+0.00030607i,-0.00011279+6.7717e-05i,-0.00047546-0.00031189i,0.00060962-6.2319e-05i
-0.0012827-9.4427e-07i,-0.00076885+0.00037862i,-0.0011828+0.0006903i,-0.00016409+0.0009004i,0.00090685+0.0013297i,0.00013087+0.00021022i,9.9797e-05-5.694e-05i,0.00036622+0.000881i,0.00031978+0.00050022i,0.00048727+0.00013896i,0.00068041+2.8519e-05i,-0.00010944-0.0001659i,-0.00061752-0.00078611i,0.00045671-0.0015239i,0.0011294-0.0011703i,0.00023356-0.00078737i,0.0003273-0.00033685i,0.00038066+1.0551e-05i,-0.00042638-0.00020986i,-0.00014727-1.9406e-05i,0.00010702+0.00076515i,0.00018926+0.00056019i,9.9401e-05-0.00022873i
0.00068325-0.00043453i,0.0018383-5.3373e-05i,0.0022059+0.00087425i,0.00164+0.001528i,0.0015744+0.0017654i,0.001258+0.0020884i,0.00043554+0.0015753i,0.00019357+0.00034183i,0.00067819-0.00089205i,0.00057407-0.00039697i,-8.6897e-05+0.00056901i,-0.000751+9.4489e-07i,-0.000702-0.00047055i,0.00036619-1.5902e-05i,0.00040712+0.00033651i,-0.00022317+5.4369e-05i,-0.00047021-0.00032381i,-0.00059882-2.5302e-05i,-0.00036332-0.00015226i,4.325e-05-0.0003949i,-0.0001772-0.00015632i,-0.00077436-0.00022574i,-0.00046834-0.00045586i
0.00084153+0.00096169i,0.00062105+0.00036394i,0.00066415-0.00049092i,0.0012552-0.00033274i,0.00038856+0.00065191i,-0.00058887+0.0013296i,-0.0005851+0.0017004i,0.00018785+0.0016432i,-0.0001464+0.0010678i,-0.00075576+0.00074516i,-4.762e-05+0.00067818i,0.00029081+0.000496i,-0.00042966-2.5268e-05i,-0.00081658-0.00052076i,0.0001524-0.00059079i,0.00059766-0.00063804i,9.5883e-05-0.00075306i,-0.00023443-0.00053385i,-0.00025693-0.0005062i,-3.116e-05-0.00063276i,0.00048036-0.00094751i,0.00052243-0.001043i,0.00018776-0.00053159i
8.075e-06-0.0013263i,5.1989e-05-0.002524i,-0.0010377-0.0018867i,-0.0011638-0.00019528i,0.00029159+0.0012459i,0.001093+0.0016348i,0.0012414+0.0015545i,0.00077332+0.0011383i,0.00010276-9.0051e-05i,-0.00040126-0.00030989i,-0.00037491+0.00011681i,0.00035916+0.00012773i,0.00061279-0.00039265i,0.00057606-0.00053967i,0.00083032-0.00025143i,0.00061738+0.00026166i,-0.00018792+4.4309e-05i,-0.00035074-0.00020783i,0.00035876+0.00025794i,0.00064644+0.00035284i,-3.4513e-05+0.00014238i,-0.00062349+0.00040745i,-0.00075348+0.00057763i
0.00036682+0.00075803i,0.00039344+0.00011033i,-0.00033507-0.00051255i,-0.00060171-0.00013892i,-0.00024784+0.0004497i,-1.0771e-05+0.0011941i,0.00067692+0.0018361i,0.00078974+0.0010173i,0.0002889-2.7208e-05i,0.00016094+3.0009e-05i,0.00039297-0.00033535i,0.00015191-0.00074339i,0.00022105-8.9584e-05i,0.0010469+0.00037803i,0.00038962-0.00058165i,-0.00046413-0.00072128i,-2.3058e-05+0.00024179i,0.00028587+0.00066458i,-0.0004066+0.00036572i,0.00017702-0.00036058i,0.00076597-0.00059219i,0.00016572-0.00056602i,-0.00015802-0.00040176i
