0.00066321-0.00037774i,0.00081893-0.0015273i,0.0011186-0.0013049i,-0.00033222-0.0017992i,-0.0014214-0.0015731i,-0.0027624+0.00032517i,-0.0035094+0.002476i,-0.0012912+0.0036687i,0.00055539+0.0028083i,0.00097898+0.00095946i,0.0009213+0.00011006i,0.00047791-8.5036e-05i,-3.1277e-05-0.00038456i,-0.00016134-0.00010212i,-0.00068947-0.00061813i,-0.00037734-0.00047385i,-0.00014473-2.6329e-05i,-0.00014683+0.00011465i,0.00044274+1.0824e-05i,5.1435e-05-0.00081125i,4.5344e-05-0.0012373i,0.00059973-0.00099764i,0.00032362-0.00023011i
0.0032457-0.0023877i,0.0016616-0.0037807i,-0.00090506-0.0040203i,-0.0030198-0.0031859i,-0.0025888-0.0014867i,-0.0016189+0.0009954i,-0.00056148+0.0023129i,0.00082216+0.0017751i,0.001096-7.7478e-05i,0.00035153-0.001258i,0.00016071-0.00091334i,2.502e-06-0.00061016i,8.4053e-05+0.00037639i,3.1946e-05+0.0012604i,-0.00022662+0.00054146i,0.00045728-0.00046752i,0.00043223-0.0005495i,-0.00053458+3.9453e-08i,-0.00071486+1.7275e-05i,0.00032905-0.00064029i,0.0006388-0.0007842i,-0.00017263-0.0002532i,-0.00052072-0.00033109i
-0.00039283-0.00042906i,-0.0010496-0.00022244i,-0.0015935+0.00035872i,-0.00049838+0.00090888i,-0.00029703+0.0016745i,-0.00082632+0.0018463i,-0.0013029+0.0017101i,-0.0011617+0.0017293i,-0.0008589+0.0012164i,-0.00090094+0.00083808i,-0.00043108+0.00033719i,5.5019e-06-9.9476e-05i,-0.00060154-0.00021997i,-0.00099812-0.00033683i,-0.00036849-0.00069212i,-0.00020002-0.00045959i,-6.9053e-05+0.00014217i,0.00028888+0.00039249i,-0.00057499-0.00017747i,-0.00077171-0.00077404i,-0.00017763-0.00056674i,0.00021481-0.00043191i,0.0004052+3.3186e-05i
-0.00027991-1.326e-05i,-0.00094582-0.0024389i,-0.00058194-0.0041938i,0.0001361-0.0039505i,-0.00077835-0.0016326i,-0.0019244+0.0011258i,-0.0017064+0.0019526i,-0.00036491+0.00094597i,0.00065013-2.9087e-05i,0.0008531+7.3278e-06i,-5.4089e-05-0.00022222i,-0.00031492-0.00029653i,0.00015766+6.819e-06i,0.00018044-0.0004615i,0.00026031-0.00090915i,0.00010571-0.00019197i,-0.00045339+0.00061911i,-0.00042207+0.00096772i,0.00036087+0.00079591i,0.00039861-0.00022815i,-0.00021422-0.00039935i,-0.00039351-0.00027449i,-0.00036095-0.00042958i
-0.00070878-0.00095666i,-0.0013089-0.0015934i,-0.0015859-0.0015626i,-0.002445-0.0010059i,-0.0032686+0.00081284i,-0.0028801+0.0024652i,-0.0016236+0.0018462i,-0.00092778+0.0010408i,-0.00019535+0.00066916i,0.00023639+0.00037336i,-0.00014464+0.00024957i,-0.00072709+0.00071699i,-0.00042447+0.0011243i,-5.062e-05+0.00085626i,0.00019621+5.5336e-05i,0.00081608+0.00020613i,0.00031481+0.00034906i,-0.00037126-0.00077954i,-0.00037708-0.00015894i,2.953e-05+0.0010226i,0.00041329+0.00096941i,0.00025268+0.00085504i,9.5555e-05+0.00083801i
0.00010976-0.00060786i,-0.001354-0.0018357i,-0.0012771-0.0025598i,-0.00076218-0.0017749i,-0.00045293-8.0997e-06i,-0.00058182+0.0010688i,-0.00053145+0.001428i,0.0002107+0.001102i,0.00056753+0.00073797i,6.7446e-06+0.00032778i,-0.0005229-0.00032327i,-0.00051682-5.4382e-05i,-0.00036003+0.00029276i,-0.00012111-0.00016423i,9.9317e-05-0.00062796i,0.00026087-0.00074493i,7.754e-05-0.0005175i,-0.00048561-0.00077583i,-0.00085271-0.00022553i,-0.00054716+0.001289i,-0.0005847+0.0013873i,-0.00015042-0.00016051i,0.00030928-0.0013221i
0.00050292-0.00098589i,0.00095364-0.001843i,0.0010128-0.0021101i,0.00070717-0.0022631i,-0.00060159-0.0014038i,-0.0016006+0.00060836i,-0.00048691+0.0019611i,0.00098054+0.0016756i,0.00060746+0.00091142i,-0.00079438+0.00067986i,-0.00076858+0.00028757i,3.8092e-05-0.0005949i,-9.0039e-05-0.00062936i,-0.00095277+6.5018e-06i,-0.0011568+0.00024713i,-0.00033313+8.2438e-05i,0.0002505-0.00027449i,0.00089229-0.0006574i,0.00087793-0.00011505i,-0.00032852-9.5994e-05i,-0.00071658-0.00044749i,-0.00036256-0.0001219i,-0.00037715+0.00051181i
-0.00027792-0.00020928i,-0.0013186-0.0011811i,-0.0015598-0.0019635i,-0.0022869-0.0010085i,-0.0032239+0.00062171i,-0.0025976+0.0017316i,-0.00062812+0.0020597i,0.00045835+0.00075064i,6.9857e-05+5.0203e-05i,-0.00026073-0.00036774i,0.00010974-0.00056217i,0.000135-0.00016197i,-1.1738e-05-0.00037306i,3.4762e-05-0.00071603i,-0.00027796-0.00066732i,5.3839e-05-0.00073499i,0.0011161-0.00059761i,0.00070935+8.7987e-06i,-0.00052509+0.00026085i,-3.4712e-05+0.00074041i,0.00080633+0.00029983i,0.00014112-2.8962e-05i,-0.0001745+0.00025432i
0.0017317-0.00095344i,0.0014143-0.0027019i,0.00058857-0.0040168i,-0.00052495-0.0033456i,-0.0020784-0.0014359i,-0.0015227+0.00034313i,-0.00013318+0.0018447i,-0.0001447+0.0022362i,2.8082e-05+0.00088493i,0.00022716-0.00014602i,7.222e-05-0.00039305i,0.0001796+0.00059292i,0.0003094+0.0016912i,-0.00022682+0.00056129i,-0.00013781-0.00067946i,0.00027171-0.00091043i,0.00041693-0.0007517i,0.00015274-0.00065071i,-6.987e-05-0.00029223i,9.2721e-05+7.1169e-05i,-0.00030924+0.00029214i,-0.00097481+0.00025483i,-0.00064283+0.00032411i
5.3016e-05+0.00088232i,-8.9776e-05+0.00018032i,-0.00078435+0.00029397i,-0.0019942+0.0011735i,-0.0022763+0.002064i,-0.00096634+0.0028503i,0.00019369+0.0027966i,0.00035462+0.001599i,0.00017703+9.6066e-05i,-3.0965e-05-0.00047383i,-0.00046342+0.0003096i,-0.0008636+0.00052219i,-0.0014413-0.00012408i,-0.0011337-0.00042324i,-0.00037873-0.00026244i,0.00048931-0.00025646i,0.0002595-0.00068125i,-0.00080657-0.000747i,-0.00093583-0.00011568i,-0.00070872+0.00073001i,-0.00034531+0.00098606i,-1.6751e-05+0.0007668i,-0.00023925+0.00039192i
-0.000643-0.0014498i,-0.0021597-0.0031951i,-0.0038328-0.0041648i,-0.0033548-0.0034876i,-0.0022004-0.0021267i,-0.0014325-0.00029532i,-0.00054182+0.0014815i,-2.4928e-05+0.0017389i,0.0004671+0.00089684i,0.0001181+0.00025032i,-0.00046783+0.00045169i,-1.8734e-05+0.00037617i,0.00010936-0.00047096i,-0.00012473-0.00063812i,-0.00028621-0.00034023i,-0.00039184-0.00017864i,0.00015708-0.00030174i,0.00013821-0.00020414i,-0.00026893-0.00027961i,-0.00031832-0.00012132i,-0.00025293-0.0002059i,-0.00024473-0.00077202i,-0.00045027-0.00081712i
-0.00097182+0.00037934i,-0.00087211+0.00029612i,-0.00045666+0.00065932i,-0.00032187+0.00054646i,-0.00015862+0.00042784i,-0.00051801+0.0010728i,-0.00070404+0.0011666i,-0.00015112+0.001123i,-0.00067167+0.00083947i,-0.00096091+3.8203e-05i,-0.00012771-0.00042413i,-0.00020833-0.00031904i,-0.00092919-0.00015463i,-0.00087982+0.00026076i,-0.00046596+0.00072048i,-0.00033537+0.00049197i,-0.00023755-0.00042752i,-0.00013895-0.00041999i,0.0001166-0.00029601i,0.00047853-0.00094173i,0.00038113+0.00014053i,-9.222e-05+0.0013186i,6.423e-05+0.0011841i
-0.0013442-0.00078559i,-0.0020175-0.0013356i,-0.0022003+0.00014338i,-0.0019427+0.0013275i,-0.0013176+0.0022447i,-0.00016499+0.0022273i,0.00031489+0.001016i,0.0007268+0.0001126i,0.00077735+0.00028844i,-0.00027759+0.00074776i,-0.00027322+0.00043668i,0.00052106+0.00042334i,0.00092799-0.00013558i,0.0010042-0.00097922i,0.00089894-0.0010296i,4.0963e-06-0.00073139i,-0.00065011-0.00062927i,-0.0010594-0.00089754i,-0.0011784-0.0008982i,-0.00026075+0.00011267i,0.00019575+0.00057686i,0.00034027+0.00025008i,0.00037992-0.00031876i
-0.00047295+0.00093914i,0.00016366-0.00029738i,-0.00071839-0.0019063i,-0.0012696-0.0023372i,-0.0012133-0.0017908i,-0.0014021-0.00069229i,-0.0014265+0.00030004i,-0.00019324+0.00057443i,0.00080545+0.00027473i,0.00022078+0.00035595i,-0.00043119+0.0002687i,-0.00084229+5.1646e-05i,-0.0015508+0.00074846i,-0.0013648+0.0011958i,-0.00048814+5.5979e-05i,-0.00025653-0.00094279i,-0.0006055-0.001023i,-0.00027145-0.0010744i,0.00021208-0.00095247i,0.00031958-7.2186e-05i,0.00097162+0.00041169i,0.0010487+0.00032721i,0.00032264+0.00031789i
3.3924e-05-0.00056562i,-0.00076786-0.00052321i,-0.00091593-0.0013189i,-0.0004111-0.0020003i,-0.0012033-0.0014982i,-0.0017675+7.1855e-05i,-0.00073895+0.0013425i,0.00061134+0.00052353i,0.00038563-0.00031068i,-0.00050156+0.00037473i,-0.00036061+0.00042648i,-6.7311e-05+0.00039749i,9.9284e-05+0.00019791i,-0.0001873-0.00015387i,-0.00035082+7.6222e-06i,0.00015653-0.00021676i,0.00022406-0.0016482i,0.00035502-0.0014643i,0.00073177-0.00055695i,0.00063955-0.0008595i,0.00053404-0.00088545i,-4.5357e-05-0.00088276i,-0.00042809-0.00035653i
-0.00087428-0.00070375i,-0.0015545-0.0012258i,-0.0021899-0.00033299i,-0.0023313+0.00065184i,-0.0021695+0.0011711i,-0.0011284+0.0011043i,0.00028888+0.0012937i,0.00032975+0.0012357i,-0.00022707+0.00072414i,-0.00030616+0.00024545i,-0.00024917+0.00029308i,-6.5111e-05-0.00018141i,6.4313e-05-0.00063618i,-0.00014558-0.00084229i,0.00046127-0.0010124i,0.00078662-0.00072692i,0.00016611-0.00014161i,-0.00026701-0.00011643i,-0.00041058+0.00039409i,-0.00013638+0.0010983i,-0.00021686+0.00047849i,-0.0001012+0.00025449i,0.00051359+0.00078843i
0.001739-0.00073141i,-0.00012524-0.0018844i,-0.0011714-0.0027977i,-0.0013106-0.0018034i,-0.00094832+0.00021894i,-0.0016942+0.001679i,-0.0010124+0.0022121i,0.00029613+0.0017307i,-0.00014042+0.00020586i,-0.0010466-0.00080712i,-0.0011297-6.9122e-06i,-0.00049988+0.00047767i,6.9255e-05-0.00015164i,0.00048743-0.00049595i,0.00035158-0.00081159i,0.00069368-0.0011575i,0.00072318-0.0011648i,0.00048296-0.0011991i,0.0011268-0.00096633i,0.00087079-0.00044182i,0.00064938-0.00056302i,0.00064824+0.00039981i,0.00052651+0.0014129i
-0.00055743-0.0029171i,-0.0024413-0.0033849i,-0.0042029-0.003499i,-0.0035042-0.0027103i,-0.0024245-0.001349i,-0.0021305-0.00050407i,-0.0041355-0.0019932i,-0.0082344-0.002954i,-0.010396-0.00082441i,-0.0091658+0.002689i,-0.0063744+0.0054143i,-0.0036471+0.0059227i,-0.00087616+0.005269i,0.0018084+0.0037036i,0.0025898+0.00083841i,0.0015854-0.0010726i,0.00045637-0.00094245i,-0.00086158-0.00034568i,-0.00093501+7.4498e-06i,-0.0004921-0.000233i,-0.00097563-0.00083872i,-0.00069503-0.00091619i,7.041e-05-0.00053364i
0.0016858+0.0009697i,0.0005443-0.0010696i,0.00098908-0.0019856i,0.00056828-0.0026884i,-0.0013666-0.0029525i,-0.0022424-0.0020827i,-0.0011971+0.00063235i,0.00053759+0.0019529i,0.0010764+0.00069027i,0.00015165-2.8674e-05i,0.00015431+3.3365e-05i,0.0006167+0.0003904i,0.00017429+0.00043151i,-7.8864e-05+0.00045077i,0.0002718+0.00032077i,0.00061535-0.00036865i,0.00099359-0.0010319i,0.00082834-0.00071801i,7.0809e-05+0.00029568i,-7.7681e-05+0.00041256i,-0.00041687+0.00033333i,-0.00051157+0.00028889i,-0.00088012+0.00020364i
0.00021258-0.00094975i,-0.00078067-0.00092432i,-0.0013532-0.0010569i,-0.0011095-0.0015484i,-0.001529-0.0008752i,-0.0027156+0.0016048i,-0.0019098+0.0027484i,-0.00013509+0.0020157i,0.00053365+0.00041074i,-0.00052237-0.000851i,-0.0011774-0.00080616i,-0.00035259-2.203e-05i,-0.00023953+0.00044714i,-0.00064207+0.00059607i,-0.00055798+0.00085544i,-0.00080126+0.00062661i,-0.00062504+0.00010079i,7.225e-05+0.00012434i,7.6747e-05-0.00010392i,-0.00012983-0.00040322i,0.00033227-0.00094741i,0.0014415-0.0011015i,0.0014691-0.00061954i
0.0007235-0.0014817i,0.00044599-0.0028791i,-0.00058549-0.0040633i,-0.0010375-0.002988i,-0.0022986-0.0011136i,-0.0023063+0.00065969i,-8.5362e-05+0.0022849i,0.0014366+0.0019994i,0.00080258+0.000569i,-0.00020387+7.9629e-05i,-0.00064992+0.00054894i,-0.00016944+0.00046139i,0.00026452+9.6887e-05i,0.00010881-0.00052568i,-3.6889e-05-0.0012975i,-0.0001792-0.0008849i,0.00014458+8.2414e-05i,0.00028369+0.00070081i,0.00034305+0.000911i,0.00043484+0.0004425i,0.00045927+0.00030075i,-0.00017449+0.00035279i,-0.00087962+0.00045722i
-0.0010042+0.00073541i,-0.0007505+0.0006792i,-0.00054493+0.00033632i,-0.00096821-0.00048193i,-0.00019928-0.00065268i,-0.00054074-0.00023804i,-0.0008614+0.00068477i,-0.00011501+0.0011107i,0.0002713+0.00045089i,0.00022278+0.0002111i,-0.00024983-0.00046276i,-0.00042091-0.0010945i,0.00038323-0.00030794i,0.00068431+0.00055351i,0.00050426+0.00058674i,0.00030792+0.0003838i,9.4329e-05+0.00011881i,0.00039874-0.0003488i,0.00044806-0.00042021i,-0.00059261+0.00012875i,-0.0016346+0.00051074i,-0.0010814+1.9565e-05i,-0.00023695-6.0202e-05i
-0.00079285-0.001214i,-0.0018987-0.0030292i,-0.002877-0.003506i,-0.001717-0.0014557i,-0.0017374+0.00020805i,-0.0024655+0.0014325i,-0.0013866+0.0022657i,0.00017147+0.0012948i,-5.6913e-05+0.00017712i,-0.001119+0.00037614i,-0.00088133+0.00030961i,-0.00033375+0.00012935i,0.0002314+4.0077e-05i,0.00020545+0.0003606i,-0.00033766+0.00027899i,-2.4391e-05-0.00011086i,0.00026573-0.00021737i,6.6129e-05-0.00027734i,0.00014156-0.00012127i,0.00063102+0.00032807i,0.00080902+0.00070398i,3.5611e-05+0.00026215i,0.00010637-0.00024779i
0.0015991-0.00049243i,0.00058036-0.0016902i,-0.0014406-0.00261i,-0.0030261-0.0025831i,-0.0028771-0.00078834i,-0.0020139+0.001578i,-0.00023458+0.0022329i,0.0013316+0.0014786i,0.0011773+0.00049511i,0.00023814-0.00047999i,6.3953e-05-0.00023984i,0.00049539+0.0009657i,0.0010405+0.00090671i,0.00091096+0.00059042i,0.00054181+3.9351e-05i,0.00012552-0.00052864i,0.00021275-0.0007134i,-1.1025e-05-0.00063538i,-0.00047383-0.00028585i,-0.00014914+0.00043387i,-8.6933e-05+0.00038475i,-0.00061287+0.00022337i,-0.00037054+0.00020932i
0.0011341-0.00082023i,-0.00061638-0.0010216i,-0.0026849-0.00056301i,-0.0024627+3.6726e-05i,-0.0017678+0.00059646i,-0.00088117+0.001272i,-0.00041609+0.0015264i,-1.0447e-05+0.00089592i,-0.00020295-9.0872e-05i,-0.00066171-0.00037223i,-0.00058152+0.00037824i,-9.9063e-05+0.00036293i,0.00077403-0.00015257i,0.00078183-0.00031366i,0.00037692-0.00061608i,0.00010289-0.0005449i,-2.9457e-06-5.6739e-05i,0.00029397+0.00018526i,0.00068332+0.00020949i,-0.00033809+2.1278e-05i,-0.00097918-7.2217e-05i,-0.00046865+0.00035195i,0.00030476+0.00024166i
-0.0010309+0.00051053i,-0.00094025-0.00093289i,-0.00067163-0.0017359i,-0.0010268-0.00091114i,-0.0016243+0.00053135i,-0.00090098+0.001199i,0.0004234+0.0014102i,0.00092972+0.0013492i,0.00027243+0.0006651i,-0.00075518+0.00030651i,-0.00084206+0.00029031i,-0.00059159-0.00060784i,-0.00029632-0.0015165i,0.00011007-0.0014774i,4.9802e-07-0.0012502i,0.00024863-0.00096884i,0.00028242-0.00037602i,0.0002714+0.00025719i,9.9616e-05+0.00057984i,-4.6402e-05+0.00057896i,-0.00016887+0.00018914i,-3.9715e-05+1.5545e-05i,0.00032328+8.347e-05i
0.0009954+4.8726e-05i,0.0004557-0.00061398i,0.00027598-0.0024148i,-0.00047065-0.0023734i,-0.0017485-0.0007699i,-0.0021849+0.0012995i,-0.000857+0.0018815i,0.0008595+0.0011821i,0.0010197+0.00029848i,-0.00012573-0.00016461i,-0.00075046+0.00018497i,-0.00079732+0.00029877i,-0.00056363+0.00022948i,-2.3591e-05+0.00055149i,6.6696e-05+0.00040212i,0.00038016+0.00013704i,0.00092863+6.5273e-05i,0.00071664-2.1636e-05i,0.00014328-0.00034588i,-0.00072837+4.4621e-05i,-0.00058264+7.5504e-05i,0.00071163-0.0002872i,0.0010541+0.00016328i
-0.00093279+0.00051428i,-0.0034399+0.00034435i,-0.0045225+0.00068808i,-0.003213+0.00040901i,-0.0021325+0.00063111i,-0.0016863+0.0016609i,-0.00023266+0.0022409i,0.00071629+0.0025177i,0.00058273+0.0021895i,0.00032557+0.0012128i,0.00040388+0.00077268i,-3.1039e-06+0.00080475i,-0.00058075+0.00059202i,-0.00055163-0.00034842i,-0.00014944-0.00063202i,0.00013113-0.0006355i,0.00019002-0.00052674i,0.00039235-0.00029776i,0.00046251+6.5148e-05i,0.00034128-5.544e-05i,-3.6111e-05+0.00031165i,-0.00046848+0.00057606i,-0.00036222+0.00028121i
0.0013749+0.00027845i,0.0020882-0.0014333i,0.0023211-0.0026163i,0.00029517-0.0018677i,-0.0015685-0.0009356i,-0.0013582-0.00039078i,-0.00063215+0.00074315i,0.0011777+0.00094349i,0.0013541+0.00061683i,-0.0003213+7.784e-05i,-0.0010488-0.00047382i,4.5119e-05-0.00027276i,0.00092914+0.00067205i,0.00032098+0.00052301i,0.00021246-0.00023378i,0.00055646-0.0010373i,0.00050409-0.0009625i,0.00065086-0.00021489i,0.00032448-0.00038241i,0.00010351-0.00046926i,0.00027703-0.00020747i,0.00039796+9.4258e-05i,0.00044045+0.00022831i
-0.00013362-0.0006847i,-0.00055245-0.0021845i,-0.00064303-0.0024498i,-0.0014007-0.0014375i,-0.0024542-0.00013365i,-0.0024799+0.00090283i,-0.0014802+0.0018282i,-0.00034482+0.0020561i,-0.00024066+0.0012777i,-0.00026767-0.00017609i,-0.0007816-0.00059573i,-0.0012419-1.9936e-05i,-0.0012937-0.00028257i,-0.0005291-0.00057467i,0.00016719-0.00033329i,-0.00019293+0.00017441i,-0.00036323+0.00038626i,-0.0004412-0.00031707i,-0.00033647-0.00041632i,-0.00030263+9.3915e-06i,-0.00056391+0.00056644i,-0.0005534+0.00083149i,-6.6462e-05+2.9449e-05i
-0.0019712+0.00040272i,-0.0011306-0.00066083i,-0.00097745-0.0010831i,-0.0020139-0.00095255i,-0.0015562-0.0005038i,-0.0011882+9.9579e-05i,-0.00074289+0.0013116i,0.0003855+0.0018358i,0.00050761+0.0011702i,0.00014961+0.00076483i,0.00024074+0.00047958i,5.3154e-05-0.00037854i,1.8723e-05-0.00097137i,-9.447e-05-0.00099425i,0.00045352-0.00034159i,0.00091485+0.0002296i,0.00044483+0.00049739i,5.5084e-06+0.00095099i,3.6177e-05+0.00077344i,0.00041504+0.00029169i,0.00042725+0.00036986i,0.00018277+0.00077624i,0.00041433+0.00081597i
-0.00020882+0.0012372i,-0.00011142-0.001081i,7.4328e-05-0.0011337i,-0.00075984-0.00090874i,-0.0010242-0.0011547i,-0.00086277+0.00019134i,-0.00050787+0.0012991i,0.00017823+0.0013381i,0.00041443+0.0012846i,0.00013816+0.00089715i,0.00022089+3.1185e-05i,0.00035098-0.00013724i,-0.00077539-1.0332e-05i,-0.0007889-0.0003766i,0.0004317-0.00032541i,0.0001451+9.4736e-05i,0.00012692+6.1151e-05i,0.00029561-0.00027164i,-8.4741e-05-0.00044159i,2.3612e-05-8.9685e-05i,6.3588e-05+0.00052922i,-0.00060171+0.00045764i,-0.00035601+0.00037921i
2.3085e-05-0.002301i,-0.00065861-0.0030449i,-0.0016373-0.002824i,-0.0024071-0.0021799i,-0.0031286-0.00075273i,-0.0026659+0.0018345i,-0.0012671+0.0028702i,-0.00028635+0.0011731i,-0.00026692-0.00049135i,-0.00077281-0.00030531i,-0.0011719+0.00048297i,-0.0005972+0.0004098i,0.00010299+5.3664e-05i,0.0010912+0.00012756i,0.0017482+0.00032124i,0.00072591+0.00026258i,-0.00025902-9.615e-05i,0.00014558-0.00057673i,0.00038839-0.00020046i,-0.00042088-0.00038189i,-0.000756-0.00082788i,-0.00082197-0.00091299i,-0.00056128-0.00051606i
-0.00064767+0.0010857i,-0.0005277+0.0012482i,-0.00036391+0.00027994i,-0.00044798-0.00055555i,-0.00037174+8.7455e-05i,-0.00047265+0.00045201i,-0.00046037+0.00049622i,-0.00069684+0.00017951i,-0.00035344-0.00087404i,0.00039602-0.0010361i,0.0002195-0.00068265i,-0.00053191-0.00054275i,-0.00059628-0.00012315i,-0.00058277-0.00015807i,-0.00069806-0.00072737i,-0.00027243-0.00074187i,-5.6424e-05-0.00012374i,-0.00010816+0.00028013i,0.00018308+0.00068522i,-0.00018011+0.00080787i,-0.00061045+3.8302e-05i,-5.5773e-05-5.8536e-05i,3.0785e-05+0.00012695i
-0.00062648+0.00035121i,0.00014908-0.0010483i,0.0015172-0.0014486i,0.0022974-0.00037562i,0.00059548+0.00040641i,-0.00055361+0.00028161i,-0.00021603+0.0012237i,0.00049357+0.001537i,-0.00024052+0.00070106i,-0.00095023+0.00014684i,-0.001039+0.00043864i,-0.0010441+0.00023011i,-0.00062675-0.00032218i,-0.0001564-0.00066944i,-6.4657e-05-0.00011604i,0.00056976+0.00018568i,0.00060405-0.00026812i,0.00014944+0.00018103i,1.4258e-05+0.00090799i,-0.00034305+0.0010954i,-0.00063426+0.00013462i,-0.00050389-0.00055785i,2.8929e-05+0.00040244i
0.00067371+6.7684e-05i,0.00076184-0.00011902i,0.00022815-0.0012337i,-0.00051184-0.0024373i,-0.0010661-0.0013813i,-0.0016752+0.00059382i,-0.0016313+0.00054918i,-0.00046418+0.0003565i,7.8855e-05+0.00039576i,1.9889e-05+3.1219e-05i,-6.8275e-06+3.9227e-05i,6.3215e-05-6.9877e-05i,0.00023431+0.00018341i,0.0004309-0.00015758i,0.00044525-0.00086436i,0.00069869-0.00070624i,0.0014899-0.00032112i,0.0010038-0.00028491i,0.00059318-7.4022e-05i,0.00036108+0.00051158i,-2.515e-05+0.00057641i,-0.00041089+0.00017525i,-0.00067141+6.6087e-05i
-0.0019918-0.0011797i,-0.0031418-0.0016188i,-0.0037036-0.00090369i,-0.0027093+0.00012981i,-0.0017264+0.0009617i,-0.0012995+0.0020128i,-0.00086977+0.0031905i,0.00024202+0.002617i,0.00067183+0.00099737i,0.00042116-3.8028e-05i,0.00022603-0.00048329i,0.00020264-0.00029407i,0.00022751+0.00025472i,0.00044094+0.00022939i,0.00028766+0.00022132i,1.3959e-05+9.6385e-05i,-0.00015147-0.00025844i,-0.00072284-0.0001028i,-0.0010548-8.4856e-05i,4.4296e-05-0.00083706i,0.00027506-0.0005016i,0.00037953+0.00040195i,0.00073734+0.00010012i
-0.00025371+0.00084161i,-0.0013294+0.0013786i,-0.0013222+0.00054357i,-0.001207+0.0002971i,-0.0011365+0.00097787i,-0.00023781+0.0011289i,-7.1142e-05+0.0016061i,0.00021195+0.0013162i,0.00030183+0.00055362i,-0.00077288-4.1578e-05i,-0.00086697-6.1851e-05i,-0.00021746+0.0003466i,0.00058317+0.00019924i,0.00070506-0.00012969i,0.00095655-0.00037827i,0.0011934-0.00019398i,0.00093894-0.00013339i,0.00054126-0.00010475i,-0.00033458+0.00038439i,-0.00015557+0.00033394i,0.0004253+8.5544e-05i,0.00028427+0.00020199i,5.5294e-05+0.00012321i
-0.00049004-0.0015971i,-0.0011982-0.0013891i,-0.0015709-0.0015011i,-0.0017622-0.0021305i,-0.0020206-0.0015218i,-0.0019399+4.3951e-05i,-0.00043964+0.00070239i,0.00088831+0.00070107i,0.00064268+0.00038694i,0.00047594-0.00068874i,0.00069502-0.00034394i,7.9311e-05+7.1039e-05i,6.3855e-05-0.000307i,0.00048655-0.0001509i,0.00056437+0.00011061i,0.00055724+0.0003198i,-1.3556e-05+5.5948e-05i,-0.00023723-0.00064316i,0.00026928-0.00053839i,0.00044146-0.0003563i,-6.1355e-05-4.203e-05i,1.1809e-05+0.00040033i,-0.00014302+0.00038745i
0.00089173-0.00067857i,-0.0012901-0.0016924i,-0.0026881-0.0025622i,-0.0025726-0.0016704i,-0.0034817+0.00029154i,-0.0035154+0.0020195i,-0.0016963+0.0014598i,-0.00017553+9.9828e-05i,0.00026971-0.00030192i,-0.00041318-3.2007e-05i,-0.0013518+0.00060463i,-0.00086215+0.0010633i,0.00047007+0.00071886i,0.00094935+0.00036882i,0.00051195+0.00044935i,-4.3151e-05+0.00012934i,-0.00051589-0.00051461i,3.0553e-05-0.00038347i,0.0004312+0.00055623i,-0.00020674+0.0011623i,-8.2949e-05+0.00059126i,0.00038632+0.00098453i,-0.00021391+0.0015033i
-0.0010262-0.00090312i,-0.0021716-0.0017643i,-0.001977-0.0021427i,-0.0018543-0.00085671i,-0.0017471+0.00013603i,-0.00068219+0.00091755i,0.00044554+0.0019903i,0.00078651+0.0018036i,0.00072421+0.0011i,0.00033675-0.00017072i,-0.00014073-0.00024559i,-0.00063285+0.0004731i,-0.00089509-4.9136e-05i,-0.00039196+2.2814e-05i,0.0002453+0.00047414i,0.00045041+0.00048655i,0.00078642+0.00049919i,0.00034243+0.00033326i,-0.00020927+6.1569e-05i,0.00059724+0.00025795i,0.0010923+0.0010328i,0.0010103+0.0018136i,0.00099667+0.0014167i
0.00082122+0.00070638i,0.00078786-0.00049444i,0.00065805-0.0011287i,0.00031316-0.0023303i,-0.00076232-0.0022897i,-0.0024394-0.00099905i,-0.0021404+0.00043927i,-0.00076546+0.00063282i,-9.3212e-05+0.00026333i,0.00013677+7.1807e-05i,-8.4939e-05+0.00035549i,0.00029071+0.0003523i,8.9787e-05-0.00016199i,-0.00032254-0.00044564i,-0.00013377-0.00045685i,-0.00042495-0.00067575i,9.4839e-05-0.00061733i,0.00020726-4.4603e-05i,-0.00098799+0.00036256i,-0.0015485+0.00058156i,-0.0018981-4.4228e-05i,-0.0019756-0.00050113i,-0.00095986-0.00032806i
-0.00073831-0.0014054i,-0.0022051-0.0016466i,-0.0029196-0.0015946i,-0.0021821-0.0016005i,-0.0019906+0.00031628i,-0.0025593+0.0028796i,-0.0018507+0.0033087i,-0.00065617+0.0024054i,-0.00010603+0.0011565i,-0.00039197-4.1912e-06i,-0.00076882+0.00052826i,-0.00039674+0.0010181i,8.1712e-05+0.00019118i,4.8352e-06-4.9836e-05i,2.659e-06+4.7931e-05i,-0.00042099+0.00030878i,-0.00035593+6.0248e-05i,-0.00030421-0.00054411i,-0.00054897-0.00038975i,-0.00011327-0.0001671i,-2.6591e-05-0.00030327i,-9.4935e-05-0.00067547i,-0.00027493-0.00056144i
