-0.0046981-0.00051243i,-0.0026826-0.001643i,-0.0040211-0.0001045i,-0.002913+0.0015706i,-0.00047982+0.002858i,-0.00034208+0.0027875i,-0.00060814+0.0015654i,-0.00015346+0.0012587i,-0.00018265+0.0017437i,0.0004025+0.0016904i,0.0018175+0.0011675i,0.0021638+0.00092902i,0.0009721+0.0011693i,0.00033987+0.00068454i,0.00067907+0.00010839i,0.0010841-0.00013262i,0.0011062-0.00030867i,0.00072805-4.335e-05i,0.00021197-4.5942e-05i,-7.8388e-05-0.00031636i,0.00042084-6.0903e-06i,0.0006376+0.00046564i,0.00068898+0.00012154i
-0.00076972-0.00077912i,-0.0015051-0.0011252i,-0.0032555-0.0012239i,-0.0036544-8.9823e-05i,-0.0021212+0.00031508i,0.00031288-0.00064099i,0.00061211-0.00085279i,-0.0001249-0.00058227i,0.00029409-0.00046298i,0.00052621-1.3638e-05i,0.00010525-4.2403e-05i,0.00020317+1.8345e-05i,0.00047905+0.00038774i,0.00021807+0.0012602i,2.9855e-05+0.0020542i,0.00039974+0.0011877i,0.0011971+3.1082e-05i,0.0011329-2.44e-05i,0.00038931-0.00042339i,0.00037865-0.00037796i,0.00042873+0.00016516i,0.00055936+0.00035093i,0.00022363+0.00038423i
0.00043362+0.0010541i,0.00075877-0.00047761i,0.00094343-0.00068918i,-7.9596e-05-0.00056864i,-0.0011949-0.00056425i,-0.00061822-0.00017645i,0.00044665-0.00037647i,0.00033825-0.00033288i,0.00013955+0.00025506i,0.00049064-7.1532e-05i,0.00034576-0.00054815i,-0.00026005-0.00059023i,0.00060877-4.2646e-05i,0.0010563+0.00028075i,0.00043918+0.00036088i,8.4389e-06+0.00047003i,-0.00030647+0.00041368i,-0.0010807+0.00047505i,-0.0010888+0.00030691i,-0.00075157+6.8065e-05i,-0.00073323+0.00010504i,-0.00019828-0.0003216i,5.5919e-05-0.00077452i
0.000825+0.00092625i,0.0011923+0.00075992i,0.00064279-8.6896e-05i,-9.5273e-06-0.00094813i,-0.0011564-0.0011595i,-0.00095929-0.00055854i,7.9973e-05-0.00046482i,5.9654e-05-0.0002308i,0.00026767-0.00020048i,0.00055601-0.00064119i,0.00094364-0.00037024i,0.0007081+0.00064016i,-0.00013399+0.0015372i,-0.00064026+0.0014682i,-0.0010376+0.00068058i,7.1251e-05+0.00017676i,0.0011174+0.00051902i,0.00020072+0.00065202i,-0.00051337+0.00045499i,-0.00081978+0.00058393i,5.5667e-05+0.000553i,0.0012427+0.00048296i,0.0008286+0.00022959i
-0.0016778+8.3583e-05i,-0.00098583-0.00048806i,-0.0019548-0.00054095i,-0.0022342+0.00033702i,-0.0012062+0.0002504i,-0.00016583-0.00089403i,-4.9268e-06-0.0018115i,-0.0001113-0.0012185i,0.0006113+3.6736e-05i,0.00092686+8.1096e-06i,0.00018034-0.00016351i,-0.00015585-2.5426e-05i,0.00013914+0.00015697i,0.00021278+0.00046554i,0.00011908+0.0002562i,-0.00020932-0.00018991i,-0.00052733-0.00026002i,-0.00043142-7.3455e-05i,2.6585e-05-0.00010292i,0.00029449+0.00018325i,-0.00045539+9.9388e-05i,-0.00090448+0.00050352i,-0.00031205+0.0014679i
0.00088773+0.0012679i,8.4576e-05+0.0013013i,-0.00057787+0.00094736i,-0.001086-1.7379e-05i,-0.00030282-0.00091593i,-0.00016346-0.0013312i,-0.00013954-0.0013769i,0.00038446-0.0011398i,0.00040477-0.0013098i,0.00010071-0.00088743i,-0.00041397-0.00028949i,-0.00019292-0.00032372i,0.00011553+0.00015995i,-0.00057582+0.00062515i,-0.0005307+0.00044166i,-9.6703e-05-0.00038165i,0.00033624-0.00076973i,0.00065843-0.00049569i,0.0004131-0.00033653i,6.1184e-05-0.00016428i,0.0003961-0.00051145i,0.00069858-0.00057257i,0.0001249-0.00062909i
0.0016008+0.0031715i,0.0016217+0.0014284i,0.0016008+0.00094582i,0.0014588-0.00081824i,0.00081297-0.0019046i,-0.00021981-0.0011714i,-0.00027956-0.0003903i,0.00012089+5.3133e-05i,0.00033639+0.00051548i,7.7268e-05+0.00035574i,0.00012896-0.00069527i,0.00024937-0.00044965i,0.00043017-0.00034411i,0.00033976-0.00068203i,-0.00048028-0.00032599i,-0.00052496-0.00024647i,0.00023642+0.00036806i,0.00041825+0.0011248i,0.00066946+0.0009721i,0.00099801+0.00024955i,0.00049918-0.000632i,-0.00030819-0.00054091i,-0.00039009-1.0475e-05i
0.0012014+0.00042472i,0.0010189-0.00059893i,0.00083459-0.0015715i,0.00064465-0.0009308i,0.00025988-5.8688e-05i,-0.00022585+0.00033946i,-0.00067894-0.0006969i,-0.00067297-0.0010405i,-0.00082897-6.7252e-05i,-0.0011992-0.00079717i,-0.00050707-0.0012174i,-0.00079592+0.00039491i,-0.0010582+0.00084869i,-0.00047202-0.00040399i,-0.00029129-0.00047462i,-0.00041692-0.00015188i,0.00010282-0.00019947i,0.00020217+0.00030801i,4.4559e-05-0.00010207i,0.00040429-0.00043379i,0.00014494-0.00034411i,0.00033737-0.00049551i,0.00035403-4.8391e-05i
-0.0024322+0.00035412i,-0.003437-0.00046485i,-0.0029669-0.00061249i,-0.0015273-9.5534e-06i,0.00032905+0.00028375i,0.00082841-0.0010973i,0.0004415-0.0015476i,0.00015397-0.00051286i,3.3087e-05-0.00029804i,0.0009985-0.00014656i,0.0012734+0.00036341i,0.00055221+7.8401e-05i,-0.00015912+0.00020166i,-0.0001021+0.00050808i,0.00039752-2.3427e-05i,0.0003791-0.00049511i,-0.00025594-0.00036992i,-0.00083977+0.00013558i,-0.00078589+0.00082963i,-0.00011609+0.0009662i,0.00067905+0.0007008i,0.0004679+0.00035176i,-0.00010217+4.7103e-05i
-0.0012635+0.0016454i,0.00017333+0.0010615i,0.0008731+0.0010754i,0.0015525+0.0014546i,0.00091385+0.0013763i,0.00012731+0.00042686i,-0.00022763-0.00060791i,-0.00028272-0.00032487i,0.00024583+0.00011565i,0.00056883+0.00086406i,0.0010959+0.0013842i,0.00069489+0.00060227i,0.00013235-0.00016081i,9.8971e-05+0.00041618i,-4.4424e-05+0.00070452i,0.00069602+0.00040974i,0.00089496-0.00016011i,2.8844e-05-0.00043371i,-0.00016104-0.00038928i,0.00033043-0.00045265i,0.00078665+1.9392e-05i,0.00051811+0.00039488i,7.3981e-05+0.00049458i
-0.00056202-0.00021242i,-0.00062132+7.9539e-05i,-0.00061501-0.00048713i,-0.00111-0.00026322i,-0.0011947-9.9511e-05i,-0.00038026-0.00026231i,-0.00038137-0.00036515i,-0.00033031-0.00010339i,0.00016161+0.00044449i,5.9778e-05+2.0047e-05i,-0.00053782-0.00028629i,-0.0007539+3.9547e-05i,-0.00036723+0.00060338i,-0.00039721+0.00053494i,-0.00045702+7.6658e-05i,0.00019534+8.7853e-05i,0.00052435-8.0416e-05i,3.1378e-05-0.00024239i,-0.00055298-0.00025265i,-0.00022844-0.00049018i,-0.00033439-0.00035793i,-0.00050723+7.3826e-05i,0.0002204+0.00082696i
-0.00092402-0.00020934i,-0.0012701-0.00029412i,-0.0013841-0.00019549i,-0.00030681+0.00046133i,0.00029503+0.0003713i,0.00046319-0.00014383i,0.00031374-0.00038374i,0.00012154-0.00034018i,-0.0004041-7.177e-06i,-0.00067418+0.00018919i,-3.2913e-05+0.00047966i,0.0010329+0.00080615i,0.0012452+0.0010036i,0.0008947+0.00092458i,9.3633e-05+0.00050441i,-5.5199e-06-4.9286e-06i,0.0001262-0.00039159i,0.00015287-0.00049457i,0.00054002-0.00025948i,0.00059334-0.00024349i,0.0006791-0.00037433i,0.00090566-0.00025347i,0.00087263+0.00057207i
0.0016518+0.0012426i,0.00065844-0.00012146i,0.0005533-0.00010646i,8.1732e-05-0.00069585i,-0.00029982-0.0015233i,2.7927e-05-0.0012663i,-4.0191e-05-0.00013266i,-0.00064489-0.00016382i,-0.00017728+5.7721e-05i,0.00033833-0.00028456i,0.00019858-0.00061917i,2.7561e-05-0.00027204i,-0.00036599-9.8606e-05i,-0.00079841+5.7347e-05i,-0.00075641-0.00020644i,-0.0008574-0.0005111i,-0.00036272-9.5354e-05i,0.00060254+0.00077522i,0.00068652+0.00094918i,0.00028309+0.00070423i,-0.00024191-0.00043508i,0.00010968-0.001038i,0.00019327-0.00044385i
-0.0016789-0.00053519i,-0.00074012+0.0015096i,-0.0005314+0.0023135i,-0.00054127+0.0020883i,-0.00043185+0.0019845i,0.00082047+0.0011385i,0.00022539-0.00063754i,-0.00028465-0.0016373i,0.00010134-0.00081676i,-0.00051072+0.00028316i,-0.00046819+0.00037113i,-0.00033144+0.00034613i,0.00013299+0.00078694i,-0.00014132+0.00079211i,-0.0010577+0.00077261i,-0.00041913+0.00090537i,0.00032744+0.0010479i,0.00031344+0.00083713i,-0.00024993-8.0877e-05i,-0.00027441-0.00018654i,-0.00023585+0.00053722i,-0.00083946+0.00065611i,-0.0010088-0.00017693i
0.00067294-0.0014559i,0.00072157-0.0016602i,0.0013176-0.0012984i,-0.00013397-0.0009692i,-0.0013088-0.00067921i,-0.00050257-0.00078381i,-2.8698e-05-0.00046852i,0.00026653+0.00019182i,0.00035861+0.00042613i,-4.7856e-05-0.00046983i,-4.2857e-05-0.00085503i,-2.1233e-05+1.8544e-05i,-0.00014734+0.0006722i,-0.00055966-3.197e-05i,-0.0006461-0.00011873i,0.00015937+0.00023264i,0.00032729+0.00012915i,0.000483-0.000552i,0.00069899-0.00072877i,0.00044007+4.996e-05i,-0.00016381+0.0003513i,-0.00011482+0.0003532i,0.00043057+0.00032039i
0.001702-0.0010192i,0.0011845-0.00090303i,0.00029561-8.8781e-05i,-0.00039337+0.00065309i,-0.00039384-0.00031472i,-0.00083806-0.0009483i,-0.00064919-0.00033227i,-0.0001816-0.00044489i,0.00035753-0.00068583i,0.00089388-0.00094331i,0.00073717-0.0010576i,2.5538e-05+5.5154e-05i,-0.00042094+0.00078305i,-3.4547e-05+0.00021829i,0.00041048-0.00025111i,0.00020611-3.616e-05i,0.00070091+0.00052278i,0.00066252+0.00081138i,-0.0001832+0.00066859i,-0.00044754+0.00052722i,-0.00014938+0.0004i,0.00013378-6.0722e-05i,0.00010029-0.00040711i
-0.0001246-0.00096783i,-0.00065556-8.9282e-05i,-0.0011706-0.0011254i,-0.0010057-0.0014673i,-0.00022011-0.00053628i,-0.00040118+6.3331e-05i,-0.00071602+0.00050129i,-0.00049289+0.00015719i,-0.00083253-0.0008911i,-0.0009888-0.0012704i,-0.00069251-0.00037378i,-0.00033247+0.00089277i,-6.6507e-05+0.0012471i,-0.0002957+0.00040262i,-1.8826e-05-0.0001855i,0.00029149+0.0003172i,0.00025949+0.00056916i,0.0003108-1.3469e-05i,0.00038782-0.00025504i,0.00022074+0.00025811i,-0.00024893+0.00021202i,1.1273e-05-0.00032024i,0.00065555-7.7925e-05i
-0.0011027-0.00052589i,-0.0016816-0.0016295i,-0.0018096-0.0014414i,-0.00089767-0.00052638i,0.00011656-0.00018889i,0.00054753-0.00077972i,0.0004212-0.00076831i,-1.7351e-05+3.0912e-05i,-0.00032124-0.00022674i,-0.00053065-0.00049773i,0.00053078-0.00019793i,0.0010372-0.00040538i,0.00036002+2.4301e-05i,-0.00032251+1.9271e-05i,-0.00010157-0.00034255i,0.00040724-0.00017314i,0.00041194-7.0342e-05i,0.00028251+5.3294e-05i,8.1921e-05+0.00054683i,-1.4606e-06+0.00046759i,-0.00058704-3.349e-05i,-0.00021535-0.0002563i,0.00023094-0.00016301i
0.0020806-0.00050465i,0.0018563-0.00096442i,0.00041846-0.0017936i,-0.0013343-0.0013171i,-0.0015324+0.00010404i,-0.00063465+0.00048173i,-0.00042652-0.00031353i,-0.00088333-0.00059184i,-0.00047076-0.00061848i,-0.00016765-0.0009145i,-9.5598e-05-0.00091888i,-0.00026275-0.00045256i,-0.00054583+9.3464e-05i,-0.00042945-9.9998e-05i,-0.00060056-0.0003269i,-0.00039242-0.00013866i,0.00057116+0.00016064i,0.00073428+0.0006787i,0.00029781-7.0299e-05i,0.00018699-0.00076766i,-0.00025862-0.00046683i,-0.00090398-2.6888e-05i,-0.0010422-0.00029218i
-0.00041632-0.00022762i,-0.00013425-0.00092541i,-0.00031176-0.00039168i,-0.0015194+0.00033117i,-0.00087944+0.0011771i,0.000523+0.0012405i,0.00062441+0.00042422i,-0.00079954-0.00016144i,-0.0013402-0.00032569i,-0.00077426-0.0009127i,-0.00088921-0.0013595i,-0.00051362-0.0010812i,0.0001622-0.00096963i,0.00010731-0.00042884i,8.6233e-05+0.0004996i,0.00016208+0.00034245i,-0.00021625+0.00013521i,-0.00024618+0.0007387i,-0.00039608+0.001338i,-0.0008624+0.00097255i,-0.00077812+0.00010486i,-0.00034158-0.0007989i,-0.00044196-0.00071168i
9.9157e-05-0.00061706i,0.00023075-0.0011258i,-0.00091795-0.0016636i,-0.0014015-0.0012295i,-0.001362+0.00016324i,-0.00085876-4.8793e-05i,0.00010264-0.0010556i,0.00035015-0.001095i,-0.00027552-0.00067333i,0.00011905+6.8228e-05i,0.00056531+0.00032403i,5.7726e-05+0.00016i,0.00033872+0.00021497i,0.0003141+0.0003584i,-0.0001503+0.00026297i,2.3046e-05-0.00019525i,7.8571e-05+0.00039025i,-1.265e-05+0.00059702i,-0.00032508-0.00029457i,-0.00071045-0.00017404i,-0.00037645+0.00053249i,4.1786e-05-0.0001927i,-6.0288e-05-0.0011551i
0.0024469+0.00099396i,0.0023777+0.0012688i,0.001589+0.0010167i,-0.00062912-0.00052166i,-0.0016745-0.0011668i,-0.0012667-2.6022e-05i,-0.0009454+0.00062026i,-0.00074315-0.00065728i,-5.4827e-05-0.0018036i,0.00057853-0.0016624i,0.00057047-0.00089632i,0.00040545+3.0446e-05i,-0.00043583-0.00026168i,-0.00060776-0.00038556i,-0.00051213-5.8229e-05i,-0.00059852-0.00081255i,1.0859e-05-0.0011223i,0.00020675-0.00039765i,0.00016124+0.0003695i,0.00042151+0.00085514i,0.00027474+0.00046666i,-0.00084017+0.00049633i,-0.0012807+0.00032947i
0.0010948+0.0003255i,0.0012656-0.00064743i,0.00051236-0.00046463i,0.00055517-0.00056851i,0.0010738-0.00027437i,0.0005233-0.00033692i,-0.00017207-0.00067038i,-8.9556e-05-0.0010993i,0.00086502-0.0011362i,0.00091123-0.00099982i,0.00074368-0.00062168i,0.00070123+0.00016098i,-0.00021394+0.00035759i,6.5425e-05+0.00028173i,0.00056566-2.6688e-05i,4.8192e-05-2.7639e-06i,-5.9588e-05+0.00048726i,-0.00041173+0.00049539i,-0.00029395+0.00038362i,0.00011081-5.8323e-05i,7.2731e-05-0.00024538i,7.4392e-06-0.00051102i,-0.00015734-0.00064404i
0.00069008-0.00045598i,3.3746e-05-0.00037202i,-0.0015782-0.0013548i,-0.0027696-0.0014157i,-0.0027964-0.0004787i,-0.0016096+0.0001121i,-0.00014508+9.6474e-05i,0.00089567+0.00013885i,0.0015674+0.00023391i,0.00083255-0.00044788i,0.0004209-0.00092907i,-3.9339e-05-0.00037187i,-0.00055371-7.6792e-05i,5.9333e-05+9.6283e-05i,0.00030376+0.00028109i,0.00014999+0.00024899i,0.00036987+0.00055738i,0.00051375+0.00080095i,0.00019884-0.00012702i,0.0005272-0.00028777i,0.00084412-8.978e-05i,0.00020767+8.3027e-05i,-0.00021829+0.00056639i
-0.0010237-0.00096122i,-0.00039465-0.0013798i,-0.00070472-0.0013454i,-0.00096859-0.00093129i,-0.00061946-0.00045279i,-0.00022066-0.001029i,0.00012625-0.0019201i,2.514e-05-0.0014591i,-0.00029134-0.00035824i,-0.00045962+0.00044054i,-8.5799e-05+0.0013542i,0.00064313+0.0015974i,0.00095855+0.00099016i,-6.3217e-05+0.00058458i,-0.00056996+0.00066685i,-0.0003399+0.00044559i,-0.00023473+0.00010964i,0.00028874+0.00057349i,0.00023666+0.00023541i,-0.00018216-0.00062413i,-0.00028354-0.0010923i,-0.00049528-0.00030619i,-0.0006476+0.00071975i
0.0014572+0.00030575i,0.0010679-5.1642e-05i,0.001616-0.00084278i,0.00047934-0.0018569i,-0.0009038-0.0024688i,-0.0012108-0.0020493i,-0.00056173-0.00097692i,0.00028465+7.7471e-05i,8.7308e-05+0.00020799i,-3.6831e-05-0.00062548i,0.00052975-0.0007804i,0.00020883-0.00048524i,-0.0012433-0.00056212i,-0.0010872-0.00041365i,-5.8887e-05+0.00045525i,-0.00034993+0.0003164i,-0.00032988-0.00032098i,-1.1833e-05-0.0004433i,-0.00022942+5.1016e-05i,-0.00083511-4.4016e-05i,-0.00077119-0.00066956i,-0.00028108-0.00046957i,-0.0010318+9.5994e-05i
-0.00051032+0.0023395i,-0.00058011+0.0013821i,0.00070262+0.00037899i,0.0015578-0.00027128i,0.00048375-0.0004142i,-0.00043593-0.00028345i,-0.00049786-0.00018797i,2.8442e-05-0.00010765i,5.9798e-05+8.1547e-06i,-0.0004658+0.00018774i,-0.00022046-9.1863e-05i,0.00050717-0.0004868i,0.00099913-0.00051573i,0.00082627-0.00014806i,0.00023864+9.4632e-05i,-5.5427e-05+5.7352e-05i,-9.7699e-05+0.00020808i,3.3114e-06+0.00019314i,0.00014008+0.00061824i,0.00013858+0.0012214i,-5.0535e-06+0.00083568i,-0.00019857+0.00025938i,-0.00011714+7.0362e-05i
0.00072952-0.0017236i,9.5284e-05-0.0026575i,-0.00082415-0.0017906i,-0.001624-0.00046684i,-0.00086472+0.00028662i,0.00072434+0.00069812i,0.0018207+0.00051107i,0.0012909+5.5051e-05i,0.00016626-0.00046306i,-0.00034502-0.00042042i,-0.00024084+0.00030821i,-0.00033515+0.00056969i,0.00014873+3.3665e-05i,0.00068279-2.585e-05i,0.00017384+0.00026189i,3.2319e-05-0.00030694i,0.00058158-0.00095002i,0.00028916-0.00023224i,-0.00025695+0.0005363i,-4.9544e-06+0.00032692i,0.00061295-0.00024545i,-0.00016095-0.00014717i,-0.00094949-0.00033853i
-3.1871e-05+0.00025929i,0.00043982-0.00012905i,0.00033045+0.00039704i,-2.6217e-05+0.00057144i,-0.0004243+2.2273e-05i,-0.00077115-0.00041878i,-0.00096235-0.00054995i,-0.0010817-0.00071968i,-0.0011754-0.00012904i,-0.00079402+0.0003213i,-0.00065544+0.00016006i,-0.00056925+6.6945e-05i,-3.5743e-05-0.00014351i,-6.1069e-05+3.9205e-05i,-0.00019376+0.00071797i,-0.00010011+0.00044027i,2.3174e-05+0.00039234i,0.0001754+0.00063607i,0.00070166+0.00049393i,0.00066273-0.00011821i,0.00032665+0.00010002i,-5.9979e-05+0.00065909i,-0.00069298+0.00037167i
-0.0018486+0.0018213i,-0.0011594+0.0019505i,-0.00073046+0.0018388i,-9.9347e-05+0.0010366i,0.001218-0.00012494i,0.0012549-0.00056813i,0.00044042-0.0007092i,-4.1715e-05-0.00065561i,-0.00033788+0.00032768i,-0.00010821+0.00079884i,0.00065704+0.00048046i,0.00064906+0.00058707i,-5.0529e-05+0.0012729i,0.0002682+0.0012806i,0.00037054+0.000545i,-0.00010393-0.00060207i,-0.0003729-0.00082507i,-0.00030115-6.4023e-05i,-0.00017442+0.00074464i,-0.00028545+0.00074841i,-0.00013397+0.00045915i,0.00020739+0.0007725i,0.0003191+0.00062429i
-1.1536e-05-0.00026521i,-0.00032666-0.0015497i,0.00010564-0.0026628i,5.8951e-05-0.001667i,-0.00080507-0.0004217i,-0.00084588-0.0011816i,8.463e-05-0.0014041i,0.00043179-0.00073825i,0.00039579-0.00057572i,0.00076726-0.00034376i,0.00054345-0.00063523i,-0.0007753-0.00024037i,-0.0008336+0.0007228i,-0.00046241+0.00030727i,-0.00053272-0.00030498i,-4.7885e-05-0.0003538i,2.8347e-05-0.00030696i,-0.00031169-0.00031656i,-4.2748e-05+0.00019308i,0.00048332+0.00077834i,0.00042955+0.00070489i,0.00090543+0.00054685i,0.00095019+0.00019868i
0.0006005-0.00085477i,-4.1564e-05-0.00040619i,-0.0008363-0.00043075i,-0.00099407-0.00039338i,-0.00054034+0.00026608i,0.00078046+0.00076857i,0.0014233+0.00066091i,0.0006045+0.00048953i,0.00031482+0.00059247i,-9.293e-05+0.00087955i,-0.00053664+0.00098729i,3.6565e-05+0.00049332i,0.00091925+0.00014501i,0.00021997+0.0002403i,-0.00047269+0.00032682i,-0.00034262+0.00057205i,-0.00049178+0.0010354i,-0.00074882+0.00035049i,-0.00057514-0.00052783i,0.00035121-0.00021782i,0.0011369+0.00012475i,0.0010219-0.00033365i,0.00056388-0.00010652i
0.00028682-0.00097294i,-0.00065555-0.00058056i,-0.0005581-0.0011815i,-0.00099866-0.0011402i,-0.0014421-0.0012849i,-0.00042378-0.0016456i,1.7377e-05-0.0013142i,-0.00021615-0.00068659i,3.6486e-05+0.00036483i,-0.00046696+0.0009823i,-0.00065787+0.00056216i,-0.00044169+0.00031819i,-0.00097053-0.0003105i,-0.0012686-0.00040028i,-0.00058167+0.00033343i,0.00026133+0.0001846i,0.00050227+0.00015088i,0.00048563+0.00031777i,3.6344e-05-7.9703e-05i,-0.00028671-0.00012494i,-0.00012302+0.00040073i,-0.00034388+0.0010662i,0.00020088+0.00030878i
-0.00013303-0.0014298i,-0.00030122-0.0008031i,0.00021477-0.0004785i,-0.00074734-0.00038353i,-0.0016295-0.00075171i,-0.0015536-0.00058816i,-0.0017109-9.8671e-06i,-0.00096748+0.0008376i,-0.00011152+0.00046855i,-0.00019322-0.00032313i,-0.00023048-0.00014619i,0.00053669+0.00037534i,0.00029396+0.00044299i,-0.00044966+0.00020576i,-0.00035922+6.3163e-05i,0.00010934-0.00025185i,-9.4834e-05-0.00031299i,-0.00012701-0.00031109i,-0.000314+0.00039611i,-0.00054747+0.00081309i,-0.00052813-0.00011914i,-9.4282e-05-0.00062543i,0.00032782-0.00037688i
0.002792-0.00026866i,0.0012424-0.00059611i,0.00064219-0.00039138i,-7.2991e-05-2.6209e-05i,-0.0012495-0.00052465i,-0.0013163-0.00030174i,-0.00067333+0.0004606i,0.00013336+0.00039327i,0.00048025-0.00019498i,-0.00027058-0.00090735i,-0.0010814-0.00098027i,-0.00087836-0.00032788i,-0.00026728+0.00022395i,8.8238e-05+0.00046216i,-0.00045205-0.00073128i,-0.00067794-0.0015264i,-0.00043437-0.00043844i,-0.00011201-2.7423e-05i,0.00058516-4.2724e-05i,0.00070979+0.00041465i,0.00032853+0.00028241i,-7.8761e-05+0.00022858i,-6.055e-06+0.00052477i
-0.00046103-0.0010345i,-0.0013287-0.00012087i,-0.0022745+2.9755e-05i,-0.0022001-0.00017975i,-0.0014963+0.00037477i,-0.00017654+0.0010272i,0.0007025+5.7823e-05i,-0.00040219-0.0015102i,-0.00095602-0.0017491i,-3.8116e-05-0.0011004i,-0.00015143-5.7758e-05i,0.00011541+0.0010311i,0.00060748+0.00082977i,-0.00013924+0.00015929i,2.286e-06-1.7617e-05i,6.5078e-05+0.00022268i,-0.00068952+0.00029356i,-0.0005899+0.00012091i,0.00016049+0.00029394i,0.00058753+1.5016e-05i,-1.356e-05-0.00063032i,-0.00032125-0.00057435i,-0.00010968-0.0001276i
-0.0010344+0.0007357i,-0.0006084+0.00055805i,-0.00034495+3.4649e-05i,-0.00023769-0.00071776i,0.0004655-0.00040901i,0.00079489+0.00010109i,0.00065173-0.00017511i,-7.0339e-05-0.00024463i,-3.9984e-05-2.4884e-05i,0.00022371-7.8423e-05i,0.0001906-0.0001169i,0.0002124-0.00046254i,-0.00032766-0.00042207i,-0.00069214-0.00058483i,-5.9691e-05-0.00056493i,0.00057416+0.00076379i,0.00034568+0.0012939i,-0.00044537+0.00064827i,-0.00066949+0.00051485i,-0.0004378+0.0004434i,-6.8648e-05+0.00043529i,0.0005184+0.00069258i,0.0002003-6.6158e-05i
-0.00011353+0.0017412i,0.00034204+0.0013647i,0.0012733+0.00065179i,0.0012031-0.00022913i,0.00095338-0.00012542i,0.00068084-0.0002608i,0.00038102-0.00086558i,0.00019052+7.2554e-05i,0.0001816+0.0011071i,0.00028135+0.00097445i,-0.00010264+0.00051633i,-6.4162e-05-0.0002335i,0.00018422-0.00080683i,0.00049737-0.00036731i,0.00037182-0.00050345i,-0.00013039-0.00043143i,-0.00041641+0.00074773i,9.8857e-06+0.0011273i,6.1513e-05-1.1315e-05i,-0.0001047-0.0010254i,-0.00061771-0.00065205i,-0.00052862-0.00022411i,0.00041097-0.00036449i
-0.0012264+0.00039318i,-0.0008607+0.0004915i,-0.00060793+0.00053498i,-0.00083111+0.00063389i,-0.00088436+8.3772e-05i,-0.0015339-0.00032521i,-0.0016918+9.5575e-05i,-0.00074098-0.00030795i,-0.00041168-0.00074848i,-8.4351e-05-0.00054617i,-2.9718e-05-6.174e-05i,1.2743e-05+2.8449e-05i,0.00042905-9.7843e-05i,5.7997e-05-0.00087001i,-0.00021059-0.0013183i,-0.0001469-0.00081849i,-0.00024267-0.00035462i,-7.0769e-05-2.3001e-05i,0.00016816-7.4985e-05i,0.00016836+6.4529e-05i,-0.00028311+0.00042194i,-0.00018541+0.00044438i,0.00020506+0.00025724i
-0.0013377-0.0019461i,-0.0010909-0.0018242i,-0.0013015-0.0019892i,-0.001724-0.00062057i,-0.0016215+0.0014237i,-0.00044622+0.0011402i,0.00032376-0.00075068i,0.00025504-0.0012713i,-0.00017194-0.00048479i,-0.00055299-3.6228e-05i,-0.00051358+0.00040828i,-0.00024375+0.00068687i,-0.00028408+0.00076212i,0.00059622-0.00021533i,0.0013266-0.0013519i,0.00040184-0.00066298i,-0.00074575-0.00089392i,-0.00094202-0.0012586i,-0.00029571-0.0010576i,0.00025594-0.0004701i,0.00051013-8.1285e-05i,0.00040521+0.00024282i,-0.00014004+0.00046929i
0.00086574+0.000651i,-0.00019548+0.00014736i,-0.00062548+0.0001228i,-0.0003088-0.00051261i,0.0006168-0.0014117i,0.0005706-0.0014929i,0.00022339-0.0014446i,-0.00011551-0.00148i,7.0967e-05-0.0014246i,0.00048994-0.00051334i,0.00050486+0.00017505i,0.00057807-2.392e-05i,0.00028853-0.00052264i,-7.6643e-05-0.00058267i,0.00030073-0.00073022i,0.00096663-0.00068525i,0.00050409-0.0002076i,0.00032267+8.7731e-05i,0.00069574-2.8628e-05i,0.00052111+0.00046674i,-0.00010638+0.0011058i,8.4899e-05+0.00068561i,0.00084787+0.00057195i
0.00027886+0.00024496i,0.00087385-0.00017371i,0.00023944-0.00084689i,-0.00061913-0.0011741i,-0.0014447-0.0015051i,-0.0019505-0.0014873i,-0.0013701-0.0011713i,-0.00053993-0.0010013i,0.00021281-0.00035939i,5.5945e-06+5.0103e-05i,-0.00034937-6.1048e-06i,-0.00050944-0.00013587i,-0.00044015+0.00029085i,-0.00030054+0.00034112i,-6.0742e-06-0.00033674i,0.00046185-0.00089502i,0.00023704-0.00062366i,0.00022149-9.7885e-05i,0.00043654+0.0002572i,-4.437e-05+0.00025625i,-0.00015571+0.00021017i,0.00016971+0.00034553i,-6.7603e-05-9.0647e-05i
0.0011261-0.00076946i,0.00051148-0.0013227i,0.00034595-0.0008337i,-0.00064031+5.0477e-05i,-0.0011459+0.00087846i,-0.0003064+0.00066781i,0.00072997+0.00047741i,0.0014392+0.00027958i,0.0011909+0.00043184i,0.00046717+0.00040156i,3.7044e-05+0.00034059i,-0.00053828+0.0002561i,-0.00062611-0.00014253i,-0.00058328-0.00022673i,-0.00073885+9.0002e-07i,-0.00056915+0.00020323i,-0.00030511+2.1528e-05i,0.00015706-4.4019e-05i,0.00022697+0.00046071i,-0.00015485+0.00058972i,-0.00038622+0.00092066i,-6.2268e-05+0.00069221i,0.00035708-0.00020388i
