-0.002911+0.0011058i,-0.0025107+0.0015908i,-0.0021606+0.0035555i,-0.00072025+0.0030476i,0.00065339+0.0026496i,0.0012135+0.0030626i,0.00084157+0.0026201i,0.0013364+0.00083526i,0.0017971-0.000163i,0.00099592-0.00061007i,0.00068728-0.0010413i,0.00059094-0.0012322i,-0.0003695-0.00054509i,-0.00080134-0.00037264i,0.00082082-0.0011224i,0.00096199-0.0009553i,-0.000381-0.0003723i,-0.00034185-0.00019007i,0.00026108-0.00046235i,0.00061395-0.00041999i,0.0009398-0.00039158i,0.00068757-0.0007784i,0.00012702-0.00088661i
-0.001996+0.00074738i,-0.0016953+0.00096647i,3.2227e-05+0.0007692i,0.0012446+0.00071383i,0.001783+0.00068353i,0.0016529+0.00055102i,0.0014364+0.00055675i,0.0012382+0.00081654i,0.00081486+0.00027179i,0.00029469-0.00016533i,7.3926e-05-0.00030378i,-1.8922e-05+6.0769e-05i,-0.00073348-5.4882e-05i,-0.00071269-8.1455e-05i,-3.6653e-05+1.5923e-05i,5.1699e-05-0.00038303i,0.00017613-0.000411i,0.00014635+0.00016447i,0.00031704+0.00038681i,0.00056752-0.00022458i,0.00015806+0.00022806i,-0.00028146+0.00046181i,5.2436e-05-3.0513e-05i
-0.00070778+0.00018801i,-0.0006992+0.0014801i,0.00010135+0.0037119i,0.00083966+0.0037867i,0.0003907+0.0024762i,2.287e-05+0.0013576i,0.0011391+0.00076981i,0.0012495+0.00022794i,0.00057269-0.00047673i,1.6551e-05-0.00052942i,-0.00064459+0.00019571i,-0.00046526+0.00047757i,8.4915e-05-0.00092791i,-0.00032251-0.0011463i,-0.00013478+2.4972e-05i,0.00064459+0.00060452i,0.00052472+0.00028579i,0.0002777+0.000125i,-0.00034254+0.00012327i,-0.00082663+0.00028481i,9.3351e-05+0.00025897i,0.0012207-0.00021725i,0.0010091-9.555e-05i
0.0035603+0.00047732i,0.0037655-0.00020595i,0.0026733-0.00048267i,0.0021427+0.00078329i,0.0014091+0.0015415i,-0.00016985+0.0011117i,-0.0010876+0.00059299i,-0.00052832+0.00047244i,0.00021126+0.000126i,0.00029805-0.00029678i,0.00031012-0.0005509i,-8.8549e-05-0.00087822i,-0.00048558+8.7009e-05i,-0.0013251+0.0011523i,-0.0017963+0.00046663i,-0.00047972+0.00020045i,0.00054599+3.5997e-05i,0.00041171-0.00035182i,0.00036107+7.7787e-05i,0.0003307+0.00074278i,0.00034007+0.000292i,0.00049895-0.00033784i,0.00022187-3.6893e-05i
-0.00050229-0.001341i,-0.0014946-0.0010291i,-0.0019034+0.00062027i,-0.00077839+0.0018403i,0.00078618+0.0025474i,0.001675+0.0027716i,0.0010882+0.001617i,-0.00012337-0.001004i,-0.00048426-0.0015977i,-2.0177e-05-0.00095597i,0.00085048-0.00060241i,0.00077463-0.00050384i,-5.903e-05+0.00026463i,-0.00017874+0.00069367i,0.00044333+0.00047395i,0.00073362-0.00032862i,0.00071662-0.0012702i,0.00084068-0.00064746i,0.0005388-0.0003136i,-7.8816e-05-0.00045498i,8.0689e-05-0.00023317i,0.00042169+0.00018754i,-4.4941e-06+0.0004935i
-0.0018378+0.00098119i,-0.0006364+0.0023113i,0.00053651+0.0023681i,0.0010889+0.0017903i,0.0008611+0.0012846i,0.00040368+0.00096924i,1.3027e-05+0.001027i,-0.0005172+0.00023376i,-0.00045936+6.0275e-05i,-0.00016963+0.00014128i,-0.00043084-6.0302e-05i,-0.00075976+7.3853e-05i,-0.0005342+1.632e-05i,-0.00043574-0.00013779i,-0.00032086-0.0003979i,-0.00015021-0.00051762i,6.7328e-05+6.4192e-06i,-0.00018764+0.00033741i,0.00020062-0.00011356i,0.00084032+0.00020006i,0.0003764+0.00047393i,-0.0002727+0.00010511i,-0.00010381+0.00039125i
-0.0021544-0.0016691i,-0.0017966+0.00012754i,-0.0012864+0.0011902i,-0.00077292+0.0025184i,0.00075303+0.0029908i,0.0018506+0.0029081i,0.0019599+0.0018726i,0.001641+0.0003137i,0.00028223+2.3395e-05i,-0.0010202-0.00010754i,-0.00085013-0.00064563i,-0.0004086-0.00043709i,-6.1705e-05-0.00036936i,0.00010277+0.00021847i,-0.0002925+0.0010057i,-0.00047075+0.0010022i,-0.00054662+0.00040856i,0.00026609-0.00011229i,0.0012101-3.7528e-05i,0.00019489-2.4631e-06i,-0.00054917-0.00037641i,-0.00053973-0.00045901i,-0.0010743+0.00022609i
0.0002635+0.0013128i,0.00093091+0.0020554i,0.0013296+0.0022002i,0.0014288+0.002338i,0.0013779+0.0025428i,0.0011356+0.0017846i,0.000691+0.00070139i,-0.0004698+6.2957e-05i,-0.0013727+0.00038596i,-0.00092685+0.00072114i,-6.9975e-05+0.00011491i,0.00047442-0.00027027i,0.0011706-0.00056987i,0.00081927-0.00077492i,9.0177e-05-0.00099086i,-0.0002128-0.00054879i,-0.00037015-0.00041833i,0.00034126-0.00089972i,0.00053145-0.0009591i,0.00022046+2.6139e-05i,7.4173e-05+0.00014837i,-0.00012444-0.00072209i,-0.00010918-0.0007225i
-0.00072619+0.00026604i,0.00012212-0.00049779i,0.0012355+0.00031192i,0.002132+0.001116i,0.0022133+0.0010557i,0.00098801+0.00094016i,0.00035825+0.00040581i,0.00093372-0.00039826i,0.00095127-0.00052499i,0.00060112+3.5805e-05i,0.00059494-0.00010922i,0.00035493-0.00088082i,0.00062945-0.0014063i,0.00065301-0.00040168i,0.00055457-0.00016443i,0.0006206-7.0235e-05i,0.00011122+0.00036771i,-0.00017766+8.4567e-05i,-0.00060802-0.00010856i,-0.00065972-0.00020342i,0.00027072-0.00031401i,0.00075266-0.00031746i,0.00034224-0.00074176i
-0.002648-0.00051393i,-0.002287-0.00030801i,-0.0012925+0.00094487i,-0.00032009+0.0019089i,0.00098174+0.0016393i,0.0015875+0.001655i,0.0013962+0.0016425i,0.00087867+0.0014615i,0.00010553+0.0011858i,0.00011741+0.00054431i,0.00044957+0.00038585i,-0.00049942+0.0004306i,-0.0007472+0.0003774i,-0.00026332+0.00024427i,0.00058867-0.00044423i,0.0015861-0.00035407i,0.0012445+0.00052342i,0.00042058+0.00044i,-1.2923e-05+0.00061537i,-0.00036004+0.00068962i,-0.00032113+0.00075404i,-0.00010057-0.00014132i,8.5677e-05-0.00090062i
-0.00036568+0.0007952i,0.00060932+0.0011355i,0.0018084+0.0017043i,0.0028897+0.0022424i,0.0030912+0.0011425i,0.0017868+0.00034284i,0.00088322+0.00071298i,0.00085978+0.00025846i,0.00084904-4.8693e-05i,6.4671e-06-0.0002526i,-0.00028699-0.00056715i,-0.0002674+5.88e-05i,-0.00035139+0.00081146i,-0.00056994+0.00038925i,-0.00080667-0.0006368i,-0.00044725-0.00038103i,0.00042499+0.00021945i,0.00045966+0.0001894i,-6.1303e-05-0.00026708i,-0.00011471-0.00045498i,0.00033917-0.00029005i,0.00058137-0.00054073i,0.00036952-0.00025887i
0.0012106+0.001977i,0.0012395+0.0023498i,0.0025179+0.0020498i,0.0025632+0.0017254i,0.0015472+0.001727i,0.00052385+0.0017029i,0.00052917+0.0015082i,0.00085623+0.00051078i,0.0008104-0.00035385i,0.00069768-0.00050703i,0.00018177-0.00082196i,-0.00052964-0.00067235i,-0.00081385-0.0002896i,-0.0010708-0.00025708i,-0.00088783-0.00065294i,-0.00095989-0.00098532i,-0.00075392-0.00085981i,5.3757e-05-0.00038064i,0.00068202+4.3184e-05i,0.00088759-0.0001046i,0.00054291-0.00052014i,-3.9087e-05-0.0003394i,7.0413e-05+0.00036564i
-0.00074984+0.0021533i,-0.00018407+0.0022215i,0.00093318+0.0025661i,0.0015009+0.0023361i,0.0019271+0.0022114i,0.0020034+0.0022534i,0.001301+0.0014222i,0.00099939+0.00072469i,0.00051334+0.00048956i,-0.00061941+6.503e-05i,-0.00069842-0.00048096i,0.00029667-0.00019458i,0.00030683+0.00041674i,0.0001844-0.00018243i,0.00084857-0.0010602i,0.00043861-0.00097788i,2.9466e-05-0.00055156i,-0.00016879+0.00034719i,-0.0010035+0.00044533i,-0.00084666-0.00054817i,-0.00085803-0.00022024i,-0.00016877+0.00046113i,0.00030714+0.0001567i
-0.0012053+0.0011791i,-0.00054037+0.0024485i,5.1471e-05+0.0038917i,0.0010802+0.0031791i,0.0012848+0.0024554i,0.0011649+0.001811i,0.0015817+0.00047156i,0.0014195-0.00024801i,0.00033599-9.7863e-05i,-0.00054058+3.9786e-05i,-0.00025732-0.00054563i,-0.00043407-0.00057904i,-0.00091233-6.8477e-05i,-0.0004461-0.00030845i,-0.00028579-0.00053946i,-0.0001654-0.00041627i,0.0003567+0.00047927i,0.00012749+0.0012542i,-0.00032069+0.00070307i,-0.00039049+0.00037239i,-0.00038852+0.00087577i,-0.0003695+0.00052734i,-0.00018816-0.00010951i
1.7258e-05-0.00047107i,0.00014815+0.00015896i,3.3345e-05+0.0019201i,9.5121e-05+0.0028082i,0.00039822+0.0025555i,0.00049288+0.0018522i,0.00045375+0.0011099i,0.00025772+0.00049629i,0.00014944+0.00023267i,-0.00014077+0.00029583i,-0.0005329+0.00081698i,-0.00049148+0.00066974i,5.4182e-05+3.3117e-05i,0.00030934+0.00028368i,0.00030086+0.00052954i,9.7859e-06+0.00019605i,1.1224e-05-3.4149e-05i,5.912e-05+0.00047051i,-0.00026325+0.00094836i,-0.0003908+0.00058833i,0.00023435-0.00020512i,0.00080664-0.0006265i,0.0010622-0.00050245i
0.00066715-0.00040186i,0.00085006-0.00063818i,0.00072531-0.00069824i,0.0006574+0.00055156i,5.6447e-05+0.0019694i,0.00017688+0.0014704i,0.001257+0.00013031i,0.0012925-0.00044921i,0.00052921-0.00047466i,0.00032087-0.00033505i,-0.00024552-7.5628e-05i,-0.00037442-0.00042126i,-0.00031012-0.00068254i,-0.00053939-0.00034952i,-0.00048084-0.00046472i,-0.00054167-0.00017116i,-0.00069942+0.00056205i,-0.00036632+0.00060877i,0.00031353+0.00028614i,0.00060618+0.00013816i,0.00075552+0.00072763i,0.00075583+0.00082113i,9.5622e-05-0.00035977i
-0.00086054+0.00062275i,-0.00057079+0.0018906i,-0.0013661+0.003081i,-0.00069199+0.0026315i,0.0010871+0.0022748i,0.0015792+0.0019898i,0.00037868+0.00066392i,-0.00065534-0.00010003i,-0.00068322-0.00025208i,-0.0004738-0.0002759i,4.6593e-05-1.0738e-05i,0.00061333-0.00055396i,0.00092041-0.0010901i,0.00055448-0.0013355i,-2.9521e-05-0.0012872i,7.2084e-05-0.00036662i,-7.8258e-05+0.00024795i,-0.0004177+9.2022e-05i,-0.00044623-0.00032988i,-5.2214e-05-0.00012378i,0.00026678-0.00019175i,0.00015013-7.2484e-05i,0.00010338+0.00039483i
0.00012782-0.0015445i,-0.00065898-0.0028795i,0.00029461-0.0015284i,0.0007946+0.0011888i,0.00070645+0.0019246i,0.0012534+0.0015916i,0.0013619+0.00075502i,0.0010791-0.00063371i,0.00084511-0.001346i,0.00016978-0.00044557i,-0.00014845+0.00029104i,0.00065942+0.0005468i,0.00086246+0.00039485i,0.00044985+0.00031354i,0.00039304+0.00043475i,0.00026512-0.0001039i,2.7698e-05-0.00055232i,9.9222e-05-0.00037744i,0.00021592-0.00014662i,-8.0031e-05+0.00062903i,-0.00018634+0.00097739i,-0.00032719+0.00093822i,-0.0004634+0.00068347i
0.00051912+0.00056426i,0.000482+0.00034289i,0.00025392-0.00060768i,0.00044265-0.00071183i,0.00066144+0.00031766i,0.00014879+0.0010586i,0.00041178+0.00014288i,0.00035481-0.00067179i,-0.00027925-0.0009917i,-0.0011479-0.0011617i,-0.0015582-0.0011092i,-0.00054637-0.00083404i,0.00029722-0.00041187i,0.00030495+0.00010742i,-0.00041781+0.00028489i,-0.0007068+0.00017034i,0.00010515-0.00019835i,0.00050555+0.00014216i,0.0005415+0.00050082i,0.00049095+0.00054586i,0.00024105+0.00060845i,0.00021969-0.00034901i,-0.00049659-0.0011802i
-0.0016899+0.00049134i,-0.00078944+0.0018229i,3.9513e-05+0.0026784i,0.00091805+0.002987i,0.00087666+0.0024005i,0.00023177+0.0012098i,0.00037732+0.00086153i,0.0002073+0.00035595i,-2.8355e-05+0.00036007i,-0.00043407+0.00050856i,-0.00021935+0.00041356i,0.00043107+0.00037377i,0.00015276+0.00041839i,1.2339e-05-5.7651e-05i,0.00011317-0.00065208i,-0.00038979-0.00027234i,-0.00082612-0.0002069i,-9.5756e-05-1.177e-05i,-0.00016042+0.00050748i,-0.00057015+0.00019846i,-0.00040249-0.00026989i,-0.00039053+0.00018552i,-0.00068279+0.00026126i
0.00069151-0.0002897i,0.00088873-0.0003019i,0.0016716+0.00041385i,0.001845+0.0021421i,0.0015153+0.0024332i,0.0017193+0.0021398i,0.0019264+0.00096952i,0.0017912-0.00017499i,0.0013222-0.00052151i,0.0010062-0.00098526i,0.00080032-0.00062325i,0.00022656+0.00038596i,0.00014316+0.00049664i,0.00017584+0.00028853i,-0.00018184+7.2088e-05i,-0.00010648-0.00043593i,-0.00034991-0.00015487i,-0.0002715+0.00051476i,0.00018536+0.00075944i,-0.00049775-0.00021189i,-0.00059279-0.00068542i,-2.0024e-05-0.00085386i,0.00039319-0.00051991i
-0.0010514-0.00037617i,-0.00069659+0.0005884i,-0.00050971+0.0019115i,0.00029618+0.0026583i,0.00064982+0.0029618i,0.00040479+0.0024952i,0.00044623+0.0014584i,8.6402e-05+0.0010819i,-0.00025035+0.00043775i,0.00018583-5.5336e-05i,0.00044247+0.00013408i,0.00039372+0.00025525i,0.00047411+0.00035812i,0.00016695+0.00029461i,-0.00037246-0.00011338i,0.00041519-0.00037472i,0.0011452-0.00014092i,0.00070087+6.9049e-05i,0.00082439-0.00049874i,0.00086051-0.00076021i,-4.745e-05+6.3732e-05i,-0.00070013-0.00013694i,-0.00086401-0.001435i
0.0013423+0.0027782i,0.001874+0.0028254i,0.0017331+0.0022752i,0.0012696+0.0015364i,0.00058065+0.0017363i,0.00083474+0.0021809i,0.0010726+0.001091i,0.00071677+0.00018885i,0.00058272-0.00060176i,0.0005617-0.00095055i,0.00053546-0.00053162i,0.0010979-0.00086111i,0.000297-0.0010827i,-0.0010828-0.00016394i,-0.00090918+0.00013577i,0.00015999-0.00030097i,-0.00027367+0.00018295i,-0.0012319+0.00088534i,-0.0014245+0.00064543i,-0.00064184-0.00011245i,-0.00038354-0.00067328i,-5.2556e-05-0.00046472i,0.00045754+0.00056395i
-0.0011931-0.0013998i,-0.00079553-0.00081469i,-0.0014063+0.0008306i,-0.0007891+0.0022942i,6.5365e-05+0.0019711i,-0.00050045+0.0010732i,-0.00054934+0.00082151i,0.00013922+0.00065074i,0.00060481+0.00014772i,0.00073368-0.00011291i,-0.00011101+0.00026183i,-0.0005743+0.0004359i,5.0274e-05+0.00033131i,0.00038055-0.00031566i,0.00034189-0.00032633i,0.0002111+0.00032332i,0.00055129+0.00032846i,0.00070997+0.00017745i,0.00064784+0.00035832i,0.00057248+0.00027924i,0.00024601-3.6522e-05i,0.00057958-0.00098707i,0.00050413-0.0012462i
-0.0011163-0.00088572i,-0.00089417+0.00067427i,8.4266e-05+0.0027025i,0.0012965+0.0026434i,0.0016636+0.0029897i,0.0013566+0.0035275i,0.0016213+0.0020561i,0.0012354+0.00031068i,0.00089377-0.00069288i,0.0003994-0.00022473i,-6.1306e-05+5.0427e-05i,-0.00013032+0.00015791i,-0.00041928+0.00034518i,-4.2858e-05+0.0003245i,0.0010837+9.3255e-05i,0.0012015+1.4936e-05i,0.00084602+0.00049203i,0.00065622+0.00064046i,0.00031887-8.392e-05i,7.8412e-05-0.00059403i,0.00011825-0.00014701i,-2.7427e-05+0.00014557i,-0.00021633+9.5431e-05i
-0.00051055-0.0015284i,7.274e-05-0.0014607i,0.00073154-0.00071665i,0.00014322+0.0002542i,-0.0002555+0.00087345i,-0.00023648+0.0011971i,-1.1735e-05+0.0010917i,0.00038244+0.00099501i,-0.0001191+0.00041814i,-0.00053228-0.00013538i,-0.00042782-0.00012627i,-0.0010212-0.00012893i,-0.00094567-0.00062724i,-0.00010003-0.00061527i,0.00031704-0.00030633i,0.0005018+9.0861e-05i,-0.00035164+0.00039041i,-0.00069472-0.00024279i,-3.1716e-05-0.0008446i,0.00061736-0.0010277i,0.0011971-0.00081282i,0.00077068-0.00015411i,-0.00057519+0.00012351i
-0.00070426-0.0020978i,-0.0013641-0.0008556i,-0.0020525+0.00063238i,-0.0013449+0.0023144i,0.00027743+0.0035725i,0.0010676+0.0038469i,0.00031409+0.0026565i,0.00011262+0.0005118i,-0.00026806-0.00034093i,-0.001045-0.00015471i,-0.00080497+0.0002565i,3.9525e-05+0.00048551i,0.00038623+3.5208e-05i,-3.12e-05+0.00038304i,-0.0002724+0.001326i,6.6098e-05+0.0007623i,-0.00015428+0.00012584i,-0.00045968+5.69e-05i,-0.00010952+0.00018939i,-0.00046849+0.0004761i,-0.00079039+0.00063067i,-0.00033409+0.00076456i,2.1708e-05+0.00057529i
-0.0018462+0.0011637i,-0.00034545+0.0031503i,0.0008721+0.0034612i,0.001661+0.0018033i,0.0018415+0.0005704i,0.0015216+0.00013329i,0.0013406-0.00051932i,0.0011761-0.0011949i,0.00018804-0.0019032i,-0.00012148-0.0014764i,-0.00017687-0.00049332i,-0.00053256-0.00017749i,-0.00058113+0.00010382i,-0.00056614+0.00033635i,-0.00042145-8.4966e-05i,-0.00014135-0.00073247i,7.4075e-05-0.00062751i,-0.00035501+0.00015334i,-0.00057561+0.00048152i,-0.00040694+0.00017102i,-0.00021381-0.00026221i,0.00012968+0.0001391i,0.00044758+0.00064312i
-0.0013941-0.0025836i,-0.002397-0.0011401i,-0.0033027+0.0014294i,-0.0020493+0.0033114i,-0.0012238+0.0031498i,-0.00012125+0.0025771i,0.00087597+0.0018674i,0.00073923+0.0010008i,0.00020223+0.00042374i,0.00038925+8.5504e-06i,0.00078699-0.00034056i,0.00061805-0.0002124i,0.00075392-0.00013983i,0.001267+0.00069688i,0.00058123+0.00061756i,-0.00026475+0.00013029i,0.00011587+0.00042878i,-0.00027151+0.00030895i,-0.00023429+3.6021e-05i,3.6841e-05-0.00020552i,-0.00037929-0.00040324i,-0.0003358-0.00090504i,0.00027267-0.0011157i
-0.00021149+0.00015023i,-0.00028281+0.0015335i,-0.00027874+0.0022963i,0.0002078+0.0024381i,0.00093319+0.0021731i,0.0015584+0.0012731i,0.0014609+0.00025126i,0.00087901-0.00077527i,0.00056693-0.0010478i,0.00049876-0.00065736i,0.00065751-0.00078557i,0.00022722-0.00060521i,-0.00056204-0.000478i,-0.0006001-0.0012461i,0.00040245-0.0016155i,0.00063848-0.00051455i,0.000146+9.5315e-05i,9.0587e-05-0.00014806i,-4.7463e-05+0.000218i,-0.0002454-0.0001723i,-0.00031258-0.00022747i,-0.0003671+0.00017688i,-0.00016424+0.00010892i
-0.00041691+0.00088826i,-0.001179-5.5378e-05i,-0.00040208-0.0001161i,0.0004468+0.0010578i,0.00058077+0.0015825i,0.00098238+0.00092799i,0.00088951+0.00088265i,0.00061401+0.001004i,0.00033935+0.00033799i,0.00024039-0.00063317i,0.00065592-0.0011225i,0.00050617-0.001273i,0.00064489-0.0011599i,0.00074042-0.0004368i,0.00044559+0.00012072i,0.00030679+0.00046216i,0.00038368+0.0010092i,0.0011358+0.00067527i,0.00073703+1.1956e-05i,0.0003191-0.00031311i,0.00056097-0.00044577i,0.00064828-0.00061172i,0.001482-0.00053036i
-9.43e-05-0.0014287i,-5.2138e-05-0.00033884i,-0.00050005+0.0019149i,0.00023062+0.0034865i,0.00040584+0.0040408i,0.0012947+0.0034885i,0.002225+0.0024333i,0.0015664+0.0013521i,0.0006916+0.00037907i,0.00048145-0.00038585i,0.0011169-0.0011681i,0.0017423-0.00071584i,0.00088214+0.00015414i,-3.4639e-05+0.00057552i,0.00030444+0.00042291i,0.00094507+0.00016938i,0.00067366+0.00019556i,0.00059033+0.00015094i,0.0010984+0.00034989i,0.00047617+0.0005821i,-0.00056195+0.00073395i,-0.00098268+0.00033448i,-0.0007439-5.5487e-05i
0.00055826+0.0017651i,0.00088532+0.0023561i,0.0016899+0.0024087i,0.0018212+0.0019849i,0.0017004+0.001773i,0.0012913+0.0015816i,-0.00034816+0.00041274i,-0.00098636-0.00018305i,-0.00053478-0.00034944i,-0.00036897-0.00027226i,-0.00015513-0.00030581i,2.2435e-05-0.00053285i,-0.00026752+8.6388e-05i,-0.00010454+2.7226e-05i,0.00037234-0.0005791i,-3.1016e-05-0.00067537i,-0.00011686-0.00050054i,6.1226e-05-0.00022048i,0.00037526-0.00022707i,0.0006033-0.00024851i,-0.00064962-0.00030235i,-0.0011276-0.00030723i,-0.00075012-2.8247e-05i
-0.0014907+0.0014617i,-0.0010812+0.0010052i,-0.00047875+0.0019432i,0.0001571+0.0026035i,0.00010931+0.0014189i,-0.00017853+0.00085923i,-0.00038004+0.0011111i,0.00012199-1.286e-05i,0.00074781-0.00065223i,0.00047379+5.7293e-05i,0.00045672+0.00013606i,0.0002877+7.3539e-06i,-0.00038514-0.00018499i,-0.00040017-0.0014182i,-0.00039362-0.0013529i,-0.0001702-0.00016054i,0.00037853-0.00039068i,0.00024638-0.00022979i,-0.00049825+0.00027881i,-0.0015063+0.00041939i,-0.0011936+0.00087536i,7.0058e-05+0.0012124i,1.6038e-05+0.0006897i
-0.00074684+0.00083133i,-0.00099476+0.0020313i,-0.00049578+0.0023263i,0.00092491+0.0022942i,0.001257+0.0022754i,0.00089249+0.0022704i,0.00070701+0.0010121i,0.00028755-0.0001459i,3.4949e-05+1.6661e-05i,0.00041703+0.00025318i,0.00064445-0.00017698i,0.00051929-0.00040123i,-0.00010526+4.9837e-05i,-0.00061986-0.00013141i,-0.00042892-0.0010224i,0.00036541-0.00087953i,0.0009932+2.7174e-05i,9.672e-05+0.00071834i,-0.00094446+0.0005328i,-0.0012049+0.00010437i,-0.00099591+2.8981e-05i,-0.00032253+0.00038189i,0.00076812+0.00040516i
0.00087816+0.0026339i,0.0014113+0.001477i,0.0027779+0.0016198i,0.0038221+0.0011024i,0.0028053+0.00065855i,0.0015087+0.0005769i,0.00083165+6.1723e-05i,2.6436e-05-0.00010207i,-0.00021887-0.0002884i,-0.00022628-0.00043415i,-0.0004423-0.0001584i,-0.00069583+0.00028121i,-0.00023485+0.00049655i,-0.00057+0.00049085i,-0.00050704-4.7873e-05i,6.5552e-05-0.00038612i,-0.0002669-0.00049582i,5.8182e-05+6.4914e-05i,0.00082059+0.00028939i,0.00038961+0.00011648i,0.00012773+0.00019193i,0.00083176+9.3735e-05i,0.0011411-0.00019112i
0.00026457+0.00048976i,0.00011308+0.0018281i,0.0010824+0.0023012i,0.0023342+0.0014192i,0.0026052+0.00067726i,0.0011697+0.00076572i,0.00061841+0.0010117i,0.0013812+0.0007736i,0.0013462+0.00067195i,0.0012536+0.00048567i,0.0016018+0.00013939i,0.0012691+0.00042187i,0.0010462+0.00077496i,0.00063226+0.00016026i,-0.00077183-0.00080191i,-0.00092956-0.00074996i,-0.00019497-0.00021847i,0.00085847+0.00036606i,0.00081497+0.00010989i,-0.00015042-0.00013053i,-0.00035346+0.00049842i,-0.00021077+0.00040551i,0.0001931-0.0001748i
0.00043642+0.00023371i,0.0010512+0.00043645i,0.001683+0.0010104i,0.001781+0.0014753i,0.0010677+0.0025249i,0.00062753+0.0026948i,0.00046103+0.0016432i,0.00015135+0.00050679i,6.383e-06-0.00023114i,-0.00026696-1.9658e-06i,0.00022528+0.00065947i,0.0003823+0.00010824i,-0.0002358-0.001001i,0.00027854-0.00043571i,0.00058472-0.00013378i,0.00016173-0.0011081i,6.5496e-06-0.00062139i,0.00018483-0.00017476i,0.00042792-0.00068521i,0.00056738-0.00068237i,0.0011295+0.00038944i,0.00056172+0.00046983i,0.00013993-0.00065258i
-0.00070476+0.0024084i,-0.00017038+0.0025718i,0.0011965+0.0031932i,0.0019724+0.0028689i,0.0016631+0.0019112i,0.0010247+0.00131i,0.00075179+0.00091604i,0.00095209+0.00068475i,0.0012386+0.00015177i,0.0010583-0.0003009i,0.00073077-0.00034513i,0.00038294-7.9161e-05i,-9.2739e-05+0.00036131i,1.3024e-05+0.00014003i,-0.00024707-0.00060323i,0.00035878-0.00096669i,0.0011201-0.00063233i,0.00040885+9.8366e-05i,0.00039114+0.00015133i,0.00055039-0.0002833i,-1.6391e-05-0.0005645i,0.00023088-0.00022366i,0.00041063-0.00013873i
-0.0013699+0.00013371i,-0.0010295+0.0016324i,0.0010038+0.0022456i,0.0019873+0.0026005i,0.0016356+0.0027967i,0.001011+0.0020787i,0.00091426+0.00092241i,0.0010711-0.00038468i,0.00038168-0.0010069i,-0.00043229-0.0010399i,-0.00067306-0.00048626i,-0.00014856+0.0006012i,2.8514e-05+0.00082513i,3.0053e-05-0.00015881i,-0.00041959-0.00087551i,-0.00082817-0.0013218i,-0.00011731-0.0013422i,0.00038223-0.00032111i,9.0946e-05+0.00020657i,-0.00038196+0.0001384i,-0.0007574-0.00039197i,-0.0010198-0.00083573i,0.00011233-0.00042711i
0.00068943+0.00071436i,0.00073609+0.00087524i,0.00069399+0.0015809i,0.00042099+0.0017806i,0.00063495+0.0023607i,0.00020847+0.0029278i,0.00018664+0.0014188i,0.0014864-0.00019434i,0.0016829-0.00052584i,0.00071231-5.5535e-05i,4.7851e-05+0.00038037i,0.00062226+2.3699e-05i,0.00032609-0.00041056i,-0.00021323-0.00042227i,-0.00035941-0.00054895i,-0.00049331-0.00055274i,4.2047e-05+3.6113e-05i,0.00075542+0.00032694i,0.0002818-8.4316e-05i,-0.00027458+7.6976e-05i,-0.00013547+0.0001046i,0.00017294-9.3827e-05i,0.00041392+0.00021721i
-0.0019232-0.00012254i,-0.0019756+0.0015186i,-0.0019679+0.002133i,-0.00075123+0.0026337i,0.00066214+0.0026214i,0.0014351+0.0016173i,0.0013951-8.7252e-05i,0.0011104-0.0014483i,0.00057924-0.0012252i,0.00037178-0.00016965i,0.00077887-0.00048252i,0.00092671-0.00033219i,0.00060294+0.00013407i,0.00070718-0.00021498i,0.0015831-0.00055176i,0.0016554-0.00061416i,0.0010654-0.00075094i,0.00067446-0.00060703i,0.00018899-0.00039991i,3.8798e-05-0.00060667i,-0.00034957-0.00014422i,-0.00092299+0.00039402i,-0.0010437-2.661e-05i
-0.00085958+0.00097499i,-0.0007507+0.0017028i,-0.0014514+0.0023544i,-0.00067619+0.0031857i,-0.00015331+0.0031981i,-0.0002455+0.0021018i,0.00013979+0.0015205i,0.00085606+0.00088006i,0.0011922-0.00018825i,0.00063006-0.00051017i,0.00016949-0.00016789i,0.00038899+6.0998e-05i,0.00083353+6.7861e-05i,0.00079523-0.00010826i,0.00044404+0.00014297i,0.00012763+9.9571e-05i,0.00040806-0.00026511i,0.00018046+9.5659e-05i,-0.00080154+0.00024699i,-0.00091823+9.9969e-05i,-0.00014159+0.00037367i,0.00079064+0.00059582i,0.00098673-0.00012116i
-0.001081-0.00042668i,-0.00046112+6.4841e-05i,0.00024588+0.00066774i,0.00091452+0.0016458i,0.0009678+0.0014216i,0.0010953+0.0010134i,0.0012785+0.0012621i,0.0012738+0.00094963i,0.0012541+5.5142e-05i,0.00071643-0.00010541i,-3.4172e-05+0.00021413i,0.00018347+0.00033052i,0.0011719+0.00046254i,0.0011667-0.00041258i,0.00032581-0.0012612i,-4.2222e-05-0.0011033i,0.00033262-0.00059588i,-0.00015017-0.00024267i,-0.00082189-0.00010989i,-0.00045812+0.00042121i,0.00019809+0.00014241i,-9.3448e-06+0.00015246i,-3.7851e-05+0.00042023i
