-0.0023873-0.00088321i,-0.0011667-0.00072983i,-0.0021589-2.4334e-05i,-0.0022385+0.00027271i,-0.0021447+0.00013493i,-0.0018811+8.6046e-05i,-0.00076606-5.2555e-05i,0.00070746+0.00051618i,0.0012525+0.00082342i,0.0014584+0.0011881i,0.0020137+0.0007375i,0.0012863-0.00052432i,0.00022816-0.00085783i,5.2383e-06-0.00049292i,-0.00017519-3.3935e-05i,-0.00038328+0.00078354i,-0.00048782+0.00053662i,0.00030007-0.00022688i,0.00071146+0.00018739i,0.00026289+0.00020902i,0.00063974+0.00014099i,0.00071313-0.00010173i,0.00030785+0.00025133i
0.022094+0.32046i,0.072633+0.37217i,0.098469+0.21424i,0.012861+0.024291i,-0.09945+0.04774i,-0.098405+0.19694i,-0.09929+0.21223i,-0.18951+0.12215i,-0.23953+0.085177i,-0.16258+0.10437i,-0.034949+0.096761i,0.037809+0.054935i,0.052828+0.038382i,0.051943+0.047782i,0.055842+0.031346i,0.075644-0.020881i,0.094667-0.077315i,0.077913-0.099683i,0.033349-0.072804i,0.0085841-0.02955i,0.018458-0.011609i,0.037327-0.016944i,0.055401-0.017459i
0.020267-0.12887i,0.028091-0.056315i,0.014179+0.17039i,0.093235+0.35377i,0.32847+0.30797i,0.43308+0.10669i,0.24777-0.040899i,0.021406-0.063575i,-0.049321-0.081493i,-0.020212-0.13197i,0.014498-0.13445i,0.023255-0.078402i,0.028308-0.013706i,0.063735+0.0046997i,0.093279-0.026947i,0.076583-0.055947i,0.042198-0.055926i,0.005837-0.045717i,-0.021856-0.023229i,-0.0096271+0.0047627i,0.02596+0.0030944i,0.043652-0.022796i,0.042858-0.045466i
-0.10627+0.24483i,-0.1551+0.46255i,-0.014813+0.51991i,0.23313+0.38031i,0.24091+0.21661i,0.05221+0.10646i,-0.012603+0.031161i,0.043951-0.06601i,0.050218-0.11096i,0.0024538-0.055207i,-0.028367+0.003567i,-0.042378+0.010066i,-0.037484-0.0051589i,-0.012213-0.035748i,-0.015704-0.068498i,-0.034073-0.060683i,-0.031051-0.031324i,-0.015299-0.0078235i,0.005797+0.012661i,0.023107+0.022166i,0.029528+0.028246i,0.030896+0.035091i,0.026494+0.028743i
-0.01009-0.34371i,-0.0083777-0.71116i,-0.066238-0.93818i,-0.25547-0.84377i,-0.42448-0.53075i,-0.4128-0.13068i,-0.27904+0.15116i,-0.14764+0.23039i,-0.044615+0.21634i,0.034805+0.18017i,0.071201+0.12593i,0.083268+0.065294i,0.086459+0.0038883i,0.061027-0.04279i,0.020558-0.064519i,-0.013304-0.071607i,-0.032248-0.076594i,-0.039317-0.069559i,-0.032125-0.039687i,-0.012496-0.011518i,-0.0040502-0.011253i,-0.0111-0.019742i,-0.018205-0.0041614i
0.17651+0.14513i,0.25133+0.31169i,0.16511+0.41863i,0.0023007+0.36746i,-0.070458+0.18023i,-0.092183-0.072696i,-0.15547-0.18507i,-0.17854-0.065756i,-0.12673+0.066633i,-0.076344+0.082893i,-0.028292+0.049565i,0.01746+0.0071864i,0.019186-0.022881i,-0.017709-0.0059824i,-0.051777+0.045191i,-0.064964+0.085223i,-0.060768+0.11028i,-0.024219+0.11542i,0.030381+0.080645i,0.045943+0.02662i,0.025079-0.0079221i,0.0094633-0.01567i,0.013982-0.01864i
-0.12461+0.041016i,-0.19217+0.018695i,-0.12886-0.071971i,0.00087836-0.17276i,0.010267-0.18563i,-0.044475-0.11193i,-0.052557-0.067708i,-0.048239-0.11305i,-0.073323-0.15124i,-0.089822-0.12738i,-0.071309-0.08958i,-0.058323-0.051965i,-0.056016+0.0003522i,-0.015625+0.029995i,0.048361+0.012698i,0.09527-0.013255i,0.11393-0.027622i,0.089901-0.044638i,0.033738-0.058198i,-0.0016622-0.046892i,-0.00081583-0.018155i,0.00019307-0.0016963i,-0.015627+0.0030072i
-0.071639-0.017107i,-0.12793+0.027812i,-0.1927+0.093692i,-0.19457+0.14542i,-0.050707+0.17643i,0.11715+0.18343i,0.20971+0.15069i,0.20853+0.07044i,0.1363-0.015667i,0.063835-0.047123i,0.02507-0.038425i,0.00068925-0.03522i,-0.016708-0.046666i,-0.031632-0.061295i,-0.049696-0.060466i,-0.066008-0.049631i,-0.073196-0.038518i,-0.064253-0.015458i,-0.044616+0.015603i,-0.026228+0.034508i,-0.0057059+0.032473i,0.012829+0.019947i,0.019177+0.012512i
0.11272-0.095764i,0.14893-0.15602i,0.15876-0.093334i,0.1439+0.04728i,0.087035+0.075824i,0.01817-0.0054797i,-0.019563-0.04325i,-0.019027-0.028674i,-0.0058081-0.015925i,0.011109-0.030357i,0.00018093-0.059199i,-0.026229-0.052553i,-0.016464-0.0083526i,0.020126+0.032734i,0.057196+0.042127i,0.089159+0.029594i,0.11243+0.0073463i,0.1041-0.031875i,0.054385-0.056704i,0.0074745-0.039792i,-0.0062609-0.015878i,-0.0054819-0.0080321i,-0.0043729-0.0017711i
0.0071614+0.15165i,0.1156+0.19176i,0.25099+0.0802i,0.2624-0.13402i,0.11475-0.21902i,-0.031452-0.13i,-0.11619-0.083924i,-0.16099-0.06877i,-0.12326+0.0077901i,-0.042251+0.074806i,0.0075821+0.099022i,0.029169+0.10654i,0.034574+0.083948i,0.023717+0.029617i,-0.0043992-0.027553i,-0.043277-0.066059i,-0.077188-0.074421i,-0.087084-0.040401i,-0.062562+0.010058i,-0.023481+0.029328i,-0.0061726+0.019884i,-0.007168+0.018218i,0.0071816+0.025705i
-0.061852-0.12809i,-0.1701-0.18918i,-0.3222-0.15003i,-0.36129-0.012422i,-0.20342+0.071325i,-0.023862+0.017184i,0.046668-0.021919i,0.037259+0.0089957i,0.009228+0.031071i,-0.017954+0.025049i,-0.026295+0.010567i,-0.013621-0.0073789i,0.002349-0.017324i,0.011683-0.014059i,0.013524+0.003025i,0.011232+0.030488i,0.0058934+0.050782i,0.0066223+0.048932i,0.025879+0.0329i,0.047182+0.01229i,0.051137-0.0033084i,0.045207-0.010947i,0.031681-0.021149i
0.049983+0.13675i,0.12579+0.21677i,0.26054+0.14503i,0.29438-0.037102i,0.12211-0.12077i,-0.10209-0.063207i,-0.18829+0.033753i,-0.10282+0.078176i,-0.0044093+0.040956i,0.017105+0.0039697i,0.021968+0.00429i,0.030866-0.0045577i,0.023177-0.023891i,0.013553-0.033598i,0.0083176-0.040115i,0.0042002-0.041652i,0.0077682-0.036829i,0.0088663-0.027621i,4.341e-05-0.012077i,-0.0079209+0.0056194i,-0.0010145+0.018885i,0.017313+0.017902i,0.022725+0.0072076i
-0.10649-0.21621i,-0.24472-0.37617i,-0.41199-0.33951i,-0.45596-0.11883i,-0.31906+0.093603i,-0.11082+0.23376i,0.041094+0.23297i,0.054001+0.085878i,-0.0066342-0.028738i,-0.015359-0.042882i,0.0067338-0.040339i,0.0041171-0.035898i,0.0025393-0.013005i,0.0078617+0.0016358i,0.0024793+0.0089623i,0.0033876+0.022865i,0.013933+0.027272i,0.019629+0.010677i,0.013209-0.016288i,-0.0024847-0.029482i,-0.013278-0.027075i,-0.017066-0.026277i,-0.01724-0.023971i
0.19829+0.22169i,0.35058+0.38995i,0.40068+0.41674i,0.34583+0.29392i,0.33466+0.1046i,0.36878-0.11948i,0.30851-0.25669i,0.1645-0.21044i,0.065888-0.095576i,0.039861-0.043324i,0.03052-0.037829i,0.0045613-0.023027i,-0.020693-0.0017671i,-0.02628+0.010865i,-0.0077445+0.019185i,0.021198+0.017575i,0.036967+0.012391i,0.031445+0.0052993i,0.0084902-0.0031829i,-0.010828-0.0013649i,-0.014657+0.0016229i,-0.017596-0.0032053i,-0.022724-0.00038281i
-0.24392-0.11641i,-0.37584-0.19172i,-0.30211-0.20405i,-0.12414-0.20401i,-0.10951-0.21994i,-0.21224-0.1935i,-0.23326-0.12093i,-0.16246-0.040344i,-0.090293+0.005564i,-0.076255+0.0027142i,-0.093225-0.00079998i,-0.066559+0.0073472i,-0.01446-0.0049693i,0.012073-0.026142i,0.017712-0.045024i,0.017054-0.068219i,0.011072-0.083962i,-0.0049823-0.066636i,-0.0077826-0.018879i,0.022151+0.012045i,0.049227+0.0054072i,0.045891-0.0059597i,0.034137-0.0042572i
0.2381+0.041353i,0.34943+0.056486i,0.25219+0.038009i,0.027493+0.039058i,-0.078272+0.078197i,-0.10613+0.10996i,-0.15204+0.14074i,-0.13841+0.14143i,-0.076298+0.10817i,-0.022017+0.093903i,0.032598+0.079612i,0.055711+0.038464i,0.027411+0.0088052i,-0.0075169-0.0010815i,-0.029866-0.012826i,-0.056443-0.022837i,-0.074975-0.016419i,-0.053283+0.0017715i,-0.010992+0.0097448i,0.0011763+0.00062957i,-0.012916-0.0010082i,-0.014901+0.015145i,-0.0046709+0.019678i
-0.19938-0.012203i,-0.28537-0.013134i,-0.15516+0.013063i,0.07216+0.010684i,0.1155-0.018078i,0.059638-0.0085935i,0.071988-0.016501i,0.073698-0.057182i,0.04061-0.058169i,0.021786-0.038259i,-0.002324-0.023461i,-0.023843-0.0024855i,-0.016651+0.01321i,0.0045033+0.021517i,0.018104+0.03025i,0.023314+0.045973i,0.02547+0.05276i,0.017846+0.024971i,-0.0005951-0.012396i,-0.014901-0.019538i,-0.01412-0.0064126i,-0.0092505-0.00053473i,-0.0090654+0.0050615i
0.22214-0.013995i,0.33296-0.088356i,0.18778-0.18889i,-0.096881-0.18603i,-0.17322-0.055792i,-0.073021+0.057588i,-0.0048496+0.10248i,0.026527+0.10634i,0.045783+0.060836i,0.04604+0.016085i,0.048533-0.0031338i,0.04911-0.011281i,0.04847-0.0043488i,0.052196-0.0032155i,0.04791-0.016647i,0.033518-0.025642i,0.014597-0.016561i,-0.0043241+0.0048351i,-0.014277+0.017144i,-0.014586+0.014122i,-0.011154+0.0044968i,-0.0054314-0.0052852i,0.000487-0.011014i
-0.23541+0.087267i,-0.37742+0.21916i,-0.28118+0.34737i,-0.015946+0.3543i,0.12618+0.23814i,0.14078+0.11603i,0.14248+0.027749i,0.09799-0.0307i,0.033796-0.030162i,0.015096-0.022471i,0.0042462-0.036842i,-0.011721-0.037764i,-0.010651-0.034191i,-0.017732-0.040053i,-0.039134-0.033824i,-0.035886-0.012214i,-0.0048562-0.0012523i,0.018653-0.00052507i,0.018086+0.0074163i,0.014421+0.021561i,0.027889+0.031846i,0.043207+0.026357i,0.043864+0.01008i
0.18755-0.1238i,0.32437-0.27306i,0.28533-0.40331i,0.089372-0.42431i,-0.051019-0.35774i,-0.10836-0.3014i,-0.16193-0.23666i,-0.15422-0.12949i,-0.083353-0.050414i,-0.036955-0.014738i,-0.014918+0.0052432i,-0.0035548+0.0025694i,-0.019747-0.0038413i,-0.030886+0.0078817i,-0.011495+0.018159i,0.01051+0.0043897i,0.01862-0.02149i,0.017425-0.033267i,0.016912-0.022136i,0.022744-0.010403i,0.021948-0.019742i,0.008508-0.027252i,-0.00022149-0.017826i
-0.16684+0.10923i,-0.32206+0.24361i,-0.3532+0.36813i,-0.2217+0.39125i,-0.10091+0.30416i,-0.055314+0.1995i,-0.0048102+0.10866i,0.031991+0.016633i,0.010175-0.035908i,-0.023236-0.030037i,-0.032575-0.0076365i,-0.034973+0.00096214i,-0.034827-0.00083296i,-0.02099-0.0032009i,-0.0015775-0.0033156i,0.0025778+0.0012436i,-0.005439+0.0094759i,-0.0026869+0.0060167i,0.0087625-0.011258i,0.0042841-0.022647i,-0.016133-0.01609i,-0.029832-0.00068687i,-0.030575+0.0077542i
0.17516-0.09595i,0.35619-0.19971i,0.43832-0.28332i,0.35749-0.29037i,0.24171-0.2238i,0.15805-0.13194i,0.067284-0.048064i,-0.0080933+0.011754i,-0.025392+0.035061i,-0.011505+0.02248i,-0.0083416+0.0083345i,8.5885e-05+0.023025i,0.031926+0.045819i,0.053124+0.048496i,0.049693+0.033123i,0.040798+0.016088i,0.026117+0.0045269i,-0.0018418-0.0030012i,-0.026045-0.004448i,-0.024254+0.0017741i,-0.0023506+0.0027108i,0.014472-0.011496i,0.011612-0.023399i
-0.16379+0.1106i,-0.34355+0.19962i,-0.43673+0.22148i,-0.38048+0.17127i,-0.27423+0.12596i,-0.18873+0.10844i,-0.13064+0.086448i,-0.096893+0.063575i,-0.063151+0.045422i,-0.029639+0.028551i,-0.00076448+0.024092i,0.026268+0.023186i,0.037011+0.0062948i,0.030886-0.025368i,0.013267-0.055422i,-0.01176-0.065101i,-0.027772-0.046047i,-0.03145-0.008549i,-0.023227+0.021416i,-0.0098533+0.02624i,-0.0064181+0.019603i,-0.0091596+0.020956i,0.00038813+0.023355i
0.11886-0.10956i,0.26491-0.17878i,0.34182-0.15793i,0.2838-0.076337i,0.16922-0.041378i,0.070387-0.029104i,0.045966+0.015938i,0.07384+0.035429i,0.060664+0.025155i,0.031698+0.028574i,0.029229+0.0080958i,0.016865-0.034282i,-0.0079557-0.050841i,-0.034743-0.043533i,-0.06003-0.020776i,-0.061349+0.010515i,-0.032661+0.023338i,0.0029762+0.011482i,0.018802-0.0024007i,0.015421-0.0028514i,0.014584+0.006141i,0.019628+0.012218i,0.015431+0.009391i
-0.079407+0.062553i,-0.18352+0.090738i,-0.22636+0.028831i,-0.18351-0.067003i,-0.11178-0.057967i,-0.00058312-0.016679i,0.089715-0.060135i,0.083106-0.10065i,0.055919-0.074274i,0.04765-0.050367i,0.026895-0.041401i,0.0018276-0.034227i,-0.021309-0.026812i,-0.022618+0.0090789i,0.015345+0.051245i,0.058604+0.056194i,0.068215+0.033072i,0.053111+0.011042i,0.035456-0.0023135i,0.020576-0.012232i,0.004993-0.021248i,-0.011952-0.022053i,-0.018198-0.0086964i
0.10039-0.028494i,0.1852-0.058864i,0.17489-0.0080232i,0.090124+0.077372i,0.039173+0.043862i,-0.019246-0.059477i,-0.10899-0.047365i,-0.12361+0.032657i,-0.0749+0.039268i,-0.048871+0.0092629i,-0.045031+0.0038333i,-0.038463+0.019611i,-0.013743+0.040261i,0.022053+0.028444i,0.038763-0.017537i,0.026822-0.051742i,0.010753-0.051372i,0.0045572-0.036045i,0.0022615-0.021245i,0.00039069-0.0033678i,0.0062498+0.01223i,0.021709+0.015092i,0.026715+0.0027055i
-0.11501+0.079593i,-0.17963+0.13872i,-0.12269+0.11462i,-0.0034709+0.023304i,0.0099103+0.024038i,-0.024503+0.095483i,-0.0056872+0.053561i,0.0010312-0.047741i,-0.014031-0.055791i,-0.0040563-0.01434i,0.010798+0.013302i,0.02203+0.032646i,0.029267+0.023921i,0.014414-0.0059653i,-0.015669-0.023182i,-0.038297-0.024257i,-0.049367-0.022875i,-0.05428-0.017008i,-0.047253-0.0017591i,-0.025339+0.0089196i,-0.0031871+0.0029496i,0.0044316-0.0097374i,0.0054975-0.0091825i
0.057371-0.084281i,0.093461-0.1672i,0.019322-0.16822i,-0.087023-0.080454i,-0.056151-0.043263i,0.010035-0.069084i,-0.0041214-0.030623i,-0.01274+0.032105i,-0.0010865+0.025757i,-0.0066635+0.00034443i,-0.00058175-0.01215i,0.011189-0.032485i,0.010151-0.038633i,0.0078544-0.026777i,0.002768-0.019135i,-0.0099396-0.0091457i,-0.015928+0.006876i,-0.009613+0.015268i,-0.0020853+0.012474i,0.0030558+0.0092554i,0.0030744+0.010347i,-0.001024+0.011851i,-0.0011278+0.0083788i
-0.041293+0.052107i,-0.0645+0.14097i,0.0013398+0.19884i,0.10376+0.15887i,0.080601+0.09421i,0.013828+0.089587i,0.046383+0.092899i,0.077357+0.064674i,0.04952+0.046206i,0.032199+0.028518i,0.028429+0.0011132i,0.019068-0.013637i,0.0069382-0.015576i,-0.013555-0.0046725i,-0.028788+0.023995i,-0.01526+0.051985i,0.011862+0.05679i,0.02886+0.035281i,0.029793+0.0041609i,0.018142-0.019136i,0.0069473-0.02829i,0.00062-0.025957i,-0.0043684-0.016811i
0.08353-0.023049i,0.15317-0.11586i,0.12804-0.23138i,0.0089571-0.25908i,-0.036849-0.19121i,0.00053646-0.13936i,-0.021933-0.126i,-0.058766-0.094549i,-0.042513-0.060371i,-0.029151-0.036529i,-0.035385-0.014773i,-0.04356-0.0021634i,-0.042468+0.0096972i,-0.015441+0.028154i,0.028832+0.038411i,0.062172+0.02543i,0.067518+0.0039939i,0.046851-0.0023046i,0.018213+0.0039141i,-0.0026491+0.0087276i,-0.010985+0.0086743i,-0.011513+0.0064i,-0.010947+0.0041336i
-0.11533+0.040746i,-0.22988+0.14034i,-0.26032+0.26091i,-0.15876+0.30612i,-0.059178+0.24531i,-0.029075+0.14826i,-0.017481+0.063782i,-0.02584+0.0031922i,-0.043451-0.0070286i,-0.032546+0.011735i,-0.017566+0.024159i,-0.012603+0.039648i,0.0017503+0.042019i,0.020809+0.0041637i,0.023364-0.05274i,0.0037586-0.090972i,-0.017376-0.095548i,-0.024339-0.069835i,-0.016044-0.030199i,-0.00088058-0.00084396i,0.006682+0.010033i,0.0079996+0.013897i,0.010593+0.01572i
0.078065-0.047125i,0.1979-0.13418i,0.28334-0.24337i,0.2373-0.30545i,0.12111-0.28371i,0.029489-0.21028i,0.0027218-0.11041i,0.035468-0.020165i,0.058855+0.0051031i,0.038047+0.00015068i,0.029961+0.0071334i,0.049087+0.0010955i,0.049357-0.015674i,0.019957-0.018882i,-0.020747-0.0072126i,-0.050855+0.010973i,-0.057423+0.021621i,-0.045473+0.014657i,-0.031584+0.0039884i,-0.020713+0.0076129i,-0.0072505+0.018492i,0.0059346+0.017999i,0.011078+0.005583i
-0.057066-0.015002i,-0.1935+0.011681i,-0.34409+0.088336i,-0.36971+0.18539i,-0.2703+0.24191i,-0.16261+0.24403i,-0.099484+0.19403i,-0.081104+0.1081i,-0.071047+0.05291i,-0.024317+0.027881i,0.019905-0.012228i,0.018412-0.042829i,-0.00079074-0.03428i,-0.0078148-0.0077247i,0.0029906+0.01093i,0.019007+0.020727i,0.025934+0.028993i,0.024815+0.027203i,0.023442+0.014789i,0.023332+0.0023911i,0.023737-0.0058264i,0.021583-0.0088716i,0.015747-0.0076257i
0.096413+0.079454i,0.25939+0.12367i,0.44387+0.11218i,0.50406+0.0047423i,0.416-0.14321i,0.28604-0.22454i,0.1655-0.19216i,0.078691-0.084907i,0.049061-0.0090059i,0.025963-0.0035708i,-0.016982-0.0014098i,-0.034583+0.017158i,-0.018588+0.016895i,-0.0057304+0.0032123i,-0.0081657+0.0023307i,-0.0072311+0.011144i,0.0022456+0.015488i,0.0063034+0.01473i,0.0038636+0.006367i,-0.00040263-0.009623i,-0.0052826-0.024012i,-0.0098398-0.029811i,-0.013897-0.024462i
-0.10695-0.062333i,-0.25238-0.1427i,-0.41703-0.21335i,-0.49968-0.17347i,-0.47286-0.017552i,-0.37403+0.10591i,-0.22537+0.084177i,-0.090508-0.023543i,-0.037167-0.077738i,-0.022374-0.052177i,-0.0039857-0.029397i,-0.00467-0.030485i,-0.017353-0.023936i,-0.0074243-0.0070283i,0.025924-0.00026135i,0.052482-0.015317i,0.049927-0.033775i,0.028509-0.033286i,0.010332-0.016972i,0.0044268-0.0011696i,0.0030671+0.0042794i,-0.0030216+0.0067031i,-0.0068787+0.014121i
0.041529+0.062564i,0.14289+0.17071i,0.28178+0.29719i,0.38229+0.31303i,0.41455+0.2034i,0.38968+0.098074i,0.29464+0.075727i,0.16426+0.094453i,0.075692+0.084615i,0.025955+0.04932i,-0.0097383+0.038849i,-0.015291+0.053202i,0.0011598+0.052031i,0.0067256+0.019329i,-0.0135-0.024827i,-0.045132-0.049074i,-0.053064-0.046109i,-0.035878-0.031726i,-0.019465-0.015112i,-0.012057-0.00020483i,-0.0059993+0.0096252i,0.0050169+0.011872i,0.013631+0.0044376i
-0.00059503-0.12327i,-0.04262-0.28866i,-0.14022-0.45866i,-0.25533-0.48408i,-0.33315-0.36565i,-0.35499-0.25497i,-0.30179-0.18361i,-0.18438-0.11952i,-0.087016-0.073923i,-0.031928-0.039538i,0.021321-0.023763i,0.058227-0.03446i,0.049923-0.039557i,0.01584-0.02094i,-0.011356+0.016361i,-0.017616+0.052233i,-0.011322+0.058604i,0.00010803+0.03786i,0.0084848+0.01309i,0.0060033+0.0036976i,0.0017095+0.0092881i,0.0013091+0.013623i,0.0032985+0.010039i
0.0013696+0.15232i,-0.0037941+0.34121i,0.0017845+0.52559i,0.064326+0.5598i,0.16138+0.43761i,0.20523+0.3039i,0.15648+0.20186i,0.061063+0.11297i,-0.00238+0.06635i,-0.016299+0.044286i,-0.026646+0.023717i,-0.043732+0.014173i,-0.03699+0.014556i,-0.0066924+0.010996i,0.019671-0.0038327i,0.027763-0.016616i,0.019744-0.010296i,0.0038746+0.0036208i,-0.011111+0.010069i,-0.014297+0.0051575i,-0.0072679-0.0071773i,-0.0029826-0.014063i,-0.0041708-0.011478i
-0.022731-0.12005i,0.0083377-0.27203i,0.065786-0.42811i,0.071448-0.47064i,0.0068963-0.39505i,-0.025044-0.30935i,0.00097126-0.24264i,0.024764-0.16188i,0.029042-0.086418i,0.025865-0.038076i,0.025945-0.015037i,0.025256-0.0078611i,0.018076-0.0071555i,0.0065187-0.0015873i,-0.0011847+0.012471i,0.0028039+0.020004i,0.010042+0.011099i,0.011779-7.1194e-05i,0.015714+0.0010084i,0.022631+0.0076047i,0.021698+0.0072156i,0.011903+0.0011256i,0.0026285-0.0015879i
-0.032272+0.086581i,-0.11034+0.21397i,-0.1977+0.35018i,-0.19431+0.38733i,-0.11178+0.32839i,-0.068612+0.27412i,-0.060577+0.24553i,-0.03344+0.18535i,-0.00786+0.095018i,-0.0064355+0.027936i,-0.02107+0.00070706i,-0.031571-0.003671i,-0.030523-0.0014133i,-0.013739-0.0022976i,0.014569-0.014216i,0.031168-0.030109i,0.025587-0.035335i,0.0071276-0.030246i,-0.0096431-0.023094i,-0.013979-0.016178i,-0.0069697-0.0074164i,0.0029222+0.0020143i,0.0075698+0.00581i
0.073133-0.10452i,0.19876-0.21098i,0.31946-0.30135i,0.29434-0.31259i,0.15079-0.25711i,0.044478-0.19014i,0.0096942-0.14152i,-0.00587-0.098051i,-0.016054-0.047671i,-0.0065007-0.014985i,0.017848-0.0037422i,0.034215+0.0040519i,0.030174+0.0074939i,0.0044729-0.0030419i,-0.034477-0.016348i,-0.058718-0.013492i,-0.04903+0.00084636i,-0.016988+0.012668i,0.0084874+0.017504i,0.012241+0.017167i,0.0050365+0.015028i,0.0035291+0.010749i,0.0083234+0.0051464i
-0.041428+0.11139i,-0.15116+0.18793i,-0.26903+0.21146i,-0.26509+0.17339i,-0.15055+0.1234i,-0.057345+0.078467i,-0.033558+0.034917i,-0.032985+0.012496i,-0.016056+0.014884i,-0.0018529+0.014648i,-0.0070286+0.0074652i,-0.0076183+0.00091579i,0.0045305-0.0008753i,0.019451+0.010017i,0.03328+0.026973i,0.038322+0.032208i,0.029212+0.022864i,0.011948+0.005887i,-0.0018092-0.01256i,-0.0055241-0.024824i,-0.00577-0.027864i,-0.010732-0.023903i,-0.017472-0.017402i
0.020344-0.062578i,0.11219-0.11589i,0.21457-0.13823i,0.19451-0.12806i,0.080863-0.1097i,0.026146-0.096155i,0.041295-0.080925i,0.045382-0.06078i,0.015006-0.045553i,-0.015-0.020023i,-0.018937+0.0049194i,-0.014921+0.0085867i,-0.013094+0.0020003i,-0.0063558-0.0097669i,-0.0030938-0.025547i,-0.0022154-0.032059i,0.0007778-0.024919i,-0.00023969-0.0060668i,-0.0030702+0.015974i,-0.0039668+0.027244i,-0.0011553+0.023332i,0.0041204+0.013088i,0.0064347+0.0094647i
-0.052223+0.040857i,-0.15392+0.054528i,-0.25126+0.063394i,-0.21498+0.10004i,-0.079294+0.16468i,0.002229+0.20336i,0.012872+0.18917i,0.016555+0.13748i,0.027322+0.083807i,0.033328+0.04025i,0.0243+0.00986i,0.011595-0.0005862i,0.0034377-0.00052011i,-0.0051063+0.0078908i,-0.0046251+0.023786i,0.0035774+0.026436i,0.0078055+0.010715i,0.0090739-0.0107i,0.0089292-0.022118i,0.0091938-0.01634i,0.011171-0.0062111i,0.011319-0.0026485i,0.0096927-0.0064029i
0.053638-0.045852i,0.14412-0.052276i,0.21237-0.030751i,0.18021-0.051725i,0.099918-0.1467i,0.040521-0.21951i,-0.0029018-0.2027i,-0.023283-0.14086i,-0.01359-0.098782i,-0.0028836-0.078979i,0.0050709-0.058285i,0.0098199-0.04205i,0.008202-0.032169i,0.013008-0.035153i,0.013696-0.053889i,-0.00077338-0.058332i,-0.013525-0.036175i,-0.016331-0.0065839i,-0.014846+0.011874i,-0.013924+0.014726i,-0.012543+0.013782i,-0.0069047+0.016469i,-0.00065662+0.017695i
-0.024685+0.070807i,-0.089343+0.10058i,-0.14182+0.10464i,-0.12543+0.11946i,-0.11104+0.15804i,-0.13568+0.17604i,-0.12581+0.14895i,-0.08265+0.10153i,-0.05449+0.078817i,-0.027154+0.072648i,-0.0019135+0.055846i,0.0060673+0.041008i,0.0029701+0.030986i,-0.013211+0.02569i,-0.032338+0.03312i,-0.034286+0.036998i,-0.020949+0.024999i,-0.003589+0.0076773i,0.0091839-0.0060983i,0.013631-0.012567i,0.011903-0.01303i,0.0059052-0.012472i,0.00043507-0.011152i
0.0030803-0.035383i,0.059685-0.042736i,0.13919-0.056251i,0.16932-0.10836i,0.18422-0.15642i,0.22576-0.16475i,0.20964-0.15771i,0.12303-0.12756i,0.052798-0.084706i,0.014388-0.056031i,-0.0067664-0.038715i,-0.0061092-0.027808i,0.0040378-0.017077i,0.019355-0.0025943i,0.035592+0.0051782i,0.038594+0.0064986i,0.024305+0.008235i,0.0032459+0.0079641i,-0.0099389+0.0066561i,-0.0092546+0.0053636i,-0.001751+0.0027314i,0.0024689-8.4604e-05i,0.00093798-0.00051219i
-0.016873+0.013761i,-0.067464+0.0047345i,-0.13274+0.0032438i,-0.17088+0.035778i,-0.20825+0.060195i,-0.26057+0.063123i,-0.24057+0.089712i,-0.14539+0.10161i,-0.07776+0.071782i,-0.053638+0.048691i,-0.044317+0.038681i,-0.0428+0.028574i,-0.03714+0.017288i,-0.03199+0.0022843i,-0.032184-0.0025817i,-0.019947+0.005244i,0.0064112+0.0094871i,0.023284+0.0047559i,0.020793-0.00057483i,0.010532-0.00013867i,0.0045357+0.0012131i,0.0041313-0.00010558i,0.0067916-0.0021393i
0.027767-0.047057i,0.090421-0.06361i,0.15373-0.080095i,0.16405-0.092369i,0.15961-0.039504i,0.18971+0.053285i,0.19831+0.059033i,0.14826+0.0065983i,0.10007-0.011053i,0.079341-0.015664i,0.066152-0.022182i,0.05549-0.015625i,0.044052-0.00069776i,0.040351+0.0094497i,0.046051+0.0033941i,0.039841-0.012749i,0.019035-0.022161i,-0.00082474-0.018359i,-0.012045-0.0070883i,-0.0135+0.0015127i,-0.0091575+0.0060946i,-0.0042629+0.0072236i,-0.0015215+0.003831i
-0.0071277+0.049997i,-0.073643+0.061728i,-0.17503+0.059538i,-0.21852+0.063206i,-0.18377+0.012612i,-0.14814-0.093518i,-0.139-0.11506i,-0.10941-0.05019i,-0.062009-0.0087679i,-0.034178-2.3673e-05i,-0.024859+0.00038512i,-0.023519-0.0079212i,-0.017385-0.017917i,-0.0093086-0.028905i,-0.011366-0.036579i,-0.015402-0.033165i,-0.01353-0.020845i,-0.0050852-0.0063335i,0.0063527+0.002029i,0.011268+0.0018577i,0.0080738-0.0017679i,-0.00046128-0.0037621i,-0.0081488-0.0020003i
