-0.0023873-0.00088321i,-0.0011667-0.00072983i,-0.0021589-2.4334e-05i,-0.0022385+0.00027271i,-0.0021447+0.00013493i,-0.0018811+8.6046e-05i,-0.00076606-5.2555e-05i,0.00070746+0.00051618i,0.0012525+0.00082342i,0.0014584+0.0011881i,0.0020137+0.0007375i,0.0012863-0.00052432i,0.00022816-0.00085783i,5.2383e-06-0.00049292i,-0.00017519-3.3935e-05i,-0.00038328+0.00078354i,-0.00048782+0.00053662i,0.00030007-0.00022688i,0.00071146+0.00018739i,0.00026289+0.00020902i,0.00063974+0.00014099i,0.00071313-0.00010173i,0.00030785+0.00025133i
-0.0012912-0.00029442i,-0.0014095-0.00027457i,-0.0014214+0.00017551i,-0.00079944+0.00088357i,-0.00041034+0.00038539i,-0.00053844-0.00028773i,-1.9149e-05-0.00025011i,0.00056707-0.00061774i,-0.00076379-0.0010558i,-0.0017672-0.00073199i,-0.0010411-0.00017015i,-0.00036545+0.00056174i,-0.00036695+0.0012262i,0.00027985+0.0010157i,0.000818-0.00032941i,0.00055047-0.00082432i,0.00045172-0.00031924i,-0.00013727+0.00053262i,-0.00070975+0.00095812i,-0.00075625+0.00042121i,-0.00036471-0.00033979i,-0.00024938+6.645e-05i,-0.00015717+0.00041479i
0.00045615-0.001075i,-0.00096422-0.001546i,-0.0008242-0.0023538i,-0.0012992-0.0020888i,-0.0019498-0.0012666i,-0.0011743-0.00038344i,-0.00017164-0.0003211i,-0.00020683-0.00066907i,-0.00046718-9.8366e-05i,-0.00024099+0.00020633i,-3.2885e-05+7.9103e-05i,-0.00021335+0.00058152i,-0.00055738+0.00071869i,-0.0002372-6.8394e-05i,0.00023632-0.0012468i,-0.00023835-0.0011928i,-0.00038528-0.00017994i,0.00060785+0.00051713i,0.00090244+9.5261e-05i,0.00043763-0.00011128i,3.5195e-05+0.00047752i,0.00011252+0.00084452i,0.00059998+0.00085635i
0.00030178-0.0001304i,0.00023971+8.1684e-05i,0.00036742-0.0012129i,0.00042573-0.0025864i,-0.0002267-0.001976i,-0.001305-0.0013346i,-0.00077905-0.001105i,0.00028283-0.00028862i,0.00026093-0.00030075i,-0.00030966-0.00088314i,0.00027975-0.00056017i,0.00039589+0.00021247i,-0.00049978-0.00010417i,-0.0009549-0.00079272i,-0.00069181-0.00015764i,-0.00041231+1.8099e-05i,-0.00035778-0.00083704i,-0.00073946-0.0010205i,-0.00063357-0.00094341i,0.00053398-0.00016431i,0.000767+0.00023669i,0.00071964-0.00028864i,0.0011289+0.00011612i
-1.641e-05-0.0012359i,-0.00066226-0.0016173i,-0.0016125-0.0016193i,-0.0010025-0.0010183i,-0.00014193-0.00085851i,-0.00059068-1.3169e-05i,-0.00062477+0.00033718i,-0.00010357-0.00010396i,-0.00091554+0.00020928i,-0.0013121-0.00013421i,-0.00090004-0.00057252i,-0.00046018-0.00014608i,-0.00021686+0.00058807i,-0.00021712+0.00074059i,6.4599e-05+0.00020092i,0.00097075-0.00026288i,0.0008791-0.00045313i,0.00042679-0.00059942i,-0.00010831-0.00053634i,-0.00082083-0.00049737i,-0.00073072-0.0010515i,-0.00018856-0.00093328i,-0.00024653-0.00020346i
-0.00059595-0.00029212i,0.00044532+8.8312e-06i,0.0012831-0.00076292i,0.0013661-0.001018i,0.00042401-0.0012868i,0.0002194-0.0016773i,6.2169e-05-0.0017135i,-0.00064338-0.0015252i,-0.00027264-0.00062189i,0.00020091+0.00043385i,-0.00028033+6.9147e-05i,-0.00047962+5.4594e-05i,-0.0004342+0.0010854i,-0.0003334+0.001348i,0.00061955+0.00046192i,0.0010943-7.4259e-05i,0.00046247+0.00029666i,0.00061757+0.00052892i,0.00047164+0.00032468i,-0.00026081+3.67e-07i,-0.00019684+2.466e-05i,0.00050951-2.7647e-05i,0.00053275-0.00011089i
-0.00038622+0.0011256i,8.3064e-05+0.0012588i,0.00023297+0.00084524i,0.0005938+8.0374e-05i,0.0013597-0.000721i,0.00030545-0.0013647i,-0.00024749-0.00086392i,0.00018889-0.00023436i,0.00035232-0.00039659i,0.00073305-0.0010363i,0.0015231-0.00061191i,0.0019188+0.00027475i,0.0014211+0.00071275i,0.0009609+0.0005162i,0.001058+0.00022025i,0.0007387-9.952e-05i,0.00085719-0.00041844i,0.00098041+0.00016596i,0.00014569+0.00071726i,-0.00022103+0.00086765i,-0.00027233+0.00081729i,0.00018207+0.0004835i,0.00099918+0.00022355i
0.00053186+0.00041167i,0.001251+0.0005462i,0.00066414+0.0010741i,0.00033558+0.0011411i,0.00039729+0.00016584i,0.00092738-0.0003191i,0.00080535+0.00011862i,0.0003035+0.00024565i,-8.8624e-05+7.9494e-05i,-0.00012766-0.00048465i,0.00036845-0.0010138i,-2.6813e-05-0.0010544i,-0.00072906-0.00058316i,-0.00065079+0.00026391i,-0.00028948-0.0006281i,0.00012974-0.0014575i,0.00065593-0.00071442i,0.00070484-0.00062185i,0.00023077-0.00091778i,0.00033054-0.00060059i,0.00063461-0.00023172i,0.00036564-0.00018236i,-0.00065923-0.00053254i
-0.0017764-0.00047301i,-0.0011532-0.00067979i,-0.00080737-0.00022669i,-0.00055724-0.00066485i,-0.000816-0.0015499i,-0.00077814-0.0020295i,-0.00037413-0.0017388i,-0.00043681-0.00082837i,-0.0003924-8.161e-05i,-0.00026478-0.00035798i,0.000436-0.00081662i,0.00088721-0.00038229i,9.984e-05+0.00029912i,-0.00016572+0.0001699i,0.00089614-0.00044327i,0.001166-0.0014084i,0.0010625-0.0022904i,0.00070006-0.0016061i,6.3002e-05-0.00010487i,-0.00027923+0.00033087i,-0.00018597+0.00070848i,0.00040254+0.0013572i,0.00071267+0.00092385i
-0.00094046+0.0005571i,-0.00050503+0.00164i,-0.00026471+0.0030463i,0.00050195+0.002756i,8.4332e-05+0.0015207i,-0.0010883+0.00057984i,-0.00053595-4.4579e-05i,0.00031498-0.00021374i,0.00033491-0.00027159i,0.00035818+0.00057698i,0.00064268+0.00077685i,0.00063913-0.00022377i,0.00071541+8.8498e-05i,0.00083788+0.00064646i,0.00048462+0.00023167i,0.00058373-0.00057277i,0.00066994-0.00075815i,0.00047306-0.00012361i,0.00066788+0.00058752i,0.00048213+0.00092067i,-8.929e-05+0.0010691i,-0.00047617+0.0012801i,-0.0003758+0.00066086i
-6.1831e-05-3.6969e-05i,-0.0003195+0.00031297i,-0.0002818+0.0003842i,-5.7885e-05+0.00015287i,-5.0882e-05-0.00027884i,-0.00025305-0.00037742i,-0.00044535-0.00038614i,-0.00071043+0.00022952i,-0.00077099+0.00092707i,5.5725e-05+0.001699i,0.00029792+0.0014365i,0.00015442+0.00037094i,-2.8056e-05+0.00022163i,1.9652e-06-0.00035675i,0.00061462-0.00055979i,0.00052572-0.00014859i,-0.00028017-8.2514e-05i,-4.8541e-05-1.5669e-05i,0.00036315-1.5422e-05i,-0.00047262-0.00011844i,-0.001022-0.0002013i,-0.00076973-0.00021616i,-0.00034664+8.5163e-05i
0.00018943-0.0010093i,-0.00096868-0.00097284i,-0.00074325-0.00043968i,-0.0005061-0.001165i,-0.00031298-0.0023122i,0.00013358-0.0021725i,-2.8855e-05-0.001414i,0.00019374-0.001438i,0.00062587-0.001115i,0.00064382-0.00019258i,0.00056305-0.00039837i,-0.00016405-0.00056647i,-0.00029633-0.00026719i,0.00081918+9.7491e-05i,0.0002174+0.00026046i,-0.00028057-8.4939e-05i,0.00042798-0.00065032i,0.00086592-0.00078612i,0.00096877-0.00051543i,0.0010455-0.00074776i,0.000305-0.00073781i,0.00035385-0.00035534i,0.00095386+0.00011801i
0.00069628+0.0011543i,0.0019581+0.00011858i,0.0024838-0.00039971i,0.0014803-0.00072126i,0.00073278-0.0008999i,0.00034509-0.001i,-0.0010063-0.00077461i,-0.0011801-0.00071691i,-0.00028036-0.0011013i,0.00014149-0.00068667i,7.8521e-06+0.00032388i,-0.00044409+0.0002581i,-0.0007077-0.00067598i,2.3502e-05-0.0010526i,0.00076754-0.00037911i,0.00085516-3.1225e-05i,0.0003341-9.0881e-05i,0.0002739-0.00023481i,0.00064446-2.332e-05i,0.0010756-0.00027827i,0.00086589-0.00050391i,0.00048729-0.0002876i,0.00047652+0.00039502i
0.00089256-0.00084626i,0.00063392-0.0016026i,-0.00040469-0.0014173i,-0.0017515-0.0019163i,-0.0019886-0.0019279i,-0.0015981-0.00027533i,-0.00082829+0.00058752i,-0.0003761-0.00012812i,-0.00025077-0.00046311i,-0.00022808+0.00015409i,-0.00017792+0.00036859i,-0.00025098-0.0004974i,-0.00049591-0.00095413i,-0.00076824-0.0010148i,-0.00012829-0.0010509i,0.00035614+4.0323e-06i,0.00048598+0.00075951i,0.00030329+0.00060476i,-0.00014279+0.00039535i,-0.001069+5.7479e-05i,-0.00094089-0.0005459i,6.8922e-05-0.00042625i,0.00010348+0.00010729i
0.00024646-0.0011248i,0.0010271-0.0011245i,0.00037647-0.0011462i,-0.00060759-0.0010833i,-0.00067222-0.0013186i,-0.00020278-0.0012005i,-0.00051129-0.0014318i,-0.00080639-0.001455i,-0.00026008-0.00048517i,-0.00028192+0.00030912i,-0.0010523+7.5246e-05i,-0.0013565+4.7434e-06i,-0.00051842+0.00025936i,0.00046654-7.6007e-05i,0.00095799-0.00043784i,0.00084167+0.00016367i,0.00079867-3.7137e-05i,0.00062961-0.00052731i,0.00033911+0.00014032i,-0.00060002+0.00089555i,-0.00097635+0.0014223i,-0.00051168+0.0013746i,-1.9911e-06+0.00050975i
0.001317+0.0016001i,0.00067146+0.00080901i,0.0012621+3.1322e-05i,0.001407-0.00077582i,0.00077688-0.0019933i,-0.00068163-0.0014231i,-0.001453-0.00041535i,-0.00039138-0.00090834i,0.0005356-0.00043456i,0.00052687+0.00077264i,-5.6764e-05+0.00044285i,-0.00011329-0.0005887i,0.00042607-0.0012224i,0.0003466-0.00087233i,9.769e-05-0.00050788i,0.00061275-0.0010226i,0.00078039-0.001182i,0.0003192-0.00045349i,-0.000327-0.00063866i,0.00011702-0.00098401i,0.00087919-0.0006458i,-5.6031e-05-0.00039033i,-0.00065546-0.00038692i
0.0015882-0.00043249i,0.0019887-0.0018638i,0.0023066-0.003412i,0.0020762-0.0037449i,0.0013799-0.0029743i,0.00076568-0.002024i,2.5441e-05-0.0010792i,-0.00093907-0.00079994i,-0.00061663-0.0007174i,-7.9987e-05-0.00034199i,-0.00038068-1.9861e-05i,-0.00014002-0.00070354i,0.00049125-0.00040437i,0.00093392+0.00058012i,0.0011265+0.00043825i,0.0007142+7.5621e-05i,0.00019131-0.00031945i,0.00025085-0.00081367i,-4.2361e-05-0.00027486i,-0.00070192+0.00084324i,-0.00023353+0.0012478i,0.00066841+0.00024634i,0.0006866-0.0002214i
0.00052708+0.00076349i,0.00074764+0.00056541i,0.0014482+0.000246i,0.0010456-0.00080556i,0.0010632-0.001945i,0.0008278-0.0020037i,5.5437e-05-0.0015659i,-0.00011951-0.0009105i,-3.5719e-05-0.00097773i,0.00053207-0.00030573i,0.00058983+0.00042872i,0.00016299-0.00094562i,0.00050062-0.0011602i,8.9784e-05-0.00044228i,0.00029401-0.00020952i,0.00056095+0.00012401i,-0.00048166+1.0641e-05i,-0.00038079-0.00085729i,0.00029976-0.0010983i,0.00049466-0.0005515i,0.00037202+7.8235e-05i,0.00030336-0.00025461i,-0.00011155-0.00011204i
-0.0014031-0.0010656i,-0.00085069-0.00021949i,-0.00079821-9.4583e-05i,-0.00047871-0.00049154i,-0.00041965-0.00090968i,-0.00080984-0.0011968i,-0.0013984-0.0011819i,-0.0019709-0.00056067i,-0.0013418-0.00020361i,-0.00052273-3.1543e-05i,-0.00085154+0.00055659i,-0.0010943+0.00034675i,-0.00045645+0.00037459i,0.00010273+0.00029731i,7.3125e-05-0.00019539i,0.00039074-8.9943e-05i,0.00036596+6.8473e-05i,-0.0001522-0.00036804i,-0.00014895-0.00045763i,-6.9366e-05+0.0002726i,-7.7195e-06+0.00036724i,-0.00014325+0.0001659i,-7.0668e-05-0.00013372i
-0.00057861+0.0011961i,-3.8047e-05+0.00034175i,-7.6431e-05+0.00077437i,-0.00026592+0.0010456i,0.00027375+0.00072962i,0.00046221-0.0003705i,-0.0007694-0.00036251i,-0.0013497+0.0003702i,-0.00071421+0.00028282i,0.00035525+0.0010877i,0.00088205+0.0012603i,0.00091757+0.00070785i,0.00091367-0.00016234i,0.00083938+0.00019568i,0.0012966+0.00065235i,0.0010258-6.8088e-05i,0.00044748-0.00021957i,0.00081607+0.00019488i,0.00056007-0.00010551i,0.00020713-0.000445i,0.00024078-0.00055949i,-8.7236e-05-0.00031466i,-0.00088691+0.00049167i
-0.00080351+0.0018352i,0.00041251+0.0016501i,0.0014005+0.0017853i,0.0028346+0.0015497i,0.0025393+0.001237i,0.0013513+0.0003402i,0.0013911-0.00029402i,0.00057099+0.00017932i,0.00021059+0.00079196i,0.0012326+0.0008124i,0.0021422+0.0002163i,0.0019861-0.00057822i,0.00071641-0.00016851i,0.00057941+0.00013689i,0.00058039-0.00039977i,0.00098166-0.00098468i,0.00058434-0.00095094i,-4.8572e-05-0.00040951i,0.00033784+0.00028167i,0.0013743+0.00073655i,0.0014005+0.00083296i,0.00068515+0.00066403i,0.00018868+0.0004574i
-0.0010393-0.0019616i,-0.00088517-0.0011514i,-0.0011707-0.00090699i,-0.0011046-0.001613i,-0.0012968-0.001139i,-0.0015042-0.00086485i,-0.0017638-0.0011257i,-0.0021037-0.00034686i,-0.00178+0.00066814i,-0.0005827+0.0022087i,0.00037227+0.002553i,0.00065395+0.0014118i,0.00097056+9.643e-05i,0.00058475-0.00070124i,-0.00011676-0.00052982i,-0.00012327-0.00021092i,9.9758e-05-0.00038118i,0.0003888-0.00027757i,0.00062359+0.00013373i,8.0677e-05+0.00068561i,-0.00063459+0.00089532i,-0.00057505+0.0011493i,0.00031202+0.0017557i
0.0020018-0.0019638i,0.0018018-0.0020609i,0.00085445-0.0046365i,-0.001242-0.0054418i,-0.0029115-0.0041283i,-0.004314-0.0024065i,-0.0046724-0.00071657i,-0.0049129+0.001108i,-0.0038626+0.0036082i,-0.0011985+0.0046022i,0.001057+0.0038352i,0.0019872+0.0030216i,0.002083+0.0024034i,0.0017965+0.001822i,0.0010743+0.00019689i,0.0011751-0.00015969i,0.0011686+9.3429e-05i,0.001404+0.00010672i,0.0014201+0.00074066i,0.00060043+0.00015736i,0.00042395-0.00020255i,-0.000138+0.00040857i,-0.00079266+0.00010646i
-0.0010516+0.00080575i,-0.00036433+0.00058219i,0.00032411+0.00047691i,0.00096242+0.0004072i,0.0016842+4.4574e-05i,0.0020361-0.0011752i,0.0021868-0.0022693i,0.0014653-0.0027053i,0.00069748-0.0029901i,-0.00036629-0.0023825i,-0.00094483-0.0017546i,-0.0011607-0.0016574i,-0.00061619-0.00098731i,0.00025551-0.00052097i,0.0011858-0.00059274i,0.0012615-6.6556e-05i,0.00042535+7.061e-05i,-0.00036975-0.00011283i,-0.0013005-0.00019928i,-0.0012882-0.00013433i,-0.0003871-0.00021402i,-9.3963e-05-0.00044851i,0.00027074-4.2704e-05i
-0.0010933+0.0011083i,0.0010995+0.0017813i,0.0025268+0.0030493i,0.0025034+0.0019543i,0.001734+0.00049892i,0.00056167-0.0001311i,9.8663e-05-0.00041386i,0.00059167-0.00053996i,0.000106-0.0010067i,-0.00058223-0.00084654i,-0.00049129-0.00026451i,-0.00056056-0.00010885i,-0.00084716+0.00020797i,-0.00048649+0.00053624i,0.00018289+8.7212e-05i,0.00018791+1.0995e-05i,0.0004408-0.00023708i,0.0008627-0.00076485i,0.00050097-0.00095665i,-8.2189e-05-0.0010598i,0.00028699-0.00060658i,0.00080766+0.00040613i,0.00094789+0.00078423i
0.0005407+0.0019657i,0.00060919+0.0014492i,0.00070695-0.00018173i,0.0008051-0.0010098i,0.00066826-0.001269i,0.0005069-0.0014503i,0.00052906-0.00083636i,0.00091448-0.00059708i,0.0013784-0.0013014i,0.0017552-0.0021256i,0.0015006-0.0021113i,0.00079405-0.00091277i,0.00040063+0.00070305i,-0.00022829+0.00063942i,3.4038e-06-0.00026482i,0.00076948-0.0002592i,0.0004127-0.00012849i,0.00040726-6.2304e-05i,0.00068074+0.00041946i,0.00038982+0.00037459i,0.00040071-0.0002317i,0.00024114-9.1497e-05i,0.00012926+8.3016e-05i
0.00076563-0.00085353i,0.0012315-0.00011525i,0.0013833+0.00082526i,0.0010787+0.00010224i,0.00061267-0.00033476i,7.2324e-06+0.00018082i,0.00037342-0.00028014i,0.0013171-0.0010145i,0.001006-0.001252i,0.00039567-0.0011768i,-8.3913e-05-0.00034189i,0.00039597+5.1058e-05i,0.00064458+0.00014401i,0.00072815+4.0588e-05i,-0.00014358-0.00010145i,-0.0015596-7.653e-06i,-0.00061665+0.00020756i,0.0010208+0.00036959i,0.0012385-2.0596e-05i,0.00022527-9.4935e-06i,-0.00027682+0.00033807i,-0.00026582+0.00080458i,-0.00069291+0.001229i
-0.0008727+0.00020407i,-0.0014869-0.00018166i,-0.0013612-0.00068097i,-0.0012353-0.00052743i,-0.0014401+0.00023284i,-0.00119+3.3155e-05i,-0.00044351-0.00046908i,-0.0006747-0.0010411i,-0.00077586-0.0011771i,-0.00064394-0.00037967i,-0.0011072-0.00014363i,-0.0012003-0.00037912i,-0.0005425-0.00022497i,1.7015e-05+0.00027167i,0.00022877+0.00056646i,1.3467e-05+0.00068192i,2.2049e-05+0.0014871i,2.9597e-05+0.001491i,-7.8658e-05+0.00075897i,-0.00016245+0.00049507i,-0.00079267+0.00084866i,-0.0011124+0.00048056i,-0.00059307-0.00011717i
0.00017972+0.00052574i,-0.00019749-1.4735e-05i,8.383e-05-0.0012146i,0.0001918-0.0014864i,2.7213e-05-0.0008742i,-0.0002436-0.00080785i,-0.00013248-0.00075728i,-0.00014159-0.00071715i,-0.00034307-0.0007892i,0.00023665-0.00045343i,0.00025219-0.0003143i,0.00021154-0.00073005i,0.00079929-0.00056618i,9.405e-05-0.00013234i,-0.00085595-2.6553e-05i,-0.00029987-7.5913e-05i,0.00016016-0.0005167i,0.00030078-0.00044033i,6.3324e-05+7.6808e-05i,-0.0001532+1.928e-05i,0.00025862-0.00063885i,0.0011156-0.00079176i,0.00058011-0.0004784i
-0.00061394+0.001003i,-0.0010999+0.0003667i,-0.0014757-5.2841e-05i,-0.00096799+0.00046941i,-0.00024794+0.00014954i,1.6665e-05-0.0011224i,-0.00076668-0.0016851i,-0.0005209-0.0016976i,-0.00035525-0.0012726i,-0.00051838-0.0010386i,0.00058683-0.00077509i,0.00062815-7.164e-05i,-0.00031121+0.00059967i,0.00026207+0.00042926i,0.0010534-8.5607e-05i,0.0015191+0.00016338i,0.0011777+0.00036042i,0.00016182+0.00022505i,-0.00024331+0.00054139i,0.00040006+0.0011834i,0.0011458+0.00121i,0.00078914+0.0005185i,-0.00013725+4.1638e-05i
0.0011465-0.00020461i,0.00062006-0.00095691i,0.00083632-0.00076255i,0.0013176-0.0011338i,0.00082339-0.0015644i,-0.0009347-0.00030678i,-0.0014985+0.00067883i,-0.00031815+0.00036014i,0.0001959-0.0005721i,-0.00046817-0.00086305i,-0.00055215-0.00036883i,0.00010537-8.1926e-05i,-5.3387e-05-0.0001852i,-0.00018788-0.00018927i,0.00020359-0.00015007i,0.00031219+0.00019492i,0.00014698+0.0001091i,-1.8833e-05-0.00091405i,0.00037397-0.001252i,0.00079979-0.00064543i,0.00027034-0.00034736i,-0.00046647-0.00034218i,-0.00036514-0.00013628i
-0.00049054+0.0004527i,-0.00062317-0.00010467i,0.00028425-0.0013651i,0.0010402-0.0018678i,0.0012049-0.0015806i,0.00094538-0.0012957i,0.00059784-0.0012647i,0.00026194-0.0021038i,0.00052936-0.001755i,0.00066917-0.001019i,-0.00024589-0.00085889i,-0.00057271-8.1631e-06i,8.201e-05+0.00072133i,0.0007682+0.00031984i,-0.0001835+3.3953e-05i,-0.00076522+0.00019386i,0.00021806-0.0004064i,7.3934e-05-0.00075777i,-0.00066126-9.8486e-05i,0.00026353+0.00011799i,0.00061026-0.00020925i,-0.00042213+0.00030726i,-0.00058724+0.00056933i
-7.7614e-05+0.00068814i,-0.00077707+0.0014175i,-0.00078719+0.0024142i,-0.00024397+0.0010119i,0.00021465-0.0012164i,-0.00037815-0.0020237i,-0.0011672-0.0012426i,-0.0009647-0.00067898i,-0.00024533-0.000528i,-0.00051074-0.00031151i,-0.00080876-0.00037138i,-0.00066356-0.00013604i,-0.00041677-0.0001446i,-0.00050304-0.00037208i,-0.00057894-0.00048074i,6.4107e-05-0.00051854i,0.00056735-0.00029724i,5.6087e-05-8.9869e-05i,-0.0010378+0.00041364i,-0.00064782+0.00067411i,0.00092262+0.00069219i,0.00080391+0.00014369i,0.00048267-0.00075953i
-0.00037732+0.00048198i,-0.00076231+0.00030007i,0.00034503-0.00015427i,0.0013049-6.7933e-06i,0.00065369-0.00028718i,-5.1353e-05-0.00047041i,-0.00013569-0.00054524i,7.7132e-05-0.00079088i,0.00079835-0.0010813i,0.00059758-0.0012823i,0.00021957-0.00091676i,0.00023252-0.00039504i,2.7463e-05-0.00012457i,0.00027312+0.00058721i,0.00076388+0.00018786i,0.00051663-6.1896e-05i,0.00045473-0.00015959i,0.00067715-0.0010749i,0.00052463-0.0011083i,0.0001098-0.00072675i,0.00014705-0.00060017i,0.00016847-0.00063215i,-0.00014167-0.00038789i
-0.00036719+0.00017895i,-0.00021183+0.00094164i,-0.0003072+0.00095101i,-0.00043677+0.00069765i,-0.00028361+0.00074853i,-0.00022371+1.2985e-05i,0.00059733-0.00083902i,0.00097155-0.0009912i,0.00070118-0.00094537i,0.00016956-0.00031997i,0.00023866+5.7079e-05i,0.00016748-0.00021444i,9.0293e-05+0.00041196i,0.00039227+0.0010364i,0.00064612+0.00082119i,0.00097987-5.5257e-05i,0.00071516-0.00068649i,0.00031446-0.00021833i,0.00024873-8.2665e-05i,0.00069959-0.00040087i,0.0012716-0.00034663i,0.00069984-0.00042067i,-0.0001683-0.00065305i
-0.001999-0.00099483i,-0.0012247+0.00034894i,-0.00033508+0.00094677i,0.0010973+0.00096401i,0.0002417+0.00076892i,0.00011329+2.6825e-05i,0.0009017-0.00032527i,0.00059584-0.00042824i,-0.00045804-0.00043931i,-0.0011817-0.00015921i,-0.00031537+0.00099235i,0.00012875+0.0013495i,-0.00028665+0.0010505i,-0.00044965+5.3734e-06i,0.00072215-0.00081002i,0.0014614-0.00061565i,0.0010969-0.00038892i,0.00052737-0.00017049i,2.0924e-05+7.7026e-05i,-0.00011152+0.0001907i,-0.00072025+0.00012363i,-0.00082732+0.0007454i,-0.00027475+0.001556i
-0.00040484-0.00052627i,0.00010781+1.1959e-05i,-0.0010829-0.00034304i,-0.0017013-0.00080447i,-0.00075775-0.00020914i,-0.00013636+8.4103e-05i,-1.8355e-05-0.00048576i,0.00026094-0.00093669i,0.00024542-0.00081141i,-0.00035907-0.00010527i,-0.00076976+0.00014737i,-0.00032864-6.8894e-05i,-0.00010219+4.6717e-05i,-9.2169e-05-0.00061756i,0.00039906-0.00058519i,0.00060858+0.000206i,0.00014069-9.2239e-06i,0.00055134-0.00021673i,0.00096086+7.6191e-05i,0.00055239-3.0686e-05i,0.00032738-0.00017884i,0.0006241+0.00018245i,0.00058507+0.0002073i
-0.0010138+0.0011658i,-0.00040976+0.0016789i,-0.00020545+0.001759i,0.00012611+0.0016841i,-0.00013167+0.00086529i,-0.00018109-0.00064089i,-0.00019514-0.00078628i,-0.00084123-0.000199i,-0.0010539-0.00022606i,-0.00069608-0.00029234i,0.00016965-0.00043191i,0.00044343-0.00074639i,0.00061893-0.00011103i,0.00021097+0.00027398i,-0.00024512+2.9096e-05i,7.8159e-05-9.4788e-05i,0.00060234-0.00057762i,0.0012734-0.00066711i,0.0015154-0.00037802i,0.00097655+2.3936e-05i,0.00027617-0.00012382i,-1.525e-05+0.00023687i,-0.00020006+0.00093806i
0.0006213-0.0016889i,0.00040171-0.0022783i,0.00055-0.0028432i,0.00099674-0.002769i,0.00031039-0.0016261i,-0.00069131-0.0016842i,-0.00079259-0.0018497i,3.0415e-05-0.0011645i,0.00014794-0.0011255i,-0.00036609-0.00094076i,-0.00013109-0.00063139i,-6.2727e-05-0.00013175i,-0.00021611+0.00044669i,-0.00011943+0.00027951i,0.00031625-0.00058789i,0.000865-0.0010447i,0.00045706-0.0011507i,-0.00012387-0.00094953i,-0.00067404-0.00039553i,-0.0009918-4.6965e-05i,-0.00082142+0.00044002i,-0.00049952+0.00031007i,-0.00041829+0.00051099i
0.002313-0.00032894i,0.0024756+0.00056277i,0.0021428+0.00048389i,0.0010456-0.0013918i,0.0011512-0.0018575i,0.0014054-0.00122i,0.00055478-0.00037662i,-0.00068276-0.00081056i,-0.00069381-0.0011839i,-0.00017302+3.9022e-05i,-0.00054316-0.00010592i,-0.00040678-0.00097336i,0.00039054-0.00087163i,0.0006151-0.00069196i,0.00070661-0.00046478i,0.0010448-3.7489e-05i,0.00103-0.00015593i,0.00012626+8.938e-05i,-0.00083861+0.00062778i,-0.00047692+5.5488e-05i,0.00011617+0.00033405i,0.00013994+0.0015667i,-0.00034278+0.0012825i
0.0010961-0.00033853i,0.001129-0.00061225i,0.0011257-0.00069293i,0.0012011-0.0011837i,-1.6316e-05-0.001943i,-0.0011382-0.0020039i,-0.0011121-0.0018712i,-0.00027896-0.00069322i,-7.5531e-05-1.9274e-05i,-0.00018755-0.00061055i,0.00042395-0.00021647i,0.0009005+0.00060093i,0.00082118+0.00071201i,0.00093491+0.0010295i,0.00092766+0.00068825i,0.00064529-0.00025766i,0.00015231-0.00022787i,-0.00031161-0.0003118i,-0.00022441-0.00049302i,0.00033665-0.00046327i,0.0008669-0.00025072i,0.0010648+0.00019407i,0.00065056+0.0012464i
0.00010691-0.0021836i,-0.00039743-0.0015978i,-0.0011252+1.8514e-05i,-0.0012179+0.00018858i,-0.0005186-0.0007641i,2.6476e-05-0.00025876i,0.00024211-0.0010726i,-0.00026605-0.0015401i,-0.0004876-0.00067657i,-0.00090415-0.00028671i,-0.00072475-0.00057137i,0.00013653-0.0005796i,7.6081e-05-0.00022409i,-0.00030198+4.0897e-05i,-0.00072747+0.00029541i,-4.5032e-05-0.0003182i,0.00016509-0.00043062i,7.9733e-05+0.0003671i,0.00026838+0.00050561i,-0.00020348+0.00037575i,-0.00014382+0.00029611i,0.00047486+0.00046279i,0.00081286+0.00014662i
-0.00029206-6.6648e-05i,-0.00092556-0.001123i,-0.00054976-0.0011486i,-0.00064124-0.00012126i,-0.00092522-0.00052445i,-0.00042466-0.00099348i,0.00011128-0.0010781i,0.00040021-0.00074985i,-0.00012568-1.0771e-05i,-0.00070883+0.00036315i,2.3867e-05+0.00045877i,0.00016567+7.5165e-05i,0.0010456+9.7187e-05i,0.0014467+0.00037276i,0.000917+0.00026457i,0.00091646-0.00029833i,0.00059065-0.00068584i,0.00036335-0.00020546i,0.00017857-0.00016781i,0.00019876-0.00040433i,0.00098876-2.2566e-05i,0.00084652+0.00028489i,0.00016464-9.0639e-06i
-0.00086971-0.0011335i,-0.00059799-0.00044178i,-0.0011986+0.00062882i,-0.0009847+0.00055861i,-4.4592e-05-0.00032014i,-4.0432e-05-0.0010135i,-0.00033574-0.0013224i,-0.0002758-0.00097639i,-0.00040879-0.00090799i,-0.0002806-0.00068393i,-0.00018852+0.00035611i,-0.00063343+0.00080451i,-4.6815e-05+0.00063681i,0.00060659+0.00013963i,0.00086449-6.9578e-05i,0.00024739+0.00017459i,-6.0164e-05+0.00032833i,-0.00021981+0.00034001i,-0.00058712-0.00029687i,-0.00083611-0.00060287i,-0.00060644+0.00011461i,0.0002032+0.0012182i,0.0011968+0.0015484i
