-0.001278+0.0014908i,-0.0006324+0.00081063i,-0.00085285+0.0010032i,-0.0017312+0.00049434i,-0.0026179+0.00103i,-0.0021604+0.0014806i,-7.7271e-05+0.0022275i,0.00099015+0.0032798i,0.0010683+0.0022342i,0.001413+0.00043854i,0.0013395-0.00015248i,0.00023628-0.00052809i,-0.00065149-0.00075169i,-0.00045114-0.00012004i,-0.00031428+0.00077489i,-0.00035545+0.00098071i,-4.0717e-05+0.00061079i,0.00046056-0.00018368i,0.00050424-0.00039528i,-0.00025563-0.00069064i,-0.00032537-0.00073496i,0.00010302+0.00016327i,-0.00034757+0.00044546i
-0.00031721-0.0001229i,-0.0004584-0.0012091i,0.0012542+0.0003953i,0.0017904+0.0024494i,0.00086863+0.0046488i,0.00020832+0.0049274i,-0.00043606+0.0040632i,-0.0012402+0.0030501i,-0.0010098+0.0018528i,-0.0003002+0.0013198i,0.00037095+0.00096599i,0.00083155+0.00043478i,0.00040943+4.3954e-05i,-0.00025718+8.3895e-05i,-0.00012865+0.00071203i,1.0753e-06+0.00059947i,-0.00041337+4.4132e-05i,-0.0002663-0.00023393i,0.00011837-0.00063235i,0.00053363-0.0011904i,0.00010887-0.00054465i,-0.00029828-7.4175e-05i,-0.00068723-0.00016364i
-3.1475e-05+0.0017361i,0.0019168+0.00073783i,0.004014+0.00037948i,0.0036913+0.00097662i,0.0024038+0.0036178i,0.0005507+0.0057582i,-0.0013+0.0054321i,-0.0022544+0.0037984i,-0.0017669+0.0021457i,-0.00090342+0.0012836i,0.00014953+0.0011069i,0.00063893+0.00089272i,-0.00037037+0.00033203i,-0.0011623-0.00051i,-0.0015437-0.00048219i,-0.0010559-0.00047239i,-0.00015779-0.00051975i,0.00030698-0.00065447i,0.0004336-0.00059472i,0.00022791-0.00014389i,-6.7228e-05+0.00046588i,-0.00028729-0.000124i,-0.0004196-0.00071832i
0.0023627+0.0023419i,0.0032812+0.001572i,0.0042103+0.0023248i,0.0038488+0.0025516i,0.0025615+0.004686i,0.00099828+0.0058851i,-4.6814e-05+0.0046547i,-0.00075386+0.002688i,-0.00083094+0.0010974i,9.7614e-05+0.00070449i,0.00019534+0.00042336i,-0.00030411-0.00023219i,-0.0014526-0.00029927i,-0.0010104-0.00032965i,9.3823e-05+9.0074e-05i,0.00075703+0.00084428i,0.0012642+0.00091112i,0.00095276+0.00073142i,0.00062703+0.00024976i,5.1504e-05+0.00056409i,-0.00060156+0.0010183i,-0.0012097+0.0003939i,-0.0015929-0.00011538i
0.0031926+0.003646i,0.0030371+0.0027981i,0.0038943+0.0033298i,0.0026627+0.0029033i,0.00039146+0.0038627i,-0.0017158+0.005359i,-0.0027181+0.0041667i,-0.0017314+0.0021919i,-0.00087303+0.0010533i,-0.00045631+0.00039226i,-0.0001919-5.5901e-05i,-0.00038866-0.00052273i,-0.00072914-0.00011456i,-0.00027477+0.0004453i,0.00025001+0.00018584i,0.00034901-0.00076162i,0.00054811-0.001309i,0.00068456-0.0011214i,0.000379-0.00076363i,-0.00070189-0.0007561i,-0.0011526-0.00075926i,-0.000587-0.00053682i,-0.00024101-0.00034942i
-7.0794e-05+0.0028907i,0.0018142+0.0025128i,0.0022266+0.0018869i,0.0011777+0.0017935i,0.0010384+0.0033818i,-0.00031344+0.004547i,-0.0023904+0.0037836i,-0.0022005+0.0021921i,-0.00080202+0.0010749i,-0.00026489+3.6999e-06i,0.00027339-0.00047843i,0.00056107-9.0425e-06i,-0.00010448+0.00047327i,-0.0009905+0.0012652i,-0.001448+0.0012119i,-0.00081288+6.6541e-05i,-8.2208e-05-0.00096977i,0.00032944-0.0014847i,-0.0002208-0.0010912i,-0.00057695-0.000152i,-0.00046259+0.0009897i,-0.0010959+0.00054852i,-0.0013558+2.2471e-05i
-0.0014101+0.0033269i,-0.00068552+0.0022631i,0.0012796+0.0026189i,0.0020508+0.0030197i,0.0010005+0.0041938i,-0.00036109+0.0052864i,-0.0010734+0.004251i,-0.0013267+0.0028092i,-0.0012397+0.0014769i,-0.00012166+0.00022189i,0.0006785-0.00053394i,0.00035815-0.00085246i,6.8074e-05-0.00061822i,1.63e-05-9.8399e-05i,-0.00028912+0.00035568i,-0.00050797+0.00048234i,-0.00024207+0.00035352i,0.00013696+0.00044741i,0.00025817-0.00039861i,-7.708e-05-0.0010105i,-0.00015122+0.00014609i,-0.00021325+0.00053146i,-0.0012092+0.00019355i
-0.0012717+0.0025309i,-9.1114e-05+0.0028544i,0.0026471+0.0027936i,0.0029709+0.0028706i,0.00084005+0.0044526i,-0.00089882+0.0056452i,-0.0015373+0.004755i,-0.0014656+0.0028434i,-0.00076354+0.001925i,-0.00043247+0.0013564i,-0.00057531+0.00073398i,-0.0007253+0.00019503i,-0.00057532-0.00042362i,-0.00049228-0.00034965i,-0.00050368+0.00076387i,-0.00017727+0.00067476i,0.00028034-0.0001193i,0.00080167+0.00010032i,0.00039009-2.0146e-05i,-1.2617e-05+0.00014193i,-0.00026587+6.4191e-05i,-0.00092165-0.00045412i,-0.000669-0.00080273i
-0.0036334+0.00093505i,-0.0014337+0.001608i,0.00015577+0.002888i,0.00022217+0.0043075i,-0.00099908+0.0068163i,-0.0018323+0.0067965i,-0.0019287+0.0038382i,-0.0022525+0.0013487i,-0.0018286+0.00041541i,-0.0013295+0.00063526i,-0.00052595+0.0010414i,0.00047881+0.000653i,1.6717e-05-0.00015406i,-0.00070025-0.00024154i,-0.00047204+0.00090411i,-0.00027853+0.0011776i,-0.00034384+8.6856e-05i,5.5818e-05-0.00011887i,-0.00012549-0.00019969i,-0.00084872-4.9711e-05i,-0.0013497+0.00044077i,-0.001078-1.6466e-05i,-0.00041487-0.00042784i
-0.00090878-0.00084031i,-0.0011428-0.00019337i,4.3993e-05+0.0014522i,-0.00013919+0.0025279i,-0.0020337+0.0042518i,-0.0037082+0.0058104i,-0.0043223+0.0039279i,-0.0029364+0.0010849i,-0.0005826+0.0002323i,0.00071967-6.7178e-05i,0.00066517+0.00018645i,1.725e-05-8.2392e-05i,-0.00045293-0.0006033i,-0.00091158-0.00020421i,-0.0009577-0.00014741i,0.0002522+0.00019701i,0.00098468+0.00064853i,0.0011309+0.00061152i,0.00027603+8.3838e-05i,0.00012705-0.00024426i,0.00051079+4.068e-05i,0.00036524-0.00012758i,0.00018911-0.00080072i
-0.00070183+0.0020771i,-0.0008204+0.0016833i,0.00069889+0.0014263i,0.00063933+0.0012674i,-0.00026224+0.0030144i,-0.0021181+0.0040321i,-0.0023812+0.0027214i,-0.00065561+0.00095056i,0.00012715+0.00025659i,4.4498e-05+0.00010016i,0.00017727+0.00065571i,0.00013306+0.00071912i,-0.00015785-0.00033262i,-0.00044599+3.0819e-05i,-0.00074503+0.00045119i,-0.00056456+0.00010557i,-6.1064e-05+4.9653e-05i,5.6095e-05-8.7019e-05i,7.7606e-05-0.00024132i,-0.00027026-0.00050439i,-0.0004004-0.00043531i,-0.00010443+5.747e-05i,0.00015059+3.3631e-05i
0.002949-0.0022721i,0.0023196-0.0016273i,0.0028161+2.1405e-05i,0.0010675+0.0015588i,-0.0018706+0.0038088i,-0.0035712+0.0047896i,-0.0039514+0.003245i,-0.0029972+0.0011712i,-0.0011618-6.9012e-05i,-0.00063942-0.0010957i,-0.0012002-0.0013941i,-0.0010244-0.00068687i,-0.00018665-0.00013787i,-0.00098015-7.5405e-05i,-0.0011215+0.0002253i,-0.00025662+0.00020967i,0.00048894-0.00041501i,0.00070495-0.00060784i,-0.00018949-0.0003483i,-0.00060365-0.00051722i,-0.00016041-0.0004057i,-2.7742e-05-3.0084e-05i,-0.00083217-0.00015542i
0.001036-0.0011791i,-0.00011689-0.00042641i,-0.00020396+0.00076048i,-0.00038271+0.0011636i,-0.0024361+0.0026128i,-0.0043633+0.0036413i,-0.0045209+0.002521i,-0.0024311+0.00045847i,-0.00071091-0.00095041i,-0.00037874-0.00014284i,-0.00051984+0.00076185i,-0.0006878+0.00050207i,-0.00075166-1.3419e-05i,-0.0007081-0.00017679i,-0.00026337+0.00050268i,0.0009437+0.00049148i,0.00079514+0.00028376i,0.00035646+0.00060205i,-0.00011194+0.00017745i,-8.7723e-05-6.347e-05i,0.00018765-0.00052031i,-0.00021308-0.00027829i,-0.00040738+0.00036465i
-0.00096053-0.0010011i,-0.0014099+0.00024099i,-0.00027656+0.0027547i,-4.1833e-05+0.0042091i,-0.0015191+0.0053835i,-0.0024177+0.0049662i,-0.0021561+0.0022273i,-0.0019974+0.00065779i,-0.001509+0.00030011i,-0.00023166-6.6186e-05i,0.00114-0.00050709i,0.0016168-0.00047656i,0.00083287-0.00059107i,-0.00022387-0.00050702i,-0.00087029-2.6208e-05i,-0.00022681+0.00024988i,-0.0002026+0.00014502i,-0.00037272-0.00018433i,0.00027578+0.00012835i,0.00030466+0.00032305i,4.9132e-05-2.98e-05i,-8.4623e-05-1.4673e-05i,-0.00020137+0.00030671i
0.0048657-0.0030172i,0.0045687-0.0031228i,0.0026171-0.0011932i,-0.00025056+0.0010564i,-0.0032777+0.0022707i,-0.0053314+0.0033542i,-0.0051083+0.0027045i,-0.002798+0.00092382i,-0.0013699+0.00016932i,-0.0013223+0.0003263i,-0.00083727+0.00039283i,8.8885e-05+0.00032955i,-0.0002626+0.00034634i,-0.00050681-0.00017154i,-0.00043648+0.00028382i,0.00025554+0.00094548i,0.0011394+0.00021269i,0.0012144-0.00035031i,0.00010535-0.00032797i,-0.00052257-0.0003479i,0.00026384-4.1725e-05i,0.00020793+0.00054986i,2.8136e-05+0.00037151i
0.0024836+0.0037876i,0.0027017+0.0018799i,0.0028232+0.0021083i,0.0016819+0.004258i,-0.00067072+0.0062808i,-0.0023415+0.0053732i,-0.0026689+0.002293i,-0.0022321+0.00055646i,-0.0014124+0.00042623i,-9.7979e-05-0.00010983i,0.0011252-0.00028736i,0.0019026+2.4379e-05i,0.0009331-0.00021639i,-0.00041233-4.3419e-05i,-0.0009449+0.00014661i,-0.0006801-0.00026974i,1.0119e-05-2.8793e-05i,0.00015275-5.8398e-05i,2.8483e-05-0.0008428i,-0.00040909-0.0007448i,-0.00020513-0.00019188i,0.0007891-0.00011521i,0.0010483-0.00029006i
0.0041436+0.0026125i,0.002844+0.0036217i,0.0025082+0.0037716i,0.0011468+0.0029952i,-0.0019663+0.0031482i,-0.00396+0.002865i,-0.0032803+0.00082927i,-0.0015219-0.00027626i,-0.00064415+0.00046444i,-0.00036946+0.00073i,1.0846e-05+0.00043187i,0.00028246+0.00029262i,-9.6035e-05+0.00059559i,-0.00052623+0.00042777i,-0.00032574+0.00031278i,-0.00021142+0.00035277i,-0.00059142+0.00024636i,-0.00050429-1.4073e-05i,-0.00082832-0.0003768i,-0.0012654-0.0002774i,-0.00044964+0.00011928i,0.00017562+0.00036775i,0.000439+0.00089685i
0.00079314+0.0027443i,0.00032482+0.0027518i,0.0005418+0.0035939i,-0.00037573+0.003621i,-0.0018617+0.0035948i,-0.0031142+0.0033047i,-0.0038316+0.0015925i,-0.0029017-6.1909e-05i,-0.0010998-0.00049753i,0.00059456-0.00043752i,0.0011356-0.00035798i,0.00028708-0.00012947i,3.5138e-05-0.00029411i,-0.00042897-0.00064571i,-0.0011704-0.00053884i,-0.00067721-0.00039742i,0.00013117-0.00059551i,0.00082978-0.00070734i,0.00085048-0.00011335i,0.00048312+0.00041351i,0.00048248+0.00049559i,1.0663e-05+0.00015313i,-0.00038769+0.00013409i
-0.00012758+0.0050545i,0.00017431+0.0027918i,0.0016489+0.0024594i,0.00067237+0.0029376i,-0.002262+0.0033006i,-0.0029108+0.0027806i,-0.0025619+0.0011367i,-0.0014232-0.0010141i,-0.00023997-0.0017035i,9.5432e-05-0.00074929i,0.00027185-3.2558e-05i,0.00078904-0.00013892i,0.00036758+0.00031439i,-0.00097602+0.00093484i,-0.0014808+0.00060959i,-0.00066337-0.00015675i,0.00024108-0.00062045i,0.00061722-0.00056963i,0.0002611-0.00076112i,-0.00072774-0.00084857i,-0.00058463-0.00028336i,0.00021654+0.00039494i,-0.00047304+0.0002255i
-0.0011958+0.003277i,-0.00073219+0.0036385i,-0.00025348+0.0035494i,-0.00075571+0.0037321i,-0.0019332+0.0043759i,-0.0028735+0.0035167i,-0.0025366+0.0016835i,-0.0016618+0.00025915i,-0.00065002+0.00020916i,0.00035949+0.00070402i,0.00067225+5.0591e-05i,0.00021015-5.1763e-05i,-0.0003621+0.00071841i,-0.0012981+0.00082518i,-0.0011118+0.00024058i,-0.00031121+0.00061299i,-0.00019746+0.00010942i,-0.00012346-0.00083215i,-0.00081266-0.00028899i,-0.00046016-4.5471e-05i,-9.777e-05+0.00012208i,-0.00037111+0.00074926i,-6.6227e-05+0.00090734i
-0.0019329+0.0042402i,-0.00016321+0.0035218i,0.0019767+0.0032774i,0.0014478+0.0037142i,-0.00022167+0.0039441i,-0.0019488+0.0022422i,-0.001761+7.0074e-05i,-0.00069703-0.0012737i,-0.00031344-0.00064874i,0.00048487-7.0806e-05i,0.00073074-0.00099568i,0.00054225-0.00093707i,0.00048086+4.9871e-05i,0.00041875+0.00041329i,0.00059774+0.00033607i,0.00076057-0.00027291i,0.0003692-0.00058982i,0.00020896-0.0001176i,0.00035797+0.00026609i,8.46e-05-6.7233e-05i,-0.0010261-0.00025732i,-0.0016368+0.0001818i,-0.00096472+5.1806e-05i
-0.0030352+0.0017399i,-0.0030684+0.00083607i,-0.0019208+0.0005965i,-0.0028041+0.0027468i,-0.00513+0.0046i,-0.0055016+0.0036632i,-0.0042723+0.00083331i,-0.001844-0.0011124i,-7.0292e-05-0.00053062i,0.00027392+0.0011385i,0.00028602+0.0013498i,0.00055328+0.00013592i,0.00047794-0.00046526i,-0.00052589-0.00055011i,-0.0010292-0.0006812i,-0.0004398-0.00023799i,0.0004246-0.00031101i,0.00086997-0.0015217i,0.0010296-0.0014729i,8.82e-05-0.00058893i,8.4586e-05+0.00041066i,0.0006069+0.0011692i,0.0007098+0.00054021i
0.0022867+0.0010283i,0.00086195+0.00069986i,0.0021957+0.0010557i,0.00076231+0.00074926i,-0.0024388+0.00022601i,-0.0043348+0.00012597i,-0.0033795-0.00015041i,-0.00018518-0.00057842i,0.0013395-0.00014033i,0.00065857-0.00034626i,4.4615e-05-0.00092541i,-0.00048302-0.0010241i,-0.0010629-0.00071365i,-0.0016276-0.0003644i,-0.0010701+8.7347e-05i,-0.00027719+0.00083575i,0.00024829+0.0008059i,0.00040429-0.00010055i,-0.00011089-0.00075048i,-0.0010573+8.2833e-05i,-0.0013797+0.0013726i,-0.00095263+0.0013782i,-0.00020836+0.00086112i
0.0010097-0.0032948i,-0.00015739-0.0021544i,-6.0707e-05-0.0010202i,-0.0022724+0.0001471i,-0.0047095+0.0010052i,-0.0053244+0.00087848i,-0.0039937-3.3574e-05i,-0.0016621-0.00095082i,-0.00080725-0.001045i,-0.0013683-0.00013078i,-0.00067583+0.0010163i,0.000415+0.0010463i,0.00023682+9.2134e-05i,-9.9168e-05-0.00072138i,0.00014897-0.00023561i,-0.00022413+0.00064993i,-0.00063238+0.0005746i,-0.00040964+0.0001438i,-0.00026755-0.0010639i,0.00039805-0.001565i,0.0012553-0.00070347i,0.00077698+0.00025592i,-0.00031502+0.00038694i
-0.002653+0.0022059i,-0.0019313+0.0011455i,-0.0011548+0.0022437i,-0.0012348+0.0040503i,-0.0024819+0.0045919i,-0.0025954+0.0025842i,-0.0016326+7.5003e-05i,-0.00076962-0.001002i,1.7454e-05-0.0008441i,0.00090722-0.00014969i,0.0011501+9.2556e-05i,0.00085857-0.0003547i,0.00038205-0.00057433i,-5.5952e-05-2.8203e-05i,-0.00010355+3.0718e-05i,0.00044365-0.00035119i,0.001057+0.00012627i,0.00062318-0.00015418i,0.00037287+5.6924e-05i,0.00053889+0.00043972i,-0.0001119-0.00018726i,-0.00099405-0.00024986i,-0.0011464-0.00038936i
0.0015586+0.00037761i,0.001328+0.00011889i,0.0014882+0.0021692i,2.4279e-05+0.003013i,-0.0018609+0.0020893i,-0.002376-5.824e-05i,-0.001828-0.0011419i,-0.00041168-0.0010692i,0.00083636-0.00080458i,0.001376-0.00037051i,0.0007182-0.00042585i,9.8293e-05-0.00012706i,0.00012951+0.00041229i,0.00028894+0.00018786i,-0.00029961-0.00015578i,-0.00014547-0.000381i,0.00022082-0.0011059i,-8.8067e-07-0.00088055i,-9.453e-05-0.00081554i,-1.5048e-05-0.00123i,-1.9321e-05-0.00065594i,-0.0002339-0.00037354i,-0.00050237-0.00068265i
-0.00036569+0.0026846i,0.00045292+0.0017175i,-1.0872e-05+0.0019844i,-0.0018214+0.0023486i,-0.0035223+0.0027966i,-0.0035646+0.0012761i,-0.002798-0.0011307i,-0.0022376-0.0013663i,-0.00040529-0.00014263i,0.001066+0.00096654i,0.00080879+0.00044188i,0.00026126-0.00061044i,7.6567e-05-0.00061966i,0.00023487+0.00028761i,-6.2727e-05+0.00050704i,-3.8428e-05-0.00011286i,0.00035418+0.00027929i,-8.2384e-05+0.00049019i,-0.0004125-0.0003002i,-0.00034578-0.00042339i,-0.00022434+0.00071817i,-0.00017651+0.00069115i,-0.00036246-0.00017134i
0.001481+0.0041676i,0.0014525+0.0022368i,0.00059767+0.0010023i,-0.0014441+0.00064058i,-0.0032731+0.0006021i,-0.0038496+0.0002102i,-0.0028582-0.00084864i,-0.00063732-0.0011145i,0.00016386-0.00084196i,0.00013898-0.0002084i,0.00040563+0.00021715i,0.00031437-2.8215e-05i,-0.0001194-0.0003575i,-8.8392e-05-0.00033645i,-0.00026675-0.00031006i,-0.00022976+2.104e-06i,5.5917e-05+0.00013216i,-3.5143e-05-8.5507e-05i,0.00025137-0.00076778i,0.00038875-0.00128i,0.00050613-0.0010896i,0.00057664-0.00096373i,4.7319e-05-0.00052071i
0.0011331+0.0031732i,0.0018729+0.0021268i,0.001709+0.0016765i,0.00058212+0.0015236i,-0.0011724+0.0010575i,-0.001637+2.1946e-05i,-0.00061661-0.00088622i,0.0003046-0.0012348i,0.00032163-0.00021802i,0.00059713+1.0225e-05i,0.0005251-0.00066024i,-0.00036744-0.00041018i,-0.00088069-0.00032571i,-0.0011294-0.00034304i,-0.0010724+0.00015233i,-0.00038756+0.00072972i,0.00029161+0.00083956i,-5.1605e-05+0.00030956i,-0.00074658-0.0001444i,-0.00054394-0.00062326i,0.00063497-0.00057734i,0.0010311-0.00018991i,0.00031538-0.00019554i
0.0013112+0.0042754i,0.0011642+0.0037127i,0.0018591+0.0018787i,0.00068877+0.00034497i,-0.0013187-7.1739e-05i,-0.0015789-0.0014116i,-0.00055927-0.0023243i,0.00010144-0.001237i,0.00059879+7.2134e-05i,0.0016279+0.00057804i,0.0019335+0.00096733i,0.0012572+0.00065103i,0.00053196+0.00030598i,0.00034593+0.00040809i,-0.00043913-0.00011738i,-0.00040017-0.00074207i,0.00063305-0.00018658i,0.00080175+3.4141e-05i,0.00064395-0.00040186i,-3.1245e-05+0.00010044i,-0.00048261+0.00018014i,-0.00010334+0.00020855i,0.00035809+0.00063964i
-0.0030935+0.0017656i,-0.0035874+0.0013445i,-0.0026475+0.0018877i,-0.0027103+0.0026381i,-0.0035059+0.0032058i,-0.0033849+0.0018451i,-0.002565-0.00058676i,-0.00088874-0.0018328i,-7.1272e-05-0.0010547i,-2.7212e-05+0.00010838i,0.00056687+0.00052882i,0.001132+0.00037058i,0.00026385+0.00015553i,-0.00073321+0.00041779i,-0.00039076+0.00055563i,0.00049278+5.2681e-05i,0.00084433-0.00017271i,0.00097881-3.8661e-05i,0.00093952+0.00063598i,0.00034535+0.00076086i,-0.00031353+0.00088283i,-5.6839e-05+0.00075891i,-0.00024762+0.00068995i
-0.0048393-0.00050033i,-0.0055466+0.0015854i,-0.0043657+0.0026175i,-0.0036365+0.0027578i,-0.0039744+0.0033851i,-0.0023115+0.0021514i,0.00039006-3.1366e-05i,0.0014808-0.0005773i,0.0007125+0.00029417i,0.00034042+0.0011138i,0.00038293+0.00087202i,0.00040735+0.00038622i,0.00058444+0.00013568i,0.00029365+0.00033173i,-0.00052169+0.00077141i,-9.9876e-05-0.0003199i,0.00031083-0.00053452i,5.4049e-05-0.00026182i,0.00032285-0.00056622i,-3.104e-06+0.00037722i,-0.00050184+0.00084208i,-0.00018625+0.0005596i,0.00036462+0.00071122i
-0.0032672+0.0021789i,-0.0015932+0.0016445i,-0.00061988+0.0012545i,-0.0019166+0.00066756i,-0.0031565+0.00053715i,-0.0032948-0.00016926i,-0.0012263-0.0019526i,0.00069368-0.0020791i,0.0012235-0.00066211i,0.00097167-0.00010545i,0.0011853-0.00024635i,0.0010814-0.0005651i,0.00034336-0.0012894i,-0.00055201-0.00067368i,-0.00041518+0.00051037i,0.0004282+0.00064714i,0.00057315+0.0010048i,3.5057e-06+0.00042455i,-0.00026437-0.00044116i,-9.8768e-05-0.00033447i,0.00044188-0.00018545i,0.00078642-0.00011482i,0.00071919+0.00040139i
-0.0010876+0.0023729i,-0.00077553+0.00066404i,0.00048408+0.00017939i,0.00028549+0.00062208i,-0.0020884+0.0018135i,-0.0026998+0.00064602i,-0.00062084-0.00095681i,0.0011326-0.00071628i,0.0011826-0.0003407i,0.00043311+0.00014876i,0.00060744+0.00045848i,0.0014202+0.0006251i,0.00064381+0.00072734i,-0.0007788-6.1583e-05i,-0.0011072-0.00047851i,3.1948e-07+0.0003456i,0.0011161+0.001582i,0.00022575+0.0010185i,8.608e-06-0.00070476i,0.00044469-0.00084854i,0.00021065-8.8116e-05i,-0.00028442+8.1987e-05i,-0.0013537+0.00052456i
-0.0011005-0.0021203i,-0.0021915-0.0016628i,-0.0012535-0.00076613i,-0.0023729-0.0004377i,-0.0044493-0.00042826i,-0.0031795-0.0010659i,-3.9675e-05-0.0012464i,0.0011704-0.0007379i,0.00064014-9.345e-05i,0.0004758+0.00076091i,0.00043688+0.0016315i,0.00044132+0.0015592i,0.00049191+0.00076443i,9.6276e-05+0.00057369i,0.00012032+0.00045115i,0.001019+6.5094e-05i,0.00066191+0.00024763i,-8.6486e-05+0.00050968i,-6.0531e-05+0.00041692i,0.00049192+5.245e-05i,0.0001297-0.00029266i,-0.00056085-0.00017514i,-1.4506e-05+5.9091e-05i
-0.00066723+0.00017047i,-0.00055855-0.00045171i,-0.00014711-0.00031985i,-0.0010751+0.00018349i,-0.0022535+0.00020158i,-0.0019688-0.00060668i,-0.00016394-0.0018313i,0.0012038-0.0013496i,0.0011085+0.00071869i,0.00066125+0.00095646i,0.00084679+0.00046068i,0.00052791+0.0010143i,-0.00066452+0.00080057i,-0.00050332+0.00027841i,0.00069456+0.00024127i,0.0012152-0.00029938i,0.0011161-0.00024808i,0.00030214+0.00033427i,-0.00049701+0.00048901i,-0.0002991+0.0006021i,-0.00017926+0.0002967i,-0.00045173-0.00013301i,-7.4824e-05+5.862e-05i
-8.8625e-05-0.0013226i,-0.0020274-0.0011721i,-0.00056981+0.00087002i,-0.00065408+0.0011337i,-0.0024468-9.3564e-05i,-0.0018212-0.0010783i,-0.00010266-0.00085291i,0.0011242-0.00032257i,0.00027074-0.00017092i,-0.00050065-0.00034444i,0.00015824-5.5683e-06i,0.00067495+0.00048574i,0.00047583+0.00053101i,-7.8036e-05-0.00027014i,1.2181e-05-0.00011867i,0.00062188+0.00023767i,0.00064913+0.00018376i,-0.00032985-8.1709e-05i,-0.00033295-0.00076584i,-0.00017305-0.00080431i,-0.00025588+0.00021947i,-0.00032845+0.00047387i,-0.00022041-0.00028719i
-0.00094655-0.00054402i,-0.0017691+5.4789e-05i,-0.00064767+0.0010554i,-0.00074332+0.0013623i,-0.0017296+0.0017442i,-0.0013009+0.00059643i,0.00060286-0.00097586i,0.0012337-0.0005621i,-0.00022729-0.00054842i,-0.00043616-0.00048467i,0.00034105+0.00024918i,0.0010094+0.00036151i,0.0012165+0.00037753i,0.0011575+0.00036729i,0.0010341+0.00019923i,9.862e-05+0.00024366i,-0.00022215+7.301e-05i,0.00010986-0.0007521i,-0.00016786-0.00079232i,-0.00056361-0.00041864i,-0.00048444+0.00011086i,-4.0687e-05+0.00012691i,-0.00025941-9.7781e-05i
0.0009726+0.0014092i,0.00032398-6.535e-05i,0.0013306+0.00046322i,0.00085339+0.00061888i,-0.00090929-0.00027306i,-0.00012719-0.00098698i,0.0011612-0.00152i,0.0013889-0.0017046i,0.00087314-0.00093614i,0.00075092-2.9618e-05i,0.001004+0.00038963i,0.0002885+0.00067274i,-9.2936e-05+0.00090478i,2.4838e-05+0.0012282i,-3.6412e-05+0.00095651i,-0.00026753-3.0769e-05i,-0.00034382-0.00026893i,-9.4351e-06-0.00016792i,-0.00064097-0.00030797i,-0.0011265-0.00046514i,-0.0010336-0.00046357i,-0.0010499-4.3037e-05i,-0.00060042+0.00022859i
0.0018238-0.00031353i,0.00060905-0.0014347i,0.00027135-8.5954e-05i,-0.0015063-7.4148e-05i,-0.001994-0.00076118i,-0.0012259-0.00097096i,0.00023722-0.0012245i,0.0013326-0.0011785i,0.00074636-0.00046307i,0.00010436+2.8312e-05i,-0.00034435+0.00089116i,-0.00017613+0.0016534i,0.00018079+0.00090278i,0.00047509+6.3778e-05i,0.00048111+0.0006977i,0.00014742+0.00030223i,0.0004128-0.00059868i,0.00082674-0.00049029i,0.00061227-0.00032899i,0.00022727-0.00065166i,0.00057165-0.00076065i,0.0011551-0.00036342i,0.00096509+5.295e-05i
0.0033818-0.001247i,0.0020005-0.0011218i,0.00090863-0.00063155i,-0.00082099-0.0013332i,-0.0015899-0.00090281i,-0.00033093+0.00033793i,0.00112-9.7065e-05i,0.0015585-0.00024901i,0.00067924+0.000253i,-0.00027064+6.474e-06i,-0.00059806+7.1156e-05i,-0.00033959+0.00015658i,0.00065728-5.5188e-05i,0.00047922+0.00044656i,0.00036033+0.0010795i,0.00080409+0.00089679i,0.00036236+0.00064784i,-0.0002898+0.00012014i,-0.00035401-0.00077091i,-0.00092272-0.00065413i,-0.00061787-0.00054751i,0.00018774-0.00011029i,-0.00019102+0.00046119i
0.0013279+0.00097484i,0.00099663+0.00050321i,0.00013123+0.00056395i,-0.0011246+9.4526e-07i,-0.0013951-8.5969e-06i,-0.00011225-9.4614e-05i,0.0016716-0.00048507i,0.0019423-0.0007067i,0.00090448-0.00084473i,0.00030239-0.00053502i,0.00031121+0.00038403i,0.0003371+0.0010775i,0.00011716+0.00075462i,-0.00077573+3.9784e-05i,-0.0008834-0.0003061i,0.0001786+0.00022139i,0.00063571+0.00012935i,0.0004228-1.8296e-05i,0.00051346-0.00021226i,0.00053698-0.0009751i,-5.711e-05-0.0010077i,0.00026882-0.00031275i,0.00044727+6.4014e-05i
0.0011867+0.0016181i,0.00057546+0.00144i,0.00069084+0.001608i,0.00061619+0.00041152i,-0.00078944-6.7196e-06i,-0.00089097-0.00073838i,0.00093809-0.0011649i,0.0017737+0.00051394i,0.0012159+0.00099158i,0.00058898+0.00077655i,0.00035382+0.00083558i,0.0002562+0.00035506i,0.0004556+2.4508e-05i,0.00042784-0.00050289i,0.00023185-0.00055375i,-3.4687e-05-0.00075364i,4.9364e-05-0.00093665i,0.00021107-0.0010282i,0.00060288-0.00060736i,0.00052003+0.00033505i,4.2089e-06+0.00058625i,0.00032572+0.000382i,0.00072353+0.00035827i
