-0.0025102-0.00018344i,-0.0018894+7.3472e-05i,-0.0024964+0.00076715i,-0.0026367+0.00087674i,-0.002108+0.00075561i,-0.0010519+0.00068975i,-0.00079396+0.0014977i,-0.00087969+0.0016932i,-0.0005499+0.0018663i,0.00020428+0.0015587i,0.0012353+0.0001343i,0.0012079-0.0015231i,0.00014453-0.0016457i,-0.00078786-0.00098461i,-0.00096521-0.0010351i,-0.0004171-0.00060483i,-0.00039593+0.00031065i,-0.00084106+0.00012121i,-0.00082605+0.00039318i,-9.1579e-05+0.00050345i,0.00037215+0.00025665i,-8.0794e-05+0.00016966i,-0.00019481+0.00011589i
-0.0010184-0.0012993i,-0.0020517-0.00055923i,-0.0026876+0.00010772i,-0.0029631+0.00020658i,-0.0019635+0.00091989i,-0.00050918+0.0017986i,-0.00011329+0.0016004i,-0.00038867+0.00081655i,-0.00052367+0.00099105i,-0.00027797+0.0010302i,-0.00060054+0.00015479i,-0.0013345-0.00076631i,-0.0014335-0.00046638i,-0.00076256-0.0001065i,-0.00040673-1.7283e-05i,-0.00074454+7.5687e-05i,-0.00033866-0.00041555i,0.00053464-0.00097112i,0.00046811-0.0012381i,0.00023538-0.00031793i,0.00016293-0.00019053i,0.00013314-0.00031527i,0.00062216-0.00051874i
0.0013408-0.00042828i,0.00052882+0.00021169i,0.00078895+1.7378e-05i,0.00030742-8.9689e-05i,-0.00075668+0.00051985i,-0.0010166+0.0017341i,-0.00085717+0.0015423i,-0.00012116+0.0004209i,0.00024368-0.00065149i,-0.00010421-0.0013262i,-0.0006132-0.0005941i,-0.0011122+0.00057405i,-0.00046207+0.0015304i,-0.00028276+0.0014456i,-0.00099687+0.00077938i,-0.00089299-0.00040662i,-0.00015918-0.0012696i,0.00058749-0.000503i,0.000953-0.0005606i,0.00020366-0.0015429i,-0.00035494-0.00098782i,-0.00056759-0.00047553i,-0.00031732-0.00044321i
-0.001872-0.00038213i,-0.0013442+0.00047468i,-0.0014426-6.4423e-05i,-0.0018344-0.00052097i,-0.0020794-4.4234e-05i,-0.0011103+0.0011434i,-0.00066855+0.0017918i,-0.0011976+0.0015268i,-0.0015305+0.00047665i,-0.00084755+7.4335e-05i,-0.00068733-5.1833e-05i,-0.00045038-0.00035181i,0.000578-0.000217i,0.00070735-0.0003i,0.00040139-0.00066912i,0.00027405-0.0010369i,0.00026214-0.00035621i,1.63e-05-2.5453e-05i,-0.00067588-0.00099713i,-0.00097143-0.0012369i,-0.00084482-0.00095472i,-0.00012126-0.00024123i,-0.00012322+0.00042015i
0.00061963+0.0021396i,0.00038469+0.001861i,0.00088373+0.0012138i,0.0015568+0.00050111i,0.0018376-0.00014082i,0.00073199+3.4104e-05i,-0.00081332+0.0011485i,-0.0011757+0.0016623i,-0.0006779+0.0014279i,-0.00015042+0.00012102i,-0.00018055-0.00057526i,-0.00055098-0.00029509i,-0.00046148-0.00061324i,-0.00029201-0.0010288i,-0.00074398-0.0011085i,-0.00093047-0.00044841i,-7.4026e-05+0.00021715i,0.00010603+0.00019471i,-0.00046755-0.00022235i,-0.00052862-0.00057769i,9.9614e-05-0.00031908i,0.00051031-0.00037506i,0.00043433-0.00039478i
0.00023949-0.00022424i,0.00028943-0.00046617i,0.0011524-0.00025716i,0.00025912+0.00036448i,-0.0015796+0.00051162i,-0.0018867+0.00028632i,-0.0016784+0.00059655i,-0.0012302+0.00067934i,-0.00032107+0.00043164i,6.8473e-05+0.00025128i,-0.00013055+0.00051716i,-0.00062061+0.00029879i,-0.00059829-0.00033776i,-0.00043159-0.00022443i,-0.00034561+0.00033385i,0.00013282+0.00046216i,-4.2129e-05-0.00033558i,-0.00052821-0.0006308i,-8.9313e-05+0.00050637i,0.00071661+0.00069561i,0.00085341+0.00058845i,0.0005294+6.9967e-05i,-5.8632e-05-5.7645e-05i
0.00067263+0.00075739i,8.426e-05+0.00083426i,-0.00082779+0.00056989i,-0.0016421-0.00055466i,-0.0012335-0.0013119i,-0.00036614+6.6476e-05i,-0.00012901+0.0012109i,-0.00021034+0.0012291i,0.0005582+0.00067281i,0.00088384+0.00020546i,0.00068003+0.00018548i,0.00043625+1.2787e-07i,3.357e-06+0.00033268i,-0.00069704-0.00014596i,-0.00079281-0.00033093i,2.9307e-05+0.00055594i,2.8506e-05+0.0003926i,-0.00038099-0.00017022i,-0.00051761+0.00020367i,0.00035774+9.5733e-06i,0.0014478-0.00047525i,0.0012675-7.7246e-05i,0.00074148+0.00027444i
-0.00029097-0.00052506i,0.00049499-0.00055795i,-0.00011725+0.00050532i,-0.00081778+0.0018362i,-0.00066013+0.0012665i,-0.00049622+0.0010309i,-0.0010915+0.0017086i,-0.0012456+0.0014117i,-0.00061177+0.00085712i,-0.00040459+0.00086024i,-0.00080607+0.00083412i,-0.00090969+0.00057697i,-0.00050426-0.00030353i,0.0007216-0.0012842i,0.00112-0.00090226i,0.0011306+0.00021247i,0.0011279+0.00092166i,0.00066916+0.00045561i,9.8196e-05-0.00040859i,0.00015539-0.00053366i,-0.00016028-0.0003205i,-0.00047108+2.4119e-05i,0.00011536+0.00043315i
0.0014129-0.00016231i,0.0012776+5.1977e-06i,0.0010175-0.00070052i,-4.2994e-06-0.0014855i,-0.0015385-0.0017842i,-0.0018071-0.0007611i,-0.0014221+0.00049308i,-0.00081264+0.0012574i,0.0002014+0.00052359i,-3.7111e-05-0.0006818i,-0.00052046-0.00068772i,-0.00048528+0.00027371i,-0.00042409+0.00077604i,6.1913e-05+0.00024326i,0.00023565+2.0593e-05i,-0.00022477-0.00018789i,-0.0002665-0.00073367i,-0.00027699-0.00077253i,-0.00031249-0.00025259i,-0.00056119-8.0706e-05i,0.00036133+0.0005333i,0.0010636+0.00059104i,0.0005116-3.174e-05i
-0.0017611+0.00072993i,-0.0022586+0.0016383i,-0.0026601+0.0019825i,-0.0023561+0.0014769i,-0.0015336+0.0013144i,-0.00096548+0.0013041i,-0.0010958+0.0011298i,-0.00077139+0.0014969i,0.00029898+0.0019887i,0.00048651+0.0013551i,0.00031213-0.0001735i,-4.2086e-06-0.00075636i,-0.00057265-0.00097508i,-0.00011618-0.0014217i,-0.00057616-0.0010523i,-0.0011524-0.00076324i,-0.00048663+3.3431e-05i,0.00038532+0.00068639i,0.00050035+0.00055032i,-0.00025025+0.00048595i,-0.00075734+0.00038008i,-0.00041327+5.1583e-05i,2.6366e-05+0.00039533i
0.0017207-0.0014232i,0.0014425-0.0012103i,0.00046728-0.00085301i,0.00013426-0.00025836i,-0.00037895-0.00013771i,-0.0013985-0.00071533i,-0.0015737-0.00063054i,-0.0005479-3.3476e-05i,1.6249e-05+5.04e-06i,1.3008e-05-0.0002358i,-0.00027238-0.000545i,-0.00039245-0.00050606i,5.2639e-05+0.00060903i,7.6175e-05+0.00025773i,0.000418-0.00066042i,0.00059923-0.00042593i,-4.4971e-05+6.2994e-05i,-0.0005029-8.971e-05i,0.00017589-0.00045714i,0.00066149-0.00053736i,0.00051036-5.3247e-06i,0.00025504+8.1776e-06i,0.0002261-0.00052994i
-0.001596+0.0004539i,-0.0014786+0.00014347i,-0.0012391+0.00023506i,-0.0012481+0.00036137i,-0.00092597-8.3209e-05i,-0.00041222+0.0006536i,-0.0010507+0.0015087i,-0.00086561+0.0010713i,-0.00054257+0.00089734i,-0.00052346+0.0012771i,-0.0001574+0.00098865i,-0.00034364+0.00023698i,-0.00086228+8.0252e-06i,-0.00026581-0.00051686i,0.00059724-0.0003483i,0.00016808-0.00024607i,-0.00060825-0.00058569i,-0.00094819-0.00063856i,-0.00031252-0.00090864i,0.00051423-0.00033136i,0.00040347+0.00064663i,-1.3439e-05+0.00052763i,0.00054218+0.00018624i
0.001238-0.00080348i,0.0012016-0.00090244i,0.0011976-0.00031009i,0.00030574+0.00018433i,-0.00024725+0.0003143i,-0.00032381-0.00023915i,-0.00050966+0.00027786i,-0.00031275+0.00079805i,-0.00038312+0.00074577i,-0.00017794+7.9354e-05i,-0.00012099-0.00026011i,-0.00024739-0.00028871i,-9.5948e-05-0.00011934i,0.00025919-7.4938e-05i,-3.2534e-05-0.00021136i,0.00030994-0.0003127i,0.00050607-0.00046706i,9.5764e-06+0.00010331i,0.00015553+0.0010533i,0.00013761+0.0012659i,-0.00024355+0.0014086i,-0.00044863+0.00097484i,-5.5671e-05-0.00022857i
-0.001526-1.3724e-06i,-0.00047516+0.0012342i,7.2688e-05+0.0011494i,0.000568+0.0006094i,0.00066703+0.00086935i,-0.00020192+0.001009i,-0.00074299+0.00053561i,-0.00015454+0.00021629i,-0.00053309+0.00047606i,-0.0013322+0.00064529i,-0.00085097-4.1354e-05i,0.00051511-0.0010629i,0.00095007-0.0011754i,0.0011648-0.00092883i,0.0013994-7.9174e-05i,0.00081937+0.00014376i,0.00047136+0.00041425i,0.00064867+0.00075467i,0.00017829+0.000615i,0.00016444+0.00058187i,0.0005408+0.00038511i,0.00063378+2.1378e-05i,0.0005329+0.00011353i
0.00028756-0.00042559i,0.0001371-0.00072066i,-0.00026368-0.00078972i,-0.0010122-0.00058226i,-0.0019958+0.00029906i,-0.0017739+0.00112i,-0.0014295+0.0013898i,-0.0010097+0.0010906i,-0.0003334+0.00092044i,9.3316e-05-1.1247e-05i,-4.5795e-05-0.0007678i,-0.0004268-0.00042709i,-0.00030319+0.0001411i,-0.0001482+0.00044404i,-0.00014248+0.00021976i,-3.518e-05-7.7705e-06i,-0.00057531+0.00026055i,-0.0010792+0.00018951i,-0.00020442+8.9795e-05i,0.00081704+0.00042168i,0.00081594+0.00066312i,0.00063741+0.0010255i,5.2478e-05+0.00081439i
0.00011774+0.00039651i,0.0002843+0.00060115i,-1.0685e-05+0.00055444i,-0.00030813+0.00020478i,-0.00026896+0.00070427i,-0.00052513+0.00021223i,-0.0010221-0.00051262i,-0.0010668+0.0003292i,-0.00050438+0.0011546i,-0.0011807+0.0005502i,-0.0014631-0.0006033i,0.00017943-0.00028148i,0.0006357+0.00074997i,-0.00029728+0.00088649i,-0.00074609+0.00057143i,-0.00079519+0.0004238i,-0.00075815+0.00025073i,-0.00022363-0.00026306i,-4.4631e-06-0.00082154i,-0.0002368-0.00062961i,5.3332e-05+0.00040711i,0.00017429+0.00071359i,1.8085e-05-0.00022531i
-0.0011656+0.0014526i,-0.00043472+9.9395e-05i,-0.0010017+0.00016136i,-0.0012714+0.0004591i,0.00016473+0.00051037i,0.00086364+0.00080501i,-0.00066934+0.0018023i,-0.0018842+0.001538i,-0.00071698+0.0010133i,0.00029262+0.00090728i,5.461e-05+0.00021219i,-0.00032095-9.7599e-05i,-5.4481e-05-0.00014086i,2.3511e-05-0.00036263i,-0.00029346-0.00031297i,-0.0006774-0.0006348i,-0.0005733-0.00058131i,-0.00023412-0.00052055i,0.00062524+0.00015636i,0.00071534+0.00033065i,0.00064888-0.00020496i,0.00056065-0.00055381i,5.5625e-05-0.0007729i
-0.0023607-0.00079077i,-0.0017885-0.00061339i,-0.0011744+0.00013165i,-0.00082047+0.0016013i,-0.0016062+0.0016006i,-0.001528+0.00072272i,-0.00062098+0.00056427i,-0.00042684+0.0014177i,-0.00017402+0.0016597i,-0.00024691+0.00062464i,-0.00069902-8.9575e-05i,-0.00066638-0.00012558i,-0.00027127-0.00030784i,-0.00011891-0.00084996i,-0.00054247-0.00079995i,-0.00098195+0.00017924i,-0.00099568+0.00062297i,-0.00083454+0.00055696i,-0.00030111+0.00052417i,0.00031178-0.0001871i,0.00032729-0.00030926i,0.00022634-0.00025648i,0.0006757-0.00052823i
0.00024532-0.0019282i,0.00081209-0.0017523i,0.00072087-0.0017242i,-0.00027279-0.00050409i,-0.0016132-0.00035092i,-0.001739-0.00064394i,-0.00090072-0.00051935i,-0.00065227-0.00026018i,-0.00050001-0.00010192i,-0.00053112-0.00062386i,-0.00091715-0.00036164i,-0.00051621+0.00010206i,7.1153e-05-0.00014526i,0.00029081-0.00083232i,8.7084e-05-0.00056289i,0.00067687+0.0002361i,0.0009525+8.4667e-05i,0.00051217-0.00056362i,0.00061223-0.00043937i,0.00040258-5.0408e-05i,0.00030077-0.00034051i,0.00034165-0.00035229i,0.00039016-0.00027484i
-0.0011264-0.0009569i,-0.0022504-0.0014765i,-0.0022843-0.00091814i,-0.00068143+0.00024552i,1.6755e-05+0.0014102i,0.00069348+0.001264i,0.0010837+0.0011159i,-0.00015799+0.0015755i,-0.00076518+0.00098514i,-0.00044681+0.00059254i,4.0189e-05+0.00074416i,0.00055532+0.00032573i,0.00072477-0.00052644i,0.00028378-0.00081446i,-0.00035234-0.0007752i,-0.00042252-0.00051665i,0.00014805-0.00039893i,0.00045743-0.00032662i,0.00018076-7.5652e-05i,0.0001149+0.00065062i,-0.00017534+0.0007039i,-0.00012477-0.0001463i,0.00030975-0.00023055i
0.0023439+0.0014019i,0.0012395+0.0010467i,0.0017427+0.00077101i,0.0014881+0.0010904i,-0.0002911+0.00029992i,-0.00086079-0.0005811i,-0.00058818-2.9031e-05i,-0.00061819+0.00080589i,-0.00052675+0.0008626i,7.7161e-05+0.00018737i,-0.00010701-0.00092008i,-0.00070997-0.0011601i,-0.00046993-0.00060359i,-0.00043542+0.00015911i,-0.00049005+0.00098523i,-0.00049961+0.00086516i,-0.00037796+0.0003866i,-4.0692e-05-2.3208e-05i,0.0002779+0.00034039i,-6.8312e-05+0.00031747i,-0.00042719+2.9864e-05i,-0.00034842+0.00038688i,9.2064e-05+0.0003359i
-0.00076635-0.00070316i,-0.00063818-0.0013368i,1.6215e-05-0.00012347i,-0.00025368+0.00022117i,-0.0012388-5.6237e-06i,-0.00096933+0.00020788i,-0.0010203+0.00065835i,-0.00074929+0.0016506i,0.000393+0.0018434i,0.00026065+0.00080265i,-0.0007531+0.00023862i,-0.00033081-0.00028063i,0.00065785-0.00059176i,0.00030215-0.00020651i,-0.00019959-0.0006319i,1.4403e-06-0.0011949i,-0.00012611-0.0010961i,-0.00054273-0.0011421i,-0.00049472-0.0006434i,-0.00017943+0.00043562i,0.00010976+0.000335i,0.00061486-0.00040083i,0.0015231-0.00041544i
4.6138e-05+0.0017291i,0.0013753+0.0015698i,0.0029861+0.0014255i,0.0021808+0.00030718i,0.00073312-0.00014602i,-0.00015667+0.00085605i,-0.0011516+0.0013288i,-0.0013437+0.00125i,0.00016867+0.0011406i,0.00042864+0.00088276i,-8.4268e-05+0.00035038i,-0.00071062+0.00028279i,-0.00080372-9.2658e-05i,-0.00032321-0.00014661i,-0.00015112-9.2155e-05i,3.8962e-05+0.00044271i,9.4774e-05+0.00067896i,-2.9673e-07-7.6025e-05i,-3.6726e-05-0.00018772i,0.00076106-6.101e-05i,0.00076072-0.00025545i,-7.7059e-05+0.00017429i,2.1578e-05+0.00053739i
-0.0011603-0.0002671i,-0.0011636+0.00086019i,0.00093037+0.0010326i,0.0016372+0.00063813i,0.00038782-0.00022962i,-0.00079005-0.00016352i,-0.0010161+0.00033837i,-0.00020368+0.00065741i,0.00038392+0.0007698i,0.00068602+0.00013866i,0.00027167+5.1237e-05i,-0.00068381+0.00018399i,-0.00030005-0.00015793i,0.00025746-0.0005119i,0.00030144-0.00096858i,0.0009415-0.00091941i,0.0010202-0.00055813i,0.00021699-0.00049817i,-0.00056457+0.00011232i,-0.00061521+0.00046577i,9.0326e-05+0.00059166i,0.00035501+0.00031634i,-8.7076e-05-0.00010728i
0.0012126-0.0012563i,-8.2336e-06-0.0021857i,-0.0011921-0.002984i,-0.0014458-0.0025221i,-0.0016749-0.0015129i,-0.0028322-0.00041666i,-0.0021795+0.00059651i,-0.00055941+0.001229i,9.4835e-05+0.00062386i,5.4944e-05-0.00040565i,-0.0002898-0.00014115i,-0.00030879-4.8705e-05i,-0.00035756+2.1903e-05i,-0.00025049+0.00043706i,0.00018232-0.00023719i,-0.00012328-0.0011559i,-0.00013771-0.0015016i,3.9402e-05-0.0013459i,-0.00034343-0.00084676i,-0.00082497-0.0006846i,-0.0007434+8.4841e-05i,-0.00025441+0.00097363i,-0.00035505+0.00054776i
-0.00043529+0.002059i,0.00020887+0.0024988i,0.00051661+0.0031435i,0.00059347+0.0027792i,0.00079365+0.0014442i,0.000472+0.00040003i,-0.00040175+7.6526e-05i,-0.00015368+0.00087725i,0.0001149+0.0018559i,0.00027673+0.0016138i,0.00011346+0.00093248i,-0.0005207+0.00061093i,-0.00039561+0.00050268i,-0.00072892+0.00034573i,-0.0012726+4.654e-05i,-0.00074213-0.00072812i,5.7111e-05-0.00045886i,0.00014041-0.00059663i,-0.00011433-0.00088875i,0.00017397-0.00074367i,0.0008294-0.00059166i,0.00063574-0.00032261i,2.6421e-05-0.00062368i
-3.0696e-05+0.001509i,0.00012877+0.0011975i,0.00087797+0.00083631i,0.0010757+1.3746e-05i,4.7053e-05-0.00047873i,-9.6089e-05+0.00023437i,2.5773e-05+0.001564i,-0.00097034+0.0012799i,-0.0012534+0.00019064i,-0.00065203+0.00019805i,-0.00035376+0.00058686i,-0.00057962+0.00035165i,-0.00029426+0.00079465i,-0.00013282+0.00066725i,-0.00028256-0.00022889i,0.0001074-0.00069844i,0.00045144-0.00094412i,0.00023337-0.00065768i,0.00013511-0.00043001i,0.00026258-0.00025018i,0.00025977+0.00014742i,-0.00035589+0.000253i,-0.00057082+0.0002996i
0.0011183+0.0014945i,0.0010102+0.00083381i,0.0011135-0.00044893i,0.00067832-0.00083797i,-0.00029852+0.00011201i,-0.00078337+9.0911e-05i,-0.00071887-5.2301e-05i,-0.00095116+0.00067721i,-0.00089332+0.00077358i,-0.00020312+0.0010492i,-0.00039187+0.00076257i,-0.0010101+0.00051604i,-0.0010751+0.00067762i,-0.00049972+0.00088144i,-0.00056175+0.00074746i,0.00013749-0.00010182i,0.00066419-0.00090674i,-3.542e-05-0.0008241i,0.00034655-0.00030938i,0.0010161+0.00051172i,0.00048559+0.0012537i,-0.000463+0.00089124i,-0.00012208-0.00047773i
-0.00026808+9.8235e-05i,0.0012826+0.00096648i,0.0015283+0.0016874i,0.00091369+0.0017701i,0.00052586+0.0012117i,0.00020603+0.00076039i,-0.00045842+0.00078124i,-0.00049463+0.0011838i,-0.00049652+0.0017458i,-0.00014777+0.0012845i,-0.00040286+0.00024903i,-0.0012443+0.0004246i,-0.0013409+0.0006878i,-0.00069932-0.00031103i,-1.5933e-05-0.00080604i,0.00029176-0.00045431i,0.00015539-0.00053587i,-0.0005539-0.00098027i,-0.00070207-0.0010253i,-0.00057273-7.8985e-08i,-0.00082462+0.00027375i,-0.00041773-0.00025302i,0.0005271+0.00012697i
-0.00035114-7.6305e-05i,-0.00096679-0.00027898i,-8.1457e-05-0.00028341i,0.00096393-0.00050285i,0.000117-0.00064027i,-0.0014364+6.6634e-05i,-0.001658+0.0011695i,-0.0011153+0.0017216i,-0.00094019+0.0014451i,-0.00081337+0.00080658i,-0.00024938-0.00010785i,0.00063601-0.00097824i,0.0014219-0.00049383i,0.00085705+0.00052516i,-0.00019978+0.00052016i,-0.00049938+0.00017663i,0.00027536-0.00058581i,0.00065519-0.0005232i,0.00055836+8.2842e-06i,0.00042353+0.00030456i,0.00054236+0.00070803i,0.00034214+0.00075018i,0.00066983+0.00024406i
-0.00091383+0.00065808i,-0.0010213+0.00096016i,-0.00011117+0.0014417i,0.0012624+0.0017005i,0.0014647+0.0016248i,0.00052059+0.0015113i,-0.00089683+0.00074238i,-0.001679+0.00021553i,-0.0010007+0.00062097i,0.00016067+0.0007975i,0.00063739+0.00051239i,0.00027475+0.00023728i,-3.6782e-05+0.00015454i,-0.00074813+0.00018604i,-0.001082-0.00031827i,-0.00089862-0.00063005i,-0.00019643-0.00024969i,-4.1568e-06+0.00015939i,-0.00053079-0.00015781i,-0.00039319+0.00015933i,9.7711e-05-0.00014501i,0.00046075-0.00016775i,0.00031069-4.2882e-05i
-0.0011619+0.0019182i,-0.00091735+0.0029724i,0.00022275+0.0027882i,0.0008132+0.00028417i,0.0012518-0.0016304i,0.0013561-0.0016967i,-8.824e-05-0.00083138i,-0.0012704+1.4059e-05i,-0.00082819+0.00048025i,-0.00046738+0.0002605i,-0.00072213+0.00035541i,-0.00050292+0.00042004i,-0.0003769+0.00012668i,-0.0007688+0.00012694i,-0.00055935+0.00030111i,0.0002599-2.0161e-05i,0.0007957-0.00062918i,0.00058421-0.00086616i,9.6077e-05-0.00083311i,-0.00023193-0.00040081i,-7.5107e-05-0.00039411i,5.2008e-05-0.00037818i,-0.00010845-5.2333e-05i
0.0011051-0.0013244i,-0.00079784+4.4458e-05i,-0.0024456-0.00011915i,-0.0026434-0.00035677i,-0.0018446+0.0010017i,-0.0008823+0.0016245i,-0.00032842+0.0012374i,-6.2623e-05+0.0011474i,-0.00011944+0.00085603i,-0.00094109+5.4659e-05i,-0.0018235-0.00013207i,-0.0016156-2.1439e-06i,-0.00018388-6.7514e-05i,0.0012535-0.001459i,0.0010829-0.0018591i,0.00015069-0.0010007i,0.00015579-0.00093767i,0.00019247-0.00076188i,-0.00030226-0.00017762i,-0.00027308-7.2749e-06i,0.000158-0.00011102i,0.0003352-8.8635e-06i,3.0195e-05+0.00055317i
-0.0014476+0.00077391i,-0.00090511+0.0008559i,-1.3515e-05+0.002283i,0.00040708+0.0028101i,-4.6201e-06+0.0014153i,0.0003984+0.00015308i,0.0001597+0.00010475i,0.00032107+0.00033961i,0.00011746+0.0008151i,-0.00058476+0.0010079i,-0.00037302+0.0007422i,-0.0014983+0.00041702i,-0.0019732+0.00040472i,-0.00075174+0.00053937i,-0.00039824-4.9085e-05i,-0.00098584-0.00036792i,-0.00089852-0.00017316i,-0.00036539-0.00015986i,-0.00019007-0.0003097i,8.9102e-05-0.00070604i,0.00056368-0.00063588i,0.00039518+6.6748e-05i,-0.00016879+0.00015845i
-0.0010804+0.0003035i,-0.0014056+0.00052201i,-0.0012204-0.00010831i,-0.0005395+0.0003561i,-6.4419e-05+0.00090538i,-0.00025987+0.00040971i,-0.0013926-5.8725e-05i,-0.0017698+0.00023437i,-0.0010642+0.0006026i,-0.00047218+0.00031638i,-0.00023573-0.00011858i,0.00023947-0.00012187i,0.00042623-8.102e-05i,0.00058989-0.00029727i,0.00029182+0.00022576i,-0.00023273+0.00079876i,-8.8461e-05+7.8241e-05i,0.00052426-1.3754e-05i,-5.4212e-05+0.00065655i,-0.00091427+0.00045398i,-0.00056482+5.5684e-05i,0.00016193-8.1059e-05i,0.00016224-0.00010379i
-0.0016536-0.0010738i,-0.0013433+7.6679e-05i,-0.0028991+0.0002756i,-0.0040024+0.00030761i,-0.0036821+0.0004538i,-0.0029664+0.0013209i,-0.0018244+0.0017128i,-0.0011912+0.0010931i,-0.0010304+0.00078773i,-0.0010072+0.00016139i,-0.00077741-0.00047818i,-0.00053616-0.00039752i,-0.00059096-0.0006434i,0.00063696-0.0011114i,0.00079891-0.0013004i,-0.00018615-0.00095376i,0.00013803-0.00063461i,0.00061417-0.00044794i,0.00025519+0.00021485i,3.7531e-05+0.00060607i,0.00017+0.00092274i,0.00065404+0.00077873i,0.00079942-0.00017509i
0.00022629-7.7997e-05i,2.7489e-05+8.9937e-05i,-0.00014241+0.0010851i,0.00032911+0.0015286i,0.00092668+0.0011893i,0.00029824+0.00068496i,-0.0017262+0.00054645i,-0.0017727+0.00069585i,-0.0006714+0.00097755i,-0.0001573+0.00099465i,-0.00048171+0.0004848i,-0.0006006-3.5171e-05i,-3.1994e-05-0.0001751i,-7.2208e-05-0.00037259i,-0.00090178-0.00093688i,-0.00070239-0.00078465i,-0.00035659-0.00095951i,-0.0010446-0.0012797i,-0.00066599-0.00063296i,-4.8249e-05-2.994e-05i,-7.3578e-05+7.7309e-05i,0.00050434+0.00050957i,0.00049979+0.00078732i
0.00072174+0.00053663i,0.00085372-0.00041238i,0.0012751-0.0012269i,0.0016563-0.00048638i,0.00037809-0.00033512i,-0.00085671-0.0007385i,-0.00098946+0.00016655i,-0.0004169+0.00088823i,0.00050246+0.00092081i,0.00091395+0.00065432i,0.0003594+0.00019684i,-0.00026325+0.00015184i,-0.00014031+0.00033926i,5.1925e-05+0.00014263i,-0.00012249-0.0001023i,0.00053717-0.00020938i,0.00055257-0.00041082i,0.00077338-0.00046503i,0.0008343-0.00019309i,-2.673e-05+0.0003002i,3.2088e-05+0.00087605i,0.00048289+0.00050601i,0.00069179-8.7416e-05i
-0.00023586+0.0006515i,-9.7062e-06+0.00031411i,-0.00038995-0.00025456i,-0.0014734+0.00014375i,-0.00099732+0.001215i,-0.00046397+0.0018877i,-0.00019773+0.0013518i,-0.00064335+0.0013952i,-0.0015383+0.0015446i,-0.00081568+0.0014878i,-0.0002372+0.0013673i,-0.00024078+0.00046902i,-3.0176e-06-0.00053186i,-0.00027313-0.00032822i,-0.0004983-5.3618e-05i,-0.00035079-6.0757e-05i,-0.00014072-0.00017004i,0.00016918-0.00045064i,-0.00043546+9.0008e-05i,-0.00037271+0.00066512i,0.00051434+0.00031706i,0.0003445+0.0005969i,-0.0004547+0.00046744i
-6.2111e-05+0.0020535i,0.00058473+0.0021253i,0.0018806+0.0011971i,0.0024376+0.00067747i,0.0014383-7.0258e-05i,0.00015023-0.00079009i,-0.00013051-0.00042785i,-0.00056973+0.00045712i,-0.00046517+0.0010037i,-0.00019459-0.0001071i,-0.00028395-0.00061261i,-0.00060662-5.998e-05i,-0.00069941+4.758e-05i,-0.00025235-0.00044614i,0.00064542-0.00020861i,0.0013074-0.00013037i,0.0012397-0.00057669i,0.0010627-0.00051099i,0.00078435-0.00074116i,0.00079995-0.00045963i,0.0011418+0.00059544i,0.0010725+0.00065126i,0.00072092+0.00047137i
-0.00082346-0.0020392i,-0.00062023-0.0025353i,4.9447e-05-0.0021032i,-0.00057582-0.0015514i,-0.00090696-0.00042483i,-0.000865+0.00071037i,-0.00077094+0.0013252i,-0.00058316+0.0015192i,-0.00034044+0.00035246i,-0.00030243-0.00058736i,-0.00042054-0.00036467i,-0.00062139+4.6006e-05i,-0.00020262+2.3728e-05i,0.00016636-1.143e-05i,-0.00017599-0.00014836i,0.00025291-0.00045148i,0.00018241-0.00028486i,-3.9622e-05-0.00059537i,5.8448e-05-0.00060803i,-1.2831e-05-0.00040446i,0.00013644-6.6217e-05i,0.00026501+0.00033999i,0.00020165+0.0001647i
-0.0010561+0.00059509i,-0.0017634+0.0014228i,-0.0029841+0.0023201i,-0.0024082+0.0017136i,-0.00092682+0.00054459i,-0.00059873-0.00016787i,-0.00054585-0.00028764i,-0.00012273+0.00061207i,-3.0563e-05+0.0012545i,0.00021564+0.0012742i,0.0001902+0.00067493i,-0.00031689-0.00065747i,-0.00074514-0.0011293i,-1.8106e-05-0.0010601i,0.00028183-0.00090821i,-0.00043803-0.00042569i,-0.00043198-0.00079507i,0.00027195-0.00099579i,0.00052901-0.00035687i,7.9894e-05-0.0004338i,-0.00021758-4.1942e-05i,0.00022679+0.00056998i,0.00024273+0.00019899i
0.00020331-0.0011072i,-0.00033278-0.00071843i,-0.00019239-0.00083449i,0.00081187-0.00071071i,0.00057329-0.00025556i,-0.00019133+1.8886e-05i,-0.00044018+0.00079752i,-0.00036881+0.0011361i,-0.00033479+0.00085794i,6.6529e-06+0.00078521i,0.00056281+0.00078552i,0.00015358+0.0010448i,4.5075e-06+0.0012663i,5.021e-05+0.00091547i,-0.00021128+0.00023712i,-6.7787e-05-0.0006442i,-3.1386e-05-0.0011655i,-1.3293e-05-0.00034326i,0.0003552-3.9256e-05i,9.0104e-05-8.5113e-05i,-0.00048079-0.00025017i,-0.00037106-0.00041846i,-0.00025312-0.00016035i
