-0.0025102-0.00018344i,-0.0018894+7.3472e-05i,-0.0024964+0.00076715i,-0.0026367+0.00087674i,-0.002108+0.00075561i,-0.0010519+0.00068975i,-0.00079396+0.0014977i,-0.00087969+0.0016932i,-0.0005499+0.0018663i,0.00020428+0.0015587i,0.0012353+0.0001343i,0.0012079-0.0015231i,0.00014453-0.0016457i,-0.00078786-0.00098461i,-0.00096521-0.0010351i,-0.0004171-0.00060483i,-0.00039593+0.00031065i,-0.00084106+0.00012121i,-0.00082605+0.00039318i,-9.1579e-05+0.00050345i,0.00037215+0.00025665i,-8.0794e-05+0.00016966i,-0.00019481+0.00011589i
7.881e-05-0.00064606i,-0.00062689-0.0012662i,-0.00020232-0.0025167i,0.00031108-0.0024482i,-0.00058227-0.0016509i,-0.00086782-0.00073076i,-0.00021507+0.00017324i,-0.00026596+0.00048617i,-0.00040197-0.00048425i,0.00024759-0.00094702i,0.00052641-0.00066236i,0.00095431-0.00045884i,0.0010265-0.00010701i,0.00061978+7.8296e-05i,0.00089594-0.00058345i,0.001012-0.0016577i,0.00047822-0.0021526i,0.0003287-0.0015813i,0.00048563-0.00034156i,-4.9934e-05+0.00053574i,-3.5608e-05+0.00082927i,0.00045436+0.00079923i,-9.572e-05+0.00072518i
0.00074058-0.00066135i,-0.00026248-0.00055445i,-0.00095629-0.0011565i,-0.0015348-0.00046237i,-0.0017827+0.00026553i,-0.0011588+0.0003007i,0.00018185+0.00075499i,0.00097067+0.0016897i,0.00060892+0.0020352i,-0.00024558+0.0012184i,-0.00072465+0.0001625i,-0.00064475-0.00053711i,-0.00043245+8.1575e-05i,-0.00032046+0.00040006i,-0.00010025+0.0006077i,0.0001596+0.00035622i,0.00048062-4.4165e-05i,0.0003208-4.8491e-05i,0.00014419-9.7251e-05i,5.6632e-05+7.4748e-05i,0.00030058+0.00063564i,-4.6633e-05+0.00041164i,-0.00060859-0.0001845i
0.00089341+0.0010897i,0.0017599+0.00032237i,0.0013314+0.00023251i,0.00069023+0.00014735i,-0.0002682-0.00041233i,-0.00058554-0.00054505i,-0.0010513+1.4748e-05i,-0.001372+0.00049497i,-0.00044699+0.00031965i,-0.0002652-6.3713e-05i,-0.00045124+0.00037376i,0.00024809+0.00049066i,0.00082902+0.00029139i,0.0009173+0.00028786i,0.00062398+0.00042155i,0.00071357-0.00057205i,0.00067936-0.0011814i,0.000308-0.00022963i,0.00022005+0.00055434i,0.00012742+0.00092325i,-1.2995e-05+0.00077972i,3.2958e-05+0.00024724i,0.00015577-0.00025749i
-0.0011353-0.0022881i,-0.0015607-0.0020852i,-0.0018169-0.00099543i,-0.0014285+0.00065014i,-0.00090628+0.0016684i,-0.00064662+0.0018401i,-0.00071939+0.0011355i,-0.0012278+0.0003951i,-0.0010568+0.00056232i,-0.000379+0.00090828i,-0.00021886+0.00097447i,-0.00032087+0.00092572i,0.00025549-0.00032413i,0.00081665-0.0014113i,0.0010773-0.0016312i,0.00085168-0.00041555i,6.9118e-05+0.00049611i,-0.00019625-0.00021313i,-0.00046795-0.00084207i,-0.00063825-0.00069165i,8.5663e-05-0.00024749i,0.00022883-0.00017591i,-0.00055814-0.00035767i
-0.00087141-0.0017389i,-0.0016855-0.0010736i,-0.0026103-0.00072429i,-0.002461+0.00087439i,-0.0024521+0.0020751i,-0.0015657+0.0019353i,-0.0010825+0.0010077i,-0.00088379+0.00023655i,-0.00056246-0.0002641i,-0.00078448-0.0004933i,8.8196e-05+0.00021406i,0.0012513+0.00083443i,0.0014416+0.00093461i,0.0005428+0.00085439i,-0.00039681+0.00073605i,-0.00036083+1.8434e-05i,-0.00021015-0.00082755i,-0.0001321-0.0009828i,0.00015061-0.00019211i,-0.00018712+0.00041608i,-0.00045767+0.00047676i,-0.00032437+0.00057125i,-0.00041486+0.00034664i
-0.0008497-0.00057446i,-0.00054712-0.001077i,-0.00051236-0.00055841i,-0.00033872-4.0963e-05i,-0.00062855+0.00030493i,-0.00043845+0.000608i,-0.0012014+0.0006403i,-0.0019368+0.00041487i,-0.0011454+0.00046278i,-0.00045066+0.00052544i,-0.00068583+0.00038344i,-0.00044068-0.00029221i,0.00052735-0.000478i,0.00090958+0.00011752i,0.0002073-0.00015238i,-0.00020696-0.00069353i,0.00039478-0.00046391i,-2.5297e-05+0.00012621i,-0.00039054-0.00020766i,0.00050295-0.00032101i,0.00085854-0.00018142i,0.00049074-0.00059969i,2.1252e-05-0.00038708i
0.00075406+0.00033712i,0.00020815-0.00011888i,-0.0003536-0.00076832i,-0.00082902-0.00039607i,-0.00074759+0.00017532i,-0.001007+0.00065771i,-0.00087433+0.0011823i,-0.00051004+0.00088538i,-0.0006428+0.00046791i,-0.0010889+0.00047232i,-0.00093812+0.0006772i,-0.00031153+0.00094329i,-0.00012181+0.00071885i,-0.00023755+0.00077809i,-2.0835e-05+0.00018748i,-6.5928e-05-0.00021051i,-0.00079229-0.00027829i,-0.00023365-0.00075957i,0.00068013-0.00064482i,0.00058524-0.00028784i,0.00031279+0.00069944i,-0.00025413+0.00047567i,-0.00039638-0.00039267i
-0.00073404+0.00072238i,-0.00041878+0.0006806i,-0.00040568-0.00018568i,-0.00041055-0.0001799i,-2.0149e-05+0.0012276i,0.00043905+0.00063244i,-0.00080107+0.00013824i,-0.001677+0.00093939i,-0.0013457+0.00058618i,-0.0013133+1.8183e-05i,-0.001142+5.4407e-05i,-0.00034884-0.00061409i,-0.00037693-0.00042378i,-6.4691e-05+0.00070056i,0.00044148+0.00080942i,0.0001532+0.000261i,8.2374e-05-0.00034446i,0.00052648-0.00028229i,6.3965e-05+0.00067797i,-0.00055814+0.00056356i,-0.00048324-0.00012656i,-0.00071181-0.00015394i,-0.00034176+0.00024189i
-0.003374-9.8369e-05i,-0.0021126+0.0013721i,-0.0013255+0.0027455i,-0.00027626+0.0034412i,0.00017247+0.0028438i,0.00013142+0.001243i,-0.00030831+0.00078235i,-0.00094309+0.0016313i,-0.0013379+0.0014669i,-0.00060315+0.00039228i,0.00051452+9.7856e-05i,0.00034127+0.00053354i,3.9139e-05+1.4754e-05i,0.00015621-0.00063307i,-9.9846e-05+5.3812e-05i,-0.00020855+0.00041771i,0.00049375+3.2572e-05i,0.0011968-0.00044779i,0.00082564-0.00023149i,0.00038611+0.000115i,3.5014e-06+0.00022802i,-0.00032266+0.00038071i,-0.00048569+0.00037739i
0.0013473-0.00023328i,0.00088319-0.00075033i,0.0012211-0.00064054i,0.0014438-0.0010739i,0.0004175-0.0017927i,-0.001387-0.00198i,-0.0018369-0.00069424i,-0.0012168+0.0010372i,-9.0687e-05+0.0018835i,0.00011739+0.0011368i,-0.00055134-0.00033251i,-0.00090233-0.00082216i,-0.00017006-0.00065258i,0.00017432-0.0011168i,0.00066816-0.00040461i,0.0008315+0.00027111i,0.00048162-0.00049814i,-0.00018428-0.00044986i,-0.00041177-7.4522e-05i,-0.00040387+0.00072737i,-0.00011449+0.00091252i,0.00038132+0.00010642i,0.00054661-0.00017377i
-0.00040998+0.0010941i,-0.00088346+0.00023438i,-9.2041e-05+0.00032321i,-0.00020186+0.0016174i,-0.00085681+0.0014942i,-0.00076196+0.001755i,-0.00054489+0.0017908i,-0.0010114+0.00079716i,-0.0011176+0.00074473i,-0.0004836+0.00051191i,-0.00024732+0.0002957i,-6.3553e-05+0.00051586i,-0.00012879+0.00068528i,-0.00024802+0.00033948i,-0.00017531+0.00021947i,-0.00029742+9.4913e-05i,0.00012496-0.00035623i,0.00039865-0.00061609i,0.00072562+3.2782e-05i,0.00078649+0.00080539i,-0.00053621+0.00082708i,-0.0011181+0.00020751i,-0.00043366-5.203e-05i
-0.00024962-0.00071997i,-0.0010028-0.00019445i,-0.0010538-0.0010359i,-0.0018606-0.00057817i,-0.0015629+0.00015539i,-0.00022514+0.00049253i,-0.0001459+0.00075195i,-0.00026328+0.0002656i,2.8864e-06+0.00014424i,-0.00014774-0.00027373i,0.00039396-0.0011044i,0.0008341-8.2916e-05i,0.00047331+0.00030015i,0.00044065-0.00064912i,-0.00034119-0.00078182i,-0.0015729+0.00011484i,-0.00026921+0.00037563i,0.00076065-0.00035115i,0.00017941-0.00022465i,9.8803e-05+0.00035137i,0.00028725-0.00041956i,0.00060887-0.0012162i,0.00013779-0.00047137i
0.00050391+0.00074329i,-0.0013593-0.00017257i,-0.0017676-0.0004755i,-0.00063404+0.00021892i,0.00063133-0.00019253i,0.00040891-0.00064369i,-0.00050455+3.3733e-05i,-0.00097851+7.0022e-05i,-0.0010826+0.00036251i,-0.00080293+0.0010826i,8.0725e-05+0.00059536i,0.00014865-0.00019976i,-0.0007841-0.00010468i,-0.00083501-0.00031598i,-0.00021863-0.00050935i,-0.0001436-0.00024575i,-4.1669e-05-4.3468e-05i,-0.00035097+0.00052789i,0.00034207+0.00093704i,0.00069154+0.0011947i,-0.00012554+0.00034464i,0.00027827-0.00014057i,0.0007034+0.00053051i
0.001993+0.000223i,0.0012863+0.00011703i,0.0010808-0.00094501i,0.00021886-0.0011276i,-0.0017955-0.0010179i,-0.0025905-0.00013481i,-0.0018671+0.00060768i,-0.00098191+0.00061524i,-0.00016632+0.00049626i,0.00047023-6.3402e-05i,-5.4543e-05-0.00048737i,-0.0003427-6.5667e-05i,0.00019215-0.00030055i,0.00022146-0.00065139i,0.00016245-0.00079709i,9.9855e-05-0.0010325i,0.00036213-0.00061785i,2.987e-05-0.00038351i,-0.00049539-0.00032269i,-0.00080916-0.0008321i,-0.00043275-0.00084678i,-0.0001051+6.3934e-05i,-9.392e-06+0.00075069i
-0.0022497+0.00089821i,-0.0021659+0.0011642i,-0.001271+0.0015429i,0.00057051+0.0012309i,0.0015558+0.00039218i,0.0011669+0.00047208i,0.00025749+0.0010194i,-0.00054749+0.001102i,-0.00020125+0.0014869i,0.00051844+0.0012781i,0.00060624+0.00055102i,0.00029562+7.0802e-05i,-3.0228e-05-0.00038782i,-0.00018391-0.00052506i,-0.00051033-0.00020507i,-0.00050537+5.5238e-05i,-0.00032425-0.00011848i,-0.00043715-0.00022075i,8.0595e-05-0.00028198i,0.00098607-8.415e-05i,0.00066436+0.00036727i,0.00034746+0.00065717i,0.00037693+0.00073642i
8.3221e-05-0.00076416i,-0.0001849-0.001324i,0.00094446-0.0016301i,0.00085393-0.0017581i,-5.3629e-05-0.0014772i,-0.00063522+5.6009e-05i,-0.0010726+0.0010473i,-0.0011151+0.00078306i,-0.00046098-0.00016932i,-3.7689e-05-0.00082123i,-2.6676e-05-0.00048344i,-4.5053e-05+0.00013686i,-0.00032621+0.00056417i,9.8039e-05+0.00090011i,6.3494e-05+0.00039738i,0.00018364-5.6566e-05i,0.00078678-6.735e-05i,0.0013356-0.00038482i,0.0012067-0.00021539i,0.000226+0.00056425i,-0.0001002+0.0007129i,0.00012514+0.00013366i,-0.00042734+0.00014997i
-0.00073474-0.00052833i,-0.0015618+0.0015015i,-0.0015803+0.0024267i,-0.00052324+0.0016635i,-0.00013731+0.00082881i,0.00010721+0.00052569i,-0.00060328+0.0010612i,-0.0014027+0.0012357i,-0.0010165+0.0014333i,-0.00076553+0.00095035i,-0.0011822+0.00036893i,-0.00097081+0.00027319i,-3.6706e-05-0.00061176i,0.0007278-0.00045579i,0.00052007+9.6023e-05i,0.00046948+0.00035297i,0.00045226+0.00039004i,0.00023781-0.00013004i,-0.00038397-0.00077913i,-0.00062845-0.00073449i,-0.00045976-0.00045991i,-0.00049446-0.00070574i,-0.00066308-0.0004755i
0.00072248+0.00030534i,-0.0011119+0.00019345i,-0.001697-4.4688e-05i,-0.0011321+0.0011688i,-0.00016328+0.0019208i,0.00086929+0.0011471i,0.0005947+0.00028475i,-0.000656+0.00021799i,-0.00093478+0.00058454i,-0.00010761-0.00024656i,0.00026874-0.00024976i,7.223e-05+0.00036194i,-0.00022381+0.00038415i,-2.9239e-05+0.00046981i,0.0006863+0.00058436i,9.9174e-05+0.00029024i,2.8694e-05+0.00048628i,0.00071471+0.00066929i,0.0010224+5.4276e-05i,0.0010442+0.00024266i,0.00040032+0.0010327i,0.00010403+0.00083955i,0.0002421-0.0003137i
0.00019186+0.0010351i,0.0011344+0.00072982i,0.0015092-0.00028749i,0.00096211-0.0012866i,7.7228e-05-0.0011806i,-0.0016059-0.00027578i,-0.0020985+0.00071298i,-0.0012471+0.0012994i,-0.00087994+0.00098429i,-0.0010017+0.00078048i,-0.00081738+0.00079262i,-0.00073764+0.00056764i,-0.0010563+0.00016364i,-0.00060031+0.00016979i,-0.00071225+0.0002097i,-0.0010767-0.00040126i,-0.00080659-0.00086858i,-0.00022585-0.0007126i,0.00054792-0.00042549i,0.00084594-0.00023431i,0.00026286-8.7119e-05i,-8.306e-06-0.00021846i,0.00016376+0.00020294i
-0.0021292-0.00030822i,-0.0017505-0.00010969i,-0.0017958+0.00034236i,-0.0019979+0.00041408i,-0.0015208+0.00047536i,-0.00040989+0.0013547i,0.0002237+0.0016976i,-0.00038422+0.00084732i,-0.0014102+0.00064524i,-0.0019651+5.0146e-05i,-0.0021095-0.00089879i,-0.0018858-0.00029076i,-0.00085228+0.00084283i,5.4911e-05+0.00042374i,-8.304e-05+0.00039885i,0.00038848+0.00016027i,0.0011024-0.00019651i,0.00057185+0.00011515i,-0.00045849+0.00056528i,-0.00021978+0.00056497i,0.0002264+0.00044267i,0.00087471+0.00021266i,0.00056486+4.2816e-05i
0.00032953-0.00078009i,-0.00038046-0.00083754i,-0.00028033+0.00013028i,0.00052477+0.00088364i,0.00093389+0.00051225i,3.9404e-05+0.00055437i,-0.00083637+0.0007271i,-0.00045277+0.00058444i,0.0003635+0.00066792i,0.00016198+0.00024159i,-0.00046572+5.7024e-06i,-0.00017935+0.00018588i,4.3905e-05+2.1823e-05i,-0.00013884-0.00039573i,-0.00039313-0.00012904i,-1.1894e-05-8.6322e-05i,-0.0001223-0.00052169i,-0.00073463-0.00018501i,-0.00018587+0.00069035i,0.00028431+0.00056332i,-0.00013811+0.00015025i,-0.00032439+0.0005815i,-0.00053272+0.00051613i
0.00094084-0.00086407i,0.0010084-0.00092191i,0.0012402-0.0014811i,0.00023072-0.0018022i,-0.0011289-0.0018713i,-0.0016624-0.0016661i,-0.0014095-0.00064222i,-0.001186+0.00045685i,-0.0011997+0.00049708i,-0.00019718-0.00040711i,0.00015559-0.00056682i,-0.00033516-0.00052817i,-0.00026078-0.0011884i,-0.00019477-0.0016347i,-0.00021981-0.0013372i,-0.00015645-0.0004742i,-0.00012176-0.0001401i,0.00027104-0.00046189i,0.00074765-0.00072002i,0.00056272-0.00046451i,0.00050986-0.00012144i,0.00018927-0.00033718i,-0.00014558-0.00047055i
-0.00063717+5.3063e-05i,-0.00071654+2.8894e-05i,-0.0010205+5.9999e-05i,-0.0013871+0.00034202i,-0.001554+0.0011587i,-0.00062549+0.00072474i,0.00043529+0.00039236i,7.0935e-05+0.0011709i,-0.00059347+0.0012508i,-0.0004493+0.00047687i,-0.00060621+0.0002151i,0.00021889+0.00070586i,0.00087742+0.00062934i,-0.0001589-0.00029722i,-0.00054108-0.00072767i,0.00023968-0.0002903i,0.00060855+0.00028648i,0.00048485+7.0245e-05i,0.00034091+7.4876e-05i,0.0001691+0.00055956i,0.0006411+0.00065602i,0.0010127+0.00053707i,0.00085983+0.00027779i
-0.0017757+0.00072128i,-0.0018231+0.00078137i,-0.00087702+0.00073692i,-0.0005279+0.0010326i,-0.00048125+0.0011791i,-0.00027967+0.00036085i,-0.0010183+0.00038779i,-0.0015136+0.001507i,-0.001474+0.0014218i,-0.000988+0.00059156i,-0.00011001+0.0001752i,2.7509e-05+9.0142e-05i,0.00014695+8.9988e-05i,1.1391e-05-0.00041773i,-0.00053328-0.0010083i,-0.00083483-0.0008742i,-0.00094356-0.00076765i,-0.00083093-0.0010112i,-0.00023683-0.00098185i,0.00055465-0.00077901i,0.00039742-0.00077095i,5.9634e-05-0.00049585i,-1.3051e-05-0.00033894i
-0.0014465-0.003234i,-0.0026687-0.0023312i,-0.0033812-0.0016215i,-0.0022576-0.00040497i,-0.0011755+0.001126i,-0.0010119+0.0014174i,-0.00069506+0.0010614i,-0.0011091+0.00096412i,-0.0016146+0.00093327i,-0.0012984+0.00044005i,-0.00020476-0.0002276i,0.00029888-0.00017346i,0.00057872+0.00030994i,0.00086148-1.9901e-05i,0.00030911-0.00021918i,0.0004363-0.00038672i,0.00057826-0.00024481i,0.00018044-0.00039481i,-4.7121e-05-0.00029801i,-0.00016229-9.1597e-05i,3.1997e-05+1.0533e-05i,0.0003896+3.5602e-05i,0.00060181-0.0001192i
0.0017352-0.0011244i,0.00094127-0.00056188i,7.8698e-05+0.00079901i,-0.00067202+0.00029591i,-0.0019269-0.00021586i,-0.002664+0.00071554i,-0.0020275+0.000905i,-0.00036984+0.00057548i,0.00020081+0.00053339i,3.1346e-05+0.00048546i,-0.00024697+8.6212e-05i,-0.00062845-0.00010504i,-9.9401e-05+0.0001709i,0.00096821-0.00013051i,0.00060777-0.0010025i,9.3501e-05-0.00097133i,0.00038867-0.00039888i,0.00082527+1.0823e-05i,0.00063886+6.4211e-05i,0.0009397+0.00021059i,0.00092474+0.0010136i,0.00024469+0.0010486i,0.0002683+0.00019784i
0.00010148+0.00042136i,0.00033545+0.00086565i,-3.5341e-05+0.00029831i,-0.00095118-0.00031629i,-0.0012736+0.00075582i,-0.0011001+0.0014428i,-0.0009351+0.00061312i,-0.0006169+0.00030585i,-0.00013896+0.0003017i,-0.00050539+0.00016225i,-0.0011187+0.00035171i,-0.00085039+0.00013904i,-0.00039228-8.5498e-05i,-0.00060533-0.00053741i,4.1262e-05-0.00012206i,0.00031328+8.2548e-06i,0.00022117-0.00048158i,0.00039774-0.00029876i,-0.00015819-0.00042673i,-0.00051233-0.00089496i,-0.00022662-0.00028499i,-8.2852e-05+0.00057395i,0.00029274+0.00043137i
-0.00086668-0.00035151i,-0.0011099-0.00026186i,-0.0011087-0.0011738i,-0.00052899-0.0017428i,0.00039858-0.0010249i,-0.00037181-0.00042812i,-0.001365+0.00045412i,-0.00067162+0.00073573i,-0.00028334-0.00010286i,-0.0006137-0.00023987i,-0.00038429-0.00075947i,-0.0003081-0.00089523i,-0.00040383-0.00068963i,0.00069648-0.00046287i,0.00099372-4.0214e-05i,0.00035594-0.00049385i,0.00085225-0.00078028i,0.00086823-0.00080313i,-5.462e-05-0.0011514i,-0.0003924-0.00072714i,-0.0002923+8.632e-05i,8.7844e-06+0.00064751i,0.00028112+0.00022352i
0.00012532-0.0014476i,0.00081441-0.0010051i,0.00018159-0.0012006i,-0.00045791-0.00062669i,-0.00040972+5.9059e-05i,-0.00089891+0.00064721i,-0.001552+0.0008121i,-0.00083125+0.0013162i,-1.7266e-05+0.0016441i,0.0007905+0.0002371i,0.00078648-0.00048576i,-0.0004586-4.5492e-05i,-0.0011585-7.5618e-06i,-0.00089292-0.00028849i,-0.00024244+0.00027349i,9.3254e-05+8.0776e-05i,-5.8105e-05-0.00050558i,-0.00042452+3.4146e-05i,-0.00048484+0.00049581i,4.7844e-05+0.00041488i,7.2637e-05+0.00079523i,-0.00067115+0.0011363i,-0.00044007+0.00017816i
0.00168-0.0018721i,0.0001742-0.001328i,-0.0013425-0.0019769i,-0.0016607-0.0021347i,-0.0016748-0.0012471i,-0.0015172+0.00011431i,-0.00054324+0.0010301i,1.5527e-05+0.0013973i,-0.00024339+0.00046357i,-0.00039793-0.00064795i,-0.0006171-0.00011042i,-0.00016578+0.00060054i,0.00050367+0.00088998i,0.00063406+0.00033763i,0.00054261-0.00031042i,0.00046045-0.00034029i,0.0005648-0.00054688i,0.0010449-0.00085737i,0.00094551-0.0004688i,0.00037597+5.2791e-05i,6.142e-05+5.1817e-05i,-1.5671e-05+9.8448e-05i,9.088e-05+0.00092174i
0.00085625+0.001651i,8.4984e-05+0.0010551i,-0.00012513+0.0010739i,-0.00022663+0.00018698i,4.3019e-05-0.00052402i,-0.00047695-7.9237e-05i,-0.0015895+0.00028538i,-0.0012307+0.00088682i,-0.0010567+0.00094727i,-0.0012665-0.00027145i,-0.0016496-0.0012031i,-0.0016606-0.0010719i,-0.0007155-0.000553i,-3.6668e-05-0.0007517i,0.00045281-0.00073878i,0.00063031+3.9013e-05i,0.00013109-0.00035759i,-0.00019635-0.00081719i,-0.00039011-0.0010289i,0.00038559-0.0012834i,0.0016582-0.0008411i,0.0011176+5.6515e-05i,0.00037888+0.00039017i
-0.0019984-0.00014642i,-0.0015448+0.0008111i,-0.00076202+0.00077841i,-0.00099973+0.0010593i,-0.0010034+0.00080626i,-0.0005209+2.9686e-05i,-0.00052155+0.00021953i,-0.00035862+0.000892i,-0.0001124+0.001127i,-0.00033075+0.00079948i,-0.00011285-1.1095e-05i,0.00069468-0.00046704i,0.00062679-0.00063986i,8.9793e-05-0.00068554i,-0.00019285-0.00066643i,-0.00037752-0.00067818i,0.00017673-0.00076446i,0.0002077-0.00019508i,-0.00028704+0.00016187i,-0.00039334-0.00026986i,-0.00031236-0.00021852i,-0.00042383+0.00058364i,-8.6362e-05+0.00096091i
-0.0015118+0.0010177i,-0.00094428+0.00079982i,-0.0012682+0.00048476i,-0.0010095-2.7833e-05i,-0.00033361+8.7265e-05i,-0.00052068+0.00029348i,-0.0013048-1.6736e-05i,-0.0013983+4.0842e-05i,-0.001165+0.000918i,-0.00022886+0.0014418i,0.00049227+0.00063541i,0.00070388-0.00033814i,0.00048265-0.00060381i,0.00033794-0.00019624i,0.00016912+0.00071866i,8.6551e-05+0.00093921i,0.00026138+0.00061429i,0.00051106+8.817e-07i,0.00059602+0.000261i,0.00018992+0.00063819i,3.9886e-05+0.00045339i,-3.439e-05+0.00040379i,0.00048426-7.5877e-06i
-0.00077269-0.0010937i,-0.0023819-0.0011344i,-0.0021264-0.00052547i,-0.0013465+0.00071512i,-0.00067737+0.0014469i,-0.00022005+0.0014962i,-0.00066656+0.00082439i,-0.0013454-5.3037e-05i,-0.0014429-0.00012336i,-0.00096298+0.00031001i,-0.00076296+0.00041644i,-0.00064983-0.00013268i,-1.8756e-06-0.00031872i,0.00049292+0.00015882i,0.00051908+8.1437e-06i,4.3661e-05+2.5205e-05i,9.8656e-06-0.00021347i,0.0007806-0.00041024i,0.00013229-0.00027578i,0.00013784+5.172e-05i,0.00099814+0.0004911i,0.00061577+0.0005764i,0.00022697+0.0004806i
0.00091995+0.00066353i,0.0011503+0.00020362i,0.0010093-0.00011309i,0.000337-0.00090483i,-0.00082957-0.0007734i,-0.0015461-0.00045228i,-0.0015499-0.00024851i,-0.0012489-1.6947e-05i,-0.00026741+0.00063131i,-2.2536e-06+0.00041473i,-0.00033762-0.00019037i,-0.00036327-0.00010938i,-0.00023939-9.5807e-05i,-0.00025579-0.00045226i,-0.00035307-0.00075706i,-1.2126e-05-0.00098181i,0.00037476-0.00055076i,0.00061973-0.00016946i,0.0010595-6.8916e-05i,0.0011472+0.00036416i,0.0010188+0.00026968i,0.00029647+2.1396e-06i,-0.00010011-0.00048867i
0.00015937+0.0013218i,0.0011948+0.00068274i,0.0015157-0.00018732i,0.00074854-0.0006713i,-0.00080481-0.0013287i,-0.0016551-0.00089613i,-0.0017412-4.7494e-06i,-0.00066304+0.00095692i,0.00014952+0.0016324i,0.00018754+0.00092008i,0.00042446+9.3333e-05i,0.00015051+0.0004183i,0.0008172-3.3271e-06i,0.0013047-0.00059434i,0.00087538-0.00023192i,0.00031781+0.00052883i,0.00027959+0.00050556i,0.00098877+0.000401i,0.00062792+0.0005438i,-0.00054107+0.00038745i,-0.00032969-0.0004768i,0.00061787-0.00088498i,0.00095841-0.00032081i
-0.00038045+0.0016862i,-0.0005752+0.00025563i,0.00059156-0.00099471i,0.0015292-0.00097989i,0.0011577-0.00093994i,-0.00050629-0.0011314i,-0.0016039+0.00011902i,-0.00099507+0.0010226i,0.00029724+0.0012785i,0.00097184+0.00085589i,0.00024334+0.00019039i,-0.00099017-8.6306e-05i,-0.0010745-9.8717e-06i,-4.7559e-05+0.00040766i,0.00042702+0.00074487i,-0.00025246+0.0004466i,-0.0015485-5.9062e-05i,-0.0014985-0.0004981i,-0.00031874-0.00034929i,-0.0005324+0.0003832i,-0.00074807+0.00071262i,-0.00022896+0.00078126i,-0.00050627+0.00019281i
-0.00031438-0.0020383i,-0.00095582-0.0016696i,-0.0010702-0.0014731i,-0.00038638-0.0018144i,-0.00019132-0.00072947i,-0.00045636+0.0005422i,-0.00089855+0.00061013i,-0.00099152-0.00030422i,-0.00056196-0.00045923i,-0.00045078-0.00017925i,-0.00047071+1.3316e-06i,-0.0001658+0.00091087i,0.00017114+0.0015353i,0.00025807+0.0013398i,0.00038609+0.0010069i,0.00028545+0.00025223i,-0.00049727-0.00046003i,-0.00092597-0.00046907i,-0.00068839+0.00014231i,-0.00036173+0.00069159i,-0.00018423+0.00056336i,8.592e-05+0.0003031i,0.00024764+0.00057948i
-0.00038316-0.0015903i,-0.00053191-0.0016647i,-0.00099278-0.0015054i,-0.0017733-0.00060408i,-0.0022653-0.00037453i,-0.0011261+0.00031737i,-0.00029957+0.00061584i,0.00074355-2.4506e-05i,0.0013273-0.0002681i,0.00032062-0.00016991i,0.00035985+4.8418e-05i,0.00019839+0.0011819i,-0.00029872+0.0018003i,-5.0003e-05+0.00035359i,-0.00048936-0.00030114i,-0.0010749+0.0001087i,-0.00044855+0.00015442i,-0.0001065+0.00075455i,-0.00032193+0.0002673i,-0.00024857-0.00013759i,-0.00020306+0.00031176i,-0.00043705+0.00029696i,-0.0005831+7.8544e-05i
0.0006922+0.00068722i,0.00051246-0.00019154i,0.00078306-0.0011356i,0.00019157-0.001299i,-0.00021644-0.00047749i,-0.0010412-3.6262e-05i,-0.0015201+0.00020406i,-0.0015291+0.00039149i,-0.0012061+0.0010145i,-0.00071561+0.0011821i,-0.00065815+0.00050286i,-0.00045221+0.00024792i,-2.8912e-05+0.00015208i,-0.00077508-0.0002388i,-0.00080468+1.8896e-05i,0.00031351+0.00045138i,0.00093924-7.6994e-05i,0.00056319-0.00014138i,4.2557e-05+6.6059e-05i,0.00038947+0.00046271i,0.00059169+0.00075644i,0.00035276+0.0008077i,0.00038403+0.00026821i
-0.00097549-0.0016535i,-0.0014037-0.00036557i,-0.0018586+0.00026786i,-0.0025559-9.3638e-05i,-0.0023458+1.2877e-05i,-0.0010712+0.00056196i,-0.00067749-3.4234e-05i,-0.00057204-0.00044754i,-0.00077801+0.00052146i,-0.0010067+0.00093458i,-0.00047417+0.0004059i,-0.00031964-7.9279e-05i,-0.00067653-0.00047179i,-0.00092305-0.00063384i,-0.00052932-0.00064907i,-0.00018261-0.0011648i,-8.4704e-05-0.00088352i,0.00058316-9.9268e-05i,0.00061359+0.00030102i,0.00022456+0.00025846i,0.00084253+0.00059639i,0.0012071+0.00063607i,0.00052158+8.6202e-05i
-0.00033129-0.0012902i,-0.00091188-0.0011205i,-0.0013025-0.00085132i,-0.0016945+4.0978e-05i,-0.0010756+0.00054143i,-1.7139e-05+0.00046635i,-0.00057392+0.001226i,-0.0012761+0.0018798i,-0.0013716+0.00094067i,-0.0014589-0.00060691i,-0.0011788-0.0014573i,-0.00022154-0.00099392i,0.0008499-0.0001387i,0.00083598-0.00055648i,-0.00038185-0.00090069i,-0.0007517-0.00069552i,-0.00027293-0.00030022i,0.00024219+2.7785e-05i,0.00021402-0.00029373i,-0.00018465-0.00033226i,0.00082359+8.8734e-05i,0.0014042-0.00028092i,0.00049652-0.00033922i
