0.0015974+0.0003971i,0.0024248-0.00074659i,0.0018297-0.0026418i,3.6992e-05-0.0033083i,-0.0018962-0.0021078i,-0.0024427+0.00024792i,-0.0011613+0.0013346i,0.00025564+0.00044428i,0.00044663-0.00068526i,0.00056898-0.0014854i,0.0012354-0.00099002i,0.0014361-0.00048504i,0.00055515-0.00084246i,6.5635e-05-0.00095912i,0.0004346-0.00047024i,0.00015671-4.44e-05i,-0.0004054+0.00063717i,-0.00029089+0.0010156i,0.00041128+0.0012469i,0.00028002+0.00083755i,-0.00031055-0.00015039i,-0.0001657-0.00079797i,0.00026161-0.00082404i
-0.010727-0.0043251i,-0.042227-0.039023i,-0.11298-0.11097i,-0.20407-0.14208i,-0.23526-0.052041i,-0.13827+0.076946i,-0.0054794+0.10231i,0.02401+0.056653i,-0.001214+0.038797i,-0.00073122+0.030731i,0.0029364+0.010195i,-0.0025762-0.00449i,-0.0091588-0.011409i,-0.015579-0.011255i,-0.014043-0.0091421i,-0.0085268-0.010846i,-0.0043189-0.010261i,0.0015861-0.0090245i,0.0079911-0.01649i,0.009764-0.031241i,0.0026919-0.037381i,-0.012191-0.024862i,-0.023917-0.0046747i
0.0030884-0.0053969i,0.036642-0.0011995i,0.10984+0.021234i,0.18746+0.038018i,0.19673-0.0080973i,0.12141-0.086445i,0.028752-0.099601i,-0.00041871-0.056508i,0.012806-0.036964i,0.0045547-0.034061i,-0.0060908-0.018703i,-0.0019254-0.0093098i,0.0056529-0.012427i,0.010948-0.015995i,0.0079996-0.011167i,0.0038668-0.00025996i,0.0013966+0.0059125i,-0.0055773+0.0069743i,-0.017165+0.013052i,-0.026301+0.026938i,-0.020976+0.039929i,0.0013855+0.042358i,0.022237+0.03435i
-0.0032238+0.0046415i,-0.020729+0.022177i,-0.074693+0.047824i,-0.15085+0.067507i,-0.17634+0.1045i,-0.11952+0.15875i,-0.045305+0.16267i,-0.023069+0.11763i,-0.024011+0.083191i,-0.0017476+0.058255i,0.013715+0.028517i,0.010716+0.014844i,0.0078945+0.017446i,0.0037742+0.019939i,-0.0004013+0.016605i,-0.0020527+0.0099619i,-0.00019257+0.0075267i,0.0092675+0.0070687i,0.020361+0.0021673i,0.028784-0.0087385i,0.029989-0.022132i,0.019033-0.033728i,0.0080408-0.042019i
-0.00097567-0.0027614i,-0.0095423-0.010118i,-0.0065244-0.012279i,0.0482+0.0056589i,0.12254-0.0038518i,0.11426-0.082295i,0.036585-0.12701i,0.0010634-0.082171i,0.012636-0.036084i,0.011806-0.0226i,0.00087925-0.012331i,-0.0068723-0.0082306i,-0.015496-0.011256i,-0.018072-0.01405i,-0.014312-0.01332i,-0.010673-0.0087456i,-0.0084363-0.0053672i,-0.0091276-0.0037609i,-0.011908+3.4211e-05i,-0.01654+0.0044629i,-0.022011+0.007096i,-0.027961+0.012284i,-0.034252+0.019589i
0.002875-0.0037925i,0.026024-0.019303i,0.05027-0.054995i,0.017422-0.098279i,-0.072202-0.09178i,-0.10766+0.0025415i,-0.061964+0.077072i,-0.034319+0.058616i,-0.038748+0.035661i,-0.019605+0.036233i,0.0072227+0.023719i,0.017248+0.007733i,0.02204+7.3092e-05i,0.024175-0.0014267i,0.021451-0.00014311i,0.018202-0.0016744i,0.015722-0.0030362i,0.013865-0.0015918i,0.012607-0.0023188i,0.013313-0.0041827i,0.017013-0.0014372i,0.026427+0.0052651i,0.037491+0.0092149i
0.0039149+0.0092195i,0.0010954+0.04201i,0.011694+0.10914i,0.070422+0.16506i,0.15269+0.13148i,0.16424+0.011635i,0.09297-0.078965i,0.037105-0.07538i,0.02778-0.047309i,0.013223-0.034144i,-0.0039303-0.013997i,-0.006316+0.0067484i,-0.0032913+0.018214i,-0.00081249+0.021225i,-0.0017854+0.015877i,-0.0048125+0.0098391i,-0.0046491+0.0041841i,-0.0028443-0.0012113i,-0.0041179-0.001798i,-0.0080706+0.0017106i,-0.011766+0.0013602i,-0.015201-0.0089993i,-0.016895-0.020503i
-0.0096166-0.0062273i,-0.027831-0.041633i,-0.074223-0.12156i,-0.15476-0.19972i,-0.23068-0.17827i,-0.22644-0.066774i,-0.14158+0.013298i,-0.072931+0.011173i,-0.054901-0.0037204i,-0.037686+0.0057816i,-0.014744+0.0085023i,-0.0077499+0.0023045i,-0.011064-0.0019393i,-0.013276-0.0042839i,-0.0077987-0.0061682i,-0.00062838-0.0083948i,0.00046066-0.006942i,-0.00034923-0.0024723i,0.0025969-0.0023261i,0.0085383-0.0066858i,0.0096628-0.0060376i,0.0013201+0.003332i,-0.0078581+0.013356i
0.0076897+0.0050866i,0.033502+0.015096i,0.082959+0.052511i,0.1433+0.11008i,0.19591+0.12076i,0.20269+0.045656i,0.14685-0.029579i,0.087509-0.034958i,0.057569-0.021422i,0.02905-0.023284i,0.0022932-0.016527i,-0.0035635-0.0072471i,0.0016833-0.007108i,0.0063507-0.006794i,0.0062994-0.0023627i,0.0023633+0.0031731i,-0.00078921+0.0046574i,-0.0051564+0.002125i,-0.010808+0.0027405i,-0.015907+0.0078252i,-0.013439+0.012336i,0.0012866+0.011457i,0.014836+0.0083186i
-0.0053753+0.0057419i,-0.02135+0.013259i,-0.059911+0.0071663i,-0.11974-0.034687i,-0.17247-0.070587i,-0.18562-0.025019i,-0.13915+0.042906i,-0.078358+0.043048i,-0.050523+0.021433i,-0.030811+0.019713i,-0.0094457+0.014059i,0.00040996+0.0053582i,0.0012823+0.0059463i,-0.002429+0.0096637i,-0.0048227+0.0097798i,-0.0031591+0.007653i,0.00062949+0.0058336i,0.0054867+0.004618i,0.011525+0.0050384i,0.017725+0.0048308i,0.016896+0.00098364i,0.006374-0.0067541i,-0.0017502-0.015284i
0.00071083-0.0032608i,-0.0083102-0.0066255i,-0.016689+0.015061i,0.0062869+0.088399i,0.068003+0.15371i,0.12561+0.11331i,0.12099+0.024928i,0.073159+0.0024159i,0.048209+0.01601i,0.034662+0.0076549i,0.013156-0.0037946i,-0.0029276-0.0057257i,-0.010765-0.0074035i,-0.01038-0.0099873i,-0.0057236-0.011448i,-0.0041123-0.0092386i,-0.0034061-0.0043874i,-0.0017457-0.00083487i,-0.003366-0.00057603i,-0.008482-0.0044813i,-0.011825-0.0067009i,-0.012866-0.0018703i,-0.015105+0.0056165i
0.0061644-4.2476e-05i,0.026939-0.010815i,0.060017-0.050961i,0.05893-0.12896i,-0.0054477-0.18227i,-0.072618-0.13762i,-0.085096-0.045721i,-0.06078-0.0036272i,-0.041658+0.00077323i,-0.023992+0.01063i,-0.00019123+0.011332i,0.012893+0.0012228i,0.0154-0.0046477i,0.014892-0.0044341i,0.013654+8.6006e-06i,0.013526+0.0024892i,0.01294+0.0012193i,0.011362+0.0002771i,0.01042+0.00093372i,0.0095555+0.0032346i,0.0097269+0.0052125i,0.013867+0.0059579i,0.019507+0.0062241i
-0.010352+0.0072973i,-0.018436+0.037021i,-0.030097+0.10493i,-0.01214+0.19729i,0.047066+0.24577i,0.093082+0.18527i,0.079754+0.077279i,0.042946+0.027742i,0.026657+0.019847i,0.020737+0.0061014i,0.0085249-0.00075988i,5.1384e-05+0.0053597i,-0.00086172+0.011696i,-0.00018482+0.012376i,-0.0025363+0.0075428i,-0.0072623+0.0024099i,-0.0074428-0.00072605i,-0.0043214-0.0041899i,-0.0031197-0.0058065i,-0.0040747-0.004688i,-0.0053335-0.0050532i,-0.0073631-0.0094774i,-0.0086119-0.015807i
-0.00094459-0.010569i,-0.0077115-0.039543i,-0.015122-0.11153i,-0.025678-0.21071i,-0.051838-0.26426i,-0.091219-0.21293i,-0.098477-0.11106i,-0.066524-0.05702i,-0.041627-0.042928i,-0.028919-0.022545i,-0.01339-0.0041764i,-0.0021475+0.00077652i,-0.00080807+0.0010742i,-0.0026262+0.00046493i,-0.00091704-0.00092793i,0.0024875-0.0021931i,0.0045599-0.0015315i,0.0045409+0.00057378i,0.0033988+0.00081543i,0.0020296-0.00037242i,-0.00051878+0.00061429i,-0.0038146+0.0060881i,-0.0064093+0.011453i
0.0048652-0.0035841i,0.016641+0.0037436i,0.024232+0.039673i,0.016297+0.11272i,0.010861+0.17218i,0.038414+0.15847i,0.062416+0.088244i,0.046701+0.035975i,0.02775+0.018833i,0.017538+0.0039704i,0.0031686-0.0042946i,-0.0063979-0.0031465i,-0.0072412-0.0042569i,-0.0049557-0.0033947i,-0.0028138+0.00049376i,-0.0026713+0.0022828i,-0.0046423+0.0015059i,-0.007046+0.0020546i,-0.0068199+0.004557i,-0.0039342+0.0064673i,0.0011094+0.0068074i,0.0090596+0.004036i,0.014495+0.001461i
-0.0022394-0.00093903i,-0.0067186+0.0027738i,-0.010286-0.013491i,-0.0030884-0.073098i,0.0013731-0.13983i,-0.020016-0.13786i,-0.042318-0.08074i,-0.035246-0.038321i,-0.021473-0.024989i,-0.017341-0.012176i,-0.010049-0.00031134i,0.00025301+0.001886i,0.0050015+0.0025165i,0.0032978+0.0037137i,-0.0010388+0.0046582i,-0.0029651+0.0063535i,-0.0010929+0.0066891i,0.0015685+0.0054567i,0.0037801+0.0038153i,0.0048205+0.0019042i,0.00236+0.00018456i,-0.0034241-0.0036617i,-0.0075473-0.0095357i
-0.0048864-0.00032692i,-0.018114+0.00018369i,-0.050868+0.021014i,-0.092539+0.087i,-0.10545+0.1615i,-0.058174+0.15297i,0.0019455+0.081894i,0.017512+0.040772i,0.013231+0.034637i,0.013939+0.023314i,0.0067838+0.0054309i,-0.0048481-0.0039747i,-0.01064-0.0050425i,-0.0092579-0.0039195i,-0.0045394-0.0053802i,-0.0020611-0.0074432i,-0.0021051-0.0061829i,-0.0022729-0.0033543i,-0.0031254-0.0021122i,-0.0051231-0.0014537i,-0.0043388+0.00051275i,-0.001542+0.0037357i,-0.0012833+0.0075159i
0.002032-0.0055498i,0.020594-0.015491i,0.061112-0.040594i,0.11261-0.091343i,0.1341-0.14165i,0.09126-0.13468i,0.024216-0.081882i,-0.006383-0.040589i,-0.012239-0.018389i,-0.011749-0.0024557i,-0.0017929+0.0043382i,0.0061837+0.0015451i,0.0077036-0.0022517i,0.0070897-0.0028995i,0.0052109-0.00086384i,0.0046898+0.0026512i,0.0061359+0.0052036i,0.0079914+0.0051861i,0.0096579+0.0026052i,0.0084206-0.0012039i,0.005468-0.0043812i,0.0051082-0.0050786i,0.0073761-0.0032862i
-0.001016+0.010333i,-0.0086424+0.029748i,-0.035974+0.072566i,-0.080763+0.1303i,-0.10819+0.16626i,-0.082288+0.14593i,-0.030867+0.087277i,-0.01211+0.041817i,-0.011836+0.027405i,-0.002499+0.018408i,0.0032601+0.0058189i,0.0020265-0.00061729i,0.003038+0.00018644i,0.0056933+0.0017664i,0.0046608-0.00016479i,0.00097958-0.0032323i,-0.0010397-0.0055674i,-0.0018336-0.0077614i,-0.0042174-0.0077557i,-0.0064284-0.0038447i,-0.0057256+0.0006035i,-0.0043497+0.0010745i,-0.004278-0.0026575i
-0.0046952-0.0085693i,-0.0046098-0.025537i,0.01207-0.061452i,0.061896-0.10927i,0.10782-0.13521i,0.091134-0.11629i,0.034463-0.07524i,0.0014784-0.044802i,-0.0056836-0.030767i,-0.0090994-0.018019i,-0.0052925-0.0021331i,0.0013891+0.0070835i,0.001452+0.0096949i,-0.00038804+0.0096522i,-0.00015432+0.0058854i,0.0014469+0.0029337i,0.0037159+0.0028505i,0.0064281+0.0030794i,0.0083142+0.0013472i,0.0083088-0.0023925i,0.0063135-0.0045604i,0.002554-0.00211i,0.00058783+0.0027337i
0.0032522+0.0038382i,0.0054105+0.0057796i,-0.0073642+0.017036i,-0.052701+0.040327i,-0.10179+0.061968i,-0.089671+0.062118i,-0.03527+0.045937i,-0.0050025+0.027957i,0.00046243+0.013023i,0.0019156+0.0024193i,0.00046014-0.0031678i,-0.0024521-0.0060066i,-0.0044971-0.0079138i,-0.0034407-0.0067872i,0.00050112-0.0029182i,0.0026574-0.0016729i,0.00085126-0.0039352i,-0.0023681-0.0050918i,-0.00536-0.003078i,-0.0070548+0.0020539i,-0.0062426+0.0064966i,-0.0019091+0.0053898i,0.0018491+0.0017273i
0.0025661+0.0053628i,0.0081915+0.0075054i,0.027284+0.0048169i,0.070394-0.01193i,0.11509-0.03225i,0.098629-0.034478i,0.040288-0.025451i,0.01482-0.019237i,0.013628-0.019319i,0.005302-0.016847i,-0.00070955-0.0058438i,0.002696+0.0023115i,0.0062848+0.0042796i,0.0060769+0.0039388i,0.0019274+0.0031901i,-0.0024041+0.0036656i,-0.0029871+0.0054227i,-0.0016828+0.0074945i,0.0027525+0.0078035i,0.0085731+0.0052306i,0.009399+0.0019278i,0.0050436-0.0016197i,0.00088455-0.0056809i
-0.0037182-0.0015516i,-0.019899-0.00090628i,-0.060577-0.00094417i,-0.12494+0.0048061i,-0.16879+0.010715i,-0.13645+0.01063i,-0.060825+0.011565i,-0.017419+0.012337i,-0.0053869+0.012591i,0.00097399+0.009876i,0.0023536+0.0029035i,-0.0014805-0.0021227i,-0.0059996-0.0026891i,-0.0074877-0.00086087i,-0.0044808+0.00029034i,0.00010957-0.00056965i,0.0020777-0.0016893i,0.0012389-0.0036399i,-0.0022778-0.003971i,-0.0078329-0.0019272i,-0.010095+0.00077977i,-0.0073178+0.0041107i,-0.0040409+0.0065687i
0.0046783-0.0081618i,0.018791-0.014236i,0.055218-0.017789i,0.10865-0.010313i,0.1398+0.0042234i,0.11057+0.0078503i,0.047226-0.0055501i,0.0083426-0.010837i,-0.00064131-0.0027849i,-0.0025719+0.0032518i,-0.0025985+0.0049886i,-0.0008424+0.0044675i,0.00031112+0.001136i,1.7079e-05-0.0023587i,-0.00074687-0.0017469i,-0.0011121+0.0019784i,-0.0013786+0.006082i,0.00020811+0.0088519i,0.0041413+0.0090335i,0.0079099+0.0061167i,0.008695+0.002133i,0.0070445-0.0007114i,0.0050826-0.0019269i
-0.0025156-0.0001186i,-0.0096336+0.010523i,-0.039686+0.022138i,-0.091264+0.025799i,-0.12737+0.014086i,-0.10488-0.0012483i,-0.055657-0.0028878i,-0.033481+0.0036681i,-0.026597+0.011122i,-0.01241+0.01417i,-0.0014142+0.0070411i,0.0012612+0.00048349i,0.002991+0.00012878i,0.0041056+0.0014289i,0.0028289+0.0018684i,0.0023516+0.00016628i,0.0039544-0.0027466i,0.0038403-0.0058744i,4.4087e-06-0.0081334i,-0.0061814-0.0087753i,-0.009273-0.0074081i,-0.0077211-0.0050398i,-0.0056941-0.0038757i
-0.0028004-0.001952i,-0.00012445-0.0063034i,0.020783-0.010169i,0.066545-0.00056318i,0.10202+0.024116i,0.082165+0.029566i,0.031704+0.0063396i,0.0022697-0.0087776i,-0.0055916-0.0069548i,-0.005235-0.0022354i,-0.0042908+0.002354i,-0.0049332+0.0070191i,-0.0054635+0.011092i,-0.0040306+0.010328i,-0.0015273+0.004883i,-5.8093e-05+0.00037008i,0.00065161-0.00017858i,0.0018408+0.002208i,0.0047336+0.0041465i,0.0082665+0.0045944i,0.0092629+0.0036362i,0.0073832+0.003262i,0.0051057+0.0047196i
0.0019184-0.00046291i,0.00087662-0.0031901i,-0.013724-0.01207i,-0.046348-0.03117i,-0.071666-0.054001i,-0.052575-0.049556i,-0.014908-0.018473i,-0.0018725-0.0012432i,-0.0033594-0.00095135i,-0.0035041-0.0013651i,-0.0029669-0.0020884i,-0.0042916-0.0045477i,-0.0044921-0.0063949i,-0.0022576-0.0065219i,0.00013889-0.0023245i,0.0015021+0.0011676i,0.003315-0.00014051i,0.0046406-0.0031021i,0.0021133-0.0045826i,-0.0030316-0.0066031i,-0.0053146-0.0067933i,-0.0034296-0.0044132i,-0.0017626-0.0030416i
-0.001027+0.0014682i,0.0033123+0.006636i,0.019044+0.020392i,0.047207+0.042983i,0.067136+0.066568i,0.051429+0.063541i,0.024971+0.028396i,0.018236+0.0016964i,0.016622-0.0070996i,0.0078061-0.010056i,0.00069199-0.0063454i,-0.0001797-0.0013279i,0.0016483+0.0014779i,0.0027582+0.0022899i,0.0013718+0.00071256i,-0.0019131-0.0005037i,-0.0040137-0.00088616i,-0.0050469+0.00090382i,-0.0026426+0.0054056i,0.0025654+0.0089522i,0.0059415+0.0085411i,0.0053978+0.0051133i,0.0023874+0.0019564i
-0.0014774+0.0026556i,-0.010227+0.00031048i,-0.031874-0.016676i,-0.060445-0.049171i,-0.070146-0.077559i,-0.040299-0.070562i,-0.0047882-0.032908i,0.0083312-0.0071725i,0.0090376-0.0022304i,0.0064148-0.002034i,0.0052567-0.002972i,0.0040641-0.0053976i,0.0005909-0.0055925i,-0.0022619-0.0036373i,-0.0017787-0.0013846i,-0.00040513+0.00017172i,0.00068123+5.4433e-06i,0.0028794-0.001369i,0.0033582-0.004326i,-0.00031944-0.0062652i,-0.0039659-0.0056617i,-0.0029243-0.0032404i,-0.00043551-0.00086832i
-0.0019408+0.0013983i,0.0043742+0.00067763i,0.02081+0.011486i,0.040829+0.040825i,0.04137+0.069462i,0.016386+0.061247i,-0.0020602+0.026071i,-0.001088+0.0061526i,0.00242+0.0041949i,0.0032718+0.0031163i,0.0020132+0.00027611i,0.0012957-0.00257i,0.00084569-0.0050581i,0.00080748-0.0045041i,0.0012814-0.0015122i,1.3262e-06+0.00070194i,-0.0020188+0.0037747i,-0.0037221+0.0074823i,-0.0029144+0.010132i,-0.00075542+0.012332i,9.2755e-05+0.011345i,0.00029507+0.0069848i,0.00047195+0.00326i
0.0024048+0.0048773i,-0.0015498+0.0069396i,-0.013225-0.00014133i,-0.03106-0.024858i,-0.034814-0.05497i,-0.019438-0.050798i,-0.012148-0.017718i,-0.017993+0.001984i,-0.0179+0.0090388i,-0.0087042+0.0096911i,0.00080839+0.0042937i,0.0063601-0.00041499i,0.008141-0.0017689i,0.0053711-7.7163e-05i,0.00026094+0.0014452i,-0.0024422+0.0010379i,-0.0010091+3.9935e-05i,0.0010219-0.00098171i,0.00095142-0.0043666i,-0.00164-0.0089896i,-0.0044208-0.010744i,-0.0036308-0.0091187i,-0.0016916-0.0058143i
0.0054442+0.002486i,0.0077943+0.003128i,0.011598+0.013i,0.012335+0.03888i,-6.5866e-05+0.067087i,-0.020705+0.058106i,-0.027056+0.019624i,-0.023845+0.00095406i,-0.017336+0.0035793i,-0.0069505+0.0066002i,-0.0011775+0.0070957i,-0.00036053+0.0076821i,-0.00082546+0.0079222i,-0.00095428+0.0056766i,0.0015011+0.0014977i,0.0041471-0.001691i,0.0040102-0.002604i,0.0024-0.00095098i,0.00054851+0.0017904i,-0.00033113+0.0059097i,-0.00017365+0.0086834i,0.00013884+0.0071685i,0.00020381+0.0047239i
0.00017103-0.0028129i,-0.0011708-0.0066631i,-0.0040086-0.020007i,-0.0037033-0.042648i,0.0078855-0.057965i,0.022873-0.042465i,0.01538-0.013655i,-0.0029291-0.00052991i,-0.010163+0.0017665i,-0.007484+0.0031486i,-0.0027518+0.0040513i,-0.0013234+0.0042946i,-0.00067222+0.0029924i,0.00032727+0.0015242i,0.000325+0.0018952i,0.00084904+0.0015351i,0.0032091+0.00010868i,0.0044147-0.0016929i,0.0039405-0.0053497i,0.003247-0.0086937i,0.0020734-0.0088213i,0.0011077-0.0059111i,-0.0001023-0.0033269i
0.0050545+0.0016522i,0.0090207+0.0061713i,0.013008+0.018631i,0.0092992+0.042221i,-0.00418+0.059816i,-0.017272+0.039861i,-0.012783+0.0033806i,0.00011675-0.010792i,0.0046382-0.0092971i,0.0028717-0.0059102i,-4.7676e-05-0.002732i,-0.0014856+0.0009499i,2.7916e-05+0.0029341i,0.0023426+0.0025688i,0.0030922+0.00039318i,0.0020193-0.0023263i,-0.000171-0.0036813i,-0.0024664-0.0028343i,-0.0029171+0.00076706i,-0.0017114+0.0052318i,-0.0012748+0.0059472i,-0.0015993+0.003729i,-0.0014206+0.0017542i
-0.0037326-0.0014655i,-0.008316-0.0054486i,-0.013196-0.018317i,-0.0084627-0.041089i,0.012459-0.054935i,0.030013-0.037607i,0.025355-0.010767i,0.015546-0.0043306i,0.0093449-0.0062346i,0.0039496-0.0051522i,0.00026076-0.0026212i,-0.0020793-0.0010481i,-0.0021338-0.0010215i,-0.0010664-0.0019197i,-0.001409-0.0035615i,-0.0011346-0.0041816i,0.000618-0.0032366i,0.0021476-0.002841i,0.0034266-0.0050806i,0.0054451-0.0083211i,0.0058821-0.007662i,0.0043228-0.0037515i,0.0036592-0.00098361i
0.0011497-0.0014005i,0.0044022+0.00080217i,0.0055214+0.0095805i,-0.0021537+0.026355i,-0.022372+0.032933i,-0.030365+0.01558i,-0.011136-0.0048993i,0.0062555-0.010679i,0.007961-0.0077741i,0.0035322-0.004515i,-4.1805e-05-0.0034849i,-0.0011289-0.0038896i,-0.0010142-0.0045402i,0.00022861-0.00294i,0.0015486+0.0001092i,0.00042569+0.0031509i,-0.00038461+0.0048547i,-0.00017535+0.0047129i,-0.0013837+0.0055482i,-0.003662+0.0081701i,-0.0044712+0.0093748i,-0.0029566+0.005864i,-0.0012544+0.0021019i
-0.0057378+0.00066851i,-0.0088171-0.00031029i,-0.0090522-0.0068384i,-0.0012898-0.019287i,0.014309-0.022864i,0.021316-0.0061729i,0.0083565+0.0082925i,-0.0042985+0.0097217i,-0.0058419+0.0081314i,-0.003568+0.0056559i,-0.00097548+0.0021279i,2.9469e-05-0.0010798i,-0.00035425-0.0023839i,-0.0020117-0.0015563i,-0.004989-0.00084701i,-0.0054485-0.00056516i,-0.0029125+0.00048039i,-8.5956e-05+0.00081209i,0.0029123-0.00086367i,0.0049336-0.003823i,0.0048373-0.0052867i,0.0029265-0.0043236i,0.0012465-0.002388i
-0.001791-0.0019604i,-0.0032523-0.00059375i,-0.010415+0.0078627i,-0.024396+0.022043i,-0.041466+0.028341i,-0.041283+0.011719i,-0.024268-0.0049452i,-0.014097-0.0021799i,-0.01105+0.0045748i,-0.0068618+0.0060965i,-0.0032068+0.0033693i,-0.0011155+0.00085406i,-0.00085106+0.0018706i,-0.0010511+0.0041294i,0.0012249+0.0048406i,0.002763+0.0043079i,0.0011427+0.0037679i,-0.00087565+0.003187i,-0.0027424+0.003134i,-0.0065712+0.0048005i,-0.0080193+0.0053849i,-0.004802+0.0033798i,-0.0018432+0.0014532i
0.0010258+0.0053001i,0.0026035+0.0027003i,0.0077836-0.0047543i,0.019611-0.012806i,0.033052-0.0089789i,0.026788+0.0070532i,0.0019942+0.014788i,-0.013359+0.010686i,-0.014267+0.0066717i,-0.0074322+0.0044791i,-0.00082448+0.0038702i,0.0008276+0.0038076i,-0.00037143+0.0032868i,-0.0013234+0.0025204i,-0.00081389+0.001494i,0.00014298-0.00010092i,0.0019205-0.00058669i,0.0035461-0.00039249i,0.0052375-0.0017641i,0.0072885-0.0036926i,0.0078546-0.0037352i,0.0057594-0.0021273i,0.0028375-0.00084292i
0.0015241-2.6355e-05i,0.0022586+0.0031782i,-0.00244+0.011771i,-0.015517+0.022147i,-0.028875+0.018602i,-0.02558+0.00087892i,-0.0088758-0.010217i,-0.0016827-0.0090748i,-0.0018694-0.00346i,-0.0015293+0.00023882i,-0.00057737+0.0012323i,-5.4298e-05+0.001718i,-0.00044101+0.0022658i,0.00053422+0.0027127i,0.0015612+0.0021832i,0.00097191+0.0010288i,-0.00030824-6.2563e-05i,-0.00010303+1.8022e-05i,-0.0014104+0.0024722i,-0.0053615+0.0041516i,-0.0070442+0.0036453i,-0.0055419+0.0024651i,-0.0040536+0.0016482i
-0.0021091+0.00067712i,-0.0027831-0.0010845i,0.00096542-0.0068157i,0.0144-0.013437i,0.02968-0.0080876i,0.027729+0.0053239i,0.011503+0.0063954i,0.0014702-0.0012143i,0.00065783-0.0034772i,0.0010272-0.0017831i,0.0005149-9.3868e-05i,0.0011577+0.00039961i,0.0029417-0.00032045i,0.0040143-0.0018673i,0.0035091-0.0045165i,0.0027011-0.0064738i,0.002297-0.0058137i,0.0024484-0.0032722i,0.0036307-0.0024087i,0.005648-0.0025636i,0.0074723-0.00133i,0.0071161+0.00092522i,0.0047513+0.0018441i
0.0011004+0.0022658i,0.0013938+0.0016264i,-0.0011849+0.002547i,-0.011753+0.0023061i,-0.022066-0.0057301i,-0.013007-0.018352i,0.0057944-0.020588i,0.012732-0.012856i,0.010441-0.0058618i,0.0054728-0.0027088i,0.0022413-0.0023819i,0.0018153-0.0023426i,0.00083846-0.0013979i,0.0004151+0.00049091i,-0.00024247+0.0020879i,-0.0027755+0.0028944i,-0.0041971+0.0020047i,-0.0038838+0.0002482i,-0.0040464-2.6133e-05i,-0.005215+0.00010566i,-0.0056022+0.00063067i,-0.0037918+0.00087248i,-0.00084259+5.9031e-05i
0.0016103-0.00086172i,0.0017845-0.0013136i,0.0032162-0.0040096i,0.008873-0.0055119i,0.01492+0.0022956i,0.007938+0.011547i,-0.0040492+0.0082659i,-0.0040781+0.001801i,-0.00073547+0.00038768i,-0.00010785+0.0023026i,-0.0003438+0.0023471i,0.00044317-0.00058355i,0.00069307-0.0042443i,-0.00061591-0.0061497i,-0.0019644-0.0055207i,-0.002261-0.0038682i,-0.00068718-0.0021537i,0.0012757-0.00014737i,0.0034357+0.0010398i,0.0052473+0.000951i,0.0051639+0.00049428i,0.0035932+1.9912e-05i,0.0017132-0.00034855i
0.003879-0.0013454i,0.0017295-0.0018298i,-0.0057457-0.0024765i,-0.018716-0.0023826i,-0.027525-0.0091324i,-0.020065-0.015944i,-0.0056177-0.0094936i,-0.0010306+4.9157e-06i,-0.0029192+0.0039899i,-0.0033987+0.0036703i,-0.0018366+0.0019188i,0.00042692+0.00092151i,0.0017906+0.00086394i,0.00064086+0.0022654i,-0.0012637+0.0047343i,-0.0022761+0.0052004i,-0.0023956+0.0040877i,-0.0034282+0.0036075i,-0.0064546+0.002481i,-0.0092326+0.00021054i,-0.0085352-0.0016024i,-0.0056814-0.0019715i,-0.0027685-0.0018265i
-0.00080957-0.0016533i,-0.00041578-0.0033878i,0.0016436-0.0032914i,0.0069547+0.0030803i,0.0085513+0.016385i,-0.00088448+0.025439i,-0.012279+0.018637i,-0.016722+0.007988i,-0.013633+0.0039623i,-0.0066636+0.0032123i,-0.0021278+0.0029337i,-0.0012543+0.0032004i,-0.0020394+0.0045448i,-0.0020013+0.0041805i,1.2363e-05+0.0024575i,0.0022416+0.0010067i,0.0027108+0.00051157i,0.0031543+0.0008126i,0.004544+0.00041959i,0.0061318+0.00029891i,0.0063966+0.001261i,0.0043887+0.0021172i,0.0017182+0.0017832i
-0.0038653+0.0041515i,-0.0037862+0.0068992i,-0.0047788+0.010058i,-0.0093057+0.0089135i,-0.012174+0.00069995i,-0.0041969-0.0060546i,0.0024159-0.0034726i,-0.0024307+0.0018204i,-0.0061009+0.0036991i,-0.0037039+0.0025916i,-0.0022139+0.0015288i,-0.0027701+0.0021271i,-0.0025296+0.0036463i,-0.0014128+0.0033192i,3.8158e-05+0.002066i,0.00028018+0.00068932i,0.00011131-0.00081708i,0.00058192-0.001346i,-0.0008172-0.00062889i,-0.0045874-0.00024333i,-0.0064778-0.0011071i,-0.00472-0.0017293i,-0.002547-0.0012663i
-0.0014333-0.0018229i,-0.001588-0.0021351i,0.0010989-0.0035967i,0.0054249+0.0010466i,0.0075619+0.013016i,0.00099816+0.016239i,-0.0083304+0.004735i,-0.010111-0.0034915i,-0.0065353-0.0032937i,-0.0027957-0.00060495i,-0.0014544+0.00057279i,-0.00033073+0.00096796i,0.0022325+0.0013104i,0.0039835+0.00091858i,0.0041156-0.00029193i,0.004445-0.0019651i,0.0053311-0.0019825i,0.0057788-0.00060518i,0.006654+0.00072445i,0.0077395+0.0025971i,0.007196+0.0031332i,0.005006+0.0020546i,0.0027615+0.00087567i
