0.0015974+0.0003971i,0.0024248-0.00074659i,0.0018297-0.0026418i,3.6992e-05-0.0033083i,-0.0018962-0.0021078i,-0.0024427+0.00024792i,-0.0011613+0.0013346i,0.00025564+0.00044428i,0.00044663-0.00068526i,0.00056898-0.0014854i,0.0012354-0.00099002i,0.0014361-0.00048504i,0.00055515-0.00084246i,6.5635e-05-0.00095912i,0.0004346-0.00047024i,0.00015671-4.44e-05i,-0.0004054+0.00063717i,-0.00029089+0.0010156i,0.00041128+0.0012469i,0.00028002+0.00083755i,-0.00031055-0.00015039i,-0.0001657-0.00079797i,0.00026161-0.00082404i
0.00041955+0.00026234i,0.00098701+0.00047164i,0.00041117+0.00074805i,2.0718e-05+0.00015142i,-0.00047649-0.00042557i,-0.001404-0.00068218i,-0.00098057-0.0014103i,-0.00033556-0.0020329i,-0.00085143-0.0016619i,-0.00094763-0.00040666i,-0.00043802+0.001309i,0.00045092+0.0016859i,3.6236e-05+0.00044028i,-0.00087825-0.00059304i,-0.00064662-0.00093135i,0.00016407-0.00022346i,-0.00030515+0.00046701i,-0.00061185-0.0001254i,0.0001433-0.00068917i,0.00055066-0.00054611i,0.00055055-0.00057071i,0.00024142-0.00046799i,0.0003082+0.0002076i
0.0031448-0.0025758i,0.0021354-0.0036853i,0.0015813-0.0051733i,0.00016249-0.0039293i,-0.0018716-0.0021344i,-0.0017774-0.00066143i,-0.00029646-0.001022i,-0.0004606-0.0020361i,-0.0013125-0.0017135i,-0.0012185-0.0012865i,-0.0014691-0.0008786i,-0.0014739-0.00051944i,-0.00045399-0.00053654i,-0.00026935-0.0012763i,-0.00024574-0.0013571i,0.00011285-0.00060933i,0.00024097+7.1183e-05i,0.00013875+6.738e-06i,-7.8124e-05-0.00032942i,0.00019474-0.00027813i,0.00013609+0.00012372i,-5.3337e-05+7.7319e-05i,0.00043037-0.00064268i
-0.00018648-0.0024306i,-0.00056238-0.0025462i,-0.0011522-0.0010116i,-0.0026066-0.00026195i,-0.0035887-0.00043517i,-0.0031666-0.00015072i,-0.0018565-0.00054992i,-0.00096791-0.0010649i,-0.0011521-0.00098278i,-0.00083534+0.00044876i,-0.00038716+0.0010414i,-0.00053271+0.00065382i,-0.00063827+0.00030643i,-9.9676e-05+0.00031972i,-0.00029867+0.00052168i,-0.00052102+7.2185e-05i,-0.00017551+0.00013301i,6.4976e-05+0.00039354i,0.00045431+0.00056722i,9.4695e-05+0.00041662i,-0.00016484+1.8804e-05i,-0.00024638-0.00013528i,-0.00035468-0.00050808i
-0.0016999-0.0017816i,-0.001802-0.0024469i,-0.0022578-0.0032912i,-0.0030147-0.0027588i,-0.0031018-0.0016534i,-0.0017626-0.0013987i,-0.00084333-0.0011671i,-0.00098109-0.00067696i,-0.00084953-0.00040611i,-0.00065769+8.8693e-05i,-0.00032659+0.00042223i,-4.0678e-05+1.7636e-05i,-0.00048915-0.00039575i,-0.00066357-0.00034665i,-0.00013815-0.00016256i,-2.0134e-05-0.000754i,-1.7435e-05-0.0010295i,0.00015469-4.2526e-05i,0.00028321+0.00047019i,0.00044182-0.00016233i,0.0004864-0.00063005i,0.00018902-3.2293e-05i,-0.00016911+0.00071485i
-0.00029374+0.0014733i,2.8816e-05+0.0023975i,0.00060167+0.0024558i,0.00038452+0.0013625i,-0.00090769-0.00017763i,-0.0016538-4.5559e-05i,-0.00030848+0.00014616i,0.00076606-0.00049823i,0.00054175-0.0002405i,7.301e-05+1.199e-05i,-8.4324e-06-0.00017698i,-0.00049997-3.5811e-05i,-0.00026073-0.00018498i,0.00014609-0.00015175i,0.00032851-0.00017158i,0.00048853+0.00015037i,0.00075172+0.00081389i,0.00066089+0.00084615i,0.00047087+0.00019632i,6.4257e-05-0.00061506i,0.00013216-0.0007618i,-0.00065339-0.00041894i,-0.00072805-0.00046363i
0.00020909+0.00067797i,0.00067801+0.00056333i,0.00069785+0.00071052i,0.00017375+0.0011097i,-0.00084356+7.5693e-05i,-0.0010778-0.00087776i,-8.1512e-06-0.0012844i,-0.00017489-0.0015484i,-0.00082079-0.0011956i,-0.0005604-0.0010783i,-0.00053735-0.0010864i,-0.00042255-0.00075683i,0.00037764-0.00067885i,0.0002339-0.00055243i,0.00065163-0.00058502i,0.00057794-0.00054121i,-0.00033991-0.00082291i,0.00011409-0.00063114i,0.00056914+4.4731e-05i,0.00020871-0.00032919i,0.00024961+0.00029499i,-0.00014908+0.00063255i,-0.00060767-2.8055e-05i
-1.718e-05+0.00099794i,0.00044235+0.0010436i,4.7266e-05+0.00071661i,-0.0020188+0.00081482i,-0.0028607+0.00074838i,-0.0017574+0.0003228i,-0.00080651-0.00014838i,-0.00060208-0.00045818i,-0.00037938-0.0010611i,-0.00026525-0.0010491i,5.0484e-06-8.6143e-05i,-4.8376e-05+8.6124e-05i,-0.00021043-0.00049965i,-0.00068969-0.00029757i,-0.0007657-0.0005391i,-0.00069773-0.00041099i,-0.00073365+2.7699e-05i,-0.00054311+0.00012884i,4.0338e-05-0.00029569i,-2.8012e-05-0.00024736i,0.00010723+0.00018917i,0.00081238+0.00061169i,0.0009443+0.00018261i
-0.0015974-0.0010578i,-0.0025882-0.00045529i,-0.0031027-0.00049859i,-0.0029197-0.0015567i,-0.003133-0.0012558i,-0.0021963-0.00050378i,-0.00098397-0.00073295i,-0.0010962-0.00091323i,-0.0015489+0.00016879i,-0.0013331+0.0013066i,-0.0002865+0.0010718i,0.00012982+0.0011374i,-0.00019245+0.00049402i,-0.00036091+4.405e-05i,-0.00039895+0.00041019i,-0.00015992-0.00041508i,-0.00014326+0.00046811i,0.00029224+0.0013691i,0.000504+0.00049133i,0.00017597+0.00020983i,0.00036468+0.00022003i,0.00081603-0.00026437i,0.00063897-0.00012698i
0.002993-0.0014152i,0.0024617-0.0016906i,0.0011111-0.0025821i,-0.00038182-0.0026733i,-0.0012134-0.0013422i,-0.001765-0.00075727i,-0.0013648-0.00069244i,-0.0013436-0.00096319i,-0.0015674-0.0013481i,-0.0012545-0.0012746i,-0.00070151-0.0011111i,-0.00014268-0.0013532i,0.00012599-0.00068142i,0.00041856+0.00035167i,0.0006084+0.00050933i,0.00084769+0.0001229i,0.00074681+0.00059376i,-0.00014438+0.00032218i,-0.00064594-0.00079491i,-0.00056726-0.00098337i,-0.00043743-2.7407e-05i,-3.6031e-06+0.00080902i,0.00063514+0.00059517i
0.0028473+0.00073064i,0.00296-0.00068889i,0.0024694-0.0017672i,0.0013575-0.0018923i,-5.0391e-05-0.0014873i,-0.00042319-0.00058301i,-0.00057923-0.00047038i,-0.00043818-0.00083577i,-9.7322e-05-0.0012055i,0.00041629-0.00096152i,0.00057563-0.00031155i,0.00050229-0.00023677i,0.0010744-0.00059178i,0.00060483-0.001145i,9.2803e-05-0.00051933i,0.00074061+0.00033579i,0.0013763+0.00030367i,0.00099388-0.00022783i,0.00057888-0.00070549i,-9.8716e-05-0.00084247i,-0.00037652-0.00028104i,0.0002599+6.2059e-05i,0.00015388+0.0004946i
0.00028345+0.0031462i,0.0012854+0.0035558i,0.0017478+0.0035895i,0.00032063+0.0024801i,-0.0013537+0.0011355i,-0.0014275+0.00018035i,-0.00037023-0.00021478i,-0.00013698-0.0010539i,-0.0005018-0.0010896i,-0.00070093-0.00043275i,-0.00049688-0.00028743i,-0.00047262+0.00011601i,-0.0008078+0.00017568i,-0.00019196-0.00067859i,-0.0002646-0.00090544i,-0.0006787+0.00024443i,-0.00028706+0.0011103i,0.00017943+0.0010852i,0.00017333+0.00058951i,0.00042217-0.00014469i,0.00076561-0.00058342i,0.00028942-0.00058652i,0.00027078-0.00011019i
-0.0014632+0.00033699i,-0.002215+0.0012242i,-0.0034753+0.001112i,-0.0036333-0.00025904i,-0.0021071-0.00079502i,-0.001133-0.00085089i,-0.0013668-0.0012532i,-0.00087249-0.00091944i,-0.00018549+0.00026769i,-0.00036864+0.0011589i,-0.00029055+0.00040996i,-0.00061948+7.0657e-05i,-0.00095856+0.0010112i,-0.00080536+0.0010176i,-0.00022287+0.00029688i,-4.3659e-05-0.00012254i,-0.00018281+0.00011637i,0.00023622-0.00013128i,0.00014945+0.00029837i,0.0003061+0.00065589i,0.0003098+0.00013711i,-0.0006416-0.0002431i,-0.00090936-0.00022472i
0.0017304+0.00027084i,0.0020052-0.0011008i,0.0022835-0.0019754i,0.00085246-0.0024866i,3.624e-07-0.0017635i,-0.00074784-0.00099718i,-0.0013478-0.0013052i,-0.0012517-0.0016854i,-0.00076445-0.0018448i,-0.00042652-0.0016121i,-0.00017604-0.00077987i,-0.00034743-0.00014363i,-0.00047315+0.00026889i,-0.00057748+0.00030297i,-0.0010769+6.3394e-05i,-0.00089493-0.00018551i,-0.00054084+2.6271e-06i,-0.00075934+0.0007665i,-0.0012034+0.0001624i,-0.0013546-0.00041717i,-0.00082456-0.0003831i,-0.00017034-0.00039408i,-3.6219e-05-0.00028288i
0.0028226+0.00080067i,0.0018039-0.0010693i,0.0011586-0.0020249i,-0.00069672-0.0025279i,-0.002362-0.0029514i,-0.0022918-0.0025364i,-0.0013515-0.0022204i,-0.00060141-0.0019849i,-0.00077189-0.0009531i,-0.00068056+7.3887e-07i,-0.00024227-0.00035513i,-0.00082774-0.0009673i,-0.0013082-0.0012424i,-0.00052966-0.0013722i,0.0002558-0.0011701i,0.00013771-0.00045036i,9.9991e-05+0.00057784i,0.0007239+0.00031684i,0.001045+0.00013381i,0.00067502+0.00022218i,-0.00014857-4.8737e-06i,-0.00026478+0.00014301i,0.00040675+0.00019551i
-0.0023698+0.00070396i,-0.001853+0.00015744i,-0.001821-3.1203e-05i,-0.0024733+0.00068925i,-0.0021578+0.0013792i,-0.0011+0.00029807i,-6.0746e-05-0.0013217i,-3.6376e-05-0.0012745i,-0.00016793-0.00077297i,-7.3509e-05+2.3753e-05i,-0.0005817+0.0011844i,-0.0010081+0.00015155i,-0.00040382-0.00067647i,0.00034113-0.00021943i,0.00054151+0.00036912i,0.00070195+0.000604i,0.00084257+0.00041298i,0.00065294+0.00057161i,0.00098144+0.00090186i,0.0012895+0.0012652i,0.00080444+0.0015619i,0.00031474+0.001545i,0.00018024+0.0010618i
-1.6145e-05+0.00069014i,0.00099027+0.00057803i,0.0012683-0.00031614i,0.0012355-0.000821i,0.0004111-0.0012477i,-0.00044545-0.00041744i,-0.00069811-0.00049794i,-0.00076554-0.00063675i,-0.0010553-3.7122e-05i,-0.00081202+0.00024501i,-0.00063426+0.00025329i,-0.00065825+0.00012107i,-0.00054031-0.00029539i,7.4273e-05-7.5437e-05i,0.00039916-0.00046591i,-0.00015822-0.0010008i,-0.00039997-0.00083166i,-0.00013399-0.00080743i,0.00038232-0.00054855i,0.000342-0.00031537i,0.00023455-2.9535e-05i,0.00074567+0.00054944i,0.0010761+0.0003165i
