-0.0021458+0.00022827i,-0.0025494+0.00030626i,-0.0043511+0.00060992i,-0.0039131+0.00054407i,-0.0026744+0.0012366i,-0.0019875+0.0022533i,-0.0013859+0.0026956i,-3.9879e-05+0.0024936i,0.0010038+0.0018559i,0.00065727+0.00073817i,0.00023003-9.4917e-05i,-0.00014824+0.00023608i,-0.0006035+0.00067789i,-0.00038225+0.00040104i,-0.00031011+0.00057771i,-0.00024586+0.00066329i,0.00011434-6.2977e-05i,0.00014812-0.00029786i,0.00020522+6.5822e-05i,0.00029652+0.00025766i,0.00061054+9.188e-06i,0.00039625+4.4852e-05i,-0.00064748+0.00069917i
-0.00060443+0.00049648i,-0.0012072+0.00083634i,-0.0013036+0.0016914i,-0.00053794+0.0014418i,-9.6166e-05+0.0010027i,0.00082782+0.00025159i,0.00050441+0.00010715i,0.00064754+0.0006887i,0.00074148+0.00092376i,-0.00073669+0.00039702i,-0.0010944+0.00035969i,-0.0007135+0.00042226i,-0.00079797-0.00018746i,0.00015478-0.00028203i,0.00077794-0.00015824i,0.00025768-0.00037836i,-9.5473e-05-0.00012269i,0.0001619+0.0002397i,9.5034e-05+2.657e-05i,-0.0005592-0.00056156i,-0.00094243-0.00097166i,-0.0011522-0.00026006i,-0.00045967+0.00048668i
-0.0021224+0.0017985i,-0.003225+0.0025739i,-0.0039607+0.0028121i,-0.0025565+0.0012685i,-0.00096999+0.00024089i,-0.00067086+0.00032838i,-0.00058006+0.00055891i,0.00028608+0.00044621i,0.00051033+0.00072079i,0.00071781+0.0012224i,0.00063583+0.0014646i,0.00015614+0.0011655i,0.0002895+0.00083445i,0.00038121+0.0010611i,0.00088712+0.0013339i,0.00090367+0.00126i,0.00045796+0.00070478i,0.00046158+2.2992e-05i,0.00076814-0.00019037i,0.00049316+4.4508e-05i,-0.00017917+0.0010381i,-1.8234e-05+0.0014324i,-5.2397e-05+0.00060267i
-0.00084417-0.0019048i,-0.0017301-0.0028126i,-0.0022043-0.0023606i,-0.0023895-0.00092579i,-0.0021005-0.00016858i,-0.00071543-3.2573e-05i,0.00056703-6.4424e-05i,9.4641e-05-0.00026494i,3.17e-05-0.00049883i,0.00015593+0.00013874i,-0.0002768+0.00090869i,-0.00014982+0.0011956i,-0.00088599+0.00071272i,-0.0011343-0.00049897i,-0.0009279-0.0011155i,-0.0003922-0.0008797i,0.00014264-0.00011085i,-9.37e-05+0.00034382i,-0.00019921+0.0012444i,0.00022711+0.0015349i,-9.4554e-05+0.0016127i,-0.00056739+0.0015115i,-0.00093171+0.00092817i
-0.0015178+0.00076971i,-0.0011995+0.0014805i,-0.0013623+0.0012028i,-0.0011355+0.00085793i,-5.6495e-05+0.00083085i,0.00078452+0.00105i,0.001015+0.00069824i,0.00074991-5.9574e-05i,-0.00032928-0.00015267i,-0.00065144+0.00021239i,2.7286e-06+0.00026971i,0.00051818+2.5542e-05i,0.00035375+0.00052333i,-0.00027199+0.00078213i,-0.00013886+0.0005567i,8.3221e-05+0.00023314i,0.0001798+0.00019059i,0.0006943+0.00025912i,0.00052345-0.00012969i,-0.00087832-0.00091988i,-0.0014917-0.0005494i,-0.00079121+0.00025302i,-0.00025935+0.00032809i
0.0013847-0.001777i,0.0012071-0.0021269i,0.00081375-0.0031731i,-0.00031932-0.0030006i,-0.0010495-0.0019058i,-0.00069213-0.00087631i,0.00037023-2.9463e-05i,0.00067741+0.00014072i,0.00045611-0.00040557i,-1.2133e-05-0.0011563i,-0.00040736-0.001259i,-6.3253e-05-0.001099i,-5.6956e-05-0.00069561i,-0.00048537-0.00079156i,-0.00069688-0.00074606i,-0.00037851-0.00032792i,0.00017081-0.0002405i,-0.00025302+0.0003661i,-0.0015362+0.00031346i,-0.001499-0.0001221i,-0.00066365-0.0003711i,-0.00033831-0.0002887i,-0.00020603+8.9887e-06i
0.00092983-0.00019132i,0.0013786-0.0011142i,0.0013465-0.00078581i,0.00038332-0.0009334i,1.4175e-05-0.0014231i,-0.00026288-0.00051241i,-0.00077371+9.7122e-05i,-0.00019418-0.00046172i,-0.00020487-0.00065751i,-0.00076686-0.00025191i,-0.00038445+0.00021224i,-5.0941e-05-3.0974e-05i,-0.00040163-0.00053766i,-0.00041601-0.00021755i,1.5965e-05-0.00035341i,0.00034459-0.0007305i,8.2292e-05+0.00052608i,-0.00010915+0.00085075i,0.00022874-0.00052093i,0.00054792-0.00082535i,7.7589e-05-0.00082471i,-0.00094581-0.0005544i,-0.001104-0.00019848i
0.00034536-0.0013984i,-0.00092993-0.002048i,-0.0027458-0.0016351i,-0.0027045+0.00043457i,-0.0019041+0.0016239i,-0.00089293+0.0018161i,-3.0722e-05+0.0012288i,0.00042918-0.00012016i,0.00030408-0.0013495i,-0.00021983-0.00097724i,0.0003213-0.00044443i,0.00056733-2.3447e-05i,-0.00041581-0.0001827i,-0.00057647-0.00035882i,5.9972e-05+0.00057711i,0.00035439+0.00057131i,-1.0697e-05+4.7975e-05i,-0.00027519+0.00019219i,-6.1392e-05+0.00043186i,0.00017501+0.00064778i,0.00036102+0.00049829i,4.2343e-05-0.00021451i,-0.00021981-0.00036868i
-0.0013294-0.0025434i,-0.0012838-0.0027402i,-0.0003743-0.0032981i,-0.00015014-0.0025133i,-0.00062922-0.0010885i,-0.00029324-0.00060843i,7.8226e-05+0.00015752i,-0.0006854+0.00013855i,-0.0015052-0.00027829i,-0.0016082-0.00014378i,-0.00086614+2.2149e-05i,-0.00053263-2.0708e-05i,-0.00074561-0.00021179i,-0.00034136-0.00062253i,-0.00017981-0.00050524i,-0.00050843-0.00040161i,-0.00063855-0.00053969i,-0.0004277-0.00045113i,-0.00030348-0.00025274i,5.9452e-05+0.00015305i,0.00024415+5.9396e-05i,-0.00040494-8.0678e-06i,-0.00058684+0.00017277i
0.0027925-0.00078742i,0.0022689-0.0006301i,0.0023298-0.0011054i,0.0018621-0.0013107i,0.00031115-0.00061741i,-0.00076626-0.00045581i,-4.1802e-05+0.00020075i,0.00019308+0.00060159i,-0.00027347-0.00032789i,-0.00087728-0.0012928i,-0.00062372-0.0011153i,0.00040586-0.00040138i,-7.0787e-05+0.00032652i,-7.2222e-05-7.8507e-05i,0.00027003-0.00030591i,-0.00026591+0.00030907i,-0.00058098+0.00028845i,-6.9281e-05+0.00034241i,0.00025355-0.00028033i,-0.00026205-0.0010291i,-0.00011463-0.00052333i,0.00056457-9.6712e-05i,0.00087658-0.00028566i
-0.00125+0.0023289i,-0.00059592+0.00097594i,-0.0012134-0.00038695i,-0.0019274+5.9231e-06i,-0.0011297+0.00087098i,-0.00014099+0.0013682i,-0.00059107+0.0014708i,-0.00015276+0.0011408i,0.00046214+0.00043876i,3.3202e-05-0.00085185i,0.00063523-0.0010515i,0.001239-0.00066479i,0.0004201-0.0003488i,-0.00019514+0.00045024i,-0.00018712+0.00015688i,-9.3953e-05-0.00060554i,0.00015154-0.00060672i,0.00085671+3.193e-05i,0.0010058+0.00035148i,0.00038629-0.00010604i,0.00022282-0.00055389i,0.00034364-0.00065144i,0.00040067-0.00058685i
8.622e-05+0.0008208i,-0.00060678+0.0018121i,-0.0022926+0.002373i,-0.0025826+0.0020364i,-0.0016795+0.0014187i,-0.00038833+0.00078584i,0.00019461+0.00046281i,0.00068246+0.00013008i,0.00073586-0.0002712i,0.00041217+0.00024751i,-2.9693e-05+0.00062777i,-0.00041796+0.00060415i,-0.00026329+0.00023729i,-0.00013447-0.00034686i,5.7343e-05-0.00042468i,-0.00045522-0.0001827i,-0.00058786-2.1639e-05i,-4.2286e-05-0.00027919i,-9.634e-05-0.00013821i,-0.0001382-0.00021491i,1.8864e-05+0.00018462i,0.00028411+0.00047996i,0.00016855+0.0006976i
0.00070895+0.0020746i,0.0003857+0.0013751i,0.00079516+0.00085928i,0.00099333+0.00064616i,0.0010561+0.00024593i,0.0003592+0.00027887i,-0.00037597+0.00055482i,2.6429e-05+2.8124e-05i,0.00084651-0.00059464i,0.0011597+1.2405e-05i,0.00030219+0.000924i,-0.00029796+0.00034117i,-0.00071882-0.00039009i,-0.00036441-0.0002056i,0.00062292+8.9231e-05i,0.00071798+0.00033711i,0.00023201+0.00099796i,-0.00030114+0.00083074i,-0.00046548-0.00043812i,-0.00073646-0.00055887i,-0.00045485+0.00041664i,-0.00057624+0.00054883i,-0.00060075+6.4039e-06i
-0.0036759+0.0010596i,-0.0034384+0.0012918i,-0.0026006+0.00059465i,-0.0024656+7.7511e-05i,-0.0016941-2.6983e-05i,-0.0005625+0.00049322i,0.00048069+0.00023434i,0.00053378-8.6968e-05i,-0.00042422+1.4886e-05i,-0.00054424+0.00023935i,0.0002492+0.00044404i,0.00027374+5.6026e-05i,-7.5752e-05+4.6034e-05i,-0.00015027+2.7566e-05i,-0.00035311-0.00030393i,9.6853e-05-4.3093e-05i,0.00031828-0.00059619i,0.00073475-0.0011126i,0.00044939-0.00064515i,-0.00061828-0.0004628i,-0.00057838-0.00040445i,-0.00039073+0.00016471i,0.00010282-5.5377e-05i
-0.00068325+0.0029765i,7.7327e-05+0.0040646i,-0.00057979+0.0031204i,-0.00052446+0.0014249i,8.3104e-05+0.00059513i,0.00016955+0.00026801i,0.00041526+0.00046664i,0.00087945+0.00040034i,0.00063367+0.00011544i,0.00019742+0.00042678i,0.00094173+0.00011946i,0.0015893+0.00032591i,0.00068132+0.00012763i,-0.00027814-0.00058782i,-8.555e-05-0.00072904i,-7.7207e-05-0.00066321i,1.6903e-05-0.00058262i,0.0011017+0.00017113i,-0.00013356+0.00038821i,-0.0019746+0.00045775i,-0.0013446+0.00085694i,-0.00013631+0.00079821i,0.0005362+0.00079794i
-0.00059794+0.0023143i,-4.3383e-05+0.0025223i,0.00059039+0.001775i,0.0001028+0.00091166i,-0.00061605+0.0006633i,-0.0002497+0.00013361i,-0.00015861-8.787e-05i,-0.00027351+0.00074624i,0.00025583+0.00074924i,0.00077516+0.00085621i,0.00073961+0.00076877i,0.00032213+0.00015085i,0.00030348-0.00016821i,0.00077558-0.00029602i,0.0004555-0.00074951i,-4.3518e-05-0.00055531i,-6.9934e-05+0.00022289i,0.00093416+0.00047327i,0.0013882+0.00042766i,0.00098638+0.00040934i,0.00074683+0.00055652i,0.00030496+0.00014982i,9.4823e-05-0.0002694i
-0.00046606+0.0035733i,-0.00074846+0.0042118i,-0.0010763+0.0042827i,-0.00070994+0.0028037i,-0.0002112+0.001163i,3.5596e-05-7.3493e-05i,0.00019916+0.00075715i,-0.00011602+0.0016796i,-8.1423e-05+0.00095487i,0.00083874+0.00036384i,0.0013165+0.00062364i,0.00097968+0.00072359i,0.00086105+0.00049325i,0.00025044-7.9823e-05i,-6.19e-06-0.00032103i,-0.00035525+0.0002864i,-0.00050767+0.00072218i,-0.00038485+0.00069671i,-0.00071717-0.00018895i,-0.00064673-0.00082483i,-0.00052239-0.00040008i,-0.00018065-1.2258e-05i,-0.00026435-0.00043236i
-0.0011265-0.0012477i,-0.0016947-0.002332i,-0.0018861-0.0026003i,-0.0030249-0.00099769i,-0.0029662+4.2685e-05i,-0.0016078+0.00073477i,-0.00040636+0.00063755i,0.00016747-0.00015013i,6.1674e-05+0.00012999i,-0.00035159+0.00103i,-0.0011368+0.0007413i,-0.0012554+0.00068396i,-0.00090057+0.00075776i,-0.00037632+0.00055163i,-0.00029831+0.00047751i,-0.00039935+0.00074253i,-0.00078103+0.00058078i,-0.00084296-4.3694e-05i,-4.0807e-05-0.0003531i,0.00042087+7.2025e-05i,6.9053e-05+0.00052165i,2.3749e-05+0.0005341i,-0.00014845+0.00070025i
-5.9385e-05-0.0014071i,0.00037475-0.0017895i,0.00057565-0.0027324i,-0.0011109-0.0020265i,-0.001052-0.0012725i,0.00014191-0.00044162i,-8.2308e-05+0.00058745i,0.00012028+0.00067006i,0.00015918+0.00051408i,-0.00045267+0.00058205i,-0.00043011+0.00033061i,-0.00040981-9.675e-05i,-0.00051244+4.4191e-06i,-0.00016943+0.00067302i,0.00067174+0.00065309i,0.00072858+0.00021114i,0.00013402-0.00010773i,0.00022475+1.18e-05i,-0.00029809+0.00037105i,-0.00070246+0.00036202i,-0.00051507+0.00085665i,-0.00027202+0.0013508i,-8.8622e-06+0.0015222i
0.00030008+0.00069892i,0.00080329+8.6169e-05i,0.00097711+0.00021996i,0.00096483+0.00088631i,0.00064656+0.0013937i,0.00079796+0.0012685i,0.00066385+0.0011046i,0.00034866+0.0012538i,-4.4856e-05+0.00060325i,-0.00025777+0.00043585i,0.0002907+0.00094008i,0.00059932+0.0012706i,0.00028861+0.0011653i,0.00036186+0.00064817i,0.00041541-6.9749e-05i,0.00033398+7.3656e-05i,9.494e-05+0.00088149i,0.00028297+0.00066083i,8.9998e-05+7.282e-05i,-0.00024201+0.00032647i,-0.00011915+0.00030109i,-3.3211e-05+0.00037738i,-0.00013656+6.6035e-05i
-0.00043303+0.0018258i,-0.00059032+0.0021787i,-7.212e-05+0.0022824i,-0.00096354+0.00097332i,-0.0015103+0.00028057i,-0.00085566+0.00093518i,-0.00012154+0.0011748i,0.00039104+0.00080598i,-0.00033862+0.0010568i,-0.0012953+0.00035358i,-0.00074977-0.00062935i,0.00087903-0.00040675i,0.0010021-0.00031226i,-0.00024467-9.1487e-05i,-0.00037562+0.00062969i,-0.00029822+0.00071275i,-0.00021953-0.00012533i,0.0001722-0.00048748i,-8.9677e-05-0.00042321i,-0.00011635+0.00016827i,-1.9079e-05+0.00017641i,0.00052211-0.00096398i,0.00074844-0.0012553i
-0.00061822+0.00097731i,-0.0018384+0.0017232i,-0.0027438+0.0018058i,-0.0022998+0.00058604i,-0.0013401+0.00037941i,-0.0011931+0.000575i,8.3019e-05+0.00076998i,0.00065164+2.4033e-05i,-0.00048849-0.00038339i,-0.0009584+0.00031369i,-0.00010519+0.00065034i,0.00080413+0.00044468i,0.00034987-0.0001636i,-0.00034624+0.0003917i,0.00026698+0.0008271i,0.00090734+0.00072499i,0.00034779+0.0017434i,-0.00054594+0.0012884i,-0.00087499+0.00056862i,-0.0007249+0.00054962i,-0.00038298+5.6331e-05i,-9.0266e-05-0.0005131i,0.00014422-0.00012888i
0.00074504-0.0024308i,0.0007233-0.0035802i,0.00011896-0.0032598i,-0.00081673-0.0014815i,-0.00047421-0.00085434i,-0.00021172-0.0011236i,0.00037563-0.00063329i,0.001378-0.0004515i,0.0011859-0.00048559i,0.00098995-0.00065118i,0.0010174-0.00071747i,0.00090807-0.00061252i,0.00032631-0.00026062i,-0.00017096+0.00041244i,-0.00035737-0.00015448i,-0.00023689-0.00038522i,-0.00019895-2.5811e-05i,-0.00048672-0.00052888i,9.9568e-06-0.00052103i,0.00050987+0.00010881i,0.00053491+0.00019633i,0.00042019-0.00022797i,0.00027076-0.00040445i
-0.0021892-0.00033421i,-0.0010046-8.6349e-06i,-0.00016611-9.3608e-05i,-0.000286+0.00025328i,0.00014888+0.0012784i,0.00035226+0.002024i,-2.0519e-05+0.0013418i,-1.2694e-05-0.00065288i,-0.00032156-0.0007692i,-0.0004676+0.00037491i,-0.00021352+0.00058408i,-0.00083135+0.00039283i,-0.00010041-0.00014807i,0.0012199-6.0652e-05i,0.0010327+7.4152e-05i,0.00025346-8.0197e-05i,-0.00028406-0.00039119i,9.8723e-05+0.00015472i,0.00083224-0.00012228i,0.0011254-0.00053859i,0.0010494+3.0997e-05i,0.00030528+0.00032719i,-0.00015716-0.00060985i
-0.002723+5.7342e-09i,-0.0034151-0.00090857i,-0.0042693+0.00026398i,-0.0036346+0.0018323i,-0.002079+0.0015073i,-0.00086272+0.00027912i,-0.00029382+0.00028215i,-0.00041716+0.00028448i,-0.00097985-0.00022466i,-0.0012139-0.0004934i,-0.00031715+0.00043586i,0.00027462+0.0007615i,-7.814e-05+0.0003795i,-0.00031255+0.00085936i,-0.00055764+0.0011276i,5.5271e-05+0.00041374i,0.0011653+0.00030032i,0.0012847+0.00083119i,0.0011409-0.00023975i,0.00023791-0.0016079i,-6.0668e-05-0.00043865i,0.00042694+0.00039129i,0.00058331+0.00056008i
-0.0041399-0.001535i,-0.004178-0.0015895i,-0.0049495-0.0017487i,-0.004495-0.0018016i,-0.0022477-0.00043001i,-0.00045383+0.00044994i,0.00065731+0.00016828i,0.0012184-3.7942e-05i,0.00046694-0.00028778i,-0.00071616+0.00038175i,-0.00065212+0.00036135i,-0.00043215+0.00012792i,-0.00028143+0.00064222i,0.00021795+0.0011989i,0.00032839+0.00087071i,0.00020214+0.00015971i,0.00010803+0.00033327i,6.8854e-05+0.00090742i,-0.00061177+0.00080285i,-0.0010024-0.00012161i,-0.00090209-0.00045881i,-0.00080362+0.00038925i,-0.00062794+0.00016779i
-0.00032112-0.00089954i,0.00015907-0.0012391i,0.00043731-0.0006637i,0.00016177+0.00033028i,5.348e-05+0.00094726i,-0.00012724+0.00060505i,0.0003723+3.7733e-05i,0.00080036-0.00051512i,0.00049202-0.00064461i,-8.0534e-05-0.00016286i,-0.00023373+0.00048764i,5.9028e-05+0.00031141i,0.0006375+0.0003417i,0.00062205+0.00083805i,9.2212e-05+0.00038765i,-6.3112e-05+0.00054197i,0.00015996+0.00041745i,-0.00034143+0.00013187i,-0.00043287+0.00078191i,0.00012485+0.00094712i,-8.6607e-05+0.00035809i,-0.00030539-0.00016818i,-0.00028467-0.00063982i
-0.0025432+0.00061978i,-0.0029311+0.00032763i,-0.0038095-0.00012517i,-0.0042761+0.00068136i,-0.0029164+0.0014694i,-0.0010606+0.00087696i,0.00018245+0.00025852i,1.7758e-05+0.00045485i,-0.000729+0.00019401i,-0.00034366+0.00022718i,0.00041557+0.0006587i,0.00011737+0.00098583i,-0.00052143+0.00074732i,-0.00093357+0.0010725i,-0.0012089+0.00092732i,-0.00097964+0.00053633i,-0.0002524+0.00060081i,0.00016918+0.00024855i,-1.4422e-05+0.00025271i,-0.00029045+0.0010836i,-0.00078337+0.00087495i,-0.0010852-0.00023493i,-0.00085402-0.00051076i
-0.00063002-0.0015179i,-0.00041584-0.0011903i,-0.00045695-0.0012211i,-0.0016052-0.00086676i,-0.0024315-0.00077356i,-0.0014324-0.00085861i,-0.00011762-0.00055976i,0.00016743-5.6134e-05i,-0.00050331+0.00031778i,-0.00085534+0.00093533i,-0.00058667+0.0004934i,-0.00043596-0.00088483i,-0.00095917-0.000803i,-0.001031+3.8193e-05i,-0.00047941-1.8941e-05i,-0.00048887-0.00050522i,-0.001245-0.0001868i,-0.0010769+6.406e-05i,-9.5257e-05-0.00071593i,0.00040461-0.00047594i,-0.00012917+0.00036707i,-0.00030952-3.6798e-05i,5.2018e-05+0.0003167i
-0.0023072-0.0020209i,-0.0024577-0.002968i,-0.0017811-0.0038332i,-0.00081754-0.0025955i,-8.0284e-05-0.00081049i,0.00066109-0.0001408i,0.0009943+0.00019429i,0.00031755+0.00013861i,-0.0004767+7.2247e-05i,-0.00056128+3.4105e-05i,-0.00021942+0.00010529i,-8.4144e-05+0.00056825i,0.00016956+0.00086848i,0.00039147+0.0011786i,0.00028121+0.0014075i,0.00022509+0.0011375i,0.00062401+0.00063612i,0.00070788+0.00054791i,3.1549e-05+0.00040757i,-0.00023784-0.00044641i,-3.1103e-05-0.00035789i,-8.9657e-05+0.00066632i,-0.00015741+0.00079953i
5.1498e-05+0.0002337i,-0.0011303+0.00040131i,-0.00063146+0.00054168i,-0.00060041+0.0006812i,-0.001693+0.00079849i,-0.0016367+0.0014415i,-0.00075738+0.0012361i,-2.2653e-06+0.00052064i,0.00042646+4.0226e-05i,3.7839e-05-0.0003129i,-5.21e-05-0.00018865i,0.00019732-0.00057267i,0.00050666-0.001063i,0.00044062-0.0014709i,-0.00031833-0.0009641i,-0.00065752-0.00048164i,-4.4132e-07-0.00010579i,2.2446e-05+0.00058165i,-3.6895e-05+6.3371e-05i,2.8994e-05+0.00015773i,-4.8157e-05+0.00017334i,-0.00029638+4.1078e-05i,0.00010524-0.0002594i
-0.00073147-7.5171e-05i,-0.00080503+0.00095186i,-0.0013662+0.001667i,-0.0021476+0.0012059i,-0.0022199+0.0004916i,-0.0010863+0.0004604i,0.00019392+0.0002128i,0.00053841+0.00023179i,0.00047368+0.00040303i,0.00115+0.00011345i,0.0012632-9.577e-05i,0.00051412+5.0856e-05i,0.0003953+8.2228e-05i,0.00070205-0.00010036i,0.0004092+0.00013684i,0.00020204+0.00047769i,0.00045115+0.0003409i,0.00028857+0.00014472i,-0.00060647-0.0007131i,-0.0006254-0.00060584i,-0.00012126-0.00019456i,-9.7129e-06+7.0648e-05i,0.00026035+0.00020268i
0.0023915+0.0009965i,0.0029051+0.00086245i,0.0031563-0.00034617i,0.0022415-0.00095671i,0.00052884-0.0015076i,-0.00032748-0.0022177i,-0.0003388-0.0014313i,0.00029242-0.00053051i,0.00033706-0.0009504i,-0.00011434-0.0016006i,5.2675e-05-0.00053012i,3.3981e-05+0.00031302i,-0.00067635-2.9615e-05i,-0.00095139-0.00049201i,-0.00059164-0.000508i,-0.00025916+0.00051486i,-0.00017451+0.00073273i,-0.00030485-0.00018367i,-0.00039232-0.00080875i,0.00011275-0.00081603i,-0.00025116+0.00024636i,-0.00038566+0.00048161i,5.9472e-06-0.00061416i
0.0037287+0.0012608i,0.0025747+0.0017444i,0.0024455+0.0010349i,0.0010402+0.00033585i,-0.00045977-2.7612e-05i,-0.00032162-0.00027815i,-2.0321e-05-9.4086e-05i,0.00070269-5.1409e-05i,0.00093912-0.00030051i,0.000348-0.00089732i,0.00029464-0.00066078i,0.00077109-0.00037454i,0.00065193-0.00021985i,-0.00010736-7.7853e-05i,-0.00054928-0.00038415i,-0.00059406-0.00064977i,-0.00023906-0.00021897i,0.00046547-0.00029704i,0.00049453-0.00011513i,-0.00034981+0.00028272i,-0.00022986+0.00029609i,-0.00019958+0.00044949i,-4.3139e-05+0.00028104i
0.00020421+0.0025643i,-0.0006968+0.0022495i,-0.0025415+0.0019062i,-0.0023291+0.0025773i,-0.0012844+0.0023696i,-0.00079493+0.00076699i,0.00011418+0.00015512i,0.00030391+0.0011906i,-8.2697e-05+0.0013834i,0.00062449+0.0012252i,0.00085112+0.0015827i,7.1862e-06+0.00099507i,-0.00013785+8.9833e-05i,0.00027677+0.00068984i,0.0001621+0.00061691i,-0.00056676-0.00050453i,-0.0012543-0.00061596i,-0.0011937+7.5832e-06i,-0.0012656+0.00027017i,-0.0012084-0.00011633i,-0.00075185-0.00038437i,0.00019261-0.00052433i,0.00056223-0.0004565i
-0.00074936+0.0019679i,-0.0010268+0.0028597i,-0.00045532+0.003178i,-0.0012512+0.0021414i,-0.0022492+0.001016i,-0.0013934+0.00030194i,-0.00067291-0.00013931i,0.000355+0.00020925i,0.00055066+0.00056608i,0.00032128+0.00034865i,0.00010694+0.0002046i,-0.00034693+0.00055532i,0.00038795+0.00030848i,0.00090649-0.00029808i,0.00053871-0.00029298i,-0.00058048-0.00019351i,-0.0011542+0.00013987i,-0.00080798+0.00032749i,-0.00052212+0.0001615i,-0.00054257+4.8374e-05i,0.00010406-2.8167e-05i,0.00035102-0.00037985i,0.00071863-0.00070803i
-0.0017118+0.00081761i,-0.0016941+0.00092745i,-0.0025206+0.0013053i,-0.0024011+0.0008486i,-0.00049922+0.00027016i,0.0011871+1.2998e-05i,0.0010482+0.00040565i,0.00079034+0.00047106i,0.00074993+0.00032261i,0.00017211+0.00057091i,-9.5556e-05+0.00022721i,0.00036128-0.00091767i,0.00098864-0.00087206i,0.00054336-5.1096e-05i,-0.0007147-0.00028848i,-0.00093718-0.00094728i,6.2392e-06-0.00074413i,0.00043154+0.00019391i,0.00031933+0.00044638i,0.00071299+0.0003635i,1.0653e-05+0.00010603i,-0.00070532+0.00056641i,0.00032081+0.00085564i
0.00022001+0.0028545i,0.00082787+0.0024514i,0.00033675+0.0031257i,-0.00028223+0.0019293i,0.00067901+0.00050546i,0.0011025-0.00020981i,0.00055594-0.00013087i,0.00041195+0.0006578i,0.00065359+0.0010248i,0.00053128+0.00085302i,-8.9099e-05+0.00044852i,-0.00010641+3.1597e-05i,2.5604e-05-0.00018128i,0.00020426-0.00037329i,0.00078383-0.00023313i,0.00013385+0.00032051i,-0.00050204+0.00041264i,-0.00061108-0.00010662i,-0.00015441-0.00042694i,0.00049287-0.00022232i,0.00061597-0.00030358i,0.0007758-0.00039356i,0.0010122-0.00012776i
-0.00064978-0.0030491i,-0.0004029-0.0029085i,-0.00096622-0.003011i,-0.0026877-0.0020369i,-0.0036953-0.00069278i,-0.0022715+0.00018418i,-0.00038756-3.8075e-05i,0.00027541-0.00046369i,-0.00063305-0.00062439i,-0.0008206-0.00099393i,-0.00065564-0.00087166i,-0.00056192+0.00010827i,-0.0006113+0.00060153i,-0.00054663-0.00018352i,-0.00114-0.00033298i,-0.0017882-0.00034231i,-0.0010253-0.00035796i,-0.00036978-9.8436e-05i,-0.00022328+0.00016194i,-0.00040077-6.9323e-05i,-0.00060526-0.0010223i,-0.00031487-0.00070295i,0.00045985+4.2413e-06i
-0.0027515-0.0041384i,-0.0025853-0.0046779i,-0.0036408-0.0043588i,-0.0040871-0.0022493i,-0.0030774-1.3227e-05i,-0.0011102+0.0011182i,-0.00012983+0.00089566i,-0.00018064+0.0008014i,-0.00093402+0.0011474i,-0.0014521+0.0014343i,-0.00062062+0.00095338i,2.6321e-05-0.00016097i,-0.00029026-0.00010035i,-0.00061236+0.00042181i,-0.00067479+0.00012794i,-0.00071391-0.00013457i,-0.00020074-0.0002068i,0.0001923+0.00026131i,-0.00016818-0.00015517i,-0.00014646-0.00099733i,0.00017402-0.00064273i,-0.00022985+5.7398e-05i,-0.00029249+9.0413e-05i
0.0020568-0.00070745i,0.0019314-0.000571i,0.0016323-0.001054i,0.0002276-0.00167i,-0.00038822-0.0019299i,-0.00023381-0.00048621i,-4.7011e-05+0.0013277i,0.0004398+0.0016762i,0.00047175+0.001202i,7.216e-05+0.00055621i,0.00065459+0.00049105i,0.00048583+0.00018329i,5.7882e-05-4.1651e-05i,-0.00015233+0.00019014i,-0.00048767+0.00036039i,-0.00038104+2.9965e-05i,0.00058801-0.00019516i,0.0015452+0.00032113i,0.0013077+0.00033445i,0.00046813+0.00032772i,-0.00024211+0.00066707i,-6.8361e-05+0.00067324i,0.00033195-0.00029893i
-0.0018055-0.00063469i,-0.0015052+0.0001597i,-0.0017839+0.00081236i,-0.0016744+0.00068502i,-0.00088919+0.00030606i,0.00014223+0.00043885i,0.00052489+0.00072259i,-0.00021015+0.00046436i,-0.00099806+0.0001734i,-0.0012886+0.00056935i,-0.00051867+0.00070851i,-6.2072e-05+0.0003034i,-0.00010224+0.00029588i,-1.0006e-05+0.00042969i,0.00047343+0.00097889i,0.00053036+0.0009775i,-8.1482e-05+0.00022651i,-0.00080914+0.00044035i,-0.00076881+0.00063401i,0.00034072+6.5767e-05i,8.1429e-05+0.00027491i,-0.00053057+0.00036331i,-6.0189e-05+0.00030535i
-0.00082689+0.00080814i,-0.0013155+0.00098398i,-0.0019779+0.00037318i,-0.0018352-2.1777e-05i,-0.0014719-0.00046478i,-0.0011102-0.00016616i,-0.00058569+0.00078555i,-0.00028618+0.00040341i,-8.4617e-05-0.00098465i,-0.0001746-0.0019847i,4.3201e-05-0.001023i,-1.5336e-05+5.3955e-05i,-0.00034184-0.00051883i,-0.00030118-0.00044517i,-0.00033224+4.8979e-05i,-0.00069098+0.0002706i,-1.1823e-05+6.2433e-06i,0.00084922-0.00048698i,0.00074987-0.00054501i,0.00033391-0.00087223i,1.5539e-05-0.0012748i,0.00059419-0.00023731i,0.00033724+0.00080281i
