-0.0021458+0.00022827i,-0.0025494+0.00030626i,-0.0043511+0.00060992i,-0.0039131+0.00054407i,-0.0026744+0.0012366i,-0.0019875+0.0022533i,-0.0013859+0.0026956i,-3.9879e-05+0.0024936i,0.0010038+0.0018559i,0.00065727+0.00073817i,0.00023003-9.4917e-05i,-0.00014824+0.00023608i,-0.0006035+0.00067789i,-0.00038225+0.00040104i,-0.00031011+0.00057771i,-0.00024586+0.00066329i,0.00011434-6.2977e-05i,0.00014812-0.00029786i,0.00020522+6.5822e-05i,0.00029652+0.00025766i,0.00061054+9.188e-06i,0.00039625+4.4852e-05i,-0.00064748+0.00069917i
-0.0012541+0.0014671i,-0.0023988+0.00097755i,-0.0032177+0.00021921i,-0.0022474-0.0007794i,-0.00066496-0.00063159i,0.00017904-0.00039229i,-0.00024443-0.00067131i,-0.00031217-0.00063237i,0.00031735-0.00068832i,0.00064424-0.00081491i,0.00049727-0.00052432i,0.00067504-0.00032702i,0.00055876+2.0867e-05i,0.00025797+0.00052002i,0.0004718+0.00089261i,0.00046012+0.00083641i,-0.00059061+0.00079277i,-0.0006069-0.00036417i,0.00073234-0.0011126i,0.00053707-0.00055002i,-0.00049734-0.00019861i,-0.00012627-0.00024856i,0.00029331+0.00014493i
0.0011998+0.0013107i,0.0014038+0.0012231i,0.0013281+0.00099649i,0.00021636+0.00084417i,-0.00032179+0.00050009i,0.00029878-0.00015713i,-0.00046713+0.00067149i,-0.00090405+0.0012164i,-0.00039106+0.00087408i,-0.00072558+0.00071348i,-0.00071678+0.00020279i,-0.00018022-0.00028063i,-0.00023206-0.00017767i,0.00026184+0.0001693i,-2.1634e-05+0.00022999i,-0.00035571+0.00015083i,-0.00042277+7.4761e-06i,-0.00081521-0.0004269i,-0.00074673-2.7298e-06i,-0.00087085+0.00050907i,-0.0012763+0.00019704i,-0.0011793+3.3447e-05i,-0.0012531+0.00043051i
5.9325e-05+0.0020749i,0.00023356+0.0018817i,-0.00042682+0.0011124i,-0.0017099+0.00086825i,-0.0015391+0.00043387i,-0.00069725-0.00084263i,0.00045066-0.0011898i,0.0011054-0.00069095i,0.00035062-0.00017237i,-3.0454e-05+0.00032233i,-6.8097e-05+3.9751e-05i,0.00018381-0.00034905i,0.00017909+4.9807e-05i,0.0002402+0.00062619i,0.00038559+0.00018613i,6.0788e-06-0.00028056i,-0.00075764-8.1638e-06i,-0.0011348+0.00039857i,-0.00035364-6.3824e-06i,0.00036891-0.00032796i,0.00040913+0.00013337i,0.00026866+2.7665e-05i,0.0001113-0.0003188i
0.00030571+0.0017541i,0.00048628+0.0023953i,-5.5017e-05+0.0021764i,2.4254e-05+0.001315i,-0.00018818+0.00011255i,-0.00011971-0.00044254i,0.0003972-0.00026635i,0.00059311-0.00017826i,0.00025608+0.00013683i,-0.00016684+0.00040919i,0.00027734-0.00021049i,0.00093595-0.00068741i,0.00092025-0.00070156i,0.0006041-0.00024371i,0.00092262+0.0001616i,0.00078548-0.0001985i,1.7883e-05+0.00073742i,-0.00014694+0.0013066i,-0.00046152+0.00033127i,-0.00021715-4.2283e-05i,0.00064531+2.3196e-05i,0.00086171+0.00014141i,0.00031713+0.00028689i
0.0012946+9.9093e-05i,0.00012759+0.0004789i,-1.0129e-06-0.00012095i,-0.00030677-0.00024235i,-0.00098717+0.00050443i,-0.00059641+0.00082647i,0.0011754+0.00092487i,0.0010251+0.00042047i,4.0817e-05-0.00034408i,-0.00033888-0.0008864i,-0.00032313-0.00066421i,0.00019663+0.000186i,0.00031254+0.00014659i,-3.9652e-05-0.00014111i,-0.00042091-0.00042054i,8.54e-05-0.00013997i,0.00031698+0.00062776i,-0.00040063+0.00063919i,-0.00046112+0.00025559i,-0.00016039-0.00060512i,0.00033632-0.0010082i,0.00060188-0.00049112i,0.00075991+0.00036586i
-0.0010004+0.0010336i,-0.00072596+0.00089368i,-0.0001255+0.0012524i,-0.00039511+0.00094303i,-0.00076513+0.00024434i,-0.00079128-0.00020953i,0.00026169-0.00020515i,0.0010504+0.0012173i,0.00074231+0.0010321i,0.00082371+0.00012339i,0.00079389+0.00072941i,0.00084992+0.0013998i,0.00040095+0.00073984i,0.00011754-0.00020154i,0.0011742+2.7359e-05i,0.0014288+0.00038928i,0.00046983-7.3729e-05i,7.9119e-05-0.00060441i,0.00050318-0.00061027i,0.00036056-0.00028757i,0.00010641+2.1804e-05i,0.00011385+0.00036445i,0.00011594+6.2591e-05i
-0.00027158+0.00061167i,0.0007925+6.8973e-05i,0.00015871+0.00080844i,-0.00037253+0.0019548i,-0.00044343+0.00209i,-0.00018112+0.001062i,0.00021991+0.00058906i,0.00026597+0.00084455i,5.3679e-05+0.00049349i,0.0001079-0.00056186i,0.00012132-0.00054704i,-0.00012951+0.00020116i,-0.00037839+0.00014724i,-0.00036159+0.0003309i,-0.0004011+3.8935e-05i,-0.000358-0.00064384i,-0.00063795+0.00014692i,-0.0004862+0.00075264i,3.9572e-06-7.4272e-05i,0.00033726-0.00034922i,0.00050492+0.00080872i,0.0003911+0.0011236i,0.00010418+0.0010071i
-0.0013371+0.00089479i,-0.0028357+0.0018626i,-0.0043597+0.0027211i,-0.0034436+0.0025772i,-0.001924+0.0015855i,-0.0010818+0.00059318i,-3.4563e-05+0.00094827i,0.00067604+0.0011166i,0.0007008+0.00047595i,4.5782e-05+4.0199e-05i,-0.00075307-0.00036155i,-0.00020825+0.0003166i,-0.00042022+0.0010482i,-9.8346e-05+0.00056198i,0.001092+0.00029289i,0.0010748+0.00059284i,0.00040786+0.00034747i,0.00018479+0.00014835i,-0.00031985+0.00017666i,2.291e-05-0.00041948i,0.0010824-0.00017189i,0.00082036-4.028e-05i,0.00060825-0.00072803i
0.0031133-0.0014526i,0.0027951-0.0019091i,0.0029471-0.0024548i,0.0022878-0.0025554i,0.00083594-0.0012138i,-0.0003932+0.00034774i,-0.00041935+0.0010245i,0.00012963+0.00069693i,-0.00019185-0.0002361i,-0.00014729-0.001134i,-6.8715e-05-0.00081298i,0.00018755-0.00023214i,0.00012031-0.000477i,6.5949e-05-0.00085956i,0.00034139-0.00084709i,0.00020185-0.00060644i,0.00052495-0.0003851i,0.00061361-7.6117e-05i,0.00018135+0.00022714i,-4.1764e-05+7.5357e-05i,3.5063e-06-0.00063013i,0.00038653-0.00010381i,-0.00016775+0.00058479i
0.0011884+0.0022292i,0.0017826+0.0026983i,0.0018895+0.0027356i,0.0013756+0.0023978i,0.00095996+0.00236i,-4.5893e-05+0.0020429i,-0.0010604+0.0010064i,-0.00015288+4.5616e-05i,0.00082846-0.00068548i,0.00033062-0.00074643i,-0.00017669-0.00057852i,0.00023129-0.00097474i,0.00056993-0.0010151i,0.00086616+8.2816e-06i,0.00086067+0.00059431i,0.00037514+0.00027969i,-0.0004679+3.8413e-05i,-0.00099691+4.0675e-05i,-0.00063761-6.1527e-05i,-0.00092541-0.00034028i,-0.00083135+3.7889e-05i,-0.00019405+0.00039885i,6.5036e-05-0.00016394i
-0.001737-7.2545e-05i,-0.0018948-5.7584e-05i,-0.0035315+6.7695e-05i,-0.0035089-0.00058445i,-0.0015794+5.1356e-05i,-9.7369e-05+0.00013727i,-0.00010341-3.229e-05i,-0.00017525+0.00039762i,0.00033049+0.00074823i,0.00058919+0.00065415i,0.00030188+0.00044937i,0.00023047-0.00010686i,0.00029954-0.00018751i,0.00020347+0.00033504i,0.00052716+0.00048449i,0.00073276+0.00019868i,0.00030167+0.00013066i,-0.00015664-0.00019063i,-0.00071501+6.2679e-05i,-0.00078895+0.00075949i,-6.0954e-05+0.00055407i,0.00023214-0.00017967i,0.00018568-0.00038803i
0.00042108-0.00088893i,4.8348e-06-0.0013371i,0.00022016-0.00075637i,-0.00018195+0.00010497i,-0.0013225-1.3105e-05i,-0.0010679-0.00012823i,-0.00013155+4.836e-06i,0.0006701-7.4803e-05i,0.00036498-4.9595e-05i,-0.00063826-0.0002828i,-0.00029148-0.00050638i,0.00021158-0.00044185i,-0.0001178+0.00021022i,-0.00063748+0.00017888i,-0.00082504-5.5673e-05i,-0.00024427-3.8623e-06i,-0.00015387-0.00043465i,-0.00031302-0.00061366i,0.00046161-0.00026957i,0.00029265+4.0849e-05i,-0.00023311+9.0629e-05i,-0.00015465+0.00036336i,-0.0001253+0.00041655i
0.00092565-0.00061757i,0.0011469-0.0013743i,0.00016974-0.00073711i,-0.0010911+9.3537e-05i,-0.0011907+3.7418e-06i,-0.00089454+0.00050349i,-0.0010789+0.00034915i,-0.00038361+0.00017418i,0.00032093+7.6226e-05i,-0.0010267+0.00022992i,-0.0017772+0.00028805i,-0.00053758-0.00014307i,0.00038864-0.0002389i,0.00099359-0.00043209i,0.00099792-0.00065198i,-0.00024251+0.0001431i,-0.0008344+0.0012033i,-4.1934e-05+0.0012306i,5.7379e-05+0.0009364i,-0.00052799+0.00094125i,-0.00056674+0.0010584i,-0.000341+0.00058714i,-0.00029681+0.00022116i
0.0008019+0.0016027i,0.00081455+0.0015223i,0.0012742+0.001718i,0.0023957+0.0015131i,0.0024313+0.0014652i,0.0010683+0.0016496i,0.00070978+0.0010021i,0.00056022+0.0003716i,0.00036036+0.00039037i,0.0011038+0.00022355i,0.0012168-0.00053242i,0.000569-0.0010711i,0.00063423-0.00057608i,0.00052571-6.8852e-05i,-4.235e-05-2.1665e-05i,-7.5277e-05-0.00017991i,0.00023854-0.00061945i,0.00056455-0.00049081i,0.00012802-0.00028561i,-0.00033362+0.00034879i,-1.037e-05+0.000789i,0.00056997+0.0004079i,0.00066+0.00018986i
0.0014165-0.0013679i,0.00029479-0.0011513i,-0.00023967-0.00094379i,-0.0010541-0.0008885i,-0.0015815-0.00032763i,-0.00049789+0.00062634i,0.00098705+0.0011683i,0.00076064+0.00077162i,5.3623e-05-9.9345e-05i,-0.00023261-0.00039493i,-0.00045726-7.5739e-05i,0.00016298-0.000675i,0.00031503-0.0010463i,-0.00072381-0.00065476i,-0.00075648+0.00012372i,-0.00062513+0.00073557i,-0.00048018+0.00062469i,0.00056573+0.00019285i,0.00059627-0.00020239i,-0.00019465-0.00044744i,-0.0004038-0.00032244i,-0.00017613+3.5171e-05i,-4.9542e-05+0.00024696i
-0.0014002-0.0018856i,-0.0020646-0.0017713i,-0.0022508-0.0018064i,-0.0016588-0.0018791i,-0.0010308-0.00096498i,-0.0013757-0.00034736i,7.4141e-05-0.00041118i,0.00074026-3.8674e-05i,0.00016527+0.00012546i,-0.00064056-0.00022344i,-0.0009414-9.36e-05i,-4.6482e-05+9.8892e-05i,-0.0002678-5.9179e-05i,-0.00056246-1.2876e-05i,-9.7473e-05+3.9693e-06i,-0.00021071-0.00014311i,-4.9421e-05-0.00026419i,0.00074427-0.00056593i,0.00080413-0.00070686i,0.00038932-0.00052052i,6.9371e-05-0.00029436i,0.00028738+2.5531e-05i,4.9223e-05-0.00023434i
0.00091378+0.00073212i,0.0016113-0.0003981i,0.0013944-0.0012669i,0.00081378-0.0011754i,0.00059706-0.00027772i,0.00064299+0.000113i,0.0011481-0.00014114i,0.0010127-0.00017858i,0.00016186-0.00016575i,0.00036618-0.00081974i,0.00076615-0.0012538i,0.001282-0.00087405i,0.0011452-0.00037643i,-0.00045666-0.00011907i,-0.00092741+1.4788e-05i,-0.00012436+0.00025692i,0.00011813+0.00039104i,-0.00036985+0.00017571i,-0.00042696+0.00055355i,-6.6278e-05+0.00078615i,5.5335e-05+0.00020923i,-0.00098651+0.00095283i,-0.00091527+0.00095793i
-0.0017303+0.00087282i,-0.0015206+0.0022202i,-0.0012008+0.002756i,-0.0012729+0.0017066i,-0.0011557+0.00098583i,0.00017591+0.0003412i,0.0013456-6.569e-05i,0.0013325+0.00043507i,0.0012932+0.00044889i,0.0012019+0.00085739i,0.0002845+0.0014454i,-0.00010964+0.0011224i,-0.00010069+0.00033755i,0.00066837+0.00044729i,0.0015435+0.00083873i,0.00055286+0.00093837i,-0.00051486+0.00044308i,-0.0006053+0.00024073i,-0.00022588+0.00046724i,-3.4936e-05+0.00082818i,-2.5683e-05+0.00066818i,-1.9816e-05+7.5532e-06i,-0.00042546-0.00011015i
3.4479e-05+5.2589e-05i,-0.001069+4.5178e-05i,-0.0019326+0.00045093i,-0.0021909-1.3064e-05i,-0.0017324-0.00033111i,-0.00088051-0.00034163i,0.00023421-0.00015086i,0.00066974+0.00030749i,-0.00026372-2.6173e-05i,-0.00063586-0.0012495i,0.00020768-0.00084803i,0.00046534+0.0002452i,0.00014874+0.00023573i,0.00034422-0.00010928i,9.9916e-05-0.00022669i,-0.00039427+2.1449e-05i,-0.00037248+0.00033925i,-0.00044358-6.4029e-05i,-3.5644e-05-0.00057467i,-0.00016749-0.00015517i,-0.0003472+0.00038274i,4.4175e-05+0.0001731i,0.00095958-0.00067343i
0.0009146+0.0011761i,0.0017572+0.0013179i,0.0018421+0.00060987i,0.0018093-0.00017766i,0.0016899+5.9353e-05i,0.00065901+0.00045839i,-0.00050417+0.0012808i,-0.0004197+0.00098117i,-3.4679e-05+0.00011741i,0.00036607+0.00045198i,0.00078295+0.00065544i,0.00027933+0.00014391i,0.00079035-0.00048567i,0.0016411-0.00062532i,0.0015125-0.00050015i,0.00096442-2.4952e-05i,0.00067248+0.00049935i,0.00058472+0.00022309i,0.00021279-1.4268e-05i,-4.4065e-06+4.1893e-05i,-0.00012679-0.0006303i,0.00050457-0.0013485i,0.0013037-0.00069964i
0.00015558+0.0016724i,3.8357e-05+0.00013572i,-0.00063929+0.00081045i,-0.0014335+0.0014847i,-0.0010095+0.00017092i,-0.00012549-0.00025898i,0.00022183+0.00034451i,5.527e-05+0.00044239i,0.00013839+0.00010554i,0.00029472-0.00011631i,0.00057329+5.9973e-05i,0.00042005+0.00022464i,-0.0002928+6.8572e-05i,-0.00024401+0.0004396i,-6.204e-05+0.0007166i,-0.00054173+0.000602i,-0.00063144+0.00022483i,-0.00068025-0.00018036i,-0.00099381-0.00015019i,-0.00042393-0.00020275i,2.6214e-05+9.5379e-06i,0.00012393+0.00056459i,-0.00012772+0.0012008i
-0.0014574-0.00029735i,-0.00025406+3.8562e-05i,0.00099537-0.0004052i,0.00043751+8.172e-05i,-0.00093195+0.0012999i,-0.0012744+0.0011092i,-0.0007928+0.00046955i,-6.5292e-05-1.0631e-05i,7.0125e-05+0.00047993i,0.00013168+0.0010321i,0.00075021+0.00085165i,0.0009584+0.00080158i,0.00074661+0.00027086i,-0.00027532-0.00014047i,-0.00093956-6.8687e-05i,0.00011227-0.00031291i,0.0002183+3.4766e-05i,-0.00042021+0.00051689i,-0.00072742-0.00036082i,-0.00031665-0.00091584i,-0.00028073-0.0002822i,-0.00051645+0.00022331i,-0.00049817+0.00061122i
0.0018062-0.00096228i,0.0022322-0.00054498i,0.0014567+0.00076103i,-0.00043868+0.0015342i,-0.00085758+0.0012012i,-0.00087305+0.0013145i,-0.00038912+0.00089498i,0.00038408+0.00041206i,0.00060722+7.5562e-05i,0.00023807-0.00099975i,-0.00032455-0.00050423i,-1.0632e-05+0.00067245i,-0.00023521+3.1879e-05i,-3.8136e-05-2.9446e-05i,0.00037014+0.00031372i,4.8117e-05-0.00017421i,-0.00034227-0.00067531i,-0.00031005-0.00053317i,-0.00030326+1.2389e-05i,-0.00085366+4.3726e-05i,-0.00066958-0.00020353i,-0.00015611-0.00032468i,0.00070962-0.00053934i
0.00015435+0.0024426i,-0.00033952+0.001686i,-0.00087868+0.0011931i,-0.0003518+0.0010309i,0.000855+6.0721e-05i,0.0015276-0.00052553i,0.0010371+0.0001872i,0.00050895+0.00023718i,8.1395e-05+0.00033474i,-0.00049925+0.00024291i,-0.00098074-6.3832e-06i,-0.00069259-0.00014771i,0.00018522+6.6423e-06i,0.00068595-0.00011231i,0.00095448-0.00078397i,0.0006598-0.00056643i,-0.00012133-0.00013603i,-2.436e-05-0.00028044i,0.000138+0.00019088i,-3.9817e-05-8.3742e-05i,-4.053e-05-0.0004863i,0.00021625-0.00078772i,0.00038839-0.0011167i
0.00231+0.00085539i,0.0010509+0.00039698i,0.0014813-0.00074242i,0.00093854-0.0010056i,-0.00038295-0.00072885i,-0.00070084+0.00030068i,-0.00075578+0.00073791i,0.00038872+0.00017783i,0.0013809-0.00029055i,0.0005838-0.00023237i,-0.00043856-0.00011592i,-0.00059207+0.00018596i,-0.00060036+0.00026725i,-0.00017449-0.00020824i,1.1098e-05-0.00040923i,-4.149e-06-0.00058971i,3.4712e-05+5.1252e-05i,-0.0009696+0.0008031i,-0.0013779+0.00057138i,-0.00037273+0.00022504i,-3.0548e-06+6.1791e-05i,-0.00015258-0.00071752i,0.00032093-0.0011222i
-1.326e-05-0.0017669i,-0.00079866-0.0024518i,-0.00024388-0.0023873i,0.00032386-0.0012089i,-0.00071637+0.00038138i,-0.00066229+0.00051385i,0.00016972-0.00038708i,8.6986e-05-0.00052884i,-0.00034284-0.00076916i,-0.0004111-0.00061854i,-0.00020993+0.00023434i,6.7315e-05+0.00023421i,0.00063427-0.00052152i,0.00073463-2.0639e-05i,-0.00012796+6.7715e-05i,-0.00065346-0.00022112i,-0.00017983-7.0869e-05i,0.00039283+0.0005348i,0.0001418+0.0009093i,0.00024732-0.00016973i,0.00055032-0.0010996i,-0.00034998-0.00050807i,-0.00077152+0.00039564i
0.002043+0.00092841i,0.00074629+0.0013496i,-0.00012499+0.0020062i,-0.0010284+0.0017534i,-0.00099088+0.00043633i,-0.0011132+3.1856e-05i,-0.001496+0.00052303i,-0.00090933-8.8383e-05i,-0.00087373-0.00069942i,-0.00037903-0.00059834i,-0.00015933-0.00033649i,-0.00035158-0.00013189i,-0.0005759-0.00012207i,-0.00076333-0.00020089i,-0.00082734-0.00031288i,-0.00055632-0.00034094i,-0.00012212-8.3264e-05i,0.00052045+0.00084831i,0.00066588+0.0011271i,-0.00043213+0.00076659i,-0.0010225+0.00039174i,-0.00055486-5.3157e-07i,0.00012118-0.00052773i
0.001656+0.00094036i,0.0012877+0.00085985i,0.00086457-0.00020345i,-8.4279e-05+4.1271e-06i,0.00019772+0.00035383i,0.00019965-0.00029212i,-8.6254e-05+0.00026378i,-0.00038192+0.0017697i,8.8784e-05+0.001081i,0.0008817-0.00058498i,0.0011541-0.00077191i,0.001046+0.00013765i,0.00040966+0.00055491i,0.00060202-0.00012978i,0.0013056-0.0008837i,0.0015683-0.0010665i,0.00092196-0.00062128i,0.00021572-0.00017775i,-0.00016707+0.00017385i,-0.00048004+7.3009e-05i,-0.00013451-0.00043166i,0.00035818+0.00016773i,0.00026204+0.00039868i
0.0013932+0.00072482i,0.00039976+0.0014412i,0.00070687+0.00093877i,0.000438+0.00052113i,-0.00074112+0.00015042i,-0.00043169-0.00010132i,0.00043649-0.00027025i,0.00062392+7.827e-05i,0.0010474-0.00020626i,0.0009551+0.00052714i,0.00050033+0.0010541i,0.00032429+0.00037417i,-2.331e-05+0.00016223i,-0.00055507+0.00014595i,-0.00029585-3.8338e-05i,0.0001321-0.00013345i,0.0001167+5.0843e-05i,4.4573e-05-0.00010092i,-0.00025527-0.00061167i,0.00013479-9.0879e-05i,0.0003691+0.00049474i,0.00015797+2.5179e-05i,0.00055198-0.00058234i
-0.00046763+0.0012009i,0.001061+0.00011644i,0.0014991+4.6468e-05i,0.00028355-0.00015254i,-7.5412e-05-0.0012086i,2.5587e-05-0.0014046i,0.00035499-0.00083217i,0.00053736-0.00081445i,0.0004513-0.00044825i,-9.7736e-05-0.00022475i,0.00036987-3.7849e-05i,0.00010982+4.2709e-05i,7.3663e-05-0.00065853i,0.0011896-0.0014444i,0.00088546-0.0012218i,0.00027337-0.00032856i,0.00018981+0.00035659i,-8.7503e-05+0.00083937i,-0.00081332+0.00057274i,-0.0013043-0.0001944i,-0.0010399+3.4035e-05i,-0.00097754+0.00058392i,-0.00078258+0.00041714i
0.0016691-0.0014847i,0.0022458+0.00021695i,0.00044074+0.00090267i,-0.0013285+0.00042126i,-0.0015313-8.8507e-05i,-0.0013603-0.00038939i,-0.00047114-0.00045748i,0.00049351-0.00048021i,0.00022986-0.0002702i,-0.00035038-2.1604e-06i,-0.00089554+0.00023773i,-0.00070757-0.00023694i,0.00016715-0.00056243i,-0.00060107+0.00018991i,-0.0015209+3.5511e-05i,-0.00078377-0.00022945i,-0.00038409+0.00010499i,-6.1447e-05+0.00049074i,0.00037017+0.0004154i,-0.00027234+0.00045603i,-0.0010795+0.0006501i,-0.00099016+3.289e-05i,0.0003168+9.1809e-05i
0.00123+0.00023614i,0.00065076-0.00073715i,0.00051936-0.0016555i,2.05e-05-0.001219i,-0.00064739-0.00083369i,-0.00049863-0.00059242i,0.00068287+0.00034361i,0.0012021+0.00083661i,0.0014556+0.00018677i,0.00095027-0.00034243i,-0.00023493-0.00035046i,-7.5565e-05-0.00029059i,0.0003273-0.00029582i,-6.4165e-05-0.00024925i,-0.00083034-0.00012709i,-0.00058385-7.7106e-05i,0.00015433+0.00053636i,0.00048772+0.00033582i,0.00068295-0.00034246i,0.00088701-5.9104e-05i,0.00054715+0.00031721i,3.8925e-05+0.00018389i,-0.00061357+1.9487e-05i
-0.00060842-0.00086081i,-0.00032803-0.00066754i,-4.7793e-05-0.00078174i,-2.2607e-05-0.00072374i,0.00085896-6.1507e-05i,0.0013262+0.00109i,0.00046425+0.00175i,-0.00015752+0.0014146i,-0.00034662+0.00012252i,0.00027743-0.00017638i,0.00081576+0.00041293i,0.00058196+0.00047373i,0.00075459-5.342e-05i,0.00048664-0.00038743i,0.00040937-0.00044486i,0.00053802-0.00017853i,-0.00022344+0.00026619i,-0.00076089+0.00015507i,4.8813e-05-0.0001852i,-3.951e-05-0.00061823i,-0.0009176-0.0002679i,-0.0011676-1.4964e-05i,-0.0006054-0.00061307i
0.00069057-0.0028556i,-0.00015094-0.0023283i,-0.0010417-0.0013115i,-0.0018971-0.00043455i,-0.002605+0.00020336i,-0.001425+0.00018435i,-0.00018799+6.4214e-05i,-0.00036346+0.00024498i,-0.00024572+7.5549e-05i,0.00016587-6.4926e-08i,0.00049908+8.5371e-05i,0.0005568-0.0003349i,0.00014606-0.0003697i,8.748e-05-2.5987e-05i,0.0004648-0.00012304i,0.00020867-2.8026e-05i,-0.00036089+0.00017956i,-0.00020629+0.00023012i,-0.00071825-5.8323e-05i,-0.0011967-0.00012016i,-0.00087406+0.00034358i,-0.00039256+0.00054367i,-0.00012421-7.1991e-05i
-0.00025785+0.00055282i,-0.00051294-0.00024023i,-0.0001283-0.0017781i,-0.00044829-0.0015267i,-0.00093488-0.00062016i,-0.00053101+5.8599e-05i,-1.7869e-05+0.00046522i,-0.00050985+0.00071569i,-0.0007936+0.00034724i,4.334e-05-4.1801e-05i,0.00030361-0.00019429i,-0.0002066-0.00089113i,-0.00043149-0.00052129i,0.00047338+0.00040435i,0.0011646+0.00063028i,0.00081759+0.00063514i,0.00031249+0.00045667i,0.00013474+0.00015422i,5.6555e-05-0.00014608i,-3.8491e-05-2.9982e-05i,-0.00041532-0.00018833i,-0.00062121-5.7146e-05i,-0.00018096+0.0008317i
-0.0005351+2.6716e-05i,4.318e-05+0.00087891i,-0.00041929+0.0012176i,-0.0012608+0.0012861i,-0.0013499+0.0013559i,-0.0005278+0.00051355i,0.00033639+0.00011049i,0.00066795+0.0004036i,1.9666e-07+0.00041117i,-0.00046247+1.4699e-05i,-1.0897e-05+0.00012693i,-0.0001912+0.00032394i,-0.00018879+0.00027656i,0.00013085+0.00021671i,7.6033e-05-4.7812e-05i,2.6528e-05-0.00051482i,3.2485e-06-0.00031451i,6.9716e-05+0.00032774i,2.7084e-05+0.00024982i,-0.00014793-9.5779e-05i,-0.00033871-0.00056364i,-0.00060295-0.00059599i,-0.00068471-0.00081187i
0.0014021+0.002308i,0.00078864+0.0016809i,-9.4356e-05+0.0018746i,-0.00035016+0.00048783i,-0.00069386-0.00080465i,-0.00025419-0.00042842i,0.00083316-5.9399e-05i,0.00063945+0.00015267i,-0.00018517-0.00040727i,-0.00035803-0.00068258i,-0.00033638+0.0003042i,0.00014063+0.00037165i,0.00023671-8.995e-05i,9.4285e-05+8.9954e-05i,-0.00014139+0.00018875i,3.257e-05-6.2716e-06i,0.00012052+0.00014482i,5.1884e-05+0.0002009i,6.9712e-05-0.00030442i,-9.547e-05-0.00091397i,-0.00060099-0.00077214i,-0.00088809-0.00030297i,-0.00038555-0.00014889i
0.00084357-0.0023045i,0.0019714-0.0020023i,0.00096211-0.0020927i,-0.00062704-0.0017323i,-0.0011425-0.00040925i,-0.00086473+0.00061099i,5.564e-05+0.00032173i,0.00029594-0.00030717i,-0.00031672-0.00039691i,-0.00030142-0.00035241i,-0.00021994+0.00043493i,-6.3174e-05+0.00059455i,-0.00017774-0.00018759i,-0.00051656+6.5562e-05i,-9.7212e-05+0.00063177i,0.0003862+0.00097096i,0.00045244+0.0010886i,0.00018776+0.00055248i,-0.00011729-0.00044632i,-0.00023679-0.00096892i,-0.00059931-0.00066724i,-0.00054191+0.0003901i,0.00010249+0.00079049i
-6.268e-05+0.00048085i,0.00056535+0.00094135i,-0.00038163+0.00091806i,-0.0015361+0.00028475i,-0.0014867+0.00015233i,-0.0010171+0.00056771i,9.4849e-05+0.00062204i,0.00073441+0.00016151i,0.00044336+0.00033861i,-0.00014115+0.0003365i,-0.0004273+0.00024435i,-0.00047444+7.2737e-05i,-0.00034499-0.00029208i,0.00021663-9.6272e-05i,0.00067352-0.00024736i,0.00053094+2.5424e-05i,0.00055654+0.00050757i,0.00051101+0.00056724i,0.00026039-2.5475e-05i,-0.00027902+8.8158e-05i,-0.00027208+0.00075767i,0.00030831+0.00094494i,0.0003299+0.00013514i
0.00098533+0.0026262i,0.0015982+0.0030415i,0.0014252+0.0041752i,0.0011535+0.0034786i,0.0016274+0.0012214i,0.0014695-6.4269e-06i,0.0008301-0.00017091i,0.00035537+0.0004439i,0.00030343+0.00015569i,0.00051147-0.00020288i,0.00049136+0.00036112i,0.000545+6.2179e-05i,0.00093023-0.00058521i,0.0005915-0.00069489i,0.00026704-0.00080679i,0.00065545-0.00044244i,0.0002365+0.00029321i,-0.00058275+0.00013904i,-0.0005041-0.0003029i,0.00020368-0.00033268i,0.0010872+0.00022163i,0.00043378+0.00040836i,-0.00055256+0.00053928i
-0.00077566+0.00099651i,-0.00017364+0.001256i,-0.00019832+0.0013084i,-0.001021+0.00099996i,-0.00069866+0.00050162i,6.079e-05+0.00034844i,0.00023567+0.00077881i,0.00042884+0.00096135i,6.3779e-05+0.00066324i,-0.00052389-0.00022975i,-0.00040844-0.00073844i,3.8641e-05-0.00062851i,-8.5292e-05-0.0012667i,-4.4675e-06-0.00090991i,0.00064737-0.00039594i,0.00082081-0.00025943i,0.0002724-0.00028836i,-3.9438e-07-0.0003855i,0.00043282-0.00043613i,0.00035111+0.00018203i,-0.00022995+0.00068917i,-6.0873e-05+0.00047601i,-0.00023392-2.6153e-05i
0.0017586-0.0031119i,0.0024179-0.0035171i,0.0007802-0.0041115i,-0.00063364-0.0029166i,-0.0014962-0.0010861i,-0.0016182+0.00021303i,-0.00029674+0.00015881i,0.00061536-7.3374e-05i,-0.00042907-0.00029259i,-0.0010985-0.00088117i,-0.00047089-0.0010333i,-0.00032778-0.00074795i,-0.00048613-0.00059768i,-0.00045651-0.00014551i,0.00018176-0.00038076i,0.00046195-0.00091006i,0.00028521-0.00029653i,-2.2946e-05+0.00038196i,-0.00036247-0.0001244i,-0.00059972-0.00033717i,-0.00080673-0.00019682i,-0.0010535-0.00042915i,-0.00093109-0.00071797i
