-0.0011001+0.00097202i,-0.00063462+0.00034245i,-0.0004828+0.00034008i,0.0001035+0.00038621i,0.00030459+0.001144i,4.2986e-05+0.0012368i,-7.7752e-05+0.0014709i,0.00061946+0.0021281i,0.00083979+0.0010957i,0.00063607-0.00078598i,0.00082625-0.0013089i,0.00060345-0.00084932i,-0.00043562+6.8296e-05i,-0.00082048+0.00011098i,-0.00037724+8.803e-06i,9.6393e-05+0.00047814i,0.0004781+4.3282e-05i,0.00092308-0.00057357i,0.00064648+7.2776e-05i,0.0005052+0.00065995i,0.00084141+0.00012042i,0.00099743-0.0007443i,0.00063635-0.0011979i
-0.00035961-0.00099954i,-0.001074-0.0009056i,-0.001163-0.0004964i,-0.00013772-0.00051869i,-0.00042287-0.00078893i,0.00042661+8.8299e-05i,0.0019205+0.00069599i,0.0014776+0.00033675i,0.00078519-0.00012797i,-0.00054214+0.00011718i,-0.0017806+0.00027275i,-0.0018984+0.00036389i,-0.00083103+0.0011414i,-0.00025844+0.0011446i,0.00013952+0.0010417i,0.00057577+0.0014058i,0.00021301+0.00097677i,-0.000196+0.0010763i,-0.00032932+0.0009481i,-0.00054083+6.1912e-05i,-0.00083004-0.00032956i,-0.0010384-0.00062898i,-0.0013241-0.00026597i
0.00043799+0.00037981i,0.00025603-0.0014786i,0.0012613-0.0021294i,0.0024981-0.0017808i,0.0024487-0.0020494i,0.0018952-0.0017674i,0.0014449-0.0014151i,0.00084539-0.0017903i,0.00046-0.0018838i,0.00047113-0.0011329i,8.6645e-05-0.00044405i,-0.00011509-0.00012504i,0.0001243-0.00018314i,-5.4354e-05-0.00077702i,0.00033988-0.00062743i,0.0011616-0.00020197i,0.00080077-0.00041863i,0.00059415-0.00031647i,0.00019181+5.4834e-05i,0.00063879-0.00015607i,0.0012786-0.00042436i,0.00092708-0.00036015i,0.00018808-0.0004008i
-0.0030107+0.0021894i,-0.0021457+0.0025485i,-0.00094787+0.0032916i,0.00044348+0.0032789i,0.0020347+0.0023446i,0.0027388+0.00037812i,0.0017879-0.00046645i,0.0014805-0.00094286i,0.00118-0.0012833i,0.00064323-0.00092065i,0.00018498-0.00016067i,-0.00056157-1.4169e-05i,-0.0011701+0.00043022i,-0.00045555+0.0010322i,0.00078237+0.0012089i,0.00062659+0.001484i,-0.00032872+0.00068122i,-0.00048236-0.00041726i,-0.00044218-0.00051891i,-0.00096507-0.00067948i,-0.00044636-0.00038044i,0.00014402+8.9562e-05i,0.00073329-0.00018261i
-0.0034594+0.0010239i,-0.0034502+2.3331e-05i,-0.0025311-0.00034052i,-0.00033084+0.00036788i,0.001443+0.00010313i,0.0023221-0.0004922i,0.0020049-0.0002918i,0.0013554+0.00012208i,0.0012628-0.0002915i,0.00097603-0.0015166i,0.00014431-0.001614i,0.00013461+0.00076484i,0.00046735+0.0023087i,0.000471+0.0010057i,0.00089653-0.00034221i,0.0011901-0.00063727i,0.0011427-0.00084466i,0.00049094-0.0014234i,0.00027312-0.0017056i,0.00066672-0.0014849i,0.00062411-0.00070329i,0.00048428+0.00022635i,0.00089461+0.001004i
0.00089423-0.00093233i,0.00039003-0.0014704i,-0.0001284-0.00152i,-8.847e-05-0.00092237i,-0.00073098-0.0010206i,0.00016823-0.00017491i,0.0012089+7.2039e-05i,0.0012933-0.00056328i,0.00089081-0.0011251i,0.0001994-0.0015089i,-0.00040012-0.0012169i,-0.0015447-0.00071956i,-0.0014603-0.00052334i,-0.00081126-0.00059652i,-0.00093584-0.0013343i,-0.00094307-0.001587i,-0.00098425-0.001466i,-0.00046932-0.0011548i,0.00029926-0.00060614i,-0.00030106-0.00038648i,-0.00053365-0.000464i,-0.00022524+0.00033349i,-0.00086387+0.001218i
0.00088927+0.0020694i,0.00062583+0.0016955i,0.00064124+0.0028331i,0.00036669+0.0017013i,0.0011195-0.00037684i,0.0015043-0.001193i,0.0013733-0.0017238i,0.0012114-0.0018527i,0.001407-0.0016293i,0.0013917-0.00076079i,0.00072661+0.0004317i,0.00074959+0.00090507i,0.0003485+0.00044009i,-1.5138e-05-0.00061628i,0.00056754-0.0012162i,0.00047304-0.001215i,-0.000498-0.0010059i,-0.00097038-6.5669e-05i,0.00021403+1.4109e-06i,0.0010505-0.00022012i,0.00078273-8.3199e-06i,0.00091882-2.528e-05i,0.0011852-0.00017194i
-0.0016886-0.00016086i,-0.002308+0.00037805i,-0.0015311+0.00068812i,0.00052378+0.00045708i,0.0018335-0.00038893i,0.0020372-0.00068257i,0.0010543+0.00029991i,0.00071764-0.00012675i,0.00047398-0.0013012i,5.2754e-05-0.00098255i,-0.00029635+2.5446e-05i,-0.001103+0.00029086i,-0.00073077+0.00014256i,5.1767e-05+0.00023591i,0.00014423+0.00039233i,0.00013201+0.00037574i,-4.8934e-05+1.0447e-05i,-0.00033471-2.4097e-06i,-0.00085043+0.00013086i,-0.00075972-0.0003128i,-0.00046634-0.00012656i,-0.00067947+0.00060295i,-0.00064619+0.0004536i
-0.0019721+1.2565e-05i,-0.0024739-0.00073614i,-0.0015435+0.0001251i,0.00030119+0.0011654i,0.00081039-0.00022296i,0.0013939-0.0014569i,0.0022403-0.0011248i,0.0022634-0.001101i,0.0010372-0.0013423i,0.00011365-0.00079314i,-0.00019628-0.00015693i,-0.00047398+0.00028211i,-0.00057587+0.0010001i,-0.00055195+0.0011997i,-0.00061734+0.00018554i,-8.9444e-06-0.00073941i,0.0014148-0.0009596i,0.0014055-0.00051385i,0.0010433+0.00010914i,0.00050533-1.1432e-05i,-0.00033134-9.9985e-05i,0.00022057+0.00016257i,0.00051648-6.2554e-06i
-3.5934e-05-7.3038e-05i,0.00071823-0.00036043i,0.0012074-0.00088947i,0.0013725-0.0011537i,0.0019399-0.0010962i,0.0022196-0.0011273i,0.0019441-0.00054113i,0.0013898-0.00081291i,0.0011266-0.0019336i,0.00095287-0.0021741i,9.9091e-05-0.0016377i,-0.00089142-0.00099668i,-0.0009063-0.00036238i,0.00057527+0.00010316i,0.0013487+0.0003062i,0.00085795+7.7897e-05i,0.00039562-0.00010714i,0.00032803+0.00049901i,-9.2099e-05+0.00073365i,-0.00028922+0.00021794i,0.00033095+0.00018138i,0.00058636+0.00067264i,0.00036559+0.00057817i
-0.0026687+0.0025848i,-0.0018094+0.0019535i,-0.0015649+0.0024657i,-0.00057258+0.0029729i,0.0010553+0.0026871i,0.0022049+0.0019023i,0.0019599+0.0007931i,0.0017271+7.8624e-05i,0.0012929-0.00049i,0.00062932-0.00026946i,0.00046405-0.00023864i,0.00047437+0.00014148i,0.0010396+0.0013166i,0.0020718+0.0012283i,0.0022171+0.00031891i,0.0020291-0.00015719i,0.0010597-0.00068227i,0.00010174-0.00075225i,-4.5812e-05+0.00021908i,-0.00031858+0.00076129i,-0.00024719+0.00022448i,-0.00023534-0.0003158i,-0.00010663-0.0005834i
-0.0018621+0.0019802i,-0.0015281+0.001527i,-0.00098757+0.0022631i,-9.5811e-05+0.0014301i,0.0012992-0.00012443i,0.0023323-0.00033151i,0.0022131-0.00047176i,0.0014413-0.00072123i,0.00091154-0.0008584i,0.00073999-0.00082575i,-0.00023614-0.0006433i,-0.00066691-0.00090038i,0.00021383-0.00079745i,0.00063046-0.00012591i,0.00012347-0.00015431i,-0.00030917+0.00019116i,-0.00043223+0.00035609i,-0.00056126+0.00013563i,-0.00050753+0.0001026i,0.0004222+7.8806e-05i,0.00074403+0.00040753i,0.00038092+0.00030967i,-0.00015192-0.0004152i
0.0030644-0.00047111i,0.0033719-0.0014521i,0.0039543-0.0030951i,0.0037841-0.0041515i,0.0018699-0.0036104i,0.00088034-0.001938i,0.0013747-0.00084265i,0.001735-0.00077543i,0.0010934-0.00091051i,-0.00053945-0.0013509i,-0.00097892-0.0008869i,-0.00029135+0.00012164i,-2.4224e-05+0.00053021i,-0.00038402+0.00016551i,-0.00014749+9.3047e-05i,0.00041077+3.7744e-05i,2.2635e-05+0.00024501i,-0.0003795+0.00063438i,0.00042145+1.222e-05i,0.00063557-0.00047382i,0.00020443-0.00041289i,-6.0225e-05-0.00049256i,-0.00040951-0.00023786i
0.0016304+0.0015533i,0.00072578+0.0011875i,0.0015314+0.0011612i,0.00258+0.0015794i,0.0032176+0.00053271i,0.002857-0.00081985i,0.001977-0.00051669i,0.0012641-0.0006685i,0.0002999-0.0013934i,-0.00057685-0.001638i,-0.0010379-0.0015101i,-0.00099579-0.001597i,-0.00069789-0.0011769i,-0.00078548-0.00073373i,-0.0010254-0.00069362i,-0.0008926+1.5454e-05i,-0.00038267+0.00040727i,-0.00025978-5.1076e-05i,-0.00064168-0.00014241i,-0.00062353+0.00017201i,2.8733e-05-4.9616e-06i,0.00042955-0.00045633i,0.00016167-0.00058163i
0.00018296-0.002112i,-0.000176-0.0019264i,0.0003788-0.0024115i,0.00027619-0.0023788i,-9.0326e-05-0.0021136i,0.0005132-0.0013364i,0.0014856-0.00070281i,0.0018767-0.0011415i,0.00050463-0.0019301i,-0.0011814-0.0012444i,-0.0017449-0.00032652i,-0.0016243+2.0109e-06i,-0.0014809+0.00016358i,-0.00076421+0.00011234i,-0.00021954+0.00096985i,0.00044116+0.0016588i,0.001177+0.0013518i,0.0013956+0.0008068i,0.0010134+2.6997e-05i,0.00046021-0.00049388i,0.00057823-0.00028799i,0.0007204+5.3655e-05i,0.00047605-0.00020218i
0.0016146-0.00070377i,0.0012178-0.0004687i,0.00067475+7.1712e-05i,0.00028296-0.00054853i,0.00032463-0.0010945i,0.00128-0.0002878i,0.0021544+0.00043747i,0.00086927-0.00015385i,-0.00014114-0.0002367i,0.00059824+0.00010276i,0.00013088-0.00072473i,-0.0007298-0.0010006i,-0.00089306-0.00066368i,-0.00039882-0.00089929i,9.01e-05-0.0012657i,0.00022055-0.001006i,0.00061357-0.00067602i,0.0011906-0.00092748i,0.0010089-0.0007939i,0.00043456+0.00011016i,0.00067443+0.00034705i,0.0008797-0.00051571i,0.00082561-0.00083424i
-0.0025676-0.00080949i,-0.0024614-0.00073424i,-0.0023258-0.00055558i,-0.00093941-0.00081171i,0.001431-0.00020038i,0.0020309-0.00027603i,0.001099-0.00091091i,0.00059045-0.00074773i,0.00056384-0.00079772i,0.00040761-0.00063171i,-5.0775e-05-0.00015156i,-0.00010179+0.00021827i,0.00033893+0.0011864i,0.00015207+0.0015043i,-0.0004454+0.00058072i,-6.4676e-05+0.00043018i,6.1682e-05+0.00079416i,0.00038548+0.00041213i,0.00094768+0.00017001i,0.0008311-0.00013484i,0.00028396-0.00045501i,-0.00028836+0.0002559i,-0.00033547+0.00076923i
0.00041016+0.00048055i,0.00071676+0.0014433i,0.0016419+0.00262i,0.0013943+0.001571i,0.001012-0.00014631i,0.00077983-0.00073431i,0.0010287-0.00026463i,0.0017631-0.00069765i,0.0020033-0.0017909i,0.0014814-0.0012053i,0.00074385-0.00033495i,0.00046978-0.00072721i,0.0013791-0.0013134i,0.002325-0.0011738i,0.0018786-0.0011652i,0.00078315-0.0019195i,-0.00016027-0.0019957i,-0.00010269-0.0010933i,0.00037221+0.00010257i,0.00013595+0.00026167i,0.00010019-0.00047158i,0.00011477-0.00057719i,-0.00011721-0.00075544i
0.00057627-0.00014673i,0.00038482+0.00033207i,0.0020551+0.00075829i,0.0026057-0.0004211i,0.0018424-0.0017981i,0.0012423-0.0018169i,0.0010782-0.00086433i,0.00047628-0.00073143i,5.3713e-05-0.0010759i,-0.00022501-0.0005518i,-0.00043962-0.00051811i,1.4514e-05-0.00062556i,-7.2441e-05+9.6705e-05i,-0.00037734+0.0001905i,-0.00073496-0.00012908i,-0.00079002-0.00015488i,-0.0007528-0.00026688i,-0.00086083-0.00021982i,-0.00021318+0.00043034i,0.00043726+0.00089853i,0.00057128+0.00084665i,0.00010502-1.3853e-05i,-3.3103e-05-0.0010267i
0.000299-0.0019162i,-3.6082e-06-0.0022208i,-3.8863e-05-0.0015556i,-1.7428e-05-0.00065579i,0.00051895+6.5264e-05i,0.00099953+0.0004223i,0.0013613+0.00032065i,0.0010349+0.00058186i,0.00060918-0.00013013i,0.00016505-0.00145i,-0.00065413-0.001547i,-0.000788-0.00069427i,-0.00014945-0.00014063i,0.00011844-0.00039392i,0.00022983-0.0010172i,0.00013513-0.0013856i,0.00044248-0.00089927i,0.0004378-0.00016596i,-0.00049443-0.00031367i,-0.0003741-0.00039563i,0.00032771+0.00018123i,0.00024676+0.00042029i,0.0005441+0.00040223i
-0.0015097-0.00041099i,0.00036046+3.8143e-05i,0.0013474+0.0010823i,0.0015688-0.0001836i,0.0020261-0.0017579i,0.0015929-0.00076333i,0.0010322-0.00033008i,0.00090783-0.00050412i,1.117e-05-0.0015557i,-0.0006573-0.0022051i,-0.0011583-0.0009086i,-0.0016087+0.00025891i,-0.0013241+0.001084i,-0.00063933+0.0012093i,-0.00012455+0.0011495i,-4.4317e-05+0.00054922i,-0.00023998-0.00021284i,-0.00092637+0.00016272i,-0.000969+0.00017726i,-9.3382e-05-8.7516e-05i,0.00044161-0.00034288i,0.00041822-0.00046485i,0.00052011-6.6663e-06i
0.001779+0.00037336i,0.0019763-0.00054119i,0.0024727-0.0009996i,0.0020752-0.0022019i,0.00046803-0.0026989i,0.00018151-0.0009765i,0.00076195+0.00063608i,0.0011669+0.00046233i,0.00076868-0.00091675i,-0.00011467-0.0011609i,0.00018277-0.00090497i,-0.00046493-0.00081051i,-0.00088268-0.00031101i,0.00019427-0.00014815i,0.00083041-0.00052083i,0.0016273-0.00035995i,0.00145+0.00042624i,0.00048072+0.00057962i,0.00013563+0.00038698i,-7.8219e-05+0.0002663i,2.6435e-05+0.00033259i,-0.00014193+0.00099376i,-0.00013811+0.00099966i
-0.0011592-0.0006499i,-0.001339+0.00049061i,-0.0014991+0.00077044i,-0.001349+4.1869e-05i,-0.00054371-0.00043851i,0.00015333-0.00054327i,0.00072804-0.0004903i,0.0012441-0.00086658i,0.0013937-0.00084262i,0.00060616-0.00064569i,-8.0313e-06-0.0017049i,-3.9032e-05-0.0009675i,-0.0001761+0.00058423i,0.00035956+0.00048325i,0.00087226+0.00088473i,4.6984e-05+0.0012529i,-0.00046183+0.00065506i,-0.00031295-0.00015667i,0.00019997-0.00041205i,0.00014968-3.011e-05i,0.00037532+0.00020651i,-1.1193e-05-2.0074e-05i,-0.00073364+0.00048281i
-0.0014451+0.00041509i,-0.0016501+0.0002698i,-0.0017456+9.7797e-05i,0.00013202-0.0016291i,0.0014657-0.0017812i,0.0018161-0.000557i,0.0019473-2.9155e-05i,0.0016343-0.00047284i,0.0011613-0.0013751i,0.00033346-0.00095791i,-1.4276e-05+0.00033353i,0.0010825+0.001324i,0.0012121+0.0013761i,6.1628e-05+0.00094053i,-3.9058e-05+0.0010525i,0.00057118+0.00073201i,0.00088715+0.0001695i,0.00085148-0.00028165i,0.0011907-0.00072403i,0.00044718-0.00059118i,-0.00048189-0.00010197i,-0.00038121+0.0005412i,-0.00071073+0.00062229i
-0.0015-0.0017581i,-0.00010489-0.0015406i,-3.0765e-05-0.0007294i,0.00098804-0.00023745i,0.0027043-6.5512e-05i,0.0025687+0.00041362i,0.0018043+0.00020635i,0.0014766-0.00049014i,0.00020764-0.0010479i,-0.00075405-0.0010232i,-0.00068754-0.0008571i,-0.00028016-0.0010308i,0.00021693+0.00022227i,-4.9831e-05+0.0008573i,-0.00071754-0.00019529i,-0.0013711-0.00039877i,-0.0013965-0.00054626i,-0.00083261-0.00031334i,-0.00074619-0.00028939i,-0.0001551-0.00096979i,0.0004453-0.0016656i,1.6175e-05-0.0012234i,-0.00021263-6.8776e-05i
-0.00043553+0.0016255i,-0.0024216+0.0017456i,-0.0019347+0.0014924i,-0.00040678+0.00056578i,0.00076852-0.00076778i,0.0016952-0.00050287i,0.0015022-0.00015601i,0.0014359-0.0010081i,0.0015498-0.0010147i,0.00052135-0.00045462i,-0.00013348-0.0001321i,-0.00031647-0.00047028i,-0.00041859-0.00048551i,-0.00020307+0.00045383i,-3.7168e-05+0.00070599i,-0.00017267+0.00055062i,-0.00053732+0.00019318i,-0.0002238-1.1968e-05i,0.00010649+0.00029827i,0.00033602+0.00069186i,0.00029279+0.00045511i,-0.00078936+2.8527e-05i,-0.00083984-0.00029887i
0.00027646-0.0012352i,-0.00051617-0.0021917i,-0.0012164-0.0017685i,-0.0011464-0.00099739i,-0.00015448-0.0008955i,0.00079003-0.00048739i,0.00093164-0.00011045i,0.00086321-0.0003231i,0.0010253-0.00084446i,0.00074117-0.0010312i,7.6053e-05-0.0011138i,-8.6197e-05-0.00093783i,-0.00039496+3.0111e-05i,-0.00080388+0.00037376i,-0.00068844+1.887e-05i,-0.00035939-0.00032299i,0.00041143-0.00039549i,0.00078633-0.00036767i,0.00014874+0.00015673i,0.00048086-4.7015e-05i,0.0008381-0.0010744i,0.00046898-0.0013931i,0.0004733-0.00061626i
0.0010226+0.0016737i,0.002606+0.0011892i,0.0033095+0.0012937i,0.0033724+0.0015305i,0.0027748+0.00033119i,0.0017711-0.0012613i,0.0012718-0.00042946i,0.00076358-8.0641e-05i,0.00012218-0.0010962i,-0.00028433-0.00075501i,-0.00065734-0.0009515i,-0.0011706-0.00081613i,-0.00079662-0.00037519i,-0.00021751-0.00043676i,0.00024381-0.00031804i,0.00071856-2.0689e-05i,0.00042848+7.126e-05i,0.00036416-0.00036073i,0.00079913-0.00076938i,0.00064596-0.00075384i,-5.6872e-06-0.0008339i,0.00032695-0.00045341i,0.00048968+0.00057467i
-0.0043577-0.00048734i,-0.0043746+0.00031601i,-0.004624+0.00081601i,-0.0034603+0.00085542i,-0.0011514+0.0019169i,3.5256e-05+0.0014516i,0.00064351-2.4106e-05i,0.0012607-0.00085572i,0.00046519-0.0011943i,-0.00057337-0.00091382i,-0.00067893-0.00051829i,-0.00079035-0.00046214i,-0.00080835+0.00019452i,-0.00044859+0.0004441i,0.00039273+0.00013524i,0.00038211-0.00017737i,0.00035279-0.00086637i,-1.4075e-05-0.00086742i,0.00012853-0.00024434i,0.00020456-0.00014612i,-0.00080228+8.98e-05i,-0.0009695+0.00024767i,0.0002574+0.0001493i
0.0015222-0.0025299i,0.0010318-0.0023874i,0.0019396-0.0030297i,0.0025758-0.0024119i,0.001855-0.0014901i,0.0011488-0.001039i,0.00071941-0.00062725i,0.00044334-0.0006956i,-0.00025698-0.001017i,0.00036694-0.0014494i,0.0014342-0.0011945i,0.00053218+1.1142e-05i,0.00012048+0.00019873i,0.00038702+6.422e-05i,0.00019161+0.00017517i,0.00036937+0.00048634i,0.00031904+0.0013817i,0.00036461+0.0017929i,0.00076962+0.00090247i,0.00063453+0.00022914i,6.182e-05+0.00042675i,-1.4114e-05+0.00034559i,0.00055845+0.00014175i
-0.0012298-0.00037153i,-0.0016233-0.00056176i,-0.00095082+0.00086009i,-0.000948+0.0010539i,-0.00033376+0.00048691i,0.0011256-0.00047268i,0.0012333-0.0010108i,0.00019055-0.0013087i,0.00015101-0.0013578i,0.00037731-0.00091521i,0.00066605-0.00045682i,0.0010391+0.00041618i,0.00027744+9.8544e-05i,-0.00010874-0.00043779i,-0.00012513-5.8759e-05i,-9.1999e-05-0.00064923i,0.00026993-0.0016994i,0.00038803-0.0018949i,0.00014936-0.001239i,0.00040758-0.00053251i,0.00039256-0.00078795i,0.00029924-0.00042308i,0.00025621-2.9007e-05i
-0.00014091+0.0025625i,0.00036486+0.0020202i,0.0018204+0.0018177i,0.0039007+0.00053888i,0.0038312-7.1488e-05i,0.0020792-0.00017604i,0.00087725-0.00018109i,0.0012496+2.5065e-05i,0.00095227-0.0001679i,-1.6403e-05-0.00075314i,-0.00010056-0.00089391i,0.00025512-0.00035474i,0.00089751+0.00075849i,0.0009546+0.0020921i,0.00043407+0.0024246i,-0.00029544+0.0012143i,-0.00034185+0.00042402i,-0.00064362+0.00067933i,-0.0010165+0.00047449i,-0.00060269-0.00043072i,-4.3644e-05-0.0007604i,0.00013388-0.0006386i,0.00010609-9.1148e-05i
-0.0014731+0.0035972i,-0.00056561+0.0030241i,0.00034172+0.0024526i,0.0014019+0.00076931i,0.0028229-0.00017163i,0.0025895-3.3462e-05i,0.0013601-4.5115e-05i,0.00092006-0.00096481i,0.00033356-0.0020229i,0.00041284-0.0014107i,0.00018418-0.00031267i,-0.0001715+0.00045372i,-0.00018456+0.0014733i,6.2453e-05+0.0012148i,0.00090722+8.0057e-05i,0.00071649-0.00038969i,2.7869e-05-0.00071973i,0.00022121-0.00054016i,0.00024068-0.00022512i,-0.00043986-0.00068879i,-0.00046475-0.00029063i,-0.00011616+0.00053501i,-0.0004656+0.00035612i
0.00049219-0.0035822i,0.00014403-0.003536i,-0.00016706-0.0027111i,-0.00031781-0.0017609i,0.00010887-0.001072i,0.00087055-9.9092e-05i,0.00095374-0.00061885i,0.00086339-0.0010496i,0.0012016-0.0013329i,0.00047438-0.0017198i,-0.00067731-0.00083067i,-0.00086232+0.00022616i,-0.00019869+0.00048599i,2.3506e-05+0.00069971i,-0.00024678+0.00093916i,-0.00019156+0.00083488i,-0.00012996+7.1081e-05i,-9.5612e-05-8.7305e-05i,0.0001331+0.000482i,0.00043408+0.00070263i,0.00096754+0.00060868i,0.0005589+0.00018136i,-3.9108e-05-0.00027176i
0.0017735-0.00026899i,0.0022645-0.00083699i,0.0024304-0.0016745i,0.0011429-0.0016375i,0.0014987-0.0013881i,0.0021219-0.0011675i,0.0013994-0.001207i,0.00042267-0.0011816i,-0.0001744-0.0010354i,-8.6135e-05-0.0007754i,-0.00048581-0.001016i,-0.00097356-0.00068485i,-0.00061751-0.0001484i,-0.00051668-0.00023929i,-0.00013223-0.00033055i,0.00064651-0.00032188i,0.00091637-0.00029737i,0.00070174-0.00078751i,0.00076961-0.0010681i,0.00075845-0.00064203i,0.0011785-0.00031784i,0.0010101+0.00013226i,3.3789e-05-0.00057481i
-0.0019587-0.00030044i,-0.0020919-0.00019837i,-0.00090907+0.00038207i,0.00076017+0.00092756i,0.0010349+0.0011037i,0.0013155+0.0004948i,0.0018556+0.00053255i,0.0015838+3.1962e-05i,0.00084852-0.0013193i,-0.00052943-0.00086936i,-0.0017562+2.528e-05i,-0.0017421-0.00017661i,-0.00097671-0.00055789i,0.00079549-0.00035437i,0.0014464-0.00012525i,0.0001917+0.00024504i,-0.00065884+0.0010496i,6.7844e-05+0.00042705i,0.00053062-0.00042324i,-0.0003104-8.5809e-05i,-0.00092372-0.00039139i,-0.00084134-0.0005427i,-0.00024515+0.00047439i
0.0021274+0.00010997i,0.0019144-0.0004092i,0.0017837-0.001253i,0.0015612-0.00098559i,0.0010479-0.0010544i,0.00088245-0.00062108i,0.00082502+0.0004089i,0.0014295+0.000507i,0.0011995-0.00040168i,-0.00037765-0.0015115i,-0.0010796-0.002176i,-0.00038172-0.0015102i,0.00039797-0.00049487i,0.00097016-0.00093912i,0.0014139-0.0012805i,0.00054225-0.0007766i,0.00034546-0.00047228i,0.0004387-0.00014892i,0.00031897+0.00016494i,0.00048925-0.00044407i,0.00083192-0.00083776i,0.00058829-0.00022273i,0.000222+0.00018452i
0.0009751-0.00026396i,0.00074801-0.0004675i,0.00077931-0.00029765i,0.00083324-0.00075593i,-6.2346e-05-0.00042886i,-0.00012499-0.00029889i,0.0012903-0.00054925i,0.0021259-0.00024244i,0.001797-0.00040544i,0.0004455-0.0013216i,-0.0010405-0.001625i,-0.0014661-0.000778i,-0.00071078-0.00012695i,0.00019177+0.0002792i,0.00041261+0.00019518i,-6.1972e-05-8.9797e-05i,9.3538e-05-0.00011536i,0.00092219-0.00033404i,0.0007262-0.00046183i,-0.00012295-0.00019566i,-0.00016092+0.00020175i,0.00017907+3.6425e-05i,0.00056688-0.0008296i
-0.00047086+0.0034684i,0.00020798+0.0028314i,0.0011492+0.0033945i,0.0025197+0.0032095i,0.0044306+0.0011703i,0.0038756+0.00029982i,0.0019104+5.2222e-05i,0.0014288-8.7815e-05i,0.00058097-0.00054539i,-4.2861e-05-0.000951i,-4.0874e-06-0.00089044i,-0.00027178-0.00020182i,-0.00052211+0.00065172i,-0.00018971+0.00036725i,0.00013819-0.00019691i,0.00045345-4.2192e-05i,0.00048353+0.00073935i,-0.00027303+0.00043076i,0.0002159-0.00052827i,0.001163-0.00031937i,0.001166-0.0001051i,0.00051153-0.00010273i,0.00043426+8.2211e-05i
-0.00024352+0.00095675i,0.00054685+0.00098718i,0.00042845+0.00095608i,0.0001189-0.00040708i,0.00011017-0.0015722i,-0.00023442-0.0011072i,-0.00039632-0.00028557i,-0.00053956-0.00043069i,-0.00016831-0.00058557i,0.00047167-0.00046666i,0.00036749-0.00055972i,0.00019582-0.00028881i,0.00054783+0.00065726i,0.00067501+0.0010412i,0.00082069+0.00038695i,0.00043877-0.00054913i,0.00021967-0.00046588i,0.00099359+0.00021512i,0.00091198+0.00035003i,0.00030095+0.00031966i,0.00064114+0.00028461i,0.00086085-0.00024282i,0.00065994-0.00052984i
-0.0014814-0.0035256i,-0.0014053-0.0039245i,-0.0023368-0.0028576i,-0.0023819-0.0011828i,-0.00055082+0.00023812i,0.00090143+0.00095532i,0.001359+0.00050433i,0.0012863-0.00036955i,0.00065455-0.001246i,0.00032263-0.0008214i,0.0006604-0.00052275i,0.00034868-0.00060153i,-0.0010692-0.00014582i,-0.0014137+0.00014845i,-4.6853e-05+0.00023347i,0.00034837+0.00028368i,-0.0001305+0.00037645i,0.00015937+0.00060579i,0.00036422-2.1827e-05i,-0.00033996-0.00056173i,-0.00060574-0.00062668i,-0.00024918-0.00044148i,0.00022674-0.00027917i
0.00040814+0.0021747i,0.0005319+0.0019511i,0.00082374+0.0019278i,0.0013542+0.001042i,0.0023609-0.00094091i,0.0027844-0.0014886i,0.0024111-0.0010092i,0.0016787-0.0010298i,0.0010144-0.00070697i,0.00032371-0.0010225i,-0.00026623-0.0009086i,-4.4991e-05+9.0173e-05i,3.6027e-05-0.00012283i,-0.00010038-0.0007283i,-0.00029234-9.2214e-05i,-0.00045224+3.5007e-06i,0.00035246-0.00015905i,0.00118+0.00029056i,0.0011083+0.00052004i,0.00066463+4.9843e-05i,0.00045765-0.00045844i,0.0010062+7.5085e-05i,0.0015082+0.00081635i
-0.0014569+0.0002819i,-0.001739+0.00030922i,-0.00040062+0.00086937i,0.0010362+0.00079484i,0.00088647-0.00063914i,0.00021471-0.0014843i,0.00038006-0.0010287i,0.0012717-0.00052i,0.00058497-0.00017301i,-0.00059664-0.00032009i,-0.0002498-0.00045873i,0.00035399+0.00051557i,0.00073429+0.0011663i,0.00060897+0.00031965i,0.00093205-0.000374i,0.0017971+0.00014373i,0.00099417+0.00080703i,0.00019902+0.00064973i,0.00013594+5.1067e-05i,-0.00036502-4.7554e-05i,-0.00078237+0.00031859i,-0.00051884-0.00014702i,2.4641e-05-0.00089578i
-0.0011026-0.0005515i,-0.00072687-0.0014668i,-0.00094661-0.0022516i,0.00041693-0.0013671i,0.00092842-0.0010268i,0.00063062-4.5467e-05i,0.00063337+0.00059925i,0.0010075-0.00068468i,0.00069019-0.0019623i,-0.00032476-0.0017041i,-0.00086209-0.00034393i,-0.00098095+0.00020117i,-0.00096646+0.00033262i,-0.000725+0.00047316i,-0.00070325-0.00016853i,-0.00022361-0.00019575i,-0.00016385+0.00046613i,-0.00057184+0.00040241i,-0.00036087+9.2762e-05i,-0.0002416+9.6323e-05i,-0.00019243+0.00024586i,-0.00048668+6.8698e-05i,-0.00036573-0.00025558i
