-0.0011001+0.00097202i,-0.00063462+0.00034245i,-0.0004828+0.00034008i,0.0001035+0.00038621i,0.00030459+0.001144i,4.2986e-05+0.0012368i,-7.7752e-05+0.0014709i,0.00061946+0.0021281i,0.00083979+0.0010957i,0.00063607-0.00078598i,0.00082625-0.0013089i,0.00060345-0.00084932i,-0.00043562+6.8296e-05i,-0.00082048+0.00011098i,-0.00037724+8.803e-06i,9.6393e-05+0.00047814i,0.0004781+4.3282e-05i,0.00092308-0.00057357i,0.00064648+7.2776e-05i,0.0005052+0.00065995i,0.00084141+0.00012042i,0.00099743-0.0007443i,0.00063635-0.0011979i
-0.0017831+0.00032441i,-0.0013976+6.5099e-05i,-0.0015192+0.00012465i,-0.0012606+0.00093899i,-0.0001971+0.0013597i,0.00094602+0.0013183i,0.0011839+0.0011557i,0.00033116+0.001227i,0.00049497+0.00082886i,0.0014632+0.00023852i,0.00091543-4.5163e-05i,-3.0678e-05-0.00062159i,6.1663e-05-0.00038778i,0.00056607-0.00022871i,0.001345-0.00063032i,0.0016128-0.00018494i,0.00085129-1.9751e-05i,0.00024422-0.00015241i,0.00064224-9.9394e-05i,2.7651e-05-0.00034824i,-0.0010768-0.00065889i,-0.00053702-0.00033219i,-0.00035609+5.897e-05i
-0.0029486-0.0018902i,-0.0031328-0.00096393i,-0.0028983+0.00067107i,-0.0011629+0.0021856i,-2.4912e-06+0.0024544i,0.00086218+0.0024628i,0.0008288+0.0018303i,0.00043163+0.0012843i,0.00093695+0.0011292i,0.0013584+0.00050565i,0.0008366-0.00035964i,0.00038224-0.00021797i,-0.00030605+0.00055862i,-0.00072977+0.00035136i,-0.0011709-0.00028168i,-0.0019139-0.00050666i,-0.0014833-0.00108i,-0.00023685-0.0011349i,-0.00022364-0.00059433i,-0.00030059-0.0002183i,0.00032325-0.00012793i,0.0009511-2.8085e-05i,0.0010693-0.00017184i
0.0013491-0.0024399i,0.0010838-0.0015098i,0.00039933-0.00092527i,0.0003493-0.0010768i,0.00097904+0.00017758i,0.0014121+0.0018446i,0.0014788+0.0024271i,0.0011619+0.0017818i,0.00029537+0.00081419i,0.00017666+0.0011413i,0.00076283+0.00049995i,0.00042648+3.3461e-05i,-0.00052665+0.0010868i,-0.0014219+0.0012976i,-0.0015884+0.00025067i,-0.0015324-9.8423e-05i,-0.0013715+0.00070389i,-0.0007479+0.00050252i,5.5622e-05-0.00029508i,-0.00020922+4.0733e-05i,-0.00038087+0.00038071i,3.159e-05+0.00038359i,0.00056662+0.00059951i
0.00019625+0.0030287i,0.00074511+0.0023471i,0.00079821+0.0019868i,-8.2227e-05+0.0019644i,-0.0003628+0.0015863i,0.00043115+0.0013351i,0.00072428+0.0014339i,0.00095141+0.0014674i,0.0013756+0.0011811i,0.0014998+0.00057366i,0.0011581+0.00014801i,0.00067891+0.00086099i,-0.00014272+0.0011408i,-0.00020957+0.0011767i,0.00017028+0.0016794i,0.00042543+0.0018508i,0.00014219+0.0015262i,-2.1928e-05+0.00015594i,0.00060755-0.00084648i,0.0014088-0.0010461i,0.0015161-0.00058894i,0.0013338-1.8647e-05i,0.00053755-5.831e-05i
-0.0019319+0.0010533i,-0.0023507+0.00084902i,-0.0012519+0.0010271i,8.566e-05+0.0015301i,0.00037551+0.00099397i,0.00049256+7.3888e-05i,0.00023995+0.00056592i,2.6935e-05+0.00060788i,0.00048849-0.00030774i,0.00097158-0.0010059i,0.001495-0.001147i,0.0017813-5.218e-05i,0.0013842+0.00067395i,0.00099573+0.00055483i,0.00060002+0.00035622i,0.00080718+0.0006548i,0.00050967+0.0011344i,0.00013487+0.00033919i,0.00051114-0.00027199i,0.00018345-0.00021812i,-0.00013634+0.00038091i,-0.00037001+0.00072037i,-0.00043338+0.0011814i
-0.00042069+0.0015079i,0.00026229+0.00098275i,0.0011028+0.0015845i,0.0011147+0.0020705i,0.0015146+0.0011643i,0.0010937+0.00027939i,0.00041788+0.0005615i,0.00095159+0.00073264i,0.0017903-0.00036786i,0.0018158-0.0011273i,0.0014097-0.0014018i,0.00064003-0.001154i,0.00087769-0.00096229i,0.00099878-0.00082013i,0.0008517-0.00080279i,0.00064795-0.00054129i,0.00059303-0.00052274i,0.001001-0.00063298i,0.00046582-0.00049949i,-6.5759e-05-0.00057199i,-0.00037903-0.00056521i,-0.00068659-0.00010395i,-0.0010936+0.00026853i
-0.0023495-0.0014033i,-0.0018139+0.00012937i,-0.0011057+0.0019785i,-0.00035983+0.0018889i,0.00078979+0.0020955i,0.0010885+0.0015301i,0.00066432+0.00040078i,0.00036792-8.3257e-05i,0.00023514-0.00079522i,0.00039255-0.00056131i,0.00022584-7.8422e-07i,-1.0624e-05-0.00011375i,-0.00012975+0.00014222i,-0.00022334-0.00017446i,-0.00041092-0.0012937i,-0.0005456-0.0013186i,-0.00055354-0.00069855i,-0.00083902-0.00025167i,-0.0010374+0.00095109i,-0.0010273+0.001151i,-0.00067495+0.0010536i,-0.00020325+0.00060936i,0.00051871-0.00025362i
0.0012235-0.0003376i,0.0022828-0.0003519i,0.0022088+0.00053186i,0.0018523+0.001287i,0.0019787+0.00050099i,0.0016413+0.00050574i,0.0010548+0.0013353i,0.0006292+0.0012727i,0.00061067+0.00085861i,0.00065523+0.00018756i,-0.00030137+6.5598e-05i,-0.0013447-0.00019678i,-0.0012959+0.00016128i,-0.0012718+0.00087621i,-0.0018333+0.00041168i,-0.0017338+0.00016203i,-0.0012764+0.00013784i,-0.00089195-6.5343e-05i,-0.00066599+0.00014315i,-0.00042712+0.00039497i,-0.00028527+0.0004964i,-0.00010043-6.3546e-05i,0.00069569-0.0002935i
8.8968e-05-1.2206e-05i,-0.00018276+0.00060795i,-0.00011657+0.00067165i,0.0006529-0.00015666i,0.0014464-0.00051064i,0.00099549-8.1475e-05i,0.00079504+0.00034282i,0.0017889+0.00083097i,0.0014036+0.00069229i,0.0012031-1.0739e-05i,0.00063575-6.1264e-05i,-0.00052183+0.00031272i,-0.0011539+0.00084305i,-0.001193+0.0014832i,-0.00039182+0.0019276i,-0.00013793+0.0016791i,-0.00043055+0.00095292i,-0.00036004+0.00082249i,0.00041425+0.00076608i,0.0011881+0.00074337i,0.00081108+0.0010221i,3.0775e-05+0.00022591i,0.00016698+0.00015693i
0.00014466+0.0012396i,-0.001335+0.0011385i,-0.00059913+0.00051118i,0.00077088+0.0011356i,0.0013786+0.001435i,0.0015677+0.00099841i,0.0011997+0.00030659i,0.0011024+0.00026353i,0.001353+0.00046257i,0.0014135+0.00074143i,0.00091701+0.00036495i,0.00012593-6.4793e-05i,0.00019269+0.00083922i,0.00049662+0.0013407i,0.00075207+0.00079582i,0.0017499+0.00094074i,0.0021188+0.00081712i,0.0014987+0.00045024i,0.00037491-0.00012843i,-3.2658e-05-0.00024221i,0.00064227-0.00035585i,0.00099715-0.00076291i,0.000919-0.00088683i
-0.0016689+0.00056933i,-0.002621+0.0022885i,-0.0025206+0.0030147i,-0.00061398+0.0032821i,-0.00043522+0.0026355i,-0.00047485+0.0017022i,0.00071417+0.0018085i,0.00080175+0.0016358i,0.00044934+0.00091581i,0.00058721+2.0077e-05i,0.00035712-0.0007708i,0.00053378-0.0004659i,0.00073052+0.00044328i,0.0005676+0.00012126i,0.0013281-0.00037508i,0.0015134-0.00078836i,0.00051576-0.00094636i,0.00030878-0.00060536i,0.00063464-0.00033883i,0.00079544-5.059e-05i,0.00045734+0.00037753i,3.4405e-05+0.00069665i,-0.00029868+0.0003726i
0.00037478-0.0026473i,-0.0005254-0.003369i,-0.0015199-0.0030727i,-0.00092777-0.0017851i,0.00033251-0.00089045i,0.00040206-0.00023879i,0.00026825+0.00036459i,0.00072718+0.00032178i,0.00026208-0.00036251i,-0.0004288-0.00071566i,-4.6265e-05-0.00046121i,-5.1799e-05-0.00086622i,-0.00027286-0.00061059i,-2.1912e-05-9.9623e-05i,-0.00046376-0.00041503i,-0.00020291-0.0010415i,0.00055987-0.00052914i,0.00069698-0.00018963i,0.0003823-0.00046872i,0.00050603-8.5105e-06i,0.00058049+0.00073632i,0.00016599+0.00084689i,-0.00030269+0.00083097i
0.00044524+0.00055982i,-0.00054795+0.00037392i,0.00047999+0.00097397i,0.0016568+0.00075045i,0.0008956-0.0005103i,-3.3834e-05-0.00057435i,-0.00028893+0.00025151i,-0.00018832+0.00060298i,0.00049611+0.0002179i,0.00051742+6.2596e-05i,-0.00030395+0.00012899i,-0.0010372-4.4028e-05i,-0.0013875-0.00046218i,-0.0010137-0.00058194i,-0.00085534+0.00031556i,-0.00077637+0.00091861i,-0.00089133+0.00051716i,-0.00075572-0.00034417i,3.5471e-05-0.00087883i,7.6868e-05-0.0010167i,1.669e-05-0.00029531i,3.9463e-05+0.00035333i,-0.00012733+0.00039403i
-0.00024219-4.5621e-05i,-0.0012037-6.683e-05i,-0.00058922-0.00024214i,0.00019123+0.00017789i,0.00094096+0.00018511i,0.00069352+0.0002608i,0.00014766+0.0016875i,0.00086929+0.0021984i,0.0017125+0.0013277i,0.0015612+0.00058389i,0.0010268+0.00031734i,0.00033273+0.00010192i,0.00045221-0.00014647i,0.00014437+0.00063712i,-0.00085686+0.0020638i,-0.00080479+0.0017623i,-0.00051003+0.00094548i,-3.7303e-05+0.0011343i,-0.00026967+0.0013026i,-3.5685e-05+0.0010891i,0.0003667+0.00067939i,-9.2967e-05-2.8716e-05i,-0.00052939-0.000922i
0.00067182+0.00029165i,0.00038172+0.0009469i,0.00070937+0.0010875i,0.00080574+0.0023365i,0.00050496+0.002922i,0.00034491+0.0026637i,0.0002659+0.0023225i,0.00079872+0.00177i,0.00043472+0.0010126i,5.7095e-05+0.00049914i,-6.6113e-05+0.00017046i,-0.00032217+0.00017026i,-0.00053475+0.00067349i,-0.00033097+0.0013011i,0.00022221+0.0014027i,0.00084839+0.00058276i,0.00055645+0.0004815i,-0.00052906+0.00070201i,-0.0008814+0.00078724i,-0.00095838+0.00030476i,-0.0011762-0.00022244i,-0.00033243-0.00036055i,0.0008331+2.8044e-05i
-0.00095719+0.0011436i,-0.0014876+0.00084943i,-0.00085128+0.00083782i,0.0010097+0.0013405i,0.0018027+0.0014415i,0.0012422+0.00054602i,0.0015963-1.5935e-05i,0.0015503-0.0006797i,0.0010066-0.00083141i,0.00054612-0.00097856i,0.00015248-0.0015002i,-0.00023221-0.0010466i,-0.00033395+0.00034339i,0.00081911+0.00049283i,0.0021108+8.2882e-05i,0.0021891+0.00036276i,0.0014653+0.00035353i,0.0010879+0.00034345i,0.0005971+0.00088498i,0.00029492+0.0011072i,-0.0002924+0.0013776i,-0.00098743+0.0010955i,-0.00091981+0.00037984i
-0.0019256-0.00024786i,-0.0017353-0.0013585i,-0.00078884-0.00064787i,0.00042528+0.0004703i,0.0010682+0.00093251i,0.0017776+0.00085734i,0.0014556+0.0011761i,-6.5153e-05+0.0014903i,0.00029733+0.00027843i,0.0010087-0.00025158i,0.00014975-0.0003614i,-0.00073497-0.0010495i,-0.0007954-0.0011378i,-0.00080509-0.0013822i,-0.00048577-0.0020293i,-9.8105e-05-0.0014279i,0.00047232-0.00081675i,0.00071414-0.00066455i,0.00012892+0.00026105i,-1.776e-06+0.0014007i,0.00011835+0.0023501i,5.0727e-05+0.0018128i,-0.0004676+0.0010574i
0.0012444-0.0021571i,0.0020809-0.0029714i,0.001416-0.0018675i,0.00016229-0.00075865i,-0.00040451-0.00072633i,-0.00081062-0.00012413i,-0.00061695+0.0011239i,5.5709e-05+0.0016992i,0.00042149+0.0014092i,0.00046587+0.0002165i,0.00020179-0.0012381i,-0.00071343-0.00093336i,-0.0013818-0.00018265i,-0.0014592-4.7977e-05i,-0.0020536-0.00019999i,-0.0025578+1.1039e-05i,-0.0022352+0.00042586i,-0.0009718+0.00023264i,0.00057609-0.00041615i,0.0010165-0.00082236i,0.00094915-0.0004935i,0.0011776-0.00065732i,0.00062745-0.00086988i
-0.0015926-0.0019422i,-0.0027673-0.00099046i,-0.0028345-0.00026487i,-0.0016963+0.00026144i,-0.00088091+0.0010303i,-0.00065223+0.0017851i,-0.00061212+0.001495i,-0.00040215+0.00041376i,0.00061793-8.3341e-06i,0.0014271+3.4556e-06i,0.00049555-0.00051006i,4.8123e-05-0.00024107i,0.0003468+0.00064045i,0.00033837+0.0002696i,-1.1078e-05+0.00091633i,-1.9321e-05+0.0013629i,4.5871e-05+0.00075153i,6.441e-05+0.00015513i,0.00063873-1.7198e-05i,0.00030763-0.00049447i,-0.00083171-0.00091347i,-0.00098867-0.00041295i,0.00067292-2.3934e-06i
-7.7683e-05+0.0021103i,-0.00016075+0.0012041i,0.00086422+0.0010581i,0.0014006+0.0014584i,0.0014544+0.0011389i,0.0010862+0.00021983i,0.00015455+0.00025994i,0.00014755+0.00075955i,0.0006619+0.00013536i,0.0010467-0.0010112i,0.0015793-0.0013239i,0.00084272-0.00050714i,0.00049753+0.00043059i,0.00082894+0.000787i,0.0011236+0.0013445i,0.0015777+0.0018319i,0.00082256+0.0010896i,1.5955e-05+0.00057907i,8.4205e-05+0.00077759i,6.0751e-05+0.00047236i,-0.00035989-3.308e-05i,-0.00024323-0.00019811i,0.0002849+6.2795e-05i
-0.0007062+0.001795i,8.9899e-05+0.0026129i,0.001681+0.0022236i,0.0032176+0.001043i,0.0026457+0.00088356i,0.00093573+0.0012874i,0.00065491+0.001403i,0.00097786+0.0014832i,0.00062298+0.0010652i,9.862e-05-0.00068279i,0.00025813-0.0012154i,0.00073901-0.00036515i,0.00054542-0.00030823i,0.00087365-0.00043467i,0.0014244-0.00015851i,0.0013561+7.5217e-05i,0.00060919-4.6924e-05i,0.00051701-0.00039261i,0.00028542+8.8727e-05i,-0.00022206+0.00060123i,-0.0001414+0.0010063i,-0.00042622+0.00099547i,-0.00074314+0.0010876i
-0.0010023-0.0035986i,-0.00091898-0.0032553i,-0.0012257-0.0019214i,-0.0017041-0.00064762i,-0.00096008+0.00068555i,0.00015901+0.0014462i,0.00060914+0.0018239i,0.00053559+0.001559i,0.00062567+0.00068437i,0.00070974-0.00050893i,-6.8372e-05-0.0013427i,-0.00088053-0.00072826i,-0.0011772-0.00037711i,-0.0010081-0.00095916i,-0.0011057-0.0017472i,-0.00070721-0.00162i,7.5604e-05-0.00058217i,0.00059893-3.6055e-05i,0.00061095-0.00024367i,0.00037295+0.00021152i,0.00013188+0.00095662i,0.00029306+0.0009892i,-0.00012186+0.00028215i
0.00065089-8.288e-05i,0.0012421+0.00043332i,0.001211+0.00092304i,0.00095454+0.0014783i,0.00060218+0.0014507i,0.00045146+0.00060579i,0.00084916+0.00017441i,0.00065709+0.00060763i,0.00090883+0.00035934i,0.00052068-0.00029358i,-0.00032334-0.00096958i,-0.00061371-0.001362i,-0.00050627-0.00094178i,-0.00062747-0.00053758i,-0.0017528-0.0002849i,-0.0020198-0.00037282i,-0.0009669-0.00097845i,-0.00042034-0.00093674i,3.4452e-05+0.00010594i,4.529e-05+6.8446e-05i,-0.00017914-0.00044729i,0.00028304-0.00027472i,0.00070623-0.00022131i
-0.0029109-0.0011709i,-0.0025408-0.0010759i,-0.0023645+2.0879e-05i,-0.0012017+0.0010698i,-0.00015722+0.0014667i,0.00055946+0.0018686i,0.00045647+0.0018821i,-0.00010952+0.00099327i,0.00027401+0.00025784i,0.0014149+3.0041e-05i,0.0010408-0.00019309i,-0.00072913-0.00010662i,-0.0010565+0.0001101i,-0.00026789+0.0010103i,-0.0011924+0.0014375i,-0.0018625+0.0010878i,-0.0011511+0.0011158i,-0.0011538+0.00092127i,-0.0010982+0.00027867i,-0.00034878+0.00026613i,2.5338e-05+0.00016776i,-0.00030742-0.00050571i,-3.712e-05-0.00064815i
0.0005877+0.00060641i,0.0011162+0.001911i,0.00031462+0.0024717i,-0.00037605+0.0021195i,-0.00073888+0.0013839i,-0.00015711+0.00078512i,0.00033006+0.00054626i,0.0006619+0.00058868i,0.0013046+5.8484e-06i,0.0014688-0.00039116i,0.0012043-0.00014392i,0.0004234-0.00026151i,0.00016438-0.00020213i,0.00059728+0.00077937i,0.00062201+0.0010982i,0.00063516+0.0015102i,0.00075191+0.0010127i,0.00059561+0.00023916i,-0.00041342+0.00021353i,-0.00078008-0.00021964i,-0.00050974+0.00011058i,-0.00022037+0.00062572i,-0.00011883-0.00049015i
-0.00054641-0.0016358i,-0.00050603-0.0015309i,-0.00026088-0.0010106i,0.0012094-0.00079908i,0.0015879-0.00028151i,0.0012647+0.00014438i,0.0012226+0.00034306i,0.00054383+0.00043368i,-0.00013779-0.00077411i,-0.00021838-0.0015667i,-0.00015318-0.00090362i,-0.00042615-0.00024437i,-0.00046321-0.00012416i,0.00053901-0.00045097i,0.0023835-0.0009078i,0.0024338-0.00075495i,0.0017958-0.00084918i,0.0014872-0.0007637i,0.0007857-0.00022572i,0.00018923+0.00016631i,-0.00014332+0.00095959i,-0.00049271+0.00065239i,-0.00056974-0.00052188i
0.0021856-0.0019367i,0.0022279-0.0011252i,0.0026167-4.9474e-05i,0.0016995+0.00030886i,0.00065423+0.00042614i,3.4701e-05+0.00087589i,-0.00044059+0.0010342i,0.00038655+0.00085326i,0.0010752-1.3011e-05i,0.00072793-0.0010655i,-0.00040557-0.0012931i,-0.0013177-0.00094023i,-0.00075708-0.00053284i,-9.926e-05-0.0009408i,0.00012549-0.001853i,0.00020333-0.0025362i,8.0684e-05-0.0020035i,0.00045925-0.0008341i,0.0011033-0.00071793i,0.0012731-0.00053758i,0.00042923-6.4054e-05i,-0.00029292+0.00011042i,-0.00056621+0.00056065i
-0.0022359+0.0004293i,-0.0026528+0.0013151i,-0.0015864+0.0026834i,0.00054233+0.002944i,0.00074883+0.0023812i,0.00013606+0.0019737i,1.4771e-05+0.0014889i,0.00055466+0.0010907i,0.001496+0.00095309i,0.00073016+0.0010799i,-0.0003501+0.0005676i,-0.00031906+0.00040683i,-0.00068458+0.00061226i,-0.00099233+0.0015092i,-0.00079159+0.0016083i,-0.00089998-0.00030449i,-0.0011129-0.0014447i,-0.0003729-0.00036172i,-0.00040599-3.307e-05i,-0.00087202-0.00051639i,-0.00049221-0.0010854i,0.00037804-0.00024764i,-1.0075e-05+0.0015226i
0.00016687-0.00054724i,0.0014556-0.0015203i,0.00068057-0.0013576i,0.00057548+0.00012827i,0.00053997+0.00029318i,0.00018633+0.00046665i,0.0011402+0.0013165i,0.0012135+0.001243i,0.0010219+0.00087226i,0.0013408+2.0735e-05i,0.0015452-0.00064026i,0.00045205-0.00050579i,-0.00035835+0.00024897i,-0.00046335+0.00081338i,-0.0012454+0.001455i,-0.0021664+0.0015406i,-0.00217+0.0011833i,-0.0016909+0.00083253i,-0.0011212+0.0003257i,0.00010674+0.00028039i,0.0001529-0.00011579i,-0.00089641-3.2764e-05i,-0.0008777-1.2826e-05i
-0.00016733-0.0018486i,-0.00072784-0.0019096i,-0.00063263-0.0010384i,-6.4991e-05-0.00037431i,0.00029496-0.00011789i,-0.00016797+0.00031467i,0.00022667+0.00096609i,0.0017846+0.0013439i,0.0016765+0.0010043i,0.00066505+0.00020645i,0.00040236-0.00052385i,-0.00041566+0.0002274i,-0.00079506+0.0010771i,7.4903e-05+0.00099651i,0.00086397+0.0018063i,0.00015817+0.0028793i,-5.0045e-05+0.0020964i,0.00041585+0.00049675i,0.00073289+0.00023377i,0.00038072-0.00013065i,-0.0002171+0.00053154i,-0.00061362+0.0011377i,-0.00033634+0.00050986i
-0.00090448-0.0028233i,-0.00057153-0.0029261i,-0.001199-0.0021823i,-0.0018433-0.00057367i,-0.0012767+0.00073449i,0.00036854+0.0013049i,0.00037437+0.0014205i,-0.00042671+0.0010519i,0.00043726-0.00039006i,0.001025-0.00062816i,0.00030707-0.00035418i,-0.00036179-0.00098852i,-0.0004166-0.0012311i,-0.00041372-0.00087134i,0.00015202-0.00043636i,0.0012792+4.9713e-05i,0.0012671+0.00044938i,0.00069346+0.00069505i,9.7506e-05+0.00041551i,0.00019428-0.00024755i,0.0004213-0.00033644i,0.00016191+0.00052442i,-0.0005711+0.00081211i
0.00024791-0.001468i,-0.00071671-0.0012353i,-0.0011068+0.00097001i,-0.0010497+0.0017133i,-0.00070591+0.00097154i,0.0002716+0.0010897i,0.00093521+0.001009i,0.00075064+0.0010233i,0.00018439+0.00088882i,0.00012012+0.00040346i,-2.3338e-05-0.0002473i,-0.00064578-0.00097426i,-0.00094568-0.00040684i,-0.0011437+2.866e-06i,-0.0005621-0.0016413i,-1.1243e-05-0.0019333i,3.464e-05-0.0010238i,0.00040702-0.00051917i,0.00033651-0.00011138i,0.00063953-0.00041801i,0.00091114-0.00049903i,0.0004693-1.6739e-05i,3.4681e-05+1.7328e-05i
-0.0015699+9.178e-05i,-0.0016612-7.6968e-05i,-0.0010797-0.00031349i,-0.00013106+0.00031978i,-5.7756e-05+0.00080067i,0.00060539+0.001844i,0.00076343+0.0024554i,0.00018512+0.0017118i,0.00025921+0.00043981i,0.00038254-0.00010795i,0.00059699-0.00040481i,0.00015739-0.00034721i,-0.00067443+0.00059039i,-0.001548+0.00096447i,-0.0020951+0.00023223i,-0.0017235-0.00031667i,-0.0013547-0.00013081i,-0.0012381-4.5544e-05i,-0.00095793-0.00021967i,-0.00017287-0.00042089i,-9.088e-06-0.00011i,-0.00027385-0.00030531i,-0.00023343-0.00023633i
-0.00030087+6.6108e-05i,-0.00095727-0.00071119i,-0.00075678-0.00050719i,0.0011576-0.00030164i,0.002392+0.00035593i,0.0017575+0.0012034i,0.00061464+0.0013512i,0.00030915+0.00067643i,0.00048645+2.0181e-05i,0.0007704-0.00045078i,0.00065865-0.00069473i,-0.00028715-0.00025924i,-0.00082211+0.00023358i,-0.00030793+0.0013577i,-7.5682e-05+0.0026648i,-0.0007802+0.002416i,-0.00078114+0.0011399i,-0.00096419+0.00031425i,-0.00047478+0.0005984i,0.00027833+0.00053814i,-1.3697e-05+0.00031491i,-8.4935e-05+0.00047814i,-7.1009e-05+0.00049665i
0.00014144+0.0022388i,0.00095182+0.0027012i,0.00089814+0.0029202i,0.0010519+0.0026428i,0.0016953+0.0010195i,0.0016254+0.00037746i,0.0011186+0.0014227i,0.0013004+0.002047i,0.0014592+0.0011471i,0.0013651+7.5643e-06i,0.00088376-0.00025123i,0.00028238+0.00023691i,0.00051562+0.00055261i,0.0014126+0.00092435i,0.0015001+0.0015838i,0.0011057+0.0019842i,0.00081978+0.0014812i,0.00098362+0.0011019i,0.00086982+0.00037407i,0.00042541-6.4446e-05i,0.00052642+0.00070098i,0.0010445+0.00081719i,0.00088489+0.00081015i
0.00083369-0.0018846i,0.00048078-0.0025259i,-0.00048777-0.0022219i,-0.0005693-0.0017142i,-0.00027312-0.00063377i,-0.00030176+0.00061694i,-0.00026218+0.0014433i,0.00030991+0.0012951i,0.00077737+0.0001084i,0.0012788-0.00061457i,0.0014924-0.00026279i,0.0012278-8.8396e-05i,0.0011452-0.00036413i,0.00087011-0.00075517i,0.0011439-0.0011749i,0.001634-0.00068282i,0.0016252-0.00048769i,0.0013523-0.00047444i,0.00013993-0.00011681i,-0.0003876-0.00040929i,0.00019576-0.00074315i,-4.9694e-05-0.00019189i,-0.00043456+0.00025875i
0.0012114-6.3912e-05i,0.0014114+0.00017669i,0.00077905-3.0895e-05i,0.00047059+0.00066071i,0.0013299+0.0016027i,0.0017799+0.0015524i,0.0014999+0.0012819i,0.0013265+0.0011434i,0.0019038+0.00035264i,0.0020159+4.74e-05i,0.00076979-0.00018839i,-3.6037e-05-0.00060678i,-0.00040881-0.00060315i,-0.00080104-0.00052461i,-0.00049022-0.0013606i,-0.00072127-0.002003i,-0.00091272-0.0011364i,-0.00054867-5.273e-05i,-0.00030804-3.8842e-05i,0.00021721-0.00048142i,0.0001313-0.00044559i,-0.00041614-0.00032613i,-0.00065956-0.00045779i
-0.00065659-0.0024792i,0.00036275-0.0016477i,0.00021951+0.00018598i,0.00016639+0.00081269i,0.00084012+0.00035343i,0.00065506+0.00036693i,1.3786e-05+0.0012124i,0.00043068+0.0011719i,0.0011547+0.00051468i,0.00086086+0.00010107i,0.00024327+0.00040026i,-0.00085065+0.00045261i,-0.0014385+0.00047074i,-0.0017945+0.00035095i,-0.0021545-0.00039625i,-0.0015856-0.00073779i,-0.00050478-0.00098916i,-0.00050146-0.0008659i,-0.00094583-0.00033848i,-0.00021166+0.00057015i,-0.00044976+0.0004078i,-0.0005034-0.00044583i,-3.6812e-05+3.8481e-05i
-8.012e-05-0.00089i,-0.00040198-0.00012484i,-0.00034723-0.0010095i,0.000377-0.001839i,0.00052856-0.0013959i,0.00028593-0.00024522i,0.00043262+0.00082424i,0.00062565+0.00050209i,0.00084986-0.00017277i,0.00074252-0.00057833i,0.000318-0.001102i,7.9106e-06-0.00094105i,0.00012113+0.00021819i,0.0004642+0.00073451i,-0.00012396+0.00083102i,-0.00082525+0.00086991i,-0.00074182+0.0010545i,7.3523e-07+0.001018i,0.00073683+0.00067893i,0.00089226+0.00026906i,0.00057092+1.8036e-05i,0.00055113+0.00030606i,0.0010629+0.00059251i
-0.00069134+0.00059914i,-0.00033609+0.0012068i,-0.00088591+0.0010114i,-0.0009853+0.00092903i,2.6581e-05+0.0014345i,0.00064158+0.00091623i,0.00062899+0.00039672i,0.00032585-0.00017395i,0.00042335-0.00048954i,0.00070254-0.00033839i,0.00062791+1.1392e-05i,0.0011078-0.00024887i,0.0015688-0.00083511i,0.0018109-0.00052635i,0.001816+0.00016507i,0.0008552+0.00075474i,0.00069761+0.0009213i,0.00047789+0.00094109i,0.0006815+0.00030141i,0.0014045-0.00026811i,0.00088359-0.00064544i,-2.1098e-05-0.00085664i,-0.00021341-0.00054608i
0.00027088-0.00076054i,0.00073247-0.00067458i,0.0010267-2.1962e-05i,0.0015332+0.0010135i,0.00036393+0.00098142i,-0.00029654+0.00029641i,0.00048788+0.00091217i,0.0014975+0.0013387i,0.0018328-7.7479e-05i,0.0012745-0.00078078i,0.00026587-0.00025717i,0.00016279-0.00077124i,0.00077478-0.0019923i,0.0010953-0.0019149i,0.00075611-0.0010798i,0.0011382-0.00055026i,0.0015403+0.00033117i,0.0011841+0.00051874i,0.00080672-8.8031e-05i,0.00023417-0.00062928i,-0.00069045-0.00085919i,-0.00088801-0.00079877i,-0.00066818-0.00086113i
0.00032378+0.0024127i,0.00080687+0.0025524i,-4.2673e-05+0.0031991i,0.00098551+0.0023659i,0.0021705+0.0012662i,0.0013175+0.0010553i,0.00040391+0.0012388i,0.00099247+0.001072i,0.0020699+0.00044273i,0.0022974-0.00017142i,0.0020359-7.0467e-05i,0.0012169-0.00065736i,-4.4487e-05-0.0014187i,-0.00080156-0.0014362i,-0.0008328-0.0012715i,-0.00046717-0.00027023i,1.8449e-05-0.00015664i,0.00028714-0.00072014i,-0.00018334-0.00035231i,-0.00056636-0.0005668i,-0.00025432-0.00012875i,-0.00023554+0.0008817i,-0.00054315+0.00064529i
0.0003735-0.0017897i,0.0014646-0.0017149i,0.00082924-0.0014845i,-0.00027453-0.00013527i,0.00052817+0.00097953i,0.001019+0.00081917i,0.0014728+0.0011148i,0.0016781+0.0012519i,0.0018348+0.0010913i,0.0008966+0.00085394i,-0.00074044-0.00021663i,-0.0010939-0.00085866i,-0.00092205-0.00011177i,-0.00093684+0.00065928i,-0.001496+0.00019511i,-0.0014134-3.0295e-05i,-0.0010226-0.00020309i,-0.00097912-0.00045527i,-0.00060693+0.00081108i,-0.00026197+0.0014608i,0.00021571+0.0011903i,0.00031558+0.00061768i,0.00063083-0.00011541i
