-0.0029945+0.0023888i,-0.0024902+0.0025946i,-0.00243+0.0018882i,-0.0020376+0.0015145i,-0.0010465+0.0012139i,-0.0002975+0.00056545i,-0.00072867+0.0011202i,-0.00023745+0.001491i,0.00089045+0.0010265i,0.0019204+0.00073519i,0.0017942+0.00081807i,0.00049792+0.00079585i,0.00011047+0.00082023i,-0.00027129+0.00045389i,-0.00034287+0.00050469i,0.00020577+0.0008251i,0.0007069+0.00045036i,0.00076266-0.00048639i,3.0185e-05-0.00079884i,-0.00023398-5.5796e-05i,-0.00025228-0.00016781i,-0.00040207-0.0002062i,-0.00014266-9.6008e-05i
0.00087265+0.00087581i,0.0013278+0.0013252i,0.0012295+0.00046426i,0.00070589-0.0010443i,0.00052428-0.0019524i,0.0001913-0.001947i,-0.00089499-0.0005608i,-0.00068086-4.6179e-06i,-0.0003871-0.0003216i,-0.0007048-0.00025126i,-0.00060485-0.00044109i,0.00016458-0.00057519i,0.00078523-0.0004327i,-0.00084343-0.00012558i,-0.0014488-0.00025951i,-0.00043233-0.00029337i,-9.3655e-05-0.00049076i,0.00025751-0.00057381i,-0.00010781-4.7313e-06i,-0.00069324-5.8714e-05i,-0.00070447-0.00049951i,-0.00017088-0.00046432i,0.00015082-7.7762e-05i
0.00071992-0.0017537i,0.00050033-0.0026458i,-0.0019343-0.0028957i,-0.0022796-0.002145i,-0.00082598-0.00076319i,0.00027636-0.00015715i,0.00078592-0.0002984i,0.001096+7.848e-05i,0.0005303+0.00033729i,-0.00063028+0.00080145i,-0.00040207+0.00042275i,0.00043722-0.00035076i,0.000729-0.00032638i,-3.3548e-05+0.00054423i,-0.00064395-0.00025526i,-2.8858e-05-0.00097254i,0.00056919-0.0011324i,0.00029377-0.0011807i,0.00024459-0.00023206i,0.00077504+0.00034226i,0.00080358-1.556e-05i,0.00029472-0.00047455i,0.00029948-0.00059672i
-0.00013863+0.0038337i,0.00030778+0.003838i,0.00092922+0.0020013i,0.00078869-6.9424e-05i,0.0012579-0.0016084i,0.0015519-0.0011349i,0.00072849+0.0001796i,0.00025281-7.7165e-05i,0.00062969-0.001044i,0.0008869-0.0013325i,0.00028739-0.00054938i,0.00058061+0.00017329i,0.00098133-0.00014532i,-5.0746e-05-0.00040204i,-0.00078354+9.8562e-05i,-0.00052932+0.00028333i,0.00018415+0.0003178i,0.00084255+0.00099517i,0.0004817+0.0010977i,-0.00083014+0.00016378i,-0.00052739-0.00048226i,-0.00030289+6.6793e-05i,-0.0011832+0.0003977i
0.00039771-0.0020052i,-0.00059497-0.0017094i,-0.00013619-0.0013175i,-0.00024851-0.00028753i,-0.0005023+8.0239e-05i,7.3569e-05-0.00024001i,0.00010865-6.2317e-07i,-2.5885e-05+0.00044594i,0.00017919+0.00056865i,5.832e-05+0.00010311i,-0.00026961-0.00022338i,-0.00011711-0.00045923i,-6.685e-06-0.00011766i,-0.00036327+0.00028504i,-0.00050453+0.00058332i,-0.00066828+0.0010896i,-0.00034423+0.00085901i,9.1807e-05+0.00052167i,-0.00071044+0.0011047i,-0.00099921+0.00127i,8.1802e-05+0.00035048i,0.00095655-3.733e-05i,0.00070172+3.3819e-05i
0.0020019-0.00076544i,0.001897-0.00043958i,0.0013239-0.00087364i,2.3783e-05-0.0017681i,-2.2557e-05-0.00094583i,0.001136+2.2475e-05i,0.00085258+0.00036861i,-0.00043212+0.00017351i,-0.00094044-0.0010294i,-0.00045597-0.0015674i,0.00042321-0.00025808i,0.00033131+0.00036402i,0.00048813+0.00032064i,0.00051393+0.0003045i,-0.00022296+0.00038348i,-0.00078855+0.00074716i,-0.00084764+0.00029392i,-0.00022563-0.0012305i,0.00025543-0.00097818i,9.3278e-05-0.00062277i,-0.00068859-0.0010763i,-0.00059685-0.0011435i,-0.00036211-0.00098731i
-0.0013001-8.7832e-05i,-0.0011949-4.5437e-05i,-0.0011756+0.00012386i,-0.00027057-0.00028924i,0.00078159-9.3219e-05i,8.0068e-05+0.0012924i,-0.00092299+0.001737i,-0.0002664+0.00081086i,0.00050882-0.00021235i,-0.00038359-0.00046702i,-0.00093868-0.00080303i,0.00015015-0.0010934i,0.0006855-0.00090527i,-0.00018351-0.00046173i,-0.0011022+0.00010582i,-0.0010567+0.00015844i,-0.00099273+0.00037955i,-0.00060098+0.00055593i,3.7659e-06-0.00039336i,0.00023447-0.0010824i,1.4125e-05-0.00061895i,-6.3636e-05+0.00019487i,-0.00016939+0.00064153i
0.0018959+0.0011305i,0.0015163+0.000265i,0.0010882-0.00089289i,0.00020184-0.00196i,-0.00015809-0.0019336i,7.8277e-05-0.0012411i,2.6444e-05-0.00027527i,-0.00033968+0.00041779i,0.00016267+0.00025267i,0.00041867-0.00023201i,-0.00039973-0.0005702i,-0.0010103-0.00044215i,-0.00058118+0.00017147i,0.00020009+0.00011214i,0.00035893-0.000347i,0.00025703-0.00019139i,0.00017993-0.00024549i,6.827e-05-0.00081505i,0.00011576-0.0012935i,-5.9898e-05-0.00087589i,-0.00062419-0.00061916i,-0.0010684-0.0011194i,-0.00069356-0.0003226i
-0.0002549-0.00093637i,5.4836e-05-0.00082998i,0.0013302-0.00053236i,0.0017267-0.00043912i,0.00089384-0.00030895i,0.00041639-0.00048529i,1.3964e-05-0.00053073i,-9.4051e-05-0.00020022i,-0.0005957-0.00015314i,-0.00053854+0.00011995i,0.00039956+0.00058696i,0.00073403+0.0010389i,0.00039898+0.0013788i,9.0534e-05+0.00069106i,7.8163e-05-0.00033307i,0.0005195-0.00017045i,0.00075612+1.7671e-05i,0.0004487-0.00021906i,0.00028105+0.00010664i,1.2742e-05+0.00074432i,-6.7337e-05+0.00016693i,0.00030924-0.00072144i,0.00080072-0.00072382i
0.0022412+0.0014302i,0.0025407+0.00065582i,0.0022022-0.00093394i,0.0014425-0.0024301i,0.00063534-0.0024293i,0.0003936-0.0013385i,-0.00042037-0.00076496i,-0.00034167-0.00049925i,0.0012097-0.00013668i,0.001248-1.4379e-05i,-5.7107e-05-0.00038744i,-0.00059882-0.00056648i,-0.00080102+0.00012185i,-0.0011227-0.00018947i,-0.00090398-0.00046197i,-0.0004961+0.00022872i,0.00019956+0.00044066i,0.00014551+0.00049437i,-0.00012292+0.00057688i,0.00013034-0.00025732i,0.00058831-0.00095488i,0.00092472-0.00046764i,0.00098862+0.0002848i
-0.00080371+0.00072803i,-0.00050922+0.0014628i,0.00057228+0.0019382i,0.0010235+0.0012954i,0.001237+0.00085274i,0.00093436+0.00083515i,0.0003758+0.0004609i,0.00013156+0.00017097i,-0.00034177+0.00017024i,-0.00038421-5.0553e-06i,0.00048036-0.00017365i,0.00089639+0.00012696i,8.378e-07+0.00040871i,-0.0005684+0.00011688i,-0.001108-0.00020454i,-0.00095374+0.00012187i,0.00024594-0.00038202i,0.0010828-0.001275i,0.00090474-0.00088331i,-5.7267e-05-0.00040421i,-0.0010076-6.1249e-05i,-0.00060535-0.00012973i,3.0858e-05-0.00056822i
0.0014002-0.0023686i,0.001112-0.0029919i,-0.00040089-0.0026931i,-0.0011813-0.0015396i,-0.00087963-0.00022599i,0.00015808+0.00022233i,0.00061277-2.7675e-05i,0.00069557+8.1525e-05i,-0.00034589+8.9191e-06i,-0.0012158-0.00012254i,-0.00048141+0.00013667i,-1.5626e-05+0.0001105i,2.0587e-05-0.0001427i,0.0005063-0.000124i,0.0010627+1.1979e-05i,0.00091949+1.7406e-05i,-0.00011824+5.381e-05i,-0.00069105-0.00030245i,-0.00029906-0.00063006i,-0.00052245-0.00090115i,-0.00073711-0.00051871i,-0.00013568+0.00044141i,-2.2909e-05+0.00059587i
-0.001699+0.0026501i,-0.0019817+0.0023938i,-0.0016542+0.0023855i,0.00033607+0.001309i,0.0012191-0.00058024i,0.00056534-0.00043661i,-0.0007696+4.5527e-05i,-0.0014834-0.00033918i,-0.00042499+9.1488e-05i,0.0005661+0.00038216i,0.0012287-0.00031718i,0.0018347-0.00095842i,0.0016133-0.0012933i,0.00033237-0.0015589i,-0.00033864-0.0019822i,-9.0336e-06-0.0014728i,-5.9287e-05+2.6832e-05i,-0.00016333+0.00070225i,-0.00016219+0.00085168i,-0.00024548+0.001115i,-0.00024799+0.000939i,2.3872e-06+0.00037063i,0.00018814+0.0003921i
0.00092787-0.0017446i,0.00095587-0.0017245i,0.0010585-0.0021328i,0.00017921-0.0018786i,-0.00011486-0.00067165i,0.00065427+0.00036521i,0.00082809+0.00073003i,0.00086066+0.00057226i,0.0003858+0.00066718i,-0.00064182+0.00050859i,-0.00074552+0.00060685i,-0.00034837+0.0010582i,-0.00048508+0.0010434i,-0.00053707-0.00020075i,-0.00010911-0.00063595i,0.00038174-0.0004064i,0.00068416-0.00035899i,0.00066981-0.00077567i,0.00050563-0.00072267i,-0.00015506-2.7697e-05i,-2.7351e-05-0.0003993i,0.0003079-0.00053199i,-0.00039928+0.00021368i
0.00037945+0.00039876i,0.00090376-0.00074027i,0.0012595-0.0016922i,-7.4801e-05-0.001647i,-0.00055473-0.0011329i,-0.00011435-0.00080434i,-0.0002961-0.00020051i,-0.00081415+0.00061892i,-0.00062608+0.00083444i,-0.00075538+0.00074507i,-0.0006867+6.8225e-05i,0.00020662-0.00040484i,-4.0753e-05-0.00024359i,-0.00021294-0.00013539i,-0.00036517-6.4758e-05i,-0.00073464-0.00028674i,-0.00032355-0.00034262i,-0.00049636-0.00031573i,-0.00073904-0.00063332i,-0.00051709-0.0010659i,-0.00037945-0.00098439i,-0.0007534+2.3484e-05i,-0.0010079+0.00011477i
0.00024931+7.7387e-05i,0.00030923+0.00083869i,-0.00020881+0.00020289i,0.00058891-0.00082251i,0.0011659-0.0014004i,0.00043649-0.00087914i,-0.00024265-0.00014931i,2.373e-05-2.6796e-05i,0.00036636-0.00068038i,-0.00027726-0.00055586i,-0.001216+0.00017208i,-0.00091869-0.0001347i,-0.0003443-0.00091312i,-0.0002394-0.00084825i,-0.00021025+9.2061e-05i,-0.00057007+0.00033276i,-0.00072459-0.00041346i,-0.00061083-0.0013302i,-0.00084728-0.001388i,-8.1192e-05-0.00078198i,1.5268e-05-0.000255i,-0.00033068-8.8071e-05i,-0.00016968-0.00018603i
-0.0030882+0.0022489i,-0.0025912+0.0016108i,-0.0013306+0.0011275i,-0.00016889+0.00064026i,0.0013421+0.00083113i,0.001124+0.00047233i,0.00021939+0.00031144i,1.4459e-05+0.0011213i,0.00041641+0.0009087i,0.0016181+3.1456e-05i,0.0020988-0.00069456i,0.001174-0.00086823i,0.00049563-0.00082594i,8.034e-05-0.00062313i,-0.00023168-0.00027674i,-0.00020127-3.4797e-05i,-0.00075634+0.00014563i,-0.0010043+0.00019147i,-0.0001921-0.00041636i,0.00059853-0.00037754i,0.0012159-0.00013981i,0.0012406+0.00020779i,0.00015252+0.00094494i
0.0025739-0.0023816i,0.0022481-0.0035208i,0.0019606-0.0040617i,-7.6942e-05-0.003405i,-0.0016498-0.0022554i,-0.0012623-0.00096508i,-0.00023938+0.00057281i,0.00050325+0.0012459i,0.0007188+0.0002165i,0.00065788-0.00013286i,3.751e-05+0.00047635i,-1.3061e-05+2.7502e-05i,0.00078512-0.00050986i,0.0012311-0.00015558i,0.00028823-0.0003327i,-6.147e-05-0.00060472i,0.00028038-0.00094463i,0.00041175-0.00071946i,0.00055831+3.7236e-05i,0.00047895+0.00025838i,-0.0001759-6.292e-05i,-0.00025093-3.7627e-05i,-1.7576e-05+0.00027269i
0.00017315+0.0010603i,-0.00053033+2.1313e-05i,-0.0011023-0.00042353i,-0.00082613-0.0011047i,-0.00027777-0.001639i,6.2493e-07-0.00091938i,0.00046243+0.00010066i,0.00098309+0.00031236i,0.00084748-0.00023858i,0.00094123+5.5544e-05i,0.00064208+0.00085303i,-0.00025849+0.0013845i,-0.00070943+0.0014151i,-0.00064017+0.0013627i,-0.00027833+0.0011375i,-3.5343e-05+0.00028446i,0.00018172-0.00024316i,0.00055191+5.8859e-05i,0.00027546+0.00030894i,2.8811e-05+0.0002946i,-0.00063863+0.00029145i,-0.00057837+6.9977e-05i,0.00017026+0.00064902i
0.00023851+0.0017385i,0.00091772+0.0010885i,0.00098641+4.5705e-05i,-0.00025158-0.00071761i,-0.0012804-0.00078044i,-0.00086282-5.2354e-05i,0.00013652-0.00048291i,0.00035491-0.00054582i,0.00020075-0.00044016i,0.00032656-0.00016101i,-0.00018928+0.00058539i,-0.00058518+0.00069337i,-0.00079941+0.00057772i,-0.00082103+0.00060553i,-0.0010122-0.00040193i,-0.00083531-0.00076588i,-0.00067157+2.9538e-05i,-0.00041054+1.6403e-05i,-0.00018204-0.00017819i,5.3605e-05+8.0433e-05i,0.0004633-0.00012779i,0.00035969-0.00028911i,0.00028261+0.00017562i
-0.00074343-0.0017051i,-0.0010042-0.0016973i,-0.00095573-0.0024578i,-0.0010351-0.0014892i,-0.00078436+1.9297e-05i,-0.00065887+0.0011425i,-0.00071781+0.0012441i,-0.00019376+0.00028819i,0.0003776-0.0002777i,3.6266e-05-0.0004731i,-0.00064192-0.00015979i,-0.00051705-0.00022639i,-0.00020572-0.00071185i,-0.0006296-0.00061779i,-0.00060257+1.2262e-05i,-0.00048744+0.00014379i,-0.00045424-0.00060024i,-0.00078308-0.0012144i,-0.0006342+5.5955e-05i,-0.00075316+0.00059271i,-0.00044882+0.00011763i,0.00025226+0.00018341i,-0.00022469-0.00011627i
-0.0010755+0.0026604i,-0.00047766+0.0025529i,-0.0008583+0.0019252i,0.00017292-0.00024644i,0.0017963-0.001476i,0.0017006-0.0011465i,0.00078759-0.00057285i,-0.00017904+0.00018052i,-2.6786e-05+0.00056402i,0.00048592-0.00027592i,0.00096669-0.00097703i,0.0013595-0.0013607i,0.00094681-0.0018949i,0.0008877-0.0014722i,0.00087936-0.0011269i,0.00043722-0.00068379i,0.00017687+0.00060108i,-0.00011226+0.00085972i,-0.00048393-0.00022688i,-0.00038608-0.00037067i,0.00029742-0.00037206i,-4.4732e-05+0.00010683i,-0.00026325+0.00027085i
-0.0031663+0.00061524i,-0.0013729+0.0013058i,0.0011098+0.0027464i,0.0010353+0.0021933i,0.00040155+0.0010094i,0.0006435+0.00094395i,-2.4726e-05+0.00085099i,-0.00041163+0.00052527i,0.0002886+0.00066447i,0.00064722+1.2184e-05i,0.0013609-0.00056871i,0.00090241-6.859e-05i,-0.00074907-0.00013229i,-0.00058238-0.0007855i,-9.4249e-05-0.00068209i,-0.0003956-0.00020281i,-0.00037316+3.6673e-05i,0.00048498+0.0010858i,0.00072166+0.0010519i,-2.7994e-05+0.00041011i,-0.00042565+0.00021943i,9.6001e-05-0.00033215i,0.00040965-0.00076959i
0.0012905+0.00077747i,3.3779e-05+0.00049709i,-0.00030053-0.00061604i,0.00067017-0.0012253i,0.0011036-0.00111i,0.00031857-0.00062026i,9.6408e-05-0.00047645i,0.0005318+0.00027574i,0.0004133+0.00054328i,0.00051025-0.00010899i,0.00046407-1.8686e-05i,-0.00032888-1.4038e-05i,-0.00055901-6.9863e-05i,9.4554e-05-6.4395e-05i,0.00026993+0.00013124i,-9.9988e-05+0.00026001i,-0.00039097+0.00011807i,2.4015e-05+3.3694e-05i,0.00061019+0.00050907i,0.0004442+0.00031819i,0.00043043-0.00023825i,0.0006316+0.00026629i,0.00065344+0.00030206i
0.0016853+0.00020898i,0.0019103+0.0012197i,0.0017719+0.00078205i,0.001728+0.00046359i,0.0012263+0.0011277i,0.00053076+0.0013704i,-0.00030946+0.00074286i,-0.00027787-0.00011255i,3.9824e-05-0.00019166i,-0.00079984+0.00042359i,-0.0016397+0.00069537i,-0.00088056-0.00048614i,-0.00042128-0.0013687i,-0.0010514-0.00087472i,-0.00057893+0.0002466i,0.00020273+0.00050784i,0.00013002+7.4782e-06i,-0.00036329-0.00046207i,-0.00078045-0.00028987i,-0.0010358+0.00026759i,-0.00049249-6.222e-05i,-0.00038032-0.00026245i,-0.0003676-0.00013039i
0.0011452+0.0005642i,0.0016533-0.00029954i,0.00058218-0.0015187i,-8.8496e-05-0.0016491i,-0.00029323-0.00031i,-9.1574e-05+0.0004667i,-0.0007647-6.344e-05i,-0.00079575-0.00028136i,0.00053945-0.00049573i,0.0011192-0.00062152i,0.00052876-0.00073992i,-5.3577e-05-0.0005595i,-0.00016407-0.00076202i,-0.00034849-0.001279i,-0.00019296-0.00074189i,0.00014608-4.123e-05i,-0.00033135+0.00039362i,-0.00078133+0.00060086i,-0.00013765+0.00046843i,-0.00015956-0.00028008i,-0.00038994-0.00047461i,9.8223e-05-0.00060976i,0.00067558-0.0010065i
0.0015109-0.00012781i,0.0016576-0.00096587i,0.0017849-0.0015424i,0.00082538-0.0016965i,-0.00032056-0.002038i,-0.00068059-0.0012065i,-8.3161e-05-0.00019207i,0.00058785+0.00062241i,0.00060101+0.00060998i,0.00051628-0.0002204i,9.8645e-05+0.00025396i,-0.00054113+0.00050842i,-0.00071238+0.00025938i,-0.001111-0.00032844i,-0.0011357-0.0002847i,-0.0010062+0.00053473i,-0.00096156+0.00051511i,-0.0008109+0.00022326i,-0.00049591-8.4962e-05i,0.00029698-0.0005077i,0.00089206-0.00066202i,0.00066299-0.00021211i,0.00017374-0.0007953i
0.0013447+0.0019768i,0.00059761+0.0010655i,0.00028603+0.00034038i,0.0014903-0.00020843i,0.0017405-0.00099859i,5.2293e-05-0.001816i,-0.00064744-0.0014261i,-0.00032152-0.00046199i,-2.058e-05-0.00010965i,7.4656e-05+0.00074263i,0.00057483+0.0012964i,0.001074+0.00076429i,0.00067071+0.00011341i,0.00024752+5.6615e-05i,-0.00066876-4.3609e-05i,-0.00075166-0.00036171i,0.00022179-0.00037002i,2.993e-05-0.00055064i,1.3835e-05-0.00055286i,0.00026851+5.0292e-05i,0.00013326+0.00040879i,0.00091317+1.7709e-05i,0.0012589-0.00046482i
0.00030841+0.00068253i,0.00042612+0.00063166i,-0.00055462+0.00091881i,-0.00043812+4.7874e-05i,0.00044241-3.1394e-05i,0.00062223+0.00058685i,0.00068131+0.00072222i,0.0003793+0.00031825i,0.00067725-0.00038178i,0.00052688+0.00017682i,-0.00051124+0.00098943i,-0.00030518+0.0008276i,0.00043915+1.4897e-05i,0.00046126-0.00056621i,0.00070437-0.0010009i,0.0003356-0.0004284i,-0.00024855+0.00074685i,-0.00026173+0.00038061i,-0.0012719-0.00063659i,-0.0011947-0.00042869i,6.8249e-05-6.4052e-05i,0.00053667+0.00026618i,0.0010485+0.00037119i
-0.00020559-0.0031582i,0.00038073-0.0027157i,-0.00018901-0.0026973i,-0.00071163-0.0022431i,-0.00022803-0.00031855i,0.00010975+0.0001657i,0.00025956-2.415e-05i,0.00054421-0.00018427i,-2.8346e-05-0.00021162i,-0.0010498+0.00040411i,-0.00069421+0.0005328i,0.00026482+8.1337e-05i,0.00070151+9.7311e-05i,-3.2825e-05+0.0010224i,-0.0013682+0.001141i,-0.001682-6.7372e-05i,-0.0010997+0.00011087i,-0.00023561+0.00057373i,0.00058393+0.00025575i,0.00035736-0.00022319i,-0.00012916-0.00055133i,0.0002874-0.0010648i,0.0003765-0.0011078i
0.00039253+0.00087829i,0.0016528+0.0013513i,0.0013275+0.0014965i,0.0013312-4.5861e-05i,0.0013074+1.8809e-05i,0.00036427+0.00016493i,-0.00039709-8.9028e-05i,-0.00082836+0.00017442i,-0.000474-0.00064046i,0.0011391-0.0017797i,0.0012918-0.00092495i,-3.3896e-05-4.8513e-06i,-0.0003727-0.00029926i,-0.00023135-0.001344i,-0.00016275-0.0011565i,0.00010748+0.00023744i,-0.00045631+0.00095019i,-0.0016195+1.1198e-06i,-0.00077088-0.001095i,0.00021788-0.0007782i,-0.00031823+0.00036045i,-0.00016693+0.00071906i,0.00013703-5.2833e-05i
-0.00044832+0.0018796i,-0.00089985+0.0012845i,-0.0002434+0.00052556i,0.00036707-0.0006625i,0.0010082-0.0019725i,0.00041264-0.0015759i,-0.0010515-0.00070772i,-0.0008119-0.00022923i,7.8673e-05+0.00031112i,0.00052652+3.6313e-05i,0.00069151-0.0010419i,0.00012009-0.00042946i,-0.00076263+0.00072633i,-0.00090015+0.00029781i,-0.0012424-7.8566e-05i,-0.0019221+6.2099e-05i,-0.00070085+4.9511e-05i,0.00065696-0.00015525i,0.00010194+3.9102e-05i,-0.00016848+0.00016196i,0.00015654+0.00013061i,7.7429e-05+8.9282e-05i,0.00037358-0.00025346i
0.00050869-0.00014331i,0.0011246-3.997e-05i,0.00092435-0.00096342i,0.0006465-0.0012177i,-0.00020989-0.0003986i,-0.00028973-0.00046557i,0.00072071+0.00016056i,0.0012293+0.00069704i,0.0010508+0.00011409i,0.001102-0.00032572i,0.0012539-0.00052917i,0.00076472-0.00065125i,0.00019468-0.00027324i,-0.00023807+0.00024803i,-0.00054888-6.0886e-05i,-8.1733e-05+0.00015458i,0.00029926+0.00036183i,1.691e-05+0.00013676i,-0.0009284-0.00021912i,-0.0007558-0.00086943i,0.00018822-0.00098928i,0.0005625-7.3563e-05i,0.00094567-7.6433e-05i
0.0022169-0.001045i,0.0020321-0.0014162i,0.0006119-0.0025934i,-0.00072239-0.0029431i,-0.00082287-0.0017358i,-0.00050675+0.00048193i,-0.00035609+0.0010417i,-1.6652e-05-0.00044314i,0.00039735-0.0013743i,0.00035862-0.0004188i,-0.00060323+0.0013254i,-0.00081471+0.0013538i,-4.2882e-05+0.00057604i,0.00033498+0.0005703i,-0.00048232+0.00094684i,-0.00056903+0.00078257i,-0.00022906+0.00038024i,-0.00030426+4.9439e-05i,-0.00048076-0.00019214i,-0.00066563-0.00016404i,-0.00045731-0.00014306i,0.00070572-0.00018665i,0.0010686-0.00052566i
-0.0010728+0.0033617i,0.0010992+0.0034777i,0.00263+0.0021872i,0.0028635-0.00063129i,0.0020629-0.0020786i,0.0010162-0.0012615i,-6.6265e-05+0.00028782i,-0.00033215+0.0004708i,0.00041493-0.00010009i,0.00068228-0.000753i,0.00052806-0.00080534i,-0.00013519-2.1711e-05i,-6.913e-05+6.9834e-05i,0.00037736+0.00026953i,8.6791e-05+0.00030241i,-0.00026198+0.00047193i,-0.00050167+7.8577e-05i,-0.00043921-0.00026879i,-6.2713e-05-0.00042143i,0.00031928-0.00083889i,0.00077978-0.00082375i,0.00091568-0.00088375i,0.00052669-0.00083068i
4.3992e-05-0.0030066i,-0.00065455-0.0030533i,-0.0015404-0.0024926i,-0.00095034-0.0015355i,-2.4853e-05-0.00017103i,0.00027527+0.00086148i,-0.00062792+0.0009804i,-0.00069242+0.00078997i,-6.267e-05-5.0773e-07i,0.00046509-0.00085451i,0.0007894-0.0013631i,0.00047743-0.00038506i,0.0006545-4.8706e-05i,0.00041641-0.00061269i,-0.0006442-0.00047404i,-0.00094373-0.00022041i,-0.0008156+0.0002746i,-0.00027002-0.00016222i,0.00014399-0.00057797i,-0.00016149-0.00073907i,8.6477e-05-0.00085728i,0.00021826-0.0010593i,-0.00057692-0.00040033i
-0.00035483+0.00042991i,0.00062458+0.00056118i,0.00020096+0.00050023i,0.00026531-0.00011508i,0.0011772-0.00078742i,0.00061794-0.00058092i,1.7859e-05-0.00080011i,-0.00031535-0.0014161i,-1.7842e-05-0.001125i,0.00074516-0.00055899i,0.00061523-0.00011327i,0.00025833-1.2529e-05i,0.0008628-0.00018435i,0.00068776-0.00067136i,0.00015379-2.4029e-05i,-8.8445e-06+0.00051718i,-0.00061879+0.00057775i,-0.00058176+0.00074317i,-7.1522e-05+0.00038838i,0.00020662-4.6455e-05i,-0.00035803-0.0003974i,-0.00081256-0.00022798i,-0.00039995+9.1117e-05i
0.00011121+0.0026638i,7.8885e-05+0.0037155i,-0.00029148+0.0023603i,-0.0001209+0.00044437i,3.085e-05-0.00054358i,-0.00014025-0.0015861i,-0.00056726-0.00081797i,-0.0010665+0.00031133i,-0.00066855+0.00078654i,0.00044501+0.00080427i,0.0011111+0.00052521i,0.00049584+4.679e-05i,-0.00024058-0.00092866i,-0.00027257-0.00087798i,-9.4123e-05-0.00032376i,0.00033019+0.00010394i,0.0003496+0.00040721i,0.00025146-9.0862e-05i,0.00049876+6.6993e-05i,0.00078205-9.0304e-05i,0.00047531-0.00049469i,-0.00036665-0.00041318i,-0.00074804-0.00042433i
-0.00067293-0.00024522i,-0.00087374-9.6678e-05i,-0.00027145+7.0888e-06i,0.00020591-0.00010606i,0.00050666+7.3665e-05i,0.0010112+0.00082743i,0.0011644+0.00036624i,0.0012884-0.00035049i,0.0015787-0.00077179i,0.0012584-0.00075917i,0.0010124+0.00020649i,0.0012604+0.00047158i,0.0012568-0.0005215i,0.0006275-0.00097431i,-0.00036544-0.00039457i,-0.00092176+0.00051378i,-0.000397+0.00023814i,-5.4786e-06+1.3969e-05i,-0.00018393+0.00015465i,-0.00057827-0.00070683i,-0.00013075-0.0014056i,0.00042525-0.0013937i,0.00091561-0.0009648i
0.0018135+0.00069406i,0.00063055+0.00048574i,-0.0003048-0.00094627i,-0.00039257-0.001485i,0.00025636-0.001132i,-0.00011263-0.00016754i,-0.0012551-0.00016272i,-0.00099214-0.00084879i,0.0001127-0.00078887i,0.00061847+2.1006e-05i,7.0771e-05+0.00090686i,-0.00077465+0.001343i,-0.00044485+0.00059524i,9.1439e-05+2.8618e-06i,-0.00040861+0.00052624i,-0.0012052+0.0008985i,-0.0013274+0.00071876i,-0.00065294+0.00037611i,-0.00021071-0.00063338i,0.00023034-0.0013862i,0.00052005-0.00087186i,0.00035608-0.0003037i,0.00020039-0.00029494i
0.0028593+0.0024911i,0.0031815+0.0026019i,0.0040953+0.0010295i,0.0033643-0.0012494i,0.0010613-0.0021178i,-0.0010682-0.001501i,-0.0011704-0.0011583i,-0.00033814-0.00039741i,0.00015274-0.0002378i,0.00021633-0.00087693i,-0.0007559-0.00056059i,-0.0014278-0.00020336i,-0.0013826-0.0007153i,-0.0010765-0.00054059i,-0.00092388+8.7421e-05i,-0.00046868-8.0897e-05i,2.6773e-05-1.2172e-05i,-6.0194e-05+0.00011129i,-0.00016823-7.0286e-05i,-0.00041335-0.00012601i,-0.00022849+0.0002098i,8.1552e-05+0.00016689i,0.00090683-0.00017519i
0.0011764+0.00058287i,0.00037387-0.00083702i,-9.2399e-05-0.0030579i,-0.00057098-0.0026815i,-0.0013707-0.0011483i,-0.00058304-0.0010591i,-0.00016314-0.0011544i,-0.00020778-0.00094867i,7.0408e-06-0.00079438i,0.00050158-0.00063276i,0.00043233-0.00032753i,0.00023708-0.00036477i,-0.00015381-0.00039474i,-0.00043381+0.00039124i,-0.00029652+0.000349i,-0.00014935-0.00017884i,-0.00049827-0.00011582i,-0.00036558-0.00026832i,-0.00017475-0.00052076i,-0.00059174-0.00040304i,-0.00029022-0.00011467i,0.00029762+6.8856e-05i,0.00023879+0.00015289i
0.00097316-0.0014146i,0.0015952-0.00092648i,0.00092765-0.00080728i,0.00062221-0.0020439i,0.00036308-0.0025926i,0.0002128-0.0011771i,0.00044483+0.0008158i,0.00058375+0.00063028i,0.00049993-0.00034019i,7.7881e-05-6.7943e-05i,-5.5796e-05-3.6905e-05i,0.00012785-8.7382e-05i,0.00090234+2.3391e-05i,0.00022676-0.00021053i,-0.00099926-0.00069968i,-0.00068147-0.0012302i,-0.00018391-0.0007192i,-0.00012572-0.00051505i,-0.00026073-0.00050479i,-0.0004986-0.00012423i,-0.00069311-0.00045945i,-0.001009-0.00034107i,-0.00088721+0.00055402i
