-0.0016403+0.0013889i,-0.0001578+0.00047597i,-0.00083651+0.00067985i,-0.001338+0.00074641i,-0.0010952+0.0016135i,-0.0013983+0.0024903i,-0.00092054+0.0028478i,0.00030577+0.0025588i,0.0013946+0.0011876i,0.0010598+0.00038948i,0.00023403-0.00037568i,-0.00060872-0.00080545i,-0.0007215-0.00023437i,-0.00052425-0.00064621i,-0.00057848-0.00071426i,-0.00034152-0.00035008i,0.00039295-9.4651e-05i,0.00091328+0.0003545i,0.00077576+0.00034648i,0.0005023-0.00011513i,0.00057966-0.00027914i,0.00047605+0.00028738i,0.00012097+0.00023933i
-0.00036008+0.00085273i,0.00027502+0.0017502i,0.00056533+0.0019115i,0.0013384+0.0018798i,0.0014524+0.001862i,0.00083107+0.0018474i,0.00051944+0.0010476i,0.00097987+0.00078659i,0.0004239+0.00064251i,-0.00069856-1.4584e-05i,-0.00021404+0.00025985i,0.0002217+0.00065656i,-0.00052876+0.00036487i,-0.00045387+0.00017347i,-0.00025929+0.00077343i,-0.00057165+0.00095568i,-4.2619e-05-0.00011377i,0.00072364-0.00036842i,0.00053986+0.00052356i,-3.4439e-05+0.00054403i,-0.0002092+0.00012817i,-0.00018517+0.00016679i,-5.0466e-05+8.1826e-05i
-0.0012449+0.00056676i,-0.001356+0.00071168i,-0.00097375+0.0013755i,-0.0008728+0.0013904i,-1.7037e-05+0.0012913i,0.00082541+0.0012634i,0.00094872+0.00062335i,0.00051223+0.00051263i,-0.00011142+0.00096304i,-8.7222e-05+0.0011918i,-0.00013347+0.00088841i,0.00015372+0.00012351i,-7.6651e-05-0.0004509i,-0.00036381-0.00082396i,2.8296e-05-0.00039247i,-0.00052501-0.00020967i,-0.00038539+5.0712e-05i,0.0002056+0.00073066i,0.00089667+0.00050703i,0.00030193+0.00050405i,-0.00018721+0.000636i,0.00031775-0.00017387i,0.0002643-0.0005881i
0.00028034-0.00032498i,0.0010746-0.00026172i,0.0012428-0.0011003i,0.00085662-0.00039817i,0.0014808+0.0010356i,0.0012466+0.0010514i,0.0011597+0.00081608i,0.0012946+0.00030441i,0.00093468-0.0002685i,0.00029639-0.00029698i,-0.00012162-0.00060233i,-0.00025624-0.00092615i,-0.00035936-0.00053975i,0.00027589-0.0001024i,0.00068998+1.7648e-06i,0.00063252+0.00029566i,0.00030428+0.00057799i,-4.2912e-05+0.00020398i,-0.00016371-0.00028117i,-0.00022282+2.1273e-05i,0.00052176+7.9805e-06i,0.00024108+0.00018975i,-0.00045843+0.00036481i
0.00090985-0.0014954i,-5.0525e-05+0.00034152i,0.00092043+0.00074013i,0.00085918+0.00060483i,3.6231e-06+0.00056557i,-0.00073925+0.00046324i,-0.0010025+0.00038303i,8.8282e-05+8.8025e-05i,0.00073767+3.2469e-06i,0.00027322+0.00018735i,0.00028756+3.8479e-05i,0.00027644+0.00027339i,0.00028812+0.00062442i,0.00043244+0.00016387i,1.2835e-05-7.7113e-05i,-0.00032136+9.6643e-05i,0.00019142+0.0001248i,0.000477+0.00044468i,0.00023343+0.0012989i,0.00067152+0.0013902i,0.00089329+0.0004249i,0.00016725-0.00034088i,-6.7663e-05-0.00058798i
-0.0027289+0.0005923i,-0.00259+0.00031757i,-0.0015641+0.0010864i,0.00016348+0.002707i,0.0017617+0.0029142i,0.0020791+0.0015982i,0.0010755+0.00054191i,0.00092368-0.00024237i,0.00090567-0.00039598i,0.00083861+0.00035726i,0.00077891+0.00045879i,-0.00011534-0.00021522i,-0.00011891-0.00050332i,0.00097634-0.00098242i,0.00030108-0.00099605i,-0.00048093-0.00062346i,-5.5088e-05-0.0005368i,0.00038327-0.00081267i,0.00052032-0.0007633i,0.00054903-0.00028926i,7.1248e-05-0.0001636i,-0.00022581-0.00038992i,-0.0006468-0.00026089i
-0.0020691-0.00031182i,0.00032029-0.00040971i,0.0022066+0.0013604i,0.0028613+0.0030474i,0.0035857+0.002593i,0.0027674+0.00092544i,0.00082502+2.6813e-05i,-7.3545e-05-0.00038344i,-0.00018472-0.000597i,0.00035791-0.00028575i,0.00064616+0.00019414i,-0.00045133+0.00037387i,-0.0011543-0.00017176i,-0.00014449-0.00023189i,0.00032437+0.00032121i,-0.00027177+0.00091969i,-0.00010174+0.00094305i,0.0010718+0.00049521i,0.0012176+0.00010759i,0.00070925+4.1866e-06i,0.00043062-0.00015205i,0.00021198-0.0001709i,4.8848e-05-1.9689e-06i
0.0012915+0.00049401i,0.0022204+0.00093368i,0.0022626+0.001143i,0.0013277+0.00081766i,0.0012111+0.00011849i,0.00064798-0.00094873i,0.00020359-0.00051801i,0.00018346+5.9976e-05i,-0.00013768+5.4891e-05i,-0.0005158-5.439e-05i,-0.00043163+0.00039112i,-0.00023037+0.0001638i,-0.00011628-7.8271e-05i,0.00020653+0.00017443i,-0.00022623-0.00011096i,-0.00067876-0.00022246i,2.6849e-05-0.00023514i,0.00020893-0.00045209i,-1.6955e-06-0.00067462i,-0.00049567-0.00013935i,-0.00068987+0.00065613i,-6.1131e-05+0.0006383i,-7.8096e-06+0.00038814i
-0.00029861+0.0001499i,-0.00045941-0.00062384i,-0.0012144-3.7462e-05i,-0.00084135+0.00085072i,0.00055984+0.0019389i,0.0017297+0.0015565i,0.0011546+0.0007494i,0.0003941-0.00020258i,0.00011055-0.00066068i,-0.0004502+0.00035836i,-0.00097495+0.00078348i,-0.00054451+0.00049838i,-3.8299e-05+0.00062256i,0.00052999+0.0011642i,0.0010421+0.00071596i,0.00049875-0.00012073i,-0.00023938-0.00022332i,0.00028397+6.8044e-05i,0.00099605+0.00065423i,0.00017703+0.00056827i,-0.00061346-0.00019308i,-5.7441e-05-0.00049267i,0.00046933-0.00049256i
-0.00066853-0.00053511i,-4.6283e-05-0.00014829i,0.00044668+0.00042617i,0.0013935+0.0010566i,0.0019191+0.00098862i,0.0013502+0.00038545i,0.00058481+0.00046524i,-6.895e-05+1.3439e-05i,-0.0001886+0.00024293i,0.00040043+0.00097894i,0.0002311+0.00078942i,-0.00035626-7.4501e-05i,-4.053e-06-0.00034452i,0.00030731+0.0001963i,2.834e-05+0.00056494i,0.00013992+0.0002881i,0.00044719-0.00019828i,0.00070905-0.00022282i,0.00032631-4.5576e-05i,0.00047069+0.00026538i,0.00060024+0.00021662i,-1.1588e-05+7.537e-05i,0.00025881+0.00044717i
0.0010363-0.001329i,0.00094889-0.00095567i,0.0007333-0.0003517i,0.00076457-0.00024051i,0.0010593-0.00017704i,0.00090601+0.00069755i,0.0010418+0.00059104i,0.0010193-0.00012025i,0.00089872+9.9778e-05i,0.0004723+0.00012421i,-0.00017867+0.00028899i,0.00011534+0.00094563i,0.00064512+0.00088069i,0.00048321+0.00020292i,-7.1559e-05-0.00047757i,0.00037425-0.00085922i,0.00090388-0.0015095i,0.00065189-0.0010086i,-0.00028597+0.00013538i,-0.00092246-1.2505e-05i,-0.00085865-0.00015731i,0.00017579-9.729e-05i,0.00067479+9.7344e-05i
-0.00096943+0.00014454i,-0.00014009+8.5255e-05i,0.0010291-2.8306e-05i,0.00089166+0.00043097i,-0.00053563+0.0012477i,-0.00081456+0.0014906i,0.00056158+0.00096185i,0.0011207-9.7856e-05i,0.00093575-0.00018227i,0.00010025+0.00032297i,-0.00046658+0.00032714i,-0.00034375+0.00020449i,-0.00026685-1.2203e-05i,9.7646e-05+0.00010473i,0.00028019+0.0002248i,0.00023236-0.0007038i,0.00059131-0.00054611i,0.00087561+0.00065823i,0.00072059+0.0010837i,9.9821e-05+0.00082857i,-0.00044035+0.00048815i,-0.00086264+0.00022977i,-0.00046549+0.00037621i
-0.002125+0.00024501i,-0.00073012+0.0012123i,-0.00024061+0.0020567i,0.00011298+0.0028971i,0.00056912+0.0036563i,0.0010855+0.0022491i,0.0008574-8.0516e-07i,-0.00022313-0.00057278i,-0.00077606-0.00022614i,-0.00069181+0.00015477i,-0.00022859-9.8001e-05i,0.00023132-0.00038365i,0.00026446-0.00031589i,0.00021513-0.00037757i,-0.00010221-0.0009299i,2.4943e-05-0.0008572i,0.00043627-0.00010358i,0.00038663-0.0001867i,0.00023299-0.00087744i,0.00044624-0.0010215i,0.00089985-0.00022183i,0.0005122+0.00023638i,-0.00047079+0.00038701i
0.0010312-0.0010593i,0.0012595+9.4497e-05i,0.0010303+0.00067821i,0.00078728+0.00060286i,0.00093532+0.00025843i,0.00090271-0.0003532i,0.00046587-0.00023932i,0.00066799+0.00047047i,0.0011145+0.00038767i,0.00041351+0.00020104i,-4.8983e-05+0.00027747i,-0.0002402+0.00024674i,-0.00012758+0.00026509i,0.00015115+0.00054855i,0.00010314+0.00014331i,0.00030503-0.00056835i,0.0010764-0.00048284i,0.0014916-0.00010286i,0.0011222+0.00036857i,0.00011592-8.8268e-05i,-0.00043034-0.00035844i,-2.6562e-05+0.00023318i,-3.0385e-05+0.00018352i
-0.0023074+0.00041862i,-0.0010759+0.00088963i,0.00011228+0.00094044i,0.00015392+0.0011158i,4.5039e-05+0.0018085i,0.00055394+0.002401i,0.00092971+0.0020362i,0.0010635+0.0015652i,0.00073842-2.4946e-05i,1.5319e-06-0.0012649i,-0.00015805-0.00098509i,-0.00029452-0.0011198i,-0.00062255-0.00037445i,-0.00082509+0.0002702i,-0.00042085-0.00052522i,-7.7004e-05-0.00070798i,0.0002717-0.0001487i,0.00068909+0.00077723i,0.00049752+0.00036124i,0.00050461-0.0003766i,0.00045016-0.00011i,3.9586e-05-3.5974e-05i,-5.3757e-06+0.00011191i
0.00075602+0.0010366i,0.00049552+0.00095105i,0.00063923+0.00080419i,0.0013483-0.00013221i,0.0012907+0.00017243i,0.0013088+0.00086525i,0.0019382+0.00066356i,0.001716-0.00024196i,0.00099279-0.00081473i,-0.00027178-0.00071172i,-0.0011407-0.00013829i,-0.00090926+8.6601e-05i,-0.00071034+0.00011833i,-0.00035663+1.2842e-05i,6.5487e-05-0.0004134i,-0.00062733+0.00013018i,-0.0013103+0.00026705i,-0.00075229-0.00061078i,0.00045717-0.00048553i,0.00079118+1.9087e-05i,0.00028827+2.1909e-05i,-0.00012748-8.337e-05i,-0.00029434-0.00053538i
-0.00069935+0.0019051i,0.00033131+0.0012355i,0.001942+0.0015729i,0.0034469+0.0014454i,0.0035835+0.0011373i,0.0022289+0.0010646i,0.00014061+0.00018161i,-4.2068e-05-0.00069339i,0.00093233-0.00093522i,0.001039-0.0007071i,0.00040224+0.00016833i,0.00044177+0.00043857i,0.00069947+0.00018774i,-9.9044e-05+0.00023362i,-0.00057832+0.00049557i,-0.00024433+0.00017789i,-8.1938e-05+0.00015983i,-0.0001483-3.7257e-05i,5.0053e-05+0.0001847i,0.0001968+0.00033176i,0.00057828+3.8885e-05i,0.00082739-0.00017177i,0.0012676-0.00094522i
0.0013298+0.00094101i,0.0013733+0.00024764i,0.0026496+0.00062481i,0.0034636+0.0010831i,0.0030756+0.0014618i,0.0016136+0.00070132i,0.00082367-0.00019132i,0.00071351-0.00033741i,0.00037434-0.00012754i,0.00011819+0.00035753i,-0.00035685+0.00062812i,-0.0010662+0.0010572i,-0.001055+0.0016982i,-0.00064263+0.0010975i,3.4338e-05+0.00021048i,0.00032193+0.00057602i,0.00055712+8.3413e-05i,0.00035809-0.0010039i,-0.0008801-0.00091283i,-0.00093194-0.00051746i,0.0005105-0.00042616i,0.00034263+2.2048e-05i,-0.00027076+0.00029588i
0.0040361-0.00041672i,0.0034442-0.0012975i,0.0027608-0.0019231i,0.0010605-0.0018845i,-2.7814e-05-0.0016343i,-0.00057736-0.00085964i,0.00039939-0.000781i,0.0014484-0.00077214i,0.0010836-0.00029476i,0.00080524-0.00017744i,0.0005915+0.00020426i,0.00034357+0.00062353i,-0.0001252+0.0012184i,-0.00042077+0.0017716i,-0.00064965+0.0018855i,-0.00083939+0.0017574i,-7.3683e-05+0.00097817i,0.00066852+0.00041809i,0.00064175+0.00066396i,0.00025242+0.00049849i,0.00041857-8.6229e-07i,0.00052203-0.00015929i,-0.00010495-3.068e-05i
0.001382+0.0018933i,0.0017962+0.0017857i,0.0032324+0.0018699i,0.0033669+0.00060276i,0.0021228-0.00046228i,0.0016043+5.3522e-05i,0.0015679+0.00049003i,0.00097289+0.00013384i,0.000505-0.00016069i,0.00027527+7.7861e-05i,-4.4822e-05+0.00079462i,-0.00035255+0.0007672i,-0.00018602+0.0011447i,-0.00040095+0.00079962i,-0.00041051+0.00033036i,-0.00010155+0.00077601i,0.0005748+0.0004289i,0.00078617+0.00010962i,-0.000356+0.00045285i,-0.00084783+0.000588i,-0.00054378+0.0008084i,-0.00065097+0.0010446i,-0.00094355+0.00084134i
-0.0016088-0.0010288i,-0.0015688-0.00032957i,-0.0017865+0.00095942i,-0.0006106+0.0022654i,0.0012092+0.0022855i,0.0016147+0.001593i,0.001229+0.00042587i,0.001164-0.00042977i,0.00059846-0.00045015i,-0.00019575-0.00019528i,0.00012547-1.2853e-05i,0.00040367+0.00014134i,-0.00016972-1.8325e-05i,0.00011809-0.00021641i,6.3985e-05-1.1321e-05i,-0.00024273+9.8851e-05i,1.4645e-05+0.00043352i,1.4223e-08+0.00072723i,0.00017181+0.00052798i,0.0006813+0.00069721i,0.0013157+0.00088475i,0.0010131+0.00010697i,0.00010147-0.00073303i
2.5586e-05-0.0010046i,0.00027439-0.00067519i,0.00033925-0.0014368i,-8.8608e-05-0.0013798i,0.00030337-0.0004005i,9.0342e-05+0.00091705i,-0.00034644+0.0013685i,0.00058158+0.00030311i,0.0012169-0.00021034i,0.00086065-0.00013142i,0.00072406+0.00017818i,0.00092678-1.4444e-05i,0.00060267-0.00055736i,0.00043703-0.00083951i,0.00077732-0.0010114i,0.0005483-0.00074143i,-0.00028688-0.00028641i,-0.00042407+0.00018502i,-0.00035785+0.00038431i,-7.0819e-06+0.00027177i,0.00030429+0.00039481i,0.00027165-0.00014646i,0.00027175+9.5067e-05i
0.00016268+0.0030513i,-0.00029658+0.0035247i,0.0012952+0.0027026i,0.0026166+0.0016845i,0.0024397+0.00072089i,0.0018177+0.00025004i,0.0011062+0.00044976i,0.00018039+0.00027011i,-0.00025943+0.00012453i,0.00029468+0.00047611i,0.00020801+0.00071744i,-0.00038866+0.00023442i,-0.00071864-0.00010425i,-0.00011944-7.0204e-05i,0.0001005+8.6154e-05i,-0.00045105+0.00048133i,-0.00048748+0.00082717i,0.0002823+0.00086508i,0.00059705+0.0010401i,0.00044514+0.0011019i,0.0014576+0.00063756i,0.0017882+0.00024006i,0.0012891-0.00010167i
-0.00057408-3.5763e-05i,-0.0002482-0.00033593i,0.00053646+0.00061549i,0.00037217+0.0018118i,0.00069321+0.0012477i,0.0017325-0.0003056i,0.0015414-0.00039374i,0.0003428+0.00030625i,-0.00031232+0.0006654i,0.00027353+7.7854e-06i,0.00028014-0.0003775i,-0.00013985+0.00023127i,0.00016849+0.0005445i,0.00026436+0.00015312i,-0.0002261+0.00015366i,0.00049384+5.6837e-05i,0.00085822-0.00011264i,0.00010602-0.00035853i,-0.0004136-9.769e-05i,-0.00016987+0.00012242i,0.00044128-0.00016826i,0.00013869-0.00043299i,-0.00070504-0.00045022i
-0.0014468-0.0021558i,-0.0012122-0.00095579i,-0.00049356+0.00039761i,0.00011973+0.0012993i,-0.00011259+0.0018898i,0.00049628+0.001853i,0.0010235+0.00083007i,0.00036211+0.00025702i,-0.00090085-0.00021977i,-0.0014297+0.00019824i,-7.9318e-05+7.5626e-05i,0.00056555-0.00048341i,9.7572e-05-0.00080766i,0.00027236-0.00052594i,0.00032541-0.00041212i,0.00027993-0.00047213i,-0.00037482-0.00043765i,-0.00088924-0.00026056i,-0.0010492-4.7873e-05i,-0.00038728+0.00059725i,0.00063728+0.00057688i,0.00052583+3.9018e-05i,-9.8928e-05-0.00043311i
0.00051384+4.3186e-05i,-5.0734e-05-0.00026325i,-0.00064598-0.00072358i,-0.00034897+0.00026i,0.00030733+0.0012969i,0.0007171+0.00059263i,0.00083252+0.00038519i,0.0012133+0.00017457i,0.00098787-2.046e-05i,0.00039583+0.00035558i,-0.00026047+0.00027237i,-0.0010425+0.00034869i,-0.0013746+2.4461e-05i,-0.00086314-0.00049042i,0.00014719-0.00077821i,0.00043499-0.00033911i,-0.0001832+0.00017916i,-0.00041631-2.4421e-05i,9.2528e-05-0.00012717i,0.0010466-0.00031219i,0.0012276-0.00023417i,3.9809e-05-0.00030521i,-0.00067251-0.00060479i
0.00069337+0.00053056i,0.0012186+0.00044105i,0.0018692-0.00055456i,0.0021539-0.00081073i,0.0017907-0.00011725i,0.00081469+0.00010671i,0.00072431-0.0006137i,0.0011329-0.0010458i,0.00091673-0.00021499i,0.0005106+0.00040734i,-1.793e-05+4.9466e-05i,-0.00014717-0.00046155i,-0.00014921+0.00054382i,0.00012408+0.0013177i,0.0003057+0.0011567i,0.00045624+0.00039841i,0.00099577+2.833e-05i,0.00047225+0.00015387i,7.167e-05-6.9209e-05i,0.00072712-0.00075957i,0.0009215-0.00097627i,0.0002569-0.00055649i,-0.00051555+0.00015231i
0.00076118+0.001334i,0.0007984+0.0021957i,0.00062202+0.0033016i,0.00032416+0.0032347i,0.00055483+0.0017355i,0.0013961+0.00080624i,0.0013804-4.3884e-05i,0.0011086-0.00044351i,0.00055977-0.00019682i,-0.00020375-0.00033928i,-0.00082076-0.00033538i,-0.0010152+0.00020709i,-0.00055422+0.00092588i,-0.00028932+0.00062472i,-0.00035651+0.00022253i,-0.00035318+0.00085936i,-5.7942e-06+0.00066863i,-0.00043661+0.00036191i,-0.00024746+0.00029712i,0.00047121+6.6728e-05i,8.8965e-05-0.0001267i,-0.00050827-0.00085664i,-0.00051744-0.00042602i
0.00094114+5.2157e-05i,-0.00072054-8.172e-05i,-0.00055471-0.00078664i,0.00070895-0.001242i,0.0012369-0.00070358i,0.0011849+0.00040107i,0.00081744+0.00076389i,0.00026253+4.0517e-05i,-3.2204e-05-0.00087898i,1.6886e-05-0.00031935i,0.00018354+0.00077391i,-8.3139e-05+0.00066582i,-7.9048e-05-0.00015954i,-1.5828e-05-6.5411e-05i,0.00019005-0.00016504i,0.0005374-0.00013739i,0.00034589-0.00057753i,8.4145e-05-0.0012603i,0.00048767-0.00063114i,0.00075301+0.00023581i,0.00023695+0.00027745i,-0.00021051+0.00026161i,0.00013377+0.00043093i
-0.0018514+0.00099971i,-0.00031979+0.00047485i,0.0017998+0.00016198i,0.0031553+0.0015548i,0.0026235+0.0014327i,0.001665+0.00052028i,0.0010339+0.00043576i,0.0008989+0.00050464i,0.00088372+0.00040228i,-3.6018e-05+0.00067247i,-0.00068607+0.00091093i,8.5461e-05+0.00040601i,0.0012442+0.00014013i,0.00094342+0.00064823i,-4.7733e-05+0.00035198i,-0.00035433+0.0003852i,-0.00030041+0.00061679i,0.00040119+0.00086159i,1.4956e-05+0.0011609i,-0.00063619+4.3699e-05i,-0.00066498-0.00090029i,-3.0587e-05-0.0005447i,0.00048092-0.00012557i
0.00021371-0.001702i,-0.00056017-0.00092717i,-0.00042282-0.00025996i,0.0001852+0.00037973i,0.00024232+0.00074522i,0.00060838-6.8907e-06i,0.0013679-0.00061018i,0.0018318-0.00067774i,0.0011264-0.00076162i,0.00069542-0.00017889i,0.00059621+0.00013657i,0.00052002+0.00038936i,0.00081032-0.0002157i,0.00081709-0.0001892i,0.00032707+0.00083608i,-0.00047623+0.00067682i,-0.00048754+0.00010287i,1.5726e-05+0.00028952i,0.00024299+0.00038565i,-0.00014847+4.3922e-05i,-0.00055287-0.00051703i,-0.00013909-0.00045892i,0.00029521-0.00034667i
0.00092501+0.00086055i,0.0022193+0.0012868i,0.003732+0.0021015i,0.0036773+0.0013221i,0.0028513+6.2485e-05i,0.0016906-0.00090037i,0.00018264-0.0016894i,0.00015704-0.00098984i,0.0011261+5.3895e-05i,0.0013305+0.00047934i,0.00030026+0.00046043i,-0.0010127+0.00035006i,-0.0011209+0.00060593i,-0.0010957+0.00052282i,-0.00070948+0.00034723i,0.00029752+0.00068086i,0.0005017+0.0003941i,0.00024701-2.3096e-05i,0.00013817+0.00072316i,-0.00021265+0.0011498i,0.00034783+0.00035681i,0.00087998+4.2233e-05i,0.00040733-1.6346e-05i
-0.0017512+0.00025017i,-0.0011545+0.00071791i,-0.0010421+0.001885i,-0.00033877+0.0019218i,0.0004966+0.00086691i,0.00087777+0.00036742i,0.00078902+6.2342e-05i,0.00074895-0.00016292i,-0.00021788+0.00052846i,-0.0011571+0.00067684i,-0.0011651+0.00046467i,-0.00095897+1.4682e-05i,-7.1905e-06-0.00047322i,0.00054129-0.00047956i,0.00024542+0.00058334i,0.00028446+0.00077294i,-9.8875e-05+0.00047611i,-0.00035662+0.00079205i,-0.00043974+0.0011322i,-0.00037445+0.00094401i,5.9901e-06+0.00024044i,-6.6504e-07+0.00024291i,-0.00034773+0.00020861i
0.00049995-0.0012119i,0.00026756-0.0011299i,0.00026868-0.0013873i,0.00018135-0.00015337i,-0.0004575+0.0010834i,-0.00066268+0.0011807i,-3.1738e-05+0.00052366i,0.00072351-0.00039378i,0.001071-0.001454i,0.00051042-0.0014173i,0.00017738-0.0005261i,-1.3363e-05+9.2158e-05i,-0.00017347+0.00040702i,-0.00060849+0.00070166i,-0.0005055+0.00090844i,-0.00014314+0.00094749i,0.00015076+0.00092498i,-6.215e-05-7.3554e-05i,-0.0004627-0.00093157i,0.0003007-0.00036233i,0.00067324+0.00038084i,0.00048618+0.00012918i,3.949e-05+8.0576e-06i
-0.000677+0.00096682i,0.00018281+0.0011204i,0.0015741+0.0015822i,0.0025066+0.0012911i,0.0026655+0.001019i,0.0014649+0.00065057i,0.00048394+0.00011804i,0.00023592-0.00020334i,0.00040373-0.00022495i,0.00064221-0.00016845i,0.0002165-0.00012584i,-0.00033256-0.00011833i,-0.00030844-0.00057443i,2.2689e-05-0.00071587i,-0.00042654+0.00017437i,-0.00083682+0.00070399i,-0.00017924+0.00046986i,0.00027442+0.00011069i,-0.00028613+2.3116e-05i,-5.9526e-05+3.7691e-05i,0.00059224+0.00029625i,0.00056958+0.00086988i,0.00043046+0.00064142i
-0.00032892-4.4889e-06i,-0.00085897+0.0013518i,0.00016636+0.0023806i,0.0014361+0.0023392i,0.0018061+0.0016264i,0.0020259+0.00039637i,0.00090239+7.0889e-05i,0.00024418+0.00050525i,0.00064441+0.0010097i,0.00039933+0.00087682i,-0.00010564+1.629e-06i,-0.00036886-0.00030031i,-0.00030127-0.00033311i,2.3981e-05+0.00040538i,-1.0057e-06+0.0012691i,3.7028e-05+0.0014833i,0.00016454+0.0016265i,0.00069621+0.00025003i,0.00083438-0.00064542i,0.0010784+0.00027111i,0.0019851+0.00014983i,0.0014266-0.00069098i,0.00014238-0.00092666i
0.0016103-0.0011652i,0.00042605-0.0020549i,-0.00027206-0.0016317i,-3.6683e-06-0.00014588i,0.00063278+0.00047292i,0.00059392+0.00018957i,0.00052005+0.00026332i,0.00078065+0.00029764i,0.00034463+0.00012674i,2.91e-05+0.00014524i,0.00049258+0.0006951i,0.0014971+0.00077974i,0.0013187+0.0001774i,0.00041607-0.00010821i,0.00044612+0.00018378i,0.00024998-0.00030011i,7.2619e-05-0.00031408i,-2.3539e-05+0.00052101i,-0.00040615+0.0011807i,-0.00020814+0.00089695i,9.1324e-05+0.0004244i,0.00036473+0.00043753i,-1.3537e-05-0.00022678i
-0.00027289+0.0019941i,5.697e-05+0.0019828i,0.0011738+0.002592i,0.0023685+0.0027741i,0.0016619+0.0020536i,0.00083508+0.0007717i,0.00089408-0.00090851i,0.0008208-0.0017128i,0.00032536-0.0011333i,-0.00017264-0.00073064i,-0.00044472-0.00013449i,-0.0004465+1.1128e-05i,-0.00042148-0.00072495i,-0.00044366-0.0009954i,-1.468e-05-0.00086732i,0.00034631-0.00029088i,0.00038205+0.00017265i,0.00070335+0.00023904i,0.00073658+0.00038626i,0.00049469+0.00064061i,1.1295e-05+0.00070943i,-0.00036244-0.0002579i,-3.2776e-05-0.0012277i
-0.0019505-0.0009455i,-0.0012238+0.00053135i,-0.0019509+0.0013566i,-0.0017638+0.0010887i,-0.00058389+0.0020551i,-0.00045868+0.0017772i,-0.00012709-0.00017369i,0.00060739-0.00085611i,0.00015478+0.0001484i,-0.0010155+0.0010519i,-0.0011196+0.00069547i,-0.00061407+0.00050422i,-0.00014822+0.00054332i,6.3146e-05+0.00022598i,0.00011234-7.5086e-05i,0.00038363-0.00022659i,0.00051121-0.00048777i,0.00017946-0.0010646i,0.0002566+2.8852e-05i,0.00067002+0.0010404i,0.00049875+0.00022806i,-0.00015962-0.00064782i,-0.00061916-0.00045482i
-0.0016346-0.0013087i,-0.0019325-0.000657i,-0.0016345+0.00053464i,-0.00024789+0.0019306i,0.00055268+0.0030628i,0.00022615+0.0023185i,-0.00038821+0.0005459i,-4.4474e-05-0.00036179i,0.00043983+1.9175e-06i,-0.00036628+0.00032925i,-0.00040549+5.754e-05i,-0.00012433-0.00039913i,-0.00054861-0.00041941i,-0.00072781-0.00071857i,-0.00015776-0.00050674i,0.00049325-9.786e-05i,0.0010103-0.00019534i,0.00050779+8.2765e-05i,-0.00087325+5.7982e-05i,-0.00046152-0.0004289i,0.00078328-9.3288e-05i,0.0004562+0.00039647i,-0.00037497+3.9551e-05i
0.00030175+0.0025052i,0.001154+0.0035935i,0.0019538+0.0041934i,0.0015275+0.0035792i,0.0012596+0.0014609i,0.0014876-0.00045294i,0.0011093-0.0004652i,0.001223+7.0542e-05i,0.00054213-0.00025916i,-0.001336-0.0012114i,-0.0017275-0.0013305i,-0.00019252-0.00060927i,0.00013212-0.00024448i,-0.00019649-0.00048124i,-0.00078649-0.00078354i,-0.0011375-0.00013131i,-0.00060295+0.00035903i,-3.973e-05+0.00064476i,0.00049975+0.00047996i,0.00076854-0.00037074i,0.00010973-0.00014285i,-0.00031269+0.00011238i,-0.00023172-8.0184e-05i
0.00050624+0.00071172i,0.00048715+0.001701i,-0.00028235+0.0019086i,-3.0612e-05+0.0009628i,0.0014004-0.00010952i,0.0016473-0.0006168i,0.00062122+0.00033467i,0.00031607+0.0012122i,0.0014475+0.00095091i,0.00148+0.00032865i,0.00093415-0.0004893i,8.3039e-05-0.00092566i,-0.00011514-0.00091558i,0.00045687-0.00041935i,0.00033547+0.00036337i,0.00025034+0.00018458i,0.0002407-0.00020413i,-0.0002946-2.0228e-05i,-0.0006033+5.6632e-05i,-0.00093637+0.00020514i,-0.0011622+2.5449e-06i,-0.0007127-9.2235e-05i,0.00018024+0.00014081i
0.00046014-8.3158e-05i,0.001554-0.0010201i,0.0031028-0.0013452i,0.0030023-0.0011131i,0.0019776-0.0005146i,0.00042674-0.00041373i,0.00057839-0.00038166i,0.002155+0.00017098i,0.0022885+0.00024451i,0.00045467-0.00031387i,-0.0011399-0.00097549i,-0.001127-0.00070556i,-0.00046279+0.00020505i,-0.00011834+0.00053902i,3.9031e-05+0.00069713i,0.00037649+0.0010804i,2.6272e-05+0.0010124i,-0.00017651+0.00066951i,-0.00040255+0.00086961i,-0.00013806+0.0001113i,0.0011563-0.00055794i,0.0010915-0.00043394i,0.00035858-0.00027768i
-0.001144-0.0022344i,-0.0015569-0.0012378i,-0.0010401+0.0012979i,-0.00018744+0.0018995i,0.00026383+0.0012331i,0.00045573+0.00071127i,9.8916e-05-0.00032618i,-0.00011629-0.00078518i,4.6157e-05-0.00037207i,-8.2857e-05+0.00018073i,-7.7584e-07+0.00039448i,0.00022377-6.4043e-05i,0.00012813-0.00029317i,-0.00024318-0.00048432i,0.00027124-0.00038588i,0.00079494+0.00023194i,0.00060705+0.00098705i,0.00037909+0.0007789i,0.00012481-0.00019363i,-0.00057058-0.00057679i,-0.00070595+0.00015552i,-0.00024767+0.0012018i,-0.00021941+0.0010351i
