-0.0016403+0.0013889i,-0.0001578+0.00047597i,-0.00083651+0.00067985i,-0.001338+0.00074641i,-0.0010952+0.0016135i,-0.0013983+0.0024903i,-0.00092054+0.0028478i,0.00030577+0.0025588i,0.0013946+0.0011876i,0.0010598+0.00038948i,0.00023403-0.00037568i,-0.00060872-0.00080545i,-0.0007215-0.00023437i,-0.00052425-0.00064621i,-0.00057848-0.00071426i,-0.00034152-0.00035008i,0.00039295-9.4651e-05i,0.00091328+0.0003545i,0.00077576+0.00034648i,0.0005023-0.00011513i,0.00057966-0.00027914i,0.00047605+0.00028738i,0.00012097+0.00023933i
0.00097602-0.00089986i,0.0024744-0.00026084i,0.0025582-0.00016968i,0.0020121-0.00025105i,0.0018945-0.00033914i,0.0017321-0.0002559i,0.00078559+3.0442e-05i,0.00054555+0.00040024i,0.00072609+0.00026726i,0.00019438+0.00039355i,-0.00024982+0.00056203i,-0.00010911+0.0003242i,0.0002027+0.00029423i,0.00024619+0.00017174i,-8.6167e-05+0.0003499i,-4.4563e-06+0.00079821i,-4.0333e-05+0.00049309i,0.00024751+0.0003096i,0.00092254+0.00014603i,0.00077981+0.00010075i,0.00035059-1.2884e-05i,-1.692e-05+0.00017789i,0.00018188+0.00025983i
-0.001064+0.00048612i,-0.0011229+0.0016556i,-0.00031462+0.002985i,0.0011623+0.0029434i,0.00087103+0.0021395i,-0.00040598+0.0011638i,-0.00040432+0.00024903i,5.1587e-05-6.9947e-05i,-5.7267e-05-0.00041307i,-0.00043729-0.00019794i,-0.00031046+0.00064539i,0.00019226+0.00090351i,0.00011979+5.1144e-05i,-0.00010438-0.00091284i,0.000593-0.00078211i,0.0011314-0.00022267i,0.00060679+0.00038879i,-0.00035848+0.00053671i,-0.00083677+0.00032197i,-0.00064015-4.9492e-05i,0.00021766-0.00039285i,0.00030013+0.00011607i,0.00012057-0.00028807i
-0.00047864+0.00042568i,-0.0020271-4.1072e-05i,-0.0024179-4.061e-05i,2.2069e-06+0.00033124i,0.0014152+0.00011324i,0.0012742-0.00079231i,0.0012053-0.00028349i,0.000579+0.00087965i,6.8007e-05+0.0008743i,-0.00026352+0.00048855i,-0.0004696+0.00034917i,-0.00021924+0.00063723i,-9.8728e-05+0.0015279i,-0.00066124+0.0012522i,-0.00065554+0.00025295i,-0.0001703-7.9104e-05i,-0.00054058-0.00015198i,-0.00032196-0.00030814i,0.00016249-0.00040226i,-0.00021668-0.00022483i,-0.00066027+0.00027516i,-0.00057441+4.7897e-05i,0.00022774-0.0006171i
-0.0013393-0.001211i,-0.0015667-0.0017115i,-0.0011897-0.00089726i,-0.00034215+0.0014146i,0.00034536+0.0017133i,0.00083148+0.00077172i,0.0011072+0.00075397i,-1.0239e-05+0.00090998i,-0.00043034+0.00028394i,-0.00026586+0.00043768i,-0.00018363+0.00051999i,-5.0367e-05-0.00040697i,-0.00041002-0.0012437i,-0.00025248-0.0015668i,0.00045104-0.00065292i,0.00030654+0.00032767i,0.00043208-9.616e-05i,0.000619-0.00012717i,-6.9047e-05-0.00043461i,-0.00014912-0.00055569i,-8.4984e-05+5.3563e-05i,-0.00024792+0.00051235i,-0.00026887-0.00020921i
-0.0004572-0.0001647i,0.0009235+0.00083136i,0.0017123+0.0027751i,0.0021032+0.0036741i,0.0022522+0.0029362i,0.0020813+0.0020095i,0.0017812+0.00082246i,0.00064806-0.00045044i,-0.00022689-0.00051886i,0.00010557-0.0012027i,3.3457e-05-0.0016289i,-0.00066177-5.7057e-05i,-0.0012115+0.0011772i,-0.00064203+0.0008801i,-0.00011621+0.00028443i,-0.00048137-5.0261e-06i,-0.00068576+0.0004037i,-0.00069375+0.00087256i,-0.00044498+0.00061474i,-0.00069719+0.00035989i,-0.00063709+6.9029e-05i,-6.7459e-05+2.6966e-05i,0.00024582-0.00010731i
0.00076106-0.001074i,0.00050393-0.00055433i,0.00077533+0.00054192i,0.00061024+0.00046128i,0.00064838-0.00067956i,5.9475e-05-0.00032412i,-0.00031325+0.00055997i,0.0011981+0.0011386i,0.0015076+0.0005834i,0.00060682+0.0002039i,-3.2011e-05+0.00063379i,-0.00078989+0.00038617i,-0.00027788-0.00021899i,0.00040821-0.00060012i,6.7281e-05-0.00029951i,0.00027697-0.00038998i,0.00036834+4.1717e-05i,7.1824e-05+0.00023191i,-7.1197e-05+9.3197e-05i,-0.00033933+0.00036143i,-0.00036594+0.00033834i,0.00011544-2.5827e-05i,0.00018886-0.00089482i
-8.5144e-05+0.0015528i,0.0013238+0.00049688i,0.0019697+0.00029843i,0.0020282+0.00066806i,0.0023172+0.00048358i,0.0024093+0.00041348i,0.0018923+0.00069542i,0.0015531+0.0013426i,0.00078673+0.00093161i,0.00027683-0.00035975i,8.0779e-05-0.00033503i,-0.00026754+0.00013579i,-0.00093983+8.8052e-05i,-0.00059359-0.00059349i,5.7302e-05-5.0434e-05i,-5.6504e-06+0.0014229i,-6.9181e-05+0.0011934i,4.5466e-05+0.00032086i,0.00080236+0.00020814i,0.00097513+0.0010516i,-0.00038085+0.00067194i,-0.00084855-0.00053817i,-0.00068574-0.0004363i
0.0027576-0.00042321i,0.0024995+0.00098103i,0.0022105+0.0013489i,0.0014354+0.00068261i,0.0011273+0.00051754i,0.00074077+0.00070357i,-0.0004284-0.00012115i,-0.00081952-0.00065136i,0.00057924-0.00049298i,0.001025-0.00041514i,0.00036519-0.00031532i,-6.4387e-05+0.00031054i,-0.00024353+0.00072598i,-1.4401e-05+0.0008368i,0.00012124+0.00034597i,0.00035998+0.00058081i,0.0003083+0.0010856i,8.6851e-05+0.00027714i,0.00020577-0.00076934i,0.00017322-0.00040677i,-0.00023036+0.00011611i,-0.0006632-0.00063335i,-0.00020589-0.00071974i
0.00011296+0.00074395i,0.00011866+0.00064121i,0.0015766-0.00024757i,0.001504-0.00097308i,0.00039823-0.00090567i,-0.00062526-0.00029309i,-0.00023192+0.00020486i,0.0008999-2.6723e-05i,0.00092791-0.0012031i,0.00044556-0.0013862i,-0.00038608-0.00013221i,-0.000629+0.00092407i,-0.00048759+0.001096i,-0.00067308+0.0003725i,-0.00026039-0.00035586i,9.253e-05-3.1698e-05i,0.00024096-0.00010193i,0.00067236+0.00033387i,0.0012134+0.00053525i,0.00094448+0.00053874i,0.0004087+0.00064354i,0.00055289+1.695e-05i,0.00075022-0.00033166i
-0.00020812-0.0014312i,-0.0013859-0.0015677i,-0.0014185-0.00095087i,-0.00089917+0.00063794i,-0.00087334+0.0018054i,-0.00059168+0.0012954i,0.00016633+0.00054943i,0.00047275-0.00021932i,0.00042121-0.00049091i,-3.8465e-05-0.0001992i,-4.3571e-05-5.6121e-05i,0.00039156+0.00012342i,0.0010719+2.7558e-06i,0.0016989+0.00037201i,0.00069368+0.0008444i,-0.00028037+0.00062301i,-0.00019615+0.00062964i,-0.00013123+0.0005384i,-0.00010091+0.00021998i,0.00024801-0.0006502i,0.00040431-0.00037425i,0.00022872+7.2928e-05i,4.2155e-05-0.00048714i
0.0015801-0.00051753i,0.00088122-0.0016501i,0.00012759-0.001661i,0.0012458-0.00079729i,0.0014799-0.0003079i,0.00081502-0.00071269i,0.001339-0.00052683i,0.0010111-0.00015317i,-0.00043988-0.00062505i,-0.00016547+0.00011549i,0.00032886+0.0013382i,-8.1423e-05+0.0012099i,0.00019072+0.00071586i,0.00023951+0.00067399i,0.0003085+9.0133e-05i,0.00015706-0.00099453i,0.00033986-0.0010618i,0.000747-0.00062623i,-0.00026861-0.0004147i,-0.0013017-0.00020518i,-0.0011158-0.00027257i,-0.0011985-0.00039688i,-0.00053574-0.00056226i
0.00072393+0.00095305i,0.00057891+0.00040484i,0.00044975-0.00033575i,0.0013897-6.6862e-06i,0.0018105+0.00013237i,0.00077576+0.00020669i,0.00064217+0.00040718i,4.7382e-05+0.00054496i,-0.0010879-6.8115e-05i,-0.0008801-0.00028942i,-0.00013291+0.00083292i,-0.00010042+0.0006375i,-0.00054484-0.00071411i,-0.00048711-0.00083891i,-0.0003444-0.00048346i,0.00052861-0.00020875i,0.00099615-0.00019272i,0.00041378-0.00041714i,-0.0002355-0.00037362i,-0.0003379-1.7316e-05i,0.00016006-1.4566e-05i,0.00072203-4.2163e-05i,0.00051717+1.0657e-05i
-0.0007566+3.8684e-06i,-0.0020528-0.00037765i,-0.0018838-0.00023315i,-8.8573e-06+0.001186i,0.0018195+0.0016028i,0.0018127+0.001593i,0.00049123+0.0016749i,-0.00013072+0.0014506i,-3.9095e-05+0.0010954i,0.00023844+0.00055216i,0.00028997-0.00010762i,-0.00042616-0.00038756i,-0.00015335-0.00024671i,0.00096802-0.00029912i,0.00068218-0.00073547i,0.00012558-0.0014248i,0.00036617-0.001126i,0.00077408-0.00040169i,0.0011543-0.00031901i,0.0012765-0.0004092i,0.0014276-0.00016583i,0.00074001+0.00011366i,-5.9993e-05+0.00013156i
0.00010416-0.001515i,-0.00093477-0.00061342i,-0.0017301+0.0012258i,-0.0021016+0.0025655i,-0.00094208+0.0018123i,0.00031077+0.00097212i,0.00032292+0.0002652i,0.00067345-0.00020667i,0.00033932+8.9167e-05i,0.00049108+7.4677e-05i,0.00067589+0.00072773i,0.00016199+0.001146i,-0.00028796+0.0004585i,-0.0006379-1.3865e-05i,-0.0001265+0.00012381i,0.00048594-3.1897e-05i,0.0009148-0.00051936i,0.0010486-0.0010003i,0.00061675-0.00074313i,0.00017293+0.0002201i,-1.8707e-05+0.00049276i,0.00013369+0.00022403i,6.8904e-05+0.00018994i
0.00021273+0.0015475i,0.00048289+0.0010173i,0.0016408+0.0012705i,0.0020942+0.0018972i,0.002182+0.00072519i,0.0020245-0.00039401i,0.00089222-0.00059123i,0.00032012-0.0003364i,0.00066762-0.00022683i,0.00062064-0.00013711i,-0.00079593-0.00023221i,-0.0014113-0.00044038i,-0.00091703-0.00011411i,-0.00038858+0.00032125i,-0.00043285-4.7635e-05i,-0.00069731-0.0005592i,-0.00018269-0.00016803i,0.0004603+0.00023364i,0.00016961+0.0004276i,-0.00052016+0.00046668i,-0.00095426+0.0002063i,-0.00078598-0.00044356i,-0.00051613-0.00056647i
-0.0012487-0.00028199i,-0.0010279+1.1622e-05i,-0.00072107+0.00065585i,-0.00038358+0.00065371i,0.000551+0.00086844i,0.00060699+0.00097767i,-0.00041613+0.0005013i,-7.1175e-05+0.00035635i,0.00070433-0.00025207i,0.0010059-0.00081248i,0.00067215-0.0011497i,-0.00018842-0.0010025i,-0.00062884-6.3992e-05i,0.00010171+0.00034996i,0.00080126-2.0231e-05i,0.00072907-6.7114e-05i,7.1619e-05+0.00025955i,-0.00045243+0.00075913i,0.00015114+0.00057926i,0.00060974-4.2557e-05i,0.00042312+0.00017579i,0.0006376+0.0003893i,0.00054385+0.00015114i
-0.0011182+0.0013047i,-0.00079492+0.00191i,-0.00023856+0.002069i,0.0016147+0.0022116i,0.0028296+0.0017856i,0.0023835+0.00051153i,0.00054103+0.00036603i,0.00033213+0.00079959i,0.00029709+0.00071326i,-1.1409e-05+0.00030944i,-0.0005106+0.00031253i,-0.0012734+0.0004587i,-0.00049218+0.00055691i,0.00033477+0.00021305i,0.0004224+6.0077e-06i,0.00011017+0.00053391i,-0.00034491+0.00083762i,-0.00052764+0.00033089i,-0.00037787-9.8507e-05i,0.00015552-5.369e-05i,0.00071409+9.9371e-05i,0.001725+4.4421e-05i,0.0017521+0.00017567i
0.00095238-0.00013071i,0.0013295+2.8069e-05i,0.0019094+0.00084176i,0.0021213+0.0012215i,0.0020457+0.0004537i,0.0015646+0.00052033i,0.0011689+0.00042776i,0.0010789+0.00084228i,0.001169+0.0010082i,0.0010044+0.00023442i,0.00017056-8.9268e-05i,-0.0007443-0.00047328i,-0.00048567-0.00016899i,-0.00014429+0.0008851i,0.0002757+0.0011363i,0.00041163+0.00087999i,0.00025552+0.00049565i,0.00014846+0.00068757i,-0.00027668+0.00069977i,-0.00037596-0.00031166i,-0.00012504-0.00098057i,0.00052845-0.00071711i,0.00048659-0.0010646i
-0.00052867-0.0011898i,-0.00088235-0.0016964i,-0.00078599-0.00097695i,-5.821e-06-0.00011695i,0.0010792-0.00016281i,0.001522+0.00078141i,0.0012067+0.0015307i,0.00088955+0.0010343i,0.00047154+0.00036652i,-0.00025624-7.5077e-07i,-0.0006779-0.00021584i,-0.00074391-0.00040626i,-0.00054995-0.0001416i,8.7339e-05+0.00048389i,0.00050234+0.0006073i,0.00041645+0.00020131i,-7.1379e-05+0.00013995i,-0.00023976+0.00035753i,-0.00063292+0.00037357i,-0.00016677-0.00060507i,0.00039815-0.0011116i,0.00036503-0.00052767i,0.00039668+5.014e-05i
0.0012041+0.00034158i,0.0028936+0.0012867i,0.0046833+0.0012757i,0.0040616+0.0010686i,0.0025201+0.00027916i,0.0014768+0.00017262i,0.0013678+0.00069154i,0.0016856+0.00067085i,0.00063606-0.00016396i,0.00033633-0.00095047i,0.0007349-0.00076395i,0.00068157+0.00024127i,0.00092682+0.00090325i,0.0018313+0.00023099i,0.0011637-0.00046125i,-0.00018347-0.00046576i,0.00011486-8.4102e-05i,0.00094689+0.00025124i,0.00056328+0.00013563i,-0.00031827+0.00054727i,-0.00065873+0.00084152i,-0.00029062+0.00031028i,-0.0005646-0.00032635i
-3.165e-05+0.00027998i,-0.00086716+0.0018157i,-0.001223+0.0015803i,-0.00040295+0.00034482i,0.00019695-0.00018473i,-0.00046028+1.4477e-05i,-0.00011985+7.2686e-05i,0.00053559+0.00024867i,-1.4577e-05-0.0001024i,-0.00087203-0.00059901i,-0.00097454+0.00024589i,-0.00088205+0.00093547i,-0.00042999+0.00056818i,-0.00017459+0.00061658i,-0.00050262+0.00021337i,0.00011083-0.00017771i,0.00063545+0.00028099i,-1.2018e-05+0.00058903i,-0.00017699-0.00027416i,-6.299e-05-0.00057743i,-0.00010103+0.00014283i,-0.00018109+0.00023617i,0.00039052-0.00032082i
-0.0017622-0.00097544i,-0.0024418-0.00024197i,-0.0023738+0.00032817i,-0.00098906+0.0013065i,2.7454e-06+0.0019837i,0.00039137+0.0022785i,0.00044948+0.0014502i,8.5294e-05+0.00076646i,-0.00037831+0.00085012i,-0.00044761-0.00018765i,-0.00024998-0.00024449i,-0.00041016+0.000312i,-0.0004012+2.457e-05i,-0.00027158+0.00028075i,2.4205e-06+0.00035906i,-0.00053385+0.00017897i,-0.0011656+0.00018637i,-0.00078252+0.00046566i,-8.2806e-05+0.00096531i,0.00017205+0.00049223i,-0.00011449+0.00011702i,-0.00031618+7.5026e-06i,4.3532e-05-0.00039965i
-0.0014955+0.00065246i,0.00068507+0.0016553i,0.002476+0.0036377i,0.0030459+0.0036375i,0.001664+0.0018706i,0.00087832+0.00066353i,0.00055657-0.00031949i,0.00017515-0.00091085i,0.00017386-6.5454e-05i,0.00031442+0.00038158i,-0.00011897-0.00011181i,-0.00023554-0.00014492i,-0.00053716-5.1514e-06i,-0.00048906+0.00050151i,-0.00056587+0.00022703i,-0.00073357-0.00097192i,-0.00018896-0.00054057i,2.0003e-05+8.4616e-05i,0.00022969+0.00022409i,0.00035433+0.00091994i,0.00027441+0.00071569i,-6.1678e-05+0.00041244i,-0.00058779+8.4077e-05i
-0.00010021+0.00022632i,-0.0012989+0.00062337i,-0.0022254+0.00081878i,-0.001356+0.0015869i,0.00044857+0.00094238i,0.001336+0.00022235i,0.00091208+8.6584e-05i,0.00010068+0.00039441i,0.00012467+0.00094775i,0.00037501+0.00072326i,0.00042085+0.00061566i,0.00090932+0.00055823i,0.00043473+0.00029915i,0.00015151+7.8107e-05i,0.0004118-6.7232e-05i,0.00075854-0.00060644i,0.00061165-0.0003922i,0.00036318-0.00047857i,0.00026963-0.00092302i,0.00010308-0.00059917i,0.00022692-8.0626e-05i,0.00082458+7.3979e-05i,0.00074765+0.00031559i
0.00042361-0.00059213i,-0.00056813-0.00022755i,-0.0003602-0.00039433i,-1.035e-05+0.00075823i,-0.00015842+0.00067622i,-0.00016811+9.0355e-06i,-0.00048433+0.00083786i,0.00024508+0.0010805i,0.00053927+0.00056683i,-4.6175e-05-6.0171e-05i,-6.1866e-05-0.00053724i,8.9563e-05-0.00068124i,-0.00051911-0.00063909i,-0.00037182-0.00070406i,0.00061961-0.00059411i,0.00026477+2.1453e-05i,-0.0003109-0.00022028i,-0.0010352-0.00027037i,-0.00061438+0.00016586i,4.3083e-05-0.00043432i,9.7079e-05-0.00048019i,0.00036627+0.00050425i,0.00020729+0.00075009i
0.00068088-0.000689i,0.001291-0.00051647i,0.0018356+0.00021i,0.0033115+0.00085177i,0.0035147+0.00058864i,0.0021065+2.2589e-05i,0.0011728-0.00035744i,0.00045178-0.00048218i,-8.6465e-06-0.00065517i,-0.00014139-0.00038962i,-0.00016017+1.9241e-05i,-0.00029493+0.00014367i,-0.00025047+7.6114e-05i,-0.00046065+1.2229e-05i,2.9379e-05+0.00060602i,0.00018498+0.00071991i,8.0715e-05-0.00056766i,0.00038553-0.0002897i,0.00092523+0.00039435i,0.00050338+0.00030527i,0.00011059+0.0007828i,0.00015487+0.00081775i,-7.8568e-07+0.00063712i
0.00022058-0.0011804i,0.0004955-0.0015558i,7.2636e-05-0.00055009i,-0.0002784+0.00086429i,0.0001477+0.00096826i,3.3615e-05+0.00040376i,0.00076018+0.00024797i,0.001242+0.00039264i,0.0010358-0.00026495i,0.00024178-0.00069058i,-9.3388e-05-0.00016252i,-0.00016343+3.914e-05i,-0.00035826-3.3617e-05i,0.00025172+0.00043672i,0.00021272+0.00020757i,-0.00064368-0.00043187i,-0.00051236-0.00041588i,0.00018161+4.395e-05i,0.00025904+0.00073379i,-7.1167e-06+0.00078562i,-0.00059209-2.4438e-05i,-0.00077981-0.00031162i,0.00010732-0.00072566i
0.00038759+0.00087114i,0.00021744+0.0018482i,0.00045122+0.0021328i,0.0011045+0.0019051i,0.0010861+0.0017839i,-2.1291e-05+0.00064274i,-0.00037189+0.0002301i,0.00046775+0.0010534i,0.00053815+0.00036519i,5.4968e-05-0.00055207i,-0.00026711-0.0006539i,-0.00070888-0.00045662i,-0.0011209+0.00038296i,-0.0010961+0.00081163i,-0.0011242+0.0002447i,-0.0003009+9.4226e-06i,0.00048208+0.00097679i,0.0004969+0.0011378i,-0.00015529-2.6984e-05i,-0.00039748-0.00047993i,0.00071586+0.00022547i,0.00076257+0.0013366i,-0.00044468+0.0012903i
-0.0011055+0.00069362i,-0.00083687+0.00027489i,0.00031632+0.0012633i,0.0018015+0.0021105i,0.0014804+0.0017726i,0.0002736+0.00056191i,0.00039571-9.4352e-05i,0.00062988-0.00046758i,0.00027366-0.00084509i,-1.6543e-05-0.00013685i,-0.00063063+0.00072585i,-0.00085848+8.3918e-05i,-0.00023837+0.00022801i,8.7974e-05+0.00080699i,-3.3489e-05+0.00098823i,-0.00028486+0.00093308i,0.00014094+0.00018981i,0.00034719-0.00044478i,0.00041132-0.00022479i,0.00058032+0.00060139i,0.00074865+0.0010044i,0.00098353+0.0012069i,0.00034281+0.00061995i
-0.00069517+0.00047726i,-0.0001176+0.00081094i,0.0001626+0.0011325i,0.00082275+0.0016121i,0.0017604+0.0012022i,0.0019222+2.1134e-05i,0.00090535-0.0007018i,0.00051681-0.00037365i,0.00057032+0.00013517i,-0.00030592+0.00089248i,-0.00058514+0.0011851i,-0.0002349+0.00038128i,-0.0002102-0.00036211i,-0.00070289+0.00020703i,-0.00022872-4.4732e-05i,0.00063658-0.00075558i,0.00050909-0.00032033i,2.443e-05+0.00018017i,-0.00018935+0.00035904i,2.3134e-05+0.00071611i,0.0011233+0.00076074i,0.00098106+0.0010918i,0.00018401+0.0010078i
-0.00045695+0.0011469i,5.7203e-05+0.0015014i,0.00071316+0.0018476i,0.0010418+0.0016109i,0.00026809+0.0011619i,-3.4246e-05+0.00037386i,0.00032206+0.00021414i,0.0012608+0.00094033i,0.0011662+0.00080709i,0.00073014+0.00013962i,0.00019773-0.00028284i,-0.00021056-0.00018066i,-0.00077237+0.00065117i,-0.0005035+0.0012386i,0.00014835+0.0012049i,0.00044728+0.0007341i,8.1376e-05+0.00031102i,-0.00035066+0.00013359i,-0.00048451+0.00010765i,-0.00016253+9.2075e-05i,0.00085169+0.00019564i,0.00075828+0.00041075i,-0.00011522+0.00046099i
-6.6051e-05-0.00019781i,0.00020176+0.00027554i,3.8545e-05+0.00037152i,0.00068088-0.00014199i,0.0017105+0.00021012i,0.0015061+0.00033474i,0.001173+0.00024118i,0.00029775+0.00065941i,-0.0004765+0.00035965i,-0.0006331-8.0268e-05i,-0.00041283+0.0002682i,-0.00033703+0.00054675i,-0.00087608+0.00023474i,-0.00061237-0.00022032i,-0.00043256-0.00038984i,-0.00033938-0.00030562i,0.00021152-0.00068195i,0.0005728-0.00083025i,0.00010396-0.00089125i,-5.1729e-05-0.00039795i,0.00011036+6.0844e-05i,-0.00017668+0.00022575i,-7.0029e-05+0.0011054i
-0.00092933+0.0010453i,-0.00088009+0.0012419i,0.00029586+0.002088i,0.0026531+0.0033989i,0.0032153+0.0038767i,0.0021438+0.002729i,0.0019464+0.0015365i,0.0011284+0.00096516i,-0.0005204+0.0010239i,-0.00075692+0.001049i,-0.00035609+0.000837i,-0.00042161+0.00018993i,-0.00050279-0.00065244i,-0.00083751-0.00076254i,-0.00065128-3.806e-05i,0.0002274-0.00043425i,0.00054908-0.0006183i,-3.9969e-05+0.0001555i,-0.00064428+5.7428e-05i,-0.00067461-0.00034663i,-0.00013252-0.00047484i,0.0010326-0.00046878i,0.0011191-0.00021806i
0.0014161-0.00090457i,0.0012521-0.0010236i,0.0015043-0.0018032i,0.0012539-0.0018269i,0.0010239-0.00093072i,0.0011658+0.00043165i,0.00045734+0.0010224i,0.00060642+0.0002846i,0.0012207-0.00074042i,0.00089578-0.0010727i,0.00045887-0.00031869i,0.00043563+0.00030035i,0.00034395+0.00013918i,0.00065864-0.0004668i,0.00093704-0.0006335i,0.00031189-0.00023025i,6.1118e-06+0.00030976i,0.00027236-8.444e-05i,0.00046234-0.00078155i,0.00062874-0.00075992i,0.00070386+4.5011e-06i,0.00041963+0.0003844i,0.00069031+0.00016796i
-1.0091e-05-0.0008402i,0.00074058+0.00025214i,0.00097189+0.0010179i,0.00097551+0.00025914i,0.00076785+0.00034269i,0.0010364+0.0010204i,0.0011483+0.00046203i,0.00069278-6.2699e-05i,-0.00058824-0.00073538i,-0.0010387-0.0012609i,-0.00067268-0.00071165i,-0.0010537+0.00015018i,-0.00053321-0.00061003i,0.00055109-0.0013723i,0.00038626-0.00068356i,-0.00034228+0.00024543i,-0.00066677+0.00012152i,-0.00061701-0.00081277i,-6.2746e-05-0.0014712i,0.00020834-0.00083877i,9.0153e-05-0.00019831i,0.0006564-0.00023492i,0.00047871+0.00036169i
-0.00056919+0.0010384i,0.0003764+0.0016627i,0.0013825+0.0021349i,0.0020405+0.0018836i,0.0023246+0.00011277i,0.0023544-0.00095393i,0.0020671-0.00063074i,0.0012135-0.00056887i,0.00052619-0.00050253i,-0.00039397+0.00056016i,-0.00089558+0.00055871i,-0.00054764-0.00010903i,0.00019544-0.00012873i,0.0012559+0.0005422i,0.0013656+0.0012184i,0.00028495+0.0013026i,0.00083916+0.00075244i,0.0014181-0.00012225i,0.00087522-0.00054176i,0.00063522-0.00046222i,0.00030605-0.00078763i,-0.00014619-0.00089091i,-0.00061695-0.00054539i
-0.00025978-0.0002741i,0.00034024+0.0016649i,-0.0010534+0.0022644i,-0.00018379+0.001944i,0.0015708+0.0019103i,0.001378+0.0017604i,0.00031595+0.00046215i,-0.0003131-0.00053961i,-0.00031075-0.0010031i,-0.00017349-0.00047554i,-0.00036023+0.00037287i,-3.1964e-05+0.00060729i,0.00043656+0.00026979i,-0.00015606+9.0537e-05i,-0.00034927-0.00052162i,-1.0026e-05-0.00074748i,-0.00025809+0.00034647i,-7.4791e-05+0.00061099i,0.00037519-0.00032488i,0.00024012-0.00088045i,0.0010023-0.00098261i,0.0016396-0.0011208i,0.00090051-0.00055786i
0.00068638+0.00071975i,0.0013985+0.0010232i,0.001146+0.00045537i,0.00028374-0.00027413i,-0.00031166+0.00067211i,-6.7208e-05+0.0014504i,0.00050274+0.0012167i,0.00068358+0.0015298i,0.00076578+0.0008827i,0.00045905+0.0002801i,-0.00068293+0.00044328i,-0.0010824+9.5904e-05i,-0.00049432-0.00050089i,-0.0002117+0.00051826i,-5.9057e-05+0.0015664i,0.00098448+0.00059002i,0.00099223+8.9853e-05i,2.055e-05+0.0001939i,-0.00046416-4.8863e-05i,-4.7132e-06-0.00030981i,0.001085+0.00012638i,0.00081334+2.6363e-05i,-0.00036075-0.00050635i
0.00068219-0.0017885i,0.0005725-8.6092e-05i,0.00041832+0.0012632i,0.00062268+0.0012324i,0.00057715+0.0012193i,0.00056496+0.00060327i,0.0010031-0.00018815i,0.001329-0.00077411i,0.00095783-0.00027897i,-0.00017378+0.0006979i,-0.000577+0.00085201i,-0.00020621+0.0003525i,8.5826e-05+0.00020199i,0.00038115+8.8549e-05i,0.00058122-0.00022276i,0.00021908-0.00070628i,0.00022519-0.00083259i,0.00067555-1.3435e-05i,0.00058178+0.00013367i,0.00053285-0.00066432i,0.00020492-0.00073791i,-9.5801e-05-0.00043066i,7.637e-05-0.00038453i
-0.0012005+0.00053489i,-0.00015412+0.0014575i,0.00038063+0.0020662i,3.4778e-05+0.002169i,0.00020331+0.0018933i,0.0011588+0.0013088i,0.0011356+0.0012139i,0.00079261+0.0012974i,6.9941e-05+0.00067106i,-0.00043209+0.00017951i,-0.00020972+0.00056637i,-0.00048723+0.00037914i,-0.00076747+4.2793e-05i,-0.0010342+0.00034059i,-0.0014613-0.00028836i,-0.00058851-0.0011045i,0.00055325-0.00010952i,0.0010745+0.00015496i,0.00019365-7.3424e-05i,-0.0007868+0.00062537i,-0.00032589+0.0010274i,0.00040256+0.0012898i,-2.2929e-05+0.00074182i
0.00048901-0.00073673i,0.00046392-0.00067026i,0.0016352-0.0010409i,0.0022584-0.00072733i,0.0015177-0.0010076i,0.00092052-0.0006258i,0.00086814+0.00022068i,0.0011571-0.00022966i,0.0014474-0.00018992i,0.00081081+4.2824e-05i,4.6728e-05-0.00046148i,-0.00023476-0.00054247i,-0.00038054-0.00017833i,7.5875e-05-5.357e-05i,0.00029415-7.5925e-05i,-8.3244e-05-0.00017545i,-0.00014322-0.00013815i,0.00012244+3.7482e-05i,0.0002365+0.00034008i,0.00054462+0.00012607i,0.00068718-2.2919e-05i,0.0010206-0.00021209i,0.0011775-0.0010115i
-0.00014527-0.000353i,-0.00041298-0.00038018i,0.00051581-0.00057455i,0.0017883-0.00023363i,0.0013611+0.00044835i,0.00020443+0.00030054i,-0.00042346+0.00058238i,-0.00033804+0.0008748i,3.8398e-05+0.00018089i,6.5604e-05+0.00018821i,-3.6182e-05+0.00041634i,-0.00026428+0.00057729i,-5.1967e-05+4.2936e-05i,0.00012598-0.00044701i,-0.00022267-0.00044012i,1.7401e-05-0.0002369i,0.00030144+0.00035431i,0.00023723+0.00086101i,0.00047884+0.00053328i,0.00059304+0.00029889i,0.00058951-0.00012288i,0.00073901-6.9734e-05i,0.00037826+0.00085971i
0.00028727+0.00053802i,0.00078799+0.0011266i,0.00091512+0.0015873i,0.0019951+0.0022509i,0.0024825+0.0020296i,0.0012046+0.0014127i,-0.00010988+0.00097981i,0.00041546+0.00077116i,0.00057027-0.00019102i,0.0002811-0.00067131i,9.8433e-05-0.00015551i,-0.00032403-8.3329e-05i,-0.00024985+0.00010482i,-0.00021395-0.00054876i,0.00015407-0.00059795i,0.00065546-0.0001575i,0.00053867+0.00017184i,0.00054991+0.00026283i,0.00049132+0.00044664i,-0.00019517+0.00032915i,-5.8168e-05-0.00076109i,0.00010044-0.00141i,-0.00049159-0.00059567i
