2.9111e-05+0.0002466i,0.00052205-0.0013061i,-0.00052752-0.0026037i,-0.0021089-0.0023091i,-0.0024357-0.0014669i,-0.0023657-8.4701e-05i,-0.0017798+0.0008582i,-0.0004431+0.0002806i,0.0006043-0.00041199i,0.00042332-0.0009928i,-0.00036706-0.0012972i,-0.00055489-0.00072428i,-0.0006214+0.00015207i,-0.0011236+0.00059988i,-0.0011562+0.0011257i,-0.0010435+0.00089418i,-0.00094534-0.00010671i,9.2551e-06-0.00059147i,0.00083365-0.00042411i,0.00030232+5.1687e-05i,0.00028816+0.00041175i,0.0002981+6.291e-05i,-0.0010112-0.00030627i
0.00051585-1.7736e-05i,-0.00014487-0.0001764i,-0.0023431-0.00022293i,-0.0017367-8.7738e-05i,-0.00012815-0.00040877i,-0.0006419+0.00022933i,-0.00099419+0.0013481i,-0.00060843+0.00057048i,-0.00046928-0.00098081i,-0.00086587-0.0013623i,-0.00073627-0.00084694i,-0.00049985+3.5805e-05i,-0.00034589+0.00056885i,2.5903e-05+0.00070421i,-5.4885e-05+0.00052656i,-0.00047273+0.00036905i,-0.00037036-0.00010209i,-0.00024091+0.00027528i,-0.00014355+0.00081619i,-7.1746e-07+0.00054614i,-0.00030424+0.00033388i,-0.00046161-0.00034257i,-0.00032716-0.00032153i
-0.0014112+0.00032353i,-0.00064091-0.00021718i,7.1017e-05-0.00043516i,0.00078418-0.0013321i,0.0008424-0.0016637i,-0.0010511-0.0018282i,-0.0018059-0.00076825i,-0.00097394+0.00038768i,-0.00037622+0.00013859i,-0.00033458-0.00054352i,-0.00048191-0.00058167i,-0.0010282-9.041e-05i,-0.00073222+0.00037655i,0.00063811+0.00014281i,0.0015609+1.698e-05i,0.0012176+7.96e-05i,0.00037254-0.00021985i,0.00079321+0.00014499i,0.0013331+0.00072134i,0.00019523+0.0010755i,-0.00068866+0.00093828i,-0.00028977+1.3284e-05i,8.3662e-05-0.00052319i
0.0005846+0.0010307i,-7.5632e-05+0.0015876i,-0.00048251+0.0014717i,0.00021913+0.00098835i,0.00042452+0.00035513i,-0.00028028+0.00058873i,-0.00076816+0.0012092i,-0.00093717+0.00052628i,-0.00042435-0.00066393i,0.00025446-0.00073537i,-4.8882e-05-0.00099517i,-0.00028685-0.0012273i,-8.5537e-05-0.00025235i,-0.00022286+1.6078e-05i,-0.00048992-0.00081067i,-9.4783e-06-0.0003241i,-0.00049576+0.00082898i,-0.00098884+0.0012425i,-0.00083279+0.00063639i,-0.00019909+0.00018943i,0.00030662+0.00031176i,-0.000521+0.00074589i,-0.0010512+0.0011216i
-0.0027696+0.00069024i,-0.002705+0.00091141i,-0.0022696+0.00079563i,-0.0015608+0.0015658i,-0.00099921+0.0019859i,-0.00095467+0.0013357i,-0.00013059+0.00038514i,0.00042817-0.00012387i,7.534e-05-0.00033645i,-0.00017176-8.3788e-05i,-0.00037962+0.00052033i,-0.00032164+0.00042689i,0.00041929-0.00013929i,0.00080424-0.00017319i,0.00057531+3.8794e-05i,0.0007279-0.00022181i,0.00033378-0.00016153i,-0.00051887-0.00044935i,-0.00040121-0.00040085i,-0.00038939-0.0003648i,-0.0010781-0.0004084i,-0.00096579-0.00027089i,-0.0005967-0.00039926i
-0.0021051+0.00096902i,-0.0023069+0.00021914i,-0.00071045+0.00067069i,0.00035946+0.00048185i,-0.00031044-0.00017684i,-0.00080317-0.00022681i,-0.0011238+0.00076517i,-0.00062601+0.00030506i,5.6915e-05-0.0014322i,-0.00029563-0.0012886i,-0.00075425-0.00031299i,-8.7745e-05+8.7629e-06i,0.00019098+0.00033741i,-0.00041047+0.00058547i,-0.00024901+0.00062677i,0.00036603+0.00057813i,0.00022707+0.00064216i,5.6402e-05+0.00018398i,-0.00016735-0.00035481i,0.00025158+0.00023291i,2.9028e-05+0.00073568i,-0.00041534+0.00059925i,0.00016821+0.00018299i
-0.0021096+0.00030111i,-0.0015341+0.00098634i,-0.0011532+0.00088648i,-0.00067218+0.0010086i,0.00035446+0.00093432i,0.00016394+0.00078127i,7.2779e-05+0.0001765i,0.00015355-0.00011261i,-0.00098086-0.00039645i,-0.0011959-0.00053502i,-0.00061892+7.7075e-05i,-0.00096513-0.00029489i,-0.00041723-0.00058475i,0.00069181-0.0006819i,0.001043-0.00094609i,0.00058976-0.00054842i,-4.6082e-05-0.00034605i,-0.00035988+0.000173i,-0.0010675+0.00095671i,-0.0010715+0.0011939i,9.8375e-05+0.001071i,0.0009139+0.00058479i,0.00089243+0.00023459i
-0.0015763+0.00022783i,-0.0028056-0.00062018i,-0.0019399-0.0014578i,-0.0018803-0.00055917i,-0.0023504-0.00030618i,-0.0024748-0.00029303i,-0.00137+0.00074905i,0.00015459+0.0013322i,0.00087891+0.00025606i,0.00054972-0.00074074i,0.00011129-0.00074422i,0.0004029-0.00030605i,0.00074144-9.5004e-05i,0.00048705-0.000189i,0.00030473-0.00023227i,0.00078799-9.7497e-05i,0.00080746-0.00039614i,0.00068357-0.00076525i,0.00068226-0.00036203i,-2.6791e-05-0.00011531i,-0.00097141+0.00055049i,-0.00066689+0.00087177i,2.9456e-05+0.00038278i
-0.0012576+5.4574e-06i,-0.0013589-0.0006103i,-0.0013824-0.00060047i,-0.00063619+7.584e-06i,-0.00048038-0.00022265i,-0.00055217-0.00047558i,-0.00053987+0.00036196i,-0.00033139-0.00017003i,-0.00021346-0.00073891i,-0.00085775+5.0837e-05i,-0.0012981+0.00062903i,-0.0010563+0.00077343i,-0.00072169+0.00076942i,-0.00095117+0.00025977i,-0.00019401-0.00047423i,-0.00018463-0.00010614i,2.4173e-05+0.00048261i,0.00044175+0.00063968i,5.0925e-05+0.0006173i,7.1125e-05-0.00025487i,0.00021246-0.00019366i,0.00020502+0.00045858i,0.00030597+0.00055596i
-0.0017799+7.0041e-05i,-0.0020691+0.00079741i,-0.0026613+0.001374i,-0.0016586+9.9184e-05i,-0.00013626-0.0006039i,0.00013116+0.00029311i,-0.00064142+0.00024941i,-0.00071901-0.00063874i,-0.00078918-0.001142i,-0.00097695-0.0014528i,-0.00058893-0.0010332i,1.8226e-05-0.00011602i,0.0006142+0.00013116i,8.3207e-05-0.00032159i,-0.001209-0.0010865i,-0.00048657-0.00068086i,0.00020179-0.00020595i,-3.1648e-05-0.00028197i,2.536e-05-0.0009274i,0.00041981-0.00081217i,0.0011497+5.3531e-05i,0.00056092+8.2395e-05i,-0.00058887+0.00011442i
-0.0028241+0.00088637i,-0.0033058+0.001442i,-0.0037525+0.001974i,-0.0023692+0.0022927i,-0.0017059+0.00070387i,-0.002054-0.00035461i,-0.0011972+7.7488e-05i,-1.2781e-05+0.00014868i,0.00011282+1.4435e-05i,-0.0003143-0.00016738i,0.00028895-0.00059296i,0.00096013-0.00033085i,0.00070206+0.00028775i,0.00038682+0.00063707i,0.00047223+0.00028382i,0.00025149-0.00040019i,0.00010027-0.0010555i,-0.00040145-0.00083123i,-0.00026653-0.00020313i,0.00054352+0.00037126i,-0.00022744+0.00018093i,-0.0010189-0.00013634i,-0.00064916-0.00071764i
-0.0034184-3.2448e-05i,-0.0032782+0.0011682i,-0.0024298+0.0023726i,-0.00061933+0.0022187i,-0.00014994+0.0015679i,-0.00040193+0.00095063i,-0.00040943+0.00053855i,-0.00010722-0.00060761i,3.1264e-05-0.0014112i,-3.2118e-05-0.00077783i,-7.7858e-05-7.3971e-05i,1.3325e-05-9.0516e-05i,-0.00079606-0.00035466i,-0.0011576-0.001024i,-0.00037365-0.0011084i,-0.0001536-0.00071804i,-0.00010037-0.00032667i,0.00035888+0.00048033i,0.00014761+0.0008615i,-0.00065405+0.00057572i,-0.00049558-2.2111e-05i,0.00013621+0.0002509i,0.00032017+0.0010118i
-0.0017737+0.0017171i,-0.0021746+0.0015416i,-0.0020718+0.00083302i,-0.0008278+0.0003776i,-7.7613e-05+0.00026107i,-0.00073164+0.00047663i,-0.00069559+0.00069715i,0.00015261+0.00049723i,4.4531e-05-0.00021794i,0.00014833-0.0003599i,-0.00018705-7.966e-05i,-0.001377-0.00033076i,-0.00077324-0.00030835i,0.00043625-2.1812e-05i,0.0006565-0.00024178i,0.00068571-0.0002481i,0.00030487+8.741e-05i,0.00032712+0.00027117i,0.00028064-2.685e-05i,-0.00035835-0.00021766i,-0.00018571+0.00080604i,0.00022073+0.0010986i,-0.00061991-7.2485e-05i
0.0010924+0.0012578i,0.00049142+0.00046053i,0.0002176-0.0011563i,-0.00066847-0.0016718i,-0.0013126-0.00031542i,-0.0024641+0.00055616i,-0.0024878+0.00042965i,-0.0012819-0.00064776i,-0.00050046-0.00068366i,-0.0012822-0.00083137i,-0.0010654-0.0014383i,-0.00096017-0.00090355i,-0.0021443+0.00065769i,-0.0027621+0.0012716i,-0.0025464+0.0013796i,-0.0011789+0.001019i,7.0767e-05+0.0003695i,0.00079902+0.00041186i,0.0010039+0.0005503i,0.0005661+0.00046158i,0.0011407+0.00065136i,0.00092914+0.00013913i,-0.00029199-0.0009605i
-0.0023454+0.00036521i,-0.0026884-0.00060797i,-0.0016605-0.00096164i,-0.00050532-0.00051783i,8.2732e-05-0.00072489i,5.7522e-06-0.00046123i,-0.00010268+0.00029328i,-0.00016529-0.00015007i,-0.00041787-0.0014837i,-0.00048298-0.001764i,-0.00027769-0.001123i,-0.00032463-0.00078772i,-0.00040782+2.6088e-05i,-0.00057054+0.00091493i,-0.00055795+0.00057117i,-0.0009902-0.00013526i,-0.0012157-0.00026312i,-0.00021777+2.0913e-05i,3.0417e-05+0.00031275i,-0.0012937+6.6746e-05i,-0.0011045-0.00023198i,2.223e-05+0.00019142i,0.00021446+0.00058429i
-0.001071-0.00050313i,-0.00029792+2.9977e-06i,-0.00026895+0.0013317i,-0.00032121+0.0015718i,-0.00037032+0.0013696i,5.8138e-05+0.00021641i,0.00061045+0.00026179i,0.00017789+0.0011414i,-0.0006834+0.00090358i,-0.0012074+0.00050272i,-0.00089754+7.795e-05i,0.000178-0.00039815i,0.00028171-5.0101e-05i,-0.00041063+0.00032524i,-0.00012235+0.00016202i,0.00044949+0.00042081i,5.0589e-05+0.0006216i,-0.0012395+0.00044759i,-0.0014368+0.00052166i,-0.00033862+0.00046821i,0.00010614+0.00082873i,-0.0006107+0.00093118i,-0.00055598+7.2025e-05i
0.00098811+0.0021825i,0.00048698+0.00078237i,0.00013532-0.0011236i,-0.0007427-0.0011419i,-0.001669-0.0014445i,-0.0024325-0.00064722i,-0.0016732+0.00057309i,0.00025185+0.00039331i,0.0010854-0.00014289i,9.3662e-05-5.3048e-05i,-0.0010832-0.00060345i,-0.0013723-0.00040161i,-0.0015797+0.00048706i,-0.0015658+0.00022737i,-0.0015324+0.00021349i,-0.00032357+0.00047137i,0.00076306-6.7858e-05i,0.0005179-0.00052836i,-0.00056633-0.00021717i,-0.00075721-0.00038804i,-6.697e-05-0.00021789i,-0.00021142-5.6683e-06i,0.00030241-0.00017512i
-0.0022975+0.00055695i,-0.002034+0.0016018i,-0.0016501+0.0022437i,-0.0011211+0.0019952i,-0.00064291+0.0011848i,-0.00051787+0.00025728i,-0.00028663-0.00011687i,-0.00098903+0.00013767i,-0.0009018-7.1263e-05i,0.00042246-0.00039518i,0.00042746-0.00043225i,0.00032497-0.0003139i,0.0010247+0.00033011i,0.00055597+0.00088455i,-0.00020287+0.00077337i,-0.0001032+0.00045277i,0.00051609+0.00043552i,0.00074663+0.00092177i,0.00057294+0.00069018i,0.00025348+0.00022992i,0.00013458+0.00054833i,0.00060635+0.0007566i,0.00045472+0.00033341i
-0.0027793-0.0011349i,-0.0025398-0.00056534i,-0.002986+0.00020096i,-0.002178+0.00041418i,-0.00071858+0.0012663i,4.5173e-05+0.0020112i,9.8865e-05+0.00088276i,-0.00027391-0.00059173i,-0.0006612-0.0008283i,-0.00085808-0.00018867i,-0.00033654+0.00041124i,-0.00017504+0.00089823i,-8.1092e-05+0.00040971i,0.00090993-1.2071e-05i,0.0012305+0.00039691i,0.00082278+0.00048304i,0.00067463+0.00049089i,1.8898e-05-0.00016931i,-8.4597e-06-0.00063652i,0.000213-0.00024598i,0.00017568-0.00040097i,0.00041088-0.00058588i,0.00053893-0.00026807i
-0.0029943+0.00058963i,-0.0031269+0.00087397i,-0.0017505+0.00079408i,0.00026046+0.0008211i,0.0010504+0.00040527i,-0.00012404-0.00011636i,-0.00024913+0.00016839i,0.00054549+0.00021077i,0.00046613+3.73e-05i,0.00019966-0.00047625i,7.9786e-05-0.00049892i,-0.00019954+0.00043916i,-0.00037739+0.00042432i,-0.00024228-8.5366e-05i,-5.2402e-05-0.00025202i,-0.00036714-1.4867e-05i,-0.00034024-0.00016602i,-0.00021651-2.9505e-05i,-0.00010789+0.00031493i,-0.00022873+0.00074439i,-8.1798e-06+0.00023902i,0.00072604+0.00038145i,0.00056996+0.00084525i
-0.0014017+0.0010928i,-0.0019849+0.0006295i,-0.0018119+0.00071976i,-0.00063244+0.00031893i,-0.00042951-0.00032694i,-0.0012331+0.0011946i,-0.0016797+0.0027587i,-0.00095081+0.0013206i,-0.00040071-0.00046357i,-0.00028424-0.00062961i,0.00035776-0.0005014i,0.00059138-0.00026341i,-0.00023022+7.2554e-05i,-1.4547e-05+0.00055094i,-6.5731e-05+0.0010759i,-0.0001597+0.0010272i,-4.1026e-05+0.00031579i,-0.0002335+0.00098075i,-0.00042427+0.0013418i,7.0846e-05+0.00036995i,0.0001993-0.00022961i,-0.00028042-0.00040078i,-0.00016814-0.00011435i
-0.0020137-0.00041462i,-0.0029217+0.00016744i,-0.0037311+0.0011155i,-0.0032319+0.00040881i,-0.0024163-0.00068534i,-0.0020834+0.00064183i,-0.00055751+0.0013891i,0.00086928-2.072e-05i,0.00020388-0.0013588i,-0.00062474-0.00099116i,-0.0010264+8.119e-05i,-0.0010346+0.0010909i,-0.00030149+0.0012887i,0.00034622+0.00079017i,0.00041988+0.0010277i,-0.00043773+0.0011884i,-0.00072027+0.0008801i,-0.0001655+0.00063022i,1.115e-05+0.0002798i,-0.00010397+0.00015931i,-9.3494e-05+0.00040365i,-0.00058282+0.00076689i,-0.00047542+0.00047275i
-0.0011633+0.00058306i,-0.0021057-7.5572e-05i,-0.0016603-0.00040045i,-0.00075168-4.3353e-05i,-0.00066671-0.00030867i,-0.0016529-3.8361e-05i,-0.0016706+0.00067805i,-0.00074303+0.00036984i,-5.9184e-05-0.00030148i,0.00040095+6.3822e-07i,0.00037033+0.00048175i,0.00037618+0.00076797i,0.00045065+0.00084674i,0.0003111+0.0010984i,0.0001633+0.00052664i,0.0003298+0.00050726i,-9.9661e-06+0.00070345i,-4.3343e-05+0.00012287i,0.00042473+0.00021661i,0.00033433+0.00038731i,9.0498e-05+0.00072984i,0.00065505+0.00064802i,0.00052583+0.00075485i
-0.0014783-0.00016644i,-0.0019596-0.0004136i,-0.0021058-0.00076063i,-0.00085061-0.00052149i,-4.3996e-05+3.8318e-05i,-0.00034022+0.00083532i,-0.0001477+0.0011911i,-4.5168e-05+0.00043298i,-6.0669e-05-0.000593i,0.00013752-0.00052864i,-0.00051845+4.4302e-06i,-0.0011268-2.3457e-05i,-0.00039652+0.00010252i,0.00075569+0.00076491i,0.00044436+0.00082961i,0.00024078-2.5001e-05i,0.00056948-0.00024336i,0.00017021-0.00017488i,-0.00028217-0.00012038i,4.9207e-05+7.0634e-05i,3.1878e-05+0.00078195i,-0.00078308+0.00098545i,-0.00074182+0.0008155i
-0.00079692+0.00039411i,-0.0013484+0.00098837i,-0.0015117+0.0017169i,-0.00031369+0.0011369i,-0.00074244+0.0003712i,-0.0016544+0.00045636i,-0.0016004+0.0003703i,-0.001081+6.1855e-05i,-0.00093099-0.00035824i,-0.00088192-0.0001483i,-0.0012228+0.00022347i,-0.00086794+0.0007526i,-0.00058989+0.00098098i,-0.0008897+0.00013418i,-0.00066913-0.0007468i,-0.00041731-0.00086047i,-0.00048775-0.00042217i,-0.0010011+4.719e-05i,-0.00091462-0.00016193i,-0.00029725+1.8718e-05i,-0.00014651+0.00038698i,0.00046516+0.00053624i,0.00045003+0.00041777i
-0.0030861-0.00013332i,-0.0022628-0.00014741i,-0.0016959+0.0007024i,-0.00082067+0.0014874i,0.00032103+0.0011312i,-0.00036764+0.00034336i,-0.0010661+9.6407e-05i,-0.00047291-0.00070884i,-0.0002031-0.0012825i,0.00023212-0.0008885i,0.00094439-0.00041023i,0.00054373-0.0005177i,0.00017369-0.00013034i,0.00014839+0.00016441i,-8.1484e-05-0.00036957i,0.00039385-0.00026944i,0.00018981+0.00052558i,-0.00014701+0.00092861i,0.00014842+0.00018288i,0.00029784-0.00035283i,0.00019467-4.9528e-05i,0.00049981-3.0261e-06i,0.00098842+1.5722e-06i
-0.0020121+0.0012953i,-0.0026769+0.0017612i,-0.0022402+0.0012882i,-0.0015456+0.0017777i,-0.00053539+0.0016129i,0.00070095+0.00086424i,0.0010918+5.9478e-05i,0.0010621-0.00023334i,0.00034263+1.2521e-05i,-0.00038362-0.00020874i,-0.0001037-0.00046394i,0.00018859-0.0003403i,-0.00039282+0.00026036i,1.8376e-05+0.00067111i,0.00069833+0.00065728i,0.00022514+0.0012205i,-0.00026976+0.00083231i,-0.0001517-0.00042833i,-0.00023354-0.00073435i,-0.00052009-0.00054758i,-0.00040117+0.00016908i,-0.00034365+0.00022339i,-0.0010692-0.00027506i
0.00094542+1.1937e-05i,-0.0002415-0.0017897i,0.00029663-0.0028213i,0.00030379-0.0019374i,-0.0011476-0.00072875i,-0.0022097+0.00073459i,-0.0014166+0.0022389i,0.00048586+0.0021916i,0.0010111+0.00065729i,0.00022468-0.00067599i,-0.00065432-0.00084277i,-0.0014737+0.00038013i,-0.0011037+0.00047449i,-0.00013445+0.00028362i,-0.00012124+0.00075643i,-0.00023745+0.00074698i,1.3759e-06-0.00035211i,0.00052114-0.00052607i,0.00069755+0.00052009i,0.00027455+0.00073761i,-7.6079e-05+0.00031013i,-0.00025328-5.8753e-05i,-0.00071123+0.00016188i
-0.0024517+0.0027272i,-0.0031903+0.0011169i,-0.0025444+0.0010616i,-0.0013799+0.00096665i,-0.0013342+0.000148i,-0.0013608+0.00023135i,-0.0016054+0.00039628i,-0.0012908-0.00040406i,-0.0003041-0.00094283i,0.00053366-0.00050229i,0.00039332+0.00016757i,-5.9716e-05+0.00027862i,-0.00072026+0.00012747i,-0.0012705+0.00013263i,-0.00056943-0.00041932i,-8.0082e-05-0.00098412i,0.00058711-0.00076035i,0.0010433+0.00041356i,8.978e-05+0.00063686i,-0.00039384-0.00017386i,-0.00017189+0.00037182i,-0.00023966+0.00097014i,0.00018563+0.00058506i
-0.0034836+0.0016529i,-0.0042617+0.0017061i,-0.0042908+0.0023721i,-0.0025711+0.001511i,-0.00082503+0.00013095i,-0.00066099-4.5215e-05i,-0.00088181-0.00055534i,-0.0009927-0.00027525i,-0.00049856+0.0011579i,0.00012787+0.0012825i,-2.93e-05+0.00055037i,-0.0006122+0.00042495i,-0.00048273+4.1619e-05i,0.00054291-2.1181e-05i,0.0012137-0.00036212i,0.00057936-8.764e-06i,-0.00069716-0.00011181i,-0.001268-0.00081652i,-0.00032659-0.00036607i,-0.00035565+0.00020987i,-0.00088704+0.00032043i,-0.00070024+2.5592e-05i,-0.0001043-0.00054789i
-0.0016858-0.00053596i,-0.00080925-0.0018678i,0.00014874-0.0015322i,4.0787e-06-0.0016767i,-0.00021052-0.0017054i,-0.00015178-0.00053787i,-0.00081341+0.00020281i,-0.0005573-1.9716e-05i,0.00020678-0.00035343i,0.0002328-0.00060687i,0.00013844-0.00047239i,-0.00038014-0.00017621i,-0.00073476+0.00075349i,-0.00075381+0.0012243i,4.0585e-05+0.0008813i,0.00065004+0.0010979i,0.00075519+0.0010511i,0.00094711+0.00055619i,0.00039378+0.00049369i,-0.00016047+0.00068767i,-0.0001203+0.00058283i,0.00014983+0.00027987i,-3.6581e-06+0.00036641i
-0.0024729+0.00042637i,-0.0019157+0.00027656i,-0.0015311+0.00018566i,-0.00084201+0.00049348i,-0.00065839+0.0006342i,-0.0015554+0.00037618i,-0.0019555+0.00017827i,-0.0011435+0.00021097i,-0.00038158-0.00025672i,-0.001103-0.00067594i,-0.0014029-0.00039363i,-0.00089787-0.00064683i,-0.00052683-0.00025555i,-0.00054832+0.00063537i,-0.00067692+0.000924i,-0.00030657+0.00084245i,0.00031011+0.00039956i,0.00044652+0.00055538i,0.00096436+0.00096312i,0.00060323+0.00021999i,-0.00025348-0.00048981i,-0.00014343-0.0005654i,-2.6816e-05+0.00030855i
-0.0032145+0.003153i,-0.0029533+0.0033687i,-0.0022479+0.0045405i,-0.00071377+0.0039206i,0.00067748+0.0014528i,-0.0003866-0.00029281i,-0.0014336-0.00093588i,-0.0011658-0.00052126i,-0.00053039-0.00052152i,2.8627e-05-0.00024909i,0.00018741+0.00039278i,-3.5358e-06+4.9684e-05i,0.00033047-0.00029838i,0.0011052-0.00085984i,0.00098089-0.0013954i,0.00041702-0.00060293i,0.00044075+0.00069292i,0.00030895+0.00088117i,-0.00065086+0.00050257i,-0.0015146+0.00031198i,-0.00079709-2.6586e-05i,-0.00023549-9.0577e-05i,-0.00067589+0.00041729i
-0.0028545+0.0018018i,-0.0030729+0.0020267i,-0.0019052+0.0012945i,-0.00016782+0.00025351i,-0.0002467-0.0002556i,-0.001452-0.0002858i,-0.0018116-0.00025252i,-0.0017482-0.00055165i,-0.0019356-0.0010735i,-0.00079004-0.0010342i,-0.00052362-0.00062227i,-0.0014823-0.00030507i,-0.00050179-5.3049e-05i,-9.8563e-05-0.00027843i,-0.00085553-0.00014638i,-0.00070707+0.0002291i,-0.00018526-0.00024339i,-0.00035848-0.00050699i,-0.00034373+0.00040539i,-0.00046048+0.0010065i,-0.00050001+0.00059808i,0.00014181-0.00022859i,0.00027779-0.00050756i
-0.0023362+0.00030089i,-0.0024997+0.00026316i,-0.001374+0.00098582i,-1.5609e-05+0.00064593i,0.00013754+0.00023822i,-0.0014415+0.0013586i,-0.0022033+0.0019762i,-0.0010872+0.0011876i,-0.00066276+0.00018648i,-0.00043847-0.00034551i,3.1622e-05-0.00038873i,-0.00023546-0.00014716i,-0.00076699+0.00065098i,-0.00037048+0.00068249i,2.3885e-05+0.00011506i,-0.00014483+0.00013655i,-0.00021105+0.00036719i,3.832e-05+0.00049385i,-0.00024464+0.00033531i,-0.00058835+5.367e-05i,-0.00025133+0.00013293i,0.00070276+0.00032336i,0.00089686+0.00040187i
-0.0013363-0.0012305i,-0.0029071-0.001772i,-0.0031439-0.0016156i,-0.0026352-0.00099592i,-0.0015023-0.00073827i,-0.00046971-5.8867e-05i,0.00096644+2.3477e-05i,0.0019136-0.0010429i,0.0015176-0.0016749i,0.00096704-0.0011647i,7.2607e-05-0.0010935i,-0.0011783-0.00064314i,-0.0010277+0.00075617i,-0.00048089+0.0018595i,-0.00030332+0.0012119i,2.6243e-05+0.00014681i,0.00010556+7.9759e-05i,0.00054613+0.00043473i,0.00031316+0.00054721i,-0.00024052+0.00053879i,-0.0001687+0.00076258i,-8.7644e-05+0.00073035i,-3.2881e-05-4.3882e-05i
-0.0046704-0.00013513i,-0.0046271+0.00033035i,-0.0043718-0.00029649i,-0.0030096+0.00014508i,-0.0012689+0.00074535i,0.00020248+0.00019986i,0.00066424-0.00033659i,0.00095399-0.00060053i,-0.00015884-0.00041168i,-0.0011288+0.00021051i,-0.00066541+0.0003381i,-0.00023084+0.00026949i,0.00049317-0.00021156i,0.0010385-0.00036564i,0.0010269+0.00028241i,0.00055637+0.0003385i,0.00054265+0.00012647i,0.00048886-0.0005513i,0.00044255-0.00087994i,9.9142e-05-0.00016869i,-0.00014318+0.00073115i,3.2829e-05+0.00069393i,1.8157e-05+0.00036993i
-0.00038428-0.00030784i,-0.0005368+5.4098e-05i,-0.0009861+0.00024182i,-0.00061706-0.00073158i,-0.00048564-0.0010198i,-0.0014491+0.0002668i,-0.0023089+0.0012186i,-0.0011682+0.00036924i,0.00017693-0.00030926i,-0.00041117-0.0001342i,-0.00050603-0.00017156i,0.00028402+0.00040738i,-0.00025154+0.00082589i,-0.001438+0.00096001i,-0.0016698+0.00047085i,-0.000971-0.00024534i,-0.00039496-0.00021137i,0.00050886-0.00020776i,0.00060858+7.2463e-05i,3.1993e-05+0.00052577i,0.00019645+0.00036336i,0.0010221-0.00024381i,0.00093006-0.00017689i
-0.0001282-0.0011878i,0.00077158-0.0012082i,0.00071012-0.0012467i,-0.00038073-0.00087608i,-0.00070686-0.00079766i,-0.00086818-0.00045608i,-0.0010066+6.1747e-05i,-8.4852e-05+0.00012949i,9.3327e-05-0.0003959i,-0.00079299-0.00050085i,-0.0012159-0.00067692i,-0.00058648-0.00028677i,0.00016195+0.00086358i,-0.00055218+0.00068325i,-0.0014844+3.2731e-05i,-0.00082797+0.0002349i,0.00011307+0.00074405i,-0.00024007+0.00072875i,-0.00068084+0.00070816i,-0.0001615+0.00067549i,-0.00035637+0.00048573i,0.00011093+0.0002105i,0.0008165+0.00013381i
-0.0010132-0.0017322i,-0.0024767-0.00065075i,-0.0032645-0.0012219i,-0.0026429+0.00014254i,-0.0021878+0.0012747i,-0.0022326+0.0017803i,-0.0019677+0.0016147i,-0.00083267+0.00046282i,-0.00067277-4.7085e-05i,-0.0010527-0.00041315i,-0.0012802-0.00048032i,-0.0012663-8.617e-05i,-0.00080045+0.00029779i,-0.00054413+0.00047501i,0.00050881+0.00054436i,0.00090191+0.00036923i,0.00077522+5.6557e-05i,0.00075506+0.00015197i,0.00083161+2.2302e-05i,0.00092624-0.00011338i,0.00040862+0.00055396i,-0.00042886+0.0011858i,-0.00067705+0.00037326i
-0.00085971+0.0010563i,-0.00099696+0.00094525i,-0.00023641+0.00040234i,-0.00033005-0.00081864i,-0.00082006-0.0011296i,-0.00058213-0.0010869i,-0.00027902-0.00012652i,-0.00074598+0.00064061i,-0.000736+0.000223i,-0.00013394-0.0011518i,0.0003984-0.0015053i,0.00049338-0.00029473i,0.00020852+0.00076589i,-0.00076562+0.00082968i,-0.00064455+7.1497e-05i,8.3727e-05-0.00041988i,-0.00022249-0.00072592i,-0.00042281-0.00073601i,-0.00050192+9.2127e-05i,-2.2866e-05+0.00068753i,0.00032373+0.00023051i,0.00031472-0.00020415i,0.00073716-0.00037608i
-0.0019748+0.00099337i,-0.0032182+0.0013173i,-0.0029292+0.001195i,-0.0021224+0.00074397i,-0.0012624+0.0002051i,-0.00031462+0.00037573i,-0.00037256-0.00013493i,-0.00040434-0.00098617i,-0.00027878-0.00061167i,-0.00042468-0.00021245i,-6.8661e-05+0.00033073i,0.00028989+0.00022396i,0.00056998-0.00027542i,0.00069639+1.6205e-05i,-1.6734e-05+5.1733e-05i,-0.00018972-0.00014544i,1.4198e-05-0.00080965i,0.00011736-0.00097819i,0.00050631-0.0002262i,0.00020476+5.0064e-05i,-0.000558+0.00017341i,-0.00045204+0.00044546i,-0.00051733+0.00058576i
-0.0019039+0.0010181i,-0.0018375+0.00067415i,-0.0012677+0.0007135i,-0.00028278+0.00085074i,-0.00082265+0.00072864i,-0.0021634+0.00071872i,-0.0011923+0.00048968i,0.00047984+2.0516e-05i,0.00037213-0.0002295i,-7.8458e-05+0.00016008i,0.00060473+0.00035505i,0.0010385+0.00036534i,0.00055053+0.00031397i,0.00012376+0.0001395i,0.0002945-0.00011078i,1.6883e-05-0.00032068i,-0.00040678-1.499e-05i,-0.00031142+0.00027407i,0.00064791+1.5303e-05i,0.0010501-0.00025461i,-1.3358e-05-0.00037074i,-0.00076716-0.00086181i,-0.0010153-0.00075404i
