0.0031826-0.0018902i,0.0028838-0.0025803i,0.00043709-0.0036102i,-0.0017222-0.0034471i,-0.0036024-0.0014398i,-0.0038897+0.00046189i,-0.0019848+0.00048952i,-0.00011043+0.00022612i,0.00071762-0.0002309i,0.00051862-0.00072081i,-0.00033093-0.0014554i,-0.00084375-0.0016845i,-0.00082444-0.00065744i,-0.00088798+0.00038293i,-0.0010788+0.00040294i,-0.00103+0.00098321i,-0.0010349+0.00098974i,-0.00041968+0.00012267i,-0.00028879-0.00061825i,-0.00054386-0.00024232i,-0.00017311+0.00010239i,-0.0001324-0.00044038i,-2.7778e-05-0.00084526i
0.00016292-0.0013734i,-0.00049194-0.00057734i,-0.0010267+0.0013571i,-0.0012721+0.0019952i,-0.00099491+0.0018888i,-0.00075532+0.0018399i,-0.00014571+0.0016407i,-0.0001422+0.0011409i,-0.00070424-0.00022416i,-0.00027269-0.00041509i,2.7809e-05+0.00017886i,-0.001044+0.00024656i,-0.00077179+9.7308e-06i,-2.4166e-05-1.8814e-05i,0.00041168+0.00042319i,0.0012086+7.4564e-05i,0.0012962-0.00057443i,0.00044234+0.0002631i,0.0001258+0.001121i,0.00047304+0.00086525i,0.00014472+0.00028312i,-0.00031283+0.00017968i,0.00027926+0.00057471i
0.00040709+0.00028713i,0.0012067-0.00067449i,0.0010369-0.0011535i,0.00090578-0.0010405i,0.00045665-0.00062996i,0.00031525-0.00010479i,0.00023746+2.4216e-05i,0.00040806-0.00042401i,0.00054363-0.00023838i,0.00082889+0.0008081i,0.0018871+0.0011717i,0.0023211+0.0010524i,0.00066653+0.00135i,-0.00080958+0.0014548i,-0.00017563+0.0013533i,5.2866e-05+0.0010705i,9.3709e-05+0.00067113i,0.00035658+0.00096143i,1.1792e-05+0.0014603i,7.8102e-06+0.00084335i,0.00039965+0.0011188i,0.00066562+0.0013389i,0.00099134+0.00024293i
-0.0010808+0.00010641i,-0.00031072+0.00081771i,-0.0004907+0.0015004i,-0.0016416+0.0012454i,-0.00078744+0.00089528i,-7.032e-06+0.00017871i,-0.00031539-3.4824e-05i,-0.0001238-9.1876e-05i,8.0725e-05-0.00035351i,0.00026942-7.4395e-06i,0.00068013+0.00087192i,0.0009116+0.0012287i,0.00040841+0.0014075i,4.0484e-05+0.0022617i,-0.00036615+0.0024451i,-0.00058942+0.0020386i,-0.00075491+0.0021876i,-0.00040425+0.0013518i,4.404e-05+0.00062381i,-0.00053641+0.00069269i,-0.0009563+0.00035666i,-0.00019573-0.00016101i,0.00034745-4.9687e-06i
-0.0015766-0.00026025i,-0.0022431-0.00085995i,-0.0028189-0.0013258i,-0.0030721-0.00193i,-0.0025378-0.0013514i,-0.0019086-0.00049365i,-0.0012099-0.0011137i,-0.0005482-0.0013419i,4.1732e-05-0.0016239i,-0.00028351-0.0014858i,-0.00012826-0.00056141i,0.00038642-0.00024205i,-0.0001649-0.0008637i,-0.00042637-0.0010357i,-0.00029187-0.00010411i,-0.00079531+0.00027181i,-0.00038383-0.00077725i,0.000252-0.00098683i,-0.00012513-0.0003585i,-0.00042994-0.00022536i,-0.0004751+0.00018475i,-9.5303e-05+0.00023319i,0.00070807+0.00052502i
0.00014444-0.002343i,-0.00049633-0.0028729i,-0.0014906-0.0017884i,-0.0020391+0.0005456i,-0.0022287+0.001172i,-0.0018233-0.00019705i,-0.00042091-0.0007529i,5.9908e-05-0.00020177i,-0.0012212-0.00068954i,-0.0016622-0.00083946i,-0.000964-7.5838e-05i,-0.00030514-0.00055402i,0.00032745-0.0014919i,0.00013017-0.0014557i,-0.00083413-0.0018495i,-0.0015692-0.0014298i,-0.0021951-0.00042441i,-0.0022695-0.00081699i,-0.0010339-0.0014598i,-1.3583e-05-0.00060055i,-0.00025821+0.00069292i,-0.00063938+0.0008499i,-0.00072409+0.00033597i
0.0034262-0.0012395i,0.0027003-0.0023284i,0.00065539-0.0019526i,-0.00032181-0.00064161i,-6.3732e-05-0.00063905i,-0.0010917-0.0015767i,-0.0017449-0.00087459i,-0.0015174+0.00044193i,-0.0016089+0.00074773i,-0.0011559+0.0012666i,-0.00045872+0.0015168i,-0.00026056+0.00088938i,-0.00097097+0.00035833i,-0.0012096-0.00041292i,-0.00055285-0.0011975i,0.00019906-0.00095357i,6.4611e-05-0.00074203i,-0.0013804-0.00050392i,-0.0020075-0.00012951i,-0.0011833+4.1214e-05i,-7.0274e-05+0.00084575i,0.00017603+0.0021532i,-0.00029633+0.0026036i
0.0036934-0.00081957i,0.0015568-0.0021563i,-0.00085946-0.002602i,-0.0020481-0.0022439i,-0.0018266-0.0016336i,-0.0013008-0.0014462i,-0.00035541-0.0012534i,0.00053156-0.00079021i,0.0005463-0.00077502i,8.7693e-05-0.00062229i,-0.00019071+6.145e-05i,-0.00056678-3.8598e-05i,0.00030327-0.00032596i,0.001025-0.00069497i,0.00048935-0.0015275i,0.001069-0.0011042i,0.0012194-0.0003091i,0.00025484-0.0006883i,0.00032106-0.00080681i,0.00058185-0.00013444i,0.00012087+0.00022103i,-3.9306e-05+0.00046616i,-0.00049853+0.00080397i
0.0015759+0.0010908i,0.0014973-3.1776e-05i,0.00037899-0.0012854i,-0.00052236-0.0017691i,-0.00072669-0.00050286i,-0.00069535+0.00032337i,-0.00024623+0.00031948i,0.00032054+0.00026886i,0.00038826+0.00053268i,-0.00037695+0.00032942i,-0.0004058-0.00050079i,0.0001553-0.00067842i,0.00031035-0.00044203i,0.00021994-3.3894e-05i,0.00068059-0.00015315i,0.0008447+0.00024019i,0.00073935+0.0010826i,0.00087907+0.0012313i,0.00062261+0.0007479i,-0.00011585-0.00060393i,-0.00039912-0.001122i,-0.00053591-0.00089118i,-0.0007933-0.00085525i
-0.00025798-0.00099078i,-0.0017059-0.0010754i,-0.0035976-0.001127i,-0.0038602+0.00031887i,-0.002745+0.0004578i,-0.0014728-8.6121e-05i,-0.00072181-0.0005418i,-4.3798e-05-0.00089077i,2.9111e-06-0.0011089i,-0.00058228-0.00054661i,-0.00085955+5.5447e-05i,-0.00043902-0.00015884i,0.00063066-0.00036065i,0.0010868+4.7862e-05i,0.00083182+0.00067153i,0.0011419+0.00049817i,0.0014739+0.00043426i,0.0014207+7.5086e-05i,0.0014285-6.2198e-05i,0.00059705+0.00016909i,-0.00021833-0.0006296i,-0.00046057-0.00064812i,-0.00091572-0.00013528i
0.00026194-0.0039374i,-0.00092318-0.0038381i,-0.0012106-0.0028456i,-0.0019407-0.0017681i,-0.0022039-0.0004765i,-0.0018342+0.0016748i,-0.00065501+0.0023018i,0.00057946+0.00070329i,0.00081977-0.0011586i,0.00011448-0.00097838i,-0.00054946+0.00029256i,-0.00047683+0.0011556i,-0.00025251+0.00066811i,0.00019162+0.00075181i,0.00040817+0.0011292i,6.3503e-05+0.0003546i,-3.8966e-05-0.00085312i,0.00021264-0.00079599i,0.00014851-0.0003359i,-0.00014469-0.00044116i,-0.00042993-0.00038044i,-0.00083308+0.00032719i,-0.00061651+0.00036686i
0.00052257-0.0010723i,0.00069248-0.002845i,5.9138e-05-0.003414i,-0.00066413-0.0023889i,-0.0007442-0.0016585i,-0.00068582-0.0011055i,-0.00076877-0.00048929i,-0.0012985+0.0001778i,-0.0016197+0.00030652i,-0.0011409+0.0001459i,-0.00088961+4.8064e-05i,-0.00059373+0.00040832i,-0.00043331+0.0012533i,-0.0015726+0.0012903i,-0.0017798+0.0010312i,-0.00030709+0.0010637i,0.0003742+0.001151i,0.00044595+0.0015318i,0.00089952+0.0012223i,0.00062971+0.0012412i,9.4838e-06+0.0013909i,4.4412e-05+0.00030496i,0.0010285-0.00059429i
0.0012543-0.0012787i,0.00083323-0.00066535i,6.0709e-05-0.0013973i,-0.00091616-0.001458i,-0.0020853+3.2781e-05i,-0.0030113+0.00092257i,-0.0028398+0.00067687i,-0.0015647-5.3744e-05i,-0.0008213-5.3725e-05i,-0.00095422+0.00037343i,-0.00047508+0.00032498i,0.00013218+0.00013956i,-0.00036937+0.00076024i,-0.0012275+0.00065557i,-0.0016283-0.00046732i,-0.0011203-0.00034626i,-0.00049144+0.00077163i,6.6941e-05+0.0012723i,-5.1906e-05+0.0012597i,4.4104e-05+0.00086643i,0.00070545+0.00027622i,0.0011905-4.5388e-05i,0.0011701+0.00054283i
-0.00026594-0.00041143i,-0.00026259-0.00027427i,-0.0019521-0.0011903i,-0.0036844-0.0010068i,-0.0029479-0.0011228i,-0.00038404-0.00076147i,0.00015449-0.0001317i,-0.00022429-4.7356e-05i,0.00021037+2.0862e-05i,9.6594e-05+0.00098296i,-4.5532e-05+0.0011361i,0.00014577+9.0276e-05i,-4.7039e-05-3.9914e-05i,-0.00031338-5.8384e-05i,-0.0010187-0.00048552i,-0.00081087-0.00028909i,-1.3394e-05-8.7042e-05i,0.00037126+9.3127e-05i,-0.00023692+0.0005876i,-0.001237+9.0143e-05i,-0.00060755+3.3505e-05i,0.0010197+0.0010628i,0.0014267+0.00084545i
-0.00021145-0.0020908i,-0.00070587-0.0029061i,-0.0015483-0.0020854i,-0.0014149-0.00086388i,-0.0010807-0.00095817i,-0.0014198-0.0013508i,-0.00069632-0.00083483i,0.00035598-0.00022224i,0.00073501+1.4864e-05i,0.00075468-2.3057e-05i,0.0007863+0.00045286i,-4.1345e-05+0.00054465i,-0.00012589-0.00031975i,-6.0824e-05-0.00079972i,7.8228e-05-0.00088663i,6.115e-05-0.00089622i,-0.00054614-0.0010297i,-0.00097999-0.0007425i,-0.00096903-0.00045469i,-0.00063473-0.00010322i,-0.00061369-0.0001357i,-0.00070858+1.6719e-05i,-0.00043633+0.00080801i
-0.00039933+0.00066754i,0.00016417+0.0012271i,-0.00046255+0.00056375i,-0.00026822-0.00089305i,-0.00035542-0.0014102i,-0.00061094-0.00060865i,-0.00063481-0.00058058i,0.00016025-0.0015467i,0.0010664-0.0012478i,0.0013342-0.00078298i,0.0010399-0.00023808i,0.00069158+0.00014384i,6.4071e-05+0.00026358i,-0.00034757+8.063e-05i,-0.00010746-0.0010651i,0.00063624-0.0013304i,0.00010239-0.00048203i,-0.00021041-0.00055019i,-3.0228e-05-0.00064123i,-0.00046382-0.00039435i,-7.3494e-05+0.00070146i,0.00066693+0.0014298i,0.00036387+0.001352i
0.00082005-0.0034518i,-0.00031136-0.0033189i,-0.0014511-0.0036143i,-0.0031686-0.0017797i,-0.0044272-8.7553e-05i,-0.0036887-0.00025179i,-0.0013735-0.00045251i,-0.00046753-0.0006189i,-0.00088699-0.001144i,-0.0016048-0.0014882i,-0.0010096-0.00028818i,0.00015454+0.00096647i,0.0010423+9.3355e-05i,0.0012401-5.9558e-05i,0.00033679+0.00031246i,8.0127e-05-0.00021951i,0.00036868-0.00026849i,0.00054402-0.00018966i,0.00073709-7.7437e-05i,-0.00011665+0.00016571i,-0.00034482+0.00044347i,-0.00080226+0.00035817i,-0.0010549-7.4821e-05i
-0.0014302-0.001357i,-0.0004129-0.0028299i,-0.0012027-0.0027428i,-0.0022738-0.00067524i,-0.001529+0.0010408i,-0.00037228+0.00078136i,-0.00029463-0.00064838i,-0.00079901-0.0014055i,-0.0021082-0.00052764i,-0.0017278+0.0005869i,-0.00052493+8.6247e-05i,0.00076083-0.00043903i,0.00093827-0.00040426i,0.00026611-0.00014313i,0.0004525+0.00024421i,0.00030867+0.001209i,-0.00029029+0.00088067i,-8.8119e-05-0.00035518i,0.00067624-2.1225e-05i,0.00093235+0.0005383i,0.00040609+0.00024861i,3.7263e-05+0.0001335i,0.00027878+0.00063689i
0.00053377-0.0012489i,-0.00051941-0.00071535i,-0.001658-0.00026428i,-0.0021929-0.00017746i,-0.0016474+0.00015167i,-0.00068749+0.00086375i,-0.00030918+0.0009483i,-0.00067823+0.0011018i,-0.00056455+0.0015202i,0.00036715+0.0018719i,0.00037543+0.001465i,-0.00070766+0.00037772i,-0.00069802-0.00031817i,-6.9894e-05-2.8529e-05i,-0.00037288+0.0008387i,-0.00060855+0.00095188i,-0.00074474-0.00011781i,-0.00053003-0.00051452i,-0.00010209-2.3314e-05i,-0.00010806+3.8878e-05i,0.00039732-8.0614e-05i,0.00037221-0.00038595i,0.00016435-0.00055542i
-0.00053949+0.00018798i,-0.0009629-0.0011727i,-0.0016556-0.0016353i,-0.0021444-0.0012963i,-0.0019837-0.00096105i,-0.00091334-0.00040654i,9.5905e-05+0.00025469i,0.00022427+0.0010599i,0.00022874+0.001192i,0.0006751+0.00078066i,0.00063383+0.00086988i,-2.7946e-05+0.00057121i,-0.00053791-0.00024732i,-0.00047418-0.00051985i,6.6995e-05-0.00010085i,0.00061201+0.00053733i,0.00049457+0.00066266i,-8.2161e-05+8.6475e-05i,-0.00051848-4.6201e-05i,-0.00069871+0.00039691i,-8.8133e-05+0.00098077i,0.00025856+0.00078738i,0.00052377-8.2811e-05i
-0.00052025-0.00020129i,-0.00081545+0.00038321i,-0.0019353-5.1679e-06i,-0.0023743-0.00032569i,-0.0014638-6.2342e-05i,-0.0012792+0.00021202i,-0.00061577+9.0236e-05i,0.000434-4.2885e-06i,0.00048318-0.00028703i,0.00048347-0.00070438i,0.00058652-0.00011845i,0.00018449+0.00014123i,-0.00026298-0.00022405i,-2.9208e-05+0.00011469i,0.00025528+0.00042827i,0.00032261+0.0003547i,0.00023351+0.00049414i,-4.5256e-05+0.0007731i,-0.0006236+0.00057673i,-0.00063976+0.0006698i,6.0581e-05+0.0007853i,0.00023829+0.00042616i,0.00034446+0.00050183i
-0.00092293-0.00087363i,-0.000806-0.00054595i,-0.0014492-0.0023494i,-0.0020076-0.0016908i,-0.0017298+1.2781e-06i,-0.0011101+0.00011581i,-0.00099956-0.00014024i,-0.00079435-0.001089i,-0.00037536-0.0022957i,-0.0010504-0.0011621i,-0.0014034+0.00039973i,4.5977e-05+0.00066523i,0.0012169-2.4738e-05i,0.00087033-0.0004382i,0.00090603-0.0010308i,0.00070433-0.00047573i,0.00033525+0.00092888i,0.00039902+0.00069883i,-5.5415e-05-0.00027622i,-0.0003161-0.00060752i,-0.00027753-2.7304e-05i,-0.00056571+0.0013498i,-0.0013521+0.0017834i
-0.0028036-0.0049067i,-0.0040803-0.0041137i,-0.0044773-0.0010171i,-0.0026552+0.00085231i,-0.0017634+0.00027918i,-0.0017091-0.001138i,-0.00052947-0.0013128i,-1.6351e-05-0.0014666i,-0.00035007-0.0010847i,-0.0013676+0.00053876i,-0.0019492+0.0011469i,-0.00074532-0.00048967i,0.00050647-0.0017193i,0.00049863-0.0018783i,0.00038253-0.0020368i,0.00075065-0.0011921i,0.00070062-0.00047713i,0.00019689-0.00015796i,0.00045013-0.00056139i,0.00072797-0.00084216i,0.00031362-0.00077086i,0.00071445-0.00057015i,0.0005162+0.00030849i
0.0031611-0.0021153i,0.0023688-0.0034644i,0.0011286-0.003601i,-0.00014473-0.0033631i,-0.0012719-0.0029659i,-0.0012438-0.0023358i,-0.00090302-0.0014595i,-0.0012386-2.8615e-05i,-0.0019224+0.00041591i,-0.0016786+5.1368e-05i,-0.00085797-2.3239e-05i,-0.00054149-0.00026743i,-0.00046255+0.00016126i,-0.00043725+0.00033982i,-0.00020593+0.00041933i,0.00034949+0.00075195i,0.00014101+4.8786e-05i,-0.00093569-0.00065466i,-0.00057253-0.00086622i,0.00055113-0.00096641i,0.00072934-0.0012459i,5.1522e-05-0.00093127i,-0.0011633-0.00042185i
0.002745-0.00097854i,0.0037576-0.00081356i,0.00177+0.00020702i,-0.00050663+0.00091472i,-0.00082124+0.00024972i,-0.00070902+8.1876e-05i,-0.00024494+0.00057903i,0.00039152+0.0015318i,0.00069961+0.0019664i,0.00069697+0.0015414i,0.00068556+0.00098485i,0.00095042+0.00011671i,0.00015633+0.00023994i,-0.00028147+0.0010856i,-0.00057307+0.00094329i,-0.00093504+0.00013067i,-0.0010278+0.00034128i,-0.00094036+0.00068307i,-0.00054246-0.00012545i,-0.00046884-0.0006992i,-0.00015399-0.0003234i,-0.00025351-0.0005486i,-0.00018334-0.0012614i
0.00099579+0.0012226i,-9.2955e-05+0.001542i,-0.0015359+0.00071976i,-0.0012623+3.7561e-05i,-0.00034666+0.00023528i,-0.00052179+0.00024777i,-0.00023129+2.8728e-05i,5.8739e-05-1.4126e-06i,0.0004066+0.0001033i,0.00074581+0.00063233i,0.0004267+0.00082187i,0.00068011+0.00059179i,0.00066751+0.001416i,0.0003288+0.0014862i,-0.00030428+0.00050599i,-0.00093767-9.4956e-05i,-0.0012599-0.00021756i,-0.0013437+8.3361e-06i,-0.00056832+0.00035826i,0.00013144+0.0003756i,0.00092201+0.00029888i,0.00075902-0.00028642i,6.9268e-05-0.00083738i
-0.002237-0.0019185i,-0.0028929-0.0022671i,-0.0028273-0.0023801i,-0.0023411-0.0022847i,-0.0012669-0.0017467i,6.507e-05-0.0011377i,4.7411e-05-0.0012816i,-0.0011208-0.0014461i,-0.0018583-0.0019075i,-0.001227-0.001832i,-0.00060045-0.00050218i,2.5291e-05+0.00010129i,-0.00030596-2.6726e-05i,-0.0006069-0.00013601i,-0.00057131+0.00012743i,-0.00015666+0.00034647i,0.00041406-0.0010543i,0.0002795-0.0011206i,0.00055851-0.00029733i,0.0015664-0.00019036i,0.0012549+0.00035125i,7.429e-05+0.00037903i,4.2472e-05+0.0003129i
-0.0021048-0.0021253i,-0.0028409-0.00069892i,-0.003568-0.0001656i,-0.0030155+0.00013695i,-0.0025551+2.7357e-05i,-0.0031875+8.3668e-06i,-0.0022931-0.00065941i,-0.00057815-0.0015207i,-0.00045937-0.0015321i,-0.0014019-0.00096318i,-0.0019977-0.0002386i,-0.0012448-8.0267e-05i,-0.0004998-0.00018571i,-0.0010568+1.2835e-05i,-0.0013684+0.00037931i,-0.00044049+9.5486e-05i,0.00086411-0.0013219i,0.00097259-0.0018786i,0.0004525-0.0012586i,0.00023176-0.00031261i,0.00058553-0.00015788i,0.00073223-0.00016735i,0.0001906+7.7715e-05i
-0.00093469-0.0033727i,-0.0012414-0.0049142i,-0.0016336-0.0044546i,-0.0021246-0.0027597i,-0.001436-0.00099529i,-0.00086461-0.0002012i,-0.0014707-0.00015404i,-0.001525+0.00030242i,-0.00088395+0.00051326i,0.00050376+0.00028872i,0.0012244-0.00056246i,0.00053374-0.0008106i,0.00029214-0.00051441i,-3.1396e-05-0.00080531i,-2.7091e-05-0.00079772i,0.0010732-0.00020752i,0.0012835+0.00037007i,0.00048582+0.00010277i,-0.0001747+0.00039898i,-0.00029964+0.00064518i,0.00011604+0.00054225i,5.2395e-05+0.00061521i,0.00039853+0.00065939i
0.0052371-0.0013821i,0.0053965-0.0019903i,0.0033011-0.0022951i,0.0012709-0.0010233i,0.00040236-0.00072516i,-5.2908e-05-0.00083513i,-5.179e-06+0.00018033i,0.00019812+0.0008215i,0.00029642+0.0011411i,0.00024323+0.00084233i,0.00042255-0.00032158i,0.0014376-0.00093563i,0.0016422-0.00041981i,0.001327-0.00023967i,0.0015545-0.00029546i,0.0016299+0.00034539i,0.0016932+0.0012426i,0.0010422+0.00096827i,0.00022904-0.00011644i,-6.0495e-05+0.00016538i,-0.00082851+0.0012505i,-0.00037643+0.00058447i,0.00024723-0.00030765i
0.00025378+0.0037873i,0.0011255+0.0032164i,0.00061556+0.0019361i,-0.00020009+0.00048748i,0.00058776-0.00053359i,0.0011193-0.00055534i,0.001067+8.8582e-05i,0.00046939+0.00067622i,5.041e-05+0.00062379i,0.00046244+4.1033e-05i,0.00089784-0.00058379i,0.00098245-0.0012178i,0.0017072-0.00085952i,0.0019425-3.2192e-06i,0.0018041+0.00064024i,0.0015104+0.0013778i,0.0015999+0.00058677i,0.0018255-0.00012738i,0.0010046-0.00016505i,0.00060861-0.00021523i,0.00049592-0.00029772i,-0.0006985-0.00039097i,-0.0016346+9.5368e-05i
-0.0012701+0.0048231i,-0.0010578+0.0045427i,-0.0010476+0.0028456i,-0.00055497+0.00075369i,-0.00036178+0.00011693i,-0.00046136-0.00056733i,-0.0001806-0.00077746i,0.00029711-0.00067947i,0.00069801-6.1485e-06i,0.00081231+0.0005918i,0.00042135+0.00019903i,0.0004354+0.00025724i,0.00045166+0.00017325i,-0.00029803+0.00045395i,-0.00065185+0.00070502i,-0.0012926+0.00064814i,-0.0015296+0.0012658i,-0.00093433+0.00086993i,-0.00059052-5.7805e-05i,-0.00046245-0.00011789i,-0.00066427+0.00024541i,-0.00028649-0.00050384i,0.00039106-0.00053426i
-0.0018348-0.0013992i,-0.0033214-0.0014257i,-0.0031507-0.0024793i,-0.002729-0.0020994i,-0.0025517-0.00047637i,-0.0019121+0.00033125i,-0.0010345+0.00015917i,-0.00062583-0.00014641i,-0.00093458-0.00022395i,-0.0013859-0.00036347i,-0.00074558+0.00084373i,-0.00025354+0.00086965i,-0.00087265-5.7185e-06i,-0.001317+0.00066193i,-0.0019075+0.0012376i,-0.0031057+0.0011067i,-0.0032904+0.00034993i,-0.001803-7.7423e-05i,-0.00061643+0.00057379i,-0.00040073+0.00082593i,-0.00058214+0.00020773i,-0.00031348-0.0002628i,-0.00039575-0.0004503i
6.7129e-05-0.0041886i,-0.00043416-0.0045971i,-0.0016348-0.0038629i,-0.0023488-0.0019864i,-0.002366-0.00046911i,-0.0019095+0.00063972i,-0.00078364+0.00014208i,-0.00078546-0.00095207i,-0.0011552-0.0011382i,-0.00035011-0.00034311i,8.1736e-05+0.00065474i,1.9181e-05+0.0010838i,-0.00065765+0.0010678i,-0.0013922+0.00061687i,-0.0015175+8.7187e-05i,-0.0012289-0.0007455i,-0.00056214-0.0013525i,0.0005745-0.0010066i,0.00099189+0.00019373i,0.00031572-0.00052787i,0.00031631-0.0015076i,0.00047992-0.00086543i,0.00061156-2.683e-05i
0.00022295-0.0011694i,-0.00038436-0.0021463i,-0.00074306-0.0026036i,-0.0010405-0.0018905i,-0.001831-0.00083789i,-0.0015377-0.00031353i,-0.00099792+0.0001489i,-0.0015339+6.8046e-05i,-0.00097325-0.00034061i,-0.00010655-0.00048565i,3.6056e-05-0.00062348i,-0.00012605-0.00058855i,-0.00026536-0.0012968i,-0.00046459-0.0019795i,-0.00039502-0.0021095i,0.00033804-0.0020629i,0.00035142-0.002121i,0.00095086-0.00168i,0.0013847-0.00026952i,0.0011354+0.00012638i,0.00091253-8.4776e-05i,0.00069975-0.00059204i,0.00053306-0.0010105i
0.0017518-0.0015825i,0.0025575-0.0018906i,0.0016343-0.0020543i,-0.00060625-0.0015162i,-0.0016705-0.0010889i,-0.0020378-0.00060276i,-0.0019261-0.00080647i,-0.0011353-0.00028227i,-0.00030422+0.00067981i,-0.0010185+0.00052949i,-0.0019102-0.00061824i,-0.00088951-0.0016786i,0.00013972-0.0015875i,0.00027279-0.0011491i,0.0002624-0.0011958i,0.00075372-0.0013868i,0.00072586-0.0014483i,0.00044812-0.00090869i,0.0010715-0.00081511i,0.0014009-0.0012875i,0.00063108-0.0012507i,0.00042615-0.00019249i,0.0010645+0.0003317i
0.0017811+0.00010242i,0.001305+0.00073732i,-0.00018176+0.00043369i,-0.0014088-0.00048061i,-0.0012775-0.00040025i,-0.0010713-0.00056207i,-0.00042938-0.00087067i,0.00073706-0.00055981i,0.0010719-0.000642i,0.00025204-0.0010256i,-0.00042052-0.0016253i,-0.00010309-0.0017667i,0.00050315-0.00051775i,0.00081344+0.00052794i,0.00089496+0.0003869i,0.00064539+0.00063868i,-3.1743e-05+0.0010976i,-0.00017582-0.00060133i,0.00039618-0.0010247i,0.00050345+0.00016603i,-0.00023237+0.00086058i,-0.00027644+0.0010786i,0.00061483+0.00032772i
-0.00074789-0.0029611i,-0.0027236-0.0033571i,-0.0033526-0.0028273i,-0.0032405-0.0024851i,-0.0025608-0.0021598i,-0.00096422-0.001193i,0.00062052-0.00033026i,0.0007547+9.2724e-05i,-0.0001813+0.00020756i,-0.00059835+0.0010308i,-0.00013965+0.001854i,0.00063903+0.0018096i,0.0012389+0.0016671i,0.001413+0.0017528i,0.00086331+0.0017001i,-0.00011565+0.00154i,0.00014184+0.0013567i,0.00010672+0.0014165i,-0.00045386+0.0013297i,-0.00010979+0.0013399i,-6.0194e-06+0.0017422i,-0.00013244+0.0011616i,-0.00046623+9.2992e-05i
-0.0027368-0.0015673i,-0.002728-0.0024893i,-0.0033055-0.0010795i,-0.002675-0.00059314i,-0.00082773-0.0006646i,0.00054942-0.00074227i,0.00093149-0.00085782i,0.00080758-0.0009037i,0.0009035+0.00070951i,0.00091953+0.0013317i,0.0014733+0.00030847i,0.0019648-1.1269e-05i,0.0016649+0.00060021i,0.00077583+0.00093955i,5.9614e-05+0.0011738i,0.00025731+0.0011643i,0.00067479+0.0015987i,0.00038737+0.0015095i,-0.00019439+0.00089233i,-0.00034716+0.00062356i,3.6508e-05+0.00072411i,-0.0002934+0.0007179i,-0.00021566+0.0002557i
-0.00040482-0.0035252i,0.00061816-0.0043402i,-0.00027715-0.0037077i,-0.0018991-0.0013963i,-0.0025434-0.00040563i,-0.001523+0.00034535i,-0.001006+0.00072854i,-0.0009071+0.00025031i,-0.00031906+0.0006052i,-0.00032418+0.00070846i,0.000207+1.7247e-05i,0.00078695-0.00034962i,0.0004347+9.5976e-06i,-0.00013596+0.0012573i,-0.00077269+0.00098169i,-0.0011292-0.00092948i,-0.00061978-0.001479i,-0.00010014-0.00074807i,0.00021212-4.9001e-05i,0.00039372+0.00045091i,0.00014416+0.00045756i,-0.00022372+0.00023836i,-0.00023495-0.00019754i
0.0037596+0.00021871i,0.0027365-0.00071697i,0.0006795-0.00076808i,-0.0016986-0.0010864i,-0.002297-0.0012528i,-0.0027281-0.00099825i,-0.002941-0.00075201i,-0.0019583-0.00010488i,-0.0012872+7.2401e-05i,-0.00084156-0.00027734i,-0.00091392-0.00037991i,-0.001662-0.00073583i,-0.0018851-0.0015362i,-0.001658-0.0016894i,-0.001434-0.00082471i,-0.00092863-0.0007944i,-0.00032302-0.0013808i,-0.00020899-0.0014254i,-0.0012696-0.00092283i,-0.0020372-0.00031129i,-0.0015386+0.00015514i,-0.00070222+0.00019591i,-0.00012859+0.00053332i
0.0035086-0.0013145i,0.003752-0.0015331i,0.0020184-0.0027126i,-0.00036934-0.002622i,-0.0011813-0.001457i,-0.0010467+0.0001244i,-0.0010095+0.00029647i,-0.0024073+0.00075817i,-0.0030664+0.00069042i,-0.0028376-0.00024829i,-0.0022253+0.00011039i,-0.0015366+0.00040212i,-0.0013103-0.0004879i,-0.00076555-0.0015151i,-0.00025314-0.0017018i,-0.00014579-0.000741i,4.7747e-05+0.00030477i,-0.00014923+0.00060382i,-0.0012639-0.00045936i,-0.0015501-0.0013303i,-0.00032315-0.00087502i,0.00023897+0.0002275i,0.00045486+0.00021262i
-0.0028216+0.004186i,-0.0043338+0.003163i,-0.0035123+0.0021378i,-0.0011772+0.00079949i,-2.4885e-05-0.00038418i,0.00062276-0.00021412i,0.00029106+0.00092533i,-0.00035374+0.0012913i,-0.00080833+0.00060667i,-0.00077372+0.00032171i,0.00034897+0.00027905i,0.0013877-0.00059028i,0.0017931-0.00071796i,0.0024474-0.00013547i,0.0019446-0.00054599i,0.0013632-0.00087218i,0.002099+0.00014148i,0.0018594+0.00078809i,0.00098851+0.00077889i,0.00049737+0.00038303i,0.00040033+0.00044202i,0.00045444+1.7812e-05i,0.00044368-0.00028284i
