0.0031826-0.0018902i,0.0028838-0.0025803i,0.00043709-0.0036102i,-0.0017222-0.0034471i,-0.0036024-0.0014398i,-0.0038897+0.00046189i,-0.0019848+0.00048952i,-0.00011043+0.00022612i,0.00071762-0.0002309i,0.00051862-0.00072081i,-0.00033093-0.0014554i,-0.00084375-0.0016845i,-0.00082444-0.00065744i,-0.00088798+0.00038293i,-0.0010788+0.00040294i,-0.00103+0.00098321i,-0.0010349+0.00098974i,-0.00041968+0.00012267i,-0.00028879-0.00061825i,-0.00054386-0.00024232i,-0.00017311+0.00010239i,-0.0001324-0.00044038i,-2.7778e-05-0.00084526i
0.00036948-0.0011167i,-0.0010469-0.0024816i,-0.0024754-0.0018897i,-0.0027964-0.0014636i,-0.0024029-0.0018735i,-0.0018681-0.00026075i,-0.00072073+0.00054933i,-8.1601e-05+0.00011413i,-0.00030236+9.5905e-05i,-0.0003285-0.00027683i,-0.00022398-0.0009039i,-7.6533e-05-0.00077185i,-0.00039043+0.00019919i,-0.00095623+0.00058599i,-0.0011952+0.0005891i,-0.0012829+0.0009027i,-0.0010072+0.0005337i,-0.00034559+3.4222e-05i,-0.00010782-6.5003e-05i,-0.00088793-0.0002747i,-0.00075303-0.00035051i,-0.00033792+0.00014805i,0.00046408+0.00018648i
0.0013978-0.00037505i,0.0017836-0.0012231i,0.0012481-0.00053337i,0.00098929-0.0003334i,0.00041143-8.4594e-06i,-0.00077891+0.00053948i,-0.00076791-0.00034873i,-0.0001097-0.00077295i,0.00056338-4.0536e-05i,0.00096501+0.0008486i,0.00020473+0.00079698i,-0.00090844-5.283e-05i,-0.0005915-0.0001061i,0.00040696+0.00078412i,0.00060555+0.0010248i,0.00043105+0.00076457i,0.00044414+0.00087595i,0.00038038+0.00045371i,-5.9296e-05-4.256e-05i,-0.0010056+0.00034975i,-0.00064858+0.00022982i,-3.3341e-06+2.0186e-05i,-5.1467e-05-0.00049146i
-0.00048629-0.0013279i,-0.0016281-0.00065591i,-0.0015506-0.00063147i,-0.0027529-0.00014661i,-0.0027657+0.00025104i,-0.0026187-0.00046892i,-0.0018592-0.00049758i,-0.0004492+0.00025477i,-0.00046531-0.00027139i,-0.00091429-0.0005664i,-0.00059547+9.5761e-05i,-0.0002393+0.00085494i,-0.00034821+0.00094007i,-0.00079077+0.00033322i,-0.00075556-0.00028045i,-0.000433-0.00036233i,0.00010914-0.00031482i,-0.00010251-0.00019821i,-0.0010082-0.00066008i,-0.00025404-0.00042285i,0.00054437+0.00029106i,0.00046292+0.00054718i,0.00017502+0.001017i
0.0013563-0.00078093i,0.0020433-0.00058925i,0.0021207-0.00090155i,0.00090748-0.0016382i,-0.00045032-0.0013028i,-0.00024118-0.00066059i,0.00068772+5.5282e-05i,-0.00018398+0.00019226i,-0.00076346-0.00086566i,-0.00023574-0.00089149i,-0.00028158-0.0002876i,-0.00013214-0.00040417i,0.00050363+0.00025123i,0.0013338+0.001472i,0.0012335+0.00085732i,0.00018042-0.00055606i,-0.00022721-0.00082746i,0.00013127-0.00040833i,4.5871e-05-0.00030967i,-0.00047696-0.00052289i,-0.00043812+0.00065518i,6.4234e-05+0.0010972i,-0.00033804+0.00017396i
0.0008-0.00037587i,-0.00019014-0.0011095i,-0.0013849-0.00060426i,-0.0017617+0.00078123i,-0.0014515+0.00021237i,-0.0019716-0.00076748i,-0.0017933-0.00087245i,-0.0008498-0.0002998i,-0.00059163+0.00057956i,-0.0011107+0.00045673i,-0.00085594-0.00035415i,-0.00052843-0.00072262i,-0.00062612-0.00089351i,-0.00059029-0.00058489i,-0.00084864-0.00035344i,-0.0011906-0.00043995i,-0.00040833-5.9594e-05i,0.00046287+0.00029697i,0.00098548+0.00044646i,0.00093801+0.00048829i,0.0011452+0.00059905i,0.00095976-0.00019063i,5.0992e-05-0.00058158i
-0.0015228+0.0009413i,-0.00086372-0.0011268i,-0.00011733-0.0016239i,-0.00086922-0.00020049i,-0.00018846+0.00072156i,0.00035415+0.00084869i,-0.00084201+0.00034144i,-0.00018555+2.254e-05i,0.0010212+0.00083071i,0.00027432+0.0011506i,-0.00035682+0.00015914i,5.4818e-05-0.0013165i,-0.0004748-0.0015607i,-0.001108-5.5794e-05i,-0.00041327+0.0013233i,4.626e-05+0.0012811i,0.00011086+0.0008443i,0.0001525+0.0010535i,0.00021078+0.0010431i,0.00030605+0.00026659i,0.00088089-0.00053815i,0.00084686+5.9845e-05i,-4.9075e-05+0.00047397i
-0.0019216+0.00066563i,-0.0019643+0.0011274i,-0.001983+0.0017748i,-0.0010689+0.00051339i,-0.00020319-0.0012351i,-0.00084092-0.00072213i,-0.00017124-0.0005708i,0.00091519-0.00068268i,0.00075979-0.0005971i,1.5234e-05-0.00038988i,-0.0003685-0.00019612i,-0.00027733+0.00034733i,-7.2797e-05+0.00068106i,-0.00051183+0.00057998i,-0.0011911+0.00058866i,-0.00086038+0.00051921i,-0.00057586+0.00029118i,-1.572e-05-0.00027695i,0.00046495-0.00061482i,0.00084067-0.00017631i,0.0010015+0.00016763i,0.00060491-0.00027141i,0.00060369-0.00051826i
0.00061566-0.00042054i,0.00022328-0.0022669i,-0.00043863-0.0028506i,-0.00070574-0.0021408i,-0.00047059-0.00067654i,-0.00047165+4.537e-05i,-0.0010168-0.00038479i,-0.00055633-0.0003379i,0.00031596+4.2902e-05i,0.00043571+0.00029585i,-0.000211-0.00046893i,-0.00041431-0.0011403i,0.00032688-0.0003384i,0.000526+5.5486e-05i,0.00021059-0.00065795i,0.00037077-0.00087309i,0.00055408-0.00043716i,0.00031643+0.00031293i,-5.5509e-05+0.00059724i,1.8037e-05-0.00019684i,-0.0004084-0.0004969i,-0.00074788-0.00050109i,-0.00039955-0.00029736i
6.607e-05-0.0012728i,2.3482e-05-0.0011785i,-0.0014909-0.00067516i,-0.002803+0.0002765i,-0.0025409+0.00052424i,-0.00085648+0.00028088i,0.00024437-0.00030834i,-7.1818e-05-0.00049333i,-0.00036109-0.00016763i,-8.8581e-05+0.00010981i,0.00048244+4.2245e-05i,0.0011974-0.0010135i,0.00069306-0.001138i,-0.00049597-0.00031846i,-0.0002645-0.00058171i,0.00021922-0.00057897i,9.868e-05-0.0002728i,0.00064866-0.00052825i,0.00075229-0.0008757i,0.00011958-0.00085289i,-0.00019111-0.00011891i,-0.00015501+0.00054231i,-0.00012548+0.00032554i
-0.00025972+0.002069i,0.00095183+0.0020305i,0.00087967+0.0011712i,7.4695e-05+0.00014254i,-0.000778-0.00076385i,-0.0015397-0.00092258i,-0.0011379-0.00038162i,-0.00055858+0.00030592i,-0.00017175+0.0008169i,-0.00033382+0.00065986i,-0.00048472+0.00035596i,-0.00037432-0.00027126i,-0.00011538-0.0010643i,0.00045819-0.0013999i,0.0005621-0.00086867i,0.0006834+4.572e-05i,0.0001916+0.00051682i,0.00013487+0.000615i,0.00066702+5.2966e-05i,0.00037915-0.00024583i,-0.00037822+1.0613e-06i,-0.00021509-3.6575e-06i,0.00039203+0.00045038i
-0.0019231+0.00075974i,-0.0029341+0.00078773i,-0.0038122+0.00060615i,-0.0024449+7.5918e-05i,-0.00059206-0.0010064i,-0.00079108-0.0013378i,-0.0012397-0.0011341i,-0.00023458-0.0011325i,0.00040937-0.00036382i,0.00019512-0.00035652i,-0.00031667-0.00013512i,-0.00023834+0.00076892i,0.00020785+0.00045794i,0.00058398-7.7211e-05i,0.00052942+0.00015021i,8.5183e-05-7.1471e-05i,0.00026431-0.00031412i,0.00037776-0.00052717i,-0.00053129-0.00034126i,-0.00085004+0.00032651i,-0.00070419+0.00016966i,-3.0889e-05+2.3932e-05i,0.0003045+0.00032728i
-0.00014709-0.0026569i,-0.00025902-0.0035373i,-0.00077286-0.004469i,-0.0016752-0.0030018i,-0.0020436-0.0015152i,-0.0013214-0.0011027i,-0.00065875-0.00083609i,-3.7445e-05-0.00062017i,0.0004915+7.1806e-05i,-0.00027104+5.4509e-05i,-0.00051818+3.8896e-05i,0.00059085+0.00066294i,0.000953+0.0010556i,0.0011506+0.0018571i,0.0011842+0.0014991i,0.00069383+0.00082751i,0.0004885+0.00032612i,0.00047319-5.4617e-05i,0.0003402+0.00050501i,0.0004433+0.00045841i,0.00055189+0.00029451i,-9.7887e-05+0.00056296i,-0.0012309+0.00039486i
-0.0014664-0.0012614i,-0.00025547-0.00071279i,-0.00035303+0.00044058i,-0.00081568+0.00093066i,-0.00044201+0.00091031i,-0.0003773+0.00014414i,-0.00042452-6.336e-05i,-6.9789e-05-0.00021831i,0.00012879-0.00080405i,0.00042974-0.00030025i,0.00066234-0.00010238i,0.0019552-0.00052734i,0.0017542+0.00017922i,0.00026446+0.00073898i,-0.00014858+0.0012974i,0.00016789+0.0013005i,-0.0003966+0.00020561i,-0.00046118-0.00024297i,-0.00019598+0.00050173i,-0.00029722+0.00072595i,-0.00010376+0.00019293i,0.00021111+0.00047398i,0.00026097+0.00078836i
0.0002641-0.0006202i,-0.00033172-0.00077167i,-0.0018762-0.00064253i,-0.0017812-0.00045899i,-0.00098505-0.00087302i,-0.0011456-0.00036555i,-0.0011651+0.0005285i,-0.00088998+0.0010216i,-0.00053026+0.00057198i,-0.0007179-0.00021087i,0.00013141-0.00073463i,0.00096-0.0015342i,0.00041675-0.0011301i,-0.00069799-4.5513e-05i,-0.00053841+3.4963e-05i,0.0001908+6.688e-05i,0.00018242-0.00043767i,-0.00023025-0.00067174i,0.00027206-0.00016077i,0.001059+0.00027739i,-0.0002595+0.00034087i,-0.00075615+0.00033347i,-8.7381e-05-0.00026509i
-0.00014544+0.0011392i,8.4251e-05+0.00087489i,-0.00090781+0.0011919i,-0.00088479+0.0018526i,0.00029726+0.0023198i,0.00073782+0.0015162i,0.00044865+0.00071426i,0.00061463+0.00044948i,0.0006642+0.0004602i,0.00058014+0.00031988i,0.00060462-0.00051497i,0.00031585-0.00080083i,-0.00010894-0.00041675i,-0.00062305-0.00071988i,-0.001292-0.0007759i,-0.00075556-0.00058886i,-6.9582e-05+0.00034601i,-0.00062274+0.00061291i,-0.0010702+0.00049704i,2.8951e-05+0.0006066i,0.00070759+0.0004065i,8.9819e-05-0.00037691i,0.00075521-0.0010655i
0.0020825-0.00028528i,0.0014148+0.00064915i,0.00080051-0.00051759i,-0.0012373-0.0010521i,-0.0022374-0.00098229i,-0.0017184-0.0011856i,-0.00072259-0.0014433i,0.00030568-0.0022821i,-0.00015492-0.0017059i,-0.0012919-0.00080081i,-0.00095447+0.00039871i,-0.00092317+0.0012542i,-0.0011188+0.00042336i,-0.0011164-0.00041401i,-0.0012774-0.00057495i,-0.00064542-0.0011223i,0.0002134-0.00092747i,-0.00013516-0.00017921i,-0.0010113-0.00047114i,-0.00059765+0.00013934i,0.00012667+0.00052637i,0.00070461-0.0002121i,0.00088012-0.00025794i
-0.0021357-0.0020562i,-0.0025181-0.0011882i,-0.0024548-0.00010278i,-0.001938+0.00021378i,-0.0010703-0.00088206i,-0.0015452-0.0017491i,-0.0017997-0.00075491i,-0.00066196+3.6611e-05i,0.00013558+0.00058411i,7.8766e-05+0.00097877i,-4.4939e-05+0.00067063i,-0.00028002-0.00045489i,7.7678e-05-0.00041276i,0.00053419+0.00045105i,0.00016558+0.00069438i,-0.00022194+0.0004143i,-0.00012082+0.000155i,9.2551e-05-0.00025512i,-0.00055148-0.00036247i,-0.00044747+1.3359e-05i,-5.1931e-05+0.00083008i,0.00028736+0.00080706i,0.00083272+0.00042874i
0.0012714-0.0023545i,-7.4755e-05-0.0027348i,-0.00038195-0.0042025i,-0.001246-0.0036783i,-0.0018745-0.0016613i,-0.001084-0.0011063i,3.8592e-05-0.00056785i,0.00037696+0.00055435i,0.00031941+0.00083979i,0.00068968+0.00076815i,0.0013722+0.00037848i,0.00116-0.00078367i,0.0011019-0.0016519i,0.0018489-0.0013445i,0.0016589-0.001104i,0.00013525-0.001272i,-0.00040202-0.00044153i,-0.00072225+0.00012416i,-0.00098127-0.00099525i,-0.00017289-0.0016783i,0.00024554+5.8477e-05i,-0.00028819+0.0011025i,-0.00042084+0.001204i
1.1688e-05+0.0013916i,0.00065278+0.001136i,0.00052438+0.0016764i,-0.00019815+0.0022625i,-0.00071567+0.0014738i,-0.0010742+0.00063186i,-0.00061989+0.00081591i,-0.00037378+0.00080174i,-0.00088732-3.5842e-05i,-0.0012444-0.0010343i,-0.00061222-0.00083869i,4.034e-05-0.00036971i,0.00016662-0.00026921i,0.00064081-0.00052558i,0.00084973+6.7945e-05i,0.00056898+0.00055616i,-0.00038915-0.00016026i,-0.00058558-0.00028355i,-0.00031277-3.2805e-05i,-4.4259e-05+3.3921e-05i,0.00055613+0.0004902i,0.0009726+0.0013732i,0.00050905+0.0013543i
0.00081534-0.00080723i,0.00028788-0.0012359i,-0.00073001-0.0017194i,-0.0012453-0.0013679i,-0.0019578-0.00057077i,-0.0024606-0.00028639i,-0.0018968-0.00043937i,-0.0010141-0.00079601i,-0.00013646-0.0010161i,0.00046362-0.00027788i,0.00022036-0.00027351i,-3.7619e-05-0.00035606i,8.4172e-05-0.00035746i,0.0001987-0.00032066i,0.00030343+0.00031156i,8.0364e-05+0.00034769i,-9.8048e-05-0.00084132i,0.00042085-0.0015863i,0.0011074-0.00109i,0.00092205-0.00053558i,0.00019201+0.00034475i,-0.00094104+0.00049307i,-0.001851-0.00036661i
-0.00058546-0.0041857i,-0.0015613-0.0030628i,-0.0011215-0.0016053i,-0.00070649-0.00060726i,-0.0010647-3.4986e-05i,-0.0011215-0.00017515i,-0.00029433-0.000876i,4.2665e-05-0.0010134i,-0.00030707-0.0006815i,-0.00015119+0.00034899i,-7.1396e-05+0.0016209i,-2.2566e-05+0.0020359i,0.00082743+0.0017569i,0.00092239+0.001739i,0.00010234+0.0018156i,0.00035744+0.0013639i,0.0010566+0.00088664i,0.0010089+0.00036333i,4.714e-05+0.00025743i,-0.0010769+0.00048794i,-0.0013001+0.0002306i,-0.00030497-0.00039878i,6.86e-05-0.00010669i
0.0032984-0.0014941i,0.0025093-0.0018617i,0.00065437-0.00074662i,-0.0013896-0.00035032i,-0.0022649+6.1147e-05i,-0.0020047+0.00046429i,-0.00063805+0.00050661i,0.00065028+0.00080672i,0.0007633+0.00072791i,0.00060687+0.0001695i,0.0007477+0.00017133i,0.00035445+0.0006268i,1.5222e-05+0.0011128i,0.00059858+0.00060552i,0.00041349+0.00033536i,7.4476e-05+4.0786e-05i,0.00045706-0.00032771i,0.00086038+0.00051937i,0.00031464+0.0010283i,-0.00041376+0.00077945i,-0.00053866+0.00017129i,-2.4743e-05-0.00025402i,0.00011852-0.00016758i
6.1347e-05+0.0032731i,0.00023745+0.0018916i,0.00037451+0.0010033i,0.0012182-0.00035522i,0.0019219-0.0010009i,0.00077507-0.0010087i,-0.00086421-0.00075768i,-0.00039398-0.00078645i,0.00085743-0.00086392i,0.0013377-0.00080213i,0.0016616-0.00087729i,0.0018436-0.00107i,0.0010763-0.0014231i,4.706e-05-0.0013475i,-0.00045539-0.00032147i,-0.00029523+0.00032888i,-0.00045424+0.0008847i,-0.00039794+0.0012437i,0.00011056+0.00043635i,0.00063212-0.00057716i,-6.7513e-05-0.0011883i,-0.00039844-0.00089988i,-0.00017446-0.00046053i
-0.0004486-0.0014676i,-0.0015475-0.0013249i,-0.0020295-0.0017229i,-0.001906-0.0011941i,-0.0017478-0.00025704i,-0.0014688-3.2455e-05i,-0.0011452+0.00015009i,-0.0012919-0.00010346i,-0.0010185-0.0012461i,-1.0732e-05-0.00059788i,0.00071968-0.00011101i,0.0002025-0.00022293i,-0.00027378-0.00039904i,-0.00011142-0.00030281i,-4.8857e-05-0.00031167i,0.00026329-0.00057556i,0.00019004-0.00052085i,-0.00038309-0.0004998i,-0.00048529-0.00017529i,-0.00040687-6.492e-06i,-0.00040494-0.00048073i,0.00022171-0.00053498i,0.00089738-0.00040372i
-0.0036568-0.0020851i,-0.0033982-0.0017092i,-0.0032317-0.00087998i,-0.0025396-4.661e-06i,-0.0014106-2.5377e-05i,-0.0012522+0.00034621i,-0.001005-1.1183e-05i,-0.00083692-0.00085817i,-0.0011688-0.0010296i,-0.00087191-8.5529e-05i,-0.00063876+0.0012932i,-0.0010852+0.0011163i,-0.00080188+0.00013864i,0.00018517-0.00012464i,0.0006305-0.00023331i,0.00059688-0.00027036i,0.00037528+0.00011908i,-0.00031189+0.001019i,-0.00037556+0.0011344i,9.5223e-05+0.00028884i,0.00035176+4.2476e-05i,0.00096137-0.00011395i,0.0014763-0.00020191i
0.0030207-0.0022568i,0.0016533-0.0036924i,0.00085796-0.0040174i,-0.00073192-0.0022362i,-0.0018928-0.00025392i,-0.0020675+0.00040671i,-0.0016001+0.0001524i,-0.00066729+1.8763e-05i,-0.00049379+0.00017409i,-0.00091548+0.00035583i,-0.00013416+0.00094435i,0.00035372+0.0011402i,0.00059567+0.00056694i,0.00064504-0.00073095i,0.00013731-0.0010462i,0.00029885-0.00037012i,-0.00030477+0.00028314i,-0.00099358-8.1947e-05i,-0.00015749-0.00060674i,0.00025667-0.00016066i,-0.00017063+0.00045261i,0.00014334+0.00041645i,0.00051202+0.0010853i
-0.0012992+0.00031545i,-0.0015144+0.00037585i,-0.0022413+0.00095627i,-0.0020915+0.0014432i,-0.0013564+0.00096598i,-0.0004327+0.00087505i,-0.0001114+0.001394i,-0.00041607+0.0013733i,-0.00029088+0.00048989i,0.00028799+0.00027235i,0.00048903+0.00048724i,0.00085433+1.3895e-05i,0.0012148-0.00061166i,0.0013088-0.0011376i,0.00064257-0.0010014i,-0.00022211-0.00071837i,-0.00042069-0.0005604i,-0.00019603-0.00010462i,7.028e-05-7.3947e-05i,0.00050769-0.00042033i,0.00066874-0.00019405i,0.00071158+0.001186i,0.00070166+0.0014739i
-0.00037068+0.00029747i,-0.00013729-0.00039125i,-0.00087006-0.0020925i,-0.00092595-0.0020074i,-9.0439e-05-0.00046434i,3.7179e-05-0.00013086i,0.00025911-0.00043452i,0.00090764-0.00056324i,0.00031391-0.00095328i,0.00035329-0.00091953i,0.00061571-0.00064493i,-2.8671e-06-0.00093556i,0.0005543-0.00089202i,0.00088261+0.00037377i,0.0005259+0.0011603i,-2.7364e-05+0.0013209i,-0.00041666+0.0006254i,-0.00020503+5.2674e-05i,0.00025258+0.00020345i,0.0010359+0.00045343i,0.0015817+0.00093783i,0.0011612+0.00081369i,0.00073299+0.0004649i
-0.0012124+0.0014181i,-0.0011975+0.0016794i,-0.0011484+0.001918i,-0.0015343+0.0012426i,-0.0020423-0.00040959i,-0.0012951-0.0010358i,-0.00073111-0.00083204i,0.00026265-0.00085158i,-2.9756e-05-0.0012002i,-0.0016301-0.00087515i,-0.0014679-0.00013088i,-0.00075111-0.00012647i,-0.00084298-0.00041846i,-0.00031016+6.0447e-05i,0.00010994+0.00095662i,0.00022683+0.00068762i,0.00066555-0.00012716i,0.00072451-0.00040376i,0.0011091-0.0004198i,0.0011139+0.00021524i,-0.00013694+0.00021239i,-0.00059129+0.00020129i,-0.00048378+0.00049118i
-0.0028114-0.000468i,-0.0039111-0.0019386i,-0.0025383-0.0019423i,-0.0017962-0.00055475i,-0.0022291+0.0003069i,-0.0016594+0.00045046i,-0.00095094+0.00037593i,-0.0011305-0.00020381i,-0.00063003-0.00015385i,-0.00012255+0.00036134i,-0.00016356+0.00095321i,-0.00064119+0.0010394i,-0.0011788+0.00037144i,-0.00088554+0.0011006i,-0.00076804+0.0018675i,-0.000426+0.0011101i,0.00032287+0.00054582i,0.00014294+0.00055304i,8.3181e-05+0.00070765i,0.00044541+0.00090137i,0.00038775+0.00058319i,-0.00050537+0.00047725i,-0.00094472+0.00032408i
0.0011722-0.0025827i,-0.00053507-0.0024023i,-0.0019734-0.00077343i,-0.0019484+0.00034673i,-0.0013703+6.7462e-05i,-0.00051095+0.00026692i,0.00019668+1.9224e-05i,4.4514e-06-0.00086556i,-0.00017369-0.001138i,-0.0002772-0.00088778i,0.00024759-0.0003148i,0.0014412+0.00053068i,0.0012099+0.00065649i,-8.2323e-05-0.00067341i,8.3086e-05-0.00069422i,0.00037849-0.00018719i,6.3726e-05+0.00029053i,-0.00073129+0.0012349i,-0.00083026+0.00093338i,-0.00024336+0.00056221i,-0.00054355+0.00072919i,-0.00092381+0.00054387i,-0.00033078-0.00016482i
0.0013113+0.0017811i,0.0025022-0.0004393i,0.0024759-0.001194i,0.00074972-0.00038063i,-0.00034776-0.00039209i,-0.00041486-0.001052i,-0.0010202-0.0010381i,-0.00097771-0.00037586i,-0.00031571-7.9356e-05i,0.00021006-0.00035075i,0.0002457-0.00038065i,0.0003409-0.00042075i,0.00044954-0.0012206i,-0.00035179-0.0016696i,-0.0011594-0.0022434i,-0.00069359-0.0023498i,-0.00029897-0.0011756i,1.4759e-05-0.00044782i,0.00056953-0.00053594i,6.6809e-05-0.00069719i,-0.00074137-0.00095235i,-0.00073019-0.00069565i,-0.00082247-0.00015572i
0.0013635+0.0012785i,-0.00042668+0.0019727i,-0.0020734+0.00074072i,-0.0020495-0.00022808i,-0.0011246-0.00029502i,-0.00046397+0.00063309i,-0.000705+0.0011921i,-0.00024582+0.001397i,4.6995e-05+0.0011337i,-0.00017096-4.6639e-05i,0.00020758-0.00036506i,1.5462e-05-0.00031832i,-0.00097966-0.00096321i,-0.00064876-0.0014382i,0.00026114-0.00084656i,0.000311-0.00024233i,0.00027629-6.8789e-05i,0.00092989-0.0002808i,0.00067863-0.00011758i,-0.00066218+0.00031216i,-0.00040799-0.00013185i,0.00064381-0.00068945i,0.0004706-0.00053559i
-0.0010571-0.0019173i,-0.0028024-0.0024199i,-0.0036399-0.0037845i,-0.0043863-0.0029207i,-0.0039422-0.00082639i,-0.0022508-0.00045532i,-0.0012631-0.0017437i,-0.0004416-0.0021784i,0.00050923-0.0019515i,-0.00028164-0.0010181i,-0.0017466+7.8777e-05i,-0.0012652+0.0005797i,-0.00013323+0.00063802i,-0.00012514+0.00030056i,0.00018635-0.00035025i,0.00036907-0.00052219i,7.9921e-05-1.6888e-05i,0.0003957+0.0002373i,0.00049472-0.00029647i,-0.00012955-0.00072979i,-0.00063848-0.001049i,-0.00014839-0.00083872i,0.00054866-0.00010387i
0.0013843-0.0013268i,0.00018201-0.0013088i,-0.00032277-0.001732i,-0.0015007-0.00091046i,-0.0026273-0.000466i,-0.00221-0.00054519i,-0.0010565+0.00033094i,-0.00042424+0.00054166i,-0.00040434-0.00014895i,-0.00021051-8.8123e-05i,0.00021978-0.00016048i,0.00020705+0.00026873i,1.4486e-05+0.00055497i,0.00090058+0.00020268i,0.0016479+0.00023077i,0.0010798+0.00022674i,0.00048889+0.0001947i,0.00014409+0.00031059i,-0.0002434+0.00022288i,0.00025551-0.0001682i,0.00077007-7.5291e-05i,0.001242+0.00045436i,0.0016539+0.00048424i
0.0012603+0.0010194i,0.0014515-0.0012688i,0.0019147-0.0026994i,0.00088655-0.0025663i,0.00013571-0.0013131i,5.8449e-05-0.00045967i,0.00029516-0.00018449i,0.00011521-0.00047026i,-0.00018755-0.00073634i,-5.4758e-05-0.001068i,0.00090872-0.00087776i,0.00049893-0.00027418i,0.00016078+1.0249e-05i,0.00075615+0.00073762i,0.00078324+0.0010227i,0.0005934+0.001202i,0.00030927+0.001321i,0.00022893+0.0010158i,0.00041296+0.0011582i,-8.1613e-05+0.0015668i,-0.0001665+0.0008426i,-0.00028629+0.000498i,-0.00046795+0.00032358i
0.0010439+7.5947e-05i,0.00013447-0.00064115i,-0.00094609-0.00075666i,-0.0011129-0.00080857i,-0.00090619-0.00074524i,-0.00091144-0.00043396i,-0.0010691+0.00017516i,-0.0012453+0.00031731i,-0.0013064+0.00088601i,-0.0012887+0.0010204i,-0.00064307-0.00029686i,4.3388e-05-0.0011107i,0.00053612-0.00063367i,0.00042161-0.00035763i,0.00013723-0.00030689i,9.0944e-05-0.00064665i,-0.00061491-0.00087176i,-0.00038953-0.0003337i,-1.4118e-05+0.00012903i,-0.000496+0.00088236i,-0.00054208+0.00076859i,-0.00013622+0.00035068i,-0.00022462+0.00056904i
-5.3426e-05+0.0012605i,0.0013901+0.00024437i,0.00096173-0.00057425i,-0.00082462-0.00089544i,-0.0021704-0.0012583i,-0.0015872-0.00063733i,-0.0002502+0.00072095i,-0.00012603+0.00061596i,-0.0010973+0.00025209i,-0.0012506+0.00074057i,-0.00048437+0.0012806i,-0.00069219+0.00013744i,-0.0016235-0.0016673i,-0.0016746-0.0012521i,-0.00086004-2.5604e-05i,-0.00063352-4.9604e-05i,-0.0010327-0.00045862i,-0.001635-0.00076492i,-0.0017839-0.00074269i,-0.00090072+0.00020632i,-0.00047079+0.00060792i,-0.00019493+0.00048954i,1.941e-05+0.00019265i
6.9228e-05-0.0012972i,-0.0012312+0.00030835i,-0.0025695+0.00023749i,-0.0032531+0.0010745i,-0.0031521+0.0019767i,-0.0020528+0.0013184i,-0.000361-2.4711e-05i,0.00036724-0.00054812i,-1.0303e-05-0.00027208i,-0.00036134+0.00039522i,-2.2948e-06+0.0013474i,0.00091554+0.0018251i,0.00033827+0.0013868i,-0.00048178+0.00022114i,-0.00087042-0.00023319i,-0.0017433-0.00015169i,-0.0011331-0.0012006i,-0.00025477-0.0013494i,-0.00050855-0.00035652i,-0.00044365-0.00033831i,2.1469e-05-0.0002781i,-0.00014027+0.00070196i,-0.00024322+0.0011104i
0.0004606-0.00043807i,-0.00081235-0.0016064i,-0.00078845-0.0027622i,-0.0016611-0.0025456i,-0.0023117-0.00089716i,-0.001877+0.00075427i,-0.00089907+0.00036146i,-9.4008e-05+4.098e-05i,0.00010803+0.00022285i,-0.00055166-0.00014584i,-0.00067418-0.00048268i,-0.00038186+0.00010084i,-0.0004311+0.00041622i,-0.0010112-0.0010002i,-0.0015499-0.0017894i,-0.00094071-0.001431i,0.0002897-0.00096145i,0.00082181-0.0004659i,9.4421e-05-0.00059299i,-0.00066108-0.0015258i,-0.00014601-0.0013464i,-0.00056982-0.000456i,-0.0011884+0.00015336i
0.00025124-0.0020887i,-0.0015966-0.0023952i,-0.0027324-0.0016744i,-0.0018074-0.00062849i,-0.001526-6.3274e-05i,-0.00078621+4.2208e-05i,-0.00043268+3.0496e-05i,-0.00057324-0.00071779i,-0.00042547-0.001148i,-0.00076255-0.0009574i,-0.00037342-0.0010191i,0.00036362-0.00099114i,0.00075104-0.00042339i,0.001396-0.0005318i,0.0017581-0.00065767i,0.0012259-0.00017351i,0.00094075-0.00054941i,0.00095682-0.0012416i,0.00057171-0.0014204i,6.9671e-05-0.0015432i,8.7577e-05-0.0014294i,-0.00038291-0.00098601i,-0.00019072-0.00025444i
-0.0011811+0.0006962i,-0.00030114-0.00056571i,-0.00024618-0.0019271i,-0.0019708-0.0013169i,-0.0025966-0.00046516i,-0.0014199-0.00020654i,-0.000561-0.00087514i,-0.00083355-0.0013116i,-0.00094662-0.00051293i,-0.00099565-0.00048061i,-0.00063162-0.00020984i,0.00050577-2.6796e-05i,0.00089916-0.0010479i,0.001283-0.0021046i,0.0017181-0.001951i,0.001255-0.00033084i,0.0012377-1.3053e-05i,0.00089738-0.00049996i,0.00014314-1.5823e-05i,0.00041495-9.9824e-06i,0.00049156-3.7329e-07i,2.176e-05-5.6687e-05i,-0.0006508-0.00017108i
