-0.00076183-3.2198e-05i,-0.00041477+0.00060755i,-0.0009047+0.00025761i,-0.0022416-0.00012329i,-0.0020848+0.00044653i,-0.0014906+0.0010525i,-0.0007313+0.0013693i,-0.00024228+0.00063923i,0.00015344+1.5662e-05i,0.00058086+0.00032045i,-6.5515e-05+0.00051051i,-0.00037265+0.00061854i,-0.00017769+0.0005472i,-0.00010919-0.00015398i,0.00033992-0.00081086i,0.00019332-0.00068498i,-0.0004367+0.00017716i,-0.00075533-4.0019e-06i,-0.00072009-6.7604e-05i,-0.00051397+0.00025495i,-0.0002435+0.0003149i,-0.00010964-7.6088e-05i,0.00020435-0.00038379i
-0.011067-0.026674i,-0.022482-0.017528i,-0.020814-0.012736i,-0.011968-0.026784i,-0.0085685-0.040494i,-0.0095809-0.030947i,-0.005831-0.0091836i,0.0020323+0.0025373i,0.0033319+0.0020824i,0.00084571+0.0019332i,0.0013183+0.0030272i,0.00087376+0.00228i,-0.0011012+0.0018484i,-0.001845+0.00055793i,-0.0014034-0.00090379i,-0.0011477-0.00062132i,-0.0029271-0.00019506i,-0.0048972+0.00083029i,-0.0047895+0.0019188i,-0.0031156+0.0013291i,-0.00178+0.00032178i,-0.0010037+2.6089e-05i,-0.00086156-0.00022066i
-0.021686-0.020259i,-0.028402-0.0065997i,-0.025502-0.0012277i,-0.023746-0.016506i,-0.026485-0.029834i,-0.023633-0.021607i,-0.011582-0.0051686i,0.00049661+0.001739i,0.0036048+0.00094374i,0.0027184+0.0010035i,0.0030101+0.0016249i,0.0018923+0.0012136i,-0.00065704+0.0011037i,-0.0014506+0.00048643i,-0.0011019-0.00017988i,-0.0023865+0.00029148i,-0.0036919+0.0015224i,-0.0041339+0.0030156i,-0.0039721+0.003457i,-0.0030366+0.0025039i,-0.0022418+0.0010592i,-0.0028011+0.00068512i,-0.002596+0.0010549i
-0.026729-0.012364i,-0.026895+0.0039275i,-0.022544+0.0094199i,-0.028821-0.0034653i,-0.038221-0.013009i,-0.032486-0.0081105i,-0.013361-0.00067397i,0.0018182-0.00090192i,0.0041001-0.002459i,0.002485-0.00021173i,0.0028205+0.0005022i,0.0020664+0.00056286i,0.000391+0.0013288i,-0.00065216+0.00071049i,-0.00095988+0.00056021i,-0.0014173+0.002162i,-0.0018705+0.0036811i,-0.0014432+0.0050996i,-0.00051013+0.0054371i,-0.00067522+0.00345i,-0.0014287+0.0014398i,-0.0014236+0.00051677i,-0.0014085-5.9661e-05i
-0.028152-0.0013459i,-0.02245+0.014333i,-0.01618+0.020046i,-0.026262+0.014i,-0.039282+0.0094925i,-0.031437+0.010412i,-0.010318+0.0068019i,0.0023788-0.0014066i,0.0027764-0.003615i,0.0017173-0.0011222i,0.0025388-0.0011071i,0.0016544-0.0012198i,0.00035462+0.00036344i,0.00013667+0.0010365i,-0.00017023+0.0011909i,-0.00045953+0.0018507i,-0.00070718+0.0036594i,0.00016263+0.0059561i,0.001852+0.0058236i,0.0016704+0.0031036i,0.00014308+0.001582i,-0.0005174+0.002124i,-0.00077507+0.0023335i
-0.025546+0.0063357i,-0.014082+0.019812i,-0.0060058+0.024056i,-0.016622+0.02442i,-0.029269+0.027965i,-0.022389+0.026195i,-0.0061119+0.013782i,0.0013412+0.00052868i,0.00066779-0.0041333i,0.0006874-0.0028758i,0.0011223-0.002033i,0.0007982-0.00078008i,0.00079308+0.00028273i,0.00070578+0.00042243i,0.00023989+0.0013389i,0.00076968+0.0025106i,0.0023882+0.0033818i,0.0042618+0.0044971i,0.0052638+0.0039954i,0.0051342+0.0021969i,0.0030265+0.0025518i,0.0004605+0.0032797i,-0.00060021+0.0024067i
-0.020133+0.013772i,-0.0033153+0.022105i,0.008558+0.022706i,0.00036668+0.027309i,-0.009979+0.037054i,-0.0057646+0.035033i,0.0010382+0.017191i,0.0002341+0.0013017i,-0.0013245-0.0020804i,-0.00011585-0.0017275i,0.00044028-0.0021082i,0.00015197-0.0008264i,0.00094539-0.00015619i,0.0011504+0.0003918i,0.00022261+0.0011423i,0.00024358+0.0012712i,0.0018697+0.0016851i,0.0041945+0.0015275i,0.0050698+0.00043274i,0.0032786+0.00019119i,0.0016362+0.0016649i,0.0010002+0.0026291i,0.00047902+0.0022902i
-0.011329+0.021118i,0.007397+0.021407i,0.018348+0.015509i,0.015719+0.022381i,0.011418+0.035106i,0.011659+0.030719i,0.0088102+0.011831i,0.00088997-0.00090691i,-0.0024909-0.0017019i,-0.0006116+0.00011105i,-4.4017e-05-0.0007723i,0.00090657-0.0015729i,0.0022563-0.0010806i,0.0021464+0.00030886i,0.0016634+0.00073104i,0.0023884-3.5997e-05i,0.0045504-0.00014925i,0.0069328-0.0010692i,0.0075688-0.0022573i,0.0045936-0.0017003i,0.0023335+3.6363e-05i,0.0018233+0.0012402i,0.0010563+0.00083782i
-0.0042281+0.023545i,0.012314+0.016494i,0.022279+0.0057126i,0.024806+0.0094059i,0.026558+0.020331i,0.025016+0.017664i,0.015317+0.0043788i,0.0027684-0.0012883i,-0.0014546+0.00037086i,-2.3585e-06+0.00093093i,-2.779e-05+0.00058617i,0.00022877+0.00056048i,0.00081035+0.00027707i,0.0010568-3.137e-05i,0.0013725-0.00025724i,0.0017372-0.00025321i,0.0020439-0.0021388i,0.0030972-0.0040322i,0.003298-0.0047748i,0.0023192-0.0038781i,0.0026584-0.001325i,0.0023209+0.00037599i,0.0011725+5.152e-05i
0.0055047+0.022434i,0.018167+0.0081036i,0.022532-0.008569i,0.024922-0.0077734i,0.031326+0.0012129i,0.030488+0.0013991i,0.017836-0.0018824i,0.00512-5.3645e-06i,0.0011907+0.0014354i,0.0018479-0.00035143i,0.0015033-0.0011599i,0.0013231-0.0017273i,0.0013688-0.0026579i,0.0013943-0.0024065i,0.0012199-0.0016997i,0.0010418-0.0017098i,0.001537-0.0028462i,0.0020469-0.0046694i,0.0013872-0.0050168i,0.00046574-0.003449i,0.001231-0.0018835i,0.0022855-0.00072565i,0.0026244-1.9895e-05i
0.014159+0.020147i,0.019133+0.00068888i,0.016312-0.018745i,0.016837-0.022076i,0.024069-0.017324i,0.022898-0.01419i,0.010555-0.010202i,0.0016615-0.0028712i,0.0014393+0.0010017i,0.0032437-0.00139i,0.0024596-0.0035909i,0.0013256-0.0027119i,-9.6929e-05-0.0027205i,-0.0011277-0.0025965i,-0.00060651-0.001574i,-0.00074843-0.0014151i,-0.00078678-0.0030957i,-0.00088087-0.0058577i,-0.0017192-0.0059338i,-0.0020699-0.0038863i,-0.0011046-0.0019986i,-0.00049267-0.0010422i,-0.00043058-0.0013832i
0.017406+0.01406i,0.014951-0.0050781i,0.0022372-0.021431i,-0.00043248-0.025194i,0.0086908-0.023987i,0.0096431-0.022722i,0.00157-0.016843i,-0.00045213-0.0070098i,0.0028776-0.001661i,0.0035358-0.001917i,0.001126-0.0023173i,-0.00070601-0.0026006i,-0.0010756-0.0031554i,-0.00080828-0.0028506i,-0.00079253-0.0018051i,-0.0015564-0.0013208i,-0.0023781-0.0027046i,-0.0035498-0.0043815i,-0.004663-0.0040202i,-0.0030178-0.0024136i,-0.0013818-0.0016977i,-0.00084183-0.0013817i,-0.00038436-0.002052i
0.020351+0.0073549i,0.010905-0.010893i,-0.0072104-0.021392i,-0.013556-0.022104i,-0.0062292-0.023737i,-0.0024073-0.023828i,-0.0039905-0.015826i,-0.00068959-0.0060908i,0.0034171-0.0027162i,0.0013573-0.0035111i,-0.001294-0.0022884i,-0.0028091-0.0012463i,-0.0040447-0.0014267i,-0.0027718-0.00081047i,-0.0024688-0.00051555i,-0.0026043-0.00046145i,-0.003343-0.0014642i,-0.005555-0.0022164i,-0.0064708-0.0012588i,-0.0047302-0.0014228i,-0.0023452-0.0015679i,-0.0017372-0.00090442i,-0.0015065-0.00042888i
0.022714+0.0013584i,0.0068691-0.0094773i,-0.014772-0.010617i,-0.021714-0.0079141i,-0.016198-0.011866i,-0.012516-0.014029i,-0.0097943-0.0065908i,-0.0026963-0.00029679i,0.0020363-0.0015889i,0.00015343-0.0035503i,-0.0020591-0.0024189i,-0.0032172-0.00060475i,-0.0040044-6.439e-05i,-0.0033045-0.00038015i,-0.0025906-7.7369e-05i,-0.0023227+0.00022717i,-0.00361-3.1225e-05i,-0.0067146+2.7493e-05i,-0.0077957+0.0013756i,-0.004984+0.0018968i,-0.0024298+0.00094893i,-0.001877+6.8116e-05i,-0.0018866+0.00053958i
0.019727-0.008279i,0.0013161-0.010705i,-0.017838+0.00039974i,-0.022471+0.0089009i,-0.018298+0.0031537i,-0.014869-0.001428i,-0.011439+0.0027844i,-0.0049677+0.0040359i,-0.00064208+0.00031397i,-0.00055846-0.00071132i,-0.0011374+0.00097865i,-0.0018445+0.0020591i,-0.0024627+0.0020958i,-0.0025513+0.0014246i,-0.0022707+0.0012233i,-0.0011841+0.0015139i,-0.00177+0.0023554i,-0.0041867+0.0040313i,-0.0041974+0.004661i,-0.0024192+0.0032631i,-0.0020066+0.0013666i,-0.0026926+0.0015538i,-0.0022643+0.0021431i
0.015536-0.013667i,-0.00037904-0.0088862i,-0.013035+0.008613i,-0.011951+0.018886i,-0.0096094+0.013693i,-0.011181+0.0062336i,-0.0085372+0.0051507i,-0.0020123+0.0032017i,-0.00010288-0.00062872i,-0.0015718+0.0001783i,-0.002029+0.0024638i,-0.0018207+0.0026497i,-0.0013447+0.0026224i,-0.00076794+0.0022463i,-0.00058943+0.0015326i,-0.00052041+0.001625i,-0.0006308+0.0028855i,-0.0011561+0.0052043i,0.0001959+0.006216i,0.00082076+0.0045786i,-0.0018749+0.0022002i,-0.00312+0.00093916i,-0.0020432+0.0010361i
0.010185-0.017274i,-0.0017792-0.0072182i,-0.0027434+0.014461i,0.0056996+0.024503i,0.0062082+0.016652i,0.00088722+0.0070744i,0.0018087+0.0041905i,0.004574+0.0015869i,0.0018603-0.0008287i,-0.00053473+0.00030505i,0.00017205+0.0024775i,0.00026469+0.0037352i,-0.00020331+0.0041004i,-0.00036248+0.0029873i,3.1116e-05+0.0017262i,0.00048804+0.0019009i,0.00098207+0.0035583i,0.0022242+0.0061462i,0.0038856+0.0061277i,0.003635+0.0032956i,0.0015361+0.0021979i,-2.1182e-06+0.0026413i,0.00064747+0.0020184i
0.0061888-0.019673i,-0.00037622-0.0058537i,0.0079477+0.013993i,0.019448+0.018605i,0.016782+0.01008i,0.0099165+0.0043341i,0.0092565+0.0036803i,0.007868+0.0018635i,0.0028455+0.00057526i,0.00058096+0.0014982i,0.0023144+0.0018318i,0.0032569+0.0019086i,0.0029157+0.0022878i,0.0013817+0.0021968i,-0.00035243+0.001787i,0.0004789+0.001474i,0.0030503+0.0025036i,0.0055876+0.0044731i,0.0062332+0.0042989i,0.0047557+0.0019224i,0.0022162+0.0019904i,0.0010053+0.0035873i,0.00080099+0.0033771i
-0.0030446-0.022573i,-0.0027926-0.0083001i,0.011747+0.0038022i,0.025753+0.0011557i,0.021411-0.0047869i,0.0084905-0.0040471i,0.0038893-0.0016633i,0.0028809-0.0017911i,0.00081559-0.0013267i,0.00093092+0.00019147i,0.0029471+0.00039701i,0.0037135+0.00014058i,0.0032684+0.00019846i,0.0026189-0.00023243i,0.0025654-0.00017735i,0.0029919+0.00028258i,0.0042761+0.001289i,0.0067614+0.0017005i,0.0072303+3.6104e-05i,0.004462-0.00068309i,0.0019593+0.00045696i,0.0013763+0.0010132i,0.0014208+0.00036983i
-0.009427-0.01863i,-0.0042018-0.0080154i,0.015676-0.0070684i,0.027614-0.018871i,0.017492-0.02331i,0.0023668-0.015707i,-0.0016487-0.010502i,-0.00025731-0.0092662i,0.00021624-0.005814i,0.0012392-0.002199i,0.0024932-0.0021483i,0.003263-0.0025099i,0.0034287-0.0019465i,0.0027959-0.00062889i,0.0021498+0.00056967i,0.0023924+0.00072112i,0.0039716+0.00034856i,0.0061941-0.0015497i,0.0057268-0.0041432i,0.0026106-0.0043948i,0.00086323-0.0022445i,0.001598-0.00053894i,0.0025964+6.0451e-05i
-0.015728-0.014704i,-0.0063741-0.0081073i,0.011639-0.014656i,0.014234-0.03038i,0.0010972-0.030993i,-0.0069174-0.017086i,-0.0051664-0.010507i,-0.0014905-0.010622i,-0.00046593-0.0072029i,0.00011432-0.0031027i,0.001044-0.00238i,0.0017461-0.0021581i,0.001902-0.00075825i,0.00111-7.705e-05i,0.00025238-0.00013229i,0.00078523+3.3499e-05i,0.0029496-0.00135i,0.0043163-0.0050066i,0.0028221-0.0077183i,-1.578e-05-0.006749i,-9.2185e-06-0.0038751i,0.001754-0.0019659i,0.0024823-0.0012408i
-0.019186-0.01055i,-0.010922-0.0066007i,-0.0030017-0.020162i,-0.010562-0.03687i,-0.02028-0.030281i,-0.017682-0.0084053i,-0.0091029+0.002118i,-0.003819+0.0010915i,-0.0020337-0.00046374i,-0.00082925-0.00098296i,-0.00073439-0.0017579i,-0.00053265-0.002598i,7.1247e-05-0.0023052i,-5.4544e-05-0.0016955i,-0.00057355-0.0020284i,-0.00091694-0.0019551i,0.00012576-0.0033637i,0.0015178-0.0067115i,-0.00033254-0.0074526i,-0.0022684-0.0048094i,-0.00065619-0.0020324i,0.00050351-0.0015053i,0.0010606-0.0016772i
-0.019963-0.0040906i,-0.012621-0.006127i,-0.012888-0.02342i,-0.028917-0.033267i,-0.03615-0.018021i,-0.024103+0.0047535i,-0.01221+0.012831i,-0.0078823+0.0073207i,-0.0046531+0.0023131i,-0.0019291-4.6852e-05i,-0.0012106-0.00076626i,-0.0011257-0.001223i,-0.00057647-0.0027538i,-3.733e-05-0.0028195i,-6.3833e-05-0.0021331i,-0.00010203-0.0026283i,-0.00028597-0.0042801i,-0.0021856-0.0064324i,-0.0040227-0.0061081i,-0.003774-0.0032092i,-0.0022548-0.0011247i,-0.0017111-0.00083539i,-0.0017699-0.0013845i
-0.019787+0.0048227i,-0.013782+0.0025874i,-0.02176-0.0091272i,-0.041355-0.010276i,-0.041545+0.00459i,-0.02106+0.016365i,-0.0066169+0.013492i,-0.0040883+0.0060093i,-0.0030784+0.0014618i,-0.0016879-0.00017213i,-0.0019739-0.00010341i,-0.0021538-0.00013847i,-0.0014745-0.00060234i,-0.00045566-0.00050702i,-0.00024228-0.00052456i,-0.00010837-0.0008345i,-0.0010552-0.0020202i,-0.00396-0.0030656i,-0.0063073-0.0024889i,-0.0060215+5.3544e-05i,-0.0032894+0.0012306i,-0.0021293-0.00020891i,-0.002343-0.000932i
-0.016873+0.01078i,-0.013089+0.0086556i,-0.026003+0.0043097i,-0.044705+0.014635i,-0.036914+0.027317i,-0.008115+0.023485i,0.0093118+0.010408i,0.0086823+0.0029785i,0.003233+0.00094073i,0.0011011+0.00022441i,0.0006667+0.00056524i,-0.00018378+9.0155e-05i,-0.0010119-2.1531e-05i,-0.0015762+0.00027284i,-0.0015678-0.00074281i,-0.0015707-0.0016862i,-0.0031329-0.0016185i,-0.0060195-0.001768i,-0.0069616-0.00037846i,-0.0052484+0.002051i,-0.0028801+0.0019464i,-0.0013227+8.6413e-05i,-0.0011416-0.00061427i
-0.012888+0.01651i,-0.010727+0.012691i,-0.022963+0.014589i,-0.032775+0.031968i,-0.0162+0.040622i,0.010613+0.026721i,0.019933+0.010267i,0.013975+0.0053848i,0.0067579+0.004203i,0.0034069+0.0015306i,0.0021564+0.00031569i,0.00060374+0.00033072i,-0.0011687+0.0007313i,-0.0021229+0.00057444i,-0.002117-0.0004631i,-0.0019165-0.0010568i,-0.0030874-0.00045063i,-0.0049479+0.0015262i,-0.0043635+0.0039018i,-0.001562+0.0043567i,0.00052977+0.003133i,-0.00085827+0.0018188i,-0.0023138+0.0015173i
-0.0054276+0.020264i,-0.0033721+0.017998i,-0.0093434+0.025552i,-0.0073038+0.044751i,0.0089551+0.045402i,0.021227+0.020376i,0.016209+0.00064256i,0.0059979-0.0017079i,0.0020199+0.0004364i,0.0016325-2.7524e-06i,0.00094339-0.00055111i,-0.00033111+3.7112e-05i,-0.0016384+0.00053822i,-0.0019524+0.0005525i,-0.0010859-0.00040919i,-0.00099753-0.00087682i,-0.0023798+0.00063148i,-0.0029226+0.0042933i,-0.0012886+0.0072714i,0.0012012+0.0060638i,0.0019145+0.0028898i,-0.00037594+0.0014209i,-0.0027436+0.0016027i
0.0029561+0.021174i,0.0048007+0.017963i,0.0049849+0.026873i,0.0169+0.043851i,0.031101+0.035651i,0.024669+0.003983i,0.0066591-0.015504i,-0.00080017-0.013388i,0.00050045-0.005865i,0.0010722-0.002474i,8.2243e-05-0.0013286i,-0.0010416+8.912e-05i,-0.00048128+0.0012117i,0.00060136+5.6782e-05i,-5.9481e-06-0.0013916i,-0.00073451-0.0012054i,-0.0013082+0.00045225i,-0.0012628+0.0039186i,0.00023024+0.0063396i,0.0021302+0.0048126i,0.0010344+0.0016653i,-0.0017711+0.00091531i,-0.0028348+0.0016565i
0.0084275+0.019281i,0.012368+0.014875i,0.017614+0.022109i,0.036013+0.029641i,0.045816+0.013216i,0.027921-0.014872i,0.0057083-0.023867i,-0.00058475-0.015758i,0.00059634-0.0078817i,0.0006742-0.0038911i,0.00012931-0.0016545i,-0.00010287+2.13e-05i,0.00072465+0.0022407i,0.0010051+0.0027091i,-6.1744e-05+0.0020794i,-0.0012251+0.0018875i,-0.00099991+0.002238i,0.0015705+0.0039067i,0.0040305+0.0034537i,0.0042117+0.000143i,0.0022212-0.0012129i,0.00089092+0.00053707i,0.0010592+0.00235i
0.016204+0.012999i,0.018856+0.0067667i,0.027141+0.0080289i,0.046117+0.0045545i,0.047449-0.012442i,0.0211-0.021395i,-0.0011605-0.011484i,-0.0037086-0.0010351i,-0.000837+0.00057256i,-0.0001625+0.00011631i,-0.00031116+0.00080813i,0.00050784+0.0024698i,0.0012388+0.0031807i,-0.00012929+0.0023453i,-0.001999+0.0014755i,-0.002456+0.0012289i,-1.0952e-05+0.0016065i,0.0044487+0.0023649i,0.0070617+0.0015202i,0.0061443-0.00056234i,0.0035895-0.00079511i,0.0022481+0.0012901i,0.0022105+0.0029389i
0.020258+0.0077927i,0.020993-0.00067234i,0.029683-0.0087833i,0.044202-0.022917i,0.035782-0.033698i,0.0037832-0.022375i,-0.015041+0.00068372i,-0.01184+0.0095631i,-0.0047292+0.0061995i,-0.0018957+0.0026738i,-0.0008038+0.0020903i,0.00031295+0.0027852i,0.00042534+0.0016877i,-0.00061353+0.00053712i,-0.0015622+0.00066612i,-0.0011936+0.00094962i,-6.3324e-05+0.00147i,0.0025925+0.00065059i,0.0052331-0.0011144i,0.0045639-0.0019581i,0.0021644-0.00089499i,0.00095255+0.00076414i,0.0017677+0.0022623i
0.022188+0.0005781i,0.019222-0.008268i,0.022622-0.020891i,0.02818-0.040344i,0.013939-0.046978i,-0.010774-0.026022i,-0.017606-0.0014504i,-0.0095989+0.0045812i,-0.0024829+0.00070436i,0.00058152-0.0010563i,0.001989-0.00083902i,0.0025104-0.0012439i,0.0025851-0.0017633i,0.0016142-0.0015459i,7.7461e-05-0.00072425i,-0.00025299+0.00051175i,0.0010361+0.00095029i,0.003414+0.00022317i,0.0033884-0.0017273i,0.00045075-0.0027669i,-0.00093156-0.0021647i,0.00065081-0.0013534i,0.0024816-0.00092381i
0.020655-0.0070953i,0.01212-0.014834i,0.0069461-0.027851i,0.0013214-0.047814i,-0.01183-0.049439i,-0.016221-0.023844i,-0.0022508-0.0016284i,0.01009+0.0010181i,0.0098306-0.0020683i,0.0062709-0.0023622i,0.0045095-0.0021827i,0.0031419-0.0026951i,0.0019936-0.0021937i,0.0022249-0.00022618i,0.0020621+0.0012053i,0.0013619+0.0012977i,0.0014596-0.00019471i,0.0013916-0.0033102i,0.00051955-0.0065342i,-0.00050976-0.0061215i,-0.00066926-0.0033725i,0.00076431-0.0020495i,0.0021096-0.0024328i
0.014656-0.011976i,0.0039655-0.01781i,-0.0077862-0.027825i,-0.021888-0.041891i,-0.029839-0.036345i,-0.015583-0.0091412i,0.0080707+0.0082285i,0.017228+0.0064487i,0.012307+0.0011445i,0.0068354-0.00038815i,0.0038548-0.00053992i,0.0014297-0.0010918i,-0.00063997-0.0009402i,-0.0013832+0.00039299i,0.00021901+0.0010184i,0.0016972+0.0016152i,0.0017618-0.00027161i,0.0016653-0.0042215i,0.00044447-0.0058275i,-0.0010272-0.0041938i,-0.00084777-0.002083i,0.00091495-0.0014616i,0.0023477-0.0015079i
0.01053-0.018185i,-0.0013352-0.016936i,-0.01823-0.020437i,-0.036806-0.02685i,-0.041652-0.01601i,-0.022932+0.003465i,-0.0021503+0.0064487i,0.0024715-0.00023405i,0.00029159-0.0030244i,0.00025396-0.0031351i,0.00013167-0.0026687i,-0.0021714-0.0021703i,-0.004406-0.0015734i,-0.0040182-0.0010749i,-0.0019168-0.00020954i,0.00023719+0.0012354i,0.00082113+0.00077414i,-0.00064281-0.0023007i,-0.0029671-0.003324i,-0.0036198-0.00051389i,-0.0021651+0.0011221i,-0.0012903-0.00022679i,-0.001417-0.0013764i
0.0054994-0.018684i,-0.0072773-0.01303i,-0.023091-0.0073913i,-0.040545-0.002018i,-0.043219+0.006862i,-0.024999+0.0061704i,-0.0086405-0.0075701i,-0.0055379-0.015311i,-0.0055201-0.011433i,-0.0041191-0.0066489i,-0.0039632-0.0041529i,-0.0049025-0.0023083i,-0.004306-0.0014672i,-0.0023247-0.0016831i,0.00011013-0.0015927i,0.0017134-0.0018725i,0.00063572-0.0026414i,-0.0033799-0.0028975i,-0.0071144-0.001692i,-0.0069918+0.00057004i,-0.0048768+0.0013517i,-0.0037801-0.00012491i,-0.0037134-0.0009544i
-0.0013944-0.019144i,-0.010059-0.0089278i,-0.022177+0.0053366i,-0.035416+0.018742i,-0.032172+0.02353i,-0.011897+0.0098518i,0.00031046-0.011379i,-0.00091546-0.017799i,-0.002505-0.011452i,-0.0016252-0.0054701i,-0.0014956-0.0023061i,-0.0021575+0.0004352i,-0.0013657+0.002113i,0.00092778+0.0014612i,0.0027474+0.00061292i,0.0030128-0.00046946i,0.0014842-0.002427i,-0.0023032-0.0030188i,-0.005207-0.00085758i,-0.004714+0.00098657i,-0.0029476+0.00060579i,-0.0022728-0.00027064i,-0.0030943-0.00045208i
-0.0063479-0.019409i,-0.0088226-0.00436i,-0.012039+0.013839i,-0.017309+0.030839i,-0.012391+0.034753i,0.00011428+0.021647i,0.0015503+0.0081411i,-0.0035694+0.0050327i,-0.0039892+0.0048729i,-0.0025603+0.003137i,-0.0015946+0.0038839i,-0.0010188+0.0064406i,6.1977e-05+0.007461i,0.0010768+0.0055227i,0.0012277+0.0020769i,0.00097355-0.00061339i,-0.0006449-0.0014251i,-0.0028471-0.00063185i,-0.0033347+0.0022633i,-0.0010427+0.003493i,0.00068519+0.0013233i,-0.00028126-8.9297e-05i,-0.0007433+0.00073418i
-0.013641-0.011845i,-0.010194+0.0014394i,-0.0025979+0.018065i,0.0031495+0.032904i,0.0076216+0.035378i,0.0026522+0.024396i,-0.010884+0.016842i,-0.015944+0.0162i,-0.0097965+0.012969i,-0.0043193+0.0088009i,-0.0023268+0.0069434i,-0.00043241+0.0061751i,0.0005532+0.0052399i,-0.00064459+0.0031969i,-0.0016313+0.00089083i,-0.0012487-1.2653e-05i,-0.0021739+0.00073894i,-0.00314+0.0031402i,-0.0019936+0.0051097i,0.00048576+0.0050143i,0.0018026+0.0036217i,0.0010154+0.0025932i,0.00021605+0.0032341i
-0.016781-0.0084626i,-0.0080416+0.0012361i,0.0082428+0.013018i,0.020634+0.023582i,0.021161+0.023264i,0.0074903+0.012148i,-0.0069207+0.0065545i,-0.0083907+0.0076334i,-0.0033029+0.0062057i,1.2161e-05+0.0038428i,0.001804+0.0018789i,0.0043701+0.00089314i,0.005318+0.00012323i,0.0032555-0.0013356i,0.00061298-0.0022215i,-0.0014072-0.0018852i,-0.0029045+3.9341e-05i,-0.0028955+0.0032809i,-0.00054432+0.0047765i,0.0020796+0.0039455i,0.0017109+0.002538i,7.3146e-05+0.0021132i,-0.00096999+0.0015415i
-0.016189-0.0047784i,-0.0035755+0.0016082i,0.014968+0.0047671i,0.027188+0.0067503i,0.027459+0.0047364i,0.019852+0.00070152i,0.016031+0.0012205i,0.016447+0.00242i,0.014271+0.0012815i,0.010174+0.00066882i,0.0082941+0.00034587i,0.008299-0.0008526i,0.0076025-0.0017952i,0.0055688-0.00076912i,0.0027305-1.88e-05i,-0.00031233-0.00077157i,-0.0011219+0.00033442i,0.00031909+0.0039215i,0.0023183+0.0055203i,0.0024893+0.0025363i,0.00091432-0.0013615i,7.8494e-05-0.0026267i,0.00072466-0.0024388i
-0.017595+0.0027513i,-0.0039633+0.00098184i,0.014246-0.0068521i,0.025911-0.013109i,0.027392-0.012136i,0.022956-0.0013524i,0.021483+0.010846i,0.022259+0.011874i,0.017251+0.0058809i,0.0098868+0.0018872i,0.0065117-0.00012577i,0.00528-0.0014374i,0.003924-0.0013586i,0.0021396+0.00053024i,0.00085912+0.0026846i,0.00069983+0.0034639i,0.0011352+0.0038336i,0.0022492+0.0039285i,0.003321+0.0026468i,0.0030357-0.00050191i,0.0020282-0.00224i,0.0011709-0.0014064i,0.001436+1.6037e-05i
-0.015165+0.0065097i,-0.003084+0.0011232i,0.0077313-0.015116i,0.012881-0.025076i,0.01248-0.019888i,0.0082632-0.0043472i,0.0054824+0.0056118i,0.0044268+0.0032334i,0.0024034-0.0018228i,0.00141-0.004415i,0.00031454-0.0055962i,-0.00099533-0.0055994i,-0.0023429-0.0046857i,-0.0032495-0.0029273i,-0.0024089-0.0010149i,-0.0016467+0.00072252i,0.00060985+0.0020461i,0.0036542+0.0020452i,0.0037066+0.00048569i,0.0020523-0.0011294i,0.00055982-0.00071119i,-0.00012024+0.00076479i,-0.00019959+0.0015579i
-0.01467+0.01062i,-0.0083514-1.4946e-05i,-0.0044853-0.017595i,-0.002641-0.028034i,-0.0012824-0.025499i,-0.00029665-0.019931i,-0.0014234-0.019446i,-0.0044157-0.019099i,-0.0049372-0.013689i,-0.0027755-0.0085724i,-0.0016741-0.0071968i,-0.0021113-0.0072702i,-0.0025865-0.0065818i,-0.0023351-0.0056068i,-0.0012789-0.0034639i,-0.00034604-0.001552i,0.0019385-0.0013392i,0.0050702-0.0021034i,0.0046949-0.0035105i,0.0018132-0.0038529i,-0.00090977-0.002508i,-0.0021478-0.00086657i,-0.0020675+3.5618e-06i
-0.0086535+0.015694i,-0.0072937+0.0030047i,-0.01249-0.013353i,-0.017636-0.019784i,-0.011475-0.017297i,0.0027921-0.016933i,0.010065-0.019581i,0.0064366-0.018172i,0.0020914-0.010785i,0.00053682-0.0045894i,-0.0016143-0.0021699i,-0.0028658-0.0012004i,-0.0021423-0.00078078i,-0.00042506-0.00091891i,0.0013732-0.001528i,0.0028967-0.0018085i,0.0045772-0.0016472i,0.0059298-0.0020848i,0.0039905-0.0031954i,-0.00026756-0.0031179i,-0.002292-0.0012093i,-0.0020657+4.5231e-07i,-0.0010962-0.00081741i
-0.003302+0.019495i,-0.0064195+0.0077447i,-0.019207-0.0031949i,-0.027101-0.0058721i,-0.019046-0.0046042i,-0.003921-0.0032186i,0.0034556-0.001328i,0.0015328+0.0022587i,-0.0010699+0.0046958i,-0.0028671+0.004257i,-0.004168+0.0039461i,-0.0045778+0.003928i,-0.0042814+0.0030567i,-0.0024105+0.0023686i,-0.0005936+0.0021146i,0.00067383+0.0013127i,0.0027216-0.00068613i,0.003078-0.0031172i,0.0013209-0.0036601i,0.0001277-0.0016936i,-0.00029159+0.00031552i,-8.5964e-05+0.00084414i,0.00073069+0.00055948i
