-0.00076183-3.2198e-05i,-0.00041477+0.00060755i,-0.0009047+0.00025761i,-0.0022416-0.00012329i,-0.0020848+0.00044653i,-0.0014906+0.0010525i,-0.0007313+0.0013693i,-0.00024228+0.00063923i,0.00015344+1.5662e-05i,0.00058086+0.00032045i,-6.5515e-05+0.00051051i,-0.00037265+0.00061854i,-0.00017769+0.0005472i,-0.00010919-0.00015398i,0.00033992-0.00081086i,0.00019332-0.00068498i,-0.0004367+0.00017716i,-0.00075533-4.0019e-06i,-0.00072009-6.7604e-05i,-0.00051397+0.00025495i,-0.0002435+0.0003149i,-0.00010964-7.6088e-05i,0.00020435-0.00038379i
-0.046536+0.0083425i,-0.044606+0.026417i,-0.017723+0.035519i,0.006952+0.025559i,0.010989+0.01296i,0.0080695+0.0085227i,0.0071647+0.0045814i,0.0055109-0.00093857i,0.0045242-0.0024351i,0.0034792-0.0013945i,0.0017964-0.0010528i,0.00088022-0.0011868i,0.00035166-0.0016894i,-0.00020925-0.0020701i,-0.0012319-0.0013893i,-0.0018799-0.00026637i,-0.0017973+0.000269i,-0.0012154+0.0010284i,-0.0010546+0.0013361i,-0.00070057+0.000952i,-0.00050595+0.001266i,-0.00062515+0.0012631i,0.00037939+0.00010613i
-0.039834+0.025865i,-0.02819+0.041572i,0.0021418+0.03605i,0.019348+0.01518i,0.015565+0.003323i,0.010556+0.00203i,0.0089628-0.00040443i,0.0043749-0.0037792i,0.0013584-0.0038048i,0.0012052-0.0022629i,0.00082705-0.0013325i,-5.8735e-06-0.0015086i,-0.0012556-0.0024415i,-0.00093342-0.0021249i,-0.00076031+0.00026919i,-0.00097197+0.0019686i,-0.00041874+0.002015i,0.00021858+0.0014376i,0.0011948+0.00072264i,0.00071049+0.001074i,0.00033226+0.00048613i,0.00088794-7.5584e-05i,0.0010009+0.00042291i
-0.025709+0.039475i,-0.010388+0.047904i,0.015148+0.031465i,0.023048+0.0057125i,0.01518-0.0030644i,0.011212-0.00071773i,0.0084148-0.0029994i,0.003112-0.0048773i,0.00059504-0.0033941i,0.00035467-0.0022277i,-0.00044543-0.0012307i,-0.0012243-0.0015017i,-0.0020055-0.0023149i,-0.002493-0.0016887i,-0.0024757+0.00054329i,-0.002075+0.0013436i,-0.0011687+0.00051517i,0.00034796+0.00046201i,0.0015045+0.00047025i,0.00096038+0.00035472i,0.00065635+1.0606e-05i,0.0014484+0.00046538i,0.00098597+0.0004641i
-0.007508+0.044113i,0.010575+0.044807i,0.024107+0.018251i,0.019039-0.0073954i,0.010044-0.010643i,0.0088558-0.0059455i,0.0064451-0.0056338i,0.0012011-0.004062i,-0.00070215-0.0020686i,-0.00019364-0.0017321i,-7.5103e-05-0.0007412i,-0.00074443-0.00045293i,-0.0018792-0.00090291i,-0.0020611+9.016e-05i,-0.00072682+0.0011251i,-9.213e-05+0.00087694i,-0.00030275+0.00074604i,0.00082519+0.0007392i,0.0017573+0.00059315i,0.0015002+0.00098187i,0.00089814+0.0014331i,0.00073564+0.001352i,0.00047347+0.0010125i
0.010034+0.043399i,0.026364+0.035316i,0.02782+0.004126i,0.011615-0.016319i,0.0018141-0.014131i,0.0033769-0.0098469i,0.0031173-0.0085457i,-0.00017698-0.0044727i,-0.0016026-0.0020887i,-0.0012492-0.0017328i,-0.0014401-0.00059422i,-0.0019351-0.00035593i,-0.0017924-0.00018345i,-0.0013352+0.00047874i,-0.00018486+0.0011361i,0.0007318+0.002023i,0.0011407+0.0012779i,0.001497+0.00010702i,0.001309-1.1359e-05i,0.0005756+0.00022184i,0.00041354+0.00013053i,0.00014755-0.00012515i,-0.00062537+0.0002922i
0.024662+0.036673i,0.035079+0.021994i,0.023222-0.0054619i,0.0016334-0.01756i,-0.0036209-0.012536i,0.00026758-0.010397i,-0.00063841-0.0091496i,-0.0018554-0.0039641i,-0.00090427-0.0019497i,-0.00078385-0.0013914i,-0.0011931-0.00016041i,-0.00082081+0.00044035i,-0.0012163+0.0015074i,-0.0016125+0.0021948i,-0.00044415+0.001786i,0.0011732+0.0015581i,0.0015926+0.0017699i,0.00096045+0.0014542i,0.0010174+0.00077183i,0.0011927+0.00021831i,0.00072967-2.0984e-05i,0.00057744+5.7525e-05i,0.0007557-0.00036694i
0.037627+0.021694i,0.04107+0.0050415i,0.017754-0.014501i,-0.0075946-0.015225i,-0.011366-0.0087876i,-0.0058888-0.009437i,-0.0044222-0.0080531i,-0.0023941-0.0023574i,-0.00068319-2.5532e-05i,-0.0013348+0.00040854i,-0.0013524+0.00074574i,-0.001017+0.00066291i,-0.00080702+0.00095709i,-0.00018994+0.00080733i,0.00049745+0.00092202i,0.0010893+0.00053912i,0.001197+7.1324e-05i,0.00061335+0.00042522i,0.00033434+0.00027489i,0.00019731-0.00046725i,0.00044766-0.00033127i,0.00071413-0.00018465i,0.00081853-0.00019673i
0.043082+0.0036893i,0.039257-0.011574i,0.0089113-0.018768i,-0.015281-0.007834i,-0.015675-0.00040256i,-0.010608-0.0038937i,-0.0083427-0.0034689i,-0.0037726+0.00017017i,-0.0014141+0.00082057i,-0.0014506+0.0010573i,-0.00097912+0.0019937i,-0.00045939+0.0020787i,0.00051946+0.0023086i,0.00088851+0.0017941i,0.0011421+6.6197e-05i,0.0011108-0.00056315i,0.00027538-0.00053547i,-0.00038976-0.0005902i,0.00045273-0.0004106i,0.0015038-4.3289e-05i,0.0016876-0.00038386i,0.0014474-0.00014578i,0.00067791+0.00032313i
0.042354-0.012802i,0.032325-0.024514i,0.0026609-0.018856i,-0.013366-0.00012307i,-0.01132+0.0060843i,-0.01061+0.0004588i,-0.0095489-0.00013172i,-0.0034841+0.001354i,-7.6982e-05+0.00046959i,0.00038009+0.00096682i,0.0014588+0.0010708i,0.0015411+0.00065726i,0.0010003+0.00098352i,0.001534+0.00064578i,0.0015411-0.00018576i,0.00097721-0.00073356i,0.0006443-0.00013113i,2.4492e-05-0.00041623i,-1.3698e-05-0.0009022i,0.00064361-0.00013089i,0.0010482+0.00036555i,0.00087963-0.0003117i,4.5436e-05-0.0013454i
0.034005-0.024814i,0.019092-0.031574i,-0.0041344-0.015535i,-0.01016+0.0065915i,-0.0068373+0.0096424i,-0.0088449+0.0041654i,-0.0079935+0.0036874i,-0.0020354+0.0025159i,0.0010836+0.00068862i,0.0013304+0.0010165i,0.0012602+0.0011535i,0.0016491+0.0016499i,0.0019155+0.0022809i,0.0017516+0.0010403i,0.00111-0.00026894i,0.00064608+5.5244e-05i,0.00058312+4.2724e-05i,0.00040689-0.00057061i,0.00045798-0.00095445i,0.0012412-0.00097123i,0.00092693-0.0011793i,-0.0003144-0.00075242i,-0.00086872-3.2703e-05i
0.021752-0.037486i,0.0059966-0.03822i,-0.0072669-0.013918i,-0.0036124+0.0092627i,-0.00024327+0.011501i,-0.0055805+0.0072297i,-0.0053787+0.006388i,-0.00055602+0.0031742i,0.0013908+0.00038968i,0.0023223+0.00045537i,0.0029237+0.00043608i,0.0025093+0.00066096i,0.001885+0.001061i,0.00091118+0.000647i,0.000124-0.00059735i,-0.00041061-0.0009643i,-0.00066156-0.00060166i,-0.00013889-0.00065816i,0.00024899-0.00092334i,0.00026389-0.0013517i,-0.00062905-0.0013669i,-0.0015798-0.00093907i,-0.001566+3.4682e-05i
0.0060323-0.040763i,-0.0072658-0.035998i,-0.0079768-0.0097025i,0.0056133+0.0086595i,0.007941+0.010561i,-0.00019222+0.010133i,-0.00039219+0.009426i,0.0025311+0.00414i,0.0023388+0.00036772i,0.0023777-0.00031046i,0.00228-0.00082346i,0.0021207-0.00073575i,0.0018054-0.001175i,0.00029585-0.0015014i,-0.0006511-0.00019847i,-0.00012781+0.0011705i,0.00070335+0.0019904i,0.0005813+0.0016595i,2.7482e-05+0.00060105i,-0.00041128-0.00054437i,-0.000853-0.00066381i,-0.0011205+4.3515e-05i,-0.0010645+0.00027487i
-0.010633-0.039481i,-0.019508-0.029293i,-0.010513-0.0054485i,0.0079075+0.004737i,0.01058+0.0049092i,0.0039304+0.0092664i,0.0031522+0.0091285i,0.0026633+0.003558i,0.0012909+0.0012537i,0.0022179-0.00037613i,0.0024052-0.0018641i,0.0014707-0.001366i,0.001601-0.0011334i,0.0014277-0.00039254i,0.00029081+0.00044663i,-0.0006358+7.4173e-05i,-0.00049056+8.4584e-05i,0.00063165+0.00051206i,0.00093785+0.00028371i,-0.00046758+0.00011404i,-0.0014381+0.00017604i,-0.0018226+0.00017579i,-0.0017407+0.00055785i
-0.024779-0.032558i,-0.029375-0.021415i,-0.011094-0.00593i,0.009265-0.0040252i,0.011437-0.0034903i,0.0078177+0.0046701i,0.0067837+0.0062752i,0.0038062+0.0011632i,0.0016556-0.0013925i,0.0018235-0.0022181i,0.0015225-0.0029201i,0.001042-0.0025602i,0.00089384-0.0019066i,5.4992e-05-0.00092183i,-0.00083683-5.0562e-05i,-0.0001244+0.00036043i,0.00092006+0.00068675i,0.0014354+0.00020663i,0.0010488-0.00064758i,-3.8047e-05-0.00057908i,-0.00070007+0.00010346i,-0.0011231+0.0005656i,-0.0011476+0.0011955i
-0.034965-0.021395i,-0.032747-0.0084939i,-0.010127-0.00098068i,0.0080804-0.0068798i,0.010843-0.0068536i,0.012004+0.00069771i,0.012304+0.0016229i,0.006579+5.634e-05i,0.002597+0.00035727i,0.0012926-0.00083089i,0.00021187-0.0014637i,0.0001432-0.0015455i,-0.00022891-0.0010788i,-0.00090354+7.3193e-05i,-0.00017346+0.00045424i,0.0010847+0.000221i,0.0020212+5.1253e-05i,0.0020127-0.00017267i,0.001851-0.00080558i,0.0012865-0.00065813i,-7.1879e-05+9.1564e-05i,-0.00086627+0.00038235i,-0.00035552+0.00084313i
-0.040391-0.0056012i,-0.034989+0.0047847i,-0.012452+0.0027628i,0.00087594-0.010021i,0.0036235-0.012255i,0.010154-0.0062131i,0.011398-0.0042493i,0.0048979-0.0030782i,0.0013997-0.0018537i,0.00089272-0.0022807i,0.00085628-0.00195i,0.00069161-0.00099847i,-0.00025846-0.00053078i,-0.0014145-0.00095368i,-0.0012122-0.0010155i,-9.5423e-06-0.00081683i,0.00090532-0.0013779i,0.00050214-0.0018642i,0.00018516-0.0019189i,-0.00025212-0.0012628i,-0.00058211-0.00015652i,9.2148e-05+0.0011014i,0.00079933+0.0021643i
-0.038236+0.0078189i,-0.029229+0.014885i,-0.011411+0.0040752i,-0.0055861-0.01156i,-0.0030137-0.013296i,0.0055597-0.0093748i,0.0078665-0.008382i,0.004257-0.0049454i,0.001971-0.0019141i,-0.00021205-0.0023451i,-0.0018163-0.0027403i,-0.0016063-0.0025097i,-0.0012502-0.0012958i,-0.0004694+3.0179e-05i,0.0002103+8.0742e-05i,0.00051044-0.00029887i,0.00071816-0.001599i,0.00077077-0.002091i,-0.00029858-0.0020861i,-0.00088337-0.0015172i,0.00033697-0.00015426i,0.00086433+0.00020884i,0.0011364+0.0015259i
-0.029882+0.023352i,-0.019782+0.025724i,-0.0083644+0.0099601i,-0.0096643-0.0063476i,-0.008608-0.010909i,0.00010616-0.013013i,0.0027145-0.012525i,0.0014873-0.0066838i,0.0019569-0.0031614i,0.00060435-0.0026666i,-0.00044074-0.0019411i,-1.6644e-05-0.00091888i,-0.00034538-0.00053278i,-0.00054495-0.00035101i,-7.2995e-05-0.00071466i,-3.0349e-05-0.0014224i,0.00012152-0.0010015i,9.0828e-05-0.00099918i,-0.00063764-0.0011112i,-0.0012785+0.00037141i,-0.00075053+0.0015269i,0.00022713+0.0011919i,0.001747+0.00062541i
-0.019975+0.033018i,-0.0088817+0.03167i,-0.0043007+0.013525i,-0.012254+0.00011705i,-0.012454-0.0044982i,-0.0053776-0.010966i,-0.0032246-0.012764i,-0.0012239-0.0070399i,0.0015353-0.0034781i,0.00057107-0.0019607i,-0.0010682-2.4712e-05i,-0.0014353+0.00083232i,-0.00085161+0.00045694i,0.00035413-0.00051142i,0.00037873-0.0006606i,-0.00028357-0.0012388i,-0.00042574-0.0021424i,-0.001228-0.0013797i,-0.0023469-0.00026245i,-0.0021743-0.00063808i,-0.00065004-0.00065116i,0.00052351-0.00014222i,0.0011106-1.2536e-05i
-0.0064057+0.035663i,0.0037729+0.03173i,0.0011899+0.014958i,-0.011469+0.006262i,-0.01514+0.0022247i,-0.011168-0.0068748i,-0.0083065-0.010034i,-0.0033884-0.0058513i,0.00016777-0.0036145i,1.8868e-05-0.0016973i,-4.0314e-06+0.00040452i,-0.0003065+0.00044268i,-0.00046377+0.00059226i,7.7271e-05-0.00010384i,-0.00055314-0.0012307i,-0.0015405-0.001121i,-0.0016914-0.00093613i,-0.0019473-0.00099614i,-0.0020795-0.00027811i,-0.0015204+0.00044264i,-0.00052879-4.8687e-05i,0.00026082-0.00049699i,0.00079235-0.00038099i
0.010528+0.035308i,0.017024+0.026967i,0.0078267+0.01157i,-0.0060028+0.0077145i,-0.011154+0.0058007i,-0.01312-0.0030288i,-0.01192-0.0057376i,-0.0056501-0.0032872i,-0.0013977-0.003508i,-0.0010226-0.0023802i,-0.00085818-0.0005839i,-0.0004917+0.00037407i,0.00030891+0.00070122i,0.00019177-0.0003695i,-0.00066706-0.00026433i,-0.0012954+0.00019874i,-0.0021684-3.1017e-06i,-0.0024193-2.8564e-05i,-0.0014676-0.00036396i,-0.00072994-0.00016702i,-0.00036795+6.9515e-05i,0.00061627-0.00017235i,0.00043013-0.00063655i
0.022111+0.032907i,0.025786+0.021001i,0.014194+0.0088663i,0.0016304+0.009002i,-0.0053692+0.0083313i,-0.012233+0.0028727i,-0.012914+0.0019924i,-0.0061434+0.0011172i,-0.0019579-0.0019832i,-0.00039555-0.0023149i,0.00089929-0.0012019i,0.00077351+3.0747e-05i,8.5258e-05+0.00058014i,-0.0010806+0.0001741i,-0.0013536-7.0296e-05i,-0.00043552+0.00050098i,-0.00061721+0.0013211i,-0.0014663+0.0019054i,-0.0018132+0.0017294i,-0.0014375+0.00097898i,-0.00013699+0.00095573i,-5.6933e-05+0.00084483i,-0.0013362-0.00082044i
0.030929+0.019408i,0.031106+0.0078911i,0.016044+0.0021861i,0.0040984+0.0075196i,-0.0013933+0.010054i,-0.0085886+0.0089588i,-0.009788+0.0079771i,-0.0048666+0.0035516i,-0.0025168+0.00012214i,-0.001102+1.9321e-05i,0.00046654-3.0609e-05i,0.00074942+7.5856e-05i,-0.00048924+0.00075854i,-0.0015157+0.00047652i,-0.0013828-9.4278e-06i,-0.00071708+0.00030118i,4.9725e-05+0.0011536i,0.00027088+0.002382i,5.2971e-05+0.0020151i,0.00018277+0.00074883i,0.00025063-0.00012003i,-0.00010583-0.00044411i,-0.00067519-0.00071642i
0.036773+0.0057572i,0.032115-0.0052154i,0.01626-0.0061982i,0.0078507+0.0027447i,0.0033299+0.0094347i,-0.0051144+0.013602i,-0.0067653+0.013196i,-0.0026792+0.0061571i,-0.001748+0.0017245i,-0.0010404+0.0014762i,3.9929e-05+0.00095618i,4.6501e-05+0.00078212i,-0.00043272+0.00063974i,-0.00082864+0.00031023i,-0.00058246+0.00046467i,0.00031487+0.000864i,0.0012593+0.0016964i,0.0010735+0.0033171i,0.00079421+0.0026747i,0.0016285+0.0010576i,0.0016069-9.2323e-05i,0.0010523-0.00084747i,-0.00052732+0.00026253i
0.036093-0.0074423i,0.028575-0.016275i,0.01407-0.012398i,0.0081985-0.0024469i,0.0064617+0.0053017i,0.0027036+0.012363i,0.0015953+0.013086i,0.00058436+0.0072424i,-0.0011807+0.0035397i,-0.00076147+0.0011975i,-0.00015447-0.00085776i,0.00064619-0.00095423i,0.00064414-0.0010981i,1.4354e-05-0.00070427i,0.00049267+0.0007587i,0.0012066+0.00085709i,0.0013072+0.00056558i,0.0012489+0.001418i,0.0010824+0.001334i,0.00085011+0.00030176i,0.0011055-0.00021829i,0.00096578-0.00021013i,0.00024146+0.00031296i
0.028489-0.021406i,0.018352-0.027656i,0.005419-0.018459i,0.0044061-0.006092i,0.0073898+0.0028946i,0.008631+0.01081i,0.0089233+0.011532i,0.0048434+0.0067345i,0.00051229+0.0033404i,-0.00020939+0.0012314i,1.5203e-05-0.0001361i,0.00099537-0.00043096i,0.00074684+6.5679e-05i,-0.00022667+0.0012373i,0.00053968+0.0018297i,0.0010611+0.0010559i,0.0010897+0.00024364i,0.0018041+0.00049397i,0.0023095+0.00094362i,0.0018561+0.00046222i,0.00071185+0.00014659i,-0.0001418+0.0011751i,-0.00037007+0.0018901i
0.020263-0.029589i,0.0074064-0.030967i,-0.0016368-0.018164i,0.0010138-0.0066955i,0.0070143-0.00066785i,0.011618+0.004598i,0.012605+0.0053213i,0.0083108+0.0038965i,0.0041615+0.0031919i,0.0027475+0.0016285i,0.0013971+0.00041519i,0.000937+8.7677e-05i,0.00035489-0.00020548i,0.00025397+6.7482e-05i,0.00061342+0.001057i,0.00053572+0.00071671i,0.0014455+0.00052251i,0.002854+0.00044716i,0.0028319-0.00064903i,0.0014975-0.00082508i,-5.6246e-05-0.00038081i,-0.00056054-4.6102e-05i,0.00041229+0.00086138i
0.0054269-0.036119i,-0.0061356-0.033168i,-0.0092383-0.017039i,-0.0025295-0.0055232i,0.0056779-0.00069918i,0.013273+0.0016629i,0.014144-0.00022688i,0.0077826-0.00085318i,0.003741+0.0011416i,0.0030751+0.0014045i,0.0016855+0.00087814i,7.0068e-05+0.00033594i,-0.00043243-0.00069416i,-0.00048093-0.0007155i,6.1706e-05-0.00019649i,0.00072368-0.00040324i,0.0011669-0.00073248i,0.0019346-0.0010205i,0.0023429-0.0015284i,0.0016052-0.0018235i,0.0010561-0.0016064i,0.00031909-0.00064028i,0.0002752+0.00048718i
-0.0066129-0.035397i,-0.015416-0.027263i,-0.013359-0.01014i,-0.003209-0.0021813i,0.0059241-0.0037294i,0.012793-0.0067074i,0.013112-0.0083344i,0.0078098-0.0058221i,0.0049225-0.0027582i,0.0023865-0.0021598i,-0.0002595-0.001093i,-0.00044926-0.00029153i,0.00011986+0.00011961i,0.0012817+0.00025638i,0.0011236+0.00020114i,-0.0005534-0.00099034i,-0.00079536-0.0023573i,-3.6941e-05-0.0032991i,0.0004701-0.003095i,5.9219e-05-0.001946i,-0.0006435-0.00058836i,-0.00090201+0.00046279i,0.00014425+0.00020781i
-0.018508-0.029813i,-0.025001-0.018282i,-0.016338-0.004923i,-0.0030848-0.0023533i,0.0052729-0.0069901i,0.0090295-0.012739i,0.0069095-0.013478i,0.0036618-0.0083022i,0.0035298-0.0046379i,0.0030482-0.0034239i,0.0024843-0.0019567i,0.0015652-0.0010228i,0.00024088-0.00026771i,0.00033904-0.00046354i,0.00050301-0.0014465i,0.0003153-0.0013633i,-0.00010736-0.002149i,-0.00027577-0.0034501i,-3.8196e-05-0.0030981i,-0.00050716-0.0016924i,-0.00091255-0.00067435i,-0.00059915-0.00026254i,0.00014789-0.00079109i
-0.028256-0.01913i,-0.029897-0.007083i,-0.01513+0.0025901i,-0.0011273+0.00037895i,0.0044196-0.0073419i,0.0034576-0.014427i,-0.00040883-0.015091i,-0.00097988-0.0088748i,0.0010049-0.0042674i,0.0017411-0.0027277i,0.0014856-0.00098191i,0.00030385-0.00063809i,-0.00079834-0.00087166i,-0.00069646-0.0010291i,-0.00078369-0.00053556i,-0.00035828-0.00011012i,-0.00091204-0.001061i,-0.0017169-0.0020508i,-0.0016285-0.0022376i,-0.0020179-0.0015111i,-0.0018228-0.00071035i,-0.00091169-0.00066886i,5.8459e-06-0.00065274i
-0.032685-0.0083329i,-0.029944+0.0039702i,-0.01227+0.006332i,0.00079907-0.0024695i,0.001817-0.011014i,-0.0038372-0.015059i,-0.0078018-0.01249i,-0.0048324-0.0068809i,-0.0011117-0.0046981i,-0.00041572-0.0030842i,0.00078467-0.0014953i,0.00035526-0.00049491i,-0.0012396+0.00039905i,-0.00095989-6.1619e-05i,-0.00071682-0.001616i,-0.0011647-0.0018821i,-0.0012449-0.0007711i,-0.0019692-0.00056524i,-0.0029197-0.0013864i,-0.0019982-0.0013478i,-0.00097455-0.0011212i,-0.00076128-0.0011431i,-0.00047915-0.0011077i
-0.032704+0.0039433i,-0.025132+0.013517i,-0.0084936+0.0087218i,0.00041275-0.0046723i,-0.0015117-0.012844i,-0.0080028-0.013462i,-0.010382-0.0087251i,-0.0059542-0.0043586i,-0.00275-0.0039037i,-0.0024652-0.0033128i,-0.0015059-0.0020936i,-0.00084667-0.0011878i,-0.00021168+3.9021e-05i,6.7316e-05+0.00048946i,-0.00038608-1.8209e-05i,-0.00078646+0.00063435i,-0.0022029+0.00057664i,-0.0030229-0.00033805i,-0.0024354+0.00017826i,-0.0020244+0.0012763i,-0.0016348+0.0015688i,-0.00067399+0.00081154i,-0.00031306+0.00033334i
-0.028705+0.016864i,-0.018759+0.02252i,-0.0049486+0.011097i,-0.0020866-0.0060227i,-0.0079189-0.013315i,-0.013702-0.0082078i,-0.012768+0.00024152i,-0.006715+0.0027544i,-0.0034099+0.0010962i,-0.0019753-0.00011007i,-0.00029686-0.00085083i,-0.00034657-0.0010468i,-0.00078145-0.00035206i,-0.00099031+0.00026358i,-0.0014234+0.00020858i,-0.00098378+0.00029574i,-0.00097513+0.00062844i,-0.0022349+0.0015116i,-0.0030231+0.0021516i,-0.0029722+0.0022229i,-0.0019671+0.0016349i,-0.0015381+0.0011157i,-0.0014977+0.00057217i
-0.020235+0.024798i,-0.0075988+0.025951i,-0.00073315+0.0092946i,-0.0077147-0.0078708i,-0.016114-0.010651i,-0.018044-0.0018362i,-0.01194+0.0055439i,-0.0041106+0.0039052i,-0.0016229+0.0010693i,-0.0010161+0.001491i,-0.00043141+0.00097098i,-0.0010157+0.00022065i,-0.00083477+0.00094377i,-0.00087135+0.00086094i,-0.0018469+0.00044632i,-0.001773+0.00091587i,-0.001742+0.0020147i,-0.0024784+0.0036224i,-0.0025226+0.0040008i,-0.0018035+0.0027836i,-0.0012595+0.0015493i,-0.0013029+0.00073581i,-0.00091238+0.00045928i
-0.0096013+0.031782i,0.002944+0.028113i,0.0045775+0.010456i,-0.0088865-0.003808i,-0.019568-0.0048796i,-0.017521+0.0031652i,-0.0078253+0.0077517i,-0.00091782+0.004733i,0.00014994+0.0020547i,0.00086777+0.0017452i,0.0014463+0.00097683i,0.00053894+0.0011126i,-2.6979e-05+0.0015156i,-0.00055619+0.0013464i,-0.0013388+0.0015477i,-0.0008605+0.0022832i,-1.6001e-06+0.0029159i,0.00043409+0.0033516i,0.00088861+0.0035484i,0.00045183+0.0021199i,-0.00058757+0.000723i,-0.00064459+0.00059623i,-6.951e-05+0.0010699i
0.0056368+0.03163i,0.015007+0.023366i,0.0071749+0.0072434i,-0.01362+0.00040526i,-0.024215+0.0051055i,-0.015394+0.012234i,-0.0021783+0.010758i,0.0022697+0.0033045i,0.0011156+0.00058721i,0.00075324+0.001048i,0.00054093+0.0013395i,0.00069437+0.0016515i,0.00074932+0.00108i,-0.00090319+0.00024446i,-0.00080052+0.00121i,0.00096516+0.0026676i,0.0020245+0.0022713i,0.0024782+0.0027855i,0.0028155+0.0031465i,0.0023356+0.0021145i,0.0010931+0.0016959i,0.00011451+0.0019179i,-0.00028211+0.0019587i
0.015131+0.028386i,0.022013+0.016617i,0.0091689+0.0049593i,-0.011968+0.0074998i,-0.019007+0.015494i,-0.0081849+0.016315i,0.0040809+0.0093359i,0.0053513+0.0026975i,0.0029678+0.0011991i,0.0035062+0.00090163i,0.0030065+0.0005226i,0.0019948+0.0012306i,0.001767+0.0010761i,0.00095712+0.00082087i,0.0010678+0.001539i,0.0019834+0.0013553i,0.0031718+0.0016482i,0.004448+0.0020681i,0.0044465+0.0010647i,0.0034892+0.00064138i,0.0020767+0.00086642i,0.00071939+0.00087757i,0.0003535+0.0011631i
0.024867+0.021058i,0.02719+0.0079977i,0.013726+0.0015115i,-0.0040308+0.012741i,-0.010049+0.023962i,-0.0029803+0.020205i,0.0045105+0.0087389i,0.0040312+0.00078452i,0.0030164-0.00079945i,0.0043197-0.0015167i,0.0030223-0.002372i,0.0012415-0.0010522i,0.0012252+0.000944i,0.0012063+0.0015443i,0.0019308+0.0013986i,0.0032063+0.00072289i,0.0043437+0.00034717i,0.0047164+0.00060045i,0.0044414+0.00048792i,0.0028019-0.00016245i,0.00080295+0.00033471i,0.0003887+0.0010432i,0.00047626+0.00097071i
0.029858+0.010129i,0.028024-0.0025016i,0.013918-0.0014341i,0.0039719+0.017025i,0.0047726+0.028279i,0.0097243+0.019448i,0.0085295+0.0045885i,0.0029254-0.0014768i,0.0018345-0.0014814i,0.0027235-0.0024762i,0.0018547-0.0027898i,0.001383-0.0015563i,0.0011368-0.00054539i,0.00075365+0.00077824i,0.0013482+0.0016693i,0.0024671+0.00067757i,0.0033128-0.00089028i,0.0040975-0.0020777i,0.0036787-0.0025634i,0.0016552-0.002423i,9.0456e-05-0.0021541i,0.00029636-0.001102i,0.00097637-0.00060205i
0.030717-0.0012498i,0.024818-0.01282i,0.013116-0.006506i,0.013173+0.013931i,0.020139+0.023906i,0.020797+0.013475i,0.012193-0.00037314i,0.003608-0.0033653i,0.0012933-0.0014131i,0.0010445-0.0032939i,3.3722e-05-0.0035171i,0.00036512-0.0015911i,0.001305-0.0018429i,0.0014057-0.00078613i,0.0016527+8.5766e-05i,0.0022201-0.00058174i,0.0027191-0.0014853i,0.0033051-0.0039886i,0.0035638-0.0048727i,0.0026647-0.002819i,0.0017926-0.00098216i,0.0014964-0.00013799i,0.0010633+0.00027986i
0.029046-0.012921i,0.018269-0.022376i,0.010665-0.014165i,0.020523+0.003751i,0.031873+0.010943i,0.026628+0.0028995i,0.010755-0.0046872i,0.00035487-0.003229i,-0.0012523-0.0016822i,-0.00085146-0.0036139i,-0.0016231-0.0032998i,-0.0014051-0.0009775i,-0.00016506-0.00060515i,0.00025322-0.0005747i,0.00099703-0.00098436i,0.0017342-0.002046i,0.0016762-0.0036434i,0.0015058-0.0050554i,0.0013631-0.0047021i,0.00091407-0.0028863i,0.00076537-0.0009763i,0.0011668+0.00034923i,0.00091204+0.00073423i
0.021524-0.022428i,0.0089258-0.027376i,0.0062745-0.017929i,0.022455-0.0074307i,0.035331-0.0062357i,0.026517-0.010148i,0.0069455-0.0075357i,-0.0020905-0.00041322i,-0.0008468+0.0011779i,-0.0010753-0.00063273i,-0.0022812-0.00098899i,-0.0013464-0.0010471i,-0.00087981-0.0013157i,-0.001425-0.0004267i,-0.00084093-0.00099341i,-0.00022607-0.0029842i,-0.0010841-0.0039525i,-0.0023812-0.0044339i,-0.0027013-0.004383i,-0.0021981-0.0028229i,-0.0016802-0.0016129i,-4.7422e-06-0.00090911i,0.00078913-0.00046636i
0.01017-0.028992i,-0.0038716-0.029176i,-0.004195-0.021093i,0.014423-0.019727i,0.02629-0.024219i,0.017839-0.022407i,0.0026604-0.010772i,-0.0025587+0.00035832i,-0.00056162+0.0020191i,-0.00080339+0.00049651i,-0.0019231+0.0015712i,-0.0016613+0.0014949i,-0.0014916-0.00024467i,-0.0010507-0.0015054i,-0.0011417-0.0020279i,-0.002103-0.0026934i,-0.0029064-0.0038152i,-0.0040623-0.004424i,-0.0037095-0.0038087i,-0.0014188-0.0015952i,-0.0002422-0.00067141i,-0.00056194-0.0015088i,-0.00059796-0.0016754i
-0.00045664-0.028494i,-0.013226-0.02366i,-0.011606-0.017465i,0.0038362-0.026425i,0.013303-0.037386i,0.0072968-0.030946i,-0.0011368-0.012078i,-0.00080994+0.00066655i,0.00083759+0.0029028i,-0.00071362+0.002983i,-0.00072156+0.0032267i,-0.00075533+0.0020754i,-0.0011187+0.0006856i,-0.00056106-0.00080146i,-0.00072339-0.002358i,-0.0016027-0.0024541i,-0.0034868-0.0019663i,-0.005039-0.0020638i,-0.0051182-0.0014688i,-0.0036891-0.00051146i,-0.0017537-0.00083795i,-0.00059857-0.001028i,-0.00048296-0.00094481i
