-0.00047945+0.0031787i,-0.00050274+0.0024499i,-0.0012726+0.0025886i,-0.001113+0.0016626i,-0.00065729+0.0013482i,-0.00030205+0.0021398i,-0.00010682+0.0017662i,0.00065989+0.0011667i,0.0011855+0.0012097i,0.0011397+0.0010462i,0.00064312-5.8176e-05i,-0.00052049-0.00096115i,-0.00061553-0.00049474i,-0.00020385-0.00046736i,-0.00018284-0.00066875i,-0.00048832-0.00073786i,-0.00077949-0.00056741i,-0.00082113+0.00028835i,-0.00019627-0.00013589i,0.00053232-0.0007585i,0.00059146-0.00024114i,0.00027109-0.00057651i,0.00052006-0.001196i
-0.0052519+0.00052659i,-0.0052972+0.0016171i,-0.0043287+0.0030319i,-0.0017944+0.0030139i,0.00071438+0.002303i,0.0030458-1.8934e-05i,0.0028161-0.0019419i,0.0005905-0.0015249i,-0.00046347-0.00018364i,0.00015139+0.00067522i,0.00099115+0.00074125i,0.0011494+0.00014348i,0.00099139-0.00040344i,0.0012526-0.00049635i,0.0012925-0.0009713i,0.0011226-0.0010026i,0.0012241-0.00022233i,0.0004133+0.00036682i,-0.00041261-0.00017725i,-0.00062025-0.00054987i,-0.001337-7.2465e-05i,-0.00074196+0.00032247i,0.00058926+0.00014921i
-0.0021709-0.0024835i,-0.0032629-0.00087825i,-0.0024514+0.0011016i,-0.00038464+0.0014862i,-0.00078943+0.0019854i,-0.0011857+0.0029125i,3.6879e-05+0.0022803i,0.00056555+0.00089808i,0.00018841+0.00022384i,-0.00019895+0.00064035i,0.00021194+0.00063206i,0.00048675+0.0012473i,0.00051691+0.0014137i,0.00066979+0.00015971i,0.00067793-0.00072521i,0.00051526-0.00087586i,-3.3976e-05-0.00040326i,-0.00017284-0.00020558i,-0.00011509-0.00029281i,-0.0005891-0.00017911i,-0.00032221+0.00044359i,0.00046771+0.00051447i,0.00056033+0.00012236i
0.0011759-0.00085401i,0.0014226-0.0011668i,0.00085686-0.00063799i,-0.00012384-0.00028648i,-0.00036633+0.00040847i,0.0010086+0.00050699i,0.00134-0.0010461i,8.3562e-05-0.0017574i,-0.0013322-0.00048281i,-0.0017194-0.00016253i,-0.00061433-0.00043041i,0.00072018-0.00042014i,0.0014406-0.00060299i,0.0014083-0.00081629i,0.0010821-0.00095643i,0.00098711-0.00066076i,0.00068548-0.00017937i,0.00015905+5.0897e-05i,5.027e-05-0.00057877i,0.00052326-0.00047137i,0.00043549-0.00036624i,0.0005383-0.00094638i,0.00085835-0.00055897i
0.001646+0.00047343i,0.0013728-7.3737e-05i,9.189e-05-0.00067261i,-0.00037456-0.0015366i,8.8207e-06-0.0015269i,0.0002627-0.0015517i,5.4055e-05-0.0022802i,0.00061835-0.0019131i,0.0014314-0.0013408i,0.00062662-0.00088826i,-0.00012473-0.00035524i,0.00025204+8.0257e-06i,0.0002918+0.00010545i,-0.0002051-0.00020501i,0.00040513-0.00068954i,0.00088875-0.0010099i,0.00064535-0.00073029i,-0.00037816-0.00013473i,-0.00067282+0.00016061i,-0.00011329-0.00015728i,-0.00039796+0.00022273i,-0.00045692+0.00014656i,-0.00020998-1.7623e-05i
-0.0018862+0.0017785i,-0.00015171+0.0031715i,0.0010623+0.0042561i,0.0015024+0.0035073i,0.0017553+0.0017553i,0.001879+0.0010411i,0.00058117+0.00088278i,-0.00046073+0.00033148i,-0.00067314-0.00012567i,-0.0011901-0.00023791i,-0.0009018+7.8668e-06i,-3.6423e-05+0.000463i,0.0007283+0.000486i,0.0014725-0.00017419i,0.0018764-0.0004605i,0.0016331-0.00028832i,0.00080833-8.123e-05i,0.00037782-0.00026578i,0.00042385-6.5138e-05i,-0.00010954+0.00024633i,-0.00043681-0.00018103i,-0.00082774-0.00029787i,-0.0012108-0.00035922i
-0.0012168+0.0012191i,-0.00037382+0.00025234i,0.00079893-0.00113i,0.0003109-0.001224i,-0.00035164+0.00010588i,-0.00046208+0.0016018i,0.00029773+0.0013748i,0.0011125+0.00057979i,0.00030479+0.00046224i,-0.00065517+2.6795e-05i,-0.0008637-0.00032166i,-0.001272-2.6798e-05i,-0.0010455-0.00081607i,-0.00069667-0.0011247i,-0.00066446-0.00048255i,-0.00020495-0.00010055i,-0.00019161-0.00047682i,0.00053816-0.00070675i,0.0013364-0.00062707i,0.0005835-0.00069576i,0.00021655-0.00054377i,0.00024098-0.00070903i,0.00034415-0.00078071i
-0.0028805-0.00076663i,-0.0031748+1.1824e-06i,-0.0022331+0.0015526i,-0.0008734+0.0015404i,0.00055375+0.00065463i,0.00093014-0.00019267i,0.0006868-0.00048979i,0.0003068-0.00050861i,-0.00039124-0.00040969i,-5.8076e-05-0.00021398i,0.00063319-0.00021017i,-5.2564e-06-0.00024207i,-0.00042815-0.00070555i,-0.00023855-0.0005508i,2.1481e-07-0.00030358i,-0.00015688-0.00074912i,-0.00092496-0.00041048i,-0.00090875+0.0001436i,-0.00037855+0.00014425i,-0.00079116-0.00010762i,-0.00068589-0.00039216i,-0.00043448-0.0007446i,-0.00014556-0.00081862i
0.0006504-0.0012271i,0.0015815-0.00076466i,0.0015172+0.00064908i,0.0024688+0.00088466i,0.0022589+0.00020511i,0.001027-0.00015145i,0.00055268-0.00038584i,-0.00011183-0.00046724i,-0.00072894-0.00015709i,-0.00035348+1.0335e-05i,-4.4173e-05-0.00040255i,0.00044385-0.00039051i,0.00071471+0.00014466i,0.00048059-0.0001467i,0.00046154-0.00063807i,0.00080448-0.00031983i,0.00069377-0.00030061i,2.6582e-05-1.1692e-05i,-0.0006767+0.0010738i,-0.0012172+0.00064891i,-0.00087982-0.00015289i,-0.00031711-0.00019128i,-0.00032569+3.6385e-06i
0.00016425+0.00036302i,0.0002164+0.00090417i,0.00025106+0.00049196i,-0.00016308+0.00014349i,-4.5167e-08+0.0010413i,0.0010801+0.0015628i,0.0017198+0.00086463i,0.001098-0.00020482i,0.00022357-0.00080907i,0.00014435-0.00086277i,0.00030312-0.00013189i,-1.9627e-05+0.00032187i,2.6953e-06-0.00025269i,0.00038356-0.00036659i,0.00034655+0.00027128i,0.00039225+0.00029702i,0.00090731-1.8536e-05i,0.00093628-8.6886e-05i,0.00069227-0.00013313i,0.00065756+6.4683e-05i,0.00032838+0.00036248i,0.00039067+0.00053034i,1.749e-05+0.00015251i
-0.0015449-0.0016229i,-0.0035612-0.001927i,-0.0046871-0.00084583i,-0.0038275+0.00017143i,-0.0018186-0.00056809i,0.00037168-0.00049195i,0.0012385-4.0695e-05i,0.00078305-2.5467e-05i,0.00043628-7.6753e-05i,-6.0621e-06-0.00064336i,-0.00030942-0.00071121i,4.1162e-05-1.2099e-05i,-0.00039617+0.00035879i,-0.00016648+0.0010967i,0.00078549+0.00051026i,0.00076075-0.0010675i,0.00038005-0.0009338i,0.00024629+0.00017253i,0.00021821+0.00070985i,-0.00018638+0.00063591i,-0.0004626+0.00067374i,-0.00069553+0.0010289i,-0.00064722+0.0015001i
-0.0010125+0.0025267i,0.00088998+0.0028787i,0.0021018+0.0020482i,0.0022278+0.00086657i,0.0022948+0.00090904i,0.0022923+0.00020876i,0.0016477-0.00059476i,0.00045037-0.0005903i,0.00037889-0.00074398i,0.00087801-0.00034805i,0.00060498+0.00058772i,0.00018311+9.9766e-06i,0.00066503-0.00065632i,0.00072964-0.00058264i,6.0087e-05-0.0005506i,-0.00031127-0.00042291i,-9.3914e-06-0.00018666i,9.8286e-05+6.1848e-05i,4.1424e-05+0.00010162i,-0.00080429-3.6077e-05i,-0.00098769-0.00037636i,-0.00037221-0.00056102i,-0.00037906+0.00024518i
-0.0021165+0.0016166i,-0.0017443+0.00092495i,-0.00067871+0.0006534i,-0.00037022+0.00097649i,8.6465e-05+0.0016936i,0.00048476+0.001406i,0.001203+0.00037842i,0.0012455-0.00017198i,0.00027807-0.00023794i,-0.00087423+0.00040657i,-0.0015229+0.00061346i,-0.0012478+0.00077807i,-0.00036254+0.000793i,0.00017285-0.00031845i,0.00036072-0.0012951i,0.00019423-0.0005303i,9.553e-05-0.0002269i,0.00010366-0.00033255i,0.00031472-0.0001987i,0.00030649+4.0059e-05i,0.00031721+0.00028287i,0.00057216+4.086e-05i,0.00070467+0.00020006i
0.00035314+4.6879e-06i,-0.00052518+0.00022444i,9.6671e-05+0.00089847i,-7.2948e-05+0.00028787i,-0.00066823-0.00067316i,-0.00025497-2.6399e-05i,-0.00011378+0.00081279i,-0.00011928+0.00073248i,0.00044774-0.00053283i,0.00019953-0.0012953i,-0.00077919-0.0011481i,-0.0005285-0.00013089i,0.00034492+0.00045827i,0.00029474+0.00042957i,-0.00038801-0.00025773i,-0.0001649-0.00042904i,-0.00010997-0.00018265i,-0.00019591-0.00056459i,-0.00032991-2.0797e-05i,0.00015129+0.00020042i,0.00083227+7.4435e-05i,0.00028859+0.00019176i,-0.00030439+0.00062238i
0.0010909-0.0014677i,0.0010476-0.0015158i,0.0011792-0.00066885i,0.0020576-0.0012297i,0.0017977-0.0019073i,0.00092677-0.0012566i,0.00090751+1.9928e-06i,0.0012635+0.00065297i,0.00057161+0.00042214i,-0.00032229+0.00018101i,0.00011364-0.00049362i,0.00054687-0.00073361i,0.0003287-0.00033989i,-5.4547e-05-2.521e-05i,0.00020727-0.00017009i,0.00047496-0.00021557i,-0.0004126+0.00027907i,-0.00088144+0.00074386i,-0.00023358+0.00023766i,0.0008429+0.00022338i,0.00034328+0.0005371i,-0.00020756-0.00023733i,0.00081975-0.00025964i
0.0017905-0.00013404i,0.0012035+0.00045721i,-0.00087991+0.0010796i,-0.0018666+0.0014389i,-0.00040312+0.0023602i,0.0010014+0.0033538i,0.0012393+0.0019633i,0.00053172+0.00061995i,-0.00018663+9.7166e-05i,0.00013188-0.00057844i,0.00019482-0.00048903i,0.00044107+0.00029462i,0.00060199+0.00019906i,0.00085865-0.00062575i,0.0010124-0.00093123i,0.0008325+5.7562e-06i,0.00020665+0.00011191i,-0.00080721-0.00084265i,-0.0010293-0.0011899i,-0.00044945-0.00077703i,-0.00010312-0.00016095i,-0.00034816+0.00011011i,-0.00038007+0.00038587i
-0.001291+0.0038105i,-0.0010209+0.0030237i,0.0002226+0.0019371i,0.0013862+0.0011783i,0.00087974-0.00023364i,0.00052602-0.0018623i,-0.0001596-0.0020479i,-0.00105-0.0011068i,-0.00087971-0.00034138i,-0.00061172-0.00057815i,-0.00032457-0.00051577i,-0.00065275-7.9406e-05i,-0.00073102-0.00012637i,-0.0006541-0.0010931i,-0.00088253-0.0015169i,-0.00036189-0.0011001i,-0.00026557-0.00074405i,-0.00055271-0.00034041i,-0.00055923-0.00015971i,-0.00058407-0.00038889i,-0.00082578-0.00045487i,-0.0005857+0.00054164i,-3.0616e-06+0.001852i
-0.0032555-0.001146i,-0.0033284-0.00017758i,-0.0026558+0.00053775i,-0.00070744+0.00066373i,0.0014179+0.00096798i,0.0019619+0.0010437i,0.0011975+8.4354e-05i,0.00023828-0.00094974i,-0.00022642-0.00033003i,-0.00032951-1.0998e-06i,-0.00014877-0.00019359i,0.00028237+0.00031476i,0.00048829+0.00041878i,0.0011843-0.00049539i,0.0012224-0.0012215i,0.00071672-0.00090174i,0.000652-0.00060952i,0.00088482+0.00020786i,0.00069073+0.00096128i,0.00038361+0.00044162i,0.00068407-0.00035322i,0.00071701-0.00040412i,0.00041342+0.00026701i
0.00044945-0.0027466i,0.0014287-0.00096918i,0.0014401+6.5408e-05i,0.00071237+0.00022848i,0.00027619-0.00033447i,0.0008496-0.00034587i,0.0013422+0.00047335i,0.0012198+4.575e-05i,0.00013851-6.6574e-05i,7.7978e-05+0.00072955i,0.0007108+0.0010559i,0.00082121+0.00033251i,0.00069493-0.00066634i,2.5765e-05-0.00034836i,-0.00021715+0.00024351i,-0.0002261-0.00052429i,-0.00020639-0.00052019i,0.00048915+0.00010816i,0.00012457-0.000694i,-0.00069278-0.00079432i,-0.00075778+0.0001482i,-0.0010379+0.00034486i,-0.00062982-0.00015783i
0.00043125-0.002286i,-5.9105e-05-0.0014946i,-0.0011991+0.00088842i,-0.0010919+0.0016089i,0.00015879+0.0013428i,0.0007794+0.00092707i,0.00039449+0.00028184i,-0.00024889-9.8112e-05i,0.00028947-0.00036581i,0.00082723+0.00015117i,0.00025565+0.00061937i,-3.0178e-05+0.00071509i,0.00035416+0.00021347i,0.00095247-0.00072082i,0.00088262-0.0010871i,8.1288e-05-0.00054979i,-0.00027423-0.0001781i,-0.00021438-0.00065936i,-0.00029747-0.0010765i,-0.00030189-0.00026545i,-0.00067632+0.00067336i,-0.00035539+0.00075479i,6.7356e-05+0.00075329i
0.00021459+0.00067987i,0.0010699+0.0014669i,0.0016077+0.0011587i,0.0020389+0.00033126i,0.0020418-0.00029966i,0.0014402-0.00098495i,0.0010643-0.0011693i,0.00117-0.001344i,0.00072553-0.00056034i,0.00015107+0.00026818i,-0.00033787+0.00026514i,-0.00043403+0.00083686i,-0.00031977+0.00075278i,0.00013618-0.00020385i,0.00032006-0.0013277i,0.00014255-0.0014378i,-6.293e-05-0.00083039i,-0.00028143-0.00041877i,-0.00070351-0.0002091i,-0.00077284-0.0004988i,-0.00052334-0.00058574i,0.00016911-0.00021503i,0.00014536+0.00021905i
-0.00049743+0.0010931i,-0.00027531+0.00068448i,0.00084483+0.0002106i,0.00060631+0.00040541i,0.0001919+0.001341i,0.00072256+0.0019119i,0.0012853+0.00099005i,0.0011275-0.00011207i,0.00024731-0.00026252i,-0.00045439+0.00031178i,-0.00040955+9.7334e-05i,-0.00054561-1.1823e-05i,-0.00047807+0.00053913i,-5.5259e-06+0.0016203i,0.00097359+0.001049i,0.0013436-0.00061705i,0.0009325-0.0012263i,0.00031338-0.00084022i,9.3128e-05-0.00027179i,-6.0852e-05-0.00054692i,-5.6545e-05-9.5549e-05i,0.00035764+0.001311i,0.00033273+0.00091138i
-0.0014473+0.0018891i,-0.00099168+0.0022188i,-0.0011209+0.001108i,-0.0016+0.00030049i,-0.00089034+0.0010465i,0.00032781+0.0015975i,0.0006257+0.00076057i,0.0003385-0.00026135i,0.00048955-0.00043893i,0.00019947-0.00070375i,-0.00010562-0.0013763i,-9.1811e-05-0.00067192i,-7.4119e-05+0.00018243i,0.00045335+5.0726e-05i,0.00078948+0.00016872i,0.00073011-0.00046997i,0.00026253-0.00057081i,-0.00041192-4.6355e-05i,-0.00010802+0.00024229i,0.00027865+0.00071768i,-0.00026152+0.00085563i,-0.00086599+0.00053675i,-0.00076646+7.5024e-05i
-0.0028328-0.0011959i,-0.0016617-0.0012056i,-0.0015719-0.00055964i,-0.00090901-0.00092876i,9.6984e-05-0.00064083i,-0.00038294-7.979e-05i,0.00033599-0.00057696i,0.00052239+1.6817e-05i,-0.00038651+0.0010319i,-0.00023657+0.0011045i,-0.00032394-1.1789e-05i,-0.0007426-0.00098312i,-0.0007615-0.00027606i,-0.00018197+0.00068542i,0.00043701+0.00092817i,0.00055933+0.00052381i,0.00068251-0.000413i,0.00061382-0.0011502i,0.00060946-0.0006578i,0.00078412-0.00017672i,0.00074581+0.00019949i,0.00058573+0.00017238i,-0.00020718-0.00050776i
0.00033714-0.0031784i,0.00034149-0.0018077i,-8.1347e-05+5.5269e-05i,0.00013297+0.00064868i,0.00077284-0.00010353i,0.0013407-0.0007639i,0.00053322-0.00085353i,0.00060766-0.00029288i,0.0013113+0.00027199i,0.00075267-0.00035677i,2.4042e-05-0.00094302i,-0.00016364-0.00027358i,-0.00023225-0.00025983i,0.00010342-0.0009196i,0.00039906-0.00046174i,9.4612e-06-0.00060343i,-0.0006776-0.00039011i,-0.00090898-5.6669e-05i,-0.00069469-0.00078858i,-2.3855e-05-0.00046599i,0.00047578+0.00048924i,0.00014485+0.00073968i,0.00071396+0.00065942i
0.0030119-0.0010771i,0.0035157+0.0002361i,0.0022928+0.0010044i,0.0016344+0.00040619i,0.0011823-0.00018584i,0.00050225-6.0637e-05i,0.00026492+0.00015944i,-0.00025954+0.00029035i,-0.00087979-0.00057917i,-0.00035143-0.00085355i,0.0003394-2.9634e-05i,-1.5863e-06+0.00014161i,-0.00060315-0.00014811i,-0.00011505+0.00037539i,-5.3955e-05+0.0013046i,-0.00053639+0.0013754i,-0.0004209+0.0013439i,6.9223e-05+0.00092034i,0.00062174+2.6025e-05i,0.00062144-0.00044984i,0.00010419-0.00029853i,-0.00024913-0.00013532i,-0.0010549-0.00020696i
3.8704e-05+0.0020217i,0.00034379+0.0020475i,0.00039955+0.0016684i,0.00045975+0.00082393i,0.00023712+5.4627e-06i,0.00051201+0.00030093i,0.00046132+0.00093665i,0.00030423+0.00081488i,-0.0002074+0.00053744i,-0.00060261+0.0003544i,-0.00045185+0.00045661i,-0.00027133+0.00050463i,-0.00037493+0.0005706i,-0.00064489+0.00057162i,-0.00066528+0.00049218i,-0.0010232+0.00052127i,-0.0013437+0.00069295i,-0.00096993+0.00037605i,-0.00048983+0.00014319i,-6.7081e-05-0.00047628i,0.00034276-0.00051161i,0.00013595+8.1831e-05i,-0.00021917+9.2413e-05i
-0.002978+0.0019686i,-0.0020628+0.0013968i,-0.0010709+0.0005721i,-0.00020631+0.00034874i,0.00055396+0.00025645i,0.0016089+0.0008416i,0.0015903+0.00052227i,0.00015974-0.00076517i,-0.00055039-0.0012673i,-0.00067162-0.00044044i,-0.00067334+8.202e-05i,-0.00095787+0.00011088i,-0.00082835-4.7972e-05i,0.00016436-0.00067905i,0.0002347-0.00072546i,-0.00031059-0.00086962i,6.8458e-05-0.0014135i,0.00033329-0.00097303i,-0.00025874-0.00057149i,-0.0011356-8.0881e-05i,-0.0012809-0.00021891i,-0.00051937-0.0007091i,-0.00036378+0.00012057i
-0.0027095-0.0026132i,-0.0024215-0.0011442i,-0.00082283+0.00037211i,0.00067968+0.00054473i,0.00099+0.00015606i,0.0018976+0.00037437i,0.0017673+0.000319i,0.00016751-5.9802e-05i,-0.00042241+0.00041519i,0.00056398+0.00061325i,0.0013168-0.00014621i,0.00097639-0.0011728i,0.00075878-0.0011488i,0.0010833-0.00050741i,0.00049405-0.00020946i,-0.00043841-5.6703e-05i,-0.00094961+0.0001593i,-0.00091859-0.00051004i,-9.0214e-05-0.00055775i,-0.0001983-0.00012898i,-7.0884e-05-0.0005535i,0.00063013-0.00024997i,0.00046538+0.00015581i
0.00081636-0.0013641i,0.0010708-0.0020551i,-0.00033789-0.0010689i,-0.00089475+0.00116i,0.00023332+0.0018539i,0.00066556+0.00060212i,0.00060863-0.00073561i,0.00027439-0.0009564i,-0.00037655-0.0010938i,-0.00013076-0.00099442i,0.00027771-0.00077543i,0.00029263-0.0011396i,0.00025466-0.00088707i,0.00024778-0.00057665i,0.00082118+9.4349e-05i,0.0011679-7.3999e-05i,0.0012377-0.00074379i,0.00068553-0.00059042i,0.00032007-0.00031007i,-7.7693e-05-0.00033826i,0.00021506+8.3768e-05i,0.0003066+0.00085267i,-0.00061792+0.00062931i
0.001415+0.00069454i,0.00079997+0.0011405i,0.0011025+0.0001347i,0.0012282-0.0002951i,0.00090605+0.00067697i,0.0010053+0.0011979i,0.00061033+0.0014354i,-0.00026262+0.00093911i,-2.7336e-05+0.00028678i,0.00067475-0.00019382i,0.00070414+6.9921e-06i,3.5729e-05+9.8698e-05i,-0.00018091-0.00021992i,-6.4895e-05-0.00027103i,3.0619e-05+0.0004751i,-0.00032034+0.00088947i,-0.00024521+7.9274e-05i,-0.00013681-0.00064865i,-0.00053842-0.00081386i,-6.3424e-05-0.00068271i,4.7208e-05-0.00090171i,-0.0008108-0.0009497i,-0.0010318-0.00024513i
-0.00034854+0.0016511i,-0.00074019+0.0010691i,5.7155e-05+0.00036258i,0.00031188-7.2018e-05i,-8.3909e-05+0.00061616i,0.00041215+0.0002279i,0.0010933-0.00092191i,0.0001109-0.0012393i,-0.00060419-2.5496e-05i,-0.00013828+0.00067652i,0.00030376+0.00019178i,0.0003885+0.00039892i,-1.5182e-05-0.00012574i,-0.00094893-0.00069287i,-0.0014834-7.4874e-06i,-0.00018317+0.00030029i,0.00086245+0.00023541i,0.0008453-0.00019096i,0.00093633-0.00020846i,0.00062827+0.00013742i,0.00017627+9.4533e-05i,-0.000513+0.00031103i,-0.00024141+0.00023967i
-0.0021795+0.0016926i,-0.0021754+0.002438i,-0.0014171+0.0021868i,-0.0013695+0.0013079i,-0.0012017+0.00053029i,-0.00034303+0.0005094i,3.7505e-05+0.00073277i,-1.8661e-05-0.00022023i,0.00050895-0.00011291i,0.00086158+0.0005523i,0.00066253+0.00045283i,0.00034105+0.00095963i,-0.00041638+0.00059937i,-0.00083246-0.00059714i,-0.00042657-0.00082788i,-0.00043911-0.00010199i,-0.00033013+0.00034035i,-0.00032826+0.00038393i,-0.00059667+0.00040875i,-0.00066537+3.522e-05i,-0.0007067-0.0005183i,-0.00023132-0.0005954i,0.0010694-0.00062576i
0.0015847-0.0015202i,0.0013923-0.0019977i,0.0016233-0.0018305i,0.0017122-0.0019311i,0.0012694-0.0018402i,0.00027542-0.0011058i,0.00019356-0.0010656i,0.00016646-0.00085074i,-0.00018557-0.0003601i,-0.00032692-0.00070856i,-0.00015547-0.00058271i,-0.00050868+0.00011055i,-0.00071696+0.00032881i,-0.00046073+0.00012853i,0.00023467+5.121e-05i,0.00064704-0.00034733i,0.00063354-0.00022324i,0.00023904+0.00010992i,6.5848e-05-4.2566e-06i,-0.00030349-0.00013038i,-0.00052709+0.00011478i,-0.00050486-2.1758e-05i,-0.00053515+0.0002084i
0.00021923+0.0017369i,0.00024107+0.0025745i,0.00074683+0.0011392i,0.0011525+0.00078757i,0.00097673+0.00092594i,0.00089354+0.00096487i,0.0010109+0.00062772i,0.00093536-0.00040722i,0.00059853-0.00091061i,-0.00019016-0.00057951i,-0.00038244-9.043e-05i,0.00051108-3.5303e-05i,0.00054567-0.00097517i,0.0001117-0.0012248i,0.00012229+0.00039877i,-0.00010668+0.0015162i,0.00014786+0.0010021i,-0.00027504+0.00061392i,-0.00091318-9.3544e-05i,-0.00051904-0.00076537i,0.00011881-0.00032665i,-8.5385e-05+0.00024726i,-0.00011622-4.5159e-05i
-0.00069221-0.00029513i,-0.00097007+0.00038078i,-0.0006583+0.000171i,0.00014385+9.8744e-05i,-3.668e-05+0.00063157i,-0.00046489+0.0011393i,-0.0001182+0.00088304i,-0.0003094+0.0002267i,-0.00063311-0.00064771i,-0.00040851-0.00087527i,-0.00048166+7.745e-06i,-0.00015428+0.0001852i,-1.2501e-05+0.00033658i,0.00023978+0.00077508i,0.00022768+0.0012631i,-0.00031013+0.0004429i,6.7838e-05-0.00070001i,0.00078995-0.00027235i,0.00091712-0.0001i,0.00049469-0.00061262i,0.00024202-0.00024916i,-0.00045638-0.00027116i,-0.00074892-0.0005166i
9.9985e-05+0.0022467i,0.0008495+0.0011278i,0.0016661-0.0004108i,0.0017941-0.00033831i,0.00071518+0.00042952i,0.00060756+0.00085243i,0.00072681+0.00097347i,0.00037036+0.00038787i,0.00044335-0.00039894i,0.00050821-8.729e-05i,7.9144e-05+0.00053336i,-0.00020082+0.00051508i,-0.00042087-0.00020127i,-0.0005615-0.0010142i,0.00024149-0.0010591i,0.0014448-0.0004351i,0.0013964+0.00036596i,0.0004352+0.0003897i,-8.4319e-05+0.00050646i,-0.00043652+0.00025802i,-0.00041939-0.0008052i,-0.00014845-0.00073865i,5.2219e-05-9.6696e-05i
-0.00064721-0.00089453i,-0.00086874-0.00095584i,-0.00062614-0.001677i,0.00082558-0.001617i,0.0020055-0.00081232i,0.0024546-0.00057862i,0.0022032-0.00080076i,0.0010493-0.00055791i,5.4031e-05-0.00012409i,-0.00051151-0.00015568i,-0.00099963-0.0010272i,-0.0012475-0.0010494i,-0.00069939-0.00050256i,-0.00042455+9.2126e-05i,-0.00043994-3.0866e-05i,9.359e-05-0.0003728i,0.00030013+0.00024569i,-0.00031262+0.00036388i,-2.0389e-05+1.7243e-05i,0.00057164-5.8281e-05i,0.00025513-0.00040284i,-4.6426e-05-0.00038596i,9.3525e-05+0.00012384i
0.00055507-0.00049235i,0.00016943+0.0010183i,5.236e-05+0.00094813i,-0.00023922+0.00064961i,-0.00073086+0.00049039i,-0.00072933+0.00079942i,8.2112e-05+0.0011744i,0.00040536+0.00065501i,-0.00014488-0.00082267i,-0.00037377-0.00073303i,-0.0005215+0.00028899i,-0.00022094+0.00066375i,0.00028356+0.00055805i,0.00055881+0.00021324i,0.00014142+0.00019929i,3.2834e-05-0.00028627i,0.00045753-0.00077964i,0.00049853-0.00051187i,0.00015576-0.00042189i,0.0005865-0.00013023i,0.00058889-0.00021783i,0.00024315-0.00048127i,0.00032355+0.00029879i
0.00069434+0.0021673i,0.00046107+0.00072394i,0.00062474-0.00029938i,0.00090517-0.00042606i,0.0010819+0.00022529i,0.0012401-0.00012669i,0.00077103-0.00039493i,-0.0002362-0.00034888i,-0.0009229-0.00059097i,-0.00026845-8.0866e-05i,0.00054145+0.00034871i,0.00081004+0.00019672i,-9.9895e-06-0.00064397i,-0.0008804-0.0014552i,-0.00028817-0.00095868i,0.00029004-0.00079636i,0.00061211-0.001368i,0.00047768-0.00095432i,-9.6097e-05-0.00027535i,-0.00022603-0.00024952i,-0.00068097-4.7115e-05i,-0.00049667+0.0001502i,0.0001199+0.00053551i
0.0025624-0.00068931i,0.0024899-0.00097203i,0.0023331-0.0014439i,0.0013744-0.00065561i,0.00091343+0.0017329i,0.001308+0.003365i,0.0018395+0.0019963i,0.0017615-0.00031182i,0.00062824-0.00094267i,0.00036275+7.7181e-05i,6.1557e-05+0.00042697i,-0.00010988+0.00035023i,0.00028346+0.00095815i,0.000656+0.00089688i,0.0010488-3.4172e-05i,0.0011775-0.0004492i,0.0005815-0.00075147i,0.00023276-0.00075824i,0.00011614-0.00053116i,-8.2875e-05-0.00025047i,0.0004365-0.0001059i,0.00048374-0.00031705i,3.3608e-05-0.00041912i
-0.0010014+0.0017341i,-0.00084798+0.002112i,-0.0012924+0.00173i,-0.0010011+0.0014437i,-4.578e-05+0.00010479i,0.00053575-0.0007123i,0.00033556-0.0007557i,-0.00024796-0.00030697i,-0.00039076+0.00023177i,-0.00035361+0.00039644i,-0.00045887+6.0008e-05i,-0.00051122+0.00020175i,-0.00013917-3.3852e-05i,-6.0275e-06-0.00022259i,-0.00018661-0.00031415i,0.00021636-0.00041419i,0.0001822+4.3211e-05i,-0.00029867+0.00034973i,-0.0002997+8.055e-05i,0.00020299+2.4608e-06i,0.00099455-0.000371i,0.00033815-0.00047586i,-0.00083286-0.00029856i
0.00026448-0.00072146i,-0.0002648-0.00050332i,-0.00072747-0.00085267i,-0.00054621-0.0016359i,-0.00095966-0.0012884i,-0.00046903-0.00096169i,0.00079736-0.0011135i,0.00036491-0.00085369i,-0.00040226-0.00025198i,-0.00087521+0.00023135i,-0.0010062+0.00014667i,-0.00033806+0.00040044i,-0.000374+0.0012742i,-0.00048457+0.0013439i,-6.2097e-05+0.00074873i,-0.0002263-0.0001581i,9.3222e-05-3.0069e-05i,0.00052917+0.00043858i,0.00085687+0.00060417i,0.0012578+0.00084936i,-7.2916e-05+0.00030605i,-0.0011795-0.0003991i,-0.00027679-0.00010276i
-0.00037699-0.001351i,-0.00045243-0.00085532i,-0.00045481-0.0003691i,0.00033064+0.00020579i,0.00070469+0.0010246i,0.0014563+0.0013063i,0.0023674+0.00015329i,0.0014888-0.0010754i,3.0024e-05-0.0010272i,-0.0010376-0.00012315i,-0.0009575+0.00066181i,-0.00024926+0.00070412i,-1.9144e-05+0.00013432i,0.00047068+0.0006058i,0.00073938+0.00039058i,9.4533e-05-0.00029119i,6.8849e-05+9.1476e-05i,0.00019553+0.00061084i,-0.00021992+0.00039794i,-0.00017965+3.833e-05i,-3.7194e-05-0.00032022i,-0.00015955-0.00020403i,-0.00030773-4.1022e-05i
