-0.00018209-0.00084829i,0.00068913-0.0010209i,-0.00010526-0.00081432i,-0.00081672+0.00048194i,-0.00084084+0.0011553i,-0.00069701+0.0014429i,-0.00024882+0.0007073i,0.00078015+0.00017393i,0.0013046+3.6741e-05i,0.00045+0.00022067i,-0.00025336-0.00028129i,0.00037395-0.0008951i,9.4265e-05-0.00054531i,-0.00045276-0.00040722i,-1.7805e-05-7.1525e-05i,0.0002529+0.00033299i,0.00054445+0.00034319i,0.00074352+0.00059373i,0.00010734+0.0002505i,5.9121e-05-0.00014841i,0.00032585+0.00019655i,7.3748e-05+4.4878e-05i,-7.3455e-05+0.00042397i
-0.00031733+0.0017869i,0.00013692+0.00041239i,0.0016436-0.00038668i,0.0024768-0.00045941i,0.002077-0.00044982i,0.0012601-0.00053771i,0.00026922-0.00052656i,-0.00020068-0.00063663i,8.8785e-05+6.3259e-05i,0.00032682+0.00039622i,0.0002295+0.00053744i,0.00024353+0.0005641i,0.00031757+4.9164e-05i,-0.00026627-0.00026576i,-0.00045815-0.00015011i,-0.00026691+1.1727e-06i,-0.00012842+0.00036591i,-1.0239e-05+0.00075424i,3.8773e-05+0.00060394i,2.924e-05-4.9653e-05i,0.00010218-0.00055248i,-6.0499e-06+5.5111e-05i,-0.00013978+0.0008097i
-0.0001285+0.00071777i,-8.6217e-05+0.00092516i,0.00042197+0.0012037i,0.00012002+0.0011078i,9.387e-05+0.00053174i,0.00090097-0.00029345i,0.0010029-0.00064477i,0.00075613-0.00010939i,0.001226-0.00021204i,0.00097739-0.00084684i,-0.00032296-0.00079552i,-0.00085547-0.00073113i,-0.0001616-0.00036335i,0.0003691+0.00022495i,0.00047512+0.00037407i,0.00019918+0.00024805i,0.00017941-0.00042061i,0.00010128-0.00084214i,-3.5329e-05-0.00057125i,0.00011228-0.00031089i,0.00036013+0.00012832i,-0.00027199+0.0005328i,-0.0011625+0.00036048i
0.00034662-0.00051868i,-0.00063531-0.0018681i,-0.00090321-0.0014859i,-0.0004693-0.00095334i,0.00099367-0.00099851i,0.0021217-0.0010802i,0.0016219-0.0012311i,0.00060868-0.0010808i,0.00045794-0.00055418i,-0.00021132-0.00078297i,-0.000706-0.00053426i,-0.00057425-0.00014845i,-0.00060163-0.00021637i,-0.00041421-3.289e-05i,-0.00058407+0.00029176i,-0.00043238+0.00051291i,-0.00036748+0.00024172i,-0.00047598+0.00047033i,-0.00034065+0.00082179i,-0.00038616+0.00025979i,-0.00026892-0.00038576i,-0.00036745-0.00045737i,-0.00065618+2.5507e-05i
-0.00063499-0.001064i,-7.1097e-05-0.00087709i,0.00024813+0.00022179i,0.00074238+0.0010739i,0.00061287+0.0019232i,0.00090748+0.0010208i,0.00089575-0.00014654i,-0.00020967-0.00014875i,0.00014604-0.00047225i,0.001139-0.001297i,0.0006414-0.00093696i,0.00017809-0.00028701i,8.5746e-05-3.3474e-05i,-0.00035708+0.00073199i,-0.00074112+0.0002562i,-0.00088088-0.00063577i,-0.00018668-0.00014744i,8.5881e-05+0.00070629i,0.00019304+0.0007234i,0.00086526+0.00066194i,0.00046337+0.00058815i,2.6762e-05+0.00084673i,-9.4241e-05+0.001093i
0.0017777+0.0011096i,0.00068323+0.00086759i,0.0014016-0.00036779i,0.0015125-0.0011207i,6.7845e-05-0.00078762i,-0.0011431+0.00012101i,-0.00065346+0.00030194i,0.0010335-0.0001362i,0.0012673-0.00066898i,0.00037133-0.0014948i,-0.00023906-0.00156i,-0.00098003-0.00072782i,-0.0011981-0.00019954i,-0.00046091-0.00026402i,0.00051688-3.8944e-05i,0.0010189-0.00022694i,0.00089023-0.0002292i,-0.00010893-0.00012528i,-0.00063885-0.00048633i,-0.00052281-0.0012511i,0.00010021-0.00093933i,-0.00028251+0.00026635i,-0.00069843+0.0006105i
-0.0014306-0.00063141i,-0.00081447-0.00064085i,-0.00025124+6.3951e-06i,0.00038934+0.00073815i,0.00010162+0.0014471i,0.00033176+0.00092822i,0.00030496+0.00036545i,-0.00048446-0.00011848i,4.0482e-05-6.2497e-05i,0.00068878-0.00027029i,-1.522e-06-0.00027581i,-0.0009251+5.6796e-06i,-0.00099551-0.00025656i,-0.0004884-0.00056374i,-0.00022354-0.00050957i,-0.00020969-0.00015847i,-0.00052739+4.9328e-05i,-0.00083417-0.00046159i,-0.00058525-0.00061978i,-0.0001764-1.2701e-05i,-0.00018385+0.00013792i,-0.00025004-0.0002476i,8.1609e-05-0.00064509i
-0.0021808-0.0013419i,-0.0019849-0.00086565i,-0.0012033+0.00010771i,-0.00072395+0.00092749i,1.8537e-06+0.00075802i,0.00082907-0.00033293i,0.00084622-0.00057777i,0.00043291-0.00027314i,-0.00026227-0.00066951i,9.1941e-05-0.00035348i,0.0005634+0.00026927i,0.00042249+0.000236i,7.8343e-05+0.00034601i,-0.00054191+0.00027985i,-0.00077972+5.6449e-05i,-0.00065501+0.00026694i,-0.00031709+0.00032941i,-0.00037955+7.0409e-05i,-0.0005342-0.00022991i,-0.00045281+9.5994e-05i,0.00026448+0.00039132i,0.0010777+0.00055315i,0.00044016+0.00044731i
-0.00029368-0.0011205i,0.00027983-0.00028378i,0.00021591-2.144e-05i,-0.00098852-0.0001125i,-0.0014239-0.00076366i,0.00018931+0.00048324i,0.00087968+0.0018768i,0.00086889+0.0010811i,0.00022431+1.5586e-05i,-0.00039221-0.0002479i,0.0001864+0.00013727i,0.0001237+4.6189e-05i,4.0124e-06-0.00037496i,-6.3792e-05+0.00012046i,-0.00063403+6.6264e-05i,-0.00090789-0.00074444i,-0.00072877-0.00068871i,2.7439e-06-0.00014847i,0.00030017+0.00013352i,-0.00016799+0.00071645i,-0.00054266+0.00040779i,-0.00055657-0.00030314i,-0.00093658+7.6272e-05i
-0.00065357+5.6592e-05i,-0.0021495+0.00069889i,-0.0022431+0.00070012i,-0.001344+0.00056337i,-0.00095137+0.00036459i,-0.00048564+0.00067845i,0.00043909+0.00056116i,-0.00014506+0.0004115i,-0.00026788+0.00075084i,0.00083364+0.00022452i,0.00080252+0.00024189i,0.00017258-0.00017951i,-0.00011619-0.00045156i,-0.00076941-0.00012251i,-0.00094677-0.00027078i,-3.9029e-05+4.1916e-05i,0.00032581-9.7449e-05i,7.3102e-05-0.00061067i,0.00025284+0.00012703i,8.9566e-05+0.00093041i,-0.00077063+0.00083631i,-0.00064668+0.00050803i,-2.778e-06+0.00037591i
-0.0024759-0.0018308i,-0.0029135-0.0017624i,-0.0032423-0.0011637i,-0.0015878-0.00052465i,0.00020579-0.00017016i,0.00010688-0.00046468i,0.00019223-0.0010511i,0.00075881-0.00054506i,0.0008295+0.00042181i,0.00040745+0.00037896i,-7.6768e-05-0.00032247i,0.00026834-0.00034824i,0.00089754-0.00063134i,0.0006829-0.00077545i,-0.00014662-0.00037832i,-0.00035893-0.00064045i,-8.8765e-05-0.0014609i,-0.00046164-0.0013134i,-0.001094-0.00080171i,-0.00093357-0.00059867i,6.7307e-05-0.00021594i,0.00081538-6.5842e-05i,0.00049156+0.00071211i
0.00062116-0.00068039i,0.0013357-0.0010138i,0.0010144-0.00089652i,0.0012737-0.00028703i,0.0017269+0.00086979i,0.00099826+0.00086873i,0.00062627-0.00044389i,0.00093955-0.00027891i,0.00072525+0.00031962i,0.0005302+0.00034105i,-3.5552e-05-6.2387e-05i,-0.00055923-0.00028929i,-8.5774e-05-0.00062267i,-0.00048351-0.0011313i,-0.00093725-0.0010952i,-0.00063472-0.00062179i,-0.00040656-0.00056071i,-0.00046215-0.0003535i,-7.2018e-05+0.00015514i,-0.00010303+0.00013647i,-0.00035523+2.5492e-05i,-0.00036204+2.7195e-06i,-0.00011139+0.00032568i
0.0017001+0.0025115i,0.0024036+0.0023592i,0.002896+0.0012313i,0.0012984+0.00018317i,1.2275e-05-0.00025599i,0.00045512-0.00047818i,0.00079903-0.00032018i,0.00060977-0.00030104i,0.00028686-0.0002848i,-2.5855e-05-0.0011061i,-0.00084355-0.0010207i,-0.00035978-0.00024386i,0.00095558+8.4524e-06i,0.00068446+0.0001859i,0.00026141-8.0059e-05i,0.00064903-0.00082831i,-0.00019234-0.00075207i,-0.00028196-0.00020923i,0.00094918-9.7098e-06i,0.00089989+0.00020531i,0.00058825-0.00041917i,0.00069286-0.00025878i,0.00062515-1.0376e-05i
-0.0029725+0.00088193i,-0.0037394+0.00076028i,-0.0031182+0.0011479i,-0.0016964+0.0013821i,-0.0005324+0.0012823i,0.00080799+0.0014971i,0.0014354+0.001308i,0.0014711+0.00039242i,0.00097288+6.8076e-05i,0.00037012-5.5149e-05i,0.00036239+0.00028551i,5.8572e-05+0.0010862i,-0.0006616+0.0013484i,-0.000617+0.00078088i,-0.00075805-6.7084e-06i,-0.00096803+7.545e-05i,-0.00096266+0.00065094i,-0.00087661+0.00017819i,-0.00042888-0.00066658i,-0.00021574+0.00012776i,-0.00010813+0.00029159i,0.00014196-0.00053858i,0.00027994-0.0005434i
-8.2652e-05-0.0010204i,-0.00013848-0.0014519i,0.00060108-0.0014869i,0.0012037-0.00132i,0.0012622-0.001185i,0.0013063-0.00097689i,0.0013024-0.00090168i,0.0018089-0.00077773i,0.001824-0.00013006i,0.001079+0.00017789i,0.00029554-5.5575e-05i,0.00026517-0.00051847i,0.00061542-0.00045347i,0.00081135+0.00037759i,0.00061238+0.00032359i,9.0854e-05+0.00012521i,-0.00061495-0.00047267i,-0.00049885-0.0013908i,-9.0819e-05-0.00092336i,0.00046196-0.00027955i,0.00019374+0.00017498i,-0.0013136+0.00070047i,-0.0013088+0.00069437i
0.0012674-0.00070894i,0.0016765-0.00059584i,0.00060395+1.2503e-05i,-0.00078455+0.00016151i,-0.00040385+7.7677e-06i,0.00029393+0.000405i,7.86e-05+0.00052073i,-4.2329e-05-5.2236e-05i,0.00053578-0.0005579i,0.00037221-0.0006763i,0.00041973-0.0003276i,0.00061402-0.00035863i,0.00071749-0.00020725i,0.00056659+0.0001548i,-0.00037282+0.0004241i,-0.00046629+0.00024624i,0.00070835-9.8114e-07i,0.00085374-0.00031894i,0.00029073-0.0007996i,8.3977e-05-0.0012366i,-0.00017482-0.00051036i,0.00013635+5.0641e-05i,0.00032615+0.00084835i
0.00068774+0.00045774i,0.00067739+0.00054843i,-0.00068835+0.00043354i,-0.0013423+0.00031706i,-0.00020657-0.00011776i,0.00085643-0.00075479i,0.00057459-0.001098i,-0.00081061-0.00088978i,-0.0012358-0.00066712i,-0.00077696-0.00041814i,9.9003e-05+0.00038905i,2.1966e-05+0.00031292i,-2.9506e-05-0.00026173i,-0.00020988-0.00089624i,-0.0005637-0.00099518i,-0.00016575-0.00053237i,0.00019812-0.00067642i,-0.00017756-0.00081167i,-0.00065368-4.7883e-05i,-0.00039181+0.00040508i,-0.00026636+0.00032187i,-0.00080834+6.1667e-06i,-0.00030552-0.00010616i
-0.00082455+0.00065839i,-0.0012315-0.00045897i,-0.0015833-0.001153i,-0.001169-0.00013667i,-0.00021672+0.00082195i,0.00048401-0.00015581i,0.00056007-0.00073775i,0.00055938-0.00023285i,0.00093676+0.00034898i,0.00039895+0.00049359i,-0.00046191-0.00019081i,-0.00021789-0.00094665i,0.00059826-0.0009326i,0.00034996+6.6e-05i,-0.0004107+0.00049957i,0.00010193+0.00029687i,0.00064561+0.00059031i,-4.7856e-05+2.9169e-05i,0.00011159-0.00021843i,0.00011986-0.00019809i,6.3849e-05-0.00059309i,9.5905e-05-0.00011754i,-0.00061283+0.00070502i
-0.00038627+0.0010278i,0.00055797+0.00072653i,0.0013059+5.2788e-05i,0.00060129-0.0001558i,0.00038252+0.00014248i,0.00096437+0.0001349i,0.00099883+1.3765e-05i,0.0011655-0.0001663i,0.0013076-0.00078213i,0.000639-0.0011496i,-0.00080771-0.00055459i,-0.0011595-0.00018318i,-0.00057415-0.00053224i,0.00011312-0.00043008i,-3.8162e-05+0.00033722i,-0.0010524+0.00020556i,-0.0015914+7.9466e-05i,-0.0012915+0.00019139i,-0.00013373-0.00014702i,0.00018554+1.6254e-05i,4.3583e-05+6.5466e-05i,-0.00039514+0.00012702i,-0.00030944+0.00066184i
0.00068639-0.00011572i,0.0017812+0.0001431i,0.0014275+0.00040202i,0.0010796+0.0006541i,0.00087951+0.00059341i,0.0020887+4.5419e-05i,0.0022363-0.00041219i,0.0015336-0.0004521i,0.0014815-0.00014512i,0.0012853-0.00038542i,0.00036886-0.00064833i,-0.00041772-0.00070076i,-0.00027948-0.00073521i,-0.0003732-0.00037981i,-0.00050804-7.234e-05i,-0.00044757+0.00020781i,-0.00039008+0.00037518i,-0.00015546+0.00058431i,-7.2998e-05+0.00089861i,0.00013684+0.00052918i,0.00015212+0.00037356i,0.00014872+0.00063186i,0.00037669+0.00046756i
0.00024993-0.00048004i,5.0889e-05+0.00010094i,-0.0002216+0.00072947i,0.00018013+0.00051741i,0.0014013+0.0013471i,0.0018874+0.0012179i,0.0016807+0.00037725i,0.0013937+0.00019943i,0.0011287+0.00039733i,0.0012769+0.00030533i,0.0014123-0.00014751i,0.00068597+6.094e-05i,8.0379e-06+0.0009143i,-9.9319e-05+0.00047005i,0.00026133-0.00049705i,0.00013348-0.00025444i,0.00024103+0.00022382i,0.00015562+0.0005597i,-0.00045123-0.00013638i,-0.00056432-0.00048795i,0.00026001+6.4761e-05i,0.00042054+0.00020075i,-0.0004969+0.0006553i
0.00077929-0.00014988i,7.1993e-05+0.00024505i,-0.0010387-0.00045833i,-0.0010135-0.00065094i,-0.00074753-0.00069756i,-6.4613e-05-0.0002349i,0.00024894+0.0007318i,0.00015028+0.0011401i,0.00024813+0.00042632i,0.00055834-0.00039821i,-0.00041148-0.00030253i,-0.001312-0.00066124i,-0.00057013-0.0003631i,0.00049624+0.00036896i,0.00025805+0.00044206i,-0.0003327+0.0005586i,0.00035678-8.3037e-05i,0.00040534-0.00057303i,0.00018284-0.00028986i,0.00050515-0.00018289i,-6.6568e-05+0.00017754i,-0.00047178+0.00071243i,-0.00042846+0.00077185i
-0.00020754-0.00061554i,-0.00032749-0.00093432i,-0.00022443-0.00083161i,-2.2971e-05-0.00029947i,0.00010818+0.00016708i,0.0003517+0.00036687i,0.00029479-0.00022826i,0.00030266-0.00055492i,-2.7804e-05-0.00073177i,-0.00044525-0.0007032i,-0.00041315-0.00051125i,0.0005198-0.00038181i,0.00091372+0.00029574i,0.00014254+0.00083531i,-0.00013075+0.00090589i,0.00032292+0.00016603i,0.0007677+0.00024679i,0.00052278+0.00065417i,0.00062699-5.4382e-05i,0.00071657-0.00053407i,0.0013957-0.00060237i,0.0015038-0.00010965i,0.00037113-0.00011571i
-0.0023886+0.00084421i,-0.00021795-0.00028373i,0.0010739+0.00081302i,0.0010791+0.0011448i,0.0011581+0.00074865i,0.00088531+2.5134e-05i,0.00051564-0.00037719i,0.00056881+0.00043917i,0.0017119+0.00075171i,0.0019405-0.00028609i,0.00020374-0.00056698i,-0.00012198-7.8035e-05i,0.00066217+0.00055162i,-2.2025e-07+0.00036507i,-0.00087792+0.00071728i,-0.000241+0.0013536i,0.00059319+0.00097034i,0.00080106+0.00016587i,0.00035941+0.00012829i,-0.00034288-0.00026397i,-0.00021583-0.00051119i,-0.00018275+0.00059509i,0.00016215+0.00035525i
0.0012862-0.00075078i,0.00064201-0.000652i,0.00073257-0.00064731i,0.00074387-0.00080975i,0.0005587-0.00045304i,3.2265e-05-0.00024292i,-0.00021652+0.00028731i,0.0008054+0.00014498i,0.0012809-0.00039458i,0.00073013+0.00031261i,0.00044024+0.00078891i,0.00050155+0.00020164i,-1.9427e-05-0.0004958i,-0.00036953-7.2054e-05i,0.00034522+0.0006847i,0.00058312+0.00066236i,-4.6796e-05+0.0003521i,-0.00039233+0.00049183i,2.6829e-05+0.00045656i,0.00020903-0.00042977i,-0.00024718-0.0013509i,-0.00067721-0.00084211i,-0.00077889+0.00042871i
0.0016418-0.0023545i,0.0018912-0.0019957i,0.00058463-0.0014621i,-0.00046307-0.00085728i,-0.00063471-6.4303e-05i,0.00027973+0.00036299i,0.0010953+0.00043659i,0.00055646-0.00038181i,6.3436e-05-0.0010555i,0.00016352-0.00083912i,-0.00043296-0.00089415i,-0.00093972-0.00088094i,-0.00027343-0.00056122i,-8.6112e-05+0.00023383i,0.00035335+0.00051299i,5.2986e-05-0.00044991i,-0.00067696-0.00079176i,-0.00069257-0.00039807i,0.00018902-0.00028792i,0.00064059-0.00012845i,0.00022397+0.00015667i,-0.00019107-0.00020299i,-0.00049866-0.00054949i
0.00026494+0.0026572i,0.00057924+0.0012918i,0.00036073+0.00084217i,0.0015833+0.00081821i,0.0028331+0.00011569i,0.0020863-0.00088366i,0.0011908-0.0013081i,0.00033861-0.00095627i,-6.716e-05-0.00037223i,0.00040276-0.0003577i,0.00086136+0.00025841i,0.00028638+0.00012798i,-0.00036386-0.00044031i,-0.00042777-0.00023035i,-0.000578+0.00010337i,-0.00055812-1.1559e-05i,-0.00039803-8.846e-05i,-0.00027591+0.00050294i,-0.00026605+0.00046654i,-0.00024614-0.0003284i,0.00012406+5.1338e-05i,0.00042269+0.0010122i,0.00010141+0.00088876i
-0.0012861-5.3696e-06i,-0.0021787+0.00088454i,-0.0019143+0.0018447i,-0.00081203+0.001279i,0.00040427+0.00050579i,0.00026082+7.8176e-05i,0.00027141+0.00012901i,0.0012532+0.00058754i,0.00091181+0.00056999i,-0.00014259+0.00011859i,0.00032071-0.0001854i,4.0629e-05-9.82e-05i,0.00038202+9.033e-06i,0.00070613+0.00034597i,-0.00010142+0.00073197i,-0.00038555+0.00029448i,-0.00059655-0.0006067i,-0.00053899-0.00085215i,0.00035632-0.0003111i,0.00096409-0.0001061i,0.0011781+0.00025134i,0.0011313+0.00029973i,0.0004813+7.1699e-05i
0.00015944-0.0011436i,0.00048641-0.0024493i,0.00022631-0.0013099i,-0.0002229-0.00063397i,0.00033547-0.00023781i,0.0011441-4.4967e-05i,0.0017331-6.138e-05i,0.0018781-6.8756e-06i,0.0013263-0.00031128i,0.00053074-0.0010165i,0.0006232-0.0012825i,0.0006443-0.00053735i,-4.6826e-05-0.00034506i,-0.00042496-0.00072681i,-6.0042e-05+2.163e-06i,0.00030267+0.00080511i,0.00040312+0.00037579i,0.00074433-0.00042353i,0.0011577-0.00057756i,0.00061308-0.00067904i,0.00028446-0.00035008i,0.00020159+0.00061466i,0.0003197+0.00064493i
0.0023411-0.0011052i,0.0028543-0.00085261i,0.0014124-0.0018042i,-0.00035061-0.0014745i,-0.0012109-3.2899e-05i,-0.00028064+1.5705e-07i,0.00079653-0.00050193i,0.0008203-0.00028187i,0.0003493+7.9131e-05i,2.0183e-05+0.00037443i,0.00018069-9.0789e-05i,0.00050254-0.00037586i,0.00074789-0.00043322i,0.00051749-0.00019176i,-0.00032786-8.4588e-05i,-0.00034581-0.00053662i,0.00063828-0.00057215i,0.00097664-0.00043722i,0.00060452-0.00059907i,-0.00025533-0.00055839i,-0.00060508-0.00023987i,0.00032828+0.00022414i,0.00047026+0.00049977i
-0.0016054+0.00086275i,-0.0017314+0.0011575i,-0.0019408+0.00083446i,-0.00062903+0.00068822i,0.0004661+0.0014919i,0.00092937+0.0027318i,0.0013089+0.0016727i,0.00030795-0.00058038i,-0.00017212-0.00070967i,0.00021545-0.00030411i,0.00029025-0.00051541i,-0.00012948-0.00092779i,-0.00026046-0.00034965i,0.00048445+0.00029981i,0.00021671+5.7014e-05i,-0.0011164-0.00029484i,-0.0016697-0.00033011i,-0.0013158-0.00025616i,0.00014329-0.00025573i,0.00063882-0.0001406i,-0.00011335-0.00030834i,8.2575e-05-2.5161e-05i,0.00010029+0.00068237i
0.00073273-0.0012217i,-0.00074996-0.0012837i,-0.00058631-0.0022359i,-0.00039089-0.0029371i,-0.00055025-0.0025929i,-0.00087141-0.0018048i,-0.00060643-0.00044827i,9.253e-05+0.00013912i,6.6501e-05-0.00030802i,3.538e-05-0.00077335i,0.00044021-0.00075842i,0.00030506-0.00018896i,-0.00067675+4.1388e-05i,-0.0010613+8.4693e-05i,-0.00042485-0.00050546i,-5.6244e-05-0.00094331i,-0.0004922+0.00043059i,-0.00063787+0.0012044i,-0.00048-0.00032582i,0.00023024-0.0013702i,0.00034714-0.001191i,0.00010376-0.00032726i,-0.00019172+0.00016042i
0.0016516-0.0012021i,0.0016448-0.0018099i,0.0017132-0.0011876i,0.0007258-0.00070006i,-0.00087112-0.00071364i,-0.00068636-0.00085102i,-2.851e-05-0.00033754i,0.00061748+0.00054615i,0.0012429+0.00062468i,0.00094897+0.00040038i,0.00018852-9.2423e-05i,-0.00031754-0.00057423i,-7.0757e-05-0.0012646i,0.00038107-0.0010542i,-0.00031285-0.00085207i,-0.00085553-0.00085083i,-0.00014934-0.00012651i,0.00038479+5.5475e-05i,0.00051916-0.00032448i,0.00035226-0.00014172i,-0.00063662+5.4209e-05i,-0.00093244+0.00033042i,-0.001387+0.00010985i
0.0011095-0.00034226i,0.0018091+0.0012553i,0.0013364+0.00152i,0.00061668+4.9867e-05i,0.0010687-0.00054805i,0.0014571-2.801e-05i,0.0015343-8.9353e-05i,0.0009536-0.00018615i,0.00019024-0.00017032i,0.00017293-0.0001548i,0.00024081+0.00042045i,-3.9692e-05+0.00062193i,-0.00029693+5.894e-05i,-7.0574e-05+0.000386i,2.9607e-06+0.00072939i,0.00018022+0.00056743i,-4.1562e-05+0.00078234i,3.2843e-05+8.3914e-05i,0.00037513-0.00019177i,1.0847e-05+0.00018902i,0.00025411-0.00027339i,0.00085941+2.1784e-05i,0.00053054+0.00043905i
-0.00041465+0.001445i,-0.00098075+0.00083294i,-0.00079675+0.00060481i,0.00019064+0.00022591i,0.00021661-9.8773e-06i,-0.00021632-0.00095565i,0.00016402-0.0010502i,0.00039091-0.00051883i,6.4796e-06-0.00099012i,-0.00052175-0.00080163i,-0.00030774-0.00020607i,7.3486e-05-0.00022489i,-0.00025918-0.00017245i,-0.00079351-0.00030444i,-0.00034969+3.005e-05i,-9.0486e-05+0.00052474i,-0.0003581+0.00047131i,-0.0011286+0.00047378i,-0.0010681+6.2086e-06i,0.00045429-0.0007376i,0.0010204-0.00059896i,0.00047947-0.00020239i,0.00020396+0.00052774i
-0.0011818-0.00087103i,-0.00019794-0.00031972i,-0.00046211+0.00071224i,-0.0014487+0.0010325i,-0.00090593+0.00071423i,0.00054706+0.0015481i,0.00069439+0.0015333i,3.6752e-05+0.00081826i,-6.5841e-05-0.00019859i,0.00050697-0.0011435i,0.00049051-0.00088285i,0.00048817-0.00033498i,0.00035477-0.00068864i,-0.00046903-0.0009065i,-0.0012003-0.00079504i,-0.00077505-0.0013086i,0.00010092-0.0010059i,0.00072737+0.00046578i,0.0010769+0.00082771i,0.00059717+0.00056431i,-0.00042611+0.00039367i,-0.00024662-8.2837e-05i,0.00021521-0.00029943i
0.00025695-0.0021409i,-0.00046435-0.0012535i,-0.00074487-0.0008005i,-0.00064785-7.4934e-05i,0.00028381+0.00097579i,0.001263+0.0011793i,0.001417+0.00039773i,0.0014532-0.00041668i,0.0012468-0.00069469i,0.00075531-0.00055892i,3.4976e-05-0.00025953i,-9.4678e-05+0.00011146i,-0.00043948-0.00016355i,-0.00075407-9.0588e-05i,-0.0012176+4.5176e-05i,-0.0012133-0.00023426i,-4.0695e-05-0.00086375i,0.00090416-0.00089659i,0.00021501-0.00042962i,-2.0572e-05-0.00061155i,0.0002896-0.00066308i,8.6543e-06+9.1285e-05i,-0.00042686+0.00043922i
0.0001559+0.0022613i,-0.00035674+0.0021581i,3.1444e-05+0.0013634i,-8.385e-05+0.00072347i,0.00042757-0.00051453i,-5.5984e-05-0.0011421i,-0.00065911-0.00056885i,5.8036e-05+0.00055884i,0.00087031+0.0010931i,0.00073662+5.4883e-05i,-0.00029581-0.0012396i,-0.0007508-0.00143i,-0.00010213-0.00034144i,4.3122e-06+0.00036324i,-0.0002884+0.00018439i,-0.00079843-0.00019755i,-0.00044801-0.00010511i,0.00050742-0.00012109i,0.0002525-0.00016216i,-0.00032523-0.00026498i,-0.00036058-0.00038929i,-0.00052256-0.00022819i,-0.0002985+9.1701e-05i
0.000591+0.00073293i,0.00025556-0.00065027i,0.00059372-0.0010582i,0.00097804-0.0010927i,0.00064754-0.0010124i,0.00034477-0.00057123i,-7.0428e-05-0.00027648i,-0.00013652-0.00046929i,-2.8422e-05-0.00015314i,-0.00034328-9.1331e-05i,-0.00052574-0.00074107i,-0.0006186-0.0011387i,-0.0004822-0.0013446i,-0.00023819-0.000591i,0.0001419-3.9554e-05i,-1.7824e-05+0.00036899i,0.00046829+0.00041727i,6.81e-05+0.00068815i,-0.00049023+0.0010014i,0.00010084+0.00069415i,2.5797e-05+0.0005054i,-6.4097e-05+0.00025393i,0.00036056+0.00032054i
4.3938e-05-0.0012636i,0.00073523-0.00035452i,0.0002795+0.0016625i,-0.00038741+0.0023506i,2.4052e-05+0.0023435i,0.0011388+0.0020309i,0.00088764+0.00087856i,-9.7927e-05-0.00029104i,-0.00040087-0.00027415i,0.00012745-0.00013913i,2.3726e-05-0.0004441i,-0.00015351-6.7682e-05i,0.00049762-0.00033143i,0.00066802-0.00068345i,3.2593e-05-0.00096829i,9.1029e-06-0.0012306i,0.00059948-0.00045594i,0.00034581-0.00015647i,0.00010885-0.000201i,0.00040964+6.5105e-05i,0.00059869+0.00020371i,0.00020878+0.00041682i,-0.00067116+0.00046161i
-0.00057203+0.0030616i,-0.00054168+0.0021232i,0.00072193+0.0016203i,0.0016669-0.00014431i,0.0019305-0.001659i,0.0010645-0.0023627i,0.00040414-0.002093i,0.00092403-0.00084927i,0.00086674-0.00039668i,9.7971e-05-0.00067387i,-0.00033854-0.00071497i,-3.1218e-05-0.00049737i,-0.00043581+4.0358e-05i,-0.00095273+0.00016376i,-0.00044749+0.00072403i,-0.00033606+0.0011703i,-0.00085314+0.00046735i,-0.00047743-4.8443e-05i,-2.2424e-07-0.0001462i,-0.00052341+8.8598e-05i,-0.00083074-0.00021645i,0.00022214-0.00023516i,0.00063494-0.00013687i
-0.0022996+0.00058167i,-0.0017182+0.0002009i,-0.00033364+0.00039102i,0.00049096+0.0010548i,0.0001429+0.00074003i,2.2866e-05-0.00032091i,0.0002524-0.00036827i,0.00061606+0.00010824i,0.00056048+9.8145e-05i,0.0004392+7.0273e-05i,0.00014088+0.00016084i,-0.00030771-0.00039556i,-0.00017524-0.0010088i,0.00040706-0.00092235i,0.00029232-0.0012405i,-0.00056686-0.00085701i,-0.000938+0.0003458i,-0.00045312+0.00071631i,-0.0008152+0.00097217i,-0.00075506+0.00059304i,-0.00026755-8.9731e-06i,-0.00017342+0.00022798i,8.3989e-05+0.00040982i
-1.006e-05-0.0013129i,-0.000556-0.00073452i,-0.00037652-0.00085651i,-0.00062871-0.00032751i,-0.00035327+0.00016893i,0.00048954+0.00048361i,0.0012052+0.00060825i,0.0016797+0.00044528i,0.0015054-0.00014077i,0.00040295-0.0013495i,-0.00011281-0.0013651i,6.6268e-06-0.00021315i,-0.00062602+7.4332e-05i,-0.001464-5.2108e-06i,-0.00083006+1.9874e-05i,5.1616e-06+0.00052087i,0.0002391+0.00050041i,-0.00025426-5.8108e-05i,-0.00052705+0.00049892i,-0.00053797+0.0010859i,-0.00039855+0.00098283i,-0.00065531+0.0013956i,-0.00094187+0.00093988i
