0.0013237+0.0007614i,0.0015969-0.001543i,0.00038089-0.0019529i,-0.00085584-0.00145i,-0.0015532-0.00084348i,-0.00095539+0.00096182i,0.00018182+0.0025353i,0.00091183+0.0022494i,0.0013113+0.0012984i,0.00066519+0.00049768i,-1.8124e-05-0.00037714i,-8.856e-05-0.0005599i,-0.00067177+0.00077332i,-0.00072987+0.0013237i,0.00015685+0.00036963i,0.00014615-8.9358e-05i,0.00013323+0.00032601i,0.00030222+0.00054114i,0.00042538+0.00069676i,0.00031282+0.00054069i,0.00046835-0.00019354i,0.00065608-0.00043444i,0.00021967-0.00014371i
0.001276-0.00072081i,0.0016376-0.00063623i,0.0008912-0.00035086i,0.00030501-0.00080829i,0.0003624-0.00041871i,0.0012125+0.0005675i,0.0013225+0.00051401i,0.00026105+0.00039997i,-0.00010616+1.3995e-05i,0.00066555-0.00025157i,0.00054534-0.00037691i,-8.9096e-05-0.0001547i,5.4139e-05+0.00074625i,0.00061728+0.00054963i,8.1186e-05+0.00013556i,-6.8748e-05+0.000821i,6.4048e-05+0.0012509i,-4.2908e-05+0.00096747i,-0.00028868+0.00069877i,5.5934e-05+0.00079399i,0.00094176+0.00042262i,0.0010801+0.00026807i,0.00069557-9.8697e-05i
-0.0019766+0.00087827i,-0.0010464+0.00020826i,0.00056514+7.7406e-05i,0.0018913-0.00026401i,0.002046+0.00016601i,0.0027987+0.00056703i,0.0027577-0.00081136i,0.0013689-0.0014258i,0.00043185-0.00055685i,0.0001231+7.4738e-05i,-0.00020428-0.00052378i,-0.00030733-0.0010541i,-0.00039561-0.0010139i,-0.00028448-0.0012303i,-0.00021285-0.00058024i,-0.00014151+0.00025201i,0.0012338+0.0006247i,0.0012841+0.00098512i,0.00072198+0.00016133i,0.00069454-0.00045025i,0.00021766+0.00012994i,-0.00038333+0.00047136i,-0.00076873-1.5361e-05i
-0.00047844+0.00010137i,-0.00017282+7.3765e-06i,0.00067503+0.00036471i,0.00083555-1.0531e-05i,0.00049812+1.1132e-05i,0.0007475-0.00020046i,0.001468-0.00041364i,0.0017299-4.9854e-05i,0.0012489+0.00031555i,0.00097034+0.0011345i,0.00027106+0.00099477i,-0.00054371+0.00018358i,-0.001001-0.00039512i,-0.0010612-0.0006247i,-0.00038442-0.00034064i,6.5408e-05+0.00058705i,-0.00010056+0.00075753i,0.00017327+0.00083738i,0.00020863+0.00039987i,-0.00077808-0.00059931i,-0.00076128-0.00042384i,-0.00032671-3.5801e-06i,0.00034229-0.00024952i
0.0022069-0.00012478i,0.0009551-0.00031725i,0.0014549-0.00087881i,0.0013177-0.001609i,0.00024681-0.0018247i,0.00067946+0.00031837i,0.0016107+0.0013554i,0.0015852+0.00074444i,0.00079723+0.00027339i,0.00019016+0.0002999i,0.00027025+1.5472e-05i,0.00023079-0.00036922i,-0.0004257-0.00044151i,-0.0012963+0.00012562i,-0.00087959+0.00023533i,0.00037091-2.8535e-05i,0.00083313+2.9101e-05i,0.00072411-0.00025205i,4.7428e-05-0.00031351i,-0.00095334-0.00016616i,-0.00084555-8.4526e-05i,0.00028604-7.0783e-05i,0.00049574+0.00024192i
-0.0018392-0.00069067i,-0.0010493-0.00071853i,-0.00054097-0.0010523i,0.00019005-0.00087624i,0.00024215-0.0010446i,-9.0083e-05-0.00048529i,0.0009241-9.3033e-05i,0.00099504-0.00021365i,-0.00025061-8.6803e-06i,0.00025082+0.000375i,0.0012393+0.00038222i,0.0011806+0.00021957i,0.00065775-0.00027238i,0.00041274-0.00073514i,0.00012097-0.00068933i,0.00017512-0.00021322i,0.00035158+0.00083399i,-0.00050375+0.00069597i,-0.000239+0.00037068i,7.6314e-05+0.00068203i,-0.00069327+0.00065521i,-0.0012848-8.0791e-05i,-0.00040523-0.00078816i
0.0001175-0.00027713i,0.0012489+0.00058553i,0.0016476+4.5467e-05i,0.0011502-0.0012i,0.00081306-0.00080424i,0.00097489+0.00028993i,0.0014105+0.00060632i,0.0011294+7.9119e-05i,7.4305e-05-0.0010551i,8.6985e-05-0.0012627i,4.9605e-05-0.00057312i,-0.0007299-0.00011935i,-0.0009789+0.00092834i,-0.00067043+0.0010522i,-0.00033586+0.00074312i,-2.5924e-05+0.00094687i,4.5178e-05+0.0010409i,-0.00032924+0.0011778i,-0.00047534+0.00052506i,-0.00011602-3.6239e-05i,-0.00045356+0.00023022i,-0.00051253+0.00012849i,0.00021968-0.0001613i
-0.0013048+0.00082659i,-0.00091671+0.0004126i,0.00033087-0.00049046i,0.00088102-0.0012663i,0.00079385-0.001114i,0.001339-0.00039982i,0.0020515-0.000216i,0.0020819-0.00090496i,0.0010177-0.0012191i,0.00032542-0.00041343i,-0.00026114-0.00040306i,-0.00051377-0.00088216i,-0.00031709-0.00076177i,-0.00063209-0.00022593i,-0.00057546+0.00030539i,-0.00016927-0.00026103i,5.3222e-05-0.00059904i,-0.00038653-0.00016574i,-0.00065363+5.4344e-05i,-0.00091813+1.4409e-05i,-0.0012632-0.00014177i,-0.00044384-0.00050226i,0.0013339-0.0006897i
-0.00019525+5.3016e-05i,0.00017408-0.00016171i,0.00023594-0.00036516i,0.00071521-0.00061368i,0.0010299-0.00078046i,0.0014299+0.00077605i,0.0014885+0.0013191i,0.0018427-0.00026023i,0.0011457-0.00080495i,0.00038509+6.7713e-05i,0.0002549-0.000342i,0.00017795-0.0013412i,0.0010988-0.00043033i,0.0014714+0.00063281i,0.0003293+0.00034382i,-0.00052669+0.00035627i,-0.00056186+0.0007908i,-0.0012696+0.00066343i,-0.0013696-1.787e-05i,-0.00090206-0.00026591i,-0.00023587-0.00056248i,-0.00040237-0.00090104i,-0.00074181-0.00036693i
-0.00040331-0.0016508i,0.00029596-0.0002509i,0.00097904+0.00024091i,0.0010092-0.00049362i,0.00028956-0.00035425i,-8.5852e-05-0.00011531i,0.00081733-9.5291e-05i,0.0011623-0.0011701i,-3.9995e-05-0.0019359i,-0.00063898-0.0010333i,-9.1728e-05-0.00065388i,0.00022243+0.00015726i,0.00049709+0.00039097i,0.00052702-0.00031982i,0.00045187-0.00072843i,0.00066875-0.00029497i,0.00015497+0.00092432i,-0.00048903+0.0013975i,-0.00044325-0.00060532i,-0.00019197-0.0016613i,-0.00012246-0.00061325i,0.00025551+6.5848e-05i,0.00055938+0.00025859i
-0.0012348+0.00019095i,2.5085e-05-0.00058423i,0.00062472-7.4104e-05i,7.4578e-05-0.00040113i,0.00060821-0.0012656i,0.0013262-0.00064915i,0.0015854-2.9455e-05i,0.00073402+0.00020543i,-0.00052619-5.8209e-05i,-0.00020678-0.00019042i,-5.4721e-05-0.00011766i,-0.00079133-0.00092236i,-0.0011743-0.0014193i,-0.00084631-0.00099689i,-0.00040582-0.00071276i,6.3725e-05-0.00037386i,0.00024693+0.00030456i,0.00010982+0.00048545i,0.00031716+0.00022544i,0.00037863-9.9399e-05i,2.9844e-05-5.7946e-06i,0.00031915+0.00035746i,7.6507e-05+0.00030098i
0.0017863+0.0010014i,0.0019454+0.00045731i,0.0020618-0.00075242i,0.0013217-0.0019028i,-9.8194e-05-0.0016037i,-0.00019779+0.00017713i,0.00087559+0.0010204i,0.00092993+0.00018512i,0.00050484-0.00059258i,-0.00027179-0.00083341i,-0.0005273-0.00063595i,-0.00025376+0.0002217i,-0.00049779+0.0010366i,-0.00064603+0.00078456i,0.00010464+0.00079854i,0.00052315+0.00086989i,0.00027971+0.00072946i,0.00022301+0.00076216i,0.00035062+0.00061089i,-0.00048658+0.00081719i,-0.0010092+0.0013319i,-0.00016208+0.0014344i,9.6668e-06+0.00051829i
5.2627e-05-0.00097822i,0.00078282-0.0017994i,0.0013222-0.0021056i,0.0016374-0.00092511i,0.0014895-0.0002879i,0.0022938-0.00063355i,0.0027208-0.0006592i,0.0018361-0.00071559i,0.00056749-0.00092363i,3.8955e-05-0.00043857i,0.00025095+0.00030185i,-9.9821e-05+1.9259e-06i,-0.00034306+9.0118e-05i,-0.00052652+0.00067504i,-0.00078554+0.0011183i,-0.00074612+0.0012469i,-0.00093793+0.00072343i,-0.00057938+0.00039645i,-6.7724e-05+0.00053324i,-0.00011895-0.00023181i,-3.5436e-05-0.0007405i,-0.00041429-0.00043137i,-0.00076637+0.0003457i
-0.00060425-0.0014889i,0.0002588-0.0012726i,0.00054396-0.0013018i,0.00054433-0.0015203i,0.0009671-0.00094245i,0.0012531+0.00033613i,0.0014203+0.00051962i,0.00093734+0.00033139i,-0.00015241+0.00038521i,-0.00059466-0.00056001i,-0.00042116-0.00070814i,-0.00015558+0.00053672i,-0.00010211+0.0011243i,-8.886e-05-3.4021e-05i,-0.00054678-0.00057171i,-0.0009293+0.0003552i,-0.00070652+0.00055035i,-0.00049879+0.0010653i,-0.00062164+0.00065844i,-0.00085765-0.00014125i,-0.00084525-0.0005291i,-0.000458-0.0011314i,0.00033282-0.00051339i
-0.00053707+0.00029397i,-0.0002989+0.00053688i,0.0011803+0.00051626i,0.0012086-0.00016911i,0.00067435+5.659e-05i,0.00092681+0.00058959i,0.0013199+0.00028824i,0.0013485+0.00016289i,0.0005245+0.00020635i,0.00021798+0.00017356i,0.00019491-0.00027921i,-0.0001841-0.00094323i,-0.00068165-0.00096289i,-0.00099548-0.00025257i,-0.0005897-0.00052889i,-0.00053747-0.0006665i,-0.00078968+8.3507e-05i,-0.00073884+0.00034656i,-0.00062858-0.00012489i,-0.00039454-0.00047933i,-0.00021789-2.1851e-06i,9.0239e-06+0.00063296i,0.00084895+0.00056412i
-5.2528e-05-0.0008137i,-0.00021392-0.0011346i,-0.00021406-0.0010989i,-0.00014635-0.0011589i,-0.00029173-0.00057101i,-8.4545e-05+0.00035644i,0.00020253-0.00010105i,5.6341e-05-0.00066109i,-9.363e-05-0.0005877i,0.00013448-0.00036055i,0.00039005-0.00020763i,0.00018802-0.00066317i,-0.00020893-0.00071875i,-0.00049282-1.8121e-05i,-0.00057138+0.00011341i,-7.2966e-05+0.00055896i,0.00053231+0.00083805i,0.00089897+0.00057627i,0.0010369+0.00069966i,0.00058377+0.00034618i,8.0238e-05+7.5847e-05i,0.00069333-8.0598e-05i,0.0012417+0.00033841i
0.00070344-0.0021783i,0.00034865-0.0010119i,0.00090247-0.00037321i,0.00099149-0.00069771i,0.00068526-0.00073482i,0.00072878-0.00077011i,0.0014938-0.00026687i,0.0015965+4.0084e-05i,0.00051294-0.00028643i,-0.0005213-0.00019702i,-0.00092683-5.2169e-05i,-0.00021806+0.00023517i,0.00034979+0.00086017i,-0.00022214+0.00088383i,-0.0004509+0.00017268i,0.00017702+6.1335e-05i,0.00057132+0.0002435i,-2.8977e-05-2.0452e-05i,-0.00041941-0.00022243i,-0.00014727+0.00012608i,-9.2257e-06+0.00058023i,0.00032922+0.00020134i,0.00043298-0.00059788i
-0.00021812-0.00042903i,-0.00048198-0.00048656i,0.00024063-0.00056156i,-0.00043101-0.0014221i,-0.00099483-0.0011889i,-0.00052136-5.57e-05i,-0.00022059+0.00077292i,-5.4014e-05+0.00026562i,0.00050373-0.00056075i,0.00032638-0.00037559i,0.00019841+1.8701e-05i,0.00056542-0.00012147i,0.00072688-0.00025607i,8.1365e-05-9.5291e-05i,-0.00055763-0.00040399i,-0.0006261-0.00044596i,-0.00076782+0.00018864i,-0.00094763+0.00040248i,-3.8222e-05+0.00049445i,0.00040843+0.00066915i,-0.00010994-0.00014639i,-0.00021041-0.00067417i,8.1489e-05-0.00015323i
0.0014297-0.0013073i,0.0014181-0.0023503i,0.0011986-0.0016806i,0.0014052-0.0015991i,0.0011963-0.00065971i,0.002086+0.00067252i,0.0021548+0.0013527i,0.00065429+0.00060486i,-0.00026652+5.758e-05i,-0.0005603-0.00028292i,-0.00044144-0.00097876i,0.00025966-0.00069762i,0.00074052+0.00033799i,0.00026635+0.00066437i,-0.00058757+0.00084748i,-0.0011365+0.00040368i,-0.0009432+5.0143e-05i,-0.00035168+0.00014851i,-0.000444-7.6805e-07i,-0.00066724-0.00078718i,-0.00016069-0.0007645i,0.00056866-0.00028131i,0.00097408+0.00042304i
0.0015906-0.00057877i,-0.00026558-4.85e-05i,-0.00035892+0.00015914i,-3.179e-05-0.00069071i,-0.0014598-0.0005574i,-0.0011464+0.00054658i,-2.4263e-05+0.0013725i,0.00032919+0.00099175i,0.00026343+0.0002686i,7.8844e-06+0.0002995i,-0.0004028+0.00065535i,-0.00051764+0.00062125i,-0.00023946+0.00062242i,-0.00013751+0.00047022i,-0.00061675-0.00048689i,-0.00050585-0.0015654i,0.00023932-0.0010853i,0.00049353+0.0001715i,-0.00020404+0.00026525i,-0.00083529+0.00018968i,3.8913e-05+0.00034403i,0.00036936-0.00016008i,-9.7117e-05-0.00027306i
0.00025962-0.0050878i,-0.00088298-0.0053423i,-0.00088856-0.0038319i,-0.00058912-0.0014483i,0.00031067-9.5024e-05i,0.0018846+0.0013731i,0.0024203+0.0015736i,0.0019592+0.00032656i,0.00060952-0.00012536i,-0.00064179+0.00021213i,-0.00019519+0.00040626i,0.00019747+0.00016642i,0.00011422+0.0002928i,0.00020676+0.0013401i,-0.00020031+0.0020765i,-0.0008787+0.0015411i,-0.0012146+0.00054767i,-0.00062989+0.000533i,0.00036439+6.9573e-05i,0.00053506+5.6795e-05i,4.8632e-05+0.00072005i,0.00021714+0.00095213i,0.00050547+0.00080498i
0.0033545+0.0011665i,0.0027646+8.0757e-05i,0.0027072-0.00058956i,0.0018344-0.00029479i,0.0013213+0.00045581i,0.0011804+0.00045585i,0.00065504+0.00013304i,0.0011729+0.00020391i,0.00089971+0.0006565i,-0.00022476+0.00034927i,-0.00017167-0.00048714i,-6.8326e-05-0.00067565i,-0.00075931+0.00027345i,-0.00081588+0.00018641i,-0.00027111-0.00047027i,-0.00039681-0.00071005i,-9.8759e-05-0.0005543i,0.00043747+0.00045866i,0.00072483+0.00048467i,0.00010385-0.00056519i,-7.9462e-05-0.00067102i,0.0007938-0.00011142i,0.00028401-3.4989e-05i
-0.0018953-0.00028562i,-0.0017028+0.00021278i,-0.0012315+0.00063359i,-0.00075006-0.00055496i,-0.00041833-0.0011028i,0.00054646-0.0010974i,0.0014047-0.00081315i,0.00085094-0.00061138i,0.00025385-0.00082557i,0.00051955-0.00051894i,0.00058275-0.00034971i,-4.2813e-05-0.00040194i,-0.00051971+0.00030022i,-0.00054421+0.00046711i,0.00024982+0.00037553i,0.00086138+0.00023885i,0.00020435-0.00024298i,-0.00056911-0.00061337i,-0.00081258-0.00046422i,-0.00078736-0.00056815i,0.00028266-0.00032906i,0.00078414+0.00031778i,0.0002356+0.00028657i
0.00017976-0.0010729i,-0.00043719-0.0016393i,-0.00084363-0.0012708i,-0.00055888-0.0015936i,9.0324e-05-0.00020721i,0.0015061+0.0019491i,0.0022167+0.001325i,0.0013146-0.00016507i,0.00032582-0.00072058i,-1.1407e-05-0.0010607i,-0.00019354-0.00073883i,0.00013691+0.00011459i,0.0009594+0.00050743i,0.0012952+0.00022565i,0.00090012+0.00020268i,0.00016144-7.9152e-06i,0.00013105-8.9636e-05i,0.00064155+0.00046535i,0.00052415-0.00021736i,0.00013235-0.00082055i,-0.00038048-2.29e-05i,0.00011826-6.1664e-05i,0.00041974+7.2608e-05i
-0.0010974-0.0012117i,-0.00087075-0.0020785i,-0.0014024-0.0013654i,-0.0010348-0.00092746i,3.7182e-05-0.00095131i,0.0015131-1.1013e-05i,0.0019298+0.00034426i,0.0017045-3.1777e-05i,0.0010743+0.00012151i,0.00098358+6.9212e-05i,0.00049273-6.1875e-06i,-0.00044232+0.00025645i,0.00034014-1.3023e-05i,0.001109+0.00058187i,0.00084725+0.00057694i,0.00062404+0.00090311i,-6.3621e-05+0.0011777i,-0.00026187+0.00056738i,4.9493e-05+0.00029262i,0.00013123+6.412e-05i,0.00016997-0.00023386i,-0.00022147-0.0005008i,-0.00061042-0.00040759i
-0.00023338-0.00060388i,-0.00051867-0.00055383i,0.00040953-5.7001e-05i,0.00088836-0.00032517i,0.0001404-6.2375e-05i,-0.0004458+0.00020929i,0.00058127-0.00016178i,0.0012209-0.00050923i,0.00056463-0.00076703i,-5.4911e-05-0.00041673i,-0.000225-0.00019413i,-0.00031554+0.00020174i,-0.00060833+0.00070442i,-0.0012777+0.00025659i,-0.00068564-0.00017579i,2.1104e-05-0.00021432i,-0.00016377-2.9444e-05i,-0.00057325+0.00021543i,-0.00047639-0.00014793i,-3.9712e-05+0.00019061i,0.00022485+0.0005735i,1.7617e-05-0.00018252i,-0.00058327-0.0002315i
0.0006833-6.8471e-05i,0.00080922-0.00030371i,0.001091-0.0016304i,0.0014235-0.0014182i,0.00067478-0.00052213i,0.00042613+0.00019383i,0.0010285+1.0988e-05i,0.0012707-0.00028612i,0.00061788-0.00040676i,7.9578e-05-0.00082108i,-0.00037747-0.00055358i,-0.00087002-0.00020153i,-0.00081175-0.00018705i,-0.00030255-0.00015584i,-9.1836e-05+0.00022858i,-0.00068622+3.1652e-05i,-0.00065345+0.00027568i,0.00011631-3.0742e-05i,0.00011989-0.00094193i,-0.00080722-0.00044615i,-0.0001907+0.00030746i,0.00098448+0.00056916i,0.0010073+0.00069658i
-0.0015365-0.00079837i,-0.0010298-0.00042638i,-0.00044458-0.00063906i,-0.00052497-0.0010101i,-0.0012018+3.6015e-05i,0.00010166+0.0020723i,0.00098994+0.0023383i,0.00052183+0.00071966i,-3.1457e-05+2.8473e-05i,-7.4538e-05+0.00020812i,0.0003703-0.00013017i,2.2914e-05+9.8293e-05i,0.0005535+0.00029289i,0.0012136-0.00015037i,0.00084811-6.201e-05i,0.00075171+0.00048305i,0.0006439+0.00050012i,0.00027713+0.00011181i,-0.00079715-7.8094e-05i,-0.0010462+0.00030969i,-0.00035854+0.00028711i,0.00014847+0.00014429i,8.9226e-05+0.00026025i
-0.0020949-0.0015599i,-0.0012811-0.00097348i,-0.00065777-0.0012328i,-0.00016853-0.0011263i,0.00053848+6.8443e-05i,0.0012554+0.0010914i,0.0015535+0.0012672i,0.0010577+0.0002333i,0.00020993-0.00042868i,-9.7255e-05+0.00022402i,-0.00026402+0.00020499i,-0.00065842-0.00031676i,-0.00051276-0.00085694i,0.00021452-0.0011396i,0.0013979-0.00039146i,0.0015127-5.4965e-05i,0.0011984-0.00014174i,0.00039563-0.00024658i,-0.00075116-0.00090766i,-0.001147-0.0016322i,-0.00087014-0.0014583i,-0.00017865-0.00057213i,0.00087096-0.00017604i
-0.00025439-0.00056751i,-0.00032143-0.00073085i,0.00082615-0.00029626i,0.0016714-0.00077636i,0.002045-0.00096884i,0.0019559+0.00016352i,0.0020393+0.00077622i,0.0017409+7.8135e-06i,0.0010552+0.00011759i,0.0011709+5.7078e-06i,0.00099624-0.00056433i,0.00025027-9.9153e-05i,-0.00011821+0.00078661i,-3.5405e-05+0.00074365i,-0.00042067+0.00065942i,-0.00038152+0.00026158i,-0.00013627-0.00049698i,-0.00030366-0.00038471i,-0.000365-0.00067844i,-0.00064411-0.00063074i,-0.00042576+5.5333e-05i,-0.00030481+0.00024861i,-0.00046703+0.00015339i
-0.0013878-0.001117i,-0.0022431-0.00078669i,-0.00091844-0.0007329i,-0.00066164-0.0002327i,-0.0011-0.00047249i,-3.9057e-05-0.00067821i,0.0015422+0.00032007i,0.0015703+0.00084306i,0.00062865-0.00021128i,0.00038234-0.00098712i,8.3994e-05-0.00087557i,1.4714e-05-0.00042963i,0.00088975+0.00032868i,0.00021537+0.00097984i,-0.00035709+0.00099237i,-4.8103e-06+0.0012106i,-0.00013151+0.00093475i,0.00060491-0.00061464i,0.00058485-0.00064415i,0.00036355+0.00057797i,8.8589e-05+0.0003217i,-0.00061955-0.00033946i,-0.00076091-0.00032835i
0.00039742-0.00091121i,0.00047309-0.00057377i,0.0018997-0.00076154i,0.0014919-0.0012179i,0.00066957-0.0011004i,0.00085732+0.00074017i,0.001279+0.0015707i,0.0018645+0.00056527i,0.0010096+0.00014004i,0.00019068+0.00015857i,-0.00074527-0.00053048i,-0.0012586-0.0011589i,-0.00080292-0.00064455i,-0.00026388+2.7204e-05i,3.3435e-05+0.00011699i,2.2671e-05+0.00067218i,-0.0002606+0.00080798i,-0.00054364+0.00036153i,0.00019515+0.00011556i,0.00075586+0.00046317i,0.00030598+0.00091552i,-0.00074661+0.00054155i,-0.00070522-0.00027169i
-0.00010362-0.00022102i,-0.00073907-0.00018883i,0.00028767-0.00089799i,0.0015878-0.0011408i,0.0013808-0.00099907i,0.0012414-0.00041526i,0.0015665+7.3699e-05i,0.00081874+0.00048402i,-4.4976e-05+0.0007657i,-4.6292e-05+0.00032643i,-0.00026711+0.00020779i,-0.00041861-3.0226e-05i,-0.00030247-0.00049448i,-0.00059217-0.00043433i,-0.00052488-0.00020102i,0.0003556-0.0005047i,0.00061548-2.0136e-05i,0.00080063+0.00069724i,0.00046429+0.00042477i,8.2732e-05+0.00010524i,-0.00036579-0.0002223i,-0.00071147-0.00077698i,-0.00020716-0.0012399i
-0.0010295+3.1598e-05i,-0.00037512+0.00057181i,0.00082696+0.0011772i,0.0014199-8.7781e-07i,0.001339-0.00050122i,0.00132+0.00038557i,0.0014172+0.0003166i,-2.3573e-05-0.00038906i,-0.0011652-0.00045057i,6.5013e-05+0.0002311i,0.00045138+0.0001865i,8.4107e-06-0.00097504i,0.00028174-0.0011524i,0.00072676-9.549e-05i,-5.1382e-05+0.00034325i,-0.00068608+0.00075398i,-0.00069604+0.0010537i,-0.00033524+4.2061e-05i,0.00047498-0.00033218i,0.0010283+0.00071738i,0.0012273+0.001293i,0.00077496+0.0010099i,7.3161e-05+0.00036535i
-0.00098089-0.0010186i,-0.002389-0.0014955i,-0.0018113-0.0015515i,-0.00092381-0.0018575i,-0.00090877-0.0018297i,-0.0001856-0.00050739i,0.0014177+8.8176e-05i,0.0014739-0.00075861i,0.00018012-0.0014142i,-5.402e-05-0.0013926i,0.00057605-0.0006057i,0.00010196+8.9704e-05i,-0.00040657+0.00030113i,0.00010534+0.00033164i,5.8299e-05+0.00025457i,2.4419e-05+0.00020342i,0.00061638+9.2142e-05i,0.00015102-0.00068715i,-9.4788e-05-0.00083921i,-0.00017759+0.0002966i,-0.00034718-0.00019971i,-0.0003269-0.00086162i,-1.1343e-05-0.00021284i
0.00035173-0.00050827i,-0.0015282-0.00028974i,-0.0014418-0.00094308i,-0.00043195-0.001268i,6.7139e-05-0.00050545i,-7.3418e-05+0.00069122i,0.00012777+0.00062951i,0.0010065-0.00062716i,0.0012025-0.00088706i,0.00010026-0.00035234i,-0.00077499-0.0003181i,-0.00073156-0.00037433i,-0.00041627+0.00018542i,-0.00036912+0.001043i,-0.00052864+0.00094622i,-0.00056415+0.00069584i,-0.00036653+0.00090512i,-0.00044423+0.00080161i,-0.00030597+0.00011808i,-0.00024802-0.00040548i,-8.4894e-05-0.00020525i,0.00059005+0.00018015i,0.00020867+0.00031085i
-0.0014539-0.00034256i,-0.001259-0.00043951i,-0.00042048+0.00040751i,-0.00016354+7.8398e-05i,0.00025115-0.00049302i,0.0020599+0.00019621i,0.0025704+0.00056104i,0.0015386-0.00084209i,0.00051849-0.001007i,-7.9963e-06+0.0002202i,-0.00048975+0.00024414i,-0.00083458+2.9077e-05i,0.00052709-0.00054676i,0.0012807-0.0012837i,0.00028218-0.00094031i,-0.00051941+0.00018401i,-0.00059524+0.00055111i,0.00066654-0.00032828i,0.0014126-0.00039193i,0.00074076-0.00012638i,-0.00011918+0.00038944i,-0.00032579+0.00056195i,4.621e-06-6.3095e-05i
0.00086406-0.0010861i,0.00026631-0.0014416i,-9.0192e-06-0.00062306i,0.00082425-0.00030449i,0.0012529-0.00036223i,0.0008282-0.00027586i,0.0010255-0.0006464i,0.00093186-0.0008532i,0.00053253-0.00047383i,0.00012056-0.00026022i,-0.00024767-0.00020821i,-0.00056672-0.00077174i,-0.00062271-0.00089701i,-0.0011341-2.7301e-05i,-0.00087382+8.3973e-05i,-0.00017443-0.00039873i,-0.00022485-0.00035621i,-0.00016417-0.00042298i,-7.9373e-05+0.00010336i,-0.00053437+0.00040029i,-0.00075867-0.00037912i,-0.0012037-0.00085187i,-0.00063707-0.0011285i
0.00031317-0.00013656i,-0.00078457-0.00021655i,-0.00062406-0.00064934i,-0.0003948-0.0011197i,-0.00075271-0.000775i,-0.00046285-0.00022078i,0.0010984-0.00031107i,0.00099367-0.00069255i,-0.00039008-0.0010708i,-0.00065787-0.00076125i,-7.5029e-05-0.00056988i,0.00024834-0.00073295i,0.00015701-0.00053849i,8.004e-05-0.00022269i,-0.0002951-0.00037477i,0.00033561-5.7363e-05i,0.0006609+0.00084353i,-7.0164e-05+0.00087241i,-3.1611e-05+0.00085959i,-3.306e-05+0.00085593i,-0.00037375-5.3331e-05i,-0.00032665-0.00061764i,0.00046026-0.00050557i
0.00025703-0.0004119i,0.0010562-0.0011427i,0.0011364-0.0009083i,0.0017584-0.00085385i,0.0020068-0.00025552i,0.0019345+0.00056604i,0.0022984+0.00069258i,0.0023385-0.00016149i,0.0010508-0.00064448i,0.00042805-0.00090604i,0.00046824-0.0003938i,-0.00037617+0.00046206i,-0.00027885+0.0011371i,0.00031666+0.0012684i,0.00033018+0.00079138i,0.00031859+0.00030191i,0.00021795-0.00027214i,-5.6421e-05-0.00019817i,0.00010889-0.00029602i,0.00046043-0.0010984i,0.0007093-0.0008595i,0.00020752-0.00053803i,0.00030975+0.0001926i
-0.00077647-0.00021406i,0.00052828-0.0011006i,0.0013312-0.0003614i,0.00090065+8.5371e-05i,6.4437e-05-0.00036907i,6.9177e-05-0.00059568i,0.00034773-0.00077788i,0.00021493-0.0011627i,-4.4846e-05-0.001066i,-0.00053133-0.00041199i,-0.00041538-0.00040428i,-0.00024111-0.00010597i,-0.0007907-9.7782e-06i,-0.00072923+0.00020997i,-0.00017794+0.00039524i,-0.0001254+0.00040063i,-0.00080646+0.00077612i,-0.00081269+0.00056293i,-0.0008954-0.00016603i,-0.00093943-0.00040261i,-0.00023501+0.00011821i,7.4797e-05+0.00082803i,0.00019887+0.0013249i
0.0007091-0.0010108i,0.0011107-0.0011538i,0.0014975-0.0012219i,0.00086095-0.0011097i,0.00045831-0.0011942i,0.0013016-0.0011632i,0.0018015-0.00062248i,0.0012203-0.00058447i,-0.00012627-0.00021488i,-0.00089334+0.00010607i,-0.00054606+0.00015614i,-0.00032002-0.00023776i,0.00013058-0.00050454i,-0.00031729+0.0004918i,-0.00065582+0.00083647i,-0.0010448+0.00082454i,-0.0011543+0.00080087i,-0.0002017+0.00070751i,0.00043272+0.00059334i,0.00056688+0.00012386i,8.4336e-05-8.3942e-05i,-0.00042262-0.00017801i,-0.0005866-9.3798e-06i
0.0018871+0.0019209i,0.0019799+0.0015857i,0.0025801+0.00057378i,0.0022432-0.00098304i,0.0013194-0.0015292i,0.0012382-0.0004186i,0.0020785+0.0012302i,0.00084199+0.0010217i,0.000332-8.9311e-05i,0.00090333-0.00033644i,0.00062983-0.00054038i,3.3707e-05-0.0012751i,-0.00084364-0.00038692i,-0.0025121+0.00055033i,-0.0025905+0.00025724i,-0.0010547+0.00036034i,-0.00071057+0.00067079i,-0.00070869+0.00038108i,-0.00028744-0.00010549i,-0.00098256-0.00030562i,-0.0011976+0.00021891i,-0.00045954+0.00046819i,-0.00026789-7.5152e-05i
