0.0013237+0.0007614i,0.0015969-0.001543i,0.00038089-0.0019529i,-0.00085584-0.00145i,-0.0015532-0.00084348i,-0.00095539+0.00096182i,0.00018182+0.0025353i,0.00091183+0.0022494i,0.0013113+0.0012984i,0.00066519+0.00049768i,-1.8124e-05-0.00037714i,-8.856e-05-0.0005599i,-0.00067177+0.00077332i,-0.00072987+0.0013237i,0.00015685+0.00036963i,0.00014615-8.9358e-05i,0.00013323+0.00032601i,0.00030222+0.00054114i,0.00042538+0.00069676i,0.00031282+0.00054069i,0.00046835-0.00019354i,0.00065608-0.00043444i,0.00021967-0.00014371i
0.0015881-0.00031967i,0.0014544+4.0774e-05i,0.00037554+0.00011476i,0.0010992+0.00034549i,0.0011164+0.00061128i,-0.00052343+0.00065717i,-0.0012898+0.00075542i,-3.2815e-05+0.00037983i,0.0004196-0.00025724i,-0.0005899+0.00012289i,-0.00067874+0.00056786i,6.5333e-05+0.00011255i,8.9895e-05+0.0007688i,-0.00064254+0.0015714i,-0.00037832+0.0015023i,0.00030022+0.00094676i,0.0004448+0.00065311i,0.00019978-0.00044638i,0.0002818-0.0014212i,-0.00038961-0.00063775i,-0.0004816-0.00045916i,0.00024927-0.00051556i,-0.00068666+0.00027128i
-0.00029635-0.0020598i,0.000231-0.00078888i,0.00044318-0.00076199i,0.00018989+0.00010772i,-0.00039159+0.00059848i,-0.0012671+0.0017099i,-0.00059026+0.0020059i,0.00088388+0.0014285i,0.0007481+0.0010856i,-0.00042642+0.00029427i,-0.00019797+0.00015232i,0.00031918+0.0005512i,-0.00034911+0.00081708i,-0.00044+0.0011083i,-0.00061072+0.00083159i,-0.00068317+6.6813e-05i,-0.0001825-0.00046799i,6.7947e-05-0.0009471i,0.00037627-0.0013891i,0.00074091-0.0018415i,0.00043346-0.0018839i,-0.00053615-0.00093972i,-0.0012201+0.00103i
0.0013601-0.0058722i,0.00013324-0.0054045i,-0.00073435-0.0029869i,-0.00046432-0.0012903i,-0.0007677+0.0004345i,-0.0013995+0.0021388i,-0.00035433+0.0025794i,0.0013881+0.002065i,0.0013836+0.0010801i,0.00020516+0.00021469i,-0.00014854+3.4947e-05i,-0.00065815+7.9439e-05i,-0.00085573-5.5851e-05i,-0.0005855+0.0001122i,-0.00055731+0.00087246i,-0.00056365+0.0012685i,-0.00018242+0.0008876i,0.00027437-1.6058e-05i,0.00040308-0.00079035i,0.00026824-0.0011216i,0.00036697-0.00105i,0.00029371-0.00044066i,-0.00036494+0.00031892i
0.0029642-0.00025476i,0.0022249-5.6618e-05i,0.0012717+0.00088477i,0.0011158+0.0013731i,0.001229+0.0014827i,2.0833e-05+0.0026286i,-0.00089838+0.0026229i,0.00017868+0.0013325i,0.0010136+0.00073053i,0.00089645+5.7949e-05i,0.00041106-0.0001092i,0.00029621-0.00021324i,-0.00018726-0.00011583i,-0.0010554+0.00043861i,-0.0011467+0.00035582i,-0.00048833+0.00070919i,0.00031459+0.0010576i,0.0010344+8.0575e-05i,0.00081833-0.0012766i,0.00032628-0.0015766i,0.00030092-0.00059339i,0.00030594-6.5473e-05i,-0.00013136+6.6518e-05i
0.00095304-0.00039804i,0.0010254-0.0011538i,0.0016954-0.0021871i,0.0016113-0.0016903i,0.00036303-0.0013311i,-0.00030727-0.001141i,-6.5032e-05-0.00019491i,0.00084191+0.00047038i,0.00087877+0.00055928i,0.00032256-4.7478e-05i,0.00084812-2.7204e-05i,1.9911e-06-0.00080596i,-0.00093074-0.001378i,-0.00094048-0.00064687i,-0.00049672-3.9302e-06i,-0.00033871-0.00014922i,-0.0005889-0.00045385i,-0.00035696-0.00093983i,0.00021666-0.0016784i,0.00042867-0.0016166i,0.0001913-0.00087965i,-0.00048199-0.001237i,-0.00052994-0.0015125i
0.0020079-0.0019297i,0.00061486-0.0022331i,-8.8279e-05-0.00025513i,0.00069122+0.00094514i,-0.0005135+0.0011928i,-0.0020223+0.0017769i,-0.0013193+0.0018509i,-0.00014938+0.00097934i,0.00028764-0.00028614i,0.00075909-0.00059271i,0.0015946-0.00014556i,0.00079453-4.3054e-05i,-0.0010759+0.00041611i,-0.0021032+4.0326e-05i,-0.0015886-0.0010002i,-0.0015642-0.0007242i,-0.00056993+7.7636e-05i,0.0013795+0.00021958i,0.0012569-0.00042047i,0.0011007-0.00093454i,0.0012833-0.00072502i,0.00077287-1.4121e-05i,0.00056541+7.8242e-05i
0.0021537+0.00090052i,0.0015459+0.00091652i,0.00038863+0.0019778i,0.0014538+0.0015874i,0.0025748+0.00039974i,0.00074872+0.00073461i,-0.0008455+0.0020664i,-0.00077939+0.0023271i,-0.00037862+0.0015346i,7.167e-05+0.00041423i,0.00071995-0.00024802i,0.00039967-0.00031912i,-0.00028398-0.00045952i,-0.00082411+0.00022737i,-0.0017366-0.00026153i,-0.0014692-0.00079475i,-0.00074842-0.00041668i,-0.00031773-0.00010738i,0.00015876+0.00026041i,0.00025689+0.00041116i,9.7331e-05+0.00023542i,-0.0001949+0.00016207i,-0.00040855-0.00035393i
0.0014718-0.0025751i,0.0003702-0.0026077i,0.0010736-0.0022546i,0.0014445-0.0016144i,0.0013695-0.0010931i,0.00089096-0.00023525i,0.00040459+0.00057995i,0.0011223+0.00025735i,0.0016508-0.00035903i,0.0012876+0.00040736i,0.001708+0.0010803i,0.0014799+0.00080378i,0.00016662+0.00047555i,-0.00074227+5.8942e-05i,-0.001298-0.00064975i,-0.00082643-0.00025751i,-0.00087095+0.00016224i,-0.00052213-0.00025784i,-0.00014285-0.00094886i,-0.00020864-0.0010854i,8.385e-05-0.00051062i,0.00024155+7.2963e-05i,-0.00014372+4.0145e-05i
0.0036291-0.00076783i,0.0024932-0.00077803i,0.00087791-0.00051675i,0.00058152+0.0003374i,0.00017077+0.00044924i,-0.00068353+0.00094644i,-0.00014884+0.001418i,0.00095091+0.00090542i,0.00076648+6.7021e-05i,9.5046e-05-0.00040594i,0.00025513-0.0017091i,0.00039523-0.0019441i,-0.00098493-0.0017621i,-0.0019346-0.002364i,-0.00097826-0.0025414i,-6.9055e-05-0.0015279i,-0.00042995-0.0002779i,-0.00027761+0.00038655i,0.00062743+0.0011283i,0.0013502+0.00038271i,0.0015946-0.0010606i,0.00070545-0.0011105i,0.00017757-0.0008058i
-0.00033016+0.0015632i,0.0001028+0.001528i,0.00073663+0.0018363i,0.00063522+0.0033285i,0.00055526+0.0028149i,0.00018972+0.0013863i,-0.0010832+0.0018474i,-0.0014203+0.002002i,-0.00072601+0.0012651i,-0.00070253+0.00087184i,-0.00045426+0.00057332i,5.1563e-05+0.00081824i,0.00011257+5.1871e-05i,6.9863e-05-0.0012674i,-0.00083976-0.0012938i,-0.0012641-0.00087054i,0.00033458-0.00057426i,0.0013986-0.00022595i,0.0011858-0.00026188i,0.001538-0.00032515i,0.00092422+6.1874e-05i,0.00019101+0.00018416i,0.00074769-0.00041834i
0.0034577+0.00084499i,0.0028932-0.00028043i,0.0025988-0.00093055i,0.002934-0.0010019i,0.0024758-0.00074092i,0.00049694+0.00042133i,2.9579e-05+0.0017746i,0.0014622+0.0020052i,0.0019626+0.0018834i,0.00082101+0.0011181i,0.00031551+0.000424i,0.00017267+0.00062474i,-0.00072008-3.9975e-06i,-0.0011596-0.0018781i,-0.00054381-0.0022888i,-0.00085497-0.0014077i,-0.0012699-0.00094933i,-0.00036348-0.00069133i,0.0010706-0.00022022i,0.0020696+3.6442e-05i,0.0017148-8.596e-05i,0.00031181-0.00069316i,0.00014262-0.0011328i
0.0020453+0.0010715i,0.0017824+0.00043226i,0.00047221+0.00064271i,-0.00030357+0.0010329i,-0.00086651+0.00096324i,-0.0019051+0.0015155i,-0.001699+0.0022746i,0.00010385+0.0017073i,0.00080747+0.00017664i,0.0012104-0.00065493i,0.0013949-0.00050752i,0.00057194-0.00093279i,0.00064952-0.0018651i,0.0008062-0.0014375i,-9.1846e-05-0.00086408i,-0.00060173-0.00076561i,-0.00020038-0.00055712i,0.00093055-0.00049927i,0.0018344-0.00092555i,0.0018576-0.0010485i,0.0011957-0.00044653i,9.3178e-05-9.6764e-05i,-0.000669-0.00012434i
-0.0012875-0.00010948i,-0.0015565-0.00016962i,-0.0017906+0.00078852i,-0.00097391+0.002076i,-7.8728e-05+0.0020975i,0.00047227+0.0024394i,0.00041611+0.0021589i,-0.00016994+0.00038413i,-0.00042847-0.00021164i,-0.00053015+0.00032672i,-0.00063537-0.00049146i,-0.00058458-0.0015468i,0.00028868-0.0016614i,0.00091704-0.0011933i,0.00076719-0.00145i,0.00045098-0.0013962i,9.2645e-07-0.00071984i,0.00021144-0.00078374i,0.00043773-0.0013664i,-6.2916e-05-0.00084749i,8.2462e-05-0.00020575i,0.0008743-0.00060332i,0.0012257-0.00071142i
-2.6208e-05-0.0021862i,0.00084974-0.0016585i,0.0016372-0.00093294i,0.001412+8.6445e-05i,0.00084585-5.2798e-05i,0.00050841+0.00016839i,-0.00021822+3.9153e-06i,-0.00032589-0.00025932i,-0.00053587+0.00038434i,-0.00031598+0.00083712i,0.0005424+0.0016469i,0.00068257+0.00096072i,0.00089133-0.00069543i,0.00067151-0.00083229i,-0.00020364-0.00056045i,-0.00059853-0.00070007i,-0.00021567-0.0014914i,-7.4634e-05-0.0011516i,0.00086662-0.00029262i,0.0014716+0.00023453i,0.00049088+0.00073413i,8.8996e-05-0.00018135i,0.00051015-0.00081625i
0.0027519+0.0031938i,0.0034221+0.0015335i,0.0026356-0.00019325i,0.0022717-0.0011066i,0.0014774-0.000953i,-0.00064118+0.00023635i,-0.0013054+0.0016434i,-0.00044827+0.0017112i,0.00014672+0.00091969i,0.00089489+0.0006437i,0.0012216-3.0081e-05i,0.00090013-0.0013193i,0.00071821-0.0013748i,0.00050394-0.0018307i,-0.00073734-0.001601i,-0.0003103-0.00065102i,0.00088219-0.00025854i,0.00087051-0.00024878i,0.0007452+0.00031892i,0.0015905+0.0016094i,0.0019966+0.0012052i,0.0011783+0.00017099i,0.0001015+0.00062491i
-0.0022773+0.00068625i,-0.0024025+0.0011212i,-0.0021575+0.00082726i,-0.00034846+0.0018058i,0.00098854+0.0024113i,0.00055623+0.0013388i,-0.00022416+0.0013577i,-0.00013417+0.001202i,-0.00010637+0.00042828i,-9.7964e-05-0.0001262i,0.00049359-0.00077232i,0.00041104-0.001322i,0.00013884-0.0015258i,0.00038973-0.0012844i,0.001008-0.0011659i,0.0014906-0.0016486i,0.00092777-0.0014778i,0.00097684-0.0012171i,0.0017784-0.0010492i,0.0016869-0.00033426i,0.001311-0.00017487i,0.0013467-0.00016325i,0.00055559+0.00026569i
0.002134-0.0015304i,0.0029344-0.0014919i,0.0025945-3.5119e-06i,0.0015858+0.00128i,0.0012984+0.00030485i,0.00053098+5.2812e-05i,0.00030666+0.0009139i,0.0010331+0.00068098i,0.00087082-0.00046909i,0.00081293-0.0005682i,0.00086791+0.00012743i,0.00014162+0.00024366i,0.00014328+0.00024475i,0.00094732+0.00037418i,0.00095059+0.00042312i,0.00047074+0.00015518i,0.0012127-0.0010988i,0.0025394-0.001173i,0.0027221-0.000131i,0.0019012-6.3353e-05i,0.00099797-4.8822e-05i,0.00061235+0.00023994i,-9.6565e-05+0.0002906i
0.001552+0.0012359i,0.00075235+0.00093788i,0.00037918+0.0010987i,0.00021506+0.00061464i,-0.00053175+0.00053919i,-0.00096035+0.00099577i,-0.0011832+0.0011789i,-0.0010887+0.00077672i,-0.0007312-3.0597e-05i,0.00031602-0.00028676i,0.0011257-6.5588e-05i,0.00095142-0.00019204i,0.001418-0.00020233i,0.0017136+0.00029139i,0.00056943-4.6597e-05i,-0.00087755-0.00075144i,-0.00066778-4.4312e-05i,6.5089e-05+0.00054917i,0.00051799+0.00070807i,0.00097238+0.00045863i,0.0012998+0.00051086i,0.00098691+0.0010203i,8.7813e-05+0.00074283i
0.0019505-0.00026289i,0.0020784-0.0014318i,0.0020777-0.0014073i,0.0016918-0.00070978i,0.00059258+0.00034201i,-0.00040447+0.00058779i,-0.00037555+0.0013008i,0.00022066+0.0017638i,0.00020701+0.00088856i,-8.8056e-05+0.00016404i,-8.5148e-07-0.00027685i,0.00038932-0.0011011i,0.00066716-0.0012609i,0.0013224-7.2782e-06i,0.00092705+0.00028333i,7.6872e-05+5.9266e-05i,0.0010057-0.00017861i,0.0016817+4.9725e-05i,0.0016222+0.00065305i,0.0020527-3.4477e-05i,0.0018754+0.00034936i,0.0011039+0.0013002i,0.00084145+0.0012657i
-0.00066183+0.0022871i,0.00094044+0.0019801i,0.0021747+0.0023778i,0.0023802+0.0014865i,0.0013708+0.00031741i,-0.00077575+0.00079152i,-0.001637+0.0021645i,-0.00097608+0.0022528i,-0.00023673+0.0010526i,-0.00032311+0.00046516i,-7.5045e-05+0.00083172i,0.00074112+0.00031207i,0.00088882+2.8948e-06i,0.00068654-0.00019818i,0.00038002-0.00092203i,-0.00021326-0.0009909i,9.0302e-05-0.00066066i,0.0010582-0.00064038i,0.0011384-0.00015743i,0.0014232+0.0011608i,0.0017772+0.0011537i,0.0023942+1.8561e-06i,0.0017336+3.7507e-05i
0.0003793-0.00053052i,0.00077119-0.00030875i,0.00066467+0.0010126i,0.001787+0.0014129i,0.0015824+0.0010095i,0.00038533+0.00092574i,0.0010555+0.0014403i,0.0020004+0.0012263i,0.0014586+0.00034125i,0.0015893+0.00032998i,0.0020979+0.0004691i,0.0015057+0.00088226i,0.0011158+0.0020625i,0.0010337+0.00219i,0.001086+0.00093033i,0.00083943+8.624e-05i,0.0008884+0.00064785i,0.0018056+0.0015712i,0.0020827+0.0018606i,0.0015422+0.0013542i,0.00098315+0.00046447i,0.00066978+0.00036746i,0.00064478-0.00011012i
0.001885+0.0018264i,0.0031016+0.0010508i,0.0042282+0.00068346i,0.0040445-7.0263e-05i,0.0028612-0.00078528i,0.00083647+0.00033401i,-0.00055752+0.0015839i,-0.00079894+0.00089417i,-7.806e-05-0.0003108i,0.0010804-0.00013643i,0.0016221-0.00057318i,0.0020846-0.0011332i,0.0021886-0.00039646i,0.0012677-9.9631e-05i,-0.00018506-0.00049924i,-0.00017622-0.0002885i,0.00015948+0.0011185i,0.00076469+0.0021877i,0.0012767+0.0020414i,0.0011007+0.0015258i,0.00084356+0.0008078i,0.00056687+0.00047695i,-0.0003684+0.00039877i
-0.0008763-0.00026117i,0.00086421+0.00021827i,0.0010877+0.0008398i,0.0005039+0.001181i,0.00022321+0.0011408i,-0.00102+0.0015229i,-0.0018764+0.0018199i,-0.0007924+0.0016861i,-0.00032398+0.0010253i,0.00027796+0.00054117i,0.0011571+0.00015897i,0.0003998-5.0351e-05i,-0.00013665-0.00031008i,0.00071974-0.00059459i,0.00097118-0.00023287i,0.00082016+0.00035443i,0.00095667+0.00090341i,0.001048+0.0011541i,0.0010411+0.00075764i,0.0012317+0.00042421i,0.001397+0.0003353i,0.001268+0.00020472i,0.0014443+0.0005554i
0.00045904-0.0036302i,-0.00023052-0.0020403i,-0.00076311-0.00061175i,-0.00059758+0.00057311i,-0.00068575+0.00089065i,-4.9333e-05+0.0020895i,0.0005066+0.0029372i,0.0011212+0.0025485i,0.0010327+0.0012256i,0.00076971+0.0012395i,0.0010515+0.0019565i,0.0012761+0.0014243i,0.0019791+0.0015698i,0.0019675+0.0027573i,0.0012766+0.0023113i,0.001142+0.00075546i,0.0001566+0.00042255i,-0.00024153+0.0011085i,0.00017149+0.0017615i,0.00023584+0.0014654i,0.00034743+0.00082532i,0.00053757+0.0011219i,0.00083899+0.0004602i
0.00080605-0.0013003i,0.0012944-0.00077787i,0.0014938-5.339e-06i,0.0017353+0.00085593i,0.0011516+0.0011789i,-0.00011799+0.0017152i,-0.0004956+0.0019024i,0.00076294+0.0010309i,0.0013305-0.00012659i,0.0012667-0.00040325i,0.0018633+0.00056226i,0.0012334+0.00076512i,0.0010724+0.00119i,0.0011972+0.001734i,0.00048874+0.00094764i,0.00058008+0.00019205i,0.00086261+0.00066005i,0.0009822+0.0014998i,0.00023303+0.0019276i,-0.00045476+0.001635i,0.00030265+0.00085077i,0.00094064+0.00010582i,0.0007884+0.00035419i
0.0032733+0.0022817i,0.0032402+0.0019147i,0.0034194+0.0011281i,0.0026969-0.0001419i,0.00067517-0.001849i,-0.0012736-0.0019033i,-0.0012366+0.00066838i,-0.0005206+0.0014792i,-9.8171e-05+0.0004792i,0.00010362-0.0005078i,9.6699e-05-0.0014732i,0.00011264-0.0016087i,8.5981e-05-4.7917e-05i,-0.00035525+0.00055003i,-0.0012367+0.00039837i,-0.0017022+0.00090371i,-0.00080012+0.0010256i,0.00031718+0.0013069i,0.0002853+0.0020714i,0.00021407+0.0024742i,0.00090394+0.0019293i,0.0014398+0.00098284i,0.0015518+0.00022649i
0.0021821-0.00046783i,0.0019241-0.0014754i,0.0020654-0.0015171i,0.0018559-0.0011062i,0.00013988-0.00084041i,-0.0014552+0.00055263i,-0.0013913+0.002051i,-0.00087546+0.0013767i,-0.00039543+0.00050334i,-0.00069772+0.00072795i,-0.0012092+0.00084683i,-0.0015715+0.00091847i,-0.0018355+0.0018238i,-0.0013308+0.0022582i,-9.5758e-05+0.0018904i,0.00067633+0.0011097i,0.00073632+0.0014735i,0.00071338+0.0026389i,0.00021031+0.0035313i,-0.00021097+0.0035693i,-0.00013277+0.0027639i,-0.00018196+0.0019167i,0.0001151+0.00053745i
0.0027328-0.0020611i,0.00192-0.0017346i,0.0016853+0.00017155i,0.0015639+0.0013528i,0.00016214+0.00014348i,-0.0019883+0.00053629i,-0.0024232+0.0021129i,-0.00086555+0.0024636i,-2.1616e-05+0.0019494i,0.00016232+0.0012016i,0.00014306+0.0020399i,0.00017198+0.0026624i,-0.00011002+0.0022332i,-0.00051146+0.0020638i,-0.00077347+0.0015743i,-0.00044536+0.0015494i,-0.0005556+0.0023406i,-0.0012858+0.0022765i,-0.0008714+0.0023355i,0.00016733+0.0021594i,0.00069925+0.0016344i,0.00065944+0.0011149i,0.00087681+0.00064364i
0.0024461-0.0031946i,0.0023591-0.0025322i,0.001958-0.0018984i,0.0012885-0.00087552i,1.297e-07+0.00059399i,-0.00049258+0.0017688i,-2.1028e-05+0.0020107i,0.0013502+0.00084194i,0.0021623+8.7803e-05i,0.0012647+0.00012268i,0.00063834-6.7796e-05i,0.00024886-0.0004066i,0.00012494+0.00024207i,-0.00017734+0.0027316i,-0.0010766+0.0035503i,-0.001637+0.0023736i,-0.0016023+0.0017748i,-0.00097021+0.0018918i,-0.00092883+0.002633i,-0.00091979+0.0026925i,-0.00011321+0.0015412i,0.00057464+0.0010306i,0.00047411+0.00081879i
0.0012683-0.001567i,0.001062-0.0022452i,0.0025515-0.001882i,0.0026865-0.00046125i,0.0021373+0.0005335i,0.0011136+0.0011071i,0.0011933+0.0011838i,0.0019095+0.00097368i,0.001205+2.2975e-05i,-0.00044551-0.00095291i,-0.0012161-0.00082906i,-0.00084474-5.6189e-05i,-0.0015805+0.0010126i,-0.0018363+0.0016702i,-0.0012174+0.0019833i,-0.00064306+0.0019627i,-0.00056052+0.0018382i,-0.0017953+0.0027325i,-0.002124+0.0027963i,-0.0012018+0.0023518i,-0.00077684+0.0022184i,-0.0002781+0.0015726i,0.00034448+0.00080201i
0.0026822-0.0020538i,0.0030815-0.00114i,0.0011181+5.446e-05i,0.00050485+0.00061024i,-7.2188e-06+0.0004251i,-0.0021105+0.00049725i,-0.0029848+0.0014726i,-0.0019912+0.0015821i,-0.0016664+0.00065557i,-0.0020433+0.00089745i,-0.0017379+0.0019788i,-0.0016532+0.0021051i,-0.0020175+0.0023364i,-0.0016726+0.0020054i,-0.00097273+0.0013017i,-0.0013073+0.00071494i,-0.0017932+0.0011838i,-0.0023896+0.001787i,-0.0021716+0.0022225i,-0.00094694+0.0027082i,-0.00028614+0.0019409i,-0.00047356+0.0017053i,-0.00086375+0.0015009i
0.0023403-0.0015054i,0.0015906-0.0022098i,0.00033482-0.00086065i,0.00043258+0.0011652i,0.00088557+0.0017718i,-0.00025811+0.0022908i,-0.0016437+0.0024615i,-0.00045238+0.0011717i,0.00073613-1.4654e-05i,0.0012144-3.3811e-05i,0.0019619+0.0010784i,0.0013869+0.0009944i,-0.00046527+0.00033264i,-0.0014421-3.6141e-05i,-0.0010854+0.0003337i,-0.00076734+0.0010879i,-0.00088013+0.001189i,-0.0013639+0.0015438i,-0.001834+0.0022734i,-0.0016234+0.0017457i,-0.00028944+0.001024i,-2.3621e-05+0.0013127i,2.5679e-05+0.0012997i
0.0050443-0.0017052i,0.0040119-0.0018477i,0.0029963-0.0013946i,0.0012591+0.00021814i,-0.00013267+0.0012596i,5.0254e-05+0.0020913i,0.00045734+0.002691i,0.0011183+0.0016514i,0.00069591-4.7006e-06i,-0.00051458-0.0015058i,-0.0010539-0.0026029i,-0.0010859-0.0021788i,-0.0016044-0.0001873i,-0.0020539+0.0016395i,-0.0018606+0.0025374i,-0.0015782+0.0020266i,-0.0017625+0.0014758i,-0.0027028+0.0018511i,-0.0028263+0.0020596i,-0.0016671+0.0011769i,-0.0010166+0.00044759i,-0.00059266+0.00081812i,3.9798e-05+0.0013083i
0.0041857-0.00015228i,0.0043093-0.00070462i,0.0017781-0.00016993i,0.00067997+0.00032646i,0.00050162-0.00013122i,-0.001168+0.00013163i,-0.0018475+0.00073675i,-0.0011747+0.00056872i,-0.001142-3.8983e-05i,-0.0015533-0.00043759i,-0.002025-0.00060546i,-0.0019765-0.00063822i,-0.0019964-0.00051645i,-0.0028026-0.00030001i,-0.0033272-0.00038202i,-0.0024757-0.00039861i,-0.0021479+0.00040719i,-0.002301+0.0016895i,-0.0020337+0.0023856i,-0.0017776+0.0022318i,-0.0014895+0.0020555i,-0.00096963+0.0015985i,-0.00047798+0.001289i
-0.00044942+0.0029379i,0.0012003+0.003351i,0.0026103+0.0041291i,0.0029483+0.0036155i,0.0015036+0.0014708i,-0.00027772+0.00047661i,-0.0011904+0.00083153i,-0.0011541+0.00049619i,-1.8763e-05+0.00013676i,0.00083346+0.0006753i,0.00051686+0.0010659i,0.00011908+0.00056896i,-0.00031336+0.00023171i,-0.0021807+0.00019083i,-0.0036322+7.0891e-05i,-0.0036559-0.00019322i,-0.0029023+2.5052e-05i,-0.0027046+0.00019893i,-0.0032296+0.000643i,-0.0027129+0.00068416i,-0.0016316+0.00072045i,-0.00088491+0.0010707i,-0.00027037+0.00069834i
-7.8022e-05-0.0019814i,-0.00083538-0.0018505i,-0.0021877-0.0008857i,-0.0015128+0.00061881i,-0.00072827+0.0014821i,-0.0012752+0.0013357i,-0.0010964+0.0019033i,-0.00026455+0.001697i,0.0007192-5.3699e-06i,0.0012043-0.001017i,0.0016274-0.0017133i,0.00075394-0.0016571i,-0.00074746-0.0008059i,-0.0016246-0.00025328i,-0.0023389+0.00017777i,-0.0024004+3.4248e-05i,-0.0023502-0.00096769i,-0.0034362-0.00093046i,-0.0044369+0.00031193i,-0.003492+0.0012658i,-0.0018648+0.001436i,-0.00090283+0.00069897i,-4.1247e-05+0.00061958i
0.0033863+0.00011495i,0.0030321+0.00032019i,0.001868+5.0067e-05i,0.0015102-0.00046753i,0.00015055-0.00058419i,-0.0018474+0.00048907i,-0.0014674+0.0019232i,-0.00030781+0.0025651i,-0.000445+0.001314i,-0.0014366-0.00077814i,-0.0015053-0.0014574i,-0.00094311-0.0015141i,-0.0018905-0.0012735i,-0.0025254-0.0010092i,-0.0025308-0.00098578i,-0.0025492-0.0003649i,-0.0026165-4.1654e-05i,-0.0035791-0.00019394i,-0.0042627+0.0004899i,-0.0027881+0.00079845i,-0.0015618+0.00036392i,-0.0010453+0.00030449i,-0.0008292+0.00038465i
0.0026708-0.0011257i,0.0027152-0.0028153i,0.002413-0.0035015i,0.0012182-0.0023838i,0.00051181-0.0013379i,0.0001242+8.5586e-05i,0.00031097+0.0015564i,0.00085338+0.0017147i,0.00015944+0.0015192i,-0.0010169+0.0014624i,-0.00043324+0.001613i,-0.00016978+0.00084411i,-0.0014101-0.00032317i,-0.0025895-0.00073546i,-0.0024051-0.0010239i,-0.0013594-0.00069758i,-0.0018021-0.00065275i,-0.0026904-0.0011808i,-0.002914-0.00068053i,-0.0031103+0.00020922i,-0.0029094+0.00051644i,-0.0020807+0.00036364i,-0.0015925+0.00066589i
0.0021084+0.0016511i,0.0038471+0.0019289i,0.0040516+0.0018427i,0.0023942+0.00057199i,0.0013005-0.00091702i,0.00048575-0.00058189i,-0.00065905+0.00071939i,0.00012317+0.00032371i,0.0018501-0.00071474i,0.0021295-0.00081306i,0.0026195-0.00061154i,0.0020437-0.0010037i,1.472e-05-0.0018286i,-0.0010388-0.0023154i,-0.00089731-0.0018513i,-0.00052429-0.0021604i,-0.0010819-0.0021945i,-0.0033981-0.0021663i,-0.0045071-0.0022406i,-0.0031691-0.0010127i,-0.0016404-0.00014191i,-0.00028685+0.0005272i,0.00014477+0.0012558i
-0.0014179-0.00087397i,-0.0009345+0.00013734i,-4.5744e-06+0.00078837i,0.00093193+0.00090685i,8.4646e-05+0.0010535i,-0.0020157+0.0017591i,-0.0028765+0.0023972i,-0.0014585+0.0019128i,0.0001643+0.00026106i,0.00012651-0.0014269i,0.00033526-0.001962i,-0.00022012-0.0019983i,-0.00059754-0.0028396i,-0.00018828-0.0034414i,-0.00021371-0.0030814i,-0.00032974-0.0022804i,-0.00070729-0.0015958i,-0.0022051-0.0022651i,-0.0033165-0.0028091i,-0.0030173-0.0018236i,-0.0019995-0.00040971i,-0.0018906-0.00023547i,-0.0018872+1.9876e-05i
-0.00074902-0.001832i,0.00035497-0.0010972i,0.0012846-0.00031544i,0.0017336-5.2561e-05i,0.0011354+0.00051565i,0.0010148+0.0017634i,0.0017667+0.0027882i,0.0020134+0.0032577i,0.001234+0.0028735i,-0.00057017+0.0018904i,-0.0011613+0.00028516i,-0.00058632-0.00041497i,-6.1008e-05-0.0010117i,0.00030071-0.0025009i,-0.00050137-0.0030009i,-0.00074235-0.0022428i,-0.00089443-0.0021562i,-0.0020599-0.002556i,-0.0027624-0.0021087i,-0.0028436-0.00073107i,-0.0022759-7.2648e-06i,-0.00122-0.0004248i,-3.9662e-05+0.00066402i
0.0017886+0.00059166i,0.0025657+0.0018726i,0.0033466+0.0031882i,0.0026031+0.0036064i,0.0018432+0.0027033i,0.0012088+0.0022717i,0.00051036+0.0021618i,0.001215+0.0014927i,0.0023473+0.00093655i,0.0026601+0.0012663i,0.0018127+0.0014987i,0.00061298-1.1891e-05i,0.00010553-0.0017123i,0.00060598-0.0022696i,0.00058309-0.002019i,-0.00027826-0.001414i,-0.0008316-0.0017564i,-0.0019395-0.0031165i,-0.0024827-0.0032843i,-0.0025156-0.0011192i,-0.002391+0.0004322i,-0.0014574+0.00028872i,-0.00071931+0.00033712i
5.0095e-05-0.0043527i,-0.0013983-0.0020204i,-0.00087973+0.0013032i,-0.00015638+0.0017613i,-0.00065057+0.0016369i,-0.0012209+0.0026568i,-0.0016832+0.0023481i,-0.0008975+0.00024025i,0.0003522-0.0013176i,0.00086312-0.001322i,0.0013932-0.0010217i,0.0020569-0.0014576i,0.0019745-0.0027918i,0.0013436-0.0037378i,0.0013396-0.0034487i,0.0016067-0.0021478i,0.001601-0.0013562i,0.00037546-0.00271i,-0.0019875-0.0037957i,-0.0022158-0.0028573i,-0.0012373-0.0017117i,-0.0010731-0.0018399i,-9.6828e-05-0.0012002i
