0.00073439-5.8267e-05i,0.00093545-0.00087142i,-0.00029303-0.002174i,-0.0010624-0.0026538i,-0.001724-0.0011005i,-0.0021806+0.00037364i,-0.00089395+0.0011208i,0.00083025+0.0013062i,0.0017001+0.00068249i,0.00142-4.8974e-05i,0.00045096-0.00021642i,-0.00047703-0.00045046i,-0.00067109-0.00057191i,-0.0002843-8.4225e-05i,-0.00035615-5.6209e-05i,-0.00034303-0.00043876i,-8.8906e-05+1.9973e-05i,0.00024487+0.00071322i,0.00048022+0.00055914i,0.00068568-6.1035e-05i,0.0011765+7.2284e-05i,0.00059348-0.0003369i,-0.00039251-0.00090396i
0.0016018+0.00092594i,0.0010909+0.00059561i,0.0016468+0.0010235i,0.00062012+0.00048394i,-0.00096605-0.00034434i,-0.0022157-0.00078382i,-0.0019855-0.0011978i,-0.0014759-0.001447i,-0.0011254-0.0015027i,-0.0011375-0.001028i,-0.0013919-0.00062491i,-0.000506-0.00030423i,0.00064279+0.0005085i,0.001293+0.0012614i,0.0012449+0.0012693i,0.0008363+0.0013509i,0.0010771+0.0012788i,0.00095851+0.00094107i,0.00069988+0.00010101i,0.0011315-0.0007919i,0.00090983-0.00020865i,0.00055119+0.0002947i,0.00025221+0.00082137i
-0.0023621+0.0020674i,-0.0016096+0.0015873i,-0.001299+0.0022459i,-0.0008043+0.0021072i,9.7477e-05+0.0010573i,0.00052755+0.00040338i,0.00056707+0.00053904i,0.00016795+0.00046062i,-0.00069919+0.00023742i,-0.00069091+0.00086772i,1.748e-05+0.001245i,0.00074485+0.0014082i,0.0016885+0.00057925i,0.0011557+0.00020418i,-0.0001555+9.9784e-06i,-0.00025496-0.0004831i,0.00051959-0.00011143i,0.00083501+0.00020239i,0.00024379+0.00021908i,-0.00021089-0.00021399i,-5.4085e-05-0.00012526i,-0.00026791+0.00030556i,-0.00012729+0.00088054i
5.8296e-05-5.0398e-05i,-0.00083065-0.00010895i,-0.0012229-0.00039794i,-0.0009846-0.00027388i,-0.00072861-8.1066e-05i,-0.0011782-0.00051269i,-0.0010458-0.00085661i,-0.00086496-0.0010877i,-0.0012197-0.0014136i,-0.00099984-0.0012771i,-0.00013841-0.00055682i,0.00022422+0.00049541i,0.00041661+0.0013992i,5.9597e-05+0.001704i,-0.00030142+0.00081097i,-2.5445e-06+0.00022083i,0.00018165+9.3474e-05i,0.0010551-0.00063929i,0.0010336-0.0010774i,6.7796e-05-1.3989e-05i,0.00019695+9.4378e-05i,0.00045136-0.00043681i,0.00037878+0.00049887i
0.00036914+0.0015134i,0.00016621+0.00062402i,-0.00036742+8.876e-05i,0.00092005+0.00051877i,0.0017952+0.0012282i,0.00085171+0.00084294i,0.00010143+0.000198i,-0.00020834-0.00010015i,-0.00085377+7.341e-05i,-0.0011965+0.00068882i,-0.00069647+0.00064023i,0.00028469-9.1806e-05i,0.00055741+4.4043e-05i,0.0005872+0.00093247i,0.00097173+0.0012027i,0.0008797+0.0008404i,0.00048438+0.00044269i,0.00029725+0.00094637i,-0.00013141+0.0011772i,-0.00079546+0.00076446i,-0.00072888+0.00028371i,0.0003527+8.1384e-05i,0.0001241-0.00026642i
-1.6158e-06-0.0022561i,-9.1311e-05-0.00317i,0.0001678-0.0034253i,-0.00084456-0.0020077i,-0.0018226-0.00093082i,-0.0011645-0.00083747i,-0.00060959-0.0010279i,-0.00068803-0.0013375i,-0.00018291-0.00088749i,0.00017135+0.00053068i,0.00025557+0.0013606i,0.0010241+0.0012738i,0.0020176+0.0012308i,0.0022025+0.0016137i,0.0021577+0.0017927i,0.0021422+0.0014469i,0.0011866+0.0013707i,0.00098011+0.0017037i,0.0009026+0.00071601i,0.00052158-0.00042652i,0.00051441-0.00051758i,0.00026643-0.00016109i,2.334e-06-0.00018723i
0.0017722-0.0014583i,0.0012441-0.00032585i,0.0012776-0.0002023i,-0.00048862-0.00067706i,-0.0016981-0.00083438i,-0.00099281+0.00024849i,-0.00077077+0.00037717i,-0.0005333-0.00045681i,-0.00030285-0.00091504i,-0.00034558-0.00018304i,-0.00055917+0.0011341i,-0.00039383+0.0011435i,-0.00032295+0.0014071i,0.00021322+0.0011715i,0.00041098-1.3474e-05i,0.00036841-0.00052228i,0.00072752-0.00025135i,0.0010891+0.00036246i,0.00053592+0.00035772i,-5.4748e-06+5.4503e-05i,-5.109e-06+0.00042362i,-0.00064222+0.0005302i,-0.00076339+0.00083634i
0.00017646-0.00025379i,-0.00041552+0.00036819i,-0.0014487-2.6786e-06i,-0.0017681+0.0001908i,-0.0011358+2.7872e-06i,3.1375e-05-0.00078506i,0.0004622-0.0014242i,-0.00036095-0.00089156i,-0.00091102-0.00060778i,-0.00089285-0.00017648i,-0.00062402+0.00017572i,0.00068458+5.1344e-05i,0.001496+0.0010352i,0.00081563+0.001619i,-0.00024672+0.00082862i,-0.00041563+0.00030899i,0.00010343+0.00051722i,0.00091879+0.00042038i,0.00076595-0.0005239i,-0.00053167-0.00091991i,-9.8719e-05-4.1498e-05i,0.00070328+0.00015984i,0.00042042+2.1382e-06i
0.001613+0.0025175i,0.0018314+0.0023137i,0.00395+0.0022548i,0.0035274+0.0011945i,0.0018269+9.8513e-05i,0.00053101-0.00054862i,-0.00027865-0.00091128i,-0.0011416-0.00086534i,-0.0012687-7.286e-06i,-0.00094995+0.00065593i,-0.00084861+0.00075597i,-0.00067688+0.00083581i,5.5123e-05+0.0019352i,0.001052+0.0023308i,0.00096365+0.0014302i,0.00067333+0.00086014i,0.00032117+0.00082312i,-2.9754e-05+0.00039724i,0.0003999-1.3442e-05i,-0.00024809-0.0003021i,-0.00031889-3.0685e-05i,0.00041832+0.00025004i,0.00037773-8.9317e-05i
-0.0012066+0.00053733i,-0.00072431+0.00060603i,-0.00090947+0.0010679i,-0.00075433+0.0010489i,-0.00084042+5.8066e-05i,-0.00094769-0.0007421i,-0.00072941-0.001124i,-0.0002774-0.0009097i,-0.00096001-6.8504e-05i,-0.001208+0.0004264i,-3.6708e-05+0.00093038i,0.00094516+0.0011872i,0.0015903+0.00054436i,0.00078974+0.0002628i,-0.00011209+0.00087129i,0.0005986+0.0018687i,0.00089538+0.0017234i,0.00076916+0.0010131i,0.0010666+0.00063073i,0.00054803+0.00012938i,-0.00019338+0.00063711i,-0.0001108+0.00045769i,0.00034004-0.00018962i
0.00060517-0.00064154i,-0.00071291-0.0011469i,-0.0017928-0.0008659i,-0.0018125-0.00062043i,-0.0011838-0.00057822i,7.1111e-05+0.00028241i,-0.00013532-0.00056479i,-0.00035973-0.0011832i,-0.00054456-0.00018411i,-0.0012401+0.00044759i,-0.0006095-8.2701e-06i,0.00056742+0.00039262i,0.00027343+0.001249i,0.00034395+0.00065447i,0.0013754+8.5587e-05i,0.0015176-0.00015229i,0.001195-0.00019415i,0.00099125-0.00014258i,0.00065157-0.00025272i,0.00060773-0.00057687i,0.00031329-0.0011062i,-0.00030097-0.00099451i,-0.00095708-4.5449e-06i
0.0029365-0.0016443i,0.002011-0.0026915i,0.0017042-0.003059i,0.00074263-0.0019321i,0.00013484-0.001527i,-0.00023741-0.0011777i,-0.00052264-0.00053574i,-0.00057362-0.00085438i,-0.00034382-0.00094937i,-0.0003726-0.00024471i,-0.00043132+0.00048251i,2.6215e-05+0.00059541i,0.00088697+0.00086814i,0.0013626+0.0018811i,0.0014791+0.0020048i,0.00097204+0.00095787i,0.00030494+0.00032966i,0.00020145+0.00011665i,9.7741e-05-0.00045134i,0.00012073-0.00064534i,0.00016463-0.00016183i,0.00019019+0.00010098i,0.00010914-0.0002823i
-0.00087286+0.00026418i,-0.00048443+0.001238i,-2.6629e-05+0.00077682i,-0.00029531+0.00021425i,-0.00043855+0.0003817i,0.00020313+0.0003288i,0.00022672+2.1276e-05i,5.4182e-05-0.0003782i,-0.00016435-0.00046611i,-0.00040949-0.00065288i,-0.00040287-0.00030957i,-0.00027815+0.00024769i,-0.00031641+0.00055785i,0.0004479+0.0013777i,0.00093983+0.0019756i,0.00065387+0.0016657i,0.00012658+0.0012833i,-0.00020718+0.00089942i,-8.4576e-05-2.5879e-06i,-0.00027586-0.00066645i,4.3419e-05-0.00052168i,0.00032064+0.00041719i,-0.00011781+0.00072176i
0.00037491+0.00055534i,0.00087996+0.00063296i,0.00075795+8.4421e-06i,-0.00060221+0.00027625i,-0.0011429+0.00049798i,-0.0015832-0.00010874i,-0.0011367-0.00062508i,-0.00060038-0.00054657i,-0.0010819-0.00016528i,-0.00091613+5.4607e-05i,-0.001099+0.00041398i,-0.00070599+0.00060752i,0.00027794+0.0010066i,0.0012563+0.0011509i,0.0018756+1.6966e-05i,0.0013562-0.00013713i,0.00081915+0.00072245i,0.00059155+0.00050129i,0.00087381-0.00050802i,0.00081021-0.00059853i,5.0681e-05-0.00025488i,-0.0003441-0.00013882i,-1.9322e-05-5.4603e-05i
0.0035537+0.00030479i,0.0033105-0.00059866i,0.0015971-0.001399i,-0.00023888-0.001729i,0.0002495-0.0012422i,0.00026118-0.0009639i,-0.0006313-9.7688e-05i,-0.00094181+0.00037228i,-0.00096806-5.4847e-05i,-0.00095568-2.7217e-05i,-0.0012315+0.00094442i,-0.00027549+0.0013311i,0.0015367+0.001489i,0.0020197+0.0020594i,0.0018229+0.0011703i,0.0013948+0.00043038i,0.00116+0.00039031i,0.0008678+0.00048772i,0.00036452+0.0002607i,0.00011174-0.00036944i,0.00025699-0.00084381i,0.00085211-0.0010947i,0.00081756-0.0009585i
0.0017032-0.00080794i,0.0014172-0.00087244i,0.00078741-0.0017741i,-2.0662e-06-0.0012934i,-0.00050948+0.00037808i,-0.00091744+7.3519e-05i,-0.0012665-0.0012467i,-0.00098253-0.0014963i,-0.001229-0.0010318i,-0.0012257-1.1593e-06i,-0.00065634+0.0012039i,-0.0004011+0.001001i,0.00011941+0.00038264i,0.00045764+8.859e-05i,0.0004966+0.00012657i,0.00083783+0.00085353i,0.00073005+0.00071226i,0.00073416-0.00027684i,0.00064748-0.00062691i,0.00036511-0.00061285i,0.00042275-0.00011579i,0.00055323+0.00082587i,8.3944e-05+0.0014945i
-0.0012419-4.849e-05i,-0.0011123+0.00018924i,-0.0012405+0.00085637i,-0.0015975+0.0010499i,-0.002116+0.00051043i,-0.0015367+2.6512e-05i,-0.00062085-0.00052956i,-0.00057883-0.00067294i,-0.00083123-0.00044995i,-0.00094746-0.00026701i,-0.00038564-0.00020958i,0.00046266-0.00087994i,0.00093486-0.00074727i,0.00060683-0.00028452i,-0.00016237-0.00025727i,0.00010695-0.0005134i,0.0010455-0.00045531i,0.00073067+0.00044248i,-0.00070551+0.00066638i,-0.00051253+1.44e-07i,0.00058063+0.00034946i,0.00040959+0.0004952i,-0.00021878+0.00028258i
0.00065428-0.00042214i,0.0012266-0.00064726i,0.00064685-0.00099578i,0.00049548-0.00079277i,4.3099e-05-9.2378e-05i,-0.00024066-0.00062224i,0.00054828-0.0011883i,0.00032063-0.0014999i,-0.00077033-0.00072686i,-0.0010689+0.00034412i,-0.0010222+0.0012728i,-0.00062211+0.0017145i,0.00059018+0.0017706i,0.0016749+0.001373i,0.001801+0.00092543i,0.0010842+0.00052445i,0.00042659+0.00027102i,0.00055686+0.00010867i,0.00069142-0.00017648i,0.00033199-8.2994e-05i,7.2744e-05+0.0001026i,-0.00013627+0.00068689i,-0.00014498+0.0011892i
0.0013637-0.00034098i,0.00089801-0.0011386i,-0.00046079-0.0011457i,-0.00084635-0.00080109i,-0.00040339-0.00016635i,4.9213e-05-0.00023552i,-0.00023946-0.0014197i,-0.00095366-0.0016184i,-0.00071761-0.0010242i,-0.0010227-0.00028139i,-0.0020057+0.00049459i,-0.0009213+0.00059995i,0.00078582+0.00090168i,0.00092377+0.0016464i,0.00057744+0.0015375i,0.0016354+0.00069522i,0.0019131+0.00057333i,0.0011481+0.00018444i,0.00018869-0.00030876i,-0.00044123-0.00087864i,-0.00028242-0.0012749i,-0.00033853-0.0011031i,-0.00027009-0.00021071i
0.00088724-0.002848i,-0.0002752-0.0029567i,-0.0010247-0.0026513i,-0.0022747-0.0016412i,-0.0030081-0.00074623i,-0.0026772+0.00022459i,-0.0014917+0.00085271i,-0.0004385+0.00028101i,-0.00034597+0.00048345i,-0.00039062+0.00081425i,-0.00026547+0.00083548i,-0.0004053+0.001645i,0.00042771+0.0017828i,0.0011762+0.0011541i,0.0011062+0.00048671i,0.00085107+0.00075317i,0.00051219+0.00063832i,0.00041106-0.00073233i,-0.00011328-0.0013356i,-0.00050964-0.00088635i,-0.00038196+0.00026243i,-0.00032089+0.00094586i,-0.00010296+0.00036478i
0.001148+0.0010257i,0.00075751+0.00052492i,0.0010961-0.0004402i,0.00061627-0.00013323i,0.00047153-0.0007316i,0.00083739-0.0015429i,0.00014335-0.00070554i,-0.00087161+0.00027687i,-0.00094031+0.00020878i,-0.00032686-0.000533i,-0.00030638-7.5759e-05i,-0.0004775+0.00030339i,-0.00026575+0.0012693i,-0.00039052+0.0025515i,-0.00048098+0.0017918i,0.00048354+0.00069295i,0.0012863+0.00052182i,0.0011688+0.00099824i,0.00032891+0.0007681i,-0.00026457+7.7687e-05i,-0.00034433+7.0967e-05i,-0.0004395+0.00013807i,-0.00039922+0.00064956i
0.00069865-0.00073666i,0.00071425-8.0315e-05i,0.0010252-0.00086667i,0.0005151-0.0010457i,0.00022334+0.00012796i,-0.00034601+0.00026456i,-0.00035034-0.00036467i,-0.00016863-0.00063066i,-0.00061386-0.00073243i,-0.001107-0.00013553i,-0.0004717+7.8652e-05i,-0.00027143+8.0801e-05i,-0.00039694+0.00068869i,7.7346e-06+0.00057605i,0.00027311+0.00044736i,-7.6832e-05+0.00072892i,-7.41e-05+0.00011505i,0.00028373-0.00047933i,-0.00023002-0.00035778i,-0.00083037-9.8581e-06i,-0.00057951+0.00013683i,1.375e-05+0.00042229i,0.00036613+0.00099768i
-0.0016642+0.0012881i,-0.0021642+0.00078289i,-0.0017666+0.001359i,-0.00084094+0.0014047i,-0.00056874+0.00082633i,-0.0009768+0.00053834i,-0.00049147+0.00020862i,-2.7528e-06-9.63e-05i,3.3077e-05-0.00021828i,8.2519e-05+0.00028663i,0.00020553+0.00017011i,0.00020693-0.00082924i,0.0001542-0.0003664i,0.00021995+0.0012205i,0.00053647+0.00061801i,0.00066205-0.00042423i,0.00074605-0.00039821i,0.0008606-0.0001233i,0.00080051+0.00048906i,0.00098356+0.00096296i,0.0012682+0.0012256i,6.3915e-05+0.0013363i,-0.0012416+0.0010985i
-0.0010897+0.0007524i,4.5832e-05+0.00073978i,-0.00023851+0.0012916i,-0.00042863+0.0015523i,0.00057227+0.0011076i,0.00041989-0.00021893i,-0.00061547-0.0012165i,-0.00062101-0.0017293i,-0.00034957-0.00057273i,-0.00055498+0.00033921i,-4.9866e-05+0.00062577i,0.00059912+0.00095953i,0.00088726+0.00063902i,0.00081611+0.00045558i,0.00027867+0.00063152i,-0.00024262+0.00092847i,-0.0005686+0.00098176i,-0.00014128+0.00030679i,0.00034195-0.00032607i,0.0001553+0.00024376i,-0.00024618+0.00015324i,1.7783e-05-0.0002042i,-0.0002233+0.00026909i
-0.0022421+0.00095206i,-0.00088924+0.0017189i,0.00094939+0.0027559i,0.0014035+0.0025213i,0.0010298+0.0011918i,0.00075863-0.00022927i,3.9035e-05-0.00033696i,-0.00035107-0.00029875i,-0.00027161-0.0003804i,-8.9607e-05+0.00047864i,0.00012593+0.0008278i,8.0405e-05+0.00022222i,-0.0006494+0.00046213i,-0.0010284+0.0010942i,-0.00041312+0.0012778i,0.00071254+0.00094788i,0.0013385+0.00068503i,0.00078826+0.0006073i,0.0001642+0.00016806i,-0.00055331-9.1408e-05i,-0.000283+0.00010954i,0.00056467-0.00034152i,0.00062838-0.00036364i
-0.0010504+0.00045674i,-0.0018785+0.00070041i,-0.0014373+0.0012096i,-0.00057804+0.0012667i,0.00029825+0.00091241i,0.00049798-0.00019541i,0.00034256-0.00057533i,-0.00013409-0.00020224i,-0.00056337-0.00011264i,-0.00028764-0.00038477i,0.00051431+4.7556e-05i,0.0011665+0.0008184i,0.00096162+0.00024061i,0.00057742-0.00018054i,0.00069556+0.0001229i,0.0010178+0.00054228i,0.0016626+0.0011369i,0.0015164+0.00063656i,0.00051703-0.00027663i,4.889e-05-0.00045644i,0.00049031-0.00064236i,0.00057052-0.00056921i,-4.4702e-05-0.00025064i
-0.00015291-1.8623e-05i,-0.00056482+0.0011961i,-0.00083561+0.002218i,-0.00032258+0.0014757i,-0.00029158+0.00095476i,-0.00086305+0.00068226i,-0.0012012+1.8362e-05i,-0.00078985-0.0002116i,-0.00083248+7.9739e-05i,-0.00051987+0.00051567i,-0.00018811+0.00018215i,4.2811e-05-0.0003588i,0.00030092-1.8801e-05i,0.0001507+0.00064748i,0.00029356+0.0001606i,-0.00014553+0.00027958i,-9.324e-05+0.0010376i,0.00038538+0.00057748i,0.00070599-0.00044901i,0.00019923-0.00050125i,-0.00075525+0.00041901i,-0.0010874+0.00098922i,-0.00072535+0.0007621i
0.00081599-0.00074056i,0.00024769-0.00083362i,5.4865e-05-0.0010957i,-0.00025641-0.00077042i,-0.00056654-0.00080315i,-0.00054415-0.00042308i,-0.00044818-0.00023484i,-0.0010479-0.00090899i,-0.0013302-0.001101i,-0.00022024-0.00036781i,1.808e-05+0.00060097i,-0.00043335+0.00097757i,0.00036149+0.00064916i,0.001438+0.00043537i,0.0019747+0.00026124i,0.0014852+0.00056784i,0.00074484+0.00095181i,0.00076171+0.00059496i,0.00074228-7.9539e-05i,0.00024485+5.2767e-05i,-0.0002904-0.00018102i,0.00047269-0.00094754i,0.00079257-0.00054106i
0.0008064+4.0311e-05i,0.0010658-0.00023133i,0.00076671+1.2314e-06i,0.0010368-0.00027369i,0.00083341-0.00033332i,0.00030816-0.00083055i,0.00019246-0.0010137i,-0.00011039-0.00095411i,-0.0008664-0.0011994i,-0.0012785-0.0011499i,-0.00076376+0.00028273i,0.00010672+0.0011377i,0.00077063+0.0011437i,0.00069116+0.0014613i,8.2983e-05+0.0014252i,-0.00038507+0.0013295i,0.00016625+0.00076391i,0.00045913+0.00015943i,0.00068055-0.0005631i,0.00028822-0.00042625i,-0.00027641+0.00046053i,-1.5617e-05+0.00051899i,0.0007893-1.5731e-05i
-0.00038187-0.0005542i,-0.00085436-0.0011547i,-0.0018079-0.0019824i,-0.0028928-0.0015633i,-0.0028938-0.00055341i,-0.0018359-0.00014212i,-0.00074131-0.00019418i,-0.00058555-0.00045448i,-0.00066918-0.00071854i,-0.00028511-0.00017314i,-0.00038469+0.001214i,-0.00043788+0.0010014i,0.00071484+0.00071479i,0.0013908+0.00086722i,0.001724+0.0008842i,0.0010961+0.00062199i,0.00070892+0.00062727i,0.00061497+0.00075233i,-0.00036911+0.00014002i,-0.00041415-0.00042574i,4.5728e-05-0.00096306i,0.00025959-0.00066747i,0.00049805+0.00039371i
0.0013295+0.00063118i,0.0004681-8.331e-05i,-0.00043111-0.0020303i,-0.0011816-0.0022178i,-0.001053-0.001823i,-0.00055586-0.0019564i,-0.00095009-0.0013607i,-0.0012056-0.0010826i,-0.00083503-0.00079396i,-0.00055412-8.1658e-05i,-0.00048768+0.00086696i,-0.00012425+0.0013374i,0.00058066+0.00093581i,0.00038744+0.0010148i,-9.6407e-05+0.0018951i,0.00098256+0.0017865i,0.0012078+0.0016316i,0.00044223+0.0018087i,0.00016451+0.0007389i,0.000341-0.00065969i,-0.00035206-0.00061077i,-0.00098618+2.0197e-05i,-0.00061845+0.00010802i
0.00076108-0.00065645i,0.00061977-0.0014991i,0.00047325-0.0018413i,0.00034601-0.0010046i,-0.00011465-0.00056522i,-0.00018706-8.0174e-05i,0.0011917+0.00011352i,0.0011669-8.1706e-05i,-0.00011673+0.00028151i,0.0001371+0.00020175i,0.00010544+1.8816e-05i,-0.00017131+0.00064789i,0.00041832+0.0013035i,0.00062523+0.0011977i,0.00036272+0.00037392i,0.00038271+3.4949e-05i,0.00025819+0.0002038i,0.00078882-0.00012115i,0.00040769-0.00046606i,-0.00055288-0.000447i,-0.00058524+0.00032468i,-0.00036281+0.0010313i,-0.00043226+0.0003911i
-0.0020293-1.4792e-05i,-0.0011903-0.00069854i,0.00059275-3.8743e-05i,0.00044103-1.4443e-05i,-0.0010605-8.897e-05i,-0.0015484+0.00020905i,-0.001047-0.00014673i,-0.00061866-0.00058889i,-0.00070097-0.00086716i,-0.00048809-0.00017897i,0.00027583+0.000659i,0.00058613+0.00061159i,0.0008702+0.00028332i,0.00095972+0.00040861i,0.0004921+0.00016646i,0.00078345-4.2148e-05i,0.00083898+0.00039873i,0.00018193+0.00033664i,-2.7415e-05+0.00012516i,0.00036446+0.000239i,-0.00011152-0.00035673i,-0.00057263-0.00066829i,0.000117-0.00068674i
-9.6456e-06-0.0011502i,-0.00091063-0.00047886i,-0.00089139-0.00038645i,-0.00064789+0.00014374i,-0.00034698-0.00023372i,-0.00037126-0.0012757i,0.00032115-0.0014854i,0.00055508-0.001441i,-0.00028758-0.0010567i,-0.00068145-0.00016139i,-0.00044132+0.00098733i,-8.2563e-05+0.0010912i,-0.0002072+0.00035217i,-0.00044069+0.00075422i,-0.0001139+0.0011895i,0.00067358+0.0011642i,0.00052368+0.00089402i,0.00014053+1.5145e-05i,0.00068238-0.00010598i,0.00099251-0.00016618i,0.00091195-7.9525e-05i,0.00072577+0.0001341i,0.00024942+0.00066754i
0.00030734+0.0010555i,-0.0005444+0.00081368i,-0.00055055-0.00032928i,-0.001671-0.00064631i,-0.0017856-0.00034934i,-0.0011998-0.00040674i,-0.00061377-0.0009864i,0.00055629-0.00026447i,0.00056034+0.00015076i,0.00054247-0.0006776i,0.00062773+5.8483e-05i,0.00033609+0.0011944i,0.0006034+0.0020839i,0.001338+0.0017264i,0.0017998+0.0010671i,0.0012693+0.00093946i,0.0007795+0.001156i,6.487e-05+0.0011309i,-0.00074926+0.00071134i,-0.00042116+0.00023205i,0.00066209-0.00017443i,0.0011183-2.2491e-05i,0.00056509+0.0012445i
0.001559+0.00095147i,0.0011744+0.00080654i,0.001424-0.00018432i,0.0015115-0.0011618i,0.00019412-0.0011914i,-0.00037-0.0008794i,-0.00053254-0.00097371i,-0.001417-0.0009003i,-0.0010383-0.00020814i,-0.00071171+0.00037122i,-0.001184+0.00064301i,-0.00091971+0.00082204i,-0.00041558+0.0010447i,2.8556e-05+0.001299i,0.00045621+0.00082325i,0.00018418+0.0010356i,0.00011007+0.00084512i,0.00021724+8.0289e-05i,0.00016944-0.00017289i,-0.00024335-7.2409e-05i,-8.0653e-05+0.00010647i,0.00027417+0.00011667i,-0.00057685-0.00013864i
7.1302e-05-0.00019056i,0.0001102+0.00039452i,0.00058636+0.0015677i,0.00012619+0.001754i,-0.00061695+0.00093613i,-0.00056176+0.00022217i,-0.0005457-0.00041361i,-0.00053166-0.0002578i,-0.00051634+0.00045306i,-0.00041522+0.0008105i,0.00021129+0.0011178i,0.0014596+0.0013016i,0.0014621+0.0011845i,9.789e-05+0.00064186i,-5.7143e-05+0.0001888i,0.00058303+0.00064445i,0.00048986+0.0010164i,0.00039097+0.00033346i,0.00027228-0.00018273i,0.00010198-3.0404e-05i,0.00043476+0.00013461i,0.00022524-0.00029501i,-9.5225e-05-0.00070557i
0.0012582+0.0015112i,0.0015223+0.0011677i,0.001106+0.0012773i,0.0015648+0.00028699i,0.0024224-0.00099211i,0.0015435-0.0014784i,9.3897e-05-0.0007796i,3.3913e-05-9.7825e-05i,0.00040219-0.00014286i,-0.00053372-0.00031285i,-0.0010059-0.00041753i,8.4753e-05-0.00010603i,0.00042324+0.00027795i,-0.00018675+0.00066774i,-0.00069241+0.0011857i,-8.7602e-05+0.001263i,0.00071853+0.0006804i,0.00044862-0.00020128i,3.0678e-05-0.00019127i,0.00014947+0.00072001i,0.0001261+0.00079983i,0.00023411+9.7993e-05i,0.0010044-0.00013991i
0.0011944-0.00052205i,-0.00018757-0.00097324i,-0.00052709-0.0012012i,0.00018617-0.00061657i,0.00060642-0.0004387i,-0.00025812-0.00030387i,-0.00077979-0.00072075i,-0.00051723-0.0009246i,-0.00095983-0.00020248i,-0.00077502+0.00051361i,-0.00013444+0.00093326i,-7.1975e-05+0.00061783i,0.00023528-6.1127e-05i,0.00041894-0.00017934i,0.00038483+8.6479e-05i,-0.00019721+0.00076167i,0.00017069+0.0010719i,0.0011691+0.0012431i,0.00058304+0.00092647i,-0.00010552+0.00016722i,1.1853e-05-0.00033775i,0.00044497-0.00055875i,0.001204+6.3166e-05i
0.0011548+0.0018783i,0.0022387+0.0011313i,0.003017+0.00058029i,0.0022902+5.6811e-05i,0.0013126-0.00052884i,1.5239e-05-0.00097565i,-0.00078558-0.00095124i,-0.00044205-0.00081548i,-0.00041013-6.4724e-05i,-0.00092716+0.00073618i,-0.00094521+0.0012996i,-0.00019106+0.0010341i,5.7471e-05+0.00078536i,-0.00056988+0.001067i,0.00017452+0.0015755i,0.00095123+0.0013066i,0.0008212+0.00077128i,0.00031662+0.00088347i,-0.00052494-0.00013535i,-9.8072e-05-0.00071681i,0.00040282+5.1364e-05i,0.00059383+0.00035517i,0.00091789+0.00052127i
-0.00089574+0.00086865i,-9.9989e-05+0.0020876i,-0.00027235+0.0032569i,0.0003923+0.0022684i,0.0011381+0.0013183i,0.00040251+0.00040799i,-0.00070573-0.00060874i,-0.00077468-0.00042094i,-0.00053727-0.00011179i,-0.00056619-0.00032053i,-0.00027441-0.00043382i,0.00055218-0.00017878i,0.00079091+0.00012169i,0.00038428+0.00050817i,4.5532e-05+0.00059768i,0.00014106+0.00079549i,0.0006124+0.00073458i,0.00037126-0.0005099i,-0.00012602-0.0012349i,-0.00086262-0.001055i,-0.0011939-0.00049344i,-0.00031082-0.0005237i,0.00043524-0.00013256i
0.00071506-0.00056261i,-0.00084992-0.00011297i,-0.00097279-0.00035349i,-0.00012317-0.0009888i,2.8726e-05+0.00041405i,0.00030181+0.00064762i,9.1425e-05-0.00045693i,-0.00051559-0.00039657i,-0.00082431-0.00020261i,-0.0010661+4.2419e-05i,-0.00067203+0.00024519i,0.00068664+0.00034626i,0.00098989+0.00043777i,1.6811e-05+0.00073124i,0.00013737+0.00071994i,-7.6362e-05+0.00056014i,0.00031149+0.0005711i,0.0013429+0.00019835i,0.0012715-0.00031103i,0.00011859-0.00043164i,-0.00066982-0.0001819i,0.00021411-0.00054649i,0.00073665-0.0009551i
0.00061728+0.00025513i,0.0012727-0.0013801i,0.0017359-0.0022561i,0.00084503-0.002023i,-0.00035975-0.001401i,-0.00088482-0.00088842i,9.1297e-05-0.00026309i,0.00018002-0.00037061i,-0.00021813-0.00033609i,-0.00028236-0.00019868i,0.00016321+0.00031461i,0.00051852+0.00082981i,-0.00028084+0.0010829i,-0.0004548+0.00061466i,0.00062029+0.0001164i,0.0008208+0.001477i,0.00013392+0.0016893i,3.9242e-05-0.00028287i,9.7363e-06-0.0010056i,-0.00052948-0.00067406i,-0.00064215-0.00049417i,4.9999e-06-0.00034943i,0.00060705-0.00017278i
-0.00095567-0.00073852i,-0.00079991+0.00032325i,-0.00042287+0.00096603i,6.2771e-05+0.001358i,-0.00045224+0.0010808i,-0.00012641-0.00010994i,-5.8432e-05-0.00040907i,-0.00033213-0.00047556i,0.00016413-0.0004344i,0.00015291+0.00028007i,-5.0832e-05+0.00077872i,0.00055678+0.00076254i,0.00063754+0.00091646i,0.00028613+0.00069865i,0.00087461+0.00043826i,0.00089756+0.00019156i,0.00065361-0.00032783i,0.00048628-0.00040479i,-5.1206e-05+5.9438e-05i,-0.00036004+5.2491e-05i,-0.00097048-0.0001065i,-0.0002677+0.00010945i,0.0010205+0.00011424i
