0.00073439-5.8267e-05i,0.00093545-0.00087142i,-0.00029303-0.002174i,-0.0010624-0.0026538i,-0.001724-0.0011005i,-0.0021806+0.00037364i,-0.00089395+0.0011208i,0.00083025+0.0013062i,0.0017001+0.00068249i,0.00142-4.8974e-05i,0.00045096-0.00021642i,-0.00047703-0.00045046i,-0.00067109-0.00057191i,-0.0002843-8.4225e-05i,-0.00035615-5.6209e-05i,-0.00034303-0.00043876i,-8.8906e-05+1.9973e-05i,0.00024487+0.00071322i,0.00048022+0.00055914i,0.00068568-6.1035e-05i,0.0011765+7.2284e-05i,0.00059348-0.0003369i,-0.00039251-0.00090396i
0.00071309+0.00030087i,0.00035114+0.00067643i,0.00022356-1.812e-05i,-0.00090271-0.00014262i,-0.0015695-0.00023797i,-0.00092326-0.00028743i,-0.00034448-0.00026194i,0.00047589-0.00015254i,0.00051595-0.00020362i,-0.0006867-0.00062811i,-0.00075138-0.00049416i,0.00020226+0.00019478i,0.00056426+0.00084735i,0.00045825+0.0012906i,-0.0001291+0.00080987i,-0.0006969+0.00056805i,-0.00037382+0.0012382i,6.416e-05+0.001751i,-0.00031847+0.0011953i,-0.00040791+0.00035081i,-0.00011519+0.0001082i,0.00010641+0.00039685i,2.1253e-05-0.00042823i
0.0010733-0.0013139i,0.0012867-0.00097857i,0.0018899+0.00012368i,0.0019918+0.00014723i,0.001419-0.00035806i,0.00010198-0.0010346i,-0.00045204-0.00087701i,-0.00044546-0.0010401i,-0.00048208-0.0005789i,-0.0011536+0.0005198i,-0.0018747+0.00071896i,-0.0011981+0.0010804i,-0.00025084+0.00083203i,0.00052648+0.00058406i,0.00073312+0.00099466i,0.00076573+0.0012496i,0.0010974+0.001506i,0.00086177+0.0012139i,-0.0006335+0.00031816i,-0.0019066-0.00034434i,-0.0012998-0.00071503i,-0.00070287-0.00054624i,-0.00051161-7.8971e-05i
-0.0011529-0.00077373i,-0.0013154-0.00049785i,-0.0025725-0.00027893i,-0.0036079+0.00097879i,-0.0025961+0.0011131i,-0.00082103+0.00059829i,0.00029564+0.00019803i,0.00049476+0.00062641i,-0.00057729+0.00077687i,-0.00033712-2.3891e-05i,0.0005731-0.000541i,0.00080228-0.00024205i,0.00072841+0.00014807i,0.00040172-5.2642e-05i,0.00032356+0.00032086i,0.00024949+0.001109i,-0.00046459+0.0011681i,-0.00035168+0.00075223i,-0.00021761+0.0002247i,-0.00016594+0.0002291i,-0.0002492+0.00050798i,-0.0005072+0.00026949i,0.00012941+0.00016966i
0.00083654-0.0012107i,0.0011434-0.0008422i,0.00034498-0.0021628i,-0.0014423-0.0034051i,-0.0022854-0.0031116i,-0.00085339-0.0016812i,0.0002685-0.00041246i,0.00044452-0.00077805i,-0.00012821-0.00089816i,-0.00082903+0.00026839i,-0.00073368+0.0012603i,-0.00028464+0.0016981i,-0.00015272+0.00092468i,0.00027342+0.00028413i,0.00040396+0.00069517i,0.00037431+0.00054656i,0.0010474+0.00064926i,0.0008273+0.00090314i,0.00036311+0.00088848i,0.00019544+0.00039246i,-0.00012741-9.5758e-05i,6.0973e-05-0.00013634i,0.00039445-0.00035615i
0.00043909+0.00098914i,-0.00010762+0.0015853i,-0.00022031+0.0009756i,0.00018305+0.00054573i,0.00037902-5.7491e-05i,0.00042902+0.00013513i,0.00011812+0.00015155i,-0.00030233-0.00078975i,-0.00040004-0.00043254i,-0.00068996+0.00064847i,-0.00080466+0.0010342i,-0.00011162+0.00065492i,0.00076666+0.00080207i,0.0011578+0.0012987i,0.00045019+0.00082264i,-0.00025584+0.00074187i,0.00024147+0.00095164i,0.0015137+0.00063366i,0.00097176-3.7769e-05i,0.00013295-0.00022317i,0.00077856+0.00052135i,0.00097684+0.00022693i,0.00058339+0.00016553i
-0.0011523+5.0728e-05i,-0.0012899+0.00044317i,-0.0010867+0.00043531i,-6.9517e-05+0.0008128i,-0.00062223+0.001468i,-0.00022363+0.0012778i,0.00076448-0.0002714i,0.0010129-0.001366i,-0.00018473-0.00096231i,-0.0012853+0.00017009i,-0.0013955+0.00077154i,-0.0012601+0.0003839i,-0.00039347+0.00074352i,-0.00032737+0.0016785i,-0.00052977+0.00099395i,0.00021365+0.00051038i,0.00040292+0.00047566i,0.00028511+0.00025988i,0.00064167+0.00043785i,0.00026787+0.00036557i,-0.00010826+9.7848e-05i,0.00044427+8.8848e-05i,0.0006799-5.9643e-05i
0.00073563-0.0020084i,7.9854e-05-0.0034289i,-0.0015814-0.0028444i,-0.0027476-0.0019544i,-0.0022296-0.0017842i,-0.0010901-0.0013212i,-6.4523e-05-0.0012238i,0.00068163-0.0010609i,-0.00016714-0.00094783i,-0.00083582-0.0010637i,-0.0010009-0.00031737i,-0.0004185+0.00040371i,0.0006247+0.00071429i,0.00023475-6.435e-05i,0.00025406-0.0001475i,0.0010199+0.00043971i,0.0012334+0.00089066i,0.0011332+0.0010321i,0.00051672+0.00066836i,-0.00036973+6.9114e-05i,-0.00019143-0.00049081i,0.00028229-0.00054827i,0.00038034-0.00038621i
0.0021261-0.00060603i,0.0029394-0.0011929i,0.0026769-0.0014211i,0.0015773-0.0016327i,0.00097694-0.0015482i,0.00057972-0.0010881i,0.00061231-0.00056654i,0.00063357+0.00059488i,-4.428e-05+0.00041475i,-0.00077677-0.00065063i,-0.001073+0.00025949i,-0.00040037+0.0016669i,6.0852e-05+0.0026925i,0.00032904+0.0027519i,0.00021146+0.0023944i,-5.2979e-05+0.001633i,-5.358e-05+0.00087986i,-0.00028057+0.00067751i,-0.00010036+0.00060751i,-0.00030507+0.00068713i,-0.00050573+0.00042557i,-0.00047202+8.9945e-05i,-0.00022845-4.4101e-05i
-0.0021775-0.0018764i,-0.0018003-0.0017618i,-0.0019723-0.00055834i,-0.0020155+0.0013387i,-0.0017031+0.0016289i,-0.00060174+0.00075977i,0.00020113+3.6451e-05i,0.00026577+5.3831e-05i,0.0001365-0.00039659i,-0.00017186-0.00051518i,-0.00074178+0.00043663i,-0.00032825+0.00091193i,0.00018675+0.00092217i,3.4962e-05+0.0007911i,0.00027117+0.00083456i,0.00039389+0.00039143i,0.0005518-0.00021555i,0.00072708+0.00020223i,0.0011194+9.0602e-05i,0.0012324-0.00054626i,0.0005941-0.00021317i,-5.247e-05+0.00034001i,-0.00080943-4.446e-06i
0.00025937-0.00043333i,0.00029744+0.00014686i,0.00060251+0.0014294i,0.00022127+0.001146i,0.00011712-0.00030159i,0.000156-0.00077292i,1.9123e-05-0.00058127i,-0.00018038-0.00085841i,0.00047566-0.00091612i,0.00064238-0.00028013i,-0.00040563-0.00041735i,-0.0011776-0.0006406i,-0.00081985+6.0181e-05i,0.0001355+0.00053486i,0.00065198+0.00088123i,0.00056171+0.00083925i,5.3409e-05+0.00049166i,-0.00011514+0.00039196i,7.3252e-05-0.00010707i,0.00011152-0.00039651i,3.5439e-05-5.2439e-05i,8.5015e-05-2.4787e-05i,8.4111e-05+4.8491e-06i
-6.9443e-05+2.6557e-05i,-0.0010674-0.00013513i,-0.0018657-0.00068532i,-0.0020888-0.00074105i,-0.0020289-0.00070163i,-0.0014422-0.0005907i,-0.0003202-0.00064692i,0.000243-0.00073843i,0.00036533-0.00049899i,0.00015843-3.2095e-05i,-0.00011864+0.00014882i,-0.00016563+0.00056479i,-0.00073971+0.0014902i,-0.00023887+0.0017823i,0.00051027+0.0016395i,0.00073027+0.0019524i,0.00069161+0.0016869i,0.00016709+0.00054286i,0.00039487+0.00071907i,0.00045126+0.00066751i,0.0001997-6.0483e-06i,-8.5226e-05-0.00044165i,-5.2481e-05-0.00072401i
-0.0014352+0.0014736i,-5.7776e-05+0.00075665i,0.0024967-0.00056321i,0.0021777-0.0010308i,0.001293-0.00069426i,0.00050966-0.00094796i,-0.00042951-0.0014036i,-0.00072522-0.0010226i,-0.00064279-0.0010038i,-0.00071042-0.00091387i,-0.0011001-0.00025344i,-0.00073032-0.00073073i,-0.00029911-0.00082298i,-0.00014832+2.2311e-05i,-3.7904e-05+0.00068744i,9.5967e-05+0.0011774i,0.00038301+0.00095172i,6.8249e-05+0.00082645i,-3.1372e-05+0.0004573i,0.0005283+0.00021372i,0.00077495+0.00081066i,0.0001294+0.0005324i,2.3519e-05-0.00041925i
0.00098915+0.00031265i,0.0013449+0.00061889i,0.0016152-0.00083631i,0.00078378-0.0016213i,-0.00042331-0.00093485i,0.0002702-0.00042797i,0.00079269-0.00023222i,0.00058809+6.0249e-05i,0.00048297+0.00013747i,-0.00070668-0.00020223i,-0.0010994+0.00021758i,-0.00048745+0.0011399i,-0.00027019+0.0016879i,-0.00031934+0.0025675i,-0.00014523+0.0028012i,-7.9955e-05+0.0014769i,-0.00021024+0.00096541i,8.4365e-05+0.00077343i,0.00040656-9.7476e-05i,-6.5481e-05-0.00098477i,-0.00023231-0.00080886i,0.0005075-0.00020649i,0.000741+0.00018974i
-0.0011647-0.0017157i,-0.0010654-0.0010112i,-0.0026328+0.0015781i,-0.002491+0.0037732i,-0.0014392+0.0032277i,-4.6999e-05+0.001611i,0.0014619+0.00057544i,0.0012406+0.00023167i,-0.00067614+0.00040612i,-0.0013669+0.00046293i,-0.00080747+0.00054426i,-7.5426e-05+0.00030902i,0.00047771-0.00030617i,0.00048732-0.00024236i,0.00050252+0.00069301i,0.00051968+0.00084447i,0.0004896+0.00081476i,-0.00012834+0.00089354i,-0.00043787+0.00096414i,-0.00015423+0.00055692i,-0.00080653+0.00016898i,-0.00088189-0.00038979i,-0.00053698-0.00037438i
0.00246-0.00064207i,0.0014679-0.00032001i,0.0011986-0.0016854i,-0.0001269-0.003275i,-0.0014752-0.0030145i,-0.0017908-0.0024006i,-0.00080287-0.0017766i,-1.5297e-05-0.00065304i,-0.00066787-6.5209e-05i,-0.0015154-0.00011208i,-0.0015765-0.00027023i,-0.00082316+0.0006646i,1.9814e-05+0.0016693i,0.00019448+0.0017107i,0.00034085+0.0016894i,0.00085796+0.0010864i,0.0010797+0.00071052i,0.0003394+0.00041409i,-0.00022606-0.00011793i,0.00049997-0.00012883i,0.00079765-0.0002816i,0.00054562-9.7779e-05i,0.00054137+6.8303e-06i
0.0011432+0.0015816i,8.3242e-05+0.00037181i,0.00017171-0.00054241i,0.0009464-0.00033209i,0.00022635+2.7769e-05i,-0.00031012-0.00025173i,0.00049315-0.00058148i,0.00063161-0.00029522i,-9.803e-05+3.3743e-05i,-0.00070917-0.00028052i,-0.00098501-0.00035393i,-0.0010679+0.0004759i,-2.1411e-05+0.0011912i,0.00061994+0.00074596i,0.00061911+0.00034807i,0.00022591+0.00045858i,0.0001343+0.00090719i,0.00053308+0.00080709i,0.0005934-0.00029755i,0.00053304-0.00038558i,0.00026895-0.00011083i,-0.00012714+8.881e-05i,-0.00075109+0.0012356i
0.001602+0.002754i,0.0022742+0.0030533i,0.0026463+0.0027649i,0.0018126+0.0014285i,0.00025208-0.00019222i,-9.0315e-06-0.0012189i,2.0558e-05-0.0012287i,-0.00029402-0.00059271i,-0.00047858-0.00025898i,-0.0012606-0.00067906i,-0.0017288-0.00081991i,-0.00072594-0.00016188i,-0.00043004+0.00052481i,-0.00069031+0.00070531i,-0.00026205+0.00050156i,-0.00018983+0.00038946i,-0.00019379+0.00092927i,0.00016361+0.0010631i,0.00043239+0.0006181i,0.00019273+0.00023741i,0.00090056+0.00034147i,0.0016018+0.00091234i,0.001076+0.00068777i
0.00048648+0.00022097i,-0.00045031+0.00032273i,-0.001551-1.44e-05i,-0.0011421-0.00011871i,-8.1845e-05-0.00083721i,0.00096025-0.00041062i,0.0014958+3.1045e-05i,0.0010221-0.00034016i,0.0005465-0.00090673i,0.00026895-0.0008933i,-0.00034591-0.00029455i,-0.00038309+0.00044852i,-0.00078273-6.138e-05i,-0.0011981-0.00053053i,-0.0009625-0.00051324i,-0.00018563+2.8189e-05i,0.00043006+0.00063969i,0.00029016+0.00098378i,0.00040024+0.00043596i,0.00057857+1.1885e-05i,-7.6482e-05-9.3447e-05i,-0.00032482-4.7457e-05i,7.0192e-05-2.8211e-05i
-0.00097045-0.0014506i,-0.001388-0.0016391i,-0.0022917-0.0022941i,-0.002477-0.0012867i,-0.0015877-2.598e-05i,-0.00017151-0.00011878i,0.0010518-0.00022729i,0.00078816+0.00041884i,-0.00024797+0.00077302i,-0.0011099+0.00028803i,-0.0012822+7.0226e-05i,-0.00051101+0.00029112i,-0.00013358+0.00044818i,-0.00018217+0.00041792i,-0.00022445+0.00038368i,0.00012883+0.00025239i,0.00035896+0.00012583i,0.00028312+0.00059593i,0.00031017+0.00046175i,-0.00016674-4.1663e-05i,-0.0011654-0.0005838i,-0.001231-0.00075038i,-0.00025166+0.00010675i
0.00026388-0.0021883i,0.0004672-0.0021454i,0.0003672-0.0020597i,-0.00010428-0.0021328i,0.00012341-0.0013017i,0.00096594+0.00022392i,0.0014209-0.00013917i,0.001276-0.00067511i,0.00019641-0.00034909i,-0.00028907-0.00011034i,-0.00061775+1.1864e-05i,-0.00083285+0.00052209i,-0.00057292+0.00035427i,-3.5665e-05+0.00031439i,0.00048111+0.0010091i,0.00045128+0.00096108i,0.00015196+0.00059027i,0.00053718+0.0007242i,0.0011188+0.00089158i,0.00068278+0.0002441i,0.00039721-0.00023976i,0.00022457-2.3367e-05i,-0.00071452+0.00064425i
0.00037858-2.1078e-05i,0.00021985+0.00085669i,-0.00091702+1.9334e-05i,-0.00075849-0.0012406i,-0.00090746-0.0016233i,-0.0012393-0.00081118i,-0.0011185-0.00039627i,-0.00050432-0.00050332i,1.4754e-05-0.00030105i,1.0199e-05-0.00022555i,-0.00017238+0.00041643i,0.00022579+0.00080866i,-2.74e-05+0.00074822i,-0.00038942+0.0005668i,-0.00059005+0.00072064i,-0.00036836+0.00067668i,-0.00058201+0.00026916i,-0.0007404+0.00051393i,-0.0003615+0.00067061i,-0.00033587+0.00024216i,-0.00049206+7.5567e-05i,7.3066e-05+5.6587e-05i,0.00027335+0.00010118i
0.00069343-0.00040499i,-0.00044886+0.00092201i,-0.00087284+0.0011795i,-0.00033916+1.0827e-05i,-0.00033003-6.2304e-05i,-0.00072481+0.00040306i,-0.00077987-0.0002143i,-4.3798e-05-0.00070436i,-2.6773e-06-0.0014203i,-0.00030647-0.00092787i,-0.0010819+0.00022481i,-0.0011906+0.001151i,-0.0007827+0.0019561i,-0.00043258+0.0018087i,6.4952e-05+0.0012623i,0.00042403+0.0012649i,0.00013769+0.0016748i,1.7217e-06+0.0016673i,0.00059889+0.001321i,0.0011633+0.0011198i,0.0010815+0.00064892i,0.00093676+0.0001186i,0.00079561+0.00013146i
-0.00012277-0.0017321i,-0.00017677-0.0014215i,-0.0012128-0.00057127i,-0.0012457-0.0012197i,-0.00077504-0.0010013i,-0.00044898-0.00098852i,-5.0725e-05-0.0010958i,0.00050857-0.00086594i,0.00048039-0.00069708i,-0.00070321-5.2292e-05i,-0.00074878+0.00069167i,-8.6625e-05+0.00073621i,-0.0002336+0.00049614i,-0.00010826+0.0007124i,0.0007675+0.00069368i,0.00093566+0.000148i,-1.4067e-06+0.00026948i,-0.00086714+0.00012213i,-0.00058755-5.957e-05i,-0.00092697-0.00027062i,-0.00082751-0.00063285i,-8.6308e-05-0.0004805i,-0.00014378+3.0621e-05i
2.4022e-05+0.00024629i,0.0012355-0.00064077i,0.0012909-0.00077412i,0.0011653-0.0012396i,0.00077043-0.0016051i,0.00019388-0.0012374i,0.00043441-0.00073152i,0.00031737-0.00022149i,-0.00021934-0.00043084i,-0.00080324-0.00018173i,-0.0012926+0.00060949i,-0.00094722+0.0011171i,-0.000739+0.00051545i,-0.00088016+0.00020852i,-0.00023484+0.00093309i,4.7174e-05+0.001109i,-0.00054492+0.00077552i,-0.00027075+0.00026695i,0.00072778-0.00011227i,0.0011065+0.00015634i,0.00074193+0.00049928i,0.00044163+0.00051566i,0.0004937+5.5733e-05i
-0.0013534+0.00012524i,-0.0011621+0.00046171i,-0.0010023+0.0015773i,-0.00064935+0.001877i,0.00038326+0.00088231i,0.0012063+0.00014606i,0.001311-0.00027397i,0.00057916-0.00021517i,0.00015068+0.00050115i,-0.00045609+0.00056912i,-0.00078509+0.00044094i,-0.00074184+0.0012107i,-0.00081527+0.0020443i,-0.00048228+0.0018489i,0.00027122+0.0010077i,0.0010783+0.00040604i,0.00092094+0.0012686i,0.00016303+0.0019357i,-0.00048787+0.00055661i,-9.9978e-05+0.00016362i,9.1542e-06+0.00026578i,-0.0010274+0.00017773i,-0.00082383+0.00025533i
0.0011771-0.0020802i,0.0017148-0.0024909i,0.00011577-0.0030828i,-0.0024642-0.0028232i,-0.0032887-0.001002i,-0.0024745+6.0548e-05i,-0.00063622+0.0011238i,0.00053489+0.00079159i,-6.2987e-05-0.00050149i,-0.00069047+9.0684e-05i,-0.00094975+0.0015039i,-0.00037462+0.0022775i,-0.00030182+0.0019747i,0.00015261+0.0016848i,0.00089483+0.0015007i,0.00041346+0.00099738i,-4.2844e-05+0.001508i,-0.00055324+0.00099752i,-0.00065625-0.00055904i,0.00030665-0.00074349i,0.0013177-0.00089309i,0.0007706-0.00036686i,-0.0001398-0.00032339i
-0.0036621-0.0010304i,-0.0039948+6.366e-05i,-0.0034854+0.00092928i,-0.0017712+0.00082992i,0.00054675+0.00021946i,0.0011361-1.3762e-06i,0.00039802+0.00024717i,-0.00013995-0.00039652i,-7.1926e-05-0.0011637i,0.00044804-0.00041029i,0.00036931-0.00019391i,0.00024656-0.00060315i,0.00033355+1.4575e-05i,-0.00061566+0.00099144i,-0.0015643+0.0011494i,-0.0010195+0.00078922i,-0.00065747+0.00077608i,-3.6728e-05+0.0002997i,0.000617-0.00030949i,0.00079754-6.4709e-05i,0.00077514+0.00012403i,0.00057206+0.00012472i,0.00070224+0.00058642i
0.0004068+0.0021966i,0.00060611+0.0019796i,0.0015183+0.0017076i,0.0023368+0.0012933i,0.0024007+0.00027079i,0.001697-0.0014599i,0.00085054-0.0018553i,0.00084526-0.0013574i,0.00077706-0.00070178i,-0.00017354-0.00024475i,-0.0011919-4.9288e-05i,-0.0010968+0.00028642i,-0.00066052+0.00043671i,-0.0011542+0.00035993i,-0.0015524+0.00017659i,-0.001233+0.00013678i,-0.00057965+0.0001384i,-0.00014728-0.00014497i,-0.00041-0.00017303i,-0.00040941-0.00042884i,0.00012517-0.00024432i,-2.525e-05+0.00021583i,-0.0006445+0.0003005i
-0.001229+0.00055617i,-0.0013384+0.0015708i,-0.0016479+0.0021681i,-0.0021312+0.0015239i,-0.0022035+0.0008937i,-0.00068879-0.00078287i,0.00044139-0.0016554i,-9.3019e-05-0.0010023i,0.00021163-0.0010583i,0.00050674-0.0010807i,0.00057231+0.00013501i,0.0010059+0.00057571i,0.00042934+0.00030179i,-0.00041773+0.00093399i,-0.00067529+0.0016668i,-0.00059151+0.0016968i,-0.000578+0.00087629i,-0.00075852+0.00027036i,-0.00060092+0.00038625i,2.9766e-05-0.0001681i,0.00014135-0.0008047i,0.00016537+0.00014895i,0.0003154+0.00046725i
-0.00056442+0.00091241i,-0.0018069+0.0010131i,-0.0020447+0.00092094i,-0.00054551-0.00016857i,0.0010791-0.00042198i,0.0011156-0.00030618i,0.00057529-2.9287e-05i,-0.00014862-0.00028796i,-0.00067986-0.00042356i,-0.00089531-0.00023404i,-0.0011671+0.00034236i,-0.00099496+0.00029409i,-2.792e-05-0.00052021i,0.00053813-0.00044214i,0.00039004+0.00063606i,2.1795e-05+0.001434i,0.00023746+0.0016132i,0.00058627+0.0013553i,-3.0548e-05+0.00089909i,0.00022109+0.00044085i,0.00077568+0.00044943i,0.00061899+0.0010218i,0.0003311+0.00054263i
-0.0017938-0.00017708i,-0.0022066+0.0011463i,-0.0027741+0.001112i,-0.0021542+0.001383i,-0.00083231+0.0019991i,-0.00022415+0.00059656i,0.00012673-0.00085515i,0.00033404-0.00073794i,0.00037498-0.00029021i,0.0007345-9.477e-05i,0.0004098+0.00028809i,0.00064496+0.0010501i,0.001341+0.0010566i,0.0010013+0.00055727i,0.00051453+0.00018073i,0.00084221+0.00025837i,0.00057502+0.0012967i,-0.00055749+0.0014379i,-0.0011545+0.0004614i,-0.0012107+0.00045834i,-0.00081169+0.00072484i,-0.00010625+0.00056741i,-0.00063394+0.00055554i
-0.00085465-0.00036025i,-0.0016913-0.00015057i,-0.0017187+0.00045518i,-0.0019695+0.0002138i,-0.0021447-0.00029678i,-0.0010947-0.00062601i,-0.0002905-0.0005788i,3.2414e-06-0.00014054i,6.5695e-05+0.00031985i,-3.5846e-05+0.00056934i,0.00019373+2.9832e-06i,-4.0081e-05-0.00053083i,-0.00054986-0.00055237i,-0.00040769+0.00045017i,-0.0006547+0.0009866i,-0.00098764+7.2648e-05i,-0.00031689-0.00026298i,-0.00016877+0.00048518i,0.00017702+0.00086416i,0.0006889+0.00078946i,0.00028151+0.00057224i,0.00013115+0.00039171i,0.00026749+0.00014987i
-0.0018517-0.0016213i,-0.0012855-0.00094016i,-0.0027625-9.8416e-05i,-0.0032157+0.00051353i,-0.0017342+0.00044437i,-0.00040661+0.0003883i,0.0001101+0.00012096i,-3.8855e-05-0.00060316i,-0.00021816-0.0012763i,-0.0006306-0.0013042i,-0.0010098-0.00031935i,-0.00063468+0.0013756i,0.00047317+0.00149i,0.0011714+0.00096983i,0.00038156+0.00085508i,9.7303e-05+0.00044833i,-7.6393e-05+0.00017927i,-0.00033449+0.00039542i,-0.00031632+0.0012555i,-0.00053266+0.0011769i,-5.3362e-05+0.00032964i,0.00075474-0.00016877i,0.00028546-0.00023008i
-0.00099113+0.00017999i,-0.0013876+0.0010417i,-0.0013398+0.00089901i,-0.0013257+0.00044421i,-0.0016867+0.00012713i,-0.00069772-0.00028639i,0.00069106+1.441e-05i,-2.1459e-05+0.00023808i,-0.001128-0.00014082i,-0.0011125-0.00052494i,-0.00096729-0.00021757i,-0.00070819-0.00046478i,-0.00065185-0.00020633i,-0.0003936+0.0016109i,9.1938e-05+0.0021018i,0.00046873+0.0014172i,0.0011131+0.0012341i,0.00059786+0.00085813i,0.00014596+0.00015488i,0.00054377+0.00031i,-0.00024136+4.0707e-06i,-0.0001446-2.6216e-05i,3.6996e-05+0.0010269i
-0.0002677-0.0038004i,-0.00111-0.0037314i,-0.0022299-0.0034325i,-0.0022151-0.0019715i,-0.0010971-0.0012251i,-0.0002166-0.00097247i,-8.0443e-05-0.0011231i,0.00043003-0.0007582i,0.0011612-0.00036558i,0.0015415-0.00055878i,0.00039997-0.0003493i,-0.00091676+0.00051426i,0.00020684+0.00099044i,0.00077048+0.0012005i,-8.1781e-05+0.00062978i,-0.00060085-0.0004746i,-8.7491e-05+0.00021896i,0.00063054+0.0012582i,0.00058725+0.0007546i,0.00020572-3.7973e-05i,-0.00060228-0.00042361i,-0.001138-0.00088891i,-0.00080647-0.00054147i
-0.00067938+0.0022924i,0.0010184+0.0030999i,0.0021851+0.0023087i,0.0017945+0.0016435i,0.0010975+0.00088569i,0.00084075-0.00042089i,0.00050051-0.00058031i,-0.00028172-0.00030863i,-0.00069068-0.00082877i,-0.00075918-0.0010791i,-0.0011585-0.00076808i,-0.0010646-9.7612e-05i,-0.00081969+0.00043715i,-0.00055527+0.00045549i,-0.00040988+0.00050202i,-0.00069705+0.00084054i,-5.3396e-05+0.00098008i,0.00055759+0.0011866i,0.00053908+0.0011032i,0.00030579+0.00053005i,4.3639e-05-0.00015722i,0.00022111-0.00018369i,0.0001409-0.00047672i
-0.0015881-0.00024734i,-0.0019567+0.00030803i,-0.0024208+0.001014i,-0.0016221+0.0020849i,-0.0010209+0.0017922i,0.0003386+0.00090846i,0.0011174+0.0002298i,0.00054815-0.00032358i,-2.2717e-05-0.00025851i,-0.00029277-6.0719e-05i,-0.00038182+4.2847e-06i,-0.00047798-0.00069721i,-0.00088282-0.0005206i,-0.0012724+0.00035915i,-0.0010243+0.00085196i,-0.00057125+0.0014674i,-0.00059794+0.0016208i,-0.00040167+0.00075924i,0.00014746+0.00029665i,0.0006316+0.0003077i,0.00028673+0.00010478i,-0.00032999-0.00081113i,-0.00048353-0.00081511i
0.0026176-0.00023932i,0.0012475-0.0014725i,0.00095693-0.00093477i,0.00071303-0.0011055i,0.00063191-0.0019881i,0.0001024-0.0019188i,-0.00054178-0.00080041i,-0.0002738-0.00039057i,-9.5593e-06-0.00087634i,3.1521e-05-0.0012433i,-0.00015145-0.0010562i,-0.00021395-0.00020433i,0.00017408+0.00073539i,-9.3895e-05+0.00048932i,-0.00020354+0.00028699i,0.00017559+0.00024776i,0.00025308+0.00059981i,0.00031734+0.00026356i,6.3948e-05-0.00049178i,-0.00018251-0.00028369i,0.00026981+7.8257e-07i,0.00031878-0.00081735i,-0.00012501-0.00089276i
0.0005545+0.0019321i,0.00072281+0.00061444i,3.0241e-05-0.00032163i,9.6756e-05+5.4506e-05i,0.00056773-0.00062689i,0.00087209-0.00085587i,0.00086734-0.00063015i,0.00024191-0.00075509i,-7.5523e-05-0.0004872i,0.00024238+0.00042643i,0.00027563+0.00089115i,0.00037164+0.00039932i,5.1449e-05+0.00013362i,-0.0002023-3.1318e-05i,-0.00014387+0.00028557i,-0.0002189+0.00096158i,-0.00056545+0.00085494i,-0.00016175+0.00055804i,0.00011671+0.00059921i,-1.4476e-05+0.00072798i,0.00033655+0.00054515i,0.00021448+0.00011279i,-0.00029751-5.2749e-05i
0.0010299+0.0025271i,0.0011786+0.0017856i,0.0020532+0.00021881i,0.0026254-0.0010461i,0.0012162-0.0012099i,0.00058901-0.0012137i,0.0008223-0.0013177i,9.1666e-05-0.0006692i,-0.00062235-0.000295i,-0.0012661-0.00048905i,-0.00095909-5.0531e-05i,-0.00041851+0.00012177i,-0.00056984+0.00052151i,-0.00091909+0.0011093i,-0.0011592+0.0014323i,-0.0012307+0.0014446i,-0.001205+0.0010632i,-0.00023934+0.00069318i,0.00090705+0.00031375i,0.00033243+0.00049516i,0.00032303+0.0013421i,0.0010877+0.0014559i,0.00061053+0.00093037i
-3.3395e-05+0.0011329i,-0.00032862+0.0023739i,-0.00088497+0.0031205i,-0.00036648+0.0022871i,0.00097651+0.0015308i,0.0011104+0.0011462i,0.0014024-0.00076888i,0.0017919-0.0017653i,0.0006015-0.0015828i,-0.00035012-0.0010888i,-0.00041591-0.00035541i,-0.00035363+0.00070021i,-2.0092e-05+0.0010036i,0.00010296+0.00054875i,-0.00015043+0.00084579i,-0.00022508+0.001358i,1.3652e-05+0.0011862i,-8.3325e-05+0.00053468i,0.00019864+0.00017231i,0.00029438+0.00015129i,0.0002242+4.3037e-05i,0.00026158+0.00011051i,0.00052911+0.00015736i
-0.00012227-0.00064739i,-0.0014389-0.0010274i,-0.0017367-0.0019353i,-0.0012443-0.002689i,-0.0010127-0.002333i,-0.00070182-0.0012234i,-0.00019434-7.7854e-05i,-0.00035753-0.00011815i,-0.00070278-0.0010211i,-0.00082625-0.00077056i,-0.0004812-0.00032558i,-0.00031229+0.00027689i,-0.00048332+0.001054i,-0.00094087+0.0014057i,-0.00046157+0.00090815i,0.00041877+0.00065619i,0.00071262+0.0011428i,0.00055478+0.0013053i,0.00013022+0.0009852i,-0.0002903+0.00074572i,-0.00035734+0.00056671i,-0.00045948+0.00031274i,-0.00064056+0.00026858i
