-0.0021318+0.00031859i,-0.0032448+0.0006639i,-0.00294+0.00097697i,-0.0012077+0.00066488i,-0.0013962+0.0008604i,-0.0018557+0.0010071i,-0.0013218+4.9983e-05i,0.00029365-0.00027296i,0.001168-0.00027374i,0.0011325-0.00011396i,0.00083393-2.3671e-06i,0.00042983-7.8309e-05i,0.00081806+0.00016087i,0.00044199+0.00044015i,-0.00031119+0.0003325i,-0.00069588+0.0002849i,-0.00085375+7.9266e-05i,-0.00074209-0.00020188i,-0.00030947+3.577e-06i,0.00010025+0.00053543i,0.00044647+8.759e-05i,9.4984e-05-0.00032761i,-0.00013375-0.00022422i
-0.0010779+0.0020523i,-0.00018475+0.0020925i,0.00060793+0.0022561i,0.00091871+0.0019636i,0.00079872+0.00044639i,-0.00032353-0.0013669i,-0.0014389-0.0016619i,-0.0011173-0.0018296i,-0.00089116-0.0018011i,7.9661e-05-0.0016369i,0.00036579-0.0013603i,7.9189e-05-0.0004i,0.0009261+0.00064442i,0.0012981+0.00033052i,0.00045863-0.00035486i,-9.5038e-05-0.00037505i,0.00011602-0.00033816i,0.00064052-0.00040609i,7.3043e-05-0.0001146i,-7.9814e-06+0.0002696i,0.00031217+1.1209e-05i,0.00091072-0.00058434i,0.0014365-0.00035783i
-0.00095967+0.0020847i,-0.0011185+0.0024745i,-0.00032515+0.0029435i,0.00019929+0.0031894i,0.00033252+0.0023259i,0.00031011+0.00025274i,-0.00023662-0.00044131i,-0.00091909-0.00017317i,-0.00092104-0.00055283i,-0.00041974-0.00094284i,0.00024978-0.0011746i,0.00049302-0.00043769i,0.00077277+0.00027282i,0.00051009+4.8569e-05i,-0.00073476-4.8453e-05i,-0.00073288-0.00027656i,-0.00018495-0.00036313i,-0.00034159-0.00022011i,-1.8813e-05-0.0005246i,0.00028881-0.00078404i,0.00072394-0.00028026i,0.0010414-0.00052994i,0.0004154-0.00079148i
0.00085472-7.0927e-06i,0.00051041-0.00062304i,0.00030096-0.00071622i,0.00010544-0.00010132i,-0.0001251-0.00049195i,-0.0001802-0.00063001i,2.4957e-05-0.00013636i,0.00026781-0.00018142i,0.000498-0.00088048i,0.0004711-0.0011071i,-0.00024972-0.00046275i,-0.00091675+0.00015395i,-0.0013402+0.00013311i,-0.0011663-0.0005922i,-0.00054643-0.00085311i,-0.00015112-0.00057229i,-0.00019897-0.0001269i,-0.00065975+0.00035063i,-0.00059257+0.00027733i,-0.00041508+0.00047541i,0.00019625-0.00016055i,0.00086642-0.00027183i,0.00049006+0.00086166i
-1.8547e-05-0.00247i,-0.00062921-0.0021839i,-0.00014129-0.0013184i,0.00072236-0.00026455i,0.00025238+0.00041712i,-0.00065536+0.00068328i,-0.0012883+0.00028948i,-0.00063438-0.00089488i,0.0007204-0.0014876i,0.00037438-0.0015017i,-0.00021811-0.00072275i,2.793e-05-0.00044901i,-0.00044319-0.00058133i,-0.0009033+0.00011318i,-0.00088293+0.00019312i,-0.00086768-9.4628e-05i,-0.0010362+0.00013165i,-0.00040583-0.00039875i,0.00017266-0.00058931i,0.00023398-0.00041958i,0.0001029-0.00054779i,-0.00014262-0.0009242i,-0.000134-0.00063147i
-0.0014502-0.00030086i,-0.00073427-3.7707e-06i,-0.0011753+0.0009367i,-0.0011409+0.0012302i,-0.00057996+0.00075936i,7.8082e-05+0.00016069i,-0.00024959-0.0011005i,-0.0009049-0.0019541i,-0.0010691-0.0019764i,-0.00085483-0.0014584i,-0.00099699-0.0006161i,-0.0013082+0.00010173i,-0.0012463+2.0935e-05i,-0.00045708-0.00080733i,0.0002273+2.9387e-05i,0.00029715+0.00038506i,-0.00017931-0.00052596i,-0.00045222-0.00066072i,0.00072858-0.00037409i,0.0018363-0.00025159i,0.0010256+0.00018542i,0.00035102+0.0003997i,5.5772e-05-0.00017972i
-0.00059707-0.00041941i,-0.00011921-0.00032554i,-6.9001e-05-0.00028039i,-3.4174e-05+0.00056019i,-0.00040522+0.001251i,-0.00087395+0.00069926i,-2.8989e-05-0.00015305i,0.00052141+7.52e-05i,0.00019668-0.00046362i,-8.5833e-05-0.0010536i,-0.00044273-0.0010866i,-0.00027227-0.001028i,-0.00064075-0.0012632i,-0.0010677-0.00056545i,-0.00073173+0.00022615i,-0.00053409-0.00021366i,-0.00078323-8.0722e-05i,-0.00098009+0.00012236i,-0.00035946-0.00055071i,8.2498e-05-0.00079876i,0.00015699-0.00054634i,0.0002002-0.00033213i,0.00031334+0.00027809i
-0.00024901+0.00026799i,-0.00022983+0.0002052i,7.1972e-05+0.00014722i,0.00079913+0.00016783i,0.0010225-0.00010638i,0.00051617+0.00028664i,8.8623e-05+0.00069211i,-0.00029207+0.0009122i,-0.00056316+0.00024928i,-0.00077426-0.00088053i,-0.00058412-0.00036187i,0.00023517-0.00037519i,0.00056789-0.00079179i,2.7857e-05-0.00061739i,-0.0004915-0.00059828i,-0.00013787-0.00054396i,-0.00014621-1.9633e-05i,1.8886e-05+0.00061746i,-2.3429e-06+0.00037232i,-0.00015361+4.0688e-05i,0.00039321+0.00043716i,0.00032789+0.00056101i,3.6372e-05+0.00019374i
-3.0605e-05+5.8631e-05i,9.8522e-07-7.6593e-06i,0.00036021+0.00092085i,0.0012359+0.0013302i,0.0013511+0.00079618i,0.0009834+0.00046549i,0.00057446-0.00027839i,2.4247e-05-0.001357i,-0.00028089-0.0017569i,0.00011821-0.00091376i,0.00065373-2.895e-05i,0.0011141+6.4107e-05i,0.00097287-0.00044535i,0.0011525-0.00072951i,0.0011659+7.549e-06i,9.4355e-05-0.00022424i,-0.00061673-0.00093142i,-0.0012619-0.0008017i,-0.0014389+5.6123e-05i,-0.00046468+0.0014575i,0.00046217+0.0017296i,4.5625e-05+0.00061041i,-0.00025055-0.00017041i
-0.0017056+0.0017167i,-0.0016326+0.00093377i,-0.002221+0.00039084i,-0.0021365+0.0010518i,-0.0014379+0.00080911i,-0.00095765+0.0001973i,-0.00098826-0.00053044i,-0.0012024-0.0013384i,-0.0012673-0.0016907i,-0.0010478-0.0020032i,7.7018e-05-0.0020896i,0.0003777-0.0010609i,5.1882e-05-0.00035558i,-0.00029354-0.00026867i,-0.00041278+0.00019296i,0.00032685+0.00026436i,8.6191e-05-4.829e-05i,-0.00033339-0.00010283i,-9.7411e-05+0.00030518i,-0.00071682+0.00071688i,-0.00132+0.00058425i,-0.0012793-0.00017821i,-0.00029645-0.00033817i
-0.00024523+0.0018904i,0.00024946+0.0021478i,0.0011478+0.0020965i,0.00023126+0.0016716i,-0.00053955+0.0008421i,-0.00054958-8.5854e-05i,-0.0013957-0.00028983i,-0.0011814-0.00036306i,-0.00045655-0.0012967i,0.00012902-0.001985i,0.00063652-0.0016751i,0.00020355-0.00050086i,-0.00026586+0.00016636i,-9.8546e-05+0.0001553i,0.00030822+0.00010988i,0.00063884+0.0002553i,0.00055544-1.9987e-05i,0.0002159-0.00042508i,6.6691e-05-0.00015391i,-0.00025923-0.00073455i,-0.00025055-0.0011768i,0.00027633-0.001365i,-7.7425e-05-0.0017i
-0.0024729+0.0015071i,-0.0022313+0.0027472i,-0.0010709+0.0044207i,0.00074763+0.004211i,0.002234+0.0022005i,0.0016204+2.1139e-05i,0.00088569-0.0015618i,0.00066021-0.0012672i,-0.00026031-0.0007003i,-0.00097308-0.00092358i,-0.00079928-0.00062088i,-0.00063536+0.00018566i,-0.00067137+0.00028086i,-0.0006034-0.00026318i,-0.00025959-0.0002058i,3.6793e-06-0.00029519i,-9.3852e-05-0.0011083i,3.6042e-06-0.0016125i,0.00046639-0.00092376i,0.00048982+9.0504e-05i,-0.00035875+0.000159i,-0.00084707-4.1246e-05i,-0.00010252-0.00083876i
-0.0013848+0.00075325i,2.4475e-05+0.00014294i,0.001276+0.00064641i,0.0024166+0.00098431i,0.0025586+0.00014924i,0.0012294-0.0014288i,0.00075028-0.0017676i,0.00049175-0.001265i,-0.0003945-0.0017147i,-0.00048244-0.0014988i,4.2333e-05-0.00063098i,0.0004852-0.0001174i,0.0005338-0.00021417i,0.00075854-0.00027973i,0.00088208+0.00018408i,0.00072563+0.0004239i,9.4413e-05+0.00019326i,-0.00011086+7.8309e-05i,-7.1314e-05-0.00046781i,-0.00018545-0.0010165i,-2.6932e-05-0.00021643i,2.4369e-05+0.00043706i,-0.00029168+0.00042172i
0.0038206+0.0027771i,0.0033138+0.0026995i,0.0032394+0.0026607i,0.0030985+0.0013704i,0.0025339-0.00063934i,0.00061631-0.0017397i,-0.00087434-0.0017857i,-0.00041211-0.0017134i,0.00011976-0.0020358i,0.0002502-0.0024635i,0.0001573-0.0015916i,-0.0004715-0.00050134i,-0.0013015-0.0008299i,-0.0017956-0.0010847i,-0.00070992-0.00035103i,0.00022985+0.00073627i,-5.1488e-05+0.00094005i,1.7871e-05+0.00042542i,0.00067566+0.00033871i,0.0014156-0.00014705i,0.001522-3.2411e-06i,0.001198+0.00061054i,0.0010544-6.5959e-05i
-0.00020475+0.00098411i,-0.00013657+0.00012557i,0.0004504+0.00073613i,0.00079758+0.00086901i,0.00055827-0.00013221i,-0.00086164-0.0011357i,-0.001073-0.0010831i,-0.00047142-0.00089235i,-0.00078715-0.00085226i,-0.00093376-0.001344i,-0.00024402-0.0015253i,-0.00010428-0.0013078i,-0.00031479-0.0010931i,-0.00041911-0.00029123i,8.7625e-05+0.0001441i,0.00042983+3.5099e-05i,-0.00013645+0.00057562i,-0.0012839+0.0012152i,-0.0012371+0.0010852i,-0.00012811+0.00064136i,0.0004036+0.00013568i,0.00055203+0.00052452i,0.00011346+0.0010783i
-0.0010692+0.001374i,0.00052808+0.0025582i,0.0012435+0.0034209i,0.0010295+0.0035753i,0.0014056+0.0027313i,0.0015143+3.6607e-05i,0.00077885-0.0016135i,0.00019644-0.0017319i,-0.00044754-0.0021582i,-0.00068839-0.0016885i,-0.00013827-0.00055446i,0.00027726-7.4481e-05i,0.00057809+0.0004074i,6.2117e-06+0.00071844i,-0.00086873+0.00051902i,-0.00089652+0.00033088i,-0.00073256+0.00014379i,-0.00039475-0.00048812i,0.00028659-0.00084393i,0.00021965-0.00062989i,-0.00027046-0.00043028i,-0.00029369-0.00021705i,-6.9826e-05-0.00043952i
-0.0006495-0.00022517i,-0.0018222+0.00038257i,-0.0016529+0.00095969i,-0.0010224+0.0013045i,0.00010097+0.0014082i,0.00028955+0.0004836i,-0.0014029-0.00074833i,-0.0028015-0.0015164i,-0.0031301-0.0018386i,-0.0026471-0.0015794i,-0.002102-0.00097347i,-0.0012575-0.00019398i,-0.00036115+0.00028371i,0.00039064+0.00034957i,0.00047435+0.00032099i,0.0001565-0.00033649i,0.0006259-0.00063251i,9.1067e-05+0.0002195i,-0.00042812+0.00074381i,-0.00063981+0.00041601i,-0.0012044-0.00076595i,-0.001217-0.0011736i,-0.00074083-0.00071182i
0.0011597+0.00192i,0.00076924+0.0018759i,0.0016723+0.0022244i,0.0030026+0.0018134i,0.0024331+0.00073434i,0.00088234-0.00077348i,-0.00041845-0.0026875i,-0.00082581-0.0047723i,-0.0018565-0.0056157i,-0.0024978-0.0045431i,-0.0031161-0.0020023i,-0.0027623+7.9266e-05i,-0.001552-7.6356e-05i,-0.00067631-0.00041007i,1.1244e-05-5.9135e-05i,0.00011888-0.0004493i,-0.0001234-0.00083641i,-5.9776e-05-0.00070932i,0.00025265+7.2839e-05i,-1.6893e-05+0.00022304i,-3.5883e-05-0.00040697i,-0.00031517+0.00015339i,-0.00074382+0.00099138i
-0.002843-0.0010307i,-0.0030936+0.0010864i,-0.0047681+0.0018625i,-0.0050981+0.0021379i,-0.0037096+0.0020162i,-0.0016206+0.002141i,-0.00020496+0.0027318i,0.00050444+0.0037936i,0.0018074+0.0030019i,0.0033104+0.0019373i,0.0046619+0.0014448i,0.004771-0.00014547i,0.0027969-0.0014692i,0.00052094-0.0019356i,-0.00026167-0.0014227i,-0.00054918-0.00037882i,-0.00073309+5.5581e-05i,0.00030457-0.00026987i,0.001633-0.00032835i,0.0010681-0.00053646i,0.00027856-0.0010735i,0.00010308-0.00065662i,0.00035445+0.00036968i
-0.0009436+0.0002575i,-0.0018485-0.00014414i,-0.0016686+0.001095i,-0.00021449+0.0015826i,0.00055149+0.00055341i,-0.00057119-0.00098907i,-0.0017369-0.00087987i,-0.0015699+0.00036875i,-0.00041499-0.00017147i,0.0010013-0.0007387i,0.0017314-0.00066995i,0.0015931-0.0010607i,0.0016185-0.0015145i,0.0015477-0.0011333i,0.00095795-0.00063427i,0.00047876-0.00024475i,0.00019449-0.00022252i,0.00019303-0.0010037i,0.00023071-0.00058034i,0.00035467+4.8877e-05i,-0.00012337+0.000243i,-0.0004998-0.00012005i,0.00026875-0.0010023i
-1.3015e-05+0.0012901i,0.00097412+0.0015156i,0.00069513+0.0017332i,0.00092655+0.0010503i,0.0015591-0.00012251i,0.00082886-0.00099073i,-0.00032698-0.00038521i,-0.00056716+0.00052357i,-0.00016015+0.00066038i,0.00015232+2.9449e-05i,0.00073819-0.0002435i,0.0011428-0.00019702i,0.00039993+1.8933e-05i,-0.00046428-0.00014706i,-0.00071428-0.00017214i,-0.00088294-0.00053019i,-0.0012483-0.00067412i,-0.00061825-0.0003887i,0.00048704-0.00051874i,0.00056747+2.4943e-05i,-0.00014141+0.00082112i,-0.00011613+0.00041643i,0.00015102+0.00027039i
0.0050376+0.0010131i,0.0042873-3.0074e-05i,0.0035448-0.00051418i,0.0021326-0.00094496i,0.0013135-0.00098718i,0.00015851-0.00079294i,-0.0015758-0.00066078i,-0.0015144-0.00022576i,-7.0669e-05-0.00043915i,0.0011642-0.0019004i,0.0012864-0.0019695i,0.00049127-0.0009955i,-0.00033303-0.001325i,-0.0010976-0.0017812i,-0.0019344-0.0014185i,-0.0017761-0.00070213i,-0.0012494-0.00039108i,-0.00082993-0.00075998i,-0.00012955-0.001102i,0.00013192-0.0010061i,0.00010248-0.0011447i,0.00078693-0.00086512i,0.00097334-1.7716e-06i
-0.0010977-0.0010922i,-0.0014578-0.00081494i,-0.0013843-0.00082941i,-0.0018201-0.00017629i,-0.0015366+0.00054165i,-0.00012551+7.4504e-05i,0.00019777-0.00038188i,-0.00070805-0.00058661i,-0.00061862-0.0010177i,0.00018723-0.0010424i,0.00029688-5.3829e-05i,-0.00020257+0.00047781i,-0.00065734+0.00019592i,-0.00044822+0.00060567i,8.8771e-05+0.00050042i,0.00010802-0.0003418i,-0.00049631+0.00011277i,-0.00046838+0.00058909i,-0.00012868+0.00037991i,-0.0002884-4.4651e-05i,-0.00029296-0.00084156i,0.00053103-0.00028092i,0.00054553+0.00018605i
-0.0012033-2.8317e-05i,-0.00079748-0.0012577i,-0.00027477-0.00078561i,0.000157+0.00063092i,-0.00047322+0.00072849i,-0.0012625-0.00046888i,-0.00076413-0.00027582i,-0.00047476-6.8036e-05i,-0.0013173-0.0008965i,-0.00069428-0.0015098i,0.00056449-0.0013991i,0.00014793-0.00082272i,-0.00018943-0.00027996i,-0.00017117-0.00011547i,-0.00030714-0.00081583i,-0.0003157-0.00080053i,-6.0807e-05-0.00044796i,6.8282e-05+0.00026614i,0.00011867+0.00055321i,-4.6356e-05+1.5635e-05i,-0.00065877-0.00051562i,-0.0014449-0.00059084i,-0.0010219-0.00030854i
0.0018454+0.00047574i,0.0029955+0.00028208i,0.0029976-0.00035299i,0.0019684-0.0007193i,0.00065926-0.00041438i,-0.00038818+0.00022036i,-0.00067907+0.00025923i,-0.00059848+0.00017714i,-0.00018465+0.00037359i,-0.00025475+0.00015476i,-0.00033061+8.4004e-05i,0.00029452-0.00010197i,0.00053357-0.00072427i,0.00032675-0.00094883i,0.0003982-0.00094056i,-0.00011715-0.0011617i,-0.00049646-0.00080783i,-0.00088726-0.00026402i,-0.0014316+0.00039879i,-0.001133+0.00073017i,-0.00048264+0.00029761i,-0.00048074+0.00042763i,-0.00091306+0.00062388i
0.001889-0.0013223i,0.0015966-7.3223e-05i,0.00028035-0.00041614i,0.00049615-0.00010135i,0.00060074+0.000252i,8.6808e-05+5.9805e-05i,-0.00053552+0.00032757i,-0.00086903+2.9413e-05i,-9.6236e-05-0.0007506i,0.00064769-0.00079651i,0.00010727-0.00044164i,-0.00038897-0.0010571i,-0.00011536-0.0016559i,0.00041695-0.0009208i,-0.00018234-0.00066421i,-0.00075868-0.00038521i,-0.00071372+0.00036394i,-0.0010704+0.00046317i,-0.0003342-2.054e-05i,0.00040005-0.00015724i,0.00021532-0.00023037i,-0.00013651-0.00050752i,-0.00026638-8.8254e-05i
0.00092353+0.0010703i,0.0022598+0.00091137i,0.0034353+0.00015634i,0.0027275-0.00032096i,0.0012383-0.00043582i,0.0004888-0.0010834i,-2.0061e-05-0.0018889i,-0.00054436-0.0017149i,-0.0004343-0.0015991i,-0.00015961-0.0011789i,0.00052099-8.7027e-05i,0.0010991+0.00067062i,0.0010772+0.0002325i,0.00034401-0.00077915i,0.00010079-0.00066147i,0.00015828-0.00028012i,-0.00022665-0.00070488i,-0.00030152-0.00043538i,-0.0005782-0.00010419i,4.9174e-05-1.4451e-05i,0.00025035+0.00021716i,4.3181e-05+6.4444e-05i,0.0003413-0.00031567i
-0.00012351-0.00058368i,-0.0015599+0.0010372i,-0.0033686+0.00077858i,-0.0027337+0.0011026i,-0.0014589+0.0014374i,-0.00072228+0.00089641i,-0.00037532+0.00052283i,-0.00062939-0.0002691i,-0.00042711-0.0016865i,-0.00018313-0.0020996i,0.00034227-0.0013929i,0.0011437-0.0011661i,0.00066166-0.0010994i,-0.00080415-0.00013832i,-0.0013847+0.00030658i,-0.0010385-0.0005562i,-0.00097887-0.0011576i,-0.00098846-0.00050199i,-3.9972e-05+0.0002243i,-9.7666e-05-0.00032742i,-0.00056824-0.00087111i,-0.00075186-0.00058296i,-0.00069135-9.7036e-05i
-0.00078211-0.0012622i,0.0001653-6.6816e-05i,0.00055516+0.00016776i,0.00016069+0.00014948i,-0.00012996+0.00032883i,-0.00027317+3.4335e-05i,-0.00080045-7.0262e-05i,-0.00067327-0.00020595i,0.00026642-0.0011258i,0.00039384-0.0012289i,0.00026628-0.00076739i,-9.5549e-05-0.00052825i,7.5802e-05-0.0006646i,0.0007964-0.00026669i,0.00028012+0.00052257i,-0.00046979+0.00083115i,-0.0010177+0.00029877i,-0.00087604+0.00020593i,-0.00038566-2.1468e-05i,0.00027224+0.00021183i,0.00096362+0.0007417i,0.00083941+0.00039933i,0.00070636-0.00044765i
-0.00067581-0.0013182i,-0.00093987-0.0014396i,-0.0015521-0.00082093i,-0.0020753+0.00066849i,-0.00091911+0.0016991i,0.00061262+0.001051i,0.00045803-0.00044279i,0.00066173-0.0001748i,0.00053516-0.00012862i,0.00012246-0.00069726i,0.00048464-0.0004108i,0.00096545+3.9876e-05i,8.4294e-05-0.00017555i,-0.0001887-0.00073034i,-0.00017904-1.1517e-05i,-3.7407e-05+0.00086661i,0.00017169+0.0010708i,-7.0653e-05+0.0009574i,-2.9162e-05+0.00053591i,0.00016444+8.9454e-05i,0.00051772-0.00042133i,0.00044466-1.4383e-05i,-0.00043936+0.00045903i
0.00062535+0.0009391i,0.00010818-0.00050215i,5.7705e-05-0.0023035i,-0.00088946-0.0023216i,-0.0011108-0.0018949i,-1.0468e-05-0.0011887i,0.00038483-0.00039078i,-5.0866e-05-0.00038587i,-8.8153e-05-0.00032866i,0.00012867-0.0010404i,0.00035557-0.00079952i,0.0010387-4.9038e-05i,0.001149-0.00093484i,-2.7195e-05-0.00074603i,-0.00053501+4.4855e-05i,-0.00016548-0.00024676i,-2.0041e-05-0.0010063i,-5.6697e-05+7.6819e-05i,-0.00021451+0.0013252i,-0.00018651+0.0006006i,-4.1916e-05-9.8536e-05i,0.00021996+0.00060383i,0.00055512+0.00063192i
-0.00016566-0.00048988i,-0.0007469+2.0669e-05i,-0.00072816+0.001116i,-0.00085259+0.0016651i,-0.00067643+0.00094784i,-0.00015249-0.00050405i,-0.00013819-0.001301i,-0.00017445-0.0011998i,-9.8871e-06-0.0010325i,-0.00012008-0.00070718i,-0.00028785-0.0006561i,6.7067e-05-0.00048029i,2.1335e-05-0.00013959i,-0.0004727-4.918e-05i,-0.00088643-0.00022944i,-0.0012123-0.00055032i,-0.001197-9.3293e-05i,-0.000715+0.00045395i,-0.00018748+4.2313e-05i,1.6042e-05-0.00091072i,4.2367e-05-0.00085863i,-0.00017069+0.00027012i,-0.00043559+0.00067559i
0.0023928+0.00042526i,0.0013589-0.00023522i,0.001251-0.002262i,0.00092794-0.0026583i,-3.8257e-05-0.0015076i,-0.00046923-0.00065715i,-9.6602e-05-8.1716e-05i,-0.00028309-0.00071018i,0.00010002-0.001644i,0.00090629-0.0015679i,0.00084833-0.00064049i,0.00043495-0.00088846i,-0.0001939-0.0018241i,-0.00049564-0.0020797i,-0.00058279-0.0018135i,-0.0010027-0.00064634i,-0.00076491+0.0001545i,-0.00038345+0.00019966i,-0.00084116+0.00062187i,-0.00040779+0.0005827i,0.00060109+0.00027543i,0.00060314+0.00039176i,-0.00022376+0.00049474i
-0.00051607+0.0018769i,-0.00096658+0.0025505i,0.00040746+0.0037967i,0.0021674+0.0037092i,0.0026591+0.0021334i,0.0024013+0.00065732i,0.0012769-0.00015989i,0.00036332-0.0011436i,0.00070876-0.0014455i,0.00076839-0.0010782i,0.00086007-0.00071544i,0.00025318-0.0006689i,0.00028592-0.00057183i,0.00079578-0.0002338i,0.00031492-0.0003302i,-0.00038128-0.00094125i,-0.0010022-0.00081369i,-0.00078499-0.00052387i,0.00023906-0.00078801i,0.00087623-0.00060917i,0.00069627+2.1526e-05i,0.00022356-0.00016073i,-0.00017002-0.00044361i
0.0012754+0.0003261i,0.0014395+0.00055022i,0.00079275+0.00092367i,-0.00036834+0.00053181i,-0.00073005-0.00033068i,-0.00096174-0.00051226i,-0.00094025+2.1394e-05i,-0.00087034-2.3852e-05i,-0.00058219-0.00033688i,0.00016943-0.00080298i,0.00083637-0.00088799i,0.00067488-0.0010994i,0.00040965-0.001713i,-0.00044047-0.0017386i,-0.00098303-0.0012548i,-0.00088864-0.00026809i,-0.00091124+0.00042612i,-0.00020772+0.00019099i,0.00022399-0.00024459i,0.00037066+0.00016447i,0.00066741+0.001013i,0.00070802+0.0008314i,0.00063346+0.00032962i
-0.0010771+0.0031324i,-8.2283e-05+0.0037238i,0.0010963+0.0033385i,0.0016251+0.0018432i,0.0013886+0.0011184i,-8.4304e-05+0.00014959i,-0.00082792-0.00083559i,-0.00042732-0.0011215i,-0.00033845-0.00040776i,-0.00026718+4.1721e-05i,0.0001132-0.00036327i,0.001072-0.00026454i,0.00060114-0.00036518i,-0.00058352-0.0002472i,-0.00075731-0.00033803i,-6.88e-05-0.00048063i,-1.167e-05-0.00032479i,-0.0001742-0.00036943i,-7.2616e-05-0.00020833i,-0.00014918+0.00023915i,0.00049974+0.00023471i,0.00015463+0.0006355i,-0.00060857+0.00092478i
-0.00085691+0.00049243i,-0.0015141+0.0014773i,-0.0022297+0.0019795i,-0.0016842+0.0021848i,-0.00074158+0.0016385i,-0.00031155+0.00081763i,-0.00049662-0.00012594i,-0.00030059-0.00088222i,0.00018246-0.00081316i,-0.00075378-0.00083887i,-0.001017-0.00074444i,-0.00019286-0.00077368i,-0.00012969-0.00057762i,-0.00047329-0.00039873i,-0.00027257-0.00016263i,-0.00061467+0.00021169i,-0.00064778+0.00031594i,-0.00023583-0.00019735i,-0.00070085-0.00065157i,-0.00080995-0.00060087i,-0.0007081-0.00047661i,-0.0003495-0.00020132i,-0.0001512-5.0524e-05i
-0.0013083+0.0005868i,-0.00057983+0.00041536i,-0.0013639+0.0007021i,-0.0010197+0.0013083i,-0.00027901+0.0014017i,0.00033165+0.00043247i,-7.8179e-05-0.00041181i,-0.00044042-0.0006853i,-0.00013869-0.0014734i,-6.5848e-05-0.001722i,0.00042828-0.00098939i,0.0013825-0.00065533i,0.00081189-0.00082042i,-0.0005108-0.00070539i,-0.00049485-0.00016451i,7.1638e-05-0.0002831i,0.00015801-0.00077197i,2.1968e-05-0.00060734i,0.00031484-0.00029881i,-3.4722e-05-0.00045345i,-0.00075889-0.00091022i,-0.00040484-0.00057452i,-0.0001437-9.3018e-05i
-0.0010032+0.0023097i,-0.00040977+0.0025184i,-0.0011543+0.0040438i,-0.00039596+0.0037807i,0.0010806+0.0020757i,0.0006173+0.00018136i,0.00050049-0.001414i,0.000416-0.0023772i,1.7359e-05-0.0021518i,0.00055809-0.00073589i,0.00035883-0.00030293i,0.00045468-0.00091581i,0.00067179-0.0010749i,-0.00019834-0.00083813i,-0.0006876-0.00021695i,7.7191e-05-0.00021458i,0.00078531-0.00027501i,0.00026961-3.1243e-05i,0.0001213-4.7181e-05i,-9.4469e-05-0.00016168i,-0.00022214-0.00068562i,-0.0003581-0.00048665i,-0.00054897+8.7303e-05i
0.00029662+0.0023446i,0.00065547+0.0017844i,0.0018682+0.0015653i,0.0019954+0.00041163i,0.0015065-0.00062724i,0.00021319-0.0012374i,0.00018244-0.0010612i,0.00020358-0.00094623i,0.00011772-0.0011668i,0.00078729-0.00059237i,0.0018105-0.00014581i,0.0023813-0.00017944i,0.0018472-0.00038361i,0.00086215-0.00046054i,-0.0001609+0.00039753i,-0.00015081+0.00050312i,-0.00026623-0.00035357i,-0.00043574-0.00034993i,3.0847e-05-0.00011952i,5.2753e-05-0.00045567i,-0.00016408-0.00069587i,-0.0004015-0.00045792i,-0.00056212-5.4237e-05i
-0.00057871+0.0001452i,-0.0007702+0.00050228i,-0.0014895+0.000462i,-0.0015131+0.00021982i,-0.00097614+0.00017258i,-0.0011665+0.00020736i,-0.0012003+0.00024251i,-0.00081054-0.00021724i,-0.0002094-0.00080194i,0.00017372-0.00091302i,0.00016323-0.00052522i,-0.00029824-0.00027953i,-0.0003892-0.00062316i,-0.00022649-0.00094254i,-0.0012365-0.0011541i,-0.0010422-0.00087772i,-0.00019708+0.00021368i,0.00010579+0.00064619i,0.0011204+0.00048072i,0.0016876+0.00066269i,0.0004954+0.00045154i,-0.00017565+0.00076838i,0.00032366+0.0010109i
0.00036448+0.00058435i,0.00043658-0.00066122i,7.2809e-05-0.00042593i,0.00084166-0.00053653i,0.0012269-0.0016214i,0.00039942-0.0019008i,-0.00037685-0.0010219i,-0.00018569-0.00090031i,-0.00013093-0.0015104i,-9.4751e-05-0.0023612i,0.0001803-0.0023325i,0.00011171-0.0014095i,-0.00014968-0.0015345i,-0.00033204-0.0012316i,-0.00058086-0.00029621i,-0.00063329+3.7202e-05i,-0.00039129-0.00017026i,-0.00036314+7.206e-05i,-0.000398-8.9229e-06i,0.00014386-0.00081804i,0.00046617-0.00079916i,0.00033606+0.00042403i,0.00063783+0.001141i
0.00060289+0.00070885i,0.00060643+0.00095798i,0.00073223+0.0017804i,0.00035695+0.002458i,0.00014685+0.0010194i,0.00033361-0.0008012i,-0.00026176-0.0010707i,-0.00025146-0.0012886i,0.00022247-0.0020226i,0.00018566-0.0018423i,0.00069988-0.0012139i,0.00069846-0.00077612i,0.00070111-0.0010125i,0.00095274-0.0008084i,0.0012477-0.00032435i,0.001413+0.00015555i,0.0001155+0.00027818i,-0.00037091-0.00028916i,-2.1171e-05-0.00024576i,8.1547e-05+0.00076251i,0.00012535+2.7896e-05i,0.00032302-0.0004307i,0.00033387+0.00047608i
