-0.002455-0.00017916i,-0.002806-0.0005823i,-0.0036357-0.00065688i,-0.0040839+0.00018178i,-0.0043615+0.0010293i,-0.0028252+0.0010332i,-0.0015043+0.0011204i,-0.0011432+0.0016997i,-0.00046408+0.0011829i,-0.00080648+0.0010701i,-0.0013484+0.0011559i,-0.0017242+0.0010303i,-0.0019378+0.00087028i,-0.0011797+6.9173e-05i,-0.00053968-0.00028423i,9.5555e-05-8.4665e-05i,0.00046316+0.00064555i,0.00030411+0.00095207i,-7.138e-05+0.00012558i,-0.00073436-0.00052739i,-0.00023376-0.00071042i,0.00051521-0.00063376i,-9.5901e-05-0.00089614i
-0.00080909+0.0022071i,8.7844e-05+0.0014975i,0.00080908+0.00090457i,0.00078836+0.000797i,-0.00046367+0.00012767i,-0.0012259-0.00057034i,-0.0009562-7.8584e-05i,-0.0004174+0.00031387i,-0.00017573+0.00051668i,0.00010235+0.00074497i,-0.00013246+0.00089645i,-1.9972e-05+0.00043995i,0.00017956+7.5234e-05i,0.00033196+0.00010732i,0.00038275+9.7075e-05i,0.00033734-0.00115i,0.0002583-0.0013399i,-4.3154e-06-0.00026245i,-0.00031743+0.00029636i,-0.00028416+5.6228e-06i,0.00016765+0.00016177i,0.00047056+0.00023351i,0.00092325+8.8732e-05i
-0.00016051+0.0018247i,-0.00046903+0.0027203i,-0.0005428+0.002366i,-0.00040716+0.0012696i,0.00012667+0.00064188i,0.00014088+0.00056714i,-0.00011446-0.00011102i,-0.00068122-0.00071975i,-0.00045536+8.8204e-05i,0.00042609+0.00085033i,9.7232e-05+0.00047282i,-0.00044049-0.00055455i,0.00045951-8.2931e-05i,0.0010244+0.00062296i,0.00067143+0.00058823i,0.0001834+0.001013i,0.00022636+0.00083718i,0.00027041+0.00043475i,-0.00051374-4.658e-05i,0.00014905-0.00023317i,0.00090633-0.00057373i,-0.00027335-0.0011049i,-0.00068163-0.00071412i
-0.0016244-0.0003028i,-0.0022888-0.00017026i,-0.0028639-0.0008704i,-0.0019741-0.00089241i,-0.0013839-2.3684e-05i,-0.00095568+0.00030123i,-0.0007276+0.00020041i,-0.001107+0.00051955i,-0.00084785+0.00085695i,-2.1713e-05+0.00086233i,0.00063863+6.8343e-05i,0.00015901-0.00032555i,0.0002402-0.00016485i,0.0007547+0.00019698i,0.00020385+0.00043504i,-8.1328e-05+0.00043135i,0.00021304-7.8471e-05i,0.00058401-0.00023302i,0.00069956+5.2349e-05i,-1.6898e-06+0.00077129i,-0.00090634+0.00097802i,-0.0006885+0.00070875i,-7.1197e-05+0.00030413i
0.00036098-0.00022618i,0.00025386-0.00068812i,0.0014083-0.00015589i,0.0014302-0.00010642i,0.00075437-0.00076323i,0.000107-0.00152i,-0.00066122-0.00034348i,-0.0011647+0.0011736i,-0.0011088+0.0007328i,-0.00011698+0.00063766i,4.851e-05+0.0010639i,-0.0001987+0.00089341i,-0.00049718+0.00043024i,-0.0002794+0.00016489i,0.00025769-0.00011721i,5.2942e-05-0.00078539i,-3.4602e-05-0.00040885i,0.00016452-0.00011302i,-0.00015248-0.00018298i,-4.6274e-05-5.1002e-05i,6.3584e-05-5.717e-05i,0.00012614-0.00069976i,0.00059659-0.00023359i
0.00028262+0.00083706i,0.00099654+0.00047396i,0.0011375-1.4433e-05i,0.0011393-0.00057212i,0.00061462-0.00039102i,0.00041905-0.00034584i,-8.2866e-05+3.4798e-05i,-0.00094184+0.0008007i,-0.0010124+0.00095968i,-0.00033592+0.00072805i,0.00022151-0.00015903i,-7.8445e-05-0.0010704i,-0.00080906-0.00049112i,-0.001257+9.5903e-05i,-0.0010367-0.00013044i,-0.00064909-6.6347e-05i,0.00013401+0.00010729i,0.0011349+0.0007835i,0.0008585+0.00096764i,0.00039301-0.00026154i,0.00072894-0.00033204i,0.00012544+0.00041437i,-0.00073668+0.00067941i
0.0013815-0.00061575i,0.00059417-0.00069926i,-0.00051304-0.0022065i,-0.0010422-0.0028146i,-0.0013629-0.0011881i,-0.001219+0.00025813i,-0.00094705+0.00040545i,-0.0008461+0.00035995i,-0.00045386+0.00089234i,-0.00033804+0.0011826i,-0.0005633+0.00099813i,-0.0011089+0.00048217i,-0.0014502-0.0005772i,-0.0015118-0.00086738i,-0.00075068+0.00033839i,0.00019337+0.00023942i,0.00089974-0.00091892i,0.0012123-0.00050592i,0.00046924+0.00055681i,-0.0007383+0.00070538i,-0.0017833-0.00037807i,-0.0011417-0.00043273i,0.00019633+8.3202e-05i
0.00094202+0.00077951i,0.00021495+0.00019263i,0.00059933-0.00025645i,0.00046751-0.00017592i,-0.00049526-0.00033823i,-0.00090785-0.00013588i,-0.0014947+0.00057829i,-0.0013496+0.0010212i,-0.00049925+0.00045701i,0.00020792+9.5127e-05i,0.00056297+0.00036513i,0.00041379+0.00089934i,1.5856e-05+0.00074634i,-0.00028549+0.00060868i,-0.00031382+0.00054352i,-0.00019705+0.00030414i,6.8269e-05+0.00020568i,0.00040316+0.00047382i,-0.00012174+0.00072571i,-0.00079174+0.0005759i,-0.00087093-9.1928e-05i,-0.0008198-0.0012919i,-0.00092381-0.0012011i
-0.00096358+0.0011255i,0.00017669+0.0012028i,-1.0781e-06+0.0019942i,-8.3012e-05+0.0016398i,-8.9375e-05+0.00080899i,-0.00026079-0.000223i,-0.00061457-0.00099151i,-0.00076353-0.0009709i,-0.0010095+0.00043648i,-0.00089825+0.0014104i,-4.5411e-05+0.001438i,-5.4643e-05+0.00055222i,0.00010007+7.5093e-05i,0.00026324-0.00011189i,0.000378-0.00019235i,0.0004536+0.0003777i,-0.00021441+0.00047637i,-0.000771-4.2228e-06i,-0.00026238+0.0003461i,-0.00025388+0.00075899i,-0.00060958+0.00048754i,-0.00071982+0.00089483i,-0.00085978+0.0010326i
-0.0010124+0.0008506i,-0.0016165+0.00071046i,-0.0020799+0.0010333i,-0.00094989+0.00091501i,9.438e-05+0.0010566i,-0.00017617+0.0010748i,-0.00095774+9.9615e-05i,-0.00067825-0.00016643i,-0.00060071+0.00044407i,-0.00062939+0.00086768i,-0.00025229+0.000366i,-0.00076763+0.00032727i,-0.00083833+0.00056212i,5.806e-05+0.00052178i,0.00043966-0.0001874i,0.00023796-0.00026473i,-9.8278e-05+0.00021037i,0.00015687+0.00071315i,0.00016323+0.0010756i,-0.00024994+0.00029684i,-0.00073003-0.000649i,-0.00121-8.7948e-05i,-0.0014542+0.00020398i
0.00058083+0.0028885i,0.0016066+0.0026131i,0.0024513+0.0024913i,0.00099606+0.0020579i,-0.00066431+0.0012218i,-0.00092853-9.0064e-05i,-0.0012813-0.00012086i,-0.0012784+0.0007988i,-0.0009737+0.00154i,-0.0007084+0.0012897i,0.00027064+0.00024542i,0.0005258-0.00059609i,0.00025038-0.0007575i,0.0001952-0.00027062i,-0.00071596+0.00032873i,-0.0013254-0.00011534i,-0.00104-0.00095041i,-0.00077582-0.00067258i,-0.00065746+0.00051848i,0.00019542+0.00088975i,0.00097803+0.00035348i,0.00058127-0.0002217i,0.00049671-0.00049115i
-0.00097719+0.00011461i,-0.00051294+0.00178i,-0.00085642+0.0019609i,-0.00041327+0.00089547i,0.00023389+0.00017744i,5.4462e-05+8.8379e-05i,-0.00044611-0.00047179i,-0.00064328-0.00070423i,-0.00057566-0.00041229i,-0.00039988-3.919e-05i,-0.00029686+0.00041849i,3.9966e-06+0.00083861i,0.00039849+0.00066642i,-0.00067242-0.00018665i,-0.00093242-0.00050014i,0.00014213+0.00031909i,0.00034918+0.00064991i,0.00037248+0.00024329i,0.0005699-0.00022964i,0.0010274-0.00060988i,0.00025429-0.00024733i,-0.00062957+0.00034974i,-0.00033552-0.00022416i
-0.00096505-0.0015661i,-0.0012439-0.0011451i,-0.0019187-0.0010934i,-0.0014461-0.0011995i,-0.0005925-0.0012132i,-0.00061199-0.001921i,-0.00072461-0.0018302i,-0.0010993-0.00052231i,-0.0011359+0.00019526i,-0.0011457-0.00028133i,-0.0011569-0.00030406i,-0.00092589-0.00021668i,-0.00049756+0.00040905i,-0.00038466+0.0011085i,-0.00034951+0.0010912i,0.00012233+0.00063178i,0.00095373+0.00012618i,0.0011263-0.00018876i,0.00023099-0.00018168i,-0.00042496-0.00018738i,-0.0003343-7.383e-06i,-0.00038225+0.00018582i,-0.00011616+4.8211e-05i
-0.0015199+0.00041046i,-0.00084012-0.00041902i,-0.0012685-0.00043727i,-0.0010391+0.00036891i,-0.00016658+0.0013854i,-0.0001306+0.0013245i,-0.0003714+0.00057725i,-0.00028526+0.00072715i,0.0001204+0.0013021i,-0.00013693+0.0010831i,-0.00051488+0.00023953i,-0.00028802+0.00035791i,0.00027213+0.00062449i,0.00016298+0.00028824i,-0.00034727+0.00016488i,0.00016977-0.00063476i,0.00089715-0.00086228i,0.00026271-2.3636e-05i,-0.00090482+0.00042619i,-0.0012133+0.00034537i,-0.0010062-0.00020695i,-0.00064586-0.0002835i,-0.0010783-7.0551e-05i
-8.4827e-05+0.00026411i,1.4664e-05+0.00042712i,0.0012777-0.00045641i,0.0016475-0.0010366i,0.00087219-0.0013114i,0.00015277-0.0016241i,-0.00028991-0.001029i,-0.00046649-3.4404e-05i,-0.00056796+0.00043658i,-0.00042807+0.00049265i,-0.00032218-4.1275e-05i,-0.00089916-0.00020743i,-0.00084781+1.4272e-05i,6.8737e-06-7.8193e-05i,0.00014345-0.00021746i,-0.00024834-7.456e-05i,7.8743e-05+8.4097e-05i,0.00098024-5.8849e-05i,0.0014726+0.00011216i,0.00122+3.5449e-05i,0.00026295-0.00061848i,-0.00017768-0.00077852i,-0.00031893-0.00054766i
-0.0015303-0.0012978i,-0.0024475-0.0011376i,-0.0024337-0.00052893i,-0.0025602+0.00014848i,-0.0026662+4.6865e-05i,-0.0014436+0.00047471i,-0.00036473+0.00074904i,-0.00048907+0.0008561i,-0.00035368+0.00097107i,0.00024648+0.0007088i,0.00019472-0.00012905i,-0.00052141-0.00027189i,-0.0014723-0.00056705i,-0.0012019-0.0010476i,-0.00071829-0.00033435i,-0.0011176+0.00068698i,-0.00035428+0.00087674i,0.00051761+0.00044356i,-2.1651e-05-0.00026241i,-0.00086435-0.00064968i,-0.00034423-0.00034931i,0.00045278+6.0734e-05i,0.00014249+7.3083e-05i
0.002171-0.00082845i,0.0026293-0.002548i,0.0028086-0.0034432i,0.0017894-0.0029754i,0.00057233-0.0016167i,3.7706e-06-0.00062824i,-0.00088847-0.00036184i,-0.0011218+0.00033988i,-0.00046343+0.00090782i,0.00044306+0.00080193i,0.0012299+0.00071347i,0.000869+0.00045986i,0.00069352+0.00019958i,0.00039381+6.7414e-05i,-0.0008301-9.3499e-05i,-0.00092913-0.00024614i,0.00055858-0.00018844i,0.0010138-0.00022696i,0.00094961-0.00031707i,0.00058686-0.00034551i,0.00011097-7.4452e-05i,-6.0158e-05-2.7874e-05i,-0.00095244-0.00016738i
-0.0013551-0.00078376i,-0.001019-0.00046803i,-0.0013513-0.00054394i,-0.0024702-0.00035577i,-0.0026241-5.6205e-05i,-0.0018561+1.324e-05i,-0.00056623-0.00051844i,9.2117e-05-0.00035521i,-0.0013723-0.00034677i,-0.0021979-0.00055246i,-0.0011595+0.00018801i,-0.00062471+0.0011964i,-0.00042286+0.0016147i,-0.00025977+0.00062629i,-0.00054704-0.00010502i,-0.00041028+0.00060125i,-0.00050971+0.00075695i,-0.0004347+0.00026328i,-0.00031908-0.00037829i,-0.00024655-0.00040182i,-0.00044732-0.00015154i,-0.00060429-0.00028599i,-0.00062435-0.00022201i
0.0016049+0.00036529i,0.0018633+0.00017506i,0.0016407-0.0007625i,0.0016745-0.0026882i,0.00073387-0.0024574i,-0.0011871-0.00089417i,-0.0017862-0.00037753i,-0.00097517+0.00022391i,-9.5043e-06+0.0012843i,0.00072252+0.0013411i,0.00041697+0.00065531i,-0.00015564+0.00032807i,-0.00036153+0.00061503i,-0.00054959+0.00040432i,-0.00016459-0.00032967i,0.00038452-1.5467e-05i,0.00013251+0.00056647i,-0.0001244+3.8685e-05i,-8.2637e-05-0.00020408i,8.0772e-05-0.00020243i,-0.00032329-0.00040576i,-0.00060781-2.9799e-05i,-0.00035392+2.3503e-05i
0.0015274-0.0004048i,0.0010614-0.00072587i,0.0010885-0.00099761i,0.00067251-0.00076954i,-0.00037136-0.0010581i,-0.00062144-0.00075634i,-0.00079927-0.00034431i,-0.00091292+0.00039302i,-0.00067635+0.00071171i,-0.00021771+0.00041092i,-0.00016417+3.9158e-05i,-0.0005797+0.00038943i,-0.00054493+0.00064158i,-2.6935e-05+0.00010252i,0.00036903-0.00046749i,0.00034649-0.00057728i,0.00022818-0.00071754i,-0.00023256-0.00080504i,-0.00089933-0.00081779i,-0.0012896-0.00078745i,-0.0014457-0.00013669i,-0.0016396+0.00020909i,-0.0014092+0.0004875i
-0.0014725+0.00022166i,-0.0011565-0.00017139i,-0.0017857+6.392e-05i,-0.0024855+0.00080983i,-0.0018568+0.00091413i,-0.00050502-0.00027182i,-0.00040438-0.00086698i,-0.00099636-0.000265i,-0.001226+0.00064828i,-0.0010084+0.00083153i,-0.00064774+0.001041i,-0.00083745+0.0010136i,-0.0010396+1.9105e-05i,-0.0011281+7.6309e-05i,-0.00025884+0.00062187i,0.00077345+0.00061233i,0.00056033+0.00073992i,-4.6703e-05+0.00065226i,1.6545e-05-1.6784e-06i,0.00058641-0.00040251i,0.0003555-0.00085158i,-0.0004919-0.0011211i,-0.0012617-0.00043977i
0.001286-0.0020915i,0.0010148-0.0026304i,0.0012183-0.0032614i,0.00019548-0.0030197i,-0.0010695-0.0017996i,-0.0016362-0.00056704i,-0.0014499+0.00012356i,-0.00095688+0.00035599i,-0.00063515-2.3491e-05i,-0.00083224-0.00047132i,-0.0016385+3.4106e-05i,-0.0015386+0.00045604i,-0.0011054+1.5658e-05i,-0.00099221-0.00061984i,-0.000976+0.00036999i,-0.00072262+0.0017769i,-0.00043082+0.001069i,-0.00029104-0.00025442i,-0.00038813-0.00078365i,-0.0007452-0.00077106i,-0.00017079-0.00026531i,0.00020165+0.00050112i,-0.00063369+7.3736e-05i
-0.00020858-0.00067223i,-0.00049788-0.00083247i,-0.00091016+5.6692e-05i,-0.0010076-0.00011862i,-0.0012433-0.00077173i,-0.0017614-0.00048516i,-0.0011533-0.0006301i,-0.00014355-0.00017665i,-0.00018276+0.00099495i,-0.00026364+0.0010769i,0.00015238+0.00042804i,0.00069375+0.00081314i,0.00057592+0.0013808i,0.00025749+0.00027867i,0.00051806-0.00014008i,-8.488e-06+0.00022626i,0.00026728-0.00017532i,0.00021141-0.000559i,0.00032253-0.00023474i,0.00062207-0.00022505i,-0.00019576-0.00043233i,-0.00086143-0.00054263i,-0.00013442-0.00017306i
-0.00047772-0.0030571i,-0.0012152-0.0016855i,-0.0028145-0.0020563i,-0.0034271-0.0013686i,-0.0019226+0.00031947i,-0.00063037+0.0010886i,-0.00010236+0.0005827i,0.00050785+0.00019405i,0.00050575+0.00057835i,-0.00039355+0.00068662i,-0.00078125+0.00014538i,-0.00040631-0.00041017i,-0.00012314-0.00061503i,-0.00048927-0.00033068i,-0.00039993-6.7561e-05i,-0.00040387+0.00036115i,-0.00069926+0.00062694i,-0.00054117+0.00041612i,-0.00099316+0.000833i,-0.0010953+0.0011141i,-0.00032829+0.00081675i,0.00018082+0.00021177i,7.8069e-05+0.0005141i
-0.0007485-0.00060848i,-0.00082469-0.00054488i,-0.00082606+0.00059401i,-0.00092064+0.00074173i,-0.00039913-0.00021891i,-0.0001861-0.0002447i,-9.3391e-05+0.00017983i,-0.00014673+0.0002942i,-0.00051608+0.00031676i,-0.00033272+9.7319e-05i,0.00027264-0.00027007i,0.00060679-0.0004144i,0.00045077+0.0001822i,0.00040343-3.2841e-05i,0.00014326-0.00032056i,0.00040619-0.00010098i,0.001673-0.00028755i,0.0022606-0.00026592i,0.0015003-0.00025403i,0.00035162-0.00050738i,-7.9627e-05-0.00032445i,-0.00092221-0.0001273i,-0.00091033-0.00038918i
-0.00074853+0.00092233i,-0.0011896+0.00062003i,-0.00090479-0.00014969i,0.00014201-0.00033237i,0.00066957+0.00024631i,0.00052911+0.00013119i,0.00063394+0.00017257i,0.00062863+4.2174e-05i,-0.00030765+0.00028719i,-0.00048028+0.00017822i,2.0893e-05-9.823e-05i,-0.00010562+0.0004323i,-0.00039434+0.00078577i,0.00013908+0.001224i,7.2732e-05+0.0011758i,-0.00065944+0.00071538i,-2.056e-05+0.00065532i,0.0007806+0.00094152i,0.00049713+0.00087015i,-0.00017042+0.00054369i,-0.00017856+0.00039942i,0.00029953+0.00021459i,-0.0003184+0.00036878i
-0.0013936+0.00055754i,-0.0015114+0.00065312i,-0.0012382+0.0014836i,-0.0011136+0.001702i,-0.00060595+0.00028684i,-0.000219-0.00065763i,-0.00049387-0.00071929i,-0.0003917-0.00064705i,-0.00038187-5.3733e-05i,-0.000293+6.7224e-05i,-0.00011279+0.00012792i,-0.00015406+0.00057685i,-0.0002136+0.00087531i,-0.00022045+0.00065769i,-0.00022344+0.00052834i,-0.00021593+0.00016961i,0.00021022-0.0001998i,0.0006318-0.0001944i,-9.4177e-05+5.0653e-05i,-0.00073095-0.00031847i,-0.0012981-0.00034362i,-0.0013154-0.00031157i,-0.00095305-0.00016503i
-0.00034952+0.0009776i,-0.00066124+0.001047i,-2.7751e-05+0.0011882i,0.00070258-0.00039938i,0.00034722-0.0012608i,-0.00049311-0.00077155i,-0.00048691-0.0002075i,-0.00063529+0.00012395i,-0.00077477+0.00058499i,-0.00041324+8.7962e-05i,0.00018262-0.00016253i,0.0008008+0.00055254i,0.00050782+0.00068059i,0.00042755+0.0004292i,0.0011595-0.00019901i,0.001206-0.00078042i,0.00069006-0.00031i,0.00067834-0.00022608i,0.00081308-0.00040722i,0.00066735+0.00024735i,4.7191e-05+0.00028564i,-1.6353e-05-0.00020076i,0.00021818-0.00022348i
0.0013747+0.00037585i,0.00089835+0.00029748i,0.0014408-0.00077585i,0.0020766-0.0013964i,0.0010577-0.001746i,0.00013616-0.00085164i,0.00011777+0.00014663i,-0.00012681-1.7964e-05i,-0.00058058-0.00043554i,-0.0010109-0.00067111i,-0.00078523-0.00057433i,-0.0006271-0.00023651i,-0.00015081-0.00041378i,0.00065265-0.00042692i,0.00088879-4.8351e-05i,0.00020411+0.00028446i,-0.00049534+5.0414e-05i,-0.00040468-0.00053845i,-0.00018205-0.00067096i,-0.0004461-0.00041489i,-0.00071703+0.00022328i,-0.00021785+0.00020089i,-0.0002852-0.00080666i
-0.0017959-0.00059899i,-0.0015837-0.00018188i,-0.0024819-0.00018621i,-0.0029384+0.00013015i,-0.0023474+0.00037989i,-0.00082134+0.00041776i,0.00014574+0.00044217i,-0.00034992+0.00044543i,-0.000528+0.00056799i,-0.00013572+0.0009264i,0.00020097+0.0003456i,0.00040705-0.00015097i,0.00028892+0.00045222i,-0.00050662+0.00053484i,-0.0013124+0.00036587i,-0.0015891-0.00038001i,-0.00081843-0.00015115i,-0.00048617+0.00015163i,0.00015225+4.702e-05i,0.001159+0.00050767i,0.00095061-0.00027725i,0.00074036-0.00088596i,0.00056871-0.00019423i
-0.00016788+0.00053043i,0.00018058-0.00034877i,0.00058217-0.0014279i,0.00031255-0.0013149i,0.00044376+0.00045033i,0.00026632+0.00072212i,-9.4863e-05-0.00036416i,-0.00045249+0.0001888i,-0.00053834+0.00079953i,-0.00045473+8.2482e-05i,-0.00065198-1.4203e-05i,-2.4562e-06+0.00047349i,0.00083683+0.00020364i,0.00095974-0.00024001i,0.00052892-0.00057034i,0.00070934-0.0010114i,0.00057231-0.00049783i,0.00051884-0.00033911i,0.0010417-0.0001361i,0.00072881+0.00020222i,0.00094521+0.00025532i,0.0013107+0.00038374i,0.00028685+9.436e-05i
-3.444e-05-9.2767e-05i,0.00037364+0.00033932i,0.00015051+0.0017238i,-0.00019676+0.001925i,0.00044765+0.0011158i,0.00095603+0.00079887i,0.00087494+0.00066124i,0.00059346+0.00039174i,7.2144e-05+0.00028244i,0.00014009-4.4188e-05i,-0.00028676-0.00077762i,-0.0007062-0.00088393i,-0.0003124+8.6583e-05i,1.2673e-05+0.00061424i,0.0002763-2.6739e-05i,0.00036911+0.00062313i,0.00033542+0.00076758i,0.00063076-0.00038351i,0.00074101-0.00054269i,0.00062794-0.00019201i,0.00032787+0.00061155i,-0.00061596+0.0010773i,-0.00074921+0.0012385i
-0.00085238+6.588e-05i,-0.0010341+0.00014877i,-0.0013807+0.0006271i,-0.0017894+0.00049237i,-0.0015217-0.0010747i,-0.0010069-0.00086132i,-0.0012679-0.00022541i,-0.0014909+7.0843e-05i,-0.0013374+0.00054646i,-0.00089636+0.00077324i,0.00025585+0.00086768i,0.00037109+0.00043614i,0.00036365-0.00021136i,0.00087003-0.00040968i,0.00077616-0.00068296i,-0.0001048-0.00037899i,-2.8661e-05+0.00011908i,0.00019054-7.8943e-05i,-4.7132e-05-0.00041879i,1.31e-05+0.00019836i,-0.00083482+0.0013057i,-0.0016924+0.0016547i,-0.0014366+0.00097231i
-0.00020642+0.00066835i,-0.00070382+0.00014082i,-0.00028692+0.00097482i,0.00058355+0.0007687i,0.00047809+0.00021865i,-0.00045856+0.0001526i,-0.00080869+0.00032897i,-0.0008024+0.0010201i,-0.0007963+0.00081452i,-0.00079746+0.00053288i,-0.00019302-0.0002106i,-0.00022133-0.0011389i,-0.00072364-0.0005429i,-0.00064741+9.884e-05i,-0.00042242+0.0002422i,-0.00014774+0.0007095i,-0.00013892+0.00044258i,-0.00018723+0.00014107i,0.0005801+0.00058831i,0.00092796-4.3832e-05i,0.0004787-0.0010403i,0.00037462-0.00078438i,-0.00021714+1.3399e-05i
5.6944e-05-0.0013765i,-2.4791e-06-0.0026316i,-0.00091341-0.0025576i,-0.0021712-0.0012086i,-0.0019343-0.00037031i,-0.00073669-1.364e-06i,-0.00063779-0.0010751i,-0.00066325-0.001265i,-0.0005116-8.8712e-05i,-0.00045136+0.00025036i,-0.00059883-0.00011634i,-0.0006666-0.00068545i,-0.00074384-0.00031154i,-0.00020605+0.00053465i,0.00045442+0.00076437i,0.00031298+0.00051542i,0.00022684-0.0002569i,0.00057755-0.0011811i,0.00044991-0.00059892i,-0.00011802+7.2487e-05i,-0.00065896-0.00076796i,-0.00092084-0.0011443i,-0.00079492-0.00032589i
0.00027863-0.0015975i,0.00024911-0.0019047i,0.00052543-0.0026554i,-0.00012883-0.0025696i,-0.0007824-0.0015779i,-0.00071682-0.00040779i,-0.0009861-0.00049406i,-0.00046163-8.2648e-05i,9.3931e-06+0.00068306i,-0.0001418+0.00035066i,-0.00039821-0.00056504i,-0.00058315-0.00042927i,-0.00060745+0.00014442i,-0.00030346+6.3312e-05i,9.4014e-05-8.1293e-05i,0.00065304-0.0001095i,0.0004053+0.0001454i,-0.00046768+0.00029588i,-1.8559e-05-0.00021771i,0.00072384-0.00053429i,0.00096104+4.8255e-05i,0.00058738+0.00035451i,0.00013052-2.9631e-05i
-0.001289+0.0014103i,-0.0020926+0.00097645i,-0.0028154-0.00032785i,-0.0024214-0.0002886i,-0.001026+0.00058026i,-0.00060728+7.9421e-05i,-0.0012765-0.00023698i,-0.00093435-3.1259e-05i,-0.00064238+0.00072061i,-0.00072352+0.00091035i,0.00014247+6.4546e-05i,0.00067882-0.00021864i,0.00064369+0.00067373i,0.00025715+0.0013314i,-0.00048316+0.00060299i,-0.001158-0.00015589i,-0.00018977-0.00015092i,0.00024248-6.5393e-05i,-0.00028337-0.00029845i,0.00031307-0.00090567i,0.00077484-0.0014861i,-0.00014187-0.0012759i,-0.00047015-0.00031357i
-0.0003255-0.001247i,-0.0015214-0.0015483i,-0.00072092-0.0022876i,-0.00039199-0.0019785i,-0.00094372-0.0014318i,-0.0009982-0.0010226i,-0.00015685-0.00046024i,-0.00014244-0.000215i,-0.00047005-0.00018478i,6.1085e-05+0.00067104i,0.00059651+0.00067393i,0.00013146-2.0997e-05i,-0.00014343-2.1062e-05i,0.00031999+0.00010814i,0.00060822-0.00014414i,0.00037624-0.00063899i,0.00034727-0.00072642i,0.00015822-0.00035585i,-5.535e-05+0.00045059i,8.4498e-05+0.00042054i,3.2002e-05-0.00066555i,8.1022e-06-0.0010181i,-0.00027305-0.00052001i
0.0002159+0.0010903i,-0.00041494+0.0010492i,-0.00054193+0.00074032i,-0.00021223+0.00028711i,0.00038035-0.0002922i,-0.00017796-0.00078218i,-0.0017206-0.001681i,-0.0021858-0.0015101i,-0.0013241-2.3229e-05i,-0.00036469+0.00061303i,-0.00036721+0.00043446i,-0.00059734-0.00021896i,-0.00050124-0.00099411i,-0.00011068-0.00074409i,2.8726e-06-0.00054113i,0.00038459+0.00023392i,0.0013368+0.00069574i,0.0018654+0.00062508i,0.0010887+0.00051764i,0.00025742+0.00019583i,5.5068e-05+0.00036038i,4.4499e-05+0.0010172i,0.00010189+0.0013363i
-0.0020235+0.00013688i,-0.0036956+0.00057054i,-0.0035396+6.4478e-05i,-0.0016471+0.00063216i,3.8053e-05+0.00062331i,-3.2511e-05-0.00010939i,-0.00050584+1.1573e-05i,-0.00078162+0.00086478i,-0.0010391+0.0012372i,-0.001036+0.0005419i,-0.0010839+0.00062716i,-0.00095904+0.0014997i,-0.00051599+0.0021101i,-0.00014321+0.0016002i,0.00017871+0.0009294i,0.00082143+4.9369e-05i,0.0011774-0.00093715i,0.00075008-0.001064i,0.00026728-0.0010678i,-0.0001234-0.0011325i,-0.00064301-0.00071944i,-8.207e-05+0.00045735i,-0.00020254+0.00054109i
0.0011791+0.0007213i,0.0017463-0.00017359i,0.0016056-0.00084856i,0.00076729-0.0012099i,-7.5886e-05-0.0013695i,-0.00096135-0.00073451i,-0.0009869+0.00024312i,-0.00080103+0.00042957i,-0.0010263+0.00029244i,-0.00041416+0.00012932i,0.00040674-4.538e-05i,-5.956e-05+0.00029147i,-0.0010303+0.00026239i,-0.00081418-0.00022724i,-0.00030885-0.00024414i,-0.0001625+0.00026616i,0.00047947-0.00037302i,0.0010798-0.0013015i,0.0010558-0.00086546i,3.1826e-05+9.9075e-06i,-0.00063284+0.00010849i,-0.00041576-0.00046415i,-2.6788e-05-0.0001833i
-0.00084816+0.00046919i,-1.2326e-05+0.00024579i,-0.00034396+0.00019521i,-0.00065453+0.00017268i,-6.6224e-05-0.00060115i,-0.00024282-0.001013i,-0.00049083-0.0010041i,-0.00028391-0.00081692i,-0.00020372-0.00024675i,-3.9526e-05+0.00046942i,-0.00010883+0.00058043i,0.00017149-6.979e-05i,0.00020586-1.9991e-05i,2.7857e-05+0.0003002i,0.00032614-4.0695e-05i,0.00029165-0.00021236i,-0.00012163+0.00030769i,-0.00031609-0.0004687i,-0.00074209-0.00065209i,-0.00073784-0.00027767i,-0.00016673-0.0003487i,-0.00016067-0.00033827i,-0.00081836-0.0005999i
-0.00028173+0.00025319i,-0.0007977+7.6982e-05i,-0.0011281-0.00050167i,-0.00096783-0.0010289i,-0.00069817-0.0011314i,-0.00046994-0.00062123i,-0.0006758-0.00020065i,-0.001008+9.6683e-06i,-0.0006148+0.00013869i,-9.6348e-05+0.00042474i,-0.00020711+0.00069303i,-0.00098876+0.00021459i,-0.0010358+0.00077081i,-0.00069268+0.0014286i,0.00021712+0.0011732i,0.00012559+0.00072867i,0.00014573+0.00023043i,0.0010194-4.496e-05i,0.00045819-0.00034294i,-0.00030256-0.00020984i,-0.00090013-0.00032112i,-0.0010095-0.00066493i,-0.00054539-0.00071561i
