-0.00071201+0.0010985i,-0.0011341-1.0312e-05i,-0.0017729-0.0013801i,-0.001521-0.0011516i,-0.0012908+4.8574e-05i,-0.0015491+0.0013682i,-0.0010402+0.0018973i,-0.00014022+0.0022662i,0.00099223+0.0012183i,0.00077862+2.1568e-05i,-6.6738e-05-0.00020993i,5.2193e-05-0.0012949i,0.0001378-0.0017405i,-0.00051855-0.0012062i,-0.00044476-0.00042827i,-0.00016843-7.5583e-05i,-0.00069933+0.00018046i,-0.00038807+0.00059131i,-0.00020279+0.00019452i,-0.00010542-0.00036948i,0.00020772-4.6142e-05i,0.00014275-0.00022741i,-0.00033091+0.00029484i
-0.00091067+0.00103i,-0.00086948+0.0015485i,-0.0011527+0.00096749i,-0.00087292+0.00080571i,-0.0002595+0.0013209i,0.00051176+0.0010156i,0.00020627+0.00076038i,0.00013565+0.00033285i,-0.00045184+4.9876e-05i,-0.0018922+6.8461e-05i,-0.0015937+0.00022903i,-0.00061239+0.00029124i,-0.00027461+0.00030044i,0.0003699+0.00054437i,0.00073545+0.00018882i,0.00048073-0.00075355i,0.00044777-0.00029749i,-0.00044234+0.00091998i,-0.00087961+0.00044128i,6.6339e-05-0.00056288i,0.00067879-0.00026041i,0.00065583-4.5579e-05i,0.00033639-0.00041113i
0.00022742+0.0003145i,-0.00044569+0.00048075i,-0.0017685+0.00073734i,-0.0016685+0.0015471i,0.00016892+0.00074308i,0.0013921-0.00072272i,0.0008324-0.0010821i,-0.00021488-0.00065721i,-0.00074852+0.00050306i,-0.0006572+0.001386i,0.00024321+0.0013998i,0.0007002+0.00080537i,0.00033286-4.117e-05i,7.5244e-05-0.00044506i,-4.4126e-05-0.00074084i,-0.00024392-0.00047083i,-0.00077026-0.00026189i,-0.00050823-0.00080923i,0.00017291-0.00070296i,-0.00025728-0.00019341i,-0.00031405+0.00016888i,1.3888e-05+1.3014e-05i,-0.00014521-0.00057105i
-0.00044728-0.0020488i,-0.00058229-0.0011039i,-0.0018646-8.0949e-05i,-0.002039+0.0010259i,-0.0013593+0.0018899i,-0.00082877+0.0016283i,-0.0002841+0.0011574i,0.00010357+0.00079517i,-0.00018223+0.00047402i,-0.00048738-1.0138e-05i,-0.00075473+0.00019134i,-0.00071657+2.0033e-05i,-0.0007388-0.00040333i,-0.00064211-0.00077185i,-0.00078187-0.00085516i,-0.00098285-0.00010745i,-0.00024752+0.00052377i,0.00067657+0.00063658i,0.00059425+0.00071656i,0.00015557+0.00016201i,-3.8569e-05-0.00051867i,-0.00022127-0.00067891i,-0.00057295-0.00068063i
-0.0030867-0.00029358i,-0.0044634-0.0013222i,-0.0048916-0.00072672i,-0.0040426+0.0012713i,-0.0026247+0.0028209i,-0.0012297+0.002252i,-4.1854e-05+0.00087233i,0.0008964+0.00051466i,0.0002694+0.00091645i,-0.0011624+0.00072698i,-0.0013661+0.00069226i,-0.00096642+0.0012034i,-0.00086516+0.0014003i,-0.00058066+0.00091793i,-0.00011573+0.00029319i,0.00033863-7.9123e-05i,0.0011996-5.4112e-05i,0.00094026+5.9642e-06i,5.9451e-05+0.0007137i,0.00056809+0.00109i,0.00065121+0.00085986i,0.00011691+0.00070049i,-0.00061476-7.2583e-05i
-0.00016537+0.0009725i,-0.00031222+0.0012318i,-0.0006459+0.0011209i,-0.00083344+0.0017127i,0.0001165+0.0022142i,0.00083626+0.0012397i,0.00064725+0.00058048i,0.00019548+0.00071402i,-0.00073545+0.00023357i,-0.0010408+0.00020094i,-0.00025841+0.00082426i,0.00064877-0.00021254i,0.00080271-0.00080176i,0.00031375-0.00049371i,0.00049361-0.00054253i,0.00093954-5.5156e-05i,0.0009304+9.0299e-06i,0.00059898-0.00010462i,0.0001829-0.00034931i,-0.00027489-0.00085828i,-0.00027434-0.0006368i,-8.8837e-05-0.00073176i,-0.00025644-0.0010629i
9.7462e-05+0.0010154i,-0.00014681-0.00074389i,-0.00034823-0.0011298i,-0.0015856-0.00060859i,-0.0013392-0.0010003i,-0.00014702-0.00062572i,0.00011097+0.00022867i,-0.00071893+0.0012325i,-0.00072238+0.0011879i,-0.00015644+0.00032179i,0.00036523-4.6168e-05i,0.0003563-0.00044623i,-0.00027624-0.0010855i,-0.00018734-0.00078925i,-0.00025239+0.00056016i,-0.00050672+0.00029519i,-5.7681e-05-0.00081629i,0.00020095-0.00055553i,0.00041847-0.00032987i,0.00060434-0.0002298i,0.00054634+0.00014259i,0.00032134-0.00026159i,7.192e-05-0.00084214i
0.00055634-0.00119i,0.0011119-0.0020319i,0.00047658-0.0022215i,-0.00035443-0.0012861i,-0.00056849+0.00038222i,-0.00086466+0.0013037i,-0.0010555+0.0015219i,-0.0018487+0.00047461i,-0.0019972-0.0005817i,-0.00086952-0.00035803i,-0.00013171+8.0977e-05i,-0.00065737+0.00023645i,-0.00097566+0.00067592i,-0.00096858+0.00042789i,-0.00037886-0.00065415i,0.0003619-0.00090181i,0.00030458+5.893e-05i,0.00020643+0.00047823i,-0.00010734-0.00013397i,-0.00024614-0.00065457i,6.149e-05-0.00062699i,0.00015113-0.0007803i,3.2822e-05-0.00059104i
-0.0019621+0.0023309i,-0.001508+0.0024385i,-0.0013281+0.0024662i,-3.9754e-05+0.0022681i,0.00084288+0.0029344i,0.00061377+0.0027241i,-9.9361e-06+0.0016146i,-0.00049618+0.00072274i,-0.00092591+0.00081719i,-0.0007905+0.0012506i,-0.00025838+0.0011323i,0.00034697+0.00040643i,0.00068437+0.00037213i,4.1552e-05+0.00076416i,-0.00014984+0.00056235i,3.9963e-06+7.0815e-05i,0.00030402+0.00085111i,0.00034884+0.0011654i,-0.00010568+0.00030958i,-0.00082435+0.00018028i,-0.00043471+0.00081469i,0.00059271+0.00080716i,0.00070891-7.6294e-05i
0.00025008+0.00014142i,-7.1685e-05+0.0011906i,-0.00053731+0.0012386i,-0.00073564+0.0010507i,-0.00021336+4.8183e-05i,0.00064555-0.0010505i,0.00035426-0.00081853i,-0.00019079+0.00024276i,-0.00026024+0.00013557i,1.8077e-05+1.7643e-05i,0.00058924+0.00061561i,0.000527-5.7911e-05i,0.00038745-0.00031364i,0.00051408+0.00051579i,0.00012478+0.00072137i,-0.00048025+0.00043654i,-0.00047472-0.00039517i,-0.0001919-0.00035408i,-0.00013649+0.00053603i,-0.00027291+0.0010518i,-0.0009049+0.00050514i,-0.00038516+9.5679e-05i,0.00060956-0.00062032i
0.00049061+3.7533e-05i,0.00053806-0.00073984i,-0.00022978-1.8818e-05i,-0.001479+0.0013064i,-0.00095686+0.00091999i,0.00060676-0.00014189i,0.00032772+0.0002538i,-0.00049219+0.0011868i,-0.00052668+0.0012658i,-0.00052069+0.00088949i,-0.00081124+0.00020839i,-0.00083586+1.0672e-05i,-0.00031814+0.00037347i,-0.000265-1.896e-05i,6.4829e-05-0.00058877i,0.00055224-0.00045328i,7.8856e-06+0.00038246i,-0.00052077+0.00015929i,-9.0149e-05-8.6214e-06i,0.00055866+7.218e-05i,0.00094136-0.00025089i,0.00072538-0.00031268i,-0.00014733+0.00024045i
-0.0036685-0.0018533i,-0.0044055-0.0016994i,-0.0040707-0.00060441i,-0.0030014+0.0010336i,-0.001535+0.0024984i,0.00062768+0.001841i,0.00087943-0.00011807i,-0.00017888+3.5805e-05i,-0.0005325+0.0010991i,-0.00073904+0.00085805i,-0.00076001+0.00041312i,-0.00093299+0.0011821i,-0.0010446+0.0011429i,-0.00042349-0.00029018i,0.00015415-0.00095174i,-5.1528e-05-0.00046722i,-6.9511e-06-0.00037122i,0.00020051-0.00035175i,1.385e-06-0.00021629i,0.00032381+0.00027526i,0.00027947+0.00014674i,-0.00027735-0.00076343i,-0.00035823-0.00089947i
-0.00035462-0.00047693i,-0.00033072-0.00044519i,-0.00035827-0.001018i,-0.00058352-0.00060284i,8.7496e-05+0.00063192i,0.00081906+0.00098743i,5.7681e-05+0.00038552i,-0.00047198+0.00037147i,-0.00016796+0.00074568i,-0.0003571+0.0010888i,-0.00041632+0.00068524i,-7.6184e-05-3.3577e-07i,0.00041263-0.00015369i,0.00025929-0.00065255i,-0.00026344-0.00095211i,-0.00063681-0.00074907i,-0.00027227-0.00092453i,0.00033103-0.00046445i,0.00053146-0.00012665i,-0.00010187-0.00027508i,-0.00052784-0.00050585i,1.2821e-05-0.00085767i,0.00096167-0.00028462i
0.00053332-0.0042201i,-0.00077174-0.0030082i,-0.0029594-0.0021466i,-0.0029281-0.00030427i,-0.0019439+0.0011785i,-0.00086205+0.0011269i,-0.00073447+0.0011794i,-0.001361+0.00031773i,-0.00070092-0.00041362i,-0.00049265+0.00052706i,-0.00039441+0.00098878i,0.00050568+0.00042016i,-0.00031202-0.00029179i,-0.00098015-0.00078574i,-0.00083981-0.001074i,-0.0011588-2.5343e-05i,-0.00073588+0.0011696i,-0.00036684+0.00054862i,-0.00043581-0.00074536i,-0.00012119-0.00077967i,0.00072616-0.00075354i,0.00076758-0.00083277i,0.00036799-0.000571i
0.0002811-0.00016211i,0.00053828+0.00022132i,0.00041753+0.00072748i,-5.4286e-05+0.00013642i,0.0001404+0.00057073i,0.00091726+0.0015377i,0.00040414+0.001564i,-0.00069405+0.0014334i,-0.00085482+0.00081194i,-0.00023711-0.00037561i,0.00014675-0.00044854i,0.00034199+0.00023855i,0.00033919+0.00074151i,-0.00086126+0.00066524i,-0.0011956+0.00040844i,-0.00048241+0.00085629i,-0.00065523+0.00051044i,-0.001172+0.00031954i,-0.00054508+0.00040847i,0.00020666+0.00013859i,0.00027194-0.00049859i,0.00061497-0.0011256i,0.0004543-0.00058181i
0.0023755+0.0011269i,0.0013326+0.00050802i,0.00077041-0.00017418i,0.00025589-5.1637e-05i,-0.00045208+0.00033073i,-0.00023466+0.0011693i,0.00019707+0.00088428i,0.00076036+1.2799e-05i,0.00088869+2.0267e-05i,-3.311e-05-0.00016i,-0.00027878+0.00010611i,-0.00051476+0.00044277i,-0.00037643-0.00018128i,-0.00028398-0.00060845i,-0.00020929-0.00080077i,9.3943e-05-0.00086932i,-6.067e-05-0.00020163i,-3.0837e-05+0.00070067i,-2.2911e-05+0.00056333i,0.00050841-0.00012833i,0.00049315-0.00031874i,-0.00015621-0.00016027i,-0.00010963-0.00067502i
-0.0011258-0.0014474i,-0.0017049-0.0010086i,-0.002232+0.0005746i,-0.002258+0.0014937i,-0.0021799+0.0014171i,-0.00097229+0.00097382i,-4.2277e-05+0.00021361i,-0.00017943-0.00014229i,-0.00057485-0.00044473i,-0.00021008+0.00014604i,0.00010246+0.00057801i,0.00025921+0.00015143i,0.00038779-3.1674e-05i,-0.0001524+7.9226e-05i,-0.00086746+0.00037264i,-0.001013+0.00090338i,-0.00028465+0.0013445i,-2.3285e-05+0.0016347i,0.00014693+0.00098312i,0.00065722-1.739e-05i,0.00043896-0.00051899i,4.7555e-05-0.0006866i,0.00047814-0.00041527i
0.0010431-0.0012613i,0.00078725-0.00044144i,0.00040518-0.00046676i,-0.0011394+8.7302e-05i,-0.0015507+0.0007268i,-0.0011539+0.00073735i,-0.0010979+0.00091471i,-0.00054306+0.001476i,5.7345e-05+0.0011496i,-0.00028683+0.00028343i,-0.00045006+0.00050217i,-4.9268e-05+0.0013056i,0.00057757+0.0009819i,0.00063013-0.00010302i,0.0006597-0.00028422i,0.00043332+9.2109e-05i,7.1973e-05-0.0005251i,0.00035716-0.00092322i,0.00018506-3.1423e-05i,0.00034561+0.00081504i,0.00059339+0.00054044i,0.00011571-0.00032327i,-0.00052218-0.00071408i
0.0010785+0.0007422i,0.0011702+0.0014271i,-0.00022672+0.0010325i,-0.0011359+0.00052347i,-0.00048761+0.0010987i,-0.00036732+0.0012524i,-0.00041365+0.00053608i,-0.0003583+3.7028e-05i,-8.041e-05+1.946e-05i,-0.00036355-0.00068929i,-0.00026207-0.0010182i,0.00015999-0.0013568i,3.6385e-05-0.0011091i,6.1209e-05+0.00018718i,0.00065653+0.00055426i,0.00090219+0.00048642i,0.00051467-0.00030812i,0.00042203-0.00077964i,0.00075083-9.3417e-06i,0.00049036+0.00014665i,0.00017313+3.7687e-05i,-0.00020689-5.945e-05i,-0.00037079-0.00014333i
0.0011135-0.0020326i,0.001384-0.0018422i,-0.00022029-0.0025901i,-0.0013359-0.0016297i,-0.00083264+0.00025317i,0.00022643+0.00072035i,0.00015075+0.00095788i,-0.00093985+0.00081022i,-0.00084855+0.00065849i,-5.9815e-05+0.00057051i,-7.7083e-05+0.00017097i,-0.0007908+4.9134e-05i,-0.0011258-0.00052372i,-0.00070571-0.00072265i,-0.00047976-0.00048252i,-0.0014827-0.00051676i,-0.0020955+4.081e-05i,-0.00086599+0.00058615i,0.00020555+0.00066304i,0.00016249+0.00042422i,0.00031397-8.1262e-05i,0.00047506-0.0001382i,0.0010267-5.9508e-05i
0.00094749-0.00042484i,0.00031154-0.00026607i,-0.00022563-8.6465e-06i,-0.00019886+0.00031885i,0.00043483+0.00010291i,0.00050067+0.00076318i,0.00032597+0.0014959i,0.00036163+0.0011129i,-0.00023479+0.00057455i,-0.00096501-6.7918e-05i,-0.00053883-0.00052257i,0.00034419-0.00090661i,0.0010958-0.0010156i,0.00074449-0.0001318i,-0.00027257+0.00050506i,-0.0010075+0.0004737i,-0.00090207+3.0567e-05i,0.00019845+0.00027452i,0.00023603-3.523e-05i,-0.00014043-3.0499e-05i,7.8785e-05+0.00076581i,-6.3443e-06+0.0009419i,-0.00049221+0.00027677i
0.002397-0.0014577i,0.0027858-0.0014931i,0.0012845-0.0014318i,0.00013837-0.0003246i,-0.00052277+0.00011234i,-0.00082597-0.00113i,-0.0011744-0.00083947i,-0.0011893+0.00043756i,-0.0012171+0.00069042i,-0.0016085+0.00030689i,-0.0014448-9.6062e-05i,-0.0010793-4.8633e-05i,-0.00075943+0.00048021i,-0.00050713+1.7579e-05i,5.8708e-05-0.00094008i,9.719e-05-0.00042892i,-0.00068206+0.00021501i,-0.00062627+9.2728e-05i,-0.00022144+0.00013217i,-0.00021999+0.00025737i,-0.0003233+0.00025139i,-0.00015739-0.0003608i,-9.5357e-05-0.0006885i
0.0032347+0.00056379i,0.0029137+0.0021317i,0.0020296+0.0016511i,0.0013082+0.00063875i,0.00061979+0.00013171i,0.00074937+3.7536e-05i,1.9179e-05-1.419e-05i,-0.0004976+7.0407e-05i,-0.0001912+9.2244e-05i,-0.00011985+0.00034819i,0.00016289+1.3525e-05i,0.00034506-2.3485e-05i,0.00042959-8.6e-05i,0.00071666-0.0007805i,0.0004519-0.0011807i,-0.00061058-0.00047092i,-0.00099585+1.4917e-05i,-0.00054862+0.00018284i,-0.00055219+0.00046051i,-0.00093654+3.049e-05i,-0.0007267-0.00037696i,3.4902e-05-0.00015869i,3.7178e-05+0.00011123i
0.0012725-0.0015935i,5.3117e-05-0.0034245i,-5.6043e-05-0.00095723i,-0.0014018+0.00056814i,-0.0019529+0.001784i,-0.00084212+0.0020653i,-0.00011217+0.00032993i,-0.00071267-0.00036875i,-0.00099911+0.00042302i,-0.0012054+0.00072936i,-0.0013331+0.00045662i,-0.00081454+0.00044762i,0.0004304-0.00014769i,0.00069198-0.00074289i,-0.00040166-0.00012651i,-0.00081036+1.8332e-05i,-0.00028376+0.00024994i,0.00020816+0.00058399i,0.00042765+0.00042531i,0.00025534-6.755e-05i,-5.9726e-05-0.00030711i,-0.00018512-0.0006358i,-0.00037927-6.1462e-05i
0.0013469+0.00057016i,-2.5787e-05+0.00085837i,-0.00076568+0.0018203i,-0.0013087+0.0015673i,0.00018095+0.00060614i,0.0015777-8.8739e-05i,0.00065824-0.00031569i,-2.9384e-05+0.00041419i,0.00017454+0.0008554i,-0.00039689+0.00044792i,-0.00051398+8.2081e-05i,0.00011199-0.00072585i,0.00080871-0.00056799i,0.00070308+0.00015885i,2.1024e-05+0.00010924i,-0.00018516+9.3294e-05i,-0.00042573+6.2181e-05i,-7.2044e-05-0.00027528i,0.00017762-0.00045138i,-2.6448e-05-0.00021484i,-0.00019135-0.00052338i,-0.00029428-0.0012159i,-0.00039423-0.00060711i
0.00081821+0.00022362i,0.00055554+1.8867e-05i,0.00084557+0.00072771i,0.00072291+0.00088122i,0.00036231+0.00012137i,0.00028039-0.00033558i,0.00036961-0.00083859i,0.00016317-0.00047323i,-0.00050675+0.00026853i,-0.0010975+0.00025275i,-0.001359-2.4089e-05i,-0.0011026-0.00021193i,-0.00095959-5.8354e-05i,-0.00081448-2.7693e-05i,-0.0003374-0.00047363i,-0.00030664-0.0012797i,-0.00096225-0.00111i,-0.00067736+0.00017697i,0.00012652+0.00068032i,0.0003601+0.00044748i,0.0010298+3.5969e-05i,0.00050518-0.00010036i,0.00023191+4.4794e-05i
1.62e-05+0.00085177i,-0.0010154+0.00011649i,-0.0011934+0.00060164i,-0.001918+0.00027784i,-0.0016399+3.322e-05i,-0.00075431-9.26e-05i,-0.00091195-0.00016073i,-0.00065726-9.4983e-05i,-0.00068102-0.0003799i,-0.0010637-0.0003069i,-0.00086395+0.00059907i,-0.00024336+0.00089439i,0.0001913+0.0011593i,0.0002139+0.00074591i,-1.0148e-05-0.00013228i,0.0003071-1.2017e-05i,0.00064896+0.00050331i,8.1363e-05-0.00030283i,-0.00033755-0.00049783i,-0.00047043-0.00032641i,-0.00056453-0.00073396i,-0.00034416-0.00079806i,9.4264e-05-0.00089194i
0.0016452+0.00072034i,0.00085541+0.00026901i,-0.00044245+0.00063892i,-0.00032179+0.0011854i,0.00019982+0.0021216i,0.00090344+0.001677i,0.0013365+0.00016221i,0.00055866-0.00040847i,-3.1299e-05-0.00049252i,0.00014999+6.1587e-05i,-8.7111e-05+0.00069695i,-0.00050843+0.00091105i,-0.00059724+0.00010309i,3.3e-06+0.00016987i,0.00061202+0.00060768i,0.00063009+0.00049183i,0.000747+0.00071077i,0.00080175+0.00046302i,0.00017838-0.00018255i,0.00016348-0.00032595i,9.5306e-05-0.00030568i,0.00014002+0.00026947i,0.00033347+0.001022i
0.0010669-0.00038547i,9.6477e-05-0.00083867i,0.00038368-0.0011252i,-0.00028237-0.0012668i,-0.0010064-0.0016535i,-0.00041223-0.00075278i,-5.4558e-06+0.00066246i,-5.9166e-05+0.00062516i,-0.00038576+0.00061688i,0.00014819+0.00063147i,0.00028161+0.00039098i,-0.00068354+8.2496e-05i,-0.00096581-0.00049962i,-0.00060488-0.00045896i,-0.00046113-0.0004005i,-0.00098752-0.00031735i,-0.0013562-0.00028431i,-0.00049591-0.00027853i,0.00012666-3.2779e-05i,0.00018323+8.3183e-05i,-0.000441-0.00050845i,-0.00098823-0.0010046i,-0.00099453-1.0975e-05i
0.00089778+0.00086963i,0.0013985+0.0020198i,0.0017889+0.0026184i,0.0011847+0.0029172i,5.3924e-05+0.0026443i,0.00013041+0.0014156i,0.00048699+0.00083361i,-0.00017399+0.00077914i,-5.9607e-05+0.00060316i,0.00056929+0.00023704i,0.00034072+0.00028916i,2.5095e-05+0.00027542i,2.1096e-05-0.00024283i,7.1231e-05+0.00021077i,-0.00030388+3.162e-05i,-0.00039663-0.00094655i,-0.00024751+8.1563e-06i,-0.00024276+0.00083375i,-3.4045e-05+4.9561e-05i,0.00052339-0.00017232i,0.00043132-0.00073373i,0.00040984-0.00060855i,0.00057698+0.0003127i
0.00012903+0.0011668i,-0.00035252+0.00065629i,-0.0017135+0.00067622i,-0.001724+0.00063211i,-0.0010526+0.00059796i,-0.00047136+0.00050132i,-0.00010229+0.00051778i,7.4725e-05+8.1595e-05i,0.00020049+2.2041e-05i,3.3693e-05+0.00037656i,-0.00025612+0.00046307i,6.6605e-05+0.00056573i,0.00041534+0.00047413i,0.0002861+0.00031979i,-2.3104e-05-0.00062164i,3.6017e-05-0.00076942i,5.2448e-05+0.00011988i,0.00012072+0.00024826i,-1.3646e-05-0.0002672i,3.4972e-06-0.00026639i,-0.00015621-0.00015366i,-0.00047435-0.00036911i,-0.00081843-0.00051375i
-0.001072-0.001258i,-0.001493-0.0017001i,-0.0025937-0.00099446i,-0.0024221+0.00019963i,-0.00088456+0.0013i,-6.9488e-05+0.0011473i,0.00027925+0.00040532i,0.00094534+0.0005634i,0.00064568+0.00091502i,-3.9435e-05+0.00098475i,-0.0006313+0.00015509i,-0.00051526-0.00047612i,-0.00029227-0.00075053i,-6.0077e-05-0.00042097i,0.00062614+0.00027274i,0.00053345+0.00028603i,-0.00046392-0.00041078i,-0.0012407-0.0013375i,-0.00079499-0.0015438i,-0.00046984-0.00080043i,-0.00046281-0.00075024i,-0.0003106-0.00076194i,0.00029409-0.00029842i
-0.00089843+0.00016377i,-0.0022001-0.00030342i,-0.0024208-0.00032294i,-0.0022681+0.00047916i,-0.00073331+0.0010816i,2.1994e-05+0.00081668i,-0.0011164-0.00021123i,-0.0010197-0.00043331i,-0.00018519+0.00030655i,-0.00026307+0.00070712i,5.0849e-05+0.00043405i,0.00033335-0.00023371i,-0.00044736+3.9366e-05i,-0.00072895+0.00055183i,-0.00046915+0.00036314i,-0.00056242-0.00040991i,-0.00017293-0.00074639i,0.00037672-7.7522e-05i,0.000627+0.00044914i,0.00065196+0.00064994i,-6.0119e-05+0.00042621i,-0.00026549+0.00068792i,0.00053083+0.00061592i
-0.0015186+0.0012353i,-0.0015753+0.00087617i,-0.00066113+0.0011595i,-0.0005768+0.002188i,0.00022929+0.0017782i,0.00093777+0.00075216i,0.00048717-0.00018328i,2.573e-05-0.00043712i,-0.00073382+0.00051686i,-0.0012751+0.0010619i,-0.00067122+0.00082507i,-0.00041217+0.00071338i,-0.00063825+0.000385i,-0.00018727-8.0601e-05i,0.00026139-0.00045595i,0.00058989-0.00028916i,0.00073475+0.00028585i,-0.0001422-4.5813e-05i,-8.0008e-05-0.00046637i,0.00074601-0.00011085i,0.00082957+0.0002582i,0.00043308-0.0001066i,5.8698e-05+6.1767e-05i
0.0019979+0.0010064i,0.0021632+0.00080567i,0.00080922-7.3535e-05i,-0.00056259-1.974e-05i,-0.00059318+2.8342e-05i,0.00011195-7.6837e-05i,0.00086861+0.00039765i,0.00042312+6.8932e-05i,-0.00097521-0.00052024i,-0.00090533-0.00026249i,-0.00040979+0.00022128i,-0.00065841-0.00022951i,-7.778e-05-0.00086376i,0.00024767-0.00047268i,2.5458e-05-0.00053762i,-0.00062218-0.00041629i,-0.0012362+0.00011924i,-0.001191-0.00025294i,-0.00046048+1.2944e-05i,0.00032621+8.5431e-05i,0.00046019-0.000563i,0.000554-0.00019602i,0.0005839-3.901e-05i
-7.6243e-05+0.0011202i,-0.00048918+0.002294i,6.5365e-05+0.0025722i,0.00057542+0.0023026i,0.00078081+0.0018055i,0.00092159+0.00083994i,0.00065723+0.00029197i,0.00024156+0.00064902i,-0.00024643+0.00095771i,-0.00047823+0.0013263i,-0.00044382+0.00093147i,-0.00045269+3.4939e-05i,-0.00054508+0.0002487i,-0.00030011+0.00064177i,-0.00046846+0.0009756i,-0.00013288+0.00079373i,0.001005+0.00026866i,0.00090864+0.00071326i,0.00033188+0.00085503i,0.00034982+0.00075855i,0.00015805+0.0011087i,0.00019683+0.00068553i,7.8129e-05-0.00073341i
0.00078389-0.0011266i,3.5944e-06-0.001956i,-0.0012482-0.0018909i,-0.0015282-4.2696e-05i,-0.00075796+0.00078821i,0.00011912+0.00038405i,0.00015604+0.00072496i,-5.7511e-05+0.0011098i,-0.00080863+0.0006686i,-0.0014305+0.00057004i,-0.00088521+0.00053328i,-0.00059841+0.00031075i,-0.00044918+0.00028998i,8.4545e-05-0.00011896i,-0.00022222-0.00014488i,-0.00018083+8.0744e-05i,0.00021589+0.00060562i,0.00038731+0.0010641i,-0.00012237+0.0012262i,-0.00054865+0.00082659i,-0.00065502+0.00077019i,-0.00055734+0.0003087i,-0.00053528-0.00018873i
-0.0014389+0.0012875i,-0.0013828+0.00042773i,-0.0016797+0.00089745i,-0.0010015+0.0014129i,2.1604e-05+0.0014806i,0.00046135+0.00020935i,0.00044856-0.00087261i,-0.00056105-0.00053606i,-0.0012507-0.00049347i,-0.00083542-0.00039238i,-0.00025201+0.00026264i,0.00042335+0.00033578i,0.00058708+0.00046015i,0.00022288+0.00018851i,8.8052e-06-0.00016257i,0.00023144-0.00035775i,0.00076797-0.00025034i,0.00058608-2.1372e-05i,-0.00011201-5.227e-05i,0.00015937-1.8426e-05i,0.00028738-0.00032627i,-0.0004-4.3218e-05i,-0.0010513+6.0025e-05i
-0.00065256+2.2245e-05i,-0.0012692-0.0008033i,-0.00046108-0.0017743i,-0.00083492-0.0011499i,-0.0011342+0.00029222i,0.00011225+0.00094563i,0.00025365+0.0014041i,-0.00077924+0.0011261i,-0.0013572+0.00012079i,-0.001315-0.00022195i,-0.00046527-0.00021919i,-2.0214e-05+0.00039989i,-0.0003218-0.00017982i,-0.00079247-0.0013777i,-0.00037839-0.00073789i,-9.27e-05+0.00031487i,-0.00025102+0.00052617i,0.00035167+0.00019108i,0.00056018-0.00053214i,0.00076258-0.00022198i,0.00047762+0.00053585i,-0.00040194+0.0010586i,-0.00025219+0.0010277i
0.00082095+0.00064264i,0.00069868+0.00014492i,0.00033361-0.00041808i,-0.00047425-1.0525e-05i,-0.00025741-0.00019003i,2.2145e-05-0.0011676i,0.00047985-0.0013141i,0.00065368-0.00029199i,0.00022364+0.00033147i,-0.00038274+0.00050005i,-0.00085303+0.00045221i,-1.4292e-05-3.0179e-05i,0.00077121-0.00074179i,0.00087637-0.0004462i,3.4002e-05-0.0001799i,-0.00034934-0.0010476i,-0.00025031-0.0015601i,-0.00044191-0.00089637i,-0.00044576-2.5447e-05i,-0.00013765-1.0515e-05i,-0.0004873-0.00017043i,-0.0010338-0.00036285i,-0.0001874-0.0003655i
0.00087311-0.00093373i,0.0015343-0.0009077i,0.0015698-0.00010547i,0.0012827+7.5939e-05i,0.00061566-0.0004075i,-0.0002729-0.00084799i,-0.00025329-0.00076091i,-0.00079681-0.00010631i,-0.0011741-1.7681e-05i,-0.0012384-0.00064176i,-0.0012818-0.00020995i,-0.0013062+4.3042e-05i,-0.00056151-0.00049276i,-3.1567e-06-0.00097189i,-0.00023648-0.0012245i,-0.00038498-0.00050199i,-0.00040621+0.00059104i,9.9805e-05+0.00096362i,0.00034678+0.00044598i,0.00033008-0.00041062i,0.00065396-0.00048534i,0.00040909-0.00022308i,-7.4842e-05-0.00025193i
0.001537-0.00035577i,0.0012575+8.2293e-05i,0.00070272+0.0010936i,-0.00041425+0.0016309i,-0.0014263+0.001731i,-0.00083495+0.00060093i,-0.00033069-0.00038683i,-0.0005278+4.5005e-06i,-0.00052604+3.8029e-05i,-0.00043072-0.00043445i,0.00014758-0.00012677i,0.00034568+0.00017627i,-0.00022485-0.00012962i,0.00018715-5.4232e-05i,0.00015597+0.00027775i,-0.00096136-5.0756e-05i,-0.001275-0.00022881i,-0.00086635-7.8027e-05i,-0.00047191+0.00055337i,-0.00030845+0.00023557i,-0.00027183-0.0007868i,-0.00016345-0.00065489i,-0.00062663+0.00018668i
0.00039083-0.0013033i,0.00050595-0.0012156i,-0.00067146-0.0012902i,-0.00075506-0.00072901i,-0.00049379+0.00080441i,-0.00045857+0.0011382i,-0.0010218+0.00093381i,-0.001342+0.00061076i,-0.00099635+0.0006184i,-0.00056277+0.00085836i,-0.00036536+0.00067484i,-0.0011384+0.00023366i,-0.00096574-7.8624e-05i,-0.00059614+9.5478e-05i,-0.00074567+0.00051289i,-0.000398+0.0010684i,0.0012428+0.0010771i,0.0011282+0.00028072i,8.8081e-05+3.1262e-05i,8.7716e-05-5.7354e-05i,-0.0002522-0.00019722i,-0.00023401+0.00060063i,7.5965e-05+0.0010681i
