0.001147-0.0017365i,-0.00024627-0.001823i,-0.00099725-0.0010934i,-0.00098479-0.00034534i,-0.00090845+0.00028496i,-0.0014051+0.0013466i,-0.0012299+0.0017606i,0.00025229+0.00071403i,0.0016332-0.00029785i,0.0012307-0.00036096i,9.1247e-05-0.00024225i,0.00052578+0.00017374i,0.00079021-0.00025826i,0.00038739-0.000933i,8.323e-05-0.00081302i,-0.00019815-6.093e-05i,-0.00029928+0.00016412i,0.00015607+0.00023293i,0.0010503+0.00066959i,0.00088461+0.0006845i,0.0002163-0.00011531i,-2.8669e-05-0.00094692i,-0.00036067-0.0010525i
0.0021026+0.00040096i,0.001376+0.00066361i,0.0010482+0.00041177i,0.0011243-0.0007112i,0.00116-0.0010502i,0.00020157-0.0006559i,-0.00071537-0.00085649i,9.7984e-05-0.0013338i,0.0011485-0.0013451i,0.0008499-0.0011935i,0.00064855-0.00055362i,0.0010519+0.00052506i,0.0010039+0.0010968i,0.00067549+0.00065077i,-5.2447e-05+0.0003177i,-0.0011739-0.00044007i,-0.0014024-0.00074173i,-0.00077336-0.00043595i,9.8984e-05-5.5795e-05i,0.00012666+0.00020514i,2.57e-05-2.3011e-05i,-0.00013736-0.00078924i,5.7695e-05-0.0010686i
-0.00093657+0.0001857i,-0.00067717+0.0010418i,0.00061757+0.0017609i,9.4861e-05+0.0010903i,-0.00050165-0.00030875i,-0.00053621-0.00053141i,-0.00055183-0.00020913i,-0.00037544-0.00036673i,-8.1925e-05-0.00066144i,0.00051226-0.00030065i,0.0010641+0.00053217i,0.00098618-4.4427e-05i,0.00062215-0.00027146i,3.6808e-05+0.0003813i,-0.00028932+0.00099444i,-0.00051681+0.0016082i,-0.00071+0.00087707i,-0.00077308+0.00016369i,-0.00073974+0.00041177i,-0.0002747+0.0008826i,-0.00018851+0.0010436i,-7.4048e-05+0.00029432i,-0.00015951+0.00014755i
-0.00083028-0.00010843i,-0.00084372-0.00012537i,-0.00066277+0.00057683i,0.00034135+0.00092791i,0.00019639+0.00036612i,-9.605e-05-0.000294i,-3.0546e-05-0.00091351i,-0.00016326-0.0016575i,0.00030344-0.0017315i,0.00017323-0.001383i,-0.00052081-0.00078034i,-0.00018688+0.00011752i,0.00013626+0.00034332i,-0.00013096+0.00038991i,-0.00077775+0.00060669i,-0.00088846+0.00015244i,-0.0010924-0.00030585i,-0.00080486-0.00039023i,-8.758e-05-0.0005435i,7.8915e-05-0.00029243i,-0.00014338+0.00046041i,0.00018859-0.00012902i,0.0005908-0.00091921i
-0.001535+1.9129e-05i,-0.00062264+5.4946e-05i,1.5592e-05+0.0010676i,-2.8386e-05+0.0012523i,0.00036325-0.00079189i,0.00036185-0.0019825i,-0.00024541-0.0018418i,-0.0004168-0.0019664i,-0.00030929-0.0013396i,-0.00024358-0.00050447i,-0.0003237-0.00011088i,-0.00020775+0.00042449i,0.00024975-0.00016424i,0.00043421-0.0007684i,-0.00018297-0.00036364i,-0.00018233+0.00013882i,0.00026078+0.00041515i,-0.00031399+0.00063461i,-0.00062455+0.00019824i,-0.00017937-0.00051621i,6.1564e-06-0.00047623i,0.0002402-0.00038225i,0.00033656-0.00063199i
-0.00021547-0.00062306i,-0.00017972-0.0003522i,-0.00016286+0.00021258i,6.0308e-05+0.00075866i,0.00069247+0.0010786i,0.00085594+0.00024281i,0.0006608-0.00086149i,0.00069804-0.0021075i,0.00079136-0.0022295i,0.00067298-0.0010093i,0.00049717+9.8036e-05i,0.00048947+0.00040367i,0.00020949+0.00024926i,-0.00037249-0.00035988i,-0.00065784-0.00036251i,-0.00061376-0.00010216i,-9.8562e-05-0.00050733i,-4.6168e-05-0.00099769i,-0.00028745-0.00079427i,-0.00015409-0.00012906i,-3.5792e-05-0.00015389i,0.00022128-0.00036246i,0.00080937-0.00023361i
0.00065061-0.00074153i,7.0979e-05-0.00050977i,0.00021289+0.00032811i,0.0013149+0.0010854i,0.0013274+0.00066016i,0.00021106-0.00063503i,-0.0001411-0.0012146i,0.00031757-0.0018641i,0.00031473-0.001776i,0.00048992-0.00029628i,0.00047568+0.00035143i,0.00081474+0.00043439i,0.0011513+0.00045452i,0.00098638+6.1564e-05i,0.00065796+0.00011637i,-0.00014987+0.00023665i,-0.00096938+2.5673e-05i,-0.00096735-0.00054999i,-0.0007044-0.00045669i,-0.00047692+0.00055293i,-0.00012073+0.0005107i,-9.93e-05-0.00010595i,-0.000384+0.00020702i
0.00011712-0.00053413i,-5.4969e-05+0.00013434i,-0.00052382+0.00085018i,-9.5488e-05+0.00041085i,-0.00012415-0.00021217i,-0.0010108-6.3243e-05i,-0.00067928-0.00032389i,0.00021493-0.00076177i,0.00014186-0.00056763i,0.00023357-4.2771e-05i,0.00054784-0.00073921i,0.00052323-0.0013983i,0.000358-0.00096901i,-0.00027553+4.7879e-05i,-0.00089747+0.00037757i,-0.00022781-0.00011164i,0.00021026+0.00037148i,-0.00027914+0.00095191i,-0.0007541+0.00071196i,-0.00055686+0.000332i,-0.00034239-0.00010806i,-0.00012718-0.00034052i,0.00028804-0.00033831i
0.00014761-0.00014948i,0.00010532-4.4228e-05i,-0.00045189+0.00014632i,-0.00091179+0.001824i,-0.0013698+0.0025889i,-0.00086811+0.0012625i,-0.00044305+0.00025298i,-0.00060856-0.00073836i,-0.00065709-0.0017135i,-0.00059427-0.0017934i,9.3736e-05-0.00059139i,0.0007929-0.00011154i,0.00080469-2.1066e-05i,0.00066613+0.00018664i,0.00085639-0.00034984i,0.00080617+0.0002993i,9.1938e-05+0.0010726i,-0.00050742+0.00053977i,-0.00063988+7.5204e-05i,0.00053902-0.00042799i,0.00091218-0.00044527i,-0.00036113+0.0001811i,-0.00028775+0.00043371i
-0.0001949+0.00073343i,-0.00029968+0.00087514i,-0.00081573+0.00063381i,-0.00028871+0.00034045i,0.00085792+0.00018569i,0.0008593-0.00032079i,0.00045479-0.0010587i,0.00020699-0.0014554i,-0.00034077-0.0013116i,3.9425e-05-0.00091065i,0.00081784-0.00095671i,0.00089256-0.0013033i,4.8328e-05-0.00037236i,-0.0007093+0.00031836i,-0.00039106+0.00030231i,-0.00026911+0.00051412i,-0.00026208+0.00046244i,-0.00030994+0.00053899i,0.00035441+0.00082155i,0.00096219+0.00057379i,0.00061412-0.00062192i,0.00016183-0.0011638i,0.00055263+1.814e-05i
0.0008565-0.00050347i,0.00024365+0.00059878i,-0.00089893+0.00056203i,0.00041422+0.0008849i,0.00094226+0.0002858i,0.00095382-0.001016i,0.00098267-0.0012015i,6.1995e-05-0.0018924i,-0.000402-0.0022644i,-3.8351e-05-0.00095453i,5.2954e-05+0.00035517i,0.00021096+0.00036787i,9.4611e-05-0.00028354i,-0.00035986-0.00059434i,-6.6892e-05-0.00011887i,0.00032447+0.00061228i,0.00010616+0.00064221i,8.6394e-05+0.00039362i,4.7649e-05+3.7371e-05i,-0.00017304+0.00032576i,-0.00013546+0.00039032i,-0.0001387-0.00014741i,0.00016046-0.0001668i
-0.00080568+0.0011847i,-0.0015611+0.0014246i,-0.00071178+0.0011498i,1.0933e-05+0.0010105i,0.00015098+0.0008113i,0.00026484+0.00058402i,-0.00018299+0.00067317i,-3.7462e-05-0.00021692i,-4.9249e-05-0.0015701i,-0.00034714-0.0009801i,0.00038816+9.9907e-05i,0.00050955+0.00047028i,-0.0010069+0.00030375i,-0.0012232+0.00011449i,-0.00015664-0.00026277i,-0.00016404-0.00025479i,-0.00085249+0.00050693i,-0.00025114+0.0004303i,0.00018911+0.00055045i,-1.2559e-05+0.00076401i,-0.00037266-0.00015852i,-0.00051603-0.00045914i,-0.00074032+0.00055829i
-0.00036978-0.0024824i,0.00017774-0.0024007i,-0.00044961-0.0011243i,-0.00086897+0.00066127i,-0.00091785+0.0007214i,-0.00011787-0.00011941i,0.0010181-0.0001371i,0.0013241-0.0010986i,0.00098408-0.001963i,0.00045434-0.00072729i,4.5952e-05+0.00083383i,-0.00059539+0.00096373i,-0.00038326+5.5837e-05i,0.00029071-0.00073132i,0.00051985-0.0007539i,0.00024915-0.00018663i,-4.4574e-05+0.00016547i,-0.00023571+0.0001908i,4.333e-05+2.3523e-05i,0.00072248-0.00069442i,0.00043974-0.00058868i,-4.5829e-05+0.00042132i,-0.00058202+0.00035047i
0.00056742+0.0012968i,0.00073477-0.00014155i,0.00067763-3.1868e-05i,-0.0001235-0.00065119i,-0.0004339-0.00041862i,-0.00025731-0.000422i,-0.00048294-0.0010058i,-0.00036751-0.001293i,3.2871e-05-0.0016264i,0.00021295-0.00081282i,0.00011685+1.6545e-05i,0.00040819-0.00048369i,0.00085984-0.00073532i,0.00020798-0.00020778i,-0.00069409+0.0010228i,-0.00048413+0.0014638i,5.0015e-05+0.00050038i,-0.00042608+0.00038505i,-0.00063109+0.00012387i,-0.00014085-0.00019897i,-0.00018461-0.00033605i,-0.00032005-0.00016174i,0.00014042+0.00033646i
-0.00023347+0.0015965i,-0.00025015+0.0009795i,0.00089992+0.00087359i,0.0012481+0.00079999i,0.00016365+0.00068555i,-0.0001411+0.00014777i,-0.0002069-0.00058341i,-0.00045074-0.0013855i,-0.00036556-0.0019535i,7.2788e-06-0.0016109i,0.00036664-0.00061076i,0.00012633+0.00012486i,0.00047619+0.00041849i,0.00084127+0.00078955i,0.00037134+0.00037194i,0.0002808-0.00052611i,0.0005882-0.00076899i,0.00043575-0.00058941i,-0.00017306-0.00077619i,-0.00032554-0.00088958i,9.7755e-05-0.00059007i,0.00041756-0.00064592i,0.00049683-0.00051398i
-0.00056792+0.0022247i,-0.0011059+0.0012383i,0.00034268+0.0014668i,0.0018125+0.0013309i,0.0028514+0.00011068i,0.0019277-0.00032676i,0.00076439-0.00038803i,0.00083657-0.00096824i,0.00087146-0.0013304i,0.00061454-0.00071187i,0.0009815-0.00040716i,0.0013354+0.00019082i,0.00043035+0.00055203i,4.5147e-05+0.00041674i,-1.5224e-05+0.00025908i,0.00031577+0.00018994i,0.00095284+9.6222e-05i,0.00082133-9.3899e-05i,0.00029163-0.00026832i,2.0332e-05-0.00011823i,-0.00023242+0.00030471i,-0.00024161+0.00066817i,0.00021417+3.4386e-05i
-0.0007835+0.00013057i,-0.00054636+0.00092142i,0.00023186+0.00085762i,0.0014414+0.00026702i,0.0016719-7.9923e-05i,0.00024279-0.0003527i,-0.000935-0.00099093i,-0.00041608-0.0024469i,-0.00022428-0.0031172i,-0.00049515-0.0018504i,4.7555e-05-0.00046518i,0.00034948-0.00032317i,-0.00015764-0.00017455i,-0.00027853+0.00063071i,-0.00052232+0.00075076i,-0.00070354+0.00013659i,7.5366e-05-0.00029986i,0.00054516-0.00051797i,0.00062402-9.9274e-05i,0.00047789-0.0001041i,0.00018163-0.00034154i,-3.9115e-05-0.00024034i,-2.8008e-05-8.88e-05i
-0.00088101-0.001068i,-0.00020475-0.00063632i,-0.00083961-0.00022379i,-0.0010241+0.00019355i,-0.00044166+0.00076496i,-0.00061853+0.00036098i,-0.0006519-0.00092073i,-0.00034587-0.0020579i,-0.00076556-0.0022071i,-0.00058627-0.00078191i,-3.9167e-05+0.00041559i,0.0013881-5.6145e-05i,0.0018524-0.00024095i,0.00024648+0.00011483i,-0.00067839+1.648e-05i,-0.0007582-0.00069988i,-0.0011248-0.00059559i,-0.0014591-0.00052404i,-0.00076999-0.0008785i,-0.00051642-0.0010507i,-0.00074871-0.00067898i,-0.00072021-0.00011995i,-0.00029578+0.00017253i
0.00043789+0.00066439i,0.0010904-0.00026632i,0.0011206-0.00022765i,0.0014992-0.00035078i,0.0014359-0.00026448i,2.7641e-05-0.00031934i,-0.00065824-0.00069636i,7.0497e-05-0.0011789i,0.00026515-0.0015657i,-0.00027068-0.0013871i,0.00061205-0.00044297i,0.0011404+0.0002475i,0.00049123+0.00039243i,-0.00017357+0.00019266i,-0.00037446+0.00013667i,-0.00037111+0.00018836i,-0.00023153-0.00045397i,-0.00034009-0.00078878i,-2.4729e-05-0.0004716i,-3.2525e-05+0.00011056i,-0.00016245+0.00055419i,-0.00042729-0.00032417i,0.00015838-0.0010474i
0.00012629-0.00024406i,-0.00016494+0.0004442i,0.00019613+0.00044573i,0.00039675+0.00043262i,0.00058604-0.0005814i,0.00022509-0.00054955i,-1.198e-05-0.00085766i,0.0012256-0.0020755i,0.0015712-0.0024705i,0.00067397-0.0015817i,0.00078781+0.00014403i,0.0012789+0.00056006i,0.00049744+5.2098e-05i,0.00012405+0.00018043i,0.00046086-2.6628e-05i,0.00054641-0.00019481i,0.00023968-0.00018202i,0.00024509-0.0001289i,0.00028138-0.00029063i,0.0002855-0.00062413i,-0.00033472-0.00030774i,-0.0004032-3.3776e-05i,0.000645-0.00024901i
-0.00066606-0.0011465i,-0.0021352-0.001632i,-0.0024877-0.0014342i,-0.0011752+0.00021676i,-0.00087375+0.0012292i,-0.0012586+0.00087551i,-0.00070805-8.041e-05i,0.00020219-0.0011124i,0.00038123-0.0015255i,6.1124e-06-0.00096654i,0.00060087-0.00046566i,0.0014741-7.6061e-05i,0.0018723-0.00036934i,0.001469-0.00068604i,0.00050303-0.00042044i,-0.00010226-4.617e-06i,-0.00025902+0.00052039i,-0.00022993+0.00021068i,-0.00025739-0.0002519i,-0.00029081+0.00036989i,-0.00029302+0.00037407i,-0.00026151+0.00027438i,-0.00090075+0.00070201i
0.00017952-0.0021702i,0.00074445-0.0021356i,0.00049835-0.0012957i,0.0001269-0.00022535i,-0.00096007+0.00034322i,-0.0008597+0.0010626i,-4.817e-05+0.00022221i,-0.00016187-0.0015711i,-0.00033927-0.0014907i,-0.00018084-0.00030473i,0.00067703+0.00018185i,0.00066415-0.00026162i,-0.00026296+4.3254e-05i,-0.00081248+0.00047238i,-0.0013172+0.00043626i,-0.00087209+0.00028835i,-0.00056529+0.00024409i,-0.0012452-3.5662e-05i,-0.00073435-0.00062845i,0.00050159-0.0004071i,0.00036193-0.00011119i,-0.00015594-0.00046806i,0.00045881+1.4623e-05i
0.0018648+0.0016637i,0.0025798+0.0018769i,0.0017372+0.0014538i,0.0016034+0.0011789i,0.00084668+0.0003853i,-0.00098106-0.0011553i,-0.0011862-0.0013479i,-0.0001745-0.000626i,0.0002848-0.00086823i,0.00063811-0.0012201i,0.00064188-0.0003077i,0.00042351+0.00044714i,0.00052517+0.0003987i,0.00058616+0.00015468i,0.00062846+0.00037486i,5.91e-05+0.0012357i,-0.00037177+0.0010718i,4.2675e-05+0.0003593i,0.00033839-0.00019438i,-7.9281e-05-0.00038091i,-0.00043965+0.00033878i,-6.1789e-05+0.00045306i,0.00053298+0.00050552i
0.0023187-0.0010274i,0.0023588-0.00026589i,0.0010916+0.00013927i,0.000116+0.00031798i,-0.00023017+0.0001651i,-0.00098607+0.0004612i,-0.00060362+4.2072e-06i,0.00086101-0.0010662i,0.00070757-0.0019059i,-0.00038969-0.0014659i,-0.00086673-0.00026999i,-0.00034901+0.00031548i,0.00022581+0.00027109i,0.00073082+0.00054821i,0.001415+0.00062652i,0.00062032+0.00036188i,-0.00078552-3.7435e-05i,5.338e-06-0.0007095i,0.0011918-0.00075022i,0.0012377+0.00017198i,0.00051469+0.00033206i,0.00018917-0.00027504i,0.00062201-0.00042281i
-0.0018702+0.00066734i,-0.0029946+0.0017071i,-0.0023647+0.0018855i,0.00046108+0.0011115i,0.0014081+0.0012063i,0.00041572+0.0012443i,0.00012443-3.3136e-05i,0.00046928-0.0013291i,-4.923e-05-0.0020992i,-0.00047051-0.00095038i,0.0001935+0.0003531i,0.00031005+0.0003428i,-0.00052678+0.0002707i,-0.0012281+0.00032683i,-0.00092557+0.00031546i,-0.00052312+0.00012593i,-0.00043145+0.00019714i,0.00046381+0.00064549i,0.00027931+0.00056948i,-0.00050307+4.9549e-05i,-0.00016574-0.00019323i,-8.9339e-05-0.00043017i,-0.00054-0.00043667i
-0.0014056-0.0017452i,-0.0021677-0.0029563i,-0.0014883-0.0028213i,-0.00037141-0.00094646i,0.00020963+1.0278e-06i,0.00015164-0.00053391i,9.5936e-06-0.0015341i,0.00042846-0.0018365i,0.00076677-0.0015533i,0.00093456-0.001329i,0.0013041-0.00048003i,0.00092168+0.00073435i,0.0001552+0.00021803i,0.00069543-0.00038605i,0.00067866-0.00086137i,0.00042025-0.00092408i,0.00061459-0.00071666i,0.0006994-0.00050329i,0.0003966+0.00021316i,-0.0004299+3.5045e-05i,-6.9282e-05-0.0013477i,0.00026149-0.0019967i,0.00021848-0.00097776i
0.0011588-0.0024321i,0.0010222-0.0024871i,0.00027102-0.001692i,-0.00035938-0.00012261i,-0.0012579+0.0010263i,-0.0018017-0.00029203i,-0.0007215-0.0016446i,-9.302e-05-0.0020875i,-0.00051578-0.0023402i,-0.00093363-0.0011833i,-0.00082575+0.00015733i,0.00027209+0.00031086i,0.0013213+3.8207e-05i,0.0010739+0.00067497i,0.00018689+0.0010379i,-0.00019425+0.00063393i,-0.00048396+0.00022119i,-0.00020573+0.00024979i,0.00030014+0.00015327i,0.00073-0.00066414i,0.00046194-0.00064396i,-0.00021782+0.00045865i,-0.00040933+0.00042622i
0.0015733-0.00061964i,0.001511+0.00036676i,0.00099621+0.00035633i,0.0013609+0.00053273i,0.00092146-5.3065e-06i,0.00048663-0.00075427i,0.00065464-0.0010393i,0.00065992-0.0010998i,0.00043955-0.0012585i,0.00042545-0.00099913i,0.00084095-6.9736e-06i,0.00074454+0.00063028i,0.00071908+6.6193e-05i,0.00092915-0.00047108i,0.00023689+6.3444e-05i,-0.00053142+0.00032226i,-0.0002783+0.00024476i,-0.00029985+4.4445e-05i,-0.0003887-0.00070819i,0.00019406-0.0002402i,0.00023529+0.00063666i,0.00014867+0.00067079i,0.00038803+0.00088121i
0.00088041-9.1387e-05i,0.0009152+0.0011385i,0.00015657+0.00039974i,-0.00022383+0.00060305i,0.00028079+0.00093747i,0.00026919+0.00032149i,0.00084285-0.00024695i,0.0005626-0.00075221i,3.8562e-05-0.0010788i,1.5877e-05-0.00082545i,-9.3093e-05-0.00034698i,-0.00017114+0.0005764i,-0.00044406+0.00050279i,-0.00021897-0.00016458i,0.00010514+0.00023862i,-0.00032068+0.00056227i,-0.00030543-0.00018699i,0.00063366-0.00012459i,0.00076182-0.00017147i,0.00018022-0.0007804i,5.4145e-05-0.0011277i,6.6282e-05-0.0010236i,5.916e-05-0.0004241i
-0.0025393+0.0011432i,-0.0017397+0.0020314i,-0.0011052+0.0026481i,-0.00035113+0.0021466i,0.00032265+0.00073261i,0.00084417-0.0009217i,-3.9126e-05-0.0016464i,-8.325e-05-0.0020561i,0.00038299-0.0023602i,0.00032058-0.0014996i,0.00058237-9.1806e-05i,0.00092228-0.00013322i,0.00016042-0.00017455i,-0.00060453+0.00039682i,-0.0011248-0.00011845i,-0.0010791-0.00030061i,-0.00071953+0.00061886i,-0.00024979-0.00024382i,0.00045339-0.0018613i,0.00052858-0.0013881i,-0.00015216-0.00087563i,-0.00041722-0.00070172i,-0.00078347+0.00025925i
-0.0026266-0.00054802i,-0.0034545-0.00065003i,-0.0024435-3.877e-05i,-0.0008956+0.0010038i,-8.8534e-05+0.00085458i,0.00053135+3.3332e-05i,0.0008854-0.0011236i,0.00075799-0.0025216i,0.00056328-0.0020909i,0.00054472-7.4372e-05i,0.00088675+0.00091104i,0.00096601+0.00068263i,-3.2017e-05+0.00049758i,-0.00019565-2.4472e-05i,3.9122e-05-0.00017366i,-0.00026509-0.00034972i,-0.0004765-0.00015376i,-0.00041603+0.00025792i,-0.00034542+0.00018129i,-0.00010255-0.00031484i,-8.865e-05-0.00090171i,-0.00026643-0.00090216i,-8.8982e-05-0.00063095i
-0.00012295+0.00058188i,-0.00018555-0.00073133i,8.6407e-05-0.0011189i,-5.819e-05-0.00060455i,0.00028363-0.00060128i,-7.9402e-05-0.0013647i,-0.0009801-0.0017502i,-0.00064052-0.00093909i,3.4113e-05-0.0002092i,0.00017578-0.000411i,-0.00027455-6.8628e-05i,-0.00053025+0.00041266i,-0.00055703+0.00013093i,-0.0004471-0.00031824i,-0.00072651+0.00016396i,-0.0011216+0.00050132i,-0.0012303+0.0002374i,-0.0010407-0.00019551i,-0.00095749-0.00015841i,-0.00034212-0.00030143i,0.00052422-0.00047273i,-0.00053692-0.00011856i,-0.00083035-2.5446e-05i
0.0016056+0.00024286i,0.001122-0.001213i,0.00063044-0.00090726i,0.00044319+9.9299e-05i,0.00015283+0.00028556i,-0.0005929-0.0008537i,-0.00076843-0.0010881i,-5.5008e-05-0.00015805i,0.00055143-0.00099898i,0.00057294-0.0019171i,0.00048865-0.00063663i,0.00062688+0.00097137i,0.0002591+0.00077617i,-0.00045384+0.00058877i,-0.00029083+0.00013394i,-0.00018635-0.00078835i,0.00030751-0.0007073i,0.00065688+0.0001605i,-0.00025881+0.00034193i,-0.0007185-0.00018955i,-0.00021049-0.00055466i,0.00018195-0.00059539i,-0.0003732-0.0010783i
0.0010802+0.0020494i,0.00090273+0.0018848i,0.0010385+0.0015894i,0.0011007+0.001069i,0.00044341+0.00062403i,-9.9378e-05-8.2435e-05i,-3.121e-06-0.00043813i,3.7396e-05-0.00067753i,0.00028005-0.0013817i,0.00056049-0.0017774i,0.0004775-0.00068863i,0.00050694+0.00095068i,0.00032262+0.00083597i,-0.00034756+0.00026604i,-0.00017906+0.00032426i,7.3726e-05+0.00030202i,-0.00023697+0.0001183i,-0.00049554-0.00026666i,-0.00037348-0.00043861i,-0.00056349-0.00079878i,-0.00056822-0.00086249i,-0.00019699-0.00077811i,8.7451e-05-3.6192e-05i
-0.00099393+0.0011332i,-0.0016752+0.0024728i,0.00017676+0.0018873i,0.0018996+3.2054e-06i,0.0013395-0.00045417i,0.00021331-0.00069332i,-0.00041582-0.0012568i,-0.00042723-0.0011533i,-7.7889e-05-0.0013092i,0.00027082-0.001211i,0.001008-0.00071424i,0.00092996-0.00039647i,-2.3573e-06-0.00020801i,-0.00026856-0.00017335i,-6.4006e-05-8.4139e-05i,0.00030085-7.4991e-05i,0.0010074+0.00011292i,0.00048857-0.00022449i,-4.0555e-05-0.00067457i,0.00056247-0.00055021i,0.00089769+5.8185e-05i,0.00012243+0.00013348i,-0.00030662-0.00042973i
-0.0026502-0.0011374i,-0.002357-0.00040641i,-0.00161+0.000423i,0.00011566+0.0010407i,0.0011285+0.00094253i,0.0011438+0.00020273i,0.00070056-0.00017127i,7.2986e-06-0.00099858i,-0.00049728-0.001614i,-0.00051958-0.0008831i,5.8344e-05-2.6452e-05i,0.00018398+0.0005636i,-0.00010603+0.00090277i,-0.00023013+0.00075699i,-0.0003161+0.00095507i,-0.0002554+0.00091305i,-0.0004452+0.00055668i,-0.00025825+0.00034034i,0.00012158+0.00026223i,-0.00092606+2.1926e-05i,-0.0016706-0.00077689i,-0.0015415-0.00069537i,-0.0011979-0.00025596i
-0.00058442+0.00010635i,-0.00094739-0.00037477i,-0.00055124+0.00077047i,0.00027484+0.00029001i,0.00047108-0.00025619i,-0.00035318-0.00078299i,-0.0004614-2.6163e-05i,0.00030665+0.00038528i,0.00087089-0.00023919i,0.0011212-0.00037426i,0.0012951-0.00044389i,0.0011291-0.00013738i,0.00021131+0.00045109i,-0.00096019+0.00062103i,-0.0011764+0.00034229i,-0.00039214+0.00020704i,-5.7224e-06+0.00054999i,-0.0003562-6.3098e-05i,-0.00064018-0.00107i,-9.1167e-05-0.00073589i,0.00014919+8.4786e-05i,-0.00062796+0.00013007i,-0.00078885-0.0003727i
0.0011794-0.0027029i,0.0017305-0.0011127i,0.00040345-0.00021328i,-0.00032027+0.0007301i,-0.00081274+0.00042158i,-0.00071375-0.00058727i,6.5433e-05-0.00095013i,0.00095602-0.00099185i,0.0011351-0.0012335i,-0.00035974-0.0013469i,-0.0012451-0.0011085i,-0.00042546-0.00053518i,-0.00013605-0.00070374i,-0.00010563-0.0010778i,0.00014645-0.00060596i,3.7662e-05+4.3949e-05i,-0.00013417+0.00043698i,0.00018927+0.00046458i,0.00059259-0.00017245i,0.00038505-0.00011468i,-7.4704e-05+4.6078e-05i,-0.00011344-0.00055921i,0.00064983-0.00049215i
-0.00092577+0.0031369i,-0.0010493+0.0022952i,-0.00094259+0.0014076i,-8.9785e-05-0.00042443i,0.0010796-0.0015817i,0.00090164-0.001765i,-0.00033468-0.0016214i,-0.00061125-0.0013854i,0.00023671-0.0015204i,0.00095973-0.00075546i,0.00088916+0.00035274i,0.00012118-7.5828e-05i,-0.0009907-0.0001203i,-0.0010328+0.0011102i,-0.00078143+0.00062996i,-0.00048424+7.8523e-05i,-7.861e-05+0.00055973i,-0.00044425+0.00024812i,-0.00056923-0.00055248i,-1.1557e-05-0.00049104i,-0.00014598+0.00024388i,-0.0010066+0.0005437i,-0.00019997+0.00014396i
0.00056873+1.0684e-05i,0.00082825+0.0009394i,0.00056178+0.00040308i,0.00059814-0.00091806i,0.00083488-0.0013157i,-0.00044528-0.0008581i,-0.0011518-0.00066775i,-0.0012515-0.0013752i,-0.00048636-0.0024984i,0.00076984-0.0019184i,0.00033026-0.00042636i,3.8807e-05+0.00055459i,0.00031784+0.0003631i,6.1101e-05+9.994e-05i,-0.00050683+0.00022473i,-0.0012292+0.00074113i,-0.00090721+0.0011293i,-0.00039769-9.4368e-05i,0.00018972-0.00064921i,0.00075891-0.00057709i,0.00093419-5.5265e-06i,0.00035154+0.0007365i,0.00014916+0.00062957i
-0.0024317-0.00026366i,-0.0014492+0.00015095i,-0.00093366+0.0018835i,0.00022787+0.0027064i,0.0015027+0.0025579i,0.0010037+0.0014484i,0.00020056-0.00055659i,0.00042514-0.001522i,-0.00018861-0.0011696i,-0.00032592-8.1615e-05i,0.00049122+0.00061045i,0.0010385+1.5733e-06i,0.00092168-0.00013902i,0.00060592+5.5536e-05i,0.00082404+0.00021018i,0.0011197+0.00021881i,0.00065624+0.00045312i,2.9009e-05+0.00079522i,5.005e-05+0.00031609i,0.00042239+3.7802e-05i,0.0004226+6.4734e-05i,0.00042718+0.00024218i,0.0002458+0.00059035i
-0.0023511-0.0022017i,-0.002061-0.0013489i,-0.0020732+0.00054016i,-2.0447e-05+0.0014057i,0.0015246+0.00088579i,0.0012366-0.0003465i,0.00076406-0.00054915i,0.00041671-0.00095259i,0.00048011-0.00095203i,0.0008243+1.7802e-05i,0.0013381+0.00063852i,0.0013273+0.00063984i,0.00078368+0.00024264i,0.00058706+0.00043864i,0.0004558+0.00022373i,-0.0003627-0.00056216i,-0.000992-0.00048917i,-0.0006612+2.243e-05i,-0.00054669+8.1931e-05i,-0.00038857-0.00034242i,0.00026628-0.0010172i,0.00037866-0.001089i,-0.00011011-0.0010399i
0.0016361-0.00057957i,0.00096397+5.8359e-05i,0.00038449-0.00023085i,0.00046121-0.0004011i,0.00071044-0.00018574i,-0.00041729-5.3221e-05i,-0.0014298+0.00013657i,-0.00086884-0.00092384i,-0.00031089-0.0016743i,0.00010387-0.00071488i,9.7667e-06-0.00037938i,-0.00013708-0.00033159i,-0.00027848+0.00028095i,-0.00043667+0.00050311i,-6.3165e-05+0.00015143i,0.00028249+0.00021334i,6.8678e-05+0.00047086i,-0.00021335+0.00010355i,-0.00041894+0.00020798i,-0.00020558-2.7104e-05i,0.00065698-0.00024992i,0.000343+0.00016505i,-0.00040741+0.00023535i
-0.00011827+0.0014676i,-4.2113e-05+0.00028438i,-7.5304e-05+0.00039021i,0.00070749+0.00034877i,0.00093599+8.3115e-06i,0.00023155-0.0012125i,-0.00065709-0.0015674i,-0.00079623-0.0011565i,-0.00017532-0.0012993i,0.00043676-0.00033283i,0.0012075+0.00032849i,0.00068615-0.0002815i,-0.0012304-0.00048896i,-0.001585-0.000233i,-0.00091416-0.00041549i,-0.00043992-0.0003626i,6.2904e-05-0.00010016i,0.00099578-0.00090847i,0.0011487-0.00051265i,0.000605+0.00017414i,0.00066939-6.252e-05i,-0.00030048-0.00056122i,-0.0011141-0.00039975i
