0.00020699+0.00066612i,0.0002208-0.0007229i,-0.00026516-0.0013978i,-0.0017182-0.0014886i,-0.0026439-0.0010861i,-0.0017845+0.00080568i,0.00014998+0.0019745i,0.0016291+0.0011501i,0.0021783+0.00055627i,0.00089998+0.000105i,0.0002557-0.00088791i,0.00047673-0.00087669i,0.00036666+0.00057006i,-5.1356e-05+0.0013169i,-0.00028797+0.00055018i,-5.1529e-05-0.00016958i,0.00071452-0.0003145i,0.0012084+1.1515e-05i,0.0010961-0.0002848i,0.0015547+4.6794e-05i,0.0013797+0.00030943i,0.00031694+1.7433e-05i,0.00033456+0.00022204i
0.00097881+0.0011318i,0.0013404-0.00024114i,0.0015296-0.0012725i,0.00076113-0.0010482i,-0.00064088+0.00011941i,-0.0009008+0.000505i,0.00038871+0.00015124i,0.0015519+0.00050471i,0.0012422+0.00040212i,0.00081542-0.00051299i,0.00087417-0.00058391i,0.00032205-0.00042771i,5.2503e-05-0.00041582i,-0.00011719-0.00022681i,0.00018205-0.000355i,0.00039332+5.6181e-05i,0.00015024+0.00033825i,-3.6908e-05-5.4207e-05i,-8.0212e-05+5.6934e-05i,-0.00012202-0.00015821i,-0.00082715-0.00039158i,-0.00077026+0.00013596i,-1.3706e-05+0.00091838i
-0.0014677+7.503e-05i,-0.0023935+0.0010669i,-0.002911+0.0004183i,-0.0020473+7.2236e-05i,-0.00066094+0.00021242i,-0.0002747+0.00095054i,-0.00018444+0.0012414i,0.00019907+0.00090421i,5.0509e-05+0.00034225i,-6.9732e-06+0.00018502i,0.00020085+0.0005599i,1.023e-05+0.00062128i,0.00063168+0.00010117i,0.00094906-1.4156e-05i,0.0006636+0.00015759i,0.00095728-3.9948e-05i,0.0011302+3.7194e-05i,0.00054508-0.00037693i,0.00041313-0.0014153i,0.0007315-0.0012258i,0.00047417-0.00088867i,0.00041541-0.00014917i,-1.3058e-05+0.00049506i
-0.0017624+0.00098995i,-0.0017617+0.0013453i,-0.0010286+0.0011318i,-0.0011442+0.00030527i,-0.0013121+2.0879e-05i,-0.0012853+9.4143e-05i,-0.0009837-8.0122e-05i,-0.00027744-0.00057411i,-0.00010905-0.00090187i,0.00045088-4.131e-05i,0.00096495+0.00051484i,0.00093798-0.00031591i,0.0012407-0.00043923i,0.0010913-0.00055968i,0.0012167-0.0012131i,0.0011839-0.0012912i,0.00017537-4.2606e-05i,-0.0003054+0.00024703i,-2.0242e-05+0.00013209i,-2.8353e-05+0.00013814i,-0.00011388-2.4888e-05i,-0.00013672+4.5641e-05i,0.00027345+0.0001584i
-0.00069882-0.00070037i,-0.0010263-0.00056206i,-0.00039641-0.00047263i,-3.3018e-06+0.00016629i,0.00017468+0.00096905i,-0.00015402+0.0016124i,-0.00035288+0.0014573i,-0.00056865+0.00057028i,-0.00027656-0.00018368i,0.00092402-0.0010105i,0.0012012-0.001212i,7.7685e-05-0.00032939i,-0.0012357+0.00042549i,-0.001208+0.00015188i,-0.00082549-0.00029203i,-0.00040539-0.00015334i,2.0495e-05-0.00015195i,-0.00061802-0.0006995i,-0.0009556-0.0010913i,-0.00060146-0.00072336i,0.00015242+0.00037349i,0.00070454+0.00056962i,0.00024373-1.4571e-05i
-0.0020301-0.0020309i,-0.001924-0.00182i,-0.00093173-0.00070266i,0.00035795-0.00054716i,0.00053184-0.00091294i,-0.00047093-7.9075e-05i,-0.0006271+0.0011841i,-4.3477e-05+0.0011734i,0.00043007+0.00093594i,0.00036645+0.0010693i,0.00046325+0.00048249i,4.5093e-05-0.00058546i,-0.00020067-0.0014007i,0.00074946-0.0019467i,0.00073085-0.0013757i,0.00023213-0.00052527i,-8.9833e-05+4.8219e-06i,-0.00020979+0.00086064i,7.088e-05+0.001457i,-9.4278e-05+0.0010807i,-0.00041389+0.0004197i,-0.00011623+0.00018065i,-0.00018844+3.4641e-05i
0.0023104-0.00054286i,0.0021776-0.0019024i,0.001661-0.002905i,0.00032867-0.0033019i,-0.0020742-0.0027787i,-0.0028298-0.00050034i,-0.0016401+0.0014224i,-0.00022938+0.0012808i,0.00050299+0.00032872i,0.00018052-0.00021131i,-0.00066345-0.00038387i,-0.00099562-0.00052792i,-0.0009787-0.0002649i,-0.00086206+0.00031423i,-0.00089721+0.00050851i,-0.00051335+0.00025678i,-0.00024859+6.6969e-05i,4.5138e-05-0.00012184i,0.0005528+0.00016081i,0.0011559+0.00074064i,0.0011046+0.00050562i,0.00026306-2.3426e-05i,-0.00016796-0.0002545i
0.0014702-0.00057866i,0.0013507-0.00040801i,-0.0002247+4.1906e-05i,-0.00067991+0.0010504i,-4.5623e-05+0.00096915i,0.00048129+0.0013381i,0.00021277+0.0017786i,-0.00030806+0.0012242i,-0.00011569+0.00088998i,-7.1012e-05+0.00032389i,0.00012698+1.3311e-05i,0.00012617+0.00037865i,-0.00059222+0.00047341i,-0.00039435+0.00014265i,-0.00023243-0.00015909i,-0.00042441-0.00063709i,-0.00077582-0.00073303i,-0.00059265-0.0004214i,0.00060491-0.00016235i,0.0013046-0.00024626i,0.00045789-0.0003763i,-0.00039508-0.00082374i,-0.00028891-0.00017963i
0.0010507+0.0012563i,0.00068216+0.00024735i,-0.00015453-0.00083688i,-0.00056868-0.0012391i,-0.00037774-0.0012168i,-0.00039234-0.0013569i,-0.00060404-0.00092462i,-0.0006601+7.0794e-05i,7.3384e-05+0.00013406i,0.0003774+0.0001034i,-0.00019135+0.00030378i,-0.00057085-4.5746e-07i,9.2293e-06-0.00013038i,0.00039725+0.0001458i,0.0007411+6.5612e-05i,0.00066013-0.00042705i,3.7153e-05+2.4589e-05i,-0.00062558+0.001005i,-0.00051316+0.00095971i,-0.00024646+0.0010242i,-0.00031222+0.00090893i,-0.00043667+0.00010318i,-0.00018456-0.0001546i
0.00038424+0.0011875i,0.00058579+0.00032441i,0.0013916-0.00030249i,0.0015098-0.001078i,0.00059946-0.00032264i,-0.00068967+0.00087259i,-0.00085581+0.00093045i,0.00015744+6.8883e-05i,0.00012164-5.5854e-05i,-0.00011446-0.00026478i,-0.00038908-0.00055539i,-0.00079773-0.00055075i,-0.00077373-0.00080185i,-0.00081622-0.0010093i,-0.00086167-0.00090531i,-0.00025874+7.209e-05i,-4.9014e-05+0.00065904i,-0.00081507-0.00014415i,-0.00060319-0.00010718i,6.9371e-05+0.00037985i,0.00021619+0.00029272i,0.00022034+0.00024818i,-0.00016994+4.6494e-05i
-0.00035426+9.8137e-05i,-0.00083086+0.00082105i,-0.0018549+0.00064112i,-0.0011909+0.00066956i,-7.1816e-06+0.0011534i,-0.00011229+0.00082743i,-0.00022355+0.00050524i,-5.9984e-05+0.00051031i,0.00043645+0.0002707i,0.00015243-6.3412e-05i,-0.00022606-0.00049582i,0.00023265-0.00035944i,0.00023076-0.00038156i,-0.00026042-0.0003848i,-0.00016704-3.7201e-05i,-0.00035879+5.2687e-05i,-0.0010946+0.00047072i,-0.0014344+0.0011663i,-0.00060952+0.0010286i,3.2064e-05+3.5674e-05i,-3.6138e-05-7.8051e-05i,-0.00057971-1.7242e-05i,-0.00067833-0.00037717i
-0.00014306-0.0013i,-0.00037974-0.0025071i,-0.00091202-0.0046261i,-0.0014111-0.0041181i,-0.00177-0.001975i,-0.0014067+0.00064646i,-0.000743+0.0016008i,-3.4013e-05+0.0010013i,0.00010157+0.00081575i,-0.00056948+0.00048774i,-0.00087723+1.5341e-05i,-0.00030844+0.00028995i,0.00041939+0.00073815i,0.00029354+0.0019714i,4.0834e-05+0.0017541i,0.00011633+0.00018709i,0.00023505-0.00037187i,0.00078999-1.7586e-05i,-0.00021912+0.00043034i,-0.0013313-0.00058561i,-0.0003392-0.001134i,9.1525e-05-0.00016503i,0.00012708-0.00014253i
0.0001142-0.0015799i,5.6612e-05-0.0015404i,-0.00028574-0.00058461i,-0.0015203-0.00021474i,-0.0019493-0.00090374i,-0.00052336+0.0001518i,9.264e-05+0.0013221i,-0.00025093+0.00064894i,-0.00039881-2.8424e-05i,6.9053e-05+6.7362e-05i,3.5958e-05-0.00037699i,0.00015654-0.00042607i,0.00019042+3.7395e-05i,0.00017118-9.1483e-05i,0.00050681+0.0002756i,0.0004961+0.00044141i,-0.0001625+4.2104e-05i,-0.00049143+0.00027273i,5.2954e-05-0.00010023i,0.00027577-0.001094i,0.00030697-0.0012279i,-6.2645e-05-0.0011164i,-0.00054059-0.00072269i
0.0021725-0.0010586i,0.00092257-0.0011379i,-0.00076935-0.0009052i,-0.0012775-0.0004099i,-0.0010247-0.00031895i,-0.00091771+0.00032996i,-0.0010714+0.0010119i,-0.00044253+0.0012936i,8.9898e-05+0.0012128i,-0.00010342+0.00057872i,-0.00032827+0.00033235i,-0.00031123+0.0010024i,-0.00058722+0.00071933i,-0.00036175-0.00045318i,0.0004118-3.0521e-05i,0.00040297+0.00054236i,0.00030123+0.00014121i,0.0005928+6.514e-05i,0.00032826-0.00013682i,0.00011804-0.00026625i,-0.00029541-0.00072882i,5.1087e-05-0.0014469i,0.00017148-0.0012163i
0.00061244-0.0006327i,-0.00035963-0.00050155i,-0.00098256-0.00098345i,-0.001172-0.00072034i,-0.0017468+0.00079562i,-0.0010163+0.0010241i,0.00038647+0.0006882i,0.00084664+0.00068392i,0.0004147+0.0011405i,-0.00012422+0.00029215i,0.0005916-0.00083074i,0.0006398-0.00032694i,-0.00044567-0.00050337i,-0.00034155-0.000881i,0.00056645-0.00072885i,0.00044901-0.0016161i,-0.00046362-0.0014575i,-0.00059665-0.00089109i,0.00040113-0.00087797i,0.00068761-0.0011176i,-0.00012134-0.00076881i,-0.0001042-0.00011743i,0.00078139-0.00026413i
0.0010784-0.00035325i,0.0010348-0.00053817i,0.0018118-0.0013086i,0.0010371-0.0012146i,-0.00027715-0.00055534i,-0.0006363+0.00030453i,0.0004586+0.00082699i,0.0012965+0.00043382i,0.00054166-8.2377e-05i,-0.00043247+0.00021575i,-0.00012838+0.0003104i,8.2535e-05+0.00045025i,-0.00049025+0.00050161i,-0.00034044+0.00080561i,-0.00013373+0.0005853i,-0.00060686-0.00023952i,-0.00097387-0.00026815i,-0.0003996+1.3841e-05i,0.00075279-5.0799e-05i,0.00072276+0.00054681i,-0.00017053+0.0014144i,1.5242e-05+0.00080552i,0.0014951+0.00024183i
0.00026196+0.0012403i,-0.00010447+8.0717e-05i,-0.0010075-0.0013636i,-0.0011791-0.0019106i,-0.00085104-0.00071908i,-0.00052672+0.00064272i,-0.0010149+0.0011628i,-0.0014236+0.0014758i,-0.00050369+0.0010105i,-0.00011238-0.00051896i,-0.00029531-0.0013928i,-8.6982e-05-0.00097402i,-1.2945e-05-0.00033468i,0.00033476-0.00058073i,0.0012218-0.0010124i,0.00064396-6.1349e-05i,-0.00024588-6.7412e-05i,-0.00018108-0.00035981i,0.00034012-8.4236e-05i,0.0008896+0.00026528i,0.00065187+0.00067107i,-9.7938e-05-2.1884e-05i,-0.00080402-0.0013119i
0.00041762+0.00025263i,0.00090045-0.0012207i,0.0016873-0.0014526i,0.0012364-0.00053244i,5.7792e-05-0.0004667i,-0.00029065+0.00038512i,9.791e-05+0.0015356i,4.5491e-05+0.0013428i,-1.7767e-06+0.00058114i,0.0001879-0.00034861i,-0.00018041-0.00043971i,-4.2664e-05-1.9411e-05i,-0.00037706+5.1155e-05i,-0.00055092-0.00019493i,-0.00067374-3.1456e-05i,-0.00050431+0.00024773i,-0.00019054+0.00017655i,-7.6273e-05+0.00039235i,6.3934e-05+0.00051218i,0.0001327+0.00074925i,0.00012429+0.0011674i,-0.0001971+0.00084017i,-9.7226e-05+0.00069457i
-0.0011444+0.00070831i,-0.00022709-0.00025434i,4.7585e-05+4.7724e-05i,-0.00090436+0.00030967i,-0.00053148-0.00068851i,0.00026253-0.00081626i,0.00016273-0.00071711i,0.00041066-0.00082925i,0.00048402-0.00032946i,0.00041691+0.00054846i,0.00042419+0.00040913i,5.0589e-05+3.4634e-05i,0.0004065-0.00026902i,0.0011112-0.00029657i,0.0012668+0.00042298i,0.00021168+0.0009943i,-0.00013948+0.00038667i,4.5301e-05-0.00055524i,-0.00012878-0.00054164i,0.00061863+0.0001072i,0.00054508+0.00056306i,0.00011075+0.00060464i,0.00028519+0.00022718i
-0.00047961+0.00025851i,-0.00050198-0.00099169i,0.00078914-0.0018898i,0.00082646-0.00071746i,0.00018695+0.00022549i,-0.00048492+0.00010511i,-0.0014537+0.00066673i,-0.0013869+0.00077635i,-0.00082125+0.00033081i,-0.00036848+2.0667e-05i,0.00069259-0.00042519i,0.00024534-0.00034335i,-0.00024796-3.4354e-05i,0.001168+7.7774e-05i,0.00093966+0.0007488i,-0.00044727+0.00047775i,-0.00046451-0.00073884i,0.00017012-0.0008945i,0.00052058-0.00081944i,0.000184-0.0010391i,-0.00017392-0.0003942i,-0.00061549+5.9138e-05i,-0.0011518-0.00025007i
0.00080612-0.0010471i,0.00067784-0.00028205i,0.00096908-0.00017815i,0.0008007-0.00085359i,0.00016007-0.00085253i,0.00094806-0.00062135i,0.0025687-0.00046976i,0.0019951-0.00061492i,8.209e-06-0.00017641i,-0.00079651+0.00039266i,-0.00067694-0.00034876i,-0.00015655-0.00060986i,9.1711e-05+0.00020874i,0.00028732+0.00052101i,0.00035953+0.00095517i,-0.0003332+0.0012044i,-0.00067609+0.00055453i,-0.00027243-0.00021592i,-0.00015542-0.00056895i,-0.0001786+0.00037551i,-0.00016936+0.0010664i,-0.00020273-0.00039902i,-0.00019334-0.00075471i
0.00011221-0.0012729i,0.00020398-0.0013362i,-0.00050953-0.0013997i,-0.0011607-0.00147i,-0.0017351-0.0010885i,-0.0030158-0.00028788i,-0.0020224+0.00044636i,-0.00032706+0.0012963i,0.0003522+0.00078783i,0.0006058-0.00024985i,0.00081476-0.0010507i,0.00035684-0.00064734i,-0.00042122+1.4148e-05i,-0.00028579+0.00045627i,-0.00021895+0.00050444i,0.00020154+0.0001652i,0.00057051-0.00019723i,2.9499e-05-2.34e-05i,-0.00059692+0.0005283i,-0.00071859+0.00073026i,-4.3024e-05-1.138e-05i,0.00042962-0.001227i,0.00060602-0.00094336i
0.00038114+0.00064628i,-0.0012281-0.00017711i,-0.0013774-0.0011065i,-0.0007298-0.00078489i,-2.1463e-05+0.00041371i,0.00049232+0.00095819i,0.00050697+0.0008962i,0.00046805+0.00042954i,0.00038143-0.00063538i,0.00032608-0.0010392i,0.00031129-0.0010907i,0.00086148-0.0013201i,0.00085013-0.0010691i,0.00020817-0.00059429i,-0.00019701+0.00054936i,0.00047866+0.00083886i,0.0013064+0.00042595i,0.0007213-8.3186e-05i,0.00014302-0.00053197i,0.00032184-5.4367e-05i,0.00017178+0.00042364i,0.00018262+0.00041113i,0.00069915+0.00048364i
0.00051062+0.00023601i,0.0014116+2.1815e-05i,0.0010032-0.00039359i,0.00019241-0.00049479i,-0.00078967-0.0013097i,-0.0011956-0.0013081i,-0.0012053-0.00047432i,-0.00061512-0.00026717i,-5.506e-05+4.1828e-05i,-0.00028064-0.0002454i,-0.00063972-0.0014106i,-0.00038296-0.0019576i,-0.00014068-0.0016093i,-5.008e-05-0.00052056i,-0.00021519+0.00014592i,-0.00031438-0.00018569i,-0.00018091+0.00016047i,0.00010634+0.00049713i,0.00066284+0.00011718i,0.00046476-0.00019838i,-3.4178e-05-1.2942e-05i,-2.855e-05+0.00068737i,0.00017117+0.00083557i
-0.00078829+0.0017636i,-0.00031391+0.0019938i,-0.00039049+0.0014457i,-0.0009911+0.00072063i,-0.00096734+0.0010929i,-0.00084406+0.0010357i,-0.00075798+0.0011468i,-0.00081117+0.00055924i,-0.00048907-0.00049719i,4.0208e-05-0.00046694i,0.00020675+0.00012545i,-0.00019291-0.00013877i,7.3333e-05-0.00041358i,0.00020279+0.00057137i,0.00030852+0.0006955i,0.00083252-0.00048971i,0.00098008-0.00034936i,0.00076934+6.9751e-05i,6.7392e-05+8.6825e-05i,-0.00017884-2.9825e-05i,-0.00017669+0.00019853i,0.00014386+0.00045997i,0.00036976+0.00034664i
-0.00030912-0.00044411i,3.6318e-05-0.0017439i,0.0013804-0.0025664i,0.0016849-0.0026092i,0.00092837-0.0017093i,-0.00045854-9.5138e-05i,-0.0004998+0.00068863i,0.00023326+0.0008145i,0.00036633+7.4138e-05i,0.000408-0.00084481i,0.00080426-0.0009628i,0.00020897-0.0011855i,-0.0014345-0.00086148i,-0.0015914+0.00034364i,-0.0011284+0.00096206i,-0.00047963+0.00099243i,-2.4055e-05+0.0011265i,0.00043802+0.0011905i,0.00095062+0.0013424i,0.0009816+0.0007507i,0.00099157-1.7324e-05i,0.0010186-0.00011142i,0.00048259-0.00010144i
0.0023382+7.6845e-05i,0.0031399-4.0275e-05i,0.0025593-0.00098696i,0.0013121-0.0016307i,0.00023103-0.001883i,-0.0010101-0.0018452i,-0.0012361-0.0010136i,-0.0009075-6.2313e-05i,-0.00077305+0.00038139i,-0.00022502-0.00049535i,0.00026506-0.0014184i,0.00050789-0.0015921i,2.7129e-06-0.00076311i,-0.00088967+0.00018369i,-0.0014155+0.00010916i,-0.00066048-0.00011755i,-6.4244e-05-0.00043561i,-0.00013773-0.00029521i,-6.4829e-05+0.00028803i,0.00070355+0.00024418i,0.00098237-0.00040869i,0.00054925-3.0684e-05i,-0.00012458+9.6407e-05i
0.0067334+0.0038777i,0.0091391+0.0013236i,0.0095686-0.0039307i,0.0051525-0.0051833i,-5.8216e-05-0.0048885i,-0.0036301-0.0021018i,-0.0029207+0.0014846i,-0.00103+0.0016317i,0.00058495+6.769e-05i,0.00076338-0.0013499i,-0.00079394-0.0014993i,-0.0023671-0.00094483i,-0.0031082+0.00027076i,-0.0033201+0.0015016i,-0.0035826+0.0017301i,-0.0030506+0.0011899i,-0.00087834+0.00042432i,0.00013965+0.00063759i,-0.00013151+0.001676i,0.00045872+0.0019613i,0.0013252+0.00081432i,0.0017698-0.00042245i,0.00133-0.00074558i
-0.0010671-0.0010705i,-0.0019253-0.0012871i,-0.003157+0.0015099i,-0.0014886+0.0031594i,0.0014297+0.0022331i,0.0029594+0.00055396i,0.0021519-0.00057905i,0.0013118-0.00055122i,0.00052305+0.00037719i,1.7464e-05+0.00095816i,0.00095244+0.0012569i,0.00082987+0.00068631i,0.00046976-0.00047664i,0.0023608-0.0010365i,0.0026713-0.00079914i,0.00095861-0.00011367i,0.00046493+0.00038204i,0.0010243+0.00085742i,0.00095399+0.00061779i,0.00053235+0.00019486i,-0.00014907-8.4862e-06i,-0.00024389-0.00010368i,0.00029269+0.00033282i
-0.0047286+0.0011828i,-0.0056797+0.0032025i,-0.0037038+0.0037463i,-0.00024947+0.002829i,0.00053155+0.0016634i,0.00071121-2.3733e-05i,0.00071561-0.0011843i,0.00049176-0.001059i,0.0002473+0.00021288i,1.8915e-05+0.0013806i,0.00084197+0.0009353i,0.0019011-0.00014467i,0.0019946-0.00099364i,0.0017338-0.0020288i,0.0013421-0.0016608i,0.0011367+1.2655e-06i,0.00082092+0.00088546i,-6.5215e-06+0.00033108i,-0.00016556-0.00074869i,-4.9727e-05-0.00055831i,-0.00031267-0.00013029i,-0.00031267+0.00023789i,0.00034303+1.2618e-05i
-0.0044674-0.0030996i,-0.0043901-0.0029896i,-0.0035393-0.00195i,-0.0022497-0.00016096i,-0.0019199+0.0013703i,-0.00092405+0.0018718i,0.00062708+0.0015498i,0.00049163+0.0009172i,6.3283e-05+0.0007303i,0.00075216+0.00094938i,0.00094789+0.00062184i,0.0010332+0.00013362i,0.0014097-0.00062136i,0.0019496-0.00080611i,0.0016387-0.00045381i,0.00041982-0.00050888i,-0.00042326-0.00089572i,-2.7639e-05-0.00092269i,0.00058962-0.00065055i,0.00023659-0.0003702i,-0.00011554+0.0004702i,-0.00049503+0.00083025i,-0.00026556+0.00051707i
-0.0025013-0.00073856i,-0.002909-0.00026812i,-0.0014765-2.7391e-05i,0.00016923+0.00037316i,0.00076176-0.00033534i,0.0013559-0.0011557i,0.00095431-0.00046985i,-0.00064434-0.00010571i,-0.0013544+0.00020912i,-0.0010373-9.304e-05i,-0.00093848-0.00063093i,-0.00069964-0.00071048i,-0.00044941-0.00072071i,-0.00059455-0.00076394i,5.077e-05-0.00059503i,0.00032831-0.00056741i,0.00036305-0.0006676i,0.00027097+0.00044173i,-0.0002628+0.00089899i,-0.00084925+0.00041389i,-0.00082003+0.00020725i,-0.00015458+0.00027512i,0.0001356+0.00065037i
0.0011447-0.0014874i,0.00020553-0.00025161i,-0.00080076+0.00087498i,-0.00068029+0.00046147i,-0.0011025-0.00032589i,-0.0012319+0.00014401i,-0.00022504+0.00044487i,0.00078818+0.00033372i,0.000659+0.00097954i,0.00014851+0.00076358i,-8.2302e-05-8.3782e-05i,-0.00036156+0.00020399i,-0.00059291+0.00043044i,-0.00023732-0.00010713i,0.00011639-0.00075319i,0.00015816-0.00097566i,-0.00030482-0.00040889i,-0.00080402-1.0449e-06i,-0.00080101-0.00014094i,-0.00037507+0.00020345i,-0.00036615-4.5229e-05i,-0.00037403-0.00033498i,1.7495e-05-0.00024918i
6.2119e-05+0.0017153i,-8.6335e-05+0.0019485i,-0.00048443+0.0018448i,-0.0006651+0.0010068i,-0.00037561+0.00018615i,0.00083935-0.00037477i,0.00073524+0.00069081i,-0.00061388+0.0011466i,-0.00073849+0.00026331i,-0.00019867-0.00041288i,0.00028357-0.0007577i,0.0011918-0.00082244i,0.0016866-0.001076i,0.0010551-0.0010125i,0.00038609-0.00056147i,0.00045042-0.00034377i,0.00015085-0.00055995i,-0.00025737-0.00084719i,-0.00021944-0.00031793i,7.1385e-05-0.00012914i,-2.5868e-05-0.00033706i,7.4316e-05+0.00019932i,0.00036781+0.00021535i
-0.0022266+0.0037179i,-0.0010964+0.0027808i,0.00025905+0.0019833i,0.0014122+0.00072222i,0.0009975+0.00019175i,3.232e-05-5.5582e-05i,-4.4609e-05-0.00043442i,0.00090668-0.00044543i,0.0013568+6.023e-05i,0.0010401-0.00010088i,0.00093691-0.00037507i,0.0002686+0.00041316i,-0.00047225+0.00082294i,0.00022909-0.00047555i,0.00065096-0.0014988i,-0.00042824-0.0015997i,-0.00083907-0.0010328i,0.00033666-0.00069341i,0.00083803-0.00047748i,0.00020055-0.00024383i,-0.00029183-0.0001287i,-0.00048309+3.2431e-05i,-7.4869e-05-7.1429e-06i
-0.0022395+0.00045173i,-0.0033878+0.00078393i,-0.0031279+0.0017842i,-0.001596+0.0014616i,0.00020144+0.0011897i,0.00083066+0.00095316i,0.0010994+0.00031913i,0.0012666+0.00051783i,0.00032097+0.00064012i,0.00020597+6.9277e-05i,0.00069136+6.7738e-05i,0.00029775+0.00018069i,0.0009273-0.00041672i,0.0018464-0.00042008i,0.0011827-0.0011413i,0.00075551-0.0012271i,0.00035137+0.00031023i,-0.00024817+0.0007268i,-0.00081005-0.00034905i,-0.00012882-0.00069086i,0.00027451-0.0001302i,0.00038152+3.8177e-05i,0.00065392-0.00030691i
-0.0034052-0.0010374i,-0.0034797-0.00092802i,-0.001594-0.00030468i,0.00085833-0.00018922i,0.0016444-0.0001391i,0.0013921+0.00011624i,0.00097543+0.00062037i,-0.00028176+0.00084769i,-0.00043474+0.00065184i,0.0006232+0.00090029i,0.00056363+0.00077083i,-0.00030694-0.00030463i,-0.0003168-0.00078355i,0.00066816-0.00077915i,0.0011152-0.00029453i,0.00013953-0.00014468i,-0.00065763-0.0007199i,-0.00039083-1.2724e-05i,-0.00022994+0.0005941i,-0.00074931+0.00016728i,-0.0007135+0.00035281i,-0.00058803+0.00052548i,-0.00055194+0.00028579i
-0.00054156-0.0033027i,-0.00015913-0.0018525i,0.00034772-0.00063556i,0.00020237-0.0008003i,0.00023668-0.00069967i,-0.00018452-0.00012671i,5.1278e-05+0.0010488i,0.00069694+0.0013338i,0.00043163+2.8436e-06i,0.00039693-0.00028004i,0.00055547-0.00041603i,0.0003837-0.0004701i,0.000465-0.00011034i,0.00047517-0.00055447i,0.00056767-0.00068616i,0.00050183-0.0003563i,0.00050575+9.8353e-05i,-0.00018646+0.00055888i,-0.00068297-9.9661e-05i,-0.00067749-0.00030807i,-0.00069337-0.0003026i,-5.9945e-05-0.00052884i,0.00085618+0.00012654i
-7.7817e-05+0.0015769i,0.00072706+0.0026166i,0.0004401+0.0020961i,-0.00030196+0.0017339i,8.4705e-05+0.0016829i,0.0014027+0.0016574i,0.0015848+0.0015835i,0.00068428+0.00050176i,-0.00031162-0.00040587i,-0.00065355-0.00044469i,-0.00027569-0.00091186i,0.00024544-0.0012248i,1.4141e-06-0.0017345i,-4.9703e-05-0.0013854i,0.00070107-0.00089314i,0.00061968-0.0010874i,-7.1311e-05-0.0010395i,-0.00039986-0.00091075i,-0.00038969-0.00066239i,-0.00013908-0.00028692i,-0.00036176-0.00051261i,-3.7886e-05-0.0011027i,0.00033111-0.0012772i
-0.0002314+0.0010655i,-0.0010987+2.753e-05i,-0.0012122-0.00093123i,-0.0002602-0.00077497i,0.00044331-0.00044735i,0.00043766+0.00035106i,-0.00019867+0.0013631i,-0.00092652+0.0013899i,-0.0013535+0.00027567i,-0.0019404+0.0002397i,-0.0014031+0.00016865i,0.00036722-0.00087028i,0.00044116-0.00039254i,0.00040622+0.00027776i,0.0008848+0.00018394i,0.00032537+0.00043231i,4.3083e-05+0.00035495i,0.00092172+2.2473e-05i,0.00080832-0.0007392i,-0.00048706-0.00083202i,-0.00014164-0.0003847i,0.00075566-0.00015563i,0.00063622-0.00031435i
-0.00090149-0.00061962i,-0.00119-0.0011951i,-0.0010279-0.001188i,-0.0013907-0.001088i,-0.0016349-0.00083692i,-0.0010595+0.00050021i,0.00031527+0.0014544i,0.00077126+0.0010085i,0.00062981-5.8383e-05i,0.00048379-0.00030869i,5.6402e-05-0.00015139i,0.00011026-0.00020634i,0.00080941-0.00018224i,0.0012453-0.00017737i,0.0009684-0.0002587i,0.00082041+0.00013614i,0.00067636+0.00045404i,0.00041859+0.0004186i,1.5715e-05+0.00037852i,-0.00092823-4.9224e-05i,-0.00087062-0.00050567i,-0.00022606-0.00022625i,-0.00024545+0.00016912i
-0.0018418-0.0018287i,-0.0012845-0.0016109i,-0.0016954-0.00082794i,-0.0010686+2.4546e-07i,0.00059409+0.00065131i,0.00081373+0.0010607i,-0.00018816+0.0012379i,-0.00052272+0.0014875i,-5.4654e-05+0.0013715i,0.00066653+0.00023849i,0.0011109-0.00042968i,0.00053174+5.0212e-05i,-0.00018845+0.00057132i,0.00057411-8.2239e-05i,0.00080982-0.00076311i,-0.00023622+0.00023579i,-0.00061233+0.00056942i,6.5326e-05-5.6971e-05i,0.0010629-5.948e-05i,0.00059821-0.00053296i,-0.00069191-0.00068354i,-0.00053381-7.8705e-05i,0.00031228+0.00014799i
0.0025588-0.0017771i,0.0015979-0.0018044i,0.00083741-0.0025731i,-0.0006107-0.0036721i,-0.0016507-0.0035263i,-0.0015648-0.0013546i,-0.00044279-0.00014936i,0.00053092-8.0366e-05i,0.00029868-0.00016979i,0.00060114-2.7552e-05i,0.0010148+0.00056199i,0.00027666+0.00091584i,-0.00030887+0.0006026i,-0.00036806+0.00024233i,-0.00053077-0.00012973i,-0.00049922-0.00096433i,-0.00022108-0.0011005i,-0.00045544-0.00055217i,-0.00052308-7.7077e-05i,0.00010509+4.3488e-05i,0.00014071+0.00027704i,-4.9716e-05+0.00071832i,0.00013644+0.0010166i
