-0.0016355+0.00043933i,-0.0010438+0.00086586i,-0.0033875+0.00073151i,-0.0042973+0.00019772i,-0.0037011+0.00070179i,-0.0028486+0.00083387i,-0.0017877+0.0012118i,-0.00091916+0.0023063i,-0.00037483+0.0016996i,3.0771e-05+0.00057707i,0.00022405-0.0003466i,0.00041662-0.00051019i,-3.6467e-06+4.7778e-05i,-3.759e-05+0.00033672i,0.00015134+3.2379e-05i,-3.3776e-05-0.00047554i,-0.0001632-0.00026552i,-0.00044863-0.00073202i,-0.00034568-0.00047992i,-0.0003525+0.00094969i,-0.00060659+0.0014581i,-0.00019216+0.00083384i,-2.3191e-05+0.00010857i
-0.0010138-0.0015686i,-0.001206-0.001089i,-0.0024768-0.00063316i,-0.0026472-0.00030598i,-0.0012502+5.3822e-05i,-0.00040542-0.00037173i,-0.0012131-0.00080348i,-0.00098838-0.00072907i,-9.9469e-05+9.3081e-05i,-0.00046065+0.00039954i,-0.00081398+0.00049553i,5.9297e-05+0.0005281i,0.00019405+0.00051262i,-0.00010394+0.00036602i,0.00067708+1.7157e-05i,0.00055956-0.00026232i,0.0003553-0.00047589i,0.00083084-6.6257e-06i,0.00068898+5.3264e-05i,-0.00025468-0.00044458i,-0.00036878+7.7762e-05i,1.7078e-05+0.00049416i,6.9977e-05+2.2113e-05i
0.0008125-0.000537i,0.00055331-0.0013301i,-0.00018531-0.0024973i,-0.0018111-0.0032537i,-0.0027258-0.0019549i,-0.0014942-0.00087736i,-0.00026785-0.00079276i,-0.00015248-0.000105i,-0.00044275-7.5604e-05i,-0.00062383-0.00049099i,-0.00020088-0.0001908i,-6.9164e-06+0.00014133i,0.00018589-0.0011404i,0.00042927-0.0013746i,-6.8374e-05-0.00019355i,8.1721e-05-4.1663e-05i,0.00039235+0.0004886i,0.00025028+0.00030604i,0.00018144-0.00044952i,0.00020871-0.00063455i,-0.00038591-0.00036968i,-0.00043816-0.0003863i,0.00028168-0.00051469i
0.00028347-0.001088i,-0.0012397-0.0011337i,-0.0024366-0.0015405i,-0.0025772-0.00015142i,-0.0013215+0.00025925i,-0.00055271+5.6587e-05i,-0.00122-0.00025317i,-0.0018418-0.00034748i,-0.0014429-0.00034532i,-0.00016343-1.1511e-05i,-0.00019069+0.00066555i,-6.9826e-05+0.00027388i,0.00056914-1.2631e-05i,0.00074002+0.00013102i,0.00052555-0.00015532i,0.00052084-0.00071958i,0.00023595-0.00033182i,-8.1168e-05+0.00071132i,8.7624e-05+0.0010545i,0.00048929+0.00069127i,0.00068649+9.1257e-05i,0.0004465-0.00052492i,-0.00016845-5.9538e-05i
0.00097723-0.00042633i,0.0014799-0.00091757i,0.00080787-0.0014506i,0.0001041-0.0017896i,0.00044152-0.0014546i,0.00011344-0.0010732i,-0.00078467-0.00083685i,-0.0015825-0.00044463i,-0.0014135-0.00068082i,-0.0009123-0.00059668i,-0.00081811-0.00014707i,-0.001136-0.0004486i,-0.0016251-0.00032427i,-0.0014377+0.00012683i,-0.00034193+0.00019106i,5.5711e-05+0.00047316i,-9.1256e-05+7.4869e-05i,0.00025078-0.00086054i,0.0009171-0.00079105i,0.001026-0.00062227i,0.00043211-0.0011106i,-0.00024011-0.0008222i,-0.00044864-0.000616i
-0.00086005+3.7272e-05i,-0.00039404-0.0017295i,-0.0010925-0.0016408i,-0.00078776-0.00059997i,-0.00013594-0.00026938i,-0.00017573-0.00037436i,-0.00049289-0.00037714i,-0.00075747+1.5669e-05i,-0.0007028+0.00085428i,-0.00079921+0.00063007i,-0.0010639-0.00044983i,-7.8078e-08-0.00096435i,0.00036452-0.00058878i,-0.00037725+0.00042483i,-0.00057301+0.00034953i,-0.00061998-0.00070589i,-0.000709-0.00064458i,-0.00088431-0.000228i,-0.00053405+0.00024965i,0.000514+0.00030828i,0.0008926-1.7511e-05i,0.00010403+0.00048238i,0.00013569+0.00034538i
-0.00024472-0.0011855i,-0.00053047-0.00087377i,-0.002632-0.0010192i,-0.0032678-0.00088188i,-0.0017533-0.00060286i,-0.00039727-0.00021641i,2.4451e-05-0.00064519i,-8.9675e-05-0.00055765i,0.00038829+0.00057664i,0.00063814+0.00033645i,0.00016717-0.00023158i,0.00018336+0.00041037i,6.558e-05+0.0010218i,-0.00024049+0.00065394i,-0.00020461+6.6073e-05i,0.00011762-0.0002678i,0.00067646-8.278e-05i,0.00089546-0.00012715i,0.00080116-0.00020841i,0.00030093-0.0002119i,-0.00019921+9.6612e-05i,-0.00039676+0.00060563i,-0.00026469+0.00066436i
-0.00043953-0.0012101i,-0.00048132-0.0012854i,-0.0012427-0.0022513i,-0.0015498-0.0017338i,-0.0011476-0.00011726i,-0.00093266+0.00052596i,-0.0005952+0.00027963i,-0.00030135+0.00044347i,0.00017142+0.00048701i,0.00052738+9.3879e-05i,0.00021394+0.00010645i,0.00046976+0.00053607i,0.00044844+0.00059928i,0.00047333-4.9292e-05i,-6.8824e-05-0.00066077i,-0.00095706-0.00041829i,-0.00068986+0.0001595i,-0.0001753+0.00060382i,-4.8384e-05+0.00053073i,0.0004062+0.00021027i,0.00091484+0.00031961i,0.0005057+0.00044684i,0.00033193-0.00021109i
9.4328e-05-0.00019615i,0.00012906-0.00090239i,-0.0011588-0.0008643i,-0.0025416-0.0012202i,-0.0015391-0.0017919i,-0.00014121-0.0016568i,-0.00020189-0.002118i,-0.00060584-0.0022106i,-0.00087172-0.0014594i,-0.00068249-0.0010002i,-0.00055779+0.0001849i,-0.00012361+0.00071771i,-6.2688e-05+0.00029428i,-0.00051335+0.00050904i,8.7196e-05+0.00074768i,-9.4087e-05+4.8577e-05i,-0.00078594-0.00082921i,0.00012419-8.1849e-05i,0.00086848+0.00028172i,0.00067227-0.00045998i,0.00018911-0.00065653i,0.00014551-0.00019518i,0.00050008+0.0001757i
-0.0016651+0.002042i,-0.0018917+0.0023587i,-0.001701+0.0026855i,-0.00099497+0.0026217i,0.00031875+0.0019248i,0.00059453+0.00064895i,-0.00064341-0.00091018i,-0.0012709-0.00085749i,-0.000771+0.00089106i,-0.00013437+0.0010964i,-0.00013114+0.00087473i,0.00038341+0.0010607i,0.00095242+0.00082803i,-6.7025e-05+0.0013432i,-0.00087116+0.0017222i,-0.00070515+0.0011281i,-0.0004865-0.00026878i,-0.00012475-0.00089402i,-0.00037297-0.00082464i,-0.00060364-0.00074963i,-0.00034603-0.00076847i,-0.0001947-0.00027983i,8.1782e-05+2.6873e-05i
-0.00043787+0.00024004i,0.00042747-0.0003348i,0.00076706-0.0014825i,-0.00079852-0.0020258i,-0.00074282-0.0018959i,-0.00024306-0.0014737i,-0.00048832-0.0013131i,-0.00033724-0.00044749i,-0.00029757-0.00035493i,-0.00054015-0.00032657i,-0.00038915+0.00058017i,0.00021186+0.00084061i,-0.00013845-0.00024499i,-0.00065781-0.00085321i,-0.00058531-0.00024505i,-0.00049915+0.00024842i,-0.00022547+0.00070614i,-0.0004995+0.00039277i,-0.00092109-0.00030076i,-0.00062155-0.00034258i,-0.00059235-0.00080115i,-0.00075382-0.0010006i,-0.0009342-0.00066662i
-0.0011622-0.0018941i,-0.00079526-0.0022513i,-0.0030092-0.0028989i,-0.0036941-0.0024563i,-0.0029653-0.0011996i,-0.0024311-0.00039029i,-0.0017822-0.00061629i,-0.0010869-0.00034328i,-0.00077892+0.0001066i,-0.0011972+0.00013877i,-0.0013309+7.838e-05i,-0.00096056+0.00048852i,-0.00080163+0.00069329i,-0.00059116+0.00025786i,-0.00015699+0.00047288i,-0.00014384+0.00052149i,4.282e-05+3.8103e-05i,7.4408e-05-5.6895e-05i,0.00026654+1.1345e-05i,0.00071242-2.0531e-05i,-5.2728e-05+0.00027211i,0.00010901-0.00069293i,0.00064205-0.0011696i
-0.0017391-0.0016507i,-0.0022931-0.0020844i,-0.0032857-0.0016547i,-0.0027387-0.0010748i,-0.00078288-0.00033834i,0.0002942-0.00025297i,-0.00016169-0.00092812i,-0.0008164-0.00085475i,-0.0012469-2.7695e-05i,-0.0012147+0.00042084i,-7.0103e-05+0.00043306i,0.00078829+0.00040445i,0.00031502+0.00051435i,-0.00037721+0.00038956i,-0.00055377-0.00015244i,-0.00041645-0.00024458i,-0.0004804-9.7562e-05i,-0.00042274-0.0005399i,6.9763e-05-0.00050239i,0.0001365+4.534e-05i,1.4617e-05+0.00060831i,-4.6653e-05+0.00057864i,-0.00014339-0.00033463i
0.0023062-0.0019888i,0.0021419-0.0026807i,0.0013716-0.0032631i,3.7271e-06-0.0018463i,-0.0015747-0.0013482i,-0.0017854-0.001829i,-0.0011478-0.001973i,-0.0010687-0.0015199i,-0.00090433-0.00083168i,-0.00089989-0.00043044i,-0.0015049-0.00031562i,-0.00081493-0.00021519i,-9.5566e-05-5.3781e-05i,-0.00092966-0.00026089i,-0.00049084-0.0013203i,0.00058747-0.0011181i,3.773e-05+4.2215e-05i,-0.00027244+9.8546e-05i,0.00051991+0.00015345i,0.00070607+0.00027343i,0.00029551-0.00026948i,0.00036975-0.00033648i,0.00053284+2.4369e-05i
-0.0006912-0.00026542i,-0.00042427-0.00046161i,-0.00030334-0.0013702i,-0.0011917-0.0018308i,-0.0013722-0.00090464i,-0.00051206-0.00037187i,-0.00060507-0.0009352i,-0.0011018-0.00034891i,-0.00059832+0.00046217i,-3.3468e-05-1.7663e-05i,-0.00023313-0.00025612i,1.1692e-06+0.0001043i,0.00065409+8.8426e-06i,0.00074849-0.00045795i,7.4601e-05-0.00043668i,0.0004019-0.00021443i,0.00075738+0.00016198i,0.00057003-0.00023378i,0.00076174-0.00080822i,0.00077822-0.00078519i,0.00036484-0.00030247i,0.00020884+0.00031051i,0.00025695+0.00011167i
-0.0012728+9.9922e-05i,-0.00064326-0.00084785i,-0.0012926-0.0013667i,-0.0013607-0.00048165i,-0.00034196+0.00016613i,0.00030044+0.0005513i,0.00027053+9.189e-06i,-0.00077875+1.5115e-05i,-0.0012825+0.00080104i,-0.0006055-0.00012736i,-0.00019317-0.00037565i,0.00042903+0.00026057i,0.0010688+0.00019521i,5.5547e-05+7.4869e-05i,-0.0010024+0.00023819i,-0.00040436-6.0652e-05i,0.00048383-0.0010221i,0.00067514-0.00071953i,0.00015444+0.00014461i,-0.00072259-9.2867e-05i,-0.00070646-0.0010975i,-0.00051693-0.0012827i,-0.00045538-0.0010903i
-0.0013282-0.0021677i,-0.0014239-0.0024226i,-0.0028801-0.0026453i,-0.0031585-0.0026588i,-0.0019796-0.0018229i,-0.0002516-0.0013042i,0.00050353-0.00071057i,0.00031354+0.00036406i,-0.00019125+0.00046407i,-0.00060978-0.00028519i,-0.0010228+0.0002145i,-0.00058389+0.0011446i,9.5165e-05+0.00041139i,-0.0006099-0.00027128i,-0.0010303-0.00024286i,-0.00055543-0.0007775i,-0.00013656-0.0008865i,0.0002053-0.00045746i,0.00024859-0.00020522i,0.0002558-7.5031e-05i,0.00037678+8.1953e-06i,-0.00012531-0.00021828i,-3.2696e-05-0.0010118i
-0.0012113-0.00088713i,0.00025764-0.00011044i,0.00015053+0.00087909i,-8.0341e-05+0.0013745i,0.00040673+0.0012885i,0.00076073+0.00030229i,0.00032614-0.00026083i,-0.00038568+0.00074872i,-0.00035085+0.0010438i,-0.00019359-0.00012466i,-0.00032092-0.00026885i,-0.00033984-5.7167e-05i,-0.0004755-0.00027641i,-0.00076135-0.00035261i,-0.00030464-0.0006674i,-0.000252-0.00044422i,-3.0173e-05-0.00020713i,0.0010143-0.00071777i,0.00053713-0.00058957i,-0.00018455-6.1589e-05i,-0.00044964-0.00015262i,-5.5785e-05-0.00061061i,0.0012895-0.00054085i
-0.00078991+0.00065605i,-0.0008282-0.0006048i,-0.0011268-0.0017131i,-0.0015901-0.00085438i,-0.0013614+0.00013924i,-0.0005946-0.00052814i,-0.00017066-0.0017551i,-0.00098682-0.0023739i,-0.00096043-0.0012322i,-0.00025134+0.00017956i,-0.00031443+0.00075528i,-0.00013418+0.00060637i,7.2682e-05-0.00024186i,0.00037351-0.00014845i,0.00065666+0.000119i,0.0005966+0.00038236i,0.00017906+0.00087622i,-0.00021791+0.00052369i,5.532e-05-0.00054684i,-0.00032388-0.00062127i,-0.00070803+0.00015692i,-0.00026548+0.00055183i,-0.00030729+9.7452e-05i
0.00018892-0.0010452i,0.00092319-0.001784i,-0.00035089-0.0018904i,-0.0016736-0.0019201i,-0.0014239-0.0012841i,-0.001557-0.001308i,-0.0014743-0.0021722i,-0.0010599-0.0019638i,-0.001163-0.000588i,-0.0011371+0.0007962i,-0.0010488+0.0013711i,-0.0005559+0.00081092i,-0.00025757-0.00014982i,-0.00078509-0.00039579i,-0.00065992-0.00015021i,0.00013612-0.00062409i,-0.00032056-0.0012628i,-0.00070271-0.0008554i,8.4196e-05+5.1287e-05i,0.00010461+0.00047948i,-0.00027536+9.9049e-05i,0.00052916-0.00043343i,0.00059757-0.0001134i
0.00019182-0.00021872i,0.0003939-0.0002447i,0.00057052-0.0012281i,-0.00034511-0.0014589i,-0.00064783-0.0012967i,-0.00053358-0.000845i,-0.00082893-0.00045187i,-0.0011816-0.00043113i,-0.00086633-2.1117e-05i,-5.379e-05+0.00074408i,0.00023903+0.00034211i,-2.8095e-05-0.00048953i,-0.0007511-0.0006286i,-0.000703-0.0010902i,-0.00044378-0.0012869i,-0.00016149-0.0011156i,0.00044934-0.00010839i,0.00050006+0.00086322i,-0.00031773+0.00078629i,-0.00028841-0.0003414i,0.00047852-0.00068566i,0.00068301-0.00033164i,0.00034392-0.00032906i
-0.0021964-0.0019351i,-0.0019885-0.0009346i,-0.0028096-0.0010267i,-0.0037552-0.00055933i,-0.0026361-0.00041437i,-0.00036379-0.00082596i,-0.00019925-0.0011044i,-0.0004372-0.00082756i,0.00052594-7.9842e-05i,0.00077223-4.3285e-05i,5.6494e-05-2.5538e-05i,0.00017254+9.683e-05i,0.00012481-0.00040135i,7.1084e-05-0.0003868i,0.00034122+0.00031403i,0.0004348+0.00040698i,0.0004461+0.00019207i,-0.00064296+0.00016642i,-0.0012186-0.00072496i,-0.00022935-0.00084191i,-2.0967e-05-0.00062269i,-0.00037312-0.00028958i,-0.00019821+9.9918e-05i
-0.00099948+0.0011128i,-0.0018664+0.0015978i,-0.0021643+0.0013256i,-0.00082931+0.0010145i,0.00043511+0.00078465i,0.00021119-0.00082218i,-0.00061975-0.0015319i,-0.001235-0.0007197i,-0.0010523+0.0002803i,-0.0012664+0.00011791i,-0.0014881-0.00014394i,-0.0004359-9.3225e-05i,0.00016661-0.00053368i,0.00018734-0.00050148i,0.00029042-9.8786e-05i,0.000323+6.12e-05i,0.00035387+0.00020323i,0.00050314-5.4837e-05i,0.00026117+0.00021539i,-0.00042753+0.00053002i,-0.00042976-0.00012188i,2.3969e-05-0.00062399i,-0.00048613-0.00024583i
0.00046295-0.00040122i,0.00053079-7.956e-05i,-0.00045916-0.00069855i,-0.00096096-0.0012765i,-0.00041941-0.0009101i,-0.00063025-0.00027686i,-0.0006814-0.00091423i,-0.00040485-0.00099992i,-0.00050428-0.00072681i,-0.0003427-0.00026178i,-0.00029724+0.00055129i,-0.00029381+0.00070144i,9.9827e-05+0.00053788i,-5.5852e-05-0.00047665i,-0.00033407-0.00051338i,9.994e-05-0.0001352i,0.00016729-0.00031249i,-0.00017587-0.00014385i,-6.9535e-05-0.00011808i,0.00049274+0.00039925i,0.00021571+0.00084428i,-0.00033593+0.00020572i,-0.00015964-0.0010144i
0.0019178+0.00098084i,0.0016322+0.00042905i,0.001067-0.00027918i,0.00015974-0.0012962i,0.00016719-0.0020019i,0.00080772-0.0013871i,0.00013252-0.0013035i,-0.00072626-0.0012559i,-0.00031677-0.00059737i,0.000597-0.00012695i,0.00085938-4.0881e-05i,0.00024225-0.00034291i,-0.00028031-0.00064034i,-0.0001383-0.00091257i,-0.00065351-0.00084539i,-0.00066159-0.00022667i,-0.00027429+0.00042995i,-0.00044952+4.6047e-05i,-0.0002273-0.00033061i,0.00037322-0.00013343i,0.00010123+0.00010567i,-0.00027816-0.00022735i,0.00010381-0.00034756i
0.00072246+0.00078877i,0.0012743-0.00022928i,0.0016137-0.0014802i,0.0011435-0.0015141i,0.00046846-0.00024595i,0.00037029-0.00041729i,-0.0004997-0.001246i,-0.0013714-0.00092068i,-0.0006662-0.00047973i,-0.00029225-0.00032418i,-0.0011487+0.00037234i,-0.0011366+0.001143i,-6.2864e-05+0.00012312i,0.00039804-0.00047617i,0.000132-0.00030445i,-0.00016426-0.00042929i,-0.00011462-0.00029006i,0.00027477+0.00063432i,9.435e-06+0.0012205i,-0.00069764+0.00067208i,-0.00095932-0.00045368i,-0.00068849-0.00086762i,-0.00043433-0.00069478i
-0.0013657-0.0019378i,-0.0017796-0.0022866i,-0.0035542-0.0018604i,-0.0049402-0.00147i,-0.0039739-0.00099721i,-0.0018561-0.00087448i,-0.0013232-0.0019447i,-0.0016672-0.0012713i,-0.0015844+0.00022656i,-0.0009989+0.0002807i,-0.00046097+0.00053633i,-0.00015086+0.00043071i,5.9927e-05+0.00011906i,-0.00017077+0.00047019i,-0.00021598+0.00030293i,-0.00017817-0.00020154i,-0.00012941-0.00029861i,2.0682e-05-0.00059542i,0.0004379-0.00089091i,0.00085248-0.00071735i,0.00014018+1.187e-05i,-0.0002842+0.00054344i,-1.2548e-05-0.000119i
3.2439e-05+0.00023419i,-0.00089986+0.00082261i,-0.0012518+0.00057356i,-0.0010834+0.00055322i,-5.1743e-05+0.0011159i,0.00099956+0.00044742i,0.0004279-0.00082886i,-0.00055304-0.00049493i,-0.00053334+0.00029826i,0.00012328-6.0656e-05i,0.00038408-6.7416e-06i,0.00076361-0.00021923i,0.00094276-0.00059403i,3.4426e-05-0.00015369i,0.00015415+0.00013743i,0.00052692-0.00012474i,0.00060359-0.00029153i,0.00040532-0.00056136i,-0.00030684-0.0011979i,-0.00020665-0.0013295i,-0.00059583-0.00052271i,-0.001065+4.1032e-05i,-0.00028472+0.0006697i
0.00094436-0.00082506i,0.0017275-0.0010946i,0.00082073-0.00085943i,0.0003075-8.9269e-05i,0.00017835-5.9682e-05i,-0.00012911-0.00046407i,-0.00087269-0.00026879i,-0.00094351-0.00052913i,-0.00010621-0.00055212i,0.00058135-0.00019453i,0.00026348-0.00045647i,-0.00011836-0.0006766i,-0.00010682-0.000617i,-0.0010639-0.0010533i,-0.0013626-0.001788i,-0.0012013-0.0018669i,-0.0013458-0.00069652i,-0.00074263-2.174e-05i,-0.00045165+4.2972e-05i,-0.00015349+0.00053254i,0.00013621+0.00041058i,0.00036326+0.00039039i,0.00069069+0.00032196i
-5.8284e-06+0.0014817i,0.00061493+0.0016717i,0.00054259+0.0013911i,-0.00082277-8.3309e-05i,-0.00096328-0.0013787i,0.00024669-0.0014076i,0.0003204-0.0011055i,-0.00064418-0.00074185i,-0.00042589-0.00066127i,-0.00053996-0.00030365i,-0.0009278+0.00057316i,-0.00097497+0.0011931i,-0.0007512+0.00070808i,0.00065638+0.00019913i,0.0014439+0.00027314i,0.00045879+0.00031842i,-6.5952e-05-5.8705e-05i,-5.5403e-05+9.5833e-06i,0.00014189+0.00017067i,0.00088619-0.00021828i,0.00098785-0.00027201i,0.00076562-0.00062148i,0.00043639-0.00089663i
-0.0025697+0.00084767i,-0.0026698+0.00082267i,-0.0023664+0.0013008i,-0.0015525+0.0013797i,-0.00041061+0.00083519i,-4.853e-05+0.00031078i,-9.1343e-05+7.4194e-05i,-0.00056226+0.00029949i,-0.0010128+0.00045684i,-0.00034493+3.7141e-05i,0.00030982+5.2185e-05i,0.00046526+0.00025399i,0.00061277+8.2697e-05i,0.00085284+0.00011926i,0.00048845+0.000302i,5.2447e-05+0.00010348i,0.00061301+0.00024901i,0.00035716+0.00048943i,-0.00050743+0.00069847i,1.0567e-05+0.00093107i,0.00077437+0.0002968i,0.0006459-0.00082544i,-1.6224e-05-0.00068471i
0.0012663+0.0017487i,0.00059105+0.0016996i,0.00014129-3.5216e-06i,-0.00017422-0.0010904i,-2.809e-05-0.0014314i,0.00020804-0.0017996i,-0.00038732-0.0017003i,-0.0013826-0.00068968i,-0.00064315-0.00056721i,-0.00013101-0.00084247i,-0.00026853-0.00052969i,0.00020084-6.5694e-05i,0.00035873+0.00027232i,-0.00013632+0.00071246i,-0.0003507+0.00048819i,8.8742e-05-0.0004491i,8.3351e-05-0.00044251i,0.00031309-0.00036291i,0.00069515-0.0005378i,0.00089597-0.00043198i,0.0010803-0.00056837i,8.7652e-05-0.00075201i,-0.00041103-0.00053975i
0.00086447-0.0012i,0.0005729+4.2174e-06i,0.00098351+0.00035432i,4.5929e-05+0.00067314i,-0.00070271+0.00083244i,-0.00041044-8.8724e-05i,-0.00090323-0.00025854i,-0.0016352+0.00044195i,-0.0011801+0.00050885i,-3.8587e-05-0.00049427i,0.00033294-4.1127e-06i,0.00052138-3.3346e-05i,0.00087668-0.0008763i,0.00062605-0.00073852i,0.00030413-0.00097078i,0.00023864-0.0013048i,-0.00012837-0.0010201i,-0.00044937-0.00086412i,-0.0006047-0.0010434i,-0.00067328-0.00081806i,5.7927e-05-0.00017279i,-0.0003196-0.00017547i,-0.00062474+0.00028555i
-8.1573e-05-0.0012478i,-0.0010356-0.00111i,-0.0024062-0.001626i,-0.0030071-0.0023435i,-0.0025228-0.0025273i,-0.00074927-0.0015639i,-0.00043575-0.00055443i,-0.0010473-0.00083455i,-0.00023441-0.00064344i,-5.5045e-05-2.3647e-05i,-0.00057859+0.00058339i,-0.00036833+0.00063213i,-0.00038123-0.0005278i,-0.00025353-0.0012794i,0.00018234-0.0015241i,0.00035912-0.0015449i,0.00013652-0.0012574i,0.00015588-0.00086508i,0.00056218+0.00034943i,0.00040427+0.00057697i,0.00024345-8.4582e-05i,0.00081304-0.00047413i,0.00025282-0.00036579i
0.00087195-0.00088358i,0.00075374-0.0017605i,0.0001102-0.0030597i,0.00026858-0.0035335i,0.00080892-0.0025228i,0.00090569-0.0017199i,0.00045047-0.0017053i,-0.00085575-0.00090522i,-0.00037103+2.6773e-05i,-0.00033132+0.00097433i,-0.001005+0.001402i,-4.6046e-06+0.0008132i,0.00067225+0.00019313i,-0.00012067-0.00024389i,-0.00044253-0.00051198i,0.00014681-0.00026652i,-0.00016509-0.00021996i,-0.00053161-0.00010128i,-0.00032587-0.00014678i,0.00027915-0.00039313i,1.692e-05-0.00011645i,-0.00017187-0.00052283i,0.0007107-0.00085719i
0.00052604+0.00038552i,0.0014053-9.7822e-05i,7.6761e-05+6.5063e-05i,-0.00080947+0.00098557i,0.00016433+0.0015795i,0.00087388+0.00039444i,0.00027827-0.00063294i,-0.00052906-0.0012753i,-0.00081621-0.0010794i,-0.0005446-0.00051704i,-0.00056047+0.00025188i,-0.00060213+0.00057284i,-8.1496e-05-6.5552e-05i,0.00074755-0.00032393i,0.0012069-0.00010974i,0.00085976-4.6675e-05i,0.00040039+0.00030862i,4.3283e-05+0.00071233i,4.8689e-05+0.00029977i,0.00049029-0.00049421i,0.0004812-0.0006613i,8.7175e-05-0.00052719i,0.00037716-0.00075904i
0.00018258+0.00013473i,-0.0017484-0.0011896i,-0.0022867-0.0019215i,-0.0031727-0.00094861i,-0.002473-0.00012778i,-0.00064769-0.00028322i,-0.00076937-0.0010985i,-0.0010505-0.00094929i,-0.0008202-0.00024049i,-0.00085144-0.00010062i,-0.00071615+0.00014428i,-0.00022862+0.00064064i,-3.0864e-05+0.0013753i,-0.00065683+0.0017188i,-0.00095938+0.0013689i,-0.00054949+0.00052059i,-0.00023013-0.00014782i,0.00033141-0.00060718i,0.00058807-0.0010164i,-0.00050584-0.0011395i,-0.0011279-0.00010118i,-0.0010643+0.00096498i,-0.00080029+9.7438e-05i
-0.0015819+0.00085556i,-0.001812+0.001085i,-0.00070094+0.0019485i,7.3712e-05+0.0026004i,0.00011919+0.0011072i,3.0858e-05-0.0009558i,-0.00039552-0.0017268i,-0.00029137-0.0016296i,0.00050464-0.00067217i,0.0009389-0.00041083i,0.00068982-0.00060436i,0.00027978-0.00025325i,-0.00017971-0.00059249i,-0.00019706-0.0011295i,0.00016509-0.0011004i,0.00014525-0.00045231i,-0.00032297+5.5441e-05i,-0.00026463-2.2656e-05i,6.653e-05+9.3839e-05i,-0.00019013+0.00043014i,-0.00056675+0.00046667i,-0.00085878+0.00039709i,-0.0006907+0.00070758i
-1.0289e-05-0.0020432i,0.00063911-0.0023748i,-3.7743e-05-0.0028178i,-0.0013101-0.0026498i,-0.0017538-0.0014175i,-0.000707-0.00065776i,0.00037616-0.00093646i,-0.00031824-0.0011083i,-0.0011043+4.9261e-05i,-0.0007269+0.0010385i,3.2983e-06+0.00035811i,0.00062382-0.00097463i,0.00070094-0.00055591i,0.00031608+0.00060346i,0.00063803+0.00041987i,0.0010468-7.5437e-05i,-6.5462e-06-0.00028282i,-0.00028292-0.00067555i,0.00032423-0.00027462i,0.00033658+3.3959e-05i,0.0004334-0.00011763i,0.00046988-0.00031847i,0.00028847-0.00035915i
0.0023583-3.6779e-05i,0.0023725-0.0011321i,0.0019065-0.0022556i,-0.00054404-0.0022978i,-0.00152-0.0013729i,-0.00097363-0.00066337i,-0.0018466-0.00052643i,-0.0021054-0.00045702i,-0.00020207+8.0496e-06i,0.00028155+0.00093442i,-0.0008063+0.001056i,-0.0010214+0.0003044i,-0.00021322-0.00074897i,0.00046069-0.0013015i,-4.8734e-05-0.0010587i,-0.00028-0.00088069i,-0.000772-0.00080432i,-0.00088435-0.00018309i,0.0004461+0.00031995i,0.00043553+0.00071265i,-0.0001929+0.00012519i,0.00029456-0.00099437i,0.00075747-0.00065435i
0.0014949+0.0026024i,0.00048723+0.0021485i,0.00012623+0.00055298i,-0.00018756+0.00028189i,-3.753e-05+0.00074939i,7.1173e-05-0.0001574i,-0.00038433-0.0008575i,-0.0009719-0.00044367i,-0.00081989-5.2277e-05i,-2.5731e-05-0.00081198i,0.00032693-0.0007241i,0.0004952-0.00066969i,0.00038887-0.000699i,0.00033345-0.00075502i,0.00064642-0.00049604i,7.1507e-06-0.0002118i,-0.00015053-0.00051608i,8.2675e-05-0.00059504i,-0.00047417+0.00028568i,-0.0003582+0.0011783i,0.00023692+0.00040146i,0.00018661-0.00024935i,-0.00032814+0.00031838i
-0.0029285+0.0001155i,-0.0041896-0.0018703i,-0.0050835-0.0027015i,-0.0049077-0.0013204i,-0.0028507-0.00060955i,-1.6986e-06-0.00066695i,0.00026976-0.0013519i,-0.00048-0.0016332i,-0.0014393-0.0007395i,-0.0018037-5.1773e-05i,-0.0012039+0.00031899i,2.0433e-05+0.00036208i,0.00069362+3.4196e-05i,0.00022114+0.00029741i,0.0001195+0.00059558i,0.00029945+0.00033038i,0.0003834-0.0001451i,0.00049422-0.00072014i,0.00025642-0.00040983i,-0.00044772+0.00011523i,-0.00039306-0.00011783i,0.00080523+9.6872e-05i,0.0009415+0.00033267i
-0.00061244+0.0010808i,-0.00033828+0.0011191i,-0.00069503+0.00077519i,-0.0003842+0.00068708i,0.00054836+0.00077621i,0.00051551+0.00015781i,-0.00046883-0.001055i,-0.0011576-0.00048709i,-0.0015261+0.0012167i,-0.0017436+0.00075001i,-0.0016129+0.00018842i,-0.00017001+0.00042573i,0.00069427-5.7093e-05i,0.00059148-0.00012786i,0.00020361-0.00011546i,-0.00035753-0.00054588i,-0.00044278-0.00077875i,0.00020092-0.0005409i,0.0006872-0.00097849i,8.324e-05-0.00092262i,-0.00087145-7.0596e-05i,-0.0008421+0.00033312i,-0.00057289+0.00043267i
