-0.0016355+0.00043933i,-0.0010438+0.00086586i,-0.0033875+0.00073151i,-0.0042973+0.00019772i,-0.0037011+0.00070179i,-0.0028486+0.00083387i,-0.0017877+0.0012118i,-0.00091916+0.0023063i,-0.00037483+0.0016996i,3.0771e-05+0.00057707i,0.00022405-0.0003466i,0.00041662-0.00051019i,-3.6467e-06+4.7778e-05i,-3.759e-05+0.00033672i,0.00015134+3.2379e-05i,-3.3776e-05-0.00047554i,-0.0001632-0.00026552i,-0.00044863-0.00073202i,-0.00034568-0.00047992i,-0.0003525+0.00094969i,-0.00060659+0.0014581i,-0.00019216+0.00083384i,-2.3191e-05+0.00010857i
0.00071044-0.0015613i,0.0016429-0.0016235i,0.00064833-0.001855i,-0.00093556-0.0010243i,-0.0014869-0.00020012i,-0.0010167-0.00044772i,-1.5198e-05-0.00075651i,0.00014372-0.0003301i,-0.0007969-0.00043762i,-0.00075661-0.00078178i,-0.00069849-0.00036634i,-0.0014302+3.1495e-05i,-0.0010253-0.0006511i,0.00039018-0.00092051i,0.00063812-0.00089257i,0.00031279-0.00093687i,0.00025098-0.00011319i,1.0746e-05+0.00049982i,8.629e-05+0.00083522i,0.00040145+0.00033913i,0.00068788-0.0003448i,0.00049081-1.825e-05i,1.3823e-05+0.00024741i
-0.0003095+0.00013013i,0.00026417+0.00025343i,-0.00090661-6.9534e-05i,-0.0024418+0.00039471i,-0.0021178+0.0004241i,-0.0011058-0.00069872i,-0.0012336-0.00098207i,-0.0012181+6.6266e-05i,-0.00047166+0.00040536i,8.9902e-05+0.000166i,3.3515e-06+0.00080127i,0.00032126+0.0008365i,0.00060763-0.00022858i,-2.4106e-05-0.001262i,-0.00031091-0.00087317i,-0.00010837+0.00038948i,0.00054175+0.0010379i,0.0004011+0.00043694i,-3.9486e-05+0.000363i,0.00026173+0.00067942i,6.0387e-05+6.74e-05i,-0.00026362-0.00037545i,1.0395e-05-0.00060961i
0.00034011+0.00049516i,-0.00022708+0.00087459i,-0.00017858+0.0010347i,0.0012241+0.00064703i,0.0014362-0.00072601i,0.00066346-0.0010871i,-0.00036013-0.00054188i,-0.00078519+6.4866e-05i,-0.00030037-0.00015879i,-0.00030041-0.00033372i,-7.8098e-05-0.00053488i,5.8217e-05-0.00077022i,0.00018246-0.00083077i,0.00091984-0.0006791i,0.00051526-0.00035506i,-5.8463e-05-0.00052106i,-0.00015074-0.00095564i,-2.3323e-05-3.8515e-05i,0.00031309+0.00034599i,0.00012017-0.00086347i,0.00015187-0.0019529i,0.0010956-0.001544i,0.001052-0.0017551i
-0.0026992-0.0018722i,-0.003027-0.0030929i,-0.0033653-0.0037146i,-0.0031213-0.0021474i,-0.0022141-0.00043703i,-0.0011643-0.00030329i,-0.0015153-0.0013349i,-0.0017606-0.0013275i,-0.00062456-0.00021056i,-0.00014058+0.00025051i,-0.00052691+0.00057838i,-0.00052048+0.00024189i,-0.00011494-8.7912e-05i,-0.00038941+0.00037914i,-0.00099953+0.00040014i,-0.00085527+0.0005532i,-3.2205e-05-0.00025164i,0.00081074-0.00072383i,0.00047922+0.00034981i,-0.00024017+0.0013092i,-0.00058564+0.00069252i,-0.00020333+0.0001917i,0.00021945+4.1777e-05i
-0.00060289-0.0014673i,-0.00035774-0.0014236i,-0.0014353-0.0013475i,-0.001676-0.0013797i,-0.0014549-0.00035613i,-0.00034777-0.00015986i,-0.00014911-0.00070828i,-0.00098415-0.00022034i,-0.00057481+0.00032074i,-6.3607e-05+0.000189i,-0.00033763+0.0001033i,-0.00040814+0.00028703i,0.00030063+0.00031111i,0.00093968+0.00029177i,0.00086479+0.00053022i,-0.00019925+0.00060227i,-0.0012208-8.1274e-05i,-0.00070291-0.00032206i,-0.00045483-0.00029584i,-5.3204e-05-0.00035702i,0.00076051-0.00046434i,0.00061452-0.00017105i,-0.00036695+0.00047304i
-0.00019327-0.0012751i,-0.0007135-0.0011284i,-0.00084009-0.00093226i,-0.0017818-0.00057903i,-0.0022561-0.0010077i,-0.00078114-0.001375i,0.0002657-0.001167i,-0.00043048-0.00046181i,-0.00094061-0.00038928i,-0.00042257-0.00065256i,3.705e-05-0.00023132i,0.00025907-0.0002679i,9.4055e-05-0.00071246i,0.00054589-0.00042997i,0.00034151-0.00038239i,-0.00039812-0.00084216i,-8.8391e-05-0.00043398i,0.00021517+6.144e-05i,0.00048021+3.8908e-06i,0.00063678-0.00041223i,0.00024146-0.00088784i,0.00017435-0.0011685i,3.9276e-05-0.0006786i
0.00080537+0.00019967i,0.00061845-0.00064131i,-0.00056669-0.0011362i,-0.0012842-0.0017683i,-0.0011653-0.0012637i,-0.0012368-0.00059803i,-0.0012993-0.00061715i,-0.00052509+0.00037101i,-0.00019357+0.00044647i,-0.00066296-0.00061343i,-0.00094424-0.00022488i,-0.00018354+0.00016283i,0.00048105-0.00018441i,-0.0010888-0.00057427i,-0.0016652-0.0006683i,-0.00054744-0.00082359i,0.00024802-0.00097756i,0.0004547-0.00076979i,-4.6524e-05+0.00040922i,0.00037391+0.00083384i,0.00044802-0.00046401i,-0.00065176-0.0007402i,-0.00045939+9.1179e-05i
-0.00078381+0.00067674i,0.00035182+0.0013578i,-0.00082455+0.0020018i,-0.00083336+0.0015984i,-7.5818e-06+0.0011598i,0.00011584-0.00037684i,-0.00076407-0.0015468i,-0.0011897-0.00030896i,-0.00093588+0.00088807i,-0.00055024+0.00054645i,-0.00028074-6.4893e-05i,0.00043287-0.00095967i,0.0012598-0.00026122i,0.001017+0.00084683i,0.00039976+0.00053432i,1.0319e-06+0.00023204i,-0.00032399+9.8525e-06i,-0.00095865-0.0011366i,-0.0010107-0.0018634i,-0.00070521-0.0011012i,8.7642e-05-0.00010481i,0.00081999-8.1105e-05i,0.00066271-0.00031957i
0.0012734-0.0014147i,0.0009147-0.0017385i,5.836e-05-0.003558i,-0.0012703-0.0038189i,-0.0015833-0.001936i,-0.0018707-0.00029849i,-0.0019935-0.00040419i,-0.0023431-0.00038952i,-0.0025705-0.00017298i,-0.0021044-0.00056919i,-0.001483-0.00026951i,-0.0010286-2.6787e-05i,-0.0010927-0.00030397i,-0.0010181-0.00011508i,-0.0011963+0.00042168i,-0.0013305+0.00030036i,-6.1273e-05+0.00038072i,0.00085749+0.00033815i,0.00027617-3.8022e-05i,0.00042907+0.00011411i,0.00054198-0.00015725i,9.273e-05-0.00046828i,0.0008855-5.9826e-05i
0.00088424-0.00040617i,0.00071266-0.00036763i,0.00022806-0.0018294i,-0.0011094-0.0022575i,-0.0016946-0.0010508i,-0.0005067-0.0003247i,3.1344e-05-0.00026181i,-0.00045329+0.00011298i,-0.00026787+0.00018666i,-0.00069416+0.00039226i,-0.0015301+0.00019367i,-0.00063829+9.7561e-05i,0.00059659-0.00012793i,0.00049031-0.00072842i,0.00024025-0.0010437i,-0.00021648-0.0013331i,-0.00020269-0.00099415i,0.0005896+1.3459e-05i,0.00095695+0.00020398i,0.00055078-0.00060398i,6.5319e-05-0.0010755i,0.00054519-0.0011202i,0.0011671-0.0010439i
-0.0041065-0.00051245i,-0.003547-0.00082264i,-0.0048629+0.00013701i,-0.0036224+0.0019696i,-0.0005725+0.0029127i,0.00090098+0.0013794i,0.00070727+0.00029271i,-0.00015789+0.00014786i,-0.00058879-0.00015823i,-0.00057555+0.00032397i,-0.00041496+0.00087711i,-0.00064977+0.0012972i,-0.001059+0.0015459i,-0.0012389+0.00077895i,-0.00060966+0.00042812i,0.0002988+0.00093265i,0.00039246+0.00057018i,0.00016864+8.5921e-05i,0.00085702-0.00061632i,0.00097349-0.00020783i,0.00040354+0.0002649i,0.00035052+0.00034373i,0.00037627-6.2622e-05i
0.0013614+0.0024295i,0.00090914+0.0022361i,-7.0847e-05+0.00096741i,-0.00026804-0.00014568i,-0.00017402-0.0013101i,-0.00054418-0.0025752i,-0.00010816-0.0021791i,-0.00011889-0.00042501i,-0.00050337+5.3083e-05i,-0.00059442+3.8178e-05i,-0.00093281+0.00018263i,-0.00066437+0.00050253i,-0.00032236+0.00033434i,-0.00069344-7.6496e-05i,-0.00044451-0.00048554i,0.00034034-0.00014082i,-0.00011648+0.00019907i,-0.00040854-0.00028608i,-0.00046345-0.00054148i,-0.00056921-0.00026285i,-0.0011069+0.00016549i,-0.0014329+0.00049277i,-0.00078159-0.00024293i
-0.0020078-0.00085981i,-0.0020068-0.00073561i,-0.0023277-0.00034272i,-0.0024775+0.0004979i,-0.0013112-0.00032435i,0.00030642-0.00027026i,0.00041691-6.7575e-05i,-0.00077602-1.523e-05i,-0.00098099+0.00072031i,-0.0010494+0.00054615i,-0.00095333+0.00032303i,-0.00016546+0.00037427i,-0.00031077-0.00029635i,-0.00043045-0.00079874i,2.8385e-05-0.00058386i,-0.0001628-0.00028841i,-9.7573e-05-0.00034429i,0.00076047-0.00030331i,0.00066783+0.00020659i,0.00013212+0.00060257i,0.00014851+0.00023671i,0.00016609-1.9687e-05i,0.00018219-2.1726e-05i
-0.0022499-0.00078796i,-0.0024181-0.00066726i,-0.0027435-0.00075888i,-0.0031912-0.00048997i,-0.0021589+0.00027919i,-0.00093334+0.00038195i,-0.0008888+0.00011046i,-0.0011328+0.00058382i,-0.00058745+0.00070669i,-0.00020349+0.00040614i,-0.00040997+0.00040191i,0.00030414-2.6539e-05i,0.0011162-8.9653e-05i,0.00038311+0.000559i,-0.00048287+0.00082468i,-0.00026489+0.00028068i,-0.00035144-0.00050069i,-6.9455e-05-0.00034895i,-0.00025262+0.00029966i,-0.00055457+0.00044767i,6.1088e-07-5.8923e-05i,0.00033202-8.2433e-05i,0.00024552-1.1839e-05i
0.00039326+0.0011802i,0.00095172+0.0019006i,0.00047718+0.0017634i,1.4325e-05+0.00095497i,0.00067689+0.00016387i,0.0015595-0.00027332i,0.0012285-0.0010015i,-4.5071e-05-0.00068762i,-0.00061003+0.00048454i,-0.00050535+0.0010881i,-0.00041247+0.0010559i,-0.00079543+0.00092494i,-0.00051159+0.00099574i,-0.00031308+0.00032519i,-0.0004222-0.00020142i,-0.000158-6.6101e-05i,-0.00033725+5.6587e-05i,-5.1268e-05-0.00056639i,0.00014418-0.001048i,-0.00015954-0.0004088i,0.00029248-0.00037358i,0.0006784-0.00062649i,-0.00010566-0.00012587i
-0.0007653+0.00052508i,-0.0005084+2.5046e-05i,-0.0022246-0.0014051i,-0.0023857-0.0011177i,-0.00098812+0.00031394i,-0.0010216+4.2246e-05i,-0.0016641-0.0010988i,-0.0015588-0.0011208i,-0.00072773-0.00048726i,-0.0004989-0.00039506i,-0.00072108-0.00060863i,7.3315e-05-4.4091e-05i,0.00062813+0.00066646i,0.00016472+0.00061023i,-0.00033876-7.3731e-05i,-0.00030659-0.00039902i,-0.0010549-0.00023642i,-0.0011612-6.7464e-05i,-6.9783e-05+8.4766e-05i,0.00037372-0.00042591i,0.0003944-0.00069614i,0.00043684-0.00074336i,0.00024797-0.00089442i
0.00057956+0.00031684i,0.00053548+0.00039103i,-0.00014563+0.0011623i,-0.00073913+0.00045808i,-0.00044106-0.00076727i,-0.00058594-0.0011598i,-0.0014349-0.0012798i,-0.0010883-0.00059247i,0.00046603+0.0002693i,3.5941e-05+9.8857e-05i,-0.00075174+0.0001765i,-0.00053532+7.344e-05i,-0.00029976-0.00032368i,0.00025781-0.00033889i,-0.00020113-0.00042493i,-0.00077593-0.00047573i,-0.00063685-0.00038047i,-7.0342e-05+0.00045374i,-0.00020118+0.0008264i,-0.00026323+0.00014069i,-0.00010808+9.2713e-05i,-0.00025648+0.0002984i,-0.00046811-2.0657e-05i
0.0015662+0.00040435i,0.0023367-0.00028017i,0.0022362-0.00089128i,0.00039095-0.0015448i,0.00022537-0.0016652i,0.00048737-0.0013141i,-0.00059443-0.00053633i,-0.001202-0.0005202i,-0.00037819-0.0010206i,0.00016563-0.00075981i,-0.00021404+4.1809e-05i,-0.00036515+0.00026062i,0.00030772+0.0001549i,7.5824e-05+0.00018792i,-0.00063386+0.00041413i,-0.00088571+0.00016032i,-0.00063051-4.7983e-05i,-1.6025e-05+0.00034041i,0.00033707+9.2175e-05i,-9.7514e-05+0.00012472i,-8.4089e-05+0.00062436i,0.00032286-0.00025736i,0.00042547-0.0012395i
0.0017736+0.00052127i,0.00038845+0.00090284i,-0.0011043+0.0001829i,-0.00098109-0.00075709i,-3.4819e-05-0.00036622i,0.00038775-0.00010672i,-0.00086433-0.00011368i,-0.0013446+2.6694e-05i,-0.00051387+0.0002435i,-8.9999e-05-0.00014459i,0.0003886-5.9267e-05i,0.00069671+0.00049515i,0.00013527+0.00047733i,0.00013604+0.00053196i,0.00064613+0.00049049i,-0.00014046+9.3971e-07i,-0.00063472+7.2455e-05i,-0.0012281+0.00066757i,-0.0012329+0.00069762i,7.4502e-05-0.00024623i,0.00043764-0.00033609i,7.442e-05-3.12e-05i,-0.00034685-7.3113e-05i
0.00066825+0.00012471i,-0.00017337-0.00044862i,-0.00089457-0.00035782i,-0.0012764-0.00074107i,-0.001738+6.1927e-05i,-0.0010733+0.00058152i,-0.00037234-0.00017874i,-0.00049817-0.00017824i,-0.00035815+0.00049388i,-2.4358e-05+0.00059493i,0.00066385+0.00072488i,0.0011615+0.00057779i,0.00055642-0.00045243i,-0.00041854-0.00079148i,-0.0006877-0.00053094i,-5.9959e-05+9.9374e-06i,0.00093185-0.00014854i,0.0014164-0.0003505i,0.00077068-9.9276e-05i,0.00070068-5.2689e-05i,0.00080044+0.00046655i,-0.00018411+0.0005785i,-0.00086795-5.7443e-05i
1.1425e-05+0.00066701i,0.0012537-0.00042079i,0.0011144-0.0014779i,0.00042053-0.0012524i,-0.00049817-3.7893e-06i,-0.001312-0.00022631i,-0.0015656-0.0012928i,-0.0013925-0.00080709i,-0.00073046-3.046e-05i,-0.00092811-0.00014626i,-0.00095648-0.00019671i,-0.00024942-0.00028016i,-0.00062431-0.00067461i,-0.00074275-0.00033066i,-0.00075897-9.4878e-05i,-0.0010164-7.8793e-05i,-0.00075439-0.00069979i,-2.0646e-05-0.0012664i,0.00036372-0.00076984i,5.7813e-05+2.8888e-05i,-0.00050697+0.00045093i,-0.00036342-0.00010066i,0.00012084-0.0007775i
0.00030194-0.00051914i,-0.00014032-0.00080528i,-0.0026243-0.0013542i,-0.0032187-0.0017513i,-0.0019338-0.0018555i,-0.00032926-0.0019653i,-0.00026822-0.0013025i,-0.0013736-5.0077e-05i,-0.0011626+0.00039876i,-0.00077287+7.1456e-06i,-0.00044663-3.9071e-05i,0.00036845+7.9057e-05i,0.00090073+6.7451e-05i,0.0003139+0.00054787i,-0.00033241+0.00047452i,0.00034446+0.00022533i,0.00068013+0.00058747i,2.3783e-05+0.00094613i,-0.00049811+0.00058856i,-0.000132-0.0004034i,0.0003637-0.00050492i,0.00057853-0.00013501i,0.0005254-0.00036774i
-0.0023183-0.00045815i,-0.0019337-0.00053351i,-0.0012877-6.2536e-06i,-0.0010603+0.00082373i,-0.00027716+0.0012598i,0.00084297+0.00034559i,-0.00030375-0.00084219i,-0.0016148-0.00094752i,-0.001866+0.00010151i,-0.0014585+0.00045441i,0.00016265+0.00019846i,0.00093202-0.00058935i,0.0010383-0.00061194i,0.00086784-1.3037e-05i,0.00063602-0.00016292i,0.00034185-0.00018955i,0.0006651-0.00020811i,0.0009303-9.8614e-05i,0.00011259+0.00029732i,-0.00057591+0.00034821i,-0.0007426-0.00026647i,-0.00052156-0.00091946i,-0.00055017-0.00065683i
-0.00089121-0.00022724i,-0.0012973-0.00014952i,-0.0018142+0.00056982i,-0.0016763+0.0018978i,0.00022657+0.0010286i,0.0013299-0.00045251i,0.00031858-0.0014371i,-0.00055827-0.0014627i,-0.00023706-7.8091e-05i,-0.00045851+0.00031682i,-0.0013801+0.00035217i,-0.0010349+0.00083509i,4.4233e-05+0.00049088i,2.8609e-05-0.00015046i,-0.00043613+0.00018979i,-0.00057539-0.00013411i,-0.00047078-0.0006363i,-4.7644e-05-0.00074926i,0.00052764-0.00062587i,0.00075928-0.00060843i,0.00077914-0.0010643i,0.00046679-0.00070299i,-1.9196e-05-0.00035891i
0.0008149-0.0024006i,0.00058039-0.0037076i,-0.00053585-0.0047216i,-0.0024617-0.003951i,-0.0031551-0.0016931i,-0.001547-0.00015206i,-0.00069868-0.00050831i,-0.0014129-0.00033105i,-0.00081376+0.00015669i,0.00019373-0.00026422i,0.00015244-0.00041711i,0.00059525+0.00031944i,0.0013835+4.4815e-05i,0.00088802-0.00018804i,-0.00019692+0.00019377i,-0.00048145+9.2812e-05i,-0.00029022+0.00018058i,0.00021889+0.00069309i,0.00057024+0.00085198i,0.0010563+0.00055694i,0.00075211+0.00018165i,-0.00013307-0.0004057i,-0.00083051-0.0003761i
0.0014444-0.00097612i,0.00011974-0.0010264i,-0.0011785-0.0015742i,-0.0020491-0.00099311i,-0.0022373+0.00027755i,-0.0020545+6.984e-05i,-0.0019545-0.00098615i,-0.001542-0.0010171i,-0.00059706-0.00045837i,-0.00027934+5.4794e-05i,-0.00092265-0.0004421i,-0.00096848-0.00115i,-0.00091189-0.0013611i,-0.00056246-0.00077765i,0.00031389-0.00013678i,-6.5746e-06+0.00051828i,-0.00090149+0.0010704i,-0.00077159+0.00093738i,-0.0006602+0.00044517i,-0.0006922-0.00052554i,9.0958e-05-0.0009358i,0.00017271-0.00062469i,-0.00010372-0.00063237i
-2.6603e-05+0.00098609i,0.00098352+0.00069792i,0.0010445+0.00092164i,-3.141e-05+0.0018133i,0.00032946+0.0020315i,0.00046812+0.00089005i,-0.0010927-0.00041945i,-0.0012522-0.00027989i,-3.1051e-05+0.00011691i,0.00054281-8.5864e-06i,0.0011614-0.00039649i,0.0012228-0.000651i,-0.00037782-0.00051937i,-0.00073408-0.00016626i,-0.00032559+0.00017135i,-0.00037177+0.00025389i,0.00027796+0.00048697i,0.00036508+0.0010916i,4.5311e-05+0.00094444i,-3.2056e-05+0.00072095i,-0.00012377+0.00055283i,-3.3406e-05+0.00043594i,-0.00046036-0.00027098i
0.00096343+0.00034391i,0.0013956+0.00051164i,0.0014122-0.00031745i,0.00078819-0.0016206i,0.00041592-0.001866i,0.00056994-0.00090029i,2.1382e-05-0.00028588i,-0.0011488+0.00018206i,-0.00089578-8.3695e-05i,-0.00035544-0.00071384i,0.0002434-0.00034091i,0.00073791+0.00090203i,0.00040726+0.00083898i,0.00056846+0.0002405i,-0.00024925+2.662e-05i,-0.00087534-0.00038517i,0.00025915-0.00018011i,0.00099009+0.00013304i,0.0006928-0.00055841i,-2.3403e-05-0.0011933i,0.00025967-0.00094913i,-0.00013915-0.00041655i,-0.0005899-0.00024355i
-0.00091046-0.0018201i,-0.0026786-0.0011394i,-0.0042304-0.00073241i,-0.0034777-0.00031314i,-0.001584+0.00059416i,6.0305e-05+0.00052906i,7.4773e-05+4.7553e-05i,-0.00091251-0.00011119i,-0.0012869-0.00068377i,-0.0011939-0.0007606i,-0.00085512-1.9077e-05i,-0.00023933+0.00033495i,-0.0002079+0.00013603i,0.00012234-5.71e-05i,0.00016677-0.00020615i,-0.00049011-0.00040847i,-0.00085856-0.00018189i,-0.00045095-0.00021384i,-0.00013936-0.00023528i,-0.00031682-0.0004216i,-5.4948e-05-0.00037083i,0.0003022+0.00043448i,9.0828e-05+0.00018532i
0.0017142+0.0013289i,0.0014518+0.00098086i,0.0019009+0.00044739i,0.0016747+6.3192e-05i,0.00040836+0.00035009i,-0.00011955-0.00030355i,-8.998e-05-0.0012983i,-0.0003098-0.0011904i,-0.00022893-0.00041676i,-0.00065646+2.3095e-05i,-0.0010015+4.5326e-05i,-0.00034084-0.00029777i,0.00049111-0.00024628i,0.00057671-0.00022024i,-0.00022523-0.00033588i,-0.001006-9.5334e-05i,-2.578e-05-0.00041532i,0.00055467-0.00052898i,0.00016091-0.00048301i,2.2752e-05-0.00049096i,-0.00039943-0.00083238i,-0.00032567-0.000547i,-0.00039338+0.00043066i
0.0016321+0.0025703i,0.00082324+0.0029417i,0.00092031+0.0015449i,0.0013233+0.0002571i,0.0010653-0.00033181i,0.00032239-0.0013591i,-0.00078226-0.0012623i,-0.0011144-0.00054818i,-0.00077337-1.2312e-05i,-0.00012351-0.00055301i,0.00039386-0.00058986i,0.00017958-7.5918e-05i,-0.00024613-0.00048943i,-0.0002657-0.00032926i,-0.00026373-0.00036711i,0.00061883-0.0015613i,0.0011023-0.0017958i,0.00020142-0.00075462i,7.3637e-05-0.00058969i,0.00057274-0.00096944i,0.00047172-0.00087402i,0.00050063-0.00028294i,0.00094986-2.9806e-05i
-0.00014839-0.0026945i,-0.00097833-0.0019937i,-0.0018955-0.0013215i,-0.0025891-0.00069575i,-0.0025148-0.00017045i,-0.0015667+9.0165e-05i,-0.0014487+4.2099e-05i,-0.0014584+0.00044705i,-0.00020029+0.0010312i,8.029e-05+0.0011592i,-0.00027943+0.00095324i,0.0002492+0.00042126i,0.00052811+0.00016749i,-3.2049e-05+0.00048542i,-0.0003141+0.0010859i,-0.00048079+0.00012315i,-0.00092724-0.00097882i,-0.00097957-0.00053608i,-0.00046582-7.2728e-05i,0.00032158-0.00011239i,0.00074948-0.00048814i,-0.00011415-0.00099007i,-0.00099018-0.0013469i
-0.0024348+8.8214e-05i,-0.0023765-0.00038574i,-0.0024506-0.0011213i,-0.0013949-0.0014091i,-1.5679e-05-0.00094961i,0.00043566-0.00097186i,-0.00014379-0.0012928i,-0.00053839-0.00061548i,4.7896e-05+0.00020191i,-1.518e-05-0.00015612i,9.3342e-05+7.8644e-05i,0.00020617+0.00074297i,0.00028014+1.338e-05i,-1.8649e-05-0.00053731i,5.2761e-05-0.00025553i,0.00017983-0.00028735i,0.00022302-0.00044845i,0.00011767-0.00036462i,0.00051066-0.00088849i,0.00045243-0.0014759i,-0.00048813-0.00073802i,-0.00089571+0.00028456i,-0.00015878+0.00076513i
-0.0010088-0.0028238i,-0.0021977-0.0025575i,-0.0038555-0.0025565i,-0.0035196-0.0019429i,-0.0025532-0.0002196i,-0.001193+0.00098635i,-0.00058713+0.0007312i,-0.00075452+0.0007627i,-0.00084441+0.00040534i,-0.0013164-0.00037147i,-0.0008841+7.78e-05i,-0.00030436+0.00066438i,-0.00048918+0.0002705i,-0.0007801+0.00014092i,-0.0013049+0.00086376i,-0.00094553+0.00063769i,-0.00064708+7.0785e-05i,-0.00011116-0.00014155i,0.00091445-0.00069314i,0.0010785-0.00079753i,0.00072949-0.00017255i,0.00036505+0.00044414i,-0.00016464+0.00031954i
-0.00059979+6.8376e-05i,-0.0014843+0.00021905i,-0.0016998-0.0020691i,-0.0012099-0.0022332i,-0.0006854-0.00062983i,0.0001291-9.0034e-05i,0.00012932-0.00034336i,-0.00022182-0.00024631i,-5.3877e-05-0.00035472i,-0.00041484-0.00061896i,-0.00053417-0.00042534i,0.00028831-0.00012655i,0.00011848-0.00049155i,-0.00044468+0.00011199i,-0.00061599+0.00044395i,-0.0007633+0.00016166i,-0.00059708-0.00025833i,-0.00010142-0.00032474i,8.2498e-05-0.00040973i,-0.00014738-0.00078585i,-5.5167e-05-0.00025664i,-0.00026412+0.00033697i,-0.00084637-2.5708e-05i
-0.0020531+0.00016316i,-0.0023894-0.00016876i,-0.002254-0.00057576i,-0.001581+0.00082268i,-0.0010517+0.0018598i,-0.00021156+0.00024826i,-0.00066943-0.0011128i,-0.0016804-0.00038069i,-0.0012413+0.00023317i,-0.00073113+0.00054357i,-0.00061436+0.0012601i,-0.00048578+0.0012272i,-0.00046787+0.00076096i,-0.00028436+0.00096375i,-0.00046047+0.00099362i,-0.00059288+0.0005624i,-3.2905e-05+6.924e-05i,0.0002372+0.00024549i,2.5817e-06+0.00042919i,4.413e-05-0.00056635i,0.0006694-0.00093997i,0.0005185-0.00058631i,-0.000111-0.0010329i
0.00082652-0.0020518i,0.0013507-0.0018708i,0.00016128-0.0024302i,-0.0022929-0.0022036i,-0.0023747-0.0013064i,-0.0011551-0.00042902i,-0.0010746-0.00084195i,-0.0014584-0.00066077i,-0.00081587+0.00023176i,-0.00025797-0.00069474i,-0.00022252-0.0010745i,0.00035619-0.0005637i,0.00041255-0.00087489i,8.3181e-06-0.00085947i,-0.00054795-1.9921e-05i,-0.00088501+0.00021829i,8.8404e-05-0.00039243i,0.00074545-0.00084802i,0.00074331-0.00046978i,0.0010848+0.00052402i,0.00060038+0.00039996i,8.6316e-05-0.00072206i,0.00024208-0.0011865i
-0.00050626-8.4959e-05i,-0.00090512-0.00010995i,-0.0021806-0.00065538i,-0.0018379-0.001345i,-0.00084855-0.00050288i,-0.00045875-0.000673i,-0.0007413-0.0016153i,-0.00093498-0.0010059i,-0.00057909+3.3863e-05i,-0.00033503-8.8277e-05i,-0.00049755+0.00081497i,-0.00059932+0.0013107i,-0.00010102+0.00022526i,-0.00053386+9.7714e-05i,-0.00076355+0.00075775i,-0.00029179+0.00085652i,-0.00029582+0.0005805i,-0.00028939-0.00014252i,-0.0003412-0.0007668i,-0.00041246-0.00048244i,-7.2455e-05-0.00040362i,-8.5262e-05-0.00037561i,-0.00047035-4.083e-05i
-0.00045442+0.0006291i,0.0001044+0.0014354i,-2.7802e-05+0.0010417i,-0.00058524+0.00042568i,-0.00066874+0.00037525i,-0.00052432+7.8251e-05i,-0.00052202-0.00039766i,-0.0010067-1.9826e-05i,-0.00058033+0.00040295i,0.00023995-0.00032989i,-0.00035104-0.00083375i,-0.00011713-0.00038929i,0.00091917+0.00021048i,0.00093976+0.00056182i,0.00039507+0.00021262i,0.00032069-0.00043687i,0.00031853-0.00050393i,0.00027253+0.00019352i,0.00018645+0.00050659i,-0.00034963+0.00049135i,-0.00050728+0.00058395i,-0.00012347-0.00018743i,0.00044316-0.00049949i
0.0015166-9.2944e-05i,0.0011121-0.00072574i,0.00146-0.0020432i,0.00065423-0.0027459i,0.00043335-0.0022181i,0.0001825-0.0017255i,-0.00066739-0.0014341i,-0.00076977-0.00085428i,-0.00015281-0.00076575i,-0.00017278-0.00082925i,-0.00052866-0.00015176i,-0.00010524+0.00043745i,-0.00024835+0.00075408i,-0.00019996+0.00076772i,0.00027423+0.0006468i,0.00065846+0.0005107i,0.00064354+0.00041611i,0.00047703+0.00015352i,0.00016056-0.00038208i,-0.00075241-0.00035619i,-0.00080491-0.00019986i,0.00028739-0.00026098i,0.00016106-1.475e-05i
-0.0013781-0.00045201i,-0.0016657-8.8811e-05i,-0.0014592-0.00013001i,-0.00093351+0.00031665i,-0.00037203+0.0016477i,-0.00016235+0.0014072i,-0.0010108-0.00050747i,-0.0012368-0.001181i,-0.00046503-0.00076361i,-0.00037967+0.00040285i,-0.00073016+0.00067682i,-0.00073467+0.00064152i,-0.00042745+0.0010536i,-0.001011+0.0014056i,-0.0010282+0.00079684i,-0.00037423-8.3501e-05i,-5.2138e-05-0.00054044i,-0.0004196-0.0010167i,-0.00087642-0.00062735i,-0.00040864+0.00029262i,8.4909e-05+0.00046879i,0.00042533+0.00012153i,0.0006722-0.00067412i
-0.0013787+0.00075074i,-0.001451+0.00093532i,-0.0023209+0.00033703i,-0.0025338-0.00014648i,-0.0015535-0.00017343i,-0.0009526-7.4603e-05i,-0.0010526-0.00080847i,-0.001508-0.00033153i,-0.0010812+0.0006675i,-0.0003659+0.00026907i,-0.00012623-0.00024196i,0.00028578+0.00010915i,0.00029035+0.00016791i,-0.0002181-0.00023928i,-0.00038257-0.00025883i,-0.00013919-0.00024605i,-0.00054908-0.00052804i,-0.00047288-0.00033468i,-0.00010961+3.1437e-05i,-0.00073557+0.00027569i,-0.00090017+6.2181e-05i,-0.00017379-0.00030557i,-6.8357e-05-4.8533e-05i
