-0.0022902+0.0015393i,-0.0014388+0.00046248i,-0.0011908-0.0011576i,-0.0012189-0.0014999i,-0.0018087-0.0012302i,-0.0017786-0.00053264i,-0.00047399+0.000732i,0.00042423+0.00042878i,0.00093137-0.00024576i,0.001161-0.0010228i,0.00021095-0.0014484i,-0.00095819-0.0016031i,-0.0010104-0.0016868i,-0.00058384-0.0010795i,-0.00066054+0.00013368i,-0.00024776+0.0010038i,-5.686e-05+0.00071826i,-0.00055614-3.9453e-05i,-0.00014517-0.00055708i,0.00013836-0.00045032i,-6.3787e-05-0.00055503i,-0.00014942-0.00094563i,-0.00010792-0.00076555i
0.0015248+4.2225e-05i,0.0017951+0.0005507i,0.0015744+0.00055843i,0.00057829-0.00065711i,-0.00032764-0.0015709i,-0.00043643-0.00083002i,-0.00032785+7.7719e-05i,0.00028536+0.00040982i,0.00083957-0.00018676i,0.00070823-0.000983i,-6.1562e-05-0.0012229i,-0.00018744-0.00074053i,0.00037096+7.3559e-05i,3.4059e-05+7.7345e-05i,-0.00070383-0.00011272i,-0.00058021+9.6267e-05i,-0.00044349+0.00010159i,-0.00063298-0.00019709i,-0.00070885+0.00023005i,-0.00052691+0.0010473i,2.1151e-06+0.00083543i,0.00060259+0.00048769i,0.00062617+0.00034962i
-0.0013463+0.0014338i,-0.00033273+0.00022494i,0.00064528-0.00023942i,3.1467e-05-0.00068096i,-0.00062219-0.0015802i,-0.00047986-0.00058843i,0.00037865+0.00078915i,0.001287+0.00047699i,0.00078932-0.00021423i,0.00051488-0.0004866i,0.00016685-0.00056443i,-0.00071701+0.00012211i,-0.0010138+0.00020214i,-0.00060943-0.00073575i,-0.00030817-0.0010487i,0.00049531-0.00019066i,0.00034191+0.0002752i,-0.00069305+0.00041509i,-0.00048144+0.00052066i,-0.00033231+1.2415e-05i,-0.0001648-0.00052848i,0.00039004-0.00023648i,0.00039898-0.00018186i
-7.1851e-05-0.00093077i,3.5966e-05-0.0010074i,0.0001412-0.0011306i,0.00095887-0.0010967i,0.00094194-0.0013631i,-0.00052982-0.0019927i,-0.00087108-0.0026418i,-0.00037642-0.0022237i,-7.2184e-05-0.0014881i,0.00030659-0.0011075i,0.00096368-0.00044629i,0.00031448+0.00047121i,-0.00072587+0.00051359i,-0.00080928+9.5779e-05i,-0.0006885+0.00051283i,-0.00022557+0.00052462i,-7.4792e-05+0.00020317i,-0.00039464+0.00043666i,-0.00037024+0.0010194i,-6.5534e-05+0.00089179i,-1.0738e-05+0.00018612i,-0.00014506+0.00011459i,-0.00041401-0.00052849i
0.00053384-0.0031688i,-0.00058027-0.0038456i,-0.0014207-0.0053008i,-0.0015479-0.0048916i,-0.0013246-0.0023747i,-0.0011057-0.00053884i,-1.718e-05-0.00024985i,0.00054385-0.00043512i,3.6646e-05-0.00099263i,0.00023076-0.001197i,-0.00045766-0.00025433i,-0.0011278+0.00047571i,-0.00034384-0.00025155i,-3.7812e-05-0.0004461i,1.8833e-05-0.00065021i,-0.00015314-0.0010459i,-0.00070778-0.00016399i,-0.00072128+0.00045496i,-0.00037024+0.00018473i,-9.7514e-05-0.0003734i,-0.00011911-0.00018132i,-0.00047746+0.00053128i,-0.00013083+0.00016804i
-0.0012212+0.0014969i,-0.00085808+0.0017081i,0.00057488+0.0014936i,0.0011642-0.00014241i,0.0013308-0.0011708i,0.0014056-0.0015178i,0.00088089-0.0014026i,9.9923e-05-0.00069649i,-0.00034239-0.0001955i,7.6219e-05-0.00029644i,6.4372e-05-0.00028693i,-0.00071253-9.3325e-06i,-0.00034876+0.00011411i,0.0002878+0.00047399i,5.2708e-05+0.0004518i,-7.5959e-05+0.00024939i,-0.00039644+0.00020301i,-0.0010002-0.00045409i,-0.00074405-5.2226e-05i,-0.00024661+0.0012041i,-0.00020517+0.0010228i,-0.0005569+0.00016989i,-0.00059883-0.00035542i
-0.0014687-0.0015198i,-0.0017334-0.00055839i,-0.0026623+0.00088597i,-0.0021393+0.0019993i,-0.00079177+0.0015148i,0.00013808+0.00059026i,-9.3792e-05-4.8599e-05i,-0.00073206-0.00052116i,-0.00064089-0.00018986i,-9.8635e-05-0.00034994i,0.00016879-0.00086885i,-0.00020786-0.00044535i,-0.00049146+0.00026249i,-0.00045558+0.00043176i,1.7149e-05-2.0891e-06i,-0.00019688-0.00047094i,-0.00026694-0.00085847i,0.00025986-0.00060133i,0.00078322-7.4182e-05i,0.00091014-0.00013772i,0.00076642-0.00064752i,0.00064386-0.00070869i,0.0002436-8.8674e-05i
-0.00015948-0.0012306i,-0.00061325-0.0017226i,-0.00077719-0.002622i,-9.0003e-05-0.0031657i,0.00026594-0.0024789i,0.00028694-0.0015762i,0.00045093-0.00056971i,0.001018-0.00047473i,0.00060134-0.0010728i,3.2293e-05-0.0007365i,0.00012879+8.3088e-05i,-0.00024667+0.00018311i,-0.00071693+0.00062163i,-0.00088921+0.00090534i,-0.00064646+0.00047602i,0.00026089-6.6944e-05i,0.0010425+0.00025068i,0.00078997+0.00032111i,0.00050487-0.00049488i,0.00032014-0.00048385i,0.00011347-0.00024824i,6.2143e-06+0.000133i,0.0007951+0.00014097i
-0.00052205+0.00045962i,0.00051438+0.0019447i,0.00093241+0.0018467i,0.00025173+0.00050467i,0.00025206-0.00057376i,0.00054269-0.0018694i,0.00010836-0.0016037i,-0.00033929-0.00075494i,-0.00016846-0.00034138i,0.00022121+7.6289e-05i,-7.1503e-05+0.00034767i,-0.00034259+0.00054586i,-1.9149e-06+0.00036825i,-0.00011119+0.00032985i,0.00015719+0.00041959i,0.00020649+0.00033011i,3.1688e-05+8.4099e-05i,0.00016992+0.00010948i,-0.00036811+7.4791e-05i,-0.00058261+0.00039638i,-0.00026262-5.4838e-05i,0.00031043-0.00060018i,0.00062049+9.7867e-05i
0.00086188-0.0023901i,0.00071121-0.0029597i,0.00014613-0.0022086i,-0.00074188-0.0017554i,-0.0014494-0.0017779i,-0.0010114-0.001428i,-0.00072533-0.00038158i,-0.00049243+7.5219e-05i,-0.00024664-8.6858e-05i,-0.0010058+0.00017918i,-0.0012607+5.852e-05i,-0.00067321-0.00066733i,-0.00058624-1.248e-05i,-0.0006283+0.00060939i,-0.00042551+0.00039892i,-0.0010689+1.9313e-05i,-0.00077627-0.00096812i,0.00032112-0.0015937i,-0.00043112-0.00083371i,-0.0011265+0.00031064i,-0.00028925+0.00041978i,3.5653e-05+0.0003998i,-0.00073646+0.00011882i
-0.00058001+0.00083068i,-0.0015197+0.00061262i,-0.00066037+0.00053005i,0.00013301+0.00025296i,-0.00032059-6.9659e-05i,-0.00076828-9.9654e-05i,-0.00073354+0.00025335i,-0.00069288+3.1279e-05i,-0.00056055-0.00031973i,0.00055527+1.8826e-05i,0.00090903+0.00033243i,-0.00012507+0.00033508i,-0.00044867+0.00033687i,8.8583e-05+0.00058326i,-0.00017912+0.00050546i,-0.00049498+0.00018763i,-0.00050622+0.0006104i,-0.00031566+0.0009872i,-0.00054521+0.00080475i,-0.00096366+0.00029735i,-0.00090721+0.00025945i,-2.617e-05-0.0002407i,0.0007854-0.00025272i
0.0014742-0.0010526i,0.0015482-0.0014373i,0.0010952-0.0016686i,0.00076206-0.002353i,0.00090123-0.0029969i,0.00056419-0.0024473i,3.1888e-05-0.0011114i,-0.00060642-0.00077673i,-0.00099663-0.00057057i,-0.001055-0.0004634i,-0.0008688-0.00041753i,-0.00094405-0.00046232i,-0.00054807+8.3759e-05i,-0.00016566+0.00038368i,-3.0905e-06-5.2242e-05i,-0.00051346+5.1838e-05i,-0.00053688+0.00028822i,0.00073365-0.00010232i,0.0011031+0.00072448i,0.00037817+0.0011386i,0.00067837-8.901e-05i,0.00053035-0.00088891i,0.00014391-0.00077392i
-0.00052167-0.001164i,0.00016614-0.0010991i,0.0010836-0.0023557i,0.00026876-0.0026726i,-0.00062443-0.0019126i,-0.0016875-0.0011748i,-0.0019416-0.00017256i,-0.00053432+7.742e-05i,0.00017651-0.00011095i,0.00031517-0.00053968i,0.00033113-0.0018297i,0.00011058-0.0014921i,-0.00026836+0.00042544i,-0.00017804+0.00047426i,0.00031742+3.6691e-05i,-0.00032108+0.00077056i,-0.00054022+0.00048831i,-6.1056e-05-0.00019868i,0.00020354-0.00029925i,0.0010636-1.1488e-05i,0.0016029+0.00074299i,0.00064895+0.00090419i,0.000215+0.00010149i
-0.0015079+0.0022715i,-0.00097541+0.0021361i,-0.00054288+0.0021806i,0.00054792+0.00092606i,0.0012514-0.00015994i,0.0013468-0.00066806i,0.0011308-0.0010279i,0.00065257-0.0010285i,0.00055693+0.00022495i,0.00060893+0.0011371i,0.00056067+0.00087148i,0.0009956+0.00089224i,0.0013021+0.00073136i,0.00091935+0.0006788i,0.00096104+0.00039321i,0.0011458-0.00014381i,0.00097567-0.00047544i,0.0011453-0.00027548i,0.0014155+0.00023908i,0.0009991+0.00049585i,0.00018677+0.00049988i,-0.00026284-0.00016968i,0.00010202-0.00062649i
-0.0014094-0.00025829i,-0.0019199-0.00053402i,-0.0012975-9.9542e-05i,0.00013983+0.00041718i,-9.8107e-05+0.00012126i,-6.0706e-05-0.00056157i,0.00038396-0.0015618i,-9.0401e-05-0.0013039i,-0.00076952-0.00046199i,-0.0004276-5.5917e-05i,0.00027783+0.00026363i,0.00011878+3.0199e-05i,0.00023246+0.00019815i,0.00028585+0.00036334i,-0.00030323-0.0007365i,-0.00058242-0.0014767i,-0.00055519-0.0012139i,-0.00040315-0.00080171i,0.00020237-2.1441e-05i,0.00048861+0.0004343i,9.9962e-05+0.00052112i,-0.00011969+0.00087717i,-0.00021287+0.00031637i
0.00028826+0.00081206i,-0.00015716+0.00064961i,-0.00033077-0.00022641i,6.8201e-06-0.0016339i,0.00030563-0.0019945i,0.00029019-0.00096334i,1.4907e-05-0.0005516i,0.00022733-0.00060294i,0.00048172-0.00015898i,0.00033071-0.00010631i,5.2157e-05-0.00026598i,-0.00036919-0.00012688i,-0.00030371-0.00026118i,-2.0298e-05-0.00067808i,0.00078798-0.00066268i,0.00097633+0.00026363i,5.8906e-05+0.001039i,-0.00014303+2.8492e-05i,0.00053121+3.7363e-05i,0.00030608+0.00066752i,-0.00013302+0.00081635i,5.5001e-05+0.00094028i,0.00042041+0.00024515i
-0.0020519-0.001176i,-0.0019047-0.00012932i,-0.0022086-0.00090601i,-0.0010097-0.00086254i,0.00033953-0.00055694i,0.00087911-0.0010398i,0.00040297-0.00091309i,-0.00059056-0.00067093i,-0.00071009-0.00076191i,-0.00011589-8.5907e-05i,2.5256e-05-0.00018834i,-0.00011543-0.00049987i,0.00012439+0.00066692i,6.2457e-05+0.002239i,1.3198e-05+0.0018788i,6.4476e-05+0.00064291i,0.00020169+0.0007362i,0.0010145+0.0011653i,0.0011951+0.00063098i,0.0011302+0.00041466i,0.00053447+0.00053849i,-0.00040944+0.00053264i,-0.00071155+0.00050377i
-0.0016401-0.0012887i,-0.0018183-0.0019889i,-0.0012606-0.0022237i,0.00010176-0.0017533i,-0.00011045-0.0014354i,0.0002335-0.00074842i,0.00081207-0.00022084i,0.00025789-0.0003154i,0.00013323-0.00033801i,8.625e-05+8.4997e-05i,-0.0005949+6.5501e-06i,-0.0010624-0.00033691i,-0.0011392-0.00012035i,-0.00068101-0.00014169i,0.00025828+0.00059978i,0.00048241+0.00095337i,-0.00020943+0.00036202i,-0.00059902-0.00077861i,-0.00023671-0.00086434i,0.00055298-7.5587e-05i,0.00045441+0.00021159i,-0.00068894+0.00045822i,-0.00092028-0.00024441i
-0.00038729+0.0009007i,0.00071394-0.00088331i,0.00077833-0.0020136i,6.8184e-05-0.0025215i,0.00040976-0.0022633i,0.00085338-0.0015084i,8.7447e-05-0.0012265i,-0.0008216-0.0013972i,-0.00038791-0.0013235i,7.2628e-05-0.00099365i,4.8411e-05-0.00035874i,4.6825e-05+8.9579e-05i,0.00088926+0.00046652i,0.0005965+0.00046004i,-0.00045216+0.00039064i,-0.00052788+7.4011e-05i,0.0002253-0.0002412i,0.0007863-0.00034635i,0.00096863+0.0004262i,0.00082595+0.00092711i,0.00080332+0.00060872i,0.00082083+0.00037324i,0.00031935+2.766e-05i
0.00088663+0.00072065i,0.0012256+0.00042943i,0.0015697+0.00020128i,0.0017447+0.0005092i,0.0010186+0.00025844i,-0.0004785-0.00094882i,-0.00059993-0.00195i,-0.0003643-0.0022446i,-0.00093625-0.0018781i,-0.00032902-0.0012041i,0.00020868-0.0011164i,-0.00024782-0.00046428i,-0.00056045-0.00031684i,-8.9175e-05-2.7195e-05i,0.00048107-0.00022845i,0.00032805-0.00053008i,-0.0001623+0.00014125i,-0.00018667+0.00020566i,4.5272e-05-0.00051133i,-0.00018111-0.00083767i,-0.00058947-0.00023215i,-0.00073675+0.00011244i,-0.00043992+0.00055746i
0.0024024-0.0021188i,0.0031446-0.00061118i,0.0023769-0.0012732i,0.0006585-0.0022672i,-0.00082476-0.0021027i,-0.00077591-0.00095013i,0.00065061+7.2731e-05i,0.00078639-0.00053266i,0.00040288-0.0011159i,0.00039736-0.00083001i,0.00026953-0.00072128i,-0.00054433-0.00088037i,-0.00085477-0.00051987i,-0.00055279-0.00086929i,0.00013871-0.00097873i,0.00057409-0.00029718i,0.00025711+0.00030948i,6.3894e-05+0.00075517i,0.0001088+0.0012362i,0.00080188+0.0010414i,0.00074149+0.00081099i,-1.127e-05+0.00055794i,-0.0005336+0.0003618i
-0.0013781+7.4469e-05i,-0.0018823-0.00091665i,-0.0020153-0.0022267i,-0.00056298-0.0029214i,0.00065424-0.0032254i,0.00036296-0.002465i,-0.00021314-0.0012323i,-0.00039367-0.00063791i,-0.00050554-0.00046311i,-8.1891e-05-4.7597e-06i,0.00028541+0.00037059i,8.8143e-05+0.00042693i,-0.00027235+0.00042791i,-0.00084231+6.4529e-06i,-0.00012118-0.0005155i,0.00098506-0.0007806i,0.00072798-6.6598e-05i,0.0003384+0.00037354i,1.6698e-05-0.00016538i,-0.00051411-0.00024911i,-0.00063017-0.00038291i,-0.00057072-0.00053517i,-2.0336e-05+0.00026513i
0.0029781+0.00025964i,0.0030253+0.0010184i,0.0035637+0.0018324i,0.0026698+0.0018202i,0.00059634+0.00067242i,-0.00055498-0.00026466i,-0.00037969-4.6329e-05i,-0.00054313-0.00023424i,-0.00050208-0.00063678i,0.00039489-0.00042928i,0.00085982-0.00017265i,0.000392-0.00082925i,0.00020633-0.00078642i,0.00063007-4.2925e-05i,0.0011697+1.8692e-05i,0.00041472-0.0003469i,-0.00079166-0.00093166i,-0.00021711-0.00096877i,0.00082463-0.00021774i,0.0012496+0.00042835i,0.0010129+0.0004024i,0.00015785-0.00035817i,-0.00036639-0.00096948i
-0.0008473+0.0012265i,-0.0010664+0.00013257i,-0.00027265+9.6115e-05i,-0.00029397-0.0009478i,-0.00036757-0.002522i,0.00025287-0.0019387i,0.00078535-0.00065933i,0.00033927-0.0005602i,-0.00051029-0.00055453i,-7.3691e-05-0.00071841i,0.00030451-0.00030182i,-0.00085891+0.00013696i,-0.0011997-0.00058763i,-0.00059623-0.00055954i,-0.00096638+0.0001596i,-0.00045909+0.00034862i,8.3735e-05+1.0116e-06i,-0.00018431-0.00024686i,-1.145e-05-0.00025995i,0.00059943+0.00036999i,0.00062128+6.5044e-05i,0.00030624+0.00011282i,0.00014241-0.00013467i
-0.0017128+0.00079248i,-0.0020775+0.00057235i,-0.001601+0.0015141i,9.9606e-06+0.0017188i,0.001139+0.00085295i,0.0012396-0.00051787i,0.00082679-0.00059433i,0.00051807-0.0002332i,-0.00021281-0.00064931i,-0.00072061-0.00071141i,-0.00083163+0.00059593i,-0.00062543+0.0011624i,0.00036311+0.00052242i,0.0010048+0.00086208i,0.00039687+0.00073915i,0.00029141+0.00023236i,0.00069429+0.00060059i,0.00036037+0.00038416i,2.8855e-05+0.00031133i,4.0618e-05+0.00048429i,0.00041311-0.0002169i,0.0013851-0.00027797i,0.0010906+0.00037782i
0.0010737-0.00064149i,0.00092706-0.0014051i,0.00085398-0.0019944i,0.00077172-0.0018084i,-0.00027918-0.0018605i,-0.0014826-0.0019315i,-0.0010555-0.001274i,9.8166e-05-0.00066485i,0.00036994-0.0003107i,0.0007431-0.00049792i,0.00053693-0.00088598i,2.3135e-05-0.0007883i,0.00010691-0.0003705i,0.0002074-0.00045971i,0.00022134-0.00060965i,-0.00017795-0.00016621i,-0.00016738-0.00060494i,0.00010353-0.00065204i,-0.00012016-0.00031452i,-0.00021735-0.00045577i,-0.00026363-0.00050999i,-0.00043048-0.0005858i,-0.00046766-0.00040001i
-0.00046966+0.00036749i,0.0012196-0.00018938i,0.0015034-0.0010322i,0.00042018-0.0021999i,-0.00031406-0.0018645i,-0.00058447-0.00045036i,-8.0519e-05+2.3237e-05i,0.0003317-0.0001301i,0.00011407-0.00021776i,1.6228e-05-0.00076953i,-0.00027361-0.0010421i,-0.0009296-0.00056469i,-0.00073977-0.0007974i,0.00040798-0.00035139i,0.0013253+0.00033739i,0.0012126-0.00060633i,0.00061204-0.00043971i,4.5294e-05+0.00017493i,0.00022462+0.00071096i,7.153e-05+0.00089245i,0.00030016+0.0004554i,0.00072618-5.598e-05i,0.00035513-0.00028403i
-0.0016769-9.8539e-05i,-0.0016195+0.00063844i,-0.00096053+0.0010047i,-0.00030151+0.00099382i,5.9268e-05+0.0007544i,3.2197e-05+0.00019614i,-0.00021725-0.00044264i,0.00025538-0.00013483i,0.00015091-4.7481e-05i,-0.00059288-0.00032941i,-0.00092702-0.00025154i,-0.00093897+0.00014908i,-0.0011228+0.00077563i,-0.00079748+0.0010647i,9.4104e-06+0.00075944i,5.7884e-05-4.8998e-05i,-0.000264-0.00084557i,-5.633e-05-0.00066326i,0.00070759+3.3092e-06i,0.0011314+0.00028446i,0.00090499+0.00066215i,0.000834-0.00013042i,0.00021196-0.00025935i
0.0012742-0.00038901i,0.0018456-0.00082303i,0.0015257-0.0021485i,0.00063932-0.002601i,0.00030133-0.0028831i,0.00017211-0.0019389i,-0.00014035-0.00048013i,-1.4672e-05-0.00031305i,2.2129e-05-0.0005825i,-0.00083202-0.00087458i,-0.00046801-0.0012962i,-0.00016453-0.00014882i,-0.0002955+0.00032352i,0.00027293-0.00033551i,0.0002291-0.00026501i,0.00031926+0.00035992i,0.00059095+0.00039336i,0.0006675-0.00034597i,0.00056755-0.00043698i,0.00058347+0.00041502i,0.00060851+0.00096719i,0.0013724+0.00043888i,0.0017634+8.1287e-05i
2.7873e-05+0.0015866i,-0.00017233+0.0018743i,0.00033625+0.0012709i,0.00089081-0.00081404i,0.0011363-0.0026036i,0.0008575-0.0018963i,6.4935e-05+0.00033591i,-0.00048259+0.00041292i,-4.867e-05-0.00030695i,0.0010873-0.00011079i,0.0013864-4.1691e-05i,0.00091003-0.00028045i,0.0003888-0.0003507i,0.00031728-0.00049962i,0.00012804-0.00048505i,-0.00040079-3.1371e-06i,-0.00033485+0.0004264i,-0.00067227+0.00071188i,-0.00045334+0.00015049i,0.00010316-5.1506e-05i,-0.00014366+0.00026776i,0.00028127-0.00018464i,0.00019995-0.00058393i
-0.00039307+0.00060826i,0.00037035+0.00055802i,0.0012015+0.0020077i,0.00059295+0.0014948i,0.00027405-0.00066444i,0.00054661-0.0016882i,0.0006237-0.0017064i,0.0008418-0.0013894i,0.00059257-0.00098893i,0.00045602-0.00037324i,0.00089215-0.00030376i,0.00027623+4.7771e-05i,-0.00011796+0.00056713i,0.00034801-2.399e-05i,0.00064985-6.4153e-05i,0.00051599-6.8924e-05i,-1.7365e-05-0.00012418i,-0.00025062+6.3442e-05i,-0.00010718-0.00036185i,0.0002868-0.00018775i,0.0007736-0.0002468i,0.00055322-0.00081332i,-0.00033197-0.00028015i
0.0012329-0.0023028i,0.0011967-0.0025002i,0.00070119-0.0032835i,-0.00093133-0.0031002i,-0.0014715-0.0026638i,-0.00074235-0.0011051i,-0.0005547-0.00020189i,-0.00083946-0.00090255i,-0.00098391-0.00091743i,0.00019035-0.00038876i,0.00060819-0.00029848i,-0.00012331+0.00022516i,-0.00039013+0.00045972i,-0.00075975-0.00026931i,-0.0011512-0.00099414i,-0.00067936-0.00036283i,-0.00036577+0.00027608i,-0.00020759+0.00017202i,0.00026939+4.3737e-05i,0.0010004+0.00047398i,0.00096256+0.0004932i,0.00071041+0.0002222i,0.00086536+0.00027161i
0.00013049+0.0029814i,0.0012339+0.002872i,0.0019424+0.0010714i,0.001997-0.00042313i,0.0017197-0.00074138i,0.00098988-0.0012202i,0.00045131-0.0010319i,0.00042965-0.0009195i,0.00035224-0.00067468i,-0.00010076-0.000241i,-0.00014437-0.00035996i,0.00077774-0.00050055i,0.00094543+4.3099e-05i,8.8496e-05+0.00031149i,-4.3068e-05+0.00032109i,-3.9224e-05+0.00039044i,-9.7011e-05+0.00057373i,-0.00014323+0.00075668i,-0.00050416+0.00092175i,-0.00043838+0.00092319i,7.0368e-05+0.00042945i,0.0002569-0.00018407i,7.6879e-05-0.00064958i
0.0031142-0.0012748i,0.002236-0.0016351i,0.00068369-0.001569i,-0.00057008-0.0019432i,-0.0014567-0.0025269i,-0.0020066-0.0021863i,-0.0016874-0.0013452i,-0.00018644-0.0013551i,-0.00033672-0.0012911i,-0.0010325-0.00074583i,-0.00099327-0.00076999i,-0.0012083-0.00095767i,-0.00078087-0.0012992i,-4.3398e-05-0.00061449i,-0.00090754+0.00053771i,-0.0009826-0.00019888i,-7.2904e-05-0.00102i,0.0002263-0.00084681i,-2.2813e-05-0.00010423i,0.00021578+0.00056903i,0.00043906+0.00044399i,0.00071477-0.00014012i,-4.1913e-05-5.8878e-05i
0.00099675+0.00042982i,0.0018312-2.2847e-06i,0.0027243-0.00080132i,0.0032376-0.0014424i,0.0019878-0.0021009i,0.00042939-0.0013324i,-0.00047233-0.00030392i,-0.00069526-0.00022968i,0.00053994-0.00066078i,0.0011114-0.00061931i,0.00035088-0.00068086i,-0.00018431-0.00045333i,-0.00073303-0.00019936i,-0.00072552-0.00059928i,-0.00030379-0.00039272i,-0.00027815+0.00013049i,-0.00028505-0.00020466i,6.1769e-05+0.00031287i,0.00046223+0.0011929i,0.00059191+0.00053111i,0.00042833-0.0007598i,-6.6819e-05-0.0008929i,-0.0001517-0.0003625i
-0.0013968+0.0010993i,-0.0022552+0.0014665i,-0.0025175+0.0015283i,-0.0012453+0.0012416i,3.8516e-05+0.00010584i,0.0009197-0.0010927i,0.001177-0.0014767i,0.00072769-0.0012671i,0.00071609-0.00076263i,0.00056907-0.00039009i,0.0006672+0.0001107i,0.00069142+3.1837e-05i,0.00016488+0.00034737i,0.0001866-0.00017805i,0.00066052-0.00088461i,0.00054375-0.00039667i,-7.7576e-05+7.5614e-05i,0.00048758-0.00016164i,0.0013668-0.00044271i,0.00052774-0.0002764i,-0.00010243+0.00018231i,3.6199e-05+0.00011202i,-0.00031984+2.4087e-06i
0.0031964+0.00070335i,0.0026543+0.00088821i,0.0031643-0.00018514i,0.0023545-0.00075524i,-0.00028148-0.0011828i,-0.0010436-0.00080127i,-0.00076753-0.00071508i,-0.00016859-0.0010966i,0.00065931-0.0016174i,0.00075193-0.0015815i,0.00083315-0.00086924i,0.00045299-0.00033045i,-1.9508e-05-0.00021721i,4.1603e-06-0.00055146i,-1.0416e-05-0.00020632i,-0.00021318+0.00026442i,-0.00060639+0.00032087i,-0.00098254+0.0006075i,-0.00076952+0.0003194i,-0.00064315-0.00017828i,-0.00010345-0.00089806i,0.0011328-0.00041808i,0.00079346+0.00052091i
0.00049144-0.002066i,0.0010447-0.0026259i,0.0012201-0.0036031i,0.00016609-0.0034617i,-0.00069965-0.0016134i,-8.0473e-05+0.00013538i,0.00049754+0.00055587i,-0.00041659+4.8957e-05i,-0.0001595-0.00017746i,-0.00057875-2.2793e-05i,-0.0012815-0.00031937i,-0.0007888-0.00034091i,-0.00069302-0.00064385i,-0.00048207-0.00060414i,-0.00020665+0.00049368i,-0.00010431+0.00073071i,4.372e-05+0.00018964i,-0.00033843+0.00018944i,-0.00015826-0.00064163i,-0.00012872-0.0011834i,-0.00019532-0.0005888i,0.00029334+7.3282e-05i,0.00054599+0.00029755i
0.0015823+0.0016964i,-3.0757e-05+0.0026731i,0.00046762+0.0025208i,0.00019045+0.001621i,-0.0014557-0.00029265i,-0.0011453-0.0016491i,-0.00021022-0.0015337i,-0.00049185-0.00094231i,-0.0005837-0.00072885i,-0.00065628-0.00049932i,-0.00058501-0.00024544i,-0.00025386-0.00041945i,-0.00026038-0.00047451i,-5.73e-05+4.588e-05i,0.00012554+0.00026686i,0.00018435-0.00015415i,-0.00059461+0.00012125i,-0.00069821+0.00052023i,0.0002696+0.00089541i,0.00082319+0.00048309i,0.00068162-8.6528e-05i,0.00045737+0.00039255i,0.00031068+0.00068813i
0.0020029-0.00076919i,0.001488-0.00082408i,0.0015551-0.0033414i,0.0023319-0.0045989i,0.0012635-0.003518i,-0.00020175-0.0019177i,-0.00025886-0.00083437i,0.0004103-0.00094172i,0.00065907-0.00086675i,0.00053175-0.00070343i,9.2256e-05-0.00092222i,-0.00028859-0.001463i,-0.00050706-0.00111i,-0.00064355-0.00028846i,-0.00064719-4.8957e-05i,-0.0007117-2.5117e-05i,-0.00010964-0.00027819i,0.00029931+8.8359e-06i,0.00028746+0.00027319i,0.00030057+0.00016398i,0.00048597+5.0632e-05i,0.00037265-0.00035888i,0.00026196-0.00074306i
-0.0011367+0.001333i,0.00025918+0.00073904i,0.00064057+0.0013724i,0.00022452+0.0016034i,0.00046658+0.00054314i,0.00063306-0.00030957i,-0.00014932-0.00057536i,-0.0010078-0.00043546i,-0.00064785+0.00015441i,0.00040188+0.00012661i,0.00051217-0.00023684i,-6.9926e-05-0.00036859i,6.8838e-05-0.00043753i,0.00064374+1.1465e-05i,0.00081098-4.0993e-05i,0.00064138-0.00052534i,0.0002818-2.0789e-05i,-0.00055881+6.3273e-05i,-0.00023299-8.4662e-05i,0.00023816+0.0002373i,-8.4295e-05+0.00046186i,-0.00020552-0.00013718i,-0.00063749-0.00030854i
0.00028881-0.001256i,0.00036862-0.00035374i,0.00028365+0.00093186i,-0.00053063+0.0009291i,-0.00063019+0.00015415i,-0.00077925-0.00044257i,-0.00084896-0.001262i,-0.00059741-0.0021658i,-0.0006444-0.0018556i,-0.0010437-0.00077361i,-0.0016916+0.00029805i,-0.00172+0.00039613i,-0.0010068+0.00033877i,-0.00076286+0.00039147i,-0.00084554-9.0307e-06i,-0.00094542-0.00056441i,-0.00011426-0.0004885i,0.00072085+0.00036644i,0.00068766+0.00022226i,0.00064158-0.00079169i,0.00053376-0.00042729i,0.00055308+0.00012099i,0.00031445+0.00075815i
-0.00056745-0.00023442i,-0.00057044-0.00068695i,-0.00053432-0.0017176i,-0.00015975-0.0033736i,0.00051156-0.0037351i,-0.00015842-0.0026203i,-0.0004739-0.00036979i,-4.5816e-05+0.00038577i,-7.8955e-05+8.4535e-05i,-1.8734e-05-7.4451e-05i,0.0001957-0.0010587i,-4.2312e-05-0.00084968i,-0.00049521+0.00079176i,0.00012564+0.0014856i,0.00038408+0.00048462i,-0.00011397-0.00063918i,-0.0001463-0.00013443i,-0.00052969+0.00081458i,-0.0010797+0.00060823i,-0.00042951+0.00043204i,0.00019979+0.00068717i,-8.0158e-05+0.00014664i,0.00026298+0.00040147i
