-0.0022902+0.0015393i,-0.0014388+0.00046248i,-0.0011908-0.0011576i,-0.0012189-0.0014999i,-0.0018087-0.0012302i,-0.0017786-0.00053264i,-0.00047399+0.000732i,0.00042423+0.00042878i,0.00093137-0.00024576i,0.001161-0.0010228i,0.00021095-0.0014484i,-0.00095819-0.0016031i,-0.0010104-0.0016868i,-0.00058384-0.0010795i,-0.00066054+0.00013368i,-0.00024776+0.0010038i,-5.686e-05+0.00071826i,-0.00055614-3.9453e-05i,-0.00014517-0.00055708i,0.00013836-0.00045032i,-6.3787e-05-0.00055503i,-0.00014942-0.00094563i,-0.00010792-0.00076555i
0.00038285-0.0013074i,0.00040649-0.00098473i,0.00040298-0.0014459i,0.00050716-0.0017786i,0.00015383-0.00082438i,-0.00043486+0.00064384i,0.0001762+0.00083305i,0.00031176-0.00025994i,-0.00052156-0.0005799i,0.00010064-0.00033527i,7.7145e-05-0.00051331i,-0.0011471-0.00062016i,-0.00092532-0.00033329i,-0.0001142+0.0001684i,2.8735e-05+0.00012915i,0.00026975-6.9276e-05i,4.5775e-05+0.00035632i,-0.00052234+8.3367e-05i,-3.1563e-05-0.0005759i,0.00080709-0.00066412i,0.00074953-0.00027974i,0.00037022+8.654e-05i,-3.1538e-05-0.00057867i
-5.9143e-05-0.0029131i,3.6158e-06-0.0033103i,0.00097137-0.0020705i,0.00080312-0.00034947i,-0.0001228-0.00038323i,-0.00011023-0.00065604i,-0.00014195-0.0010454i,-0.00015273-0.0013796i,-0.00036131-0.0002454i,-0.00092923-9.4806e-05i,-0.0011952-0.00061925i,-0.00082571+0.00019519i,-0.00044132+0.00083509i,-0.00049413+0.0011022i,-0.00057034+0.00076466i,-0.00052415+0.00048012i,-0.00025471+3.3257e-05i,-0.00019546+0.00020708i,0.00042155+0.00086167i,0.00081612+0.00016365i,0.00026827-3.7281e-05i,-0.0002694+0.00062665i,-0.0010206+0.00051516i
-0.0012597-0.00025196i,-0.00096451+7.636e-05i,-0.0016567+0.00071923i,-0.00086474+0.00059769i,-0.00019699-0.00096477i,0.00037757-0.0018843i,0.00016599-0.0016405i,-0.00060237-0.0012799i,-0.00052167-0.00067436i,-0.00066014-0.00057037i,-0.00092383-0.00050522i,-0.0008406+0.00020544i,-8.0206e-05+0.00013575i,0.00026728-0.00020672i,-0.0002287+0.00050815i,-0.00045302+0.00072796i,-0.00091986+0.00040048i,-0.0016258+3.8189e-05i,-0.0008724+0.00052733i,7.5339e-05+0.001091i,5.7902e-05+8.3645e-05i,-5.4647e-05-0.00090177i,0.00088801-0.00068875i
0.002061+0.0015647i,0.0027794+0.0011062i,0.0034757-0.0010177i,0.0023656-0.0024765i,0.00035148-0.003421i,-0.0012847-0.0030098i,-0.0012308-0.0010537i,-0.00019839-0.00052333i,0.00068578-0.0011946i,0.0006097-0.0013557i,-0.00015577-0.0010998i,0.00027285-0.00060785i,0.00014448-0.00052717i,0.00011705-0.00016824i,0.00088303+0.0001972i,-0.00015983-0.0001142i,-0.0014923-9.5397e-05i,-0.00083065+0.00049654i,-0.00026042+0.0010461i,-0.00026069+0.00084238i,0.00056518+0.00092791i,0.00043465+0.00075389i,5.6862e-05+0.00032716i
-0.0012138-0.0013933i,-8.7792e-05-0.00061235i,-0.00017852+0.0002048i,-0.0012356+6.0005e-05i,-0.0015319-5.417e-05i,-0.00030931+0.00070395i,5.0882e-05+0.0005588i,-0.00075465-0.00043906i,-0.0012824-0.00051713i,-0.0011024-0.00037272i,-0.0011597-3.1899e-05i,-0.00076636-5.4072e-05i,-9.9134e-05-1.981e-05i,8.936e-05-0.00017294i,0.00013006-0.00083128i,-0.00029113-0.00089774i,-5.1536e-05-0.00080391i,0.00051244-0.00036324i,0.00043602+1.3765e-05i,-0.00017347+0.00015648i,-0.00039963-5.2034e-05i,0.00017974-0.0005256i,-2.365e-06-0.00026154i
-0.0016382-0.0014746i,-0.0018642-0.0020433i,-0.0025602-0.0015072i,-0.0022176-0.0010636i,-0.0014194-0.0012486i,-0.00052182-0.00093369i,0.00054211-0.00061708i,0.00064039-0.00013176i,-0.00012337-2.3692e-05i,-0.00058775-0.00051604i,-0.00021689-0.00076695i,-3.7989e-05+0.00023701i,-0.00013873+0.00054596i,0.00012218+0.0002317i,0.00013429-0.00019783i,-0.00019246-0.00024333i,-0.00057687-8.3054e-05i,-0.00042693-0.00018323i,0.00018197-7.1917e-05i,0.00043064+0.00016898i,0.00038014+0.00029263i,0.00016045+6.3692e-05i,0.00027923-0.00048616i
-0.0010191-0.00090132i,-0.0010318-0.00060892i,0.00038225-0.0012047i,0.00057161-0.0024208i,0.000339-0.0022524i,0.00040393-0.0010079i,-0.00019288-0.0010484i,-0.00038338-0.0013031i,0.00026583-0.00024942i,0.0005973+9.7531e-05i,0.00025061-0.00080798i,0.00059413-0.0014455i,0.00057951-0.0009213i,0.00039362+0.00015651i,0.00069417+0.0001285i,0.00049268-0.00036911i,0.00035254-0.00071456i,0.00059356-0.00047085i,0.0011602+0.0004909i,0.0011174+0.0010563i,0.00057301+0.00044799i,0.00059415-0.00033833i,0.00059221-0.00034084i
-0.0011926+0.00037265i,-0.00027922+0.00071865i,-0.0016698+0.00066639i,-0.002442-0.00018676i,-0.0020264-0.00088115i,-0.0023326+4.8603e-05i,-0.0019078+0.00061553i,-0.00062861+0.00020691i,6.4186e-05-0.00096011i,-0.00031377-0.00067926i,-0.00047367-0.00013271i,-6.5199e-05+0.00025091i,-0.00030475+0.001106i,-0.00070403+0.0010761i,-0.00059584+0.00055469i,7.4736e-05+0.00029457i,0.00024437+0.00017899i,-0.00034144+0.00036747i,-3.8815e-05+0.0004775i,0.0003058+0.00090638i,-0.00011758+0.00080784i,0.00014095+0.00037028i,0.00034387+0.00071279i
-0.0010552-0.00086637i,-0.0004518-0.0016301i,-0.00031296-0.0024436i,8.8373e-05-0.0026646i,0.00022065-0.0023323i,-0.0001314-0.0021656i,0.00041777-0.0012787i,0.00030231-0.00072879i,1.2587e-05-0.00084907i,0.00081479-0.00051727i,0.00027756-0.00072737i,-0.0007429-0.0010599i,-0.00079855-0.00063904i,-0.0002784-0.0010214i,0.00027806-0.0008792i,0.00026863-0.00018344i,0.00015829+2.4961e-05i,0.00018704+0.00081961i,0.00018658+0.00096953i,-0.00048996+0.00038715i,-0.0007829-0.00010583i,-0.00013752-0.00028951i,0.00011549-0.00070635i
-0.0024521+0.0014621i,-0.001889+0.00088281i,-0.0014046+0.0013169i,4.1827e-05+0.00086552i,0.00090572-0.0012717i,0.00048987-0.0027266i,-0.00010264-0.0018035i,-0.00033232-0.00056875i,-9.4475e-05+7.444e-05i,-0.00033388+0.00034163i,-0.00042166+0.00049825i,-0.00010435+0.00085221i,-1.5237e-06+0.0011186i,0.00011073+0.00041099i,3.8276e-05-3.97e-05i,0.00027619+0.000711i,0.000395+0.00062181i,0.00042375-0.00038453i,0.00080629-0.00073966i,0.00031795-0.00043324i,0.00013408-0.00058255i,0.00066853-6.4248e-05i,0.00068808+0.00088505i
-0.00066398-0.002146i,-0.00021918-0.0018719i,0.00103-0.0027072i,0.0012049-0.0032793i,0.00026356-0.0025144i,-0.00044012-0.00038589i,-0.0010229+0.00045991i,-0.0013829-0.00047506i,-0.00085914-0.0012112i,-0.00061421-0.0012317i,-0.00040772-0.00075342i,-0.00063374+1.2582e-05i,-0.00062459+0.0003584i,-0.00053066+0.0004166i,-0.00068573+0.00091946i,-0.00062026+0.00081585i,-0.00029108-0.00019754i,0.00060154-0.00053558i,0.00046126+0.00015952i,-0.00049713-0.00032702i,-0.0001679-0.00038187i,0.000508+0.00034833i,0.00019115-0.00021107i
-0.00028397+0.0017843i,-0.00050838+0.0018646i,6.6196e-05+0.0011735i,0.00054844+3.5856e-05i,-0.00012714-0.00089241i,-0.00062744-0.0012974i,-0.00035981-0.00065054i,3.3852e-06-0.00041663i,0.00084439-0.00013465i,0.0007767-5.8421e-05i,0.00033369-0.00050435i,0.00015446-0.00026846i,-0.00021434+0.00016541i,-7.2988e-05-0.000497i,-0.00020097-0.00057351i,-0.00032238-0.00037218i,3.112e-05-6.7787e-05i,-1.3e-05+0.00027465i,-0.00023641-0.00012259i,-0.00042778-0.00024539i,-0.00025152-3.6626e-05i,0.00026235-0.0001673i,0.00060927-0.00079831i
0.00062837-0.00058489i,0.0010598-0.00044262i,0.00099381-0.00054045i,0.0018799-0.0011736i,0.0013946-0.001599i,-0.00053372-0.0018149i,-0.0009275-0.0016829i,-0.00072023-0.0010568i,-0.00061748-0.00061584i,-0.00039407-0.00091023i,3.504e-05-0.0012509i,-0.00014891-0.00067241i,-0.00011224-0.00016306i,0.00013956+0.00010781i,0.00019967+0.00062844i,0.00049948+6.0122e-05i,0.00048286-0.00090621i,0.00036924-0.00048149i,0.00044719+0.00029687i,0.00054874+0.00058079i,0.00053478+0.00015324i,0.00075803-0.00049031i,0.0013783-0.00051236i
-0.00073855-0.001077i,0.00055475-0.0012451i,0.00082916-0.0030169i,-4.537e-05-0.0029652i,-0.0012893-0.0016903i,-0.001792-0.0010729i,-0.0012036-0.00033586i,-0.00018911+0.00011379i,-8.5352e-05-4.3589e-05i,0.00027415+0.00011457i,-2.5293e-05-5.0318e-05i,-0.00069022-0.00039461i,-0.00032997-0.00025953i,-0.00058193+7.0674e-05i,-0.0013452-0.00028257i,-0.0012676-0.00064417i,-0.00076841-0.00051109i,0.00069128-0.000151i,0.0014275+0.00016373i,0.00073958+0.00039606i,0.00081338+0.00028178i,0.00045088-0.00072964i,-0.00016947-0.0010036i
0.00096124+0.0016051i,0.0015308+0.0025867i,0.0030107+0.0019076i,0.0015955+0.00064336i,0.000117+0.00014097i,-0.00052184-0.00051721i,-0.00082788-0.0012521i,-0.00084546-0.0009302i,8.4576e-05-0.00066224i,0.00036568-0.00077674i,0.00024363-0.00089452i,0.00050477-0.00049546i,9.8201e-05-0.00056433i,-0.00067816-0.00036914i,-0.00059385+0.00013672i,0.00022085+0.00017252i,0.00093696+7.1235e-05i,0.0010755+0.00023301i,0.00038143+0.00061684i,-0.00051684+0.00024129i,-0.00012784-0.00029718i,-1.4918e-05+5.826e-06i,-0.00039835+0.00026231i
-0.00070821-0.00025564i,-0.0020334+0.00035034i,-0.0029911-0.00064922i,-0.0019849-0.0017734i,-0.0012064-0.001538i,-0.00091562-0.00090229i,-0.00020354-0.0012365i,-1.9217e-05-0.00072219i,-0.00053277-1.1288e-05i,-0.001261+0.00030025i,-0.00095673+0.00034838i,-0.00076144+0.00043521i,-0.0010995+0.00011284i,-0.00021561-3.4341e-05i,9.0401e-05+0.00040749i,-0.00072258-0.00010827i,-0.00069258-0.00039637i,-0.0005799+0.00013371i,1.635e-05+0.00034054i,2.0103e-05-8.8686e-06i,-0.000111+0.00024106i,-0.0002418+0.0008751i,4.5476e-05+0.00052266i
0.0015574+0.00070115i,0.0013508-0.00054801i,0.00058585-0.00084204i,0.0003664-0.0011515i,0.00056799-0.001028i,0.00030554-0.00066174i,-0.00012071-0.0011699i,-0.0003944-0.0017833i,0.00015597-0.0016006i,0.00088425-0.0014989i,0.00036836-0.0016997i,-0.00010069-0.00016092i,-0.00022674+0.00080541i,8.9299e-06+0.00041104i,0.0005623+0.00039568i,0.00013083+0.0010128i,-0.00068695+0.0012325i,-0.00052722+0.00044675i,3.5508e-05+3.6058e-05i,0.00054674+0.00011063i,0.0007068+0.00018338i,-9.0253e-05+5.9107e-05i,-0.00097589+0.00021986i
-0.00029556-0.00049067i,0.00010325-0.0015547i,0.0012499-0.001723i,0.00089415-0.00058197i,-0.0010063-0.00020065i,-0.0015414-0.00030375i,-0.00061161-0.00023223i,1.4179e-05-0.00043236i,-0.00035537-0.00046368i,-0.00044171-0.00039845i,-0.00011603-0.0010131i,-0.0002906-0.0011848i,-4.4543e-05-0.00042009i,0.00013032+0.00073023i,-0.00048607+0.00099777i,-0.0010151+8.8761e-05i,-0.0010155-0.00014454i,-0.00093792-0.00032412i,-0.00083865+0.00027861i,-0.00043593+0.0006128i,2.4683e-05+0.00038484i,0.0004154+0.00015236i,0.00046102+0.00013908i
-0.0010721-0.00051569i,-0.0012187-0.00026233i,-0.0022864-0.0011777i,-0.0021879-0.0006363i,-0.0011569+0.00012126i,-0.00042604+0.00048026i,-0.00032665+0.00024636i,1.1748e-05-0.00013623i,-1.0117e-05-0.00065015i,-0.00050114-0.00099997i,-0.0010662-0.00035605i,-0.001344+0.0005425i,-0.0011561+0.00057218i,-0.00098129+0.00027774i,-0.00087863+0.00049085i,-0.00063572+0.00067303i,-0.00045386+0.0010141i,-0.00035347+0.00065775i,-0.00026443+9.305e-05i,-6.5307e-05+0.00037412i,0.00050853+0.00069667i,0.00056904+0.00056523i,0.00024411+0.0003854i
-0.00097903-0.00085796i,-0.00094819-0.0012083i,-0.00055323-0.0015152i,0.00037737-0.0012459i,0.00032732-0.001092i,0.00094387-0.00062338i,0.00081117-0.00017384i,7.829e-05-0.00043417i,-0.00041035-0.00048239i,-0.001103+2.9625e-05i,-0.00092639+0.00022035i,-0.00062507+0.00017477i,-0.00012791+0.00078136i,0.00046118+0.0015546i,0.0003331+0.0012842i,0.00031786+0.00098001i,0.00048817+0.00026877i,0.0008684-0.00048248i,0.00063241-0.00046159i,0.00088897-0.00033516i,0.001403+2.106e-05i,0.00086044+0.00046963i,0.000126+0.00096575i
-0.00051559-0.002074i,0.00043135-0.0010267i,0.00044041-0.00076324i,0.00011316-0.0024682i,-0.00045732-0.0035205i,-0.001794-0.0026717i,-0.002422-0.0019323i,-0.0013017-0.0019409i,6.3559e-06-0.0011669i,0.00060616-0.00010782i,0.0010621+9.8178e-05i,0.0010773+2.1369e-06i,0.00048254+0.00060307i,-0.00011726+0.0011149i,2.7537e-05+0.00073544i,0.00051469-5.3942e-05i,0.0013359-0.0010231i,0.0015428-0.00096173i,0.0016258+0.00061552i,0.0013624+0.0015091i,0.00048659+0.00071541i,-0.00021828-0.00047252i,-0.00045093-0.0006163i
0.0010449+0.0012875i,0.0014963+0.00082288i,0.0017936+0.00056853i,0.00080878-4.4538e-05i,-0.0011884-0.0010365i,-0.0015099-0.00087458i,-0.00063509-6.9917e-05i,4.3127e-05+0.00023979i,0.00016396+0.00030954i,0.00026648-2.2528e-05i,-0.00023629-0.00061581i,-0.001158-0.00067507i,-0.00092538+2.0452e-06i,-0.00051124+0.00025398i,-0.0011309-0.00042911i,-0.0011981-0.00089313i,-6.3543e-05-0.00011104i,0.00042309+0.00031743i,-0.00018342+0.00021631i,-0.00026331+0.00031868i,-8.9303e-05-7.5136e-05i,2.4535e-05-0.001061i,0.00064994-0.0010684i
-0.00051132+0.0011234i,-0.00028435+0.00116i,0.00060748+4.2149e-05i,0.00086177-0.0010709i,0.0011149-0.0017524i,0.00060559-0.0015904i,0.00029604-0.00045005i,0.00022927+0.00023848i,0.00010023+9.3056e-06i,0.00038323+0.00053201i,0.00031111+0.00056622i,8.7334e-05+0.00010243i,-0.00015818+0.00079636i,0.00052047+0.00069471i,0.0011446-0.00010055i,0.00053812-0.00017804i,-0.00027884+0.00044156i,-0.0006709+0.0005448i,-0.00067552+0.00018375i,-0.00032794+0.00019134i,-0.00022244-0.0002647i,0.0001544-0.00097885i,0.00087996-0.0017072i
-0.0010001-0.0023553i,-0.0011491-0.0015262i,-0.0013682-0.0017704i,-0.00097354-0.0016956i,-0.00064079-0.0013528i,-0.0013158-0.00053676i,-0.0016281+0.00034274i,-0.0013888-0.00035287i,-0.0018154-0.0015216i,-0.0017738-0.0017659i,-0.0004952-0.0015687i,1.2422e-05-0.00051521i,-0.00083177-4.8594e-05i,-0.0010054+0.00025334i,-0.00039655+0.0010795i,3.1965e-05+0.00059068i,0.00010609-0.00050235i,-4.994e-05-0.00056387i,3.7845e-05-0.00033817i,9.6405e-05-0.00017797i,5.0219e-05+0.00029643i,0.00031574+0.00074989i,0.00066355+0.00053207i
0.002311-0.001014i,0.0044325-0.0024232i,0.0033624-0.0017305i,0.00038016-0.0023404i,-0.0013187-0.0026311i,-0.0010342-0.0012443i,-6.0731e-05-0.00060611i,0.00028407-0.0012771i,7.6702e-05-0.0014677i,-0.00016269-0.0008259i,-0.00036715-0.00066892i,-0.0006282-0.00095229i,-0.00055811-0.00034862i,-0.00053076+1.5247e-05i,-0.0010213+0.00011795i,-0.00063111+6.6275e-05i,-0.00028091-0.00011696i,-7.777e-06-0.00034546i,0.00092853-0.00043975i,0.0011637-0.00015144i,-6.5775e-05+4.7729e-06i,-0.00076353+8.4124e-05i,0.00021502-0.00057522i
0.0019601-0.00221i,0.0026078-0.0017004i,0.0017367-0.0017815i,0.00069228-0.0018517i,-0.00038801-0.001566i,-0.0014427-0.001316i,-0.0013694-0.0010049i,-0.00056279-0.0009296i,-0.00067779-0.0011837i,-0.00060276-0.0011036i,-0.00034079-0.00031463i,-0.00026658+0.0003665i,-0.00013423+0.00051784i,-0.00033579-0.00010424i,-0.00033098-0.0011165i,-0.00046106-0.00097379i,-0.00036744-0.0004979i,0.00032922-0.00099091i,0.00060832-0.00082621i,0.00094006+0.00031387i,0.00085935+0.00034395i,0.00038789-0.00033276i,-0.00023419-0.00011186i
0.0022487-0.00056677i,0.0023348-0.00019114i,0.0017429+0.00068011i,0.00092863+0.00020522i,3.5211e-05-0.00071863i,-0.00015353+2.5034e-05i,0.00032248+0.00040852i,2.4235e-05-0.00013916i,0.00037073-0.00063094i,0.00065989-0.00091872i,0.00061037-0.0012125i,0.00069284-0.0010508i,0.00037183-0.00038877i,4.8857e-05+1.0967e-06i,-0.00016416-0.00052731i,-5.5356e-06-0.00055319i,-0.00050761+0.00012442i,-2.7079e-05+7.9047e-05i,0.0011174+0.00058507i,0.00098535+0.0010353i,0.00058681+0.00033791i,0.00038783-0.00036452i,0.00052141-0.00014803i
0.00088478-0.00021324i,0.00017819+0.00030996i,-1.3876e-05+0.00064903i,-0.00098266-0.00042098i,-0.0021238-0.00071974i,-0.0017469-0.00060004i,-0.0010333-1.6224e-05i,-0.0010362-0.00058547i,-0.00072178-0.0012713i,-0.00010956-0.00068834i,0.00010842+0.00038508i,0.00027867+0.00043096i,0.00028487+5.4448e-05i,-3.1241e-05-0.00014712i,-0.00012785-1.8862e-05i,3.7327e-06-6.792e-05i,-0.00010529-0.00069658i,7.9533e-05-0.00035123i,0.00092022-0.00066239i,0.0013604-0.00095796i,0.00046484+4.3495e-05i,-0.00028891-0.00023726i,-0.00052535-0.0005324i
-0.0028963-0.00014376i,-0.00094596+0.00050313i,-0.0012967+0.0015003i,-0.0004211+0.00095557i,0.00093163+2.1861e-05i,0.00048292-0.0004814i,-0.00017848-0.00088989i,-0.00057282-0.0013722i,-0.00052439-0.0015331i,0.00020812-0.00072492i,5.7315e-05+5.0368e-05i,-0.00044063+0.00021776i,0.00011067+0.00075165i,0.00048449+0.000497i,-7.9611e-05+0.00037883i,-0.00021231+0.0011372i,-2.327e-05+0.00057582i,0.00080909-0.00018735i,0.00061087-0.00036759i,-0.0002587+7.7384e-05i,-0.00055012+0.00070886i,0.00019151+0.0010023i,0.00089594+0.00055597i
-0.0003683+0.00023383i,-0.00084846-0.00064049i,-0.00038902-0.00077537i,-0.00066341-0.0013409i,-0.0016542-0.0028171i,-0.00085396-0.0023225i,-0.00021603-0.0012843i,3.1573e-05-0.0015979i,0.00076821-0.0012304i,0.0007292-0.00044953i,0.00010516-0.00017031i,-0.00039795+0.00029713i,-0.00043668+0.00063487i,-0.00025801+1.0356e-05i,-0.00080948-0.00072956i,-0.00068863-0.00043199i,-0.00030831+0.00026152i,-0.00038757+0.00069439i,-1.1825e-05+0.00056233i,0.0001462+0.00027919i,0.00012466-1.4265e-05i,0.00021469-5.1649e-05i,0.00010699-0.00034541i
-0.00026891+0.0016373i,-0.0010067+0.0017365i,-0.00078917+0.0020105i,5.2277e-06+0.0011043i,0.0002406+1.0969e-05i,-3.668e-05-0.00027493i,-0.00080678+5.9644e-05i,-0.00096438+0.00034069i,-0.00033993+0.0002285i,-0.00035753+0.0004779i,-0.00095757+0.00018108i,-0.001494+0.00012454i,-0.00089916+0.00055586i,-0.00035759+0.00095874i,-0.00048571+0.0013978i,-0.00024939+0.0010127i,-0.00036057+0.00018248i,-0.00055622-0.00086761i,-0.0002551-0.001337i,0.00024674-0.00054762i,-7.6522e-05+0.00026117i,-4.4481e-05+0.00016811i,0.00012332-0.0002252i
-0.0020329-0.00082848i,-0.0011988-0.0018549i,0.00024916-0.0020445i,0.00098486-0.0012004i,0.00075507-0.00036503i,0.00044097-0.00074737i,0.00044162-0.0006823i,0.00024147-0.00034861i,-3.2927e-05-0.00019006i,0.00030278+0.00053687i,0.00066004+0.00044271i,-0.00026286+0.00017525i,-0.0013801+0.0010162i,-0.001352+0.0012344i,-0.00062798+0.00057217i,6.0864e-05+0.00048526i,0.00041143+0.00047993i,-4.7377e-06+0.00050885i,-0.00040853+0.00021551i,-0.00029947-0.00036272i,-9.1528e-05-0.00066834i,-0.00011939-7.7022e-05i,0.00022183+0.00040393i
-1.3853e-05+0.00083204i,-0.00053037+0.00090962i,-0.001756-0.00012689i,-0.0012379-0.0016911i,-0.00044982-0.0019078i,-0.0002394-0.0010506i,-0.00050154-0.00019613i,-0.00044048-0.00040423i,-0.00052972-0.00091276i,-0.00049534-0.0010358i,-0.00034559-0.00088503i,-0.00021633-0.0002092i,-0.00042248+2.5924e-05i,-0.00081489+0.00033113i,-0.00027062+0.00011646i,0.0002436-8.9639e-05i,-0.00079822-8.2087e-05i,-0.00094227-0.00021963i,2.577e-05+3.4785e-05i,0.00030677-0.00023229i,0.00036888-0.00015627i,0.00061326+3.7487e-05i,0.00054162-0.00047339i
0.00112-0.00063296i,0.0012476-0.00024712i,0.001009-0.00064142i,0.00032802-0.0013433i,-0.00038713-0.0018339i,-0.00071056-0.0013804i,-0.00058637-0.00022983i,-0.0003541+0.00018559i,-0.00037408+0.00011295i,-0.00045678-7.2589e-05i,-0.00061819-0.00055225i,-0.00039631-0.00062356i,-0.00075233-0.00047465i,-0.00066689-0.00018712i,-0.00051277+0.00061753i,-0.0007342+0.00075279i,-0.0010288+0.00052561i,-0.00064345+0.00077945i,0.00071767+3.9586e-06i,0.0011117-0.00096519i,0.00056522-0.00043822i,0.00032468-0.00018702i,0.00049968-0.0010946i
0.00069236+0.00016816i,0.00099609+0.00022972i,0.0008286+1.9484e-05i,0.00020466-0.00080519i,-7.6195e-05-0.0016577i,-0.00065818-0.00084016i,-0.00085988+0.00044845i,-0.00070319+0.00028007i,-0.00042954-0.00043279i,-0.00018922-0.00041001i,-0.00050934-0.00058825i,-0.0010499-0.00033298i,-0.0015341+6.3746e-05i,-0.0012943-0.00052257i,-0.00074766-0.00071836i,-0.0005775-0.00030881i,-0.00042223-0.00023264i,0.00062189-0.00070189i,0.0013283-0.00035435i,0.0005557+0.00027051i,-0.00023633+0.00010688i,-0.00019201+0.0004302i,4.4512e-05+0.00033314i
-0.00026403+0.0013007i,-0.00031743+0.0014495i,0.00012064+0.0017629i,0.0016258+0.0005954i,0.0014736-0.00022218i,8.7455e-05-0.0013302i,-0.00015126-0.0020589i,5.7112e-05-0.0018201i,-0.00030125-0.0010957i,-0.00017309-0.00084009i,-0.00069005-0.00075069i,-0.00071744-0.00017917i,0.00053219+0.00020025i,0.00067079+0.00011673i,0.00040624+6.0578e-05i,0.00053959+0.00050132i,-5.1963e-05-0.00016646i,-0.00088564-0.00095841i,-0.00074064-9.8536e-06i,0.00015809+0.00094627i,0.00074751+0.00062814i,0.00045289-4.1159e-05i,5.7378e-05-0.00039596i
0.00036973+0.00034147i,0.0019059+0.001328i,0.0031302+0.0017488i,0.0029441+0.00017903i,0.0020316-0.0021934i,0.00060765-0.0028915i,-0.00031522-0.002082i,0.00022154-0.0012382i,0.00064613-0.0011538i,0.00063418-0.0013412i,0.00045697-0.00071117i,-4.7333e-05-0.00021551i,-0.00010622-0.00027664i,-0.00013426-0.00018406i,-0.00026982+0.00031375i,-0.00055455+0.00036578i,-0.00050257-0.00052627i,0.00016508-0.0013898i,0.00090032-0.00056492i,0.00038843+0.00080688i,-0.00046359+0.0010152i,2.2228e-05+0.00050368i,0.00029585+0.00012892i
-0.001304-0.0011376i,-0.0020434-0.0017499i,-0.00242-0.0023607i,-0.0025893-0.0017962i,-0.0025954-0.00042311i,-0.0015024-0.00044873i,-0.00095664-0.00047145i,-0.0015026-7.2249e-05i,-0.0014822+6.1478e-05i,-0.00039111-8.805e-05i,0.00061052-0.00023058i,0.00060672+0.00061301i,-0.00017933+0.00082804i,-0.00031214+0.00012615i,0.0010076-0.00012276i,0.0011716-0.00019548i,-0.00046174-0.00019772i,-0.0012236-1.6668e-05i,-0.00017109+0.00022703i,0.00041046-0.0002416i,0.00027925-0.00094838i,0.00040711-0.00052208i,0.00046666-0.00041498i
0.0026163+0.0013109i,0.0035118+0.0013503i,0.0043527-0.00049615i,0.0037099-0.002236i,0.0014992-0.0016834i,-7.5315e-05-0.00088244i,0.00011315-0.00060953i,0.00048732-0.00075024i,0.0002496-0.0011375i,0.0004282-0.0011994i,0.00041705-0.00088372i,0.00033937-0.0011117i,0.00051967-0.00071055i,0.00039427-0.00038864i,0.00016707-0.00059201i,-0.00036844-0.00091683i,-6.3454e-05-0.00081424i,0.00013242-0.00033174i,-0.00011175+0.00014123i,-7.7848e-05-6.9536e-05i,0.00046695-0.00071951i,0.00082489-0.00058837i,0.00014987+0.00029502i
0.00038168+0.00012449i,0.0013216+0.00028482i,0.0015322+0.0014495i,0.00018482+0.0012128i,-0.0013609-0.00081572i,-0.0012717-0.0017716i,-0.00071197-0.0012355i,2.3398e-06-0.00068523i,0.00037103-0.0010043i,0.00015976-0.0013698i,0.00020344-0.0012454i,0.00041194-0.0014325i,-3.3852e-05-0.0010963i,-0.0002907-0.0006356i,0.00022296-0.0010959i,0.00010155-0.0014794i,0.00028523-0.00097978i,0.00011009-0.00011593i,0.00018557+0.00049753i,0.00043888+0.0010587i,0.00020837+0.00045993i,3.009e-05-0.00011221i,-0.00026325-0.00079899i
-9.8968e-05+0.0012473i,-0.0011733+0.00014618i,-0.00046649-0.0010978i,0.00044899-0.0020791i,0.0004151-0.0028266i,5.3632e-05-0.0018923i,0.0005101-0.00039257i,0.00082628-0.00036586i,3.2246e-05-0.00061212i,-0.0005856-0.00084941i,-0.00046525-0.00097939i,-0.00016128-0.00087164i,0.00033639-0.0014842i,0.00046713-0.00098558i,7.6766e-05-2.3688e-05i,0.00054662+0.0007944i,-0.00012649+0.0012351i,-0.00059901+0.00032087i,-0.00026391-0.0006259i,-8.4388e-05-0.0010441i,0.00010083-0.001616i,0.00017343-0.0008289i,0.00044933+0.00069626i
0.00077577-0.00069939i,0.00092532-0.00073327i,0.0021891-0.00072141i,0.0018925-0.00068392i,0.00041694-0.0010328i,-0.00017724-0.0011391i,-0.00025013-0.0016946i,-0.00032196-0.0015844i,0.00026889-0.00046359i,-9.5422e-06+0.00017236i,-0.0012099-6.3648e-05i,-0.00061179-0.00019161i,5.6766e-05-8.6697e-05i,-0.00015357-0.0003577i,-7.3522e-06-0.00073801i,0.00035419-0.0012845i,0.00057535-0.0008173i,0.0007515+0.00046639i,0.00076281+0.0011429i,0.00065213+0.0005551i,0.00037618-0.00021766i,0.00040492-0.00072551i,0.00058598-0.0015536i
