-0.0029108+0.0011778i,-0.0014864-0.00073701i,-0.0013848-0.0011824i,-0.00013751-0.00050557i,0.00081884+0.00033243i,-8.4356e-05+0.0012057i,-0.00063591+0.0014093i,-0.000167+0.0017037i,0.00056418+0.0016129i,0.00062539+0.0010293i,0.00065215+0.0007048i,0.00095952-0.00015253i,0.0004332-0.00012763i,-7.0077e-05+0.00036648i,6.6235e-05-5.8349e-05i,-0.00020403-0.00011537i,-0.00011154+0.00010897i,3.9094e-05-0.00033976i,-0.00049204-0.00078044i,-0.00058304-0.00070587i,5.541e-05-0.00023758i,0.00034436+0.00017098i,0.00010823-0.00062607i
-0.0023766-0.0031039i,-0.0025875-0.0020075i,-0.00062917-0.00061926i,0.0019226+0.0002624i,0.0030846+0.0012449i,0.0023761+0.00068203i,0.0017441+0.00053438i,0.0016862+0.00056133i,0.00084131+0.00024817i,-0.0002684+0.0003421i,-0.00012078-0.00039411i,0.00044076-0.0011003i,-0.00012186-0.00036696i,-0.00076455+0.00035979i,-0.00013631+0.0001454i,0.0002792-0.00011951i,0.00023105+9.5362e-05i,4.9243e-05+3.642e-05i,-0.00033608-0.00022558i,-0.00053157-2.3301e-05i,-0.00017024-0.00048603i,0.00036819-0.00075348i,0.00050391-0.00034277i
0.0026912-0.0029542i,0.00052967-0.0012218i,-0.001156-0.000742i,-0.00014701-0.0008883i,-0.00061187-0.00089491i,-0.0027384-0.00044671i,-0.0031423+0.00076237i,-0.0022241+0.0017349i,-0.0015167+0.002165i,-0.00085769+0.0017563i,0.00051467+0.00058244i,0.0014149-0.00058946i,0.0017653-0.00025878i,0.0012568+7.0701e-05i,0.00028748+0.00061413i,0.00021668+0.00082418i,0.00015874+0.00042835i,-0.00013704+0.00048161i,-0.00043134+0.00010606i,0.0003288-0.00034091i,0.00086514-0.00035541i,-0.00031538-0.00027212i,-0.0005925-0.00037701i
-0.00017689+0.0021975i,-7.8161e-05+0.0015448i,0.00023137+0.00049073i,0.0012447-0.0011217i,0.0015307-0.0038859i,0.00034184-0.0045904i,-0.00094032-0.0034401i,-0.0019147-0.0028068i,-0.0019299-0.0020341i,-0.0016668-0.00074211i,-0.0011604-0.00013798i,6.3075e-05+0.00015711i,0.00071066+0.00037491i,0.00047506+0.00060067i,0.00030987+0.00098299i,8.9101e-05+0.00070938i,-0.00062893+0.0005301i,-0.00074411+5.1191e-05i,-0.00037689-0.00059367i,1.2482e-06-0.00023863i,0.00013542+0.00042492i,-0.00041968-0.00053673i,-0.00018139-0.0017254i
0.0011653-0.00057353i,0.0011217-0.0027983i,0.0030394-0.0023114i,0.0049016-0.00081871i,0.0040921-0.001391i,0.0022958-0.0021115i,0.0010575-0.0013474i,0.0010497-0.00035995i,0.00077303-0.00016605i,-0.00019849-0.00026679i,-0.0007919-0.00027166i,-0.00095202-5.0836e-05i,-0.00044832-0.00029403i,0.00045501-0.00037393i,0.00091214-5.1102e-05i,0.00065895+0.00045833i,0.00013542+0.0002549i,0.00015358-0.00066689i,0.00022318-0.00080458i,-0.00014481-0.00091111i,-0.00026332-0.00064735i,-0.00034698+1.5803e-05i,-0.00034873-0.00010686i
-0.0014287-0.0010145i,-0.00081659+0.0010107i,-0.00086537+0.0015373i,0.00025171+0.00038758i,-0.00031749+0.00030978i,-0.0017455+0.00095941i,-0.0014447+0.0017174i,-0.00068831+0.0023571i,-0.00010533+0.0023826i,-0.00017056+0.0011789i,-0.00016288+0.00033433i,0.0009069+3.6072e-05i,0.0015584-0.00039899i,0.00056574-8.0553e-05i,-0.00053324+5.9341e-05i,-0.000812-0.00012417i,-0.00035635-0.00050308i,8.7259e-05-0.00062006i,0.00070792-0.0006735i,0.00073217-0.00034565i,0.00032024-0.00014739i,0.00050789-0.00018212i,0.00058944+0.00043575i
0.00014039+0.0014501i,-0.00079732+0.00097749i,4.4582e-05+0.0014188i,0.0018068-0.00054799i,0.0015899-0.0031176i,-4.8538e-05-0.0038393i,-0.0011023-0.0032748i,-0.0014537-0.0016299i,-0.0022641-4.1658e-05i,-0.002437+0.0012283i,-0.0012867+0.0014753i,-0.00055745+0.00089667i,-0.00028371+0.00035584i,0.0004067+0.00020154i,0.0006553-5.3107e-05i,0.00058276+0.00021169i,0.00039992+0.00052448i,-0.00021502+0.00048206i,-0.0003311+0.00050338i,-0.00029539+0.00063006i,-0.00026025+0.0010358i,-0.00037102+0.00038942i,-0.00026461-0.00016435i
-0.0020641-0.0023485i,-0.00089647+0.00011973i,0.00095406+0.0010085i,0.0025949+0.00063809i,0.0033693+0.00079153i,0.0022225+0.00078647i,0.00086222+0.00036711i,0.00037925+0.0001651i,-0.00027846+0.00034659i,-0.0006559+0.00069495i,-0.00084912+0.00080172i,-0.0015552+0.00062768i,-0.0015777-0.00058873i,-0.00065289-0.0010125i,0.00017499+0.00047107i,0.00079704+0.00025991i,0.0008267-0.00056605i,0.00025772-0.00022515i,-0.00013876-0.0004937i,-0.00029481-0.00065471i,-0.00050271-0.00039714i,7.2327e-07-0.00056142i,0.000448-0.00045481i
-0.0010478-0.0034904i,-0.00080443-0.0030471i,-0.0007688-0.00096794i,-0.00019044+0.00012038i,-0.00061322+2.3944e-05i,-0.0018308+0.00051204i,-0.00085362+0.001i,-0.00021777+0.0012855i,-0.00097106+0.0013005i,-0.00070439+0.0016983i,0.00046018+0.0015123i,0.0011627+0.00031638i,0.0013584+1.4863e-05i,0.0017258-0.00024387i,0.0011269-0.00060622i,0.00026255-0.0001326i,-1.1085e-05-3.6932e-05i,-0.00019431-0.00032825i,-5.4527e-05-0.000343i,-6.3719e-05+0.00019509i,-0.00023454+0.00057156i,-0.00017521+0.00039874i,-0.00012128+7.2039e-05i
0.0024162+0.00059362i,0.0008047+0.00020456i,-0.00098395-0.00087183i,-0.00056639-0.0025605i,-7.5902e-05-0.0043683i,-0.0016619-0.0045616i,-0.0019155-0.0023064i,-0.0013172-0.00061438i,-0.0017738-3.6391e-05i,-0.0017227+0.00057484i,-0.00047132+0.00080019i,0.00011343+0.00039812i,0.00039654-0.0003653i,-0.0001147-0.0003178i,-0.00027311-0.00029397i,0.00048632-0.000256i,0.00020159-7.2357e-05i,-0.00034162-0.00033875i,-5.8903e-05-0.00080739i,0.00031637-0.00062075i,-0.00022095-0.00048313i,-4.9579e-05-0.0011364i,0.00019179-0.000439i
-0.0014611-0.0011918i,-0.001726-0.0020613i,0.00075116-0.0025531i,0.0038444-0.0023486i,0.0053-0.0021807i,0.0039466-0.0016733i,0.0014269-0.00092459i,-0.00014011-0.00084054i,9.3629e-05-0.00099203i,1.0901e-05-0.00083092i,-0.00091041-0.00052295i,-0.0010661+0.00063121i,-0.00081157+0.00072981i,-9.2725e-05-5.1564e-05i,0.00025842-0.00024015i,7.8076e-05-0.00043845i,0.00021415-0.00049414i,-0.00012581-6.8215e-05i,-0.0002623+0.00059968i,8.8933e-05+0.00055924i,0.00043767+0.00033831i,0.00058541+0.00030189i,-8.9396e-05+0.00012693i
0.0010457-0.0043833i,-0.00039659-0.0033988i,-0.0009439-0.0003423i,0.00051633+0.0017413i,0.00088589+0.001954i,-0.00096473+0.001456i,-0.0015154+0.0016072i,-0.00032244+0.0022268i,7.7128e-05+0.0020937i,0.00022425+0.00084487i,0.0005014+0.00010447i,0.00039081-9.6303e-05i,5.5401e-05+7.2366e-05i,-0.00014009-5.8509e-05i,-0.00025732+3.0643e-05i,-0.00035811+0.00048722i,-0.00034254-0.00010675i,-0.00020803-0.00019141i,-5.534e-05-0.00029212i,-0.00051292+0.00030994i,-0.00075541+0.00090597i,-0.00041443+2.614e-05i,-2.6864e-05-0.00036476i
-0.00054883-0.00011538i,-0.0013912+0.00095357i,-0.0019835+0.00060314i,-0.0019051-0.0015306i,-0.0018977-0.0025597i,-0.0017096-0.0014101i,-0.0016318+0.00011718i,-0.0020012+0.00012863i,-0.0014182+0.00027284i,-0.00059282+0.00053164i,-8.0101e-05+0.00057538i,0.00071431+0.00059427i,0.00089076-6.8213e-05i,-1.1499e-05+2.461e-05i,0.00010543+0.00040893i,0.0010976+0.00016906i,0.001589-0.00030333i,0.0011973-0.0005143i,-0.00036072-0.00051251i,-0.0012303-0.00042997i,-0.00073873-3.3259e-06i,0.00032555+0.00037534i,0.0005276+8.4888e-05i
-0.001416+0.0017583i,-9.6953e-05+3.0043e-05i,0.0022682-0.00071529i,0.0049671-0.00073273i,0.0045732-0.0017525i,0.0031725-0.0013415i,0.0018643-0.00067851i,9.0325e-05-0.00081079i,-0.00093702-0.00029873i,-0.00068776+0.00053073i,0.00032735+0.0014321i,0.00035771+0.0012815i,0.00010789+0.00041077i,-9.9158e-06+0.0010756i,-1.8179e-05+0.0012779i,0.00039083+1.3089e-05i,0.00068717-0.0003662i,0.00090418-0.00053573i,0.00098759-0.00068175i,0.00077593-0.00072208i,0.00057014-0.0003955i,-1.6383e-05+7.8185e-06i,-0.00023971-0.00046277i
0.0004862-0.0041317i,-0.00044859-0.0031148i,0.00081566-0.00097564i,0.0012958-0.00029971i,-0.00012191-0.0010303i,-0.0011108-0.0003364i,-0.00096535+0.00061872i,-8.9858e-05+0.00081841i,0.00037248+0.00091932i,0.00018837+0.0011344i,-8.9977e-05+0.00098736i,-0.00041348-0.00022723i,-0.00025001-0.0011963i,-0.00047425-0.00098715i,-0.00050756-0.00015245i,0.00021019+0.00012735i,0.00089419-0.00043103i,0.0010763-0.00035623i,0.000387+0.00021355i,-0.00030686-0.00022124i,-0.00056464-0.00030245i,-0.00060914-0.00061202i,-0.00049384-0.0013103i
0.00084649-4.8284e-05i,-0.00048636-0.0001413i,-0.0012865+1.8719e-05i,-0.00022736+0.00031177i,5.4544e-05-0.00061899i,-0.00052659-0.0012769i,-0.0010694-0.0004884i,-0.0018513+0.00013585i,-0.0024769+0.00084905i,-0.0011351+0.0010998i,0.0004471+0.00047731i,0.00075056+0.00015372i,0.00078456-0.00024463i,0.00049106-0.0003461i,0.00050819+0.0005421i,0.00059786+0.000707i,0.0014366+0.00030395i,0.0020556+0.00043572i,0.0012681+2.2055e-05i,5.6138e-05-0.00084994i,-0.00064033-0.0012475i,-0.00046981-0.00036386i,0.00013891+0.00020735i
-0.0029981+0.00062042i,-0.0029605+0.00069104i,-0.00016985-2.4265e-05i,0.002964-0.0012781i,0.0040083-0.0018666i,0.0028252-0.0014166i,0.00125-0.00072495i,-2.3967e-05-0.00064144i,-0.00076533-0.001083i,-0.00060593-0.00093077i,-0.00025657+0.00015866i,0.00012652+0.00012548i,-0.00013443-0.00030565i,-0.00026433-0.00039647i,0.00035295+0.00047447i,0.00033248+0.0012058i,0.00028083+0.00075465i,0.001109-1.6821e-05i,0.001455+0.00020659i,0.0010473+0.00015456i,-0.0005217-0.00062974i,-0.0020309-0.0010272i,-0.0017153-0.0006113i
0.0017844-0.0034177i,0.0013557-0.0031458i,0.001567-0.0021631i,0.0020399-0.00079578i,0.0017986-0.0010328i,0.00043326-0.001216i,-0.00074644+0.00047714i,-0.00073018+0.0013504i,-0.00044066+0.0010099i,0.00012602+0.00046363i,0.00047455+0.00020904i,0.00025531-0.00027219i,-1.8822e-05-0.00065408i,-0.00078766-0.00024307i,-0.0012981+4.8269e-05i,-0.00034406+0.00030382i,0.00043505-1.1413e-05i,0.00011093-0.00061154i,-0.00011805-0.00063328i,-0.00054676-0.0011146i,-0.00038177-0.0014124i,-0.00020003-0.0014317i,-0.00079659-0.00099295i
-0.00063729-0.0010015i,-0.0025022-0.0011181i,-0.0025436-0.0010146i,-0.00077886-0.0012172i,-0.00018616-0.0018664i,-0.0012648-0.0015611i,-0.0016583-0.00045918i,-0.00066677+0.0012594i,-0.00050704+0.0013378i,-0.0012336+0.00080877i,-0.0010569+0.00063072i,0.00046267+8.3646e-05i,0.00076217-0.00016666i,0.00032127-0.00038748i,0.0011045+6.3221e-05i,0.00061189+0.0014765i,-0.00021699+0.00068997i,-0.00024446-0.0002754i,0.00033483+2.4155e-05i,0.00042216-0.00039631i,-0.00033093-0.0005249i,-0.00052031-0.00014818i,0.00034915-0.00079711i
0.00065843+6.2302e-05i,0.0010244-0.0011028i,0.0022777-0.0023067i,0.0028128-0.0033903i,0.0029276-0.0039001i,0.0017086-0.0028555i,-3.1387e-05-0.0015059i,-0.00048362-0.0011298i,-0.00053925-0.00106i,-0.00036321-0.00082229i,0.00030335-0.00048032i,0.0004153-0.00025079i,0.00062429+7.9388e-05i,0.0010983+0.00038261i,0.00095486+0.00019681i,0.00061705+0.00040031i,0.00064946+0.00032289i,0.00050562+0.00041923i,0.00024418+0.00064402i,0.00012263+5.5299e-05i,-0.00019614-0.00054359i,-0.00057465-0.0004887i,-0.00070275+0.00014064i
0.00071658+0.00051367i,-0.00027425-2.5637e-05i,0.00094247+0.0004875i,0.0031322+0.00070535i,0.0026698+0.00016735i,0.00088093-0.00080748i,0.00047669-0.0008298i,0.00067751+0.00019583i,-0.00016582+0.00070509i,0.00019927+0.00030494i,0.001347+0.00025813i,0.0010659-0.00028408i,0.0006481-0.00012284i,0.00022834+0.00037583i,-0.00037908+0.00030833i,-0.00042254+0.00024929i,-0.00020873+0.00041573i,8.1411e-07+6.9706e-05i,0.00046651-0.00039107i,0.00020257-0.00013508i,-0.00037068-0.00013807i,0.00022413-0.00056239i,0.00032787-0.0001779i
-0.00188-0.0033067i,-0.0019317-0.0036514i,-0.0014953-0.0016129i,0.00024966-0.00060871i,0.00058622-0.0010895i,-0.00056541-0.0011651i,-0.0011137+0.00020985i,-0.00091665+0.0016009i,-0.00036556+0.0013671i,0.00046272+0.00098778i,0.001206+0.00094277i,0.0014761+0.00066903i,0.001188+0.00050639i,0.00060097+0.00046018i,0.00021817+0.00062733i,-0.00016651+0.00077959i,-0.00015575+0.00031331i,0.00043669+0.00039701i,0.00040966+0.00040209i,-9.4073e-05+0.0005608i,-0.00025092+0.00081478i,-0.00046002-0.00040601i,-0.0003278-0.0013636i
-0.00020496+0.00086972i,-0.00038415+0.0020539i,-0.00061432+0.0020386i,0.0018919+0.00016791i,0.0025454-0.0013242i,0.0014136-0.0017579i,9.6916e-05-0.0012366i,-0.00097385-0.0011349i,-0.00077503-0.0010201i,0.00035917-0.00028835i,0.00073887+9.4737e-05i,-0.00018377-1.6126e-05i,-0.00047857-0.00042707i,0.00028314-0.00024192i,0.00012785+0.00076224i,-1.5055e-05+0.00098489i,0.00045584-0.00014012i,0.00036222-0.00097872i,0.00024028-0.0010237i,0.00031852-0.00059407i,0.00035826-0.00030091i,0.00046374-0.00042761i,0.0008902-2.9013e-05i
-0.0016104+0.0020629i,-0.0015512-0.00035329i,0.00090506-0.00044817i,0.0028229-0.0008722i,0.0033277-0.0025908i,0.0016461-0.0025239i,0.00050704-0.0010482i,0.00060158-0.0004807i,0.00089486-0.00038558i,0.00063133-0.00020697i,-7.7075e-05-0.00054857i,-0.0007402-0.00086277i,-0.00092481-0.0001342i,-0.00020373+0.00086313i,-0.0001345+0.00066865i,-0.00028053-0.00033189i,0.0003593-0.00097849i,1.5288e-05-0.0011155i,-0.0010173-0.0010333i,-0.0014747-0.00055989i,-0.00094915-0.00065294i,-0.00047639-0.00094665i,-0.00075593-0.00065282i
0.0015496-0.0020993i,0.0020649-0.002249i,0.0016886-0.0020046i,0.0015138-0.0018738i,0.001408-0.0025707i,-0.00016158-0.002576i,-0.0011272-0.00074322i,-0.0011095+0.00041623i,-0.00091309+0.00082185i,-0.00072509+0.0012312i,-0.00067641+0.0015885i,-0.00046548+0.0009549i,-0.00046627+4.7953e-05i,-0.00059886-0.00045289i,-7.1187e-05+0.00031127i,0.00037052+0.0012453i,-0.0003966+0.00073287i,-0.00062855-0.00017764i,0.00019344-0.00038196i,0.00036363+3.6896e-05i,0.00018991+0.00037582i,-0.00020918+0.00019453i,-0.00073177-0.00035103i
0.0025407+0.0011629i,0.00090462+0.00039426i,-0.00022486-0.0009573i,0.0005709-0.0015479i,0.00096931-0.0020225i,-0.00044806-0.0018455i,-0.0013304-0.00026518i,-0.0014021+0.00015494i,-0.0010485-0.00037775i,-0.00018606-2.4388e-05i,-0.00014947+7.3024e-05i,-0.00038229+0.00053943i,-0.00026465+0.00063064i,-0.00030187+3.2855e-05i,-0.00031449+0.00028577i,-0.00053924+5.6146e-05i,9.7838e-05+0.00012931i,0.00073407+0.00056149i,0.00074965+7.0372e-05i,0.00078438-0.00023546i,0.00056799-0.00030314i,0.00019675-0.00015752i,0.0001649+0.00015324i
-0.0014316+0.00045333i,-0.0014356+0.00062529i,2.7273e-05+0.00096459i,0.0019964+0.00059325i,0.0025595-0.00028473i,0.0012187-0.00073662i,0.00042529-0.00047744i,0.00038217-0.00046778i,4.8483e-05-0.00041536i,0.00040109-4.4252e-05i,0.00055275+2.5297e-05i,0.00023023+0.00061976i,-0.00029396+0.0010784i,-0.00087325+0.00017598i,-0.0010606-0.00067898i,-0.00043164-0.00042619i,0.00034831-0.000789i,0.00067218-0.0007485i,0.00022255-0.00010232i,-0.00023327+1.6863e-05i,-0.0002123-0.00041021i,0.00013813-0.00074305i,-3.4556e-05-0.00010155i
0.00065569-0.0033557i,-0.0010776-0.0034906i,-0.0014136-0.0019633i,0.00064824-0.00035441i,0.00098748-0.00039239i,-0.0013144-0.00064901i,-0.0022231+0.0002345i,-0.0012129+0.00079262i,-0.00054716+0.0010335i,-0.00092186+0.00084796i,-0.00048147+0.00093233i,0.00016841+0.00080504i,0.00017917+0.00026167i,-0.00010203-0.00044512i,-0.00050304-9.5074e-05i,-0.00016598+0.00036027i,0.00074871-0.00014119i,0.00039127-0.00064731i,0.00012156-0.00064494i,0.00093769-0.00047919i,0.00067047+0.00027083i,-0.00012431+0.00085223i,-0.00026401+0.00064392i
0.0020074-0.0011096i,0.0012423-0.0013245i,0.0017884-0.0013805i,0.0017512-0.0019525i,0.0011761-0.0030633i,0.00021132-0.0024847i,-0.0006896-0.00096715i,-0.00053078-0.00014943i,-0.00087924+0.00016152i,-0.001131+0.00076928i,-0.00086701+0.00099805i,-0.00054571+0.00093139i,-0.00093309+0.00153i,-0.0013273+0.0015798i,-0.00029963+0.0010385i,0.00098208-0.00015904i,0.00084121-0.00058215i,-0.00030732-0.00015285i,-0.0011638+5.4958e-05i,-0.0010929+8.7258e-05i,-0.00074083-0.00046238i,-0.00071499-0.00060221i,-0.00070403-0.00022176i
-0.00019003+0.0025993i,-0.0015613+0.00096366i,2.1656e-05+0.00056668i,0.0021332-0.00059994i,0.0024005-0.0022665i,0.0014257-0.0013612i,-3.3277e-05+1.0429e-05i,-0.0004783-0.00018938i,-0.00019343-0.00030831i,0.00021273-0.00018787i,0.00058177-0.00040399i,0.0002304-0.00018997i,-0.00040937-2.8221e-05i,-0.00067024-0.000314i,-0.00030315-0.00043897i,0.00018119-3.1005e-05i,-0.00026151+9.8804e-05i,-0.00069387+0.00022385i,-0.00035731+0.00047719i,-0.00056909+0.0005629i,-0.00029538-1.9734e-05i,-5.1179e-05-0.00027109i,-0.00016657-0.00045897i
-0.0011177-0.001722i,-0.00055224-0.001456i,-0.00057114+4.7664e-05i,0.0010472+0.00049322i,0.0018437+0.0002952i,0.00054374+0.00037083i,6.6177e-05+0.00060316i,0.00048263+0.00081494i,0.00053875+0.0011146i,0.00040947+0.0014086i,0.0002919+0.0012311i,-3.039e-05+0.00039101i,-0.00048036-0.00091606i,-9.2117e-05-0.00091071i,0.00027899+4.4461e-06i,0.00068356+0.00061948i,0.00088176+0.00046938i,0.00024285-0.00046985i,9.7272e-05-0.00055102i,0.00046833-0.00019156i,0.00043028-0.00025357i,-0.00026106-0.00054381i,-0.0010445-0.00075494i
0.00022719-0.0030927i,-7.9773e-05-0.0018023i,-0.00086875-0.00086024i,-0.00033817-0.00065411i,0.00063081-0.0010772i,0.00032502-0.0017719i,-0.00075024-0.0016117i,-0.0012691-0.00075733i,-0.0014275-7.9359e-05i,-0.00154+0.00040294i,-0.00042207+0.00059228i,0.0010918+0.00070209i,0.0011567+0.00094503i,0.00012631+0.00019284i,-0.00020863-0.00022913i,0.00056082+0.00034244i,0.00011295+0.00020382i,-0.00068186-0.00032891i,-0.00022825-7.5489e-06i,0.00024458+0.00028843i,0.00025149+0.00081162i,-0.00040848+0.00044848i,-0.00068859-0.00016616i
-0.0019223+0.0024249i,-0.0005725+0.0014222i,0.00013664+0.00083927i,0.001122-5.7239e-05i,0.0015954-0.0011177i,0.00034863-0.00099769i,-0.00095596-0.0011111i,-0.00075182-0.0016257i,-0.00023806-0.00075315i,-0.00032207+9.6374e-05i,3.2077e-05-4.0344e-05i,0.00028088+9.6403e-05i,0.0002885+0.00064965i,0.0002037+0.00073337i,-0.00025214+0.00040278i,4.14e-05+0.0006136i,0.00018794+0.00080646i,0.00018784+0.00093006i,0.00023667-4.4227e-05i,-0.00016973-0.00080315i,-0.00051528-0.00060605i,-0.00013254-0.00065114i,0.00013074-0.00057332i
-0.0024665-0.0018953i,-0.0020355-0.00062316i,-0.00095091+0.000524i,0.0007564-0.00031563i,0.0015189-0.0022668i,0.00060675-0.0016637i,0.00022317+0.00012796i,-0.00036936-7.4338e-05i,-0.0013096+0.00034246i,-0.00065741+0.0014016i,0.0009734+0.00089811i,0.0010619+0.00051639i,-0.00010094+0.00017193i,-0.00090372-8.8116e-05i,-0.00053097-0.00012964i,0.00043924+0.00018929i,0.0012187+8.6617e-05i,0.0014835-5.4504e-05i,0.00046307-0.00028076i,-1.1674e-06-0.00029484i,-0.00045734+0.00040286i,-0.00089037+0.00066542i,-0.00011541-0.00017876i
0.003641-0.00068468i,0.0028251-0.0011723i,0.0030082-0.00066241i,0.0027653-0.00037209i,0.001387-0.00094017i,-0.00060873-0.0019227i,-0.00088456-0.0013974i,-0.00020583+3.6996e-05i,-0.00048706+0.0011129i,-0.00049762+0.0014116i,5.6057e-05+0.00093951i,0.00031551+0.00040561i,0.00015545+0.00014651i,0.0003677+0.00059543i,0.0004188+0.00028244i,0.00039394-3.3164e-05i,0.00035175+0.0001957i,0.000411+0.00015526i,0.00068922+0.00026456i,0.000419-0.00021478i,-0.00023604-0.00063828i,-0.00019828-0.00046958i,0.00039105-5.5993e-05i
0.001267-0.0003753i,0.0006792+0.00071383i,0.0011476+0.0001987i,0.0021095-0.00076882i,0.0014243-0.0016776i,0.00022752-0.0021876i,0.00023077-0.0013668i,0.00025458-0.00040291i,-0.00023784-0.00073452i,-5.5813e-05-0.0011084i,0.00046192-0.00029358i,5.2645e-05-4.9912e-05i,-0.0001546-0.00029135i,4.0413e-05+0.00022299i,-9.9867e-05+0.00051902i,-7.7569e-05+0.00029365i,7.2638e-05+0.00023414i,0.00048831+8.5948e-05i,7.5933e-05+0.00021172i,-0.00038003+0.00038427i,-0.00028588+6.7937e-05i,-0.0002387-0.0005632i,-0.00025136-0.00063451i
-0.0011086-0.0020104i,-0.00050538-0.0018717i,0.00039017-0.0017691i,0.0021724-0.0017218i,0.0026866-0.0017535i,0.0015645-0.0013515i,0.00013118-0.00012658i,-0.00084865+0.0006239i,-0.0013956+0.0011526i,-0.00066915+0.0019053i,-0.00047739+0.0019213i,-0.0010905+0.00095418i,-0.00066434+0.00011982i,-0.00012479+2.7827e-05i,0.00014596+0.00014041i,0.00055077+0.00033593i,0.00065715+0.00060245i,0.00074746+0.0010732i,0.00062764+0.00021756i,0.00021408+0.00012276i,0.00036792+0.00079971i,0.00072813+0.00096961i,0.00050791+0.00077318i
-0.00082077-0.001377i,-0.00085178-0.00046712i,0.00076342+0.00054944i,0.0023299+0.00085645i,0.0023093+0.00068587i,0.00070455+7.464e-06i,-0.00033813+0.00031875i,-0.00016949+0.00026601i,-0.00030052+0.00029044i,-0.00029436+0.00063438i,-2.3014e-05+0.00074033i,0.00032785+0.00062893i,-0.00044206+0.0003538i,-0.00049598-0.00027633i,0.00053682-0.00013331i,0.0011431+0.00024851i,0.0014592+0.00036664i,0.00071698+0.0004448i,2.6386e-05+0.0002566i,-0.00025846+0.00026344i,-0.00048572+0.00017969i,-0.00039266+0.00036995i,-0.00034344+0.00066841i
0.00077636-0.00067139i,0.00070888-0.0011637i,6.4397e-05-0.00046188i,0.001175-0.00073114i,0.0013102-0.0021352i,0.00012602-0.0017087i,-0.00063215-0.00062582i,-0.00064939-0.00047864i,-0.0005687+0.00035007i,-0.00045384+0.00094834i,0.00051982+0.00045765i,0.00062251+0.00054422i,0.00056947+0.0013789i,0.00063763+0.0012162i,-9.7586e-05+7.8786e-05i,-0.00087319-0.00024897i,-0.00071221-0.00053733i,-0.00016717-0.00010009i,-0.00020924+0.0004868i,0.00032081+0.00039549i,0.00030289+0.00073753i,-3.8908e-05+0.00028146i,-0.00014931-0.00043537i
-0.0022018+0.00083975i,-0.0017604+0.000151i,6.9125e-05-0.00061684i,0.0015502-0.001342i,0.001702-0.0027933i,7.3336e-05-0.0032575i,-0.0011814-0.0017367i,-0.0011238-0.00059853i,-0.00022657-0.00029165i,0.00024635+0.00069375i,0.00016028+0.001105i,0.00014739+0.00079803i,6.3079e-05+0.00026934i,-5.5777e-05-3.511e-05i,-0.00010978+0.00044271i,-0.00013318+0.00057861i,-3.5998e-05+0.00018501i,0.00016569-0.00032885i,-0.00014677-0.00042378i,-0.00037572-0.00073205i,-0.00039624-0.00090437i,-0.00053285-0.00049781i,-0.00040305-0.00063994i
-0.00061489-0.0022027i,-0.0020563-0.00099325i,-0.0014044+0.00032971i,0.0011638+0.00019056i,0.0012929-0.00038073i,0.00048247-0.00025821i,-0.0001435+0.00017252i,-0.00063388-0.00021472i,-0.00066524+0.00022551i,-0.00082722+0.00082683i,1.8851e-05+0.00052627i,0.0005487-0.00041712i,-1.1742e-05-0.00086412i,-0.00056062-0.00069517i,-0.0001579-0.0002767i,0.0003394+0.00049416i,8.1751e-05+0.00033327i,0.00016967+2.593e-06i,0.00021578+0.00016612i,-0.00022129+0.00018141i,-0.00021346+7.1885e-05i,0.00060395-0.00024914i,0.00089505-0.000443i
0.0019345+0.00051844i,0.002148-0.00053957i,0.0020609-0.0013513i,0.0009279-0.001458i,-0.00037814-0.0021339i,-0.0012807-0.0021682i,-0.0015985-0.0011575i,-0.00065412+3.8573e-05i,0.00011196+0.0011472i,7.7652e-05+0.00091588i,0.00064861+0.00018055i,0.00089041+9.7715e-06i,0.00033057+9.7682e-06i,0.00075038+0.00033847i,0.00088061+0.0005547i,-4.6777e-05-4.1547e-05i,0.000572+7.0158e-05i,0.0010399-0.00042919i,0.00041588-0.0010744i,-0.00019524+8.9792e-05i,-0.00056825+0.00033244i,-0.00012865+0.00025423i,0.00052393+0.00049738i
-8.9599e-05+0.00014286i,-0.00066645+0.00030667i,-2.6389e-05+0.0004909i,0.00064272+0.00012549i,0.0013532-0.0011956i,0.0011699-0.0019374i,0.00062383-0.0011016i,0.00067535-0.00033442i,0.00025034-6.269e-05i,-0.00036408+0.00023604i,-0.00043395+1.7222e-06i,8.9088e-05-0.00016056i,3.5356e-06+0.0002034i,0.00010598+0.00039971i,-0.00060381+0.0005376i,-0.00073069-0.00026001i,0.00060055-0.0005626i,0.0011067-6.1074e-05i,0.00039925+0.00012196i,-2.3013e-05+0.00014091i,0.00034041+0.00045127i,0.00049071+0.00022965i,0.0006761-2.9148e-05i
0.002052-0.001571i,0.00097619-0.0028612i,0.00081866-0.0028314i,0.0017782-0.002736i,0.002097-0.0026689i,0.00013584-0.0013229i,-0.0012575-0.00013785i,-0.00047791+0.00018669i,-0.00043526+0.00063905i,-0.00081004+0.0005087i,-0.00013105+8.5471e-05i,9.7396e-06-0.00019982i,1.8206e-05-1.2135e-06i,0.00036436-0.00019249i,0.00056634-0.00058789i,0.00054162-0.00019803i,0.00022521+0.00039939i,-9.3235e-05+0.00048681i,0.00022604+0.0003123i,0.0001705+0.00079911i,-0.0004956+0.0013287i,-0.00045141+0.00085888i,-0.00023688+0.00034985i
