-0.0011587+0.0021646i,-0.00046808+0.00048874i,-0.0012099-0.00017436i,-0.0015942-0.0010333i,-0.001446+0.00031382i,-0.0010111+0.0014893i,-0.00031839+0.0018113i,0.00064245+0.0018104i,0.00080404+0.00092977i,0.0008613+8.5183e-05i,0.00070527-0.0001242i,0.00015925-0.00058506i,-0.00026397-0.00050155i,-0.00022677-0.00087518i,0.00059519-0.0017136i,0.00079152-0.0014535i,0.00035218-6.3389e-05i,0.00040882+0.00014442i,0.00091853-0.0013796i,0.0009588-0.0011191i,0.00044992-1.4096e-05i,0.00027447-4.1435e-05i,-0.00047291-0.0002727i
0.0015996+0.0023311i,0.0016287+0.0017037i,0.00085164+0.001514i,3.7812e-05+0.0011071i,0.00039381+0.00032178i,0.00082485-5.6463e-05i,4.5344e-06+1.337e-05i,-0.00049304-1.3528e-07i,0.0004116+0.0001628i,0.0013438+0.00072206i,0.00052371+0.00023243i,-3.4166e-05-0.00057182i,0.00045916-0.0010484i,0.00032802-0.00097477i,0.0001221-0.00091138i,-0.00022751-0.00063492i,-0.00047341-0.000542i,-0.00016498-0.00068727i,0.00029808-0.00078233i,0.00042038-0.00011092i,-0.00021268+0.00094724i,0.00034741+0.00092397i,0.00044493+0.00043096i
0.00025242+0.00051304i,0.00041331-0.00065503i,-0.00071611-0.0016874i,-0.0010877-0.0015474i,-0.00056645-0.00089729i,-0.00048231-0.00013244i,-0.00056699+0.00069026i,-0.00049373+0.00029313i,-0.00082211-0.0011476i,-0.00086397-0.0013111i,-0.00036476-0.00045595i,-0.00059511+0.00018355i,-0.0004769+0.00052457i,-0.00012056+0.00059601i,-0.00040478+0.00048127i,-0.00024351+8.9444e-05i,-0.00022518-3.4096e-05i,-0.00023373+0.00026668i,0.00054257+0.00025928i,0.00051603-4.336e-05i,0.0003248-9.0378e-05i,-0.00028276-1.4224e-05i,-0.00069436-0.00028704i
0.00010617-0.0011275i,0.00011434-1.2961e-05i,0.00051302+0.0005447i,0.00018179+0.0004254i,-0.00019478+0.00065214i,-0.00028006+0.0012479i,0.00050167+0.001364i,0.00058536+0.00063946i,-0.00025477-0.00011179i,-0.00081227-0.00020432i,-0.00091137+5.7395e-05i,-0.00032828-0.00021486i,-0.00024234-0.00032429i,-0.0008551-0.00062036i,-0.00092793-0.0008643i,-0.00092689-0.001147i,-0.00043679-0.001169i,-6.8324e-05-0.00034869i,-0.00038105+0.00036384i,-0.00027929-0.0005269i,0.0002482-0.00038118i,-0.00049976+0.0011879i,-0.0010731+0.0005983i
0.00084516+0.00072143i,-0.00026187+0.0013881i,-0.00084266+0.0010483i,0.0006411+6.5082e-05i,0.0014869-0.0003458i,0.0009919-0.00079327i,0.00032768-0.00048295i,-5.5111e-05+0.00055212i,0.00030188+0.0010278i,0.00024829+0.00058265i,-0.0005954-9.3698e-05i,-0.00047589-0.00037895i,0.00051992-0.00045353i,0.00054768-0.0011114i,0.00037364-0.001735i,0.00024179-0.0013823i,7.7127e-05-0.00029569i,-0.00036029+0.00035809i,-0.001022+0.00023677i,-0.001227-0.00027128i,-0.00058807-0.00091761i,0.00040324-0.00068086i,0.00060111-0.00029616i
0.00074784+0.0012927i,1.8139e-05+0.00055389i,0.00017801-0.00038703i,0.00084629+0.00018288i,0.00062774+0.00091783i,-0.00031383+0.00074959i,-0.00026623+0.00042726i,0.00046028+0.00075687i,0.00055873+0.00040017i,0.00052486-7.9961e-05i,-2.9285e-05-9.1272e-05i,-0.00053582+8.9457e-05i,-0.00012433+0.00048667i,0.00061252+0.0006365i,0.00026312+0.00038314i,-0.0003589+0.00039127i,-0.00049281+0.0001374i,-0.00022269+4.6722e-05i,0.00032287-9.7347e-05i,0.00046296-0.00022344i,0.0003757-0.00058352i,0.00014336-0.00040419i,3.7547e-05-0.0001243i
-0.0013756-0.00070829i,-0.0015402-0.00058408i,-0.00093166-0.00038353i,0.00012617-0.000202i,-7.9225e-05+0.00056858i,-0.00023326+0.00097675i,2.1695e-05+0.00066181i,0.00017365+3.279e-05i,-7.1966e-05+0.00017996i,-0.00084617+0.00065718i,-0.00072159+0.00068612i,-8.2205e-05+0.00084754i,0.00055714+0.00047592i,0.0010618-0.00050681i,0.0013354-0.0008756i,0.00068516-0.0012589i,2.4918e-05-0.00071574i,-1.109e-05-5.4957e-05i,-0.00041154+0.00033283i,-0.00057013+0.00037141i,-0.00079027+0.00022238i,-0.00017184-6.875e-05i,0.00034427-0.00075836i
-0.00033898+0.00011499i,-0.0003262+0.0010198i,-1.7738e-05+0.00070921i,0.00014808+0.00093601i,-0.00073428+0.0014622i,-0.001306+0.0022609i,-0.0007124+0.0026092i,0.00038554+0.0020069i,0.0011289+0.00040189i,0.00030896-0.00085095i,-0.0002544-0.00053138i,1.0404e-05-0.00041509i,0.00027137-0.00092231i,0.00051716-0.00061376i,0.00028798+0.00020485i,-0.00022624+9.8297e-05i,-0.0007989-0.00015295i,-0.00018579+0.00030499i,0.00023757+0.00084624i,0.00013039+0.00053702i,0.00030295-0.00032385i,5.846e-05-0.00046553i,-0.00027926+3.9165e-05i
-0.00052223+0.0041511i,0.0010732+0.0035706i,0.0008483+0.0025881i,5.5268e-05+0.00013975i,0.00026868-0.001489i,-0.00020672-0.0016195i,-0.00072421-0.0014568i,-0.00050418-0.00059472i,0.00016146+0.00021399i,0.00056427-4.2498e-05i,0.00023242-0.000491i,0.00026161-0.0012477i,0.00034019-0.00070251i,-0.00071925-6.0861e-05i,-0.0015471-0.00082334i,-0.0013672-0.0010669i,-0.00039831-0.00074641i,0.0004046-0.00048665i,0.00015086+0.00024429i,-0.00023875+0.0006246i,-0.00048169-7.5522e-05i,-0.00054682-0.00045305i,-0.00018851-0.00027672i
-0.0015711-0.00073654i,-0.0013313-0.00033927i,0.00033626-0.00022782i,0.00092023-0.00046403i,0.00052919+2.1695e-05i,0.00033448+0.00023155i,0.00039324+0.00041321i,0.00013509+0.00049826i,0.00022659+0.00027589i,0.00029083+0.00026046i,0.00053623-0.00013477i,0.00072625-0.00040816i,4.1253e-05-0.00047606i,-8.8253e-05-0.00028899i,-0.0002845+0.00010535i,-0.0011798-0.00054901i,-0.00087614-0.00102i,0.00010432-0.00024053i,-0.00040618+0.0006754i,-0.00037254+0.0010919i,4.5153e-05+0.0010337i,-0.00016207+0.00044408i,-0.00034012-0.00025882i
-0.0002931+0.0011951i,0.0012252+0.0018117i,0.0017141+0.00074489i,0.00095105-0.00019783i,-8.5302e-05-0.00047846i,-0.00082168+0.0003726i,-0.00013585+0.00084229i,0.00044323+0.00054974i,0.00038214+0.00027901i,0.00070659-0.0007012i,0.00053246-0.00060631i,0.00011874+0.00060532i,0.00093512+0.0014334i,0.0011768+0.0016547i,0.00037178+0.00064056i,0.00019502-0.00021717i,0.00065377-0.00019861i,0.000412-0.00037371i,0.00021142-0.00072493i,9.1636e-05+0.00010577i,-1.2429e-05+0.00043477i,-1.0021e-05+9.5569e-05i,-0.00032633-0.00042466i
0.0015209-0.00082068i,0.0010166-5.3653e-05i,0.00084103-5.7559e-05i,0.00070984-0.0012998i,1.4637e-05-0.0014242i,-0.0011294-0.0006608i,-0.0012106+0.00039271i,-0.00036797+0.00098503i,0.00020829+0.00039292i,0.00050128-0.00068108i,3.0132e-05-0.00098163i,-0.00054639-0.00078365i,-0.00070197-0.00031154i,-0.00074547+0.00060325i,-0.00076292+0.00033141i,-0.00032697-0.00054216i,6.8643e-05-0.00045755i,-0.00031838-0.00024544i,-3.9044e-05-0.00022345i,0.00041071-0.00016966i,0.0004628+0.00033415i,0.00078019+0.00011536i,0.00063412-0.00040416i
0.0031771+9.9751e-05i,0.0014116-0.00022145i,0.00042102-0.00079606i,0.00027543-0.00085776i,9.1319e-05-0.00045374i,-0.00049804+4.1848e-05i,-0.00071369+3.8137e-05i,5.1655e-05+0.00013984i,0.00032404+0.00032129i,0.00020894+1.1691e-05i,8.3542e-05+0.00059873i,-5.0245e-05+0.0013684i,9.6194e-05+0.00082541i,0.00053568+0.00034399i,0.0003161+0.00054334i,0.00033981+0.00035274i,0.00041111-0.00046683i,0.00028498-0.0006806i,0.00012494-0.00032531i,0.0003965+0.0002158i,0.00068616+0.00014351i,0.00029705-0.00017036i,-0.00037118+0.00032646i
0.0011471+0.0015605i,2.1231e-06+0.00076398i,0.00018643-0.00062545i,-0.0002424-0.0012428i,-0.00099372-0.00036162i,-0.00031677+0.0010172i,-0.00030686+0.0010539i,0.00013073+0.0005204i,0.00061488+0.00058123i,6.6783e-05+0.00024302i,0.00010247-0.00020794i,-0.00016976+0.0003779i,-0.00046139+0.00059756i,-0.00062806+9.7888e-05i,-0.00092642-0.00028319i,-0.00063666-0.00041569i,-0.00016438-0.00089721i,8.2038e-05+0.00010227i,0.00030972+0.0011938i,-0.00012863+0.00077346i,-0.00085994+0.00029511i,-0.0011301+8.1895e-05i,-0.0015134+0.00023325i
0.00013996-4.753e-05i,0.00047102+7.9264e-05i,0.001364-0.00037708i,0.0010016-0.00094844i,3.6865e-05-0.0011261i,-0.00058057-0.00074296i,-0.00038916+2.0754e-05i,0.00020151-0.00017742i,1.9124e-08-8.558e-05i,7.6451e-05+0.00067288i,0.00069021+0.00086152i,0.00029141+0.00039377i,-0.00023433+0.00059038i,0.00036849-2.1725e-05i,0.00086712-0.00083351i,0.00050431-0.0013438i,1.0219e-06-0.00080499i,-0.00019553-0.00011549i,-0.00015477-0.00053699i,0.00027636-0.00054955i,0.00030035-0.00022649i,0.00020192-0.00028843i,0.00048549-0.0001811i
0.0010354+0.00047017i,0.00117+0.00094455i,0.00060129+0.00078296i,0.00031226+0.00027968i,4.4483e-05+0.00022243i,7.3351e-05+0.00064717i,0.00025115+0.0016803i,0.00032552+0.0011776i,-7.2767e-05-0.00018665i,-0.0006099-0.0005424i,-2.5281e-05-6.8548e-05i,0.00035487+9.203e-05i,0.00010506-0.00034047i,0.0001938-0.00011017i,0.00028128+0.00036162i,-0.00019553+0.00020371i,8.634e-05+0.00018352i,0.0004846+0.00023532i,0.00078861-0.00024947i,0.00075855-0.00051331i,0.00011899-5.8461e-05i,3.0358e-05+0.00014066i,0.00020828+7.4257e-05i
-0.00029629+0.00089945i,0.00021881+0.0007455i,0.0010878+0.00023534i,0.0017978-0.00076678i,0.0023468-0.0011631i,0.0012072-0.0011041i,-0.00039505-0.00039933i,-0.00044778+4.1522e-05i,2.7485e-05-0.00017713i,0.00010787-0.00044178i,-0.0004042-0.00062391i,-0.00075138-0.00060292i,-0.00052684-0.00016918i,0.0006273-9.3727e-05i,0.0011938+3.1479e-05i,0.00060542+0.0004758i,-0.00026505+0.00044998i,-0.00043558+5.0637e-05i,-0.00038614-0.00041639i,0.00011763-0.00041625i,0.0010894+0.00023917i,0.00045582+0.00043899i,-0.00069296-0.0003255i
-0.00024714+0.00019483i,9.9276e-06+0.00076475i,0.00040584+0.00052727i,0.00021518+0.00044863i,-7.6782e-05+0.0010278i,-0.00043998+0.0010745i,-0.00061934+0.0005672i,-0.00046792+2.8968e-05i,-0.00036352-0.00036192i,-0.00053275-0.00015058i,0.00039828+0.00012096i,0.00074039+0.00080044i,-0.00043177+0.00014672i,-0.00049-0.00074475i,-4.1418e-05-0.00086707i,-0.00028496-0.00048562i,-0.00073293+0.0003177i,-0.00061504+6.6664e-05i,0.00016865-0.00051702i,0.00064257+9.3722e-05i,0.00013382+0.00058728i,-2.8677e-05+0.0010955i,-0.00033674+0.0011395i
-0.00069789-0.0006318i,-0.0012713-0.00090374i,-0.0012521-0.0010832i,-0.00075692-0.00030929i,0.00011101+0.00028736i,0.00023913+0.00032498i,-0.00047887+0.0007369i,-0.00068826+0.00074322i,-0.00058176-2.5526e-05i,-2.8667e-05-0.00030338i,0.00013333+0.00043542i,-0.00026319+0.00059323i,0.00041593+5.1036e-05i,0.00077927+8.8556e-05i,0.00070612-0.00035537i,0.00097262-0.00082018i,0.00060462-0.00075355i,0.00013099-0.0011383i,0.00062946-0.0012439i,0.00099885-0.0007079i,0.00049954+0.00022942i,-0.0002898+5.1464e-05i,-0.00040426-0.00031078i
0.0016882+0.00016273i,0.0013785+0.00049801i,0.0015734+0.0010436i,0.001425+0.00047959i,4.184e-05-0.00060247i,-0.00025078-0.00044606i,0.00030155+0.00046818i,0.00017924+0.00046353i,-0.00012683+6.8748e-05i,-0.00059457-0.00037869i,-5.5906e-05-0.00099546i,0.00038058-0.00056797i,1.5566e-05-0.00021803i,-3.8467e-05-0.0002228i,-0.0003268+0.00052876i,-0.00040077+0.00055858i,-0.00014226-0.00076942i,0.00014491-0.00041314i,0.00060599+0.0012878i,0.0006088+0.0013548i,0.0004401+0.0008003i,0.00035332+0.00021847i,-0.00010097-0.0004594i
0.0026977-0.0010616i,0.0016147-0.0018117i,0.00046817-0.0014861i,-0.00050876-0.0012095i,-0.0018383-0.0016573i,-0.0018466-0.0006421i,-0.0011777+0.0015118i,-0.00038942+0.0020715i,0.00012266+0.0010903i,0.00013989-0.00016089i,-0.00030683+0.00025869i,-0.00034582+0.00097893i,-0.00023371+0.00099839i,0.00010045+0.0011517i,-0.00051031+0.00041434i,-0.00049497-0.00089898i,0.00049302-0.00086171i,0.00087699+8.9809e-05i,0.00084501+0.00092149i,0.00056439+0.0012497i,0.00059616+0.00023216i,0.00020771-0.00076449i,-0.00043312-0.00070375i
0.00088669-0.00066951i,0.00093608-0.00026423i,0.00090722-0.00015884i,0.0013861-0.00032638i,0.00051057+0.0003473i,-0.00036053+0.00086505i,0.0001632+0.0012278i,0.00062692+0.00071125i,0.00086687-0.00020335i,3.8915e-05+0.00011482i,-0.00066889+0.00048327i,-0.00070057-7.5401e-05i,-0.0010091-0.0003345i,-0.00095955+0.00024564i,-8.7495e-05+0.00055718i,0.00031034-3.7843e-05i,9.7492e-05-0.00041668i,-0.00053283-0.00094403i,-0.00057105-0.0006783i,-0.00027482-0.00032176i,-0.00010725-0.0010744i,0.00051261-0.00055687i,0.0006869+5.0607e-05i
0.00061849+0.0013336i,0.00062561+0.0015487i,-0.0002509+0.00042228i,-0.00014274+0.00019656i,0.00024722+0.00026849i,0.0004948-0.00025157i,0.00030336+0.00043797i,-0.00029953+0.00068384i,-0.00035214+0.00055128i,-0.00043058+0.00035458i,-0.00089529-0.00019427i,-0.00086183-0.000399i,-0.00034734-7.5883e-05i,-0.00018336-0.00054186i,-6.7431e-05-0.00073732i,-0.00037626-0.00031192i,-0.0008674+0.00050276i,-0.00067444+0.00070197i,-6.0358e-05+0.00051664i,-0.00044064+0.00075118i,-0.00034797+0.00065647i,0.00087727-2.0619e-05i,0.0010274-0.00056304i
0.00069528-0.00018302i,0.00032372+0.00044194i,0.00043513+0.00081543i,0.00035106+0.00010749i,-0.00019773+7.2755e-05i,-0.00074198+0.0011884i,-0.00038578+0.0010962i,-0.00014815+0.00065442i,-4.7915e-05-0.0003372i,9.8684e-05-0.0010209i,-0.00041151-8.9736e-05i,-0.00082335+0.00029848i,-0.0011725-0.00021695i,-0.0018773+4.7006e-05i,-0.001008+0.00033382i,-0.0005628+0.0004799i,-0.0008203+0.0001259i,-0.00026893-0.00037331i,0.00040414-0.00037828i,0.00090306-0.00056023i,0.00065733-0.00036449i,-0.00013521-0.00045245i,0.00017602-3.6433e-05i
-0.0010322-0.00065682i,-0.00041275-3.6102e-05i,0.00032034+0.00050629i,0.00047282+0.00091865i,0.00068878+0.0015888i,0.00061355+0.00061202i,-0.00045738-0.00026612i,-0.00013122+0.00036818i,0.00088077+0.00030089i,0.00033437+0.00028756i,-0.00075023+0.00076689i,8.1986e-05+3.5229e-05i,0.0011328-0.00061716i,0.00098288+0.00010677i,0.0013579+0.00071278i,0.001155+0.00020017i,0.00029898-0.00094628i,-0.00019181-0.0012714i,4.8618e-06-0.0010712i,4.2115e-05-0.00063189i,-0.00022913+0.00039811i,-0.00017608+0.0013265i,-3.1469e-05+0.00084501i
0.00015498+0.0024792i,0.00074254+0.0012951i,0.0011304+0.00057813i,0.0011614+6.1869e-05i,0.0011406+0.0005645i,0.00046423+0.00036421i,-0.0002404+9.627e-06i,-0.00066915+7.6667e-05i,-0.00043307-0.00034215i,-0.00023001-0.00098597i,-0.00024144-0.0012656i,-0.00010296-0.00037733i,-0.00061571+0.00025306i,-0.00082823-0.00027913i,-0.00031211-0.00029952i,9.5502e-05-0.00072428i,-3.6602e-05-0.0015018i,-0.00021584-0.0008486i,-0.00060827+0.00063491i,-0.00044607+0.00052964i,0.00049045-6.3161e-05i,0.00053106+1.151e-05i,-3.0887e-07-6.8322e-05i
-0.0010617-3.1777e-05i,0.00018007+3.2839e-05i,0.0012666+0.0001325i,0.0011863+0.00020511i,0.00032476-7.8254e-05i,-0.00069149-0.00032994i,-0.0007037-0.00014991i,0.00020894-0.00023807i,0.00083975-0.00023694i,0.0012026+0.00010925i,0.00025279-0.0002985i,-0.00070384-0.00092357i,0.00079554-0.00068423i,0.001703+9.1077e-05i,0.00059173-9.2969e-05i,0.00039909-0.00063778i,0.00033344-0.00038802i,-0.00027558-0.00013952i,-0.00061462-7.5504e-06i,-0.00038248-0.00013134i,-0.00041441-0.0001545i,-0.00051138-0.0001003i,-0.00039372-0.00014159i
0.0013677+0.00048074i,-6.0593e-06+0.0010078i,-0.00029045+0.00060858i,-0.00035656-0.00011984i,8.6041e-05-0.00029264i,-0.0002027-6.1451e-05i,-0.00067674+0.00012636i,0.00037132-0.00040186i,0.00072144-0.00023422i,-7.8548e-05+0.00018819i,-0.00084538-0.00020248i,-0.0010726-0.00013571i,-0.00055383+0.00056037i,-0.00017623+0.00083158i,-0.00053355+0.0005331i,-0.00063028+9.7543e-05i,-0.0001616-0.00080917i,0.00026503-0.0011005i,0.00082385-0.00033914i,0.00098472+0.00016427i,0.00029499-0.00013567i,5.459e-05-0.00054363i,0.0005141-0.00055639i
-0.0013911+0.0026879i,-0.00065937+0.0019637i,0.00066327+0.00034917i,0.00090636-8.4132e-05i,-7.3944e-05-0.00035998i,-0.00081414-0.001192i,-0.00031843-0.00097948i,1.1757e-05+0.00058537i,-0.00039953+0.0016172i,-5.3094e-06+0.00065084i,0.00040777-0.00023444i,0.00027813-9.2212e-05i,2.4439e-05-0.0011266i,4.6444e-05-0.0008575i,-0.00053832-0.00022777i,-0.00087228-0.00083697i,-0.00052606-0.0011304i,-0.00050522-0.0012038i,-0.0008131-0.00059774i,-0.00068471+0.00015362i,3.0949e-05+0.00037834i,0.00026504+0.00022958i,-0.00024324-0.00093312i
-0.0001207+0.00085852i,0.00059648+0.0010077i,0.0012314-7.8785e-05i,0.0019936-0.00044431i,0.0011584-0.00084149i,-0.00073367-0.0011699i,-0.0011364-0.00028065i,-0.00041912-0.00012051i,0.00023928-0.00044647i,0.00094711-0.00026157i,0.0010159+0.00028731i,0.00048079+0.00045645i,0.00076951-0.00018177i,0.00068237-0.00039999i,4.8733e-05-0.00069537i,-0.00044847-0.00089095i,-0.00043259-0.0004549i,0.00030619+1.8759e-05i,0.00012513+0.00042288i,0.00025794+0.0010084i,0.0013467+0.0011687i,0.00089895+0.00080179i,1.2277e-05+0.00067778i
0.00066981+0.00018989i,0.00042423-0.00079287i,-0.00048484-0.001023i,-0.00094096-0.00059187i,-0.00097632-0.00029432i,-0.00099852-7.6129e-05i,-0.00083845+0.00015746i,-1.0453e-05+0.00024359i,0.00083313-0.0006303i,0.00048372-0.00067664i,-1.7137e-05+0.00018667i,-0.00040102+9.3561e-05i,-0.00055009-0.00070937i,-0.0002846-0.0008302i,5.2011e-06-0.00040501i,-8.868e-05-0.00077505i,-0.00036518-0.00077927i,-0.00054753+0.00031808i,-0.00058414+0.00090554i,-0.00050559+0.00025929i,-0.00067404-0.00038723i,-0.001159-0.00075703i,-0.00057754-0.00094214i
-0.00035949+0.00022333i,-0.0005951-0.00026719i,-0.00084661+0.00027501i,-0.00028144-0.00043778i,-0.00010026-0.00021601i,-0.00045695-0.00030917i,-0.00089457-0.00028034i,-0.000547-0.00018529i,0.00020362-0.00049846i,0.00024423-0.00076608i,0.0002724-0.0010062i,0.00010078-0.00014866i,-0.00065764+0.00015892i,-0.00097657-0.00079877i,-0.00054153-0.00082391i,1.4753e-05-0.00023537i,0.00066773+0.0003801i,0.00042314+0.0011361i,-0.00020694+0.00061149i,3.068e-05-0.00017009i,0.00027487-0.00052164i,0.00015543-0.00088243i,5.6461e-05-0.00056954i
0.0004394+0.00096466i,0.00042535+0.0013088i,5.0294e-05+0.0011741i,-0.00014222+0.00065176i,-0.00041358+0.00031385i,-0.0010636+0.00068154i,-0.0011967+0.0002678i,-0.00066202-0.00022645i,-9.4676e-05+0.00022412i,0.00025796+0.00079656i,0.00017085+0.00039581i,-0.00049474-6.4618e-05i,-0.00023939-1.9852e-05i,-0.00055106+0.00037535i,-0.00070393+0.00028553i,-0.00022218-0.00013609i,-0.00013502+0.00011551i,6.1596e-05+0.00087905i,-0.00011906+0.00059224i,-9.7816e-05+0.00054661i,0.00021406+0.00037305i,6.9051e-05-8.6961e-05i,-0.00018699-0.0001934i
0.0013534+0.00051974i,0.0011353+0.00011153i,0.0012689-0.00097141i,0.0014396-0.0012656i,0.00065074-0.00044062i,0.00017859+0.00071033i,-0.00014199+0.00058427i,-0.00015871+0.00019303i,-0.00053413+0.00039492i,-0.0011957+0.00039158i,-0.00090346+0.0006167i,-0.00020398+0.00034912i,0.00011684+0.00041923i,-1.3326e-05-0.00021405i,-0.00029423-0.0014138i,-0.00012047-0.0012306i,-0.00019874-7.3056e-06i,-0.00072383+0.00014892i,-0.0010055-0.00068009i,-0.000275-0.00061514i,0.00076161-0.00041507i,0.00056544-0.00026992i,-0.0003308-0.0001054i
-0.00090927+0.00037085i,-0.0008844+0.0017824i,-0.00094308+0.0024868i,-0.00016862+0.0016237i,-5.993e-05+0.00062983i,-0.0012393+0.00039601i,-0.00092317+0.00056817i,0.00038849+7.19e-05i,0.0010325-0.00027374i,0.00014503-1.9632e-06i,-0.00068316-0.00074921i,-0.00014064-0.00077418i,0.00027313-0.00023499i,-3.2724e-05-0.0002959i,-0.0002439-0.00057079i,-9.5943e-05-0.00059404i,0.0006491-3.1131e-05i,0.00059642-0.00022035i,-0.00030381-0.00045122i,-0.00087949-0.00018519i,-0.00059571-0.00023207i,0.000182+0.00039393i,0.00017577+0.00090748i
0.0016888+0.0011282i,0.0013939+0.0008492i,0.001785+0.00020488i,0.001201-0.00071022i,-0.0001825-0.00082199i,-0.0012861-0.00016269i,-0.0010078+0.00051601i,0.00050073+0.00062517i,0.0010252+3.2688e-05i,0.00081571-6.8103e-05i,-0.00028262+0.00027402i,-0.0010154+0.00035895i,-0.000237+0.00069761i,-0.00088009+0.00074078i,-0.0010403+0.00032435i,-0.00019128-0.00010272i,-6.1775e-05+0.00010535i,-0.00044505+0.00052938i,-0.00060874+6.3689e-06i,0.00013534-0.00022018i,0.00086395+0.00030443i,0.00035445-0.00022556i,3.4282e-05-0.0006614i
0.00099729+0.00048638i,0.00094734+0.00014862i,0.0014069-0.00074974i,0.0011354-0.0010697i,0.0002335-0.00030438i,7.7813e-05+0.00026159i,0.00052131+0.00038003i,0.00090602+0.00026035i,0.00055793+0.00061589i,0.00055973+0.00050315i,0.00073539-0.00014156i,-0.0003083-0.00067309i,-0.00083104-0.000169i,-0.00025684+0.00012155i,-9.0124e-05-0.00038656i,0.00022234-0.0012733i,0.0012833-0.0015883i,0.0008068-0.00086035i,-0.00037418-0.00024856i,-0.00039726+8.7284e-05i,-0.00027222+0.00024369i,-9.0914e-05+0.000377i,5.248e-05+0.00041819i
-0.00032772+0.0021936i,0.00030809+0.0016772i,0.0010069+0.0013421i,0.00075798+0.00048705i,-0.00019941-8.1873e-05i,-0.0010191+0.00025765i,-0.00066718+0.0010211i,0.00010556+0.0008697i,-0.00019582+0.00070374i,6.6217e-05+0.00029092i,0.00023125-0.00011636i,-0.00022507+0.00031374i,-0.00074917-0.00020055i,-0.0010344-0.00045714i,-0.00030817+0.00015713i,3.9178e-05-0.00046771i,-6.8205e-05-0.0010763i,-0.0004756-0.00040158i,-0.00044662-0.00018413i,1.5667e-05+0.00023685i,0.00069719+0.00047734i,0.0012261-0.00014226i,0.00049952-0.00040454i
0.0018964-9.2395e-05i,0.0025961-0.00035234i,0.0021371-0.0010525i,0.0012655-0.0012384i,-9.2637e-05-0.0012361i,-0.00072616-0.0011227i,-0.00019376+0.00049675i,-0.00027577+0.0010218i,-0.00032504+0.00012463i,-0.00019648-0.00032561i,-0.00038904-0.00076394i,-0.00013272-0.00054296i,-0.00036251-6.7727e-05i,-0.0005492+0.00034742i,-0.00051597+0.00062472i,-0.00027363+0.00053134i,-0.00033174+0.00010065i,-0.00044386-0.00015522i,0.00027115-0.00014991i,-0.0004473+0.00043561i,-0.00093662+5.8857e-05i,-0.00037289-0.00063268i,-0.00027775-0.00052285i
0.0014655-0.0014806i,0.00075701-0.0012366i,-0.0001022-0.0010021i,-0.00080458-0.00056282i,-0.0010151+0.00026896i,-0.00047774+0.001107i,9.5637e-05+0.001744i,0.00033001+0.0014429i,-0.00019381+0.0006797i,8.3713e-05+1.6181e-05i,-2.4677e-05-0.0002958i,-0.00060735-4.4627e-05i,0.00038262-4.4386e-05i,0.0012527-0.00039163i,0.00081491-0.0003406i,0.00026821-0.00029759i,-0.00033935-0.0007695i,0.00023908-0.00069933i,0.00054488+5.5512e-05i,0.00057518+0.00057894i,0.00080415+0.00069036i,0.00058356+0.00030657i,3.0487e-05-0.00011688i
-0.0017328+0.0018088i,-0.0010167+0.001599i,0.00014936+0.0015535i,0.00090643+0.0013155i,0.00063554+0.00053661i,0.00013918-0.00026172i,-0.00059797-0.00031241i,-0.0011089-0.00014443i,-0.00048258-0.00038283i,-0.00016439-0.00012517i,-0.00014655+1.6757e-05i,0.00014232-0.0010277i,5.5805e-05-0.0011477i,5.2383e-05-0.00084631i,0.00018795-0.00079565i,0.00058455-0.00081834i,0.00026834-0.00076144i,0.00010152-0.00028281i,-1.2768e-06+0.00020378i,-0.00043528+0.00023335i,-0.00042137+0.00045537i,-0.00042464+0.00081898i,-0.00028274+0.00076716i
-0.0017224+0.00013793i,-0.00077086+0.0010833i,-0.00024063+0.0016521i,0.00021674+0.0010332i,0.00095879+0.00042652i,0.00097429-0.00069773i,-0.00013981-0.00073095i,-0.0010213-2.8329e-05i,-0.00034322-0.00036827i,0.00032838-0.00035308i,0.00039874+0.00029068i,0.00013446+0.00038309i,-7.9553e-05-0.00040678i,-0.00053012-0.0011918i,-0.0005839-0.0022118i,-0.00019796-0.0015098i,-6.5611e-05-9.8504e-05i,0.00053167+0.00043531i,0.0010072+0.00063694i,0.0003344+0.00055958i,-0.00012486+0.00046151i,-8.2756e-05+0.00023003i,-0.00036131+0.00021527i
0.00018048+8.8182e-06i,-0.00044896+1.0802e-05i,-0.00043334-0.00041922i,-0.00057163-0.00020581i,-0.00085317-0.00043029i,-0.00043027-0.00071924i,-0.00054367-0.00046692i,-0.00041852-0.00018224i,0.00014482+0.00031876i,-6.8738e-05+0.0006372i,4.3848e-05+8.4642e-05i,0.00021018-0.00075282i,-0.00020037-0.00078441i,9.6457e-05-0.0005319i,0.00053595-0.00038285i,0.00039036-0.0004467i,-0.00030918-0.00060414i,-0.00048752+5.1312e-05i,-5.2682e-05+0.0004246i,0.00049463-0.0002157i,0.001084-0.00019854i,0.0010536+0.0004727i,0.00060827+9.2301e-05i
