-0.001813+0.0011965i,-0.0023167+0.0025677i,-0.0028317+0.0031545i,-0.0017412+0.0034326i,-0.0012689+0.0041723i,-0.0008988+0.0039327i,-0.00059602+0.0028312i,5.0823e-05+0.002234i,0.00090996+0.0020998i,0.0017604+0.0011544i,0.0019837+0.00030092i,0.0011019+4.8137e-05i,0.00021195-4.5223e-05i,-3.4559e-05+0.00035855i,0.00045512+0.00047087i,0.00033793+0.00035446i,0.00026636+0.00029401i,0.000588+0.00011892i,0.00020352+7.5104e-05i,-0.00011986+3.2582e-06i,0.00015272+0.00039999i,-1.8297e-05+8.1181e-05i,-0.00041214-0.00061684i
-0.00021144+0.00060376i,0.00095791-0.00043461i,0.00068572-0.00099592i,-0.00050476-0.00042051i,-0.00094977+0.00048751i,-0.00055204+0.00090172i,-3.6718e-05+0.00037499i,-0.00017867+0.00055834i,-0.00027998+0.00037556i,2.793e-05-6.9931e-05i,0.00065185-0.00042069i,0.00032909-0.00045888i,5.2492e-05-0.00013776i,0.00088238+0.0003476i,0.00089312+0.00094237i,0.00064548+0.00034697i,0.00061129-0.00070925i,-0.0004367-0.00082478i,-0.00072084+0.00033124i,-0.00024507+0.00070371i,0.00023386-4.0404e-05i,0.0001655-0.00047152i,-1.5487e-05-0.00032084i
-0.0020017+0.00055363i,-0.0012251+0.00078079i,-4.6226e-05+0.0005285i,0.00081969+0.00035599i,0.0013183+0.0012463i,0.0013935+0.00047389i,0.0012676+0.00020486i,0.00064399+0.00041675i,-3.3911e-05+2.5596e-05i,-0.00047386-0.00024401i,-0.00059393-0.00017876i,-7.3839e-06+4.1614e-05i,8.2717e-05+0.00034192i,-0.00060461+0.00051762i,-1.1272e-05+0.00075093i,0.00040196+0.0002364i,-0.00015243+0.00029775i,-0.00090434+0.00079133i,-0.0013899-0.00020347i,-0.00094853-0.00058464i,-0.00036039-0.00021214i,-0.00016998+0.00014363i,2.2408e-05-0.00022471i
0.00025206-0.0010957i,-0.00052704-0.00090836i,-0.0010339+0.00017209i,-0.00034645+0.0013781i,0.00035005+0.0020286i,0.00068578+0.0011812i,0.00092251+8.6823e-05i,0.00097429-0.00019193i,0.0011301+0.00064526i,6.8302e-05+0.00074842i,-0.00054424+8.1417e-06i,0.00028229-0.00017169i,0.00058275-0.00019348i,0.00032251-4.1318e-05i,6.2048e-06+0.00017023i,9.0548e-05+0.00022819i,0.0002701-0.00023292i,-0.00027866-0.00012118i,-0.00052478-1.2698e-05i,-0.00059608+6.8934e-06i,-0.00091597+0.00057835i,-0.00066729+0.0010971i,-0.0001871+0.0013181i
0.001096+0.00042769i,0.00014664+0.00093052i,-0.0011031+0.00075362i,-0.00055912-0.00031639i,-0.00014463-0.00026202i,0.00037628+0.00069897i,0.0016121+0.0013339i,0.0016941+0.00094328i,0.00051923+0.00040536i,-0.00033357+0.00020776i,-0.00040734+0.00027949i,-0.00097983+0.00043292i,-0.0005136+0.00080235i,0.00040051+0.00072014i,-8.3707e-06-0.0004884i,-0.00048599-0.00048499i,-0.00022197+0.00017907i,-0.00074644-0.0003102i,-0.00015205-0.00030779i,0.0009562+0.0005003i,0.00050417+0.00036044i,0.00015882-0.00018939i,-0.00017951-0.00020822i
-0.00024952+0.0012271i,0.00075786+0.0006298i,0.0019508+0.00065762i,0.00097806+0.0016271i,-0.00087148+0.0018088i,-0.00085336+0.00049272i,-0.0003147-0.00046936i,-0.00049386-0.00023378i,-0.00017178+5.7092e-05i,0.00056463-0.00049968i,0.00085584-0.00030838i,0.00070437-2.4605e-05i,9.5123e-05-0.00019891i,0.00037082+0.00031059i,0.00036095+0.00040182i,-0.00076278-0.00051944i,-0.00033893-0.00075581i,0.0011202+6.1548e-05i,0.00049922-0.00013607i,-0.00056242-0.00059641i,3.168e-05-0.00043177i,0.00013977-0.00016941i,-0.00038403+0.00042631i
-0.00093901+0.00034391i,-0.00026415+0.0002063i,-0.000141+0.0018077i,-0.00042144+0.0018881i,0.00077545+0.0018362i,0.0011739+0.0017633i,0.00087231+0.0012629i,0.00075635-0.00051733i,0.000327-0.0012868i,0.00021585-0.00021784i,0.00049641+0.00023862i,-0.0001659+0.00036292i,-3.2567e-05+0.00045692i,0.00048449+0.00046397i,0.00051869+0.00012435i,0.00033554-0.0005725i,-0.00016441-0.0011052i,-0.00088899-0.00051418i,-0.0010468+0.00012521i,-0.00013802+0.00047805i,0.00032312+0.00034273i,4.1081e-05-0.00048408i,-0.00018506-0.00025421i
0.0016837-0.00018712i,0.00041133-0.0010626i,0.0001845-0.0011991i,0.00026719-0.00097619i,-3.6002e-05-0.00073037i,-0.00054008+0.00092424i,-7.4243e-05+0.0022207i,0.00094997+0.0018495i,0.00098175+0.0010301i,0.0004802-3.2075e-05i,0.00021398-0.00087282i,-0.00020857-0.00017199i,-0.001003+0.0014682i,-0.0013375+0.0017275i,-0.00013201+0.00073513i,0.00041535+0.00011317i,0.00059272+0.00016754i,0.00094986+0.00048853i,0.00060967-3.4016e-05i,0.00043669-0.0004402i,0.00073456-1.2573e-05i,0.0004719-6.1907e-05i,-5.1739e-05-0.00070003i
-0.0018075-0.00016591i,-0.0020618+0.00026808i,-0.0024191+0.00012537i,-0.0019379+0.00068345i,-0.00085007+0.0018496i,0.0005586+0.0017959i,0.0012002+0.0010362i,0.00081517-4.058e-05i,0.00043321-0.00020359i,0.0012117-0.00036897i,0.0010291-0.00039033i,9.0524e-06-0.00071067i,-0.0001655-0.0015421i,8.6868e-05-0.0013668i,0.00051331-0.0011628i,0.00049363-0.0010483i,0.00045834-0.0002814i,0.00089049+0.00041165i,0.00056366+5.5322e-05i,-0.00028831-0.00039279i,-0.00058535-0.00025217i,-0.00053242+0.00071573i,-0.00063092+0.0011391i
0.00060432-0.00035708i,0.00036725+0.00050633i,-7.5878e-05+0.0017548i,0.00025965+0.0021338i,0.00081487+0.0028957i,0.00064596+0.001961i,0.00012934+0.00062896i,0.00046849+0.0002818i,0.0010612+0.00059152i,0.0007357+0.0005792i,0.0004882+0.00024486i,0.00078246+0.00077774i,0.0010527+0.0010698i,0.00041572+0.00058331i,0.00018882+2.2815e-05i,0.00088139-0.0002901i,0.0010646-0.00025473i,0.00023937-0.00016102i,-2.3056e-05-0.00029238i,0.00043223+0.00016169i,-7.4461e-05+0.00052875i,-0.00061955+0.00036016i,-0.00097148+0.00045641i
0.0029671-0.0002833i,0.0022339-4.9082e-05i,0.0016465+0.00021697i,0.00099459+0.00050331i,0.00053648+0.00053502i,-0.00012846+0.00049947i,-0.00017152+0.00069182i,0.00034819-0.0002204i,0.00058961-0.00065309i,0.00038897-0.0003541i,0.00043516-2.3756e-05i,0.00060946+3.4625e-05i,-7.62e-05+0.00025644i,-0.00046627-7.1097e-05i,3.5838e-05-0.00015442i,-0.00021263-0.0001144i,-0.00029532-0.00036101i,5.4006e-05-0.00023091i,-9.9012e-05+0.00022962i,-0.00058513+0.00063653i,-0.0003018+0.00046922i,-0.00031022-0.00019804i,-0.00078029-0.00043039i
0.0016546+0.00076228i,0.0012934+0.00094033i,0.00050444+0.00085488i,0.0006096+0.00080832i,0.00076189+0.0010352i,0.00014971+0.00094516i,-0.00048204+0.00065695i,-0.00049268-7.8133e-06i,-0.0001526+6.4454e-05i,0.000159+0.00056954i,7.5686e-05+3.9064e-05i,0.00024371-5.789e-05i,-7.1312e-05+0.00084135i,-0.0006+0.00079268i,-0.00069915+0.00049545i,-0.00016029+0.00063093i,0.00015984+0.00047482i,-7.3615e-05+0.00062012i,3.0606e-05+0.000573i,-9.0183e-05-9.2981e-05i,-0.00054403-0.00022839i,-0.00049322-0.00029286i,-0.0005108-0.00075985i
0.0008009+0.00092038i,0.0010503-0.00088559i,0.0016237-0.00020475i,0.001278+0.0010895i,0.00074435+0.0004523i,0.0010391-0.00023999i,0.00068438+0.00016551i,0.00019224-0.00017255i,5.7329e-05-0.00048137i,0.00025197-0.00021301i,0.00028145-6.8087e-05i,0.00011253+8.0798e-05i,0.00016646+0.00056871i,-0.00017104+0.0012215i,-0.00032261+0.00027152i,0.00013378-0.00045945i,0.00066351-2.2074e-05i,-0.00017341+0.00014051i,-0.0008633-0.00017726i,-0.00053412+0.00013215i,-0.00081304+0.00067876i,-0.001259+0.00031382i,-0.00051087+0.00016699i
0.00071911-0.00074652i,-0.00021175-0.00031327i,-0.0011606+0.00042153i,-0.0016017+0.0012343i,-0.00080069+0.0021981i,-0.00053501+0.0024198i,-0.00038795+0.00099636i,-0.00019151-0.00041204i,-0.0002569-0.00076071i,-3.7048e-05-0.00013012i,0.00020599+0.00040411i,0.00082222+0.00063675i,0.001382+0.00012073i,0.00051322-0.00040702i,3.9392e-05+0.00030773i,0.00017017+0.0010954i,-0.00025284-0.00046853i,2.2937e-05-0.0012484i,0.00065794-0.00066085i,0.00066492-4.8761e-05i,-8.2272e-05+0.00075134i,-0.0010863+0.00038671i,-0.00086476-0.00042156i
0.00058793+0.0002809i,0.00077795+0.00099061i,0.0010531+0.0011009i,0.0012759+0.0012802i,0.0010332+0.0010634i,0.00063096+0.00067792i,0.00016951+0.00026866i,9.1285e-05-3.279e-05i,0.00031211+0.00060023i,0.00032996+0.0012024i,-6.3609e-06+0.00018466i,0.00052443-0.00014402i,0.00041976+0.00038758i,0.00092072+0.0004299i,0.0013372+0.00025651i,0.00094584+0.00026313i,2.5695e-05+0.00020969i,-0.00043819-0.00045192i,0.00024408-0.00040701i,0.00014577+4.7421e-05i,-0.0001213+0.00028415i,0.00016203+0.00015832i,4.0357e-05-0.00017471i
-0.0003153-0.0028853i,-0.00080572-0.0031243i,-0.0021072-0.0023868i,-0.0028875-0.00019764i,-0.0034622+0.0020012i,-0.0019144+0.0027988i,0.00021191+0.0027656i,0.00081006+0.0017483i,0.00068656+0.00093831i,0.00077001+0.00015112i,0.00043869-0.00061917i,0.00032372-0.00026519i,0.00066679-0.00055545i,0.00084652-0.0006077i,0.00093046-2.5222e-05i,0.00068821-0.00039412i,-0.00010754-0.0004411i,-0.0005491+0.00013071i,0.00035117+0.00027521i,0.00091009+0.00014665i,4.5402e-05-0.00020757i,-0.00081114-0.00042116i,-0.00041897-0.00059127i
-0.00067916-0.0011826i,-0.00098687-0.0015474i,-0.0017627-0.00081846i,-0.0019892+0.00017365i,-0.00055903+0.0013319i,0.00025152+0.0019624i,-0.0002871+0.00081866i,-0.00043903-0.00043702i,1.1876e-05-0.00054821i,0.00022508+0.00033092i,0.00013048+0.00075973i,-0.0006839+0.00014997i,-0.00030984-0.00060853i,0.00028699-0.0010619i,0.0006716-0.000721i,0.0014642-0.00035209i,0.00046686-0.00060035i,-0.00066349-0.00043849i,-0.001078-0.00038018i,-0.00089971-0.0011419i,-0.00021616-0.00075507i,0.00064207+0.00012461i,0.0004143+0.00016829i
0.00065248+0.0002608i,0.0014957-9.6919e-05i,0.0021302+0.00055053i,0.0020304+0.0012781i,0.0015294+0.001279i,0.0012917+4.2151e-05i,0.0006084-0.00052122i,-2.2352e-05-0.00071103i,0.00034533-0.00053237i,0.00015779+9.4684e-05i,-0.0001145+0.00069503i,-7.4611e-05+0.0013158i,-0.00072848+0.00084069i,-0.0010244+0.00033014i,-9.9379e-05+0.00051802i,0.0006255+0.00069649i,0.00071481+0.00044862i,0.00078936-0.00040424i,0.00089318-0.00079508i,0.00021529-0.0010121i,-0.00036056-0.0015218i,-0.00040986-0.0012831i,-0.00050319-0.00062471i
0.0006314-1.9433e-05i,-0.00052631-0.00072773i,-0.00014341-0.0011535i,-0.0001519-0.0002022i,-0.0010291+0.00047903i,-0.00029923+0.00055772i,0.00050174+0.0010687i,0.00088983+0.0012762i,0.001275+0.000849i,0.00045075-6.3911e-05i,-0.00025489-0.00034337i,-0.00076652+0.00039841i,-0.00062278+0.0010263i,0.00065775+0.0013768i,0.0010854+0.0011243i,0.00023915+0.00075953i,-0.00071364+0.00015667i,-0.00055885-7.8954e-05i,0.00020313+0.0002894i,0.00048562+0.00016887i,-0.00034377+0.00012604i,-0.00032288-0.00017665i,-0.00024773-0.00061466i
0.00091379+0.00042973i,0.0011032+0.00035606i,0.0006249+0.001229i,0.00021085+0.0016193i,0.00061247+0.0017062i,0.00019456+0.0019912i,-0.00013362+0.0012619i,0.0003023+0.00089103i,8.0414e-05-6.7819e-06i,0.0002752-0.000727i,0.00050887+1.2695e-05i,0.00019325-3.9736e-05i,0.00059822-0.00057946i,0.00026197-0.00033159i,-0.00045298+0.00028381i,-5.0672e-05+0.00031682i,-6.2978e-06-2.471e-05i,5.8401e-05+0.00042742i,0.00042421+0.00089356i,-0.0001136+0.00042994i,-0.00077981-6.53e-08i,-0.0009271+5.8622e-06i,-0.00031081+5.2637e-05i
0.00087096+0.0015747i,0.0016996+0.00061971i,0.00076306+0.0006954i,0.00042418+0.0016887i,0.00055492+0.0018876i,0.00017712+0.0011207i,0.00045982+0.00030582i,0.00072632-2.1783e-06i,0.00028293+0.00022988i,9.5271e-05-0.00025168i,0.00077538-0.00017366i,0.00056737+0.0008461i,-0.00032797+0.00070189i,-0.00033719-0.0001909i,0.00035224-0.00074136i,0.00018753-0.00073858i,-0.00051101-0.00065407i,-0.00066527-0.00082099i,-3.0256e-05-0.00063081i,0.00022183-0.00011443i,-0.00036288+6.5734e-06i,-0.00084648-0.00033756i,-0.00043181-0.00035088i
0.00036449+0.00049369i,-0.00037086+0.00082266i,-0.0002655+0.0014733i,0.0003001+0.0021419i,0.00086078+0.0025319i,0.0010241+0.001666i,0.00039705+0.00057324i,-4.2792e-05+0.00024285i,0.00028574-0.0003818i,0.0002386-0.00086499i,0.00043356-0.00047989i,0.00062891-0.0002989i,0.00051039+0.00033991i,0.00075033+0.00086733i,0.00084072+0.0007433i,0.00055162+0.0005289i,4.0901e-05-1.8004e-05i,-0.00015358+6.7707e-05i,0.00048203+2.9299e-05i,0.0013996-0.00073427i,0.0010427-0.00052781i,0.00068595-0.00026741i,0.0013745-0.000609i
0.00043707-0.0018388i,4.4506e-06-0.0016066i,0.00012459-0.0014487i,0.00033037-0.00026025i,-0.00013533+0.00087485i,-0.00042177+0.0012706i,0.0005044+0.0015768i,0.0011004+0.0009612i,0.0013339+0.00017086i,0.0010639+0.00055149i,0.00048182+0.0011712i,0.00013334+0.00084088i,1.6884e-05+0.0003944i,-0.00029219+3.9873e-05i,-0.00042148-0.0003754i,-0.00023727-0.00024083i,-0.00028543-0.00049844i,-0.00062551-0.00058623i,-0.00030169+0.00026646i,9.7842e-06+0.0012383i,-8.2798e-05+0.0016328i,-0.00019043+0.0012979i,-0.00035094+0.00030283i
0.00036079+0.0013429i,0.00024312+0.00067468i,-8.3435e-05+0.00010864i,0.00052044-0.00019551i,0.00019199+0.0010803i,-0.00066295+0.00077036i,-0.00062972+2.2777e-05i,-0.00043727-0.00056644i,0.0002985-0.0011686i,0.00037827-0.0006403i,-4.1837e-05-0.00010679i,0.00010405-0.00070441i,-0.00028258-0.0010218i,-0.00046569-0.0010144i,0.00035709-0.00039011i,0.0007335+0.00034814i,-0.00016298+0.00026228i,-0.00061888+8.8404e-05i,-0.00048663-4.8701e-05i,-0.0003009-0.00025137i,-0.00020269-0.00025618i,-0.0001759+3.7828e-05i,-0.00051337+0.00016738i
0.00072185+0.00095855i,0.00057687+0.0012119i,0.00010641+0.0015098i,-3.2789e-05+0.0018357i,0.00024049+0.001949i,0.00020025+0.0013975i,2.6657e-05+0.00014952i,-0.00040552-0.00033077i,-0.00069065-0.00028523i,-0.00043868-0.00026142i,-0.00012248+0.00058987i,-0.00029232+0.00065906i,0.0002225+0.00061609i,0.00094929+0.001129i,0.00075178+0.00088424i,5.2395e-05+0.00042977i,-0.00021391+0.00060242i,0.00051827+0.00029243i,0.0010879+0.00020423i,0.00024713+0.00051969i,6.517e-05+0.00017472i,-5.4826e-05+0.00017512i,-0.0012899+6.5708e-05i
0.0018235-0.0020822i,0.0018179-0.0025489i,0.00047015-0.0022987i,-0.0014911-0.00093144i,-0.0023687+0.00052972i,-0.0010274+0.001344i,0.00059095+0.0012849i,0.00077758-0.00028084i,0.0011222-0.0013913i,0.00099632-0.00059171i,0.00088071+0.00024455i,0.0013926+0.00060211i,0.0013937+0.00099248i,0.00080134+0.00091455i,0.00098248+1.2685e-05i,0.0012268+0.00013727i,0.00056127+0.000649i,-0.00018698+0.00048461i,-0.0010473+0.00064528i,-0.0011282+0.00023192i,-0.00048214-0.00010089i,0.000197+0.00021124i,0.00013296+0.00048698i
0.00090368-0.00073879i,0.0013548-0.0001251i,-0.0001908+0.000458i,-0.0016501+0.00094363i,-0.00058258+0.00092797i,-2.1289e-05+0.0011885i,7.7535e-05+0.0012016i,0.00076025+0.00042858i,0.0003165+8.4849e-05i,0.00036435-0.00012192i,0.00042864+2.211e-05i,8.4679e-05+7.7763e-05i,0.00041773-0.00053771i,0.00039193-0.00052995i,-4.8998e-06-0.00053986i,0.00022421-0.00034776i,0.00029574-0.00013333i,0.00014009-0.00028189i,0.00012163+0.00033923i,-0.00014043+0.00065903i,-0.00034689-8.2487e-05i,-0.00034037-0.0012964i,-4.0305e-05-0.0012133i
0.00086738+0.0012018i,0.0011914+0.00042566i,0.0020776+0.00048378i,0.0009233+0.0015007i,-0.00080451+0.0014615i,-0.001755+0.00058469i,-0.00091637+0.00051549i,0.0020294-3.5339e-05i,0.0025886-0.00013638i,0.00068444+0.00044483i,0.00023528-1.6231e-05i,0.00094409+0.00011409i,0.00038246+0.00037125i,-0.00050444-0.00021279i,0.00032-4.7092e-05i,0.0018412+0.00017259i,0.0016689+0.00013871i,-0.00029201-0.0001032i,-0.0010446-4.4709e-05i,-0.00036847+0.00046489i,0.00056989+0.00077639i,0.00057879+0.00036801i,0.00049158+6.8312e-05i
0.00081072-0.00050337i,-7.0573e-05-0.00090885i,-0.00089355-0.001028i,-0.001925-0.00046315i,-0.0017508+0.0010732i,-0.0010297+0.0020113i,-2.7623e-05+0.00051118i,0.00040458-0.00089368i,0.00032208-6.453e-05i,0.00058593-3.8867e-05i,0.0010696-0.00064989i,0.00057971+0.00012431i,-0.00043571+0.0006803i,0.0002646+0.00066857i,0.0013701+0.00066002i,0.0012344+0.00029902i,0.00082264+0.00059403i,0.00046747+0.00031586i,0.00049162+8.9366e-06i,0.00039191+0.00056559i,4.4714e-06+0.00013672i,-0.00035763-6.8547e-05i,-0.00010558+0.00010848i
-0.00035359+0.00028781i,-5.88e-05+0.0012119i,-0.00025053+0.002155i,0.00018105+0.0022689i,0.00097357+0.0016586i,0.00037591+0.00045151i,-0.0001674-3.0592e-05i,0.00018371-0.00056459i,-0.00019276-0.00030801i,-7.1399e-05-0.00042326i,0.00085816-0.00060448i,0.001045+0.00015066i,0.00015444+0.00059993i,-0.00083544+0.00010098i,-0.00023884-0.00024358i,0.00072795-0.00039405i,0.00029271-0.00076457i,-0.00017129-0.00071115i,-2.8157e-05-0.00025899i,0.0006194-0.00011279i,0.0011378-0.00021413i,0.00072562+2.916e-05i,0.0003936+0.00035468i
0.0036574+0.00024081i,0.0017316-0.00079641i,0.00054687-0.0013459i,-0.00069076-6.6174e-05i,-0.0011856+0.00049606i,-0.00091682+0.001117i,-0.00019521+0.0013055i,0.0003131+0.00041273i,0.00011727-0.00032729i,8.5108e-05-0.00096636i,0.00080362-0.00050234i,0.0012163+0.0002325i,0.0013644-1.1906e-05i,0.00089591+0.00048355i,0.00019004+0.00051221i,0.00038153+0.00020603i,0.00039329+6.8544e-05i,-0.00015701-0.00042792i,-0.00059249-7.4097e-05i,-0.00052482+0.0007643i,-0.00060621+0.00077099i,-0.00071647+0.00062959i,-0.00078345+0.00093829i
7.0159e-05+0.0011761i,-5.1667e-05+0.0012228i,0.00067049+0.0014927i,0.00090733+0.0018532i,-0.00030337+0.0013615i,-0.00084204+0.00055343i,0.00045474+0.0004815i,0.00072951+0.00067839i,0.00011793+0.00061146i,-0.00037248+0.0010603i,-0.00028679+0.0014638i,-0.00030615+0.001247i,-0.00039298+0.0011656i,-0.00054906+0.00035697i,-0.00049355-0.00015996i,-0.00026159-0.00024534i,0.00013799-0.00070219i,0.00029044-0.00061797i,0.00041952-0.00041054i,0.00046704+0.00027951i,0.0013931+0.00053725i,0.0010914+6.2144e-05i,3.5376e-05+0.00034574i
-8.4565e-05-0.0012302i,-6.4476e-05-0.0015157i,0.00046006-0.00053522i,0.00098382+0.00054728i,0.0013635+0.0017757i,0.0013847+0.0020218i,0.0011438+0.0014763i,0.00073559+0.00072281i,0.00064595+8.8844e-05i,0.00028294-9.5354e-06i,-0.00037167+0.0005423i,-0.00026917+0.00080793i,-0.00024747+7.0952e-05i,-0.00028044-0.00044956i,4.2995e-05-0.00041622i,0.00021502-0.00037301i,0.00034126-0.00044913i,2.079e-05-0.00028889i,0.00014563-1.1631e-05i,0.00016177+2.0485e-05i,-0.00053935+0.00024826i,-0.00026013+0.00086045i,0.00028448+0.00036678i
0.0014433+0.00083677i,-0.0001373+0.0012955i,-0.00081852+0.0011236i,-0.00094823+0.001716i,-0.00027276+0.003139i,0.00029321+0.0021022i,-0.0001848+6.3856e-05i,-5.0739e-05-0.0002579i,0.00046969+6.1702e-05i,0.00051912+0.00032904i,0.00066822+0.00062621i,0.0006753+0.00064019i,0.00037057+0.00062226i,-0.00046998+0.00063109i,-0.00016677+0.00056975i,0.00053448+0.00044523i,2.4365e-05+0.000201i,-0.00024825-0.00011521i,0.00025335-0.00083122i,0.00062521-0.0010905i,0.00039538-3.1299e-05i,4.243e-05+0.0007625i,1.558e-06+0.00093306i
0.0011033-0.00014737i,0.00016656+0.00034511i,4.4528e-05+0.00026714i,0.00042997+0.0011773i,-0.0001472+0.0020616i,-0.00031291+0.0022598i,-0.00045462+0.0021302i,-0.000188+0.00044272i,0.00042294-0.00081045i,0.00062765-0.00036128i,0.0014238+0.00027112i,0.0012683+0.00056044i,0.00042417+0.00023661i,0.00039915-0.00069883i,0.0007074-0.0010291i,0.0010737-0.00035889i,0.00026417-0.00042577i,-0.0010596-0.00088458i,-0.00085494-0.00046113i,-0.00033921-4.436e-05i,0.00020055-5.8075e-06i,0.0013208+4.9027e-05i,0.00084303-0.00013367i
0.00048829-0.0011791i,-0.0005391-0.0021926i,-0.0014968-0.0020267i,-0.0020533-0.00036022i,-0.0026753+0.0013282i,-0.0016694+0.0011226i,-0.00010517-6.856e-06i,0.00014462-0.00034915i,-0.00044587-0.0006282i,-0.00014149-0.00065346i,0.001012-0.00030599i,0.00098041+9.783e-06i,0.00062305+0.00034151i,0.00033724+0.00033657i,0.00035965-7.8802e-05i,0.00052296-0.00024034i,0.00052355-0.00014776i,0.00024935+0.00031398i,5.273e-05+0.00026151i,0.00039704-0.00021114i,0.00047584+0.00048602i,-0.00056671+0.0012641i,-0.0015187+0.00088663i
0.0027528+0.0003916i,0.0027369-0.00067947i,0.0017168-0.0010446i,0.00016013-0.00061072i,-0.0006632-4.189e-05i,-0.00149+0.00064852i,-0.001609+0.0010142i,-0.00067539+0.00088599i,-0.00043644-0.00011466i,-0.00051044-0.0006286i,-0.00020448-0.00050236i,0.00011447-0.00033456i,-0.00019045+0.00042592i,-0.00017242+0.00086803i,0.00015137+9.4605e-05i,0.00033273-0.00077333i,0.00058079-0.00048809i,0.0002122-0.00031484i,-0.00062549-0.00064472i,-0.00066877-0.00062674i,-5.7683e-05-0.0011449i,-0.00017747-0.0012733i,-0.00046292-0.00040277i
-0.00029388+0.00071234i,0.00011667+0.0011093i,0.00054128+0.0024601i,0.00058144+0.0027925i,0.00033253+0.0020355i,9.8083e-05+0.0018269i,0.00014809+0.0014101i,0.00047577+0.00068527i,0.00035462+1.6287e-05i,0.00017236-0.00014863i,0.00035481+0.00026397i,0.00066205+0.00044473i,0.00055485+0.00042697i,-0.00019899+0.00065409i,-0.00015542+0.00026594i,-0.00022207-0.00016487i,-9.03e-05-0.00032413i,0.00024148+2.0134e-05i,0.00010072+0.00033314i,-0.00037886+4.8432e-06i,-0.00093206-0.0002058i,-0.00041756-0.00030107i,0.00033404-0.00015573i
-6.7446e-05-0.00091361i,-0.00094779-0.0013034i,-0.0008688-0.00070924i,-0.00040036+0.00125i,-0.00052544+0.0023697i,-0.00029555+0.001168i,-5.1569e-07-0.00015113i,-9.0247e-05-8.3788e-05i,0.0004448+0.00048604i,0.0009013+0.0012896i,0.0006174+0.0016463i,-0.0001563+0.0012876i,-0.00098796+0.00091543i,-0.0012204+0.00015873i,-0.00041931+0.00018717i,-9.8756e-05+0.00076002i,-3.6183e-05+0.00030796i,0.00017026-0.00016957i,0.00031517+8.2818e-05i,0.00012982+0.0003429i,0.00030087+0.00028531i,0.00016414+0.00027249i,-0.00028559+0.00066567i
0.00074344+0.00028826i,-6.5043e-05-0.00067183i,-0.00035774-6.3862e-05i,-0.00083519+0.0011463i,-0.0006105+0.0014495i,-0.00022574+0.00075989i,-0.00027213-0.00037564i,-3.8166e-05-0.00057007i,0.00032016-7.6634e-05i,0.0004614+0.00017889i,0.00017536+0.0011183i,-0.00052763+0.0011668i,-0.001327+0.00054787i,-0.0012253+0.00064504i,-0.00017615+0.00076276i,0.00056845+0.0006483i,0.00036526+0.00041031i,-0.00012374+0.00041833i,0.00022034-0.00023157i,0.00037577-0.00049435i,-0.00012125-5.9575e-05i,-0.00050414+0.00016877i,-0.00051959-0.00012688i
-0.00049908+0.0010991i,-0.00027393+0.0011373i,0.000293+0.0013357i,0.000886+0.001686i,0.00074374+0.0011999i,0.00026352+0.00062537i,-0.00080691+0.00033327i,-0.00023641-3.9751e-06i,0.00068434-3.5113e-06i,0.00094937+2.0494e-05i,0.0013186-8.3508e-05i,0.00080118-0.00074841i,0.00011685-0.00052251i,0.00058556+0.0010333i,0.00046889+0.00091096i,0.00035551+0.00019715i,0.00082117-0.00010436i,0.00077136-0.00023861i,0.00031826+0.00026485i,0.00042442-5.8848e-05i,0.00097522+3.2787e-06i,0.00056604+0.00041634i,-0.00021889+0.00027972i
-0.001678-9.1991e-05i,-0.0025402+1.8245e-05i,-0.0036592+0.00045343i,-0.0034176+0.0010028i,-0.0021744+0.0020834i,-0.0008994+0.0024067i,0.00046012+0.0010488i,0.00073911-0.00018616i,-0.00053782-0.00099843i,-0.00079886-0.00069455i,0.00042845-0.00023463i,0.0010334-0.00020321i,0.00061182+0.00030545i,0.000919+0.00048562i,0.00070167-0.00012096i,-0.0001864-0.00033595i,-0.00025835-0.00029861i,4.0448e-05-0.00056541i,-0.00028795-0.00027377i,-0.00040714-9.5962e-05i,-1.8737e-05+0.00025178i,0.00015413+0.00036837i,-0.0001863-0.000618i
-0.00021313-0.00041455i,0.00037773-0.00017834i,0.00054616+0.0010121i,-0.00035019+0.0018502i,-0.00090455+0.0018347i,-0.00059373+0.0016486i,0.00014921+0.0012398i,0.00025321+0.00084892i,-0.0007264+0.0010354i,-0.00080203+0.0004534i,-0.0005086+3.7851e-05i,-5.6587e-05-0.00028181i,1.7345e-05-0.00011624i,-0.00041677+0.0011162i,-0.00043281+0.0014661i,0.00011181+0.0011551i,0.00021006+0.00055872i,0.00012023-5.6763e-05i,-0.00016666+5.9834e-05i,-2.3546e-05+0.00051523i,0.000458+0.00078789i,-0.00039742+0.00033727i,-0.00070717+0.00018143i
0.00287-0.0010651i,0.0021677-0.0009703i,0.0014271-0.0011632i,0.00077518-0.00062639i,-0.00041602+0.00077099i,-0.0012771+0.0015118i,-0.00066341+0.0013447i,0.00055325+0.001217i,0.00053692+0.00070116i,-0.00035167-0.00054434i,-0.00033686-0.00062087i,-0.00015297+0.00036267i,-0.00063261+0.00052261i,-0.00045686+0.00015798i,-2.9956e-05+0.00014165i,0.00030506-0.00044319i,0.00026387-0.00098147i,6.8012e-05-0.00058648i,-0.00022698-0.00026529i,-7.4178e-06-0.00056933i,-8.0477e-05-0.00045218i,-0.00094237-0.00049797i,-0.00088918-0.00018827i
