0.001298-0.00079607i,0.00039457-0.0016245i,-0.0003421-0.0023434i,-0.00060507-0.0012985i,-0.00070856+0.00055332i,-0.0016352+0.0010566i,-0.0021815+0.0010579i,-0.0006945+0.0015181i,0.0010747+0.0012507i,0.00139-0.00017382i,0.00080211-0.0009866i,-0.00079675-0.00088583i,-0.0011194-0.0012417i,-3.282e-05-0.0010273i,0.0004342-0.00068101i,0.00047877-0.00053555i,0.00039598+4.1342e-05i,-0.00011367-0.00038521i,0.000257-0.0011743i,4.8854e-05-0.00091597i,-0.00045935-0.0005839i,-0.00012376-0.00067991i,-0.00033478-0.00042964i
1.0384e-05+0.00050347i,-0.0001266+0.00076218i,0.00027376+0.0018891i,0.00029146+0.00097382i,0.00018433-0.00037265i,0.00047649-0.00062394i,0.0007726-0.00046439i,0.00063648+2.4918e-05i,0.0011733-0.00054074i,0.0010805-0.00083595i,0.00019007-0.00011676i,-0.00046626+0.00051031i,-0.0002084+0.00029877i,-9.387e-05-0.0005095i,-0.00075503-0.00064983i,-0.00076797-0.00049349i,-0.00043408-0.00053525i,0.00025848-0.0003454i,0.00019042+0.0001579i,-0.00023319+0.00010582i,-0.00032946+0.00077757i,-0.00024639+0.00068841i,-0.0001179+0.00048471i
-0.00098916+6.055e-05i,0.00021163+0.00083471i,0.00013429+0.00026207i,0.00019741-0.0003764i,0.00072701-0.00048567i,0.00047966-0.00024789i,0.00016688+3.0514e-05i,6.0134e-05-0.000105i,0.00014401-0.00059936i,0.00016111-0.00078475i,0.00076943-0.00052582i,0.00084123-0.00077385i,0.00042514+1.1567e-05i,0.00032488+0.00049753i,0.00036261-0.00046435i,0.00013988-0.00014975i,-0.00025571+0.00068006i,-0.00089068+0.0003409i,-0.00067984-0.00031797i,-0.00036326-0.00022384i,-0.00075763+9.5345e-05i,-0.00073894+0.00049111i,-0.00064274+0.00091674i
-0.00026764-0.0003994i,-0.00084465+1.9175e-05i,-0.0010975-0.00037572i,-0.00077699-0.0005024i,-0.00066499-0.00014907i,-0.00031728-0.0002738i,-6.5615e-05-0.00055893i,-0.00029813-0.00040139i,0.00045241-0.00093655i,0.00092411-0.0012576i,0.00063003-0.00068054i,0.00024272+0.00024994i,-0.00027127+0.00045653i,-0.00072625-0.00011755i,-0.00060514-0.00027201i,2.8551e-06+4.1134e-05i,0.00043865+0.00011878i,0.00064073-8.9453e-05i,0.00037044+5.8366e-05i,-0.00010648+0.00047172i,0.00013645+0.00046434i,-1.0412e-05-0.00036257i,-0.00046189-0.0010535i
0.00078743+0.00048847i,4.6133e-05+0.00037212i,0.00034467-0.00065356i,0.0012148-0.00078335i,0.0011948-0.00049342i,0.0010239-0.00049934i,8.7858e-06-0.00021024i,-0.00053153-0.00012492i,0.0001329+0.00030957i,0.00035208+0.0010197i,-0.00032283+0.0010072i,-0.00014702-0.00033113i,0.00085638-0.0013193i,0.00076179-0.0010596i,0.00068905-0.00049612i,0.00098917-0.00023705i,0.00049207-0.00040403i,-0.00039738-0.00079497i,-0.00026353-0.00078423i,-0.00048187-0.00056839i,-0.00011224-0.00015827i,9.6118e-05+0.00073632i,-0.00037311+0.00054897i
0.00025431+0.0020335i,-0.00017967+0.002347i,-0.00018879+0.0026271i,0.00044031+0.0015948i,0.0013843+0.00059181i,0.00052497-5.6318e-05i,-0.00021484-0.00035143i,3.5762e-05-0.00039371i,-0.00021105-0.00023422i,-3.0362e-06+0.00035573i,0.00031934+0.00048313i,0.00031313+0.00023733i,0.0004144+0.00027914i,0.00015366-0.00056738i,6.25e-05-0.00096927i,0.00022206-0.0001279i,0.00032961+0.00039033i,0.00027574+0.00015942i,-0.00055479-7.0619e-05i,-0.0010566+0.00022569i,-0.00071819+0.00025022i,-0.00088516+0.00027783i,-0.00094628+0.00045187i
0.00094064-0.00094876i,0.00050184-0.0016461i,0.00064733-0.0019903i,0.00034299-0.00064896i,3.2991e-05-0.00012931i,-0.00023571+0.00022967i,-0.00035972+0.00090224i,-6.8946e-05+0.00084318i,5.4479e-06+0.0003659i,-0.00061807-3.663e-05i,-0.00049484+0.00031633i,-4.0248e-05-0.00037105i,0.0001951-0.00042152i,0.00043587-0.00012138i,0.00036912-0.00031803i,0.00016097+0.00018144i,-0.00019257+0.00045382i,-0.00053357+5.1994e-05i,-0.00063044-0.00047344i,-0.0006313-0.00018745i,-0.00031817+6.5254e-05i,0.00044087+0.00033302i,0.00059795-0.00029538i
-0.0014311-0.001051i,-0.0023559-0.000787i,-0.00057862-0.00029565i,0.00058593-0.0002093i,0.00040379-0.00026934i,0.0010816-0.000178i,0.0013936-0.00074165i,0.00033395-0.00038536i,0.00016713-7.0343e-05i,0.00021492-0.00048055i,-0.00023186-0.00045599i,-0.00020148-0.00050552i,7.0217e-05-0.00021236i,0.00014191+0.00028443i,-0.00044802+0.0012845i,-0.001169+0.0011609i,-0.00098253-0.00016336i,-0.00079501-0.00041386i,-0.00034505-0.00060225i,0.00026992-0.00017446i,0.00022839+0.00073843i,-0.00036808+8.6521e-05i,-0.00011081-0.00024809i
0.0014043-0.0010106i,0.0012404-0.0013727i,0.00053352-0.0020397i,0.00076324-0.0012052i,0.00038223-0.00054918i,-0.00077978-7.6426e-05i,-0.0011301+0.00048447i,-0.00065692+0.00097065i,-0.0001022+0.00082949i,-0.00037973+0.0010863i,-0.0002196+0.00088115i,6.1127e-05-0.0001777i,-1.4341e-05+0.00034112i,-8.1129e-05+9.509e-05i,-0.00016429-0.00041734i,-0.00038146+0.00044723i,-0.00031482+0.00056706i,0.00013546+8.534e-06i,1.5068e-05-0.00031796i,-0.00047113-0.00036276i,-0.00025212-0.0010676i,-4.1753e-05-0.0010559i,-0.00063786-0.00017939i
-0.00010483-0.0001191i,0.00013343+0.00067195i,0.00023024+0.0014503i,0.00098251+0.0014442i,0.001667+0.00075025i,0.00044832-0.0001313i,-3.1295e-06-0.00056547i,0.00070475-9.2316e-05i,0.00092319+0.00010852i,0.00025286-0.00047083i,-0.00060592-0.00045557i,-0.00039693-2.3944e-05i,-0.00027312-0.00055085i,-0.0001319-0.00046685i,-2.8278e-05-0.00010894i,-0.00039263+4.637e-05i,0.00015525+0.00044365i,0.00022318-5.6628e-05i,0.00034279-0.0004751i,0.00097466-0.00036728i,0.00079875-0.00071389i,0.00012435-0.00050862i,0.00010961+0.00014723i
-0.00079592-0.0021668i,-0.00095843-0.0033139i,-0.00065424-0.0028825i,-0.00075979-0.0012433i,-0.00086612-0.00052079i,0.00026838-0.00069423i,0.0010095-7.7703e-05i,0.00052315+0.00031089i,-0.00020021-0.00034945i,-2.8583e-05-0.00070254i,5.0874e-05-0.00030036i,-0.00061747+7.492e-05i,-0.00062889+0.00031079i,-0.00049124+0.00043834i,0.0002474+0.0003057i,0.00085472-0.0002662i,0.00087963-0.00084954i,0.00089844-0.00022404i,-3.5893e-05+0.00073458i,-0.00045035+0.00039021i,-0.00034155-0.00061217i,-0.00042094-0.00039888i,0.00010545-0.00025487i
-0.00059598-0.00036945i,0.00078443+0.00037049i,0.00058188+0.0015107i,0.00044822+0.001537i,0.0011228+0.00055934i,0.00092017-8.7424e-05i,9.6089e-05+0.00041762i,-0.00070844+0.00045502i,-4.987e-05+1.2939e-05i,0.00059772+0.00058997i,0.00072492+0.0013075i,0.00088486+0.00046403i,2.3659e-06+0.0005288i,-0.00057654+0.0012892i,0.00027222+0.00094781i,0.00067396+0.00088302i,0.00030604+0.00068335i,-0.00018401+5.1748e-05i,-0.00066828-0.00027849i,-0.0007876+0.00023315i,-0.00064829+0.00023827i,-0.00037558-0.0008538i,-0.00040354-0.00086337i
-0.00017581-0.0013477i,-0.00035486-0.0012561i,-0.00061891-0.0019725i,-0.00079386-0.0013202i,-0.00036971-0.0010854i,0.00017085-0.001187i,0.00051285-0.00034655i,0.0010973+0.00035755i,0.00097336+0.00024985i,0.00022477+1.6534e-05i,0.00022524-0.00066843i,0.00045619-0.00084717i,0.00076211-0.00028194i,0.00093981-0.00021428i,0.00037213-0.00078419i,-7.0984e-05-0.00085385i,0.0002805-0.00029182i,0.0003942+0.00052171i,-0.00016549+0.00019914i,0.0002826-1.249e-05i,0.00075256-6.3722e-05i,0.00034235+7.5719e-05i,0.00053144-0.00010846i
-0.00029358-0.00016632i,-9.7935e-05+0.0009041i,0.0004104+0.00099224i,0.00073031+0.00066658i,0.0013013+0.00088598i,0.0020979+0.00022902i,0.0012163+0.00033094i,0.00034216+0.0011762i,-0.00022979+0.00042585i,-0.00016999-0.00093347i,0.00061858-0.00086816i,0.00061876-0.00019853i,-6.5518e-05+0.00035108i,-0.00033524+0.00026661i,-8.6926e-06+1.2271e-05i,-9.4585e-05+4.7563e-05i,0.0006458-0.00093126i,0.001534-0.0011549i,0.0015442-0.0009672i,0.0003316-0.00080242i,-0.00082314+0.00032403i,-0.00020545+0.00087841i,3.1694e-06+0.0010244i
-0.00013293-0.00065489i,-0.00084826-0.00057249i,-0.0015187-0.00066079i,-0.0011796-0.00017507i,-0.00032556+1.6072e-05i,-0.00045056-0.00091428i,-0.00042782-0.0012141i,-1.7532e-05-0.00075223i,0.00024825-0.00038093i,0.00024863-0.00069307i,2.6752e-05-0.0012224i,0.00011048-0.00084477i,0.00020049-0.00059431i,-0.0001376-0.00018428i,0.00068626+0.00026127i,0.00078484+0.00025561i,0.00038115-0.0001372i,0.0010376-7.8192e-05i,0.00062162+0.00026684i,-0.00074707+6.4497e-05i,-0.0013251-0.00086635i,-0.00053908-0.0014206i,7.3825e-05-0.0008305i
-0.0024635+0.0014752i,-0.0011589+0.00097419i,-0.0010279+0.0016023i,1.1586e-05+0.0014426i,0.0004252+0.0003254i,-0.00021254-0.00080249i,3.285e-06-0.0007151i,0.00072137+0.00023689i,0.00082769+0.00076691i,0.00015023+0.0009888i,-5.8566e-05+0.00047582i,-0.00017589+0.00017188i,0.00045299+0.00011624i,0.0012998-0.0002065i,0.0016737+7.3969e-05i,0.0014874+0.00014354i,0.001159-0.00018998i,0.00065004-0.00048162i,-0.00038707-0.00050408i,-0.00085878-6.745e-06i,-0.00014162+0.00042023i,-7.0295e-05+0.00066881i,-0.00048975+0.00056629i
0.00030259+0.00023047i,0.00096275+0.00081459i,0.00051193+0.0007377i,-0.00016151+0.0004386i,0.00040823-0.0008137i,0.00071182-0.0015403i,0.00039286-0.00037345i,0.00068011+0.0010455i,0.00019263+0.0012706i,-0.00035441+0.00033021i,-0.0001844-0.00018217i,0.00014192-0.00025615i,-9.536e-05+0.00023982i,-0.00013163+0.00037356i,0.00028882+0.00044303i,0.0005776+0.00031997i,0.00063762+3.0123e-05i,-0.00010971+0.00030602i,-0.00085996+0.00027062i,-0.0013101-9.8272e-05i,-0.0011992+7.0584e-05i,-0.00020991+0.00042209i,-0.00035825+2.8512e-05i
0.0006871-0.00054589i,0.0003763-0.0011584i,-5.203e-05-0.0013391i,-0.00029462-0.0009789i,-0.00027235-0.00070559i,-0.00027327-0.0010839i,-0.00023507-0.001167i,0.00051426-0.00055688i,0.00062523+0.00033921i,0.00052371+0.00048001i,0.00052179+0.00018236i,-0.00054445+0.00025389i,-0.0012316+6.0793e-05i,-0.0011612+0.0001116i,-0.00054228+6.234e-05i,0.00042979-0.00034042i,0.00070106-0.00031151i,-0.00013641-0.00019869i,-0.00061551-0.00064341i,-0.00089629-0.0011923i,-0.0011467-0.0010422i,-0.00093373-0.00050609i,-0.00048743-4.4075e-06i
0.00042501-0.0012045i,0.000415-0.00060646i,0.00034033-0.00070863i,-0.00038546-0.00041969i,-0.00010471-0.00057306i,-5.3628e-05-0.0012485i,-0.00022391-0.0012476i,0.00023653-0.0004179i,0.00010815-0.00029198i,-0.00040269-0.00035227i,-0.00088242+0.00025312i,-0.00048669+0.00050837i,9.381e-06-0.00022467i,-0.00016746-0.001015i,-0.00019747-0.00080267i,2.7668e-05-0.00016963i,0.00039554+3.3081e-05i,0.00048513-0.00044555i,-0.00032678-0.00059424i,-0.00042931-0.00057943i,-4.4027e-05-0.00081552i,-0.00012344-0.00050064i,-0.00052558-0.00036993i
0.001004-0.001423i,0.0013475-0.0012946i,0.0010057-0.0015962i,0.0007845-0.0017851i,0.00023335-0.0012965i,0.00028168+6.5338e-05i,0.00064856+0.00014799i,0.00056079+0.00021827i,0.00039839+0.0010903i,0.00024832+0.00059952i,0.00020965+0.00017887i,-0.00016509+0.00029661i,-0.0003575-0.00011135i,-0.00049849-0.00060908i,-0.00016098-0.00018606i,0.00043179+0.00054417i,0.00038821+0.00098492i,-8.8514e-05+0.00046465i,-0.00033508+6.899e-05i,7.052e-05+0.00039988i,2.9302e-05+0.00080874i,-0.00023286+0.00046884i,-0.00026487+0.00047087i
0.00037353-9.4849e-05i,0.00047253-0.00038696i,0.00059941+0.00093527i,0.0012999+0.0013384i,0.0018334+0.00027372i,0.0010101-0.00084105i,9.0449e-05-0.00088019i,0.00082895-0.00045057i,0.0013007-3.0066e-05i,0.00057056-0.00038385i,0.00031187-0.000661i,-0.00012373-0.00061132i,-0.00038639+0.00059441i,0.00051261+0.0017488i,0.0011589+0.0013964i,7.7446e-05+0.0010377i,-0.0010814+0.00024681i,-0.00029694-0.00034719i,0.00035632-0.0007564i,0.00012566-0.00062209i,-0.00012869+0.00042328i,-0.00010636+0.0010337i,-0.00038971+0.0015649i
0.0013776-0.0021475i,0.0020029-0.0011104i,0.0018193-0.00053194i,0.00058767-0.00037494i,0.00026378-0.00095207i,-0.00015331-0.00015045i,-0.00087716+0.00090249i,-0.00066535+0.00099401i,-0.00041287+0.0004296i,-0.0010522-0.00042529i,-0.00083931-0.0003835i,-0.00032662-0.00054266i,6.3227e-05-0.00073295i,0.0001596-0.0005959i,-7.7684e-05-0.0010447i,-1.4054e-05-0.00074578i,-0.00027652-0.0001039i,-0.00044957-5.1714e-05i,-0.00087679+0.00028393i,-0.00061142+5.9696e-05i,8.5855e-05+2.9283e-06i,-7.6379e-05+0.00014178i,-0.00027325+0.00038958i
0.00050131+0.0005989i,-3.2034e-05+0.00054825i,0.00072625+7.4582e-05i,0.0020618-0.00051348i,0.0017122-0.0010936i,0.0003572-0.00098368i,-0.00080714+5.4554e-05i,-0.00070908+0.00038035i,0.00020926+0.00031517i,0.00054547-0.00034042i,0.00032947-0.00065231i,0.00026574+0.00028356i,0.0001425+0.00049085i,0.0003022-0.00036686i,0.00056859-0.00064739i,0.00033089+7.6022e-05i,5.9506e-05-6.9006e-05i,0.00023482-5.903e-05i,0.00022786+0.00063852i,-2.8251e-05+0.00080261i,-0.0001392+0.00050209i,-0.00048815-2.1035e-05i,-0.00039727-0.00011723i
-0.0024959-0.0020998i,-0.0022987-0.0014375i,-0.0021615-0.0011954i,-0.00038947-0.00019051i,0.00044885+0.00055636i,0.0011825+3.6461e-05i,0.001009-0.00037255i,0.00027743-0.00040204i,0.00016073+4.346e-05i,-1.9344e-05+0.00050079i,0.00010133+0.0007706i,0.00044889+0.00059243i,3.2337e-05+0.00013489i,-0.00094669-3.0826e-05i,-0.00020976+0.0011084i,0.00068562+0.0018447i,0.00069828+0.001217i,0.00082229-0.00065444i,0.00037587-0.0014701i,-0.00085219-0.00078847i,-0.0014848-0.00023757i,-0.00074523-2.703e-05i,-0.0001109+0.00043971i
-0.0013055+0.00051897i,-0.00058533-0.00011936i,0.00011409-0.00018517i,0.00018012+0.00099801i,0.00050125+0.00093347i,0.0013056-0.00017392i,0.00067441-0.00049991i,0.00040112+8.5435e-05i,0.00088795+0.00015016i,0.00036921-0.00023369i,0.00027169-0.00021305i,0.0011188+9.0252e-05i,0.0010314+0.00050733i,0.00020953+0.00060089i,-0.00036356+0.00052981i,-0.00045785-8.0139e-05i,-8.9831e-05-0.00055685i,0.00021526-0.00062951i,-0.00047653-0.00024625i,-0.00081357-0.00022777i,-0.00021825-0.00026764i,-0.00011899+0.00012626i,0.00046589+0.0004102i
0.0014567-0.0014919i,0.0011516-0.00074002i,0.0012078-0.00031742i,0.0014362+0.00011116i,0.0013831-0.00054752i,0.00038673-0.0010369i,-0.00046101+1.2099e-05i,-0.00041408+0.00011329i,0.00027531-0.00060505i,0.00070306-0.00048018i,0.00030002-0.00075542i,-0.00027515-0.00096347i,-0.0001888-0.00065243i,-0.00020352-0.00072219i,-0.00025844-0.0011659i,-0.00058208-0.0011282i,-0.00043984-0.000416i,0.00026297+0.00017062i,-0.00025225-0.00010277i,-0.00077002-9.8643e-05i,-0.00060517+0.00057171i,-0.0003563+5.2564e-05i,-0.00025215-6.112e-05i
0.0017225+0.0019977i,0.0023293+0.0017647i,0.0025292+0.00096952i,0.0022089+0.00075549i,0.0014006+0.00023809i,0.000524-0.00043326i,-0.00012566-0.00014235i,-9.7373e-05+0.0005349i,0.00037635+0.00042423i,0.00050946-0.00051907i,0.00037164-0.00185i,0.00051314-0.0012983i,0.00031075-1.273e-05i,0.00042471+0.00011729i,-0.0002058-0.00023603i,-0.00076018+8.6841e-05i,-0.0002618-3.8964e-05i,-0.00022667-0.00079748i,-0.00071029-0.00067168i,-0.00029642+9.4844e-05i,0.00069789+0.0002722i,0.00075589-0.0004399i,-0.00018649-0.00037356i
-0.0026139-0.00085524i,-0.0023576-0.0011288i,-0.0023005-0.0010265i,-0.0013946-0.00059389i,-0.00097397-0.00015626i,-0.00078816-0.0005702i,-0.00026547-0.00093371i,2.7666e-05+0.00017614i,0.0005361+0.00017798i,0.00083049-0.00061941i,-5.3843e-05-0.00032554i,-0.00016429-4.1516e-05i,0.00082587+0.00024992i,0.00027078+0.00056871i,-0.00083733+0.0007909i,-0.00023168+0.00072353i,-5.3779e-05+0.000568i,-0.00040901+0.00015946i,0.00015917+0.0002904i,0.00033803+0.00030016i,0.00024177+0.00015594i,0.00028157+0.00097297i,-0.00022855+0.0013527i
-0.00012557+0.00026462i,-0.0014259+0.00018061i,-0.00090494-3.3915e-06i,1.4628e-05-0.00035853i,-0.00018194-0.00060067i,-0.00019942-0.00056314i,0.00087446-0.00015841i,0.0016452-0.00024582i,0.0018117-5.9657e-05i,0.0012895+0.00033129i,4.4434e-05+5.5203e-05i,-0.00088109+0.00020791i,-0.00082852-0.00017288i,-0.00010268+0.00013653i,0.0002754+0.00030707i,0.00046419-0.00023679i,0.00022581-8.2532e-05i,0.00015803-0.00047335i,-5.4144e-05-0.0010002i,-0.0001963-0.00071983i,0.00033601-0.00022631i,0.00078073-0.00019228i,0.00014996-8.2453e-05i
0.001565+0.00086662i,0.0018896+0.0011702i,0.0034391+0.0013467i,0.0030709+1.9834e-05i,0.0011998-0.0018126i,-0.00029214-0.0021491i,-0.00044797-0.001046i,-0.00022171-4.4415e-05i,0.00030576+5.4913e-05i,0.00026651-0.0004557i,-0.00038678-0.00028243i,-0.00036958-0.00014933i,0.0001694-0.00031589i,0.00041595+1.1325e-06i,0.00039814+0.000208i,7.5268e-05+0.00026726i,-3.7583e-05+0.00094439i,0.00045348+0.0010463i,0.00024945+0.00068636i,-0.00034226+0.0003002i,-0.001198+0.00011795i,-0.00078976-0.00055773i,-0.00012365-0.00089455i
-0.0012714-0.00069846i,-0.00083518+0.00024592i,-0.0010564+0.0007153i,-0.00062951+0.001206i,2.9562e-06+0.0012357i,0.00028725+0.00079359i,0.00043198+0.00035577i,7.9356e-05-0.00019803i,-0.00049226-0.0005639i,-0.00044501-0.00057012i,0.00013938-0.0010116i,0.00040947-0.0013291i,4.0506e-05-0.00027871i,-6.1007e-05+0.001189i,-0.00016315+0.0012756i,0.0003826+0.00022003i,0.00042847-0.00024112i,0.00010979-0.00025008i,-0.00031287-0.00041868i,-0.00036088-0.0004626i,-0.00057628+0.000214i,-0.0009791+0.0003887i,-0.00051248-0.00028081i
0.0014542+0.0010133i,0.0026347+3.9865e-06i,0.0036226-1.6082e-05i,0.002426-9.7505e-05i,0.0015393-0.00075359i,0.00063682-0.0012894i,-0.00023247-0.0008024i,-0.00040137-0.0001322i,0.00028244-4.0176e-06i,0.00045139-0.00011327i,-4.1474e-05-0.00062864i,-1.2705e-05-0.00083014i,0.00037874-0.00026899i,0.00059617+0.00039981i,0.00016648+0.00049277i,-0.00028321-0.00012716i,-0.00055804-0.00061722i,-0.00064024+0.00021048i,-0.0003097+0.00090528i,-0.00043678+0.00045276i,5.8556e-05-4.971e-05i,0.00038025-0.00016732i,-0.00046988-0.00023782i
0.00055195-0.00014663i,-0.00020791-0.00037845i,0.0012476-0.0012175i,0.0015334-0.0019971i,0.00053057-0.0021305i,0.00017916-0.0013029i,0.00056616-0.00048379i,0.00032632-0.00022181i,8.6071e-05+2.6864e-06i,0.00049177+0.00050935i,0.00031139-0.00017285i,0.00035523-0.00057297i,3.2626e-05-0.00040583i,-1.6138e-05-0.00093605i,-0.00012324-0.00083626i,0.00010474-0.00054476i,0.00051562-0.00068894i,6.838e-05-0.00048537i,-0.0002283-0.00057559i,-0.00018818-0.0010022i,0.00039837-0.00076785i,0.00020883-7.3002e-05i,-3.3334e-05+0.00035125i
0.0015839+0.00086276i,0.00073704+0.0014238i,0.0018405+0.002128i,0.0017909+0.0018993i,0.001747+0.00018494i,0.0010505-0.00078558i,-0.00016659-0.00076151i,0.00043645-0.00059907i,0.0010736-0.00024925i,0.00067079-0.00035977i,0.00010339+0.00020062i,-0.00041115+0.0012465i,-0.00018878+0.0011243i,0.00069104+0.00070947i,0.00020714-0.00024531i,-0.00023653-0.00071576i,0.00065538-7.6029e-05i,0.00065274-0.00022584i,-0.00047452-0.00099818i,-0.00063376-0.0015237i,5.4026e-06-0.0014735i,-0.00021735-0.0012537i,-0.00027956-0.00067855i
-0.00011957+0.0004718i,-0.00040757+0.0018903i,0.00026836+0.0011247i,0.0007646+0.00017624i,0.00068928-0.00037997i,0.00012379-0.0010536i,-0.00051552-0.0011457i,0.00012323-0.0003075i,0.00030594+0.00011954i,-0.00037211-0.00070008i,-0.00042639-0.00042712i,0.00045066-4.3226e-09i,0.00055707-0.0005389i,-0.00019739-0.00028169i,-0.00047777+0.0004354i,-0.00019846+0.00028944i,0.00032983-0.00076577i,0.00054635-0.0010187i,-8.0886e-05-0.00041562i,5.02e-05-0.00074134i,0.0005027-0.00070595i,0.00014703+0.00013983i,2.988e-05+0.00028063i
-0.0013701+0.0023278i,-0.0018426+0.0018214i,-0.00094591+0.0013816i,0.00077978+0.0010958i,0.0015821+0.00063747i,0.00087924-0.00012918i,0.00055924-0.00019902i,0.00094547+0.0001622i,0.0010781+0.00010958i,0.0010343+0.00035673i,0.0009007+0.00073973i,0.00075182+0.00084621i,0.0010918+0.00058228i,0.0011953-3.8133e-05i,0.0010932+0.00032501i,0.00039924+0.00056292i,6.3444e-05+0.00042589i,0.00016955+0.00052775i,0.00037815-0.00010305i,0.00072579-0.00042183i,0.0002278-0.00043672i,-0.00070653-0.00021644i,-0.00052736+0.0003643i
-0.0018257+0.0011168i,-0.0015934+0.00078343i,-0.00037061+0.0008872i,0.0013579+0.0012512i,0.0014841+0.00072387i,0.0012308-0.00038219i,0.00082025-0.00055332i,7.1888e-05-5.3835e-05i,-0.00041221+2.4691e-05i,0.0001103+0.00037574i,0.0010181+0.00081555i,0.00075291+0.00038463i,0.00025323+0.00014903i,0.0005609-2.1776e-05i,0.00052312-0.0004112i,0.00021963-0.00044855i,-0.00039557-0.000328i,-0.0003766-0.00094726i,0.00011511-0.0013659i,0.00019423-0.00034245i,3.6914e-05+0.0009367i,-3.9293e-05+0.00074151i,1.8102e-05-0.00036177i
0.00059162+0.0014011i,-0.00098791+0.0027489i,-0.00075258+0.0023128i,0.00056293+0.0017018i,0.00049838+0.0001767i,0.0003868-0.001088i,-3.6902e-05-0.00079273i,-0.00036647-0.00024018i,6.9435e-05+0.00031035i,0.00037954+0.00020868i,0.00082364+0.00031908i,0.00047705+0.00064214i,-6.9639e-05+0.00029816i,0.00019956+0.00010835i,0.00050739-0.00033686i,0.00053774-0.00087002i,0.00026754-0.00040287i,-0.00020454+4.0447e-05i,-0.00015463-0.00015019i,-0.00027897-0.0003464i,-0.0007192-0.00024566i,-0.00038926-7.1579e-05i,-0.00046301+2.0251e-05i
0.0010887+0.0018648i,0.0024009+0.0011868i,0.00055042+0.0010743i,-5.5097e-05+0.00053083i,0.00065854+0.00030747i,0.00076823+0.00057012i,0.00029361+0.00030059i,0.00067164-0.00016669i,0.00038497-0.0008031i,-0.00076588-0.00077575i,-0.00026414-0.0005104i,-3.6162e-05-0.00019843i,-0.00028763+0.00035898i,-0.00051722-0.00038522i,-0.00075124-0.0010279i,-0.00038375-0.0011438i,0.00048424-0.00075294i,0.00038823-0.00025511i,3.5197e-05-0.00040504i,-0.00029515-0.00010116i,-0.00042191-0.00028254i,-0.00092536-0.00040296i,-0.00081395+0.00053936i
0.0018205-0.0011674i,0.0013716-0.0020747i,0.00046665-0.0014396i,0.00074373-0.00072746i,0.00085391-0.0011805i,-0.00030782-0.0013502i,-9.4023e-05-0.00077073i,0.0005168-0.00024075i,6.4511e-05-0.00053987i,0.00026458-0.00041002i,0.00040778+0.00037192i,5.9994e-05+0.00065262i,-0.00019867+0.00086364i,-2.2742e-06+0.00080127i,0.00037038+3.0556e-05i,0.0005766-9.2823e-06i,0.00076713-0.00025482i,0.00062772-0.00038468i,5.8928e-05+0.00023181i,-0.00067358+0.00018465i,-0.00088482-0.00041646i,-0.00040182-0.00021143i,0.00031637+0.00053495i
0.0011462+0.0013335i,0.00040414+0.0020566i,-0.0004602+0.0019941i,0.00020627+0.0013085i,-1.9644e-05-1.1145e-05i,2.2357e-06-0.00037532i,0.00074321+0.00045524i,0.00047774-0.00020649i,-5.6932e-06-0.00014014i,-0.00038287+2.1812e-05i,-0.00042148-0.00034083i,-0.00016612-0.00027573i,-7.1424e-06-0.00045597i,5.6706e-06-0.00015571i,-0.00033915+0.00028015i,-0.00037012+0.00036474i,3.9882e-05-0.00065783i,0.00073389-0.0014259i,0.00075409-0.00077633i,-4.9354e-05-0.00014718i,-0.00030494+2.6391e-05i,-0.00020047-0.00024619i,-0.00023015+5.3619e-05i
0.00074401-0.00126i,0.0009413-0.0019387i,0.00012787-0.0017884i,-0.00023169-0.0010717i,5.2785e-05-0.00063186i,-3.0116e-05-0.0001799i,-0.00014317+0.00037722i,-0.00074559+0.00087268i,-0.0011677+0.00045469i,-0.00041517-0.00020284i,-4.6552e-05-0.00014735i,0.00019817+0.00017341i,-0.00015393+0.00024417i,0.00011314+0.00050682i,0.00033872+0.00045969i,-0.0002574+0.00024728i,-0.00038298+0.00064546i,-0.00031905+0.00015659i,-3.2037e-05-0.0016058i,-0.00043019-0.0013041i,-0.0013444-9.7759e-05i,-0.0010836-0.00028849i,4.0527e-05-0.00081013i
-0.00020546-7.8903e-05i,0.00048733-0.0005566i,0.0003537-0.00058987i,-0.00031503-4.0778e-06i,5.2482e-05+0.00038813i,9.2274e-05+0.00033241i,-0.00084463+0.00047524i,-0.00021755+0.0007051i,0.00075777+0.0010162i,0.00018804+0.00015961i,0.00010151-0.00088201i,0.00062809-3.1812e-05i,0.00095784+0.00080946i,0.00066627+0.0003013i,0.00065455-1.9847e-05i,0.00055268-0.00025107i,0.00031081-0.00070536i,0.00074369-0.001059i,0.00060501-0.00052467i,-0.00012904+0.00013767i,-0.00019671+0.00033651i,-8.9074e-05+0.00062998i,-0.00038661+0.0006937i
