0.0025214+0.00067843i,0.0019046-0.00034213i,0.0010941-0.0024618i,-0.00066682-0.0029928i,-0.0027951-0.0010464i,-0.0041688+0.0016174i,-0.0031142+0.002535i,-0.0011231+0.0021508i,0.00047638+0.0012246i,0.00095436-0.00029948i,0.00023512-0.0015617i,-0.00037238-0.0014124i,-0.0010375+0.00016281i,-0.0009169+0.00055764i,-0.0010188-4.6475e-05i,-0.00078556-0.00020264i,-0.00036343-0.00030467i,-0.0005063-0.00021269i,-0.00074016+0.00049259i,-0.00089754+0.0012851i,-0.00043423+0.00089722i,-0.00023942-0.00018993i,-0.00073303-5.283e-05i
-0.002584+0.0024798i,-0.0018145+0.0024506i,-0.00090301+0.0018123i,-0.00032382+0.0015556i,0.00034324+0.002012i,0.00029842+0.0009507i,0.00045007+0.00075391i,0.00016714+0.0011192i,-0.00019897+0.00099864i,0.00058367+0.00051992i,0.0013275-0.00033966i,0.0011573-7.2332e-05i,0.00074657+0.00020174i,0.00053617-0.00026493i,0.00049864-0.00044636i,0.00054473-0.00011728i,0.00038793+0.00022126i,0.00027822+0.00085451i,0.00090184+0.00058741i,0.0010243+2.0604e-05i,0.00019035-0.00023208i,-2.9963e-05-0.00028987i,0.00057909-4.5428e-05i
0.001127+0.00036256i,0.0035119+0.00071502i,0.0039845-0.00034744i,0.0036229-0.00090834i,0.0026139+0.00089356i,0.0019749+0.0022337i,0.0016319+0.001493i,0.00073327+0.00020252i,0.00041014-0.00024085i,0.00057755+0.00034996i,0.00045801+0.00099428i,0.00016232+0.00055941i,5.2909e-06-8.5376e-05i,0.00069992+3.9793e-05i,0.001524+0.00014987i,0.0014636-0.00013659i,0.0011167-0.00036371i,0.001074-0.00063819i,0.0010977-0.00046123i,0.00033851+0.00024528i,-0.00043589+0.00045i,-0.00020128+0.00024018i,0.00032095-0.00015496i
-0.0017233+0.0039008i,-0.0011915+0.0050701i,-2.3686e-05+0.004799i,0.00028646+0.0029271i,0.00047163+0.0013703i,0.00017738+0.001287i,0.0001838+0.0017718i,0.0005245+0.00093497i,0.0004856-0.00030628i,-3.4513e-05-0.0010079i,-0.00032074-0.0010707i,-0.00021692-0.00044801i,5.3128e-05+5.3542e-05i,0.00027612+8.0493e-06i,0.00014698+2.3994e-05i,-0.00029082-0.00040147i,-0.00020006-0.00079221i,8.6928e-05-0.00048727i,-5.3608e-06+1.6097e-05i,-5.3116e-05+0.00027638i,1.8284e-05+0.00036356i,0.00041213+8.7039e-05i,0.00069892+0.00017258i
-0.002193-0.0027109i,-0.002405-0.0030555i,-0.0018905-0.0031896i,-0.0015029-0.0015657i,-0.0011461+0.00088446i,-0.00078873+0.0027837i,-1.1304e-05+0.0024015i,0.00065845+0.0010443i,3.4587e-05+0.00037254i,-0.0006069+0.00015816i,-0.00078594+0.0006089i,-4.0374e-05+0.00087965i,0.00043745+3.5958e-05i,5.1304e-05-0.00057777i,-0.00017363-0.00029047i,-0.00024146+0.00015767i,-2.7992e-05+0.00030266i,-0.00050883-0.00013316i,-0.00068514-0.0004039i,-0.00030471-0.00040755i,0.00039969-0.00050969i,0.00081386+1.3645e-05i,0.00033067+0.00037233i
0.0013708+0.0012765i,0.0019654+0.0017432i,0.0018769+0.0025185i,0.0017524+0.002308i,0.0016333+0.0016637i,0.00072364+0.0011353i,0.00047752+0.0013931i,0.0012335+0.00156i,0.0011246+0.0004908i,0.00038461-0.00088194i,0.00047936-0.0018263i,0.00095729-0.00089908i,0.00038655+0.00043376i,-3.7384e-05+0.00040031i,0.00031444-3.2459e-05i,-0.00026687+0.00040459i,-0.0010581+0.001044i,-0.0006351+0.00060605i,-1.0201e-05-0.00040979i,-0.00036566-0.00064871i,-0.00080461-0.00030978i,-0.00032791+0.00022589i,8.9518e-05+0.00050581i
0.00070091+0.00084068i,0.0005411+0.0006364i,0.00044467-0.0006118i,3.8084e-05-0.00091277i,-2.5212e-05+0.0010722i,0.0002731+0.002403i,0.00070502+0.0020042i,0.00042933+0.00072198i,-9.4698e-05-0.00074987i,0.0004427-0.00098316i,0.0006617+0.0001371i,0.00080806+0.00095806i,0.00084382+0.000721i,0.00073084+0.00024072i,0.0011302+5.5251e-05i,0.00073683+1.1757e-05i,9.5663e-05-0.00072268i,0.00027018-0.0013051i,0.00050462-0.00069934i,3.4041e-05+0.00019407i,-0.0003908-4.2148e-05i,-0.00022575-0.00041732i,-0.00012822-0.00057418i
-5.9394e-05+0.0034139i,-0.00067859+0.004591i,0.00056382+0.0040106i,0.0021561+0.0021932i,0.0023756+0.0016177i,0.0020204+0.0023814i,0.0013888+0.0023547i,0.00023869+0.0013488i,-0.00057589+0.00058178i,-0.00022057+0.00049383i,-0.00022785+4.2255e-05i,-0.00085496-0.00018709i,-0.00019289-0.00033295i,0.00091462-0.00021478i,0.00080224-9.9328e-05i,0.00021025+8.6396e-06i,0.00021285+0.00029055i,0.00082572-0.0001573i,0.00066457+8.2784e-05i,-8.8936e-05+0.00057148i,-0.001258+0.00072925i,-0.0015813+0.00034046i,-0.00084292+0.00010093i
-0.0017437+0.0019603i,-0.0011406+0.0012531i,0.00055425+0.0005156i,0.0018716-5.6279e-05i,0.0024191+0.0003265i,0.001621+0.0010341i,0.00012299+0.00083742i,-0.00049174+0.00052238i,-1.497e-05+7.1737e-06i,0.0010318-0.00030422i,0.00093453-0.00038594i,-0.00010602-0.00074122i,-0.00074629-0.00078483i,-0.00028177+0.00024489i,0.00021919+0.00096265i,8.905e-05+0.00059211i,-0.00012557+0.0001828i,-0.00030859-0.00053491i,-0.00046457-0.00048643i,-0.00037484+4.8126e-05i,0.00043593+0.00043635i,0.00041343+0.0008647i,0.00012625+0.00051296i
0.0014141+0.00041039i,0.001467-0.00011008i,0.0019957-0.0006816i,0.00086667-0.00043052i,0.00023587-0.00058182i,0.00012125+0.00039297i,-0.00022836+0.0017173i,0.00055782+0.001489i,0.00033277+0.00074308i,-0.00046073+0.00014513i,-6.4665e-05+0.00016864i,-7.496e-06+0.00043807i,0.00016924+0.00025418i,0.00026972-0.00054022i,0.00014782-0.00063459i,0.00057966-0.00050301i,0.00065105-8.773e-05i,0.00018237+0.00034263i,-4.7637e-05+0.00068553i,-0.00046703+0.00040662i,-0.00025366-0.00040641i,1.3742e-05-0.00068578i,-0.00046899-0.00057301i
0.0018279+0.0025384i,0.0021884+0.0024721i,0.003409+0.0020836i,0.0025611+0.0012508i,0.0014706+0.0010281i,0.0011669+0.001007i,0.00060396+0.00037645i,0.00035934+0.00016242i,2.9211e-05-0.00014327i,0.00060716-0.00032315i,0.00092795-0.00056723i,0.00027393-0.0014214i,0.00019512-0.001573i,0.00022202-0.00073152i,-1.6626e-05-3.0085e-05i,0.00051622-0.00017036i,0.00028241-0.00063843i,-0.00025322-0.00058826i,0.00018232-0.0004018i,0.000862-0.00041011i,0.00035989+4.507e-05i,-0.00034638-8.4173e-05i,-0.00071025-0.00025683i
0.0023972+0.0024661i,0.0013559+0.0023098i,0.00050886+0.0013226i,0.00030541+0.00083553i,0.00023768+0.0008216i,0.00036388+0.0014635i,0.00056642+0.0011552i,0.00057349+0.0001361i,0.00049506-0.00051887i,0.00052298-0.00030335i,0.00026681+0.00029469i,0.00049618-0.00051039i,0.00082591-0.0008312i,-0.00022472+0.00050069i,-0.00010225+0.00053318i,0.00081579-0.00025403i,0.00065589-0.00014765i,0.00020278-0.0001383i,-0.00016032-3.4921e-05i,0.00019702+5.3455e-05i,-7.278e-06-6.7016e-05i,-0.00060504-0.00016772i,6.1556e-05+0.00025121i
-0.0030918+0.0020638i,-0.0021002+0.0025554i,-0.00059252+0.0030963i,0.001307+0.0028559i,0.0019849+0.0023554i,0.0014323+0.0017202i,0.00018546+0.00084258i,-0.00020008+0.00038168i,-0.00056313+0.00048851i,2.176e-05+0.00046264i,0.0012882-0.00069629i,0.0015534-0.001045i,0.0012385+0.0002875i,0.00053973+0.00077125i,6.9785e-05+0.00073217i,0.00042379+0.00083207i,0.00048203+0.00042364i,0.00015177-0.00040887i,-8.2739e-05-0.00043909i,-0.00012435+0.00013771i,-2.1212e-05-0.00013173i,-0.00014049-0.00037267i,0.00068732-7.8711e-06i
0.0012678+0.00050876i,0.001529-0.00044663i,0.0023018-0.00048489i,0.0026879-0.00075078i,0.0021241-0.00091878i,0.0011242-0.00010177i,0.00060778+0.0013628i,0.00075813+0.0020855i,0.0010112+0.00066811i,0.0010137-0.00096598i,0.00056908-0.0016183i,0.00032987-0.0015335i,-0.00014767-0.0011047i,-0.00031402-0.0011365i,-8.4149e-06-0.0006496i,6.2992e-05-7.8828e-05i,-0.00020875+0.00020616i,0.0001999+0.00057348i,0.00059485+0.00057716i,-0.00014777+0.00074124i,-0.00032697+0.00055286i,-0.00012276-0.00013264i,-3.5118e-05-0.00075045i
-0.0007399+0.0026295i,0.00013876+0.0033836i,0.0019887+0.0021147i,0.0016924+0.00069815i,0.00039273+0.00046957i,0.0002569+0.0013193i,0.00022074+0.0017456i,4.7255e-05+0.0009824i,-5.4523e-06-0.00040031i,0.00023517-0.0014816i,0.00012432-0.0014058i,7.6183e-05-0.00054603i,-0.00019223+0.00024551i,-0.00014848-9.0639e-05i,-4.2786e-05-0.00024889i,-0.00011638-2.7312e-05i,-0.00011287-0.00020351i,5.68e-05-0.00061003i,0.00049345-0.00042669i,-0.00017394-0.00015873i,-0.00020932+0.00010827i,-0.00022183-0.00048429i,-0.0004686-0.00055469i
0.00076898+0.0018175i,0.0013787+0.0010689i,0.00092915+0.0013418i,0.0014657+0.0011629i,0.0018934+0.0012601i,0.0011029+0.001504i,0.00072785+0.0015515i,0.00064096+0.00049565i,0.00024032+0.00018522i,7.502e-05+0.00025392i,0.00064956-0.0005131i,0.00053067-0.0013691i,0.00038018-0.0015036i,0.00077528-0.00043318i,0.00041662-0.00034042i,-0.00016438-0.00086286i,-0.00022548-0.00081024i,0.00035371+0.00010518i,0.00065111+0.0011133i,0.00058439+0.0012268i,4.602e-05+0.00063978i,-0.00076007+0.00020872i,-0.00035442-8.7263e-05i
0.0013808+0.00053292i,0.00056224-0.00050077i,-0.00025039-0.001362i,-0.00053088-0.00027045i,0.00029772+0.00038373i,0.00067217+0.001081i,-0.00013913+0.0014468i,-0.00040102+0.00065966i,-0.00058667+0.00048571i,-0.00074802-7.0102e-06i,-0.00060119-0.00046533i,-0.00079033-0.00018118i,-0.0001217+0.000511i,0.00023152+0.00056421i,0.00014358-0.00034687i,0.00045519-0.0010069i,-0.00027456-0.00059397i,-0.00045817-0.00022456i,-0.00020888-0.00035749i,-0.00079972-0.00017966i,-0.00065684-7.4927e-05i,-0.00015876+0.00024838i,-0.00022081+0.00041726i
-0.0026723+0.0016163i,-9.9227e-05+0.0028046i,0.0016361+0.0046249i,0.002631+0.0037342i,0.0032792+0.0022125i,0.002405+0.0012512i,0.00049139+0.0014752i,-0.00055729+0.00099186i,-0.00088517+0.00031706i,-0.00037058+0.00050525i,0.0003775+1.5524e-05i,0.00018879-0.00055523i,-8.41e-05-0.00055648i,0.00014842-0.00043222i,0.00056436-0.00065061i,0.00070449-0.000615i,0.00036969-4.9421e-05i,0.00016625+0.00089294i,8.3082e-06+0.00024389i,-0.00040101-0.00024964i,0.00020131-0.0002459i,0.00047494-0.00022005i,8.2299e-05-9.6107e-05i
-0.0024293+0.00062361i,-0.0011513+0.0016725i,0.0006828+0.0011661i,0.0014289+0.00018674i,0.0020594+0.0010789i,0.0018785+0.0023744i,0.0008862+0.0020177i,0.00047764+0.00037281i,0.00048324-0.00063051i,0.00025274-0.0010882i,-0.00036798-0.0011726i,-0.0011431-0.00084344i,-3.9569e-05-0.00060365i,0.00059852-0.0002409i,0.00058748-2.2213e-05i,0.0010719-0.00050352i,0.00031746-0.00040442i,-0.00044297+0.00051289i,-0.00052106+0.00096316i,-0.0006638+8.5849e-06i,-0.00023746-0.001258i,2.3844e-05-0.001331i,-0.00030876-0.00038457i
-0.00024946-0.0010192i,0.00011982+3.2039e-05i,0.0014341+0.0014826i,0.002172+0.0017718i,0.0011104+0.00090492i,0.00052513+0.00011459i,0.00096765-0.00040257i,0.00074513-0.00020973i,-8.9542e-05-0.00013748i,-0.00020978-0.00038491i,6.8031e-05-0.00055351i,-4.6105e-05-0.00094026i,-0.00026383-0.00060905i,0.00020778+0.00038703i,0.00034285+0.00081192i,-9.6366e-05+9.3609e-05i,0.00029293-0.00017315i,0.00067637-0.00018888i,0.0002855-0.00083152i,0.00015148-0.00057981i,0.00045759-0.00035891i,0.00012689-0.00047445i,0.00012163-0.00057534i
0.0012238+0.0032332i,0.0010902+0.002121i,0.0014003+0.00039174i,0.00027341+0.00026653i,-0.00056298+0.0013892i,-0.00014401+0.0021542i,0.00096516+0.0024996i,0.0017033+0.0015859i,0.0013122+0.00051426i,0.00082915+0.00029387i,0.00011395-0.00079257i,-0.00026637-0.0013733i,-0.00011786-0.00074645i,0.00027889-0.00031881i,0.00018511-0.0006142i,-0.00024567-0.00022947i,-0.00024561+0.00086046i,0.00035543+0.0015498i,0.00039449+0.00093738i,0.00050042-3.5697e-05i,0.0002883-6.8984e-05i,-0.00026214-0.00019872i,-4.2527e-05-0.00090422i
-0.00013671+0.0001707i,0.00010405-5.8596e-05i,0.00047269+0.0018025i,0.0014505+0.0024539i,0.0021193+0.001255i,0.0018911-0.00040197i,0.0010586-0.00052504i,0.00079326+0.00031477i,0.00073377+0.00041323i,0.00060378-0.00018695i,-5.4583e-06-0.000535i,-0.0007551-0.00047016i,-0.0011645-0.00018466i,-0.00087553-0.00013928i,-0.00010588-2.8015e-05i,-0.00059497+0.0002145i,-0.00079547-0.00046384i,-0.00054872-0.00065025i,-0.00074606-0.00041546i,-0.00059586-0.00037651i,0.00050983-9.9458e-05i,0.00095058-0.00016299i,0.0004629-0.00036592i
-0.0042992+0.0066944i,-0.0017015+0.0077814i,0.0024431+0.0074579i,0.0047839+0.0051216i,0.004369+0.0025658i,0.0026321+0.0021779i,0.00064453+0.0033787i,-0.00027905+0.0027145i,0.00015211+0.0019823i,0.00104+0.0017213i,0.0017559+0.00080788i,0.0010344-0.00011991i,0.00015335-0.00095776i,0.00080748-0.00092773i,0.0016527-0.00035681i,0.0021507-0.00017888i,0.0011904-0.00033511i,0.00027886-0.00047768i,0.00019794-0.00070017i,-0.000127-0.00069968i,-0.00038271-0.00040838i,0.00043736-0.00035794i,0.0010236-0.00024542i
-0.0078925+0.0076553i,-0.0065079+0.0082756i,0.00030584+0.013055i,0.0078666+0.0091137i,0.011449+0.0021082i,0.00789-0.0024438i,0.0018475-0.0020364i,-0.00065943+0.00060796i,-0.00030325+0.0019665i,0.0019471+0.0017411i,0.0036967-0.00077308i,0.0027303-0.0032011i,0.0012538-0.0030513i,0.0013991-0.0011188i,0.0021921-0.00057205i,0.001822-0.0014407i,0.00054693-0.0012841i,-0.00037564-0.00050673i,-2.6067e-05-0.00048583i,0.00016805-0.0005695i,-0.00024902-0.00032056i,-0.00025971-0.00017219i,-0.00016809-0.00039889i
0.0075972-0.0047127i,0.006009-0.0041405i,0.00067173-0.0066611i,-0.0028081-0.0044951i,-0.0038022+0.00048323i,-0.0018997+0.0044027i,0.001231+0.0034649i,0.0019392+0.0010954i,0.00015046-4.1715e-05i,-0.001798-0.001005i,-0.0026862+0.00030124i,-0.002369+0.0018278i,-0.0006358+0.0019106i,0.00013936+0.0016167i,-0.00036995+0.0012951i,-0.00065265+0.00098811i,-0.00045441+0.00077514i,-6.8294e-05+0.00062683i,0.00032178-6.2956e-05i,0.00043412+0.00047698i,-0.00042936+0.001412i,-0.00088594+0.00085701i,1.6792e-06+0.0010305i
0.0031253+0.00017001i,0.0018488+0.00041897i,0.00053971-0.0017643i,-9.0687e-05-0.002769i,-0.00071056-0.0021521i,-0.00018576-0.00087993i,0.0012751-0.00049799i,0.001079-0.00088753i,0.00085567-0.0013139i,0.0007681-0.0019604i,0.00011995-0.00072319i,-0.00089265+0.0008063i,-0.0010647+0.00042258i,-0.00075344-0.0002584i,-0.00087825-0.00035132i,-0.00051711-0.00040332i,-0.00060692-0.00060293i,-0.00079177-0.00058202i,-0.00029404-0.00028827i,-0.00042537-0.00045095i,-0.0010319-0.00050091i,-0.0010508-0.00019586i,-0.0010691+8.0517e-05i
-0.00066635-0.0027543i,-0.0012884-0.0017223i,-0.0019346-0.001895i,-0.0024042-0.0013246i,-0.0023551+8.6428e-05i,-0.0014669+0.0014007i,-0.00080062+0.0012236i,-0.0004137+0.00027821i,0.00025788-7.2414e-05i,0.00021098-7.3265e-05i,0.00033524-8.3236e-06i,0.00093568+0.00055615i,0.00096316+0.00075758i,0.00022705+0.00090962i,-0.00073263+0.00062866i,-0.00054443-3.5992e-05i,-0.00021068-0.00022771i,-0.00032655-0.00020894i,1.2296e-05-0.00051543i,0.00034629-0.00067695i,-0.00028163+0.00050894i,-0.00075271+0.0014326i,-0.00017915+0.00078586i
0.0015255-0.0017854i,0.0020896-0.0014015i,0.0016115-0.0010998i,0.00085224-0.00031798i,0.0003839+0.0010446i,-0.00031715+0.001888i,-0.0005436+0.0014867i,2.8419e-05+0.00051546i,-0.00044122-9.8993e-06i,-0.00065733+0.00026311i,0.0002978+0.00052355i,0.00013054+0.00053937i,4.8405e-05+0.00076631i,0.00065735+0.00045533i,0.0002667+0.00051022i,-0.00085126+0.0010913i,-0.00049235+0.0010076i,0.00087908+0.00032981i,0.00094381-0.00051537i,0.00040532-0.00043859i,6.0822e-05+0.00048677i,-0.00064246+0.00036381i,-0.00054334+6.4558e-06i
0.001619-0.00097663i,7.3527e-05-0.00057055i,-0.00087151-0.0017382i,-0.0018549-0.0018956i,-0.0025374-0.00083964i,-0.0016488+0.0012782i,0.0006049+0.0017812i,0.0014669+0.00049023i,0.00092117-0.00044765i,-0.00017914-0.00038345i,-0.0012678-0.00040639i,-0.0011268-4.1346e-05i,-0.00029608+0.0004274i,7.7597e-05-0.00024555i,0.00012416-0.00062799i,-0.00010307+0.00046322i,-0.00028222+0.00089063i,-0.00010198+0.00065032i,0.00029034+0.0010098i,0.000332+0.0011477i,0.00032134+0.00098998i,0.00052428+0.00030326i,0.00072457-0.00043093i
-0.00040641-0.0014087i,-0.0011683-0.0006802i,-0.0011237+0.00034631i,0.00040865+0.0014046i,0.00074679+0.0019081i,0.00038747+0.0016174i,0.00033538+0.00067411i,4.4833e-05-0.00034682i,-4.408e-05-0.00063463i,0.00014309-0.00042207i,8.3357e-05-8.6264e-05i,0.00013122+8.3424e-05i,0.00025447+0.00021855i,-0.00039407-0.00026838i,0.00041646-0.00056968i,0.001367+0.00046281i,0.0007084+0.00062165i,-1.6202e-05-0.00025218i,-0.000232-0.00029966i,-7.7117e-05+0.00030257i,-0.00032303-0.00010516i,-0.00021902-0.00050482i,-6.8162e-05-0.00020685i
0.0017174+2.0089e-05i,0.00087813+0.00048988i,0.00017628+0.00095987i,-0.00071437+0.00064574i,-0.0011929-0.00010838i,-0.0020675+0.0013928i,-0.0024624+0.0024454i,-0.0014236+0.0016534i,-0.0010509+0.00086166i,-0.00098515+0.00050084i,-0.00068975-3.265e-06i,-0.00024143+0.00026515i,0.00059203-0.00029781i,0.00054845-0.00063726i,-0.00047497-0.00069612i,-0.0003396-0.00078389i,0.00056328-0.00014355i,0.00030464+0.0001132i,0.00011445-9.0675e-05i,0.00031031+0.00016717i,-0.00033143+0.00052889i,-0.00069327+0.0008358i,-2.7616e-05+0.0010839i
0.000291-0.00032517i,-0.00031843-0.0012185i,-0.0015602-0.0018797i,-0.0019129-0.00093861i,-0.0019659+0.00084099i,-0.0010004+0.0018724i,0.00038111+0.0015086i,6.3024e-05+0.00047952i,-0.00051129-0.00024631i,0.00026019-0.00079413i,0.00057074-0.00049634i,0.00062591+0.00042245i,0.00020207+0.00091059i,-9.2557e-06+0.00081245i,3.0567e-05+0.00043407i,0.0006513+9.3553e-05i,0.0014156+7.8002e-05i,0.00068261-0.00030472i,-0.00031912+0.0004506i,-1.5306e-05+0.0013751i,0.00013194+0.0007505i,-0.00037461-0.00018145i,0.00022777-5.7663e-05i
0.0033506+0.0024097i,0.0027236+0.0026965i,0.0028535+0.00028i,0.0019223-0.0005824i,-0.00076867+0.0011363i,-0.0016237+0.0031744i,-0.00024022+0.0029697i,0.0010146+0.0012259i,0.00080718+0.00046958i,0.00037838+0.0003223i,-0.00055904-6.2183e-05i,-0.0015727+0.00011088i,-0.00099646+0.0007216i,0.00012182+0.00080722i,-0.00019076+0.00061792i,-0.00087718+4.5159e-05i,-0.00026493-0.00068101i,0.00086747-0.00056484i,0.00068354+5.1861e-05i,0.00040811+0.00065768i,0.0004831+0.00059974i,0.00052853-9.3016e-05i,0.00049889-0.00015522i
-0.0012232-0.0045221i,-0.0030288-0.0033699i,-0.0030125-0.0021747i,-0.0018554-0.0012805i,-0.00081332-0.00074547i,-0.00013397+0.0003154i,0.00013453+0.00068448i,-7.2412e-05+0.00026953i,-0.00020317+0.00057i,-0.00032929+0.001019i,-0.00047383+0.0003686i,0.00024738-0.0002869i,0.00078985-0.00015814i,0.00077732+0.00012945i,0.0013008-0.00034594i,0.00083727-0.00071953i,-0.00019015-0.00050123i,-0.00029308+4.0861e-05i,9.0448e-05+0.00027683i,9.904e-05-0.00021149i,0.00011331-0.00032745i,-0.00058705-0.00026335i,-0.00059037-0.00080807i
0.0018541-0.00021605i,0.002462+0.00056774i,0.0021234+0.00079687i,0.00092222+0.0003683i,-0.00082965+0.0012478i,-0.001101+0.0025918i,-0.00023175+0.0018984i,-7.528e-05+0.00086561i,-0.00040192+0.00090978i,-0.00039783+0.00099007i,-0.00027168+0.00032643i,0.00020049-0.0004333i,0.00078387+7.9252e-05i,0.00026574+0.00038027i,-0.00011542-3.6865e-05i,-8.2832e-05-0.00052446i,0.00011698+0.00027733i,0.00043387+0.00095835i,0.00062909+0.00087114i,0.00048269+0.00050294i,0.00033329-0.00024585i,-6.51e-05-0.00039251i,-0.00019554+1.7337e-05i
-0.00049287+0.0012013i,-0.0011746+0.0017828i,-0.0020128+0.0023994i,-0.00071751+0.0018479i,0.00041585+0.0017072i,0.00033702+0.0020576i,0.0010319+0.0016077i,0.0016511+0.0011669i,0.0013838+0.00058615i,0.00055191+0.00010487i,9.2361e-05+0.00014575i,-0.00062261+0.00027382i,-0.0011816+5.3132e-05i,-0.00066091+0.00053527i,0.00014178+0.00062512i,0.00036485+0.00057041i,2.0604e-05+0.00063495i,0.00026066+0.00033594i,0.00037175+0.000512i,-4.4687e-05+0.00081864i,-8.0297e-05-0.00021403i,-0.00017188-6.4298e-05i,9.7816e-05+0.00053712i
-0.0025281+0.0001678i,-0.0030676-0.0012908i,-0.001748-0.0013687i,-0.0003065-0.00057064i,0.00069043+0.00052632i,0.0010812+0.0018176i,0.00036673+0.0014388i,0.00055465+3.9877e-05i,0.00016719-0.00061157i,-0.00030762-0.00056714i,0.00021083-0.00034947i,0.00087362+0.00013005i,0.0008778-0.00018113i,-9.2509e-06-0.00047513i,-0.00017031-0.00024819i,0.00017172+8.5407e-05i,-0.00015259-0.00045681i,-0.0007503-0.00082812i,-0.0007373-2.6497e-05i,-0.00083667+0.00049524i,-0.00024809+0.00098568i,0.00012551+0.00095784i,-2.4034e-05+0.00043729i
0.0014595+0.0025031i,0.0013366+0.0035506i,0.0020976+0.0038445i,0.002752+0.0024341i,0.001883+0.00028285i,-0.00043977+0.00010579i,-0.00056894+0.0010614i,-0.00040659+0.0013584i,4.3248e-05+0.00078753i,0.00082779+0.00028923i,0.0007529-0.00033341i,0.00033468-0.00081139i,-0.00047386-0.00035923i,-0.00038793-0.00025128i,0.00048654-5.088e-05i,0.00016828+0.00022863i,-0.0004818+0.00023962i,-0.00060731-0.0002226i,-0.00037367-0.00083642i,-0.0002303-0.00057223i,0.00041684-0.00057304i,0.00046426+0.00012067i,0.00027674+0.00052774i
0.00021254-0.0014251i,6.1914e-05-0.001431i,-0.00019612-0.0015638i,-0.0010866-0.0016008i,-0.0018165-1.2051e-05i,-0.00078033+0.0013077i,0.00022593+0.00075778i,0.00080957-0.00032549i,0.00097288-0.00071392i,0.00032249-0.00020439i,-2.024e-05+0.00074786i,-0.00013541+0.00077085i,-0.00014361+0.00015662i,0.00022633-0.00049711i,0.00054253-0.00047939i,0.00061766+0.00026154i,0.00072139+0.00071549i,0.00075625+0.00059871i,0.00059901+0.0009197i,0.00028359+0.00091812i,0.00039368+0.00056836i,0.00037281+0.00057231i,0.00031671+0.00016945i
0.00050424+0.0042761i,0.0010769+0.0036642i,0.00098392+0.0029924i,0.0018501+0.0019473i,0.002092+0.00098727i,0.0010346+0.00087769i,0.00023633+0.0010248i,5.6237e-05+0.00038057i,-0.00018903+0.00013378i,-0.00038431-0.00012494i,-0.00055617-0.00055025i,-0.00025929-0.000406i,0.00040505-0.00030295i,0.00038615-0.00034789i,0.0002205+0.00016039i,0.00038153+0.00029797i,2.0739e-05+4.7601e-05i,-0.00063735+3.4054e-05i,-0.00089899-0.00033222i,-0.00073699-0.00016678i,-0.00017845+0.00046953i,-1.0795e-05+0.00066768i,-0.00042556+0.0010016i
-0.0037748+0.00021463i,-0.0032524+0.0014167i,-0.0029052+0.0014961i,-0.0018635+0.00081403i,-0.0010279+0.0012467i,-0.00054095+0.0018573i,-5.0454e-05+0.0012567i,0.00042354+0.000654i,0.00055122+0.00055388i,0.00030062+0.00080911i,1.0806e-05+0.00085084i,-6.5399e-05-6.2232e-05i,-0.00048147-0.0012745i,-0.0004779-0.0015257i,0.00076353-0.00040335i,0.0015437+0.00020154i,0.00053223-0.00012079i,-5.5807e-05+0.00010327i,4.1377e-05+0.00075146i,1.0985e-05+0.0010088i,5.0222e-05+0.00058481i,0.00032346+0.00045556i,0.00028196+0.00044333i
-0.00049204-0.0023275i,0.00024479-0.0017424i,0.00020233+0.0003429i,0.00013642+0.002395i,0.00029149+0.0035518i,0.00058859+0.0034742i,0.0011922+0.0013328i,0.0010855+0.00047668i,0.00025762+0.0004231i,0.00022502-0.00034573i,0.00028022-0.00041696i,0.00010166-0.00041428i,0.00059803-0.00050783i,0.001172+0.00043877i,0.0012972+0.00086135i,0.00070644+0.00065271i,0.00041889+0.00058729i,0.00050888+0.00022447i,0.00022736+0.00040923i,-0.00013593+0.00050977i,0.00026452+0.00022275i,0.00054127-9.4528e-05i,-0.00037092+8.2689e-05i
-0.00096307+0.0025507i,0.00040039+0.0028978i,0.0012323+0.0029363i,0.0025169+0.0014398i,0.0028791+0.00047898i,0.00096198+0.00049167i,-0.00078048+0.0008233i,-0.00078116+0.0010842i,-0.00080341+0.00088467i,-0.00017858+0.00044821i,0.00054498+0.00031371i,0.0007701-1.321e-05i,0.00043257-0.00038879i,0.00021396-7.0619e-05i,0.00034911+0.0010558i,0.00043579+0.0013212i,0.00016995+0.0010039i,-0.00017235+0.00039636i,0.00010647-0.00058479i,8.1203e-05-0.00096679i,-0.00011549-0.0010794i,0.00034891-0.0010935i,0.0004045-0.0011542i
-0.00078154-0.00071463i,-0.00014817+0.00057866i,0.00051154+0.00015873i,-0.00040104-0.00044099i,-0.0014417+0.00052107i,-0.00066881+0.0016746i,3.4696e-05+0.0018503i,0.00055863+0.0013902i,0.00056471+0.00086055i,0.00052174-0.0001332i,-0.0002113-0.00044742i,-0.0011177-0.00020093i,-0.00061828+0.00028392i,-0.00014877+0.00087932i,-0.00038432+0.0010903i,1.7296e-05+0.00084575i,0.00029199+0.00031559i,0.00037624+0.00025995i,0.0008+0.00011023i,0.00089947+0.00012208i,0.00074959-0.00042895i,0.00079077-0.00069826i,0.00062056-0.00026709i
