-0.0052664+0.0020483i,-0.0033761+0.0020638i,-0.0032391+0.0015838i,-0.0027181+0.00015773i,-0.001935+0.00063441i,-0.0016749+0.0022771i,-0.00056357+0.0023871i,0.00090307+0.002099i,0.0017855+0.0014174i,0.0019649+0.00065449i,0.0011791+0.00021396i,0.00048219-0.00047744i,0.00087965-0.00097941i,0.00027317-0.0012556i,-0.00056534-0.0013412i,-0.00070833-0.00027937i,-0.00072136+9.5209e-05i,0.00034923+3.2446e-05i,0.00059933+0.00015371i,1.4667e-05-0.00065927i,-7.3322e-05-0.00093147i,-0.00052965-0.00035684i,-0.00064467-3.6714e-05i
-0.011952-0.041378i,-0.033644-0.055563i,-0.041264-0.052376i,-0.03448-0.037071i,-0.025938-0.022836i,-0.017905-0.012942i,-0.010876-0.0061938i,-0.0050992-0.0019805i,-0.0010263-0.00014661i,-0.00047087-0.00014865i,-0.00012333+0.0002751i,0.00021936+0.00055206i,-0.00063773+0.00029136i,-0.00066784+0.00052573i,-0.00032479-7.3963e-05i,-0.00081346-0.00067744i,-0.0010443-0.00026175i,-0.00057687+0.00030358i,-0.00022797+9.6339e-05i,-0.0011138+4.693e-05i,-0.0010763+0.00083951i,0.00036366+0.0020122i,0.00097869+0.0012936i
-0.042278-0.00076647i,-0.060123+0.015715i,-0.057172+0.022437i,-0.04086+0.020098i,-0.026839+0.016687i,-0.016538+0.01155i,-0.0084672+0.0070716i,-0.0034447+0.0043169i,-0.0017367+0.00091958i,-0.0012181-0.00074505i,1.4262e-05-0.00056418i,-0.00010006-0.00025781i,-0.00062305-0.00019345i,-0.00083484-0.00028805i,-0.00097678-0.00025531i,-0.00033559-7.7603e-05i,-0.00020678-0.00025042i,5.583e-05+0.00071086i,0.0003568+0.0016602i,0.00047656+0.0013509i,0.0010483+0.00074705i,0.00098545+5.0671e-05i,0.00046224-0.00078302i
-0.011005+0.032895i,-0.0034744+0.059679i,0.0032388+0.061744i,0.0068507+0.043118i,0.0080713+0.026951i,0.0063554+0.017568i,0.004823+0.010401i,0.0033075+0.0037735i,0.0013963-0.00016642i,0.00066867-1.3725e-05i,0.00020371+0.00072683i,-0.00046198+0.00022816i,-1.5962e-05-3.7246e-06i,0.00017793-0.00034673i,-0.00057763-1.405e-05i,-0.00055449+0.0010697i,-0.00069265+0.00066344i,-0.00027955+0.00037829i,0.00035996+1.8456e-05i,0.0010922-0.00080275i,0.00097719-0.0010304i,0.00054709-0.0012043i,-0.00038196-0.0012455i
0.02982+0.026217i,0.059783+0.021595i,0.064982+0.012656i,0.049269+0.0031691i,0.033043-0.0021912i,0.020639-0.0026678i,0.01193-0.0028019i,0.0057561-0.0027271i,0.002297-0.001508i,0.0015415-0.001103i,0.00092083-0.0017326i,0.0014158-0.0011832i,0.0014134+5.4007e-05i,0.00013787+0.0010007i,-0.00057987+0.00082173i,-0.00085307+0.00058685i,-0.000636+0.00081915i,0.00018732+0.00082149i,-0.0003057+2.9795e-05i,-0.00082143-0.0013038i,-0.0010449-0.0015657i,-0.0017957-0.00024074i,-0.0021096+0.0010546i
0.029239-0.020514i,0.037794-0.049976i,0.033342-0.058074i,0.019014-0.0451i,0.0096092-0.030009i,0.0050288-0.019491i,0.00068892-0.013178i,-0.0011849-0.006959i,-0.00044255-0.0020955i,0.00023928-0.00086857i,-0.00038794-0.0012229i,-0.00059639-0.00077619i,0.00048574+7.1275e-05i,0.0015839+0.00094573i,0.0017869+0.00082732i,0.001598+0.00032196i,0.00094509+0.00034918i,0.00030707+1.6856e-05i,0.00020559-0.0001507i,-0.00045596-8.0776e-05i,-0.0013778+0.00053845i,-0.0015301+0.0015134i,-0.00065912+0.0017196i
-0.010735-0.03488i,-0.038989-0.051738i,-0.048915-0.0488i,-0.038305-0.030707i,-0.02602-0.017425i,-0.016656-0.012383i,-0.01119-0.0075503i,-0.0073617-0.0021352i,-0.0032428-0.0005889i,-0.0013869-0.0016447i,-0.00059694-0.00067173i,0.00021864+0.00024958i,0.00067587-6.6785e-05i,0.0010061-0.0010006i,0.00070584-0.0019399i,0.00045004-0.0016197i,0.00039069-0.00089672i,0.00041621-0.00016452i,-0.00019818+0.00036817i,-0.00085562+0.00086573i,-0.00044533+0.0015873i,0.00063416+0.0018677i,0.0016849+0.00086296i
-0.031258+9.9037e-05i,-0.054594+0.020335i,-0.055821+0.03001i,-0.037118+0.025398i,-0.020631+0.016161i,-0.013186+0.0093527i,-0.0077102+0.0066617i,-0.0028716+0.0038907i,-0.0010653+0.00060787i,-0.0012903-0.00025242i,-0.00029779+0.00044761i,0.00027298+0.0010818i,-5.2608e-05+0.00061558i,-0.00047451-0.00072325i,-0.0013646-0.0016405i,-0.0015819-0.0015934i,-0.00058306-0.0011697i,-0.00019412-0.0010887i,6.1559e-06-0.00084793i,0.00047952+7.9192e-05i,0.0010567+0.0011539i,0.0015373+0.00064183i,0.00086497-0.00061953i
-0.0042357+0.026763i,0.0051791+0.058542i,0.013148+0.062372i,0.015133+0.040441i,0.011356+0.023141i,0.0056088+0.015658i,0.0036548+0.009499i,0.0039291+0.0042054i,0.0012899+0.0012831i,-0.00098666+0.00078685i,-8.7474e-05+0.00094876i,-2.0423e-06+0.0010032i,-0.00070955+0.00062421i,-0.0017181-0.00068732i,-0.0029418-0.00078803i,-0.0021478+0.0006435i,-0.00096109+0.0011017i,-0.00021437+0.0002363i,0.00074705-0.00033551i,0.0012968-0.00089674i,0.0016869-0.0016877i,0.0013715-0.0018719i,0.00017047-0.00074418i
0.024841+0.015504i,0.059928+0.011341i,0.068007+0.0021278i,0.047198-0.0054481i,0.026318-0.0062899i,0.015558-0.0025576i,0.0095212-0.0021021i,0.0040295-0.0034791i,0.0006925-0.0018917i,0.00072912-9.5663e-05i,0.0013453+7.545e-05i,0.0017436+8.1709e-05i,0.0015853-1.5981e-05i,0.00063505+0.00060572i,-0.00020936+0.0015951i,-0.00010044+0.0014626i,0.00034936+0.001113i,0.00039976+0.00095578i,0.00011172+0.0004657i,-0.00010944-0.00022908i,-0.00034162-0.00083386i,-0.00077615-0.00081655i,-0.0012727-0.00021699i
0.019916-0.017822i,0.029394-0.051285i,0.025305-0.063422i,0.0099601-0.047886i,0.0019124-0.028878i,0.0018378-0.017408i,-0.00054434-0.011446i,-0.0031755-0.0065648i,-0.0012681-0.0026249i,0.0015525-0.0013468i,0.0018715-0.0017305i,0.0012191-0.0016883i,0.00059077-0.00015646i,0.00055833+0.0008052i,0.001153+0.00090316i,0.00087619+0.00049565i,0.00056261+3.3957e-05i,0.0010655-0.00033545i,0.00056068-0.00070893i,-0.00028906-0.00035595i,-0.001396+0.00020917i,-0.0016262+0.000853i,-0.00067338+0.0009568i
-0.010109-0.020456i,-0.042289-0.043004i,-0.053853-0.043938i,-0.039714-0.024573i,-0.023475-0.0099626i,-0.013672-0.0064024i,-0.008777-0.0034995i,-0.0050905-4.8546e-05i,-0.0015399+0.00011115i,-0.0006021-0.001504i,-0.001247-0.0013395i,-0.0015524-0.00091159i,-0.00033208-0.00084869i,0.00067005-0.00047571i,0.00083701-0.0015183i,0.00063426-0.0019498i,0.00027638-0.00081537i,0.00033779-8.4575e-05i,0.00044685-9.5249e-05i,0.00025662-0.00034733i,0.00042335+0.0004728i,0.00037138+0.00098394i,6.9289e-05-0.00044043i
-0.021023+0.0068105i,-0.04804+0.029044i,-0.051933+0.039771i,-0.029829+0.030263i,-0.011836+0.016524i,-0.0073696+0.008752i,-0.0049768+0.0063159i,-0.0011231+0.0041489i,0.00036379+0.0013682i,-0.00093447+0.00021354i,-0.0016469+0.00022235i,-0.00099959+0.00052269i,-0.00068973-8.7024e-05i,-0.00035053-0.0012789i,-0.00044323-0.0023048i,-0.0012881-0.0018311i,-0.0010409-0.0010019i,-0.0007568-0.0011473i,-0.00059638-0.00069827i,-0.00020366-0.00038264i,0.00083666-0.00064416i,0.0014755-0.00027518i,0.00070862+0.00012132i
0.0041899+0.022691i,0.015062+0.057324i,0.023866+0.063574i,0.023481+0.037538i,0.015498+0.01666i,0.0070532+0.0097199i,0.0039695+0.005319i,0.0024352+0.0012167i,-5.1718e-05-0.00076612i,-0.0014278+0.0002405i,-0.0011729+0.0021012i,-0.00063287+0.0023222i,-0.00079937+0.0011254i,-0.0013456-0.00012549i,-0.0017604+0.00046147i,-0.0011007+0.001432i,-0.00031221+0.00062188i,0.0001671-2.4473e-05i,0.00015153+0.00062991i,-4.9846e-05+0.0005575i,0.000131+2.1772e-05i,0.00027127+0.00044584i,0.00011245+0.00018672i
0.021009+0.0031451i,0.058956+0.00061351i,0.069128-0.0062484i,0.044642-0.012378i,0.021023-0.012016i,0.011092-0.0073409i,0.0064035-0.0060771i,0.0023457-0.0064213i,-0.00027476-0.0041227i,0.00019304-0.00033668i,0.001731+0.00146i,0.0016439+0.001144i,-0.00038599+0.00027033i,-0.0016645+0.00051444i,-0.00101+0.0012456i,-0.00042638+0.00047566i,-0.00013567+0.00039512i,0.00037865+0.00032352i,5.1033e-05-4.011e-05i,-0.00083148+0.00034408i,-0.0005482+6.8914e-05i,-0.00040395+1.2433e-05i,-0.00043004+0.00035927i
0.0026293-0.02166i,0.01459-0.05464i,0.014002-0.065546i,0.0024806-0.045237i,-0.0015587-0.022343i,0.0015785-0.01214i,-0.00066439-0.0081077i,-0.0034903-0.004929i,-0.0026773-0.0021488i,5.3436e-05-0.0010815i,0.0025249-0.00088541i,0.0026752-0.00093432i,0.0019778-0.00060904i,0.0015563+0.0002312i,0.0021668+0.000953i,0.0021434+0.00087231i,0.00071895-0.00035662i,-0.00075466-0.00070502i,-0.0011604-0.00069062i,-0.00046523-0.0011716i,-0.00051601-0.0011883i,-0.00084959-0.00057227i,-0.00042002-0.00026554i
-0.019223-0.0086176i,-0.049976-0.031249i,-0.06086-0.034599i,-0.042498-0.016568i,-0.02151-0.0037502i,-0.011124-0.0020239i,-0.0070163+0.00012021i,-0.0045406+0.0023898i,-0.0023532+0.0017338i,-0.00057228-8.6582e-05i,0.00022692-0.002295i,-0.00024112-0.0027215i,-0.00059512-0.0010641i,0.0002154-0.00022063i,0.00079702-0.0012341i,0.00090853-0.0017882i,0.00033418-0.00077262i,-0.00064409+0.00047207i,-0.00017675+0.00071269i,0.00055218+0.00079205i,-0.00033103+0.00055223i,-0.00077889+3.2524e-06i,-0.00048168-0.00059081i
-0.012198+0.02193i,-0.039568+0.041508i,-0.045963+0.049264i,-0.02478+0.03543i,-0.0070868+0.015802i,-0.0035337+0.0055245i,-0.00085603+0.0042708i,0.0015485+0.0041375i,0.0013682+0.0017474i,-0.00011846+0.00017896i,-0.0021971+0.00016404i,-0.0030588+3.5691e-08i,-0.0018716-0.0004255i,-0.0013108-0.0008935i,-0.0017904-0.0013339i,-0.0015999-0.00083866i,-0.00054818-0.00040394i,2.4012e-05+0.00015111i,0.00047496+0.00083116i,0.0013275+0.0003265i,0.00033636+0.00015978i,-0.00062345+0.0003836i,-0.0011628+0.00018303i
0.018887+0.018685i,0.03095+0.052083i,0.035878+0.060569i,0.029573+0.035596i,0.017153+0.013443i,0.0079606+0.0055941i,0.0056572+0.00094154i,0.0049258-0.0019534i,0.0025895-0.0014335i,0.00057539-0.00029952i,-0.00029789+0.00098859i,-0.0011981+0.0019233i,-0.002049+0.0013909i,-0.0024443+0.00043158i,-0.002628+0.00026466i,-0.0018156+4.9343e-05i,-0.00090494-0.00025335i,-0.00052276-0.00031464i,0.00025571-0.00035719i,0.00085818-0.00060243i,0.00072628-0.00091045i,0.00079952-0.00071935i,0.00094319+0.00052949i
0.023543-0.018843i,0.05714-0.019376i,0.066188-0.019648i,0.040072-0.017127i,0.014368-0.010606i,0.0057249-0.0046196i,0.0024426-0.0043683i,-0.0001521-0.0057752i,-0.00086923-0.0045056i,-0.00070166-0.0015569i,0.00056176+0.00090983i,0.0023586+0.0018118i,0.002042+0.0021149i,4.9389e-05+0.0025259i,-0.00054383+0.0027644i,-0.00045329+0.0016668i,-0.00061817+0.00035499i,-0.00043631-0.00089385i,-0.00062848-0.0016033i,-0.00043321-0.00021675i,-0.00032303+0.0008222i,-0.00033227-5.245e-05i,0.00039845-0.00012606i
-0.01066-0.0292i,-0.00010085-0.061362i,0.0031295-0.070636i,-0.0030308-0.046088i,-0.0035345-0.019407i,-0.00024905-0.0079906i,-0.002854-0.0032409i,-0.0058989-0.0011949i,-0.0044402-0.00068689i,-0.0019683+0.0003557i,0.00060842+0.00032178i,0.0026518-0.0001815i,0.0024159-0.00019003i,0.0028887+0.00055322i,0.0026639+0.00040715i,0.0008879-0.00058633i,-0.00010613-0.00033903i,-0.00062133+0.00083337i,-0.00098173+0.0017141i,-0.00063959+0.00062866i,-0.00058489+5.1488e-05i,-0.00059714+0.0002206i,-0.00026917-0.00049131i
-0.032861+0.00054586i,-0.061057-0.019164i,-0.066994-0.025845i,-0.04316-0.01407i,-0.017908-0.0052943i,-0.0071806-0.0023371i,-0.0046744+0.0021212i,-0.0038494+0.0048469i,-0.002793+0.0035813i,-0.00078934+0.0010426i,0.00085219-0.001775i,0.00088001-0.0034749i,0.00090433-0.0029652i,0.00081184-0.0024363i,0.00072415-0.0028249i,0.00070345-0.0021204i,0.00037391-0.00048129i,0.00057158+0.00067125i,0.00099399+0.0011901i,0.001402+0.00050134i,0.00080618-0.00038438i,6.6364e-05-0.00030042i,-0.00082978-0.00091265i
-0.0067151+0.037766i,-0.030277+0.057351i,-0.03809+0.058693i,-0.021511+0.036193i,-0.0067894+0.012754i,-0.0026357+0.0028072i,0.0014904+0.0019675i,0.003565+0.0030881i,0.002638+0.00287i,0.00030239+0.00091911i,-0.0022628-0.00082092i,-0.0030112-0.0013376i,-0.0027188-0.0019115i,-0.002551-0.0026263i,-0.0026834-0.0027378i,-0.002112-0.0019393i,-7.6475e-05-0.00056099i,0.0016597+0.00031379i,0.0018375+0.00064162i,0.0011253+0.00077867i,0.00028511+0.00034121i,-0.00019732-0.00026972i,-0.00014188+0.00040793i
0.036179+0.020115i,0.049006+0.046661i,0.048077+0.053726i,0.031206+0.031787i,0.011458+0.011807i,0.0019854+0.0035144i,0.00188-0.0023647i,0.0032058-0.0042179i,0.0032342-0.0026727i,0.00085659-0.001306i,-0.0019859+0.00036559i,-0.0032208+0.0014342i,-0.00357+0.0011358i,-0.0032015-0.00029932i,-0.0026619-0.00041416i,-0.0015669+0.00061438i,-0.00015054+8.7697e-05i,0.0010129-0.0014594i,0.0018932-0.0017165i,0.0008835-0.0010655i,-0.00051188-0.00045919i,-0.00023648+0.00017419i,0.0005286+0.00052921i
0.032048-0.029061i,0.061245-0.034258i,0.067267-0.030882i,0.041811-0.019595i,0.017273-0.0065684i,0.006012-0.00071496i,-0.0005688-0.0026883i,-0.0021459-0.0041336i,-0.00045017-0.0030343i,-3.9326e-05-0.00059567i,4.058e-05+0.0023106i,0.00061897+0.0039375i,0.00089302+0.0033719i,0.00010025+0.0022314i,3.3512e-05+0.0022664i,0.00030431+0.0018172i,-0.00066363-3.8613e-05i,-0.0018939-0.0018594i,-0.0016937-0.0019301i,-0.00072059-0.00064079i,-0.00046679+0.00056124i,-0.0004511+0.0010769i,0.00018487+0.00036859i
-0.019033-0.044637i,-0.017074-0.073199i,-0.011761-0.077054i,-0.0076027-0.048704i,-0.0014477-0.020131i,0.00076914-0.0072227i,-0.0030656-0.0014077i,-0.0049195+0.00044773i,-0.0033615+0.00027268i,-0.00081418+0.001532i,0.0014882+0.0020753i,0.0035393+0.0013952i,0.0038992+0.0012353i,0.0027608+0.001511i,0.0021598+0.00079607i,0.0015789-0.000298i,0.00021896-9.5768e-05i,-0.0017084+0.00063878i,-0.0025858+0.0007096i,-0.00097662+0.00040606i,-0.00015984+0.00010866i,0.0002513-0.00030845i,0.00015265-0.00063834i
-0.045196+0.0056219i,-0.071782-0.0043832i,-0.071897-0.01194i,-0.041654-0.011208i,-0.014665-0.009946i,-0.0054329-0.00663i,-0.0024223+0.0001416i,-0.0013267+0.0033307i,-0.00073908+0.0029862i,0.00069802+0.0014194i,0.0015409-0.001129i,0.0015276-0.0038899i,0.0013733-0.0047138i,0.0013629-0.0032322i,0.00153-0.0012995i,0.0006409+0.00012567i,-0.00055165+0.0013957i,-0.00099155+0.0029536i,-0.00057052+0.003143i,-0.00034573+0.0013395i,-0.00010231-1.477e-06i,-0.00042136-0.00015009i,-0.0015172-0.00055805i
-0.012146+0.050795i,-0.026342+0.07172i,-0.031652+0.068867i,-0.021453+0.040347i,-0.011961+0.012818i,-0.0061545+0.0021686i,0.0013251-0.0003308i,0.0033279-0.0016208i,0.0013381-0.00094618i,0.00011756-0.0011593i,-0.0011742-0.0022443i,-0.0024646-0.0032865i,-0.0032927-0.0039421i,-0.0027533-0.0039931i,-0.0012891-0.0030168i,-0.00048682-0.0014195i,-0.00020844-8.2217e-05i,0.00134+0.0015296i,0.0021007+0.0015503i,0.0013638+0.00030811i,0.00034293-0.00011784i,-0.00022126+0.00046698i,0.00035373+0.0010009i
0.04481+0.026294i,0.063359+0.046525i,0.060157+0.048192i,0.033553+0.029282i,0.0083069+0.014188i,0.00072688+0.0060906i,0.0014074-0.0012683i,0.001592-0.0033951i,0.0011052-0.0025384i,-0.00011301-0.001527i,-0.0021435+7.5798e-05i,-0.0035571+0.0012792i,-0.0039647+0.001122i,-0.0040982+0.00051096i,-0.0035616-0.00029911i,-0.0015833-0.00068816i,0.00067608-0.00071299i,0.0020643-0.0012992i,0.0017941-0.0018632i,0.00044665-0.0018034i,0.0006826-0.0012866i,0.00073316+0.00014241i,-0.00018064+0.00061842i
0.041465-0.039354i,0.063776-0.052617i,0.063383-0.046093i,0.038766-0.023144i,0.017002-0.0028202i,0.0071777+0.0024664i,-0.00047429-0.00053548i,-0.003446-0.0012529i,-0.001504-5.6634e-05i,-0.00016241+0.001159i,0.00092527+0.0026221i,0.0019314+0.0045421i,0.0022002+0.0055605i,0.00072686+0.0050884i,-0.00064937+0.0033869i,-0.00090833+0.0014409i,-0.0011522-0.00048099i,-0.0013333-0.0017808i,-0.0011522-0.0022501i,-0.00025034-0.0010723i,-7.4815e-05-5.4264e-05i,-0.0005582+0.00022233i,-0.00020594+0.0005796i
-0.021749-0.052848i,-0.028118-0.078712i,-0.023663-0.077425i,-0.0099129-0.047839i,0.004939-0.020927i,0.0067728-0.0076235i,0.00055993+0.00051977i,-0.0015359+0.0027075i,-0.00034481+0.0016812i,0.001733+0.0015458i,0.0034386+0.0016694i,0.0043484+0.0016762i,0.0044251+0.0013395i,0.0025039+0.0017223i,0.00041349+0.0023109i,-0.00034062+0.001669i,-0.0013483+0.00067576i,-0.0024301+0.00022164i,-0.0018194+0.00084631i,-0.00019716+0.00090101i,0.00084639+0.00052978i,0.0011354+0.00071204i,0.00081969+0.00030168i
-0.058658+0.0044501i,-0.084827+0.0061009i,-0.078984+0.0033173i,-0.044189-0.0039632i,-0.014904-0.011453i,-0.0040258-0.0094783i,0.0010437-0.0021395i,0.0035465+0.00025077i,0.0025224-0.00061706i,0.0019221-0.0015239i,0.0022548-0.0024858i,0.0035471-0.0035642i,0.0040253-0.0043495i,0.0026125-0.003506i,0.0026718-0.0021916i,0.0023956-0.0015629i,0.00026094-9.9762e-05i,-0.00090249+0.001627i,-0.00043001+0.0025918i,0.00032238+0.0023914i,0.00028513+0.001016i,-0.00033331-0.00046627i,-0.00069027-0.00030565i
-0.015363+0.059418i,-0.019669+0.085158i,-0.019103+0.079209i,-0.015308+0.043623i,-0.014173+0.011183i,-0.0093503-0.00087461i,-0.00034305-0.0042471i,0.0021289-0.0050073i,-1.2987e-05-0.0039899i,-0.0014021-0.0035779i,-0.0019824-0.0034768i,-0.0025871-0.0043295i,-0.003115-0.004713i,-0.002677-0.0039859i,-0.0015344-0.0040749i,-2.4637e-05-0.0035611i,0.00069352-0.00085213i,0.00080388+0.0012636i,0.00075964+0.0021372i,0.0013426+0.0022577i,0.0011016+0.0017876i,-0.00037635+0.0013415i,-0.00085971+0.0012909i
0.049095+0.032252i,0.076262+0.044449i,0.073282+0.04087i,0.040065+0.026132i,0.0091163+0.017166i,-0.0015548+0.010254i,-0.0033406-5.3288e-05i,-0.0042206-0.0043626i,-0.0038122-0.0022989i,-0.0038596-0.00027033i,-0.0035281+0.0010236i,-0.0037868+0.0016436i,-0.0054538+0.0017668i,-0.0057285+0.0015398i,-0.0042381+6.5861e-05i,-0.0020563-0.00042021i,-0.00039538-0.00034221i,0.00048463-0.001127i,0.00068985-0.0016558i,0.00059233-0.0015539i,0.00043705-0.00093586i,0.00044872-0.00031832i,0.00010601+8.8247e-05i
0.050244-0.034958i,0.067565-0.060355i,0.060613-0.059004i,0.038667-0.0302i,0.022174-0.0031801i,0.011177+0.0046311i,-0.00109+0.0027993i,-0.0058056+0.0027762i,-0.0037178+0.0036395i,-0.0024376+0.0044768i,-0.0016442+0.0050306i,-0.0013351+0.0056062i,-0.00074016+0.0058108i,-0.00037083+0.0049555i,-0.000585+0.0035446i,-0.00096982+0.0017262i,-0.0015168+0.00037965i,-0.00081853-0.0010353i,-0.00035837-0.0013739i,-0.00075648-0.00050043i,-0.0011856+0.0001685i,-0.00068075+0.00010472i,0.00045326-0.00024678i
-0.023591-0.057497i,-0.039289-0.080813i,-0.038291-0.075818i,-0.017282-0.047306i,0.0045448-0.024014i,0.008047-0.01202i,0.0030173-0.00089468i,0.0021245+0.0052821i,0.0024097+0.0057348i,0.0025806+0.0048529i,0.0035158+0.0030151i,0.0039997+0.0019693i,0.0044165+0.0020289i,0.0036751+0.0023147i,0.0017327+0.001778i,0.00099851+0.001381i,0.00022423+0.00091412i,-0.0014478-5.6235e-05i,-0.001863+4.8298e-05i,-0.0014578+0.00068716i,0.00020375+0.00042784i,0.0018929-0.00015757i,0.0014934-0.00092459i
-0.057205-0.00040202i,-0.090058+0.010117i,-0.084484+0.015672i,-0.048237+0.0028618i,-0.020412-0.014365i,-0.0089728-0.014495i,0.0011152-0.005377i,0.006924-0.0020139i,0.0052632-0.002254i,0.0038065-0.0027991i,0.0034807-0.0026179i,0.0038145-0.0031131i,0.0038196-0.0051459i,0.0030181-0.0044177i,0.0026313-0.0021231i,0.0019405-0.0020878i,0.00062445-0.0011718i,0.0002023+0.0011033i,0.00043547+0.0014736i,0.00064844+0.00082295i,0.000551+0.00013142i,0.00024718+4.691e-05i,-0.00021491-0.00056217i
-0.022278+0.063616i,-0.013823+0.090632i,-0.0035163+0.083921i,-0.0058021+0.048487i,-0.014437+0.017991i,-0.012169+0.0044459i,-0.0022551-0.00407i,0.00063038-0.0081438i,9.607e-05-0.0069743i,-8.5935e-05-0.0056889i,-0.00058038-0.0046244i,-0.00090063-0.0045146i,-0.002399-0.0050813i,-0.0027947-0.0046909i,-0.0018075-0.003936i,-0.0010328-0.0026775i,-0.00024406-0.001233i,0.00062118-0.00016934i,0.0011005+0.0001131i,0.001699+0.00014952i,0.0010224+0.00017043i,-0.00047931+0.00042746i,-0.00066853+0.0010514i
0.047316+0.033279i,0.079993+0.041776i,0.082359+0.032045i,0.049197+0.020815i,0.016658+0.020384i,0.0035177+0.014712i,-0.0040831+0.0026286i,-0.0082398-0.0025174i,-0.0073454-0.0022982i,-0.0060252-0.0012467i,-0.004932+0.0002175i,-0.0051825+9.8114e-05i,-0.0064991-0.00032482i,-0.0061972-0.00019578i,-0.0046787-0.00056382i,-0.0035924-0.00050026i,-0.002417-0.00098191i,-0.00011455-0.0020269i,0.00054272-0.0017532i,-2.0109e-05-0.00055068i,-4.0784e-05-5.1509e-05i,0.00022686+0.00026766i,0.00027161+0.00094122i
0.050773-0.031007i,0.063423-0.065161i,0.052214-0.07072i,0.035014-0.03977i,0.026339-0.009215i,0.016543+0.0015387i,0.0018415+0.0044522i,-0.0048002+0.0065709i,-0.0045012+0.0054094i,-0.0037426+0.0045112i,-0.0024545+0.0046135i,-0.0014731+0.0044154i,-0.0010252+0.0046665i,-0.00093262+0.0042964i,-0.0011175+0.0036927i,-0.0013773+0.0024306i,-0.0019158+0.00035412i,-0.0019375-0.00066777i,-0.00094697-0.00033845i,-0.00039916+0.00029999i,-0.00061689+0.00055614i,-0.00023912+0.00015198i,0.0004516-0.0005487i
-0.018248-0.05681i,-0.04062-0.078776i,-0.049399-0.071671i,-0.029283-0.047976i,-0.00272-0.03223i,0.0046505-0.020619i,0.0039636-0.0044785i,0.0048433+0.004856i,0.0048165+0.0057073i,0.0044225+0.0047496i,0.0040489+0.0032544i,0.0033936+0.0037085i,0.0042266+0.0045548i,0.0044624+0.0038064i,0.0036855+0.0035323i,0.0029734+0.0024615i,0.0012943+0.0014699i,-0.00062396+0.0017146i,-0.0013686+0.0013469i,-0.0013602+0.00126i,-0.00099077+0.0008655i,0.00039197-0.00067943i,0.00055234-0.001092i
-0.052125-0.0041626i,-0.083822+0.014354i,-0.078812+0.029672i,-0.047918+0.014511i,-0.027363-0.00893i,-0.016126-0.013534i,-0.0023568-0.0085591i,0.0054421-0.0051516i,0.0058412-0.0023341i,0.0059839-0.00081711i,0.00565-0.0012314i,0.0050693-0.0014881i,0.0054581-0.0028957i,0.004863-0.0036434i,0.0042312-0.0023555i,0.0032292-0.0016403i,0.001431-0.00042578i,0.00035939+0.0015466i,6.2033e-05+0.0017224i,2.8423e-05+0.00084343i,-0.00011899+0.00042029i,-4.7057e-06-0.00015017i,-0.00067594-0.00041077i
-0.020326+0.053063i,-0.0079214+0.081556i,0.0083475+0.07918i,0.0019074+0.049962i,-0.015231+0.025371i,-0.017165+0.01357i,-0.0085714+0.00099309i,-0.0034477-0.0064208i,-0.00075567-0.0069034i,-0.0006224-0.0073848i,-0.0019128-0.0058782i,-0.0016922-0.0044073i,-0.0014831-0.0047765i,-0.0019506-0.0045859i,-0.0014296-0.0047932i,-0.00072571-0.0043881i,0.00036114-0.0027773i,0.0011243-0.00044716i,0.0010498+0.00062081i,0.0012585+1.4792e-05i,0.0012827-0.00053557i,9.4429e-05-0.0003732i,-0.0014391-1.3567e-05i
0.04089+0.027986i,0.074327+0.029553i,0.082894+0.01446i,0.054604+0.010311i,0.024932+0.020877i,0.010135+0.020198i,-0.0023139+0.0078809i,-0.0078803+0.00024521i,-0.0062147-0.0021536i,-0.0051524-0.0026141i,-0.0035696-0.00199i,-0.0031793-0.0017843i,-0.0049539-0.0015203i,-0.0056675-0.0011456i,-0.0052954-0.0011079i,-0.004349-0.0012517i,-0.0022303-0.0009649i,-0.00051529-0.001525i,0.00011691-0.0012979i,-0.00032944-0.00072059i,-0.00027494-0.00048586i,0.00097933+0.00074422i,0.0016591+0.0019076i
0.045556-0.023839i,0.052408-0.061823i,0.036122-0.074731i,0.023693-0.047651i,0.027238-0.018085i,0.023285-0.0065772i,0.0068794+0.00073144i,-0.0017934+0.0069884i,-0.0035297+0.0066272i,-0.0039798+0.0048711i,-0.0022259+0.0042638i,-0.002021+0.004283i,-0.0033273+0.0047455i,-0.0032872+0.0043713i,-0.0033132+0.0035098i,-0.0025851+0.0027825i,-0.0013276+0.0011061i,-0.00081643-0.0012989i,-0.0011809-0.0019311i,-0.0014446-0.0013779i,-0.00043198-0.0002044i,0.00081904+0.001091i,0.0018964+0.00053231i
-0.014221-0.044222i,-0.040655-0.059538i,-0.055217-0.051178i,-0.033554-0.03865i,-0.0044669-0.036345i,0.0050428-0.028614i,0.0069176-0.0099012i,0.0069043+0.00065851i,0.0026532+0.003099i,0.0010925+0.0042757i,0.002301+0.0041004i,0.0029727+0.0048907i,0.0032353+0.0046999i,0.0031196+0.0040465i,0.0029243+0.0038301i,0.0023762+0.0025444i,0.0015871+0.00065875i,-0.00067515+0.00016834i,-0.0020886+0.00055476i,-0.0010225+0.00054453i,-0.00027412+0.00041867i,0.00061734-0.00066469i,0.0012594-0.0023572i
