-0.0052664+0.0020483i,-0.0033761+0.0020638i,-0.0032391+0.0015838i,-0.0027181+0.00015773i,-0.001935+0.00063441i,-0.0016749+0.0022771i,-0.00056357+0.0023871i,0.00090307+0.002099i,0.0017855+0.0014174i,0.0019649+0.00065449i,0.0011791+0.00021396i,0.00048219-0.00047744i,0.00087965-0.00097941i,0.00027317-0.0012556i,-0.00056534-0.0013412i,-0.00070833-0.00027937i,-0.00072136+9.5209e-05i,0.00034923+3.2446e-05i,0.00059933+0.00015371i,1.4667e-05-0.00065927i,-7.3322e-05-0.00093147i,-0.00052965-0.00035684i,-0.00064467-3.6714e-05i
0.0052149+0.024779i,0.007456+0.01891i,0.014375+0.00052913i,0.016777-0.013185i,0.011435-0.013305i,0.0052247-0.0085887i,0.0010487-0.0055287i,-0.0017436-0.0028246i,-0.0026145-0.0017832i,-0.0019109-0.001673i,-0.00065165-0.0014411i,0.00052819-0.0023316i,0.0006206-0.0023517i,0.00032188-0.00076879i,0.00042833-0.00013531i,0.00011612-0.00036841i,8.2222e-06+2.808e-05i,0.00014355+0.00048705i,9.2329e-05+0.000371i,0.00017285+0.00029501i,-1.4569e-05+0.00039659i,0.00011075+0.00068006i,0.00096708+0.00053477i
0.026315+0.0049795i,0.021152+0.002283i,0.0060475-0.01212i,-0.0052575-0.020699i,-0.0060374-0.016472i,-0.0042754-0.0096376i,-0.0042063-0.0047606i,-0.0039114-0.0017546i,-0.0033147-0.00022773i,-0.0028221+0.001125i,-0.0022692+0.0015541i,-0.0017149+0.00029344i,-0.0015102-0.00051783i,-0.001166-0.00079931i,0.00024534-0.00070611i,0.00082384-0.00054303i,-3.8514e-05-0.00030805i,-0.00035221-0.00016654i,0.00051727-0.00014358i,0.0008198-0.00013264i,0.00077168+0.00034976i,0.00096167-4.1507e-05i,0.00091694-0.0015404i
0.013351-0.020662i,0.0098216-0.016592i,-0.0074959-0.0068599i,-0.018403+0.00064075i,-0.014933+0.0017282i,-0.0092213+0.00045057i,-0.0058049+0.00012446i,-0.0026971+0.0008405i,-0.00081609+0.0016504i,0.00028885+0.0024272i,0.00096803+0.0026517i,0.00031549+0.0016311i,-0.00095471+0.00096458i,-0.00064345+0.00041401i,-0.00027254-0.00057974i,-0.00057815-0.0011488i,-0.0010285-2.6133e-05i,-0.00072634+0.00097776i,0.00048222+0.00076299i,0.0011156+0.00030176i,0.00073236-0.0003903i,-0.00045011-0.0011229i,-0.00093618-0.0012054i
-0.013112-0.020964i,-0.008895-0.016336i,-0.0042941+0.0029851i,-0.001038+0.014842i,0.00013632+0.012745i,-0.0014912+0.008023i,-0.0012141+0.0050628i,0.00054273+0.0027084i,0.0014232+0.0014338i,0.0020297+0.0006i,0.0021988+6.5303e-05i,0.0013904+0.0005327i,0.00052158+0.0012862i,-0.00046665+0.0013416i,-0.0010482+0.00044816i,-0.00032462+3.7641e-05i,0.00025289-0.00033432i,-0.00043333-0.00027008i,-0.00067222+0.00082199i,0.00011681+0.00064372i,-0.0002336-0.00013369i,-0.00078753-0.00028549i,-0.00080159-0.00050867i
-0.025972+0.0064365i,-0.018757+0.002145i,0.0038249+0.0017099i,0.018152+0.0022004i,0.015226+0.0015192i,0.0082768+0.0021043i,0.0048331+0.0010937i,0.0029151-0.00078715i,0.001921-0.0018775i,0.0014512-0.0024708i,0.001025-0.001837i,0.0011458-0.00071326i,0.0018089+6.7279e-05i,0.0011538+0.00039596i,-0.00059805+0.00096445i,-0.0012797+0.00096111i,-0.00057396-8.7621e-05i,0.00022216-0.00042675i,0.00049292+5.595e-05i,0.00029746+0.00044212i,-0.00055085+0.00047575i,-0.0009889+0.0010198i,-0.001041+0.0014486i
-0.0020454+0.025944i,-0.0036362+0.018204i,0.0026093-0.0030493i,0.007778-0.016588i,0.0055141-0.014488i,0.0031626-0.0088726i,0.0022235-0.0061851i,-8.9166e-06-0.0046975i,-0.0018786-0.0035639i,-0.0021291-0.0024073i,-0.0011257-0.0019126i,0.00042024-0.0017845i,0.0011774-0.0011409i,0.00090613-0.0001216i,0.00073757+0.0010714i,0.0006918+0.001345i,0.00047041+0.00096312i,0.00032523+0.00061297i,-0.00018186+0.0003592i,-0.0010435+0.00068386i,-0.0011433+0.0019116i,-9.6664e-05+0.0019978i,0.00082619+0.001132i
0.024265+0.013197i,0.015207+0.011714i,-0.0026396-0.0024869i,-0.013028-0.011847i,-0.011323-0.010546i,-0.0062812-0.0075452i,-0.0050181-0.0040289i,-0.0040177-0.001616i,-0.0030195-0.0010363i,-0.003644+2.4909e-05i,-0.002962+0.00048313i,-0.0012741-0.00014837i,-0.00085654-0.00085725i,-0.00036786-0.0014078i,0.00053754-0.0012548i,0.00097979-0.00060929i,0.00073357-0.0001053i,0.0005206+0.00040965i,0.00053048+0.00034282i,0.0010112+0.00019585i,0.0018196+0.00011331i,0.0015379-0.00029152i,0.0010289-0.00038398i
0.020349-0.019578i,0.01654-0.010785i,-0.0011873+0.0028691i,-0.013394+0.0095159i,-0.011519+0.0077033i,-0.0071148+0.0027632i,-0.005467+0.00012206i,-0.0043869+0.00039582i,-0.0033953+0.0013771i,-0.001792+0.0022557i,-0.00050862+0.0031731i,-0.0006686+0.00235i,-0.00143+0.00093221i,-0.0013957-0.00021131i,-0.00084925-0.0016657i,-0.00057374-0.0017889i,-0.00023612-0.0007231i,0.0004875-0.0001018i,0.00040026+0.00024421i,-0.00023017+0.00061542i,-0.00052609+0.00058531i,-0.00082102-0.00019211i,-0.00079313-0.00032994i
-0.010996-0.025667i,-0.0023319-0.020434i,0.0060699+0.0015292i,0.0094476+0.015902i,0.0074841+0.012928i,0.0025285+0.0066218i,-0.00018962+0.0043715i,-0.00050545+0.003674i,0.0008038+0.0028795i,0.0028707+0.0018008i,0.0029074+0.0012214i,0.0013781+0.00095885i,-0.0001459+0.00036822i,-0.0017263-0.00028504i,-0.001675-0.00065606i,-0.0012871-0.00060708i,-0.0011539-0.00039233i,-0.00067774-0.00043404i,0.00030301-0.0011038i,0.001042-0.001623i,0.00024767-0.00068531i,-0.00083064+0.00013954i,-0.0011782+0.0011728i
-0.031387-0.0012358i,-0.022138-0.0073171i,0.0019986-0.0084443i,0.017175-0.0065177i,0.0149-0.0043241i,0.0076083-0.0013706i,0.0038993-0.00046444i,0.0032361-0.00072428i,0.0027988-0.00092099i,0.0021216-0.001595i,0.0010245-0.002401i,0.00021203-0.00163i,0.00050057+0.00011506i,0.00033991+0.0014124i,-0.00025648+0.0015896i,-0.00053621+0.00052991i,-0.00015615-0.0008377i,0.00011319-0.00054585i,0.00014169+0.00042225i,-0.00020062-0.0001046i,-0.00019603-0.00020221i,-0.00032341+0.00057606i,-0.00014278+0.00042872i
-0.013091+0.029851i,-0.016259+0.018489i,-0.0090247-0.0060473i,-0.00095263-0.020308i,0.0013679-0.016684i,0.0020042-0.009076i,0.0021941-0.0052817i,0.0010701-0.0038783i,0.00022608-0.0034732i,-0.00065581-0.0030774i,-0.00081194-0.0013735i,0.00011367-0.00045901i,0.00034067-0.00053946i,0.00092797+0.00019575i,0.0013208+0.001094i,0.00050144+0.00073714i,-0.00050838+0.0001146i,-0.0012571-0.00032837i,-0.00092544-0.00060692i,-0.00022818-0.00054441i,0.00015961-0.00012892i,0.00064864+0.00057343i,0.00061726+0.00063747i
0.024613+0.023038i,0.012767+0.022662i,-0.0077479+0.0080858i,-0.01896-0.0034269i,-0.014607-0.0045394i,-0.0068521-0.0040579i,-0.0036929-0.0042098i,-0.0022058-0.0035673i,-0.0024227-0.0027494i,-0.0034621-0.00073397i,-0.0027777+5.6708e-05i,-0.00087988-0.00095606i,0.00017023-0.0018248i,0.00046347-0.0019635i,0.0014237-0.00038583i,0.001689+0.00069882i,0.00042769-0.00016838i,-0.00011663-0.0011116i,-0.00034493-0.00049687i,-0.0004198+0.00025084i,0.00032266+0.00022048i,0.00092294-0.00053788i,0.0010851-0.0011978i
0.03041-0.015194i,0.026386-0.0043616i,0.0064035+0.010418i,-0.0074673+0.017042i,-0.0077551+0.013363i,-0.0045079+0.0053412i,-0.002999+0.0013796i,-0.0025633+0.00064253i,-0.0025324+0.00045525i,-0.0022223+0.0017968i,-0.0012458+0.0023885i,-0.00056028+0.0004102i,-0.00057423-0.0005678i,-0.001408-0.00044248i,-0.0018142-0.0013718i,-0.001102-0.0013525i,0.00098266-7.0925e-06i,0.0020288+0.0010294i,0.0010686+0.0012288i,0.00039009+0.00098122i,4.9041e-05-0.00026091i,-0.00038615-0.0013998i,-0.0010176-0.00061487i
-0.00095962-0.037155i,0.0068958-0.029014i,0.014309-0.0049183i,0.015373+0.0098814i,0.010671+0.0082744i,0.0035741+0.0044728i,0.00051176+0.0030927i,0.00032147+0.0018129i,0.00022475+0.002107i,0.000418+0.0028582i,0.0013406+0.0022644i,0.0013957+0.0011589i,0.00054946+0.00090439i,-0.00084189+0.0011426i,-0.0020253+0.00038675i,-0.0023186-0.0012024i,-0.0011747-0.0015278i,0.00028396-0.00082843i,0.00090547-7.4876e-05i,0.00055523+0.00028592i,-0.00081221+9.719e-05i,-0.0018678-0.0007433i,-0.0021143-0.00013274i
-0.036343-0.010208i,-0.02506-0.017972i,0.00076318-0.019319i,0.01604-0.015357i,0.013114-0.0099178i,0.0058779-0.0044865i,0.0022469-0.0015906i,0.00094654-0.00059607i,0.0015338+0.00011628i,0.0028806+0.00072355i,0.0029683+0.00083603i,0.0014452+0.00023782i,-0.00014037+0.00013716i,-0.0010158+0.00054395i,-0.0016964+0.00084205i,-0.0016056+0.00068102i,-0.00054604+0.00019981i,-0.00016472-0.00012678i,6.1538e-05-0.0001488i,0.00041162+0.00024493i,0.00056075+0.0010058i,0.00029252+0.0011837i,3.1104e-05+0.0011468i
-0.023396+0.029305i,-0.026883+0.01655i,-0.02044-0.0080923i,-0.011966-0.020991i,-0.0071194-0.016618i,-0.0030085-0.0085519i,-0.00076491-0.0044063i,-0.00052279-0.0025032i,6.9418e-05-0.0026776i,0.00026862-0.0032664i,-0.0001164-0.0027118i,0.00026592-0.0018816i,0.00059822-0.0010872i,0.00061215-9.1152e-05i,0.00024213+0.00043091i,-9.0849e-06+0.00054251i,-0.00039846+0.00089031i,-0.00095266+0.00065939i,-0.00067651-0.00048199i,-0.0002214-0.00064465i,0.00029211+0.0004145i,0.0011081+0.0012027i,0.0013695+0.00055978i
0.020833+0.034833i,0.0085722+0.032793i,-0.012452+0.018063i,-0.021198+0.0050076i,-0.015509+0.0015792i,-0.0074339+0.0010677i,-0.0039056-0.0010544i,-0.0018897-0.0023517i,-0.00099635-0.0027996i,-0.0022256-0.0022181i,-0.002479-0.0014111i,-0.0011023-0.0012385i,-0.00018791-0.0020416i,0.00032784-0.0024478i,0.00043961-0.0014161i,0.00055471-0.00022457i,2.9282e-05+0.00019437i,-0.0005094+0.00028835i,-0.00057178+0.00059622i,-0.00086094+0.00037318i,-0.00097862-0.00050217i,0.00077418-0.0011495i,0.0014232-0.0013046i
0.039409-0.0060836i,0.035418+0.0046326i,0.016742+0.019969i,0.001874+0.024599i,-0.00040081+0.016967i,0.00066565+0.008072i,-4.5212e-05+0.0033849i,-0.0013688+0.0004824i,-0.0022252-2.4635e-05i,-0.0013705+0.0014063i,0.00017428+0.0022066i,0.00064371+0.0013196i,0.0001006+0.00010282i,-0.0011142-0.00080207i,-0.0012133-0.0012544i,0.00015781-0.00083377i,0.00077357-0.00030766i,0.00054611-3.5375e-05i,6.9006e-05+0.00050138i,-0.00048931+0.00058568i,-0.0003407-0.00025816i,-0.00032055-0.0016253i,-0.0010142-0.0021224i
0.0095983-0.04151i,0.018434-0.0352i,0.02747-0.012172i,0.027443+0.0028695i,0.019275+0.0016593i,0.0093516-0.00085029i,0.0029597-0.00042565i,0.00060882+0.00025902i,-0.00046889+0.0010468i,5.4497e-05+0.0012833i,0.0010672+0.0010206i,0.00073465+0.0010822i,-0.00082678+0.0014064i,-0.0023964+0.0014462i,-0.0023112+0.00081936i,-0.0015268-0.00026403i,-0.00090925-0.0013674i,0.0003611-0.0013758i,0.001369-0.00040514i,0.00087454+0.00047906i,-0.00096949+0.00074561i,-0.0027643+0.0010711i,-0.0029614+0.0014721i
-0.034055-0.025462i,-0.02428-0.031259i,-0.00048793-0.032645i,0.012078-0.028718i,0.0092958-0.020531i,0.0037623-0.011432i,0.00071906-0.0053046i,-0.00024486-0.0016274i,0.00026869+0.00041578i,0.0011957+0.0009495i,0.0017784+0.00042087i,0.0015927-0.00034757i,0.0010408-0.00028825i,0.00016949+0.00050129i,-0.0010227+0.00092972i,-0.00095884+0.00097216i,-0.00080024+0.00089382i,-0.00055385+2.3917e-05i,0.00030677-0.00041276i,0.00017507+0.0003433i,-0.00056417+0.0012325i,-7.74e-05+0.0021461i,0.00035266+0.0020738i
-0.034781+0.025372i,-0.037836+0.013926i,-0.030175-0.0099444i,-0.021315-0.022521i,-0.014981-0.01743i,-0.0087941-0.0081452i,-0.0046572-0.0028793i,-0.0023723-0.0010504i,-0.0004438-0.0006818i,0.00067109-0.0011806i,0.0011197-0.0011339i,0.001417-0.00049854i,0.0012172-0.00075507i,0.0017446-0.00082124i,0.0014218+0.00012533i,-7.6108e-05+0.0005274i,-6.5309e-05-0.00016881i,0.00010842-0.0014024i,9.6665e-05-0.0016841i,7.0121e-05-0.0013026i,-0.00021515+0.00042491i,0.00074741+0.0014419i,0.0023677+0.00030816i
0.0094091+0.04171i,-0.00040617+0.042968i,-0.018717+0.030601i,-0.025908+0.018107i,-0.018236+0.011716i,-0.0092799+0.0070849i,-0.0041822+0.0036756i,-0.0013348+0.0011217i,-0.0001043-0.00074382i,-0.00091227-0.0006667i,-0.00148-0.00050661i,-0.00085823-0.0011121i,-0.00034193-0.001483i,-0.00040312-0.0022019i,0.00034421-0.0022427i,0.001056-0.0013521i,0.00037247-0.00051305i,-0.00051174+0.00046252i,-0.00056336+0.00044909i,-0.00034197-3.69e-05i,-0.00079033+0.00036141i,-0.00081081+0.00067452i,-1.7063e-05+0.00013325i
0.046005+0.0051906i,0.044978+0.013837i,0.026954+0.02739i,0.011591+0.031093i,0.0074972+0.021228i,0.004953+0.0096836i,0.0017024+0.0040798i,0.00067386+0.0017821i,4.1009e-05+9.3311e-05i,-0.00058228-0.00048597i,-0.00096857+0.00034654i,-0.00090421+0.00047137i,-0.00071438+0.00011977i,-0.0012644-0.00040972i,-0.0015494-0.0013303i,-0.0012584-0.0012319i,-0.00068856-0.0012768i,-0.00014082-0.0002626i,-0.00048643+0.00043635i,-0.00064448-0.00088956i,-0.00049631-0.0013374i,-0.001126-0.0013262i,-0.0011415-0.0013847i
0.021667-0.04091i,0.029824-0.038251i,0.036574-0.018326i,0.034794-0.0042959i,0.025312-0.0036939i,0.014409-0.0042594i,0.0067793-0.0036153i,0.0017731-0.0032943i,-0.00011658-0.0018843i,0.00086083-0.00073375i,0.0009799+0.00056233i,0.00038121+0.0011254i,3.2595e-05+0.00021949i,-0.0019779+0.00039585i,-0.0026962+0.00084776i,-0.0017724+0.00038925i,-0.0015064+0.00059237i,-0.00079431+0.001273i,5.9084e-05+0.00086929i,-0.00024461+0.00033946i,-0.0010611-0.00050776i,-0.0015894-0.00080538i,-0.0013811-0.00033536i
-0.030362-0.032083i,-0.025947-0.040644i,-0.0048835-0.040305i,0.0083216-0.034659i,0.0069819-0.025726i,0.0027454-0.016431i,0.00037255-0.0092828i,-0.0012698-0.0038654i,-0.0006287-0.00050024i,0.0007684+0.00024781i,0.0011662-0.00010703i,0.001293+5.9552e-05i,0.001124+0.0012544i,0.00066542+0.0019639i,-0.0001897+0.0015936i,-0.0010535+0.00088384i,-0.00068424+0.00050556i,0.00017464+0.00073123i,0.00058668+0.00083714i,0.00010661+0.00097304i,-0.00080824+0.0011461i,-0.00041872+0.0012655i,0.00073483+0.0011696i
-0.042221+0.018809i,-0.047279+0.011203i,-0.04085-0.0093126i,-0.03115-0.019717i,-0.022507-0.015967i,-0.014331-0.0096666i,-0.0082617-0.0045608i,-0.0042989-0.00097068i,-0.0019203-0.0002357i,-0.0005076-0.00046921i,-2.8985e-06-0.00047335i,0.00018732-0.00075641i,0.00014606-0.00023257i,2.9427e-05+0.00060834i,0.00029097+0.00096738i,-6.1792e-05+0.0012547i,-9.3574e-05+0.0011611i,-2.2872e-05-0.00014562i,-2.3962e-05-0.0012555i,0.00053982-0.00092199i,0.00043768-1.1941e-05i,0.00082483+0.00015432i,0.0018162-0.00021648i
0.0015555+0.047444i,-0.0061199+0.051712i,-0.020305+0.040035i,-0.024921+0.026822i,-0.01722+0.01819i,-0.0088096+0.010994i,-0.0049858+0.0055433i,-0.001803+0.002254i,-0.00017187+0.00046751i,-0.0007021-0.00031266i,-0.00091293-0.0008388i,-0.0008093-0.0012265i,-9.4751e-05-0.0016538i,0.00056417-0.0017921i,0.00073505-0.0018349i,0.0016762-0.00097397i,0.0015743+8.9468e-05i,0.00012517+0.00013786i,-3.9496e-05+0.00013779i,0.00034399-0.00057495i,0.00041719-0.00068327i,0.00030763-0.0011233i,9.5763e-05-0.0021532i
0.047111+0.014671i,0.047472+0.020512i,0.031227+0.029329i,0.018486+0.030267i,0.012526+0.021005i,0.0068547+0.011593i,0.0035382+0.005584i,0.0017441+0.0022705i,0.00018534+0.0006492i,-0.00059858+0.00035867i,-0.00054349+0.00075794i,-0.00016591+0.00085915i,-0.00081131+0.00015873i,-0.0014249-0.00082888i,-0.00089426-0.0016983i,-8.3924e-06-0.0025666i,-0.0001619-0.0020225i,-0.00096243-0.00099988i,-0.00084639-0.00065697i,-0.0009347-0.00091984i,-0.00092592-0.001648i,-0.00072911-0.0016382i,-0.0012855-0.0013113i
0.030863-0.040205i,0.037515-0.041435i,0.041452-0.026699i,0.037436-0.013754i,0.025853-0.0093418i,0.014094-0.0061447i,0.0070147-0.0042843i,0.003151-0.0035911i,0.00075129-0.001576i,0.00018263-0.00033245i,0.00015915+0.00070839i,0.00018267+0.0010882i,-0.0012788+0.00063934i,-0.0029354-0.00020452i,-0.0025878-0.00084529i,-0.0022899-0.0013945i,-0.0021781-0.0009344i,-0.0015434+8.0808e-05i,-0.00071976+0.0004634i,-6.2349e-05+0.0012316i,-0.00054019+0.0011023i,-0.0017897+0.00039912i,-0.0021844+0.00026491i
-0.024103-0.042579i,-0.025847-0.050184i,-0.011702-0.049643i,-0.0014339-0.042192i,-0.0010222-0.029314i,-0.0010912-0.015949i,-0.0015929-0.0085822i,-0.0027253-0.0048659i,-0.0016493-0.0020613i,0.00039342-0.00099696i,0.0012182-0.001075i,0.00093034-0.0013407i,0.00053544-0.00040226i,5.4869e-05+0.00066703i,-0.00017262+0.00069587i,-0.00057757+0.0009367i,-0.00092897+0.0012744i,-0.00015007+0.00071503i,0.00094546+0.00018899i,0.00070544-0.00029904i,-0.00011093+0.00016709i,-0.00016505+0.001255i,-0.0001033+0.0016371i
-0.048427+0.012498i,-0.054878+0.010329i,-0.048744-0.0030814i,-0.037975-0.0099694i,-0.026237-0.0069673i,-0.014751-0.0045059i,-0.0079975-0.0032321i,-0.0053281-0.000652i,-0.0036358+0.00082316i,-0.0019852+0.00065885i,-0.00034383+5.6549e-05i,-5.9876e-05-0.00053537i,-0.00051862+0.00023277i,-0.00059879+0.00093762i,-0.00031192+0.00072744i,-0.00050314+0.0012153i,-0.00058939+0.0019902i,-0.00017002+0.0014839i,-0.0001135+0.0005821i,0.00065308+0.00026858i,0.0012757+0.00111i,0.0011431+0.0013208i,0.00099719+0.00052453i
-0.0053303+0.047902i,-0.007931+0.055972i,-0.017064+0.047143i,-0.019687+0.034387i,-0.012238+0.02361i,-0.0066813+0.012692i,-0.0047613+0.0062782i,-0.0017946+0.0037007i,-0.00064493+0.0017534i,-0.00039945+0.0012273i,0.00058978+0.00075545i,0.00046217+0.00059672i,-6.0285e-05+0.00086874i,5.2818e-05+0.00014128i,0.00069752-0.0015205i,0.0013701-0.0024919i,0.0015834-0.0013122i,0.00080936-0.00036027i,0.00017787-0.00069596i,0.00060376-0.00080096i,0.0010034-0.00087989i,0.00051457-0.0018073i,0.00029941-0.002518i
0.045051+0.020618i,0.052254+0.025559i,0.041614+0.030405i,0.029448+0.026785i,0.02028+0.015675i,0.010782+0.0084358i,0.005564+0.0048319i,0.0041563+0.0023175i,0.0025251+0.0015573i,0.00065342+0.00095197i,-0.00056934+0.0012615i,-0.0001988+0.0019464i,0.00046026+0.00088291i,-3.3393e-05-0.0011265i,-0.00035586-0.0015665i,0.00026382-0.0017847i,0.00057728-0.002558i,-0.00013019-0.0023556i,4.4513e-05-0.0014911i,0.00055299-0.0011047i,-0.00075661-0.00094311i,-0.0012186-0.00094175i,-0.00082234-0.00066232i
0.033994-0.034545i,0.041517-0.042691i,0.043572-0.034831i,0.037007-0.024815i,0.023633-0.018713i,0.011503-0.011338i,0.0050551-0.0056981i,0.0015606-0.0036648i,0.00028946-0.0018405i,0.00096986-0.0013448i,0.0014199-0.00028397i,0.0016016+0.00065789i,0.00054622-0.00080117i,-0.0015995-0.0016642i,-0.0018841-0.0010479i,-0.0011504-0.0011383i,-0.00074905-0.00115i,-0.00018105-0.00027395i,-0.00058204-8.1265e-05i,-0.001501-0.00049576i,-0.0015257+2.3256e-05i,-0.00051424+0.00090045i,0.00012984+0.0014775i
-0.019579-0.043817i,-0.026775-0.054107i,-0.018527-0.052843i,-0.010278-0.043355i,-0.0086285-0.029391i,-0.0057202-0.016383i,-0.0032056-0.0091364i,-0.0028757-0.0054185i,-0.0015255-0.0025496i,-0.00019872-0.0014355i,1.8358e-05-0.0004084i,0.00067946+6.4976e-05i,0.00082361-0.00047227i,0.00025028+7.2361e-05i,-0.00074781+0.00037854i,-0.0018703+0.00029584i,-0.0022827+0.00022724i,-0.0015241+0.00062796i,-0.00050271+0.00098727i,0.00015747+0.0005505i,0.00043604+0.0010229i,0.00088087+0.0015898i,0.001237+0.0012568i
-0.045732+0.0056807i,-0.057259+0.0085827i,-0.05388+0.0022683i,-0.042567-0.0011992i,-0.02835+0.00040491i,-0.015714+0.00030978i,-0.0084505+9.1366e-05i,-0.0045095+8.2844e-06i,-0.0026564-0.00061642i,-0.0019013-0.00032494i,-0.00071513-1.6634e-06i,-0.00059484-0.0012973i,-0.0013235-0.0013955i,-0.00056849-0.00050036i,0.00017901-5.7691e-05i,0.00084451+0.0007824i,0.0014544+0.0015595i,0.00095074+0.0018861i,0.00054871+0.0015083i,0.00083058+0.00104i,0.0016464+0.0014284i,0.0019181+0.0010966i,0.0015129-0.00022651i
-0.012104+0.045152i,-0.010305+0.059157i,-0.012756+0.054344i,-0.01199+0.041741i,-0.0056632+0.029198i,-0.0014944+0.016508i,-0.0016057+0.008331i,-0.0021643+0.0042994i,-0.0021421+0.0017664i,-0.0016109+0.00017282i,-0.00068295-0.0007362i,-0.0003484-0.0002447i,-0.0005238-2.7873e-05i,-0.00070304-0.00062331i,1.7312e-05-0.00043633i,0.00064966-0.00024433i,0.00051264+0.00044574i,0.00057248+0.00043324i,0.00091862-8.7953e-05i,0.0011744-0.00030716i,0.0010876-0.00099592i,0.00067077-0.0017452i,-0.00038952-0.0022287i
0.043454+0.028543i,0.056707+0.027881i,0.052522+0.025549i,0.040703+0.019438i,0.028456+0.0097236i,0.015273+0.0035367i,0.0071165+0.0012833i,0.0039051+0.0010267i,0.0018196+0.0017203i,0.00080631+0.0015906i,0.00031081+0.00094729i,0.00020912+0.00067541i,-0.0007346-4.1097e-05i,-0.0010623-0.0001809i,-4.9677e-05-0.00047148i,0.0008293-0.0016609i,0.00079327-0.0020722i,0.00064639-0.0014426i,0.00079463-0.0011329i,0.00042393-0.0013769i,-6.4721e-05-0.0011665i,-0.00088007-0.0001911i,-0.0014448+0.00042773i
0.037144-0.031941i,0.044541-0.046036i,0.042949-0.043838i,0.032599-0.03465i,0.019317-0.026715i,0.009085-0.017337i,0.0031062-0.0090058i,0.00031686-0.0042389i,-1.0178e-05-0.0020355i,0.00054583-0.0012433i,0.00080105-0.00021191i,0.00083017+0.00085181i,7.9605e-05+0.00069155i,-0.0011628+0.00096094i,-0.0011601+0.00077024i,-0.0010536-0.0010461i,-0.0013647-0.0022982i,-0.0012843-0.001261i,-0.00119-0.00026655i,-0.0013459-9.3311e-05i,-0.0014384+0.00034968i,-0.00093349+0.0010699i,-0.00035083+0.0019189i
-0.013146-0.044323i,-0.027594-0.056203i,-0.027558-0.053789i,-0.021727-0.04173i,-0.018351-0.027193i,-0.012605-0.014676i,-0.0071688-0.0077052i,-0.0033552-0.0039883i,-0.00071524-0.0016002i,-0.00018858-0.001026i,-0.00012226-0.00049169i,0.00043592-0.00058559i,0.0005895-0.00048725i,0.00028376+0.0010745i,-2.7372e-05+0.0011698i,-0.0012442+0.00012841i,-0.001698+0.00035999i,-0.00075251+0.00074525i,-0.0006386+0.00025832i,-0.00032959+0.0012109i,0.00061149+0.0018894i,0.001363+0.00088825i,0.0015933+0.00014317i
-0.046333-0.0016809i,-0.06168+0.0089381i,-0.058797+0.010314i,-0.044477+0.0086629i,-0.030275+0.0092198i,-0.018255+0.0076091i,-0.0094799+0.0047242i,-0.0044532+0.0021787i,-0.001857-8.0927e-05i,-0.00090611-0.00040429i,-0.00016609-0.00045547i,-0.00014646-0.0011901i,-0.0010009-0.00070634i,-0.00051947-0.00043428i,-0.00036708-0.00045949i,-0.00096992+0.00055708i,-0.00072105+0.0013604i,-0.00013673+0.0012594i,0.00042078+0.0011571i,0.00042843+0.00035104i,0.0003491-0.00055738i,0.00087137-0.0011586i,0.001331-0.0013864i
-0.014393+0.044288i,-0.0069164+0.064527i,-0.0037511+0.06249i,-0.0010691+0.045662i,0.0031456+0.030325i,0.0035577+0.017239i,0.0018767+0.0086345i,0.00027352+0.0034876i,-0.0012621+0.0014747i,-0.0013811+0.0014162i,-0.00081718+0.00067021i,-0.00082511+0.00040879i,-0.00064716-0.00024018i,-0.0004844-0.00081763i,-0.00079387-0.00013114i,-0.00018142+0.00039343i,0.00067449-1.9675e-05i,0.00091712-0.00043804i,0.001128-0.00093525i,0.0006505-0.00056685i,0.00037038+2.2658e-05i,0.00040256-0.00093191i,0.00015104-0.0017925i
0.035189+0.027426i,0.057779+0.023643i,0.059041+0.018724i,0.045654+0.011663i,0.032029+0.0041304i,0.019592+0.00042328i,0.010183-0.0017702i,0.003789-0.0019958i,0.00049453-0.00069874i,0.00019567-0.00062102i,0.00062137-0.00059931i,0.0010575+0.00064276i,0.00081224+0.0010803i,-0.00055308+0.00065881i,-0.0011201-2.3789e-05i,-3.5426e-05-7.1505e-05i,0.00054644-0.00029291i,0.00015169-0.00079415i,-3.2606e-05-0.0011644i,0.00033519-0.0012659i,-0.00027956-0.0012332i,-0.00095669-0.00064569i,-0.0010027+0.00035648i
0.036805-0.026132i,0.04287-0.048293i,0.038099-0.052946i,0.025151-0.043247i,0.013605-0.032665i,0.0062966-0.020793i,0.0023399-0.011026i,0.00064559-0.0051793i,0.00056769-0.0013404i,0.00085107-0.00070663i,0.00091132-0.00023262i,0.0016695+0.00057765i,0.0018857+0.00054203i,0.00093759-0.00041673i,0.00045193-0.00097375i,0.00063041-0.000663i,0.0001528-0.00066813i,-0.00092607-0.00061009i,-0.00093651-0.00060832i,-0.0011469-0.00044411i,-0.0019635-0.00049033i,-0.0018482-0.00017066i,-0.0003365+0.0012013i
