0.002752+0.0006995i,0.0011609-0.0018959i,0.00029207-0.0038199i,0.00028566-0.0037334i,-0.00060008-0.0021885i,-0.0022474-9.4725e-05i,-0.002421+0.00098322i,-0.0005265+0.00093022i,0.0015821-4.4109e-05i,0.0018331-0.00071718i,0.001084-0.00046721i,0.00057131-0.00051782i,0.00097261-0.00088791i,0.00087155-2.1276e-05i,-7.1502e-05+0.00089653i,-0.00048852+0.00050485i,1.9096e-05+6.2763e-05i,0.00067401+3.1993e-05i,0.00047826-0.00017477i,0.0006101+7.6646e-05i,0.00015728+1.1556e-05i,-2.077e-05-0.00011337i,0.00020377+0.00058672i
0.0013573-0.00062986i,0.0020149-0.0014625i,0.0024787-0.0029757i,0.00092813-0.0037559i,-0.00074209-0.0042155i,-0.0014975-0.0028299i,-0.00086697-0.00081174i,-0.0002183-3.795e-05i,-3.3682e-05-0.00033042i,9.8659e-05-0.0009906i,-0.00016614-0.00052769i,-0.00071894+0.00011219i,-0.00086251+0.000409i,-0.00049384+0.00086186i,-4.1869e-05+0.00048041i,0.00022424+0.00011947i,0.00038159+0.00022798i,0.00063576+0.00046868i,0.00025013-0.00010154i,-6.7395e-05-0.00069449i,0.00018134-0.00012896i,0.00059984+2.2421e-05i,0.0007347+0.00041042i
-0.00053371+0.00010046i,2.7321e-05+0.00019865i,0.00057735-0.0006264i,0.00077048-0.0013836i,0.00029489-0.00064564i,7.1617e-05-0.00059802i,-0.00038389-7.708e-05i,-0.00081313+0.00036095i,0.00020196+0.00059056i,0.00069932+0.00079512i,1.6841e-05+4.2114e-05i,-0.00033223+0.00041266i,3.7736e-05+0.00086824i,0.00039527-0.00022628i,0.00030232-0.00053179i,-0.00029317+0.00022957i,-0.00045659+0.00039698i,-0.00044922+7.0564e-05i,-0.0005614+0.00014524i,-0.00046419+0.00017756i,-0.0007047+6.6358e-05i,-0.0010333+0.00051815i,-0.001007+0.0011807i
0.00047011+0.0004547i,0.0013648+0.00105i,0.0020716-0.00022046i,0.0020047-0.0011432i,0.00069363-0.0018107i,-0.00033295-0.0014185i,-0.00087915+0.000175i,-0.00046479+0.0010262i,0.00035134-0.00038526i,-6.3558e-06-0.0017714i,-0.0008343-0.0013872i,-0.0010777-0.0010147i,-0.00026665-0.00087515i,0.00050354-0.00031995i,0.00023201+0.00030682i,-0.00022986+0.00054092i,-0.00037394+0.00098256i,-0.00071006+0.00094876i,8.1494e-05-5.9492e-05i,0.0009356+0.00025542i,0.00012722+0.00068358i,-0.00059699+0.00031139i,-0.00066991+0.00065497i
-0.0029584+0.00056691i,-0.002838+0.0016874i,-0.0035707+0.0035539i,-0.0018844+0.0032869i,7.9953e-05+0.0016102i,0.00094819+0.00047001i,0.00095693+0.00054598i,0.00082912+0.00064638i,0.00055572+0.00031936i,0.00053172+0.00012606i,0.00095646-0.00095023i,0.00091847-0.0011977i,0.00016708-0.00059765i,-0.00045976-5.195e-05i,-0.00087214+0.00011107i,-9.8197e-05+0.00018469i,0.00035451+0.00083503i,8.1029e-05+0.00068565i,-0.00054737+0.00016088i,-0.00026405+0.00029838i,0.00034492+0.00088367i,-0.00039347+0.0010726i,-0.00016311+0.00085613i
-0.0010398-0.0018134i,-0.00065161-0.0017818i,-0.00091839-0.0024062i,-0.00081717-0.0019424i,-0.00053232-0.0013691i,-0.00068631-0.0011289i,-0.00054511-0.00073181i,0.00020849-0.00062419i,0.001213-0.0013753i,0.0016137-0.0016697i,0.0011777-0.00068869i,0.0010243+0.0005094i,0.00054418+0.00088626i,0.00046393+0.00086974i,0.00089031+0.00066296i,0.00089084+0.00088369i,0.00086245+0.00097025i,0.00068033+0.00058181i,0.00052944+9.8361e-05i,0.00049417+2.3673e-05i,0.0001155+0.00037225i,-0.00085316+0.00072489i,-0.00082794+0.00061209i
-0.0016876-0.0013566i,-0.0011939-0.0008238i,-0.0015959-6.5904e-05i,-0.0016147-3.6201e-05i,-0.00035111-4.0832e-05i,0.00020977-5.7378e-06i,-0.00058038-0.00040543i,-0.00040347-0.0002077i,6.4971e-05+0.00037941i,0.00049441+0.00092085i,0.00067959+0.0012302i,0.00099017+0.0011631i,0.0011161+0.00042762i,0.00083041+0.00026011i,-0.00017123+0.00060501i,-0.00080306+0.00025687i,-0.00043103-0.0003102i,-0.00016049-0.00035747i,5.8704e-05-0.00017801i,-5.932e-05-0.00020652i,0.00020339-0.00049894i,0.0004493+4.9819e-05i,-1.5875e-07+0.0010502i
0.00056865+0.0010047i,0.0011449+0.0011038i,0.00090262-8.5651e-05i,3.3581e-05-0.00092687i,0.00014014-0.0013776i,0.00018713-0.00095434i,-6.73e-05-0.00030405i,-0.00028135+0.00048382i,0.00012332+0.0010625i,0.00029691+0.00018367i,0.00018061-0.0006616i,0.00022426-0.00057658i,-0.00032198-0.00023417i,-0.00089845+0.00035884i,-0.00047367+0.00062691i,-2.4924e-05+0.00074685i,-0.00033128+0.00084904i,-0.00076214+0.00031859i,-0.00086085-0.00049219i,0.0001415-0.00091282i,0.0004941-0.00016803i,-0.00081752+0.00050464i,-0.001396-3.1433e-05i
0.00067309-0.00047611i,0.00096396-0.0011807i,0.0015068-0.0020428i,0.0015327-0.0018109i,0.0010119-0.00073002i,9.1933e-05-0.00073074i,-0.0002787-0.0006534i,0.000427+0.00026089i,0.0011553+0.00016586i,0.0011133-0.00084863i,0.00063191-0.00097182i,0.00064778-0.00084743i,0.00071422-0.00034759i,-0.0002927+0.00017865i,-0.00043158+0.00027588i,-0.00031765-0.00017658i,-0.00038926-0.0005263i,-0.0005027+0.00018748i,-9.4217e-05+0.00056384i,0.00088636-6.5649e-05i,0.00086096-0.00020136i,0.00015814+3.043e-05i,1.8887e-05+3.4516e-05i
0.0028102-0.00020625i,0.0023242-0.00030335i,0.0015747-0.0012123i,0.0015943-0.0012579i,0.00055141-0.0016252i,-0.0014748-0.0015387i,-0.0018859-0.00082134i,-0.00093217-0.00022085i,2.1385e-05+2.2161e-06i,-5.087e-05-0.00019932i,-0.00054895+0.0004628i,-0.00074746+0.000388i,-0.00092254-0.00023361i,-0.00013051+0.00050565i,0.00071361+0.00087349i,0.00070674+0.00044087i,0.00015979+0.00035789i,-0.00058689+0.00012765i,-0.00022485-6.3976e-05i,0.0005494+4.3683e-05i,-0.00028276+2.9043e-05i,-0.00062349+1.1575e-05i,-0.00024127+0.00011395i
0.0015386-0.0016193i,0.00064684-0.001108i,-0.00055048-0.001486i,-0.0011626-0.0018315i,-0.0010396-0.0011213i,-0.00090541-0.0007448i,-0.0014977-0.00044121i,-0.0014524+0.00011333i,-0.00085518-0.00012538i,0.00059273-0.00035806i,0.0013709-0.00012688i,0.00029921+8.3061e-05i,-5.5327e-05+9.6911e-05i,0.00044465+0.00038305i,0.00049607+0.00029689i,0.0007722-0.00019007i,0.00098578+0.00024426i,0.00037376+0.00091922i,2.9091e-06+0.00064878i,0.00020402-0.00017253i,0.00065054-0.00061077i,0.00044611-0.0010816i,-7.5427e-07-0.00078266i
0.0011933+0.00032541i,0.0010287-0.00044399i,0.00089657-0.00091342i,0.0011976-0.00080406i,0.0010435-0.0013247i,0.00067987-0.0014059i,0.00016325+0.00022239i,0.00070326+0.0013483i,0.0014941+0.0013457i,0.0011904+0.00040139i,0.0010022-0.00055075i,0.00071237-0.00047585i,-5.2532e-05-0.00039137i,-0.00036056-0.00038562i,4.9157e-05-0.00044068i,0.00049037-0.00042896i,0.00034313+0.00017269i,-8.5816e-05+0.00019583i,-0.0002482+0.00014819i,-0.000175+0.00019545i,-0.00058065-0.00023519i,-0.00058384-2.1402e-05i,-0.0004407+0.00046114i
-0.00051105-0.00060286i,-0.00021855-0.0018178i,0.00036259-0.0020475i,0.00064629-0.001006i,0.00098268-0.0012294i,0.00093663-0.0014648i,-4.2864e-05-0.00070397i,-4.5375e-05-6.2572e-05i,0.00032702+5.1774e-05i,3.6944e-05-0.0005571i,7.2129e-05-0.00066137i,0.00053175-0.00016157i,0.00040158+9.6317e-05i,-0.00013016+0.00045145i,-0.00020871+0.0003704i,-0.00091193-0.00054908i,-0.00078481-0.00036339i,0.00052235+0.00068389i,0.00085722+0.00038794i,0.00088671-0.00045982i,0.0012497-0.00093023i,0.00051966-0.00040997i,-0.00060312-0.00051618i
-0.00057636-0.00066858i,-0.00076584-5.5302e-05i,-0.00047775+0.00077638i,0.00025319+0.0013296i,8.5195e-05+0.00079592i,6.6133e-05+0.000417i,0.00050214+6.7916e-05i,0.00032402+0.00031804i,0.00018944+0.00092171i,0.0010307+0.00095705i,0.00055451+0.00024132i,-0.00051734-0.00030413i,-5.7536e-05-0.00031808i,0.00060708-0.00088463i,0.00020826-0.00078919i,-0.00060811-0.0007863i,-0.00075387-0.00045928i,-0.00061819+0.00053625i,0.00060382+0.00039196i,0.00093741-5.9163e-05i,-0.00039412-6.6131e-06i,-0.00035481+0.00013297i,0.00044615+0.0005444i
0.00065619-0.0014738i,4.2654e-05-0.0016975i,0.00010066-0.0020294i,-0.00039751-0.0023499i,-0.00061222-0.0025663i,-0.00055374-0.001947i,-2.9197e-05-0.00068535i,0.00051311-0.00019435i,0.00057525-0.00029593i,0.00022265-0.00048927i,0.00015564-0.00057296i,0.0001027+0.00015073i,-0.00044206+0.00046974i,-0.0001738-0.00033618i,0.00032361-0.00065571i,0.00032089+4.1305e-05i,-0.00042277+0.0003989i,-0.0008911+0.00075273i,-0.00094839+0.00079897i,-0.00053832+0.00053231i,-0.00029391+0.0010021i,-0.00062684+0.00075464i,-0.00090229-0.00011602i
-0.0012987+0.00018336i,-0.00095156+0.00068846i,-0.001654+0.0010567i,-0.0013615+0.0004123i,-0.00039142+8.4024e-05i,-6.1591e-05-4.6425e-05i,-0.00054127+0.00010359i,3.3367e-05+0.00088967i,0.00061126+0.00081332i,0.00050235+0.00023951i,0.00060049+0.00044533i,0.00015476+1.3648e-05i,-0.00045764-0.00087712i,-0.00031802-0.0011953i,0.0001544-0.0010321i,-0.00045885+6.8818e-05i,-0.0010248+0.0015594i,-0.00029172+0.0018315i,-8.7964e-05+0.0010904i,-0.00026381+0.00054925i,-0.00048196-3.4668e-05i,-0.00012341-0.00013495i,-0.00021371+0.0002683i
-0.00027761-2.221e-05i,0.00016721-0.0011364i,0.00017237-0.002531i,-0.00015786-0.0022677i,0.00064265-0.0019778i,0.00031237-0.0015165i,0.00031781-0.00055274i,0.00044818-0.00034235i,0.00022702-0.00030274i,0.00082449-8.4611e-05i,0.0010889-0.00039515i,0.00075674-0.00016832i,0.00036927+0.00065312i,0.00015208+0.0009856i,0.00016096+0.00058746i,0.00043501+0.00031523i,0.00037339+0.00025659i,0.00019077+0.00034493i,2.9536e-06+0.00010081i,-8.044e-05+0.00042122i,1.6093e-05+0.00038133i,-0.00027735+4.1376e-06i,-0.00031711-0.0002671i
-0.00057777+0.00024669i,-0.0016364+0.00057353i,-0.0012802+0.00063404i,1.1808e-05+0.00056233i,0.00066856-0.00036558i,-7.7912e-05-0.00063965i,-0.00059489-0.00031937i,-0.00065335-0.00015057i,-0.00036635+4.827e-05i,0.00019084-1.8033e-05i,0.00050093+1.6623e-05i,0.00050533+0.0004203i,0.00029821+0.00062468i,-0.00031848+0.00027541i,-0.00071928-0.0005997i,-0.00079662-0.00042398i,-0.00090653+0.00055753i,-0.00042609+0.00029297i,-0.00010545-0.00069031i,-1.1742e-05-0.00086436i,-7.7082e-06+0.00022265i,0.00035666+0.00030728i,0.0013531-0.00051574i
-0.001089-0.0019913i,-0.001425-0.0016069i,-0.00090959-0.00062667i,-0.00092781-8.8761e-06i,-0.0014386-0.00031651i,-0.0012971-0.00096536i,-0.0012373-0.00080085i,-0.00043872+3.8622e-05i,0.00048773+8.5813e-05i,0.00079914-0.00042633i,0.0013473-0.00037108i,0.0011017+0.00053065i,0.00062934+0.0011344i,0.00043563+0.00034527i,0.00038973-0.00046397i,0.0010621-0.00041154i,0.00034599-0.00061741i,-0.00019155-0.00084443i,-0.00038515-0.00022792i,-0.0010564+0.00034348i,-0.0018086+0.00020153i,-0.0020171-0.00025509i,-0.0012681-0.00017887i
0.0005049-0.00026414i,0.00084735-0.00073911i,0.00078993-0.0012765i,0.00025462-0.0014418i,0.00017516-0.00060208i,-0.00013584-1.4455e-06i,-0.00055402-0.00038815i,-0.00071667-0.00030483i,6.8457e-05+6.3477e-05i,0.00073211+0.00055112i,0.00049244-0.00017493i,-0.0002864-0.0010256i,-0.00091497-0.00053436i,-0.0006929+0.0001645i,-0.00035999+0.00036008i,7.2854e-05+0.00037857i,0.00013783+0.00070751i,4.5456e-05+0.00082611i,0.00026298+0.00060704i,0.00017237+0.00047554i,-1.2519e-05+0.00015522i,-0.00051191+9.6037e-05i,-0.00051977+0.00048445i
0.00091464-0.0002675i,0.00020404-0.00075158i,-0.0015448-0.0010672i,-0.0017386-0.00058832i,-0.001546+4.9587e-05i,-0.001518-0.00012742i,-0.001067-0.0010591i,-0.00035524-0.00031004i,0.00015278+0.00065728i,0.00051903+0.00090345i,-0.00021231+0.00067148i,-0.00025791-3.6124e-05i,0.00020172+2.4926e-06i,0.00012316-0.00024995i,0.00036566+0.00023843i,0.00054634+0.0007943i,7.8242e-05+0.00053697i,-0.00028262+0.00070477i,0.00012198+1.2411e-05i,4.2523e-05-0.0005452i,0.00013046-0.00017913i,0.00025397-1.2768e-05i,-0.00018913+0.00033091i
0.00038855+0.0017428i,0.00031945+0.00147i,0.0012599+0.0010335i,0.0013465-0.00028588i,0.0001298-0.00052737i,-0.0010746-0.00052436i,-0.0011646-0.00065463i,-0.00039645+7.561e-05i,0.00082132+0.00076411i,0.0013485+0.00026247i,0.00073065-0.0003529i,0.00060003-0.00029067i,0.00044312+1.7224e-05i,-0.00037264+0.00040511i,-0.00066181+0.00078794i,-0.00012448+0.00078767i,-8.014e-05+0.00078878i,-0.00057006+0.00049213i,-0.0004125+0.00091118i,6.3446e-05+0.0011513i,-1.1484e-05+0.00078829i,0.00032374+0.00024649i,0.0010433+9.2531e-05i
-0.0005216-0.0009851i,-0.0013135-0.0013903i,-0.0014601-0.0011258i,-0.00013942-0.00042375i,0.00075555-7.2974e-05i,6.3911e-06-0.00015242i,-0.00016757+1.8062e-05i,0.00054078+0.00024696i,0.0008385+0.00029482i,0.00073131+2.3578e-05i,0.00059636-0.00068324i,-5.6378e-05-0.00076155i,-0.00058316-0.00017582i,-0.00066301+0.00018121i,-0.00030302-3.1212e-05i,-0.00026672+0.00011025i,-0.00024393+0.00012644i,0.00034173+0.00030588i,0.001503+0.00055862i,0.0012011+0.0007411i,0.00022224+0.00033469i,0.0002937-0.00033837i,0.00019132-0.00050312i
0.00023775+0.0011615i,0.0016771+0.00089443i,0.0031443+0.00053685i,0.0024101-0.00051742i,0.00092477-0.0021093i,0.00094772-0.0019931i,0.00068439-0.00096694i,0.00049211-0.00059229i,0.0005456-0.00077756i,0.0002628-0.00079301i,0.00029507-0.00045745i,0.00024276+0.00016799i,0.00079575+0.00034424i,0.00034775+2.6007e-05i,-0.00073225-1.2185e-05i,-0.00077143+0.00042938i,-0.00026598+0.00031135i,0.0001067-5.5666e-05i,0.00041088+0.00017821i,0.00060156+0.00057283i,-3.2123e-05+0.00078089i,7.6698e-05+0.00050135i,0.00062002-0.00027412i
-0.0026351-0.00013181i,-0.002272+0.00069282i,-0.002024+0.0019125i,-0.000556+0.0011825i,0.00026225+0.00096503i,0.00016114+0.00061928i,-0.00010907-0.00030472i,0.00023028+0.00084718i,0.0015555+0.0017384i,0.0022748+0.00097367i,0.0018083-0.00023001i,0.0011561-0.00089622i,0.0007656-0.00042204i,0.00024375+0.00019787i,6.1391e-05+7.8092e-05i,0.00011127-7.938e-05i,-0.00040524+0.00034416i,-0.00096812+0.00056178i,-0.00010485+0.00071971i,-1.4892e-05+0.00098145i,-0.00057791+0.00030944i,-0.00028688-0.00033708i,0.00045574-0.00014613i
-0.0017586-1.9156e-05i,-0.00069279+0.00088594i,-8.4461e-05+0.0011186i,-0.00024513-0.00047894i,2.4253e-05-0.0012976i,0.00012545-0.00041602i,-0.00050316+0.00041346i,-0.00068418+0.0002228i,-2.8037e-05-1.9708e-05i,0.00046964-0.00014639i,0.0003101-0.00013082i,0.00030739-0.00011295i,0.00059044-0.00040691i,0.0010217-0.00014365i,0.00042215+6.9594e-05i,0.00028421+0.00039915i,0.00044124+0.00085997i,0.00060315+0.0010179i,0.00057914+0.00061798i,0.00019131+0.00032349i,-0.00042848+0.00058845i,-0.00056785+0.00085192i,0.00033323+0.00077008i
-0.00045351-0.0017796i,-0.00011271-0.0030863i,0.00066964-0.0035693i,0.00033809-0.0023216i,-0.00015352-0.0016728i,-0.00042304-0.0010334i,-0.00028051+7.6809e-06i,-0.00020906+0.00013953i,-0.00033384-0.00021156i,0.00014162+0.0001653i,0.00029449+0.00073738i,2.9577e-06+0.00087926i,0.00058837+0.00019231i,0.00066061-0.00033629i,0.00038203+0.00040214i,0.00061967+0.0010439i,0.00072058+0.001005i,0.0008974+0.00082443i,0.00057516+0.00026008i,-0.00057257+0.00018132i,-0.00057648-2.7484e-06i,0.00012912-0.00048583i,0.00032525-0.00017324i
-0.0011678-0.0033056i,-0.0017219-0.0024922i,-0.0021402-0.00099437i,-0.0019363-0.00018816i,-0.0015493-0.00039241i,-0.0010674+3.0407e-05i,-0.0003078+0.00029989i,0.00055466+2.0805e-05i,0.00068855+0.00040283i,0.00034685+0.00080065i,0.00014067+0.00080579i,0.00023531+0.00086658i,-0.00019351+0.00083935i,-0.0006259+0.0004578i,-0.0010089-4.999e-05i,-0.00041493-8.2137e-05i,0.00033851+0.00011154i,0.00016885+0.00017567i,-9.6178e-05+0.00043872i,-0.0008406+0.00027251i,-0.0010696+8.4275e-05i,-6.7012e-05-0.00026694i,0.00050899+5.9995e-05i
7.8799e-05-0.0014097i,0.00016171-0.00052994i,0.00036556-0.0011788i,0.0012772-0.0016915i,0.0015303-0.0010668i,0.00029714-0.0012754i,-0.00043127-0.00038658i,-0.00026669+0.00091121i,0.00074051+0.0012957i,0.0012335+0.0001217i,0.0014558-0.00081049i,0.0011207-4.0324e-05i,0.00037133-0.00027564i,0.00059533-0.00096688i,0.00040676-0.00064499i,0.00021819+0.00013346i,-0.00015894+0.00053872i,-0.00043401+0.00064219i,-0.00032235+0.00044755i,0.00019227-0.00052835i,0.0011337-0.00055132i,0.00079627-8.3785e-05i,2.0377e-06+0.0001686i
0.00035984+0.00059356i,0.00028155+0.00063456i,0.0015012+0.00061223i,0.00019527+0.00022061i,-0.0012714-0.0017092i,-0.00065731-0.0026255i,-0.00065796-0.0015442i,-0.00013156-0.00037573i,0.00085402-0.00045964i,0.00055895-0.00090608i,-7.1924e-05-0.00054432i,-0.00014994-0.00010021i,0.00031838+0.00044237i,0.00027864+0.00089074i,0.00016758+0.00040688i,-0.00037678+0.00097235i,-0.0010243+0.0016098i,-0.0003318+0.00051352i,0.00036443-0.0007654i,-3.1818e-05-0.00096411i,-0.00028242-0.00055972i,-0.0010774-0.00026633i,-0.0015197-0.00010874i
0.00028403+0.0023056i,0.00081107+0.0020317i,0.0019607+0.0014403i,0.0022862-1.6286e-06i,0.0018544-0.00074553i,0.0011593-0.0013593i,0.00028033-0.0014305i,0.00057142+0.00042305i,0.00069489+0.00060468i,0.00048986-0.00038546i,8.5605e-05-0.00080719i,1.7079e-06-0.0012909i,0.00031457-0.00075335i,1.8474e-05+0.00042259i,9.5767e-05+0.0012176i,7.9782e-05+0.0010374i,-0.00048415+0.00038355i,-0.00052849+0.00028319i,-0.00062096+0.00036147i,-0.00023774+0.00044556i,0.0007563+0.00067758i,0.0005422+0.00036698i,-0.00028077-0.00011863i
5.6078e-05+0.00069606i,-6.5793e-05+0.00069218i,0.00094244+0.0017881i,0.0014287+0.00017409i,0.0022632-0.0018958i,0.001756-0.0015894i,0.00020329-0.00061231i,-0.0010166-3.9347e-05i,-0.0011852+0.00042745i,-0.00034929+0.00044128i,0.00031092-0.00032172i,0.00020564-0.00097229i,9.593e-06-0.00073136i,-7.582e-06+0.00039875i,-0.00044891+0.00085799i,-0.00058108+0.00063295i,2.5679e-05+0.00038415i,0.00057424+0.00038087i,0.00064289+0.00051821i,0.00084067+0.00048871i,0.00035466+0.00037541i,3.1191e-05+0.00036554i,-0.00036509+1.1548e-05i
-0.00040798+0.00051891i,0.00049625+0.00045398i,0.00091111+0.00010838i,0.0017916-0.00028588i,0.0011347-0.00038728i,-0.00095891-0.00099408i,-0.0013708-0.00085939i,-0.00063682-0.00016061i,0.00084719+0.00024854i,0.001189+0.0001767i,0.00031878-0.00025196i,-0.00024705+2.8718e-05i,-0.00043461+0.00030181i,-0.00065561-0.00037596i,-0.00038331-0.00065929i,-8.5049e-05+0.00022436i,0.00021608+0.00099712i,0.00012507+0.00097905i,0.00011733+0.00039665i,-0.00017556+7.1544e-05i,-0.00085319+0.00058364i,-0.00089041+0.0011623i,-0.00025284+0.0015706i
-0.0020138-0.0013278i,-0.0022349-0.0010924i,-0.0029686-0.0009303i,-0.0024426-0.00023949i,0.00031402+0.00027846i,0.00091928+0.00020188i,-0.00013502+0.0005488i,-0.00019959+0.0010982i,7.6331e-05+0.00095736i,0.00046642+0.00079456i,0.00035213+0.00026495i,6.646e-05-0.00049993i,-0.00045779-0.00089194i,-0.00061524-0.00028946i,0.00029518+0.00025519i,0.00021169-0.000192i,0.00031711-5.2062e-05i,0.00067185+0.00048031i,7.0159e-05+0.00017726i,-0.00023139-2.4667e-05i,-5.6353e-05-9.7643e-05i,-0.00030643-0.00033706i,-0.00025803-0.00038821i
0.00081098+0.00060824i,0.00078672+0.0010765i,0.00086357+0.00077581i,0.000829-0.0006379i,0.00013664-0.0015043i,-0.00092042-0.0014919i,-0.0015724-0.00094166i,-0.0010123-0.00057896i,-0.00068022-0.00029033i,-0.00032452-0.00046742i,0.00031504-0.00051826i,0.00022959-0.00034308i,-0.00012113-0.00040244i,-0.0006332-4.6238e-05i,-0.00041163+0.00045557i,-0.00013736+0.0005042i,-0.00077414+0.00023421i,-0.0003208-3.921e-05i,0.00064934-2.9735e-05i,0.00037602+5.3823e-05i,-0.00032875+0.00053899i,-0.0008408+0.00092798i,-0.00085737+0.0005163i
0.00010845+0.00054943i,0.0015392+0.00052941i,0.0014395+0.00081276i,0.00036147+0.00021848i,-0.00016755-0.0010407i,-0.00050088-0.0014344i,-0.00027234-0.00061772i,-5.3831e-05+0.00025836i,0.00011241-8.2207e-05i,0.00038976-0.0010229i,6.438e-05-0.00069779i,-0.00038539+9.5968e-05i,-0.00061475-0.00043213i,-0.00077524-0.00085085i,-0.00051978-0.00060951i,-0.00011459-0.00027849i,4.66e-05+0.00025243i,-0.00018038+0.00095605i,-0.00088368+0.0014307i,-0.00089493+0.00097898i,-0.0007015+0.00041176i,-0.00021931+9.5607e-05i,0.00023989-0.00067618i
-0.0011671+0.00053396i,-0.0020803+0.00062957i,-0.0021827+0.00067396i,-0.00066019+0.00087985i,8.2982e-05+0.0010207i,0.00022401+0.00040119i,0.0002872-0.00011253i,-0.00055508-5.9934e-05i,-0.0010576-0.00038461i,-7.7321e-05-0.00085049i,0.0012083+2.9991e-05i,0.0012268+0.00059096i,-0.00034234+0.00037838i,-0.0014437-0.00065595i,-0.00091281-0.00046853i,-0.00045281+0.00041783i,-0.00035232+0.0007032i,-7.386e-05+0.00073887i,5.1242e-05+0.00017242i,-0.00016857+0.00010414i,6.4713e-06+0.00023739i,7.8822e-05+0.0006646i,0.00029321+0.0010777i
0.00095676+0.0014176i,0.001049+0.0010306i,0.0010713+0.0015258i,0.0015384+0.00072027i,0.0022034-0.0010954i,0.0015847-0.0013674i,0.00056229-0.00012241i,0.00023329+0.00019432i,0.0010947-0.00012976i,0.0015597-0.00014666i,0.00078249-0.00048405i,-4.4058e-05-0.00053239i,-0.00054233-0.00055861i,-0.00040289+0.00043534i,-0.00053445+0.0014187i,-0.00083329+0.00087457i,-0.00015069+0.00067121i,0.0001808+0.00062415i,-5.523e-05-0.00019082i,-5.4179e-05-0.00091772i,0.00010921-0.00083847i,0.00024854-0.0001197i,0.00012772+0.00055756i
0.0003791-0.00081956i,0.00029849-0.0010478i,-9.972e-05-0.0026238i,-0.0011074-0.0032934i,-0.0010272-0.0025567i,-0.00074037-0.0014433i,-0.00099262-0.00081302i,-0.00043435-8.898e-05i,0.00066565+0.00028387i,0.00084295-7.2335e-05i,0.00051287-4.5684e-05i,1.4612e-06+0.00030617i,9.6274e-05+0.0004859i,0.00037127+0.00032872i,0.00065736+3.7021e-05i,5.4463e-06+0.00014776i,-0.00077939+0.0010007i,-0.00035878+0.0016635i,-6.087e-05+0.0011158i,0.00018792+0.0003531i,0.00029587+6.992e-05i,0.00020568-0.0005757i,0.00096523-0.00044542i
-0.00038356+0.0011626i,-0.00018135+0.0021447i,0.0004904+0.0022244i,0.00085315+0.001709i,0.0010948+0.00047718i,0.001181-0.0003472i,0.00046115-0.00037202i,0.00024665+0.00015351i,3.4274e-05+0.00059991i,0.00061072+0.00031328i,7.1577e-05-4.8188e-05i,-0.00067489-0.00075345i,-0.00057784-0.00077808i,-0.0010647-0.00062327i,-0.0011742-0.00018773i,-0.00064543+4.3972e-05i,-4.7542e-06-5.9201e-05i,8.6808e-05+0.00056542i,-0.00056354+0.00071713i,-0.00074642-0.00032912i,-0.00038422-0.00084596i,9.6413e-05-0.00017124i,-2.7658e-05-0.00012423i
-0.00025641+0.0021127i,-0.000303+0.0016897i,-5.0589e-05+0.0017404i,0.0003012+0.00090485i,0.00051193-0.00090927i,0.00050937-0.0012423i,-8.0132e-05-0.0004647i,-0.0008594+0.00016037i,-4.9771e-05+0.00055932i,0.00091832+0.00015604i,0.00093423+1.1462e-05i,0.00034134-0.00012058i,0.00041414-0.00031109i,-0.00051502-0.00047039i,-0.0014346-0.00040243i,-0.0011013-0.00031604i,-0.00018047-0.00087435i,-7.3685e-06-0.0002949i,-0.00038904+0.00037942i,-4.2847e-06-5.5006e-05i,-0.00012035-8.1092e-05i,-5.2949e-05+0.00038941i,0.00022765+0.0005556i
-0.00062531+0.0015481i,0.00013752+0.0016366i,0.0011914+0.0022003i,0.0015199+0.0013653i,0.0013909+5.6335e-06i,0.0010084-0.00068212i,0.00062612-0.00073247i,0.00082916+3.3061e-05i,0.0012322-0.00037493i,0.00086156-0.0010603i,-7.9496e-05-0.00095786i,-0.00054437-0.0010279i,-0.00033281-0.00091722i,-0.00060707-0.00088365i,-0.00088836-0.00032163i,-0.00081954+0.00015322i,-0.00031387+0.00095254i,0.00060257+0.00079935i,0.00075539-0.00021856i,0.00035993-0.00034311i,0.0003933-0.00042172i,0.00040332-0.00024292i,7.9363e-05-5.0984e-05i
0.0021345+0.00020561i,0.0014085-0.00098359i,0.0014529-0.0031521i,0.0017959-0.003146i,0.00062467-0.0025695i,-6.5174e-06-0.0025976i,2.5193e-05-0.001764i,-0.00013136-0.00054086i,3.0796e-05-0.00044984i,7.8965e-05-0.00060067i,-0.00010538-0.00042357i,-7.6936e-05+6.0586e-05i,-0.00031673-8.9131e-05i,-0.00083429+1.8176e-05i,-0.0010327+0.0011774i,-3.1153e-05+0.0016682i,0.00022132+0.0010968i,-0.00018921+0.0010527i,0.00015674+0.0011816i,5.6722e-05+0.00028823i,-0.00033883-0.00013757i,-5.6225e-05+0.00021936i,-0.00026045+0.0003427i
