0.002752+0.0006995i,0.0011609-0.0018959i,0.00029207-0.0038199i,0.00028566-0.0037334i,-0.00060008-0.0021885i,-0.0022474-9.4725e-05i,-0.002421+0.00098322i,-0.0005265+0.00093022i,0.0015821-4.4109e-05i,0.0018331-0.00071718i,0.001084-0.00046721i,0.00057131-0.00051782i,0.00097261-0.00088791i,0.00087155-2.1276e-05i,-7.1502e-05+0.00089653i,-0.00048852+0.00050485i,1.9096e-05+6.2763e-05i,0.00067401+3.1993e-05i,0.00047826-0.00017477i,0.0006101+7.6646e-05i,0.00015728+1.1556e-05i,-2.077e-05-0.00011337i,0.00020377+0.00058672i
-0.002173+0.0019385i,-0.0018062+0.0017634i,-0.001926+0.00085967i,-0.00014663-0.00018561i,0.00095616-0.00043443i,0.0001631-0.00097818i,-0.00011443-0.0011008i,1.3452e-05-0.00049628i,-0.00018442-0.001014i,0.00026145-0.0016418i,0.0004747-0.00070477i,0.00032278-0.00029513i,0.00046297-0.0011057i,0.0002587-0.0012145i,0.00016697-0.00085488i,5.9704e-05-0.00055062i,-8.172e-05-0.00055554i,5.5647e-05-0.0010631i,6.3343e-05-0.00086295i,7.298e-05-0.00032494i,-0.00010659+0.00035261i,-0.000152+0.00085421i,0.00038138+0.00051154i
-0.0010121-0.0011691i,-0.0005751-0.0011234i,0.00046526-0.0017688i,4.7345e-05-0.00036777i,-0.00096215+0.0011014i,-0.001258+0.00071999i,-0.00050869+0.00015642i,9.6055e-05-3.7476e-06i,-0.00021925-0.00022847i,-0.00041433-0.00028464i,3.0096e-06+3.4878e-05i,0.00026403+0.00028809i,0.00021257+0.00016629i,0.00016998+3.3393e-05i,-0.00014533+0.00016861i,3.4787e-05+0.00055812i,0.001344+0.0010053i,0.0023361+0.0012445i,0.0020411+0.00094557i,0.00035177+0.00085756i,-0.00064515+0.0010292i,-0.00068223+0.0003823i,-0.00039208-0.00076525i
-0.001795+0.0024933i,-0.0011877+0.0021672i,-4.6859e-05+0.0017193i,0.0006233+0.00017414i,0.00096604-0.00088834i,0.0006976-0.001184i,0.00034241-0.00052851i,4.2196e-05+7.1089e-05i,2.3249e-05-0.00078523i,-2.4153e-05-0.00085861i,5.6541e-05-0.00058565i,-3.113e-05-0.00032754i,-0.00036826-6.7695e-05i,-6.4702e-06+1.0059e-05i,-1.9229e-05-0.0001768i,8.5943e-05-0.00034969i,0.00099329-0.00052497i,0.0011569-0.00067514i,0.00092288-0.00071723i,0.00069418-0.00053019i,0.00036954-0.00076357i,0.00056553-0.00081353i,0.00076207-0.00038373i
-0.0026623-0.0001412i,-0.0029113+0.0012376i,-0.0030168+0.0014331i,-0.0006651+0.0011456i,-0.00021604+0.0012121i,-0.00019452+0.001164i,0.0010255+0.0020229i,0.0011436+0.0017523i,0.00068622+8.2182e-05i,0.00040278-0.0005887i,0.00058801-0.00081437i,5.0842e-05-0.00095317i,-0.00099884-0.0010188i,-0.00071391-0.0002581i,-0.00015676+0.00051826i,0.00037397+0.0010228i,0.0010267+0.00059976i,0.00083407-0.0002279i,0.00098426-0.001134i,0.0008165-0.00096232i,0.00037466-0.00043972i,0.00031887-0.00025426i,4.8655e-05+4.8012e-05i
0.00093759+0.0019076i,0.0018606+0.00078218i,0.0014227-0.00027074i,0.000615-0.00041688i,-0.00073266-0.00080608i,-0.00123-0.0014831i,0.00019119-0.00094652i,0.00087022+0.00016344i,-0.00030263+0.00042659i,-0.001426-0.00051407i,-0.0012921-0.00092822i,-0.00034786-0.00015785i,0.00010625+0.00099486i,-0.00070595+0.0010232i,-0.00079989+0.00051953i,0.00034302+0.00025849i,0.00088003-0.00072705i,0.0011381-0.00044006i,0.0011541+0.00067825i,0.00049179+0.00061706i,0.00039047+0.00067979i,0.00089178+0.0011466i,0.00085901+0.0014175i
0.00035674+0.0012799i,0.0010433+0.00072489i,6.3359e-05+0.00035673i,-0.00065163+2.5811e-05i,-0.0001158-0.00016913i,-0.00048492+0.00046835i,-0.00028546+0.0011352i,-9.7134e-05+0.00040915i,-0.0007776-0.00077026i,-0.0013275-0.00088242i,-0.0013362-0.00045408i,-0.00034028+0.00021538i,0.00022219+0.00032813i,0.00015943-0.00029414i,0.00027454+0.00014268i,0.00060327+0.0011602i,0.00061102+0.00092774i,0.00010176+2.1348e-05i,-0.00059597-0.00068698i,-0.00069273-0.00064684i,-0.00087529-0.00034218i,-0.00035146+4.2669e-05i,0.00062532+0.00012642i
-0.00064701-0.00093726i,-0.0018063+0.00022144i,-0.0020579-0.00028531i,-0.00176-0.0011327i,-0.0017112-0.00059777i,-0.00062986-8.5253e-05i,0.0010245+0.00043797i,0.0010933+0.00043577i,-0.00021006-0.00023253i,-0.00085523-0.00017529i,-0.00095442+0.00032111i,-0.0010037+0.00013313i,-0.0007301-0.00052684i,3.5897e-05-0.00058218i,-0.0001158-0.0006361i,-0.00046471-0.0010355i,-0.00034756-0.00062154i,-0.00053391-4.3704e-05i,-0.00043674-0.00035799i,6.7919e-05-0.00014157i,0.00072397+6.7413e-05i,0.00073424+0.00010166i,0.00035635+0.00029832i
-0.0023742-0.00032384i,-0.0016691-0.00051485i,7.8515e-05-0.00032563i,0.0013165-0.00019393i,0.0001997-0.0004763i,-0.001015-7.1653e-05i,-0.0011181+0.00072103i,-0.00055158+0.00022099i,0.00010456-0.000481i,0.00019745-0.001279i,0.00016445-0.0013591i,-0.00012789-0.00057455i,-0.0006593-0.00040889i,-0.0011983-0.00051844i,-0.0013217-0.00047481i,-0.00024984+0.00018156i,0.00032437+0.00076172i,6.6594e-05+0.00033838i,-0.00011699+0.00070642i,-0.00016172+0.0013555i,0.00028434+0.00094346i,0.00059815+0.00067262i,0.00010924+0.00050478i
0.0022227-0.00049096i,0.0016412-0.00071402i,0.00044887-0.0020708i,-0.0014948-0.0025136i,-0.0022755-0.0020901i,-0.0012593-0.0010308i,-0.0011289-0.00051395i,-0.00094423-0.0009431i,-0.00054875-0.0014551i,-0.0014416-0.00095311i,-0.0012698-2.1683e-05i,-0.00040109+0.00037648i,0.00019012+0.00071379i,0.00020232+0.00042954i,-0.00055945+0.0003598i,-0.00092906-0.00011432i,-0.00041126-0.00049592i,-3.4008e-05-0.00024228i,-0.0002507-4.2278e-05i,-0.0003654+0.00022329i,0.00017035-0.00023065i,0.00054756-0.00017152i,0.00076106+0.00023839i
-0.0028693+0.0002537i,-0.0020987+0.0003427i,-0.0018459+0.0014256i,-0.0010677+0.001776i,-0.00018982+0.00079161i,7.6483e-05+0.00016589i,0.00026893+0.0006765i,0.00040208+0.0010743i,7.7392e-06+9.407e-05i,-0.00054701-0.0013203i,-0.00080701-0.001245i,-0.00063339+0.00010482i,-0.00018873+0.00026319i,0.00020861-0.00040558i,0.00018218+9.5135e-05i,-0.0007139+0.00046021i,-0.00080469+2.7448e-05i,0.0006464-0.00055317i,0.001421-0.0007715i,0.00050403-0.0001114i,-0.00015029+0.00075977i,6.5614e-05+0.0010637i,2.1861e-05+0.0011907i
-0.0026337-0.0011589i,-0.0035127-0.0010809i,-0.0044917-6.4453e-05i,-0.0042874+0.0018215i,-0.0028165+0.0019655i,-0.00087433+0.0014889i,0.0003748+0.00080613i,0.00091163-0.00036977i,0.0008884-0.00093126i,7.7361e-05-0.00040098i,-0.00026702+0.00034482i,-7.2069e-05+0.00059813i,-0.00017662+0.00019711i,-4.2896e-05+0.0005097i,-0.00045292+0.00065272i,-0.00048043-0.00023058i,0.00034338-0.00040774i,0.00087021+0.00016765i,0.00050894+0.00020815i,-0.00030864+0.00014992i,-0.00083338+0.0010231i,-0.00066535+0.001334i,-0.00031442+0.00030682i
-0.0015467-0.00048187i,-0.00078334-7.7307e-05i,-0.00048006+0.00070676i,-0.00010025+0.00095188i,-0.00024674-0.0002607i,-0.00021691-0.0006372i,0.00027588+5.8341e-05i,0.00081296-0.00020765i,0.00012751-0.00029398i,-0.00059855-0.000305i,-0.0003237-0.0008172i,-0.00029485-0.0013113i,-0.00072482-0.0011096i,-0.00093937-0.00036196i,-0.00062024+0.000363i,-0.00029592+0.00030145i,0.0006901+0.00011327i,0.0015345+8.9449e-05i,0.0012545+0.00034118i,-2.977e-05+0.00019245i,-0.00034295-0.00015079i,-4.17e-05-0.00019068i,-0.00035673+5.2223e-05i
-0.0022702-0.0017091i,-0.0024765-0.00062019i,-0.0032452+1.5525e-05i,-0.0039058+5.326e-05i,-0.0032719+0.00087346i,-0.0024295+0.0012803i,-0.0013289+0.0013979i,-0.00054827+0.0006645i,-0.00062513+0.00014855i,-0.00024016+0.00024313i,0.0001404-0.00060133i,5.8082e-05-0.0013152i,0.00045019-0.0011825i,0.00023979-0.00066129i,-0.0001965-0.00022233i,0.00050392-0.00091405i,0.0012333-0.00080688i,0.00061429-0.00034197i,1.3223e-05+0.00024139i,0.00014012+0.00013182i,0.00048648-0.00019699i,0.00014481+0.00017876i,-0.00078114+0.00030735i
0.00032593-0.0002888i,0.00021178-0.00059292i,0.0019823-0.00021737i,0.0021612-0.00095322i,0.0012724-0.0022594i,0.00054407-0.001852i,0.00013194-0.00033987i,0.00020959-0.00038585i,0.00040007-0.0011508i,-0.00011627-0.00077996i,-0.0011042-0.000313i,-0.001396+0.00021084i,-0.00093975+0.00023455i,-0.00032295+9.0324e-05i,0.00067999+0.00057283i,0.00070469+0.00080377i,0.00031284+0.00079207i,-0.00011186+0.00047028i,-0.00029424+0.00026834i,3.3181e-06-0.00013841i,-0.0002539-0.00054634i,-0.00038855-0.00066607i,-8.5777e-05-0.00069603i
0.0010893-0.0017i,-0.00013314-0.0014614i,-0.0015518-0.0010353i,-0.0026154-0.00057453i,-0.0033628-0.00054596i,-0.0026744-2.0454e-05i,-0.0011886+0.00048134i,-0.00041795+0.0006291i,-0.00082349-0.00036672i,-0.00083194-0.00083705i,-0.00030146-0.00047693i,-0.00042378+2.4743e-05i,-0.00040259+0.00040073i,0.00013664+0.00032234i,0.0010108+0.00052767i,0.0011755+0.00036362i,0.00024933-9.6853e-05i,-0.00053267-0.00075051i,-0.00041185-0.00083599i,0.00040828+0.00033364i,0.00044087+0.00044934i,-0.00014246-0.00013584i,-0.00037236+0.00034657i
0.001456+0.0026722i,0.0015027+0.0010999i,0.0028157+0.00076829i,0.0028778-0.00025796i,0.001014-0.0017508i,-0.00045441-0.00085714i,-0.00029291+0.00085273i,5.6374e-05+0.00011065i,0.00033072-0.0015248i,1.5387e-05-0.0017999i,-0.0005861-0.0013271i,-0.0010059-0.00024884i,-0.00072371+0.00061807i,-0.00045527+0.00059368i,-0.00047863+0.00061113i,0.00010889+0.00049916i,-0.00059185+0.00047319i,-0.00068146-0.00019518i,0.00056363+0.00015872i,0.0010233+0.00063014i,0.0010497-4.1515e-05i,0.00058433-0.00046476i,0.00012014-0.0004768i
-0.00014513+0.0014472i,-0.00065421+0.0013515i,-0.0001939+0.00092477i,-0.00056091+0.00020587i,-0.0013281-0.00068741i,-0.001726-0.00089936i,-0.00067144-0.00031931i,0.00080415-0.000237i,0.0011595-0.00077555i,2.4585e-05-0.00063781i,-0.00083586+8.783e-05i,-0.0010221+0.0010834i,-0.00061456+0.0014484i,-0.00052798+0.00059643i,-0.00084157-0.00034183i,-0.00062366-0.00066755i,0.00020998-0.00059584i,0.00062453-0.00060956i,0.0001889-0.00063557i,-0.00031291-0.00032169i,-0.00041386+0.00021188i,-0.00055294+0.00038793i,-0.00027167-0.00016248i
-5.4583e-06+0.0010961i,1.3497e-05-3.3659e-05i,-0.00012276-0.0010889i,-0.00052043-0.0014099i,-0.0011753-0.0010295i,-0.00087041-0.0001669i,0.00031643+0.00058214i,0.00041779+0.00094972i,-0.00024931+0.00011939i,-0.00060565-0.0011948i,-0.00052886-0.0011844i,-0.00012287-0.0005699i,0.00018902-2.1971e-05i,-0.00031231+0.00036002i,-0.00020031+0.00033706i,0.00043693+0.00055625i,0.00094923+0.00045133i,0.0011356+6.3229e-05i,9.4973e-05-3.2889e-05i,-0.00095809-0.00032805i,-0.00078692-0.00024562i,-0.00043054+6.2255e-05i,-0.00040769+0.00036632i
0.00020217+0.0011026i,0.00029535-0.00033121i,0.0001322-0.0018198i,-0.00025952-0.0023158i,-0.0003321-0.0010342i,-0.0016162-0.0011263i,-0.0015268-0.0010566i,-0.00085504+0.00046946i,-0.00087588+0.00081232i,-0.00081828-0.00012387i,-0.0010765-0.00076047i,-0.00051144-0.00091158i,-0.00028901-0.00044549i,-0.0010126-0.00084294i,-0.00071813-0.00087282i,0.00030746-0.00025273i,0.00041617+0.0008467i,0.00018479+0.0010045i,0.00073937+3.9006e-05i,0.00075536-4.769e-05i,0.00045996+0.0001428i,0.00045752+0.00077003i,0.00036879+0.00082053i
0.0036484+0.0014129i,0.0029405+0.0018357i,0.0029184+0.0011282i,0.002644-0.00086517i,0.0017672-0.0019654i,0.00043845-0.0019452i,-0.00040383-0.00083055i,-0.0006419+0.00019766i,-0.00074859+0.00024597i,-0.00013507-4.6894e-07i,3.1205e-05-0.00018357i,-0.00046467-0.00047635i,-0.00042562-8.2396e-05i,-1.5841e-05+0.00069146i,-0.00020485+0.0013906i,-0.0004485+0.0010367i,0.00023675+0.00022661i,0.00021914+0.00027307i,-0.00029089+4.7456e-05i,-0.00021721+0.00011905i,0.00016715+0.00043643i,0.00026278-0.00021915i,0.00070661-0.00068138i
-0.0023879+0.00039231i,-0.0024943+2.2545e-05i,-0.0035448+0.00041491i,-0.0029758+0.00030451i,-0.0022965+0.00045881i,-0.0011828+0.00063085i,0.00060557+0.00035634i,0.0014377+0.00015951i,0.0011607+6.0107e-05i,-2.4623e-05+3.1039e-05i,-0.00041965+0.00023968i,-0.00042798+0.0006798i,-0.00023046+0.00099952i,-0.00029468+0.00074223i,-1.7079e-05-0.00037286i,0.00054121-0.00071932i,0.0010267-0.00021119i,0.0014352-0.00080961i,0.00095176-0.00086082i,0.00032359-0.00011771i,-0.00038907-0.00018743i,-0.00035802-0.00020967i,0.00028156+0.00012711i
0.00015189+0.0010215i,1.4411e-05-0.00010072i,0.00084576-0.00046448i,0.00071821-0.00028083i,-0.00030377-0.00057818i,-0.00098681-0.00080389i,-0.00069559-0.00062304i,0.00061762+0.0001512i,0.00095531-5.5073e-05i,7.225e-05-0.0012367i,-0.00099355-0.001571i,-0.00089951-0.0010439i,-8.0051e-05-0.00022113i,7.1718e-06+6.4884e-05i,-0.00011269+0.00035736i,-7.7057e-05+0.00083334i,0.00052388+8.8129e-05i,0.0010797-0.00045974i,0.0013038+1.1244e-05i,0.00059829+0.0008975i,-0.00028119+0.00084178i,0.00041906+0.00011943i,0.0012215+2.8916e-05i
-0.0012491+0.0011342i,-0.0008731+0.0025616i,0.0002618+0.0027803i,0.00027968+0.0020856i,-0.00086361+0.00098958i,-0.0011844+0.0004884i,-0.00097654+0.0011958i,0.0003084+0.0011686i,0.0013789-0.00018065i,0.0012881-0.0010592i,0.0010746-0.00098263i,0.00050699-0.0004813i,-0.0003012-0.00018717i,-0.00026763-0.00021993i,-0.00050833-0.00027805i,-0.00064518-4.8569e-05i,-0.000318+4.2335e-05i,-0.00037349-0.00052622i,-0.00031534-0.0013589i,0.00015668-0.001011i,0.00060937+0.00011475i,0.0009468+0.00042577i,0.00072692-8.2357e-05i
0.0022627-0.00074708i,0.0021408-0.00058022i,0.0014107-0.0014867i,0.00040769-0.0020463i,-0.00081371-0.001528i,-0.00091055-0.00067664i,3.1917e-06+0.00025524i,-0.0001133-0.00016548i,-0.00066052-0.0010969i,-0.00057366-0.0018154i,-0.00058814-0.0013423i,-0.00040488-0.00012599i,-0.00036362+0.00035929i,-0.00024674+0.00070796i,0.00067888+0.0011187i,0.00093699+0.0010599i,0.00045682+0.00045468i,0.00024582+0.00017593i,2.0527e-05+0.00026341i,-0.00027431-0.00018457i,0.00038638-0.00077599i,0.0010336-0.0011087i,0.00043405-0.00099964i
-0.00088162+0.00031652i,-0.001847-5.152e-05i,-0.0021903-0.0016295i,-0.0027621-0.0015292i,-0.0021318-0.0011489i,-0.00080589-0.001054i,-0.00080466-0.00019769i,-0.00013885+0.00031489i,0.00054118+0.00011536i,0.00016777+0.00013664i,-0.00034887+0.00076409i,-0.00046437+0.00088574i,-1.472e-05+0.00010565i,0.00020155-0.00039083i,0.00032967+0.00029453i,0.00040519+0.00089818i,0.00032948+0.00078025i,0.00047199+0.00066266i,0.0010372+0.00051668i,0.0010806+0.00022245i,0.00022667-0.00023015i,-0.00021922+0.0001801i,0.00027117+0.00056165i
-0.0014442+0.00022852i,-0.0005128+0.00080824i,-1.3232e-06+0.00011337i,-0.00049581+0.00022929i,-0.0013016+4.0192e-05i,-0.0017119-0.0011431i,-0.0014164-0.0014154i,-0.00030957-0.00042428i,0.00012102-0.00049191i,-0.0002582-0.0012015i,0.00052575-0.0015737i,0.0010654-0.00065711i,-3.9031e-05+5.2665e-05i,-0.00066847-4.6632e-06i,-0.00092502+4.5089e-05i,-0.00058424+7.1522e-05i,-0.0004888+0.00072194i,-0.00075224+0.00043298i,-0.0004311-0.00016908i,-7.0364e-05-0.00011429i,0.00031679-6.9601e-05i,0.00039575-0.00067979i,0.00016698-0.0003678i
0.0013987+0.00076767i,-0.00024727+0.0005636i,-0.0014648+0.00034974i,-0.0016073-0.0010135i,-0.0021112-0.0016218i,-0.0018467-0.00084256i,-0.00062657+0.00042839i,-0.00034002+0.00028378i,-2.9087e-05-0.00019604i,6.8101e-05+4.7993e-05i,6.6476e-05-0.00016302i,0.00018959-0.00022275i,3.4293e-05+0.00044243i,0.00050469+0.0012814i,0.00095289+0.00080987i,0.00011961+5.4604e-05i,-1.2876e-05+0.00058116i,0.00042273+0.00041536i,0.00049269+0.00013025i,0.00033821+0.00037898i,-0.00028254-0.00022444i,-0.00061627-0.00036348i,0.0001315+0.00044015i
0.00072332+0.00014647i,-0.00025246-0.00095184i,3.3818e-05-0.00085118i,0.00056537-0.00055015i,-6.3111e-05-0.00086856i,-0.0005042-0.00085869i,-5.1839e-05-0.00027051i,0.00045472-4.5067e-05i,-4.8106e-05-0.00059192i,-0.00040675-0.00077478i,4.6113e-05-0.00077482i,-1.4442e-05-0.00058228i,-0.00050402-0.00020228i,-0.00022928+0.00026842i,-4.2252e-05+0.0010493i,0.0002617+0.0015415i,0.00094607+0.0014412i,0.0011564+0.00059924i,0.00092472+0.00077861i,0.00085082+0.00046154i,0.00092362-3.2751e-06i,0.00049789-3.0298e-06i,0.00095998-0.00037061i
0.0022645-0.0002723i,0.002422-0.00065554i,0.0026033-0.0012999i,0.00024413-0.0014818i,-0.0015632-0.0021228i,-0.0010369-0.0010552i,-0.00027184+0.00068777i,-0.0002734+0.00042842i,-0.00014935-0.00040081i,0.00022559-0.00079871i,5.2014e-06-0.00071238i,0.00017586-0.00064888i,0.00076129-0.00037783i,0.00022561+0.00012631i,0.00019327+0.0006392i,0.00095682+2.7601e-05i,0.00092528-0.00075188i,0.0006275-0.00073395i,0.00066601-0.00042914i,-0.00031096-7.4164e-05i,-0.00072902-3.1274e-06i,-1.8939e-05+0.00033254i,0.00024676+0.00036605i
0.0008008+0.0047536i,0.0010079+0.005329i,0.002575+0.0036959i,0.0041528+0.00082319i,0.003119-0.00021857i,0.00062124-0.00013741i,7.8071e-05-0.00020361i,0.00044366-0.00051042i,2.3176e-05-0.00097793i,0.00021197-0.0011598i,1.5329e-05-0.0014557i,-0.0011123-0.0010333i,-0.0012621-3.091e-05i,-0.00048931+0.00058236i,5.9545e-05+0.00042436i,0.00055025+6.8127e-05i,0.00048279+0.00039254i,0.00031887+0.00049327i,0.00079089-6.4154e-05i,0.00082439-0.00053706i,0.00025759+5.7062e-05i,0.00047017+0.0011574i,0.0006559+0.0011171i
-0.00027699-0.001776i,-0.00086581-0.00081427i,-0.0012708-0.0010846i,-0.0019296-0.0015228i,-0.0029987-0.0013897i,-0.0028194-0.00059726i,-0.0013818+0.00038609i,-0.00036832+0.00035262i,0.00033923-0.00047856i,-3.5944e-05-0.00075192i,-0.0012493-0.00019638i,-0.00099476+7.7777e-05i,-0.00016252-0.00022821i,0.00054067-0.00011448i,0.00037944+0.0011522i,0.00010462+0.0012387i,0.00030003+0.00075475i,0.00062632+0.00090542i,0.00085089+0.0010916i,0.00028548+0.00096683i,-0.00012287+0.00019873i,0.00041549+0.00031592i,0.0010574+0.00074629i
0.00020157-0.00075604i,0.00045142-0.0014125i,0.00082932-0.00069062i,0.0005874-0.00075057i,0.00023288-0.0010142i,-0.00029005-0.00010368i,-0.00023743+0.00087468i,0.00038732+0.0010641i,0.00062627+0.00044776i,3.6191e-05+0.00025103i,-0.00038578-0.00028739i,-0.00021099-0.0006263i,-0.00042344+0.0001005i,-0.00060147+0.00080126i,-0.00041376+0.00048617i,-4.3584e-05-0.0001489i,0.00047834-0.00026824i,0.00054788-0.00064766i,0.00049149-0.00040536i,0.0002335+0.00036416i,-0.00010007+0.001019i,3.5391e-05+0.0012559i,6.4103e-06+0.00020558i
0.00091545-0.00088278i,0.00079939-0.00035766i,-0.00033463-0.0001601i,-0.0013014-0.00092581i,-0.0021591-0.00081106i,-0.0022891-5.7653e-05i,-0.0010366+8.0003e-05i,-0.00030177-0.00035502i,-0.0005236-0.0002651i,-0.00011309+0.0001564i,0.00043299-0.00010039i,6.7293e-05-0.00042266i,-0.00047456-0.00066598i,0.00016041-0.00079892i,0.00079305-0.00037808i,0.00045855+0.00037454i,0.00015876+0.0010458i,0.00046442+0.00089055i,0.00049106+0.00083608i,5.8461e-05+0.0011106i,0.00021389+0.0013022i,0.0004269+0.0013514i,0.00032574+0.0016716i
-0.00035379+0.0015101i,-0.00047647+0.00031216i,-0.00082914+0.00027132i,-0.00033822-0.00037665i,2.013e-05-0.00052302i,-3.587e-05-0.00024897i,-0.00010751+0.00091746i,2.5085e-05+0.00063327i,0.0011105-0.00048844i,0.0014975-0.00092828i,0.00045167-0.001208i,8.7087e-05-0.0010434i,0.00017882-0.00082682i,-0.00065318-0.00051091i,-0.0013325-0.0006685i,-0.0011155-0.0012184i,-2.5034e-05-0.00059371i,0.00071156+0.00036269i,0.0004214+0.00086214i,-0.00024276+0.0011718i,-9.9988e-05+0.00083021i,0.00020617+7.0916e-05i,0.00073711-0.00048769i
-0.00048879+0.00026767i,-0.00029016+0.00089592i,0.00090885+0.00097092i,0.00090032+0.00022861i,-0.00037956-0.00021241i,-0.001418-0.00019331i,-0.0013148-0.00072046i,-0.0011358-0.00084962i,-0.00067977-0.00060717i,0.00019465-0.00067912i,0.00031241-0.00061196i,-4.49e-05-0.00060302i,-0.00052869-0.0002657i,-0.00049696+0.00055534i,-0.00043819+0.0010808i,0.00027276+0.00041967i,0.00089302+0.00019664i,0.00050856+0.00071699i,0.00041496+0.00093807i,4.7596e-05+0.00088989i,-0.00042429+0.00093723i,-0.00051329+0.0008539i,-0.00059816-0.0001592i
-0.00077356-0.0013654i,-0.0006821-0.0012796i,-0.0012871-0.00092725i,-0.0012824-8.7457e-05i,-0.00092949+0.00052981i,-0.00082637+0.00064602i,-0.00039902+0.00077371i,0.00022172+0.00021691i,0.00038416-0.00093408i,-5.8658e-05-0.0010847i,-0.0009975-0.00067217i,-0.001417-0.00017813i,-0.00050912+0.00076461i,4.2362e-05+0.00086729i,0.0001346+0.0003521i,0.00025016+0.00035011i,-2.7566e-05+0.00014807i,-0.00025979+4.3642e-05i,0.0003011+0.00059784i,0.00076884+0.00034302i,0.00085522+0.00043539i,0.00036124+0.00047778i,-0.00014051-0.00029543i
-0.00031001+0.00021103i,-0.00040548+0.0010906i,-0.00015039+0.00099202i,-0.000137+0.00017719i,-0.00010368-0.00033781i,-0.00025118-0.00071721i,0.00040884-0.00041807i,0.0009357+0.00050563i,0.00044192+0.0011266i,6.9917e-05+0.00057347i,0.0003849-0.00056007i,0.0002946-0.0011616i,-0.00043041-0.00069086i,-0.0014971+0.00037292i,-0.0013784+0.00096612i,0.00011545+0.00085308i,0.00047224+0.0003251i,0.00022818+0.00030113i,0.00028388+0.00053625i,0.00064259+0.00022583i,0.0004763-9.9412e-05i,0.0001286+0.0002936i,-0.00016411+0.00077318i
0.00080233-0.00027725i,0.0005733-0.00044428i,0.00050606-0.00072976i,-0.00036235-0.001765i,-0.0014825-0.0018452i,-0.0013384-0.00076153i,-0.00052193+0.00058411i,0.00010968+0.00092393i,0.00077128-0.00056466i,0.00038952-0.0015876i,-0.00012253-0.00098684i,0.00040946-0.00044567i,0.00079518-0.00037103i,0.00053119-1.8126e-05i,0.00037131+0.00037862i,0.00028571+0.00050706i,0.00029925+0.00075076i,0.00036865+0.0008114i,0.00040362-2.6144e-05i,0.00018192-0.00069549i,-0.00035588-0.0010436i,-0.00041726-0.00036279i,-0.00055314+0.00079531i
-0.00040956-0.00099403i,-5.5299e-05-0.0015384i,0.00034192-0.0029494i,0.00032871-0.0030498i,-0.0008953-0.0017194i,-0.0013481-0.0011793i,-9.3235e-05-0.00058938i,0.00081408-0.00021644i,0.00058613-0.00079658i,-3.9646e-05-0.0012448i,-0.00063776-0.00029094i,-0.00086498+0.00093684i,-0.00016494+0.00098226i,0.0010529+0.00048509i,0.00093613+0.00036287i,0.00049984+0.00062775i,0.00019117+0.00087507i,0.00026821+0.00060948i,0.00024636+0.00018567i,0.00010782-0.00011331i,0.00030442+0.00017575i,-0.00011176+0.00043538i,1.9973e-05+0.00056387i
0.0012492-0.0044548i,0.0010368-0.003618i,-0.00053525-0.0038139i,-0.0021778-0.0029431i,-0.0031403-0.0016623i,-0.0028052-0.00018433i,-0.0013272+0.0012481i,-0.00034538+0.00059265i,0.00013459-0.00046101i,-0.00049218-0.00025074i,-0.00053069+0.00020613i,-8.1539e-05+2.781e-05i,0.00015098-0.00022515i,0.00058306-0.00057481i,0.00028067-0.00037639i,0.00032963-0.00030894i,0.00055386-0.00025423i,0.00044001+0.00018938i,0.0001673+0.0004526i,-0.00059759-0.00017i,-0.00089688-0.00089114i,5.4667e-05-0.00031798i,0.00066268+0.0010486i
-0.00067803+0.00035778i,-0.00074599+0.0012038i,4.2262e-05+0.00051181i,-0.00012646-0.0010082i,-0.00030828-0.0015796i,-0.00010054-0.0005063i,-0.00026778+0.00033202i,0.00063754+8.7355e-06i,0.0019642-0.00082494i,0.0010673-0.0013591i,0.00068919-0.0014979i,0.00058681-0.00099801i,-0.00045617+4.4693e-05i,-0.00066422+0.0006702i,-0.00048793+0.00069524i,-2.8639e-05+0.00044568i,0.00040813+0.0001232i,0.00063754-0.00075366i,0.00089723-0.00064204i,0.00082303+1.2856e-06i,-9.9138e-05-0.0002775i,-0.00085775+0.00032656i,-0.001081+0.00053012i
-0.00090214+0.00019554i,-0.0016195-0.0014157i,-0.0013707-0.0020201i,-0.0020768-0.00068912i,-0.0032186+0.00023724i,-0.0025058+0.00075283i,-0.00073851+0.0011265i,0.00012358+0.00019169i,-0.00026569-0.0012387i,-0.00029845-0.00087525i,-0.00026819+2.0113e-05i,-0.00046511+0.00051572i,0.00012747+0.00069299i,0.00097586+0.0001998i,0.00079811-6.8773e-05i,-0.00045161+0.0003787i,-0.00089329+0.00062363i,-0.00021453-0.0002508i,0.00052639-0.00096305i,0.00081972-0.00011971i,0.0010069+0.00051982i,0.00024752+0.00012307i,-0.00033838+0.00048029i
