-0.003581+0.0009409i,-0.003457-0.00015002i,-0.0036661+0.00026652i,-0.0026938+0.00093657i,-0.0015709+0.0014955i,-0.00083653+0.0014873i,-0.00019703+0.0014236i,0.00029955+0.0014678i,0.00045533+0.0014092i,0.00027293+0.0011368i,0.00051484+0.00018554i,0.00070731-0.00046236i,2.9347e-05-0.00019538i,-0.00043295+0.0002097i,-0.00034844+0.00067612i,0.00025988+0.00097142i,0.00045728+0.00047998i,0.00019854-0.00059441i,-1.9614e-05-0.00011066i,-0.00043347+0.00031793i,0.00012353+0.0003003i,-6.3432e-06+0.00041582i,-0.00080612-0.00021993i
0.0010266-0.0017839i,-0.00057881-0.0017087i,-0.001168-0.00064492i,-0.0015551+7.7721e-05i,-0.0015564+0.00073223i,-0.00092439+0.0018634i,3.1178e-05+0.0020991i,0.00056806+0.0015707i,-0.00019706+0.0008365i,-0.0010303-6.052e-05i,-0.00072381-0.0009789i,-0.0011146-0.00079614i,-0.0001799-0.00045335i,0.00071409-0.0005291i,0.00060768-3.9206e-05i,0.00089681+8.4267e-05i,0.00041544-0.00046052i,-0.00015983-0.00031745i,-0.00037206+0.00057896i,-0.00054592+0.0012926i,-0.00053805+0.00092778i,0.00024942-9.959e-05i,0.00026829-9.7978e-05i
0.0018034-0.00010991i,0.0016902-0.00026585i,0.001961-0.00047763i,0.002543+2.1669e-05i,0.0023655+0.00063305i,0.00093023+0.00017967i,-0.00013487-0.00050426i,0.0001588+0.00010138i,0.00071808+0.00031737i,0.00064469+9.4814e-05i,-4.6808e-05-0.0002649i,-0.00047288-0.00028128i,-0.00057046-6.8013e-05i,-0.00049802-0.00014036i,9.5717e-06-3.7411e-05i,-0.00012258-0.00016599i,-0.00040967-1.7513e-07i,-1.6853e-05+0.0001946i,-4.1774e-05+0.00032071i,6.5031e-05+0.00026984i,0.00013924-2.4315e-05i,0.0001704+0.00062521i,0.00031449+0.0012197i
-0.0020509+0.00030034i,-0.00069621+0.001104i,-0.00011466+0.0017831i,0.00029803+0.0015723i,-1.0167e-05+0.0009654i,0.00097105+0.00057934i,0.00031745+0.00064037i,-0.00029273+0.00077414i,6.7002e-05+0.00082752i,-0.00080404-6.3937e-06i,-0.0010941-0.00063621i,-0.00055111-0.00097913i,-5.7766e-05-0.00072743i,0.00021452+0.00019174i,0.00043347+0.00061005i,0.00051738+0.00048044i,-0.00046751-0.00028979i,-0.00056159-0.0013116i,-2.6777e-05-0.00099313i,-0.00065554+3.6024e-05i,-0.0011699+0.0005208i,-0.0011393+0.0010972i,-0.00144+0.0015365i
0.00078825-0.00070332i,0.0013345-0.00059716i,0.0022879-0.00028388i,0.0025546+0.0012843i,0.0013124+0.0014337i,-0.00015965-0.00029867i,-0.00048981-0.0010799i,0.00039535-0.00056818i,0.00019628-0.00043237i,-0.00022175-0.00062366i,-7.0109e-05-0.00090738i,-0.00010383-0.00073645i,-0.00076393+2.2978e-06i,-0.00099323+8.0907e-05i,-0.00051115+0.00027337i,-3.2758e-06+0.00021403i,1.1868e-05+8.4082e-05i,-0.00043482+0.00067379i,-0.00027+0.00084233i,0.00023088+0.00019927i,0.00032296-6.0194e-05i,-7.3328e-05+0.00033384i,2.6482e-05+0.00033639i
-0.00080325+0.0020011i,-0.001829+0.0020456i,-0.0016408+0.0031038i,-0.00032908+0.0034599i,0.00051086+0.0026604i,0.00095187+0.0015577i,0.0012301+0.0014672i,0.0006414+0.0014619i,-0.00011211+0.00055416i,0.00072836-0.00048991i,0.00084133-0.0010703i,0.00066935-0.00084337i,0.00087239+4.6505e-05i,0.00029137+0.00040021i,-0.00039054+0.00047922i,-0.00072173+0.00013268i,-0.00025115-5.5332e-05i,0.00051065+0.00029503i,0.00083335+1.4037e-05i,0.00058515-0.00018454i,0.00094986+0.0010562i,0.00083181+0.0014257i,0.00044905+0.00087164i
-0.0010115-3.3324e-05i,-0.0014256-0.00010666i,-0.00068881+0.0013764i,8.5076e-05+0.00147i,0.001031+0.00082945i,0.0013041+0.00044648i,0.00033475-0.0003962i,5.2857e-06-0.0003039i,-2.3435e-05+9.2007e-05i,0.00033913+0.00011102i,0.0015031+7.2035e-05i,0.0011402+0.00019695i,0.00024162+0.00087837i,0.00074018+0.00076113i,0.00087227+0.0009416i,0.00013378+0.00092468i,0.00029608-0.00020637i,0.0003017-0.00042055i,-0.00030298-0.0002137i,-0.00011291+0.00056213i,5.6347e-05+0.00052857i,-0.00010393+0.00034494i,-0.00034449+0.00012203i
-0.00039006+0.00045008i,-0.00017734+0.0011486i,-0.0018857+0.0012388i,-0.0013484+0.0010088i,0.00091343+0.00069697i,0.00068142+0.00050651i,-6.5231e-05+0.0005392i,-4.7542e-05+0.00083516i,-0.00042264+0.0010185i,-0.00028537+0.0012325i,0.00066023+0.00082542i,0.000737+0.00026189i,-0.00036784-3.4353e-05i,2.5566e-05-0.00038275i,0.0012626+0.00048261i,0.0011329+0.00052036i,0.00032519-1.9648e-05i,-3.2553e-05-0.00011528i,0.00033829+9.5203e-05i,0.00072706+0.00045064i,0.00058256+0.00047695i,0.00058095+0.00028199i,0.00080371+0.00071493i
1.6142e-05-0.0013116i,0.00030083-0.001595i,-0.00063475-0.0014211i,-0.00087415-1.3168e-05i,-0.00099668+0.00075575i,-0.00049051+0.00047984i,0.00032261+0.00015771i,0.00020998-0.00047637i,0.00028497-0.00037494i,0.00021755+0.00077848i,0.00016075+0.0010667i,0.00010214+0.0004999i,5.3829e-05-1.8267e-05i,0.00025818-0.00039339i,0.00026795+3.1505e-05i,-0.00012016-0.00010109i,-0.00036692-0.00041914i,-0.00033985-0.00019219i,6.9898e-05+0.00032156i,0.00040986+0.00090237i,0.00054792+0.0013617i,-8.5841e-05+0.001092i,-0.00073064+0.00022059i
-0.00036529-0.000205i,0.00029769+0.00085329i,0.00078382+0.00075221i,0.0014502+2.7968e-05i,0.0019115+6.8211e-05i,0.0015517+0.00022599i,0.0011904+0.00059918i,0.00063296+0.00066238i,-0.00031802+0.00012413i,-0.0011158+0.00014708i,-0.00070251+0.00073802i,-0.00039601+0.00026446i,-0.00090355-0.00013716i,-0.00084029-0.0003951i,-0.00065772-0.00071863i,-0.00040569-0.00014379i,-0.00014102-6.3638e-05i,-0.0002047+8.2526e-05i,5.4029e-05+1.8832e-05i,0.00038717-2.1307e-05i,0.00028148+0.0005808i,0.00025122+0.0014353i,0.00094525+0.0011267i
0.0013298+0.0020926i,0.00069353+0.0017991i,0.0010813+0.0029493i,0.0018792+0.0032592i,0.0022456+0.0015812i,0.00096355-7.2259e-06i,-0.00027873+0.00030483i,0.00022923+0.0010086i,0.0006029-6.0153e-05i,9.1819e-05-0.00088096i,-0.00045098-0.00064997i,-0.00074378-0.00053759i,-0.000795+6.8155e-06i,-0.00029324+0.00021184i,-0.00019475-0.00010386i,-9.4483e-05-0.00015414i,0.00074473-0.00037776i,0.0010972-0.00045385i,0.00022148-8.9889e-05i,-0.0003232+0.00029642i,-0.00074721+0.00014253i,-0.00063482+0.00046035i,-0.00031686+0.00092976i
-0.00071123-0.00012446i,-0.00087455-0.00072025i,-0.00031283+9.2845e-05i,6.0357e-05+0.0011593i,0.0003095+0.0011295i,0.00034549+0.00018807i,0.0003302-8.0687e-05i,0.00014367+0.00070576i,-2.3068e-06+0.00090619i,-0.00050524+0.00037658i,-0.00071678-0.00015266i,-0.0006592-0.00019196i,-0.00049523-0.00017504i,0.0001221+4.51e-05i,0.00042519+2.5567e-06i,0.00036267-6.0697e-06i,-0.00015128-0.00015883i,-0.00025426+0.00027248i,0.0002655+0.00089084i,0.00080267+0.00060483i,0.0010482+0.0001334i,0.001345-0.00021893i,0.0013702-5.5211e-05i
-0.00058985-2.5293e-05i,-0.00058328-0.00010008i,0.00035552-1.7336e-05i,0.0018608+0.0010253i,0.0023373+0.001436i,0.0013736+0.00077154i,0.00056678+0.00084419i,0.00053938+0.00074351i,-0.00025404+0.00086338i,0.0001571+0.00081729i,0.00026641-0.00071681i,-0.00086829-0.00095462i,-0.00094054+0.00052436i,0.00023279+0.00044102i,0.00072346-8.1634e-05i,0.00036403+0.00069201i,0.00040956+0.0018203i,0.00041022+0.0016776i,-1.3982e-05+0.00067835i,0.00044056+0.00019661i,0.00074431+0.00030015i,0.00022937+0.00021083i,-8.6991e-05-0.00045276i
0.00062873+0.0012064i,0.00093094+0.00116i,0.00074766+0.0023946i,0.00063107+0.0024945i,0.00080914+0.0012545i,-0.00028794+0.0001301i,-0.00066279-0.00064393i,-0.00036806-0.00041517i,-0.00010629+0.00013201i,0.00051669+0.0010931i,5.7367e-05+0.00080554i,-0.001064-0.00061391i,-0.0014251-0.00017074i,-0.001112+0.00071776i,-0.00073534+0.0010101i,-0.00041117+0.0008048i,0.00011361+0.00047353i,0.00022599+0.00046409i,0.00018611+0.00076268i,0.00030968+0.00094094i,-4.2202e-05+0.0008004i,0.00022284+8.6762e-05i,0.00044543+6.234e-05i
-0.0015604-0.00033239i,-0.0013784+0.00044757i,-0.00057373+0.0012979i,0.00066817+0.0009484i,0.00089801+0.00012605i,-7.3544e-05-0.00035982i,-0.00028359+0.00023498i,-0.00050772+0.00096997i,-0.00054039+0.0010982i,-0.00027527+0.00086484i,-0.00016241+0.00036821i,-0.00061935+0.00041473i,-0.00090013+0.00052277i,-2.8017e-05+0.00037879i,-0.0003161-3.563e-05i,-0.00032742-0.00073313i,0.0005073-0.00092436i,0.00049893+6.8882e-05i,7.0073e-05+0.00097116i,9.2977e-05+0.00069073i,0.00054838+0.00052i,0.00035756+0.00028905i,-0.00026998-0.00068809i
-0.0019346-0.0020961i,-0.002167-0.0011988i,-0.0015831-0.00036222i,-0.00052254+0.0010867i,-0.00010753+0.0023376i,0.00056119+0.002359i,0.00036673+0.00085305i,-0.00013962-0.00012688i,0.00019323+0.00060228i,0.0011596+0.00080875i,0.0014506+0.00067618i,0.00079247+0.0011717i,0.00026535+0.0010993i,-0.00041602+2.7931e-05i,-0.00021711-0.00033977i,0.00034669+0.00028934i,0.00030052+0.0010393i,0.0001274+0.0008308i,-0.00014242+0.000502i,0.0001539+0.00066542i,0.00078482+0.00013566i,0.00055794-0.00020551i,0.00020493+0.00015724i
-0.0005342-0.00045967i,-9.0015e-05-0.0020357i,-8.4427e-05-0.0010541i,-0.0002428-0.00087095i,-1.3356e-06-0.00087394i,-0.0002471-0.0004072i,-0.00020374+4.2183e-06i,-0.00055059+0.00056079i,-0.00073354+0.00049719i,-0.0002374+0.00066718i,0.00015553+0.00045038i,-0.00045554+4.8974e-05i,-0.00059592+0.00038411i,0.00019005+0.00052548i,0.00031457+0.00048123i,-3.6105e-05+0.00041786i,-1.4889e-05-0.0003312i,0.000395-0.0011903i,0.00073365-0.0010131i,9.2759e-05-0.00037713i,-0.00058385+0.00010967i,-0.00020971+0.00060924i,7.3714e-05+0.00024196i
0.0012405-0.0035304i,0.0011376-0.0039736i,0.0018445-0.0047232i,0.00082002-0.0030483i,-0.00049515-0.00070185i,-0.00053663+0.00062075i,1.6011e-05+0.00060533i,0.00033756+0.00032554i,-0.00053452-4.4373e-05i,-0.00054694+0.00026233i,0.00021439+0.0011304i,-0.00011995+0.0012726i,-0.00062318+0.00078105i,-0.00017635+0.00076252i,0.00040917+0.00037949i,0.00077599-0.00033576i,0.00084787-5.0845e-05i,0.00021463-0.00047963i,0.00028023-0.0010117i,0.00024294-2.3519e-05i,-2.0814e-05+0.0010924i,5.2224e-05+0.0011976i,-0.00010155+0.000189i
0.0007945-0.00021594i,0.0011082+0.0014632i,0.0010673+0.0010682i,0.00096244+0.00046798i,0.0010631+0.00057273i,0.0008517+0.00074079i,0.00059822+0.00049932i,0.00027972-0.00062719i,-6.611e-06-0.000411i,3.3527e-05+0.00057181i,0.00063594+6.4094e-05i,0.00064118-0.00012422i,0.00042308-0.00015186i,0.00029062-0.00078013i,-0.0004342-0.00081017i,-0.00030927-0.00056304i,-0.00034-0.00041585i,-0.00060676-0.00073981i,-5.1806e-05-0.00046253i,0.00016978+3.7314e-05i,0.0011408-0.00035732i,0.0010999+0.00022629i,8.4155e-05+0.00069927i
0.0020084+0.0029781i,0.0018264+0.0029078i,0.0023924+0.0024325i,0.0035476+0.0010756i,0.0027441-0.00029581i,0.00031595-0.00026876i,-0.00056424-0.00033479i,2.4438e-05+0.00041678i,0.00060549+0.0015507i,0.00072122+0.0015716i,0.00052405+0.0005547i,-0.00013878-0.00035149i,-0.00066692-0.001007i,-0.00077475-0.0010551i,-0.0005107-0.00070148i,-8.0037e-05-0.0004722i,0.00025764+0.0001711i,-0.00024521+0.00026486i,-0.00062593-1.061e-05i,-2.1101e-05+0.00058112i,0.00038038+0.00080048i,0.00026325+0.00047829i,0.00022517-0.00013643i
-0.0025045-0.0011269i,-0.0023343-0.0013973i,-0.0029756+0.00042366i,-0.0015115+0.0018736i,2.6561e-05+0.0022713i,-0.00014331+0.0019232i,0.00030965+0.0014354i,0.00093461+0.0011801i,0.00049507+0.0013127i,0.00031149+0.0017592i,0.00018353+0.001078i,-0.0004338+0.00047021i,-0.00099894+0.00092367i,-0.00039961+0.00098869i,0.00059946+0.00032444i,0.000342-0.00050282i,-0.00021974-0.00025934i,-0.00035516+0.00046514i,-0.00050297+0.00043452i,-0.00028666+0.00087952i,-0.00021497+0.00077915i,-0.00040721+0.00052682i,-9.5112e-05+0.00059283i
-0.0019823+0.00058167i,-0.002289+0.00045982i,-0.0016022+0.00081864i,-0.00055929+0.0011276i,0.00058212+0.000385i,0.0014227-4.9333e-05i,0.0010599+0.0009059i,0.00061512+0.0015212i,0.00042417+0.0019261i,0.0014035+0.0014405i,0.0016449+0.0009313i,-5.3102e-05+0.0010983i,-0.00075683+0.001197i,-0.00033098+0.00057476i,-0.00012584+0.00031852i,-7.5212e-06+0.0002849i,-0.00026977+0.00026807i,-0.00030407+0.00075421i,3.0057e-05+0.0011187i,-0.00023661+0.00099718i,-0.00033311+0.0008187i,0.0001518+0.00066491i,0.00011351+0.00014213i
0.00011342-0.00059287i,0.0012849-0.0010189i,0.0013813-0.00025922i,0.0012161+0.00043773i,0.00094168+0.00022791i,0.00080191+0.0003335i,0.0014519+0.00020907i,0.0007959+0.0006141i,0.00033513+0.00011418i,0.00042384-0.00070588i,-0.00044655-0.00030626i,-0.0013905-2.9069e-05i,-0.001147-0.00041197i,-0.00075594-0.00046707i,-0.00010285-0.00020753i,0.00026184+0.00020286i,-1.7836e-06+0.00017413i,-0.00070419-0.0010722i,-0.000775-0.0011773i,-0.00033628+9.0293e-05i,-4.4865e-05+0.00027026i,-0.00033313+0.0002685i,-0.00027226+0.00047634i
-0.001915-0.00090844i,-0.002114+0.00019481i,-0.0019527+0.00065461i,-0.0012536+0.0017002i,-0.00068131+0.0026684i,-0.00045838+0.0022648i,0.00064142+0.0010062i,0.0009956+0.0003529i,0.00039241+0.00067189i,-0.0002482+0.0016007i,0.00026707+0.0010874i,0.00072792+0.00015513i,0.00020736+0.00013162i,-0.00023104+0.00020394i,-6.8669e-05+0.00036845i,4.1881e-05+0.0005935i,-0.00066511+0.00034726i,-0.00043733-0.00063238i,4.6222e-05-0.0003128i,7.5369e-05+0.00059932i,9.9196e-05+0.00040449i,0.00057123-0.00018055i,0.00089578-0.001135i
-0.0012255+0.0012383i,-0.0016178+0.0012492i,-0.0010921+0.0022949i,-0.00046458+0.0025346i,-0.00025462+0.001631i,0.00032533+0.00080147i,-0.00031628+0.00029079i,-0.0005957+0.00077587i,0.00017043+0.00080306i,0.00067166+0.00012948i,0.0011625-0.00034388i,0.0012984-0.00025945i,0.00094748-0.00018882i,0.00028903-0.00010145i,0.00017858+0.00034559i,0.00020174-0.00026188i,5.8521e-05-0.0014089i,0.0004453-0.0013032i,0.0003614-4.9779e-05i,-0.00038617+0.00077157i,-0.00027492+0.00017592i,0.00097788-0.0003862i,0.001214+0.00017849i
-0.00079225+0.0012645i,-0.0019236+0.0014119i,-0.0012118+0.0015298i,0.00049407+0.0015364i,0.0012307+0.0011525i,0.00080254+0.00037792i,0.00061567-0.00025647i,0.00056823-0.00043141i,0.0001464-0.00046098i,0.00031049+0.00032011i,0.00042928+0.0006702i,0.00085673-0.00021751i,0.00066376-0.0001799i,5.0533e-05+0.00046217i,9.4976e-05+0.00037915i,-0.00025731+1.5968e-05i,-0.00043188-0.00041476i,0.00038952-0.00037643i,0.00060323+0.00051072i,0.00017734+0.00065755i,0.00060299+0.00043903i,0.00061824+0.00041402i,8.7385e-05+0.00031721i
0.0020764-0.00052068i,0.0021933-0.00059744i,0.0022855-0.00022452i,0.0010257+0.00074123i,-0.00066305+0.00066725i,-0.00064935+5.0547e-06i,-0.00056059+0.00030265i,-5.7711e-05+0.00035399i,0.00018753+0.00020101i,6.7133e-05+0.00076092i,0.00039652+0.00015438i,3.0139e-05-0.00073574i,-0.00078973-0.00030832i,-0.00020242-0.00026377i,0.00095065-0.00053772i,0.00033651+0.00023291i,7.5746e-05+0.00028438i,0.00010904-0.00030976i,-0.00023922-0.00037639i,0.00018898-0.00060457i,0.00038743-0.00070093i,7.2615e-05+0.00012252i,-0.00050253+0.00064797i
0.0005018-0.00081152i,0.0015716-0.00058477i,0.0016745-0.0011984i,0.0017201-0.0011636i,0.0019269-0.00022458i,0.0012183-1.1624e-05i,0.00049662-0.00050946i,-4.9682e-05+0.00020107i,-0.00085048+0.0012666i,-0.00097699+0.0012335i,-0.00030895+0.00088668i,-0.00068146+0.00019553i,-0.0015004+0.00046201i,-0.0011114+0.00079837i,-0.00083875+0.0001819i,-0.0014119-0.00035983i,-0.0011312-0.00091805i,-0.00030535-0.0015603i,0.00013054-0.0016927i,9.8615e-05-0.0012723i,0.00025896-0.00093667i,0.00089795-0.00013814i,0.00059402+0.00020451i
0.0008257+0.0019648i,7.982e-05+0.0026936i,0.0016801+0.0028194i,0.0040453+0.002209i,0.0029566+0.0012242i,0.00058844+0.00021175i,5.244e-05-0.00022293i,0.00094436-7.268e-06i,0.0014036+0.00023881i,0.00061422+0.00047356i,-4.6644e-05+5.9189e-05i,0.0001408+0.00013299i,0.00022356+0.00067291i,0.00014012+0.00035167i,-0.00038937-0.00014922i,-0.00042412+0.0003606i,0.0003633+0.00037261i,0.0004307-0.00048524i,0.00036266-0.0010874i,0.00085895-0.00022336i,0.0011757+0.0006681i,0.00062256+0.00036665i,0.00045218+0.0002919i
-0.0010455-0.00041794i,-0.0017937-0.0018397i,-0.0015143-0.0007054i,-0.00034778+0.0011988i,-0.00033371+0.0013022i,-0.00060644-0.00010692i,-0.00011307-0.00050689i,0.00023917+0.00010681i,0.00067095-6.2482e-05i,0.0010362+0.00025635i,0.001119+0.0005193i,0.00084849-0.00025304i,0.0004245-0.00038728i,0.00040139-0.00013857i,0.00038805-0.00043162i,0.00010683-0.0010082i,0.00059427-0.0012046i,0.0010438-0.00062508i,0.0010085+0.00055055i,0.00090233+0.00052968i,0.00022464-0.0001301i,-4.9373e-05+8.0742e-05i,-0.00018066+0.00061885i
-0.00045081+0.00052304i,0.00018238+0.0012592i,0.00033381+0.002903i,0.00050611+0.0025041i,0.0008528+0.0014747i,0.0011664+0.00013695i,0.00034795-0.001038i,-0.00045641-0.00029304i,-0.00049575+0.0006519i,4.3253e-05+0.00044652i,-0.00033367+0.00035432i,-0.0018738-3.3467e-05i,-0.0017902-0.00041348i,0.00040149-0.0001928i,0.00097507-2.6397e-05i,6.3892e-05-0.00018707i,-0.00051856-0.00054471i,-0.0005948-0.00062824i,-8.1168e-05+0.00013793i,0.00033662+0.0010531i,-0.00010939+0.00087735i,-6.5339e-05-4.4035e-05i,0.00053139+0.00030099i
0.00056958+0.00062469i,0.00054841+0.00095229i,0.0011982+0.0010529i,0.001931+0.00086639i,0.0017087+0.00064509i,0.00078795-7.6053e-05i,0.00040206-0.00088443i,0.0008882-0.00046117i,0.00076685+7.8891e-05i,1.1797e-05+0.00023292i,-0.00084672-0.00031473i,-0.0016378-0.00079615i,-0.00090171-0.00030355i,-0.00030718-1.0893e-05i,-0.00018897+4.4433e-05i,0.00014166+0.00019188i,-0.00013146+0.00020118i,-0.00048077+0.00029198i,-0.00072406+0.00030796i,-0.0014075+0.00076917i,-0.0012741+0.00048652i,-3.2383e-05+0.00021135i,0.00045223+0.00051754i
-0.0014323-0.0017393i,-0.0018217-0.00040436i,-0.0019411-1.3288e-05i,-0.0015177+0.00059536i,-0.00081575+0.0010203i,-0.00032729+0.00076266i,0.00014338+0.00083352i,-0.00017774+0.00065202i,-0.00073231+0.00076007i,-0.00042683+0.00061064i,-0.00016296+0.00023812i,-0.00050816+0.00031057i,-0.00049554+0.00045793i,-0.00065052+0.0010026i,-0.0012423+0.00085429i,-0.00049346+0.00061882i,-2.624e-05+0.00026962i,-0.00015699+9.379e-05i,0.00021273-9.4767e-06i,0.00034482+4.8863e-05i,0.00048765+0.00056565i,0.00012361+0.00070506i,-0.00033813+0.00049542i
0.0002244-0.00051431i,0.00040145-1.6562e-05i,0.0025228+0.00091592i,0.0032943+0.0013697i,0.0028577+0.00052632i,0.0018676-0.0001947i,0.0014372-0.00016991i,0.0012212-0.00050135i,0.0011204-6.349e-05i,0.00093995+0.00057749i,-6.8245e-05-0.00034577i,-0.00047351-0.00098658i,-0.00065714-0.00066585i,-0.0010972-0.00058913i,-0.00064115-0.00078186i,-9.5482e-06-0.0002637i,-3.8006e-05+0.00010892i,0.0005314-0.00051121i,0.00067092-0.00047553i,0.00013222-4.7241e-05i,-2.6523e-05-0.00017756i,5.2438e-06-0.00046155i,0.00056096+0.0001001i
0.00029632+0.0015646i,0.00063614+0.0011382i,0.00099317+0.00089045i,0.0008082+0.0010658i,-0.00016462+0.00040424i,-0.0011058-0.00048266i,-0.0010507-0.00026496i,8.5432e-05+6.5289e-05i,0.0010783-6.8642e-06i,0.0011557+0.00013045i,0.00041613-0.00014529i,-0.00016783-0.00016096i,-0.00046373+0.0001438i,-0.00010785-0.00024139i,0.00014875+0.00024837i,9.9478e-05+0.00078342i,-0.00012721-4.777e-05i,-0.00020325+9.9766e-05i,-0.00028413+0.00056944i,-0.00062167+0.00043334i,-0.00053914+0.00015242i,0.00012237+7.8203e-05i,-0.00029591+0.0001359i
-0.00080561-8.6079e-05i,-0.00073019-0.00012713i,-0.0010475+0.0008105i,-0.00045113+0.0017424i,0.00077445+0.0018729i,0.0016721+0.00043326i,0.0011648+7.9476e-05i,0.00025067+0.00025111i,-0.00078583+0.00032079i,-0.0012908+0.00071939i,-0.00068486+0.00037591i,-0.00044286-0.00021256i,-0.00049261+0.00021885i,-0.00010408+0.00053191i,0.00045802+0.00061437i,-0.00026614+0.00083392i,-0.00011545-0.00015068i,0.00032492-0.0007505i,4.0413e-05-0.00030647i,5.0157e-05-0.00037761i,7.0164e-05-0.00071064i,0.00040715-0.00069798i,8.0219e-06-0.00033357i
0.00032596-0.00048073i,0.0014677-0.00020729i,0.0024769-0.00046963i,0.0025892-5.0538e-05i,0.0022753+0.00026285i,0.0014786-0.00044662i,0.0010035-0.00057338i,0.00046547+8.6806e-05i,0.00023362-3.756e-05i,5.4383e-05-0.00013845i,-0.00062567+0.00023579i,-0.00061355-0.00029386i,0.0001013-0.0002075i,0.00016552+0.00039295i,-0.00014618+9.5323e-05i,-0.00040425+0.00013437i,-0.00024739-8.3979e-06i,0.00029188-3.2736e-06i,0.00072209+4.0937e-05i,0.0009099-6.0031e-05i,0.00072481+0.00069889i,0.00031528+0.00083971i,0.00021071+0.00045403i
0.00036901+0.0032979i,0.00062863+0.0027717i,0.0011223+0.0033539i,0.00081358+0.0034124i,0.00062295+0.0020471i,0.000863+0.00015243i,0.00090089-0.00045752i,0.00086744+0.00022045i,0.00041993+0.00092236i,0.00061523+0.001124i,0.0015655-3.6544e-05i,0.0011312-0.00086682i,0.00071727-0.00062906i,0.00056659-0.00019951i,4.1216e-05-0.0003076i,-7.6343e-05-0.00046956i,0.00024004-0.00019262i,0.00020744-0.0005366i,0.00019983-0.00033759i,0.00045323+0.00039035i,-0.00036402+0.00026743i,-0.00059255-0.00020044i,0.0007111-9.5331e-05i
-0.00020373+0.0021558i,-0.0014807+0.0026086i,-0.0019921+0.0036423i,-0.00047377+0.0031088i,0.0011015+0.0013807i,0.0014176+0.00024965i,0.00076876+5.0716e-06i,1.4323e-05-6.7704e-05i,-0.00011485+0.0002299i,0.00042388-0.00017467i,0.0010323-0.00060134i,0.00071487-0.0001181i,0.00068239+0.00036772i,0.001062+0.00019802i,0.00059742-0.00034224i,0.00017043-0.00060525i,-0.00049508-0.00085677i,-0.00075334-0.00052901i,-2.9371e-05-0.00023069i,0.0006209-0.00042i,-4.7778e-05+0.00013715i,-0.0011065+0.00040055i,-0.0011476+0.00056713i
-0.00036704+0.00091436i,-0.00011143+0.00054794i,-6.675e-05+0.00030234i,4.5524e-05+0.00080742i,0.00049049+0.001568i,0.00033827+0.00070808i,-0.00027477+0.00035078i,-0.00038548+0.0010446i,0.00026814+0.00071442i,0.00108+0.00031096i,0.0010497+0.0002572i,0.00070114+1.8843e-05i,0.00026184+0.00014312i,-8.6957e-05+0.00030529i,-3.577e-05-0.00050792i,0.00024555-0.0011511i,-8.3722e-05-0.00078952i,-0.0011697-0.00012819i,-0.0011128+0.00037212i,-2.3769e-05+0.00013074i,0.00066715+0.00037671i,0.00037433+0.00084245i,0.00018469+0.0013235i
-0.0018445-0.00020869i,-0.0024157-0.00062125i,-0.0022105-0.00054944i,-0.00044776+0.00049731i,0.00070872+0.00092303i,0.0009415+2.9102e-05i,0.00066849-0.0002816i,4.9291e-05-9.9269e-05i,4.3543e-05-6.6606e-06i,0.00020187+0.00037053i,-0.00019187+0.00031678i,-0.0011285+0.00013566i,-0.0011981+0.0001017i,-0.0010894-0.0001419i,-0.0012431-0.0001581i,-0.00040235+6.9522e-05i,9.0819e-05+0.00041228i,-0.00015416+0.00041944i,-0.00018849+0.00028441i,-0.00024889+6.9848e-05i,-0.0001831+0.00034538i,-0.0001733+0.00037644i,-0.0001697-0.00040415i
0.0012123+0.0009591i,0.0018261+0.0014846i,0.00045832+0.0011361i,0.00010736+0.00076049i,0.00020748+0.00036345i,0.00065213-0.00063212i,0.00076406-0.00051388i,0.00038965-0.00011924i,-2.5264e-05-0.00049022i,-0.00015879-0.00046285i,-0.00025628-0.0003231i,-7.7077e-05+0.00013908i,0.00024705+0.00042527i,0.00048876-0.00015016i,0.00052647-0.00020689i,-7.0336e-06+3.1385e-05i,-2.9797e-05+0.00037609i,0.00032597+0.0003243i,0.00036925-9.2451e-05i,0.00061185+0.00059227i,0.0001868+0.001158i,-0.00035715+0.00028156i,-0.00024587-0.00018898i
0.001025+0.001281i,0.00075379+0.00071461i,0.00029784+0.0013608i,0.00067152+0.0024288i,0.00018617+0.0015088i,-0.00024603+0.00012305i,-0.0005386-0.000589i,-0.00037488-0.00085003i,0.00092806-0.00042844i,0.0005665-3.6459e-05i,-0.00025532-9.1016e-05i,-0.000825-0.00069368i,-0.000744-0.00076396i,-0.00070043-0.0005029i,-0.00071264-0.00060207i,-0.0010614-0.000477i,-0.0012809-0.00051232i,-0.00037694-0.00044703i,7.7027e-05-0.00027499i,-2.5864e-05-0.00069379i,0.0004914-0.00026987i,0.0001151+0.00031842i,-0.00020181+0.00025266i
