-0.00053772+0.00063089i,0.00099314+0.0010852i,0.00050796+0.0015568i,-0.0004097+0.0026563i,-0.0010087+0.0029315i,-0.00027169+0.0013773i,0.00060162+0.00065333i,0.00082384+0.00088372i,0.0011009+0.00033456i,0.0011961+0.00014464i,0.00083541+0.00068879i,9.7201e-06+0.00049501i,0.00022519-0.00076076i,0.001055-0.001438i,0.0014873-0.00049489i,0.0011457+0.00042439i,4.706e-05-0.00031696i,-0.00053704-0.00041157i,-0.00050101+0.00015031i,-0.00034243+0.00038741i,-0.00069+0.00066705i,-0.00071487+0.0008042i,0.00043682+0.0010384i
0.00020433+0.0007768i,0.00090496+0.00077969i,0.0017077+0.0012689i,0.0015657+0.00090512i,0.00097821+0.00011721i,-0.00048869-0.00020134i,-0.0014824-0.00077945i,-0.0011915-0.0008916i,-0.0005749-0.00036038i,0.00022303+0.00035397i,0.0007147+0.00018063i,0.0010372-0.0005196i,0.00077118-0.00062703i,-4.2673e-06-0.00044611i,-0.00015659-0.00046435i,-0.00030018-0.00048479i,-0.00031375-8.4099e-05i,-0.0004668+0.00077234i,-0.00031534+0.00036662i,-0.00047992-0.00054446i,-0.00015212+7.5426e-05i,7.8832e-05+0.00058578i,-0.00032124+5.4841e-05i
-0.00067618+0.00011394i,0.00039441+0.00022662i,0.00064514+0.00096404i,0.00095454+0.00044667i,0.00024555-0.0011678i,-0.0012546-0.0017355i,-0.0016571-0.00095958i,-0.0009787-0.00065394i,-0.00034127-0.00051637i,9.8687e-05-0.00014903i,0.00036261+0.00013985i,0.0006291+8.5117e-05i,0.0008054+0.00069438i,0.00068069+0.00042953i,0.00053009-0.0002872i,0.00033234-0.00011569i,-0.00014447+0.00036448i,-0.0007832+0.00059852i,-0.0012469+0.00083087i,-0.0012042+0.0010917i,-0.00031697+0.00074048i,0.0001573-0.00020355i,-0.00083157-6.7827e-05i
0.00098264+4.2747e-05i,0.0016044-0.00024011i,0.0017676+0.00033518i,0.0019943-0.00041042i,0.0014267-0.0019761i,0.00016542-0.0028771i,-0.0012588-0.0025348i,-0.0014893-0.0022192i,-0.00041807-0.0013573i,-5.3536e-05-0.0010445i,-2.7107e-06-0.001548i,0.00029644-0.0012988i,7.7013e-05-0.00091245i,-0.00029229-0.0011198i,-0.0006914-0.00093061i,-0.00089861-0.0004424i,-0.00066855-0.00016749i,-0.00084134+0.00016774i,-0.0012023+0.00055255i,-0.0016324+0.00069292i,-0.00047628+0.00050281i,0.0012705-0.00012113i,0.0012917+0.00010557i
0.0023981+0.00039649i,0.0034441+0.00065274i,0.0030648+0.00022312i,0.0019952-0.00083111i,0.00069712-0.0017807i,-0.00060681-0.0025103i,-0.0010486-0.0023267i,-0.0011455-0.0016162i,-0.00079689-0.0014535i,-5.4231e-06-0.00033313i,0.00038281+0.00024782i,-0.0002676-0.00066676i,-0.00048348-0.0013542i,7.582e-05-0.00060851i,9.6865e-05+0.00034989i,0.00014317+0.0005276i,0.00050213+0.0003588i,-1.6629e-05+0.00049768i,-0.00040436+0.0011103i,0.000377+0.00054972i,0.00020469-4.2126e-05i,0.00045798-0.00041288i,0.0011992-0.00063467i
-0.00028729+0.001488i,0.00053151+0.0027803i,0.0010812+0.0034404i,0.0018639+0.0018113i,0.002224-0.00085241i,0.0010681-0.0017261i,-7.6191e-05-0.0009023i,-0.00063371-8.3774e-05i,-0.00056982+0.00019923i,-0.00041455-0.00046373i,3.5316e-05-0.00077221i,-1.7915e-05-0.00078976i,-0.00016646-0.00090666i,-0.00014821-0.00069833i,-0.00027331-0.00092884i,-0.00050989-0.00082666i,-5.8078e-05-0.00042761i,0.00047747-0.00023386i,0.00018965-0.00051761i,-0.00014164-0.00030741i,-3.6707e-05+6.9598e-05i,-0.00057041-0.00051198i,-0.00049029-0.00063191i
-2.9446e-05+0.00016456i,0.0010575+0.00045535i,0.0015547+0.00099012i,0.001396+0.00071626i,0.00039121+4.5406e-05i,-0.0012253-0.00060961i,-0.00089783-0.00094052i,-0.0001619-0.00076215i,-0.00061875-0.00011015i,-0.0012341+0.00017493i,-0.00095816-0.00020118i,-0.00058616-0.00060043i,-0.00080623-0.00059834i,-0.00083403-0.00049535i,-0.00043188-0.00048461i,-0.00050846+2.4665e-05i,-0.00048991+0.00043936i,9.2369e-05+0.00028417i,7.8442e-05+0.0002113i,-0.00073526-8.4674e-05i,-0.00058113-6.9575e-05i,0.00022881-0.00014831i,0.00034106-0.00072933i
1.7833e-05-0.0034195i,0.0012861-0.0013192i,0.001932+0.00035589i,0.00081207+0.00024569i,-0.00059364-0.00058921i,-0.00076228-0.00092684i,-0.001323-0.00063198i,-0.0010406-0.00085787i,-0.00060662-0.0011866i,-0.0007711-0.0014332i,-0.00050474-0.0012617i,0.00011239-0.00069036i,0.00032083+0.00013882i,-7.1695e-06+0.00027216i,3.5008e-05-0.00010617i,-0.00034397+0.00028495i,-0.00031698+0.00047911i,0.0002244+0.00015342i,0.00045728-9.674e-05i,0.00057562+0.00032802i,0.00082859+0.0003655i,0.0012874-5.4354e-05i,0.00074877-2.6685e-05i
0.0026396-0.0026351i,0.0039811-0.0013136i,0.0037883-0.0012161i,0.0020124-0.0014989i,-0.00022841-0.0017891i,-0.00069609-0.0015882i,-0.00026339-0.0012177i,-0.000703-0.001226i,-0.00069861-0.00098436i,-0.00029115-0.00072771i,0.00021498-0.0003727i,0.00068395-0.00038176i,0.00028736-8.038e-05i,0.00018045+4.6234e-05i,8.437e-05-5.6063e-05i,0.0003611-0.0002154i,0.00082889-0.0002008i,0.00064156+4.9237e-05i,0.00061023-0.00037722i,0.0012835-0.00024371i,0.00086702+0.0004202i,6.4796e-05+0.00013965i,-0.00019249-0.00025282i
0.0019715-0.0016714i,0.0022046-8.2265e-05i,0.0020499+0.0010771i,0.0010026+0.00063921i,-0.00016061-0.00034401i,-0.00081446-0.0005016i,-0.00041073-0.00032356i,0.00013226-0.0010339i,0.00051429-0.0012835i,-0.00021992+0.00015591i,-0.0012288+0.00099235i,-0.00031679+6.6589e-05i,0.00036818-0.00058716i,0.00078164+0.0006443i,0.0013127+0.0014992i,0.00086177+0.00044103i,0.00022116-8.3523e-05i,-0.00012422-0.00012495i,7.1416e-05-0.00037497i,0.00047728+0.00021642i,0.00023912+0.0001685i,0.00088658-4.0004e-05i,0.00099275+0.00028164i
0.00061592+0.0014131i,0.0011344+0.0020303i,0.0022134+0.0021727i,0.0025156+0.0012142i,0.001965+0.00028418i,-0.00029233-0.00076113i,-0.0024239-0.0018637i,-0.0015382-0.0017214i,0.00022295-0.0010399i,0.00061328-0.00051534i,-3.0738e-05-0.00025176i,-0.00062595-0.00023656i,-0.00082717+2.061e-05i,-0.00058823-0.00016131i,-0.00093747-0.0010071i,-0.00060338-0.0010608i,-0.00033715-0.00077359i,-0.00026016-0.001248i,0.00049798-0.0010332i,0.00045917-1.8293e-05i,-0.00050133+0.00048021i,-0.00045468-9.7095e-05i,0.00035923-0.00070296i
0.003924+0.0022324i,0.0056621+0.00013712i,0.0063528-0.0011833i,0.0039394-0.0023764i,0.00034986-0.0032502i,-0.001741-0.0021717i,-0.001669-0.00055978i,-0.001135-0.00013436i,-0.0001282-0.00025903i,0.00086972-0.00071439i,0.00039901-0.00041555i,-0.00093722+0.00031436i,-0.0021109+0.00047902i,-0.0018553+0.0008458i,-0.00098014+0.00010636i,-0.0013211-0.00062486i,-0.0010076-0.00055204i,-0.0003505+4.0756e-05i,-0.00036921+3.7857e-05i,0.00031438-0.00082938i,0.00094138-0.00059219i,0.00043574+0.00030929i,-0.00040497+0.00059581i
0.0022504+0.0016787i,0.0037107+0.0010426i,0.0043564+0.0018217i,0.0034975+0.00094321i,0.0016673-0.0013446i,-0.00024109-0.0021803i,-0.0013098-0.0013759i,-0.00063387-0.00044756i,0.00033236-0.00017124i,0.00037945-0.001032i,-3.2086e-05-0.0012966i,-0.00037437-0.00078978i,-0.00067896-0.0004754i,-0.00057336-0.0009225i,-0.00028699-0.0011224i,-0.00028424-0.00030461i,0.00013258-0.00059339i,0.00032634-0.00066243i,0.00053625-0.00012831i,0.00061035+0.00033127i,0.00021646+0.0011338i,0.00010216+0.0012479i,0.00021606+0.00050442i
0.0033975+0.0018828i,0.0038041+0.0027794i,0.0035833+0.0014064i,0.0017821-0.00044337i,-5.2588e-05-0.00080908i,-0.0015142-0.0011994i,-0.0015786-0.0015327i,-0.00048369-0.00048641i,-0.0002679+0.00044305i,-0.000622+3.4003e-06i,-0.00086464-0.00068131i,-0.00058973-6.0568e-05i,0.00036578+0.00052656i,-0.00026244+0.00034751i,-0.00054551+0.0004748i,0.00052405+0.00062733i,0.00028111-0.00047232i,5.9751e-06-0.0013806i,0.00028884-0.0008391i,0.00044604+0.00016361i,0.0003636-2.4281e-05i,6.0003e-05-0.00064669i,-0.00024543-0.00068245i
0.00072938-0.00015944i,0.0013381+0.00045948i,0.00065712+0.0004476i,-0.00047357+0.00040674i,-0.0013203+0.00070835i,-0.0017154-1.0608e-05i,-0.00093821-0.00025842i,-0.00022453-0.000367i,-0.00041817-0.00057982i,-0.00051281-0.0005806i,-0.00049611-0.00013532i,-0.00030385-0.00016382i,0.00026496-0.00045055i,7.1383e-05+0.00040289i,-0.00072012+0.0012974i,-0.0010625+0.00037422i,-0.0008348-0.00070757i,-0.00023426-0.00021537i,-0.00067684+4.2837e-06i,-0.00043313-0.00029998i,0.00037784-0.00017194i,0.00046687+0.00014648i,0.00034766+0.00048477i
0.0023761-0.0024811i,0.003291-0.001828i,0.0032621-0.0014662i,0.0020845-0.0021827i,-0.00024411-0.0029714i,-0.0011744-0.0022637i,-0.0010304-0.00081176i,-0.00053191-0.00021015i,0.00027461-0.00027263i,-0.00017963-0.00068415i,-0.0005948-0.00049092i,-9.8567e-05+0.00025273i,0.00015463+0.00046711i,1.3916e-05+0.00056507i,-5.123e-05+0.00091072i,0.00015799+0.00038479i,0.00046517-0.0010609i,0.00027195-0.0011117i,-0.00014478-0.00036419i,-0.00069025-0.00020427i,-0.0009005-3.4016e-05i,-0.00098277-0.0008021i,-0.00060841-0.0010356i
0.0014113-0.00087489i,0.0019048-0.00047882i,0.0014543+0.0010487i,0.00089127+0.00082882i,0.00015052-0.0004076i,-0.00034603-0.00082815i,0.00018834-0.00077504i,-0.00022974-0.0012481i,-0.00082945-0.0010281i,4.7906e-05-0.00054237i,-7.7785e-05-0.00016464i,-0.00065768+0.0005618i,-0.00036341+0.00021235i,0.00018762-0.00015373i,0.00061969+0.00044576i,0.00069616+0.00057825i,0.00093025+0.00012211i,0.0012167+0.00049922i,0.00092757+0.00079946i,0.00032656+0.00022407i,4.7467e-05+0.00020524i,-0.0003399+0.00068454i,-0.00084292+0.00013936i
0.0015635-0.00027815i,0.0032388+0.0010007i,0.0037949+0.0012863i,0.0019881-0.00013234i,0.0003854-0.0015141i,0.00013691-0.0020364i,-0.00034058-0.0017561i,-0.0011749-0.0011717i,-0.00093496-0.001217i,0.00014004-0.0011552i,0.00042681-0.00088358i,0.00032072-0.00080172i,0.00061666-0.0007223i,0.0012634-0.0011137i,0.0012491-0.00048367i,0.00091541+0.00085114i,0.00036095+0.00095727i,0.00016329+0.00039602i,0.00094571-0.00020875i,0.00087122-0.00049814i,-0.00016018-0.00050404i,-0.00080052-0.00040963i,-0.00047049+7.527e-05i
0.0011953-0.00090222i,0.0014528-0.0010258i,0.00034492-0.0011705i,-0.0011056-0.00071357i,-0.0019375-0.00028921i,-0.0015514-0.00043875i,-0.00035895-0.00044141i,0.00028463-0.00032996i,0.00029277-0.00034226i,0.00031398-0.00059955i,-0.000298-0.00049712i,-0.0010942-0.00010779i,-0.00086829+0.00019147i,0.00011499+0.00034443i,0.00057103+0.00059209i,0.00013125+0.00015135i,-0.00049701-0.00061539i,-0.0003775-0.00067264i,0.00019495-0.00029107i,0.00025289-0.00018678i,-0.00028722+0.0002608i,-0.00057654+0.00089569i,-0.00010667+0.00082919i
0.00027177-0.00048951i,0.0017446+0.00043179i,0.0019139+0.00089495i,0.001014+0.00025551i,-8.0239e-06-0.00068181i,-0.00073713-0.0010927i,-0.00079731-0.0016307i,-0.00082703-0.0018819i,-0.00070427-0.00049135i,-0.00074441+0.00069297i,-0.00090766+0.00045985i,-0.00040721+0.00023539i,0.00013635+0.00058431i,0.00072071+0.00090792i,0.00098431+0.00097485i,0.00046725+0.00093263i,0.0001889+0.00081643i,1.3166e-05+0.00062388i,0.00048387+0.00076757i,0.00021703+0.00033041i,-0.00042711-0.00070562i,-2.2822e-05-0.00028199i,0.00018232+6.081e-05i
0.0015981-0.0023244i,0.0018568-0.0014088i,0.0022259-0.00082227i,0.0016105-0.00075542i,-0.00020218-0.00067556i,-0.0013232-8.0935e-05i,-0.0015097+0.00039475i,-0.00090655-0.00070009i,-2.4476e-06-0.0016166i,0.00032461-0.0007832i,5.6673e-05+0.00039358i,4.788e-05+0.00067449i,0.00033029+0.00031145i,0.00057445+9.4871e-05i,-7.338e-05+0.00032131i,-9.7892e-05-0.00016909i,0.00028765-0.00067281i,0.00038334-0.00082316i,0.00091105-0.00045337i,0.001076+7.36e-06i,0.00028778-0.00023108i,-0.00056781-4.5369e-05i,-0.00056933+0.00030686i
0.0010707-0.0033222i,0.0007685-0.0019297i,-0.00042576-0.00017446i,-0.0010254-0.00012643i,-0.0010435-0.0010278i,-0.00083617-0.0016863i,-0.00071062-0.0012266i,-0.00050454+9.6255e-05i,-0.00067735+0.00033317i,-0.00071913+4.0387e-05i,-0.0011683-3.6733e-05i,-0.0010132+0.00060243i,-0.00049325+0.00068757i,0.00014861+0.00013041i,0.00081663+0.00034008i,5.1733e-05+0.00063664i,-0.00013135+0.00021975i,0.00091276-5.2083e-06i,0.00099247+0.00016483i,0.00030137-3.9624e-05i,0.00017267-8.7232e-05i,0.00019033-0.00030717i,0.00028081-0.00039892i
0.0029654-0.0012461i,0.0023262-0.00094885i,0.0030607-0.00086365i,0.0029153-0.0011687i,0.00065266-0.00087864i,-0.0011871-0.00039471i,-0.00081498-0.00052969i,-1.4192e-05-0.00098653i,0.00014144-0.00084054i,6.729e-05-0.00041131i,-0.00032138+0.0003452i,-0.0002448+0.0003732i,0.00031933-0.00031759i,0.00037424-0.00044017i,0.00052483+0.00049431i,0.00039732+0.00078484i,-0.00016491+0.0007132i,-8.6679e-05+0.00074062i,0.0008908+0.00047932i,0.0011081+2.9002e-05i,0.00016342-2.0557e-05i,-6.938e-05-0.00010515i,0.00035398-3.1539e-05i
0.002162+0.00046069i,0.0023019+0.00072379i,0.0016052+0.0012865i,0.0017051+0.0002747i,0.0013733-0.0011682i,-0.00012771-0.0018539i,-0.0014269-0.0013047i,-0.0005894-0.00059322i,0.0003116-0.00049825i,-0.00025515-0.00088546i,-0.00051551-0.0013619i,0.00011493-0.0003507i,0.00044532+0.00075388i,0.00072355+0.00057095i,0.00018287+0.00068139i,-0.00042071+0.00019215i,-6.0097e-05-0.00079305i,0.00042077-0.00024776i,0.00031454-0.00011806i,-8.4016e-05-0.00051244i,-0.00010555-0.00052207i,0.0005394-0.00065908i,0.00048907-0.00080073i
0.0013071+0.0010461i,0.0020015+0.0022415i,0.0020248+0.0042611i,0.0020744+0.0033901i,0.0019992-3.321e-05i,0.0010802-0.0014967i,0.00045048-0.0013771i,-0.0001566-0.00084346i,-0.00073263-0.0003571i,8.0196e-06-0.00065472i,0.00077597-0.00096291i,0.00043883-0.00092792i,-0.00021571-0.00063358i,-0.00013673-0.00030216i,0.00033869-0.00033413i,7.8659e-05+5.9094e-06i,0.00020592+0.00023633i,0.00066035+0.00039181i,0.00081133+0.00064707i,5.4287e-05+0.00036249i,8.0697e-05+0.0002926i,0.00019283+0.00061826i,-0.00028174+0.00014011i
0.0023404+0.0004955i,0.0026183+0.00058417i,0.0018259+0.00043823i,0.00019307+0.00012689i,-0.00096677-0.00123i,-0.0014862-0.0013689i,-0.0018987-0.00015831i,-0.0015978+0.00029042i,-0.00048679+0.00062772i,-0.0003093+0.00052458i,-0.0013291-0.00020318i,-0.0011991-0.00028759i,-0.00022604+0.00049105i,-0.00048218+0.00086436i,-0.0010205+0.00056097i,-0.00072086-0.00029378i,-0.00022999-0.00053868i,-0.00028832-0.00026301i,-0.00074874-0.00074639i,0.00010875-0.00013767i,0.000515+0.00087389i,0.00017599+0.0007733i,0.00067142-0.00033442i
0.001442+0.00064804i,0.0019252-6.1511e-06i,0.0024003-0.00099427i,0.0018594-0.00034929i,2.367e-05+6.4263e-05i,-0.00042303-0.00066018i,-0.00034009-0.00075767i,-0.00079358-5.8659e-05i,-0.00048272+0.00017543i,0.00034582-7.7205e-05i,0.00026868-0.00014559i,-0.00039949+1.6933e-05i,-0.00056431+0.00072756i,-0.00025555+0.0012063i,0.00015807+0.00073788i,5.8143e-05-0.00022407i,-0.00051114-0.00063742i,-0.00047714-0.00055061i,4.8113e-05-0.00067705i,0.00019591+2.2122e-05i,-0.00013932+0.00084478i,-0.0010118+0.00033349i,-0.00061721-0.00049721i
0.0034204-5.0158e-05i,0.0034822-0.0011673i,0.003122-0.0026969i,0.0024442-0.0027186i,0.00041207-0.0017967i,-0.00072367-0.00078611i,0.00012499+0.00011417i,-2.5595e-05+0.00059287i,0.00015445+0.00029655i,0.00041234+0.00021833i,-0.00029959+9.1132e-05i,-0.00074021-7.762e-05i,-0.00098622+0.00043119i,-0.00099284+0.00040886i,-0.00067644-1.9242e-05i,-0.00027029-2.8397e-06i,-0.00037003+0.00035519i,-0.00024143+0.00021536i,-2.4969e-05+6.725e-05i,0.00016595+7.3054e-05i,0.00031888-0.00051384i,0.00010063-0.00078007i,-0.00051641-0.0004519i
0.001935+0.0026644i,0.0015777+0.002061i,0.0027864+0.00087649i,0.0042351-0.00031445i,0.0032933-0.0022417i,0.0014656-0.0030066i,0.00051687-0.0015823i,-0.00072314-0.00070122i,-0.00010375-0.0011551i,0.0013363-0.0021005i,0.0011198-0.0018037i,0.00011865-0.00056886i,-0.00016833-0.00013907i,0.000549-2.2498e-05i,0.00019729-0.00037584i,-5.5981e-05-0.00066369i,0.0013559-0.0005474i,0.0012691-0.00017033i,-0.0004799+0.00022859i,-0.00093773+3.7016e-05i,0.00010359+4.6292e-05i,0.0010633+0.00019747i,0.00088726+0.00011748i
0.00057372+3.0719e-05i,0.00090759+0.00065811i,0.0010008+0.0010001i,0.00064017+0.00061144i,-0.00082909+0.0001145i,-0.0012169-0.00011738i,-0.000231-0.00026687i,-0.0002247-0.00030681i,-5.7529e-05-0.00014224i,0.00021294-0.0005995i,0.00055185-0.00066184i,0.00078183+0.00021928i,0.00046438+0.00072794i,0.00026896-0.00012389i,0.00013566-0.00021264i,-4.8777e-05+0.00056103i,-0.00039634+0.00012178i,-0.00058183-0.00046235i,-0.00024697-0.00031169i,-1.0028e-05+6.6356e-06i,-4.3052e-05-5.7527e-05i,0.00065943-7.3326e-06i,0.00065711+0.00061927i
0.0013622-0.00092504i,0.00199-4.8387e-05i,0.0023075+3.8995e-05i,0.00080207-0.00066093i,-0.00062221-0.0018665i,-0.00088867-0.0025928i,-0.00083857-0.0014973i,-0.00015611-0.000612i,0.00040827-0.00078799i,3.4624e-06-0.00067905i,-0.00015018+0.0001324i,0.00025326-4.7571e-05i,0.00024279-0.00093423i,-3.5939e-05-0.0008479i,-8.7014e-06+0.0001615i,5.379e-05+0.0011023i,0.00024329+0.0009297i,0.00020684+0.00034911i,-0.00018108+0.00016984i,-0.00032907+0.0006206i,-0.00023364+0.00029674i,-0.00044284-0.0004473i,-0.00060384+4.927e-05i
0.00197-0.00093118i,0.0025302-0.00089152i,0.0020503-0.0010024i,0.00098518-0.00080659i,-0.00047327-0.00050422i,-0.0016812-0.00025777i,-0.0017533-0.00022722i,-0.0013842-0.00060189i,-0.00065313-0.00041037i,-0.0002446-2.187e-05i,0.00050286+0.00027721i,0.00046845+0.00080838i,-0.00042215+0.0010411i,-0.00070842+0.0011677i,-0.00092625+0.00032417i,-0.001156-0.0009627i,-0.00082263-0.0017816i,-0.0002847-0.0012854i,7.7941e-05-0.00018145i,-0.00013021-0.00021107i,0.00037734-0.00096851i,0.0010888-0.00059376i,0.00076717+0.00041386i
0.0005629-0.0012852i,0.0005895+0.0003815i,0.00025257+0.0013652i,-0.00024824+0.00080695i,-0.00064166-0.00015366i,-2.9895e-05-7.1809e-05i,0.00071111-0.0010357i,0.0008571-0.0019361i,0.0005423-0.0010732i,0.00011282-0.00013187i,-0.00093017+3.4589e-05i,-0.00060557+0.00013522i,0.00027769-9.8511e-05i,0.00056483-0.0011278i,0.0010115-0.0012928i,0.0013798-0.00058005i,0.001151+0.00076448i,0.00082564+0.0012478i,0.00081468+6.4918e-05i,0.00089008-0.00052956i,0.00027476-0.0002819i,0.00011907-0.0003289i,8.6267e-05-0.00049082i
0.0011081-0.0013219i,0.0025289-0.0013326i,0.0023355-0.00068849i,0.0012771-0.00022574i,-0.00023864-0.001031i,-0.0015829-0.0023613i,-0.0020537-0.0021511i,-0.001316-0.0012239i,-0.00035983-0.00096656i,0.00028499-0.0013546i,0.00034678-0.0010823i,-0.0003681-0.00047911i,-0.00040226+4.7469e-05i,-0.00054077+0.00031252i,-0.00086981+3.0361e-05i,-0.00098051+0.00048327i,-0.0010063+5.089e-05i,-0.00027859-0.00043643i,-8.3863e-05+0.00024933i,-0.00022389+0.00027135i,0.00022179+8.483e-05i,0.00065198+0.00050766i,0.00036344+0.00051999i
0.0026837-0.001596i,0.0017868-0.00099635i,0.00035265-0.00035772i,0.00024916-0.00017435i,0.00066821-0.00049728i,0.00019231-0.00041665i,0.0001746-0.00021581i,0.00079721-0.00040865i,0.00088686-0.00080885i,0.00025907-0.0010543i,-0.0001416-0.00089693i,-0.00011163-0.00044417i,0.00011964-0.00021098i,0.00047964+0.00014523i,0.00059566+0.00079885i,0.0006474+0.00091004i,0.00039222+0.00040098i,-0.00030821-6.6393e-05i,-6.6738e-05-0.00037185i,0.00039035-0.0006067i,0.00034015-0.00013212i,0.00017703+0.00057896i,6.499e-05+5.0484e-05i
0.0030042-0.0011163i,0.0032504-0.00010661i,0.0024279+0.0007814i,0.0012828+0.00057043i,0.00089455-8.3285e-05i,0.0010113-0.00043359i,0.00049803-0.00076264i,-0.00070838-0.0010179i,-0.00056762-0.0010134i,-2.6466e-05-0.00078806i,-0.00086069-0.00083119i,-0.00067477-0.00085336i,-0.00020989-9.149e-06i,-0.00019017+0.00079134i,-2.3022e-05+0.00071719i,1.8166e-05+0.00013802i,0.00075747+0.00033083i,0.0011704+9.6519e-05i,0.00057658-0.00016405i,-0.00012792+0.00023261i,-0.00091994+0.00059123i,-0.0009337+0.00041362i,0.00011319-1.3286e-05i
0.0029716-0.00019876i,0.0041332-8.116e-05i,0.0033919-0.00072684i,0.0013569-0.0017456i,-0.00022777-0.0021075i,-0.00036512-0.001636i,-0.00067979-0.001306i,-0.00051098-0.0009248i,0.00097586-0.00060496i,0.0012327-0.0010411i,0.00066266-0.0015275i,0.00059527-0.00080684i,0.00011307-0.00036896i,0.00037923-0.00056801i,0.0012539+4.947e-05i,0.0010261+0.00042316i,0.00071618-0.00044309i,0.00066084-0.00065126i,0.00056864+0.00018074i,0.00054144+0.00048307i,0.0011016+0.00046421i,0.00075953-0.00031856i,-6.8748e-05-0.0010564i
0.0012681-2.7516e-05i,0.0010569+0.0010741i,0.00094824+0.0024793i,-9.8203e-06+0.0016218i,-0.00050919+0.00042512i,-0.00027633-7.2734e-05i,-0.00022661-0.00013761i,-0.00044802-0.0001356i,2.5202e-05-0.00033424i,0.00040425+6.1998e-05i,-0.00031456+0.00027932i,-0.00042362+0.00014206i,0.00015749+0.00099753i,0.00046248+0.0019317i,0.0005694+0.001135i,0.00017285-5.9177e-05i,-0.00050845+0.00016705i,0.00014898+0.00050742i,0.00095299+0.00029145i,0.00044076+0.00047758i,4.5994e-05+0.00052455i,0.0003308-0.00010171i,0.00056804-0.00043551i
0.00036996+0.0019993i,0.0023262+0.0013102i,0.003007+0.0011224i,0.0030407-0.00062258i,0.0021201-0.0024851i,0.00029068-0.0027999i,-0.00086377-0.0016293i,-0.00049486-0.00071473i,0.00033086-0.00051317i,0.00052557-0.00072399i,0.00022947-0.00064374i,0.00026283+0.00014189i,0.00029244+0.00014828i,-0.00030895+4.3633e-05i,-0.00045338-0.00013412i,-2.6962e-05+3.0081e-05i,-9.9414e-05+0.00026376i,0.00017771-0.0006816i,0.0008635-0.00062014i,0.00041735+0.00034129i,-0.00020889+0.00062337i,-0.0002716+0.00047832i,-0.00011296+0.00021503i
0.0030844-0.00038346i,0.0031824+1.0753e-05i,0.0036227-6.6382e-05i,0.0021133-0.00021419i,1.7274e-05-0.000833i,-0.0010192-0.0017522i,-0.00095685-0.0016439i,-0.0004602-0.00043216i,-0.00011413+0.00019718i,-3.3005e-05-0.00046743i,-0.00037178-0.00078161i,-0.00060654-0.00070652i,-0.00094165-0.00015336i,-0.0011281+0.00023054i,-0.0013989+0.0005599i,-0.0011934+0.00037582i,-0.00032911-0.00011818i,0.00017893+0.00037323i,-0.00074763+0.00083625i,-0.00060287+0.00078725i,0.00024735+0.00055627i,-0.00039832+0.00020016i,-0.00048113+1.8496e-05i
0.0012161+0.00022805i,0.0014519+0.00024702i,0.0016353+0.00039774i,0.0017022-1.1375e-05i,0.0005207-0.0011505i,-0.00069303-0.001068i,-0.00062777-0.0009454i,-0.00053233-0.0004677i,-0.00082191+0.0003768i,-0.00028588+0.00010721i,0.00017149-0.0001653i,0.00017694+0.00018484i,0.00069403+0.00040255i,0.00014516-3.8522e-05i,-0.00075492-1.306e-05i,-0.0013089+0.00037577i,-0.00095586-0.00020363i,-0.00020486-0.00085572i,0.00017983-0.00075516i,0.00018817-0.00084792i,-4.9854e-05-0.0011069i,-0.00027416-0.00055474i,0.00038737-0.0002469i
0.00058925-0.00099725i,0.0017347+0.0001007i,0.0011794+0.0015226i,0.0006516+0.001326i,0.00055344-0.00024422i,0.00038776-0.0015602i,-0.00038059-0.0013931i,-0.00058087-0.00091476i,-0.00074037-0.0003947i,-0.00068024+0.00054041i,0.00020462+0.0008334i,0.00050716+0.00011627i,0.0005708+5.4476e-05i,0.00059705+8.2124e-05i,0.00073331-0.00011094i,0.00079374-0.00045167i,0.00075726-0.00039923i,0.00070223+9.7218e-05i,0.00015804-8.2502e-05i,-0.00015278-0.000443i,-5.6475e-05-0.00036547i,-0.00030363-0.00047736i,-0.00048949-0.00071208i
0.0019853+0.0005252i,0.0022422+0.00098004i,0.0019774+0.0007286i,0.0016029+0.00014695i,0.00039324-4.4176e-05i,-0.0007919-0.00012517i,-0.0011152+7.2091e-05i,-0.0011095+8.8379e-05i,-0.00065358-0.00035654i,-9.1015e-05-0.00067863i,-0.00012047-0.00025424i,-0.00099222+0.00048076i,-0.00094035+0.00077891i,-0.00054824+0.00031137i,-0.00027185+0.00013307i,0.00024224+0.00044338i,0.00021755-0.0001191i,0.00026076-0.00097648i,0.0001695-0.00092846i,-2.041e-05-3.9909e-05i,9.939e-05+0.00041949i,0.00023115-9.5378e-05i,0.00025315-0.00078095i
0.0010653+6.113e-05i,0.00041735+0.0013923i,0.00057799+0.0019407i,0.0014364+0.00074359i,0.0010149-0.0011504i,-0.00030432-0.0011597i,-0.0010764-0.00047055i,-0.00073646-0.00070938i,-0.00033246-0.00040559i,-8.3825e-05-0.00062127i,5.6441e-07-0.0010948i,-0.00042032-0.00062539i,-0.00081477-0.00050078i,-0.00078199-0.0011478i,-0.00037671-0.001089i,-0.00057094-4.4005e-05i,-0.000462+0.00036461i,-0.00023814+0.00084402i,-0.00035507+0.00038155i,-0.00058786-0.00071355i,0.0001125-0.00088304i,0.0010158-0.00026945i,0.00044884-0.00017706i
