-0.0091629+0.00030508i,-0.01007+0.0008097i,-0.0088238+0.0044318i,-0.0043108+0.0064396i,-0.00010776+0.0054994i,0.00088529+0.0024867i,-0.00033157+0.00045391i,-0.00044335+0.00076363i,0.00025103+0.0011897i,0.0012998+0.00097361i,0.0022422+0.00043818i,0.0015331-8.2272e-05i,0.00024632-2.904e-05i,0.0003268-0.00023995i,0.00047957-0.0016432i,0.00039887-0.0019027i,0.00042608-0.00031758i,-0.00029062+0.00030692i,-0.00024362-7.0277e-05i,3.9813e-05+2.952e-06i,-2.859e-05-0.00095433i,0.00024084-0.0023487i,-0.00019191-0.0015682i
-0.0013527-0.0014184i,-0.0013696-0.0012617i,-0.0018761-0.00042866i,-0.0018211+2.0476e-05i,-0.0020441-0.0004105i,-0.0020152-0.00038196i,-0.0015571-0.00032061i,-0.00095928-0.00099567i,-0.00091536-0.00097749i,-0.00095673+0.00014191i,-0.00091466+0.00066825i,-0.0011606-0.000196i,-0.00083318-0.00074974i,0.00018765-0.0003772i,0.00042749+4.3908e-07i,-1.5731e-05+0.00063709i,-0.00025344+0.0009912i,-0.00087718+0.0014012i,-0.0010373+0.00089098i,-6.3723e-05-8.9588e-05i,0.00040281-0.00049084i,-0.00025396-0.00090471i,-0.0006081-0.00049188i
-0.0037707+0.0030706i,-0.0039354+0.0036585i,-0.0028583+0.0045842i,-0.0011051+0.0044891i,-0.00015902+0.0024304i,-0.0002831-0.00040881i,-8.9663e-05-0.0018146i,0.00014905-0.0015906i,-0.00012323-0.0005711i,0.00055388+0.00026054i,0.00079372+9.6148e-05i,-1.7933e-05-0.00064194i,-0.00044438-0.00055434i,-0.00052033-0.00050442i,0.00051533-0.00059306i,0.00094481+2.3873e-05i,0.00014645+7.993e-05i,-0.00054271-0.00021273i,-0.00081607-0.00033306i,-0.00024261-0.00021646i,7.9814e-05+0.00027168i,1.5587e-05+0.00055556i,-2.3357e-05+0.00023767i
0.0010097-0.00078524i,0.00102-0.00091484i,0.0011217-0.0021194i,0.00030478-0.0023496i,-0.00083017-0.0016413i,-0.0011066-0.00071155i,-0.0005609+0.00017037i,0.00050294+1.7326e-05i,0.0010025-0.00043216i,0.00049928-0.00014867i,-2.6514e-05+0.00011927i,7.8872e-05+0.00031241i,0.0002967+0.00079621i,0.00041418+0.0008925i,0.00041013+1.9186e-05i,-6.6559e-05-0.00042541i,-7.5309e-05-0.00023207i,5.722e-05-0.00049093i,0.0004885-0.00078152i,0.00015867-0.00073575i,-0.00027834-0.0010131i,-7.0445e-05-0.00025186i,-0.00019448+0.00023231i
0.0028843+0.0010644i,0.0033257+0.0019068i,0.0028937+0.0010662i,0.00059208-0.00015821i,-0.0011134-0.00084054i,-0.0018422-0.0010658i,-0.0019245-0.0012455i,-0.0011103-0.0011513i,-0.00047116-0.00015885i,-0.00081329+2.5483e-05i,-0.00056561-2.7932e-05i,-9.8656e-05+0.00039955i,-0.0001553+0.00071551i,-0.00023371+0.00083902i,0.0001572+0.001094i,0.0010055+0.0011223i,0.001016+0.00033728i,0.00033016-0.00031233i,0.00074046-1.1437e-05i,0.00076098-0.00031661i,-0.00028216-0.00031456i,-0.0007237+0.0002761i,0.00011893+0.00028376i
-0.0017387+0.0001223i,-0.0018651-0.00037673i,-0.0017598-1.8236e-05i,-0.001178-0.00030527i,0.00038279-0.00050481i,0.00089219-0.001141i,0.00013165-0.00071865i,0.00062158-0.00031462i,0.001442-0.00071036i,0.0010132-0.00062989i,0.00059215-0.00045876i,0.0008218+0.00018772i,0.0010777+1.4117e-05i,0.00069103-0.00052374i,0.00062287-0.00068821i,0.00087166+0.00035896i,0.00087742+0.0014425i,0.00055812+0.0007586i,0.00049442-0.00020634i,1.6923e-05-0.000565i,-0.00047946-0.00023245i,-0.00070393-0.00072779i,-0.0002524-0.00063419i
-0.0003135+0.00028634i,-0.00051305+0.00055017i,-0.000159+0.000921i,-0.0004389+0.00085498i,-0.00058427+0.00058521i,-0.00073428+0.00017101i,-0.00045541-0.0010336i,-0.00030367-0.0013773i,-0.00052431-0.00088766i,-1.4448e-05-0.0006968i,0.00056838-0.00060968i,0.0007157-0.00096989i,0.00068225-0.00066439i,0.000167+5.8467e-05i,-0.00025302+0.00058827i,-0.00099343+0.00065648i,-0.001274-1.4247e-05i,-0.00076071-5.3676e-05i,0.00024932+0.00048571i,0.00053328+0.00050046i,-9.7912e-06-5.0159e-05i,0.00016796-0.0002046i,0.00063605-0.00026055i
-0.00092109+0.0031289i,-0.00073815+0.0032614i,-2.0595e-05+0.0026i,0.0012964+0.0015849i,0.00099992+0.00020087i,-0.00043254-0.0013222i,-0.001817-0.0014409i,-0.0013542-0.00090606i,-0.00016043-0.00012093i,0.00070685-0.00017248i,0.00078843-0.00063763i,-0.00016529-0.00011242i,-0.0013665-4.1779e-05i,-0.00097938-0.00013135i,-0.00054746-1.4026e-05i,-0.00074094-0.00047426i,-0.00064874+7.972e-06i,-0.00044951-7.0614e-05i,-0.00055509-0.00073177i,-0.00013502-0.00068696i,0.00058822-0.00071813i,0.00049752-4.1477e-05i,5.9552e-05+0.00015507i
-0.00022286+0.00080189i,-0.00015092+0.0021902i,-0.00025034+0.0014931i,-0.0011159-2.1213e-06i,-0.0011141-0.00090666i,-0.00074447-0.00077722i,-0.0012203-0.00019162i,-0.0013425-0.00010383i,-0.0010272-0.0002549i,-0.00097569-0.00068342i,-0.001497-0.00092322i,-0.0015883-0.00029122i,-0.00077635+0.00056646i,0.00015395+0.00075181i,0.00055483+0.0001817i,0.00045338-0.00011931i,0.00040072-0.00063876i,4.9121e-05-0.0011685i,2.4682e-05-0.00028601i,-1.6523e-05+0.00051784i,-0.00028752+0.00043094i,-5.6952e-05-0.00030476i,0.00032958-0.00060139i
-0.00074296+0.00042548i,-0.00055056-5.4215e-05i,-0.0005473+0.00034819i,-1.7614e-05+0.00022382i,0.00033381-0.00057774i,-0.00032319-0.0004238i,-0.00052829+0.00041437i,-0.00059928+0.00091795i,-0.00076805+0.0010412i,-0.00050296+0.00070732i,-0.00022935+0.00026032i,-3.9628e-05+6.954e-05i,5.0811e-05+0.00094589i,0.00036659+0.0013634i,0.00078012+0.00048786i,0.0011343-0.00045472i,0.00062512-0.00057971i,0.00028368-4.3522e-05i,0.00044267-0.00011637i,0.00018792-0.000376i,-0.00027067+2.5013e-05i,-0.00049763+0.00027059i,-0.00057827+3.3295e-05i
0.0017654-0.0014324i,0.0017597-0.0013413i,0.0001618-0.0015787i,-0.0019431-0.0013561i,-0.0028752-0.00062603i,-0.0020235-0.00015563i,-0.00037511-0.00012072i,0.00022873-0.00038901i,0.00067318+0.00019958i,0.00078997+0.00083374i,-6.543e-05+0.00093752i,0.00016013+0.0011566i,0.00064037+0.00090505i,0.0004826+0.00029722i,7.212e-05-0.00036707i,1.9877e-05-0.001406i,0.000329-0.0015491i,-1.7243e-05-0.00067719i,2.1917e-05-0.00082109i,0.00076884-0.000421i,0.00047754+0.00015537i,0.0004478+0.00067465i,0.00046625+0.00079563i
-0.00024184+0.001219i,0.00035956+0.0017131i,-0.00020026+0.00064i,-0.0010571-0.00015259i,-0.0012776+9.4808e-05i,-0.0005656+0.00018294i,-0.00065656-0.00037449i,-0.00048246-0.0010783i,1.3958e-05-0.0012753i,0.00047117-9.0898e-05i,0.00078001+0.0006449i,0.00070525+0.00037842i,0.00040277+0.00022968i,-0.00018547+0.00054078i,-0.00037969+0.0005079i,4.7596e-05+0.00021239i,-3.2778e-08+0.00021844i,-0.00049928+0.00051403i,-0.00029856+0.00034806i,-0.00016456-0.00023205i,0.00028297-0.00020791i,4.2105e-05-0.00014673i,-0.0007753+7.8893e-06i
-8.0177e-05-0.0018874i,-0.0014602-0.0018339i,-0.0025119-0.0012969i,-0.002629-0.00066943i,-0.0023548+0.00030702i,-0.0013402+0.0011088i,-0.00038322+0.00079955i,1.2825e-05-0.00033126i,0.000597-0.0013233i,0.00095702-0.0013299i,0.00060284-0.0011564i,3.6355e-05-0.0012043i,-0.00027331-0.00052432i,0.00057687+0.00054479i,0.00080933+0.00067766i,-9.1287e-05+7.3627e-05i,-0.00038608-0.0002202i,1.9844e-05+0.00047462i,0.00016605+4.8551e-05i,-9.7704e-05-0.00022457i,-0.00012048+0.00018824i,-6.6052e-05+0.00017993i,0.00014061-0.00014512i
0.0024508-0.00058542i,0.0032996-0.00068559i,0.0014707-0.0006674i,-0.00089583-0.0012419i,-0.0016176-0.0015711i,-0.0013646-0.0018644i,-0.001002-0.0015225i,-0.00080564-0.001439i,-0.00074587-0.0015735i,-0.00091259-0.0015995i,-0.0013266-0.001206i,-0.0012033-0.0007152i,-0.00018596+0.00040081i,-0.00013638+0.0012779i,-0.00063661+0.00086828i,-0.00084587-5.4196e-05i,-0.00073875-0.00033035i,-0.00052807-0.00056398i,-0.00041511-0.00063832i,-0.00020555+0.00050227i,-0.000519+0.00071878i,-0.0010224-0.00021544i,-0.00028084+0.00019418i
0.00017327+0.00020924i,-0.00065816-0.0002967i,-0.00038588-0.0010775i,-0.00047576-0.00019944i,-0.00095238-0.00012481i,-0.0012353-0.0013785i,-0.0010789-0.0016379i,-0.00047652-0.0010683i,0.00024885-0.0003228i,-0.00011236-0.00019969i,-0.00095696+4.2273e-05i,-0.0014859-0.0001597i,-0.00090751-0.00064519i,-0.00027383-0.00046828i,-0.0010776-5.4794e-05i,-0.0010838+1.0687e-05i,0.00043752-0.00031079i,0.00098767-0.00045107i,0.00028117+0.00023692i,0.00022778+0.00076936i,8.0145e-05-0.00028188i,-0.00067026-0.00085558i,-0.00020254-0.00089677i
-0.00038306-0.0036259i,-0.0012241-0.002649i,-0.0016749-0.0017638i,-0.002555-0.0012421i,-0.0028175-0.0010308i,-0.0016491-0.0013538i,0.00027403-0.0013296i,8.7331e-05-0.00034304i,-0.00094221+0.00015073i,-0.0008085-0.00066188i,-0.00037527-0.00043684i,0.00012541+0.0011044i,0.00012625+0.0017147i,-0.00099698+0.0011473i,-0.0014088+0.0004274i,-0.00044484+0.00031709i,0.00055699-0.00024264i,0.0001366-0.001125i,-0.00030592-0.00070751i,-0.00037413-0.00030303i,-0.00022116-0.0011405i,0.00063255-0.00070521i,0.00063913-0.00036121i
-0.00099763+0.0018081i,-0.00024367+0.0010795i,-7.5288e-06+0.00017936i,-0.00037622-0.00033123i,-0.001066-0.0012644i,-0.0012957-0.0017364i,-0.00062974-0.0012666i,-0.00099804-0.0012131i,-0.0010929-0.00034128i,-0.00064412+0.00010968i,0.00029018-9.147e-05i,0.00087534+0.0002601i,0.00084494+1.0614e-05i,-0.00027509-0.00017904i,-0.00093016+0.00056096i,-0.00047179+0.00077913i,0.00013112+0.00088646i,0.00029787+0.0015739i,6.8409e-05+0.00095688i,-0.00018605+0.00014542i,-0.00055507-0.00013489i,-0.00025792-0.00038136i,0.00013647-0.000285i
-0.00088211-0.00011183i,-0.0011741+0.00094512i,-0.0011467+0.0017132i,-0.00092324+0.0019973i,-0.00075154+0.00078004i,-0.00046033-0.0010003i,-0.00040575-0.0013399i,-0.00032958-0.00043993i,0.00029941-0.00049323i,0.0010838-0.00076632i,0.0013919-0.00053133i,0.0013057-0.00010906i,0.00087243+0.00059417i,0.00026038+0.00060783i,-0.0002257-3.4683e-05i,-0.00047128-0.00068474i,-0.00039886-0.00057962i,0.00031806+0.00010518i,0.00041358-0.00015167i,0.00025136-0.00081318i,-5.0372e-05-0.0009994i,-0.00050977-0.00043787i,-0.00026244-0.00018124i
-0.00064342+0.0016198i,-0.0003086+0.0010304i,0.00035794+0.00014898i,-9.6845e-05+0.00095658i,-0.00097836+0.00046266i,-0.0017744-0.0006168i,-0.0016898-0.0011218i,-0.00079778-0.0017714i,-0.00011705-0.001401i,0.00013972-0.0009552i,0.00026307-0.0013649i,2.0905e-05-0.0015365i,-0.00035435-0.0014093i,-0.00022488-0.001332i,9.1818e-05-0.0012039i,-5.4001e-05-0.00059296i,-0.00010363-0.0010718i,-0.00023632-0.0015296i,-0.00068642-0.00086143i,-0.00046109-0.00032239i,-0.00015979+0.00010199i,-0.00055578-0.00012504i,-0.000282+3.2166e-05i
3.105e-05+0.00018746i,0.00082743+1.0213e-05i,0.0011891-8.0122e-05i,0.00058816+4.6077e-05i,0.00046079+0.00033164i,0.00018155+0.00046185i,-8.607e-05-0.00025186i,-0.00058552-0.0007932i,-0.00059013-0.00054959i,-8.984e-05-0.00071816i,-0.00024133-0.0014317i,-0.00025937-0.0014039i,0.00046839-0.0012364i,0.00046321-0.00099277i,0.00013651-0.00057979i,0.00045636-0.000552i,-1.1644e-05-0.00033523i,-0.00046979-1.9998e-05i,-0.00048867-0.00021609i,-0.00051034-0.00081923i,-0.0005757-0.00076699i,-0.00029441+0.00024246i,-0.00044981+0.00054668i
0.0010874+0.0012536i,0.00037232+0.0018606i,-0.00018299+0.00046255i,-0.00074844-0.00035148i,-0.0011198-0.00041253i,-0.00074328-0.00040212i,-3.4781e-05+3.2534e-05i,-5.6741e-05-0.00032576i,-0.00029785-0.00039412i,-0.00073938+0.00030876i,-0.0011468+0.00058305i,-0.00082083+0.0010909i,-0.00082209+8.4747e-05i,6.496e-05-0.00026725i,0.0010899+0.0009539i,0.00079919+0.0013213i,0.00068478+0.00094165i,0.00013679+0.00054129i,-2.4946e-06+0.00021589i,0.00068342+0.00036789i,0.00073606+0.00059358i,9.029e-05+0.00080049i,-6.761e-05+0.00018731i
0.00094075-0.00078319i,0.00046577-0.001131i,0.00014801-0.0017464i,0.00012871-0.00094748i,-0.00094024-0.00045827i,-0.0016187-0.00087591i,-0.00082884-0.0006034i,-0.00020463-0.00082239i,0.00015969-0.00083687i,0.00070127+0.00023112i,0.00024767+0.0013238i,-0.00018078+0.0012669i,0.00041354+0.0010083i,0.00037542+0.0014097i,0.00013218+0.0015652i,0.00011676-2.8155e-05i,-0.00012272-0.00098304i,-0.00018695+3.4523e-05i,0.00025797+0.00040496i,0.00035967+0.00067736i,-0.00010462+0.00064055i,7.8346e-05-0.00024203i,0.00071562-0.00028591i
-0.00080876+0.0031897i,0.00024536+0.0026639i,0.0014667+0.003401i,0.00073836+0.0028198i,0.00032909+0.00094414i,0.00014468-0.00016414i,-0.0010655-0.00045176i,-0.0014188-7.4341e-05i,-0.00072573+0.0006126i,-0.00018263+0.00071493i,-9.6838e-05+2.679e-05i,7.2876e-05-0.00035005i,-5.8401e-06+0.00067079i,-0.0010955+0.0015015i,-0.0016863+0.0010289i,-0.00095662-0.00010225i,0.0003222-0.00062572i,0.000773-0.00040098i,0.00076967-0.00063629i,0.00066839-8.8686e-05i,0.00029586+0.00090027i,-5.4585e-05+0.0010247i,8.3921e-05+0.0010743i
4.2126e-05+0.00070525i,-0.00022336+0.0011195i,-0.0010866+0.0016962i,-0.00090935+0.00042776i,-0.0013037-0.00061739i,-0.0011542-0.0010076i,-7.7475e-05-0.0013483i,0.00017142-0.00065558i,0.00047052-0.00063501i,0.0015079-0.0010432i,0.0021178-0.0012976i,0.0019072-0.0011719i,0.00096807-0.0003591i,0.00023045+6.4846e-05i,0.0001544-0.0006703i,-0.00027304-0.0013758i,-4.1772e-05-0.0010195i,0.00060647-0.00072924i,0.00029729-0.0012011i,5.2623e-05-0.0014641i,0.00035347-0.0012847i,0.00045163-0.00099509i,0.00017007-0.00091191i
-0.00020208-0.0014381i,-0.001501-0.0015722i,-0.0022391-0.0010326i,-0.0022411-0.00092559i,-0.001774-0.0003521i,-0.0016598-0.00077782i,-0.00055795-0.0014251i,0.00022072-0.001078i,-0.00022402-0.001449i,-0.00033541-0.0021237i,-0.00034637-0.0019749i,-0.00039985-0.0013938i,-0.00014292-0.00073167i,0.00039228+0.00019985i,0.0012974-0.00014936i,0.0011328-0.00018977i,-6.3563e-05-0.00012021i,-0.0003702-0.0010855i,-0.00014823-0.00097899i,0.00010818-0.00063499i,0.00036372-1.5055e-05i,-3.0518e-05+0.00059873i,-0.00054798+0.00033923i
0.00080169-0.0017596i,0.00017669-0.0021401i,-0.00071412-0.0016701i,-0.0016481-0.00077214i,-0.0027793+8.646e-05i,-0.0021328+6.6631e-05i,-0.0011661-0.000571i,-0.00030845-0.00048905i,0.00020706-8.0397e-06i,-9.1234e-05-0.00039835i,-0.00087512-0.00072841i,-0.0012711-0.00071762i,-0.00075289-0.00022851i,-0.00032656+0.0010877i,-0.0001474+0.0014838i,8.6783e-05+0.0010346i,-6.2993e-05+0.0014107i,1.5814e-05+0.0016076i,0.00052519+0.0010891i,-3.764e-05+0.00062338i,-0.00084638+0.00061831i,-0.00094806+0.0010352i,-0.0009277+0.00093582i
-0.00014474+0.00035585i,-0.00015925+0.0013888i,-0.00086062+0.0010523i,-0.00077446+0.00099139i,-0.00081219+0.0013952i,-0.00097878+0.00024675i,-0.00054005-0.0012505i,-0.00079123-0.0012148i,-0.0011721-0.00041865i,-0.0008898+0.00055664i,-0.00065746+0.0008521i,-0.00014254+0.00039447i,0.00028126+0.00042651i,0.00017499+0.00089627i,-0.00020969+0.0011491i,-0.00032108+0.00088673i,0.00073067+0.00088726i,0.0010298+0.0014248i,0.00015858+0.0013265i,-0.00067825+0.00080724i,-0.0011374+3.9502e-05i,-0.00058732-0.00023999i,0.00028645+0.00044574i
0.00087716+0.00010854i,0.0014697+0.00016422i,0.00043906-0.00031782i,-0.001212-0.00092641i,-0.0021313-0.0011187i,-0.0017429-0.0013364i,-0.00056852-0.0013856i,0.00052938-0.0010333i,0.0007761-0.00050915i,0.00053326+2.4807e-05i,0.00010987-0.00019492i,0.00011484-0.00027762i,0.00040922+0.00031334i,0.00033845+0.00019935i,0.00017262+0.00032323i,-6.1165e-05+0.0002555i,-0.00046146-0.00020648i,-0.00071409+0.00015294i,-0.00067131-0.00010567i,-0.0006631-0.0005612i,-0.00053781-0.00039346i,-0.00026809-0.0003191i,-0.00030929-0.00082011i
-0.0019617+0.001222i,-0.0027355+0.0021271i,-0.0020833+0.003257i,-0.0010506+0.0030638i,-0.00052542+0.0014728i,-0.00018122-0.00067779i,0.00011684-0.0018677i,7.1458e-05-0.0013918i,-9.7129e-05-0.0014345i,0.00052019-0.0010819i,0.0015621-0.00011317i,0.0010991-0.00082364i,0.00030125-0.0013515i,0.00054638-0.00027829i,0.00059135-0.00038634i,-8.4826e-05-0.00096347i,0.00024396-0.0010378i,0.00077674-0.0011546i,0.00013144-0.0006363i,-0.00082549+0.00011583i,-0.00097491+0.00032444i,-0.00065325-0.00019241i,-0.00054139-0.00086588i
0.00025972+0.00086719i,0.00092136+0.00067352i,0.00081789+0.00021623i,0.00024547-0.00080111i,-0.00068574-0.0012578i,-0.0014901-0.0015917i,-0.001747-0.0015896i,-0.00071031-0.0011872i,0.0010573-0.00082692i,0.0017718-0.00082717i,0.0015887-0.00083643i,0.00081516-0.00063745i,0.00042124-0.00048029i,0.00082376-0.00056934i,0.00049704-7.5573e-05i,-0.00027608+0.00025224i,-0.00022079+0.00040712i,0.00079755+0.00074882i,0.00083+0.00011126i,0.00030061-0.00051305i,0.00020717-0.00053275i,0.00012418-0.00081426i,0.00029109-0.00086682i
-0.00021201+0.00037532i,-0.00031037+0.0010009i,-0.00029688+0.0016946i,-0.0004847+0.0012447i,-0.00069215+0.00012515i,-0.00087314-0.0010445i,0.00012939-0.0015652i,0.00039829-0.0010998i,3.7261e-05-0.0002227i,0.00029643-0.00015539i,0.00014619-0.00080994i,-0.00043086-0.00081511i,-0.00088045-0.00035463i,-0.00067246-0.00025345i,-0.0010508+0.00030893i,-0.0014828+0.001004i,-0.0010591+0.00034991i,-0.00037823+0.0007299i,-0.00044904+0.0014346i,-0.00045009+0.00035943i,-0.00083715-3.6776e-05i,-0.00099779+0.00023584i,-0.00024618+0.00051751i
0.0022111-0.0017423i,0.0016925-0.0012949i,0.0006209-0.0011975i,-0.00045013-0.0009589i,-0.00092225-0.00063408i,-0.00058667+3.2987e-05i,0.00070352-6.7867e-06i,0.00087266-0.00062229i,-0.00015899-0.00047202i,-0.0010264-0.0011638i,-0.0014038-0.0016806i,-0.0011103-0.0010464i,-0.00062501+9.4841e-05i,-0.00056022+0.0004973i,-0.0008216+0.00039295i,-0.0012002+0.00070886i,-0.0014404+0.00035764i,-0.0016903+8.2257e-05i,-0.0019759-0.0001527i,-0.0018419+0.00012528i,-0.0011871+0.00063925i,-0.00080213+0.00033882i,-0.00025054+0.00019473i
-7.1516e-05+0.00011364i,4.9894e-05+0.00035876i,-0.00083541-0.00013213i,-0.0011474-0.00053881i,-0.0008591+0.00049999i,0.00020951+0.00084149i,0.0008751+0.00029435i,0.00047767+0.0003314i,-0.00025771+0.00050995i,-0.00083005+0.00019369i,-0.0005237+0.00010024i,0.00030294+0.00056189i,0.00044828+0.00088372i,-2.4484e-06+0.00066078i,-0.00015667+0.00060834i,0.00010495-7.4769e-05i,-0.00014354-0.00070503i,-0.00070918-0.00023811i,-0.00046064-0.00034051i,0.00052428-0.00012485i,0.00053384+4.0934e-05i,-0.00017787-0.00097494i,-0.00054596-0.0011601i
-0.0013917+0.003005i,-5.9031e-05+0.0030796i,0.0011538+0.0028791i,0.0015382+0.0018113i,0.0011863-0.00050986i,0.00068434-0.0016657i,-0.00041438-0.0013152i,-0.00051018-0.0013238i,-7.0524e-05-0.00026856i,-0.00020213+0.0011861i,0.00056736+0.0010727i,0.0014963+0.00028033i,0.0012112-0.00020015i,0.00065801-0.00041347i,0.00045188-0.00040947i,0.0010202+0.00062936i,0.0014056+0.0014011i,0.00096363+0.0011878i,0.000151+0.0004483i,0.00070249-0.00040922i,0.0019873-0.0005488i,0.0014472+0.00018762i,0.00013962+0.00042543i
0.00020587-0.00089733i,0.00017707-0.0010615i,-0.00073918-0.0014557i,-0.0010045-0.0020904i,-0.0010444-0.0016186i,-0.001923-0.0012995i,-0.001244-0.00043176i,0.00023293+0.00025519i,0.00049998+0.00015304i,-1.7818e-05+0.00014774i,5.5275e-05-0.00024779i,0.00077553-0.00052305i,0.0013787+0.00017022i,0.0016416+0.00085572i,0.00075561+0.00069748i,-0.00027452-7.5244e-05i,0.00010203+0.00016346i,0.00082837+0.0007382i,0.00029946+0.00040077i,0.0003279-0.00013177i,0.00047979-0.00035999i,-0.00016877+0.00016615i,-0.00047645+0.00031658i
-0.00065056-0.0010748i,-0.00027298+0.00027364i,-0.00050402+0.0011795i,-0.00024616+0.0021715i,0.00024546+0.002558i,0.00049922+0.0012965i,0.00027801-0.00038742i,-0.00062479-0.00099589i,-0.00095249-0.00067359i,-0.00044858-0.00079529i,9.1398e-05-0.0008454i,0.00063821-0.00068224i,0.0005123-0.00040623i,-8.9711e-05-0.00077056i,-0.0011244-0.00099138i,-0.0016115-0.00061642i,-0.0012261+0.00021529i,0.00015128+0.00063849i,-0.00022066-1.1127e-05i,-0.0016788-0.00013036i,-0.0017565+0.00095726i,-0.001025+0.001421i,0.00017737+0.00059287i
-0.00063436+0.0013665i,-0.0016303+0.00075i,-0.001525+8.5185e-05i,-0.0010926-6.5557e-05i,-0.00089968-0.00039997i,-0.00088651-0.00078189i,-0.00078123-0.0008993i,-0.00066883-0.0013537i,-0.00013532-0.0013774i,0.00044053-0.0010766i,2.4854e-05-0.00078779i,-0.000871-0.00076712i,-0.0006529-0.00056857i,-0.00047362-0.00055258i,-0.0008308-0.00048561i,-0.0009966+0.00025636i,-0.0002188+8.7852e-05i,0.00036393-0.00053382i,-0.00075748-0.00057223i,-0.0010211-0.00016706i,0.00010945+0.00021287i,0.00092155+0.00037642i,0.00081419+0.0010297i
-0.00047578-0.0017845i,-0.000267-0.0010424i,0.00019218-0.00020178i,-0.00023875+0.0010612i,-0.00069753+0.0013826i,-0.0012736-0.00028891i,-0.0013612-0.00091546i,-0.00097384-0.0004931i,-0.0015314-0.00074764i,-0.001489-0.00035838i,-0.00082563+0.00044944i,-0.00031165+0.00013476i,-6.8342e-05-0.00017959i,-0.00011396-0.00011973i,0.00030796-0.00091587i,-4.9101e-05-0.0011925i,-0.00040321-0.00076139i,0.00030139-0.00012076i,-5.6503e-05+0.00025987i,-0.00042085-0.00073202i,0.00080445-0.0011526i,0.0020913-0.00024315i,0.0015326+0.00070661i
0.00088479+0.0024217i,0.00054287+0.0033291i,0.00020865+0.0035962i,-0.00056943+0.0011729i,-0.00080573-0.0016294i,-0.00086663-0.0019254i,-0.00086119-0.00089866i,-0.00078081-0.00048844i,-0.00065692-0.00082564i,-8.2156e-05-0.0009262i,0.00033568-0.00044765i,4.5825e-05+0.00026344i,-0.00013173+0.0009798i,4.1597e-05+0.0013405i,0.00012085+0.00081312i,6.0562e-05-0.0002592i,0.00025737-7.938e-05i,0.00017447+0.00086466i,-8.6598e-07+0.0006014i,0.00033155+0.00027628i,-2.7271e-05+0.00047284i,-0.00056864+0.0003125i,-0.000318-0.00035947i
-0.00037521-0.00015157i,-0.0024497-0.00036522i,-0.0034183-0.0015811i,-0.0032971-0.0019273i,-0.002825-0.0012808i,-0.0017898-0.00029277i,-0.00066557-0.00014233i,-0.00044677-0.00054151i,-0.00053398-7.5982e-05i,0.00060697+0.00035617i,0.0015858-2.9946e-06i,0.0012622+0.00046387i,0.00080657+0.0012361i,0.00026117+0.00056696i,-7.6154e-05+5.761e-06i,-3.5616e-05-2.2811e-05i,0.00058571-1.4129e-05i,0.0011762+8.4893e-05i,0.00078049+7.9842e-05i,0.00048478+0.00028468i,0.00042014+0.00043069i,0.00034277-6.0099e-05i,0.00046149-0.00041598i
0.0031591+0.00083021i,0.0031895-0.00052468i,0.0034997-0.0015856i,0.0024292-0.0019075i,0.00081195-0.001746i,0.00062861-0.0019909i,0.00090364-0.0010399i,0.00039159-7.5424e-05i,0.00017879+0.00033494i,0.00066455-7.8018e-05i,0.001386-0.0010173i,0.0013013-0.00062348i,0.0010058-1.9142e-05i,0.00069604-0.00012764i,0.00012549-0.00016416i,-0.00040514-0.00045418i,-0.00089399-0.00069097i,-0.0010482-0.00033445i,-0.00058808-0.0010799i,-0.00041379-0.0011521i,-0.00065572-0.00021247i,-0.00052968+0.00043214i,0.00021975+0.00049305i
-0.0010203-0.000204i,-0.0010222-0.000389i,-0.0030367+4.9809e-05i,-0.0043799-0.00042363i,-0.0031163-0.0011131i,-0.0018341-0.00099375i,-0.001146-0.00042241i,-0.0005839-1.2005e-05i,0.00020906-0.00031869i,0.00079045-0.00058165i,0.00034819-0.00062184i,0.00018349-0.00075566i,4.1721e-05-0.00096563i,-6.9087e-05-0.001894i,0.00016321-0.0013527i,-1.323e-05-0.00030654i,-4.9304e-06-0.00032735i,-0.00061216-0.00062784i,-0.0015173-0.0011697i,-0.0012722-0.00075905i,-0.00042678+0.00013088i,-0.00021126+0.00023858i,-1.9886e-05-0.00045929i
-0.00011925+0.0032861i,0.00092888+0.0028961i,0.0020794+0.0024623i,0.0029579+0.0020974i,0.0029827+0.0009872i,0.0013946-0.00049348i,0.0001564-0.00036556i,-0.00037335-0.00041794i,-0.00089445-0.0012323i,-0.0011957-0.0018866i,-0.00070479-0.001631i,0.00028389-0.00081106i,0.00061954+0.00019312i,-5.3249e-05+0.00083586i,-0.00035623+0.00044784i,0.00016166+0.00014408i,0.00055174-0.00056008i,0.00099654-0.0011746i,0.00079087-0.00070304i,0.0001785-7.6087e-05i,-0.00011005-0.00029827i,0.00041471-0.00040844i,0.0011436+0.0001029i
