-0.0091629+0.00030508i,-0.01007+0.0008097i,-0.0088238+0.0044318i,-0.0043108+0.0064396i,-0.00010776+0.0054994i,0.00088529+0.0024867i,-0.00033157+0.00045391i,-0.00044335+0.00076363i,0.00025103+0.0011897i,0.0012998+0.00097361i,0.0022422+0.00043818i,0.0015331-8.2272e-05i,0.00024632-2.904e-05i,0.0003268-0.00023995i,0.00047957-0.0016432i,0.00039887-0.0019027i,0.00042608-0.00031758i,-0.00029062+0.00030692i,-0.00024362-7.0277e-05i,3.9813e-05+2.952e-06i,-2.859e-05-0.00095433i,0.00024084-0.0023487i,-0.00019191-0.0015682i
-0.0019026+0.0015026i,-0.002031+0.0011825i,-0.0015686-0.00034661i,-0.0013938-0.0011312i,-0.00099237-0.0014001i,-0.00043115-0.0015828i,0.00025369-0.00092113i,0.00016702-0.00070269i,-0.00044222-0.00023642i,-0.00045271+0.00031035i,-0.0011193+0.00074534i,-0.0012973+0.0011211i,-0.00098689+0.0012365i,-0.00063375+0.00082636i,-9.9685e-07+0.00064878i,0.00081199+0.00081047i,0.00097097+0.00085392i,0.00016672+0.00045806i,-0.00033892-0.00011678i,-0.00052363+0.0001918i,8.0383e-05+0.00041725i,0.00010386-1.0755e-05i,-0.00048769+0.00020441i
-9.5944e-05+0.0011408i,0.00058413+0.00047323i,0.0012119+1.0116e-05i,0.001599+0.0003515i,0.00087869-0.00017077i,-0.00015506-0.0012067i,-0.00022078-0.00086369i,-0.00037279-0.00036028i,-0.00089093-0.00042219i,-0.00060208+0.00019536i,-3.7033e-05+0.00039267i,-9.3947e-05-0.00028215i,-0.00013599-0.00064104i,0.00015249-0.00085881i,0.00025601-0.0014228i,2.4516e-05-0.0012981i,-0.00035575-0.00065523i,-0.0003808-0.00049512i,-9.6092e-05-0.00054284i,-0.00053217-0.00055086i,-0.00014252+4.5925e-05i,0.00045471+0.00016449i,6.4558e-05+0.00026091i
-0.00040268+0.00036464i,-0.0018661+0.00089076i,-0.0011557+0.0029745i,3.8831e-05+0.001792i,0.00087857-0.0013676i,0.00052265-0.0018605i,-0.00040196-0.0015264i,-0.00080875-0.00036623i,-0.0010484+0.00048957i,-0.00015752+0.00058645i,0.0010384+6.1071e-05i,0.0011146-0.00053492i,0.00062512-7.2824e-05i,0.00039111+0.00026475i,0.00028455-0.00064345i,-0.00011042-0.0010287i,7.3384e-05-0.00020294i,0.00014558-0.00018693i,-0.00017036-0.00028558i,-0.00030675-0.0001697i,-0.00071045-0.00090667i,-0.00073457-0.00043683i,-0.00078578+3.4625e-05i
-0.0011804-0.0010378i,-0.0015311-0.0019409i,-0.0027273-0.0016661i,-0.0032702-0.00038065i,-0.0021829+0.00086291i,-0.00095041+0.00039495i,0.00032892+6.8452e-05i,0.000485+0.00081499i,0.00029898+0.0010926i,0.0006794+0.00071241i,0.0015086+1.1023e-05i,0.0013611-0.00022195i,0.0017447-0.00062834i,0.0020854-0.00072081i,0.001512-0.00047848i,0.00041461-0.00025274i,0.00061143-0.00033044i,0.00038049-0.00041379i,-0.00012105-0.00034718i,0.00028576-0.00079138i,0.00013844-0.000475i,8.5503e-05+0.00015339i,0.00018045+0.00012932i
0.0014106+0.00056879i,0.00098831+0.0016058i,0.00069641+0.0014102i,0.0010817+0.0016261i,0.00052167+0.0013301i,-0.00064277+0.00033617i,-0.0012788+0.00011559i,-0.00066682-0.00042677i,-0.00030105-0.0014161i,-0.00059687-0.0019282i,-0.0010892-0.0021642i,-0.00090386-0.0018945i,0.00071867-0.00071604i,0.0008602+0.00073978i,-0.00098453+0.0016005i,-0.0014371+0.0017364i,-0.00024862+0.00083965i,0.00021293-0.00014235i,-0.0003302-5.2371e-05i,-0.00017753-0.00035071i,0.00017623-0.00083766i,-0.0006944-0.00012997i,-0.00090693+0.0008136i
-0.00035897+0.00029318i,-0.0012551-0.00082386i,-0.0028773-0.00039357i,-0.0035006-0.00049067i,-0.0030233-0.001559i,-0.0016703-0.0018334i,-0.00041762-0.0017841i,0.00034148-0.0019411i,0.00020567-0.001136i,-0.00094465-0.00060441i,-0.0017169-0.00062923i,-0.001284-0.00050635i,-0.0008805-0.00025013i,-0.0012122+0.00029876i,-0.0010396+0.00074758i,0.00020519+0.0011754i,0.00099423+0.0012579i,0.0002579+0.00063361i,-0.00036778+0.00045218i,-3.3677e-06+0.0004645i,-0.00066297+0.00033334i,-0.001238+0.00042752i,-0.0003541+0.00057781i
0.0011545+0.00097558i,0.0016122+0.00066585i,0.0015169+0.00079706i,0.0011732+0.00019826i,0.00038467-0.00016515i,-0.00042463-0.00075377i,-0.00092237-0.0013496i,-0.00070522-0.0007386i,-0.00091107-0.00024548i,-0.0014508+0.00058735i,-0.00046479+0.00086857i,0.00021019+0.00044719i,-0.00072382+0.00040211i,-0.00045983+0.00013915i,0.00040208+0.00023089i,0.00081518+0.00067984i,0.0014114+0.00078913i,0.00052758+0.00086098i,-0.00089611+0.00060495i,-0.0011427+0.00010075i,-0.001106-0.00048624i,-0.0009744-1.5275e-05i,-0.0004876-0.00034536i
-0.0028796+0.0036764i,-0.0023552+0.0046066i,-0.0008996+0.0039513i,0.00022504+0.0019212i,0.0011077-0.00074977i,0.00052112-0.0021486i,-0.00058961-0.0019331i,-0.00091969-0.0019058i,-0.0003987-0.00080968i,0.0005797+0.00083811i,0.0015541+0.0007437i,0.0012016+0.00033587i,5.6424e-05+0.00050531i,9.6107e-05+0.00028166i,0.00047182+5.833e-06i,0.00048493+8.0832e-05i,0.00034952+2.6646e-05i,4.6737e-05-0.00025574i,-0.00041339+8.2764e-05i,-0.00040924-0.00015314i,-0.00016075-0.00083129i,-0.00045394-0.00063548i,-0.00081557+1.3222e-06i
0.00047187-0.00096478i,-0.00057317-0.00063792i,-0.00033849-0.0018006i,-0.00049264-0.0015536i,-0.001369-0.00047338i,-0.0019195-0.00020674i,-0.0013586-0.00064813i,-0.001567-0.00068549i,-0.00086634-0.00026988i,0.00088397+0.00054552i,0.0013214+0.00044091i,0.0012969-0.00023137i,0.00090916+0.00025779i,7.6107e-05+0.0009079i,0.00018137+4.4743e-05i,0.00030069-0.00083648i,-2.8836e-05-0.00093499i,-0.00027294-0.0011396i,0.00054015-0.00015041i,0.00038534+0.0007619i,-0.00012865+0.00077562i,0.00033848+0.00088622i,-6.7225e-05+0.00060206i
0.0029138+0.0014944i,0.0042084+0.0017143i,0.0036728+0.0017611i,0.0021029+5.8972e-05i,0.00088262-0.0012505i,-0.00034095-0.0010251i,-0.001543-0.00096443i,-0.0012787-0.00074527i,-0.00010434-0.00025016i,0.0011247-0.00074529i,0.00097497-0.0016666i,0.00020406-0.0011696i,0.00010245+6.2599e-05i,3.1143e-05+4.8157e-05i,-0.00050035-0.00013059i,-0.0010667-0.00041384i,-0.00023436-0.00043093i,0.00031023-0.0002728i,0.00024578+0.00023515i,0.00045975+0.00022112i,0.00046712+0.00037916i,-5.1204e-05+0.00036776i,-0.00050805-0.00068293i
-0.0010844-0.0021994i,-0.002172-0.0023289i,-0.0035627-0.0031097i,-0.0045063-0.0025118i,-0.0035312-0.0010533i,-0.0017132+0.00024581i,-0.00016003+0.00064004i,0.00032766+0.00058483i,0.00023563+0.00049108i,0.00029021-0.0006905i,5.3646e-05-0.0016916i,-0.00072025-0.0016938i,-6.5961e-05-0.0011965i,0.00015586-0.00071642i,-0.00011701+0.00070376i,0.00015468+0.0023687i,-0.00033256+0.0028662i,-0.00060378+0.0021018i,-0.00099554+0.00079487i,-0.00097092+0.00046746i,-0.00072941+0.00072554i,-0.0007197+0.00028135i,0.00015693+0.00024374i
0.00072505+0.00013738i,0.0002647+0.00091912i,0.0010152+0.00074276i,0.00058268+0.00050924i,-0.00097458-0.00012445i,-0.0012494-0.00074126i,-0.0004178-0.0012169i,9.9603e-07-0.001493i,-0.00015999-0.0014913i,-0.00064965-0.00077447i,-0.0018197+0.00041312i,-0.0017816+0.00070414i,-0.0011665-0.00014995i,-0.0014026-0.00081236i,-0.00063831+0.00010102i,0.00042033+0.0011724i,-3.323e-05+0.00082521i,-0.00012617-8.8404e-06i,0.00046485-0.00073008i,0.00028731-0.00071972i,-0.00026417-9.9991e-05i,-0.00040678-0.00011709i,-0.00060458-0.00016451i
-0.0001113+0.0019047i,0.00095661+0.0017592i,0.00070428+0.0015658i,-0.00059912+0.00046077i,-0.0012105-0.00057245i,-0.0014171-0.00069871i,-0.00068084-0.00090647i,0.00019695-0.00011139i,-5.4066e-05+0.00065388i,-0.00052216+0.00042254i,-0.0003742+0.00065265i,1.2314e-05+0.00067316i,0.0004769+0.00022351i,0.00036294+0.00067453i,4.2716e-05+0.0011097i,0.00044093+0.00032799i,0.00067763-0.00075984i,0.0012051-0.00085571i,0.001009-0.00022985i,0.00029195-0.00016597i,0.00045758+0.00026273i,0.00064033+0.00057198i,0.00020173+5.1666e-05i
-0.00064724-0.00064386i,-0.00052898-0.00026783i,-4.791e-05+0.00051021i,-0.0010117+0.0013026i,-0.0017741+0.0013014i,-0.0012395+0.00054535i,-0.00053891+0.00010373i,9.1609e-05+4.0701e-05i,0.00032339+0.00029199i,0.00085986+0.0011348i,0.0014119+0.0011678i,0.0013863+5.1491e-05i,0.00094112-0.00047485i,0.00070821-0.00023953i,0.00038465-0.00032259i,0.00021071-0.00057065i,0.00055149-0.00036883i,0.00077257-0.00020892i,-1.403e-05-0.00036556i,-0.00014424-8.2376e-05i,0.00025155+0.00080797i,5.7312e-05+0.00061766i,0.00052433-0.00038647i
-0.0015401+0.003005i,6.5327e-05+0.0031475i,0.001126+0.0023795i,0.001761+0.00079062i,0.0016409-0.00073259i,0.00044027-0.002464i,-0.00053649-0.0030038i,-0.0011688-0.0016301i,-0.00035981-0.00041135i,0.0014485-0.00013643i,0.0022851-0.00088422i,0.0020599-0.00079533i,0.0014903+0.00025486i,0.00089353+0.0003399i,0.00030249-0.00024227i,0.0003909-0.0011373i,0.00088794-0.00090436i,0.00051452+0.00036663i,-0.000335-3.7756e-05i,-0.00069176-1.792e-05i,-0.00052005+0.0010124i,-0.00032015+0.00045006i,-7.9265e-05-4.2561e-05i
0.0025745+0.0012098i,0.0014198+0.00077997i,-0.00048192-0.00085625i,-0.0010967-0.0015542i,-0.0010211-0.0010327i,-0.0014462-0.0007414i,-0.0012206-0.00054572i,-0.00011306-0.00013375i,0.00078933-0.00079058i,0.00084587-0.0017047i,-8.4563e-05-0.0023435i,-0.001015-0.0020516i,-0.00056456-0.00065135i,0.00032918-0.00032047i,0.00028773-0.00011466i,-3.5313e-05-0.0006531i,0.00031354-0.00058258i,0.00014667-0.00012585i,8.3557e-06-6.7661e-05i,9.2527e-05+3.1436e-05i,0.00014841+0.00059952i,-0.00041705+0.00065147i,-0.00027821+0.00080368i
-0.00282-0.00022681i,-0.0029561+0.00012387i,-0.0035289+0.0002623i,-0.0024024-6.9065e-05i,-0.0018485+0.00042095i,-0.0013961-0.00020581i,-0.0011021-0.00074095i,-0.00020404-0.00054608i,0.00053086-0.00018204i,0.00023709-0.00026737i,-5.004e-05-0.0011948i,-0.00093283-0.0013042i,-0.0010061-0.00063674i,0.00011946-0.00064638i,0.00036202-0.00056486i,0.00011815+0.00049484i,2.8984e-05+0.0011146i,-0.00048096+0.00050091i,-0.00065025-0.00013345i,-0.00025306+0.00010049i,0.00014812+0.00046912i,0.00020957+0.00014693i,0.00024585-3.4448e-05i
0.0031478+0.0039152i,0.0033127+0.0032815i,0.004437+0.002261i,0.0033409+0.0010619i,0.00021764-0.001047i,-0.0017687-0.0012117i,-0.0009689-0.00035354i,0.00052832-0.00017714i,0.00056595-0.00081527i,-1.7821e-05-0.0014674i,-0.00097671-0.00076388i,-0.00096498-0.0002285i,-0.00092746+0.00033235i,-0.0013558+9.4e-05i,-0.00086353-0.00056643i,0.00024399-0.00030528i,0.0010166+0.00062438i,0.00072982+0.0012778i,0.00046451+0.0013422i,0.00060541+0.001534i,0.00053052+0.0011965i,0.0010456+0.00039453i,0.0013927+0.00013942i
-0.00021631+0.000152i,-0.00096369+0.0013238i,-0.0018589+0.0011755i,-0.0020999+0.00089112i,-0.0016014+0.00056083i,-0.00072926+9.5103e-05i,0.00053469-0.00096154i,0.0013318-0.0016789i,0.0012228-0.0014914i,0.00031923-3.825e-06i,-0.00070675+0.0012056i,-0.00030718+0.00056777i,5.2215e-05-0.00044042i,-3.7918e-05-0.00049716i,-0.00024516+6.1869e-05i,-0.00033988-0.00026867i,-0.00016385-0.0010312i,0.00017995-0.00097209i,0.00062258-0.00058723i,0.00049132-0.00084645i,0.00018372-0.00059385i,-0.00019327-0.00019866i,-0.000118-0.00060491i
0.00039912+0.0043891i,-6.8825e-05+0.0038105i,0.00063552+0.0012863i,0.0009566-0.0016388i,-0.00016068-0.0031636i,-0.0014281-0.003497i,-0.0015341-0.0022071i,-0.00067059-0.00093553i,0.0002911-0.0004265i,0.0016909+0.00043836i,0.0019022+0.00086433i,0.0015199+0.00045867i,0.00081193+0.00016339i,0.00011486-0.00049997i,0.00070805-0.00046282i,0.0010114-0.00021372i,0.0009307-0.00056219i,0.0012867-0.00038771i,0.00081681-0.00043385i,-0.0005616-0.00018146i,-0.0011089+0.00055672i,-0.00032205+0.00031973i,0.00010282+0.00018645i
0.0014045-0.0016108i,0.00059778-0.0018318i,-0.00077967-0.0017083i,-0.0019152-0.00087042i,-0.0020739-0.00013713i,-0.0011709+0.00053269i,0.00062068+0.00038052i,0.00092912+7.8105e-05i,0.00068555+0.00011597i,0.0013279+0.00025549i,0.0018498-0.00018912i,0.0018346-0.00081205i,0.0013696-0.00092432i,0.00096658-0.0013994i,0.00047412-0.001616i,-0.0003336-0.0009203i,-0.00069129-0.00048315i,-0.00026981-0.00049782i,0.00060623-0.00014917i,0.00065477-0.00025435i,-0.00024597-0.00054199i,-0.00055722-0.00043003i,-0.00065862-0.00042573i
0.00067893+0.0011747i,0.0010701+0.0014337i,0.0020433+0.0011375i,0.0022545+9.8257e-05i,0.00034958-0.0008662i,-0.0010252-0.0013777i,-0.00094859-0.0013754i,-0.00077613-0.00075984i,-0.00039477+0.00016546i,0.00017311-0.00029838i,0.00055352-0.0020133i,0.00045704-0.0026304i,0.00034223-0.002462i,-9.1142e-05-0.0017992i,-0.00091512-0.00058279i,-0.00069404+4.1922e-05i,-0.00039784+0.000209i,-0.00066096+0.00056452i,-0.00045381+0.00077658i,0.00022493+0.00036596i,0.00092448-0.00021093i,0.00090311-0.00036243i,-5.6481e-06-0.00018407i
0.00044863-0.00025063i,-0.00019687+0.00093717i,-0.00090467+0.0025953i,-0.0017304+0.0021666i,-0.0023034+0.00071983i,-0.0023434-0.00025398i,-0.0015933-0.00044575i,-0.00068039-0.00048521i,6.8485e-05-0.000462i,0.00059343-0.00092017i,-0.00036637-0.0012576i,-0.0015119-0.00051586i,-0.0014638+0.00058068i,-0.001204+0.00081106i,-0.0011921+0.0010136i,-0.0011442+0.0011538i,-0.00011805+0.00083838i,0.00041052+0.00062711i,0.00044988+0.00033243i,2.1624e-05+0.00051454i,-0.00038805+0.00042598i,5.6141e-05-0.00042127i,0.00015847-0.00042838i
-0.0005283+0.00032916i,-0.0013633-0.00050062i,-0.001936-0.0015181i,-0.00083539-0.001292i,0.00038748-0.00087538i,0.00060907-0.00071972i,0.00056888-0.00046424i,7.5088e-05-0.00092276i,-0.00075647-0.00092716i,-0.0021416-0.00027431i,-0.0028635+0.00022241i,-0.0017546+0.00081337i,-0.00010658+0.001319i,7.1091e-05+0.001254i,-0.00027653+0.0010244i,-0.00010323+0.00071858i,-0.00023466+0.00026336i,-0.0007176-0.00016043i,-0.0007362+0.00018798i,-0.00051446-0.00029634i,-7.8271e-05-0.0009966i,0.00082233-0.0011789i,0.00067607-0.0014067i
0.0026268-0.0014284i,0.0021023-0.0021474i,0.0012666-0.0035423i,-0.0012151-0.0032594i,-0.0024189-0.0024204i,-0.00090515-0.002261i,0.00089441-0.0018076i,0.00050686-0.00029259i,-0.00034079+0.00076895i,-0.00083091+0.00061529i,-0.00089925+0.00079751i,-0.00027003+0.0012848i,-3.6676e-05+0.00089839i,-0.00042177+0.00070452i,-0.00027005+0.00036611i,0.00059198-0.00056676i,0.00060688-0.00073078i,-0.00015862+8.972e-05i,-0.00025457+4.926e-05i,0.00025045-0.00038714i,-4.2888e-05+0.00014771i,-0.00028992+0.00015072i,-6.6912e-05-0.00066611i
0.00076487-0.0010966i,0.0015824-0.0024198i,0.0019444-0.0029021i,5.1813e-05-0.0030129i,-0.0019877-0.0029735i,-0.0015532-0.002589i,0.00057754-0.0019682i,0.0016194-0.0010034i,0.0012823-0.00023008i,0.00060737+0.00023141i,0.00099305+0.00029076i,0.0015586-0.00022824i,0.0016846-0.00036025i,0.0019349+0.00026091i,0.0019953+5.9185e-05i,0.00076486-0.00010599i,-0.00025485+8.1202e-05i,-4.8724e-05-0.00054887i,-0.00013634-0.00091417i,-0.00048001-3.195e-05i,-0.00082732+1.7661e-05i,-0.0011306+9.8609e-05i,-0.0011739-8.1996e-05i
0.0027546+0.0015108i,0.0023648+0.0030104i,0.00039085+0.0034677i,-0.00084863+0.0022253i,-0.0012495+0.0010281i,-0.0017868+0.00065064i,-0.00026969-0.00048146i,0.000378-0.0011791i,0.00013868-0.00085727i,0.0013456-0.00056289i,0.002096-0.0012045i,0.001381-0.0021665i,0.00063696-0.0012765i,0.00026871-0.00051649i,0.00034772-0.0013348i,0.0007002-0.0011325i,0.00099423-0.00029702i,0.00080269-0.0001658i,0.00051882-0.00069283i,0.00056864-0.0011256i,-0.00018772-0.00059408i,-0.00056069-0.00099083i,5.6348e-05-0.0012391i
-0.0014211+0.00018706i,-0.0036348+0.00046738i,-0.0045392+0.00079615i,-0.0033306+0.00020724i,-0.0011093-0.00029855i,-4.0832e-05-0.00055661i,0.00048771-0.0012109i,0.00055001-0.0016791i,0.00057085-0.0014388i,0.0015509-0.0017264i,0.00085887-0.0022923i,-0.0013511-0.0015657i,-0.0016187-0.00052987i,-0.0015451-0.00020706i,-0.0022028+0.00036599i,-0.0023559+0.00052622i,-0.0015761+9.9367e-06i,-0.00063693+0.00018965i,0.00026368+0.00036803i,0.00026603+0.00024597i,2.3056e-05-0.00013197i,0.00018013+5.3556e-05i,0.00017019+0.00037441i
-0.00016137+0.00091628i,0.00015687-0.0006643i,0.001898-0.0019371i,0.0015648-0.0026678i,-0.00021198-0.0025192i,-0.00076762-0.0022i,-0.00040781-0.0013566i,-7.5454e-06-0.00081259i,0.00024343-0.0014415i,0.00026927-0.0022034i,-0.0010633-0.0017021i,-0.0025387-0.0010142i,-0.0020728-0.00040885i,-0.0014871-9.3902e-05i,-0.0015194+0.00034962i,-0.0011943+0.001003i,-0.00082066+0.00044928i,-0.00082434+0.00019166i,-0.00076055+8.5785e-05i,0.00011444+0.00019684i,0.00086655+0.00038592i,0.00055238-0.0002156i,0.00041234-0.0010649i
0.00043671-0.0016865i,0.00085074-0.0020894i,0.00044735-0.0016379i,-0.0010804-0.00034936i,-0.0019207-0.00046499i,-0.0015331-0.0016125i,-0.001334-0.0018826i,-0.0017004-0.0012014i,-0.0018295-0.00098036i,-0.0020342+0.00017304i,-0.0022575+0.001256i,-0.0016999+0.0012148i,-0.00031967+0.0017557i,0.00051643+0.0022868i,0.00041765+0.0020585i,-0.00011958+0.001067i,-0.00071628+0.00016975i,-0.0013112-0.00022068i,-0.0010346+0.00012116i,-0.0004421+0.0007091i,-0.0004348+0.0002419i,-0.00031046-0.00020374i,0.0001541-2.6616e-05i
0.0012191+2.2093e-05i,0.0017409+0.0022441i,0.00089635+0.0020711i,-0.00034443+0.00025487i,-0.0013934-0.00038352i,-0.0020126-0.00026738i,-0.0019096+1.6598e-05i,-0.00073653+0.00076533i,-0.00040394+0.00080498i,-0.0004968+0.00094012i,5.5e-05+0.0019733i,0.0010115+0.0020873i,0.0021389+0.00096834i,0.0024764+0.00039128i,0.0020261+0.00063137i,0.0016909+0.00035248i,0.0015365-0.00038234i,0.0007202-7.3765e-07i,-0.00012351+0.00074742i,-0.00043495+0.00052562i,-0.00046084-0.00025382i,-0.00012862-0.00046357i,-0.00018553+0.00021821i
2.3469e-05+0.0020732i,-0.0019046+0.001344i,-0.0027458+0.0013967i,-0.0028891+0.00077301i,-0.0030617-0.00024006i,-0.0024155-0.00041921i,-0.0015706+7.0275e-05i,-0.0010437+0.00067104i,-0.00066898+0.0011263i,0.00028567+0.00085585i,0.0016246+0.0001519i,0.0017089-0.001184i,0.00084317-0.0014714i,0.0001857-0.00101i,-0.00074148-0.00056414i,-0.0010997-0.00020871i,0.00031892-5.9717e-05i,0.0012544+0.00036377i,0.00059308+0.00032665i,-9.4322e-05+0.00043436i,-0.00056145-0.00017004i,-0.00026094-0.00054162i,0.00078386-0.00024866i
0.0012502-0.000181i,0.0014931-0.0010109i,0.00066987-0.004219i,-0.0010703-0.0042796i,-0.001995-0.0013685i,-0.0020086+0.00013377i,-0.00049439-0.00041016i,0.00092305-0.00097849i,0.0019879-0.0010301i,0.0027206-0.0011882i,0.0028719-0.0021374i,0.0012253-0.0023185i,-1.413e-05-0.0020704i,-0.00060012-0.0020128i,-0.0014083-0.001765i,-0.0019976-0.0010928i,-0.0013122-0.00015035i,-0.00037249+0.00032348i,0.00064652-0.00042037i,0.00060797-0.00079767i,-0.00066117+0.0004017i,-0.00023293+0.0005534i,0.00026936-0.00036752i
0.0032827-0.0033317i,0.0041093-0.0033269i,0.0038476-0.0028442i,0.0018307-0.0016507i,5.1315e-06+0.00044217i,-2.6633e-05+0.0007238i,0.0004232-0.00046128i,0.00070417-0.0014697i,0.0012207-0.0023667i,0.0016159-0.0024035i,0.00076693-0.0023892i,-0.00092805-0.0029966i,-0.0013146-0.0023397i,-0.0010398-0.0010951i,-0.0016243-0.00057797i,-0.0021203+0.00029231i,-0.0021234+0.00080002i,-0.00092781-6.9117e-05i,-0.00013158-0.00041783i,-0.00034335-9.171e-05i,-9.5651e-05+0.00063515i,0.00044654+0.0014255i,0.000831+0.0011648i
-0.00059918+0.0028309i,-0.0017523+0.00444i,-0.0027625+0.0037294i,-0.0010607+0.00015235i,-8.3498e-05-0.0019132i,-0.00066247-0.0025049i,0.00022178-0.0017672i,0.00044624-0.00094528i,-0.00071829-0.0016255i,-0.0011939-0.001771i,-0.0017541-0.0010596i,-0.0023658-0.00061954i,-0.0018337-0.00034367i,-0.00035065-0.00017011i,0.00023288+0.00066345i,0.00033672+0.001093i,0.00054177+0.0002723i,0.00075274+0.00013027i,0.00022297-0.00018777i,-0.00015212-0.0010303i,0.0003829-0.0010431i,4.5332e-05-0.00063273i,8.8452e-05-0.00036757i
-0.00091135+0.0010115i,-0.0027249+0.0012057i,-0.0029974-0.0005638i,-0.0037491-0.0010019i,-0.0043593-0.0010837i,-0.0032939-0.00081081i,-0.0015345-0.00090223i,-0.00090762-0.0012101i,-0.0018569-0.00081673i,-0.0022409-0.0002809i,-0.0017257+0.00053865i,-0.00084758+0.00081364i,-8.925e-05+0.00049812i,-0.00017945+0.0014659i,0.00017001+0.0021454i,0.0013503+0.001497i,0.0010566+0.0012468i,0.00038712+0.00035481i,-0.00016285-0.00068341i,-0.0001843-0.00076495i,5.9033e-05-0.0013106i,-0.00013074-0.0017085i,-0.0006523-0.0011128i
-0.0018589-0.0046974i,-0.0024234-0.0054643i,-0.0037936-0.005022i,-0.00379-0.0022125i,-0.0027776-1.1659e-05i,-0.0012147-0.00033209i,-0.00059881-0.00040375i,-0.00097026+0.00058646i,-0.0019173+0.0011706i,-0.0016678+0.00066272i,-0.00046694+0.00061393i,0.00053657+0.001106i,0.00099873+0.0009332i,0.0013298+0.00018027i,0.0012289+0.00031443i,0.00058279+0.0010505i,-0.00052524+0.00068324i,-0.00049504-4.1137e-05i,-0.00025249-1.2462e-05i,-0.00072384+5.3285e-05i,0.00015552-0.00043822i,0.00047462-0.00055924i,-8.1085e-05-0.00012167i
0.0044112-0.00096929i,0.004143-0.0012727i,0.0033638-0.00060599i,0.0010513-0.00079737i,-0.0010599-0.0009949i,-0.0013745+0.00014847i,-0.0011318+0.0011644i,-0.00063094+0.00081674i,0.00056689+0.00059204i,0.0013047+0.00073964i,0.0016052+0.00094501i,0.0018521+0.00066267i,0.00070502-0.00061188i,0.00012055-0.00093535i,0.00043506-0.0005011i,-0.00022708-0.00024568i,4.5888e-05+0.0001291i,0.00083539+0.00080772i,0.00047683+0.0012669i,-2.3422e-05+0.0013129i,-0.00037556+0.0011823i,-0.0002519+0.0011174i,0.00041107+0.0014808i
-0.0011596+0.0016744i,-0.0011282+0.0021652i,-0.0013265+0.0023264i,-0.001574+0.00084864i,-0.00076311-4.9907e-05i,-8.9435e-05-0.00088451i,0.00056296-0.002322i,0.0015666-0.0014897i,0.0020817+0.00032171i,0.0020311-7.1117e-05i,0.0016545-0.0012415i,0.00065754-0.0016527i,0.00070984-0.0015457i,0.00063813-0.00083237i,-0.00019744-0.00068017i,-0.0002823-0.001414i,0.00020122-0.00069143i,0.00016048+0.00040707i,0.0001186+0.00027358i,-0.00015135+7.3536e-05i,-0.0013197+0.00038126i,-0.0018951+0.00058165i,-0.00088596+5.6295e-05i
-0.0028313+0.0011904i,-0.0039824+0.0023845i,-0.0039285+0.0026382i,-0.0027172+0.00019763i,-0.0012722-0.00151i,-0.0016315-0.0018871i,-0.0010445-0.0022938i,0.00011065-0.0027728i,0.00090195-0.0027351i,0.00091758-0.0022357i,-8.4166e-05-0.0022135i,-0.00075133-0.0017957i,-0.0010133-0.0011951i,-0.001023-0.0003057i,-0.0010475+0.00064909i,-0.00056022+0.00085556i,0.00044295+0.00057288i,0.00078432+0.00016097i,-6.7747e-05-0.00080637i,-0.00083852-0.0014543i,-0.00094367-0.00087734i,-0.00071572-0.00070915i,-0.000504-0.00071117i
0.0016958+2.7738e-05i,0.0023585-0.0010869i,0.0019337-0.0010253i,0.00026344-0.00083588i,-0.0016586-0.00091483i,-0.0028162-0.00067914i,-0.0020607-0.0013691i,-0.00053031-0.0019557i,-0.00022495-0.0017022i,-0.00081941-0.00098743i,-0.0015094-0.00027068i,-0.0015429+0.00061308i,-0.0015138+0.0012526i,-0.0011952+0.00038532i,-0.00066756-1.6657e-05i,-0.00036033+0.00066521i,0.00045992+0.00046529i,0.0008539-0.00028309i,0.00037389-0.00065529i,-0.00016156-0.00079887i,-5.5352e-05-0.00047126i,0.00062583-0.00030862i,0.0012242-0.00010036i
0.0011669-0.0032485i,0.0015758-0.0019788i,-0.00068012-0.00029328i,-0.0016508+0.0014459i,-0.0012875+0.0019618i,-0.00031868+0.0014556i,1.4563e-05-0.00027159i,-6.0981e-05-0.0019092i,-0.00088276-0.0014513i,-0.0021183+3.9525e-05i,-0.0013359+0.00091447i,-0.00034658+0.00053439i,0.00042309+0.00054384i,0.00073304+0.00057562i,0.00052753-0.00025398i,0.00059909-0.00056558i,0.0010859-6.1365e-05i,0.00062625+0.00037939i,-0.00063092+0.00073333i,-0.0011309+0.00041687i,-0.00056229-0.0003451i,2.0895e-05-0.00083444i,0.00027587-0.0014018i
-0.002953-0.00045094i,-0.0035299+0.0011664i,-0.0039704+0.0008652i,-0.0052938+0.00014735i,-0.0036322-2.2491e-05i,-0.00080774-0.00069543i,-0.00026628-0.00047672i,-0.00059928+0.00054937i,-0.0014094+0.00032277i,-0.00091377+0.00035076i,0.00048155+0.0011805i,0.0013287+0.0012065i,0.0018176+0.00093158i,0.0016053+0.00084647i,0.00080244+0.00040867i,-0.00017942-0.00024053i,-0.00060695-0.00072985i,-0.00023809-0.00073696i,7.8536e-05+4.3328e-05i,-0.00058279+0.00040328i,-0.00059763+0.0010546i,0.0002306+0.0016496i,0.00047788+0.001285i
