-0.0035176-9.0264e-05i,-0.0026859-0.00043074i,-0.0025633-9.7365e-05i,-0.0029035+0.0015518i,-0.0032113+0.0027545i,-0.0022779+0.0018742i,-0.0016203+0.00060144i,-0.0012448+0.0010522i,0.00011005+0.0018003i,0.0014115+0.0010189i,0.0015972+0.00021481i,0.0013097-0.00051215i,0.00096704-0.00050562i,0.00029633-0.00040883i,0.00016789-0.0003239i,-0.00025352+6.2473e-05i,-0.00012317+1.222e-05i,9.4876e-05-0.00027116i,-0.0007415-9.9531e-05i,-0.00074952-0.0003667i,5.0251e-05-0.00066645i,-0.00029228-0.00093704i,-0.0007073-0.00097908i
0.0014874+0.0013168i,0.0018612+0.00070556i,0.0020764-0.00089625i,0.0010403-0.0017015i,-0.00064509-0.0025129i,-0.00022871-0.0017908i,0.00035093+0.00029232i,-0.00013962+0.00053514i,0.00075562-9.8577e-05i,0.0015363-0.00033651i,0.00076999-0.00096274i,0.00041996-0.00038667i,0.0010029+0.00072319i,0.0016093+0.00087247i,0.001467+5.4869e-05i,0.0011073-0.00044873i,0.00084681+1.722e-05i,0.00061423+0.00061083i,7.8444e-05+0.00039792i,-0.00015221+4.9171e-05i,-0.00030165+8.6521e-05i,-2.9009e-05+6.0892e-05i,5.5982e-05+0.00018606i
-0.00051364+3.6481e-05i,-0.00057839-0.00015808i,-0.001412-8.0236e-05i,-0.0023109-0.00041644i,-0.0015549+0.00023758i,-0.00087519+0.00073213i,-0.00056638+0.00048163i,0.00031355+0.00049137i,0.00080901+0.00055017i,0.00059831+0.00024495i,0.00014033-0.0002516i,-0.0002256-9.0296e-05i,5.4549e-05-0.00032234i,0.00039285-0.00049499i,0.0006547-0.00055773i,0.00081095-0.001129i,-0.00036294-0.00068697i,-0.0011867+5.9999e-05i,-0.00069702+7.9189e-05i,-0.00024208-2.9851e-06i,-0.000134-0.00041474i,0.00017459-0.00032718i,-0.00030355+0.00043547i
-0.00043376+0.00012105i,-0.00032124-0.00081744i,-0.00010054-0.0023855i,-0.00091169-0.0019573i,-0.0012722-0.00061167i,-0.0005201+0.00023864i,-0.00029165+0.00040421i,-0.00022491+0.00029416i,0.00058072+0.00088295i,0.00059764+0.00084641i,-0.00016989-8.1869e-05i,-0.00056603+0.00024584i,-0.00054324+0.0012131i,-0.00032239+0.00094089i,-0.00014344+0.00080517i,0.00029261+0.00071025i,0.0004168+0.00029932i,-4.7266e-05-0.00012534i,-0.00030511+2.4457e-05i,-0.00022849-0.00023961i,-0.00010004+0.00012508i,-0.00031181+0.00047092i,0.00022871-0.00027452i
-6.7996e-05+2.7411e-05i,7.1509e-05+0.00014483i,-0.00040244+0.00036732i,-0.0012064+0.00079023i,-0.0004282+0.00059299i,-0.00017696-9.6891e-05i,-0.001413-0.00051193i,-0.0013562-0.00063371i,0.00015423+0.00016506i,0.00073783+0.0012489i,0.00055011+0.00035748i,-6.1142e-05-0.00073812i,-0.00037129-0.001157i,-0.00030465-0.0017133i,-5.3816e-05-0.0016573i,0.00016858-0.00089718i,-0.00022008-0.00019639i,4.6007e-05-0.00030978i,0.00051589-0.00064518i,-0.0002003-0.00033873i,-0.00077103+0.00014i,0.00015082+0.00034137i,0.00067215+0.0010826i
0.0008535-0.00050613i,0.00035078-0.0014285i,-0.00079622-0.0015484i,-0.0010163-0.0010091i,-0.00020515-0.00051123i,0.00020038-0.00019122i,-0.00080395-0.00043826i,-0.0014026-0.0006782i,-0.00029746-0.00033298i,0.00030105-0.00036567i,-6.5577e-05-0.00021695i,-0.0001621+0.00080298i,0.00011925+0.00080453i,0.00091295-1.465e-05i,0.0015654-0.00027599i,0.00092228-0.00020555i,-1.5581e-05-0.00029832i,-7.9148e-05-3.5661e-05i,-4.4407e-05-9.6653e-05i,-0.00034393-0.00026785i,-0.00058349+0.0001221i,-0.00075209+7.3834e-05i,-0.00032703-0.00017467i
0.00061709-0.00073398i,0.00056084-0.00092764i,0.00058415-0.00087002i,-0.00032076-0.00072546i,-0.00053349-0.00082291i,-0.00011515-0.0002997i,-0.00026625+0.00015895i,3.1236e-05+0.00028483i,0.00090054+0.00042542i,0.0012752-0.00079537i,0.0011614-0.00074271i,0.00067424+0.00040007i,0.0011224+0.00057071i,0.0016145-0.00016539i,0.00088364-0.00020764i,-0.00031581+0.00061043i,-0.00058578+0.00020021i,-0.00080938-0.00043574i,-0.00063678-0.0006147i,-0.00011513-0.00038138i,-0.00021269+0.00028862i,-0.00050894+0.00015222i,-0.00064197-0.00036222i
0.0019178-0.0002927i,0.0013284-0.0009265i,-9.3146e-05-0.0023668i,-0.001488-0.0023614i,-0.0011216-0.0015691i,-0.0014322-0.0014376i,-0.00089467-0.00065519i,-0.000361+0.0003792i,-0.00012289+0.00021077i,3.4949e-05+0.00032119i,-0.00036968+0.0001989i,-0.00043645-0.00055815i,0.00018476-0.00059207i,0.00054169-7.7164e-05i,0.00037705-0.00031029i,3.0938e-05-0.00029809i,-1.9036e-05+8.4519e-05i,0.00026776-0.00014511i,0.00024153-0.00036339i,-0.00033052-0.00045441i,-0.00050554-0.00055315i,-0.0001813-0.0003382i,6.7402e-05-0.00052411i
-0.0015537-0.0004847i,-0.0020665-0.00039611i,-0.0022395+0.00048935i,-0.0016702+0.00083129i,-0.00091799+9.0979e-05i,-0.00033068-0.0007841i,7.1201e-05-0.00071937i,-0.0006778+4.0898e-06i,-0.0007399+0.00034973i,0.000102+0.00076988i,0.00042708+0.00026427i,-6.9126e-05-0.00012352i,-0.00032535+0.00084316i,-0.00033764+0.00069529i,-0.00068511-3.4627e-05i,-0.00061413+0.00020641i,-0.00012877+0.00021355i,5.5201e-05+0.00018256i,-0.00011006+0.00051284i,-0.00047124+0.00025288i,0.00018557-0.00059595i,0.00035163-0.00053063i,-0.000161-0.00033384i
-0.0010619-0.00024671i,-0.0011777+0.00033148i,-0.00098719+0.0012769i,-2.6269e-05+0.00093892i,0.00024231-0.00082116i,-0.00065956-0.00109i,-0.0008058-0.00039299i,-0.00024481+0.00017863i,-7.028e-05+0.0011184i,-0.00012565+0.0014151i,0.00031454+0.00024277i,0.00080094-8.4081e-05i,0.00043744+0.00037476i,0.00015784+0.00033034i,0.00013544+0.00032089i,0.00044854+5.908e-05i,0.00068615-0.00025672i,0.00028137-0.00021504i,0.000449+2.1467e-05i,4.5045e-05+0.00063607i,-0.0003343+0.00034142i,0.00031381-0.00029527i,0.00067333-0.00040976i
-0.0013595-0.00034086i,-0.00088071-0.0005124i,-0.0010902-0.00052346i,-0.0012333+0.00062046i,-0.00092752+0.00094457i,-0.0005823-7.5099e-05i,-0.00055075-0.0012043i,-0.00070236-0.00052382i,-0.00025148+0.0008733i,0.00029377+0.001448i,0.00052475+0.00082664i,0.00086447+0.00067681i,0.0010938+0.0006591i,0.00084164+0.00039363i,9.469e-05+0.00048075i,-0.00030708+0.00036235i,-0.00032054-0.00015502i,0.0002293+0.00015979i,0.00078798+0.00010239i,0.00061977-0.00044219i,-0.00031906-0.00031651i,-0.00034647-7.5292e-05i,1.9788e-05-0.00026006i
0.0006132-0.0010227i,0.0001264-0.0015266i,-4.1016e-05-0.0024545i,-0.00047589-0.002897i,-0.00058911-0.0022783i,-0.00023784-0.0025304i,-0.00019267-0.0018089i,0.00072507-0.00022406i,0.0020397+0.00076829i,0.0018716+0.00076504i,0.00083867+0.00083813i,0.00023929+0.00095856i,0.0007072+0.00055733i,0.0012282+0.00028815i,0.0012541+0.00013399i,0.00059894+0.00015559i,0.00044462-0.00052713i,0.00091903-0.00042423i,0.00019878+0.00056531i,-0.00078696+0.000152i,-0.00055007-0.00068622i,0.00021683-0.00052793i,-0.00024407-2.7492e-05i
0.00056847-0.001562i,-0.00015625-0.00184i,-0.0010136-0.0025714i,-0.0017411-0.0014254i,-0.0021182-0.00015448i,-0.001296+1.0642e-05i,-0.00036081-5.2644e-05i,-0.00064436-0.00021276i,9.8937e-05+0.00012659i,0.00078133-0.00012387i,0.00043186-0.0010321i,0.0008757-0.00068251i,0.0010895+0.00020299i,0.0012094-0.00024964i,0.00064439-0.00071027i,0.00016025-0.00021687i,0.00022162+0.0002584i,0.00018399-5.543e-05i,0.00029543-0.00036988i,0.00059337+0.00022253i,0.00014861-0.00012771i,0.00027025-0.00075206i,0.00053834-0.00020959i
-0.0012167-0.00033675i,-0.0013436-0.00070632i,-0.0024631-0.00012509i,-0.0017728+0.0014587i,6.5037e-05+0.0016788i,-8.0062e-05+0.0011383i,-0.0013071+0.00063683i,-0.0014515-0.00020286i,-0.0012368-0.00034505i,-0.00013854+0.00031893i,0.00068579+0.0010848i,0.00076127+0.00070898i,0.0011341-6.5176e-05i,0.0011271-0.00029842i,0.00098474-0.00018983i,0.00016667-9.9969e-05i,-0.00085492-0.00030636i,-0.0010167-0.00030153i,-0.00015539+0.00039458i,0.0010267+0.0006731i,0.00032378+3.3665e-05i,-0.00016047-0.00035785i,0.00068142-9.0094e-05i
0.0012394+0.0014843i,0.00066312+0.00080225i,9.2741e-05-0.00088941i,-0.00049617-0.0016693i,-0.00027722-0.00029639i,0.00014841+0.0002329i,-0.00021745-0.00051295i,-0.00052712-9.0208e-06i,-0.00032816+0.00058076i,-1.4674e-05+8.2728e-05i,5.8798e-05-0.00052701i,0.00020393+0.00012182i,0.00044416+0.00038552i,0.00021341+0.00013147i,0.00032269-3.4646e-05i,0.0012045-0.00029238i,0.0011669-0.00032897i,8.0159e-05-0.00030287i,-0.00035718+4.2465e-05i,0.00030162+0.00041497i,0.00050068-8.3591e-05i,0.00027432-0.00063476i,0.00066199-0.000577i
-0.00040634+0.00052409i,-0.00034359+0.00092033i,0.00023846-1.8158e-05i,-0.00015038-0.00073884i,-0.00029722-0.00076538i,-2.0271e-05-0.00046042i,-0.00050936-0.00051533i,-0.00062853-8.8597e-05i,0.00099862+0.00067008i,0.0016055+0.0010494i,0.00034592+0.00078195i,-0.00026067+0.00044859i,0.00028161+0.00040551i,0.00066745-0.00014832i,0.00021668-0.00055053i,-6.5065e-05-0.00031962i,-0.0001279-2.8425e-05i,0.00060512-0.00031008i,0.0014996+9.8132e-05i,0.00058645+0.00058736i,-0.00041268+0.00041984i,-0.00065993+7.6305e-05i,-6.4877e-05-0.00052551i
0.00048144-0.0014879i,-0.0012374-0.0023137i,-0.0014595-0.0032206i,-0.00046499-0.0031005i,-0.00053055-0.0010112i,-0.00085816+0.00039086i,-0.00064092+0.00043922i,-0.00019384+0.00078557i,0.0003107+0.00067233i,8.3277e-05+9.6456e-05i,-0.0002629+9.6907e-06i,-0.00042726+0.00020267i,-8.9597e-05+3.3556e-05i,0.00025529+0.00010209i,0.00032799-0.00016437i,0.00066889-0.000406i,2.2359e-06-0.0002672i,0.00014664-0.00077472i,0.00097163-0.00093317i,0.00087367-0.00022289i,0.00033679+0.00040453i,-0.00046822+0.00030955i,-0.00070965+0.00040186i
0.00032883+0.0022285i,0.00060425+0.0014608i,0.00058461+0.00095217i,0.00078097+0.00056627i,0.00067786+0.00021907i,0.00098694-0.00013391i,0.0011395-0.00072473i,0.00088508-0.00053314i,0.0007846+0.00063093i,0.0015857+0.00051562i,0.0015779+8.3134e-05i,0.00025279+0.00064213i,-6.3229e-05+0.00039449i,-0.00018465-0.00024726i,-9.3215e-05-0.00050618i,0.00024812-0.00029906i,-0.00010453-0.00030207i,0.0002812-0.00055268i,0.00056179+0.00010551i,-0.00018947+3.475e-05i,-3.2489e-05-0.00051891i,0.00078499-0.00013719i,0.00013968-1.4575e-05i
-0.0019824-0.00021787i,-0.0022039+9.5872e-05i,-0.0019903+0.00012943i,-0.0011556-0.00039891i,-0.00073499-0.0003293i,-0.00070713-0.00019049i,-0.00046904-0.00035186i,0.00015324-0.00037364i,0.00066489+0.00032027i,0.00082033+0.00010771i,-3.0761e-05-0.00065544i,-0.00053859-0.001229i,5.2122e-05-0.0013828i,0.00036487-0.00079539i,0.00019611+0.00021475i,-0.00020162+0.00051202i,-0.00019965-0.00035223i,0.00030323-0.00094193i,0.00018768-0.00038457i,-0.00044752-3.0271e-05i,-0.00067795+2.0075e-06i,-0.00033126+0.00015937i,0.0004956-9.5271e-06i
-0.00096985-0.00077865i,-0.0013426-0.0013539i,-0.0023124-0.0019134i,-0.0030351-0.00052649i,-0.0023216+0.001282i,0.00016445+0.0018056i,0.00027085+0.0010869i,-0.0012883+0.00042101i,-0.00073225+0.0008946i,0.00060876+0.00079506i,0.0010098-0.00035053i,0.00064031-0.00084747i,0.00047515-0.00038872i,0.00069198-0.00061961i,0.00078263-0.00092646i,0.00074031-0.00043619i,0.00040613-0.00025809i,0.00042256-0.00045149i,0.00063192-0.00031995i,0.00070078-0.00042581i,0.00084067-0.00067093i,0.00036572-0.00038609i,-8.7099e-06-0.00058738i
0.00028962+0.00064205i,0.00071016+0.00070125i,0.00036177+0.00042824i,-0.00044747-0.0005616i,0.00025506-0.0016194i,0.0014755-0.001779i,0.0013628-0.0008481i,0.00093223-0.00036072i,0.00086835+1.7365e-05i,0.00066504+0.00010536i,0.0010507+7.6053e-05i,0.001035+0.00010125i,0.00058965-0.00076039i,0.00034418-0.0013212i,-0.00026873-0.00042104i,-0.00029359+0.00058997i,0.0001057+0.00032713i,0.0003187-0.00010196i,0.00038453+0.00011539i,0.00072662-0.00016906i,0.00060187-0.00042254i,0.00028092-0.0002003i,0.00058937-0.00042753i
-0.0012402-0.0012815i,-0.0014061-0.0013169i,-0.0017687-0.0011497i,-0.0010692-0.00096432i,-0.00067937+0.0001095i,-0.00056224+0.00019261i,7.8583e-05-0.00057722i,0.00061039-6.1559e-05i,0.00059663+0.00098515i,0.00060879+0.00075379i,0.00055576+0.00023805i,0.00057944+0.00030241i,0.00059671+8.2771e-05i,0.00088517-0.00046982i,0.00066294-0.00024274i,-0.00050427+0.00033499i,-0.00059863+0.00025038i,-0.0001779-4.4995e-05i,0.00012813-7.9245e-05i,0.00056066-0.00021321i,0.00078736-0.00040483i,0.00034958-5.7816e-05i,2.4212e-06+0.00055087i
0.0012754-0.0027423i,0.00026194-0.002631i,0.00026423-0.0028393i,-0.00031632-0.0032734i,-0.0018072-0.0027762i,-0.001895-0.0011622i,-0.0016727+8.3785e-05i,-0.0012252+0.00023278i,-0.00026595-5.5884e-05i,0.00016998-0.00041869i,0.00077175+0.00064905i,0.0014766+0.0012199i,0.0012086+0.0017305i,0.0011212+0.0011145i,0.00033619+0.00016928i,-0.00012218-0.00013453i,0.00067621-0.00021596i,0.00041673+3.0356e-05i,-0.00057721-4.1147e-05i,-0.00083874-0.00072514i,-0.00083306-0.00059895i,-0.00064102-0.00015691i,-0.00012984+0.00014969i
-0.00087715+0.0016178i,0.0010881+0.0018431i,0.00117+0.0019335i,-0.00021857+0.0012857i,-0.0001608+0.00020455i,0.0011345-0.0014891i,0.0011215-0.0013364i,-0.00012142-0.00023781i,-0.00061062+0.0010907i,0.00027753+0.001409i,0.00034621+0.00072843i,-1.1549e-06+0.00019238i,0.00083223-0.0002443i,0.00060457-0.00021112i,-0.00038475-0.00018331i,-0.00050724+0.00041895i,-0.00075517+0.0014021i,-0.00074234+0.00090326i,0.00012657+0.00041747i,-3.9631e-05+0.00035196i,-0.00060809-0.00016304i,-0.0003245-0.00049398i,8.243e-05-0.00065724i
-0.00075467+0.0002111i,0.00012494+0.001295i,4.7389e-05+0.0013045i,-0.00047871+0.00063148i,-0.00074974+0.00019283i,-0.00063802-0.00044544i,-0.00043145+0.00011148i,-0.00067288+0.00068712i,-0.00024307+0.00043225i,0.0010222+0.00014769i,0.00022932+0.00028211i,-0.00075226-0.00023738i,-0.00019604-0.00078499i,-0.0005277-0.00016239i,-0.0010314-6.5827e-06i,-0.00021021-0.00051486i,8.5189e-05-0.0002999i,3.9894e-06-0.00050993i,-0.0001592-3.436e-05i,-0.00027404+0.00043181i,3.419e-05+1.0029e-05i,0.00020991-1.4797e-05i,4.2546e-05+0.00041812i
-0.00028148-0.000223i,-0.00089427-0.0010906i,-0.0021241-0.001159i,-0.0020499-0.0016382i,-0.0016538-0.0016948i,-0.0016895-0.0010758i,-0.0012609-0.00019095i,-0.00050548+0.00029586i,0.00035428+0.00041091i,0.000834+0.00013094i,0.00057538-0.00068585i,-0.00032038-0.00051179i,-0.00020043+0.0002653i,0.00021048+0.00014393i,0.0010182-2.4142e-05i,0.00090171-0.00023035i,-0.00013028-0.00054549i,-0.00046795-0.00072172i,-0.00048658-3.5226e-05i,3.0133e-05+0.00026755i,0.0008096+0.00014258i,0.00015143+0.00074611i,-0.0002985+0.00052449i
-0.0012667-0.0017714i,-0.0015716-0.001889i,-0.0011052-0.0010855i,-0.00094469+0.00066008i,-0.0012884+0.00080253i,-0.00091375+0.00019841i,-0.00022418-0.00012132i,0.00038039+8.1508e-06i,0.0010085+0.00072679i,0.0013536+0.00085782i,0.0009434+0.00074348i,0.00045724+0.00068163i,0.00047029+0.00051833i,0.00067299+0.000122i,0.00068881+0.00036475i,0.00039114+0.00024909i,-0.00023527-0.00039907i,-0.00045037-0.00070568i,-0.00013982-0.00049934i,-0.00025813-0.00041862i,-0.00042248-0.00058231i,-0.00081282-0.00044316i,-0.0011236-0.0004736i
-0.00040364-0.0019592i,-0.0015861-0.0015898i,-0.0019123-0.0016946i,-0.002275-0.0016017i,-0.0024762-0.0012868i,-0.0014356-0.00066527i,-0.00037061-6.2188e-05i,0.00040323+0.00022299i,0.00092687-0.00013804i,0.00049179-0.00047838i,0.00027794-0.00027645i,0.00010128+0.00017562i,0.00024565+0.00010402i,0.00020249-0.00051376i,-0.00021716+3.7675e-05i,-0.00033522+0.00065845i,-0.0009892+0.00012671i,-0.0011512-0.00083566i,-0.00046853-0.00051854i,2.2443e-05+0.00082743i,-0.00018169+0.00086863i,-0.00043463+9.5879e-05i,0.00016519+0.00017179i
-0.00074925-0.00048049i,-0.0017595-0.00053925i,-0.00084086-0.00041283i,-0.0018193+0.0008002i,-0.0021197+0.0017156i,-0.00067328+0.00090183i,0.00017416+0.00024004i,-3.6986e-05+0.00031835i,-6.8276e-05+0.00098667i,0.00057808+0.0011274i,0.00054485+0.00014942i,-1.8411e-06-0.00011198i,1.5477e-05+0.00016083i,8.3367e-05-7.7661e-05i,0.00057586-0.0012779i,0.00071885-0.0020045i,-0.0001847-0.0011128i,-0.0010315-0.00089238i,-0.00032961-0.0011524i,0.0002687-0.00021516i,-3.0795e-05+0.00065857i,0.00020595+0.00068225i,0.00053555+0.00053722i
0.00014401+5.6775e-05i,0.00077854-0.00072165i,-0.00028986-0.0017603i,-0.0015402-0.0014654i,-0.0015089-0.00026371i,-0.00094081-0.00037594i,-0.00061702-0.001322i,0.00056545-0.0016588i,0.001747-0.00052416i,0.0017841+0.00036679i,0.0013312+0.00067279i,0.00036416+0.0012291i,-0.00024423+0.0011848i,0.00019265-9.2838e-05i,0.00052986-0.00076444i,7.6584e-05-0.00048746i,-7.9874e-05-0.00034317i,0.00061335+0.00013577i,0.00065944-3.9136e-05i,0.00039556-0.00012923i,0.00025119+0.00024738i,-8.7935e-05-0.00021267i,0.00012286+2.55e-05i
0.00039533+0.0020282i,-0.00025173+0.002019i,-0.00018682+0.00084554i,-7.2366e-05-7.7489e-05i,-0.00090498-9.1315e-05i,-0.0018424-0.00025678i,-0.0014669-0.00079233i,-0.00073167+0.00028537i,-0.00048099+0.0012154i,0.00066354+0.00098787i,0.0012164+0.00040816i,0.00049143+0.00058481i,0.0002897+0.00049781i,3.364e-05+0.00010113i,-0.0002198+0.00051723i,0.00027524+0.0002172i,-0.00018866+4.8156e-05i,-0.00080719-0.00020763i,-0.00021985-0.00082982i,0.00059621-0.00088459i,0.00062289-0.00014573i,-0.00046104+0.00089975i,-0.00061875+0.0016175i
0.0011735-7.0841e-05i,0.0010484-0.0012565i,0.00077244-0.0022516i,0.0011624-0.0021248i,0.00076647-0.0019578i,-0.00028366-0.00082337i,-0.00040544+0.00082927i,-0.0001568+0.0014048i,0.0003918+0.001507i,0.00075781+0.0010854i,0.0010711+0.00044727i,0.00073386-0.0002164i,-0.00027121+0.0003167i,-0.00032941+0.00073801i,5.4295e-05+0.0010233i,-9.5531e-05+0.00076429i,0.00042185+0.00034123i,0.0013246+0.00027246i,0.0006987-9.3616e-05i,0.00017371-0.0002863i,0.0003601+0.00035898i,-0.00023581+0.00079479i,-0.00084172+0.00066634i
0.0018806+0.00077233i,0.0021347-0.00075321i,0.0016033-0.0017078i,0.00038244-0.0018405i,-0.00073206-0.0019992i,-0.0014516-0.0018922i,-0.00097214-0.0004058i,-0.00019977+0.00045106i,0.0005659+0.00028062i,0.00084631+5.4661e-05i,0.00016049+0.00024425i,-0.00060714+9.9253e-05i,-6.2667e-05-0.00013463i,2.4941e-05+0.00029124i,-0.00021604+0.00028564i,-0.00052674-0.00026534i,-0.0010153-0.00061266i,-0.00058071-0.00071528i,-0.00032768-0.00050389i,4.5496e-05+4.7709e-05i,0.00070647+0.00012649i,0.00049143+0.00017095i,1.9709e-05-0.00024172i
0.0011297-0.00023594i,0.00044086-0.00014457i,8.4348e-05-0.00023516i,0.00033455-0.00084141i,8.6139e-05-0.00031279i,-0.0012248-8.3293e-05i,-0.0011338-0.00041058i,0.00014029+4.7937e-05i,0.00091974+0.00016682i,0.0010015-0.00046516i,0.00077236-0.00043686i,0.00033395+0.00089037i,0.00015694+0.0012469i,0.00080412+0.00034039i,0.0014824+0.00012344i,0.0015732+0.00011568i,0.00074379-0.00016694i,-0.00015036-0.00046556i,-6.4032e-06-0.00045187i,0.0004612-0.00027316i,0.00011328-0.00025036i,-0.00017802-0.00063065i,-0.00029105-0.00071576i
-0.00032588-0.0021158i,0.00011752-0.0014599i,-0.00084296-0.0012782i,-0.0027158-0.00075564i,-0.003395+0.00027743i,-0.0022332+0.00065122i,-0.0011172-0.00011521i,-0.00052997-0.00059892i,-1.9961e-05-0.00059151i,0.00041458-0.00035186i,0.00064421-0.00014115i,0.00064854+0.00037754i,0.000475+0.00049674i,0.00024072-0.00041192i,0.00032361-0.00094814i,0.00071491-0.00046573i,0.0012929-4.4945e-05i,0.0013838-5.6812e-05i,0.00057554-0.00036171i,-1.0362e-05-0.00066259i,-0.00038353-0.00054845i,-0.00050992-0.00081148i,0.00038711-0.0006192i
0.00042774+0.0014918i,-0.0010153+0.00092647i,-0.0015773-0.00051872i,-0.00067281-0.0013608i,-0.00019075-0.0018052i,-0.00014581-0.0013396i,-0.00099082-0.0010304i,-0.0017063-0.0009865i,-0.00034178-0.00048093i,0.00066768-0.00015705i,0.00058556-8.4882e-05i,0.00021747+0.00045536i,-0.00025499+0.00063969i,-0.00028974+0.00036119i,0.00032529+0.0003441i,0.0001367+0.00051805i,-0.00026149+0.00070214i,-0.00012613+0.00059077i,0.00022561-9.2105e-05i,0.00028482-0.00014304i,-7.8204e-05+0.00019047i,0.00023446+0.00018364i,-0.00011369+0.00036937i
-0.00022345-0.0015755i,-0.00094501-0.0024522i,-0.0015639-0.0031635i,-0.0023187-0.0016331i,-0.0017705-6.5164e-05i,-0.00099051+0.0007547i,-0.00044323+0.0014902i,-0.00062819+0.0010284i,-0.0005376+0.00033225i,0.00037829+0.00059458i,0.00062924+0.00032117i,0.00028008+0.00011046i,0.00017202+0.00060162i,0.0011201+0.00010617i,0.0014661-0.000326i,0.0009392-0.00084948i,0.00037723-0.00070122i,0.0002976-0.00049498i,0.00036383-0.00067238i,0.00043147-0.00097814i,0.00094916-0.0012936i,0.00097963-0.0010823i,0.00063013-0.00030435i
0.0020325-1.6658e-05i,0.00044259-0.00087663i,0.00048565-0.0018089i,0.00095848-0.001624i,0.00029192-0.00062103i,-7.8817e-05-0.00017819i,1.9844e-05+7.6078e-05i,-0.0002867+0.00030682i,-0.00021331+0.00057282i,-4.0361e-05+0.0010851i,-0.00011908+0.00077915i,0.00041279+0.00047362i,0.0011677+0.0010826i,0.0014039+0.0011304i,0.0011422+0.00028473i,0.00048757-2.6986e-05i,0.00021035+6.5751e-05i,0.00056143+6.8532e-05i,0.00066896-0.00025333i,0.00019265-0.00022489i,-0.0002237+7.8405e-05i,-0.00062501-6.2926e-05i,-0.0007646+9.6855e-05i
-0.00028403+0.00078809i,-0.0011491+0.0010246i,-0.0012891+0.0014068i,-0.00023345+0.00093614i,0.0013031+0.00025534i,0.001462-0.00090027i,0.00071928-0.0014626i,0.00016775-0.00060737i,0.00064419+0.00092615i,0.0010035+0.00091414i,0.00079527+3.2979e-05i,0.00012107-0.00020356i,-0.00038999-0.00029386i,-0.00016532-8.604e-05i,-0.00044054-8.5963e-05i,-0.00083624-0.00024456i,0.00022121-0.00049994i,0.0012237-0.00046255i,0.00096407-8.207e-05i,0.00021926+0.00049187i,-0.00022884+5.8099e-05i,-0.00050018-0.00071346i,-1.9487e-05-0.0005915i
-0.001155+0.0010813i,-0.00079419+0.00025976i,-5.3961e-05-0.0003021i,-0.00050322+0.00041734i,-0.0011925+0.00045229i,-0.0011494-8.4992e-05i,-0.0015681-0.0002132i,-0.0012174+0.00014971i,-0.00051484+1.8096e-05i,-5.8084e-05+7.0178e-05i,0.00021246-0.00058087i,0.00019199-0.00074127i,0.00011807-0.00021558i,0.00019268-0.00013992i,9.5399e-05+6.4912e-05i,-1.6219e-05+0.00018285i,-0.00028142+0.00028599i,-0.00015851+0.00016323i,0.0004288-0.00018912i,0.00095766-0.0002303i,0.00048173+0.00019644i,0.00010422-0.00016188i,2.5701e-05-0.00042117i
-0.0013748-0.00050603i,-0.00053431+0.00041494i,-0.00023705+0.00048206i,-0.00030678+0.00033391i,-0.0006271+0.0010049i,-0.00027697+0.00069911i,-0.00056823+0.0002083i,-0.00082797+0.00088417i,9.5576e-05+0.0015757i,0.0012727+0.00094806i,0.0021486+0.00029286i,0.0019492+0.00046068i,0.0011965+0.00026518i,0.00012745-0.00026782i,-0.00013981-0.00053676i,-4.5926e-05-0.00044536i,-0.00030956+0.00011034i,-0.00013613+0.00015888i,-0.00031926-0.00061301i,-0.00045934-0.00035993i,-0.00018562+0.00081583i,0.00010361+0.0011024i,8.4448e-05+3.5139e-06i
-0.0012798-0.0010498i,-0.0016806-0.00076363i,-0.0010945-0.00044258i,-2.4925e-05-0.0002811i,0.00065271-0.00046537i,0.00043756-0.00066305i,-0.00050268-0.00068161i,-0.00073789-0.00024636i,-0.00033049+0.00079412i,0.00036433+0.00084539i,0.00073788-0.00035995i,0.00092793-0.00041847i,0.00072686+0.00023111i,0.00052969+0.00032493i,0.00060797+0.00031339i,-7.7e-05+0.0002996i,-0.00085716+0.00025299i,-0.00046224-7.551e-05i,-1.2297e-07-0.00051813i,0.00029015-0.00043869i,0.00027244+0.00022761i,0.00015438+0.00091194i,-8.8055e-05+0.0011286i
-0.00019339-0.00054986i,0.00014708-0.00017456i,-0.00064908-0.00059659i,-0.0015146-0.0012466i,-0.001584-0.00056263i,-0.001112-0.00018496i,-8.114e-05+5.0996e-05i,-0.0003592+0.00079122i,-0.00044405+0.00030976i,0.00069575+0.00017356i,0.00121+0.00042823i,0.00099136+0.00069015i,0.00090883+0.00042038i,0.00048707-0.00021465i,0.00015265-0.00032153i,0.00013767-0.00058678i,4.035e-05-0.0010201i,4.3703e-05-0.0012764i,0.00047992-0.0011019i,0.00034045-0.00034467i,0.00033815-6.78e-05i,0.00010404+0.00024598i,0.00025863+0.00047261i
