-0.0030314-0.0001683i,-0.0026437+0.00055039i,-0.0035962+0.0017806i,-0.0033551+0.0011584i,-0.0022883+0.0011917i,-0.00184+0.0021234i,-0.00045848+0.0021845i,0.0017078+0.0011536i,0.0017388+0.00041741i,0.0010575-7.7152e-05i,0.00067676-0.00079037i,0.00018676-0.00078668i,0.0005443-0.00028735i,0.0016939-0.00035242i,0.0025134-1.0426e-05i,0.00082919+0.00011627i,-0.00074775-0.00019783i,-0.00097801-0.00030047i,-0.0010979-0.00026965i,-0.0010559-0.00027343i,-0.00057954-0.00049621i,0.00011013-0.00043432i,0.00042913+4.573e-05i
0.00042625+0.0016696i,0.0013996+0.0019293i,0.0021098+0.0018844i,0.0013172+0.00013764i,0.00014291-0.0012331i,-0.000752-0.0012159i,-0.0010705-0.00079938i,-0.00020249-0.0009348i,0.00056199-0.00033063i,0.00021825+2.2143e-05i,-0.00036282-0.0005059i,-0.00073027-0.00030792i,-0.00085781-2.32e-05i,-0.00085643+0.00029707i,-0.00063461-2.6588e-05i,0.00025947-0.00072262i,0.00073366-0.00059381i,0.0010988-0.00086496i,0.0011867-0.00096414i,0.00069716-0.00064782i,0.00050606-0.00082924i,0.0002896-0.00035162i,0.0004367+4.0455e-05i
-0.002528+0.0014965i,-0.0015413+0.0031367i,-0.00071959+0.0035263i,3.7825e-05+0.0018679i,0.00067016+0.0011555i,0.0015686+0.0010129i,0.0014503+0.00046347i,0.00029018+0.00010468i,-0.0002668+0.00080179i,-0.00017191+0.0013337i,8.7902e-06+0.00070855i,6.1797e-05-0.00032881i,3.4424e-05-0.0013271i,8.6495e-05-0.0012276i,0.00040807-0.00073026i,-8.3878e-05-0.00021043i,-0.00023572-0.00022832i,0.00024741-1.9696e-05i,9.384e-05+0.00038999i,-0.00023968-1.042e-05i,-0.00059432-8.6992e-05i,-0.000545+0.00016101i,2.0521e-05+0.00014717i
0.0011703-0.0010553i,0.00087119-0.0017584i,-0.00039204-0.0027487i,-0.00040067-0.0025091i,0.00029007-0.00018683i,0.00069071+0.0015763i,0.0012406+0.0012418i,0.0013422+0.00040635i,0.00065573-5.778e-05i,-0.00041601-0.00033129i,-0.000489-0.00037652i,0.00015985-0.00024829i,0.00031906+5.5883e-05i,0.00015765+0.00067032i,0.00050455+0.00096315i,0.0011183+0.00079725i,0.00078689+8.2629e-05i,0.00025803+0.00010824i,0.0006257+0.00095708i,0.00090784+0.00083873i,0.00029926+0.00025342i,-0.0004887+0.00067913i,-0.00063525+0.00060534i
0.0012918+0.00049002i,0.0016409-0.00020503i,0.0021189-0.00043775i,0.00057151+4.4283e-05i,-0.00028967+0.0004364i,0.00018969+0.00064082i,0.00035807+0.00014848i,0.00066348-1.6392e-05i,0.00057045+5.694e-05i,-0.00015601+0.00012786i,-0.0014052-0.00027859i,-0.0012461-0.00010213i,-0.00086872+0.00069308i,-0.0004979-0.00045871i,-6.2163e-06-0.00075963i,-0.00028026+1.8326e-05i,-0.00090953+0.0001889i,-0.00090577-5.7351e-05i,-0.00048653-0.00031172i,1.9052e-05+0.0001399i,0.00099447-0.00029214i,0.0012183-0.00023566i,0.00033155+0.00048829i
0.0024805+0.00048815i,0.0027298-0.00026899i,0.0017768-0.0019026i,0.00045274-0.0024092i,-0.00016737-0.0011562i,-0.00026721+0.00040395i,0.00014135+0.00054603i,0.00078863+0.00029295i,0.0010203+0.00010999i,0.00043585-0.00078648i,-0.00085348-0.0012326i,-0.0012321-0.00051521i,-0.0011353-0.0001404i,-0.00099565-0.00024595i,-0.0011161-0.00038801i,-0.0011179-0.00032071i,-0.00069467-0.00049984i,-5.1847e-05-0.00086211i,0.00054248-0.00079783i,0.0003429-0.00034846i,0.00025026+0.00071347i,0.00041872+0.0012278i,0.0003142+0.00059502i
9.194e-05+0.00010621i,0.00029417-0.00038527i,-0.00027026+0.0001473i,-0.001339+0.0011406i,-0.0012759+0.0014535i,-0.0005271+0.00094955i,4.4368e-05+0.00036043i,0.00064375+0.00076168i,0.00058275+0.00066483i,0.00031961+4.7647e-05i,0.00021189+2.4391e-05i,4.5385e-05+0.00019599i,-0.00078357+0.00088401i,-0.0013644+0.00092679i,-0.00079658+0.00021152i,9.7388e-05+9.3654e-05i,0.00081278-0.00018032i,0.00066849-0.00054584i,0.00040269-0.00060401i,0.0003921-0.00053648i,2.7724e-05-0.00050336i,-0.00036896-0.00032453i,0.00013034-0.00020541i
-0.00025035+0.0003258i,0.00051636+0.00025185i,0.00032318+0.0010223i,0.00048621+0.00082301i,0.00077317+0.00042374i,0.0006136+0.000938i,0.00029211+0.0011746i,-6.4911e-05+0.0013125i,-0.00013773+0.00098452i,0.00061825-0.00050683i,0.00069647-0.0013723i,-0.00047712-0.000792i,-0.0011779+0.00028155i,-0.00056633+0.00049361i,2.394e-05+0.00016832i,-7.7783e-05+0.0002199i,-0.00024138+0.00017406i,0.00015304+0.00031561i,3.5344e-05+0.00072161i,-0.0010092+0.00086537i,-0.0014382+0.00083564i,-0.00074272+0.00020999i,-6.0197e-05-0.00042229i
-0.00031059-0.0010596i,-0.00026717-0.00064764i,-0.00082859-0.00060396i,-0.0017476-0.0010885i,-0.00053666-0.00042465i,0.00056057+0.00050194i,0.00053566+0.00021361i,0.00066415+4.0723e-05i,0.00026711-0.00031398i,-0.00054639-0.00042797i,-0.00086128+9.9602e-05i,-0.00047982+0.00040008i,-0.00014346+8.5725e-05i,-0.0009886-5.6476e-05i,-0.00092449+0.00062834i,-0.00024092+0.00047901i,-0.00057567-0.00037814i,-0.00094846-0.00057222i,-0.00031384+0.00030284i,0.00021718+0.00019964i,0.00030774-0.00026295i,0.00078043+3.967e-05i,0.00077574-9.8505e-05i
0.00017203+0.0018306i,0.00049296+0.0016868i,0.0011399-0.00014142i,0.00075129-0.0019647i,0.00035814-0.0013783i,-0.00031253+0.00067877i,-0.00016248+0.00095485i,0.00032122-9.1777e-05i,-6.2719e-05+6.9668e-05i,-0.00055802-0.00023226i,-0.00039683-0.00093304i,-0.00013588-0.0010822i,-0.00060073-0.0010552i,-0.00031056-0.00092443i,-0.00043335-0.0008007i,-0.00064216+0.00010912i,-0.00024355+0.00081814i,-9.5222e-05+0.00013525i,-2.6746e-05-0.00029435i,-0.0002661+0.00010606i,-0.00056298+0.00020551i,-0.00036729+0.00061922i,1.2787e-05+0.0011969i
-0.0017666+0.002219i,-0.00033522+0.0020069i,0.00012903+0.0023414i,0.00014952+0.0018072i,0.00069946+0.0013762i,0.001561+0.00078369i,0.0017701+0.0003357i,0.00010835+0.00042226i,-0.00089719+0.00065163i,0.00012951-0.00024021i,0.001043-0.0007987i,0.00019093-0.0011748i,0.00020338-0.001495i,-0.00014721-0.00032015i,-0.00034977+0.00051009i,-0.00049065-0.00010398i,-0.0012607-0.00089681i,-0.00083094-0.001108i,-0.00026537-0.00074144i,2.1978e-05-9.8862e-05i,-0.00022171-0.0003901i,-0.00030418-0.00067708i,3.2112e-05-0.0005491i
0.00059192+0.0002791i,0.0010705+0.00019335i,0.00070276+0.00022383i,-0.00023814-0.0010149i,-0.00030975-0.0014601i,0.00034217-0.00054245i,0.0010611+0.00018397i,0.001387+0.00033039i,0.00053076-0.00051523i,-0.00062436-0.00058424i,-0.00022862-0.00018598i,0.00074162-0.00033188i,0.00066389-3.8402e-05i,5.2408e-05+0.0006281i,0.00032817+0.00058203i,3.386e-05+0.00039447i,-0.00023708+0.00014651i,-0.00011559-0.00012256i,-7.7068e-05+3.6958e-05i,0.00031861+0.0002784i,0.00017802-0.00025209i,2.1931e-05-0.00076061i,-1.5045e-05-0.00027757i
0.0013905+0.0016633i,0.0026039+0.0011807i,0.0029408+0.00069259i,0.0024065-6.1884e-05i,0.00088062-0.00037465i,-0.00054117+0.00028306i,-0.00053828+0.0010085i,0.00016196+0.00099586i,0.0008738+0.00034995i,0.0003555-0.00069564i,-0.0004419-0.00099709i,-0.00046255-0.00024303i,-0.0012955+0.00044169i,-0.0024901-0.00023188i,-0.0022186-0.00064065i,-0.0010659-0.00045371i,-0.00036668-0.00085186i,-0.00072504-0.00086459i,-0.00046075-0.00035361i,0.00046502+8.3732e-05i,0.00092334+0.00060412i,0.00056385+0.00035961i,0.00024482+0.00055233i
-0.0011773+0.00053999i,-0.0012012+0.00030967i,-0.0017845-6.6607e-05i,-0.00081111-6.3169e-05i,0.00049996+0.00055924i,0.00034972+0.00042755i,-5.3269e-05-9.8878e-05i,0.00084254-0.00022046i,0.0013515+0.00074391i,0.00076569+0.0016188i,0.00047678+0.00067221i,0.00056461-0.00038488i,0.00036092-0.00042557i,6.394e-05-0.00010187i,0.00016626+0.00018127i,0.00056369+0.00034487i,0.00057476+0.00049859i,0.00014567-2.8933e-05i,-0.00013314-0.00035342i,-0.00033951+0.00053253i,-0.00027734+0.00063007i,0.00019546+0.00041385i,0.0004121+0.00054157i
0.0017948+0.00054608i,0.0010032-0.00094415i,0.002238-0.0019124i,0.0017052-0.0015319i,-0.00067826-0.00026603i,-0.00076539+0.001299i,0.00062742+0.0013122i,0.0017922+0.00030632i,0.0013421-0.00013397i,-0.00051797-0.00063637i,-0.001651-0.00082976i,-0.0012674-0.0010788i,-0.00040908-0.0006618i,-0.00021557-0.00018157i,-0.00027061+0.00047578i,-5.1906e-05+0.00057144i,0.0003438+4.1741e-05i,-9.6635e-05+2.1231e-05i,-0.00013438-7.7756e-05i,-8.7896e-05-0.00011759i,-7.592e-05+5.4773e-05i,0.00015445-0.00029694i,-0.00062502-0.0011336i
0.0020708+0.0013699i,0.0020365+0.0010949i,0.001041-0.0005971i,-0.00023972-0.0021653i,-0.00062454-0.001447i,-2.064e-05-6.4546e-05i,0.00097631+0.00011506i,0.00089305-3.5929e-05i,0.00044241-0.00047035i,0.00048523-0.00021365i,-0.00014092+0.00060978i,-0.00066438+0.00056371i,-9.9492e-06+0.00025303i,4.1434e-05+0.00031025i,-0.00014682+0.00010786i,-0.00014119-0.00020735i,0.00012856-0.00039892i,-0.00022495-0.00057577i,-0.00017264-0.0004316i,0.0011563+0.00029079i,0.0008208+3.5091e-05i,0.00020153-4.597e-05i,8.1272e-05+0.0005025i
0.00067894+0.00028401i,0.00096275+0.00098268i,0.00023103+0.00072249i,-6.6061e-05+0.00021849i,-2.6912e-05-0.00056869i,-0.00042273-0.00093836i,4.6942e-05+0.00039547i,0.00070934+0.0012595i,0.00042627+0.0014061i,-0.00016716+7.0242e-05i,-0.00054667-0.001792i,-7.9195e-05-0.0013219i,-0.0001145-0.00025991i,-6.5929e-05-0.00022365i,-0.00027059+0.00018739i,-0.00078529-0.000327i,-6.0427e-05-0.00093336i,0.00043227+0.00038404i,-0.00025535+0.00068135i,-0.00050874+9.9938e-05i,-0.00012085-7.2712e-05i,-0.0003519+0.00012741i,-0.00073284-4.9629e-05i
0.00056307+0.0007161i,0.00064587+0.0001599i,0.0011905-7.3455e-05i,0.0018336-0.00040016i,0.0022284-0.00055927i,0.0018485-0.00033293i,0.00072765+0.00013622i,0.00069383+0.00029298i,0.0011513+4.7447e-05i,0.0011249-0.00043103i,0.00069365-0.00080503i,7.2047e-05-0.00073722i,-0.00087232-0.0012026i,-0.00051443-0.0012379i,0.00025459-0.00037949i,0.00018666+0.00051808i,-0.00027699+0.0012576i,-0.00024751+0.0010128i,0.00051981+0.00031123i,0.00043356+1.5085e-05i,-0.00033984+0.00042796i,-0.00036211+0.00055932i,0.00014376-0.00022374i
-0.0014349+0.0017285i,-0.00087833+0.0015435i,2.9984e-05+0.0008811i,0.00018022+5.1155e-05i,-0.00014852-6.1668e-05i,-0.00062255-0.00019046i,-9.8063e-05+7.3967e-05i,0.00087634+0.00045725i,0.00060534-0.00014649i,-2.9368e-05-0.00059229i,-0.00011197-0.00068346i,-0.00034076-0.0006376i,-0.00087709-0.00045187i,-0.00028662-0.00026589i,0.0004644+8.1059e-05i,2.8836e-05+0.00013277i,8.6979e-05+0.00022259i,0.00067325+0.00035029i,0.0005991+0.00066412i,-0.00023577+0.00047759i,-0.00072913+0.00045736i,-0.00054712+0.0010225i,-0.00032697+0.0010728i
0.00091949+0.001116i,0.0014403+0.0018503i,0.0011413+0.00077546i,0.00025278-0.00046755i,-2.6277e-05-0.00080597i,0.00014967-0.00054042i,-6.1581e-05+9.9022e-05i,0.00025566+0.00043728i,0.00062949+0.00022236i,0.00046464-0.00059602i,0.00021401-0.00050991i,-0.00017478-0.00018014i,-5.0903e-05-0.00051817i,0.00010874-0.00099007i,-0.00046427-0.00085206i,-0.00015822-0.00019937i,0.00017151-0.00026196i,6.2963e-05-9.0711e-05i,0.00056958+0.00054557i,0.00095827+0.0012415i,0.00058824+0.0011125i,-0.00017545+0.00096006i,-0.00015695+0.00044188i
0.00083229+0.00015513i,0.001129-0.0013475i,0.00048165-0.0023472i,0.00026106-0.0014771i,0.00037541-0.00019549i,0.00046155-0.00020591i,0.00085234+0.00013188i,0.0010429+6.2748e-05i,0.00074137+0.00010586i,-0.00063901+0.00035058i,-0.0011123-0.00039221i,-9.8367e-06-0.00051352i,0.00071749+0.00015736i,0.00030964+0.00024019i,-0.00015827+0.00024548i,-0.00079172+4.4861e-05i,-0.0012753-6.5368e-05i,-0.00096905-6.7091e-05i,-0.00040821-0.00049019i,-0.00016736+3.3152e-05i,-0.00047625+0.000433i,-0.00033871-9.1064e-05i,-0.00047857-0.0005142i
-0.0010115+0.00032521i,-0.00065697+0.00021761i,-0.0010165+0.00078248i,-0.0010524+0.00046033i,0.00025614+0.00074161i,0.0015487+0.001092i,0.0018452+0.00050701i,0.00083309-7.7609e-05i,-0.00011527+0.00013475i,-0.00018667+0.00074532i,-0.00019169-0.00023562i,4.5146e-05-0.00095522i,-1.6803e-05-0.00015228i,-0.00031239-0.00020549i,-7.6293e-05-0.0011821i,-0.0001856-0.00066469i,-0.00038938+5.8182e-05i,-0.00027907-0.000269i,-0.00076055-0.00039452i,-0.00081812-0.0001283i,-0.00021194+0.00060335i,-0.0004584+0.0013262i,-0.00011916+0.00077034i
0.00052927-0.00065305i,0.0010225+0.00058709i,0.00060616+0.00046167i,-8.1431e-05+3.4185e-05i,-0.00048103+0.0012886i,0.00037881+0.001958i,0.0019767+0.0005746i,0.0017132-0.00012466i,0.00012851-8.2042e-05i,-0.00019616+0.0002176i,-7.8988e-05+4.4389e-05i,0.00048741-0.00063844i,0.00059205-0.00031308i,0.0004646-2.0062e-05i,0.0017892-0.00019217i,0.001557+0.00032172i,0.00034499+0.00049269i,0.00029297+0.00011268i,0.00074484-0.00018615i,0.00041351-0.00013857i,-6.8387e-05-0.00036104i,-0.00018052-0.00035767i,-0.0002277-0.00014713i
0.00020179+8.6522e-05i,-0.00031576+0.00063075i,-0.00055752+0.00056432i,-0.0006912+0.0011402i,-0.00032642+0.001828i,0.00059432+0.0016113i,0.0010391+0.0010401i,0.00055033+0.00067257i,3.3708e-05+0.00029118i,-0.00018006-0.00022616i,-0.00074203-0.00096774i,-0.00065098-0.00093765i,-0.00036501-0.00066686i,-3.6738e-06-0.00084709i,-0.00019256-0.00054733i,-0.00070059-0.00063336i,-0.00039939-0.0010768i,-0.00029425-0.0011286i,-0.00028116-0.0010339i,-0.00020121-0.0013214i,-0.00050824-0.0014406i,-0.0009073-0.00083297i,-0.00074996-0.00018849i
-0.00066538+0.00068659i,-0.00083907+0.00077534i,0.00058975+0.0002556i,0.00050805+0.00025893i,-4.0444e-05+0.00050884i,0.00085348+0.00057332i,0.0021125+0.00062938i,0.0022955+0.00015754i,0.00083317+0.0002266i,5.683e-05+0.00065669i,0.00055885-0.00014996i,0.00043072-0.00075976i,0.00034738-0.00038407i,0.00044137-0.00015431i,0.00058273-0.00033237i,0.00058865-0.00073668i,0.00088613-0.00060795i,0.00034675-0.00014565i,0.00010484-0.00015987i,1.0397e-05-0.00075033i,-0.00017068-0.0013608i,0.00023376-0.0011579i,0.00033743-0.0012201i
0.0005288-0.00099739i,0.0012519-0.0017261i,0.0014255-0.0015364i,0.00030512-0.00027758i,-0.00029691+0.00035036i,-5.2431e-06+0.00071855i,0.00034328+0.00066703i,-0.00030033-0.0005015i,-0.00024544-0.00099699i,6.9363e-05-0.0011029i,0.00035346-0.0013178i,-0.00073909-0.00084649i,-0.0013888-0.00014304i,-0.00063526+0.00083556i,-0.00064037+0.0014368i,-0.00080295+0.0013671i,-0.00051621+0.00035677i,5.4411e-06+0.00056171i,2.2934e-05+0.001243i,-6.2452e-05+0.00045135i,2.6068e-06-0.00031887i,-8.344e-05-0.00014602i,-0.00019852-0.00019737i
0.0010543-0.00036334i,0.0017417+1.8924e-05i,0.0014125+0.00018427i,1.7384e-05-0.00034798i,-4.5187e-05-0.0006619i,0.00090222-8.2308e-05i,0.0012774+0.00042743i,0.0015602+0.00030383i,0.0010329+0.00037623i,0.00020564+6.4376e-05i,0.00019852-0.00066078i,-0.00042924-0.001075i,-0.0010385-0.00067704i,4.036e-05+0.00015911i,0.0004882+0.00028624i,0.00022526-0.00038591i,0.00012453-0.0001601i,0.00039077+0.0005596i,0.00076056+0.0001788i,0.00054006-0.00027747i,0.00010319-0.0007089i,1.2165e-05-0.00033052i,0.00035568+0.0011263i
0.0010201-0.0009102i,0.00019527+0.00011633i,-4.213e-06+0.00029876i,-0.0004632-0.00046491i,-0.0010552-0.00089533i,-0.00087347-0.00052274i,0.00012214+0.0002651i,0.00066086+0.00065036i,0.00081844+0.00014448i,0.0011382-0.00060392i,0.00063818-0.00038125i,-6.6217e-05+0.00015441i,-9.9978e-05+0.0005458i,0.00025687+0.00040243i,0.00059009+0.00035574i,0.00051933+0.00044016i,0.00049664-0.00041843i,0.00078338-0.00060648i,0.00045177-0.00049446i,-0.00039018-0.00033335i,-0.00091782-0.00022701i,5.7898e-05-0.00075981i,0.0012263-0.00081181i
0.00054768+0.0013038i,0.00089132+0.0014829i,-0.00034444+0.0005998i,-0.00033346+7.4991e-05i,0.00071872+0.0009942i,0.0005875+0.0011049i,0.00069225+0.00074366i,0.00059016+0.0012677i,0.00072042+0.0010935i,0.00068193+0.00021421i,0.00060332+0.00012879i,0.0010026+0.00039703i,0.0012724-5.2856e-05i,0.0012119-0.0011384i,0.00062655-0.0011583i,-4.76e-05-0.0006087i,-0.0001409-3.664e-05i,-0.00035439+0.00056648i,-0.00049336+0.00039323i,6.1932e-06-0.00041014i,0.00037729-0.0005844i,5.4642e-05-0.00041854i,-0.00078759+0.00057633i
-0.00010487+0.00049385i,-0.0004993-0.00075757i,-0.00049568-0.0016044i,-0.00029367-0.0012016i,-0.00027725-0.0013689i,0.00011945-2.7466e-05i,0.00056765+0.0013439i,0.0010057+0.00123i,0.0017003+0.00015123i,0.0012943-0.0003727i,-7.0354e-05-0.00017941i,-0.00064116+0.00019726i,-0.00025276+0.00029797i,-4.6568e-05+0.00017103i,-9.2462e-05+0.00031755i,0.00033605+0.00023054i,0.00073041+0.00015711i,0.00038023-7.209e-05i,0.00018444+0.00021527i,0.00047594+4.4077e-05i,0.00016169-0.00029815i,0.00028295-0.00074357i,0.00066545-0.0010382i
-0.0015512-0.00084197i,-0.00094514-0.0013138i,9.3771e-05-0.00094627i,0.00010286-0.00029439i,0.00048162-0.0006539i,0.001222-0.00096821i,0.0012667-0.0008254i,0.00032385-0.00042345i,-0.0005409-1.6561e-05i,-0.00044902+0.00013838i,-8.7431e-05-7.7828e-05i,-0.00018482-0.00087497i,0.0002182-0.0010928i,0.0011123-0.0010207i,0.0010919-0.00058458i,0.001011-0.00066581i,0.00067575-0.00089688i,-0.00041075-0.00027852i,-0.00067832+0.00059608i,-0.00051672+0.00040043i,-0.00076062-0.00027053i,-0.00048895-0.00037661i,-0.00028949+0.00010547i
-0.00017419-0.0021984i,-2.4955e-05-0.0014438i,-0.00084805+0.00032101i,-0.0013396+0.0013207i,-0.00048297+0.0010726i,0.00061535+0.0012601i,0.0011185+0.001461i,0.001082+0.00094966i,0.00024815+0.00018553i,-0.00084652-0.00026165i,-0.00033127+0.00051528i,0.00024393+0.00044596i,0.00053286-0.00017322i,0.00051795-3.7249e-05i,0.00099421+0.00036104i,0.0011443+0.00019492i,0.00078475+0.00060722i,0.00011255+0.00069611i,0.00014643-6.741e-05i,0.00047308-0.0005462i,-7.4665e-05-0.00069129i,-0.00030649-0.00026935i,-0.00015309+0.00042416i
-0.0019476+0.001047i,-0.00051536+0.0021762i,0.00021693+0.0025316i,0.00075047+0.0011878i,0.0010167-0.00033709i,0.0014034-0.001108i,0.0017805-0.0011366i,0.0012948-0.00032617i,0.00067907+0.00021739i,0.00039741-5.5574e-05i,0.00055092-0.00067877i,0.00061755-0.0013227i,0.00058503-0.0021074i,0.00077895-0.0020174i,0.00056999-0.0010719i,-0.00010292-0.00056141i,-0.00077691+0.0002929i,-0.00079869+0.00034509i,-0.00076657-0.00063828i,-0.0007329-0.0004844i,-0.00020924+0.00025062i,-2.6888e-05+0.00021574i,0.00064486+0.00026815i
-0.0011069+0.00038508i,-0.00014716+0.0016051i,-0.00030956+0.0015536i,-0.0002946+0.00068804i,-0.00022046+0.0013921i,-0.000998+0.0027084i,-0.00052193+0.0022196i,0.00075893+0.0011549i,0.0012027+0.0003021i,0.00064688-0.00063367i,-6.6745e-05-0.0016747i,-0.00051156-0.0017024i,-0.00038544-0.00049416i,-0.00024936+0.00086884i,-0.00015223+0.001373i,0.00012047+0.00064711i,-0.00012113+0.00057496i,-1.998e-05+0.00068592i,-6.4565e-05+0.0003885i,-0.00058339+0.00016967i,-0.00098084+4.1797e-05i,-0.0003251+0.00015063i,-0.00034041+0.000119i
-0.0014895+0.00014992i,-0.00097644+0.0005844i,-0.00046342+4.5238e-05i,-0.00051734+0.00031747i,-0.00032104+0.0012783i,0.00065459+0.0015211i,0.00080943+0.00090144i,0.00050707+0.00069591i,-4.2033e-05+0.0010396i,-0.00011892+0.0002918i,0.00022358-0.00022356i,4.9421e-05+1.3566e-05i,-0.00080979+0.00030715i,-0.00091901-0.00018426i,-0.00038428-0.00022799i,-0.00032055+0.00058685i,0.00021722-0.00012869i,0.00086499-0.00076865i,0.00024058-0.00018584i,-0.00023146-0.0001157i,-0.00015478-0.00052662i,0.00049456-0.0008402i,0.00072041-0.00064483i
0.0020251+0.00018972i,0.0022263-1.837e-05i,0.0022971+7.105e-05i,0.0014178-0.00012099i,0.0005041-0.00031375i,0.00085494+4.8725e-05i,0.00055571+0.00099036i,3.8143e-05+0.0010293i,0.0005257+0.00019906i,0.001675-5.49e-05i,0.0009374-0.00024221i,0.00029792-0.0003784i,-0.00072726-5.8474e-05i,-0.0011716-0.00079632i,-0.00046248-0.00073191i,-0.00059967+0.00026175i,-0.00048349+0.00010013i,3.42e-05-0.00018478i,0.00015934+0.00016588i,-0.00026382-4.326e-05i,-0.00063839-0.0013359i,3.8211e-05-0.001983i,0.00059739-0.0011683i
0.00034037-0.00094651i,0.00080713+0.00030466i,0.00098272+0.0015015i,0.00028953+0.00068266i,0.00051006-0.00021827i,0.0010364-0.00014507i,0.0017651+7.5187e-05i,0.0019339-0.00031751i,0.0010159-0.0010311i,0.0010141-0.00069614i,0.00066545-8.8471e-05i,-0.00017847+0.00084084i,0.00049557+0.001216i,0.00042029+0.001456i,-0.00037931+0.00083901i,0.00063677+0.00022463i,0.0010213-0.00011813i,0.00082983-0.00074191i,0.00094792-0.00025372i,0.00082458-0.00051933i,0.00025535-0.00086315i,-0.0002629-0.00042226i,-0.0006663-1.5555e-05i
-0.0017127-0.00028946i,-0.0020132+0.00052173i,-0.00081224+0.0009369i,0.00016526+0.0012332i,0.00039882+0.001061i,0.0013195+0.00096178i,0.002007+0.0011245i,0.0008733+0.0012124i,-0.00028469+0.00075159i,-0.00013347+0.0007524i,-0.00010599+0.00027736i,-0.00038444-0.00099475i,-0.00023429-0.0011949i,-0.00014041-0.00063897i,0.00019182+0.00014944i,0.00083474+0.00062754i,0.00069177+0.00081354i,0.00052148+0.00021504i,0.00011039-0.00043624i,-0.00033973-3.7486e-05i,-0.00013089+0.00011225i,0.00039841+0.00011561i,0.00028308+0.00038201i
-0.00092328+0.00037608i,-0.00047854+0.00012746i,0.0005399+0.00076779i,0.001357+0.0015795i,0.0014559+0.00040768i,0.00068161-0.00092019i,-0.00013615-0.00092482i,-0.00016717-0.0011006i,0.0002576-0.00060614i,0.00038528-0.00045142i,0.00043982-0.0012082i,0.00028245-0.00099277i,-0.00010425-0.00074901i,4.1148e-05-0.00057313i,2.6127e-05-0.00062209i,-0.00010599-0.00069778i,0.00023557-0.00017474i,0.0001961-0.00013628i,-7.7977e-05-0.00076592i,-0.00034725-0.00020008i,-0.00086577+0.00067789i,-0.00022992+0.00031062i,0.00048063+0.00031401i
-0.0019289-0.0026197i,-0.0020479-0.0014089i,-0.00090399-0.00021896i,-2.4005e-05+0.0005398i,0.00023831+0.00071631i,0.00092141+0.0011388i,0.0020257+0.00069833i,0.0017351+0.00073834i,0.00079051+0.00092487i,0.00056474+0.00021495i,-1.7861e-05+6.0135e-05i,0.0003476-0.00049058i,0.0013758-0.0011732i,0.0010064-0.00057938i,0.0011258-0.00015572i,0.00090088-1.806e-06i,0.00046207+0.00042462i,0.00064383-0.00032189i,0.0005912-0.00098563i,0.00032035-0.00052603i,0.00069227-0.00073205i,0.0004745-0.00057388i,0.00016751-0.00025793i
1.7896e-05+0.00068018i,7.2105e-06-0.0007612i,-0.00022046-0.00065227i,-0.0010395-0.00010822i,-0.0005422+6.8558e-05i,0.00060259+0.00062255i,0.00064878+0.00086059i,0.00039851+0.0009273i,0.00049829+0.00051844i,0.00066085-0.0014128i,0.00078336-0.0020406i,0.0001366-0.00085488i,-0.00037854-0.00017072i,-0.00015619-0.00010207i,0.00033029+0.00029455i,0.00076233+0.00070618i,0.0006626+0.00062816i,0.00054925+0.00016636i,0.00087077+0.00011712i,0.000747+0.00071718i,0.00021665+0.00057669i,0.00045073-0.00048805i,0.0004804-0.00060496i
-0.00026229+0.0010793i,-0.00014264+0.00096106i,0.00025547+0.00060731i,-5.9229e-05-0.00023934i,-0.00028244-0.00060872i,0.0001233+0.00027275i,0.00065842+0.00063944i,0.0010313+0.0005375i,0.0015436+0.00086363i,0.0013814+0.0010506i,0.00065687+0.00017931i,-0.00035251+7.6994e-05i,-2.391e-05+0.00035018i,0.00047587-0.00041656i,0.0002493-0.00080949i,0.00019327+7.4746e-05i,0.00021411+0.00035259i,0.00035212+0.00021804i,0.00012029-0.00035929i,-0.00024184-0.00055691i,3.8025e-05+0.00026398i,6.855e-05+0.00065709i,-0.00016647-0.00036858i
3.6538e-05+0.0020186i,0.0005284+0.0011085i,0.00073747+0.001094i,0.00051753+0.0015349i,0.00032293+0.00073311i,0.0006123+0.00093771i,0.00077298+0.0015233i,0.00068738+0.00096611i,0.00025129+0.00024685i,-6.2352e-05-0.00039328i,-0.00012118-0.0012252i,7.4547e-05-0.0012484i,4.2526e-05-0.00060181i,-7.6694e-06-0.00076138i,-0.00021568-0.00070149i,-6.6217e-05+0.00020558i,0.00021989+0.00076121i,0.00026546+0.00042476i,0.00057115-0.0005827i,2.6535e-05-0.00078931i,-0.00034467+7.9831e-05i,0.00017199-2.9822e-05i,0.00051634+2.4608e-05i
0.00091033+0.0007473i,0.00095335-0.00019771i,0.0017282-0.00077939i,0.001553-0.00059629i,0.0006557-0.00037231i,0.00062103-0.00068145i,0.00086655-0.00027092i,0.00087485+0.00093577i,0.00099674+0.0010339i,0.00075376-0.00014227i,0.00011508-0.00084429i,-0.00018187-0.00090878i,-0.00022574-0.00078637i,-0.00040531-0.00045069i,-0.0005829-0.0010599i,0.00011074-0.00087498i,0.00061433+0.00057685i,0.00087369+0.00096845i,0.00048024+0.00063629i,-0.0004528+0.00054487i,-0.00018243+0.00078687i,0.00031445+0.00045041i,-8.807e-05+6.4911e-07i
