-0.002459+0.00030729i,-0.0014336-3.0797e-05i,-0.0022612+0.00057718i,-0.0018774+0.00075177i,-0.00086814+0.0017305i,-0.0010816+0.0016062i,-0.0011476+0.0012716i,0.00029309+0.0010247i,0.0017354+0.00045195i,0.0013577-8.7871e-05i,0.00085988-0.00016729i,0.0011154-0.00034158i,0.0011267-0.00075141i,0.0009343-0.0002898i,0.0010229-0.00038797i,0.00084699-0.00085881i,-0.00043041-0.0001453i,-0.0012984-1.2367e-05i,-0.00070337+0.00035746i,-0.00016297+0.00098439i,0.00063893+0.00061104i,0.00086552-0.0005783i,0.00037435-0.0011498i
0.00097562+0.0052651i,-0.0027598+0.0062905i,-0.0064768+0.0074697i,-0.0095084+0.0082253i,-0.0074686+0.0033928i,-0.0017055-0.0026925i,0.0030212-0.0059745i,0.0042237-0.0057358i,0.0027768-0.0035602i,0.0016439-0.0033736i,0.0026208-0.0056249i,0.0040789-0.0062455i,0.0042343-0.0037662i,0.0036664-0.0015849i,0.0038602-0.00087649i,0.0033379-0.00076447i,0.0015424-0.00092625i,-0.00037414-0.000397i,-0.00066295-7.4409e-06i,0.0011778-0.00043219i,0.0020775-0.0011549i,0.001894-0.0014909i,0.001112-0.00095236i
-0.0029298-0.0008901i,-0.0026794-0.002344i,0.0017732-0.0028217i,0.0054377-0.00028593i,0.0044478+0.0024818i,-0.0012449+0.0018185i,-0.00611-0.00017217i,-0.0071716-0.0020381i,-0.0032683-0.0017993i,0.0020048-0.0004129i,0.0029943+9.952e-05i,0.00028506+0.00019131i,-0.0021005+0.00014962i,-0.0035524-0.00052062i,-0.0055905-0.0019483i,-0.0064258-0.0021053i,-0.0051333-0.0013663i,-0.0025945-0.00099647i,-0.0003532-0.00077092i,-0.0010255-0.00020191i,-0.0033295+0.00046803i,-0.0035743+0.00085447i,-0.0023053+0.00083984i
-0.0046917-0.0073353i,-0.0055129-0.0047915i,-0.0092636+0.0014189i,-0.010864+0.0057554i,-0.0045087+0.0051268i,0.0040748+0.0023891i,0.0072372+0.0010504i,0.0053975+0.0017257i,0.0029717+0.002032i,0.00090474+0.00027092i,-0.00072278-0.0016378i,-0.0011184-0.002074i,-0.0012545-0.0010864i,-0.00069368+0.00049195i,8.8285e-05+0.0022194i,0.0008024+0.0032984i,0.0013601+0.0033053i,0.00074741+0.0021118i,-0.00012735+0.0015656i,-7.4959e-05+0.0017494i,0.00053635+0.0019774i,0.00083617+0.0026187i,0.00068669+0.002592i
0.0042414+0.0049337i,0.0053913+0.0036599i,0.0081886+0.0021781i,0.0099383+0.003228i,0.0064758+0.0053569i,0.00077567+0.0034374i,-0.0024313+0.0001393i,-0.0017433-0.0015215i,0.00046044-0.0025398i,0.0013864-0.0029493i,0.0011896-0.0031668i,0.00079393-0.0022806i,0.0010023-0.00079945i,0.0022061-0.00015783i,0.0021421-0.00025871i,0.0013484-0.0007643i,0.0014622-0.0012071i,0.0017012-0.0012489i,0.0013992-0.00030815i,0.00029565+0.0003079i,-6.1214e-06+8.902e-05i,0.00041778+0.00035331i,0.00046064+0.00015624i
-0.0060476+0.0012051i,-0.0081633+0.0016193i,-0.010261+0.0024763i,-0.010008+0.00094043i,-0.0052213-0.00035394i,0.00045715+0.0011373i,0.0021882+0.0029474i,0.0015627+0.0037037i,0.00035292+0.0038432i,5.512e-06+0.0046611i,0.00067841+0.0065497i,0.0001719+0.0072786i,-0.0010376+0.0056778i,-0.0016794+0.0039876i,-0.0015566+0.0038405i,5.4311e-05+0.0032335i,0.0017458+0.0018751i,0.0016616+0.000525i,0.00086568+8.4531e-05i,0.0014724+0.00068302i,0.0028057+0.00089449i,0.0037032+0.00056588i,0.0029423+7.5739e-05i
-0.0035864-0.0031171i,-0.0039751-0.00063025i,-0.0025464+0.0038808i,-0.00015797+0.0080653i,-0.0018143+0.0086185i,-0.0032961+0.004543i,-0.0026671-0.00058261i,-0.0025687-0.0021715i,-0.0032307-0.00037915i,-0.0047706+0.0013933i,-0.0050533+0.00099321i,-0.001343-0.00061539i,0.0021148-0.002224i,0.0027432-0.0039514i,0.0020409-0.0046399i,0.00096331-0.0040491i,0.00030778-0.0027268i,-0.00015685-0.00087627i,-0.0011853-6.5205e-05i,-0.0014731-0.0012495i,-0.0011082-0.0024996i,-0.00070328-0.003068i,-0.00013925-0.0024012i
-0.0038932-0.0025858i,-0.0055583-0.0041225i,-0.0080393-0.0035878i,-0.0078774+0.00034036i,-0.0042604+0.0047659i,-0.0017614+0.005428i,-0.002015+0.0031868i,-0.0033693+0.0015123i,-0.0023118+0.001477i,-0.00016387+0.0013158i,0.0015175+0.00029041i,0.002141+0.00026116i,0.00081954+0.00014893i,-0.0015853+0.0002738i,-0.0032575+0.00068728i,-0.0032083+0.00074581i,-0.0024712+0.00011242i,-0.0019247-0.0006061i,-0.00078979-0.00048974i,-0.00032083+0.00054128i,-0.00040509+0.0015292i,-0.00045538+0.0013284i,-0.00056984+0.00048843i
0.0026882-0.00067553i,0.0027289+0.00083798i,0.0024115+0.0046841i,0.002552+0.0074403i,0.0019122+0.0042971i,0.0019127-0.0009925i,0.0012324-0.0037983i,-0.0006157-0.0033466i,-0.00019795-0.00084053i,0.0016678-5.3472e-05i,0.0014381-0.0016475i,-5.7942e-05-0.0027286i,-0.00018424-0.0013179i,-0.00032722-0.00072383i,-0.0014204-0.0017955i,-0.0017343-0.0016732i,-0.0011462-0.00046522i,-0.00016438+0.00082978i,0.00033854+0.0009316i,-0.00019044+5.3202e-05i,-0.00090865-0.00023863i,-0.00094686-0.00028248i,-0.00067783+0.00034492i
0.0019971-0.001418i,-0.00046793-0.0027799i,-0.0036421-0.005414i,-0.0044104-0.0053337i,-0.002241-0.0018986i,-0.0010096-0.00013692i,-0.0014409-0.00070023i,-0.0019064-0.0010868i,-0.0022732-0.00030011i,-0.0012432+0.00012134i,-0.00028478-0.00077456i,-0.00060551-0.0027216i,-0.0013488-0.0032169i,-0.0016584-0.0020435i,-0.0027361-7.7381e-05i,-0.0028093+0.0021082i,-0.0010466+0.0032165i,0.00058615+0.0020966i,0.0013285+0.0015174i,0.00068657+0.0020905i,-0.00041329+0.0029107i,-0.0012293+0.0022001i,-0.0019673+0.0011311i
-0.0014097+0.0077375i,-0.0012695+0.0090197i,-0.00089924+0.0093239i,-0.0021329+0.0078888i,-0.0025857+0.0048735i,-0.0014663+0.00084805i,-0.00010446-0.0021018i,0.0009877-0.002296i,0.0010389-0.0012383i,0.001712-0.0002872i,0.002337+8.2545e-05i,0.0021999+0.00076269i,0.0024473+0.0019932i,0.0030189+0.0032138i,0.0029396+0.0038017i,0.0025416+0.0016902i,0.0028833-0.00026345i,0.0024873-0.00072381i,0.0018946-0.00083957i,0.0016067-0.00031671i,0.0012818+0.00057622i,0.0011735+0.00079401i,0.00092852+0.00034906i
-0.0043437-0.0073108i,-0.0076544-0.0074954i,-0.0071312-0.0058464i,-0.0052925-0.002083i,-0.003081+0.002025i,-0.0011105+0.0037595i,-0.00033109+0.002086i,-0.0010224+1.7972e-05i,-0.0020869-0.00010476i,-0.0029741+0.001724i,-0.0034809+0.003343i,-0.0022078+0.0023066i,-0.0008672-0.00045886i,-0.0015773-0.0024023i,-0.0021503-0.0021754i,-0.0011957-0.00084649i,0.00048627+0.00049522i,0.0013634+0.00092196i,0.0019077+0.000422i,0.0013037+0.0004132i,0.001068+0.00021958i,0.0010304+0.0001358i,0.00023637+0.00071564i
0.0017005-0.00258i,0.0015891-0.0016681i,-0.00044248+0.0022152i,-0.00083761+0.0059566i,0.0018174+0.0059565i,0.0037539+0.0032665i,0.0029163+0.00040529i,0.00056606-0.00018028i,-0.0011732-4.9389e-05i,-0.0022755+1.8864e-06i,-0.0023914+0.00095259i,-0.00045806+0.0025152i,0.00076826+0.0031653i,0.00077663+0.002572i,0.0019129+0.0015998i,0.0021821-0.00026538i,0.00035732-0.0021745i,-0.0018305-0.0015207i,-0.0017828-0.00047401i,0.00022757-0.00047933i,0.0021259-0.00042358i,0.0023426-0.00060497i,0.0010702-0.00026571i
0.0023784+0.001208i,0.0018909+0.0014243i,0.0001817+0.00077721i,0.00086567+0.0016025i,0.00085107+0.0023511i,-0.0010118+0.0011356i,-0.0020741+0.000339i,-0.0016354+0.00066686i,-0.00021502-0.00020986i,0.00081396-0.0012939i,0.0010928-0.0016414i,0.0010239-0.0017683i,0.0014634-0.0017043i,0.00067446-0.0018638i,-0.0016326-0.0019921i,-0.0031848-0.0019042i,-0.0027409-0.0008697i,-0.0015325-0.00028058i,-0.0015464-0.00081483i,-0.0016485-0.0010673i,-0.00065107-0.0014092i,-0.00046973-0.0014625i,-0.00057942-0.001268i
-0.0046268+0.00084413i,-0.0061886+0.00197i,-0.0074497+0.0017431i,-0.0072499+0.0020119i,-0.0050374+0.002138i,-0.0021422+0.0014428i,-0.00082545+0.00033379i,-0.00051608-0.00011722i,0.00071117+0.00042678i,0.0026381+0.0012525i,0.0021623+0.0011861i,0.0009734-0.00059899i,0.0007774-0.0014349i,-0.0005506-0.00027419i,-0.0010851+0.0012243i,-0.00033114+0.0012871i,0.00027734+0.00084506i,0.00068958+0.00061536i,0.00027544+0.0010183i,-0.00026318+0.0014862i,0.0002493+0.0014639i,0.00039312+0.00050296i,-0.00055709-0.00025753i
0.0027011-0.0025632i,0.0007254-0.0018413i,-0.00031579-0.0003183i,-0.00036299+0.0028838i,-0.0013267+0.0048273i,-0.002565+0.0036828i,-0.0033318+0.00095768i,-0.0031405+0.00016977i,-0.0015244+0.00064596i,0.00085066-0.000567i,0.00086778-0.0011712i,-2.5754e-05-0.00071746i,0.00058247-0.00084776i,0.0022721-0.00075924i,0.0022309-0.00092185i,0.00034996+1.6652e-06i,-0.00042217+0.0014378i,0.00022319+0.0018629i,0.0011226+0.0013843i,0.00051557+0.00032936i,-0.00069561-0.00068721i,-0.00062971-0.00081799i,6.8617e-05-0.00066526i
-0.0050366-0.0016339i,-0.005473-0.0027602i,-0.0049664-0.002055i,-0.0039744+0.00074791i,-0.0021988+0.0030501i,-3.5517e-05+0.0018468i,-0.000328-0.00040695i,-0.0017285-0.00046358i,-0.00092384+0.00092277i,0.0011121+0.0025141i,0.0019421+0.0019239i,0.00052279-7.1529e-05i,-0.0015159-0.0014026i,-0.0036089-0.0011328i,-0.0037978+0.0012258i,-0.00089947+0.002687i,0.0022205+0.0018368i,0.0023052-2.4443e-05i,0.00069457+2.8564e-05i,2.0436e-05+0.0014728i,0.00015178+0.0018566i,0.00010547+0.0023247i,-0.00059614+0.0012466i
0.0037566+0.0019742i,0.0038462+0.0034734i,0.0030926+0.0057888i,0.0040382+0.0055925i,0.0038493+0.0033406i,0.0016713-4.5534e-05i,-8.8482e-05-0.0024918i,-0.0018475-0.0027405i,-0.002924-0.0014948i,-0.0024643+0.00061033i,-0.001227+0.0028977i,-0.00060513+0.0033405i,-0.00046136+0.0020897i,0.00075673+0.0008642i,0.001588-0.00010272i,0.0010317-0.0012552i,2.5605e-05-0.0012121i,-0.00050217-0.00022297i,0.00090973-0.00075929i,0.0019366-0.001714i,0.0016735-0.00062773i,0.0010704+0.00046409i,0.0010023+6.4625e-05i
-0.00093595+0.0014025i,-0.0011793-0.00020046i,-0.003803-0.0016923i,-0.0043817-0.0015457i,-0.0023947-0.00034562i,-0.00067141-0.00028599i,3.9821e-05-0.0011234i,-0.00015729-0.0022405i,-0.001723-0.0019544i,-0.0030619-0.0006135i,-0.002467+0.00050116i,-0.00040065+0.0011166i,0.0013452+0.00077401i,0.00018867-0.00067517i,-0.001069-0.00096571i,-0.00011533+0.0006287i,0.00085635+0.0013365i,0.00070448+0.00024762i,0.00025565-0.00040508i,0.00060784+5.2646e-05i,0.00024081+0.0011267i,-0.00025962+0.00086152i,0.00038819-0.00039694i
-0.0064065+0.0014479i,-0.0073516+0.0040378i,-0.0063703+0.0066309i,-0.0042815+0.0068563i,-0.0015482+0.0060511i,0.00073759+0.0035042i,0.00049079-0.00021703i,-0.00035731-0.0028473i,5.4398e-05-0.0032569i,0.00025939-0.0020352i,0.00045105-0.00071678i,0.00080145+5.5742e-05i,0.00079454+0.00038147i,0.00091175+0.0016304i,0.0012865+0.0013375i,0.0005946-0.00091054i,-0.00034171-0.0016259i,-0.0001329-0.00062827i,0.00046651+0.00081521i,0.001052+0.00058219i,0.0013811-0.00047026i,0.0015054-0.00032751i,0.0015298+2.6507e-06i
-0.0023547-0.006908i,-0.0033388-0.0072089i,-0.0048156-0.0054596i,-0.0045864-0.0012511i,-0.0024588+0.0027617i,-0.0012761+0.0029112i,-0.00052806+0.00093754i,0.0011046+0.00085337i,0.0023302+0.00099597i,0.0030468+5.6913e-05i,0.0028332-0.00020433i,0.0022686-0.00071212i,0.0020699-0.0013759i,0.0015222-0.0027133i,-0.00037262-0.0030755i,-0.0023825-0.00074324i,-0.0020112+0.0012649i,-0.00033319+0.0013979i,0.00044976+0.00025667i,-3.2777e-05-0.00086584i,-0.00056416-0.0016322i,-0.00044856-0.0023792i,-0.00066678-0.0026051i
0.0056934+0.00064342i,0.0047057+0.00090438i,0.002525+0.0020642i,-0.00052347+0.0030473i,-0.0014208+0.0019305i,3.4276e-05+0.0010226i,0.00092119+0.0010558i,0.0018257+0.0010169i,0.0035286+0.001244i,0.0034469+0.00075161i,0.0016423-0.00096437i,0.00018163-0.0021175i,-0.00071863-0.0011976i,-0.0016275+0.0013595i,-0.0016335+0.0024671i,-0.00068744+0.00061041i,-0.00047084-0.0016325i,-0.0013871-0.0014582i,-0.0013676+0.00019595i,-0.00050224-9.0244e-05i,-0.00024565-0.0011502i,-0.00016042-0.0015219i,-0.00073096-0.000492i
-0.0023459+0.00017073i,-0.0028425-0.0022126i,-0.0025503-0.0032763i,-0.00061446-0.0013139i,0.00083496+0.00052287i,-0.00052388+0.00018774i,-0.0022289+0.00033745i,-0.0026933+0.0011498i,-0.0015709+0.0017069i,0.00070974+0.0020068i,0.0023923+0.0012505i,0.0026674+0.00040577i,0.0016681-0.00080551i,0.0015487-0.0014236i,0.0018128-0.00085328i,0.00056385-0.00018721i,3.1876e-05+0.00062123i,0.00077318+0.000806i,0.0012566+0.00056816i,0.00058248+0.00065054i,-0.00017162+0.0012025i,-0.00025882+0.0013513i,0.00044049+0.00042902i
-0.00042306+0.00070241i,-0.0010121+0.0019143i,-0.0021049+0.0030274i,-0.0022708+0.0035141i,-0.0020504+0.0024605i,-0.0011417+0.00086681i,-0.00098608-0.0010834i,-0.003064-0.0014779i,-0.0041881+0.00060378i,-0.0038954+0.001493i,-0.0032513+0.0011976i,-0.0026953+0.001318i,-0.0027391+0.0008863i,-0.0030493+0.0010311i,-0.0025111+0.0013643i,8.3534e-05+0.0014885i,0.0023376+0.0011867i,0.0016039-0.00018958i,0.00021721-0.00042979i,-0.00012544+0.00056806i,-0.00020066+0.00073758i,-0.0007129+0.00042861i,-0.001132+0.00078109i
-0.0035629-0.001209i,-0.0034666-0.0026358i,-0.0038407-0.0018064i,-0.0032054+0.0020761i,-0.0016525+0.0049378i,-0.0015283+0.0032424i,-0.0030246+0.0003335i,-0.0045143-0.0010131i,-0.0050631-0.0015118i,-0.0047205-0.0012517i,-0.0040012+0.00011465i,-0.002496+0.0013628i,-0.00032759+0.0017144i,0.0016037+0.0017683i,0.0019278+0.0013178i,0.00051243-0.00036107i,-0.00031296-0.00022271i,0.00041857+0.0011616i,0.0017969+0.00072916i,0.002389+0.00031333i,0.00096157+0.00087724i,4.7789e-05+0.0008358i,-7.3839e-05+0.0005332i
0.0015804+0.00017736i,0.0031995+0.0028798i,0.0028371+0.0049189i,0.0025007+0.0049051i,0.0024696+0.0031025i,0.0011684-0.00014004i,0.00055104-0.002082i,0.00075647-0.0025212i,8.8564e-05-0.0022989i,-8.4196e-05-0.0020398i,0.00039724-0.0014615i,0.0006738-0.0011759i,0.00067108-0.0018034i,-0.00071223-0.0026758i,-0.0018181-0.0024334i,-0.00024431-0.0010248i,0.0017292-0.0014208i,0.0015257-0.0021264i,0.00082843-0.0019644i,0.00082645-0.0016414i,0.0004212-0.00045847i,0.00040885+0.00037432i,0.00087709-0.00053207i
-0.0031391-0.0032315i,-0.0058249-0.002135i,-0.0078094-0.0015424i,-0.0070595+0.0016971i,-0.0043293+0.0040938i,-0.0013036+0.0026195i,0.00031308+0.0002505i,0.001212-0.0015888i,0.0016436-0.0021248i,0.0018429-0.00084602i,0.0019226+0.00095825i,0.0013613+0.0015836i,0.00091283+0.0015775i,0.0014207+0.0021887i,0.0010705+0.0023712i,-0.00038207+0.001041i,-0.0017958-1.2386e-05i,-0.0022157-0.00034253i,-0.0016561+0.00027497i,-0.00063123+0.00084001i,0.00015257+0.00068107i,0.00066609+0.00080879i,0.0018051+0.00087148i
0.0045516+0.0030831i,0.0043541+0.00047553i,0.003844-0.00014208i,0.0019237+0.00017035i,0.00044964+0.00050245i,0.00014089+0.00086858i,0.00053268+0.00074081i,0.00092993+0.00037894i,0.0021105+0.0013471i,0.003906+0.00065211i,0.0046271-0.0016427i,0.004048-0.0028222i,0.0023659-0.0024478i,0.0012886-0.0023727i,0.00011783-0.0020816i,-0.0008529-8.5632e-05i,-0.00050155+0.0015918i,0.00083986+0.00069566i,0.00018291-0.00060367i,-0.00049347-0.00075513i,0.00040696-0.00051778i,0.0002164-0.00086053i,9.9543e-06-0.0015258i
-0.0012067-0.0013947i,-0.0046709-0.0009148i,-0.0062662+0.00055028i,-0.0051908+0.0023678i,-0.0031642+0.0031675i,-0.0015763+0.0025623i,-0.0012055+0.0012747i,-0.0012504+0.0010105i,6.1323e-05+0.0020381i,0.0017618+0.0021765i,0.0016207+0.0013382i,0.00024543+0.0011282i,-0.0020596+0.0023468i,-0.0031434+0.0036326i,-0.002276+0.0031722i,-0.0014071+0.0016356i,-0.0014822+0.00052857i,-0.0019195+0.00073449i,-0.001252+0.0011617i,-0.0006687+0.00094612i,-0.0012233+0.00068674i,-0.0013416+0.00019732i,-0.0010704+0.00034487i
0.00046593-0.0018116i,0.001071-0.0010392i,-0.0010605+0.00045982i,-0.0018991+0.0034573i,9.7046e-05+0.0048346i,0.0012392+0.0024438i,-0.00054155-0.00024443i,-0.0028997-0.00016277i,-0.0036283+0.0014501i,-0.0027684+0.0021059i,-0.0017905+0.002401i,-0.0011297+0.0024589i,0.00059519+0.001107i,0.0025709+9.6213e-05i,0.0025206+0.00012851i,0.0021156+0.00023885i,0.0022959+0.00061421i,0.0021586+0.00050567i,0.0021801-0.0003787i,0.0016335-0.00041865i,0.00080273-0.00012116i,0.00042018+5.8038e-05i,0.00059535-0.00013742i
-0.0045382+0.0019266i,-0.0046881+0.0040211i,-0.0037533+0.0049952i,-0.0011779+0.0043145i,-0.00055324+0.0034968i,-0.0019028+0.0022409i,-0.0025887+0.00094307i,-0.0032062+0.00033823i,-0.0045718+0.0002726i,-0.0050096+3.2567e-06i,-0.0044416-0.00031156i,-0.0032183+0.00019957i,-0.0025764+0.0003758i,-0.0039604-0.00014519i,-0.0031856-0.00086957i,0.00015224-0.0013488i,0.0018914-0.001845i,0.0012836-0.0015842i,0.00018016-0.00060345i,-8.3319e-05+0.0002347i,6.4253e-06+0.0012455i,-0.00081721+0.0015881i,-0.0021467+0.0012508i
-0.0039225-0.0035245i,-0.00406-0.0043849i,-0.0037957-0.0031123i,-0.0033714+0.00044047i,-0.0022487+0.0030068i,-0.0018314+0.0014331i,-0.0028368-0.0015205i,-0.0035736-0.002676i,-0.0028832-0.002098i,-0.0014608-0.0012365i,-0.00016629-8.4685e-05i,0.00079848+0.00072551i,0.0017913+0.0010388i,0.003533+0.00093204i,0.0039192+0.00053395i,0.002037+0.00051968i,0.00097819+0.0010495i,0.0010012+0.0018085i,0.0010524+0.0017955i,0.0015284+0.0013441i,0.00096925+0.0010252i,0.0012611+0.00149i,0.0016481+0.0023867i
0.00084637-0.00054592i,0.00022593-0.00012303i,-0.00037265+0.0014941i,-0.0005987+0.0034771i,-0.00035102+0.0040529i,0.00084685+0.0030462i,0.0012942-3.1735e-05i,0.00052501-0.0024142i,-0.00036049-0.0019234i,0.00039369-0.00072527i,0.0015128-0.00085103i,0.0013067-0.0013913i,-6.829e-05-0.0027395i,-0.0008336-0.0046184i,-0.0010226-0.0045921i,-0.00069561-0.0029155i,-0.00040916-0.0013973i,-0.001507-0.00089256i,-0.0017448-0.001389i,-0.00049925-0.0016855i,0.00064853-0.0018503i,0.00097274-0.0014354i,0.00088586-0.0003192i
-0.003326-0.00030374i,-0.0040153-0.0013556i,-0.0043595-0.0013302i,-0.004252+0.00047581i,-0.0025465+0.0016825i,-0.0008649+0.00040488i,-0.00046818-0.0011214i,0.0005629-0.0012912i,0.0020769-0.00061908i,0.0028734-0.00016132i,0.00319-0.00017341i,0.0031907+0.00028821i,0.0014225+0.0014781i,0.00027252+0.002833i,-0.00050472+0.0036864i,-0.001371+0.0026151i,-0.0020762+0.001838i,-0.0015024+0.0017589i,-0.00013549+0.0015595i,0.00012105+0.0012213i,0.00075864+0.00077611i,0.0010995+0.00086816i,0.00068364+0.00051756i
0.0007421-0.00014493i,-0.00059678+0.001996i,-0.00060017+0.0039905i,0.00038695+0.0046634i,0.00082143+0.0032285i,0.00060027+0.0011815i,0.0012024+0.00029051i,0.001603-7.9398e-05i,0.0021402+0.00015915i,0.0023713+0.0012677i,0.0014548+0.0017199i,0.00083752+0.00041074i,0.00058339-0.0011682i,0.00036796-0.0018553i,0.00053592-0.0013189i,0.00047142-3.8809e-05i,0.00068051+0.00038134i,0.0010537-0.00028585i,0.00063178-0.00061543i,-5.4996e-05-0.0012805i,0.00042162-0.0018889i,0.00056043-0.0015671i,8.1407e-06-0.0021995i
-0.0027856-0.0033775i,-0.0047754-0.0034533i,-0.0054313-0.0004134i,-0.0024878+0.001627i,-0.00052367+0.0020147i,-0.0011121+0.00037371i,-0.001384-0.00071068i,-0.00080822+0.00027684i,-0.0008541+0.0016096i,-0.00067355+0.0021156i,-7.5172e-05+0.002147i,-0.00086586+0.0022727i,-0.001506+0.0026819i,-0.0020584+0.0032716i,-0.0025906+0.0030638i,-0.0012516+0.0023196i,-0.00046943+0.0015424i,-0.00095366+0.0017174i,-0.00095457+0.0014735i,-0.00092465+0.00010808i,-0.0011139-0.00017612i,-0.0014108+0.00039973i,-0.0014711+0.00021903i
0.0066137+0.0027375i,0.0063566+0.0011653i,0.0020414+0.00039972i,-0.00091932+0.0028771i,-0.0013857+0.0040836i,-0.00083264+0.0022473i,-0.00030477+0.00011572i,-0.0012082+0.00034518i,-0.0026151+0.001029i,-0.002539+0.0012453i,-0.0021638+0.0011435i,-0.00064114+0.00046172i,0.0018612+9.4199e-05i,0.0027-0.00045343i,0.0019514-0.00097797i,0.0021454-0.00033698i,0.0029322+0.00043209i,0.003154-0.00052267i,0.0024295-0.0013093i,0.0010931-0.00072447i,0.00066803-0.00010825i,0.0002898-0.00079386i,-0.00017284-0.00074059i
-0.0087369-0.0002193i,-0.0081125+0.0010362i,-0.0064126+0.00155i,-0.0038964+0.0024558i,-0.0016921+0.0032303i,-0.001366+0.0027205i,-0.0023729+0.0005688i,-0.0036569-1.9514e-05i,-0.0031689+0.00030741i,-0.0018648+0.0002064i,-0.0014736+0.00017392i,-0.0021668+0.0004516i,-0.0029515+0.00042589i,-0.0028261-0.00058885i,-0.0021443-0.0010517i,-0.00097701-0.0012533i,-0.0010341-0.0019933i,-0.0021993-0.0018326i,-0.0024033-0.00061705i,-0.0013138+0.00052761i,-0.00081641+0.00029947i,-0.00050878+7.8408e-05i,-0.00034377+0.00072287i
-0.00048385-0.0029479i,-0.0013389-0.0031861i,-0.0030008+0.00010964i,-0.002953+0.0033084i,-0.00089923+0.0048461i,-0.00018711+0.0037092i,-0.0018856+0.00076248i,-0.0030709-0.00069406i,-0.0018472-0.00073278i,0.00020754-0.00097028i,0.001601-0.0013081i,0.0022757-0.0012012i,0.002776-0.00094686i,0.0036005-0.00015243i,0.0038615+0.00056755i,0.0026357+0.0010648i,0.00020472+0.00081045i,-0.00038517+0.0011513i,-0.00038436+0.0018887i,-0.00059695+0.0017516i,0.0011728+0.001689i,0.0021892+0.0017608i,0.0024522+0.0015221i
-0.0048184+0.00033593i,-0.003687+0.0012945i,-0.0032912+0.0050183i,-0.0023215+0.0055916i,-0.001405+0.0038324i,-0.0017502+0.0012784i,-0.0027405-0.0025841i,-0.0031011-0.0043064i,-0.0024102-0.0014895i,-0.00084975+0.0014528i,0.001939+0.00043388i,0.002436-0.0016682i,-0.00031174-0.0035974i,-0.0019649-0.0038284i,-0.0021049-0.0017121i,-0.0017468-0.00044146i,-0.0013-0.0011301i,-0.0010297-0.0013118i,-0.00038754-0.00086637i,-0.00032064-0.0014118i,0.00053639-0.0016602i,0.00092097-0.00076326i,-2.553e-05+0.00015547i
0.0022357-0.0019284i,0.0013647-0.0023664i,-0.0032356-0.00082659i,-0.0045022+0.0025982i,-0.0021909+0.0042685i,-0.00073649+0.0018795i,-0.00014191-0.00054789i,0.00046268-0.001175i,0.00029745-0.000976i,0.0001532+0.00053493i,0.0011025+0.0020866i,0.002403+0.0026559i,0.0031072+0.0036725i,0.0015655+0.0048589i,-8.1386e-06+0.004431i,-0.00095448+0.0031808i,-0.0018991+0.0026367i,-0.001502+0.0027483i,0.00035939+0.002444i,0.0013423+0.0015105i,0.00093326+0.0011724i,0.0008122+0.0012478i,0.0012779+0.00059736i
-0.0086717+0.0027487i,-0.0073103+0.0041635i,-0.0051386+0.005163i,-0.0028289+0.0060982i,-0.0013596+0.0066187i,0.00087888+0.0044244i,0.0030828+0.0014128i,0.0032796+0.00024186i,0.0019787+0.00065593i,0.00049786+0.0010643i,-0.00057474+0.0012994i,-0.00026995+0.0014035i,0.00050174-0.00098963i,0.00029238-0.0029143i,-0.00020176-0.0016494i,0.00048501-0.00039266i,0.0018166-0.00037546i,0.0023927-0.00078947i,0.0019518-0.0011276i,0.00054277-0.0011434i,-1.3255e-05-0.00074372i,5.7204e-05-0.00070739i,0.00025152-0.001261i
-0.004752-0.0024595i,-0.0068511-0.0014248i,-0.0062725+0.0034387i,-0.0021872+0.0061705i,0.00043767+0.0062019i,-0.00031047+0.0058444i,-0.0015918+0.0052699i,-0.00027292+0.0033509i,0.00069555+0.0010501i,0.00011805+0.00060494i,-0.00046425+0.00075794i,-0.0016617+0.0010169i,-0.0015967+0.0026194i,-0.00047414+0.0039827i,-0.00038628+0.0039341i,-0.00096208+0.0029791i,-0.0016282+0.0020219i,-0.001276+0.00079614i,-2.7703e-05-0.00078914i,-0.00046854-0.00078069i,-0.0012337+0.00041247i,-0.0014611+0.00083496i,-0.001717+0.00070523i
-0.032379+0.0044452i,-0.021473+0.0071174i,-0.015958+0.021654i,-0.0025255+0.026932i,0.0093299+0.022286i,0.012879+0.0098299i,0.0052744+0.00082406i,-0.0022049+0.00092295i,-0.005186+0.0041367i,-0.0011564+0.0078609i,0.0069009+0.0070804i,0.010718+0.00098865i,0.010461-0.0042175i,0.00907-0.0033498i,0.0079065+0.00062578i,0.0063037+0.00024721i,0.0036336-0.0021539i,0.001533-0.0021048i,0.0019064-0.0014652i,0.0022396-0.0009884i,0.0019207-0.0005675i,0.0027804-0.00056979i,0.0028177-0.00079492i
