-0.002459+0.00030729i,-0.0014336-3.0797e-05i,-0.0022612+0.00057718i,-0.0018774+0.00075177i,-0.00086814+0.0017305i,-0.0010816+0.0016062i,-0.0011476+0.0012716i,0.00029309+0.0010247i,0.0017354+0.00045195i,0.0013577-8.7871e-05i,0.00085988-0.00016729i,0.0011154-0.00034158i,0.0011267-0.00075141i,0.0009343-0.0002898i,0.0010229-0.00038797i,0.00084699-0.00085881i,-0.00043041-0.0001453i,-0.0012984-1.2367e-05i,-0.00070337+0.00035746i,-0.00016297+0.00098439i,0.00063893+0.00061104i,0.00086552-0.0005783i,0.00037435-0.0011498i
0.0079668+0.11379i,0.057135+0.24264i,0.18762+0.27912i,0.30822+0.1209i,0.27049-0.062426i,0.1552-0.093671i,0.11458-0.061959i,0.096816-0.0611i,0.054768-0.048105i,0.030694-0.019084i,0.026479-0.0061719i,0.025544-0.0073859i,0.021861-0.014971i,0.015468-0.013862i,0.012089-0.0017966i,0.011261+0.0064913i,0.010991+0.0097922i,0.013601+0.0085074i,0.01537+0.0022633i,0.010177-0.00025418i,0.0018938+0.003147i,-0.0017202+0.0048024i,-0.0012749+0.0024672i
-0.056339-0.12752i,-0.14065-0.3173i,-0.26847-0.43959i,-0.36322-0.31406i,-0.29993-0.076497i,-0.14763+0.022332i,-0.093276+0.009214i,-0.098426+0.015354i,-0.066901+0.030727i,-0.032481+0.022671i,-0.02307+0.013545i,-0.026101+0.011203i,-0.029647+0.016537i,-0.022365+0.019915i,-0.010068+0.010548i,-0.0028202-0.0028347i,-0.001788-0.011632i,-0.0054558-0.011519i,-0.0067532-0.004671i,-0.0016652-0.00073029i,0.0019561-0.0014365i,0.0013594-0.0022178i,0.001088-0.0016191i
0.072436+0.094375i,0.15916+0.28484i,0.26557+0.48919i,0.34144+0.47885i,0.29174+0.26682i,0.14811+0.10266i,0.074891+0.05703i,0.070302+0.026637i,0.043492-0.0056221i,0.011431-0.013166i,0.0033328-0.012944i,0.0087964-0.01402i,0.017361-0.016197i,0.014702-0.017681i,0.0029162-0.012879i,-0.0047213-0.0043083i,-0.0072035+0.0046331i,-0.0043465+0.010333i,0.00027265+0.0088821i,-2.2296e-05+0.0033345i,-0.0019553+0.00044931i,-0.0018876+0.0016701i,-0.00084662+0.0041104i
-0.03285-0.04211i,-0.073426-0.1898i,-0.12037-0.41203i,-0.16764-0.501i,-0.16236-0.3694i,-0.090578-0.20331i,-0.052079-0.12672i,-0.058709-0.069616i,-0.03856-0.012381i,-0.0047874+0.0057342i,0.005022+0.0028938i,-0.0013776+0.0014241i,-0.010408+0.003517i,-0.010383+0.006953i,-0.0029206+0.0069389i,0.0027141+0.0041908i,0.0070647-7.6877e-05i,0.0079124-0.0070303i,0.0022957-0.012499i,-0.0032147-0.010445i,-0.0031196-0.0038056i,-0.00040551-0.0015153i,0.00011642-0.0032081i
-0.040065+0.015274i,-0.089477+0.1123i,-0.12445+0.30627i,-0.072695+0.44241i,0.022859+0.36899i,0.045033+0.20668i,0.027548+0.12764i,0.036645+0.090702i,0.034337+0.042521i,0.011665+0.015457i,-8.1775e-05+0.0098028i,0.0026352+0.009791i,0.010564+0.0093777i,0.0085191+0.0052341i,-0.0035768+0.00223i,-0.011799+0.0029733i,-0.014253+0.006034i,-0.011418+0.010419i,-0.0045005+0.012689i,0.00095047+0.0092113i,0.0032442+0.003015i,0.0029669-0.0001622i,0.0026241-0.00040981i
0.087849-0.023052i,0.22965-0.085084i,0.35488-0.22615i,0.31127-0.3558i,0.12874-0.32141i,0.0066447-0.18399i,-0.0061149-0.11529i,-0.0070483-0.10265i,-0.01331-0.069848i,-0.0050164-0.033512i,0.0035991-0.017191i,0.0051601-0.015071i,-0.0002953-0.018466i,-0.0042589-0.013347i,0.00045289-0.0017468i,0.0075778+0.0037402i,0.012008+0.0016038i,0.011081-0.00358i,0.0041214-0.0060454i,-0.0011907-0.0021967i,-0.0013672+0.0026265i,-0.00035706+0.0030033i,-0.001378+0.00039619i
-0.11197+0.034719i,-0.31155+0.084074i,-0.52231+0.16254i,-0.52707+0.23905i,-0.31346+0.22684i,-0.1139+0.13564i,-0.043436+0.084536i,-0.019166+0.078077i,0.0063312+0.055541i,0.012779+0.026269i,0.0056394+0.016006i,0.0017529+0.01755i,0.0029299+0.020007i,0.0043762+0.013638i,0.0029259+0.001206i,-0.0014151-0.0059666i,-0.0071381-0.0088525i,-0.010297-0.0068121i,-0.0073614-0.0015033i,0.00038069+6.9278e-05i,0.0044956-0.0015048i,0.0023436-0.0021028i,0.00070652-0.00082428i
0.090922-0.041096i,0.27963-0.063308i,0.5139-0.062193i,0.56519-0.058917i,0.36896-0.053199i,0.15611-0.026104i,0.072457-0.022807i,0.037647-0.043886i,9.9225e-06-0.038126i,-0.01404-0.013877i,-0.0078996-0.0039046i,-0.0013228-0.0092769i,-0.00049153-0.017359i,-0.0020878-0.01377i,-0.00031335-0.0024507i,0.0047013+0.004959i,0.009108+0.008795i,0.011897+0.0092243i,0.011398+0.00456i,0.0063944-0.00012718i,0.001732-0.0011411i,0.00048757-8.0361e-05i,0.0010973+1.8529e-06i
-0.048495+0.014665i,-0.19604-0.010287i,-0.411-0.067486i,-0.49407-0.089229i,-0.3506-0.043688i,-0.16356-0.013688i,-0.090614-0.0081434i,-0.072593+0.017925i,-0.038424+0.031641i,-0.0080078+0.016197i,0.001018+0.0012144i,-0.0012765+0.0017863i,-0.001954+0.010238i,0.0020324+0.009315i,0.004338-0.00014652i,0.0016892-0.0077082i,-0.0029542-0.012049i,-0.0074996-0.01183i,-0.010004-0.0074066i,-0.0096678-0.0027259i,-0.0062449-0.00027202i,-0.0033206+0.00055317i,-0.0034534+0.0011015i
0.020453+0.040667i,0.10695+0.127i,0.26127+0.25218i,0.36346+0.29312i,0.30451+0.18556i,0.17168+0.068436i,0.098287+0.029424i,0.073316+0.012228i,0.041823-0.0027998i,0.013581-0.00028596i,0.005478+0.0042668i,0.0078292+0.0013664i,0.008013-0.0040686i,0.0012088-0.0051983i,-0.0061212+0.00030937i,-0.0081398+0.0073923i,-0.0047652+0.011516i,0.0021443+0.0099008i,0.007779+0.003743i,0.0075156-0.0022777i,0.0034747-0.0050378i,0.00066299-0.0040683i,0.00027646-0.0022313i
-0.023926-0.078871i,-0.056753-0.22008i,-0.12012-0.3922i,-0.17244-0.43072i,-0.1519-0.27903i,-0.092173-0.11587i,-0.064959-0.05673i,-0.059988-0.03769i,-0.040716-0.016333i,-0.016876-0.0071544i,-0.0075473-0.006049i,-0.0079186-0.0035138i,-0.0078664-0.00038001i,-0.0014878+0.00074976i,0.006631-0.00069099i,0.0083294-0.004778i,0.0057707-0.0080746i,0.0025449-0.0065081i,-0.0021321-0.00082888i,-0.0048501+0.005988i,-0.0031975+0.0089673i,-0.0010038+0.0071449i,0.00020696+0.0045766i
0.021079+0.087193i,0.019474+0.25194i,0.0020478+0.4419i,-0.0043354+0.4679i,0.0059622+0.28774i,0.0076643+0.10563i,0.01673+0.049096i,0.039951+0.037857i,0.044471+0.012755i,0.025647-0.0049898i,0.0092971-0.0050515i,0.00693-0.0019866i,0.0096402-0.0023825i,0.0026124-0.0025201i,-0.0087147-0.00027996i,-0.01264+0.0037432i,-0.012946+0.0053791i,-0.011312+0.0042015i,-0.0049484+0.0028314i,0.0016858+0.00025572i,0.004085-0.0031013i,0.0033401-0.0038119i,0.0029811-0.0023822i
-0.012431-0.070476i,0.0094741-0.21237i,0.081556-0.39019i,0.12433-0.42597i,0.075826-0.26925i,0.021303-0.10353i,0.004329-0.051299i,-0.012561-0.046455i,-0.02324-0.02412i,-0.013927-0.0003141i,-0.0029009+0.0073862i,-0.0023776+0.0055336i,-0.007721+0.0030495i,-0.0062987+0.0037217i,0.0020412+0.0039556i,0.0080834+0.0013322i,0.011617-0.00091654i,0.012614-0.0025515i,0.007803-0.0029856i,0.0018164-0.0016036i,-0.0010197+0.0017649i,-0.001171+0.0026938i,-0.00081715+0.00053836i
-0.014726+0.037171i,-0.077341+0.1354i,-0.1959+0.27281i,-0.25866+0.32059i,-0.18589+0.22799i,-0.084856+0.10825i,-0.045648+0.054335i,-0.029062+0.046182i,-0.012042+0.033657i,-0.0052875+0.012583i,-0.0050968+0.0018031i,-0.0028682+0.00098075i,0.0039439+0.0011284i,0.0061793-0.0014884i,0.0016701-0.0034092i,-0.0033585-0.0024717i,-0.0066419+0.00026585i,-0.0063956+0.0038821i,-0.0023913+0.0049821i,0.0019028+0.0027542i,0.004307+0.00036458i,0.0037266-0.00061577i,0.0015991+0.00020033i
0.036139-0.016223i,0.12645-0.060593i,0.26346-0.1159i,0.32185-0.12707i,0.22493-0.08338i,0.10509-0.037823i,0.059095-0.02826i,0.036055-0.034121i,0.011597-0.024442i,0.0041785-0.0042978i,0.0081561+0.0033974i,0.0078051-0.00093603i,0.0017971-0.0023568i,-0.0019956+0.0031388i,0.00057272+0.0071478i,0.0059451+0.0055986i,0.0083657+0.001267i,0.0057527-0.0034214i,0.00029683-0.0072525i,-0.0035688-0.0094251i,-0.0047086-0.0078756i,-0.0045706-0.0034154i,-0.0040747-0.0011617i
-0.055774+0.0098545i,-0.16598+0.0076973i,-0.30401+0.00036864i,-0.33047-0.0015958i,-0.19806+0.0041874i,-0.072013+0.0068034i,-0.044084+0.0089362i,-0.042314+0.019538i,-0.022961+0.022805i,-0.0071849+0.011537i,-0.0040362+0.003855i,-0.0014575+0.0052165i,0.0033457+0.006135i,0.0060981+0.00060942i,0.0039858-0.0070003i,-0.001268-0.01059i,-0.0030957-0.008377i,-0.0013719-0.0036637i,-5.6241e-05+0.0014076i,0.00086434+0.0062334i,0.00065383+0.0077786i,6.7548e-05+0.0058078i,0.00019968+0.003903i
0.061944-0.011105i,0.17182+0.019115i,0.29371+0.077919i,0.3018+0.11212i,0.18245+0.074794i,0.072056+0.02594i,0.044295+0.0096367i,0.046996-0.0023931i,0.033466-0.013618i,0.011253-0.012993i,-0.0019025-0.0089117i,-0.0053999-0.0084702i,-0.0068502-0.00956i,-0.0091023-0.0066405i,-0.0076335+0.00095138i,-0.0030896+0.0049436i,-0.0014956+0.0035479i,-0.0018888+0.0025576i,-0.00097779+0.0018067i,-0.00021705-0.001232i,-0.0016176-0.0029488i,-0.0019802-0.0015677i,0.00054351+1.3869e-05i
-0.047985+0.0010326i,-0.13607-0.040317i,-0.22677-0.13413i,-0.22398-0.19212i,-0.1304-0.14007i,-0.051672-0.068791i,-0.031832-0.042916i,-0.032995-0.027493i,-0.021032-0.0092524i,-0.0011551-0.0019809i,0.0096839-0.0024867i,0.010612-5.734e-05i,0.0095451+0.004345i,0.0085754+0.0041845i,0.0043926+0.00046046i,-0.00013249-0.0020644i,-0.0010507-0.0031314i,-0.00059842-0.0030271i,-0.00064774-0.00029666i,0.0014149+0.0032539i,0.0043677+0.0061201i,0.004892+0.0055169i,0.0025504+0.0031858i
0.020044+0.015253i,0.061836+0.069386i,0.10899+0.1701i,0.10193+0.21731i,0.045094+0.14981i,0.0046424+0.068384i,0.00037404+0.044138i,0.010334+0.036042i,0.0085349+0.019791i,-0.0041484+0.0093976i,-0.010497+0.0069779i,-0.0081902+0.0040396i,-0.0051634-0.00096885i,-0.0051453-0.0022772i,-0.0057769+0.0013005i,-0.0050997+0.006218i,-0.0039986+0.0088854i,-0.00057082+0.0085012i,0.0043757+0.0047229i,0.0059568-0.00087468i,0.0045685-0.0044122i,0.0026951-0.0049546i,0.0025011-0.0037756i
-0.0061865-0.029223i,-0.017064-0.096282i,-0.020795-0.18505i,-0.0093584-0.20472i,-0.0042407-0.12161i,-0.0020044-0.045588i,0.0013943-0.036766i,-0.0059617-0.0411i,-0.011824-0.026884i,-0.0044706-0.01108i,0.0021293-0.0062682i,-0.00074653-0.0049203i,-0.0051324+0.00075921i,-0.0039265+0.0053456i,0.00049907+0.0050809i,0.0030389+0.0020884i,0.0028051-0.001432i,0.00072433-0.0022388i,-0.0021546-0.0020418i,-0.0040559-0.0022358i,-0.0037242-0.0013177i,-0.0024649-0.00021623i,-0.0023373+0.00021515i
-0.0014785+0.036357i,-0.021203+0.10261i,-0.061063+0.18581i,-0.079817+0.20016i,-0.051856+0.12233i,-0.023531+0.053045i,-0.020709+0.038425i,-0.016261+0.039071i,-0.005489+0.028612i,-0.0017007+0.015469i,0.00052961+0.010495i,0.0077427+0.0057508i,0.013359-0.0030082i,0.013269-0.0082226i,0.0093802-0.0068797i,0.004691-0.0026087i,0.0029172-2.4673e-05i,0.0026004-0.00010842i,0.0012895-0.00058733i,0.0013457-0.0019123i,0.0023727-0.0020194i,0.0023848-0.001088i,0.0016301-0.00082158i
-0.0026151-0.034165i,0.031259-0.090965i,0.089475-0.14269i,0.12126-0.12469i,0.089127-0.056341i,0.047711-0.014873i,0.035427-0.015452i,0.027012-0.023059i,0.01279-0.016179i,0.0027087-0.0035769i,-0.0026414+0.0022782i,-0.0075512+0.0042432i,-0.011894+0.007843i,-0.012555+0.0090956i,-0.0080188+0.0050788i,-0.0019174-0.00092021i,0.00044109-0.0033399i,-0.00040566-0.0028175i,-0.0021578-0.0021999i,-0.0047026-0.00081823i,-0.0068297+0.0014046i,-0.0055598+0.0024991i,-0.002655+0.0015206i
-0.0041377+0.021959i,-0.039544+0.063801i,-0.10289+0.092703i,-0.12903+0.071131i,-0.080207+0.027875i,-0.035986+0.0027572i,-0.034383+2.1157e-05i,-0.033845+0.0082705i,-0.016229+0.0099698i,0.0016031-0.00015542i,0.0090736-0.0097432i,0.010279-0.010663i,0.0099196-0.0090968i,0.0080446-0.0088497i,0.0039731-0.0067296i,0.0019897-0.0036006i,0.0018896-0.0018287i,-0.00011313-0.00033363i,-0.00023104+0.0018629i,0.0036521+0.0028138i,0.0062989+0.0017068i,0.0057768+0.00067534i,0.0035619+0.0021387i
0.0072546-0.012707i,0.040414-0.026363i,0.098836-0.032492i,0.11875-0.017586i,0.072238-0.0026268i,0.034372+0.00047047i,0.034239+0.0015948i,0.035175-0.00023531i,0.022589-0.00028893i,0.010641+0.0058462i,0.0054911+0.010346i,0.0014044+0.0075494i,-0.0016986+0.0021961i,-0.0018438-0.00072942i,-0.0014884-0.00071532i,-0.0021512+0.00024075i,-0.001881+0.0017202i,-0.00019114+0.0016406i,0.00050897-0.00087149i,-0.00048251-0.00093331i,-0.0012265+1.8631e-05i,-0.00029112-0.0012859i,0.0011218-0.0028204i
-0.015435-0.00095186i,-0.054925-0.0085891i,-0.10134-0.023991i,-0.10449-0.03736i,-0.061751-0.028646i,-0.030102-0.020329i,-0.029176-0.025332i,-0.033579-0.023721i,-0.026288-0.014873i,-0.013645-0.011139i,-0.0079257-0.010178i,-0.0056905-0.0030283i,-0.0022011+0.0075888i,-0.0014534+0.013823i,-0.0025391+0.013083i,-0.0025603+0.0092848i,-0.002477+0.0049529i,-0.0026335+0.0019463i,-0.0012567+0.0018751i,0.0013703+0.0016735i,0.0027362-9.9607e-05i,0.0019345-0.00035444i,0.0001539+0.00072575i
0.01985+0.0077423i,0.052068+0.024303i,0.080631+0.057264i,0.067407+0.071992i,0.024126+0.046673i,0.0024005+0.027367i,0.0085074+0.030184i,0.016449+0.026668i,0.012833+0.013366i,0.0046338+0.0048493i,0.001538+0.002097i,0.0020762-0.0041255i,-0.00093866-0.014058i,-0.0032374-0.01919i,-0.0019005-0.015148i,-9.8078e-05-0.0076306i,0.001402-0.00319i,0.0015544-0.0012203i,0.00074519-0.00073601i,-8.1508e-05-0.0014443i,-0.00051688-0.0023107i,-0.0010433-0.0023773i,-0.001386-0.0024279i
-0.01617-0.0038408i,-0.044123-0.024049i,-0.065384-0.05489i,-0.049019-0.056414i,-0.016688-0.025193i,-0.0018408-0.010647i,-0.00086414-0.022764i,-0.0043937-0.02957i,-0.0065408-0.019173i,-0.0064376-0.005256i,-0.0067366+0.004323i,-0.0053011+0.011038i,0.00081058+0.015153i,0.00449+0.015871i,0.0024622+0.012582i,-0.00023892+0.0072682i,-0.0011453+0.0028782i,-0.00085971+0.00033587i,-0.00098672+0.0002182i,-0.0012764+0.0013917i,-0.0012439+0.0019689i,-0.0010171+0.0018319i,-0.0012686+0.0012315i
0.0049216+0.0012326i,0.02049+0.02054i,0.02624+0.053605i,0.015306+0.064611i,0.0069492+0.042336i,-0.00030937+0.027757i,-0.0095408+0.031845i,-0.010826+0.032769i,-0.0067911+0.022068i,-0.0040867+0.008651i,-0.00027116-0.00070895i,0.0025279-0.0078342i,9.0983e-05-0.0098943i,-0.0022185-0.0067719i,0.00067511-0.0043477i,0.0042084-0.0039543i,0.0043506-0.0044724i,0.0023805-0.0032717i,0.0023443-0.0016569i,0.0032263-0.0020032i,0.0016209-0.002045i,0.00014225-0.0013465i,0.0013943+0.00089863i
-0.0045256-0.00037659i,-0.007179-0.015743i,-0.0016445-0.038235i,0.0083792-0.040661i,0.010793-0.020271i,0.012778-0.014437i,0.017481-0.022192i,0.016905-0.022617i,0.013655-0.012436i,0.014057-0.0011471i,0.014125+0.0036619i,0.0073607+0.0041375i,-0.00097083+0.002111i,-0.0050736-0.0029122i,-0.0073819-0.0059086i,-0.0072795-0.0032088i,-0.0040133+0.00051125i,-0.0010128+0.00089238i,-0.0014965+0.00041293i,-0.0022195+0.0021849i,-0.00070831+0.0030519i,0.00077272+0.0014735i,8.4816e-05-0.00042451i
-0.002735+0.0043419i,-0.011615+0.018304i,-0.021633+0.031618i,-0.022756+0.025337i,-0.011443+0.0097641i,-0.010346+0.0048847i,-0.023748+0.0091835i,-0.027641+0.013546i,-0.017033+0.010806i,-0.0068017+0.0032205i,-0.0042055-0.0013707i,-0.00063852-0.0015589i,0.0077244+0.0004085i,0.013359+0.0048819i,0.013192+0.0065237i,0.0082322+0.0023278i,0.0023752-0.0014289i,-0.00046922-0.0014392i,-0.00013587-0.0011565i,0.00058969-0.0013356i,0.00022515-0.0011593i,0.00077209-0.00068422i,0.00269+0.00080747i
0.0013908-0.0095346i,0.010252-0.022069i,0.022182-0.027888i,0.02113-0.018162i,0.0069304-0.0057432i,0.0084511-0.003917i,0.02168-0.0063666i,0.024237-0.0065945i,0.01724-0.0059218i,0.011042-0.0050086i,0.0060695-0.0045745i,-0.0005668-0.0049064i,-0.0092324-0.0038715i,-0.015001-0.0035849i,-0.014187-0.0035175i,-0.010672-0.0010886i,-0.0065031+0.0013733i,-0.0027405+0.0019777i,-0.0011442+0.0022668i,-0.00046583+0.0023226i,0.00067036+0.001748i,0.0013229+0.00065575i,0.00049943-0.0009588i
-0.0033569+0.0045039i,-0.014713+0.017765i,-0.028355+0.025813i,-0.025856+0.019626i,-0.014586+0.008179i,-0.016278-0.001709i,-0.025755-0.010663i,-0.028203-0.013282i,-0.020724-0.0089458i,-0.0124-0.0027683i,-0.0074921+0.0031832i,-0.0011123+0.0069715i,0.0060204+0.0047073i,0.0087422+0.0015202i,0.0059741+0.0024319i,0.0026142+0.0034702i,0.00099221+0.0027838i,-0.00028581+0.002329i,0.00021625+0.0026998i,0.001623+0.0021218i,0.0011888+9.2083e-05i,7.3615e-05-0.0013274i,-0.00020586-0.00034794i
0.00055182-0.00345i,0.0039546-0.009991i,0.0090552-0.0090799i,0.0067176-0.00047387i,0.0010579+0.0043409i,0.0058857+0.008932i,0.016333+0.015112i,0.017844+0.013781i,0.0081908+0.007737i,-0.0026995+0.0029369i,-0.0070645-0.0010619i,-0.0067081-0.0036064i,-0.0048149-0.0029854i,-0.0020774-0.0014272i,0.00041919-0.0013459i,0.00046081-0.0010734i,-0.00089799-0.0002965i,-0.00054767+0.0010941i,0.0015024+0.0008289i,0.0026132-0.0012732i,0.0013861-0.0015273i,0.00035444-0.00031249i,0.00072048-8.1847e-05i
-0.00092128-0.002961i,-0.006292-0.0011765i,-0.0097129+0.00073234i,-0.0069331+0.0067803i,-0.0021463+0.011389i,-0.0049907+0.0013784i,-0.010432-0.014804i,-0.012188-0.021032i,-0.0098993-0.014922i,-0.0036164-0.0051775i,0.0032563+0.0015481i,0.0061972+0.0042045i,0.003224+0.0054063i,-0.0030113+0.0064061i,-0.0053645+0.0067136i,-0.0019271+0.0063124i,0.0018643+0.0040634i,0.0025728+0.0015591i,0.0021781+0.00032753i,0.0022003-0.00049232i,0.0019361-0.0010007i,-0.00026049-0.00056104i,-0.0028411+0.00068172i
-0.0004971+0.00032829i,0.0019353+0.0031327i,0.0027129+0.0064912i,0.0011326+0.0038889i,0.0030264+0.0013417i,0.0059605+0.010049i,0.0039166+0.021133i,0.0018769+0.023586i,0.0015948+0.017559i,0.0016451+0.010429i,0.0012109+0.0065756i,0.0011089+0.00054078i,0.0025271-0.0067826i,0.0067986-0.0097085i,0.0084192-0.0098006i,0.0044423-0.0086849i,-1.2772e-05-0.0057345i,-0.00074922-0.0032884i,-0.0004694-0.0029142i,-0.0030782-0.0018959i,-0.0043796+0.00051273i,-0.0017962+0.0020863i,0.0012378+0.0014194i
-0.0045956+0.00027525i,-0.0077274-0.0030926i,-0.0088603-0.0033296i,-0.003947+0.002021i,0.00068356+0.0066108i,0.002477-0.0036547i,0.003966-0.015584i,0.0061241-0.015117i,0.008208-0.0091851i,0.0086332-0.0071995i,0.0062447-0.0088306i,0.0014954-0.0064649i,-0.0019237+0.00064613i,-0.0037541+0.0052578i,-0.0035895+0.0041989i,-0.00094594+0.0015772i,0.00033741+0.00019724i,0.0008037+0.00017001i,0.00025516+0.00022751i,0.00052488-0.00098705i,0.002279-0.0012268i,0.002182-0.00064216i,0.00028183-0.000509i
0.0018712+0.0019065i,0.0066784+0.0058924i,0.0069691+0.0055714i,0.0050944-0.0003362i,0.0026622-0.00080699i,-0.0036491+0.0080515i,-0.011645+0.015713i,-0.013095+0.016857i,-0.0054401+0.012565i,0.0021104+0.0079955i,0.0047326+0.0053333i,0.0046174+0.0034291i,0.0025631+0.00014726i,-0.00015326-0.0017643i,-0.0024294-0.0009127i,-0.0043584-1.133e-06i,-0.0042798+0.00064815i,-0.0025608+0.00064664i,-0.0016097+0.00047239i,-0.0011035+0.0013696i,-0.00066282+0.0019835i,-0.00071999+0.00063348i,7.393e-06-0.00013089i
-0.0058357-0.004373i,-0.014465-0.0016752i,-0.019595+0.0026405i,-0.019139+0.0094929i,-0.015344+0.008194i,-0.0027186-0.0027517i,0.01022-0.011574i,0.012543-0.012401i,0.0066619-0.0075i,-0.002192-0.0038423i,-0.007832-0.0011737i,-0.0088203+0.0021948i,-0.0061679+0.0022243i,-0.002514-0.0005833i,-0.00030794-0.0018722i,0.001057+0.00048385i,0.00043725+0.0025496i,-0.0011138+0.0022464i,-0.0013613+0.0019085i,0.00040805+0.0011863i,0.0026269-0.00072586i,0.0035688-0.0018932i,0.0018421-0.0018241i
-0.0008421-0.0035891i,-0.0011692-0.0047822i,0.00081481-0.00369i,0.0060235-0.00041605i,0.0051109+0.0031225i,-0.0059358+0.0045293i,-0.017437+0.00048531i,-0.021421-0.0034278i,-0.016778-0.0032677i,-0.0086286-0.0018065i,-0.0018882-5.2986e-05i,0.0030042+0.00045189i,0.0053165+0.00074879i,0.0041588+0.0042917i,0.0029839+0.0076421i,0.0035335+0.0055964i,0.0033542+0.0018477i,0.0023437+0.0001653i,0.0027769-0.00045649i,0.0028473+5.7625e-05i,0.0010303-0.00027625i,-0.00070498-6.5005e-05i,-0.0012311+0.00047737i
0.0016881-0.0052317i,0.00036209-0.0059734i,-0.0050147-0.00031133i,-0.011229+0.005473i,-0.0096911+0.0052347i,0.0018001+0.0025256i,0.011152-0.00040629i,0.010724-0.00125i,0.004632+0.00073977i,0.00029051+0.0039638i,0.00026696+0.0064859i,0.0009429+0.0057656i,-0.00080747+0.0015157i,-0.0021777-0.0024619i,-0.0016934-0.0032112i,-0.00083643-0.0011673i,0.00086938+0.0012277i,0.0016739+0.0018574i,0.00055298+0.001896i,-0.00033981+0.002133i,-3.9547e-05+0.0023785i,0.00081256+0.0017344i,0.001192+2.0525e-05i
0.0041145+0.0075712i,0.0059206+0.0071828i,0.0085008+0.0060482i,0.012251+0.0066847i,0.011752+0.0067122i,0.0012989+0.00072987i,-0.0087478-0.0066452i,-0.010418-0.0083287i,-0.0073542-0.0059294i,-0.0039203-0.0034842i,-0.0025291-0.0037704i,-0.0019161-0.0046977i,1.8683e-05-0.004013i,0.0017595-0.0026704i,0.0024744-0.0044082i,0.00238-0.0073532i,0.0018813-0.0067518i,0.001794-0.0039938i,0.0013137-0.0023757i,-0.00074987-0.0029176i,-0.0016707-0.0028797i,-0.0014844-0.0015127i,-0.0020933-0.00028611i
-0.0024097+0.0043148i,-0.0046283+0.0030542i,-0.0077923-0.0016143i,-0.0091518-0.0067397i,-0.0024757-0.005406i,0.0055478+0.002922i,0.0078696+0.010366i,0.0076939+0.011648i,0.0081496+0.0077049i,0.009782+0.0018945i,0.01093-0.0020581i,0.0079342-0.0025337i,0.002613-0.00067909i,-0.00017629+0.0010865i,-0.001658+0.0023065i,-0.003377+0.0023935i,-0.0034355+0.0021953i,-0.0022896+0.0009842i,-0.001781-0.00054087i,-0.00054549+0.00012061i,0.00038488+0.0018343i,0.00095372+0.0026336i,0.0017396+0.0017589i
-0.0071926+0.00081029i,-0.0062738+0.0049124i,-0.0013278+0.010836i,0.0023216+0.015676i,-0.00033317+0.012633i,-0.0034063+0.0017822i,-0.0032168-0.0065531i,-0.00049024-0.0076598i,0.0023103-0.0038858i,0.0008857-0.00027271i,-0.002704+0.00091711i,-0.0049166+0.0012885i,-0.0049042+0.00094417i,-0.0040537-0.001134i,-0.0036845-0.0025478i,-0.0028386-0.0018868i,-0.0012909-0.00051972i,-0.00075719+0.00064305i,-0.0011419+0.0011201i,-0.00062805+0.00073173i,-0.00035459-0.00039891i,-0.00029489-0.00078981i,-2.489e-05-0.00095298i
9.0234e-05-0.0056166i,-0.005221-0.0068727i,-0.0088527-0.0099556i,-0.0074883-0.010276i,-0.0029144-0.003335i,-6.119e-07+0.0056801i,-0.00069045+0.010063i,-0.0026851+0.0096172i,-0.0027076+0.0053762i,-0.0025251+3.64e-05i,-0.0029714-0.0023167i,-0.0023645-0.0015813i,-0.00030674+1.6783e-06i,0.0016766+0.0014283i,0.0013067+0.0031327i,2.748e-05+0.0045854i,-0.0004816+0.004597i,-0.00056361+0.002692i,-0.00027504+0.001187i,0.00025364+0.0012404i,0.0008244+0.0014879i,0.0011982+0.0016786i,0.00081696+0.0012309i
0.0003381-0.0041495i,-0.0010645-0.001727i,-0.001666+0.0045936i,-0.0032223+0.012616i,-0.0057811+0.011833i,-0.0045079+0.0014411i,-0.0012318-0.0077608i,0.0012677-0.0091387i,0.0012759-0.0048749i,0.00065693-0.00044001i,0.0026117+0.002686i,0.0049734+0.004107i,0.0044159+0.0039859i,0.0019161+0.0036248i,0.0024758+0.0029537i,0.0050973+0.0020273i,0.0051515+0.00087164i,0.003157+0.0005847i,0.0025518+0.0018287i,0.0028234+0.0016913i,0.0026663-0.0009966i,0.0023791-0.0028013i,0.0015733-0.00267i
0.0042259-0.00054109i,0.005116-0.0027102i,0.0032121-0.0055053i,0.0030771-0.0066247i,0.0028828-0.0034983i,-0.0016577+0.00055334i,-0.007345+0.0024066i,-0.010326+0.0022629i,-0.010148+0.0021748i,-0.0076194+0.0045642i,-0.0050619+0.0071224i,-0.0032974+0.0046771i,-0.0018651-0.00080297i,-0.0027867-0.0033786i,-0.0034408-0.0041526i,-0.0022732-0.0047322i,-0.0012047-0.0032273i,-0.00042338-0.0010412i,0.00012494-3.4313e-05i,-0.00066413+9.5636e-06i,-0.001322-0.0003494i,-0.0013984-0.00073913i,-0.00084375-0.00055123i
