-0.003201+0.00014319i,-0.0033336-0.00024468i,-0.0044859+0.00062932i,-0.0038641+0.0018037i,-0.0022691+0.0021424i,-0.0014451+0.0025958i,-0.00036694+0.0025615i,0.00083899+0.0021678i,0.00042687+0.0014357i,0.00027003+2.3797e-06i,0.00096505+0.00022459i,0.00063131+0.00035908i,0.00088315+0.00042602i,0.00072665+0.00071397i,-0.0004906+0.00098675i,-0.00041183+0.0005276i,0.0002003-0.00045324i,-0.000246-0.00023208i,-0.00027411-0.00057752i,0.00010384-0.00083775i,-0.00021849-0.00057309i,-0.00023519-0.00041157i,9.5755e-05+0.00037125i
0.00033952+0.0020808i,-4.576e-05+0.0023627i,0.00049255+0.002692i,0.00089881+0.0023718i,0.0013862+0.00094449i,0.0022508+0.00049661i,0.0018731+0.00047091i,0.00091171+0.00035057i,0.00045622+0.00014766i,-4.4176e-05+0.00034886i,-0.00031078+0.00061537i,-0.00045852+0.00036668i,-0.00049813+0.00043955i,-0.00029344-0.00020716i,-0.00073585-0.00080617i,-0.0010216-0.00057722i,-0.00065222+0.00031801i,0.00073538+0.000884i,0.0014944+0.00036983i,0.00084574+0.000267i,0.00030838+0.00066777i,0.00087535+0.00030261i,0.0011439-0.00018376i
0.0012906+0.00083372i,0.0014253+0.00077588i,0.0015967-3.4997e-05i,0.00067037-0.00086611i,0.00086079-0.00097344i,0.0012255-0.00051818i,0.00061296-0.00082014i,-4.1229e-05-0.00063976i,0.00021536-0.00035789i,0.00066322-0.00087457i,0.00042093-0.00082155i,0.00027723-0.0002002i,-0.00080418+0.00018523i,-0.0011127-6.5901e-05i,-2.4353e-05-0.00055745i,0.00041668-0.00057516i,0.00010492-0.0010157i,-0.00017453-0.0013589i,0.0004037-0.0011099i,0.00080595-0.0013047i,0.00034244-0.0019628i,-0.00023906-0.0011698i,-6.153e-05+0.00039958i
-0.00048506+0.0018553i,-0.0020434+0.0027987i,-0.002099+0.002251i,-0.0015744+0.0016439i,-0.0012079+0.001371i,0.00017819+0.00016069i,0.0011091+0.00023344i,0.0012109+0.00054422i,0.0013566+0.00054485i,0.0002212+0.00012351i,-0.00084183-0.00036654i,-0.00069717+4.9464e-05i,-1.4759e-05+0.00012324i,0.00042984-2.3692e-06i,-0.00010253-0.00043997i,-8.8516e-05-0.0009687i,0.00019809-0.00069004i,-0.00013965-0.00043567i,-0.00077037-0.00015634i,-0.00098761+8.0273e-05i,-0.0011828+0.00038111i,-0.00096076-0.0002885i,0.00041623-0.0007395i
-0.0010301-0.00018595i,-0.0010111+0.00063405i,-3.4724e-05+0.0015858i,0.0010295+0.0023161i,0.0016954+0.0025155i,0.0020778+0.0016572i,0.0011665+0.00044724i,0.00047525+0.00010452i,0.00031513+0.00028262i,0.00052004+0.00038171i,0.00019564-9.3761e-05i,0.00029434-0.0005767i,0.00093763-0.00085108i,0.0009042-0.0012995i,6.2103e-05-0.001135i,-0.00090839-0.0011259i,-0.0011885-0.000824i,-0.0011127-0.00017092i,-0.00050566-0.00012014i,0.00045935-0.00047275i,0.00081725-0.00063684i,0.00064084-8.6479e-05i,-0.0002738+0.00059546i
-0.0022728-0.00099826i,-0.0029111-0.00082482i,-0.0030884-0.00033276i,-0.002332-0.00030493i,-0.00061895-0.0007124i,0.00018285+0.00011871i,0.00094118+0.0010493i,0.0012138+0.00047863i,0.00033893-0.00012529i,-0.00074848-0.000126i,-0.00084592-0.00068566i,-0.00060663-0.00072279i,0.00011545+0.00024022i,0.00073438+0.00090919i,0.00039753+0.00099349i,-0.00015044-6.2488e-05i,7.0104e-06-0.0010497i,9.7904e-05-0.00099563i,5.9795e-05-3.6846e-05i,0.00036085+0.000289i,0.00066423+5.0573e-05i,-2.7435e-05+0.00023595i,-0.00060147-0.00038315i
-0.00029249+0.0022081i,-0.00099871+0.0036883i,-0.0005627+0.0040373i,-0.00023708+0.0031021i,0.00045825+0.0019069i,0.0011713+0.0012146i,0.0016607+0.00053951i,0.0017815+3.148e-05i,0.00064131-0.00057635i,-0.00059106-0.00015929i,-0.00012772-0.00029976i,0.00036181-0.00042732i,0.00030466-0.00041292i,0.00072485-0.0005116i,0.0015965-0.00014849i,0.0012601+0.00042851i,-0.00019836+0.00012424i,-0.00043403-0.00035744i,0.00065525-0.000203i,0.00049817-5.1723e-05i,0.00036137+5.3817e-05i,0.00026694+0.00055664i,0.00054651+0.00027578i
-0.0012238+0.00043959i,-0.0019739+0.00017774i,-0.0020394+9.0278e-05i,-0.00011962+0.00035177i,0.001118+0.00053996i,0.0012045+0.00068479i,0.0013955+0.00057466i,0.0010788+0.00042021i,0.00039582+0.00054418i,-1.5212e-05+0.00028818i,-0.00041895-3.4626e-06i,-3.9414e-05-7.8765e-05i,-3.0437e-06-0.0003065i,-0.00052055+8.6945e-05i,-0.00071032+0.00037904i,-0.00059872-0.00034558i,-0.00016016-0.00069072i,0.00024241+2.818e-05i,0.00012105+0.00024926i,0.00014367-4.6852e-05i,0.00062361+5.7625e-05i,0.00060543-0.00054909i,0.00067921-0.0013994i
0.00076494+0.0019756i,-0.0003753+0.001792i,-0.00031143+0.0016539i,0.0012695+0.00046655i,0.0019495+4.3264e-05i,0.0015213+0.00094518i,0.0016745+0.0014022i,0.0015646+0.0011213i,0.00030809+0.0010269i,-0.0010274+0.00083815i,-0.0009867+0.00015259i,3.3308e-05+9.6187e-05i,0.00014183+0.00068412i,-0.00031905+0.00063407i,-0.0002006-4.4824e-05i,7.6178e-05-0.00051345i,0.00014445-0.00081765i,0.00022497-0.001303i,0.00036523-0.0014692i,0.0007612-0.0003394i,0.00096726+0.00036651i,0.00062349+0.00017698i,0.00065268+0.00027193i
-0.0022195+0.00012559i,-0.0029213+0.00033124i,-0.0033436+0.0017096i,-0.0014235+0.0015558i,0.00044859+0.00095814i,0.00091784+0.00046999i,0.00047035+0.00088814i,0.00043333+0.00075924i,0.00062134+0.00024559i,-0.00016239+0.00034014i,-0.00062684+0.00025571i,-0.00087661+0.00038208i,-0.0013112+0.00019271i,-0.00054866-0.0007223i,0.00014761-0.00051335i,-0.00019343+0.00053923i,-0.00015322+0.0003778i,-0.0001222-0.0004495i,-0.00022818+1.7534e-05i,-0.00057175-0.00038677i,-0.00059955-0.001503i,-5.3914e-05-0.00075784i,0.00056327-0.00046481i
0.0013457+0.0025905i,0.0016547+0.0020306i,0.0022079+0.0015736i,0.00214+0.0010103i,0.0016513+0.00062674i,0.00077183+0.00069029i,0.00054551+0.00068411i,0.0010384+0.00062421i,0.00037647-0.00058071i,-0.00067843-0.00055066i,-0.00080178+0.00036818i,0.00023004+0.00017882i,0.00085607-0.00016172i,0.00012442-0.00055773i,-0.00024985-0.0009061i,-0.00037261-0.00025872i,-0.00025195+0.00011468i,0.00063756-0.00060765i,0.00017142-0.00034715i,-0.00022035+0.00010844i,0.00059969+0.00011351i,0.00094232-0.00015684i,0.00087469-0.00028689i
-0.00070468+0.00066032i,-0.0017868+0.00078803i,-0.0023224+0.0012944i,-0.0026095+0.0017347i,-0.0010638+0.00083318i,0.00019863+0.00089209i,0.00066046+0.001748i,0.0010289+0.00093767i,0.00035835-4.9524e-05i,-0.00036602-0.00020358i,-0.00070711-0.00016611i,-0.00018029-0.00058988i,3.7422e-05-0.00053271i,-0.00050505+0.00025272i,-0.001178-0.00022119i,-0.0010906-0.00072023i,-0.00074337-0.00017429i,-0.00044223+0.00030869i,-2.2561e-05+0.00043313i,0.00025452+0.00010076i,0.0005439-0.00016103i,0.00062051-0.00019457i,1.5302e-05-0.00065176i
0.0012146+0.00030476i,0.0026969+0.00033698i,0.0033079+0.0004885i,0.0021996+0.00060178i,0.0018838+0.0004779i,0.0020779+0.00030107i,0.0016555-8.7237e-05i,0.0012615-0.00045457i,0.00057534-0.00035757i,-0.00017317-3.6358e-06i,-0.00077879-0.00029181i,-0.00064321-0.00093795i,-0.00040779-0.00098014i,0.00027268-0.00061418i,0.00061739+5.2366e-05i,0.00063973+0.00027447i,0.00017226+0.00041607i,-0.0010576+0.0003453i,-0.0012042-7.6857e-05i,-0.00046234-0.0006671i,5.8272e-05-0.00027634i,0.00018606-0.00036231i,0.00032338-0.00040154i
-0.00025034+0.0016969i,-0.0013928+0.0018242i,-0.0021646+0.0018352i,-0.0013803+0.0022048i,-0.0016391+0.0015075i,-0.00086008+0.0004286i,0.0011024+0.00030389i,0.0014211+0.0002689i,0.0010042-8.3624e-05i,0.00035534-0.00028732i,-9.8499e-05-0.00037811i,0.00046901+0.00053648i,0.00078021+0.0010749i,0.0001293+0.00085775i,-0.0005102+0.00058201i,-0.00043594-7.8492e-05i,0.00018293-9.8582e-05i,-0.00014676+0.00025909i,-0.00037686-5.4113e-05i,0.00045167+0.00024411i,0.00039449+0.00055415i,0.00033552+2.0372e-05i,0.0003866+2.309e-05i
0.00060134+0.0015718i,0.0017238+0.0014705i,0.0022925+0.0013653i,0.0017553+0.0012951i,0.0018329+0.0012978i,0.0019763+0.00089382i,0.0023435+0.00013886i,0.0018358-0.00051956i,0.00032051-0.0002373i,-0.0003408+0.00096105i,-0.0005119+0.00094438i,-0.00076048+0.00026706i,-0.00012102-0.00016163i,0.00055335-0.00058894i,0.00011476-0.00054287i,0.00023258-0.00017953i,0.00036326-0.00031013i,-0.00048673-0.0004698i,-0.0004557-0.00023201i,0.00048048+0.00035819i,0.00065115+0.0004942i,0.00066857-8.9853e-05i,0.00072982+0.0001205i
-0.001757+0.0019578i,-0.0018041+0.0017391i,-0.0012786+0.00054208i,0.00030176+0.00095045i,0.00073021+0.0020356i,0.0010189+0.0018562i,0.0018439+0.0011952i,0.0021506+1.1519e-05i,0.0011881-0.0013786i,-0.00021504-0.0012523i,-0.00086854-0.00094923i,-0.00024526-0.00080289i,0.00057551-9.8273e-05i,0.0002583+0.00043063i,0.0004531+0.00030373i,0.00072766+0.00033063i,-0.00015508+0.00015976i,-0.00058702-0.00025495i,-0.00036053-0.0002405i,-0.00031282-6.0116e-05i,0.00028111+8.9686e-05i,0.00037256-0.00050842i,0.00037369-0.0007579i
-0.00018693-0.0014358i,0.00097553-0.0010407i,0.00085744-0.00038901i,-0.00076797+0.00011702i,-0.0011291-0.00029364i,-0.00017367-0.00035236i,0.00080106+0.00050156i,0.0008011+0.0010787i,0.00023982+0.00051752i,-0.00086882+8.482e-05i,-0.0011315-0.00016039i,-0.00052948-0.00025216i,-0.00036437-0.0002313i,-0.00022072-0.0007549i,0.00023569-0.0014851i,4.2311e-05-0.00083134i,-0.00039605+3.7022e-05i,-0.00012293+0.0004282i,0.00039471+0.00033118i,0.00046534+0.00026076i,-0.00018529-0.00042726i,-0.000551-0.00125i,-8.1859e-05-0.00089024i
-0.0011725-0.0028517i,-0.0017801-0.0022516i,-0.0024649-0.0015358i,-0.0028104-0.0012632i,-0.0015294-0.00062731i,0.00071267+0.00024229i,0.0016935+0.0013834i,0.0014871+0.00075011i,0.00071662-0.00043072i,-7.6828e-05-0.00012241i,-0.00025788-0.00032089i,6.8255e-05-6.0035e-05i,0.00023523+0.00081337i,-0.00031519+0.001096i,-2.0561e-05+0.00064245i,0.00082729+9.1307e-05i,0.00062375-0.00015779i,0.00051625-0.00015872i,0.001038-7.8465e-05i,0.00072899+0.00047308i,-0.00038137+0.00013794i,-0.00067008-0.00060273i,-0.00073631-0.00061549i
3.512e-05+0.00088692i,0.00078781+0.00039257i,0.0019336-0.00037958i,0.0022827+0.00014201i,0.001613-4.7885e-05i,0.0012152-0.00046956i,0.0017501+0.00032689i,0.0024838+6.1486e-05i,0.0018019-0.00061357i,-0.0002155-0.00066601i,-0.00075244-0.00083643i,-0.00061259-0.00018823i,-0.00056008+0.0004703i,-0.00041767+0.00025759i,-0.00032519+1.3953e-05i,-0.00023435-0.00038587i,-0.00046533-0.00065348i,-0.00029567-0.00051279i,0.00022749+6.6356e-05i,0.00054142-5.3497e-06i,0.00073437-0.00033466i,0.00040409-0.00015892i,-0.00073876+0.00026453i
-0.00031114-0.00020237i,-0.00015209+9.5569e-05i,-0.00084992+0.0010029i,-0.00074205+0.0016592i,-0.00018711+0.0017522i,0.00064055+0.0015036i,0.001027+0.00093059i,4.9868e-05+0.0007933i,-0.00082865+0.0011993i,-0.00071093+0.00073721i,-0.00037549-0.00030129i,-0.00018255-0.00075166i,0.00012273-0.00026833i,-0.00021231+8.2253e-05i,-0.00093814-2.1836e-05i,-0.00017007-0.00014763i,-0.00017682-0.00015307i,-0.0011897+0.0001719i,-0.0013743-0.00033305i,-0.00059423-0.0007215i,0.00030846-0.00014395i,0.00049886+0.00065587i,0.00027799+0.0011904i
0.0011362+0.00056485i,0.0013172+0.00085219i,0.0013529+0.00065573i,-3.8654e-05+3.3922e-05i,-0.00098141+3.33e-05i,-0.00026311+0.00047802i,7.5687e-05+0.0011784i,0.0004061+0.0011994i,0.00050212+0.00027017i,-0.00030011-0.00099745i,-0.00046684-0.00093945i,-0.0011422+0.00035225i,-0.00092944+0.00038864i,0.0001424-0.00021016i,3.0993e-05-0.00077796i,-0.00030892-0.0010642i,-0.00018635-0.00069333i,0.00017751+0.0003282i,-0.00020681+0.0010522i,-0.00040228+0.0010927i,-0.00039817+0.00019826i,-0.00047351-0.00027066i,-0.00011214-1.2437e-06i
0.0015196+0.00039118i,0.0010611+0.0008343i,0.00061898+0.00051117i,3.6872e-05-0.00039729i,0.00034256-0.00053612i,0.0007514+2.8089e-05i,0.00050808+0.00040454i,0.00077969+0.00063057i,0.00090295+0.00079631i,0.00056523+0.00080807i,0.00017099+0.00087682i,-0.0002701+0.00047304i,-4.7286e-06-0.00027151i,-8.0563e-05-0.00014998i,-0.0002073-0.00042898i,7.9685e-05-0.00050173i,-0.00051985+0.00015106i,-0.00095105+0.00037419i,-0.00044796+5.8377e-05i,0.00030438-0.0002358i,0.00020664+0.00027222i,-0.0002333+0.00015504i,-5.7129e-05-6.603e-05i
-0.00047984+0.00016454i,-0.00058549+0.00081291i,0.00098282+0.0020165i,0.0019726+0.0025757i,0.0013713+0.0017134i,0.00046953+0.00062719i,0.0011489+0.0004394i,0.0010286-5.0036e-05i,0.00063053-0.00033528i,0.00041593-0.00049043i,3.214e-05-0.00024257i,-0.00029384+0.0004939i,-0.00069346-3.9366e-06i,-0.00019087-0.0010692i,0.00055128-0.0012252i,0.000386-0.00060221i,-2.8914e-05-0.00013156i,0.00022981+1.552e-05i,0.00080214-0.00022288i,0.0012847-0.00084343i,0.001305-0.00043054i,0.0013694+0.00029952i,0.00086831+9.7242e-05i
-2.4631e-05-2.1792e-05i,6.2203e-05+0.00084209i,0.00037622+0.0015231i,0.0003057+0.00133i,0.00064743+0.0014926i,0.00010656+0.0016085i,0.00068352+0.00083237i,0.0012295+0.00019504i,0.00083227+0.00012789i,-0.00033735+5.9436e-05i,-0.0010266-0.00068192i,3.5781e-05-0.0011321i,0.00084246-0.00068997i,0.0013522+0.00034909i,0.0014238+0.00058079i,0.0004003+1.9251e-06i,0.00026833+0.00046207i,0.00059674+0.0013704i,0.00011117+0.0010231i,0.00048194-0.0003917i,0.00060214-0.00085015i,0.00047334-0.00080492i,0.00027869-0.00085849i
6.4017e-05+7.1079e-05i,-0.00056159-0.00039615i,-0.00052464-0.00086576i,9.9074e-05-0.00072271i,0.00043886-1.6888e-05i,0.00056211+0.00072692i,0.00056262+0.0011545i,-1.7731e-05+0.00056035i,-0.00068086-0.00066839i,-0.0010576-0.0011524i,-0.00038521-0.0011476i,0.00033346-0.00069224i,-4.6118e-05+6.6741e-05i,-0.00036475+0.0001421i,-0.00028026-0.00011899i,-0.0001083+0.00010457i,9.9973e-05-5.4073e-05i,-0.00010462-0.00018876i,-0.00011632-4.0125e-05i,3.6585e-06-0.00047441i,0.00017934-0.00041442i,0.00040972+0.00015574i,0.00026659+0.00038468i
-0.00035742-0.0012349i,0.00019778-0.0010354i,0.00030106-0.00099042i,-0.0001136-0.0002288i,0.00023333+0.00074399i,0.00051337+0.00084018i,0.00044107+0.00083148i,0.00034362+0.00056866i,-0.00075938+0.0003571i,-0.0022896-9.3998e-05i,-0.0019074-0.00066868i,-0.00099182-0.00027319i,-0.00085009+0.000503i,-0.0014561-1.4365e-05i,-0.001709-0.00066857i,-0.00078903-0.00099237i,-2.0776e-05-0.00052218i,0.00026341+0.00068484i,6.6895e-05+0.0010167i,-6.4694e-05+9.179e-05i,-0.00039235-0.00064443i,-0.00014928-0.00049257i,-1.6218e-05-0.00014031i
-0.00161-0.00059322i,-0.0021987+0.00092997i,-0.0017837+0.00074846i,-0.0005039+0.00014633i,0.00090281+0.0003476i,0.0011066+0.0014i,0.00081785+0.0014864i,0.0012277+0.00076913i,0.00075298+0.00040135i,-0.00060443+0.00081748i,-0.0014685+0.0008177i,-0.0012743-7.5048e-05i,-0.00097591-1.5594e-05i,-0.00048353-0.00071158i,8.1482e-05-0.0014384i,0.00027333-0.00070749i,0.00049877-6.3171e-05i,-0.00036848-0.00035008i,-0.0010661-0.00036678i,-0.00074571-0.00045474i,-0.00027517-0.00049251i,-1.5468e-05+0.00013545i,-0.0010199+0.0003036i
0.00078581-0.00027114i,-0.00011883-0.00083469i,-0.0011327-7.5773e-06i,-0.0013949+0.00077097i,-0.00065148+0.00066412i,-0.00021018+0.0010249i,-0.00062135+0.0017783i,-0.00061679+0.0010763i,-0.000506-0.00016608i,-0.00083771-0.00085648i,-0.00075068-0.00088041i,-0.00066636-0.00029494i,-0.0010225-0.00031613i,-0.00081873-0.0015705i,-0.00020472-0.0015518i,-5.4437e-05-0.00067037i,-0.00046184-0.00043537i,-0.00044829-0.00012458i,-0.00010349+0.00019302i,4.6636e-05-0.00042125i,0.00053824-0.00079174i,0.00043252-0.00096248i,-0.00012214-0.00064527i
0.0010286-0.0010918i,0.00069165-0.00049851i,0.00054042+9.5822e-05i,-7.792e-05-0.0003936i,-0.00028994+0.00041791i,0.00064871+0.0010089i,0.0013094+0.00053448i,0.0012202+0.0001066i,0.00079283+0.00059602i,0.00028413+0.00064893i,0.00045875-0.00018949i,0.0013237-0.00033209i,0.0010778-0.00012125i,0.00033355+0.00082005i,9.97e-05+0.00040585i,-1.1267e-05-9.0448e-05i,8.3167e-05+0.00025457i,0.00049367+0.00012579i,0.00044073+0.0001066i,0.00024571-3.0661e-05i,0.00040053+6.7318e-05i,0.00040179+0.00018548i,0.00038146-0.00061814i
0.00055694+0.0024431i,-0.00067047+0.0026272i,-0.001047+0.0039104i,-0.00029163+0.0029698i,0.00072114+0.0012618i,0.0009931+0.00093228i,0.00097285+1.5022e-05i,0.00069553-0.00069225i,-0.00025236-0.00034145i,-0.0011768-0.00030012i,-0.00072944-0.00085569i,0.00023442-0.0010298i,0.00078993-0.0011775i,0.00054242-0.0010116i,0.00041502-0.00060062i,0.00058496-6.2607e-05i,0.00050761-0.00014647i,0.0004422+6.8325e-05i,3.0571e-05+0.00025402i,5.2251e-05-0.00012095i,0.0003099+0.00054282i,-0.00024386+0.0004549i,-0.00036933+0.00032373i
0.0023788-0.0017799i,0.0015341-0.0026917i,0.0013814-0.0019461i,0.0022605-0.00020806i,0.0021886+0.00039148i,0.0013451-3.1973e-05i,0.0014529-0.00016738i,0.0017754+0.00016074i,0.00070027-1.8991e-05i,1.0113e-06-0.001407i,-0.0003327-0.0020563i,-0.0010852-0.0012913i,-0.00083747-0.00097436i,-4.8442e-05-0.0010568i,4.0461e-05-0.00096373i,-9.1017e-05-0.00025635i,-0.00039644-3.4197e-05i,-0.00067558+0.00039822i,-0.00063896+0.00038616i,-0.0010994-0.00053956i,-0.00098107+2.7052e-05i,-0.00033803+0.00031389i,2.032e-05+0.00034013i
-0.0024623+0.0028347i,-0.0024178+0.0044753i,-0.0020243+0.0043464i,-0.0011003+0.0029289i,0.00053258+0.0029206i,0.0017673+0.0016926i,0.0018044-0.00011565i,0.00090658-0.0006357i,-0.00012714-1.1553e-05i,-0.00055+0.0008179i,-0.00023952+0.00050759i,-0.00020174+1.62e-05i,-0.00080082-0.00051939i,-0.00015255-0.0010747i,3.7568e-05-0.0015512i,-0.00026492-0.0015493i,4.2983e-05-0.00029524i,-1.6986e-05+0.00030067i,-0.00031723+0.00014698i,6.5226e-05-8.8413e-05i,0.00020577-0.00019571i,7.7903e-05+6.6813e-05i,0.00063323+0.00026956i
-0.00091394+0.00094547i,-0.001241+0.0019743i,-0.0011484+0.0026261i,-0.00085254+0.0020002i,-0.00025153+0.0010949i,0.00079023+0.0011918i,0.00074704+0.0013213i,0.00057436+0.0013077i,0.00082565+0.0014077i,0.00058866+0.0018002i,-0.00028156+0.00057733i,0.00019353-0.00045659i,0.0010944-4.6547e-05i,0.0009842-0.00043913i,0.0004186-0.00027948i,0.00053589-1.2714e-06i,0.0003803-0.00014852i,-0.00052952+6.0546e-05i,-0.00053433+0.00014997i,0.00030941+0.00024666i,0.00096346-0.00012435i,0.00068233-0.00092605i,0.00025358-0.00092665i
0.00058028-0.0018111i,0.00025404-0.00067687i,-9.9745e-05-0.00048472i,6.5896e-05-0.00057289i,0.00015161+0.0001893i,0.00031721+0.00092803i,0.00069084+0.00066925i,0.0010176+0.00015858i,0.00068717+7.78e-06i,-0.00025634+0.00011437i,-0.0013951-0.00029945i,-0.0012778-0.00049723i,-0.00076358+0.00021312i,-0.00058986+0.00028433i,-0.00065247+1.5224e-06i,-0.00053584+0.00034928i,0.00037584+0.00086268i,0.00052039+0.0010546i,0.00038546+0.00071367i,0.00032539+0.00040792i,0.00062663-5.9158e-05i,0.0007438-0.00056181i,0.00040171-0.00023332i
-0.0017177-0.0026131i,-0.0021046-0.0024015i,-0.0029822-0.0017164i,-0.002974-0.00038631i,-0.0020585+0.001035i,-4.6341e-06+0.0011088i,0.00089932+0.0008745i,2.1451e-05-0.00012658i,-0.00020209-0.0014161i,0.00019629-0.0015259i,0.00023378-0.00072529i,-0.00028329-0.00013854i,-0.00082905+4.2761e-05i,-0.00075023+0.0005489i,-0.00061823+0.00096569i,-0.00010601+0.00071956i,0.00047286+0.00020079i,0.00048329+7.8887e-05i,-2.4084e-05-0.00013042i,-0.00046928-0.00010044i,-0.00056813-0.00010269i,-0.00084467-0.00040262i,-0.00080665+0.00016558i
0.00096655-0.0010062i,0.0013417-0.0015175i,0.0011813-0.00099616i,0.0010156-0.00079453i,0.0013681-0.00098586i,0.0010789-0.00034791i,0.00078753+0.00055557i,0.00012706+0.00067485i,-0.00034592-3.2258e-05i,-0.00048547-0.00034297i,-0.00019429-0.00088022i,0.00032022-0.0015772i,0.00051428-0.0004357i,0.00054737+0.00058559i,0.0002071+0.00029316i,-0.00035064+0.00027604i,-0.0011112-0.00039886i,-0.00085506-0.00098125i,0.00029418-6.0696e-05i,0.00061663+0.00053975i,0.00069035+0.00025117i,0.00076881-0.00037289i,0.0005173-0.0006133i
0.00058388+0.0014273i,0.00044328+0.001111i,0.00039376+0.0023978i,0.00035853+0.0013639i,0.00056474-0.00076602i,0.001018-0.00068831i,0.0011579+0.00035446i,0.0011857-0.00019139i,0.00086319-0.00076206i,0.00032962-0.00047913i,0.00019654-0.0010757i,0.00017485-0.0011246i,0.00094165+0.00031045i,0.0010894+0.00092362i,0.0002353-1.2518e-05i,-0.00029661-0.00071003i,-0.00023062-0.00016275i,0.00017937+8.3216e-06i,0.00038518-0.00063828i,0.00026079-0.00092531i,0.00017592-0.00034303i,0.00045839+0.0001535i,9.6681e-05+3.0212e-05i
-0.001766-6.2182e-05i,-0.0017425+0.00039371i,-0.0017674+0.00090185i,-0.0013605+0.0012242i,0.00018057+0.0012425i,0.0017106+0.0013096i,0.0020581+0.0012224i,0.0011133+0.00091047i,0.00019801+0.0006332i,-2.1074e-05+0.0001939i,3.832e-05+0.00018294i,3.4201e-05+0.00031846i,-3.0277e-06+0.00031226i,0.00081581+0.00026007i,-0.00010424-0.00050495i,-0.0011917-0.00084174i,-0.0009051-6.6606e-05i,-0.00078248+0.00038335i,-0.00035428-2.1352e-05i,-7.1029e-05-0.00071971i,-0.00039988-0.00056987i,-0.00049935-0.00061435i,-0.00048752-0.00049549i
0.001254-0.0036625i,0.0010153-0.00339i,0.00095653-0.0028893i,0.0002754-0.0024352i,-0.00041624-0.00079099i,0.00019565+0.0013052i,0.0013228+0.0017736i,0.0010399+0.00083305i,6.2105e-05+0.00026912i,-0.00026632+0.00028111i,-0.0011028+0.00056011i,-0.0013073+0.00079997i,-0.0013109+0.00017591i,-0.0019568-0.0005035i,-0.0023654-0.00046769i,-0.0020149-4.4248e-05i,-0.0016674+0.00075227i,-0.0016429+0.001084i,-0.001048+0.00014174i,-0.00038222-0.00050097i,-3.6361e-05-0.00020133i,0.00028322+0.00011765i,0.00021566+0.00013732i
0.0013655+0.0025135i,0.0025588+0.002261i,0.0027942+0.0020476i,0.002122+0.001691i,0.0018956+0.00053497i,0.0022575+9.1411e-05i,0.0017909+0.00059199i,0.0016759+0.00053765i,0.0012441+0.00075097i,-0.00012655+0.00089947i,-0.00033446+0.00019943i,-0.00024867-1.3597e-05i,-0.00014295+0.00046925i,-0.00058259+0.00042928i,-0.00042818-0.00034524i,0.00085654-0.00067109i,0.00053673-0.0003617i,-0.00014248+0.00010391i,-0.0010916-6.0297e-05i,-0.00075382-0.00047765i,0.00085977-0.00025473i,0.001238+0.00048908i,0.00019223+0.00087196i
-0.0014729-0.00084301i,-0.0010594-0.00025983i,-0.0015152-0.00024952i,-0.00035598-0.00050698i,0.00061528+0.0002844i,0.00092626+0.0011471i,0.0014518+0.0014366i,0.00080323+0.0010251i,0.0003079-0.00014828i,0.00036274-0.00058972i,0.00051391-0.00038314i,0.00073572+1.73e-05i,0.00040712+0.00065952i,0.00056427+0.00055409i,0.00083608-0.00023731i,0.00057658-0.00081673i,-4.3605e-05-0.00061526i,0.00061618-0.00034587i,0.00034963+0.00015558i,-0.00032301+0.0002587i,0.00036142-0.0007148i,0.0013495-0.0011627i,0.001295-0.00086264i
-0.0028748-0.0022798i,-0.0022496-0.0014458i,-0.0020704-0.00095876i,-0.0021181-0.0005052i,-0.0017473+0.00043441i,-0.00087471+0.0010782i,-0.00047909+0.00048342i,-1.4006e-05-0.00057342i,-0.00040025-0.0015749i,-0.00045129-0.0013646i,0.00018045-0.00050638i,-0.00066602+4.4652e-05i,-0.00082037+0.00054363i,-0.00029764+0.00026696i,-0.00051757-0.0002657i,-0.00037695+7.7535e-05i,-0.00019357+0.00016823i,-0.00026096+5.6675e-05i,-2.4234e-05+0.00023584i,0.00028002+0.0001957i,0.00070579+0.00058246i,0.0010812+0.00079956i,0.00084013-0.00018953i
0.0013214+0.00021007i,0.00073234+0.00054434i,0.00041252+0.0014503i,-0.00023938+0.0017414i,0.00030806+0.0013792i,0.00032381+0.0018048i,0.00024602+0.0015635i,0.00020735+0.00065295i,-0.00041618+0.00013797i,-0.00074045-0.00090229i,-0.00036643-0.0016561i,-0.00018836-0.00098369i,-0.00016287-0.00027698i,0.00013636-0.00059722i,0.00057782-0.00095622i,0.0004581-0.0009651i,9.1194e-05-0.00073345i,0.00059699+2.5465e-05i,0.00081555+0.0004802i,0.00036241+0.00017607i,0.00027893+0.00024611i,0.00058298+0.00017618i,0.00026266+0.00010563i
-0.00010866+0.00028328i,-0.00033514-0.00016734i,0.0013818+0.00043946i,0.0020018+0.0010825i,0.00062862+4.1329e-06i,0.00052326-0.00038155i,0.001785-0.00060598i,0.0022119-0.00045424i,0.0019258+0.00069187i,0.00075958+0.00082414i,-0.00029891+0.00019549i,-0.00043961+0.00020853i,-0.0007317+0.00028163i,-0.00076974+7.7043e-05i,-0.00076361-0.00032116i,-0.00019015-0.0004416i,3.2526e-05-0.00036927i,-0.00059452-0.00045892i,-0.0010887-0.00026818i,-0.00064055+0.00028106i,-0.00011376-1.7104e-05i,0.00020918-0.0002271i,0.00014339-0.00018407i
